-0.0027327-0.00055102i,-0.002688+9.9379e-05i,-0.0031355+0.0011838i,-0.0041568+0.0013988i,-0.0049945+0.0021417i,-0.0031152+0.0025066i,-0.0010278+0.0020353i,-0.00095953+0.0023649i,-0.00038617+0.0027667i,0.00035388+0.0023147i,1.9906e-05+0.00091369i,-0.00033616-6.8623e-06i,-0.00044905-0.0002877i,-6.2178e-05-0.00049637i,-0.00056299-0.00064672i,-0.0010619-0.0010688i,-6.9679e-05-0.00059341i,0.00018382+0.00053215i,-0.00010408+0.00028524i,-8.4531e-05-0.00038452i,0.00038358+3.7339e-05i,0.00098316-0.00012734i,0.00085851+0.00010549i
0.00030632-0.0013309i,0.00036738+8.4873e-05i,7.3359e-05+0.00061817i,-0.00037227+0.0014575i,-0.00025281+0.0020224i,0.00027749+0.0011976i,0.00052788+0.0010404i,0.0018101+0.00095178i,0.0045932+0.001653i,0.0061162+0.0023314i,0.0052187+0.0020044i,0.0033951+0.0013741i,0.0019269+0.00080267i,0.0011407+0.00038567i,0.00027298+0.00021074i,0.0002383+0.00047653i,-0.00011354-5.6512e-05i,-0.00060906-0.00027979i,-0.00040616+0.00080991i,-4.1663e-05+0.00096659i,0.00020827+1.9533e-06i,0.00010607-0.00040959i,0.00023311+0.00018773i
-0.00077297+0.0012544i,-0.00038436+0.0012487i,-0.0005469+0.0018991i,-0.0021115+0.0028199i,-0.0020607+0.0025766i,-0.0015368+0.0012242i,-0.0010488+0.00044529i,-0.00057037+0.0019286i,-0.00038863+0.0050251i,0.00038276+0.0063831i,0.0015283+0.0053483i,0.0021785+0.0030308i,0.0012607+0.0011953i,0.00025809+0.00079497i,0.00016889+0.001106i,0.00014115+0.0010089i,0.0004056+0.00022196i,0.00051655-5.2311e-05i,-0.0002684+0.00052143i,-0.00067949+0.00068435i,-0.00031737+0.00064503i,-0.00040174+0.00013248i,-0.00051463-0.00043412i
-0.00035548+0.000622i,-0.00021183+0.00091165i,-0.00060118+0.00072299i,-0.0018948+0.0017868i,-0.0011755+0.0024697i,0.00067753+0.00095638i,0.0010296+1.7913e-05i,-4.4132e-05+0.00032683i,-0.0019341+0.00059504i,-0.0033967+0.00018271i,-0.0036293+0.00010033i,-0.0023016+0.00076953i,-0.0010749+0.0010477i,-0.0010228+0.0010257i,-0.00068024+0.00070842i,-0.00026632+0.00023877i,0.00028639+0.00028427i,0.0010951+0.00031242i,0.00011616+0.00051001i,-0.0010894+0.0011676i,-0.00034971+0.00097074i,0.0008857+0.00029801i,0.00081313+0.00035653i
2.0059e-05-0.0012139i,-0.0010022-0.00067984i,-0.0025278+1.1267e-06i,-0.0028135+0.0010274i,-0.0015246+0.002108i,-0.00049214+0.0015447i,9.9006e-05-0.00049099i,0.0011789-0.0024046i,0.0011199-0.0034983i,0.00093689-0.0038329i,0.00093589-0.0033204i,0.00097506-0.002601i,0.000494-0.0012298i,-0.00034114-0.00026819i,-0.00036302+0.00021093i,-4.398e-05+0.00051427i,3.051e-05+2.1968e-05i,-6.2425e-05-0.00017168i,-0.00045974-0.00021356i,-0.00097484-0.000442i,-0.00093956-0.00059735i,-0.00068379-0.00026697i,4.6844e-05-0.00021302i
0.00082359+0.00078112i,0.00089909+6.8905e-05i,-0.00026421+0.00034945i,-0.0011364+0.0019627i,-0.00086947+0.0029721i,-0.00010339+0.0024364i,0.0010387+0.0013745i,0.0016761+0.0016765i,0.0031031+0.0030143i,0.0050188+0.0023062i,0.0051454+0.0011142i,0.0032265+0.00056995i,0.001833-0.00025871i,0.00096747-5.0364e-05i,-0.0002234+0.00022848i,-0.00055724-0.00048515i,-0.00072365-0.00061347i,-0.00082838+0.00013323i,-0.00046588-0.00014427i,-4.9062e-05-0.00072927i,0.00019423-0.00055496i,0.00044131+0.00012086i,0.00020523+0.00073904i
-0.00027062+0.00050554i,-0.00095668+0.0013153i,-0.002131+0.0016715i,-0.0021439+0.0022606i,-0.0016062+0.0030743i,-1.3091e-05+0.0022782i,0.0011516+0.0012124i,0.00050141+0.0017504i,0.00045751+0.003537i,0.00041045+0.0050251i,-0.000248+0.0048509i,-5.1328e-05+0.0031301i,0.00020749+0.0018647i,3.1555e-05+0.0013309i,-2.6515e-05+0.00094104i,6.8588e-05+0.00047746i,0.0007815-0.00013942i,0.00079578-0.00060429i,0.00066885-0.000678i,0.0015025-0.00027705i,0.00073622-0.00031313i,0.00017312-7.876e-05i,0.00057372-0.00035786i
-0.0028417-0.00094365i,-0.0027377+0.00040738i,-0.0035237+0.0016784i,-0.0033654+0.0028146i,-0.0014167+0.003198i,0.00053262+0.0020775i,0.001427+3.9842e-05i,0.00068928-0.00028458i,-0.0013797+0.00090941i,-0.0024743+0.0010964i,-0.001701+0.00098264i,-0.00078168+0.0007572i,-0.00078102+0.00033103i,-0.00023636-0.00048476i,0.00046742-0.00031641i,0.00016034+0.00039301i,-1.1314e-05-0.00027378i,0.00065928-0.00052599i,0.00062737+0.00024469i,0.00018112+0.00069016i,0.00058922+0.0012043i,0.00077739+0.00058619i,0.00048072+4.9749e-05i
0.00038422-0.00035268i,-0.00048212+0.0001376i,-0.00090233+0.00084711i,-0.00076791+0.0024639i,0.00036412+0.0028767i,0.0014719+0.001893i,0.00078494+0.00028454i,-0.0006246-0.000828i,-0.00036442-0.0014771i,0.0011852-0.0027318i,0.0016141-0.0024185i,0.00018116-0.00095956i,-0.00044468-0.000404i,-2.957e-05-0.00069604i,-1.38e-05-0.00041565i,-0.00010029+1.872e-05i,-0.00076981-0.00040459i,-0.00097765-0.0009329i,-0.00038624-0.00032913i,7.3483e-05+0.00028996i,-0.00015389+0.0010329i,-0.00032197+0.00095736i,-0.00051868+0.00041368i
-6.7854e-06+0.00012608i,6.1664e-05+0.00045042i,-0.00064939+0.0005262i,-0.0010755+0.0010652i,-0.0012117+0.00064043i,0.00018189-0.00088937i,0.0015574-0.00067661i,0.0022531+5.9363e-05i,0.0034634+0.00027659i,0.0047762+0.00071762i,0.0041698+9.8889e-05i,0.0030225-0.00016936i,0.0020099+0.00084359i,0.00052851+0.0012215i,5.2197e-05+0.0005724i,0.0001886-3.6691e-05i,-0.00012392+0.00027937i,-0.00071699+0.00076763i,-0.00085766+0.00068315i,-0.00097472+3.1425e-06i,-0.00022586-9.2571e-05i,0.00048331+0.00055194i,-0.00022505+0.00011425i
-0.00084842-0.00071495i,-0.0014929+0.0008021i,-0.0023782+0.00063512i,-0.0022077+0.00082557i,-0.0018475+0.0016845i,-0.00011178+0.0019616i,0.0015443+0.0016025i,0.00096444+0.0016088i,0.00057013+0.0025715i,0.00015807+0.0035343i,-0.00046033+0.0030365i,-3.9147e-05+0.0023686i,0.00043243+0.002266i,-0.0002054+0.0013527i,-0.00063321+0.00039714i,-0.00065641+0.0003725i,-0.00099472+0.00072606i,-0.00058255+0.00025816i,0.00030703-0.00039105i,0.0009018-0.00053719i,0.0013178-0.00058423i,0.0014618-0.00061581i,0.00082259+6.2903e-05i
0.0002401-0.0037383i,-0.0014436-0.0025461i,-0.0042981-0.0021451i,-0.0054907+0.0005682i,-0.0045862+0.003848i,-0.0021315+0.0040265i,-0.0002181+0.0020931i,-0.00048278+0.0013647i,-0.0013505+0.0013976i,-0.0024598+0.00068645i,-0.0026073-5.6771e-05i,-0.0011593+0.00065495i,-0.00036298+0.0015552i,-0.00026415+0.0010124i,-0.0010004+5.9858e-05i,-0.000957+0.00085257i,-0.00028951+0.0019224i,-0.00039456+0.0013889i,-0.00056526+0.00025723i,-6.1297e-05+0.00029714i,0.00063054-0.00023682i,0.00060739-0.00032993i,0.00030035+0.00072668i
-0.00091024+0.001379i,-0.00081801+0.0017698i,-0.0012659+0.0016051i,-0.0009718+0.00087532i,0.00060963+0.00019499i,0.0020462-0.00056258i,0.0014495-0.0014866i,5.7168e-05-0.0013067i,-0.0003402-0.00068033i,0.00043723-0.0016448i,0.0010493-0.0022638i,0.00074063-0.0018304i,6.335e-05-0.0011505i,-0.00033148-0.00043698i,9.1706e-05-0.00055762i,-0.00012992-0.00032706i,-0.00051729+0.00017708i,4.0675e-05-0.0001499i,0.0002852-0.00063533i,-0.00081488-0.00013488i,-0.00089958+0.00046353i,-5.3093e-05+0.0004721i,0.00013473+0.00078158i
0.0011295-0.00094437i,0.00036963-0.00071817i,-0.0018766-0.00014841i,-0.0032815+0.0014555i,-0.0018967+0.0017685i,-0.00096884+0.00010255i,-0.00021228-1.1985e-05i,0.00071803+0.0018819i,0.0014434+0.0024751i,0.0029386+0.0015671i,0.0032353+0.0016913i,0.00203+0.001941i,0.00075597+0.00087389i,-0.0001155+0.00019733i,-0.00086681+0.00058324i,-0.00078116+0.00056735i,-0.00036572+0.00074563i,-0.00036393+0.00083493i,-0.00063952-3.6884e-05i,-0.0011245-0.0005272i,-0.0010397-0.00027575i,-0.00052269-0.00075993i,-0.00032632-0.00083944i
0.00088609+0.00063333i,0.00031988-1.6323e-05i,0.0008136-0.00036076i,0.00087987-0.00058246i,-0.00010455-0.00092596i,-0.00051933-0.0012121i,0.00016305-0.0010697i,0.00068977+0.00052483i,0.00085262+0.0023831i,0.00047608+0.0030225i,-0.00024847+0.0031183i,-0.00048447+0.0024635i,-0.0001979+0.0012345i,0.00052384+0.0011476i,0.00085402+0.0020204i,0.0005147+0.0017022i,0.00028284+0.00069224i,0.00073351-0.00023024i,0.00048218-0.00068125i,0.00016263-0.00047461i,0.00066279+0.00016605i,0.0010522+5.6429e-06i,0.00047326-0.0005623i
-0.0025574-0.0007614i,-0.0033468-0.00077458i,-0.0049124+0.00088092i,-0.0048988+0.0027473i,-0.0030128+0.0032074i,-0.00073613+0.0020091i,-5.9359e-05+0.0012743i,-0.00059329+0.0017226i,-0.0011025+0.0025172i,-0.0010543+0.0019807i,-0.0010379-1.9143e-05i,-0.0010477-0.00019549i,-0.0014095+0.0003827i,-0.0015036-0.00015725i,-0.0012098-0.0008628i,-0.0015019-0.0004426i,-0.0010478-0.00013016i,-5.7088e-05+5.4341e-05i,-0.00025883-8.3063e-06i,-0.00046043-0.00015765i,0.00052182+0.0001669i,0.00052878-0.00051577i,0.00097646-0.00087081i
0.0015058-0.0010609i,0.0010729-0.00018443i,-0.00040693+0.001333i,-0.0016125+0.0021519i,-0.0013205+0.0013741i,-8.9145e-06+0.00079485i,0.00063306+0.00063234i,8.4236e-06+0.0004211i,-0.0003556+1.2684e-05i,0.00035723-0.00097005i,0.0015978-0.0016351i,0.0021509-0.0014309i,0.0015388-0.00058679i,0.00072171-0.0003311i,0.00058113-0.00063062i,0.00092561-0.00047435i,0.00062099-0.00054237i,0.00030077-0.00077615i,-7.5203e-05+0.00016915i,-0.00029818+0.00082778i,-0.0001825+0.00013653i,-0.000251+0.00034574i,-0.0005385+0.00064204i
-0.0012935+0.0012674i,-0.00071811+0.0020183i,-0.00074769+0.0020102i,-0.00061834+0.0015597i,8.2384e-05+0.001504i,0.0019987+0.00069414i,0.0022356-0.00019773i,0.00067169+0.00043625i,0.0015999+0.0005513i,0.003175+0.00074753i,0.0027125+0.0023368i,0.0016732+0.0022286i,0.00064164+0.00091565i,-0.00026405+0.00080287i,0.00017047+0.0011465i,-0.00011104+0.0010255i,-0.00064672+0.00026132i,-0.0002402-0.00028557i,4.0741e-05-0.00069154i,5.6794e-05-0.00068841i,-0.00062504-0.00036041i,-0.00040764-0.00047342i,0.00025272-0.00051297i
0.00084534-0.0006968i,0.00010281-0.00011992i,-0.0014606+0.00048122i,-0.0027011+0.00054423i,-0.002997+0.0014421i,-0.0014238+0.00092785i,0.0012279-0.00014401i,0.0017499+0.001167i,0.0008971+0.0029566i,0.00038282+0.0035425i,-0.00024944+0.0029237i,-0.00063892+0.0019701i,-0.00062911+0.0002734i,4.3192e-06-0.00036368i,0.00038938-1.8245e-05i,0.00069308+0.00010001i,-6.7559e-05+6.3154e-05i,-0.001065-0.00041355i,-0.00044026-6.3835e-05i,-2.2103e-05-0.00028323i,2.621e-05-0.00085063i,0.00042257-0.0012738i,0.00057498-0.00090081i
-0.00062147-0.0001222i,-0.0005234+0.00097025i,-0.0013606+0.0013719i,-0.0015846+0.0025054i,-0.00059111+0.0031819i,0.0001969+0.0018592i,-0.00024895+0.00021818i,-5.4006e-05+0.00012549i,0.00011884+0.00075608i,-0.00090923+2.0276e-05i,-0.0015696-0.0011225i,-0.0014826-0.00098852i,-0.00083796-0.00036051i,-0.00022267-0.00054127i,0.00057884-0.00068565i,0.00088071+0.00037001i,0.0006126+0.0010316i,0.0008328+0.00070461i,0.00081788+0.00040987i,0.00064704-5.4138e-06i,0.00065772-0.00032519i,0.00056533+0.00017407i,0.00059675+0.00025988i
0.00032796-0.00024278i,-0.00061151+0.00020951i,-0.0016006+0.00057385i,-0.0007641+0.0017623i,0.00039081+0.0024224i,0.0011646+0.0013541i,0.0010226+0.00046435i,0.00033068+0.00034297i,0.00083838+0.00051818i,0.0014871+3.9292e-05i,0.0014884-0.0013604i,0.0010141-0.0014951i,0.00043251-0.001186i,2.3764e-05-9.5079e-05i,0.00015128+0.0010361i,0.00073131+0.00099439i,0.00049065+0.00061081i,9.2531e-05-0.00031608i,-0.00019319-0.00063717i,-0.00051982+0.00058258i,-0.00034648+0.00082773i,0.00047364+0.00036149i,0.00035343+9.361e-05i
0.00066862+0.0020091i,0.00041287+0.0018268i,-5.4846e-05+0.0011292i,-0.00089343+0.0013071i,-0.0011037+0.0011379i,-0.00049679+0.00068016i,-0.00034267+0.00031661i,0.00012611+0.00013305i,0.0020049+0.0012438i,0.0033869+0.0028313i,0.0031809+0.0028397i,0.0022776+0.0020156i,0.001283+0.0010184i,0.00020599+0.00082188i,-0.00060417+0.00076419i,-0.0006917+0.00016568i,-0.00043247-0.00014844i,0.00011004-6.1731e-05i,-2.9082e-05-0.0003814i,-0.00091193-0.00050047i,-0.00099237-7.8302e-05i,-0.00081463+0.00036246i,-0.00060692+0.00040253i
-0.001425+6.5582e-05i,-0.0016658+0.00064309i,-0.0021158+0.0013593i,-0.0032087+0.0018838i,-0.003067+0.0018521i,-0.001294+0.00058746i,5.6272e-05-0.00031146i,0.00092833+0.00046968i,0.0013736+0.0020027i,0.00019294+0.0033755i,-0.0012752+0.0035058i,-0.0012323+0.0026972i,-0.0011482+0.00154i,-0.0012813+0.0001623i,-0.00087669-0.00079136i,-0.00038867-0.0010053i,-0.00038674-0.00077303i,-0.00019436-0.00083931i,0.00057543-0.00017457i,0.0010353+6.7647e-05i,0.00017182-0.00021301i,-0.00019189-0.00019934i,0.00066412+0.00018577i
0.00040328+0.0011169i,4.2682e-05+0.00061184i,-0.00086795+0.00090185i,-0.0017566+0.0023899i,-0.0014021+0.0019097i,-0.00099154+0.0001527i,-0.00072299-0.00030384i,0.00010999+0.00043965i,-0.0002582+0.0010759i,-0.00081125+0.00021665i,-0.00071714-0.00089797i,-0.0008225-0.00053156i,-0.00068318+0.00020999i,-0.00056582+0.0010791i,-0.00022543+0.0010724i,-0.00017935+0.00020146i,-0.0001218-0.00041836i,-0.00030622+2.1734e-05i,-0.00064885+0.00017179i,0.00025499-0.0002931i,0.00044578+0.00022015i,-0.00050549+0.00070626i,-0.00047131+0.00057671i
0.0012649+0.00029616i,0.00010771-0.00029036i,-0.0013242-0.00064719i,-0.0013781-0.00044745i,-0.0010938+0.00071939i,-0.00061249+0.0015375i,0.00033301+0.00077267i,0.0010662-0.00010478i,0.0020383+7.2016e-05i,0.0027344-0.00057777i,0.0028996-0.0018088i,0.0018362-0.0016523i,6.1592e-05-0.00099134i,-0.00044388-0.00030357i,0.0002341+0.00050048i,0.00067352+0.000766i,0.00043539+0.0008883i,-3.69e-05+0.0011243i,-0.00032628+0.00099817i,-0.00042755+0.00054005i,-0.00052727+2.8175e-05i,-0.00093363+0.00033602i,-0.00083708+0.00063927i
-0.00071784+0.00015811i,6.841e-05+0.0011125i,-0.00033447+0.0013539i,-0.0013616+0.0019788i,-0.00091157+0.001734i,0.00043576+0.00076757i,0.00059317+0.00034102i,0.0005716+0.0012655i,0.0011727+0.0022278i,0.0022578+0.0021703i,0.0029312+0.0022101i,0.0023342+0.0016109i,0.0011893+0.0011663i,0.00036605+0.00090201i,5.8886e-05+0.00056156i,0.00048231-1.6449e-05i,-5.9327e-05-0.00070502i,-0.00042334+6.8738e-05i,-0.00013092-4.5572e-05i,-0.00022937-0.00031806i,-0.00026694+0.00058453i,0.0007491+0.00018547i,0.0011706-0.0007598i
0.00063097-0.00037162i,-0.00015743-0.00042286i,-0.00055975-0.00062814i,-0.0013017-0.00010704i,-0.0022196-9.7702e-06i,-0.0015509-0.00027138i,-0.0010898-0.00041816i,-0.00074419-0.00029351i,-8.1561e-05+0.00042718i,-0.00011401+0.00073217i,-0.00068658+0.0011025i,-0.001305+0.0013976i,-0.0015956+0.0012519i,-0.001944+0.0017914i,-0.0015112+0.0015495i,-4.626e-05+0.0011664i,0.00052612+0.00033463i,0.00045263-0.00050558i,-9.1757e-05-0.00073484i,-0.00024053-0.00090429i,0.00046156-0.00029657i,-0.00020441+0.00015212i,-0.00016292-4.1191e-05i
-0.0010205+0.00056358i,-0.0017083+0.0010611i,-0.0031984+0.0030523i,-0.0032693+0.004535i,-0.0017554+0.0041821i,0.00065176+0.0019075i,0.0016985-0.00012416i,0.00060409-9.6399e-05i,-0.0010975+0.00079946i,-0.0018764+0.00015163i,-0.00099513-0.0012478i,-0.00074064-0.0011761i,-0.0011292-0.00089128i,-0.00083-0.0011795i,-0.00026888-0.0009271i,-0.00015773-0.00041314i,0.0001712-0.00023056i,0.00039767-0.00018165i,0.00024674+0.00026647i,0.00035679-0.00019909i,0.00056121+6.6879e-05i,0.00072626+0.001097i,0.00063849+0.00031274i
-4.5733e-05+0.00032647i,-0.00028085+0.00045967i,0.00062522+0.00046594i,0.00094514+0.0017649i,6.824e-05+0.0020809i,-4.6732e-05+0.00089125i,0.00029435-8.3381e-05i,-0.00023655+0.00011706i,0.00018836+0.00034558i,0.0014828-0.00049784i,0.0019934-0.00088757i,0.0018965-0.00045129i,0.00087752-0.00048101i,-0.00092058-0.00040093i,-0.0011375-0.0002553i,-0.00091024-0.00038776i,-0.001152-0.00042561i,-0.00080083-0.00053863i,-0.00066585+4.6925e-05i,-0.00046649+0.0011406i,-0.00033283+0.00080111i,-0.00068973-0.0001165i,-0.00022432-0.00045639i
-0.0026382+0.0014019i,-0.0024159+0.0020035i,-0.0029483+0.0028371i,-0.0029845+0.0038299i,5.8022e-05+0.0042284i,0.0024459+0.0022369i,0.0017743+0.00022507i,0.0011529+0.00056385i,0.0013393+0.0015079i,0.0021804+0.0019231i,0.0026436+0.0022142i,0.0017721+0.0017067i,-0.00031199+0.00091748i,-0.0015029+0.00055834i,-0.00017161+0.00061774i,0.00052679+0.0010508i,3.1799e-05+0.00090666i,-6.964e-05+0.00024459i,-0.00026063+0.00024914i,-0.00081356+0.00017676i,-0.00052473-8.1344e-05i,0.00018321-0.00023259i,0.00034408-0.00068306i
-0.00048799+0.00084935i,-2.5212e-06+0.00098322i,-0.00027951+0.0010589i,-0.00046133+0.0014045i,-0.00011486+0.0012432i,0.0012836+0.00073366i,0.0015954+3.9184e-06i,0.00016234+0.00061923i,-0.00059953+0.0025108i,-0.0004007+0.0037285i,-6.8655e-05+0.00337i,0.00044097+0.0021412i,0.00068711+0.0016664i,-2.8868e-05+0.0012358i,-0.00023823+0.00064759i,-0.00034019+0.00044041i,-0.00087399-0.00063224i,-0.00071161-0.00086155i,-0.0005805-0.00013107i,-0.00034707+0.00066978i,-0.00012002+0.00020052i,-0.00020893-0.00092963i,5.2082e-05-0.00067361i
-0.00059075-0.0017109i,-0.00086398-0.0013561i,-0.0019869-0.00053941i,-0.0045809+0.00020132i,-0.004372+0.00039147i,-0.002058+0.00047099i,-0.00096335+2.8103e-05i,-0.00085502+8.5286e-05i,-0.00031063+0.00070378i,-0.00032593+0.0005772i,-0.0015134+0.00045768i,-0.0020342+0.00064596i,-0.0016835+0.00043702i,-0.0010609+0.0007844i,-3.3787e-05+9.9646e-06i,0.00054627-0.00039767i,0.00039196+0.00010477i,0.00072574-0.0001469i,3.7115e-05-0.00068816i,-0.00055914-0.00052705i,0.0004176+0.00046744i,0.0011078-0.00046347i,0.0011372-0.001605i
-0.0010122+0.0006681i,-0.0010226+0.0010655i,-0.00074009+0.0012618i,-0.0017848+0.0027472i,-0.0014594+0.0030486i,0.00077656+0.0015338i,0.0011742+0.00089278i,0.00089256+0.0011437i,0.001936+0.00095743i,0.0023399-6.9494e-05i,0.0017368-0.00096719i,0.00049614-0.00086605i,-0.00035032-0.00079699i,-0.00041375-0.00064056i,-0.00054593+0.00046762i,-0.0001242+0.00057517i,0.00061872-0.0003758i,0.00015068-3.442e-05i,-0.00056929+0.00034421i,-0.00054473+3.0466e-05i,-4.2841e-05+0.00052336i,-5.0063e-05+0.0010598i,-0.00056381+0.00032456i
0.0021136-0.00086537i,0.00058484-0.00062401i,-0.0013575-0.00052831i,-0.0026126+0.00094427i,-0.0017542+0.0021782i,0.00024401+0.0020331i,0.00094175+0.0012389i,0.0012978+0.00062146i,0.0026391+0.00081459i,0.0031251+0.00088627i,0.0021708+0.00065403i,0.0010822-0.00010848i,0.0008863-0.00020217i,0.00093851+0.00096031i,0.0012209+0.00085256i,0.0009759-0.00023505i,-0.00016577-0.00073995i,-0.00045953-0.00033109i,-0.00069214-0.00032727i,-0.00048008+1.1814e-05i,-0.00035262+0.00058971i,-0.00028823+0.00043754i,-4.7518e-05+5.2662e-05i
-0.0003774-0.00043613i,0.0003956-0.00052716i,-0.00026368+0.00063051i,-0.0016361+0.0018571i,-0.0014393+0.0026028i,-0.0011311+0.001644i,-0.00026082+0.00063937i,0.00031714+0.001466i,-5.0094e-06+0.0025107i,0.00024523+0.0025396i,-0.00012165+0.0021671i,-0.00022324+0.001597i,0.00045577+0.0013287i,-2.4545e-05+0.0012505i,-0.00025895+0.0011202i,-6.9547e-06+0.00086499i,0.00061924+0.00021091i,0.00059847-0.00029728i,0.00053612+2.8736e-05i,0.0002194+0.0002549i,-0.00030493-9.3961e-05i,-0.00059491-0.00078106i,-0.00056625-0.00086888i
0.00080554-0.00065113i,0.00020116-0.00094257i,-0.0015006-0.00038954i,-0.0030212-8.8088e-05i,-0.0027761+2.9547e-05i,-0.0016572+0.0003165i,-0.00062009+7.9253e-06i,-0.00093051+8.0795e-05i,-0.0012078+0.00023152i,-0.0011159+0.00011135i,-0.0011079+8.7224e-05i,-0.0013864+0.0010063i,-0.0012049+0.001627i,-0.00057809+0.0006145i,-5.3581e-05-0.00043596i,-0.00016776-0.00093834i,1.2542e-05-0.00073457i,0.00056091+0.00023617i,-1.2924e-05+0.00086064i,-0.00038789+0.00083679i,0.000471+3.8063e-05i,0.00047216-0.0010278i,-0.00021165-0.0012043i
-0.0014789-0.00021524i,-0.0016565+0.0010236i,-0.0022006+0.0016295i,-0.0025493+0.0029666i,-0.0011232+0.0034964i,0.00072757+0.0025519i,0.00076319+0.00069415i,0.00050581-9.5786e-05i,0.0010833-0.00060657i,0.0016983-0.0014656i,0.0018858-0.00067993i,0.0011276+0.00046384i,0.00031483-9.3652e-05i,0.00073338-0.00091957i,0.0010146-0.0006068i,0.00054516+0.0002076i,0.00011545+9.6623e-05i,-0.00038826-0.00026761i,-0.00086683-0.00051183i,-0.00070044-0.00039058i,-0.0001669+0.00034123i,3.2792e-05+0.0011002i,-0.00024002+0.000836i
0.00019143-0.00034275i,0.00035161-0.00047007i,-0.00077093+0.00052843i,-0.0014557+0.0026372i,-0.001242+0.0034001i,-0.00059762+0.0023291i,0.00042847+0.001138i,0.00053543+0.0011288i,0.0010672+0.0012849i,0.0014691+0.0013587i,0.00065839+0.00090989i,0.0003191+0.00073805i,-2.3569e-05+0.00086542i,-0.00048917+0.00091809i,4.8491e-05+0.0006346i,0.00019865-1.5028e-05i,0.00018509-0.0011189i,0.00043282-0.0015949i,0.00074144-0.00098706i,0.00064811-0.00014697i,0.00047972+0.00031877i,0.00073403+0.00062846i,0.0003417+0.00064184i
0.00069142-0.00059674i,-0.00036594-0.00016705i,-0.0021749+0.0010583i,-0.0024223+0.00090693i,-0.0016442+0.0011382i,-0.00025525+0.0011366i,0.00053056+0.00035125i,0.00035096+0.0012423i,0.00028464+0.0019823i,0.00027571+0.00084701i,-0.00032155+0.00013698i,-0.00025299+0.00068063i,0.00063517+0.00074671i,0.00095026+0.00027853i,0.0008379-0.00053721i,0.00052082-0.00030434i,0.00067313-2.6213e-05i,0.00055094-0.00030414i,0.00012888-0.00011515i,0.00032664+4.5288e-05i,0.00036174+0.00015276i,0.0003336+0.00046441i,0.00050124+0.00056025i
0.00058499-0.0010624i,0.00016129-0.00069215i,-0.0019145-0.00074516i,-0.0033834+0.00010357i,-0.0028758+0.0018312i,-0.0015276+0.0014186i,-0.00057927-0.00017261i,-0.00016567-8.8917e-05i,-0.00041079+0.00024856i,-0.0010616+0.00017455i,-0.00066899+0.00045255i,-0.00018415+0.00036928i,-0.00025874+0.00014591i,-0.00010918+0.00025334i,-7.1771e-05+0.00064944i,-0.00017595+0.00067781i,-0.00056493+0.00082261i,-0.00010533+0.00053333i,0.00072585+0.00018559i,0.00093202+0.00094005i,0.0010127+0.00099523i,0.0011334+0.00019782i,0.00079332+0.0001727i
0.00033026-0.00018492i,-0.00020643-0.00024534i,-0.00052011+7.2894e-05i,-0.000685+0.0011624i,-0.00012674+0.0015807i,-0.00066898+0.00024178i,-0.00083554-0.00087698i,0.00022708+7.6984e-05i,0.0011592+0.00094135i,0.0012906+0.00026164i,0.0011505+1.2313e-05i,0.0012204-0.00011421i,0.00095752-0.00060826i,0.00047264-0.00053637i,0.00011133-0.00044639i,3.4832e-05-0.0010826i,0.00029884-0.0011352i,0.00049729-0.00060486i,0.00046165-0.00052723i,-0.00027531-0.00011736i,-0.00023241+0.0011768i,0.00051203+0.0013387i,0.00025041+0.00064764i
-0.0012962-0.00010595i,-0.001715+0.0003686i,-0.0026315+0.00088492i,-0.0034091+0.0019555i,-0.0022167+0.0026095i,0.0002031+0.0024352i,0.0015631+0.00053201i,0.0014969+0.00015698i,0.0014987+0.00058973i,0.0013207+0.00086736i,0.00094533+0.00072583i,0.00060281+0.00010866i,2.7385e-05+0.00032124i,-0.00025538+0.00075156i,-0.00068974+0.0010413i,-0.00051011+0.0012115i,-2.4993e-05+0.00066277i,-0.00015311+1.458e-05i,-0.00051109-0.00061537i,-0.00069113-0.0012738i,-0.00052994-0.0010943i,-0.00059523-0.0008772i,-0.00046101-0.00099708i
-0.00087684+0.0003528i,-0.00088449+0.0011246i,-0.0018791+0.0016685i,-0.0018967+0.0019086i,-0.00052561+0.0014971i,0.00036911+0.00013542i,0.0003858-0.00067393i,-0.00018376-0.00030277i,-0.00026652+0.00072346i,2.5848e-05+0.0017459i,-9.6466e-05+0.0017148i,-8.5242e-05+0.00015427i,8.154e-05-0.00066472i,-0.0011352-0.00018324i,-0.0018646+0.0004108i,-0.0011465+0.00035059i,-0.00012774+0.00022428i,0.00062786+0.00012128i,0.00012613-0.00037273i,1.6324e-05-0.0002609i,0.00029449-7.7911e-05i,0.00024677+3.8705e-05i,0.0001168-0.00027335i
0.00102-0.0016035i,0.00043879-0.0013734i,-7.0315e-05-0.00021346i,-0.0010564+0.00044259i,-0.0014637+0.00042082i,-0.00047914-1.9196e-05i,0.00062499+0.00028194i,-4.1644e-05+0.0016414i,-0.00072005+0.0018717i,-0.00079481+0.00076313i,-0.00010624-0.00036808i,0.0013292-0.00060753i,0.0008665+0.00017233i,9.0643e-05+0.00083533i,0.00039648+0.00057745i,0.00018107+0.00014781i,-0.00047617+0.00036581i,-0.00091632+0.00094811i,-0.00077731+0.0011245i,-0.00010849+0.00048037i,0.0002574+0.00050211i,0.00064164+0.00065273i,0.00022626+4.5976e-05i
