-0.00055251+7.2048e-05i,-0.00024883-8.8436e-06i,-0.00017925-0.00056639i,-0.00037372-0.0018814i,-0.00013042-0.0022803i,-0.00066838-0.00057397i,-0.0013873+0.0010361i,-0.00059836+0.0022387i,0.0013735+0.0016156i,0.0022047+0.00012512i,0.0011364-0.00029046i,0.00056804+0.00027285i,0.00054368+0.00056839i,0.00017784-0.00012481i,3.3118e-06-0.00083244i,-0.00049012-0.000439i,-0.00063887+7.6089e-05i,-0.0006064-0.00081354i,-0.0010323-0.00067736i,-0.00071541+0.00057682i,-0.00013437+0.00047118i,1.2766e-05-0.0002256i,2.8922e-05-0.00042331i
0.0080719-0.005816i,0.0032899+0.0028168i,-0.055838+0.076078i,-0.16781+0.28907i,-0.20657+0.55481i,-0.076191+0.6413i,0.064122+0.47214i,0.028152+0.22286i,-0.064404+0.07634i,-0.071798+0.027953i,-0.0406+0.0055788i,-0.01358-0.0052387i,0.011355-0.010509i,0.030405-0.014613i,0.040208-0.017383i,0.03623-0.026051i,0.02078-0.034051i,0.010454-0.031107i,0.010023-0.021568i,0.0084599-0.013037i,0.0017957-0.007055i,-0.0059752-0.0026529i,-0.0092874+0.0011462i
-0.0061661+0.0097016i,-0.02626+0.014738i,-0.076634-0.017943i,-0.17085-0.09491i,-0.22832-0.13018i,-0.12229-0.07641i,0.06589-0.045112i,0.14938-0.070862i,0.12955-0.077138i,0.093256-0.060225i,0.047669-0.037498i,0.0063848-0.0097678i,-0.014438+0.0068742i,-0.023276+0.017602i,-0.018869+0.029358i,-0.0039434+0.032747i,0.010217+0.025545i,0.014744+0.012594i,0.011331+0.0055053i,0.009922+0.0072997i,0.013605+0.0071652i,0.015309+0.0013284i,0.012398-0.0052357i
-0.00077572-0.0080277i,0.023059-0.00074136i,0.10942+0.086139i,0.32018+0.25043i,0.54322+0.29615i,0.51317+0.084151i,0.23332-0.10814i,0.0074151-0.042786i,-0.040057+0.080885i,-0.029471+0.09804i,-0.015759+0.069908i,0.0029018+0.033868i,0.0080579+0.0016962i,0.0075905-0.019895i,0.0042147-0.036839i,-0.0081942-0.035737i,-0.020884-0.017786i,-0.024131-0.0024231i,-0.017797+0.0011338i,-0.0098353-0.0036518i,-0.0053467-0.0053842i,-0.0028779+0.0010086i,-0.00023166+0.0098469i
0.002499+0.012075i,-0.002794+0.028465i,-0.039163+0.031756i,-0.12835+0.0028982i,-0.22242-0.034136i,-0.2347-0.032041i,-0.18451-0.025708i,-0.12092-0.05622i,-0.064782-0.0837i,-0.037692-0.077863i,-0.027297-0.051242i,-0.014504-0.020696i,-0.0018109+0.0049984i,0.0076402+0.019665i,0.014516+0.022229i,0.020604+0.015095i,0.025457+0.001058i,0.023143-0.010177i,0.014782-0.010452i,0.008148-0.0080933i,0.0035147-0.010107i,-0.001482-0.011273i,-0.0042264-0.0096567i
-0.0079444-0.012768i,0.011818-0.043021i,0.11634-0.11774i,0.31148-0.2581i,0.40273-0.36642i,0.23633-0.26243i,0.077036+0.0033033i,0.11261+0.14122i,0.15024+0.10068i,0.11758+0.056528i,0.090944+0.029125i,0.056273-0.0096612i,0.019416-0.027357i,-0.0031373-0.030954i,-0.022012-0.027286i,-0.024925-0.011615i,-0.013363+0.0043451i,-0.0033205+0.010843i,-0.0010714+0.0055744i,-0.0050085+0.00054801i,-0.0060722+0.0025485i,0.00031674+0.0032966i,0.0084409+0.00046895i
0.013149+0.010762i,0.011402+0.0262i,-0.047443+0.064885i,-0.18908+0.13245i,-0.27766+0.18033i,-0.15511+0.13954i,-0.0030291+0.012345i,-0.039168-0.082955i,-0.1314-0.074532i,-0.1305-0.032114i,-0.087164-0.0064354i,-0.048633+0.012804i,-0.018509+0.019818i,-0.0004796+0.019846i,0.012466+0.019847i,0.016306+0.0079414i,0.0016411-0.012592i,-0.015882-0.022777i,-0.019224-0.019593i,-0.014366-0.012287i,-0.010899-0.0055519i,-0.010641-0.002276i,-0.012876-0.00013908i
-0.017119-0.00531i,-0.044625-0.03686i,-0.084406-0.1455i,-0.12996-0.31899i,-0.14465-0.40132i,-0.092493-0.31108i,0.0096018-0.22306i,0.062556-0.21105i,0.052245-0.16768i,0.051476-0.11696i,0.035232-0.095975i,-0.0028537-0.062753i,-0.023706-0.027714i,-0.030317-0.0082911i,-0.02867+0.0047959i,-0.018258+0.0098708i,-0.0046354+0.011431i,0.0066064+0.010477i,0.010629+0.0075347i,0.01229+0.0064669i,0.014738+0.00349i,0.012962-0.0026763i,0.0084208-0.0094807i
0.018431+0.0026721i,0.040549+0.028415i,0.058672+0.1544i,0.06314+0.39317i,0.032257+0.53153i,-0.067062+0.39384i,-0.21502+0.22056i,-0.25962+0.23941i,-0.16115+0.28075i,-0.070497+0.22518i,-0.021726+0.15393i,0.018246+0.094144i,0.034675+0.050689i,0.042363+0.030506i,0.04559+0.013018i,0.029761+0.0041591i,0.0097927+0.012859i,-0.00043093+0.024706i,-0.00084955+0.026266i,0.0013447+0.020423i,0.0019105+0.014266i,0.0028865+0.010719i,0.0040442+0.0086685i
-0.018512+0.0064155i,-0.060634+0.01762i,-0.14523-0.0064268i,-0.23845-0.062186i,-0.23766-0.082195i,-0.14215-0.029899i,-0.078213+0.01856i,-0.077107-0.0003324i,-0.069262-0.046537i,-0.062205-0.069067i,-0.075485-0.050532i,-0.069109-0.016088i,-0.045032+0.0013295i,-0.029737+0.00575i,-0.023839+0.0080338i,-0.015459+0.0087617i,0.0013732+0.0026898i,0.017938-0.0069677i,0.023461-0.010578i,0.019558-0.013486i,0.0099619-0.017013i,-7.5787e-05-0.014838i,-0.0068535-0.00817i
0.017099-0.015145i,0.074818-0.026207i,0.2364+0.0099213i,0.50584+0.094289i,0.6752+0.16301i,0.59084+0.18153i,0.45904+0.18479i,0.4258+0.14675i,0.36149+0.061478i,0.24945+0.021341i,0.17079-0.00018723i,0.10679-0.035486i,0.060244-0.048226i,0.044275-0.053843i,0.030533-0.052366i,0.021429-0.034021i,0.023805-0.01797i,0.026022-0.011181i,0.022197-0.0074454i,0.01431-0.0013336i,0.0082804+0.0035956i,0.0056123+0.003316i,0.0071352+0.0020616i
-0.011057+0.020406i,-0.041297+0.055347i,-0.12533+0.07165i,-0.26556+0.032906i,-0.34195-0.057206i,-0.2684-0.14104i,-0.17288-0.15069i,-0.16571-0.085858i,-0.18244-0.0041572i,-0.15499+0.045978i,-0.09572+0.070545i,-0.040849+0.071765i,-0.017254+0.053614i,-0.015212+0.044865i,-0.010109+0.043798i,-0.0044572+0.03289i,-0.0074933+0.013382i,-0.017118-0.0064235i,-0.026474-0.01591i,-0.030845-0.012221i,-0.028317-0.0026397i,-0.019975+0.0041792i,-0.011108+0.0061917i
0.0021083-0.026836i,0.028738-0.096556i,0.12284-0.23764i,0.27114-0.4407i,0.33098-0.56304i,0.21038-0.49609i,0.040933-0.38235i,-0.052871-0.32135i,-0.073142-0.2482i,-0.044875-0.17358i,-0.032678-0.13118i,-0.043358-0.086239i,-0.037589-0.052131i,-0.031524-0.043844i,-0.027041-0.036732i,-0.018636-0.03079i,-0.018752-0.026718i,-0.023521-0.018431i,-0.022825-0.009805i,-0.012205-0.0054131i,-0.0024206-0.0076427i,-0.0013242-0.010148i,-0.0039898-0.0083888i
0.004146+0.023431i,-0.0057374+0.086506i,-0.078431+0.20414i,-0.24602+0.37464i,-0.38708+0.50178i,-0.32503+0.48607i,-0.12707+0.40166i,0.029254+0.31801i,0.10054+0.2272i,0.11099+0.14594i,0.10715+0.083234i,0.093307+0.036123i,0.064269+0.022455i,0.048707+0.02978i,0.041324+0.027614i,0.030681+0.018847i,0.023442+0.013115i,0.017267+0.012436i,0.011421+0.013788i,0.0091983+0.012308i,0.013061+0.010004i,0.015393+0.0066181i,0.0091908+0.00050121i
-0.016618-0.023726i,-0.056856-0.086865i,-0.12799-0.21694i,-0.20508-0.37988i,-0.22627-0.43191i,-0.17389-0.2806i,-0.11606-0.091552i,-0.098575-0.002665i,-0.091009+0.022775i,-0.075028+0.02683i,-0.065802+0.034513i,-0.052159+0.042114i,-0.038594+0.029466i,-0.03881+0.014389i,-0.037957+0.0085654i,-0.03315+0.0097862i,-0.025172+0.018461i,-0.0065414+0.023177i,0.010427+0.014194i,0.01212+3.1668e-05i,0.0031163-0.0051723i,-0.0028898-0.0030807i,-0.00071705-0.002638i
0.020015+0.0184i,0.074112+0.083893i,0.17852+0.25226i,0.32333+0.50978i,0.4299+0.62917i,0.41764+0.37231i,0.28747-0.038227i,0.11584-0.23276i,0.0092302-0.20386i,-0.0083983-0.13501i,-0.0073637-0.10843i,-0.01792-0.088074i,-0.0088097-0.051464i,0.013732-0.028843i,0.020041-0.019494i,0.016537-0.013829i,0.012757-0.018832i,0.0095801-0.024912i,0.011124-0.022957i,0.015038-0.021102i,0.015234-0.022475i,0.0089984-0.02117i,0.0021308-0.016125i
-0.023871-0.0045973i,-0.093461-0.026197i,-0.22206-0.065709i,-0.35401-0.12795i,-0.38232-0.17021i,-0.29741-0.097386i,-0.20292+0.040999i,-0.12674+0.12734i,-0.049816+0.13029i,-0.0013705+0.090557i,0.022045+0.059691i,0.032047+0.035113i,0.019148+0.014247i,0.0030827+0.010619i,0.0023445+0.013371i,0.010959+0.017091i,0.023041+0.021353i,0.028131+0.018132i,0.018004+0.011755i,0.003985+0.013454i,0.0016045+0.020396i,0.0071754+0.019367i,0.011875+0.010453i
0.02663-0.0027595i,0.12462-0.0061191i,0.35572-0.02737i,0.66639-0.081678i,0.77063-0.13542i,0.46349-0.11103i,0.045888+0.047955i,-0.10765+0.21557i,-0.071223+0.24023i,-0.048989+0.16825i,-0.056628+0.10353i,-0.046793+0.064506i,-0.019726+0.030653i,0.0033+0.0035393i,0.012513-0.0099352i,0.0082827-0.011658i,-0.0059234-0.0033311i,-0.018453+0.0081645i,-0.020795+0.011686i,-0.017162+0.005354i,-0.015747-0.0039488i,-0.016339-0.0044577i,-0.015375+0.0044988i
-0.026352+0.0073415i,-0.098388+0.034885i,-0.25732+0.090333i,-0.45252+0.14353i,-0.49813+0.1399i,-0.2591+0.11028i,0.082485+0.05545i,0.23392-0.041023i,0.17506-0.11244i,0.07632-0.11163i,0.032193-0.075044i,0.018833-0.045183i,0.0081589-0.021243i,0.0018228-0.0060675i,-0.0046383-0.0042902i,-0.0057206-0.011461i,0.0048944-0.026226i,0.010307-0.035041i,0.0084227-0.023397i,0.012706-0.0059067i,0.019482+0.0010127i,0.019708-0.0019135i,0.0138-0.0064837i
0.020345-0.017316i,0.073721-0.090081i,0.16953-0.28373i,0.23545-0.5527i,0.20427-0.65715i,0.13319-0.4795i,0.14025-0.25314i,0.17061-0.18889i,0.13445-0.16714i,0.098051-0.08897i,0.083201-0.027575i,0.059826-0.004041i,0.03895-2.5449e-05i,0.020184-0.0029217i,0.0046633+0.0018936i,0.0010808+0.0092194i,0.003943+0.010786i,0.010782+0.0065834i,0.01165-0.0052805i,-0.0015786-0.012913i,-0.014564-0.0065953i,-0.01696+0.0015774i,-0.015461+0.005066i
-0.016898+0.025432i,-0.055033+0.10717i,-0.13307+0.31394i,-0.21331+0.6008i,-0.23273+0.70939i,-0.21082+0.46909i,-0.26035+0.10539i,-0.34298-0.053656i,-0.30715-0.0073303i,-0.17944+0.045689i,-0.080589+0.037688i,-0.040551+0.017204i,-0.02894+0.013684i,-0.022176+0.019277i,-0.019478+0.025373i,-0.022231+0.029485i,-0.029345+0.025147i,-0.035425+0.010135i,-0.027643-0.0046554i,-0.010187-0.0098932i,0.00050341-0.010608i,-0.0013532-0.012239i,-0.0090586-0.014374i
0.0048633-0.031198i,-0.005258-0.10535i,-0.066682-0.26245i,-0.18986-0.40554i,-0.27496-0.37251i,-0.2487-0.19066i,-0.18481-0.013405i,-0.14899+0.101i,-0.097971+0.13794i,-0.037421+0.084411i,-0.021894+0.019314i,-0.023806-0.0035774i,-0.016691-0.013383i,-0.0073778-0.01588i,0.009539-0.010358i,0.027286-0.0098305i,0.035544-0.01227i,0.029866-0.0097137i,0.01627+0.0018803i,0.0063386+0.014424i,0.0019303+0.019802i,0.0029571+0.019852i,0.0093575+0.013978i
0.0015091+0.030303i,0.044073+0.11725i,0.18657+0.30853i,0.45634+0.51361i,0.67066+0.53756i,0.61797+0.37275i,0.40496+0.24462i,0.26204+0.21375i,0.19597+0.14606i,0.12705+0.056245i,0.067401+0.0048433i,0.027415-0.012083i,0.0068823+0.0012863i,0.0058587+0.014919i,0.010161+0.014792i,0.018515+0.013651i,0.027685+0.019174i,0.031905+0.031647i,0.028867+0.033635i,0.020035+0.019767i,0.013484+0.0053657i,0.010849+0.00059351i,0.010297+0.0087459i
-0.0097445-0.022931i,-0.062931-0.078271i,-0.18473-0.17106i,-0.33335-0.23096i,-0.3613-0.18622i,-0.22112-0.10704i,-0.02007-0.098493i,0.12842-0.14374i,0.14401-0.15503i,0.065121-0.095542i,0.015401-0.015607i,0.017557+0.015425i,0.01303+0.0013064i,0.0027633-0.017413i,-0.0016941-0.036116i,-0.017783-0.049256i,-0.034513-0.044781i,-0.032786-0.03139i,-0.015834-0.017897i,0.0029638-0.010506i,0.011542-0.011085i,0.010877-0.015475i,0.0050792-0.021907i
0.021791+0.018786i,0.10179+0.046799i,0.29289+0.034559i,0.51543-0.11702i,0.53001-0.35709i,0.26647-0.44173i,-0.029962-0.3153i,-0.17603-0.16469i,-0.20691-0.07803i,-0.17654-0.032021i,-0.11991-0.01329i,-0.065681-0.0018496i,-0.011966+0.0069767i,0.019245+0.0085998i,0.015385+0.013308i,0.0038875+0.014008i,-0.001843+0.00022621i,-0.0075232-0.021001i,-0.016668-0.032533i,-0.023313-0.02831i,-0.020622-0.018257i,-0.011321-0.0073117i,-0.0022352+0.0033986i
-0.027274-0.013181i,-0.10971-0.027951i,-0.28056-0.016126i,-0.46539+0.070207i,-0.48194+0.19921i,-0.30353+0.23674i,-0.16074+0.14426i,-0.16116+0.032971i,-0.15712-0.0063123i,-0.06401+0.00077913i,0.02179-0.0094705i,0.03179-0.023818i,0.0052716-0.015478i,-0.016615-0.0062263i,-0.030858+0.0019593i,-0.035165+0.024417i,-0.027863+0.048414i,-0.018669+0.052391i,-0.015112+0.030805i,-0.017861+0.0048494i,-0.020437-0.002516i,-0.025451-0.0028535i,-0.038687-0.0073742i
0.025877+0.0069359i,0.092513-0.008368i,0.17399-0.085071i,0.14672-0.21126i,-0.036136-0.24665i,-0.14463-0.082824i,-0.023004+0.13992i,0.13974+0.23622i,0.19351+0.21851i,0.16787+0.15798i,0.10395+0.093841i,0.050479+0.053923i,0.029067+0.024698i,0.02125+0.0071249i,0.024883+0.010395i,0.035258+0.011248i,0.031677+0.002072i,0.01226-0.0027785i,-0.0034352+0.0043479i,-0.0039718+0.01456i,0.0025893+0.014725i,0.008994+0.0093387i,0.01834+0.0025866i
-0.026449+0.0010424i,-0.097509+0.039031i,-0.18563+0.15915i,-0.17897+0.345i,-0.021913+0.41641i,0.1082+0.2401i,0.047282+0.011283i,-0.05412-0.033875i,-0.050149+0.009059i,-0.026741-0.0071652i,-0.03671-0.028491i,-0.041215-0.017242i,-0.0352+0.00046724i,-0.028788+0.012571i,-0.012791+0.012933i,0.01616+0.0023972i,0.049406-0.017469i,0.071209-0.034099i,0.068317-0.0326i,0.047649-0.019661i,0.027764-0.0074632i,0.015343-0.0011417i,0.010035+0.00060803i
0.025164-0.0075305i,0.084118-0.044303i,0.149-0.10496i,0.15544-0.12143i,0.084018-0.047142i,0.03077+0.0021635i,0.030869-0.078767i,0.0045679-0.16558i,-0.037791-0.14846i,-0.044473-0.084778i,-0.025603-0.042325i,-0.0066339-0.031014i,-0.00096227-0.028891i,0.0065475-0.01912i,0.018131-0.01641i,0.011948-0.024995i,-0.0063163-0.022053i,-0.012211-0.0042176i,0.0010399+0.0061603i,0.015078-0.0020041i,0.011851-0.013674i,0.0019412-0.014123i,0.004344-0.0045014i
-0.028462+0.0079605i,-0.067608+0.061127i,-0.067532+0.1418i,0.046963+0.13949i,0.19962-0.00062619i,0.21432-0.066837i,0.12606+0.07602i,0.099435+0.18718i,0.081462+0.13197i,0.021211+0.075968i,0.0078633+0.068327i,0.019233+0.046005i,0.0087423+0.025602i,0.00054645+0.013639i,-0.0096002+0.0021634i,-0.024523+0.00072627i,-0.037643-0.0013755i,-0.04853-0.010608i,-0.048293-0.017173i,-0.034152-0.016325i,-0.014958-0.012476i,-0.0041359-0.01167i,-0.0063269-0.011083i
0.023878-0.016206i,0.066032-0.077971i,0.11522-0.17571i,0.14567-0.22995i,0.13319-0.17168i,0.067633-0.066311i,-0.0072936-0.011108i,-0.041068+0.019238i,-0.015329+0.046342i,0.022037+0.032665i,0.014385+0.0060395i,-0.0060218+0.0055031i,0.0045475+0.0020308i,0.026235-0.016011i,0.024184-0.018391i,0.0066903+0.00029517i,0.002049+0.021016i,0.0084015+0.027675i,0.0076717+0.021305i,0.0029577+0.016187i,0.0018523+0.016503i,-0.00080869+0.016518i,-0.0066697+0.013313i
-0.023224+0.02885i,-0.054201+0.088794i,-0.096237+0.15224i,-0.17601+0.10537i,-0.26536-0.073852i,-0.23582-0.22267i,-0.10377-0.28753i,-0.048115-0.32411i,-0.073181-0.26261i,-0.044941-0.14487i,-0.00043811-0.090061i,-0.0016501-0.05631i,-0.0020038-0.0078499i,-0.0020939+0.02206i,-0.0035462+0.034097i,0.012298+0.031337i,0.026855+0.016665i,0.029579+0.0082345i,0.025708+0.0073338i,0.017722+0.0077806i,0.01609+0.0065464i,0.019688-0.0034064i,0.013098-0.017242i
0.014162-0.031329i,0.031395-0.099093i,0.041071-0.18642i,0.073663-0.19747i,0.13435-0.081984i,0.11309+0.067835i,0.00413+0.16709i,-0.06147+0.2052i,-0.04044+0.16633i,-0.0053919+0.086892i,0.0050827+0.039836i,0.011941+0.010791i,0.0037727-0.027548i,-0.015104-0.041805i,-0.018636-0.029444i,-0.011929-0.02235i,-0.013746-0.030203i,-0.020874-0.038939i,-0.018146-0.032785i,-0.0049138-0.016321i,0.0066258-0.0020317i,0.0096581+0.0079344i,0.0087778+0.013973i
-0.0090446+0.034481i,-0.015652+0.11486i,-0.032246+0.25535i,-0.098233+0.4054i,-0.18197+0.46289i,-0.18839+0.3858i,-0.16072+0.27527i,-0.16822+0.23623i,-0.14113+0.24449i,-0.070935+0.20986i,-0.025984+0.13225i,-0.008829+0.075405i,0.0072468+0.059237i,0.025207+0.053024i,0.037129+0.023981i,0.037904-0.015906i,0.032531-0.043637i,0.022442-0.0572i,0.0041257-0.051809i,-0.013353-0.031753i,-0.020498-0.018152i,-0.017056-0.014255i,-0.0054533-0.012716i
-0.00030876-0.031579i,-0.0027535-0.10405i,0.013856-0.21147i,0.11129-0.29971i,0.26494-0.31355i,0.31882-0.279i,0.30014-0.22132i,0.30985-0.15738i,0.23893-0.12347i,0.091002-0.082688i,0.011247-0.036823i,-0.014984-0.02954i,-0.049222-0.028948i,-0.064001-0.0074875i,-0.045573+0.025739i,-0.011512+0.058794i,0.018898+0.077327i,0.028574+0.082232i,0.022874+0.066918i,0.010972+0.029694i,-0.0067861+0.0075541i,-0.015466+0.012723i,-0.008193+0.021969i
0.0078205+0.034933i,0.032527+0.10658i,0.082206+0.21742i,0.12837+0.31528i,0.15015+0.30376i,0.14445+0.14537i,0.074724-0.044151i,-0.02163-0.13786i,-0.040953-0.14785i,-0.0023832-0.13428i,0.017237-0.097277i,0.03297-0.048105i,0.056379-0.031352i,0.048663-0.042422i,0.014921-0.046513i,-0.0099381-0.030951i,-0.010302-0.010239i,0.0059668-0.0014099i,0.019459+0.00051923i,0.01985-0.00018903i,0.0074495-0.0079246i,-0.013016-0.013394i,-0.030553-0.006879i
-0.01384-0.032192i,-0.048454-0.098814i,-0.096292-0.21398i,-0.12124-0.34148i,-0.13545-0.35653i,-0.18719-0.21034i,-0.23657-0.053161i,-0.2421-0.026561i,-0.21882-0.049168i,-0.15604-0.0039819i,-0.072295+0.046594i,-0.027426+0.050108i,-0.018524+0.044431i,-0.0010313+0.044569i,0.024716+0.041794i,0.040776+0.037653i,0.048133+0.032648i,0.051126+0.01881i,0.043294+0.00072987i,0.032094-0.0081646i,0.027514-0.015651i,0.016265-0.027916i,-0.0023647-0.034879i
0.0099107+0.030798i,0.045259+0.08838i,0.075214+0.17379i,0.035879+0.24739i,-0.060311+0.23618i,-0.088086+0.14686i,-0.07451+0.10701i,-0.080194+0.15872i,-0.043803+0.18575i,-0.0015765+0.11703i,-0.0055237+0.037714i,-0.020211+0.013515i,-0.017161+0.014454i,-0.013365+0.0089528i,-0.026691+0.0003578i,-0.046499+0.0025251i,-0.049978+0.0092813i,-0.038556+0.0065957i,-0.021767+0.0013208i,-0.00072785-0.0022448i,0.013845-0.0080962i,0.018472-0.012295i,0.021943-0.012326i
-0.020747-0.025019i,-0.068848-0.066108i,-0.11885-0.12643i,-0.10642-0.16805i,-0.0089158-0.12266i,0.12092-0.021321i,0.23165-0.0056826i,0.2678-0.035204i,0.22105+0.0056471i,0.17763+0.048221i,0.1371+0.011638i,0.072841-0.037257i,0.030738-0.051908i,0.021042-0.050298i,0.016926-0.031809i,0.0050489-0.0076529i,-0.016057+0.014799i,-0.032631+0.037996i,-0.033614+0.046278i,-0.022553+0.040317i,-0.00058292+0.032305i,0.022205+0.018442i,0.029641+0.00099944i
0.029217+0.024933i,0.077022+0.074909i,0.11725+0.18089i,0.080807+0.34792i,-0.022017+0.43864i,-0.066048+0.33085i,-0.023305+0.15248i,0.019902+0.04618i,0.033171-0.0039644i,0.0034041-0.02212i,-0.024427+0.0032126i,0.0024881+0.02881i,0.044005+0.026393i,0.053497+0.012786i,0.034993-0.0092373i,0.0051023-0.037449i,-0.019972-0.062186i,-0.025242-0.073193i,-0.019067-0.060553i,-0.019657-0.028651i,-0.01694+0.0048432i,-0.0058165+0.025343i,0.00015962+0.032114i
-0.035017-0.018653i,-0.080336-0.058324i,-0.099608-0.15376i,-0.026995-0.34464i,0.081244-0.50164i,0.077436-0.3919i,-0.016415-0.12181i,-0.051776+0.012887i,-0.053091-0.0067997i,-0.076634-0.023019i,-0.07761-0.0076367i,-0.075914-0.009155i,-0.1016-0.013067i,-0.10165+0.0058077i,-0.049427+0.032896i,0.018033+0.034821i,0.059617+0.012094i,0.062553-0.0065819i,0.038925-0.015358i,0.011879-0.010869i,0.0038291+0.00059012i,0.0049348-0.0052383i,-0.0060972-0.019495i
0.030852+0.010509i,0.087046+0.045556i,0.15337+0.15004i,0.1886+0.36201i,0.16762+0.53i,0.10777+0.44154i,0.028105+0.23528i,-0.034227+0.15306i,-0.021484+0.14012i,0.019593+0.070194i,0.019346+0.0053822i,0.025013+0.0009363i,0.058367-0.004846i,0.058598-0.029693i,0.009818-0.042905i,-0.042691-0.035458i,-0.068993-0.020335i,-0.065076-0.012353i,-0.03581-0.014855i,-0.0096871-0.02376i,-0.014918-0.023726i,-0.029017-0.0089105i,-0.027281+0.0034346i
-0.029429-0.0041497i,-0.093303-0.036513i,-0.20369-0.17016i,-0.3748-0.44416i,-0.52615-0.66253i,-0.48339-0.56091i,-0.25459-0.31411i,-0.095572-0.20197i,-0.040881-0.12667i,0.058313-0.03718i,0.11749-0.025495i,0.06687-0.013062i,0.025823+0.052122i,0.035202+0.08779i,0.0556+0.067111i,0.066976+0.02041i,0.056852-0.0066754i,0.044836+0.0074017i,0.043294+0.025491i,0.037181+0.01529i,0.025307-0.0078751i,0.012674-0.025645i,-0.0028027-0.03877i
0.030273-0.0020912i,0.082176+0.016863i,0.18186+0.1069i,0.36082+0.29131i,0.53334+0.40355i,0.45527+0.28411i,0.1181+0.15373i,-0.094553+0.19129i,-0.066446+0.20855i,-0.034101+0.13146i,-0.043693+0.082669i,-0.022475+0.055467i,-0.006689+0.0019382i,-0.022767-0.035355i,-0.033516-0.026521i,-0.021894+0.0042922i,0.00048363+0.023151i,0.014191+0.024037i,0.0082576+0.025735i,0.00045801+0.027727i,-0.00041852+0.016147i,0.00084653+0.00070913i,0.013018-0.003823i
-0.031654+0.0073409i,-0.076451+0.01186i,-0.17652-0.011455i,-0.35148-0.051499i,-0.49725-0.008175i,-0.44598+0.1285i,-0.24749+0.16691i,-0.18447+0.097968i,-0.23589+0.11321i,-0.16829+0.13454i,-0.059773+0.044713i,-0.042623-0.035365i,-0.052595-0.039637i,-0.03663-0.024754i,-0.01521-0.011927i,-0.0020764+0.0046024i,0.0059244+0.013846i,-0.0028936+0.0074245i,-0.02152-0.0037221i,-0.022779-0.0038029i,-0.001514+0.0064185i,0.028988+0.016226i,0.047682+0.019858i
0.017961-0.0079494i,0.05044-0.020315i,0.13918-0.0086374i,0.33614-0.035634i,0.5322-0.21505i,0.53619-0.39823i,0.42597-0.34312i,0.40074-0.16982i,0.32993-0.08516i,0.15087-0.0057451i,0.071664+0.070031i,0.066221+0.034129i,0.022718-0.023908i,-0.0089356-0.037093i,-0.015633-0.040815i,-0.024366-0.046992i,-0.045689-0.064515i,-0.071247-0.063941i,-0.062815-0.025449i,-0.025804+0.0068208i,-0.0086018+0.01185i,-0.021694+0.019555i,-0.026054+0.037482i
-0.011275+0.016791i,-0.015463+0.051505i,0.012154+0.063251i,0.054261+0.065811i,0.095036+0.13292i,0.10984+0.20889i,0.029435+0.18921i,-0.1179+0.14664i,-0.15891+0.14847i,-0.065203+0.11755i,-0.0059729+0.056477i,-0.0045336+0.043931i,0.031668+0.061189i,0.078262+0.054209i,0.087668+0.03626i,0.089667+0.018662i,0.097707-0.0027361i,0.090228-0.023327i,0.054787-0.036478i,0.011057-0.029087i,-0.0064527-0.010498i,-0.0073277-0.0085432i,-0.020736-0.014518i
0.0072598-0.015121i,-0.01283-0.044109i,-0.087803-0.057399i,-0.19322-0.052054i,-0.29945-0.09086i,-0.4576-0.14621i,-0.60673-0.14974i,-0.60689-0.16087i,-0.46981-0.17509i,-0.29841-0.1039i,-0.15684-0.015907i,-0.074137+0.0050767i,-0.029895-0.0063097i,0.00074366-0.021056i,-0.002715-0.024173i,-0.027097-0.0018451i,-0.023173+0.029197i,0.01301+0.038802i,0.049002+0.011282i,0.04747-0.031232i,0.014314-0.044848i,-0.0028888-0.033382i,0.00036092-0.026i
-0.01365+0.025081i,0.02232+0.068117i,0.12617+0.11304i,0.24499+0.11004i,0.27578+0.067167i,0.21987+0.021737i,0.11617+0.01195i,0.0050177+0.06632i,-0.02897+0.14092i,0.016012+0.12775i,0.050307+0.048965i,0.056431+0.010324i,0.070574+0.027656i,0.09397+0.044088i,0.10519+0.016582i,0.090922-0.03553i,0.056747-0.067185i,0.025548-0.066939i,0.0094955-0.044862i,0.0087711-0.019391i,0.014023-0.010196i,0.009604-0.015537i,0.00073914-0.021731i
-0.0065189-0.034778i,-0.076096-0.070858i,-0.22801-0.047045i,-0.33373+0.12558i,-0.20933+0.32339i,0.084096+0.28791i,0.25564+0.0025953i,0.20131-0.20378i,0.065188-0.18005i,-0.024334-0.068243i,-0.040714+0.0047109i,-0.05116+0.0082437i,-0.10734+0.0067841i,-0.13776+0.04929i,-0.079279+0.10207i,0.020106+0.10774i,0.070778+0.05951i,0.043144+0.021708i,-0.0074787+0.028946i,-0.018005+0.045133i,0.0080674+0.035528i,0.030042+0.0077965i,0.034303-0.015515i
0.022996+0.034469i,0.088285+0.08864i,0.24659+0.11138i,0.36895+0.07247i,0.29955+0.053686i,0.14931+0.078507i,0.11363+0.095212i,0.12917+0.037259i,0.067075-0.052133i,-0.017363-0.067824i,-0.026913-0.047837i,0.016954-0.055697i,0.04939-0.070127i,0.054598-0.066052i,0.034123-0.050646i,0.010305-0.027395i,0.001733-0.012253i,-0.011951-0.025719i,-0.035224-0.043349i,-0.040302-0.034381i,-0.026048-0.0083199i,-0.012997+0.01369i,-0.01093+0.02669i
