-0.00036056-0.00049478i,1.4344e-05-0.0015074i,0.00065466-0.00053488i,0.0013571+0.00081848i,0.00072883+0.0011602i,0.00023058+0.00065069i,-0.00049402+0.00066429i,-0.00066047+0.001255i,-0.00076571+0.0017767i,-0.00057966+0.0018988i,0.00074999+0.00091579i,0.00026373+0.00027644i,-0.00062808-0.00010098i,-0.00053208-0.00072462i,-0.00021346-7.8468e-05i,0.0002307+0.00074003i,0.00019525+0.0007675i,-0.00041915+0.00077537i,-0.0008481+0.000548i,-0.00084905-0.00011377i,0.00045681-0.00057858i,0.0013271-0.00035646i,0.00068967-0.00010699i
0.00053306+0.00055025i,0.0013207-0.00093824i,0.0023927-0.0021378i,0.0026276-0.0023654i,0.0015739-0.0018096i,0.00094271-0.00077652i,0.00098878-0.00051758i,0.00054999-7.706e-05i,-0.00013443+0.0011614i,-0.00029187+0.0016721i,-0.00037831+0.0010106i,-0.00052216+0.0009738i,-0.0005079+0.0010176i,-0.00075675-0.0001728i,-0.0004103-0.00074149i,-0.00050285-0.00040082i,-0.0010194-0.00059251i,-0.00092364-0.00048592i,-0.00050092-0.00033859i,-0.00043281-0.0004512i,-0.00029594-0.00048458i,-3.6033e-05-0.00059533i,0.00010572-0.0006237i
0.00044348-0.0013772i,0.0006705-0.0019282i,0.00045346-0.0026597i,0.00056602-0.0028976i,0.00068153-0.0017059i,0.00074545-0.00027644i,3.3193e-05+0.00027217i,-0.0012814+0.00065575i,-0.0011497+0.0009689i,-0.00029402+0.0011344i,0.00050324+0.00071311i,0.00038756+0.0003547i,-0.00065763+0.0010885i,-0.00098054+0.000912i,-0.0009887+0.00046474i,-0.00027839+0.00059788i,0.00033303+1.3459e-06i,0.00038667-0.00045396i,-0.00012779-0.00081864i,-0.00087869-0.00065729i,-0.00080383-3.5334e-05i,-0.00017701-0.00061678i,-0.00025706-0.00090067i
0.0012907+0.0005913i,0.0012382-0.00043731i,0.0025987-0.002193i,0.0027091-0.00284i,0.0020277-0.0024112i,0.00098543-0.0020747i,-0.00093985-0.0017618i,-0.0012127-0.00065209i,-0.00077791+0.00044131i,0.00048452+0.00064874i,0.0012513-0.00020398i,0.00046291-0.00067393i,-0.00017508+0.00042052i,-0.00049453+0.0010752i,-2.4711e-05+0.00061785i,0.00062493+0.00029643i,0.00059836+0.00060835i,-0.00015374+0.00092904i,-0.00085722+0.00086477i,-0.0011188+0.00067614i,-0.0012404-3.8589e-05i,-0.00043871+3.243e-05i,0.00012837+0.00027001i
0.00040589-0.00085538i,0.0012372-0.00040168i,0.0014999-0.0012251i,0.0022974-0.0021832i,0.0029941-0.0011843i,0.0025175+0.00038328i,0.0020028+0.00019149i,0.0011098+0.0005048i,8.343e-05+0.00097002i,0.00027725+0.00028803i,0.00010909-0.00048775i,-0.00013181-0.0001649i,-8.2885e-05+0.00049022i,0.00012774+5.8678e-05i,0.00063322-8.9208e-05i,0.0003183-0.00028745i,7.8591e-05-0.00033228i,-0.00050276+1.8634e-05i,-0.0014036+0.0002267i,-0.0010777+0.00033607i,-0.00054087+0.00065692i,-0.0004766-0.00010751i,-0.00033264-0.0012306i
0.0019103-0.0002385i,0.0020336-0.00073396i,0.0017421-0.0014035i,0.0012663-0.002273i,0.0001243-0.0021792i,-0.00091616-0.0011988i,-0.0010507-0.00034388i,-0.0011269+0.00050666i,-0.00055267+0.0012382i,0.00047589+0.0014762i,0.00067557+0.0004129i,0.00048074-4.3354e-05i,0.00053101+0.00088226i,0.00056012+0.00078987i,0.00085414+0.001016i,0.00092311+0.0016599i,0.0011199+0.0013198i,0.0011048+0.00088019i,-4.574e-05+0.00025896i,-0.00085226-4.8383e-05i,-0.00037565-0.00024247i,0.00018169-0.00064854i,-0.00040466-0.00040973i
0.00018084-0.001317i,0.00057545-0.0014925i,0.0011292-0.0024018i,0.00095628-0.00081337i,0.0007622+0.00064164i,0.0010715+0.00060146i,-0.00019228+0.00012417i,-0.0021029+0.00069434i,-0.0021337+0.001537i,-0.0010631+0.0016062i,-1.2835e-05+0.00057818i,0.00087377+0.00031237i,0.00098224+0.00075005i,0.0011483+0.00054976i,0.0010043+0.00033578i,0.00020058+0.00044558i,0.00022846+0.0010049i,6.8187e-06+0.0010669i,-0.00069551-6.751e-05i,-0.00055229-0.00095879i,0.00015333-0.00068019i,-5.5785e-06-0.00034487i,-0.0010761+0.00020518i
0.0011779-0.0018712i,0.0020459-0.0018244i,0.0021864-0.0026013i,0.0019204-0.002892i,0.00050147-0.0012536i,-0.00013664-0.00074656i,-2.2244e-05-0.0010389i,-0.0012156-0.0004366i,-0.0017558+0.00022064i,-0.00058317+0.00095073i,-0.0002288+0.00089628i,-0.00047607-0.00016039i,-0.00054089-6.7572e-05i,-0.00084421-6.6735e-05i,-0.00048248+0.00013566i,-0.00018697+0.00081331i,-0.00055086+0.0011123i,-0.00073956+0.001097i,-0.00033801+0.00058575i,-0.00037312+0.00089297i,-0.00052074+0.0014767i,-0.00054399+0.00062727i,-0.00066037-0.00070136i
0.001494+0.0015649i,0.0016914+0.0012436i,0.002544+0.00014454i,0.003176-0.00074386i,0.0033855-0.0012662i,0.0024953-0.0014361i,0.00040337-0.00074107i,2.6576e-05-0.00013117i,0.00033947+0.00038546i,0.00053829+0.00082356i,0.00029608+0.00051156i,-0.00012224+9.6948e-05i,-0.00020748+0.00070934i,-0.00054566+0.0016602i,-0.00079713+0.0017743i,-0.000354+0.00088456i,0.00060004+0.00069559i,0.00090135+0.00036086i,0.00024193+5.5258e-05i,-0.00016453+0.00071393i,-0.00040054+0.00059137i,-0.00078008-1.6936e-05i,-0.0007428-0.00043568i
0.00070736+0.00035303i,0.00089768-0.00076857i,0.0014575-0.0021228i,0.0024309-0.00338i,0.0026729-0.0017568i,0.0017528+0.00030781i,0.00027663+0.00093755i,-0.00097803+0.0012506i,-0.0004475+0.0011525i,0.00055976+0.00077193i,0.00086145+4.2118e-05i,0.00068842-0.00050089i,0.00013566-8.2648e-05i,-0.00038998+0.00035773i,-0.00036319+0.00067063i,1.1324e-05+0.0010005i,0.00050904+0.00095106i,-4.2802e-05+0.00027419i,-0.00062982-0.00044156i,-0.00079978-0.00048094i,-0.00088791-0.00034899i,-0.00095597-0.00014874i,-0.00044571-0.00055485i
-0.000667+2.5343e-05i,-0.00025007-0.00025073i,0.0013361-0.0012729i,0.0013115-0.001637i,0.00030775-0.0014493i,0.00027426-0.0006423i,-0.00010025-0.00068853i,-0.0011582-0.00046567i,-0.00073913+0.0009451i,0.00029909+0.001158i,0.00087113+0.00022154i,0.0003783+0.00034288i,-2.43e-05+0.00096715i,0.00023149+0.0012284i,0.00048028+0.0010503i,0.00013373+0.00017939i,0.00015521+0.00021871i,0.00069044+0.00027494i,0.00033905+7.9586e-05i,-4.2067e-05-0.00012826i,-0.00026072-0.00073034i,-0.0003997-0.00073825i,-0.00014663+0.00024758i
0.00043838-0.00031581i,0.00071323-0.00088068i,0.0026767-0.0016527i,0.0038329-0.0020923i,0.0029548-0.002913i,0.00082264-0.0018614i,-0.00095189-0.00056086i,-0.0015113+0.00053688i,-0.00082579+0.0011959i,0.00023198+0.0014002i,0.00078119+0.0015379i,0.0011924+0.00038337i,0.0014688+0.00010318i,0.0012826+0.00021995i,0.001272+0.00068452i,0.0010115+0.0011626i,0.00075904+0.00041641i,-3.3491e-05+0.00012547i,-0.00020733-0.00039044i,-0.00011934-0.00011602i,-0.00025931+8.261e-05i,0.00013589-0.00082893i,0.00050285-0.0010548i
0.0012936-0.00010121i,0.0011042-0.0002652i,0.0020066-0.0011093i,0.0024945-0.0014872i,0.0019865-0.001556i,0.0012455-0.001518i,0.00074944-0.00046726i,0.00024935+0.00041178i,-4.8867e-05+0.00079977i,1.4996e-05+0.00084091i,0.00024476+0.00055711i,0.00058489+0.00069147i,0.00090888+0.0013301i,0.00088785+0.0013301i,0.00087517+0.0012035i,0.00079086+0.00091081i,0.00049542+0.0013624i,-0.00031174+0.0014029i,-0.00037618+0.00038423i,0.00038676+0.0003855i,0.00044959+0.00033326i,9.5203e-05-0.00058319i,0.00040658-0.00069081i
-0.00072052+0.00044304i,-2.7514e-05-0.00082418i,0.0013892-0.00065444i,0.0018266-0.0015411i,0.0010944-0.0025243i,0.00043625-0.0015493i,0.00018057-0.0010259i,-8.6835e-05-0.00029161i,-0.0002079+0.0013342i,0.00017669+0.0015279i,0.00052668+0.0011324i,0.00013636+0.0013388i,-0.00036903+0.0012335i,-0.000388+0.0014963i,0.00021274+0.0015165i,0.00053264+0.00075646i,0.00077251+7.956e-05i,0.0014276-0.00066598i,0.00104-0.0004154i,6.7131e-05+0.00027149i,-0.0001964+0.0001599i,-0.00028296+0.00015575i,0.00021955-0.00016844i
0.00094383+0.00063705i,0.0013629+3.182e-05i,0.0020019+0.00041322i,0.0027517-9.2183e-05i,0.0026532-0.00072277i,0.0014087-0.00045104i,-0.00031506+0.00050977i,-0.0014488+0.0011248i,-0.0010464+0.00097127i,-3.1649e-05+0.00089137i,0.00013742+0.00055358i,-0.00021979+0.00049424i,-0.00054547+0.00095518i,-0.00032578+0.0010473i,-0.00046613+0.00092054i,-0.00061026+0.0005106i,-0.00018602+0.00025059i,0.00039201-0.00021309i,0.00042639-0.00092538i,0.00027815-0.000651i,0.00058616-0.00076279i,0.00039137-0.001655i,4.1231e-05-0.0018566i
0.0010082-0.00011436i,0.0022549-0.00067928i,0.0027318-0.0022086i,0.0033169-0.0029944i,0.0024334-0.0026581i,0.00076813-0.0015923i,-0.00035356-0.00020983i,-0.0011306-3.3285e-05i,-0.0011418+0.00020545i,-0.0005461+0.00048369i,-0.00019717+7.6189e-05i,0.00044611+0.00028028i,0.00087862+0.00010657i,0.00091204+2.2697e-05i,0.00046947+0.00053904i,0.00021797+0.00047716i,0.00035606+0.00011839i,0.00022573+0.00017967i,0.00025808-2.1172e-06i,0.00031461+8.0374e-06i,-3.9796e-05+7.8765e-05i,0.00024301-0.00049613i,0.00019418-0.00069315i
0.0015298-0.00037501i,0.0025591-0.00099505i,0.0025393-0.0016179i,0.0018589-0.0010573i,0.00076636-8.975e-05i,-0.00067177+0.00019938i,-0.0014088-0.00018214i,-0.0017062+0.00010119i,-0.0016717+0.00060242i,-0.0010925+0.00017052i,-0.00017327-0.00099434i,-0.00010596-0.0013517i,-0.00093663-0.00029838i,-0.0013182+0.0007341i,-0.00058272+0.0016211i,0.00018848+0.0013447i,0.00024371+0.00024514i,0.00065145-0.0002282i,0.00013453-0.00045661i,-0.000912-0.00037095i,-0.00053293-0.00017909i,-1.6466e-05-0.00031412i,-0.00074417-0.00064943i
0.0013025-0.00073973i,0.0017602-0.00011585i,0.0027836-0.0017233i,0.0030337-0.003199i,0.0021291-0.0023788i,0.00077874-0.00063568i,0.00013689+0.00017534i,-0.0002199+0.00040717i,-0.00083687+0.00066791i,-0.0010011+6.4447e-05i,-0.00054533-0.00034802i,-0.00024945+1.6884e-05i,-9.471e-05-8.6822e-05i,-0.00011337+0.00022867i,-2.6911e-05+0.00087179i,0.0003497+0.00096165i,0.0011579+0.00084579i,0.0010905+0.00044345i,9.9947e-05-0.00019504i,-0.00040626-0.00046488i,-0.00065275-0.00033901i,-0.00073793-0.00069257i,-0.00062834-0.00064663i
9.5725e-05+0.00090943i,0.0017424-1.4628e-05i,0.0026191-0.00025878i,0.0022811-0.00061294i,0.0015849-5.4939e-05i,0.00090878-4.4231e-05i,-2.188e-05-0.00035622i,-0.00069858-0.00074842i,2.0304e-06+0.00019436i,0.00042835+0.0013617i,-9.6815e-05+0.0010129i,0.00010571+0.0010206i,0.00073761+0.00066232i,0.0011847+0.0010468i,0.0012592+0.0016328i,0.00094132+0.00083459i,0.00043987+0.00023993i,0.00036411+0.00052985i,0.00025081+0.00038824i,-0.0001794-0.00010904i,0.00017214-0.00032782i,0.00018933-0.00049647i,-0.0007527-0.0001827i
0.0014714+0.0025185i,0.0021399+0.0025821i,0.0030561+3.6836e-05i,0.003097-0.0017916i,0.0025592-0.0010034i,0.001054-0.0002704i,-0.0002742+0.00010243i,-0.0011762+0.00084437i,-0.00086022+0.0015173i,-9.6302e-05+0.00075049i,0.00021961-0.00024304i,0.00037864+0.00051807i,0.00061248+0.0017271i,0.00019384+0.0018275i,8.5157e-05+0.00079115i,0.00076423-0.00027998i,0.00032477-0.00011554i,-0.00062989+0.00029604i,-0.001048+2.1704e-05i,-0.0010279-0.00022397i,-9.1112e-05-0.00050402i,0.00018851-0.00080372i,-0.00036449-0.00069411i
-7.2623e-05+0.00058605i,0.00050715+9.7939e-05i,0.0035508-0.0006141i,0.0051444-0.0016643i,0.0040647-0.0017736i,0.0019849-0.0010288i,-7.0407e-05-0.0010396i,-0.0013554-0.0006995i,-0.0015169+0.00042872i,-0.00020157+0.00072552i,0.00077368+0.00034029i,0.00052557-0.00010728i,-0.00011601+0.00047767i,-0.00050027+0.0011177i,-0.000348+0.001518i,-0.00026426+0.0011331i,0.0002699+0.00014784i,0.00047516-0.00025519i,-0.00021886-0.00030503i,-0.00030913-0.0005476i,0.00039763-6.3318e-05i,0.00068526-0.00021518i,0.00048011-0.0010087i
0.0010612+0.00098724i,0.0015805+0.0002709i,0.0016561-0.00027307i,0.0015111-0.0015117i,0.0010929-0.001709i,0.00035353-0.00097549i,-7.7703e-05-0.0001557i,-0.0004969+0.00087277i,-0.00037284+0.0013413i,0.00077343+0.00077388i,0.0011224-0.00025658i,0.00020251-3.6418e-05i,-0.00026957+0.0010004i,-0.00021452+0.00073943i,-0.00030262+0.00017582i,-0.00049324+0.00014213i,-0.00033763+0.0005597i,-0.00011854+0.0010766i,-8.0849e-05+0.00068499i,-0.0001245-0.00032382i,0.00035087-0.00095265i,0.00049665-0.00034733i,-0.00056647+0.0002462i
0.0010995+0.00070062i,0.00221-0.00018046i,0.0038478-0.0013956i,0.0036547-0.002307i,0.0028354-0.0027228i,0.0014557-0.0024041i,-0.00017067-0.0014217i,-0.0011829+5.6986e-05i,-0.0012153+0.00059308i,0.0001974+0.00012078i,0.00058979-0.00012188i,-0.00078343-4.3736e-05i,-0.0013425+0.00074294i,-0.000269+0.00087922i,0.00061831+0.0010802i,8.163e-05+0.0010391i,-7.8721e-05+0.00085686i,0.0001514+0.00097369i,-7.2857e-05+0.00041354i,3.625e-05+0.00020425i,-0.00016826+0.00015194i,-0.00049057+5.669e-05i,-0.0010854-9.7448e-06i
0.0010104-0.0011095i,0.0022663-0.0013369i,0.0015273-0.0022891i,0.00070321-0.001953i,0.00078788-0.00066622i,0.00091943+0.00010426i,0.0010293+0.00058327i,8.7943e-05+0.0010123i,-0.00097075+0.0010962i,-0.00090819+0.0019217i,-0.00094666+0.0016842i,-0.00093713+0.001015i,-0.00025519+0.00096916i,0.00013949+0.00022925i,6.3615e-05-0.00040353i,0.00036722+8.4693e-05i,0.00064522+0.0001533i,0.00044146-0.00050646i,0.00042806-0.00040266i,0.00026117+0.00015103i,-0.00027966+1.8865e-05i,-0.00030525-0.0001869i,-0.00020474+0.00063525i
0.0015317+0.00025104i,0.00095585-0.00047087i,0.0015635-0.0009783i,0.00095883-0.0013893i,-0.0003823-0.0020918i,-0.00093338-0.0014719i,-0.0015406-0.0010042i,-0.0018419-0.00062355i,-0.00078764-0.00031789i,6.3837e-05-0.00016367i,0.00041101-5.5578e-05i,0.00018526+0.00030224i,-0.00028506+0.0011564i,0.00043444+0.00096573i,0.0013411+0.00072683i,0.0007777+0.0010418i,-0.00023338+0.00067327i,-0.00045358+0.00016339i,-0.00079681-0.00010795i,-0.00037831+0.00040985i,0.00035286+0.0011243i,6.7532e-05+0.00075756i,-0.00083585-0.00033048i
-0.00034617+0.0010355i,-0.00038181+0.00066931i,0.0013133+0.00039296i,0.0027021-0.00028407i,0.0030143-0.00071218i,0.0020992-0.00015002i,-0.00012214+0.00023227i,-0.0014959+0.00076347i,-0.0012089+0.0020123i,5.0121e-06+0.0019314i,0.00078395+0.0012675i,0.00040066+0.00081847i,7.9418e-05+0.0011518i,0.00049769+0.0010846i,0.00061643+0.00040277i,0.00066239+0.00013082i,0.00039889+0.00089361i,-0.00019342+0.00065681i,-0.00050427-0.00035839i,-0.00042665-0.00022326i,0.00048555-0.00016576i,0.00069303-0.00015989i,0.00048515-0.00052691i
3.8867e-05-0.00081633i,0.001374-0.0013366i,0.0016705-0.001231i,0.0007046-0.00081376i,-0.00052343+0.00014663i,-0.00055139-0.00038436i,0.00038342-0.00067253i,0.00030522-1.7418e-05i,-6.9824e-05+0.00027389i,0.00027224+0.00045398i,0.00032344+0.00011965i,0.00021414+0.00058704i,0.00013684+0.0012293i,0.00028603+0.00083216i,0.00012222+0.00064087i,0.00040218+0.00010376i,0.00058015+0.00033478i,8.4674e-05+0.00054331i,0.00014139+0.00043448i,0.00019641+0.00086307i,0.00012284+0.0010889i,0.00065075+0.00059084i,0.00097607+0.00010453i
-0.00019956-0.0014451i,0.00069505-0.0013188i,0.0021067-0.0013553i,0.0025943-0.0022407i,0.0029988-0.0019136i,0.0022385-0.0017958i,0.0005755-0.0017255i,-0.00052433-0.00098793i,-0.0010567+0.0001407i,-0.00050172+0.00081655i,-0.0002174+0.00032871i,5.3572e-05+0.00061734i,0.00092515+0.0014718i,0.00090019+0.0013156i,-0.00020643-2.1979e-05i,-0.00030638-0.00061803i,0.00075574-0.00035136i,0.0007563-0.00032477i,-0.00026204-0.00028515i,-0.00061497-0.00013046i,-0.00089438+0.00055988i,-0.00054364+0.00078599i,0.00022829+0.00025951i
0.00067591-7.0069e-05i,0.0012199-0.0010996i,0.002041-0.0026655i,0.0017688-0.0029707i,0.00045832-0.002003i,7.246e-05-0.0011159i,0.00031279-0.00071698i,-0.00072478-0.00013244i,-0.001596+0.00039222i,-0.0010674+0.00048792i,-0.0013525+0.00055346i,-0.0017356+0.00078133i,-0.0011775+0.0010902i,-7.3876e-05+0.0009844i,0.0011204+0.00059649i,0.00081501-0.00038428i,3.1353e-05-0.0006912i,-2.1872e-05-0.00042152i,0.0002854-0.00066021i,0.0004524-0.00072726i,0.00017035+1.5134e-05i,-5.1556e-05-7.4253e-06i,-8.121e-05-0.00035344i
0.0014693+5.7456e-05i,0.0010868-8.906e-05i,0.0030256-0.0011437i,0.0022674-0.0018822i,0.00060408-0.0018364i,9.1652e-05-0.00078329i,-0.00077539-0.0001416i,-0.00096943-0.00059255i,4.2295e-05-0.00055565i,0.00076483+1.4746e-06i,0.00080676-0.00020279i,2.7925e-05-5.1756e-05i,-0.00084214+0.00058299i,-0.00024591+0.00014489i,0.00062551+0.00011936i,0.00035477+0.00072859i,-0.0006258+0.0010961i,-0.00064728+0.0011222i,-0.00071043+0.00023831i,-0.0011728-0.00034083i,-0.0010406+6.4704e-05i,-0.00055692+0.00040122i,-0.00014833-0.00011516i
-0.0013649+0.00089926i,0.0007283+0.0001702i,0.0026118-0.0011281i,0.0031462-0.0012356i,0.0027638-2.9948e-05i,0.0016612+0.0004898i,0.00012106+0.00018211i,-0.0012169+0.00023311i,-0.00083926+0.00074329i,0.00030202+0.00093354i,0.0010325+0.00012381i,0.00059922-0.0006501i,0.00020759-0.00054234i,7.4872e-05+2.9606e-05i,-0.00028664-0.00035991i,9.1477e-06-0.00075843i,-0.00011081+0.00027314i,-1.8076e-05+0.00093915i,0.00026141+0.00010645i,-4.8912e-05-0.00048785i,-1.3971e-05-0.00039335i,0.00020497-0.0011046i,9.1067e-05-0.0016898i
0.0011584-0.00071627i,0.0022263-0.00044417i,0.0022972-0.0019976i,0.0023853-0.0025138i,0.0019023-0.0018408i,9.4935e-05-0.0013244i,-0.00055677-0.00075349i,-0.0011031+0.00053024i,-0.0016604+0.0012386i,-0.001121+0.00071029i,6.1331e-05+0.00057311i,-8.0452e-05+0.00092626i,-0.00035016+0.00058946i,0.00030087+0.00083389i,0.000677+0.00080745i,0.00077883+0.00054575i,0.00078751+0.00089075i,0.00059259+0.0010679i,-0.00031454+0.00036703i,-0.00078641-0.00046017i,-0.0005647-0.00060382i,9.13e-05-0.00067276i,0.00048908-0.00065547i
-3.8086e-05-0.0005799i,-0.0001828-0.0012515i,-9.3938e-05-0.0019102i,0.00010967-0.0015127i,0.00098085-0.000306i,0.0014561+0.0003302i,0.00069714+0.00054829i,-0.00068011+0.00092953i,-0.000761+0.0014429i,-0.0002065+0.0012056i,-5.0366e-06+0.00016904i,-4.4859e-06-6.3312e-05i,0.00010872+0.00038076i,0.00053491+0.00068618i,9.0532e-05+0.00076588i,-0.00049042-0.00024163i,-8.1318e-05-0.00020927i,0.00017577+0.00096434i,-0.00016499+0.00085013i,-0.00019722-0.00025801i,-8.628e-05-0.00018889i,0.00075613+0.00090081i,0.00060703+0.00070359i
0.0013251-0.0008937i,0.0011027-0.0010149i,0.0011284-0.0016817i,0.00084404-0.0022528i,0.00034857-0.00088793i,-0.00054652+0.00050412i,-0.00047869+0.00067704i,-0.00035158+0.00065547i,-9.5314e-05+0.0011293i,0.00069874+0.0011004i,0.00066749+0.00020855i,5.7793e-05+8.4948e-05i,-0.0002038+0.00087576i,6.4508e-05+0.00099516i,0.00068161+0.0010092i,0.00077814+0.00050384i,0.00065217+0.00016697i,0.00022688+0.00084232i,-0.00039125+0.00031354i,-0.00057594-7.2022e-05i,-0.00045893+0.00042764i,-0.00021193+0.00082005i,0.00040492+0.00048926i
0.00010817-0.00092768i,0.0013002-0.0019473i,0.0033867-0.0020971i,0.0037499-0.0020361i,0.0022522-0.0023828i,0.0010997-0.0022894i,0.00064931-0.00068536i,-0.00033946+0.00034455i,-0.0011611+0.00085638i,-0.001044+0.0016748i,0.00021148+0.0010768i,-0.00020632-0.00010537i,-0.00077194+0.00035775i,-0.00010071+0.00090196i,0.00036895+5.9252e-06i,0.00093363-0.00037083i,0.0011097-6.2562e-06i,0.00095581+0.00030173i,0.00095037+0.00096074i,0.00054518+0.0011526i,2.8956e-05+0.00037676i,-0.00043619-0.00067627i,-0.0004394-0.00074905i
0.00080865+0.0009085i,0.0010986-2.9458e-05i,0.0014647-0.00098467i,0.0014162-0.0013709i,0.0007522-0.00082425i,-0.00011706-0.0005973i,-0.0013227-0.00031575i,-0.0022712-7.4748e-05i,-0.0010796-0.0001273i,0.00036513-0.00028576i,0.00026575-7.3599e-05i,-0.00041354+0.00028539i,-0.00011117+0.00096343i,0.00086968+0.001802i,0.00067154+0.0015362i,0.00019994+0.00092732i,-0.00027277+0.00054593i,-0.00024847+0.00080794i,0.00010768+0.00074881i,0.00022468-7.2048e-05i,0.00033304-0.00035165i,0.00038169-2.9724e-05i,0.00038931-0.00046188i
0.0006508-0.00070996i,0.0015166-0.00089574i,0.0018063-0.0015905i,0.002164-0.00085516i,0.0015048+0.00015503i,0.00071025-0.00083079i,0.00030709-0.0014223i,-0.00079518-0.00024268i,-0.0010982+0.0010306i,2.4168e-05+0.00042691i,0.00045404-7.8863e-05i,-0.00042181+2.2942e-05i,-0.00075531+4.2521e-05i,-0.00096072+2.453e-05i,0.00022049+0.00019383i,0.0014643+0.00054778i,0.00078018+0.00066953i,7.9483e-06+0.00015371i,-6.4599e-05-0.0001855i,-0.00014072-0.00097741i,-0.00024513-0.00080893i,-5.0729e-05-6.051e-05i,0.00027052+0.00046896i
0.0016594-0.0013971i,0.0020642-0.00095061i,0.001886-0.0012123i,0.00057673-0.0018137i,0.00011301-0.0011779i,8.6074e-05+0.00035781i,-0.00063949+0.0014373i,-0.0012257+0.0016341i,-0.0012307+0.00069922i,-0.00059725+0.00018883i,-0.00030963+0.00026607i,-0.00034989-5.588e-05i,-0.00038562+0.00015613i,6.1778e-05+0.0007115i,0.0009253+0.0009299i,0.00089524-1.846e-05i,0.00019271-0.00088693i,-0.00038854-0.00076348i,-0.00072184-0.0002278i,-0.0008194+0.00014131i,0.00049655-5.3794e-05i,0.00051744-0.00051405i,-0.00062809-0.00098203i
-0.00011552+0.00060439i,0.0013805-0.00077055i,0.0025602-0.0012058i,0.0025847-0.00091771i,0.0020572-0.00062531i,0.0012051-0.00066936i,-3.8393e-05-0.00089439i,-0.0010784-0.00029547i,-0.0010111+0.0012781i,0.00015884+0.0014583i,0.00026155+0.0010067i,-0.00070742+0.00025724i,-0.00088078+0.00029733i,-0.00089406+0.00094965i,-0.00092506+0.00045567i,-0.00036943+0.00039823i,0.0003649+0.00065904i,0.00027242+0.00070447i,-0.00026741+0.0004416i,-0.00012493-0.00036903i,0.00058689-0.00034861i,0.00026438+0.00024523i,-0.00047022+3.3225e-05i
0.0010351+1.3762e-05i,0.0012073-0.00073849i,0.001725-0.0014309i,0.0022426-0.0018465i,0.0015742-0.0020186i,0.00033359-0.0012453i,-0.00028576-0.00033197i,-0.00010833+0.00034957i,2.0366e-05+0.00081074i,2.8993e-05+0.00070393i,0.00072672+0.00034008i,0.0014701-0.00020682i,0.00067489+4.6114e-05i,-0.00058413+0.0008263i,-0.0002885+0.0012022i,0.00027719+0.0011627i,-4.8547e-05+0.001284i,-0.00041234+0.0011223i,-7.9846e-05+2.274e-05i,0.00034762-0.00072442i,0.00054534-0.00032595i,0.00072469-0.00051547i,0.00068411-0.0010303i
0.00018516-0.00013807i,0.00057688+3.124e-05i,0.0014875-0.001704i,0.0021258-0.0031852i,0.0017535-0.0021716i,0.00034254-0.00055216i,-0.00096394+2.4937e-05i,-0.001296+0.00037183i,-0.0008193+0.00073344i,-0.00039045+0.00069512i,0.00013032-1.8622e-06i,0.00021293+1.8967e-05i,0.000424+8.5149e-05i,0.0001719-0.0003351i,0.00031024-0.0010339i,0.0010187-0.0014998i,0.00062895-0.00072058i,0.00052406+0.00073056i,0.00049702+0.00044879i,0.00066783-0.0009179i,0.0010576-0.0011283i,0.00065127-0.00060444i,-1.3915e-05-0.00070082i
0.00045961+0.00058486i,0.0011251+0.0002282i,0.0019501-0.0012124i,0.0017229-0.0012602i,0.00088346-0.00014196i,0.00011825-7.8715e-05i,-0.00054489+0.00010139i,-0.00090229+0.00011918i,-0.00057419-0.00017494i,0.00060014+0.00025476i,0.0012389+0.0010872i,0.00066301+0.0015458i,0.00019945+0.00084456i,0.00025135+0.00031661i,0.00030875+0.00044014i,3.8157e-05+0.00044653i,0.00016797+0.0006511i,0.00028553+0.00098464i,-0.0003499+0.00058789i,-0.00074972+0.00058957i,-0.00027984+0.00061721i,0.00027989+0.0001443i,0.00066779-1.7811e-05i
0.0018622-0.00096393i,0.0029069-0.00068548i,0.0025887-0.0019811i,0.0022104-0.0028718i,0.0015459-0.0017562i,-0.00016805+0.00016647i,-0.0011757+0.0002076i,-0.001366+0.00030482i,-0.0011114+0.00097754i,-0.0009495+0.00062019i,-0.00067278+0.00022069i,-0.0007532+0.00069434i,-0.0012713+0.00057239i,-0.00048938+0.00011937i,0.00025213+0.00032384i,0.00020994+0.00061827i,-6.287e-05+0.00067771i,-0.00087745-0.00014312i,-0.00065863-0.00024727i,0.00020288+0.00030374i,0.00039368-0.00026532i,-0.00024208-0.00076679i,-0.00080566-0.00027717i
0.0010849-0.0001199i,0.0011442-0.001186i,0.0013306-0.0021456i,0.00074881-0.0029273i,0.00027286-0.0030457i,0.00017306-0.0016546i,5.6997e-05-0.0005595i,-0.0004657-0.00059907i,-0.0005298-0.00047865i,0.0007753-0.00036708i,0.00071227-0.00043848i,-0.00029044-0.00042186i,-0.0003006+0.00013376i,6.2745e-06+0.00066288i,0.00046117+0.00022849i,0.0001849+4.3527e-05i,-0.00032791-1.2244e-05i,-0.00054156+0.00016846i,-0.00024202+0.00061398i,-0.0001746+0.00039931i,-0.00040789-0.00032244i,-0.00020454-0.00095218i,0.00012096-0.00047231i
