-0.0015385+0.0013872i,-0.0005688-0.00077669i,-0.00069614-0.00093707i,-0.0010987-0.00097229i,-0.0011455+0.0001961i,-0.00077988+0.0015861i,0.00012353+0.0018875i,0.0010212+0.0015925i,0.0012299+0.00078015i,0.001116-0.00013779i,0.0003614-0.0008085i,-0.00043679-0.00089729i,-8.5636e-06-0.00013867i,0.00085516+0.00026181i,0.00032456+0.00049813i,-0.00050117+0.0013409i,0.00030402+0.0017095i,0.00091795+0.00051954i,0.0005351-0.00074337i,-0.00024465-0.0012747i,-0.00031399-0.00078593i,0.00033398-0.000609i,0.00065589-0.00090666i
-0.00066046-0.00051075i,-0.0003483-0.00057855i,-0.0015242+0.00059526i,-0.0018546+0.001304i,-0.0018939+0.0010525i,-0.0015497+0.0004677i,-0.0011442-5.5232e-05i,-0.001543+0.00012494i,-0.00076765+0.00076916i,0.00021976+0.0011063i,0.0003809+0.00074931i,0.0004843+0.00010224i,0.00025429-0.00080361i,0.0004051-0.00073974i,0.00089406+9.9964e-05i,0.00062985+0.00076949i,-0.00024215+0.00067049i,-0.00035732+0.00032875i,-0.00017996-0.00030681i,-0.0004645+2.9175e-05i,-0.00098791+0.00035621i,-0.00015263-0.00050942i,0.00051907-0.0008833i
-0.0011092+0.0010903i,-0.0011697+0.00084001i,-0.00034254+0.00085798i,2.8813e-05-0.0005599i,0.00040127-0.0018892i,8.4661e-05-0.0011427i,-0.00021492+0.00033993i,-9.8963e-05+0.00074465i,-0.0002475+0.00059718i,-7.7418e-05+0.00039235i,-0.00015634+7.2309e-05i,-0.00060259-0.00014308i,-0.00028125-0.00029602i,-0.0004063+0.0001158i,-0.00073619+0.00017871i,-0.00037459-7.1117e-05i,0.00010192-0.00048706i,-9.8789e-06+0.00016545i,-0.00058948+0.00039794i,-0.00016393-0.0002176i,0.00018831+0.0001918i,-0.00020247+0.00031738i,-0.00037848-0.00066801i
0.0027581-0.001547i,0.0015897-0.0014633i,0.00012534-0.00068308i,-0.0008237-0.00036096i,-0.0007958+3.0104e-05i,-0.00038352+9.902e-05i,-0.0010495-0.00025941i,-0.00089508-0.00040098i,0.00025412-4.8507e-05i,-0.00015837+0.00090541i,-0.00042242+0.00082806i,-1.4214e-05+0.00014741i,0.00045858+0.00064251i,0.00058682+0.0011541i,0.00015998+0.00079847i,-0.00019135+0.00028195i,-0.00017502-0.00010431i,-7.8859e-05-0.00043218i,0.00043445-0.0007088i,0.00039916-0.00040035i,-0.00033019+0.00027025i,6.5116e-05+0.00092428i,0.00043965+0.00038965i
0.00019301-0.0015948i,-0.0008532+0.0001737i,-0.00015804+0.00083478i,-0.00043214-0.00039084i,-0.0013137-0.0013694i,-0.00082141-0.00059857i,-0.0012054+0.00058015i,-0.0014817+0.00085295i,-0.00035966+0.00045123i,0.00050759-0.00016882i,0.00064429-0.0002832i,0.00027648-0.00043197i,-0.00037514+0.000233i,-0.0007937+0.00095387i,9.6666e-06+0.0010265i,0.00030664+0.00096243i,6.9715e-05+0.00058402i,-0.00023542+0.00041947i,-0.00066749+0.00017089i,-0.00092434-0.00017028i,-0.00061102+1.4196e-05i,0.00028268+0.00011641i,0.00027382+0.00017898i
0.0010892-0.00020141i,0.0014209-0.00058782i,0.00045152-0.00020222i,-0.00049042+0.0010411i,-8.4588e-05+0.0010823i,0.00064307+0.00048494i,0.0013409-9.496e-06i,0.001596+5.4383e-06i,0.00063096+0.00012331i,-0.00065523+4.8832e-05i,-0.0010358-0.00015038i,-0.00069001-0.00050257i,-0.00024737-1.0145e-05i,-0.00036094+8.6225e-05i,-4.9536e-06-0.00021252i,0.00061603-0.00021246i,0.00030839+3.8912e-05i,0.00018456+0.00018571i,0.00032155+0.00029458i,0.0004913-0.00028377i,0.00059373-0.00050271i,0.00040644-0.00018597i,0.00053764+0.00052917i
-0.0012185-0.00034546i,-0.0024256+0.00040738i,-0.0020993+0.0009534i,-0.0014625+0.00030632i,-0.00075966-0.0011361i,0.00034796-0.0014646i,0.0011556-0.0010099i,0.0013211-0.00028536i,0.00083322-0.00018838i,0.00087941+2.9308e-06i,0.00084065+0.00062294i,-0.0004997+0.0005057i,-0.0010808+0.00030245i,-0.00072815+0.00071624i,-0.00067658+0.00076773i,-1.3521e-05+0.00035876i,8.4611e-05+0.00024886i,0.00044988+0.00053828i,0.00054531+0.00096365i,-0.0001172+0.00018469i,-0.00026126-0.0010491i,-0.00045707-0.00025935i,-0.00019165+0.0009099i
0.0001196-0.00095171i,8.1162e-05-0.0015485i,-0.0010304-0.001043i,-0.001737+0.00032806i,-0.0014117+0.0012986i,-0.00068622+0.0013493i,-0.00048615+0.0012101i,2.7874e-05+0.00065101i,0.00014714+0.00035787i,-0.00061187+0.0006212i,-0.0010032+0.00072468i,-0.00072566+0.00062272i,-5.9164e-05+0.00041462i,0.00054394+0.0011893i,0.0012302+0.0015628i,0.00116+0.00090722i,0.00029111+0.00023227i,0.00015428-7.8073e-05i,-0.00025692-5.3934e-05i,-0.00046278-0.00025782i,-0.00080198-0.00095141i,-0.0008734-0.00076663i,-0.00048753+0.00047102i
-0.0015121+0.0017968i,-0.0014519+0.0013742i,-0.00089296+0.00074397i,0.00020438+3.8949e-05i,0.00087019-8.24e-05i,0.00056276-0.0003724i,0.00024674-0.00049299i,-0.0002767+9.5454e-05i,4.2149e-05-2.1673e-05i,0.00010336-0.000258i,-0.00022618-0.00013722i,0.000145-0.00022692i,0.00048324+0.00020024i,-4.3685e-05+0.00034911i,0.00021686-0.00023134i,0.00071578+3.8185e-05i,0.00030315-6.8479e-05i,-3.3029e-05-0.00016101i,-0.00049076+0.00031406i,-0.0010241+0.00029643i,-0.00088417+0.00015424i,-8.3737e-05+0.00011163i,0.00044872+0.0004969i
0.002756+0.00071616i,0.0026473+0.00026775i,0.0015049-0.00080554i,0.0012678-0.0012757i,0.00084344-0.0010715i,0.00051337-0.00032178i,0.00052877+0.00037594i,0.00066509+0.00033706i,0.0008591+2.1674e-05i,0.00033572-7.173e-06i,-0.00026503-0.00026968i,-0.00023352-3.5181e-06i,-0.00061042+0.0004584i,-0.0013552+0.00057762i,-0.00086648+0.00026035i,2.131e-05+0.00015486i,-0.00018002-0.00028833i,-0.00046233-0.00062128i,-0.00010121-2.8502e-05i,-0.00028684+0.00016097i,-0.00022081-0.00026467i,0.00030128-0.00032278i,0.00023998+0.00046555i
0.0013253+0.00082574i,0.0019918+0.0011961i,0.0021683+0.00086478i,0.00097075+0.00050979i,-0.00055393+0.00046459i,-0.0013458+0.00067047i,-0.0010647+0.00089813i,-0.00049309+0.00075873i,-0.00012394+0.00022573i,0.00052074+1.0909e-05i,-0.0001335-3.4947e-05i,-0.0005586+0.00024275i,-0.00020097+0.00020099i,0.00022703-0.00025353i,0.00018116+0.00011441i,0.00054713-9.2126e-05i,0.0012266-0.00039014i,0.00068327-0.00049625i,6.2458e-05-8.6673e-05i,-0.0002555-0.00015905i,0.00034652+2.5229e-05i,0.00060726+0.00085179i,0.00044218+7.1904e-05i
-0.00033435-0.0020604i,-0.00036271-0.00026297i,-0.0016486+0.00082639i,-0.0012357+0.00062276i,0.00020186+0.00062842i,0.0011116+0.00088658i,0.00061732+0.00048072i,0.00014783-0.00025323i,-0.00024256-0.00042952i,-0.00019214-0.0001666i,0.00060056+0.0001281i,0.0014118+0.00073438i,0.001189+0.00097729i,0.00091493+0.00092719i,0.0015599+0.0010999i,0.0007197+0.00084751i,6.6414e-05+0.0004315i,5.7171e-05+0.00080209i,7.7532e-06+0.00026555i,-0.00010963-0.0001831i,-0.00019018-0.000355i,-0.00010972-0.00028067i,-0.00014367+0.00068285i
-0.00090291+0.0020613i,-0.001074+0.0020552i,-0.00041853+0.0005228i,0.00038526-0.00083657i,0.00041401-0.001154i,6.3047e-06-0.00078728i,9.8728e-05-0.00013387i,0.00028672+6.0613e-05i,0.00067842-7.0232e-05i,0.00096767-0.00061942i,0.00056484-0.00057301i,-0.00053862-4.4983e-05i,-0.00098408-0.00128i,-0.00044089-0.0018569i,-0.00027252-0.0010801i,0.00020021-0.00019219i,0.00051945+0.00044457i,-0.0004266+0.00065104i,-0.0011518+0.00039467i,-0.00094963-1.9848e-05i,-0.00031739-0.00066075i,-5.5948e-05-0.0010083i,-0.00029029-0.00057522i
0.00041104-0.00022993i,0.00016217+0.00078201i,0.00028715+0.0010328i,0.00033129+0.00073923i,0.00094643+0.00025094i,0.0010479-0.0001319i,-8.2416e-05-0.00017991i,-0.00062188-0.00037909i,-0.00035246-0.00056767i,-7.8635e-05-0.00020413i,-0.00013915+0.00016767i,-0.00047507+0.0002853i,-0.00093805-0.00042965i,-0.0010764-0.00086402i,-0.00089184-0.00074235i,-0.00039937-0.00024539i,-5.7121e-05+0.00026647i,-0.00030458+0.00034721i,-0.00040504+0.00051993i,-0.00022789+0.00081633i,-0.00018446+0.00045656i,-0.00047987-0.00032409i,-0.00052532-0.0006574i
0.00068648+0.00057941i,0.00088273+0.0011488i,2.6904e-05+0.001053i,-0.00067331+6.1235e-05i,-0.00082867-0.00098391i,-0.00076334-0.00083491i,4.6183e-05-1.1045e-05i,0.00042732+0.00011291i,-4.0061e-05-1.9178e-05i,0.00015414-0.00034513i,0.00058046-0.00019664i,-4.38e-05-0.00013305i,-0.00053159+9.266e-05i,-0.00032736+0.00030053i,9.0515e-05+8.4699e-05i,0.00039522+0.00037019i,0.00058798+0.00040511i,0.00035101-1.8469e-05i,-0.00017415-0.00043527i,-2.8667e-05-0.00064473i,9.2097e-05+0.00022081i,0.00041437+0.0011468i,9.9621e-05+0.0011428i
0.0011383+0.0013467i,0.0020665+0.00076278i,0.0014047+0.00028162i,0.00062411-3.6461e-05i,9.6508e-05-0.00016801i,0.00053078+3.5219e-05i,0.00064925+0.00063125i,0.00018631+0.00055451i,-1.5546e-05+0.0002841i,-0.00038212-0.00048406i,-0.00021659-0.00076825i,-0.00018775-8.7022e-05i,-0.00053563+0.00056137i,-0.00015559+0.0013256i,0.0003046+0.00063466i,0.00048302+7.5829e-05i,0.00041465-6.2154e-05i,-0.00050572-0.00052737i,-0.0013274-9.6007e-05i,-0.0009109+0.00039277i,-0.00048824+0.00065242i,-0.00049748+0.00040813i,0.00045687+0.00022581i
0.00047146-0.00086008i,0.00023059-0.0015507i,0.00040402-0.0015674i,0.00033002-0.0015599i,-0.00061583-0.0018239i,-0.00088217-0.0019136i,-0.00072476-0.00071702i,-0.00048609+2.7419e-05i,-0.00046528-0.00042765i,-0.00074253-0.00085512i,-0.00051234-0.0010194i,0.00013797-0.001339i,5.2224e-05-0.0010043i,-0.00045924+5.3689e-05i,8.1871e-05+0.00067871i,0.00036716+0.0007685i,-0.00021801+0.00050837i,-0.00036818+0.00025607i,-0.00030292+4.7503e-05i,0.00023572-0.00045083i,0.00016078+0.00012861i,-0.00050755+0.0014936i,-0.00061344+0.0013619i
0.0021823+0.00086945i,0.0022878+0.00082809i,0.0013135+0.00082165i,0.00039937+0.0010442i,0.00057368+0.0010527i,5.3376e-05+0.00023762i,-0.00039063-0.00063672i,-9.6698e-05-0.00030912i,-0.00023514-0.00084775i,-0.00071135-0.00069459i,-0.0010275+0.00050044i,-0.00043009+9.9739e-05i,0.00061819+0.00024591i,-0.00022301+0.00065272i,-0.00068427-0.00029788i,0.00015975-0.00085607i,0.00047569-5.2921e-05i,0.00046814+0.00055126i,0.00052976-0.00011196i,0.00032558-0.00061533i,-0.001061-0.00038445i,-0.0010024+7.305e-05i,-0.00050183+0.00034018i
0.00053737+0.0014298i,0.0011016+0.0010716i,0.00062617+0.0012788i,7.3807e-05+0.0008915i,-0.00054859-0.00017378i,-0.00062772+0.00028925i,-0.00013228+0.00087783i,0.00070179+0.0007929i,0.0012939+0.00051977i,0.00082594+0.00041853i,-2.8674e-05-0.00030824i,-0.00013641-0.00083503i,-0.00070068-0.0012599i,-0.00035816-0.0010245i,0.0004185+0.00030126i,0.00013047+0.00060192i,-0.00057408+0.0003583i,-0.00089897-2.4449e-05i,2.9784e-05-2.3692e-06i,0.0005892+0.00016725i,0.00031145+0.00012071i,-2.5499e-06+1.4479e-05i,-0.00058114-0.00029344i
-0.00074301-0.00088302i,-0.00019006+0.00014093i,-0.00019582+0.00035369i,-0.0015649-0.00047551i,-0.0010647-0.00078215i,0.00052685-0.00097167i,0.00031394-0.0011347i,4.9265e-05-0.00026807i,-0.00012548+0.00048689i,-0.00041471+0.00034391i,-0.00036743+6.1345e-05i,9.9198e-05+0.00020191i,0.00089291+0.0006453i,0.001442+0.00024144i,0.0012114-0.00011371i,0.00033821-0.00056751i,-3.4957e-05-0.00080451i,-1.7501e-05+0.00015254i,-0.00034596+0.00052413i,-0.00021829+0.0003253i,-5.0537e-05+0.00019265i,0.00016542-0.00025067i,0.00038874-0.00059127i
-0.00078181-0.0013058i,-0.0015791-0.00024454i,-0.0017632+0.00012415i,-0.00081381+0.00061458i,-0.00078473+0.00085507i,-0.00058411+0.00068458i,3.4595e-05+0.00046352i,0.00051335-0.00015771i,0.0011863-0.00077626i,0.00089105-0.00062028i,-0.00018172+0.00036519i,-0.00043058+0.00067971i,0.0008959-0.00010619i,0.0019488-1.5557e-05i,0.0011812-6.9824e-05i,-0.00012755-0.00057546i,-0.00032219-0.00043956i,0.0005155-0.0004123i,0.00015415-0.00012767i,-0.0011407+0.00028468i,-0.00089278+0.00011703i,0.00049741+0.00026085i,0.001196+0.00042275i
-0.00042215+0.0014917i,0.00039254+0.0015622i,-9.3994e-05+0.0019184i,0.00016685+0.00072392i,0.00057696-0.0006984i,-0.00019038-0.00072674i,-0.00033829-9.1369e-05i,-0.001075+0.00050719i,-0.0010805+0.00056752i,-0.00022615+0.00033135i,-0.00066548+7.1347e-05i,-0.00053608-0.0010349i,0.00036135-0.001124i,0.00061313-0.00017992i,0.00033036+0.00036918i,-0.00029269-0.00014705i,-0.0003432-0.00043197i,-6.2247e-05-0.00039387i,0.00036804-0.00050813i,0.00078591-0.00081121i,0.00080859-0.00057497i,0.0014872-0.00041077i,0.0014621+7.8303e-07i
0.00087403-2.5195e-05i,-0.00013469+0.0004345i,-0.00087059+0.00091105i,-2.858e-05-0.00019323i,0.00034183-0.0012486i,-0.00037034-0.00078545i,-0.00061753-0.00037015i,9.6966e-05-2.2827e-05i,-0.00016647-7.6894e-05i,-0.00075476-0.00054547i,-0.00092453-0.00036965i,-0.00096637+0.00021193i,-0.0012106+0.00084046i,-0.0010039+0.00063117i,-0.00036345-0.00011721i,-0.00012695-5.78e-05i,-3.174e-05+0.00039213i,-0.00045401+0.00012589i,-0.00045325+0.00046401i,-0.00061714+0.00041906i,-0.00039741-0.00069187i,6.4792e-05-0.00072247i,0.00024626-0.00031872i
0.00045693+0.001197i,0.0015202+0.00064355i,0.0020602+0.00076797i,0.0016359+0.00040714i,0.0020186+0.00012429i,0.0018161-0.00026881i,0.00036001-0.00037493i,-0.00036162-0.00022811i,-0.00020571-0.00033041i,-0.00015417+4.906e-05i,-2.7896e-05+0.00062646i,0.00028768+0.00039672i,-0.00045874-2.3435e-05i,-0.00084165-0.00042283i,-0.00041872-0.00077973i,-4.899e-05-0.00048625i,-0.00034156-0.00039297i,-4.1125e-06-0.00075578i,0.00040543-0.0012355i,-0.00028979-0.0013443i,-0.00036911-0.00079619i,0.0005022-0.0005826i,0.00044306-0.00034513i
0.0035186-0.001546i,0.0024109-0.0017848i,0.0010965-0.0016402i,0.00011227-0.0025678i,-5.9083e-05-0.0028851i,4.4806e-05-0.0012673i,-0.00029733-0.00032286i,-0.00046208-0.00043915i,0.00010738-0.00025924i,-0.0003571-0.00038188i,-0.00088291-0.00014545i,-0.0007189-9.8244e-05i,-0.00022073-0.00017577i,-0.00033313+0.00059167i,-0.0011815+0.00068231i,-0.00088659+0.00028311i,-0.00015145+0.00030277i,-0.00029941+0.00031578i,-0.00045204+0.00020848i,-7.6556e-05+0.00088473i,0.00010233+0.0012434i,-8.5626e-05+0.00059114i,-3.6831e-05-7.991e-05i
-0.00019521+0.0018532i,-0.00069817+0.0020626i,-0.00016518+0.0012325i,-0.00068876+0.00028015i,-0.0016248-0.00050041i,-0.0012893-0.0010707i,-0.0012598-0.00049783i,-0.0014439-0.00018578i,-0.00086318-0.00030969i,-0.00060727+3.4037e-05i,-4.1028e-05-2.6431e-05i,0.00027614-0.00024261i,-3.9619e-05+0.00022968i,-7.2179e-05+0.00071326i,-0.00012978+0.00083649i,0.00019653+0.0004727i,0.00084629-9.478e-05i,0.00020218-0.00026936i,-0.00047908-0.00025373i,1.3859e-05-0.00083687i,-0.00032377-0.0013876i,-0.00058621-0.001036i,0.00052981+0.00018903i
0.00021704-0.002531i,0.0011605-0.0024184i,0.0015078-0.0022034i,0.00072937-0.0010963i,-0.00041374-0.00023936i,-0.00024837-0.00019394i,0.00011793+0.00016548i,-8.1346e-06+0.00045032i,0.00019011+0.00073814i,0.0004277+0.00018062i,0.00078347+4.538e-05i,0.00018081+0.00041233i,-0.00076659+0.00024983i,0.00015322-9.4609e-05i,0.0010696+2.5019e-05i,0.00030283+0.00083159i,-0.0003051+0.0019076i,-0.00054272+0.0019738i,-0.00032394+0.00079403i,0.00029108-0.00024806i,0.00061763-0.00013315i,0.00037863+0.00018567i,-0.00028208-0.00023417i
0.00043479+0.0022753i,0.00044505+0.0017374i,0.00048998+0.0010593i,0.00024145+0.0014916i,-0.000251+0.0012458i,-0.00044862+0.00088417i,3.6259e-05+0.00062439i,0.00023304-0.00037119i,6.5364e-05-0.00041619i,0.00019812+0.00050663i,0.00056863+0.00097702i,0.0005809+0.000479i,0.00029219+0.00024813i,-3.1927e-05+0.0005911i,-1.6737e-05-6.0356e-05i,0.00033248+9.1105e-05i,0.00023762+0.00092924i,0.0005161+0.00034828i,9.4064e-05+0.00063548i,-0.00033476+0.0014146i,-6.4622e-05+0.0010045i,0.00016048+0.00056812i,-0.00011098+0.00050429i
-0.00056096-0.0031776i,1.9197e-05-0.002672i,0.00058276-0.0022112i,0.00055221-0.0013304i,-0.0003293-0.00031396i,-0.00039207-0.00022451i,-0.00020187-0.00055183i,-0.00056368-0.00043737i,-0.00082813-0.00034912i,-0.00067537-0.00059681i,-0.00058886+6.1493e-05i,-0.00033162+0.00082024i,-0.00052843+0.00049952i,-0.0005656+6.5255e-05i,8.1471e-05+0.00051033i,0.00016937+0.0008132i,-0.00039338-0.00030573i,-0.0005808-0.0010833i,-0.00040802-0.00080204i,-0.0002015-0.00055114i,0.0002191-0.00025984i,-0.00012526+0.00053693i,-0.00059164+0.00062816i
0.00046087+0.0010228i,0.00077706+0.0011135i,0.00047862-0.00051448i,3.1464e-05-0.00081006i,-0.0004652-3.222e-07i,-0.0003417-0.00020349i,0.00054222-0.00021912i,0.00060042+0.00046385i,-0.0004532+0.00030126i,-0.0009622-6.1807e-06i,-0.00052373-0.00022606i,-0.00011488+0.00046531i,-0.0003147+0.0010206i,8.4776e-05+0.00043617i,0.00062042+0.00022342i,0.00063711+0.00046152i,0.00025531+0.00061806i,0.0010063+0.00065245i,0.00069013+0.00088474i,0.00016967+0.00074103i,5.5313e-05+0.00050351i,0.0002232-0.00016222i,-0.00038123-0.00057827i
-0.0026903-0.0043903i,-0.0038208-0.0026665i,-0.0029333-4.6589e-05i,-0.0013188+0.0014158i,-0.00019662+0.0019541i,0.00050048+0.001553i,0.0012256+0.00063199i,0.00066656-9.5105e-05i,-0.00038418-0.00060569i,-0.00076714+0.00019258i,-0.0005291+0.00060729i,9.2941e-05+0.00021759i,0.00036275+0.00051266i,0.0006947+0.00035684i,0.0014586+0.00071453i,0.0014629+0.001148i,0.00046359+0.00024212i,0.00033041-0.00017925i,0.00026472+5.3968e-05i,-0.00032316-0.00025387i,-0.00027129-0.000986i,-0.00049326-0.00065184i,-0.00052146+5.3962e-06i
0.00043051+0.0027031i,0.00057687+0.0030396i,0.00063214+0.0015501i,0.00084001-8.0713e-05i,0.00043792-9.6015e-05i,0.00010862+0.00037228i,-0.00014881+0.00074544i,-0.00072953+0.00056017i,-0.00073183+1.827e-05i,-0.00035727-0.0005355i,-0.00040139-0.0011064i,-0.00039405-0.0010248i,5.5402e-05+0.00027115i,-0.00013246+0.0012716i,-0.00022646+0.00015937i,-0.00060833+0.00052498i,-0.00043334+0.00073809i,0.00025714+9e-05i,-0.0001746-4.0924e-05i,-0.00032017-0.00012801i,-0.0005477+0.00015512i,-0.00031109+0.00031729i,0.00028552+0.00020873i
-0.0019202-0.0030003i,-0.0029884-0.0027663i,-0.0028646-0.001623i,-0.0010458-0.00041739i,0.00081256+0.00030121i,0.0015409+0.00011386i,-8.41e-05-0.00042166i,-0.0012405-0.00059415i,-0.00074479-0.00084023i,-0.00026566-0.0011663i,0.0002805-0.001251i,0.00082219-0.00054455i,0.0013785+0.0003796i,0.0012448+0.0007806i,0.00010083+0.00039177i,-0.00011785+0.00052225i,-0.00062191+0.0015872i,-0.00098238+0.00079055i,-0.00083723-0.0005661i,-0.00047678-0.00068021i,-0.00012212-0.00015878i,-2.3239e-05+0.00069738i,8.05e-05+0.00090621i
0.0014374+0.0021178i,0.0018267+0.0028143i,0.0013642+0.001283i,0.0013296-0.00039799i,0.0010912-0.00046924i,0.00074709-0.0007045i,0.00038821-0.00081534i,0.00047844-0.00038476i,-6.5888e-05-0.0001158i,-0.0006337-0.0003026i,-0.00044175-9.8839e-05i,-0.00014631+0.00068208i,-0.00015262+0.00098858i,-9.0849e-05+0.0010729i,7.1221e-06+0.00095158i,0.00040067+0.00029726i,0.00088652+0.00045213i,9.24e-05-1.1755e-05i,-0.00043301+4.4277e-05i,0.00026547+0.00081425i,0.00064802+0.00062563i,0.00086434-5.0554e-05i,0.00097061-1.762e-05i
0.0010297-0.0038344i,0.00088731-0.0035675i,0.00085384-0.0023061i,0.00016816-0.00096119i,-0.001372-0.00049078i,-0.0018207+0.00011476i,-0.0010579+0.00097697i,-0.00010955+0.0011507i,-0.00017124+0.00035086i,-0.00080527-9.1086e-06i,-0.00076219+0.00050957i,-0.00065943+0.00024222i,-0.00099662+0.00079097i,-0.0012646+0.0011561i,-0.00078806+0.00094269i,3.7571e-05+0.0010723i,0.00024171+0.0010331i,0.00028373+0.001644i,0.00041996+0.0010603i,0.00067864+9.9549e-05i,0.0010501-0.00056057i,0.0004706-0.0004441i,-0.000532-0.00018722i
0.0011204+0.0016022i,-0.00032257+0.0017615i,-0.00075187+0.00090561i,-0.00035984+0.00020475i,-0.00043878-0.0005026i,-0.0002121-0.00072907i,7.3548e-05-0.00078002i,-0.00026444-0.00075855i,-0.00076963-0.00076371i,-0.00055363-0.00077946i,-7.3787e-05-0.00033237i,0.00017958+0.00014681i,0.00030791-7.8228e-05i,0.00063212+0.00032217i,0.00044421+0.0012487i,5.741e-05+0.0011155i,0.00015988+0.00054442i,0.00045935+0.00052303i,0.00058853+0.00037415i,0.00031437-5.7319e-05i,-0.00042817+0.00044735i,-0.00090586+0.0011535i,-0.0010356+0.0011375i
-0.0011889+0.00082387i,-0.00088088+0.00071148i,-0.00037683+0.00050879i,-9.9568e-05+0.00045297i,-0.00075243+0.00078541i,-0.00048276+0.00043584i,0.00015477+0.00010858i,-0.0003364+0.00020628i,-0.0005929+0.00039187i,-0.00083972-0.00049803i,-0.0004069-0.0013028i,0.0002225-0.0006637i,0.00030102+4.4268e-05i,0.00045372-0.00041106i,-0.00016997-0.00054238i,-0.00041823-0.00063705i,5.5902e-05-8.7809e-05i,8.9118e-05+0.0003202i,-9.3768e-05-3.693e-05i,-0.00040903-0.00026695i,-0.00045895+0.00064627i,0.0001046+0.0014422i,0.00037799+0.00035153i
0.00033433+0.001962i,0.00068893+0.002569i,0.00077122+0.0018011i,0.00088499+0.00090076i,-2.6408e-06+9.5581e-05i,-0.00013395-0.00046998i,0.00013278-0.00041837i,0.00014493-0.00026493i,0.00016915-0.00013314i,0.00024466+2.3235e-05i,0.00043315+0.00014772i,0.00083043-3.6891e-05i,0.00055056-0.00046664i,-0.00046953-0.0006826i,-0.00082989-0.00043877i,-0.0011156-0.00013471i,-0.0014444-0.0001025i,-0.0014116+0.00011838i,-0.00059932+0.0003522i,6.2654e-05-3.2246e-05i,-0.00017842-0.00025148i,-0.00052221+7.4894e-05i,-4.6338e-05-9.8324e-05i
-0.00029509-0.0013901i,0.00016038-0.0013649i,-5.6066e-05-0.001717i,-0.00096244-0.0011226i,-0.00065448-0.00038857i,0.00029149-0.00075247i,0.00013506-0.0012801i,4.4425e-05-0.00043855i,-0.00028945+0.00084559i,-0.00073648+0.00093865i,-0.00020504+0.00044605i,0.00070794+1.5113e-06i,0.00062919-0.00016033i,4.8789e-05-0.00028416i,-3.2765e-05-0.00023143i,0.00030117+0.00020201i,0.00033976+0.00031302i,0.00028098-0.00010798i,0.00065785-0.00027097i,0.00069417-5.8216e-05i,0.000292-5.1478e-05i,0.00076245-0.00043513i,0.0012181-0.00041958i
-0.00080877+0.0024486i,-0.00079503+0.0025613i,-0.0011142+0.0023824i,-0.00094393+0.0019847i,-0.00042678+0.0017569i,-5.8119e-06+0.00092915i,6.8043e-05-8.4482e-05i,0.00031674+0.00017228i,6.7284e-05+0.00066993i,-0.00057028+0.00073734i,-0.00024602+0.00046369i,0.00028515-0.00011553i,0.00053852-0.00096892i,0.00027576-0.0010732i,0.00018775-0.00038168i,0.00035297+0.00017914i,0.00028927+4.861e-05i,-8.4832e-05-0.00074179i,-8.8106e-05-0.0017272i,-0.0006682-0.0019048i,-0.0011976-0.00022817i,-0.00038841+0.00076977i,0.00039707+0.00055997i
-0.00083097-0.0013516i,-0.00028218-0.00073919i,-0.0003071-8.5577e-05i,-0.00039534+8.7775e-05i,-8.2703e-05-4.2135e-06i,0.00051958-0.00032133i,0.00059738-0.00016678i,0.00024221-0.00065304i,-5.492e-06-0.0006306i,-0.00053134+9.2603e-05i,-7.1069e-05+0.00057412i,0.00083644+0.00085943i,0.00016391+0.00051724i,-0.00062687-2.4628e-05i,-0.00034975+0.0001083i,0.00025161+0.00011257i,0.00071962-0.00028298i,0.00056223+4.0752e-05i,0.00061013-0.00035694i,0.00080563-0.00058314i,0.00062675-0.00061713i,8.0833e-05-0.00026626i,-0.00027808-0.00014654i
0.00099512+0.00061632i,-0.00099125+0.0004268i,-0.0015117-0.00020438i,-0.00071952-0.00055285i,-0.00024933-0.00018003i,0.00028737+0.00097682i,0.00052608+0.001329i,0.00061748+0.00074626i,0.00065554+0.00022509i,-1.6446e-05+0.00018286i,-0.00011049-0.00060296i,-6.8411e-05-0.00062603i,-0.00043901-0.00090302i,0.00040071-0.00048907i,0.00081826+0.00063226i,0.00022101+0.00060298i,-1.2359e-06+0.00010034i,6.6154e-05-0.0009707i,0.00046186-0.00090767i,0.00011761+8.6914e-05i,-0.00014641+2.436e-05i,0.00075498-0.0001673i,0.00061884+7.6382e-05i
-0.0035786+0.0010401i,-0.001577+0.0015037i,-0.00067778+0.0012559i,0.00021835+0.0010221i,0.0011842+0.0014192i,0.0011339+0.00030174i,0.00019723-0.00098207i,-0.00069428-0.00066475i,-0.00076517-0.00019343i,-0.00030678+2.1239e-05i,-0.00018818+8.0922e-05i,0.00018876-0.00019983i,0.00042416-0.00045085i,0.00031151-0.00090617i,-0.00013493-0.00079375i,-0.00057154-0.00072696i,0.00010634-0.00057176i,0.00048822-0.0002012i,0.00069028-0.00050327i,0.00094603-0.00093762i,0.00037119-0.00080794i,0.0002461+5.081e-05i,0.00064001+0.00056781i
