-0.0010191+0.00050353i,0.00019468+0.00063599i,0.00054125+0.00040729i,0.00060172+0.00019061i,-0.00010492+0.00020275i,-0.0010233+0.00034151i,-0.00089828+0.00052603i,-0.00051344+0.0010668i,-0.00011851+0.0011373i,-0.00018431+0.0010061i,2.6009e-05+0.00079562i,0.00046634+0.00012836i,-0.00013702-0.00091954i,-0.00047586-0.00093345i,0.00027939-0.00081342i,0.0011194+2.335e-05i,-1.5704e-05+0.00089159i,-0.0013812+5.1059e-06i,-0.00061723-0.00074906i,9.8441e-05-0.0011622i,5.3241e-08-0.00090155i,0.00037799-0.00071631i,0.00049505-0.00038715i
0.00096464+0.0011585i,0.0010651+0.0011945i,0.001426+0.00084584i,0.002437+0.00036693i,0.0022357+0.00025776i,0.00075408+0.00015181i,-0.00039945+0.00049546i,-0.00023889+0.0011336i,0.00057492+0.0013831i,0.00058983+0.0011772i,0.00051061+0.00087807i,0.00026545+0.00031573i,0.00028614+0.00034287i,0.00012768+0.001748i,9.8338e-05+0.0018626i,0.00034616+0.0011422i,0.00038569+0.0007973i,0.00057224+0.00025089i,0.00070228+0.00010442i,0.0001577+0.00017922i,-0.00048724-7.2046e-05i,0.00011063-0.00032136i,0.0011246+0.00021368i
0.001067+0.0017768i,0.0010513+0.00081478i,0.00076774+0.0015738i,0.00097198+0.0023497i,0.00053142+0.0020832i,0.00015924+0.0003701i,0.00023793-0.00088141i,0.00041502+0.00037743i,0.0012317+0.0017652i,0.0015195+0.0011236i,0.0010185+0.00036501i,0.0011446-0.00078204i,0.0015531-0.001152i,0.0016609-0.0010571i,0.0013232-0.00011263i,0.00072139+0.00072725i,0.00026249+0.0013575i,0.00017737+0.0015354i,0.00019018+0.0012505i,0.0003917+0.0010762i,0.00047907+0.00080783i,-0.00035053-0.00011519i,-0.00055038-0.0010935i
-0.00070181-0.00052721i,0.00024216+0.00024732i,0.0005449+0.0012923i,0.0012676+0.0016217i,0.0019803+0.0011672i,0.0019603+0.00021453i,0.00090076-0.00042236i,-0.00010111-0.00047857i,0.0004627+0.00029685i,0.0015161+0.00025576i,0.0014523-0.0013655i,0.00085348-0.0023349i,0.00074545-0.0015387i,0.00044263-0.0012877i,-0.00048231-0.0013915i,-8.7986e-06-0.00056494i,0.00047096-5.3351e-05i,6.2104e-07+0.00020358i,-0.00061792+0.00039603i,-0.00052197-0.00026528i,0.00063661-0.00085167i,0.00084018-0.00024946i,0.00078601-0.00017742i
-0.0016737+0.00058798i,-6.9296e-05+0.0009902i,0.00044558+0.0022308i,-7.7605e-05+0.0032331i,0.00047105+0.002132i,0.00029191-0.00082525i,0.00012128-0.0022689i,0.00052239-0.0013441i,0.00050009-0.0014004i,0.00014414-0.0014496i,5.9494e-05-0.00080792i,6.7688e-05-0.00049129i,-0.00096316-0.0010113i,-0.0018439-0.00082321i,-0.0013099+6.6102e-05i,-0.00092986+0.00061602i,-0.00092096+0.0012688i,-0.00020814+0.0012172i,0.00027286+0.0003882i,0.00012633+0.00061373i,0.00026788+0.00044747i,0.00034358-0.00057594i,0.00021611-0.00061972i
-0.00086385+0.00015306i,-0.0017412+0.00011268i,-0.0017921+0.000533i,-0.001142+0.001626i,0.00032531+0.001128i,0.0010422-0.00018779i,0.00019518-0.00016759i,-2.7982e-05-3.4686e-05i,6.2455e-05-0.00045799i,-0.00014213+8.0616e-05i,0.00014562+0.0013987i,7.5803e-05+0.0012762i,-0.001162+0.00087433i,-0.00078502+0.00099136i,0.00056654+0.00072162i,0.00045641+0.00061064i,0.00017777+0.001054i,0.00040793+0.0009894i,0.00068188+0.00028011i,0.00087404+0.00019714i,0.00032892-0.00021451i,-0.00018837-0.0011669i,-0.00037496-0.00071403i
0.00067945+0.0019799i,0.00043551+0.0019641i,-0.00032636+0.0023568i,-0.00049636+0.0019926i,-6.54e-05+0.0014417i,-6.3714e-05+8.3205e-05i,-0.00040322-0.00076621i,-0.00064542-0.00019544i,-0.00013715+0.00084083i,-2.8802e-06+0.0013541i,0.00038948+0.0011302i,9.6468e-05+0.0016503i,0.00021604+0.0027972i,0.0012614+0.0028944i,0.00073922+0.001829i,-0.00049361+0.00067262i,-0.00078435+9.5867e-06i,-0.00013418-0.0003811i,0.00026138-0.00067847i,0.00018518-0.00096098i,-0.0003834-0.00086985i,-0.0005875-0.00029291i,0.0001017-0.00040927i
-5.8673e-05-0.0012974i,4.7762e-05-0.00048706i,-0.00046235+0.00013925i,-0.00062377+0.00031225i,-4.654e-05-1.2254e-05i,0.0014376-0.00038082i,0.0015253-0.00029965i,0.00042679-0.00050454i,-0.00039336-0.00023168i,-0.00033569+0.0005236i,0.00052337+0.00087653i,0.001727+0.00076086i,0.0029732+0.00017016i,0.0024989+0.0004416i,0.00067812+0.00085092i,6.37e-05+0.00072084i,-0.00027081+0.00079479i,-0.00020603+0.0008936i,0.00026237+0.00080334i,0.00010927+0.00020255i,0.00023432-0.00033165i,-7.3314e-05-0.00018948i,-3.6993e-05+0.00031487i
0.00097274+0.0023911i,0.00071082+0.0018083i,0.0011737+0.00048733i,0.00052975+0.00061958i,-1.7487e-05+0.00073698i,-0.00029551-0.0004105i,-0.0010582-0.00025797i,-0.00079628+0.00075776i,0.00019487+0.0012802i,0.00071866+0.00028251i,0.0004526-0.00071484i,0.00034371-0.00084114i,0.00095909+1.8225e-05i,0.00083703+0.00079175i,0.0001654+0.0001755i,6.9237e-05+0.00031535i,5.0135e-05+0.0009745i,5.4697e-05+0.0012575i,0.00048846+0.0012316i,0.0004761+0.0012064i,-0.00019399+0.00083413i,-0.00058657+4.6772e-05i,0.00021188+4.9481e-05i
-0.00082386+0.0005355i,-0.001648+0.00087721i,-0.00087214+0.0012426i,0.00081506+0.0022949i,0.002286+0.0016799i,0.0026171+0.00013631i,0.0012521-0.00060215i,0.00083644-0.00080798i,0.0013468-0.0008949i,0.00096944-0.00065576i,0.00030782-0.00011947i,0.00013689-0.00066273i,-0.00053872-0.0018799i,-0.00073295-0.0011874i,-0.00043759-8.9347e-05i,-0.00050478+0.000203i,-0.00070151+0.0010064i,-3.0253e-05+0.0016893i,0.00097199+0.0011296i,0.00061987-4.9169e-05i,0.00027832-0.0011176i,0.00037878-0.0011916i,-0.00012846-0.00020513i
-0.00013795-0.00037679i,-0.00031685-0.00019223i,-0.0012255-2.5412e-06i,-0.00099706+0.00059172i,-0.00023109+0.0010298i,0.00060653+0.00014109i,0.0014575+9.7556e-05i,0.0018982+6.4709e-06i,0.0014883-0.0009121i,0.00039733-0.001179i,1.2826e-05-0.00055998i,-4.7092e-05-0.00035782i,-0.00054065-0.00014591i,-0.00081274+0.00039063i,-0.0011001+0.00063658i,-0.0013853+0.00092313i,-0.0012567+0.00093633i,-0.00046026+0.00047445i,0.0002247+0.00040283i,0.00011514+0.0011684i,-0.00026913+0.0006496i,0.00043485-0.00024779i,0.0010219-0.00034282i
-0.00090999+0.0019299i,-0.00063558+0.0014021i,-0.00035384+0.0008463i,-0.00049958+0.0022041i,-0.00027798+0.0023557i,0.00065899+0.0011336i,0.00057311+0.00064219i,-0.00019742-0.00067194i,0.00010431-0.0017859i,0.00039378-0.0010608i,1.3256e-05-0.00047209i,-0.00043562-0.00022024i,-0.001138+0.00036378i,-0.0016486+0.0010542i,-0.0010018+0.0019416i,0.00012967+0.0017688i,0.00027397+0.00062585i,0.0002835+0.00026274i,1.1806e-05+0.0002375i,-0.00035461-4.8378e-05i,-0.00019359-0.00062323i,-0.00026195-0.00080853i,-5.499e-05+0.00013906i
0.0002449-0.00012771i,0.00030549-7.266e-05i,-0.0001301+0.00072789i,-0.00026991+0.001433i,8.6354e-05+0.0021019i,0.00058342+0.00151i,0.0013438+7.5661e-05i,0.00091885-0.00016295i,0.00022645-4.4212e-05i,-5.2388e-05-0.00029074i,0.00035452-8.887e-05i,0.001034+0.0003803i,0.0011487+0.0016422i,0.00077267+0.0026446i,0.00053363+0.0016473i,0.00046433+0.00090801i,0.00056136+0.00030561i,0.00052068-0.00052858i,0.00055452-7.0305e-05i,0.0002301+0.0011286i,-2.4214e-05+0.00088637i,-5.1611e-05+0.00012857i,-0.00025188+8.1149e-05i
-0.00061512-0.00066265i,-0.00090079-0.00017556i,-0.0014981+0.00025739i,-0.0017244+0.00020731i,-0.00090198+0.00038567i,0.00033943-0.00035485i,0.0011244-0.00071598i,0.00087545+0.00069234i,-0.00020669+0.0016185i,-0.00046687+0.00073317i,9.8468e-05+1.8778e-05i,0.0014465+0.00020329i,0.0018232+0.00048297i,0.00108+0.00024595i,-1.5162e-05-0.00027916i,-0.00022516+0.00010996i,0.00041601+0.00090627i,0.00082194+0.00048732i,0.0010441+3.4671e-05i,0.00095148+0.00038654i,0.0002428+0.0004714i,0.00023172-2.0136e-05i,0.00054652-0.00068709i
0.00013212-0.00089887i,0.00072198-0.00061509i,0.0012399+0.0006566i,0.00026341+0.0014663i,-0.0014246+0.00089128i,-0.0010164+0.00021417i,-1.9956e-05+0.00051047i,0.00013944+0.0008863i,0.00016054+0.00057901i,0.00015506+0.00042911i,0.00036709+2.0496e-05i,0.00058108-0.00061645i,0.00039702-0.00082458i,0.00012402-0.00069975i,6.5432e-05-0.00017467i,-0.00043183+0.00081568i,-0.00077173+0.0010815i,-0.00059394+0.0010145i,9.1908e-05+0.00056209i,0.00011646-0.00038833i,-0.00013445-0.00057179i,0.0007376-0.00056144i,0.0010259-0.00017479i
0.00087991-0.00030828i,0.00048104-5.2693e-05i,2.6537e-05+0.00034762i,-0.00085436+0.00038889i,-0.00066426+0.00010264i,-0.00034806-0.0011826i,-0.00014632-0.0015697i,0.00071237-0.00060555i,0.001425-0.00010879i,0.0010172-2.9715e-05i,0.00024871-0.00017237i,0.0004923-8.1685e-05i,0.00087986-0.00050834i,-4.2116e-05-0.00084841i,-0.00050819+0.00012894i,0.00016066+0.00093005i,0.00014691+0.00099532i,-1.4211e-06+0.00066375i,8.8343e-05+0.0011077i,0.00010492+0.0007332i,0.0002323-0.00041367i,-0.00024534-0.0003331i,-0.00041187+0.00017304i
0.0012695-0.0010542i,0.00051267-0.0007068i,0.00049128+0.00018641i,0.00015931+0.0013837i,-0.00032135+0.0018148i,-0.00053056+0.0020025i,0.00015976+0.0013475i,0.0014529+0.0010917i,0.001795-3.1785e-05i,0.0011941-0.00094473i,0.00085271-0.00037923i,0.00063846-0.00022206i,0.00041215-0.00027175i,0.00056621+0.00023523i,0.00026728+0.00044421i,0.00025617+0.00041041i,0.00052586+0.0005727i,0.00027577+0.00053072i,-7.1357e-05+0.00077691i,-0.00011672+0.00051082i,-5.2274e-05+0.00053009i,-1.5823e-05+0.00072246i,0.00040411+0.00041426i
0.0008828-0.00063755i,0.00087877-7.7095e-05i,0.00011854-0.00018127i,-0.00078648-0.000127i,-0.00085432+0.00013012i,0.00042894-0.00053768i,0.0012693-0.00084765i,0.00070131-0.00030082i,0.00019292-0.00087154i,0.00025254-0.0012324i,0.00055431-0.0010839i,0.0010853-0.00058162i,0.00054766+0.00023062i,0.00038661+5.3533e-05i,0.00083849+3.9626e-05i,0.00077472+0.00093016i,0.00021755+0.0013325i,9.993e-05+0.0010315i,-8.9078e-05+0.00094106i,-0.0004047+0.00022074i,-0.0001704-0.00078216i,0.00023809-0.00053173i,-0.00049922+0.00022678i
0.00083224+1.4011e-05i,0.00018559+9.6181e-05i,0.00015881+0.00049194i,0.0002254+0.0019295i,0.00082608+0.0028901i,0.0013904+0.0019519i,0.00092042-8.6518e-05i,-2.7966e-05-0.00088037i,1.8385e-05-0.0012338i,-0.00043216-0.0016043i,-0.00071973-0.00073202i,0.00063917+0.00077622i,0.00079244+0.0011733i,-0.00026664+0.00090594i,-0.00041127+0.0010911i,3.9322e-05+0.00093843i,0.00017551+0.00046674i,0.00047644+8.9673e-05i,0.00067273+0.0004271i,0.00031217+0.0010843i,0.00071948+0.00080536i,0.0012058+0.00041559i,0.0011481+0.00046168i
-0.0013125+0.00055045i,-0.0015211+0.00083537i,-0.00053982+0.0014449i,5.314e-05+0.0018617i,0.00016735+0.0014879i,0.00091433+0.00047018i,0.0012013-0.00035366i,0.00065736-7.5462e-05i,2.9912e-05-6.1795e-05i,-0.00016951+0.00061375i,-6.3078e-05+0.00082248i,0.00036963+0.00023197i,0.00088423+4.643e-05i,0.00048906-0.00013983i,-0.00045665-3.0412e-05i,-0.00038852+0.00050416i,-0.00038707+0.000994i,-0.00012949+0.0008255i,0.00033582+0.00037808i,0.0013182+0.00029864i,0.0012245+0.00033455i,4.5634e-05-0.00011848i,5.2969e-05-0.00029426i
-0.00057372-0.00046013i,5.0639e-05+0.00035553i,-0.00093546+0.0010727i,-0.00090799+0.0015486i,0.00082721+0.0017581i,0.00046578+0.0011332i,-0.0011366-0.00010914i,-0.00086955-0.00071989i,0.00069264-0.00037178i,0.0013819+0.00052627i,0.00052755+0.0012832i,-0.00018884+0.00083471i,2.9891e-05-0.00034777i,0.00072715+6.8705e-05i,0.00069909+0.00066645i,9.3873e-05+0.0008362i,9.2799e-05+0.0011389i,0.00042164+0.0011026i,0.00048344+0.0012917i,0.00046389+0.0011107i,0.00025873+0.00013358i,0.00071323-0.00057584i,0.00062773-0.00032789i
0.00021318-6.5748e-05i,-0.00041125+0.0005996i,-0.0016658+0.001469i,-0.0025463+0.0028035i,-0.0014988+0.0027292i,-0.0010083+0.0010291i,-0.00056571-0.00056174i,0.00052942-0.00052056i,9.1787e-05+0.00044762i,-8.0116e-05+0.00094882i,0.00092836+0.00091047i,0.0011821+0.00073265i,0.00098829+0.00020826i,1.217e-05-0.00054696i,-0.0004603-9.1765e-05i,0.00032123+0.00039682i,0.0009416+0.00047948i,0.00089676+0.00059372i,0.00067183+0.0002272i,0.00015557-0.00018028i,8.2582e-05-0.00078951i,0.0002371-0.00099794i,0.000259-0.00083766i
0.00033408-0.00062422i,0.00066479-0.00063609i,0.00039143+0.0004893i,0.0003878+0.0018066i,0.0012024+0.0011681i,0.00066419+0.00026913i,-0.00023894-0.00022907i,-6.5346e-05-0.00052679i,0.00032139+0.00023408i,0.00025699+0.00071476i,0.00039781+0.00050344i,0.0010232+0.00072888i,0.00072674+0.0013758i,0.00036135+0.0015054i,-0.0001681+0.00078594i,-0.00021665+0.00046144i,0.0004443+0.00020512i,0.0010401-0.00018567i,0.00051316-0.00017636i,-0.00052968+0.00021685i,-0.000637+0.00021922i,1.0056e-05+0.00022078i,0.00011617+0.00057256i
-0.00019546-0.00014679i,-0.00055799+0.00034403i,-0.0013285+0.00067734i,-0.0017483+0.0012534i,-0.001869+0.0015753i,-0.00087904+0.00075089i,7.6791e-05+0.00051383i,0.00034988+0.00079212i,0.00063629+0.00027976i,0.00050999-0.00087176i,0.00094585-0.00099264i,0.0014074-0.00029252i,0.0016026-0.00034167i,0.00070658+4.861e-05i,-0.00036573+0.00049205i,-0.0006221+0.00093845i,-0.00098207+0.0014293i,-0.00084177+0.00092308i,-0.00049125+0.00068086i,-0.00065755+0.00065073i,-0.0011921+0.00044523i,-0.0010375+0.00054333i,7.2577e-05+0.0006616i
-0.0013778-6.4221e-05i,-0.0012866+0.00034663i,0.00067729+0.0013667i,0.0022443+0.0015914i,0.002912+0.00085299i,0.0023995-0.00023137i,0.00063433-0.00061566i,0.00022373-0.00045102i,0.0013333-4.8162e-05i,0.00094263-0.00015174i,1.7141e-05-0.0010841i,0.00062861-0.0013852i,0.00081655-0.00093601i,0.00014299-0.00046639i,-0.00047746+0.00050763i,-0.00070668+0.0010373i,-0.00061828+0.00070942i,-0.00040566+0.00063825i,0.00039349+0.00048289i,0.0008808+0.00035389i,0.00071998+0.00093086i,0.00070577+0.00067906i,0.00047979+0.0002224i
0.00012411+0.0011373i,0.00023884+0.0014846i,0.00011198+0.0018563i,-0.00045572+0.0018056i,0.00025856+0.00086552i,0.0014119+7.9851e-05i,0.00050834-0.00050608i,0.00041726-0.00074971i,0.00047934-0.00088438i,-0.00052969-0.00075009i,-0.00029525-0.00063912i,0.00061768-0.00080117i,0.00055498-0.00063197i,-0.00010297-0.00022459i,-0.00020386+0.00021529i,-0.00031031+0.00086554i,-3.3082e-05+0.0019259i,0.00097335+0.001629i,0.0011769+0.0009175i,0.00049888+0.0010333i,0.00056299+0.00055634i,0.00024333-0.00038069i,-7.281e-05-0.00039276i
-0.0010927-9.4515e-06i,0.00013425+0.00031471i,0.0011341+0.0018465i,0.0017181+0.0029938i,0.0018581+0.0021905i,0.0021632+0.0011065i,0.0021219+0.0011363i,0.001382+0.0013836i,0.00013039+0.00055593i,-0.00076786-0.0001124i,-0.0003943+1.6783e-05i,-0.00060471+0.0004702i,-0.0012904+0.0010686i,-0.00087855+0.0017409i,-0.00026465+0.0016301i,-0.00051718+0.00062432i,-0.00075215+0.00054028i,0.00026315+0.00097829i,0.0012371+0.00063617i,0.0011217-0.00030872i,0.0010479-0.00063683i,0.00068809-0.001004i,0.00073941-0.00060858i
0.001493-1.5306e-06i,0.0011934-9.4881e-05i,-0.00067671+9.9372e-05i,-0.0016045+0.00037149i,-0.00096782+0.00014553i,-0.00082578+0.00030829i,-0.00087711+0.00052133i,-0.0009851+0.00050712i,-0.00087462-0.00046194i,-8.0643e-05-0.00070016i,-0.00046493+0.0007816i,-0.00033804+0.0016258i,0.00055182+0.0019087i,1.3438e-05+0.0015555i,-0.00068636+0.00096928i,-0.00089948+0.0003671i,-0.00026461+8.8913e-05i,0.00027591+0.00062122i,-4.8881e-06+0.0003692i,-0.00056647-0.0002978i,-0.00077357-0.00040496i,-0.0005676-0.00032246i,-0.00034546+5.322e-05i
-0.00085539-0.00081138i,-0.00087275-0.00044853i,-0.0011672+0.0011754i,-0.0012243+0.0032801i,-0.00057847+0.0040574i,0.00029899+0.0023653i,0.00043928+0.00034152i,0.00016482-0.00039603i,-0.0002651-0.00023348i,-0.00010048+0.00055772i,0.0012027+0.0012223i,0.0022975+0.0010729i,0.0015367+0.00048617i,0.00057696+0.00023631i,0.00057592+0.00028107i,0.00047175+0.0004042i,0.00029436+0.00043238i,8.8255e-05+0.00035983i,-0.00030597+0.000145i,-0.00033757-0.0001346i,-0.00043554-0.00029833i,-0.00029512+5.292e-06i,0.00065121-0.00023905i
0.00051656+0.0021517i,-0.00027356+0.0010064i,-0.00016133+0.0008302i,0.0005718+0.00095681i,0.00164+0.0002635i,0.002083-0.00069497i,0.0010667-0.0007217i,0.00066061+0.00015465i,0.00094221+0.00055277i,0.001063+0.00046579i,0.0019494-0.0003526i,0.0021272-0.00079404i,0.0012813-0.00043391i,2.7554e-05+6.4581e-05i,-0.00025234+0.00051648i,-0.00034911+0.00061832i,-0.00056795+0.00039171i,-0.00043272+0.00066305i,-0.00028644+0.0010354i,-0.00034788+0.00065847i,-0.00014389+0.00066961i,0.00042542+0.0010028i,0.00062119+0.00093373i
-0.00039295+0.00087749i,-0.00069734+0.0016642i,-0.00027526+0.0028181i,0.001011+0.0026002i,0.0016142+0.0018192i,0.0016224+0.00012378i,0.0014446-0.00063533i,0.00074912+0.00050764i,4.5607e-05+0.00093316i,0.00027882-7.7891e-05i,0.0002571-0.0013085i,-0.00012017-0.0021978i,-0.00039731-0.0022657i,-0.00020836-0.0012254i,-0.00020885+0.00037185i,-0.00016562+0.0012115i,0.00079966+0.0013155i,0.0013305+0.0013989i,0.00042256+0.0011286i,-0.00068928+9.1197e-05i,-0.00044649-0.00024823i,0.00040913+0.00075825i,-4.7445e-05+0.00077226i
-0.00018294-3.0261e-05i,-0.00061195+0.00054557i,-0.0017349+0.00095744i,-0.00093002+0.0013955i,0.00085913+0.0008593i,0.0014123-0.00050808i,0.00085035-0.00061866i,0.00012058-7.4924e-05i,0.00051821-0.00042867i,0.0012028-0.0007087i,0.00036862-0.00061319i,-0.00036019-0.0010446i,-0.00094004-0.00020585i,-0.00092381+0.0010057i,-0.00082903+0.0006225i,-0.0011444+0.0008365i,-0.00074511+0.0016575i,2.7684e-06+0.0015629i,0.00017724+0.00074922i,-0.00024247-0.00020953i,-0.00016299-0.0011404i,0.00042247-0.00095513i,0.00020465-1.5101e-05i
0.00042154+0.0018742i,0.0012927+0.0011528i,0.0012813+0.0014271i,0.00081158+0.0021437i,0.00063815+0.0011028i,0.00090972-0.0015701i,0.00042748-0.0019419i,0.0005979-0.00085362i,0.00098611-0.000475i,0.0003455-0.00023068i,-0.00084504+0.00047012i,-0.0019601+0.00095304i,-0.0014651+0.00080574i,8.1428e-05+0.00074731i,0.00033723+0.00098558i,-0.0006381+0.0012945i,-0.00058552+0.0015457i,0.0011412+0.00088509i,0.0015076+3.2125e-05i,0.00051231-0.00033609i,0.00044007+1.941e-06i,0.00029479+0.00030208i,-0.00017847+0.00050917i
-0.00022001-0.0014896i,-0.00068133-0.0013789i,-0.0012702+0.00072209i,-0.00081354+0.002136i,-0.00050181+0.0019008i,-0.00074538+0.0011935i,-0.001213+0.00057237i,-0.00046656+0.00085064i,0.00063925+0.00043761i,0.00053217+0.00026375i,0.00066182+0.00098673i,0.00069994+0.0010578i,0.00069828+0.0016868i,0.0018795+0.0019593i,0.0021617+0.0011228i,0.00062732+0.00056505i,0.00024626+0.0011273i,0.00099131+0.00072532i,0.0011553-0.0003062i,0.0010024-0.0011636i,0.00094422-0.0013414i,0.00041726-0.00052898i,0.00072591-0.00035126i
0.00020529+0.0003179i,-0.00030766+0.0013386i,-0.00068441+0.0015866i,-1.2669e-05+0.0015085i,0.001651+0.0020625i,0.0024738+0.0010643i,0.0017133-0.00038138i,0.0008775-8.6976e-05i,0.0002303-0.00056561i,0.00040559-0.0013442i,0.0011829-0.00064795i,0.001669+0.00047486i,0.0018429+0.000314i,0.001342-0.00054837i,0.00092233-0.00095673i,0.00089997-0.00057345i,0.00045696+0.00019893i,0.00032887+0.00041653i,0.00035791-5.6286e-05i,8.3393e-05-0.00049712i,-0.00021149-0.00022617i,0.00023656-0.00041318i,0.00023132-0.0011019i
0.00075731-0.00049006i,0.0018503+0.00063443i,0.00032309+0.001391i,-0.00076167+0.0020073i,-0.00026812+0.00066933i,0.00064851-0.00093412i,0.0007796-0.0015632i,0.00067224-0.00081493i,0.00072862+0.00024524i,0.0010194+0.00025562i,0.0019955-0.00043295i,0.0028897-0.0010574i,0.0028528-0.0015735i,0.0020405-0.0013169i,0.00077113-0.00014692i,0.00047677+0.00055973i,-4.3772e-05+0.00035307i,-0.0003971+0.00025242i,-0.0008413+0.00013172i,-0.00071037-4.1658e-05i,0.00067147+0.00045132i,0.0015717+0.00081391i,0.0011614+1.7592e-05i
-0.00024928-0.0005802i,-0.00092905-0.0006403i,-0.0015957+0.00054081i,-0.0010481+0.00095123i,-0.00021861+0.00013906i,8.8537e-05-0.00096277i,-0.00050003-0.00080177i,-0.00040718-0.00020432i,0.00084975+0.00020591i,0.00085749+0.00025316i,0.00024992-0.00027403i,-9.7759e-05-0.0010495i,-0.00033055-0.0015057i,-0.00055941-0.00062857i,-0.00062648-0.00037879i,-6.1347e-05-0.00098525i,0.00028915-0.00031717i,0.00025894+0.0010635i,0.00014274+0.0011231i,-1.7773e-06+0.00027353i,8.387e-05+0.00010446i,1.3656e-05-4.4254e-05i,-0.00053666-0.00018383i
-0.00078547-4.6168e-05i,-0.0010268+0.00073243i,-0.0021205+0.00092642i,-0.0017877+0.0018904i,-0.00097621+0.0024364i,-0.00067916+0.0010877i,-0.00061202-0.00037143i,5.7331e-05-0.00010452i,0.00063156+0.00060119i,-0.00013343-0.00011372i,-0.00087984-0.00083301i,-0.0014887-0.0011135i,-0.0022886-0.0006555i,-0.0020184+0.00042303i,-0.0014808+0.0009777i,-0.00018585+0.0015414i,0.00061917+0.0019911i,0.0011267+0.0018232i,0.0013396+0.0017399i,0.0012634+0.0012067i,0.00092959+0.00069888i,0.00058826+0.00030503i,0.0012406+4.0664e-05i
0.0013205-0.00010015i,0.00056452+0.00017507i,0.00023831-0.001382i,-0.00066185-0.0021449i,-0.00079549-0.0014887i,-0.00019974-0.00061782i,0.00071118+6.3459e-05i,0.0014216+0.0005661i,0.0020944-0.00021874i,0.0019437-0.00068703i,0.0004325+0.00022086i,-0.00083594+0.0014755i,-0.0015871+0.0024842i,-0.00093453+0.0024434i,0.00022707+0.0018995i,0.00067098+0.0012177i,0.0015429+0.0013092i,0.0017272+0.0011583i,0.0012751+0.00024526i,0.0015439+0.00030051i,0.0016399+0.00074611i,0.0011379+0.00056774i,0.00085713+0.00035881i
-3.2259e-05-0.00094612i,-0.00043949-0.0002263i,-0.0011107+0.001544i,-0.0010743+0.0034342i,-4.1972e-05+0.0037382i,0.0011012+0.0023871i,0.0019081+0.00050452i,0.0023284-3.9433e-05i,0.0019551-0.00022943i,0.0011161-4.6922e-05i,0.00094324+0.0017706i,0.0011726+0.0035577i,0.0017601+0.0032888i,0.0015785+0.0018926i,0.0010938+0.0013496i,0.00092151+0.001593i,0.0010822+0.0019839i,0.0010533+0.0019781i,0.0011005+0.0014399i,0.0010048+0.00081798i,0.00028088-0.0002725i,0.00048551-0.00081785i,0.0010644-0.00086611i
0.0007047-0.0010497i,0.0016083-0.0010227i,0.0009222-0.00038103i,0.00040917+2.9015e-05i,0.00091795-0.00023455i,0.0012952-0.0011557i,0.000928-0.0011536i,0.0010355-0.00074315i,0.001452-0.00023196i,0.0014384+0.00022233i,0.0023618+0.00042835i,0.0023807+0.00043703i,0.0009016+0.00074946i,0.00016761+0.00078723i,0.00012746+0.00081116i,-7.8065e-05+0.00081765i,0.00027248-0.00013577i,6.912e-05-0.00097165i,-0.00039708-0.0008679i,-0.00053106-0.00088889i,-0.00055259-0.0014246i,-0.00014834-0.0011645i,0.00065511-0.00082209i
-0.0029125-0.0013735i,-0.0041446-6.1977e-05i,-0.0044678+0.0024181i,-0.0029637+0.0041225i,-0.0013524+0.003811i,-0.00020292+0.0016206i,-0.00083619-5.01e-05i,-0.001207-0.00060648i,-0.00033321-0.00088809i,-0.0002434-0.00088213i,0.00096828-0.00050626i,0.0022676-0.001533i,0.0016029-0.001952i,0.00086388-0.001175i,0.001253-0.00075448i,0.00095175-0.00010973i,0.00051551+0.00058142i,0.00015505+0.0013183i,-0.00057816+0.0014281i,-0.00042412+0.00095627i,-0.00011779+0.00023868i,-2.8012e-05-0.00013058i,0.00014435-6.3807e-05i
0.0016934-0.00042488i,0.0011933-0.00021488i,0.00023588-0.00036906i,-0.00049559-0.0009284i,-0.00041969-0.00079423i,-0.00018523+6.4169e-05i,-0.0001811-0.00061483i,-0.00010772-0.00085555i,-0.0004298-0.00060952i,-0.00039239-0.0012289i,0.00016483-0.0017678i,0.00011253-0.002112i,-0.00020237-0.0010855i,0.00026165+0.00024732i,0.00039842-0.00011003i,-0.00028566-0.00036255i,-0.00078335+3.3081e-05i,-0.00097364+0.000147i,-0.0013497+0.00021633i,-0.00078753+0.0005421i,0.00029736+0.00090865i,0.00029144+0.00057707i,0.00036163+0.00044311i
-0.00063946+0.00063619i,-0.00030025+0.00078362i,-0.00020851+0.0023166i,-0.00058841+0.0032788i,0.00072273+0.0033356i,0.0018694+0.0015766i,0.0013352+0.000264i,-0.00039733+0.00031547i,-0.0012429+3.2154e-05i,-0.0014145-0.00040616i,-0.0018165+0.00019526i,-0.0020196-3.6453e-05i,-0.0015719-0.00021063i,-0.00077325-3.8053e-05i,-0.00035707+7.2206e-05i,0.00055434+0.0008879i,0.0012458+0.0019i,0.0015952+0.0020531i,0.0013849+0.0014485i,0.0010247+0.0013518i,0.00075214+0.0011379i,0.00054375+0.00061132i,0.00076806-4.7419e-05i
