-0.00077987+0.00018792i,-2.2916e-05-0.00044392i,-0.00034446-0.00081877i,0.0001375-0.00096929i,-3.8468e-05-0.00042141i,-0.0014053-0.00019186i,-0.0018791-0.00029083i,-0.00061217+0.00060705i,0.00075553+0.00061456i,0.001205-0.00032402i,0.00087334-0.00050492i,0.00021761-0.00032552i,0.00074383-0.00022772i,0.00081172-0.00012912i,3.9067e-05-1.416e-05i,-0.00020116+8.2855e-05i,0.00027108-0.0002903i,0.00010558-0.00069701i,-0.0011485-0.0011151i,-0.00084673-0.00064655i,-9.9063e-06-0.00030079i,0.00012555-0.00023757i,0.00025735-0.00012341i
-0.048093-0.022056i,-0.15847-0.073399i,-0.36163-0.15568i,-0.55309-0.19982i,-0.51381-0.131i,-0.20259-0.029501i,0.096355-0.035465i,0.14009-0.079222i,0.044373-0.041001i,0.007804+0.009148i,0.013141+0.0037136i,0.0040225-0.0045024i,-0.0036979+0.0055449i,-0.0043235+0.011376i,-0.0056034+0.010026i,-0.0038744+0.0030492i,-0.0016227-0.010776i,-0.0051313-0.022848i,-0.011337-0.023202i,-0.014769-0.012807i,-0.01186-0.00053425i,-0.0048608+0.0052545i,0.003007+0.0023977i
0.050497+0.010698i,0.18043+0.025621i,0.42974+0.042143i,0.69904+0.032925i,0.75265+0.0053363i,0.52342+0.011562i,0.24809+0.051716i,0.10844+0.041623i,0.052506-0.020719i,0.019479-0.04087i,0.011116-0.020062i,0.010284-0.012828i,0.0021952-0.017181i,-0.0014573-0.014648i,0.0063759-0.0053256i,0.019054+0.0059684i,0.028697+0.021261i,0.032491+0.034906i,0.02781+0.033933i,0.019225+0.023973i,0.013803+0.013107i,0.0088043+0.0068513i,0.004427+0.0091748i
-0.052909+0.0023735i,-0.1797+0.018978i,-0.40043+0.064526i,-0.5917+0.11958i,-0.58545+0.095508i,-0.44725-0.032082i,-0.37181-0.12818i,-0.31359-0.079134i,-0.17647+0.014422i,-0.066253+0.02517i,-0.03724+0.0084297i,-0.023295+0.015078i,-0.0034824+0.021184i,0.0059488+0.020082i,0.0058731+0.013064i,-0.0024115-0.00018011i,-0.014713-0.011055i,-0.021558-0.013627i,-0.017971-0.0090264i,-0.0083557-0.0038963i,-0.001139-0.00075821i,0.0028636-0.0019685i,0.003283-0.010151i
0.049644-0.013821i,0.16185-0.070677i,0.33628-0.21064i,0.44763-0.40335i,0.37857-0.47555i,0.23189-0.30887i,0.19873-0.07168i,0.21331+0.016455i,0.13452-0.006831i,0.044549-0.012708i,0.016761-0.0095409i,0.0022538-0.016665i,-0.013618-0.012608i,-0.013853-0.0094544i,-0.0083719-0.014401i,-0.0037248-0.018292i,0.0076532-0.023896i,0.019497-0.030324i,0.022426-0.027339i,0.018002-0.019225i,0.0075023-0.014566i,-0.0054682-0.0098592i,-0.0117+2.3348e-05i
-0.047725+0.028168i,-0.14322+0.1158i,-0.28771+0.3059i,-0.37735+0.53816i,-0.31763+0.63115i,-0.16078+0.52201i,-0.038807+0.35936i,0.011973+0.22968i,0.031138+0.12194i,0.029735+0.057612i,0.020307+0.038667i,0.022545+0.030395i,0.027865+0.015207i,0.023905+0.0033822i,0.013278+0.0045547i,0.0022455+0.01425i,-0.01263+0.027246i,-0.0241+0.034459i,-0.025986+0.024968i,-0.024451+0.011967i,-0.01531+0.0067663i,-0.0025968+0.0026642i,0.0012675-0.0033992i
0.042522-0.036805i,0.11283-0.13468i,0.18144-0.31597i,0.15629-0.47198i,0.043417-0.45523i,-0.014079-0.35042i,0.0031168-0.34252i,-0.018627-0.34428i,-0.054062-0.22938i,-0.039981-0.10656i,-0.023741-0.054541i,-0.025764-0.026025i,-0.022829-0.0060248i,-0.02048-0.00083051i,-0.022388+0.0028949i,-0.020954+0.0075304i,-0.017342+0.0056503i,-0.015337-0.00036082i,-0.010854-0.0012933i,-0.00112+0.00067224i,0.0034263+0.0014504i,0.0028526+0.0051313i,0.0056033+0.0087005i
-0.028897+0.043069i,-0.061357+0.15629i,-0.037969+0.35693i,0.10871+0.51942i,0.27478+0.46206i,0.2595+0.22974i,0.09232+0.086455i,-0.0094922+0.10287i,-0.00089444+0.10433i,0.01529+0.044145i,0.014704+0.0046037i,0.01581-0.0085716i,0.010464-0.01508i,0.0033636-0.011876i,0.0063072-0.0089732i,0.016522-0.013365i,0.031913-0.015391i,0.041091-0.0084105i,0.031577+0.0021364i,0.015049+0.0086463i,0.0067436+0.0076948i,0.0048104+0.0015543i,0.0028473-0.0021674i
0.021696-0.047799i,0.034326-0.16782i,-0.0019315-0.35923i,-0.10935-0.48341i,-0.19945-0.3814i,-0.19583-0.11453i,-0.14129+0.078383i,-0.096521+0.10182i,-0.067321+0.063106i,-0.045465+0.04293i,-0.026377+0.034065i,-0.014126+0.021683i,-0.012516+0.012754i,-0.010398+0.012755i,-0.0017572+0.017764i,0.0048121+0.018242i,-4.0443e-05+0.011518i,-0.0040095+0.0060909i,0.0028677-0.00088895i,0.0060941-0.011243i,-0.00010131-0.013228i,-0.0057802-0.0095482i,-0.0047203-0.0092186i
-0.01172+0.051647i,-0.0032038+0.15511i,0.070017+0.27157i,0.18755+0.24553i,0.22684+0.048646i,0.15522-0.081167i,0.12117-0.028421i,0.17473+0.024239i,0.16846-0.0074875i,0.08239-0.024258i,0.027622-0.010378i,0.011622-0.006477i,0.0054246-0.0053167i,0.0065227+2.5178e-05i,0.0023342-0.0042569i,-0.015885-0.015392i,-0.034841-0.023903i,-0.039672-0.029305i,-0.032238-0.023662i,-0.020334-0.0080398i,-0.0096002+0.0027308i,-0.0036905+0.0077486i,-0.0033835+0.01162i
0.0019287-0.050985i,-0.038723-0.14729i,-0.1676-0.24828i,-0.33208-0.21973i,-0.34565-0.07177i,-0.16534-0.039792i,-0.021593-0.17677i,-0.050114-0.24354i,-0.088692-0.15078i,-0.035955-0.056474i,0.003854-0.03209i,-0.0011037-0.015107i,-0.0032604+0.0062715i,0.0024424+0.008768i,0.0087998+0.0043633i,0.018219+0.0084925i,0.029277+0.018484i,0.032763+0.021726i,0.02144+0.012187i,0.0069046+0.0024704i,0.0011196+0.00037424i,0.0016948+0.00016849i,0.0041478+0.00056701i
0.0068377+0.053097i,0.05506+0.14758i,0.15229+0.25201i,0.20064+0.25824i,0.092347+0.17162i,-0.058319+0.12801i,-0.083265+0.1424i,-0.035384+0.1069i,-0.016115+0.037917i,-0.017966+0.013214i,-0.011585+0.012336i,-0.0036598+0.0035887i,-0.00094324-0.0040176i,-0.0017239-0.0043571i,-0.0056105+0.0031896i,-0.0084238+0.017022i,-0.011305+0.031227i,-0.011092+0.041778i,-0.0032218+0.039826i,0.0054091+0.02492i,0.0096313+0.010185i,0.0099881+0.0033944i,0.0069005+0.0026997i
-0.013271-0.049929i,-0.066605-0.12046i,-0.1432-0.15568i,-0.12834-0.055449i,0.0062742+0.11245i,0.047152+0.16902i,-0.096733+0.15815i,-0.19366+0.20186i,-0.12544+0.19649i,-0.052178+0.093579i,-0.042483+0.024495i,-0.027512+0.017797i,-0.0021227+0.011337i,0.0024809-0.00202i,-0.0031808-0.010435i,-0.00075959-0.024144i,0.0046859-0.047086i,0.0047118-0.06002i,-0.0021553-0.047751i,-0.0071712-0.024574i,-0.0067611-0.011146i,-0.0067596-0.0094635i,-0.0074097-0.010414i
0.025606+0.042127i,0.10491+0.10329i,0.23666+0.1375i,0.30995+0.080343i,0.26398-0.013342i,0.24993-0.053873i,0.3393-0.094388i,0.35609-0.15404i,0.22875-0.13772i,0.11341-0.060389i,0.068877-0.020606i,0.034027-0.016095i,0.0090404-0.010472i,0.0064195-0.0044447i,0.0091298-0.0025504i,0.0090715-0.0004578i,0.01227+0.0072926i,0.017191+0.011306i,0.015476+0.0040278i,0.0066079-0.0060667i,-0.0053493-0.011455i,-0.016793-0.012002i,-0.020683-0.010055i
-0.032788-0.040843i,-0.11387-0.10412i,-0.21906-0.18009i,-0.21498-0.25416i,-0.064211-0.3162i,0.0386-0.28781i,0.032172-0.14085i,0.042833-0.019542i,0.051924-0.0042561i,0.01227-0.0053073i,-0.011334+0.017363i,-0.0024643+0.018104i,-0.0081798+0.0020258i,-0.024159+0.002728i,-0.026999+0.015074i,-0.025297+0.020475i,-0.037473+0.018983i,-0.049895+0.01562i,-0.038443+0.012726i,-0.014106+0.010873i,0.0071811+0.012128i,0.024438+0.013367i,0.031659+0.0089275i
0.034139+0.032376i,0.11707+0.069621i,0.20331+0.089331i,0.1487+0.0826i,-0.07269+0.074386i,-0.2659+0.033364i,-0.34503-0.059823i,-0.34925-0.11153i,-0.24978-0.082399i,-0.11206-0.054611i,-0.040494-0.047738i,-0.018515-0.030794i,-0.0036851-0.013528i,0.0062184-0.01075i,0.006317-0.015202i,0.0074106-0.01478i,0.021239-0.011878i,0.036522-0.0087795i,0.034017-0.0020867i,0.018048+0.0061773i,0.0020819+0.011605i,-0.008137+0.014815i,-0.0097584+0.016759i
-0.046093-0.024389i,-0.14952-0.041327i,-0.30886-0.031477i,-0.40834+0.0022451i,-0.35608+0.025368i,-0.19931+0.046447i,-0.03594+0.0863i,0.045809+0.097478i,0.024897+0.070356i,-0.00056419+0.057529i,0.011351+0.045198i,0.012198+0.024632i,-0.0011219+0.02764i,-0.0012542+0.040179i,0.014487+0.036138i,0.025996+0.02197i,0.019788+0.016283i,0.010451+0.019006i,0.0072135+0.013747i,0.0064553+0.0010204i,0.0097237-0.0089921i,0.012909-0.016647i,0.0095538-0.019354i
0.04947+0.023734i,0.15553+0.039782i,0.31541+0.064937i,0.43204+0.13995i,0.44151+0.26439i,0.39783+0.32736i,0.34237+0.27769i,0.2702+0.19184i,0.19125+0.10763i,0.10933+0.028755i,0.038551-0.015245i,0.0033122-0.023786i,-0.0024442-0.030053i,-0.0038824-0.038586i,-0.015161-0.03394i,-0.030551-0.02159i,-0.040083-0.016259i,-0.043328-0.017267i,-0.040177-0.013339i,-0.03337-0.0019069i,-0.027264+0.0079626i,-0.022801+0.010551i,-0.017991+0.0075354i
-0.051039-0.0053788i,-0.14287+0.0040911i,-0.24404+0.053805i,-0.2447+0.090168i,-0.14625+0.034567i,-0.093641-0.081489i,-0.12693-0.16082i,-0.14223-0.14261i,-0.088776-0.052604i,-0.024997+0.0025762i,-0.0033899+0.0050806i,0.0034653+0.014483i,0.02399+0.029104i,0.035699+0.029164i,0.030626+0.013461i,0.018331-0.0053333i,0.0096467-0.014675i,0.0064341-0.02034i,0.0012246-0.026889i,-0.0048503-0.031389i,-0.0090528-0.032084i,-0.013687-0.023683i,-0.014133-0.0090934i
0.05169+0.00019661i,0.15527-0.037752i,0.30041-0.14134i,0.38219-0.27947i,0.32424-0.36248i,0.19189-0.34867i,0.076844-0.29592i,0.011711-0.26601i,-0.02648-0.23829i,-0.052901-0.16484i,-0.050895-0.076251i,-0.043634-0.032386i,-0.053979-0.021161i,-0.059506-0.0081138i,-0.044533+0.018031i,-0.0077615+0.045273i,0.032735+0.056592i,0.053559+0.054761i,0.055092+0.046681i,0.049072+0.035058i,0.042576+0.025328i,0.037252+0.016007i,0.02941+0.0052356i
-0.052123+0.006854i,-0.14794+0.041689i,-0.2745+0.098496i,-0.33894+0.13109i,-0.28223+0.14746i,-0.16988+0.21837i,-0.043622+0.33066i,0.057237+0.35795i,0.078553+0.26313i,0.060157+0.15422i,0.048656+0.088985i,0.046815+0.041799i,0.043569+0.0030823i,0.031229-0.016917i,0.015036-0.023782i,-0.0045747-0.025306i,-0.026105-0.020337i,-0.033852-0.013964i,-0.02529-0.0091718i,-0.015485-0.0047567i,-0.012919+0.00092225i,-0.012191+0.0062581i,-0.0082279+0.0054255i
0.049502-0.010514i,0.11993-0.061335i,0.15699-0.14295i,0.052785-0.16911i,-0.14244-0.10387i,-0.23187-0.053971i,-0.21152-0.075663i,-0.2161-0.08454i,-0.2101-0.027066i,-0.1357+0.018157i,-0.065863+0.0069058i,-0.039909-0.0024614i,-0.024769+0.0054789i,-0.0070654+0.0032394i,0.0067828-0.0066461i,0.014156-0.021657i,0.010999-0.039132i,-0.00019155-0.042432i,-0.0076849-0.03022i,-0.0041245-0.016504i,0.0067394-0.013792i,0.01136-0.018462i,0.0054209-0.017565i
-0.048364+0.024175i,-0.12238+0.08825i,-0.17756+0.19056i,-0.11807+0.22902i,0.05014+0.12591i,0.18582-0.035887i,0.21496-0.14426i,0.21369-0.15051i,0.20565-0.099916i,0.14592-0.062828i,0.074989-0.033043i,0.041458-0.0043043i,0.024228+0.011187i,0.0090537+0.019142i,0.00060584+0.014087i,-0.014569+0.0073255i,-0.028334+0.015751i,-0.028579+0.021228i,-0.024524+0.014729i,-0.021741+0.0099755i,-0.020242+0.011243i,-0.020433+0.01148i,-0.021403+0.0091881i
0.044275-0.023166i,0.11965-0.077528i,0.2197-0.10613i,0.28995-0.0013737i,0.26249+0.20283i,0.15174+0.30697i,0.020049+0.28544i,-0.058056+0.23579i,-0.056061+0.14295i,-0.042511+0.035796i,-0.047176-0.011555i,-0.044112-0.017469i,-0.036035-0.017281i,-0.034935-0.0079156i,-0.032336+0.012529i,-0.015014+0.026507i,0.0038029+0.025091i,0.0089213+0.021132i,0.0085157+0.017648i,0.0036784+0.0074979i,-0.0049703-0.0032319i,-0.0061596-0.0042451i,0.0025444-0.001603i
-0.041295+0.037191i,-0.091874+0.097245i,-0.13131+0.12241i,-0.12708-0.01563i,-0.086461-0.24386i,-0.051848-0.29747i,0.012866-0.17278i,0.099045-0.11812i,0.10726-0.12738i,0.076084-0.072412i,0.07813-0.017888i,0.071178-0.0061456i,0.047667+0.013584i,0.042808+0.02686i,0.045156+0.012236i,0.042508-0.00639i,0.041502-0.019863i,0.043519-0.028644i,0.036726-0.025478i,0.024991-0.015906i,0.019418-0.0076088i,0.016001+9.5264e-05i,0.013327+0.008282i
0.038592-0.034971i,0.10253-0.11049i,0.19765-0.17384i,0.31186-0.12738i,0.38469-0.018165i,0.3173-0.0021431i,0.14178-0.067868i,-0.012481-0.059358i,-0.075794+0.017797i,-0.070381+0.03879i,-0.066159+0.016154i,-0.064771+0.0052431i,-0.050427-0.0079779i,-0.042936-0.013533i,-0.033084+0.0097966i,-0.014481+0.032308i,-0.0056561+0.04302i,-0.0067814+0.04249i,-0.0053514+0.022903i,-0.0023191+0.0041469i,0.00055+0.0016128i,0.0062208-0.00043873i,0.0075509-0.012473i
-0.035093+0.039859i,-0.10093+0.11136i,-0.25134+0.16376i,-0.5184+0.13262i,-0.74388+0.080996i,-0.64625+0.07995i,-0.3165+0.025067i,-0.1125-0.080909i,-0.043604-0.087595i,0.02989-0.03822i,0.059217-0.032763i,0.034801-0.029326i,0.028535-0.0089273i,0.039257-0.012011i,0.028275-0.043372i,-0.010348-0.067169i,-0.043838-0.064784i,-0.047348-0.046705i,-0.032812-0.024629i,-0.01931-0.0074176i,-0.010472+0.0017764i,-0.0035493+0.0074336i,-0.00034906+0.012434i
0.029217-0.04134i,0.073171-0.11604i,0.1657-0.17872i,0.30971-0.15928i,0.3857-0.083219i,0.27525-0.00011478i,0.074089+0.1615i,-0.0066686+0.31292i,-0.0049446+0.26945i,-0.052705+0.15559i,-0.066857+0.11003i,-0.026584+0.066584i,-0.021351+0.016801i,-0.041558+0.012723i,-0.034052+0.04241i,0.0052201+0.063428i,0.039973+0.056671i,0.044006+0.041782i,0.028403+0.033595i,0.01259+0.022928i,0.0019654+0.00094979i,-0.008797-0.020079i,-0.015057-0.025276i
-0.023742+0.049827i,-0.069271+0.13334i,-0.16424+0.23849i,-0.2773+0.33032i,-0.24483+0.38298i,-0.037503+0.29231i,0.10306+0.031328i,0.054652-0.17448i,-0.029893-0.19016i,-0.036857-0.13752i,-0.024227-0.089947i,-0.021692-0.032573i,-0.0073716+0.0048915i,0.011096+0.00030487i,0.012188-0.02115i,-0.0035548-0.025618i,-0.0074687-0.01324i,0.0058709-0.0044606i,0.015401-0.0015006i,0.018482+0.00076175i,0.01896+0.0040389i,0.014343+0.012149i,0.0055483+0.024601i
0.019937-0.045536i,0.065746-0.12367i,0.18429-0.21067i,0.36995-0.30401i,0.43809-0.42236i,0.27081-0.44437i,0.13289-0.29254i,0.16488-0.15852i,0.15757-0.12181i,0.070716-0.072573i,0.025702-0.016246i,0.023624-0.0074101i,0.016721-0.016086i,-1.1289e-05-0.0082622i,-0.010775+0.0097838i,-0.013391+0.017619i,-0.031643+0.010684i,-0.060067+0.00059249i,-0.061529-0.0055998i,-0.040409-0.0072551i,-0.026566-0.0073576i,-0.019727-0.011427i,-0.0086327-0.019652i
-0.016331+0.047366i,-0.041093+0.11061i,-0.098368+0.14762i,-0.17904+0.096754i,-0.18256+0.006231i,-0.10674-0.0090384i,-0.12189+0.041728i,-0.16747+0.11864i,-0.066242+0.15275i,0.050108+0.07995i,0.041429+0.0044809i,-0.0036163+0.0037927i,-0.0065514+0.026441i,0.016287+0.024234i,0.034221-0.0048588i,0.034889-0.042571i,0.030646-0.071046i,0.029394-0.078517i,0.016852-0.066101i,-0.00023906-0.044744i,-0.0051136-0.017493i,-0.0039334+0.0050684i,-0.0072273+0.015565i
0.011263-0.0435i,0.048001-0.10724i,0.15326-0.16161i,0.28154-0.1453i,0.24296-0.024335i,0.039063+0.11617i,-0.07835+0.17545i,-0.068724+0.14168i,-0.060925+0.098399i,-0.045443+0.090706i,-0.0053412+0.060442i,0.019739+0.0074995i,0.013057-0.026939i,-0.022129-0.022578i,-0.047513+0.016491i,-0.035799+0.057865i,-0.0053154+0.082787i,0.021233+0.08472i,0.029263+0.05994i,0.019379+0.033995i,0.014914+0.022046i,0.024702+0.0080056i,0.031397-0.013375i
-0.0047494+0.043671i,-0.029919+0.095377i,-0.14831+0.13502i,-0.35722+0.17303i,-0.41692+0.21736i,-0.17363+0.17292i,0.10883+0.021319i,0.15662-0.068594i,0.089472-0.049497i,0.060947-0.052446i,0.028248-0.079972i,-0.019469-0.053795i,-0.028019-0.0060008i,-0.0023495+0.0028999i,0.018968-0.021262i,0.018099-0.045188i,0.00087304-0.045348i,-0.0095682-0.025044i,-0.00038811-0.0017436i,0.011078+0.0086926i,0.0025824+0.0024447i,-0.020501+0.0043286i,-0.027671+0.017915i
-0.0016515-0.039557i,0.016523-0.065847i,0.13233-0.040106i,0.37643+0.01885i,0.52985+0.021872i,0.38899-0.019596i,0.13857-0.022898i,0.022058-0.015937i,-0.01646-0.024431i,-0.035178+0.028246i,0.000954+0.090222i,0.034261+0.074189i,0.014445+0.039757i,-0.011132+0.037522i,-0.015195+0.049211i,-0.0084786+0.059427i,0.00027438+0.05071i,0.0014677+0.022996i,-0.0037025-0.0001727i,-0.0045747-0.0054223i,0.0066106-0.001736i,0.023533-0.00876i,0.028644-0.017367i
0.0071149+0.030654i,0.0014321+0.050254i,-0.0978+0.045263i,-0.32106+0.080804i,-0.46646+0.18389i,-0.37745+0.20157i,-0.2014+0.097723i,-0.10418+0.013836i,-0.078888-0.0016417i,-0.085322-0.010551i,-0.093864-0.012758i,-0.069872+0.00064741i,-0.019377+0.002989i,0.024428-0.01422i,0.030355-0.041288i,0.0082954-0.050155i,-0.0049775-0.028907i,0.0011209-0.0055586i,0.0092963-0.0022309i,0.0030914-0.0080433i,-0.01036-0.0044597i,-0.013272+0.0088672i,-0.0083364+0.019368i
-0.0143-0.01302i,-0.04283-0.0050716i,-0.030515+0.027806i,0.06234-0.083583i,0.10336-0.42433i,0.011881-0.6205i,-0.053402-0.48378i,-0.042425-0.33243i,-0.049037-0.27579i,-0.0445-0.17976i,0.0014969-0.088323i,0.019338-0.046786i,0.0091984-0.0021112i,0.0094214+0.040377i,0.025103+0.059297i,0.037056+0.047789i,0.024924+0.025849i,0.0059843+0.028003i,0.0008955+0.041445i,0.00031504+0.033326i,-0.0072331+0.01237i,-0.019279+0.0049932i,-0.028625+0.0055107i
0.025432+0.013053i,0.079388-0.031711i,0.14163-0.14686i,0.15451-0.19429i,0.20735-0.027516i,0.38263+0.1398i,0.48502+0.10211i,0.43833+0.027627i,0.36009+0.0079057i,0.24387-0.035623i,0.099719-0.063108i,0.015399-0.055612i,-0.023161-0.068754i,-0.061221-0.083237i,-0.077438-0.067249i,-0.058587-0.047948i,-0.040207-0.059194i,-0.046583-0.083645i,-0.062921-0.077115i,-0.055757-0.048546i,-0.027103-0.040939i,-0.011528-0.054302i,-0.0072646-0.057945i
-0.033419-0.0013053i,-0.11739+0.06883i,-0.21731+0.26028i,-0.21015+0.46362i,-0.1185+0.47852i,-0.15462+0.38637i,-0.3151+0.42317i,-0.35377+0.55714i,-0.18668+0.54342i,-0.035449+0.31775i,-0.036523+0.12558i,-0.051081+0.088869i,-0.0071627+0.079174i,0.025659+0.054338i,0.03909+0.049069i,0.042476+0.05392i,0.0469+0.067912i,0.065758+0.071581i,0.079438+0.037641i,0.067569-0.0011618i,0.035269-0.0044169i,0.0095296+0.013491i,-0.0045516+0.019751i
0.063073-0.0057043i,0.21485-0.11087i,0.42679-0.35275i,0.54061-0.5404i,0.50797-0.38655i,0.42174-0.11196i,0.28596-0.11572i,0.05672-0.25311i,-0.14856-0.21055i,-0.13448-0.059596i,-0.0014861-0.023125i,0.031174-0.06168i,-0.0050711-0.040926i,-0.020755-0.006394i,-0.04417-0.010358i,-0.075147-0.021104i,-0.096595-0.028668i,-0.10143-0.024695i,-0.07165-0.0082797i,-0.025954-0.0014568i,0.0056008-0.0045635i,0.01692-0.0067695i,0.019609-0.006552i
-0.075247+0.031485i,-0.2391+0.15209i,-0.45857+0.45436i,-0.48463+0.80558i,-0.21919+0.88103i,0.087596+0.63101i,0.27389+0.32315i,0.35788+0.13872i,0.31046+0.053534i,0.18217+0.044804i,0.09886+0.067105i,0.061782+0.045228i,0.014634+0.016964i,-0.010912+0.026787i,0.015769+0.033107i,0.063887+0.014478i,0.10703-0.0030789i,0.12031-0.0081676i,0.088286-0.0050184i,0.045158+0.0068966i,0.029205+0.010194i,0.029239-0.0074216i,0.022646-0.028012i
0.082958-0.018121i,0.26459-0.13547i,0.46488-0.45196i,0.27109-0.80395i,-0.40179-0.74308i,-0.85315-0.28078i,-0.73603+0.044245i,-0.54343+0.028887i,-0.47407+0.00025305i,-0.3059+0.057776i,-0.12285+0.035208i,-0.045743-0.012801i,0.001758-0.033345i,0.017783-0.066975i,-0.02192-0.073794i,-0.060706-0.031995i,-0.065062+0.014696i,-0.052269+0.030049i,-0.038538+0.020296i,-0.024732+0.013545i,-0.0088137+0.015181i,0.01182+0.023268i,0.036897+0.032301i
-0.11788+0.0052445i,-0.35026+0.092286i,-0.64417+0.28276i,-0.67769+0.36595i,-0.40355+0.065096i,-0.25887-0.35038i,-0.26749-0.42086i,-0.11835-0.33366i,0.040044-0.36504i,-0.0094739-0.32226i,-0.067937-0.1387i,-0.033125-0.015633i,-0.016267+0.036686i,-0.00051072+0.093603i,0.052396+0.097906i,0.071948+0.043821i,0.027397+0.0086184i,-0.022752+0.0040633i,-0.033577+0.017322i,-0.010222+0.036856i,0.015323+0.03693i,0.015514+0.021496i,-0.004535+0.014329i
0.13853+0.0033572i,0.41491-0.028706i,0.82336-0.12556i,1.0119-0.24941i,0.75342-0.24392i,0.46478-0.057476i,0.47615+0.14151i,0.55904+0.22834i,0.48937+0.19642i,0.30272+0.067305i,0.10936-0.029303i,0.0073049-0.030514i,-0.025119-0.040667i,-0.067806-0.053321i,-0.083846-0.019955i,-0.052807+0.0041294i,-0.0087671+0.0042951i,0.041971+0.0045907i,0.062911-0.0038793i,0.031132-0.0083495i,-0.0085406+0.01423i,-0.020107+0.037378i,-0.015384+0.034851i
-0.13692-0.021267i,-0.39069-0.043991i,-0.65533-0.0090295i,-0.48537+0.021496i,0.13407-0.13121i,0.38787-0.3643i,-0.0071187-0.34182i,-0.4088-0.086259i,-0.44728+0.0918i,-0.26628+0.11111i,-0.076604+0.055237i,0.0046923+0.0066642i,0.048671+0.012066i,0.093215-0.009098i,0.077299-0.044723i,0.039861-0.02411i,0.021078+0.024649i,0.01017+0.047793i,-0.0014961+0.025025i,-0.02298-0.0022149i,-0.031793-0.0054968i,-0.019085+0.00012615i,-0.0038201+0.0017885i
0.14284+0.044774i,0.42261+0.15072i,0.81632+0.40734i,1.0549+0.8276i,0.97835+1.1183i,0.79245+0.84747i,0.56176+0.16107i,0.305-0.30604i,0.17657-0.37334i,0.1059-0.24232i,0.043904-0.07734i,0.013397+0.0090354i,-0.033524+0.045015i,-0.050486+0.076476i,-0.03298+0.06376i,-0.047007+0.022016i,-0.097029-0.0096911i,-0.13697-0.0050229i,-0.11304+0.019625i,-0.066492+0.0039945i,-0.065463-0.037625i,-0.083218-0.049007i,-0.078999-0.031935i
-0.03385-0.063545i,-0.25129-0.22619i,-0.77221-0.53864i,-1.4136-0.79924i,-1.5888-0.72644i,-1.0831-0.4033i,-0.37259-0.12864i,0.057519-0.01215i,0.18387-0.0070343i,0.13654-0.057324i,0.027229-0.054321i,-0.013299-0.0053273i,-0.027847-0.020934i,-0.068131-0.040167i,-0.058103-0.022578i,-0.031421-0.022777i,-0.027356-0.041988i,-0.010621-0.070627i,0.00090867-0.081375i,0.0029509-0.048664i,0.0095393+0.0052138i,0.0062505+0.039525i,-0.006977+0.048459i
0.055944+0.14374i,0.22909+0.34662i,0.59133+0.60603i,1.0494+0.69282i,1.2729+0.52397i,1.1255+0.33816i,0.79455+0.29451i,0.49368+0.3572i,0.3363+0.41662i,0.31935+0.30504i,0.2376+0.07663i,0.070681-0.018608i,0.016745-0.0058975i,0.025084-0.0056187i,0.039212+0.017666i,0.10015+0.0062166i,0.11591-0.046378i,0.068969-0.030602i,0.045301+0.0078273i,0.038065-0.019484i,0.012903-0.082002i,-0.0080338-0.13032i,-0.026317-0.1508i
-0.12815+0.09088i,-0.23068+0.036397i,-0.3754-0.071801i,-0.45247+0.037231i,-0.24022+0.4346i,0.10068+0.56587i,0.090455+0.25949i,-0.16798+0.045476i,-0.25495+0.022496i,-0.22551-0.0054513i,-0.21275+0.0048727i,-0.15912+0.035731i,-0.073949+0.046139i,-0.0026128+0.038864i,0.010472+0.025544i,-0.016369+0.045413i,-0.022372+0.074882i,-0.0028647+0.074218i,0.032976+0.049705i,0.070279+0.011511i,0.083103-0.0149i,0.078567-0.0031776i,0.083941+0.011157i
-2.143+4.7455i,-2.3366+2.9577i,0.42129+3.3277i,2.6678+2.0178i,3.1484-0.14607i,1.7695-2.1343i,-0.24863-1.9464i,-0.88017-0.29784i,-0.010661+0.95159i,1.09+0.93556i,1.1412+0.15324i,0.41608-0.31611i,-0.39677-0.20961i,-0.9814+0.32713i,-0.90527+0.76875i,-0.47222+0.70607i,-0.19396+0.31604i,-0.21712-0.10794i,-0.42521-0.2999i,-0.48465-0.22254i,-0.30173-0.12703i,-0.096819-0.083915i,0.012624-0.040374i
-0.094571+0.17356i,-0.094702+0.27352i,-0.016317+0.1968i,-0.034146-0.11425i,-0.14073-0.27184i,-0.052903-0.06837i,0.22785+0.1459i,0.37166+0.1919i,0.31607+0.20215i,0.21742+0.14671i,0.093355+0.046524i,-0.0013805+0.02412i,-0.010674+0.021058i,0.0059112+0.015137i,0.050163+0.021327i,0.098752-0.014428i,0.10448-0.048873i,0.097823-0.018878i,0.09699+0.021149i,0.078462+0.015089i,0.034048-0.010628i,-0.0070603-0.028784i,-0.031404-0.040628i
