-0.0013109+0.00054096i,-0.00056675-0.00066308i,-0.00027194-0.0010377i,-0.0014935-0.00067843i,-0.001838+0.00018498i,-0.0010215+0.00031752i,0.00043842+0.00052199i,0.0020561+0.0016726i,0.0013667+0.0014348i,7.5168e-05+0.00089933i,-8.892e-05+0.0010278i,-9.5914e-05+0.00044292i,-0.001119+0.00015315i,-0.0015026+0.00041664i,-0.00065124+0.00064535i,-0.00073704+0.00069165i,-0.00029894+0.00021644i,0.00022736-9.642e-05i,-0.0004231-0.00039428i,-0.00084303-0.00053224i,-0.00044311-0.00048997i,0.00034872-0.0005703i,0.00050468+8.5628e-06i
-0.0024398-0.00050134i,-0.0026019-0.00086246i,-0.0038539-0.00085581i,-0.0031457-0.00023129i,-0.0011579+0.00011526i,0.00038336-0.00013836i,0.00084483-0.0012721i,0.00030691-0.0012192i,-0.00041479-0.00023368i,-0.00047154+0.00010939i,0.00015016+0.00030067i,-1.4744e-06+0.00068381i,-0.000848+0.00098374i,-0.00039434+0.0015239i,-4.0462e-05+0.00081262i,-0.00081831-0.00024315i,-0.00067317+0.00044464i,0.0001061+0.00031908i,0.00057931-0.00061394i,0.00054085-0.00081984i,0.00028259-0.00035392i,-0.00067097-0.00029007i,-0.0014712-0.00064688i
0.0016536-0.0017834i,0.0010052-0.0015091i,7.584e-05-0.00092701i,-0.00080731-0.0014985i,-0.0015987-0.0018887i,-0.0019795-0.00094104i,-0.0015027-0.00038473i,-0.0011458-0.00026301i,-0.0010134-0.0010246i,-0.0013909-0.0010378i,-0.00091155-0.00023594i,-0.00013666+0.00018923i,-0.00025999+0.0012945i,-0.00087412+0.0019672i,-0.00022184+0.0013203i,0.00048703+5.7826e-05i,0.000464-0.00049723i,0.00055231+0.0002964i,0.00093547+0.00068716i,0.00043122-2.9369e-05i,-0.00049449+6.7133e-06i,-0.00055159+0.00083723i,-0.00034713+0.00085805i
0.00083232+0.00046885i,0.00049581-0.00047333i,0.00017143-0.00073587i,-0.0001795-0.00062663i,0.00016001-0.00097663i,0.00064025-0.0013742i,0.0011758-0.0017326i,0.0009237-0.0013482i,0.00028041-0.00061163i,0.00052829-0.00085429i,0.00077409-0.0017869i,-1.872e-05-0.0010939i,-0.00064102+0.00065273i,-0.00065858+0.0014401i,-0.00087348+0.00046414i,-0.00025576-0.0004644i,0.00038383+0.00016482i,0.0003091-0.00071363i,0.00061078-0.0013331i,0.00060905-0.00087574i,-0.0002506-0.00065825i,-0.00043814-0.00049515i,3.9762e-05-0.00083063i
-0.00079149-0.00043442i,-0.00062931-0.0013047i,-0.00060449-0.00085443i,-0.0011077+0.00058475i,-0.0016298+0.00090043i,-0.0015973+0.00078398i,-0.0010775-0.00017509i,-0.00098774-0.0011065i,-0.0017118-0.00050016i,-0.0013794-0.0004843i,-0.0002537-0.00085529i,-0.00071394-0.00020192i,-0.0011002+0.00087126i,-0.00027772+0.0013297i,0.00041836+0.0013587i,0.0008163+0.0010694i,0.00063462+0.00085625i,3.5675e-05+0.00014151i,0.00040092-0.0010049i,0.0011604-0.0010269i,0.00077389-5.799e-05i,-0.00016299+0.00049833i,-6.1161e-05+0.0009681i
0.0018691+0.0012322i,0.0020777+0.00055346i,0.0034839+0.00011305i,0.0029865-0.00096354i,0.0010609-0.0023682i,-0.00065477-0.00267i,-0.001569-0.0022581i,-0.0014773-0.00062148i,-0.00080685+0.00026146i,-0.00040307+0.00017522i,-0.00056314+0.00020148i,-0.0015632-0.00044553i,-0.0019627-0.00054331i,-0.0015626-0.00035127i,-0.0016978-0.00045417i,-0.0013464-0.00086164i,-0.00047833-0.00071334i,-0.00023495-0.00028204i,-0.00046713-0.00025485i,-0.00080708-0.00050734i,-0.00013565-0.00068217i,0.0012239-0.00080925i,0.0014855-0.00081393i
0.00027675+3.4485e-05i,0.00062441+0.00031954i,0.00035029-0.00024322i,-0.00030374-0.0002227i,-0.00056149-0.00033383i,0.00080043-0.0009661i,0.0016841-0.00096902i,0.0013766-0.00084161i,0.0010772-0.00038221i,0.00049804-0.00035346i,-0.00051127-0.00058009i,-0.00091804-0.00036271i,-0.001645+0.00084095i,-0.0017388+0.0020789i,-0.00033412+0.0019873i,0.00096152+0.0008974i,0.001457+2.8684e-05i,0.001677-0.00018594i,0.00099147-0.00038869i,-0.00038189-0.00045093i,-0.00096159-0.00069287i,-0.0011891-0.00027455i,-0.0013343+2.8794e-05i
-0.00085786-0.0017615i,-0.00088515-0.001405i,-0.0022742+1.7733e-05i,-0.0018696+0.0011539i,5.0367e-05+0.001146i,0.0010213-0.00010213i,0.00049428-0.0011346i,-0.00044785-0.0010761i,-0.00051323-0.0005369i,-9.9121e-05+0.00012087i,-7.5296e-06+0.00032938i,-0.0002736+0.00077886i,-4.9294e-07+0.0014523i,0.00014397+0.0012311i,9.6346e-05+0.00048293i,-0.00061122-0.00019554i,-0.00053016-0.00045842i,-0.00011386-0.00016766i,-0.00013758+0.00020446i,0.00030758-0.00023458i,0.00063754-0.0004004i,0.00097296+0.00044067i,0.0010413+0.00094521i
-0.00062738+2.0573e-05i,0.00028024+0.0013323i,0.0008235+0.00063172i,0.00040095-0.00072374i,0.00059713-0.0011688i,0.0010887-0.00095431i,0.00099123-0.0012257i,0.00051098-0.0011149i,0.00030603-1.4562e-05i,-0.0002168+0.00039562i,-0.00092059+0.00033472i,-0.00047655+0.00034189i,-0.00020689+0.00079971i,-0.00031701+0.0013923i,-0.00022073+0.00089193i,-0.00010214+0.00064675i,-0.00018907+0.00091624i,0.00041405+0.00054865i,0.0001011-0.00021647i,-0.00020475-0.00097734i,0.00038623-0.0010717i,-0.00032054-0.00088012i,-0.0013106-0.00090892i
-0.00046503-0.0025196i,-0.00085183-0.0026391i,-0.00096413-0.0021944i,-0.0018961-0.0015657i,-0.0019339-0.00076345i,-0.00063213-7.1935e-05i,0.00016951-0.0010736i,0.00043586-0.0017227i,0.00013363-0.00028752i,5.0558e-05+0.00038389i,-0.00058872+0.00018131i,-0.0014395+0.00027438i,-0.00037753+0.0006584i,0.00040155+0.0014679i,7.3454e-05+0.00073771i,-0.00013397-8.1224e-06i,-6.6319e-05+0.00027279i,0.00027109+0.00015049i,-1.3862e-05-0.00015116i,-0.00048336-0.00036309i,-0.0001411-0.0001885i,0.0003714+0.00021577i,0.00047016+0.00070039i
0.0032608-0.00022768i,0.0026429+0.00015367i,0.0021073-0.0013387i,0.00040897-0.0025853i,-0.00088652-0.0027402i,-0.00079757-0.0020922i,-0.0002114-0.00094597i,-0.00010087-0.0012776i,-0.00019838-0.0020578i,-0.00026808-0.00077765i,-0.00082022-0.00037115i,-0.0014975-0.00065622i,-0.0017522+0.00039149i,-0.00099748+0.00175i,-0.00032943+0.0019306i,0.00053642+0.00051103i,0.0010257-2.3828e-05i,0.00019589-0.00043668i,-0.00017322-0.0014498i,-4.6164e-05-0.001291i,-0.00073987-0.00083397i,-0.0011438-0.0012313i,-0.0011949-0.0011968i
0.00052788+0.0015366i,0.00039104+0.0015213i,0.0012411+0.001936i,0.001783+0.0015302i,0.0016166+0.00026421i,0.00097123-0.0017341i,0.00096682-0.0025127i,0.00021821-0.0022702i,-0.00035321-0.0010417i,-0.00035939-0.00043969i,-0.00037454-0.00079935i,-0.00044602-0.001029i,-0.00078746-7.4117e-05i,-0.0010518+0.00077951i,-0.00073322+0.00010153i,-2.0794e-05-5.2739e-05i,0.00042389+7.755e-05i,0.00058027-0.00067604i,0.00047091-0.0010069i,0.00026476-0.00062163i,0.00041494-0.00017368i,0.00034104+0.00043806i,-0.00014131+0.00051661i
-0.0021033-0.00030118i,-0.0011324+0.00040482i,-0.0012724+0.0012345i,-0.0015008+0.001127i,-0.00026812-0.000282i,0.0012093-0.0020748i,0.00097215-0.0017493i,0.00055727-0.00083445i,0.00025766-0.0008464i,0.00014901-0.00051214i,0.00059331-0.00033264i,0.00098614-0.0001883i,0.00056704+0.00035029i,0.00013907+0.0006717i,-0.00043309+0.00054265i,-0.00087985+0.00011018i,-0.0005112-0.00027456i,-0.00038686-0.00056423i,0.00029802-0.0006345i,0.00022318-0.00070255i,-0.00010808-0.0012572i,0.00037928-0.0014539i,0.00060965-0.0015054i
0.0007662-0.002918i,0.00063344-0.0017603i,4.114e-06-0.0016313i,-0.00091679-0.0019259i,-0.00095852-0.00020344i,-0.0012872+0.00045129i,-0.0011377-0.00057844i,-0.0009014-0.00062571i,-0.00077882-0.0009648i,-0.00064798-0.0011131i,-0.00083006+6.7762e-06i,-0.00080227+0.00045581i,-0.00058177+0.00089604i,-0.00055865+0.0010308i,-0.00033302+0.00051362i,0.00038604-0.00037213i,0.001356-0.00064045i,0.0010337+0.00014285i,-6.2302e-05-0.00037266i,-0.00016869-0.001057i,-0.00064955-0.00074489i,-0.0013543-0.00060176i,-0.0015175-0.00037863i
-0.0022739-0.0040678i,-0.0021587-0.0040068i,-0.0031902-0.0043545i,-0.0044054-0.0022585i,-0.0032323-0.00019814i,9.2554e-05-0.00033296i,0.0020312-0.00098426i,0.0017802-0.0010898i,0.00015927-0.00054404i,-0.0014954+0.00013603i,-0.00078756-0.00016031i,-0.00049069+0.00017813i,-0.0008661+0.0014987i,-0.00059726+0.0021394i,-0.00030654+0.0017802i,0.00039181+0.00028259i,0.00055032-0.00016473i,-4.1582e-05+0.00044003i,-0.00039057-0.00067946i,-5.2058e-05-0.0014563i,0.00019592-0.00059756i,0.0004276-0.00023241i,0.0007265-0.00046098i
0.00010717-0.001115i,-0.00052392-0.0013967i,-0.0018267-0.0010906i,-0.0019624-0.00050832i,-0.0013033-0.00023481i,-0.00094188-0.00027835i,-0.00060234+0.00012468i,-0.0006619+1.0891e-05i,-0.00028788-0.00019614i,-0.00021304-0.00018383i,-0.00061873-0.00017304i,-0.0016443+0.00020362i,-0.0014173+0.00064289i,-0.0003542+0.00056785i,0.0003845+0.00013778i,0.00047262+0.0006769i,2.2127e-06+0.00084878i,-0.00022777+0.0010547i,-0.00018732+0.00055823i,-3.2058e-05-0.00020275i,-0.00016504-0.00024832i,-0.00042395-0.00042012i,-0.000269-0.0012801i
-0.00049258-0.00090003i,-3.208e-05-0.0010379i,0.00044564-1.7699e-05i,-0.00017041+0.00074621i,-0.0011559+0.00049132i,-0.00127-0.00061619i,-0.00023022-0.0020081i,-4.5186e-05-0.0022263i,-1.4716e-05-0.00069149i,-2.5083e-05+0.0001267i,-0.00040635-4.7834e-05i,-0.00069522+6.3336e-05i,-0.0013816+0.0007421i,-0.0013637+0.0010531i,-0.0011235+0.00047907i,-0.00055959+0.00054592i,0.00035794+0.00081422i,0.00048019+0.00055739i,-0.00037451-0.00039196i,-0.00047893-0.00092559i,-0.00024723-0.00058361i,-0.00040198-0.00026146i,5.5214e-05+0.00066855i
0.0011472-0.0010212i,0.00036626+0.0002825i,0.00011962-0.00065156i,0.00074583-0.0020951i,0.0010463-0.002292i,0.00046481-0.0022351i,-0.00014971-0.0023358i,0.00025621-0.0024842i,0.00070419-0.0020155i,8.3573e-05-0.0014727i,-0.00043917-0.00056811i,-0.00031267+0.00053533i,-0.00081203+0.0012089i,-0.00071852+0.0012087i,-0.00025981+0.00020842i,-0.00010381-0.00042264i,-0.00014563-7.0459e-05i,0.0001405-5.6937e-06i,0.00014463-7.9617e-05i,-0.00097077-4.2477e-05i,-0.001552-0.00059236i,-0.0015552-0.0010663i,-0.00083591-0.0015596i
-0.00037952+0.0017857i,0.00051627+0.0015621i,0.0010675+0.002904i,0.0011337+0.0028507i,0.0011793+0.0012926i,0.0014948+0.00048718i,0.0013261+0.00014196i,-0.00043775+7.9918e-05i,-0.00089092+0.00032871i,-0.00057844-0.0002296i,-0.00022298-0.00017329i,0.00012445-0.00019296i,-2.563e-05-0.0006048i,-0.00080627-2.7353e-05i,-0.00072032+0.0010147i,-0.00028859+0.00058904i,-8.6476e-05-0.00058926i,0.00024309-0.00083793i,0.00097904-0.00088438i,0.00098275-0.00046058i,0.00015369+0.00012193i,-8.8333e-05-6.8823e-05i,-0.00035308-0.00058013i
-0.0034335+0.00052357i,-0.002404+0.00088387i,-0.0028468+0.0018968i,-0.0023952+0.0018591i,-0.00067038+0.0011583i,0.0011792-0.00046806i,0.0019995-0.0027345i,0.00049047-0.002567i,-0.00054113-0.00086317i,0.00033273+0.00022118i,0.00026965+0.00128i,-4.288e-06+0.00097482i,-0.00042598-0.00011119i,-0.00056098-0.00026609i,4.977e-06+3.7143e-05i,-0.00011587+0.00048019i,-0.00052486+0.00037157i,-0.00029498-0.00049378i,0.00050417-0.0010495i,0.00060631-0.00063799i,0.0002322-0.00071613i,0.00022382-0.00070195i,0.00045124-8.9248e-05i
0.00051097-0.00029497i,-0.00011985-0.00023551i,0.00019166-0.00017641i,0.00021962+0.00015608i,-0.0003611-0.00021293i,1.5288e-05-0.0011246i,-0.00030935-0.0011099i,-0.0004147-0.00015518i,3.035e-05+0.00031834i,8.6686e-05+0.00022769i,-0.00013838+0.00023755i,-0.00037598+0.00074531i,-0.00027407+0.00084475i,-0.00064125+0.0011712i,-0.00089801+0.0010401i,-0.00060805+2.0695e-05i,0.0001088-0.00049919i,0.0004814-0.00092794i,8.2689e-05-0.00066007i,-0.00020796-0.00029339i,0.00021029+0.00038544i,0.00028169+0.00059369i,-0.00045414-0.00011525i
-0.0026472-0.00060375i,-0.0028859-0.0012897i,-0.0017267+0.00012676i,-0.00090788+0.0006876i,-0.00055553+8.1978e-05i,-0.00028815-0.0014474i,-0.0001438-0.0021274i,-0.00075679-0.0015635i,-0.001443-0.00074213i,-0.00084946+0.00059276i,-5.3136e-05+0.0011261i,-0.00014421+0.00086972i,-0.00044613+0.0006096i,-0.00020799+0.00048927i,0.00012322+0.0002515i,0.00025855-0.00033676i,-0.00028213-0.00081784i,-0.00027224-0.0015706i,-2.0322e-05-0.0015475i,-0.00012361-0.0013562i,0.0002379-0.0011135i,0.00021718-0.00025503i,-0.00012546+0.0001155i
0.0016774+0.00070818i,0.0026203+0.00057449i,0.00294-0.00087255i,0.0014975-0.0023606i,0.00018428-0.0024068i,0.00084837-0.0019242i,0.00099452-0.0017163i,-0.00022144-0.00083118i,-0.00021515-0.00010653i,0.00010351-0.0010118i,2.0448e-05-0.0014236i,-0.00075672-0.0013248i,-0.0016931-0.00047697i,-0.0014572+0.0012883i,-0.00025583+0.0018063i,0.000681+0.001396i,0.00039316+0.0014655i,-0.0005839+0.00041396i,-0.00067609+0.00054635i,-1.765e-05+0.0012822i,0.00040537+0.00029939i,0.0002783-0.00099007i,0.00025994-0.0010894i
0.0010201+0.00060944i,0.0021946-0.00046877i,0.0023855-0.0011682i,0.00078647-0.0014407i,-0.0010913-0.0016252i,-0.0021103-0.001937i,-0.0014525-0.0017653i,-0.00075542-0.0011831i,-0.00076736-0.00072526i,-0.00050046-0.0005782i,-0.00063779+7.424e-05i,-0.00092645+0.00016274i,-0.00092592-0.00018219i,-0.0011015+0.00038267i,-0.00077729+0.00093336i,-0.00079731+0.00075759i,-0.00042381+0.00082291i,7.5464e-05+0.00081776i,3.4558e-05+0.00074808i,0.00031521+0.00019256i,0.00082939-0.00034543i,0.00047329-0.00014638i,-0.00020789+0.00030506i
-0.00051221-0.00051353i,-5.602e-05-0.00029019i,0.00037959-9.5418e-06i,0.00082927+0.00037726i,0.0011076+0.00033075i,0.00066562+0.00023887i,-0.00012804-0.00020913i,-0.00021222-0.00042418i,0.00013406+0.00019485i,0.00061137+0.00076192i,0.00089873+0.0010705i,0.00024956+0.00087482i,-0.00026574+0.00069162i,-0.00032187+0.0009656i,0.00020384+0.00057112i,-0.00030274+0.00015882i,-0.00025164-0.00017202i,0.00060915-0.00074191i,0.00074788-0.00079896i,0.00016209-0.00058833i,-0.00073926-0.00052768i,-0.0010485-0.00018664i,-0.00014793-3.7527e-05i
-0.0023619+0.0012155i,-0.0023975+0.0021612i,-0.0016919+0.0024035i,-0.00074012+0.001967i,0.00055716+0.00021179i,0.00099445-0.001514i,3.9363e-05-0.0016761i,-0.0010641-0.0012408i,-0.001469-0.00053935i,-0.00073588+0.00010972i,-0.00032306-7.6573e-05i,0.00022397-1.4916e-05i,0.00019009+0.00057481i,-0.00043383+0.00036974i,-0.00059723-0.00068174i,-0.00049915-0.0010006i,-0.0003085-0.0003103i,-0.00035535-0.00036264i,-0.00041684-0.00081995i,0.00020143-0.0011041i,0.001022-0.0010383i,0.00091517-0.00035635i,0.0001707+0.00018241i
-0.0017187+0.0011372i,-0.0016803+0.00048965i,-0.0017062+9.2495e-05i,-0.00086533+0.00083077i,0.00062544+0.00065087i,0.00092871-0.00040412i,0.00057196-0.0013415i,0.00057622-0.0017773i,0.00018491-0.0017172i,-0.00037631-0.00046051i,0.00028877+0.00020388i,0.00075176-0.00024254i,0.00075417+0.00021275i,0.00087886+0.00054125i,0.00061096+9.3224e-05i,-1.7492e-05+0.00034018i,5.2422e-05+0.00040633i,0.0010141+0.00013447i,0.0012192-0.00049083i,0.00031028-0.00051616i,-0.000465-0.00060428i,-0.00015036-0.0011078i,0.00025752-0.00032891i
-0.0016982-0.0026158i,-0.0019176-0.0019709i,-0.0021902-0.0016412i,-0.0023901-0.00060197i,-0.0016197-0.00040518i,0.0003149-0.00047448i,0.0016452-1.2824e-05i,0.00096401-0.00047456i,-0.00055598-0.00049363i,-0.00084647+0.0001709i,-0.00024761+0.00034503i,-0.00031923+0.00069707i,-0.00022797+0.00089893i,0.00029892+0.00089822i,0.00040413+0.00062529i,0.00036501-0.00027977i,0.00032155-0.00037717i,-0.00012548-0.00030115i,-0.00045754-0.00069221i,-0.0011486-0.00072797i,-0.0011377-0.00028619i,-0.00047251-0.00029624i,-0.00035277-7.9506e-05i
-0.00052492+0.0030982i,-0.00025617+0.0026385i,0.00039882+0.0031645i,0.00073412+0.0017036i,0.0012301-0.00076703i,0.00062782-0.0015827i,-0.00094375-0.0020391i,-0.0014955-0.0018523i,-0.00075788-0.00083535i,-0.00012492-0.0001135i,0.00075946-0.00037029i,0.00067685-0.00089705i,9.1849e-05-0.0015099i,-0.00026701-0.0010738i,-1.0218e-05-0.00032547i,-9.8324e-05-7.7554e-06i,-0.00055033-0.00066233i,-0.00090348-0.00070699i,-0.00066064+0.00039033i,0.00057708+0.00011155i,0.00095975-0.00060081i,0.00035061-0.00077981i,-0.00038277-0.00087842i
0.00031996+0.00072309i,-8.5425e-05+0.0012372i,-0.00016254+0.00093922i,-0.00013399+0.0001814i,8.9105e-05-0.00051078i,0.00010649-0.0019698i,0.00035544-0.0027774i,0.00034806-0.0021257i,0.00058626-0.00035559i,0.00083978+0.0011585i,-0.00029457+0.0010066i,-0.00075341+0.00015159i,-0.00062006-0.00095103i,-0.0010828-0.00080658i,-0.00089154-0.00048171i,-0.0002646-0.00048054i,0.00045745-0.00057648i,0.00049621-0.00057472i,0.00028659-0.00047099i,-6.1282e-05-0.00013727i,-0.00091582+0.00010972i,-0.00042904-6.1421e-05i,0.00026794+1.9159e-05i
-0.00099929-0.0015693i,-0.0012778-0.00061898i,-0.0010913+0.00026481i,-0.00056289+0.00066749i,-0.00074809+3.1015e-05i,-9.2438e-05-0.00080237i,0.00066745-0.00069749i,0.0006574-0.00065352i,2.4099e-05-0.0011396i,-0.00030541-0.00027651i,-0.00037929+0.00018888i,-0.00040299-0.00032344i,-0.00053141+0.0002196i,-0.0008768+0.00076358i,-0.00089588+0.0012498i,-0.0010228+0.0011092i,-0.00082335-0.00015051i,-0.00032981-0.00062537i,0.00014081-0.00028887i,0.00030203+0.00011477i,2.9062e-05+0.00029136i,-8.7185e-05-6.5453e-05i,-0.00017181-0.00065654i
-0.002456+0.0029103i,-0.0012142+0.0021266i,0.00097244+0.0036293i,0.0020155+0.0038109i,0.0022557+0.00068766i,0.0022828-0.0020198i,0.00056754-0.0025064i,-0.00072675-0.0026302i,-7.5638e-05-0.0019821i,0.00096248-0.0011545i,0.0012658-0.00099313i,0.00082791-0.0009894i,-6.9852e-05-0.00091231i,-0.0013269-0.00055734i,-0.00037772-0.00062736i,0.0010143-0.0016714i,0.0005003-0.0019442i,8.3088e-05-0.00061105i,0.00017862+0.00029959i,-0.00068176+0.00085443i,-0.00072426+0.00030227i,-0.00049352-0.00083836i,-0.0012877-0.00069347i
-0.0031333+0.00084571i,-0.0027038+0.00096184i,-0.0014967+0.0014722i,5.9565e-05+0.0012764i,0.00078074+0.00015304i,0.00062535-0.001406i,-0.00016079-0.0018182i,-0.00061893-0.0013266i,-0.00077192-0.00072083i,-0.00086597+0.00039091i,-0.00016634+7.1339e-05i,0.00011148-0.00090828i,-0.00081484+0.00015238i,-0.0013003+0.00092181i,-0.0010931+0.0005756i,-0.00071514+0.00017294i,-2.0512e-05-0.0002061i,0.00075283-0.00041304i,0.00091405-0.00025032i,0.00020162-0.00022298i,-0.00036674-0.00034845i,-0.0005726-4.4828e-05i,-0.0008194-0.00029716i
0.00048911-0.0033419i,-0.0017376-0.0036726i,-0.0033649-0.0031613i,-0.0033901-0.0024928i,-0.0016623-0.0012943i,-0.00013055-0.0012304i,9.0267e-05-0.0016433i,-0.00034698-0.0011505i,-0.00059051-0.00064141i,-0.00048873-0.0001474i,4.8757e-05+0.00034563i,-0.00032379+0.00078727i,-0.00086606+0.0017102i,-0.00033214+0.0018774i,-0.00029235+0.00067494i,-0.00013509+0.00028578i,0.00011938+0.00031283i,0.00015143-2.4534e-05i,-0.00038549-0.00073724i,0.00012-0.0010327i,0.00063524+0.00070541i,0.00015452+0.0015072i,-9.6436e-05+0.0002937i
-0.00038847-0.0018911i,-0.00035354-0.00059767i,-0.0014007-0.0010505i,-0.0013488-0.0004729i,-0.0014302+0.00071551i,-0.0016242+0.0010023i,-0.00048334-0.0004551i,5.376e-05-0.0013531i,-0.00092864-0.0011127i,-0.0010383-0.0003139i,-0.0011154+0.00045378i,-0.0014203+0.00048112i,-0.00088863+0.00076083i,-0.00060628+0.0010616i,-0.00054523+0.00071369i,-0.00019013+0.00011008i,0.00041623+7.6238e-05i,0.0010341-5.9799e-05i,0.00030241+7.5245e-05i,-0.00047811+0.00036075i,-0.00015073+0.00023765i,0.00038618+0.00060312i,0.00064193+0.00073507i
0.0013261+0.00021111i,0.00068866-0.00053469i,0.00046452-0.0018783i,0.00076752-0.0026257i,-8.3458e-05-0.0023255i,-0.0013944-0.0016987i,-0.00093928-0.0013037i,0.00013875-0.00084093i,0.00044838-0.0012446i,0.00015784-0.0012111i,-0.00015248-0.00033572i,-0.00044759+0.00058611i,-0.00067367+0.0011932i,-0.00060427+0.00099709i,-0.00038431+0.00027446i,5.6653e-05-0.00020615i,0.00026909+0.00012817i,-1.7301e-05+0.00058423i,-0.00024866+0.00031042i,-0.0008349-0.00036731i,-0.00074036-0.00070495i,-0.00052041-0.00045687i,-0.00043785-0.00084761i
0.00068112+0.0019834i,0.00092229+0.00093805i,0.00086993+0.0016489i,0.00055822+0.00094106i,0.00040249-0.0012427i,-0.00049822-0.0021392i,-0.0004781-0.0019115i,-0.00063834-0.00079696i,-0.00073319-4.8144e-05i,-0.00029696+0.00027139i,-0.00012322+0.00050294i,-0.00018503-3.9939e-07i,-0.00047477-0.00049489i,-8.8881e-05-0.00012759i,0.000329+9.5271e-05i,-0.00059796+0.00023706i,-0.0010632+0.00050109i,-0.00050239+0.00070123i,-0.00033557+0.0003751i,-0.00017361-5.144e-05i,-0.00018269-0.00026574i,6.7409e-05-0.00076849i,-2.8517e-05-0.00068381i
0.00010709+0.0023129i,0.0010665+0.0021449i,0.0031716+0.0020735i,0.0040171+0.0011305i,0.003389-0.0010516i,0.0021726-0.0029181i,0.00098079-0.0030872i,0.00044164-0.0023857i,0.0006551-0.00072351i,0.00070211+0.00028271i,0.00019079-0.00055851i,1.6831e-06-0.0018486i,-0.00048679-0.00089719i,-0.0011605+0.00046902i,-0.0010194+0.00033729i,-0.00055063+9.7553e-05i,0.00015477+0.00014992i,-0.00012093+0.0005963i,-0.00015428+0.0003109i,0.00065492-0.00057831i,0.00040379-0.0009434i,0.00024789-0.0011732i,-1.9087e-05-0.0013311i
-0.00093643-0.00042615i,-0.00048465+6.2091e-05i,-0.001795+0.0011229i,-0.0022226+0.00061114i,-0.00059829+0.00029463i,0.00084174-0.00048569i,0.0008139-0.0013822i,-1.5038e-06-0.0011196i,-6.6362e-05-0.0010385i,0.00033591-0.00015431i,0.00076145+0.00079626i,7.3826e-05+0.0005056i,-0.0016306-3.1262e-05i,-0.0019135+0.00017371i,-0.00062662+0.00082024i,-1.252e-05+0.00023715i,0.00018221-0.00078815i,0.0003019-0.0003641i,0.00018491-1.3514e-05i,-0.00026359+0.0001189i,-0.00077632+0.0004602i,-0.0010135+0.00028559i,-0.00051752-0.00039359i
0.00023404+0.00027453i,-0.00041672+0.00087602i,0.00013859+0.0004404i,0.00057326-0.0001787i,3.9602e-05-0.001155i,-0.00058117-0.0020823i,-0.00058978-0.0020456i,-0.00085239-0.00094417i,-0.00099678-4.4992e-05i,-0.0002517+0.00073933i,-0.00012454+0.0012294i,-0.00061171+0.00045459i,-0.00077657-0.00014439i,-0.00032492+0.00060721i,-0.00014247+0.00055606i,-0.00017607+2.2762e-05i,-0.00016794-2.7802e-05i,-0.00016761-9.0045e-05i,0.0004669-0.0007889i,0.00073348-0.0011677i,0.00019233-0.00032158i,-0.0003539+0.00029929i,7.7808e-05+0.00038105i
0.001366-0.0012604i,0.00036028-0.00038334i,0.00023993+0.00086284i,-1.5863e-05+0.00030474i,-0.00061879-0.00025708i,-0.00010991-0.00071337i,-5.1399e-05-0.00079659i,-0.00053437-0.0012267i,-0.00077915-0.0010056i,-0.0011406-0.00020883i,-0.00084694+0.00053678i,-0.00055775+0.00099734i,-2.4532e-05+0.00079933i,0.00014546+0.00017412i,-8.4217e-05-0.00019516i,-0.00030648-9.0067e-05i,-9.5285e-05+2.3781e-05i,0.00036723-0.00070968i,0.001282-0.0010551i,0.0014587-0.00049481i,0.00011288+0.00017999i,-0.00070981+0.00021094i,-0.00038431-0.00012571i
-0.00087858-0.00077203i,-0.0015244-0.0021636i,-0.00075171-0.0025541i,0.00028138-0.0014201i,-0.00032232-0.00011719i,0.00016388+0.00063669i,0.0013057-0.00034462i,0.0011601-0.0012926i,0.00048681-0.00090931i,4.0976e-05-0.00025714i,-0.00057623+0.00053151i,-0.0010268+0.00074425i,-0.00097165+0.00099839i,-0.00044315+0.0013072i,0.00012113+0.0013142i,0.00037465+0.00079913i,0.00058068+9.1801e-06i,0.00038089-0.00076788i,0.00027086-0.0013175i,0.0001412-0.00045378i,-0.00023596+0.00038857i,-0.0010204-1.4331e-05i,-0.00099899-0.00043919i
-0.00021291+0.00015645i,0.00061654+0.00073403i,0.0016238+0.00025334i,0.00086346-0.00043048i,-0.00088933-0.0010595i,-0.0014816-0.0018212i,-0.00097389-0.0011018i,-0.00056035-0.00070744i,-0.00063972-0.0012054i,-0.00024861-0.00030692i,8.741e-05+0.00031781i,-0.00049507-3.8469e-05i,-0.0015325+0.00037158i,-0.0015635+0.0013832i,-0.00090876+0.0014735i,-0.00060049+0.00071661i,-0.00010012+0.00017856i,0.00032259-0.00029931i,5.3218e-05-0.0010675i,-4.4165e-05-0.0011851i,0.00022328-0.00011185i,0.00012509+0.00021317i,-0.00030191-0.00087895i
