-0.00073545+0.00057236i,-0.0010366+0.001625i,-0.0022237+0.0041233i,-0.0018304+0.0039405i,-0.001213+0.0026914i,-0.0011364+0.0014879i,-0.00097366+6.4053e-05i,-0.00016998+0.00012068i,0.00039205+0.0011437i,-0.00019611+0.00095664i,-0.00064676-0.000374i,-0.00010068-0.00044762i,0.00051778+0.00022273i,0.0013765+8.9883e-06i,0.001266+0.00029394i,0.0002164+0.00045748i,-0.00013764+0.00010606i,-7.9678e-05-0.00054378i,1.9454e-05-0.00068265i,-0.00012139+0.0008434i,-0.00033738+0.0017928i,-0.00062906+0.0006552i,-0.00018526-0.00024481i
0.00010564+0.00023593i,-0.00015033+0.0019642i,-0.00052313+0.0037872i,0.00024998+0.0027834i,0.0010198+0.0012089i,0.0011551+0.00056581i,0.00070397+0.00033217i,0.00047619-0.00011025i,0.00012811-0.00055724i,-0.00013797+8.9412e-05i,0.00019846+0.0003925i,9.3345e-06+4.9228e-05i,-3.8197e-05-0.00028122i,0.00070559-0.00022031i,0.00049641-0.00010624i,0.00054419-0.00050939i,0.00084293-0.00025171i,-1.3095e-05+0.00068581i,-0.00055426+0.00055198i,-0.00065069-0.00036293i,-0.0008163-0.00012278i,-8.1552e-05+0.00080156i,0.00073651+0.00093399i
0.0003895+0.0015122i,0.00019486+0.002407i,-0.00032092+0.0031158i,0.00041728+0.0027211i,0.00089166+0.0011269i,-0.00038541-0.00037107i,-0.0019746-0.00056387i,-0.0014304+0.00018972i,-0.00055188+0.00040601i,-0.00059453+3.3596e-05i,-0.00054886+0.00035902i,-0.00060332+0.00074335i,2.4096e-05+0.00014352i,0.00095078-0.00013595i,0.00070029-2.9607e-05i,0.00057399-0.00048423i,0.00042281-0.001082i,-0.00088227-0.00034509i,-0.00082614+0.00053775i,-0.00013825+0.00079097i,0.00044387+0.00069762i,-8.31e-05+0.00018555i,-0.00069513-0.00067393i
0.0011866+0.0015164i,0.0008663+0.0014289i,0.0012997+0.0029016i,0.0014776+0.0041529i,0.0016059+0.0031946i,0.00017125+0.0020262i,-0.00096721+0.0016284i,-0.00058509+0.00055519i,-0.00032868+0.00012251i,0.0003805+0.00023579i,0.00058357+0.00067257i,-0.00044635+0.00076788i,-0.0012826-8.8465e-05i,-0.00055578-0.00046272i,0.00042814-9.6957e-05i,0.00059433+5.0715e-05i,4.411e-05+0.00019076i,3.2655e-05+0.00035495i,0.00038903+0.00043384i,0.00020341+0.00019331i,-0.00026505+0.00031002i,-1.62e-05+0.00090001i,0.00065026+0.0012292i
0.00022574+0.0014567i,-0.00055438+0.0019669i,-0.00025199+0.0020496i,0.00084928+0.0011214i,0.00055665+0.00035931i,0.00050862-0.00044208i,0.0011802-0.0011125i,0.0010334-0.00019813i,0.00091941+0.00063586i,0.0010548+0.00026488i,0.0011987-0.00028425i,0.0012281-0.00038769i,0.00096661+0.00072056i,0.00062869+0.0012727i,0.00061438+0.0003908i,0.00078083-0.00078774i,0.0004076-0.0011801i,-0.00011819-0.00069517i,1.5303e-05-0.00017855i,-0.00013722+0.00012018i,-0.00070816-7.3788e-05i,-0.00049714-0.00061016i,-0.00010905-0.00026265i
0.0010627+0.0011725i,-0.00027291+0.0025137i,0.00012638+0.0036521i,0.0012687+0.003352i,0.001555+0.0020863i,0.00027803+0.00026264i,-0.00061875-0.00084425i,-0.00032621-0.00055262i,0.00016027-0.00045137i,-0.00061417-0.00045502i,-0.0015937-0.0010751i,-0.00087799-0.0015262i,-7.6412e-05-0.00096135i,0.00019069-0.00069856i,-0.00031763-0.00042381i,-0.00074727+0.00024811i,-0.00019663+0.00056079i,0.00070165+0.00066156i,0.00083067+0.00095073i,0.0007776+0.00099029i,0.00038565+0.00043301i,-0.00011094+0.00052059i,-0.00024705+0.0011609i
0.00088793+0.00036083i,0.0002169+0.0011851i,-0.00082804+0.0030705i,-0.0001234+0.0024313i,0.00068053+0.00079443i,-0.00031489+0.00071344i,-0.00059677+0.00046251i,-0.0006054-0.00017201i,-0.00057275-0.00038173i,-0.00044253+0.00034628i,-0.00031635+0.0010244i,-0.00022278+0.00055426i,-0.00016422+0.00057426i,-7.7986e-05+0.00072922i,0.00018472-6.2653e-05i,0.0009438-5.1347e-05i,0.0015605-2.1845e-05i,0.0010916-0.00024531i,0.0002841-0.00062654i,0.00031583-0.00063172i,0.00038552-0.00039494i,0.00036452+0.00020295i,0.00036136+0.00046451i
-0.00063308+0.0010808i,-0.0012389+0.002063i,-0.00067015+0.0033227i,0.00095161+0.0038165i,0.001093+0.0030495i,-0.00038804+0.0019115i,-0.0011289+0.00063928i,-0.00032863+0.00036448i,-0.00057408+0.00095233i,-0.00078331+0.0009228i,0.00027904+0.0001978i,-2.0476e-05+0.00091128i,-0.001188+0.0019457i,-0.001076+0.0016481i,-2.5515e-05+0.00061717i,0.00043512-0.00034i,0.00010926-0.00031884i,0.00018205-4.9622e-05i,-0.00022011-0.0004431i,-0.00088464-0.00031329i,-0.00031846+0.00012586i,-5.9082e-05-0.00045417i,-0.00021159-0.0008424i
-1.725e-05+0.0013385i,-0.00036161+0.0031091i,-0.00086109+0.0039472i,-0.00076494+0.0025503i,-0.00030212+0.00093554i,-0.00043208+0.0001008i,0.00010936+0.00031912i,0.00086837+0.00073647i,0.00093901+0.00080447i,0.00079414-0.00036113i,0.0017302-0.0007137i,0.002222+0.00058841i,0.002118+0.0013864i,0.0017999+0.0010632i,0.0010982+0.00038394i,0.00098279+0.00025452i,0.0002679-0.00023001i,-0.00011839-0.00064564i,-0.00065867-4.3709e-05i,-0.00071047-0.00060697i,-0.00017572-0.00079212i,0.00031891+0.00047442i,0.00030015+0.00087289i
0.000726+0.0005992i,0.00024773+0.0021034i,0.00063895+0.0024439i,0.0014177+0.0024137i,0.00084636+0.0012954i,-0.00025387-0.00020925i,-0.00027858+7.5117e-05i,-0.00036388+0.00033755i,-0.00025739-0.00021156i,-0.0001084-0.00032603i,-0.0001968-0.00052965i,-0.00025237-0.0005239i,-4.2475e-05-0.00039409i,0.00069734+9.3042e-05i,0.00071929+0.00034266i,6.5536e-05+0.00040172i,0.00032328+0.0002926i,0.00081779+0.00016735i,8.0814e-05+0.0007366i,-0.00050051+0.0010607i,-0.00052979+0.00035268i,-0.00018615-0.00026598i,0.00012791-0.00020537i
6.7428e-05+0.0012293i,0.0002362+0.0020688i,3.9493e-05+0.0041479i,-0.00021412+0.0038799i,-0.0008152+0.0017705i,-0.0013515+0.00034044i,-0.00097262+0.00019594i,-0.00033772+0.00037505i,-0.0005156+0.00011263i,-0.00097814+0.00024732i,-0.00094799+0.00062605i,-0.0012341+0.0003512i,-0.00080245+9.9174e-05i,0.00014188+0.00061214i,0.00049038+0.0012695i,-0.00015015+0.00063201i,-0.00085068-0.00029579i,-0.00068819-0.00054378i,0.0002022-0.00017786i,0.00079887+0.00011032i,0.00070909-0.00010134i,0.00018865-0.000654i,-0.00061251-0.00051443i
0.0015403-4.2236e-05i,0.0018279+0.00084908i,0.00081135+0.0029265i,-0.00014861+0.0027372i,-8.6486e-05+0.00044014i,-0.00042436+0.00025663i,-0.0013388+0.00090778i,-0.0013784+0.00079261i,-0.0013899+7.0191e-05i,-0.00089476-0.00071506i,0.00038326-0.00024973i,0.00092386+0.00078626i,-1.1181e-05+0.00073789i,-0.00074911+0.00093079i,-8.2992e-05+0.0014159i,0.00057157+0.00084971i,0.00043574+8.236e-05i,0.00064604-0.0003594i,0.00073854-0.00015348i,0.00054237+0.00011575i,0.00054031-0.0001799i,0.00064412-0.00034694i,0.00024255+0.00014498i
0.0003389+0.00081686i,5.3437e-05+0.0012015i,0.00015715+0.0025499i,0.00048758+0.0027687i,-0.00040431+0.0018498i,-0.0011667+0.00069736i,-0.00022819+0.000207i,0.00017394+0.00019127i,-0.00016841+0.00084158i,-0.00012575+0.0017701i,0.00027106+0.0012564i,0.0011468+0.00060662i,0.0013199+0.00039853i,0.00049963+0.00016407i,-0.0005655+0.00054535i,-0.00029857+0.00046453i,-0.00015286+0.00029299i,-0.00081367-0.00012851i,-0.0012146-0.00072637i,-0.0006972-0.00035948i,-0.00022674-0.00016149i,-4.6756e-06-0.0009211i,0.00067402-0.00067473i
0.00051957+0.00088039i,-0.00083407+0.0025984i,-0.001048+0.0045529i,-0.00045078+0.0039778i,0.00019287+0.0014371i,0.00066393+0.00020117i,0.0010056-0.0005665i,0.0014391-0.0013673i,0.0009325-0.0011088i,-0.00067166-0.00055959i,-0.0012677-0.0002347i,-0.0015956+0.00040546i,-0.0012937+0.00021483i,7.7852e-05-0.00035725i,0.0010331-0.00038155i,0.0013899-0.00037051i,0.0013079-0.00050914i,0.00065978-0.00030805i,2.7182e-05+0.00091246i,0.00041911+0.0011794i,0.00097439-2.8678e-05i,1.6965e-05-0.00040951i,-0.00020413-0.00042364i
0.00057998+0.0015833i,0.00042691+0.0024443i,0.00088931+0.0025417i,0.0011542+0.0014985i,0.00026666-6.8799e-05i,-0.00096248-0.00041682i,-0.0014193+4.1636e-05i,-0.00055146-0.00010702i,8.4494e-05-0.00023448i,0.00041726+0.00094272i,0.00052342+0.0019203i,-0.0007723+0.0017317i,-0.0010846+0.0010995i,-4.2106e-05+0.00059296i,3.6473e-05+0.00054535i,8.5178e-05+0.00057131i,0.00038045+0.00012314i,0.00072633-0.00021095i,0.00030102+0.00029472i,-0.00048022+7.9917e-05i,0.00032576-0.00041961i,0.0012437-4.3338e-05i,0.00070835+0.00041259i
-0.00015903+0.00085011i,3.6079e-05+0.0022986i,3.7422e-05+0.003869i,-6.6741e-05+0.0031628i,-0.00038746+0.0017356i,-0.0015387+0.0004354i,-0.0024031-0.00010608i,-0.0016044-8.411e-06i,-0.00099622+0.00083882i,-0.00056117+0.0011577i,0.0012816+0.00087077i,0.0020575+0.0014846i,0.00069797+0.0022278i,-0.00038241+0.0020483i,-0.0004754+0.0017357i,0.0005334+0.00058953i,0.001163+3.4606e-05i,0.00072775+0.00030575i,0.00048483-4.741e-05i,-0.00013168-0.00082406i,-0.00050709-0.0014723i,-0.00013384-0.0010122i,-1.6379e-05-9.9337e-05i
-0.00057145-0.00081728i,-0.0016652+0.0007392i,-0.0023075+0.0029078i,-0.0011807+0.0036731i,0.00067034+0.0027425i,0.0013839+0.0018478i,0.0010398+0.001521i,0.00050023+0.00086872i,0.00058267+0.0002203i,0.00017326+0.00041595i,-9.0054e-05+0.00018929i,-2.7579e-05+9.2849e-05i,0.00031147+0.00058609i,0.0005142+0.00046677i,-6.8973e-05+0.0001935i,-0.00058621+0.00041862i,-0.0010971+0.00021075i,-0.00064361-0.00028003i,-0.00039041+0.00019901i,-0.00022504+0.00067704i,0.00066977+0.00049725i,0.0013873+0.00026448i,0.00087726+0.00015503i
-0.00016682+0.0018049i,-0.00029846+0.002686i,0.00020233+0.0037364i,0.0012679+0.003944i,0.0015128+0.0020007i,0.00025658+0.00045896i,0.00037384-0.0001637i,0.00076171-0.00076571i,0.00059065+0.00036616i,1.3062e-05+0.001276i,-0.000635+0.00083738i,-0.00070123+0.0003551i,-0.00047933-0.00046223i,-0.00015021-0.00092898i,0.0006664-0.0001058i,0.0011837+0.00078412i,0.00094836+9.7637e-05i,0.00072927-0.00024757i,0.00052801+0.00035523i,0.00023561-3.6275e-06i,0.00012492-9.5068e-05i,4.7557e-05+0.00070929i,0.00016669+0.00072395i
7.6443e-05+0.0017164i,-0.00072938+0.0025712i,-0.0012687+0.0033151i,-0.0012116+0.0024273i,-0.00053856+0.00037999i,8.6596e-05-8.4135e-05i,0.0003154+0.00033107i,0.00012456-0.00027581i,-0.00041455-0.00056039i,-0.00011714+0.00020437i,0.00084783+0.0012351i,0.00088694+0.0013125i,3.9723e-05+0.00072341i,-0.00040512+0.00076681i,9.1599e-05+0.0011998i,0.0007961+0.0013394i,0.00045588+0.0011774i,-0.0002517+0.0003705i,-0.00012051-0.00042849i,0.00018609-7.0173e-05i,-8.3117e-05-0.00022754i,-0.00035696-0.00058056i,-6.4588e-05+0.00030237i
0.0017138+0.0012596i,0.0013381+0.0023883i,-0.00024038+0.0036178i,-0.00070196+0.0032032i,-0.00097928+0.0013201i,-0.0015684+0.00046162i,-0.0013377+0.00059365i,-0.0012672+0.00042441i,-0.00031558+0.0002853i,0.0012763+8.2327e-05i,0.0014912-0.00024677i,0.0013082+0.00010529i,0.00033752+0.0005896i,0.0006197-6.3787e-05i,0.0019653+0.00021904i,0.0014514+0.00023773i,0.00075421-0.00038492i,0.000167-0.00031223i,-0.0005326-0.0006214i,-0.00054189-0.0012036i,-0.00010477-0.0010891i,-9.0265e-05-0.00036643i,-0.00075148-0.00098778i
0.00086151+0.001515i,-0.00052429+0.0030851i,-0.00032446+0.0041271i,0.00062131+0.0029096i,0.0013733+0.00094464i,0.00088828+0.0010792i,7.0269e-05+0.0013296i,0.0001857+0.0010741i,3.3747e-05+0.00077282i,-0.00046137+0.00057441i,-0.00046743-0.00060287i,-5.7635e-05-0.001535i,-1.4021e-06-0.00066663i,0.00022643-0.00010694i,0.0007568+0.00028291i,0.0011488-4.5148e-05i,0.00055348+0.00017176i,-0.0002098+0.00044553i,0.00015717+0.00025621i,0.00079946+0.00012013i,0.00091878+0.00019149i,0.000614+0.00035879i,0.00057379+0.00044079i
-0.00017904+0.0015798i,-0.0011491+0.002798i,-0.00137+0.0031226i,-0.00053931+0.0022707i,-0.00010598+0.00097477i,-0.00050674+0.00021514i,-4.6224e-05-7.9387e-05i,0.00032259+4.7471e-05i,-0.00033417+0.00055868i,-0.00059026+0.00055336i,-0.0010678+0.00037394i,-0.0016852+0.00071996i,-0.0011221+0.00065416i,-0.00016136+0.00074563i,0.00040466+0.00098181i,0.00092685+0.00043454i,0.0011336-4.4722e-05i,0.00085646-0.00014107i,1.5356e-05+0.00011542i,-0.0011457-0.00012854i,-0.0007039-0.00030852i,9.7847e-05+1.814e-05i,0.00032818+0.00051957i
0.00071216+0.00085755i,-0.00035049+0.0015251i,-0.0019299+0.0024919i,-0.0011454+0.0011713i,4.4629e-05-0.0008584i,-0.00018896-0.00060811i,-0.00076327-0.00036023i,-0.0006895-0.0007831i,-0.00038708-0.00099869i,0.0008854-0.00011782i,0.00098786+0.0014437i,-0.00018995+0.0018459i,-0.00016402+0.0021807i,-0.00041111+0.0021797i,-0.0012326+0.0010432i,-0.00061266+0.00036621i,-0.00029316-0.00048514i,-0.00048427-0.00089403i,-0.00022075-0.0006084i,-0.00034093-0.00019649i,-0.00026359-0.00057727i,-2.744e-05-0.00074763i,5.0324e-05-0.00014944i
0.0001624+0.0019547i,0.00073178+0.0033261i,-1.9424e-05+0.0050878i,0.00032011+0.0048607i,0.0013924+0.0033306i,6.6037e-07+0.0014368i,-0.0010811+0.00093627i,-0.00081566+0.0010785i,-0.00076129+0.0013853i,-0.00049399+0.0011279i,0.00079476+0.00028463i,0.0016726+0.00010237i,0.0016677+0.00092425i,0.0020433+0.0021574i,0.0017902+0.0016484i,0.0007864-5.891e-05i,-0.00035998-0.00085567i,-0.00039104-0.00075896i,2.837e-05-0.00083581i,4.0771e-05-9.6326e-05i,-0.00023505+0.00076461i,-0.00066492+0.0011976i,-0.0007301+0.001029i
-0.00051152+0.00094198i,0.00045438+0.0015632i,0.0011446+0.0031256i,0.0012771+0.0026883i,0.0010786+8.4423e-05i,0.00075924-0.0010294i,0.00024576+5.5646e-05i,0.00052306+0.0013897i,0.00077482+0.0017201i,-9.923e-06+0.0014358i,-0.0014309+0.00011554i,-0.0018487-0.00066587i,-0.00067214-0.00074006i,0.00012769-0.00064164i,0.00059098-0.00063899i,0.00074458-0.0007399i,0.00024334-0.00037076i,-0.00010434-0.00036036i,-0.00050634-0.0002685i,-0.00067539+0.00017287i,0.00019389+0.00069316i,0.00023975+0.00074463i,-0.00012429+0.00083889i
-0.00046281+0.00046402i,-0.00010765+0.0015653i,0.00031184+0.0026125i,0.00052289+0.0026662i,6.4563e-05+0.0017354i,-0.00078242+0.00057443i,-0.001007-4.6489e-05i,-0.0001744-5.2704e-05i,0.00082744-0.00033259i,0.00057035-0.00071989i,0.00017157-0.00043996i,0.00062192-0.00014654i,4.2467e-05+0.00013943i,-0.00038302+0.001059i,-0.0001533+0.00068475i,0.00034982+2.3684e-05i,0.00036447-8.7408e-05i,-0.00052077-0.00012131i,-0.00086862-0.0001379i,-0.0003127+1.3814e-05i,0.00025584+0.00020759i,0.0002745+7.5429e-06i,0.0004307-0.00057235i
-0.001056+0.0012257i,-0.001622+0.0028516i,-0.0014708+0.0048872i,-0.0006125+0.0046267i,0.00086979+0.0026924i,0.00077324+0.00053368i,-0.00068219-0.00091794i,-0.001142-0.0011676i,-0.001023-0.00069339i,6.0822e-05+0.00021559i,0.0008987+0.0013979i,0.00069233+0.0018837i,-0.00031592+0.0012309i,-0.00018176+0.0010021i,0.00014116+0.00099924i,0.00014886+0.00012366i,0.00044617-0.00019948i,0.00020523+0.00015744i,4.9579e-05-0.00047406i,2.0643e-05-0.001035i,-0.00018186-0.00029608i,-0.00065152-9.2868e-05i,-0.00045568+0.00027696i
0.0011779+0.00023193i,0.00051158+0.0010211i,3.0905e-05+0.0020213i,-0.00016524+0.0019746i,-0.00012757+0.00012891i,-0.00077561-0.0010814i,-0.0010781-0.0002925i,-0.00070666+0.00067135i,-0.00044686+0.00053672i,-0.00027544-0.0006592i,0.0002158-0.0014389i,0.00048263-0.0013026i,0.00088732-0.00031819i,0.0017529+0.00051856i,0.0014894+0.00058111i,0.00056729+0.00029341i,5.2106e-05-0.00099332i,-2.5699e-05-0.0011007i,0.00042658-0.00030487i,8.9146e-05-0.0010807i,-0.00049376-0.001149i,-0.00026446-0.00029973i,6.8401e-05+0.00024888i
0.00084837+0.00097719i,0.001585+0.0024502i,0.0014634+0.0036301i,0.0012404+0.0037862i,0.00042991+0.0021743i,-0.00054308+0.0012664i,-0.00070139+0.0018785i,-0.00043483+0.0021124i,-9.0935e-05+0.0016616i,-0.00034378+0.0006538i,-0.00093957-0.00014393i,-0.00095437-0.00037454i,-0.0010138-0.00060614i,-0.00068573-0.0010891i,-0.00013016-0.00089691i,0.00033929+0.00046167i,0.00045001+0.0012209i,-0.00020819+0.00081408i,-0.00094855+0.00011914i,-0.00086402-0.000323i,-0.0003825-0.00024791i,0.00016426-0.00040246i,0.00047876-3.5599e-06i
0.00077073+0.0023116i,-0.00043069+0.0029408i,-0.00049146+0.0026637i,-3.9827e-05+0.0019437i,0.00050407+0.0010847i,0.00091553+0.00081573i,0.00062249+0.0010656i,0.00097503+4.2171e-05i,0.0018516-0.00054103i,0.0017059+0.00012741i,0.00048163+0.0010697i,-0.00032248+0.0011434i,-0.00070255+0.0013715i,-0.00085344+0.0020889i,-0.00047227+0.0018284i,-0.00033777+0.00086864i,4.9081e-05-2.4158e-05i,2.6882e-05-0.00059541i,-0.00015-0.00099362i,0.00064248+7.954e-05i,0.0011137+0.0012374i,0.00053367+0.00033301i,0.00042732-0.00064038i
0.0005497-0.00035966i,-0.00072322+0.0007408i,-0.0016906+0.0030446i,-0.00054906+0.0031335i,0.00048609+0.00095144i,-0.0002786-0.0002323i,-0.00099633-0.00071587i,-0.00092198-0.0012489i,-0.00053043-0.0010045i,0.00047043-0.00033948i,0.00084855+0.00031751i,0.00025042+0.0004732i,0.00064423+0.00091165i,0.0018+0.0010614i,0.0016455+0.00060821i,0.0012571+0.00092823i,0.0014115+0.00087872i,0.001012-4.2598e-05i,0.00022743-0.00048944i,-0.00041543-0.00055806i,-0.00057132-0.00069525i,-0.00031785-0.00052894i,-0.00042371+0.0002387i
-0.00042146+0.0017734i,-4.2096e-05+0.0028473i,0.00059941+0.0043008i,0.00084637+0.0023708i,0.00093279-0.00060754i,3.9813e-05-0.00086863i,-0.0012388+0.00036995i,-0.0017268+0.00084093i,-0.0017199+0.0009005i,-0.0010489+0.00039304i,-0.00038217-0.00063599i,0.00053904-0.0014288i,0.00099079-0.0011696i,0.00076905-0.00052085i,0.00082819+0.00019086i,0.0006994+3.3833e-05i,0.00076691-0.00034933i,0.00024603+0.00023409i,-0.00062348+0.00069445i,-0.00053667+0.00012151i,-0.00012671+0.00010755i,0.00011787+0.00061305i,-0.00015846+1.7147e-05i
1.2624e-05+0.0024429i,-0.00070175+0.0028342i,-0.00019807+0.003516i,0.00089935+0.0039404i,0.00059958+0.0022572i,-1.6338e-05+0.00074008i,-0.00014496+0.001212i,-0.00025125+0.0016892i,-0.00029984+0.0016139i,-0.00054277+0.0018586i,-0.00095438+0.0014116i,-0.0010891+0.00051278i,-0.00049848-0.00032039i,0.00056871+0.00012515i,0.00014129+4.3751e-05i,-0.00036708-0.00047727i,0.00010992+5.6937e-06i,-2.6676e-05+0.00032643i,-0.00022667+0.00020059i,-0.00018366+0.0003619i,3.5712e-05+0.00040053i,8.2711e-05+0.00035099i,-0.00020598+0.00019504i
-0.0011438+0.0023239i,-0.0013212+0.0022558i,-0.00046213+0.0026826i,0.00097716+0.001109i,0.0016324-0.00023229i,0.0014818-0.00032964i,0.00091577+0.00038757i,0.0008617-0.00040142i,0.0013304-0.00096178i,0.0019119+0.00046875i,0.0015633+0.0018776i,0.00014797+0.0023788i,-0.00079943+0.0023761i,-0.00059959+0.0019551i,0.00040707+0.0015161i,0.00093435+0.0012784i,0.00080875+0.00075667i,-0.00014155-0.00015038i,-0.00089372-0.00078006i,-0.00073478-0.0010884i,-0.00081373-0.0010972i,-0.00010775-0.00074312i,0.00037373-0.0011278i
0.0011892+0.00049541i,0.00032284+0.0021129i,-6.2269e-05+0.0033397i,0.00030175+0.0028296i,-0.00023012+0.0015821i,-0.0010926-0.0001968i,-0.00073764-0.0013676i,-6.3424e-05-0.0011428i,0.00015157-0.00075953i,0.00015479-4.7153e-05i,0.00095296+0.00027911i,0.001488+0.00016783i,0.0010471+0.00051135i,0.0012861+0.0015119i,0.0010459+0.0015801i,0.0007302+0.00038348i,0.00096188-0.00071937i,0.00049007-0.00080699i,-8.3891e-05-0.00093293i,-3.3615e-05-0.00041233i,0.00013884+0.00055206i,-0.00017506+0.0008566i,-0.00032893+1.8472e-05i
-0.00099056+0.0014717i,-0.00099149+0.0024556i,-0.000903+0.0034581i,-0.00010108+0.0023464i,-0.00011509+0.00032689i,-0.00098753-0.00080858i,-0.0021149-0.0006399i,-0.0028724+7.8685e-06i,-0.0021123+0.00012451i,-0.0011399-0.00027349i,-0.00098084-0.00071227i,-0.0004716-0.00042177i,0.00012128-0.00017669i,0.00064672+4.6515e-05i,0.00057054+0.00054187i,0.00038106+0.0003976i,-0.00017293+0.00039653i,-0.0011104-7.804e-05i,-0.0016036-0.00026646i,-0.00087619-0.00048303i,7.782e-06+0.00019353i,0.00041423+0.0012962i,0.00068013+0.00055136i
0.0010334+0.00064382i,1.0836e-05+0.002405i,-0.00033584+0.0041835i,0.00012172+0.0037079i,0.00075855+0.0014681i,0.0002707+0.00050347i,0.00062973+0.0007548i,0.0014264+0.0012298i,0.00087467+0.0014736i,0.00031694+0.0015668i,-0.00051926+0.001765i,-0.0014061+0.001082i,-0.0013112-8.4115e-05i,-0.00019258-0.00083333i,0.00061476-0.00045978i,0.00067561+0.00062606i,0.00086167+0.0009024i,-0.00013918+0.00039664i,-0.00041617+0.00023271i,0.00020562+0.00077578i,-0.00025312+0.00087376i,-4.2195e-05+0.00022425i,-0.00024393+6.997e-05i
8.3612e-05+0.0010321i,-0.00035789+0.0032222i,-0.00037123+0.0054644i,-0.0004323+0.0045667i,-5.1479e-06+0.0024824i,0.00052462+0.0016789i,0.0011959+0.0010186i,0.0018107+0.00022948i,0.0018202-0.00020355i,0.0015404+0.00081153i,0.00085916+0.0020319i,0.00021618+0.0026351i,4.1404e-05+0.0026062i,0.00018675+0.0022241i,0.00024617+0.0019777i,5.2655e-05+0.0013362i,2.5449e-05+0.00035446i,-0.00022758+0.00027313i,-0.00090133+0.00068595i,-0.001141-1.2098e-05i,-0.00029518-0.00024669i,0.00055443+0.00023929i,0.00057568+0.00033567i
0.0014517+0.00064583i,0.00070467+0.0013582i,-0.00057447+0.00202i,-0.0013072+0.0020835i,-0.0018079+0.0019394i,-0.0019882+0.0010751i,-0.0011476-0.00052826i,-0.00021288-0.0014037i,-0.00072837-0.0018957i,-0.0007466-0.0017568i,0.00012274-0.00090343i,-7.9625e-05-0.00036184i,-0.00085793-3.278e-05i,-0.00065896+0.00079634i,-3.5843e-05+0.0013977i,6.3128e-05+0.00055574i,-0.00033504+0.0002249i,-0.00040412+9.1837e-07i,-0.00055983-0.00047072i,-0.0005573-0.00057739i,7.2945e-05-0.00021179i,-0.00041472-4.8201e-05i,-0.0016001-0.00062671i
0.00010129+0.00023464i,-0.00024386+0.0019219i,-0.0005592+0.0027568i,-0.00085383+0.0021545i,-0.0011685+0.0006377i,-0.00142+0.00017976i,-0.0016596+0.00069037i,-0.0016227+5.7867e-05i,-0.0016998+3.2971e-05i,-0.0022175+0.00033852i,-0.0029822+0.00011632i,-0.0021069-0.00029708i,-0.00039322-2.2062e-05i,0.00056346-7.0336e-06i,0.00067665-0.00064833i,0.00025315-0.0012967i,-0.00036842-0.0011861i,-0.00088658-0.00063784i,-0.00071382-2.7797e-05i,4.6273e-05-7.81e-05i,0.00057772+9.2466e-05i,-4.466e-05+0.00088642i,-0.00066601+0.00061625i
0.00092187+0.00026575i,0.0005518+0.0013494i,-0.00081792+0.0028715i,-0.000135+0.0026379i,-5.0934e-05+0.0011928i,-0.0014987+0.00063015i,-0.0012094+0.0011662i,5.8796e-05+0.0020301i,0.00066501+0.0026365i,-0.00022231+0.0022646i,-0.0013861+0.0010778i,-0.001641+0.0004793i,-0.00070939+0.0004685i,0.00036268+0.00037595i,-0.00016685+0.00086326i,-0.00073154+0.0011797i,7.1718e-05+4.8731e-05i,0.00049847-0.00056769i,0.00053083+0.00014599i,0.00042233+7.9327e-06i,0.0006407-0.00011714i,0.0010374+0.00026005i,0.00090946+0.0012676i
0.0015993+0.0013218i,0.00051134+0.0017464i,0.00056923+0.0029003i,0.0013424+0.002818i,0.00078525+0.0013206i,-0.00087073+4.7222e-05i,-0.00019767+0.00041726i,0.0011762+0.00030789i,0.0016125-0.00089752i,0.0025091-0.00056607i,0.0023439+0.001599i,0.00099881+0.0022793i,0.00058839+0.0017725i,0.001399+0.0020021i,0.0012346+0.0019841i,0.00056624+0.001766i,0.00041865+0.001278i,0.00019513+0.00091932i,0.00034767+0.00059916i,0.00049356+0.00015345i,0.00068695-0.00083632i,0.0003398-0.0017753i,-0.00047375-0.0012278i
0.00079896+0.00068925i,-0.00029774+0.0019201i,-0.00077314+0.0035659i,0.00016259+0.0028636i,0.0012821+0.001009i,0.00057337+4.0714e-05i,4.6727e-05-0.00094722i,-9.1944e-05-0.0014749i,-0.0011451-0.001757i,-0.00068844-0.001988i,0.00049846-0.0016495i,0.0008984-0.001217i,0.00064333+0.00014035i,0.00065379+0.0010279i,0.00082677+0.00036384i,0.0008533-0.00039189i,0.00073841+0.0004688i,0.00018334+0.0011159i,-0.00044563+0.0002762i,-0.00082093-0.00029174i,-0.00065619+0.00030586i,-0.00029252+0.00073424i,0.00028464-3.3583e-05i
-0.00014051+0.00025291i,-0.001576+0.0013814i,-0.0022477+0.0028285i,-0.0014633+0.0022772i,-0.0014111+0.00046799i,-0.0017638-0.00049408i,-0.0016055+0.00015264i,-0.0021591+0.0011497i,-0.0035014+0.0011812i,-0.0034453+0.00074205i,-0.0020443-0.00027665i,-0.00089634-0.00035585i,-0.00056834+0.00055329i,0.00014818-3.9507e-05i,0.00078665-0.00032805i,0.00031179+6.3579e-05i,0.00032273-0.0003983i,-0.00016413-0.00085406i,-0.00050261-0.00078008i,0.00027386-0.00046942i,0.00028534-0.00033198i,-6.1741e-06+3.9252e-05i,8.3274e-05+0.00049721i
