-0.0030113+0.0020575i,-0.0034187+0.00085635i,-0.0040853-0.00026504i,-0.0031429-6.6583e-05i,-0.0026268+0.0013222i,-0.0016673+0.0016757i,-0.0002649+0.00097611i,0.00074242+0.0008915i,0.0010001+0.00065879i,0.00027793+0.00017473i,0.00019686+0.0001576i,-4.7365e-05+0.00010855i,-0.00047645+0.00047919i,-0.00063925+0.00072431i,-0.0010286-4.5689e-05i,-0.00067273-0.00054678i,9.8266e-06-0.00030636i,0.00023673-0.00048135i,0.00024398-0.0008928i,0.00020857-0.00082469i,6.0955e-05-0.00017539i,-0.00058317+0.0001957i,-0.001263-0.00020594i
-0.0021439-0.0024952i,-0.0025049-0.0019591i,-0.0018-0.00053812i,-0.00070447+0.0016644i,-0.0011702+0.001877i,-0.0016429+0.0012771i,-0.001005+0.0011292i,-0.00044752+0.00073625i,0.00019759-0.00030628i,0.00054063-0.0003291i,-8.094e-05+0.00085979i,-0.0010107+0.0011291i,-0.0011804+0.00087632i,-0.00041853+0.00065592i,-0.00022278+0.00086392i,-0.0005332+0.00051719i,-8.3857e-05-0.00039355i,0.000326-0.00092824i,-6.9601e-05-0.0012524i,1.6895e-05-0.0012475i,-5.8842e-05-0.00068876i,-0.00058694-0.00049253i,-0.00091155-0.00040408i
0.00040179-0.0014632i,-0.0012627-0.0013833i,-0.0014649-0.00068329i,-0.00078694+0.00050329i,-0.00074809+0.0016248i,-0.00081801+0.0010904i,-0.00050104+4.0085e-05i,-0.00023392-0.00053655i,0.00019505-0.00023985i,0.00017785+0.00039577i,0.00072913+0.0001341i,0.00097183-0.0004506i,0.00044131-0.00015048i,0.00058886+0.0004002i,0.00023664+0.0004191i,0.00016533+0.00074216i,0.00022598+0.0010913i,-0.00021301+6.4005e-05i,-0.00090769-0.00058636i,-0.00083129-0.00052393i,9.7896e-05-0.00039377i,8.756e-06+5.5635e-05i,-0.00029738+0.00015816i
-0.0014189+0.0014214i,-0.0020878+0.0017309i,-0.0026763+0.0011938i,-0.0014613+0.0010979i,-0.00054397+0.0014626i,-0.00086604+0.00014859i,-0.00081137-0.00063155i,0.00013653-0.00023019i,5.152e-05+0.00047521i,-0.0010807+0.00086981i,-0.00073518+0.0010259i,0.00044772+0.00089196i,0.00084625+0.00091342i,0.00046714+0.0011255i,0.00021988+0.0008515i,0.00037032+4.0724e-05i,6.4568e-05-0.00090879i,0.00014423-0.00080308i,0.00028034-0.00069312i,0.00011489-0.0010862i,7.637e-05-0.00059289i,0.00019244+0.00025345i,-0.00014899+5.343e-05i
-0.0024225+0.0010155i,-0.0030538+0.0025741i,-0.0022784+0.0041645i,-0.001168+0.0036988i,-0.00072454+0.0024464i,-6.5458e-05+0.0016248i,-6.4554e-05+0.00098118i,0.00026687+0.0005617i,0.00099824+0.00025325i,0.00086094+0.00022342i,0.00031957-9.9305e-05i,-0.00029528-0.00045519i,-0.00030837-2.1932e-06i,3.8069e-05+0.00049637i,0.00013696+0.00071572i,0.0004704+0.00061228i,0.00050142+0.00020137i,0.0006564+8.6279e-05i,0.00095095+0.00030583i,0.00011071+0.00044339i,-0.00078396+0.00042172i,-0.00080026+0.00035958i,-0.00030592-1.5079e-06i
0.0016645+0.00042346i,0.0012772+0.00039985i,0.00025291+0.00063873i,1.3245e-05+0.00054015i,-0.0003912+0.00080294i,-0.001837+0.00061i,-0.0017079+7.4846e-05i,-0.00075183-0.00076413i,-0.001164-0.00087383i,-0.00083675-0.00046792i,0.00013899-0.00034467i,0.00069535-0.00013753i,0.00042692+0.00040071i,4.8054e-05+0.00081135i,0.00031389+0.00096918i,0.00054584+0.0010208i,0.00053378+0.00063451i,-6.2353e-05+0.00032946i,9.4083e-05+0.00019205i,0.00093979+0.00010968i,0.00061994-3.0484e-05i,0.00020717-0.00030966i,5.4284e-05-0.00051889i
-0.0018142+1.6145e-05i,-0.0022786+0.00052139i,-0.0030395+0.00094989i,-0.0024931+0.0016202i,-0.00069887+0.0014803i,-0.00033876+0.0003726i,-0.0011707+0.00021704i,-0.00062055+2.9344e-05i,0.00025793-0.00058205i,0.00018503-0.00045216i,8.9398e-05-3.0869e-05i,0.00025826-0.00011775i,0.00043179-0.000315i,0.00010093+0.00025242i,0.00077164+0.00097565i,0.0015666+0.0010761i,0.0014986+0.00062068i,0.00097259+0.00068099i,0.00032652+0.00039649i,9.4231e-06-3.1789e-05i,9.0608e-05-0.00017165i,5.818e-05-0.00032176i,-0.00026036-2.5199e-05i
0.00050257-0.0015578i,-0.00027917+0.00035012i,-1.457e-05+0.0022171i,0.00054346+0.0022874i,0.00015357+0.0018788i,-0.0002564+0.00076351i,-5.2775e-05+0.00021193i,-0.00013611+0.00034053i,3.2269e-05+4.6227e-05i,-0.00036023+0.00064448i,-0.00077845+0.00093582i,-0.00085495-7.298e-06i,-0.00047308-7.3313e-05i,-0.00043138-0.00017993i,-0.00047728-0.00053719i,0.00041944-0.00030828i,0.0004931-0.00045914i,0.00013287-0.00046359i,4.0667e-05-0.00033363i,-0.00019481-0.00071339i,-0.00055586-0.00029213i,-0.00081051-0.0004662i,-0.0005133-0.00047502i
-0.00052521-0.00054554i,-0.0017575-0.00075353i,-0.0017854-0.00028743i,-0.0011608+0.00052352i,-0.001052+0.00058343i,-0.00082456-0.00020696i,-0.00042316-0.0003865i,-0.00016717+0.00023796i,0.00022194+0.00030224i,0.00036302+0.0004321i,-4.249e-06+0.00044123i,0.00010507+0.00041481i,0.00073361+0.0002238i,0.00080391-1.9003e-05i,-9.932e-05+0.0008169i,3.6234e-05+0.0014011i,0.00058699+0.00091515i,0.00045373+0.00048445i,0.00018734+0.00046209i,-0.00045131+0.00033277i,-0.0007906-0.00069038i,-0.0011842-0.0013277i,-0.00087871-0.00087059i
-0.0016974+0.0017009i,-0.0012758+0.0021863i,-0.0016502+0.002709i,-0.0013747+0.0030419i,-0.0012013+0.0028828i,-0.0012638+0.0017117i,-0.00078965+0.00033486i,-0.00021403-0.00049737i,-0.00036945-0.00030335i,-3.9374e-05+0.00013812i,0.00019882+0.00021893i,-0.00026529-0.00034841i,-0.00022043-0.00064531i,0.00063992-0.00011085i,0.0015561+0.00028749i,0.001505-0.00024955i,0.00097216-0.0012424i,0.00067154-0.0010102i,7.0252e-05-0.00042865i,-0.00027691-0.00025659i,-0.00033091-0.00063639i,-0.00083375-0.00077388i,-0.0013189-0.00045247i
0.00020792-0.0019045i,-0.0011669-0.0020055i,-0.0016796-0.0004591i,-0.0012032+0.00082146i,-0.00064313+0.00043224i,-0.00087538+0.00014974i,-0.00084401+2.3086e-05i,-7.4214e-05-0.00020884i,0.00028868-0.00013864i,0.00021668-0.00013472i,0.00065715-3.036e-05i,0.00058453-0.00012855i,0.00044789+0.0001136i,0.00029474+0.00051153i,1.4277e-05+0.00083894i,3.1204e-05+0.00042856i,0.0004987-4.208e-07i,0.00084303+0.00035065i,0.00064213+0.00033597i,0.00020804-0.00050929i,-0.00032892-0.00087395i,-0.00064285-0.00072922i,-0.00028712-0.00071043i
-1.7104e-05+0.00018929i,-0.001895+0.0010785i,-0.0013893+0.00050554i,-0.00047003+0.00032003i,-0.00081933+0.00072401i,-0.0011439+0.00011357i,-0.0012757-0.00016245i,-0.00057464-0.0003748i,-0.00020815-0.00055222i,-0.00078384-4.9593e-05i,-0.00034049+0.00050678i,0.00026581+0.00089616i,-0.00010775+0.00083222i,-0.001185+0.00071833i,-0.0011466+0.0010381i,-0.00050404+0.00078242i,-0.00011216+0.00081808i,0.00051551+0.00077102i,0.00073744+5.5915e-05i,0.00010318-0.00054648i,-0.00028332-0.00055504i,-7.1817e-05-0.00027929i,0.00028499-0.00032817i
0.00023136+0.00049573i,-0.00020603+0.00025893i,-0.00064614+0.00078752i,-0.00051842+0.0010829i,-8.5576e-05+0.0010487i,-0.00038369+0.0010868i,-0.00045911+0.00014991i,0.0001647-0.0011108i,0.00022464-0.0011561i,0.00040789-0.0004393i,0.0006018-0.00031906i,8.7349e-05-0.00041092i,-0.00067658+5.3783e-05i,0.00028486+2.5722e-05i,0.0010599-0.00011402i,0.00061136-0.0011349i,0.00022793-0.0013219i,-0.00025174-0.00034371i,-0.0005703-0.00033569i,-0.00069869-0.0006443i,-0.00047471-0.00017964i,-0.00015061+0.00012527i,-0.00025765-0.00032028i
-0.0020394-0.00059091i,-0.0018895+0.0014481i,-0.0013507+0.0030537i,-0.00034086+0.0034013i,0.0010005+0.0027765i,0.0010976+0.0010392i,0.00052475-0.00046043i,0.00053555-0.00079555i,0.00031974-0.00010788i,0.0003224+0.00088719i,0.0012488+0.0013275i,0.0013325+0.00064557i,0.0002687+0.00012778i,0.00023597+0.00058294i,0.00039223+0.00042718i,0.00048838+0.00085755i,1.5977e-05+0.00092214i,-0.00058948+0.00061142i,-0.00064639+0.00039675i,-0.00081821+0.00057321i,-0.00040083+0.00077783i,7.805e-05+0.00052599i,0.00015431-0.00048731i
0.00024257-0.0030415i,-0.0012011-0.0023417i,-0.0025572-0.0012189i,-0.002462-0.00075653i,-0.0020536-5.9853e-05i,-0.0014705+0.00021552i,-0.00065145-2.963e-05i,-0.00070863+0.00010791i,-0.00076321+5.9255e-05i,-0.00029724+0.00011216i,7.0202e-05+0.00013225i,-0.00042736+0.00024251i,-0.00043656+0.00041212i,0.00040224+0.00067182i,0.00071413+0.00035226i,0.001087+0.00030897i,0.00099175+1.7864e-05i,0.00059468-0.00055511i,-0.0002959-0.00069729i,-0.0012803-0.00090271i,-0.0014202-0.0010796i,-8.6896e-05-0.00052427i,0.00011218+0.00089415i
-0.0016817+0.0010821i,-0.002624+0.00085516i,-0.0025129+0.0010503i,-0.0017429+0.0011962i,-0.00080609+0.00075931i,-0.00051021-0.00027048i,-0.00070169-0.00056419i,-0.00059184-0.00018819i,-0.00025169+0.00035975i,1.0351e-05+0.001133i,0.00029464+0.00060249i,0.00043689-0.00021298i,0.00087069+0.00026138i,0.00050886+0.00053969i,-3.6184e-05-0.00017871i,7.5273e-05-0.00072858i,-4.4948e-05-9.7497e-05i,0.00030987+0.00047374i,0.00051907+0.00014821i,0.00017509-0.00084954i,-0.00053579-0.00051134i,-0.00065546-0.00037162i,-6.8706e-05-0.00075939i
0.0015716-0.0029293i,0.0015608-0.0037859i,0.00063909-0.0023086i,-0.00039842+1.3141e-05i,-0.0013875+0.00097627i,-0.0017913+0.00097594i,-0.0012501-1.3976e-05i,-0.00018203-0.00055875i,0.00025379-0.0011233i,-0.00012091-0.0012016i,-0.00013636-0.00052788i,-0.00050522+9.2071e-05i,-0.00088454-0.0001125i,-0.00051224-0.000101i,-0.00019803+0.00043097i,0.00016602+0.0011559i,0.00019354+0.0011719i,-0.00040443+8.8658e-06i,-0.00039287-0.00025642i,0.00059729-9.6717e-05i,-0.0001725+1.5414e-05i,-0.00089124-0.0001553i,-0.00014322-0.00036807i
0.00097042+0.00076664i,-0.00023783+0.0002421i,-0.0010683+0.00046077i,-0.00086479+0.00099973i,-0.00019961-9.0181e-05i,-0.0011664-0.0015396i,-0.0015211-0.00097655i,-0.00041764-0.00025724i,-0.00020071-0.00068491i,4.7212e-05-0.00024664i,0.00058701-4.1444e-05i,0.0004844-0.00045262i,-0.00032226-0.00053506i,-0.00080111+3.388e-05i,-0.00076929+0.00013434i,-0.00053377+0.00014251i,-0.00020083+7.2473e-05i,-0.00038539+0.00016362i,-0.00061417-1.6627e-05i,-0.00061018-0.00015036i,0.00038048+0.00034445i,0.00072486+0.0002497i,0.00023733+3.7166e-05i
0.001178+0.0030523i,7.5578e-05+0.002324i,0.00061889+0.0025055i,0.0006144+0.0014322i,0.00042778+0.00062315i,-0.0010403-0.00059461i,-0.0013113-0.0016468i,-0.00070776-0.00061603i,-3.7149e-05+0.00029702i,0.00068022+0.00033331i,0.00034393+8.8646e-05i,0.00028696-0.00031057i,0.00038683-0.00096768i,0.00059232-0.0011728i,0.00063714-0.00082007i,6.6908e-05-0.00031729i,-0.0003926+4.0542e-05i,0.0004958+7.1736e-05i,0.00064279+0.00031195i,0.00020165+0.00037449i,0.00037199-0.00013113i,0.00037704-0.00096274i,0.00010075-0.0014267i
0.0017783+0.00021841i,0.0010349-3.9799e-06i,0.00046913+0.00063681i,0.00055601+0.00048872i,-0.00032012-4.9318e-05i,-0.0015416-0.00049551i,-0.0012849-0.0012034i,-0.00059842-0.0010198i,-0.00027188-6.4718e-05i,-5.6891e-05+0.00043112i,0.00018987+0.0003196i,0.00029214+0.00029862i,0.0005914+0.0004151i,0.00020937+5.1826e-05i,0.00012139-0.00043206i,0.00017705-0.00034861i,-0.00040421-3.3877e-05i,-6.0946e-05-0.00041044i,-0.00021579-0.00019849i,-0.00044671+5.4144e-05i,0.00030241+0.00023767i,0.00080116+0.00081261i,0.00060308+0.00024672i
0.00042291+0.00037444i,-0.00022944+0.0001648i,-0.0012375+0.0008309i,-0.0019648+0.0017277i,-0.0018679+0.0025527i,-0.0016668+0.0018535i,-0.00075697+0.00022197i,-0.00020684-0.00074134i,8.2148e-05-0.00075552i,0.00042408+0.00011778i,-9.1952e-05+0.00099661i,-0.00072065+0.00092388i,-0.00039484-8.5747e-05i,-0.00010224-0.00032244i,-4.0751e-06-0.00046911i,0.00043166-0.00021637i,0.00050238+0.00044473i,-0.00026912-5.1879e-05i,-0.00036276-0.00080583i,6.31e-05-0.0008711i,-7.913e-05-0.00019778i,-0.0003825+0.0002933i,-0.0002549+0.00036903i
0.0044715-0.0011576i,0.0033421-0.00087536i,0.0033856-0.00036411i,0.0031134-0.00036523i,0.0017302-0.00083845i,-4.5399e-05-0.0010918i,-0.0005329-0.00092151i,0.00039103-0.00070051i,0.0012132-0.00091521i,0.00059938-0.00044223i,0.00019331-0.00033174i,-5.4522e-06-0.00040014i,0.00020244+3.5841e-06i,0.0006147+0.0001614i,0.0007837+0.0001461i,0.0010153-0.00025216i,0.00069661-0.00022798i,0.00027196-0.00039176i,4.4342e-05-0.0015355i,-0.000102-0.0013685i,-4.8376e-05-0.00045203i,-0.00024238-0.00037685i,-0.00055804-0.00072765i
0.001053+0.0015293i,0.00041664+0.0022025i,2.7505e-05+0.0032141i,4.0385e-05+0.0028267i,-0.0004563+0.0017934i,-0.00085587+0.00091014i,-0.0007874+0.0005538i,-0.0005408+0.0005203i,-0.00045498-0.00052631i,-0.00019795-0.0006189i,7.3571e-05-0.00026393i,0.00033284-0.00034998i,0.0003969+0.00036887i,0.00019271+0.00062502i,0.00040607-5.0866e-05i,0.0010079-0.0001356i,0.0011651+0.00079104i,0.001329+0.00055626i,0.0013049-0.00059307i,0.00070665-0.00073047i,5.6316e-06-0.00077083i,-0.00016311-0.00074278i,0.00072815-0.00091713i
0.0014625-0.00084145i,0.00028096-0.00025956i,-5.3216e-05+0.00049642i,0.0003531+0.001146i,0.00071985+0.0011379i,-0.00015164+0.00041018i,-0.001027-0.00042363i,-0.00056725-0.00058922i,-0.00073571-0.00040867i,-0.0011989+6.3841e-06i,-0.0009892-3.8541e-05i,-0.0007572+7.8667e-05i,-0.00095646+0.00025939i,-0.0010294+0.00014728i,-0.00093982+0.00015351i,5.8688e-06+0.0004579i,0.00095667+0.00084103i,0.00021451+0.00055691i,-0.00039615-0.00060906i,-0.00017514-0.0014199i,-0.00021704-0.00060181i,-0.00052435+0.00066205i,1.101e-05+0.00041773i
0.00010274-0.00039727i,-0.00059089-0.00049929i,-0.0014023+0.00016838i,-0.0013443+0.0013417i,-0.0021309+0.0019648i,-0.0027582+0.0010709i,-0.0017729-0.00024582i,-0.00036578-0.00055598i,0.00021623-0.00065082i,-9.4665e-05-0.00013812i,-0.00036028+0.00011807i,0.00031105-0.00017902i,0.00066822-0.00017979i,-0.00021157+0.00039242i,-0.00058632+0.0010653i,-1.4121e-05+0.00066913i,-4.1133e-05-0.00064282i,-0.00018515-0.0012105i,-0.00018846-0.001354i,-0.00035805-0.00074381i,-0.00046952-0.00015239i,-0.00048131-0.00064898i,-0.00015366+0.00012025i
0.00056206-0.00056536i,-0.00012632-0.0010195i,0.00033863+0.0002149i,0.00074355+0.0016086i,2.0363e-05+0.0017651i,-0.00081195+0.00023279i,-0.0001675-0.00029397i,0.00018427+0.00061191i,-0.0003779+0.0011375i,-0.0012063+0.00041877i,-0.00074522+0.0001999i,0.00050388+0.00038185i,0.0011566+0.00097204i,0.0010538+0.00086239i,0.0003004-0.00012215i,-0.00029934-0.00043221i,-0.00058277-0.00077022i,-0.00032274-0.00069679i,-0.00063544-0.00048392i,-0.00020335-0.00089995i,0.00044662-0.00082437i,4.4002e-05-0.0001666i,-0.00048879+0.00033955i
0.002264+0.001223i,0.0014263+0.0022366i,0.0012841+0.0018009i,0.0011939+0.0011804i,0.00020995+0.00072596i,-0.0011644+0.00011048i,-0.0010729-0.00060587i,-0.00022143-0.00095017i,-0.00019753-0.00025279i,-0.00016831+0.0002737i,-2.6324e-05+0.00020181i,0.00030395+0.00034442i,0.00019825+6.9973e-05i,6.07e-05+0.00035851i,0.00040812+0.00045634i,-0.00017809-0.00030479i,-0.00047551-0.00072144i,-0.00043772-0.00066016i,-0.00030312+8.9228e-06i,-0.00023063+0.00052431i,-0.00014774-0.00015356i,0.00035319-0.00051127i,-8.2033e-05-0.00079935i
0.0021544+0.0012852i,0.00083744+0.00070139i,0.00046136+0.00078283i,-0.0011604+0.00094865i,-0.0021793+0.00097044i,-0.0016464+0.0012827i,-0.00077231+0.00086526i,0.00012478-0.00041415i,0.00068578-0.0010774i,0.00029923-0.0001371i,-0.00022473-5.4558e-05i,-0.0005116-0.00018611i,-0.00081998+0.00019168i,-0.0012795+0.0004199i,-0.00085068+0.00049046i,-7.898e-05+0.00026823i,0.00033032-0.00029456i,0.00038226-0.00048907i,-0.00015715-0.00025376i,-6.8801e-05-0.00027276i,-3.6299e-05-0.00042022i,0.00012073+4.7776e-06i,0.00076841+0.00019087i
-0.00093926-0.00137i,-0.0012003-0.00034507i,-0.00078357+0.00085346i,-0.00079758+0.0018358i,-0.0012419+0.0011619i,-0.00061531-5.957e-05i,0.00058561-0.00046591i,0.0012161+0.00017064i,0.001097+0.00051321i,0.00027396+0.00021219i,4.0487e-05+0.00084256i,0.00054398+0.000533i,0.00015635+0.00050961i,0.00029934+0.00064805i,0.00092594-0.00017929i,0.0010084-0.00069739i,0.00035296-0.00084465i,-0.00026734-0.00070186i,-0.00046821-0.00087613i,-0.00068398-0.00052781i,-0.00073827+0.0004637i,-0.00085959+0.00018282i,-0.00089379-1.1407e-06i
0.0018857-0.00066025i,0.0008707-0.00040646i,0.0015757+0.00020163i,0.0012057+0.00086713i,-0.00047956+0.0012724i,-0.001459+0.00061622i,-0.00099133-0.00085602i,-6.6786e-05-0.0014814i,-5.2236e-05-0.00076264i,-0.00071654-0.00014393i,-0.00063403+0.00027784i,-0.0004247+0.00072692i,-0.0010092+0.0008934i,-0.00065937+0.0011081i,0.00028031+0.00029438i,-0.00013787+0.00013564i,-0.00079608+0.00083498i,-0.00082442+0.00070032i,-0.00050127+0.00038559i,-1.1516e-05-5.3002e-05i,0.00010166+0.00023107i,-0.00016904+0.00078843i,-2.4859e-05+5.1744e-05i
-0.0015771-7.5678e-05i,-0.0012867-0.00049164i,-0.00095213-0.0005065i,-0.00088121+0.00076293i,-0.00099311+0.0018123i,-0.00035544+0.0015277i,0.00027001+0.00032353i,0.00019999+0.00025248i,-0.00023585+0.00061835i,0.0004648+0.0005405i,0.001638+7.1654e-05i,0.0013217-0.00051257i,-0.00020028-7.6479e-05i,-0.0011598+0.00068778i,-0.00044685+0.00076471i,0.00095517+0.00042397i,0.001012-0.00044807i,-0.00016285-0.0010971i,-0.00050948-0.00062364i,2.1311e-05-0.00058654i,0.00038529-0.00086897i,0.00051277+0.00029799i,0.00059859+0.00041204i
-0.00039847-0.0047187i,-0.00031004-0.0046338i,-0.00092265-0.0033502i,-0.0014217-0.0019196i,-0.0014092-0.00055444i,-0.0012055+0.0007841i,-0.00029478+0.00093282i,6.1064e-06-0.00025593i,-0.00050452-0.0002379i,-0.0011288+0.0006754i,-0.00077342+0.00071632i,-0.00026663+0.00025648i,-0.00050041-0.0001928i,-0.00045781-0.00051131i,8.6776e-05+1.1309e-05i,0.00022214+0.00067233i,8.9245e-05+0.00040433i,3.8984e-05+9.5686e-05i,0.00015499-0.00030229i,0.00043867-0.00037372i,0.00026115-0.00052106i,-0.00028702-0.00090582i,-0.00036261-0.0004191i
0.0022974-0.00016332i,0.0014797-0.00011587i,0.00061671+0.00060638i,0.00051967+0.0014459i,-0.00087507+0.0013756i,-0.0012599-0.00013682i,6.2988e-06-0.00016767i,0.00019411+0.0002396i,-0.00016035+6.2917e-05i,0.00012678+6.4218e-05i,0.00010178-9.7714e-05i,-0.00054509+0.00034814i,-0.00071177+0.00065476i,-2.8817e-05+0.00044408i,-0.00028205+0.00018738i,-0.00071453+4.2534e-05i,-0.00048362+0.00037911i,-0.00056176+0.00069175i,0.0001354+0.00021641i,0.00044865-0.00059183i,9.5796e-06-0.00045843i,-9.7329e-05-0.00016348i,-0.00015765+0.00010423i
-0.0025606+0.0014659i,-0.0025627+0.0015349i,-0.0027656+0.0014167i,-0.001923+0.0015817i,-0.00064313+0.0011034i,-0.0010866-0.00015975i,-0.0014112-0.0004341i,-0.0010728-0.00061545i,-0.00074003-0.00062689i,-0.00035102+8.2808e-05i,-0.00046844+0.0005863i,-0.00062501+0.00091505i,-0.00061468+0.00019715i,-8.6168e-05-0.00049024i,0.00069872+0.00034223i,0.0009765+0.00054269i,0.00054487-0.00045836i,0.00031475-0.00064668i,0.00049669+5.6525e-05i,0.00031522+0.0006227i,0.00028161+8.7772e-05i,-0.00030955+0.00037618i,-0.00059451+0.0012464i
0.0014047-0.0024622i,0.00010307-0.0027947i,-0.00026709-0.00058464i,-0.00055189+0.0014339i,-0.00068475+0.0019462i,-3.9858e-05+0.0016161i,-0.00010803+0.00058501i,-0.00013813-0.0003883i,-0.00053156-0.00029442i,-0.00062188+7.2264e-05i,-0.00045695+7.7004e-05i,-0.00090949-0.0002297i,-0.00058026+6.12e-05i,5.2793e-05+0.00042136i,1.3057e-05+0.00038287i,-0.00032915-1.6854e-05i,-9.3512e-05-0.00046265i,0.00012561-0.00046751i,0.00030835-0.00040882i,0.00078546-0.00013091i,0.00078486+0.00072991i,-0.00021302+0.00055734i,-0.00084176-0.00044714i
0.0015334-0.0014436i,0.0013828-0.00091908i,0.00071523-0.0010626i,0.00039039-0.00079876i,1.6311e-05-0.00063557i,-0.00011323-0.00072852i,-0.00045434-0.00027408i,-0.00083255-0.00041114i,-0.0011903-0.00066329i,-0.0013696+0.00015696i,-0.00096068+8.3402e-05i,-0.00024666-0.00041971i,0.00047042-0.00046887i,0.00067167-0.00021882i,0.00050501+0.00057947i,0.00084096+0.00045878i,0.00057672+0.00038554i,-0.00032622+0.00018287i,-0.00052751-0.00016923i,7.9977e-05-0.00038916i,0.00030831-0.00078284i,-8.4404e-06+7.5719e-05i,-0.00080775+0.00094425i
0.00051897-0.0014396i,-3.4166e-05-0.0011705i,-0.00063138-0.00044628i,-0.0013302+0.00042341i,-0.0022056+0.00074438i,-0.0025299+0.00054335i,-0.0013706-0.00013636i,-0.00057442-0.00035092i,-0.000569-0.0007043i,-0.00064345-0.0012112i,4.7861e-05-0.00033039i,0.00057726+0.00042895i,0.00051654-6.2623e-05i,0.00027498-0.00085503i,-7.673e-05-0.00052678i,-9.3343e-05-0.00014857i,-0.00030092-0.00022182i,-0.00072071+0.00020432i,-0.00065242+0.00060855i,-0.00071411+0.00081573i,-0.00065831+0.00089644i,-0.00025548+0.00033371i,-0.00036697-0.00039499i
-0.00028987+0.00012089i,0.0001501+0.0013879i,0.00063416+0.001694i,0.001604+0.001449i,0.0022865+0.0015547i,0.0016801+0.0012126i,2.8603e-07+0.00026429i,-0.0003468-0.00031687i,8.253e-05+0.0003322i,0.0005163+0.0002905i,0.0010728+5.2151e-05i,0.001097+0.00057043i,-0.00029999+0.00073719i,-0.00038138+5.3743e-05i,0.00083407-0.00086987i,0.00070638-0.00070233i,-5.5235e-05+0.00027191i,0.00015706+0.00096749i,0.00013374+0.00024413i,-0.00048706-0.00016395i,-0.0011133-0.00026497i,-0.001256-0.00095847i,-0.00054704-0.00074229i
-0.0014329-0.002323i,-0.0033108-0.0016198i,-0.0047272-0.0013201i,-0.0043406-0.0001226i,-0.0036122+0.00046446i,-0.0027806+0.00050729i,-0.0016748+0.0005069i,-0.00087696+0.00084991i,-0.0003295+0.00062638i,-2.5067e-05+0.00015591i,-4.1486e-05+0.00082814i,0.0003319+0.0011481i,0.0012759+0.00085744i,0.0011495+0.00062869i,0.00070219+0.00073176i,0.00028208+0.00093805i,5.4386e-05+0.00034187i,0.00029969-0.00055055i,0.00067489-0.001512i,-0.00038914-0.0019569i,-0.0014691-0.0012587i,-0.0010425-0.00021485i,-0.00028083+0.00047107i
-0.0025912+0.00050639i,-0.002129+0.00052582i,-0.0014622+0.0010707i,-0.0010395+0.0016141i,-0.00031342+0.0024973i,0.00033076+0.0021257i,0.00056629+0.00073289i,0.00045931+0.00025987i,7.2602e-05+0.0004777i,-5.1135e-05+0.0012322i,-0.00041239+0.00084106i,-0.00031006+0.00018858i,0.00053206+0.00069937i,0.00031935+0.00094314i,0.0003667+0.0005454i,0.00063323+0.0007176i,0.00041552+0.00055715i,0.00032703+0.00050684i,2.6352e-05+0.00049257i,-0.00017445+0.00046384i,2.7703e-05+0.0010266i,-4.4691e-05+0.00092356i,-0.00030415-0.00029594i
0.0029521-0.00049422i,0.0017754+7.7575e-05i,0.00082391+0.00095574i,0.00083913+0.00075443i,0.00074425-0.00010413i,0.00014562-0.0012551i,-0.00074396-0.00081881i,-0.00071875-0.00059943i,0.00044456-0.000614i,0.00041714+6.5642e-05i,-0.00025427+0.00015587i,0.00029033-0.00021546i,0.0011286-0.00028733i,0.0010111-8.486e-05i,-0.0001825-4.7671e-05i,-0.00071141-4.3462e-05i,-0.00023865+0.00040445i,4.9239e-05+0.00049918i,0.0003291-0.0004524i,0.00038194-0.00086875i,0.00051107-0.0007048i,0.00067183-0.00046953i,0.00027778+0.00013414i
-0.0017488+0.00027227i,-0.0022502+0.00051457i,-0.0025827+0.00087471i,-0.0019884+0.0015346i,-0.0013689+0.0021818i,-0.0010692+0.0012335i,-0.00079487+7.7487e-05i,-0.00051822+3.0381e-07i,-0.00024871+2.1817e-05i,0.00020234-4.6481e-05i,0.0007112+0.00039654i,0.00068831+0.00098204i,0.00036479+0.0010591i,0.00057747+0.00082568i,0.0013813+0.00051731i,0.0016877+0.0004969i,0.001217+0.00065202i,0.00054339+0.00068663i,-0.00020711+0.00062546i,-0.00036168+0.00022966i,0.00014027+0.00044785i,0.00026813+0.00097614i,0.00042274+0.0011315i
-0.00034761+0.0021796i,-0.00027452+0.0026679i,-0.00091899+0.003467i,-0.00075534+0.0035039i,-0.0001176+0.0025157i,-0.00081415+0.0006478i,-0.00064162-0.00046727i,0.00036783+0.00024033i,0.00043521+0.00089809i,0.00043809+0.00096066i,0.00077466+0.0013642i,0.00072935+0.00097668i,0.0013417+0.00054787i,0.00084047+0.00045857i,4.8494e-05+0.0001557i,0.00069254-1.4052e-05i,0.00091714-0.00049339i,0.00062642-0.00091052i,0.00080499-2.9532e-06i,0.0011405+0.00053404i,0.00064871+0.00032554i,7.627e-05+0.00017058i,-0.00026425+0.00020691i
