-0.00046552+0.001595i,-1.2599e-05+0.00017424i,-0.0012643-0.00039655i,-0.0013254-0.0012658i,-0.0014198-0.0005119i,-0.0019736+0.00012545i,-0.0014888+0.00012497i,-0.00025164+0.00090723i,0.00019493+0.0011949i,0.00054034+0.00014872i,0.00092001-0.00096685i,0.00043379-0.0010079i,-0.00056352-0.00076302i,-0.00083338-0.0005889i,-0.0002493-0.00065085i,-7.4359e-05-0.00058594i,0.00026203+0.00023188i,0.00085557+0.00015007i,0.00025558+4.327e-05i,-0.00011554+2.5756e-05i,-0.00013537+0.0001792i,-0.001192+0.00031358i,-0.00086667-0.00026917i
-0.0019312+0.00096503i,-0.0023164+0.0006806i,-0.0010863+0.0013549i,-0.00052782+0.00098991i,-0.00027119-0.0012549i,-0.0007342-0.00086948i,-0.001448+0.00011535i,-0.00047914+0.00052417i,9.3778e-05+0.0006228i,0.00070582-0.00057998i,0.00068519-0.00092327i,-0.00039634-7.573e-05i,-0.0012249-0.00022923i,-0.00094568-0.00071584i,-0.00010933-0.00027439i,0.00036141-0.00015373i,0.00069913-0.00080551i,0.00091708-0.00081159i,0.00032706-0.00052153i,-0.00016564-0.00032923i,-0.00011222-0.00032624i,8.5073e-05-9.6466e-05i,0.00034447+0.00018211i
0.0022791-0.00047585i,0.0026936-0.0017858i,0.0024448-0.0016751i,0.00014046-0.00057742i,-0.0010795-0.00054031i,-0.0010863-0.00018421i,-0.0013071+0.0010306i,-0.00029312+0.0012995i,0.0009707+0.00032752i,0.00021892+2.4698e-05i,-0.00072845+0.00015905i,-0.00055607+0.00013533i,0.00041239+0.00038153i,0.00069955+0.0010768i,0.00039033+0.00090723i,0.00048978+0.00013382i,0.00029149-9.256e-05i,2.3537e-05-0.0003027i,-3.6614e-05-0.00016184i,0.00012913-0.00036734i,0.0008792-0.00055139i,0.0012612+0.00078068i,0.00031922+0.00092976i
0.00048306+0.0027542i,-0.00025546+0.0027324i,-1.0118e-05+0.00062804i,-0.00040264-0.00099438i,-0.0014185-0.00090675i,-0.0020163-0.0002085i,-0.0023106+0.0001918i,-0.0012551-0.00055286i,2.8806e-05-0.00091162i,0.00051285+0.00021474i,0.00051388+0.0010292i,0.0005746+0.0012807i,0.00084623+0.00067144i,0.00025935+0.00022992i,4.0976e-06-0.00014781i,-0.00018553+5.7294e-05i,0.00021524+0.00041043i,0.00024106+0.00053933i,-2.7886e-05+0.00061033i,-0.00035649+0.00091468i,-0.00072679+0.00080893i,-0.00086115+0.0007992i,-0.000534+0.001077i
-0.0026998+3.8792e-05i,-0.0028406+0.00076392i,-0.00174+0.00069209i,-0.0013902+0.00030643i,-0.0011404+0.00039373i,-0.00092977+0.00032199i,-0.00072797+0.00022776i,-0.0006113+0.00021609i,-0.00021791+0.0002507i,5.3213e-05+0.0003834i,1.1972e-05+0.00040365i,-2.9398e-05+6.0816e-05i,-0.00026494-0.00012243i,-0.0004522+0.00019264i,-9.2281e-05+0.00095193i,6.4777e-05+0.0008739i,9.2817e-05+0.0006343i,0.00017314+0.00016592i,0.00047232-0.00047185i,0.00060782-0.00018816i,0.00018687+0.00040841i,1.543e-05-0.00010997i,0.00017064-0.00020726i
0.0037228-0.0018569i,0.0040152-0.0025173i,0.0041051-0.0026956i,0.0024669-0.0025592i,0.00010521-0.0032851i,-0.0026391-0.0019606i,-0.0026598-7.1661e-05i,-0.00072419+0.00070597i,0.00016792+0.00023505i,-0.00033915-0.00066091i,-0.00059323-0.00066369i,-0.00039278-0.00027735i,-0.001176+0.00060537i,-0.00093559+0.00095788i,-0.00088044+0.0012371i,-0.0012057+0.00063883i,-4.4052e-05-0.00062943i,0.00072177-0.00032365i,0.00074876+0.00044635i,0.00089616+0.00022513i,0.00057494-0.00057592i,0.00046639-0.0012968i,0.00036039-0.00078228i
0.0017692+0.0018808i,0.0020882+0.0012553i,0.0015985-0.00015337i,0.00083139-0.000836i,-7.3716e-05-0.00068122i,-0.0017058-0.00073348i,-0.0020601+0.00024729i,-0.0011637+0.0015365i,-0.00051521+0.0015853i,-0.00043602+0.0007411i,-0.00065255-0.00029231i,-0.00074534-0.00068074i,-0.0010051-0.00035753i,-0.0011828-0.00024427i,-0.00070598-0.00029618i,0.00018292-0.00026726i,0.00072556+0.00063494i,-0.0002537+0.00079936i,-0.00083276+0.00047358i,-0.00060027-0.00020071i,-0.00080824-0.00075796i,-0.00033768-0.00050316i,0.00034799+8.3481e-05i
0.0094232+0.002731i,0.0095714+0.00025104i,0.0096218-0.0038773i,0.0045522-0.0064294i,-0.0017964-0.007234i,-0.0063738-0.0042131i,-0.0050508-0.00033852i,-0.001443+0.0012994i,0.00062301+0.00063699i,4.9932e-05-0.0015755i,-0.0011601-0.0014489i,-0.00077861+0.00029359i,-0.0013581+0.0014568i,-0.0037053+0.0025776i,-0.0044488+0.0020401i,-0.002643+0.00076082i,-0.00095784-0.00044527i,-8.1834e-05-0.0010291i,0.0002386+0.00037991i,0.0015758+0.0010968i,0.002332-4.173e-05i,0.0013444-0.00076707i,0.00057955-0.0013472i
-0.0080633-0.0018932i,-0.0076277+0.00014793i,-0.0063425+0.0015916i,-0.0037014+0.0013828i,-0.0010297+0.002998i,0.0013338+0.0029596i,0.0013186+0.00067108i,-0.00058639-0.00051542i,-0.0019254-0.00027166i,-0.0019426+0.0014441i,-0.00068753+0.001661i,5.948e-05+0.00085777i,0.00058969+0.00053499i,0.0017114-0.00019785i,0.0028758-0.00080798i,0.0023379-0.00050885i,0.00094656+0.00057511i,0.00048396+0.00056567i,-0.00012642-0.00069851i,-0.0004124-0.0011271i,-0.00044912-0.00065133i,-0.00018433-2.6646e-05i,0.00094657+0.00034701i
-0.0026741-0.0027319i,-0.0019532-0.0013622i,-0.0016156-0.00055172i,-0.0015384+0.00076265i,-0.0016001+0.002389i,-0.00076386+0.0020751i,0.00024615+0.0010482i,0.0010192+0.0011629i,0.00031124+0.00088897i,1.9848e-05+0.00052391i,0.0012896+0.00065545i,0.0013575+0.0010261i,0.0009873+0.00089643i,0.0011901+0.0006737i,0.0008398+0.00034714i,4.3096e-05+0.00039706i,-0.00025809+0.00027164i,-0.00050575+7.8169e-05i,-0.00062372-3.0343e-05i,-0.00040111-0.00024702i,-0.00031269+0.00046513i,-0.00053095+0.00061264i,-0.00034718+0.00024939i
-9.6814e-05+0.0015932i,0.00010461+0.0021341i,-7.3215e-07+0.002332i,0.00046942+0.00092936i,0.00078402-0.00029585i,-0.00020419-0.00030716i,-0.0011897-0.00058015i,-0.00094355+0.00015102i,-0.0006044+0.00090687i,-0.00027546+0.00039855i,0.001026+0.00054834i,0.0012992+0.00062389i,-0.00018036-8.1741e-05i,-0.0011013+1.485e-05i,-6.9523e-05-0.00051704i,0.000552-0.0010561i,0.00016294-0.00083644i,-0.00010001-0.0002234i,-0.0001382+0.00090809i,-0.00026992+0.0013224i,-0.00012582+0.00090838i,-0.00048622+0.000765i,-0.00059292-0.00014122i
-0.0026598+0.0017811i,-0.0013578+0.003136i,-0.00096515+0.0031755i,4.8461e-05+0.0035135i,0.00037241+0.0039899i,0.0012604+0.0026333i,0.0019266+0.0018254i,0.0010272+0.00084813i,-0.00072459-7.0534e-05i,-0.0011453+0.00039768i,-0.00055363+0.00064086i,0.0003876-0.00014387i,0.00092956-0.00086259i,0.0011535-0.00095106i,0.0013965-0.00060115i,0.00064127+0.00023634i,-0.00071856-8.7038e-05i,-0.0011901-0.00056353i,-0.00051746-0.00072367i,-0.00030816-0.00066695i,-0.00075279-0.00054442i,-0.00011425+2.2438e-05i,0.00033957+0.00044683i
-0.00031665+9.4145e-05i,-0.00032448-3.2906e-05i,-5.3123e-05-0.00070909i,8.9378e-05-0.0014362i,-0.0001741-0.00046415i,-0.0003203+0.00038181i,0.00016717+0.00011795i,0.00053888+0.00074269i,0.00023348+0.00081397i,0.00040458+0.00053398i,0.00060046+0.00030508i,0.00084956-0.00013694i,0.00082388+0.00033024i,0.00066757+0.001043i,0.00036093+0.0010059i,-0.00038351+0.00089217i,-0.00053655+0.00024908i,5.4935e-05-3.6806e-05i,-0.00012128-0.0004679i,-0.0004084-0.00043123i,-3.2785e-06-0.00049187i,0.00062215-0.0010316i,0.00021276-0.000804i
6.2553e-05-0.00019231i,0.00033642-0.00035561i,0.00070415-6.0025e-05i,0.00024061+0.00070472i,-0.00092557+0.00090955i,-0.0022094+0.00048091i,-0.0025934+0.001143i,-0.0019937+0.0014694i,-0.0012539+0.00027276i,-0.00057283-0.0010237i,-0.00039044-0.0012782i,-0.00037485-0.0012305i,0.00011041-0.00079434i,0.00088207+3.1925e-05i,0.0017933+4.863e-05i,0.0012786+0.00042637i,0.00046083+0.0005344i,-0.00010064+0.00038042i,-0.00046915+0.00059171i,-0.00051803-0.00040623i,0.00031288-0.00089549i,0.00076-0.00023807i,0.00032513+0.0003441i
0.0014855+0.00056487i,0.0017805+0.0014299i,0.0010493+0.0015279i,0.00090355+0.00026844i,0.00036386-0.00028977i,-0.00078602+0.00034831i,-0.00042164+0.00041709i,0.00039249-0.00012261i,0.00033865+0.00023789i,-0.0003594+7.2818e-05i,-0.0011417-0.00065776i,-0.00070073-0.00025608i,-6.9261e-06+0.00090644i,-0.00052507+0.00077265i,-0.00066683+0.00025187i,0.00018628+1.3737e-05i,0.00087073-0.00052314i,0.00076918-0.00052089i,-9.2697e-06+0.00043671i,-0.00044301+0.0012148i,-0.00039528+0.00014566i,-0.00041713-0.0007447i,-0.00066697-0.00037313i
-0.0028037+0.0024842i,-0.0032712+0.0033146i,-0.0022042+0.0031184i,-0.00050222+0.0030673i,-0.0002044+0.0026714i,-0.00046437+0.0016324i,-0.00082798+0.00083057i,-0.00078969+0.00036295i,-0.00061988-0.00032444i,-0.00098184-0.00031803i,-0.00039804+0.00038132i,0.00012586+0.00089451i,0.00042447+0.00035252i,0.0014348-0.00066757i,0.0016999-0.0003056i,0.0011639+0.00046543i,0.00047273+0.00012184i,-8.8281e-05-0.00043094i,0.00022864-0.00044054i,0.00021015-0.0006096i,-0.00035106-0.0006392i,-0.00030942-0.00055045i,-1.6216e-05-0.00053259i
-0.0032867+0.0012481i,-0.0037812+0.00086999i,-0.0027068+0.00069036i,-0.0015697+0.00091416i,-0.00037495+0.00023192i,0.00018924-0.001026i,-0.00032496-0.00092848i,-0.0011296-0.00054162i,-0.0013206-0.00032901i,-0.0010189+0.00033173i,-0.00092338+7.722e-05i,-0.00031106-0.00078016i,0.0006077-0.0011324i,0.0002977-0.0012962i,-0.00044084-0.0017644i,-0.00032388-0.0010645i,-0.00031038+0.00028227i,-0.0001093+0.00048002i,0.00046834+0.00056251i,0.00021606+0.00063893i,0.00032392+0.00038395i,0.00046509+0.0010571i,-0.0001323+0.0012212i
0.0023315-0.00032356i,0.0030439+0.0004877i,0.0012619+0.00021442i,-0.0014272+2.7774e-05i,-0.0023778+0.00029908i,-0.0017163+0.0012318i,-0.0013252+0.0015517i,-0.00026215+0.0014652i,0.00031921+0.00070468i,-0.00043733-0.00051002i,-0.00056867-0.0003733i,-0.00054725+0.00080972i,-0.00019383+0.0013756i,0.00046429+0.0012268i,0.00073704+0.0010308i,0.00054843+0.00032304i,0.00034866+7.2755e-05i,-0.00017793-0.00031254i,-0.0006972-0.00066029i,-0.00071789-0.00011968i,-0.00049488+4.0097e-05i,-7.1567e-05-0.0004012i,-5.6724e-05-0.00043895i
-0.0030488+0.0012595i,-0.0023118+0.0014427i,-0.0030213+0.0013621i,-0.0011464+0.0009308i,0.001409+0.00070382i,0.001743-0.00031112i,0.00062564-0.00041798i,-0.00047384+0.00020469i,-0.00060261+0.00061703i,0.00016613+0.00057058i,0.00082006+0.00044002i,0.00058465+0.00010613i,5.4723e-05-0.00016139i,0.00070504-0.00042415i,0.001312-0.00038984i,0.00063909-8.8144e-05i,0.00027194-0.00016287i,-0.00032838-4.6704e-05i,-0.0010318-3.2814e-05i,-0.0007033-0.0001851i,-0.00049956-7.7769e-05i,-0.00016451+0.00043031i,0.00063265+0.00075799i
-0.0019375+0.0010219i,-0.001746+0.0025413i,-0.001162+0.0030019i,-0.00090282+0.0027174i,-0.0011822+0.0013719i,-0.0013885+0.00056714i,-0.0015348+0.00079301i,-0.00042685+0.00069273i,0.00060262+0.00030873i,0.00018042-0.0003118i,0.00036259-7.6933e-05i,0.00087595+0.00053437i,0.0010094+0.00042629i,0.00013141+0.00054648i,-0.00038435+0.00062032i,-0.00033945-0.00020252i,7.48e-05-0.0011554i,-0.00010249-0.00079063i,-0.00052118+0.00034582i,-0.00014913+0.00058006i,0.00015945+0.00032733i,0.00039858+4.9033e-06i,0.00043744-9.7546e-05i
-0.0011398+0.0018492i,-0.00096045+0.0019357i,-0.00022325+0.0011203i,0.00061463+2.4696e-06i,0.001094-0.00022722i,0.00043355-0.00031204i,-0.00057084-0.00071608i,-0.00096733-0.0007541i,-0.00089366-0.00031295i,-0.00046993-0.00033897i,-0.0003694-0.00042016i,-0.0003019-0.00029515i,0.00018986-0.00057443i,0.00023442-0.00031496i,0.00091921-0.00044544i,0.0019891-0.00067539i,0.0015768-0.00026607i,0.0010048-0.00033573i,0.00046717-0.00093712i,0.0002374-0.00056597i,0.00030802-2.0435e-05i,0.0007784-0.00028542i,0.00072555-0.00041975i
0.00079325+0.0010607i,0.00072701+0.0015923i,0.0012116+0.00094348i,0.0017496+0.00055983i,0.0010203+0.00055622i,0.00034674+0.000437i,-1.6249e-05+5.6767e-05i,-0.00030281+0.00016086i,-0.00020555+5.5241e-05i,-0.00062784+0.00014554i,-0.00048932+0.00057668i,0.00029191+0.00068572i,0.00022313+0.0002932i,-0.00017053-0.00032622i,-1.5066e-05-0.00052171i,0.00050637-0.00020806i,0.00057297+0.00020187i,8.8775e-05+0.0010644i,0.00021821+0.0015844i,0.00073291+0.00068132i,0.00038454-0.0006536i,5.6379e-05-0.00078123i,0.00037648-0.0002358i
0.0020658+0.00086382i,0.0019575+0.00088817i,0.00082654+0.00052986i,-0.0010093-0.0009695i,-0.0026961-0.0016136i,-0.0029779-0.00079779i,-0.0021324+0.00028541i,-0.00076902+0.0012971i,-1.4237e-05+0.0013841i,-0.00053116+0.0014053i,2.3294e-05+0.00085469i,0.00066116-6.1974e-05i,0.0001592-0.00021471i,2.832e-06-0.00067595i,-0.0002615-0.00053775i,-0.00048347+6.6747e-05i,-0.00048101+0.00057655i,-0.00083924+0.00056633i,-0.00049404-7.8773e-05i,0.00040504+0.00068391i,0.00095994+0.00048755i,0.00079856+6.1769e-05i,0.00013936+0.00018612i
-0.00063376-0.0013506i,-0.00087229-0.0014828i,-0.0013893-0.0006152i,-0.0012431+0.00049811i,-0.0011656+0.0017469i,-0.0010911+0.0014632i,-0.0015808-0.00019669i,-0.0015065-0.00040296i,-0.00035005+1.4916e-05i,0.00031947+0.00084845i,0.00023775+0.0013599i,0.00054734+0.00056276i,0.00065215+0.00039934i,0.0005685+0.00073705i,0.00066021+0.00057403i,6.2173e-05+0.00026589i,-0.00094096+0.00018307i,-0.00033459+0.00031694i,0.00077629-0.00046085i,0.00084294-0.00046975i,0.00070079+0.0004219i,-0.00015939+0.0012805i,-0.00086073+0.00135i
-0.00035238+0.0011405i,0.00079397+0.00192i,0.00031024+0.0017076i,-0.00053883+0.0013219i,-0.00090038+0.0017153i,-0.0011147+0.0014287i,-0.0010586+0.001204i,-0.00055119+0.0013617i,-0.00024042+0.0012049i,0.00044194+0.00089602i,0.00054544+0.00072902i,0.00042432+0.00062157i,0.0010415+0.00091456i,0.0015555+0.0011167i,0.00072864+0.00044066i,-0.00063532+1.1152e-05i,-0.00027504-0.00049993i,0.00054771-0.00033641i,-0.0001151+0.00052255i,-0.0008241+0.00067081i,-0.00048581+0.00059747i,-0.00027218+0.00035012i,-0.00051785+0.0005442i
3.6955e-06-0.00072585i,0.00013067-0.00040089i,0.00072366-0.0001944i,0.00056216-0.0010385i,-0.00018527-0.0017785i,-0.00090403-0.00040844i,-0.0011808+0.00096561i,-0.00018481+0.0012104i,0.00038549+0.00020479i,-0.00029503-6.0414e-05i,-0.0009179+0.00071135i,-0.00068799+0.00060843i,0.00043418+0.00023941i,0.00083023+0.0007133i,0.00013459+0.0014422i,-0.00017147+0.0017775i,-0.00026007+0.00051591i,3.2717e-06-0.00013376i,0.00069586-0.00061137i,0.00073651-0.0012465i,0.00010376-0.0012004i,0.00028219-0.0013735i,0.00022185-0.00096096i
0.00047815-0.0009625i,0.00047304-0.00032509i,0.00068364-0.0006324i,0.00026493-0.00041526i,-0.00032838+0.00048479i,-0.00097809+0.00034871i,-0.0010954-0.00014694i,-0.00059248-0.00054904i,0.00026726-0.00039368i,0.0001373+0.00024736i,-0.00026165+0.00037475i,-0.00047072+0.00026882i,0.0002908+0.00063247i,0.00061569+0.00076047i,0.00010143+0.0001622i,0.00039582-0.00024911i,0.00011391-0.00047536i,-0.00010872-0.00065684i,0.00011196-0.00086884i,0.00056306-6.0829e-05i,0.00065418+0.00042928i,0.00032815-0.00034512i,0.00026093-0.0004439i
-4.5494e-05+0.0031297i,0.00081153+0.0035717i,0.0012578+0.0024465i,0.0012911+0.00047812i,0.0014127-0.00089119i,0.0007831-0.00048486i,-0.00035264+0.00072023i,-0.00052746-0.00013951i,-0.00014569-0.00014575i,0.00048833+0.00048003i,0.0010321+0.00011845i,0.00020617-5.488e-05i,-0.00065136-0.00038222i,-0.00055505-0.00076534i,-0.0008105-0.00044295i,-0.00073282+0.00013412i,-0.00089559+7.5999e-05i,-0.0014714+0.00039198i,-0.0012162+0.00025479i,-0.00027122+0.00029371i,0.00014938+0.0004928i,-3.0962e-06-0.00011954i,-0.00096917-7.7326e-05i
-0.0040211-0.001353i,-0.0054385-0.00016893i,-0.0039732+0.00090199i,-0.0016399+0.0013545i,-0.0011999+0.0015965i,-0.00020744+0.0016229i,0.00027766+0.00039246i,0.00015266+0.00012796i,0.00044064-7.9004e-05i,0.00038311-0.00027938i,-0.00015995+5.0947e-05i,-0.00034091-4.2638e-05i,0.00041476+2.3918e-05i,0.00069847-0.00013621i,6.1357e-05-0.00023135i,-0.00029422-0.00027587i,-0.0001942-0.0006486i,-0.00063022-0.00028866i,-0.0001181-0.00024939i,0.00027102-0.00042418i,-0.00036253+9.5095e-05i,1.4837e-06+0.00014276i,9.5943e-05-0.00042128i
0.0015833-0.0010289i,0.0012794-0.00042793i,0.00065136-0.00030871i,-0.00027453-0.00047895i,-0.00016423-0.0011999i,0.00011259-0.0013121i,-0.00030277-0.00058021i,-0.00072802+6.5208e-05i,-0.00071456+1.5992e-05i,-0.00037233-0.00057801i,-0.00016771-0.00034274i,-0.00025825+0.0008687i,0.00035268+0.0011849i,0.00038458+0.001047i,-0.0004286+0.0003328i,-0.00074053-0.00034344i,-0.00037043-0.00053149i,-8.1932e-05-0.00017716i,4.4967e-06+0.00017486i,0.0006054+0.00023937i,0.00015343+0.00022067i,-0.00022434-8.4118e-05i,-0.00026012-0.00063346i
0.0018116+0.00079679i,0.002543+0.00078148i,0.0013618-9.0815e-05i,-0.0003941+0.0003856i,-0.00094056+0.0011252i,-0.0009091+0.00064488i,-0.0012115-0.00024395i,-0.0012272-0.00051031i,-0.0011257-0.00019764i,-0.00051888+0.00091309i,0.00044968+0.0019196i,0.00095336+0.0010632i,0.00086851+0.00017876i,0.00095998+0.00022349i,0.00079394+1.8521e-05i,0.00040393+0.00028551i,0.00041056+0.00054263i,-8.8046e-06-6.004e-05i,-0.00053882-0.00082208i,-0.00014674-0.00078084i,-0.00022365-0.00027192i,-0.0003207+0.00028272i,8.4464e-06+0.00043068i
-0.0029108+0.002662i,-0.0026907+0.0046193i,-0.00068002+0.0038905i,0.00064253+0.0015752i,0.0002464+0.00031632i,-0.00042879+6.7033e-05i,-0.00055576-0.00035714i,-5.6921e-05-0.00043521i,1.2731e-05-0.00040328i,2.0577e-05-0.0002164i,0.00013182-4.9645e-06i,0.00011703-0.00059288i,0.00035282-0.00056133i,0.00067754-0.00027133i,0.0006612+7.0591e-05i,0.00041413+0.00047829i,0.00053128+0.00071595i,0.00077413+0.00042124i,0.00037947+0.00010017i,0.000217-0.00027999i,-3.8189e-05-0.00066347i,-0.00033559-0.00066602i,-0.00017225-0.00033398i
-0.0030233-0.0020488i,-0.0040378-0.0016368i,-0.0037425-0.00040334i,-0.0019467+0.00081996i,-0.0009854+0.00061456i,-0.00068692+0.00042543i,-0.00049383+0.00075754i,0.00012268+0.0009592i,0.00066868+0.00081987i,0.00078126+0.00043743i,0.00041152+0.00024588i,0.00034912+0.00080475i,0.00026734+0.0011256i,-7.4199e-05+0.00064861i,-0.00064142+0.00046619i,-0.0012437+0.00030052i,-0.001204-0.00012804i,-0.0011674-5.0284e-06i,-0.00061842-1.6467e-05i,-9.2018e-05+0.00024839i,-3.7463e-05+0.00015202i,0.00010056+0.00014837i,0.00010902+0.00030936i
0.0036829-0.00074866i,0.003216-0.00080011i,0.0026211-0.0017759i,0.0015907-0.0013717i,0.00017023-0.00061094i,-0.0015085-0.00031741i,-0.0021389+0.00048849i,-0.0011548+0.0013822i,-0.00060207+0.0010939i,-0.0006473+0.0004112i,-0.00011098+0.00059396i,4.9111e-05+0.0010386i,-0.00045895+0.001243i,-0.00056751+0.00073714i,0.0001148+0.0011971i,-7.0559e-05+0.0014316i,-0.00032245+0.00084717i,0.00029262+0.00041703i,0.00026289-7.4996e-05i,-0.00036352-0.0004985i,-0.00063457-0.00094344i,-0.00039405-0.00062446i,-0.00020039-0.00041726i
0.00042642+0.0053305i,0.0019465+0.0055836i,0.003031+0.0040575i,0.0020377+0.0019515i,0.00066096+0.0012633i,0.00029701+0.00097191i,-0.00012799+0.0004586i,-0.00071896-0.00017096i,-0.00048841-0.00060944i,-1.3055e-05-0.00016874i,0.00026161-0.0006554i,0.0003234-0.00056826i,0.00080523-0.00082081i,0.00064265-0.0010648i,-0.00039562-0.00074203i,-0.00015871-0.00047425i,0.0002155+0.00058423i,0.00039235+0.0013045i,0.00082995+0.0009107i,0.0011186+0.00088151i,0.00098566+0.00060156i,0.000818+0.00030528i,0.00036491+0.00017468i
-0.0029239-0.0002011i,-0.0039502+0.0012686i,-0.0034412+0.0012997i,-0.0016941+0.0008788i,-0.00063324+0.00047016i,-0.0015379-0.00025177i,-0.0018379+4.597e-05i,-0.00043374+6.1464e-05i,0.0008658-0.00016091i,0.00070896+0.00017524i,-4.7293e-05-2.5314e-05i,-0.00039297-0.00031292i,-0.00046256-0.00087002i,-3.7364e-05-0.00041921i,6.0732e-05+0.00065943i,-0.00059968+0.00045468i,-0.00041223-0.0001647i,-0.00020502+1.5171e-05i,0.00022041-0.00075543i,0.000449-0.00091844i,1.9957e-05-1.0433e-05i,0.00034738+0.00039626i,0.00031075+0.00012921i
0.0010125-0.0036526i,-0.00030214-0.0036772i,-0.00086844-0.0038693i,-0.0010312-0.0022035i,-0.0014135+0.00047792i,-0.0021679+0.0013737i,-0.0014524+0.0014151i,0.00012855+0.0014769i,7.4883e-05+0.00037121i,-0.00048217+0.0004899i,0.00040085+0.00070385i,0.00058632-0.00018533i,5.6159e-05+0.00040141i,5.5476e-05+0.0011828i,0.00093409+0.0012591i,0.00095848+0.00086584i,0.00053148+0.00046836i,0.00052487+0.00063732i,0.0004421-9.5105e-05i,0.00043182-0.0014327i,9.7297e-05-0.0007261i,-0.0005188+0.00015926i,-0.00042122-0.00049208i
0.0013991+0.00025278i,0.001726-0.00020336i,0.0011262-0.00012396i,0.00026191-9.5004e-05i,-0.00028242-0.00029259i,-0.00093119-0.00068508i,-0.0015917-0.0011347i,-0.00073403-0.00068305i,0.00061506-9.0068e-05i,0.00053682+0.00031626i,0.00045839+0.00058118i,0.00035877+0.00040591i,0.00015541+0.00034082i,-0.00026573+0.00056157i,-0.00044517+0.00057155i,8.899e-06+0.00060255i,0.00010263+0.00035965i,7.7549e-06+2.2959e-05i,-0.00030439+0.00032548i,-8.9924e-05+0.0010535i,0.0013097+0.0010828i,0.0013011+0.00025735i,-0.00013474-0.00065158i
-0.00024649+0.00099588i,0.00049913+0.0013934i,0.00097754+0.00014092i,0.00051303-0.00018178i,0.00017994+0.00040926i,-0.00045087+0.0013995i,-0.00084246+0.0019453i,-0.00070386+0.0010611i,-0.00032049+0.0004956i,-0.00012999+0.001179i,-2.3555e-05+0.00075914i,-4.6223e-05-0.00048866i,-6.3567e-05-0.00049774i,-0.00012073-0.00019733i,-0.00032531+0.00035002i,-0.00047123+0.00041005i,-0.0003434-0.0002065i,-4.5736e-05-0.00023674i,0.00055608-0.00058988i,0.00065756-0.0010364i,-4.2287e-05-0.0006953i,-7.5378e-05+7.393e-05i,0.00063755+0.00059511i
0.00080892+0.0027683i,0.00076845+0.002178i,0.00070783+0.0016003i,0.00033872-0.00079892i,-0.00094453-0.0026978i,-0.0025875-0.0019221i,-0.0029979-0.00025804i,-0.0020553+0.00061238i,-0.00071644+0.00044046i,0.00069142+0.00019326i,0.00099041+0.00049516i,-0.00011043+0.00023017i,-0.00039817-0.0002298i,6.8404e-05+0.00016062i,-9.3821e-07+0.00077997i,-0.00035583+0.00062983i,-0.0001374+1.6363e-05i,-0.00014537+0.0002424i,-8.971e-05+0.00048302i,0.00014257+0.00027867i,0.00042845+0.00012696i,0.00051673+0.00045627i,-0.00036793+0.00028143i
-0.0015679-0.0017916i,-0.0013611-0.0013755i,-0.00026287+0.00053319i,0.00021735+0.0011545i,-0.00034664+3.1732e-05i,-0.00075736-0.00053383i,-0.00084079+4.0022e-05i,-0.00076336+0.0001734i,-0.00044608+0.00020234i,0.00014678+0.00057691i,0.00072638+0.0010044i,0.0002136+0.0004758i,-0.00051888+0.00018503i,-0.00055923+0.0003105i,-0.00020903+0.00012118i,0.00081485+0.00019342i,0.0015782+0.00038493i,0.0011696+0.0006494i,0.00039183+0.00038052i,3.4285e-05-0.00043081i,0.00067565-0.00097884i,0.00058049-0.00047029i,0.00041222+0.00074129i
0.0018033+0.0011624i,0.0017774+0.00046897i,0.00074612-9.7248e-05i,-3.3017e-05-0.00039836i,-0.0007132-0.00075561i,-0.001139-0.00046335i,-0.00061301-0.00033937i,0.00025654-4.4433e-05i,0.00025243+0.00083281i,-0.00029867+0.0012222i,-0.00022412+0.00052983i,0.00019334-0.00034256i,-9.2911e-05-0.00032753i,0.00018146+5.4639e-05i,-6.439e-05+0.00023473i,-0.00023164+0.00046624i,0.00092814+0.00038108i,0.00027329-0.00013211i,-0.00098169+0.00010166i,-0.00096557-0.00017649i,-0.00061446-2.6551e-05i,-0.00026436+6.212e-05i,3.9168e-05-0.00019106i
-0.0026776+0.002344i,-0.0014829+0.0024051i,0.00048422+0.0018703i,0.0014132+0.00032654i,0.00087429-0.0014966i,-0.00034642-0.0019592i,-0.00088643-0.0010392i,-0.00086643+0.00020565i,-0.00039384+0.00082499i,-4.8601e-06+0.0012508i,-0.00045028+0.00078692i,-0.00057105-0.0004832i,-2.6779e-05-0.00055828i,6.8112e-05+0.00025542i,0.00067071+0.0001028i,0.0012531+8.1861e-05i,0.00082599+8.3413e-05i,0.00039141-0.00020983i,-0.00028185-0.00042831i,-1.6664e-05-0.00030937i,0.00056667+0.00018412i,0.00014376+0.00033727i,-0.00021549+8.9187e-05i
