-0.0029905+0.0018308i,-0.0021124+0.00072399i,-0.0017219+0.0012898i,-0.001451+0.0016627i,-0.0012468+0.0011924i,-0.00089699+0.00076767i,-0.001027+0.00089421i,-0.00042278+0.0014441i,0.00065571+0.0018978i,0.0021099+0.0012356i,0.0021598+0.00010763i,0.00071608-0.0012945i,0.00012546-0.0019951i,0.00025087-0.0016485i,-0.00020164-0.00046149i,-6.8879e-06-0.00027333i,0.00038178-0.00026314i,0.0003952-0.00020223i,0.00055102-0.00010208i,0.00018178+0.00019457i,-0.0001098+0.00020269i,0.00042339+0.00010385i,0.00054329-0.00016856i
-0.0005985+0.0011807i,-0.0011581+0.00052239i,-0.00098521-0.00016052i,-0.00050666+1.1212e-05i,-0.00055947+0.00028362i,-0.00047662-0.00013596i,0.00094665-0.00051838i,0.0011939+0.00012148i,0.00055334+0.0002337i,0.00058461-0.00028589i,0.00062665-0.00021131i,0.00011449-0.00022957i,-0.00041843-0.00016512i,-0.00031084-0.00032294i,0.00043248-0.00028071i,0.00073312-0.00034693i,0.00077589-0.00057806i,0.0008021-4.4295e-05i,0.0004042-0.00014929i,6.2844e-07-0.00037299i,-0.00035959-0.0002851i,-0.00079096-0.0007721i,-0.00048413-0.0011115i
-0.00091153-0.00017671i,-0.001273+0.00065852i,-0.0011867+0.0014953i,-0.00043376+0.0010972i,-0.00036192+0.00028979i,-0.00055714-0.00041701i,-0.00021933-0.00069742i,0.00039411-3.868e-05i,0.00099105+8.4493e-05i,0.0011969+0.00026808i,0.00074702+0.00083719i,0.0001735+0.00095141i,0.00016437-0.00021298i,-0.00011619-0.00034479i,0.00018168+0.00099492i,0.00040866+0.00082565i,-0.00059912-0.0005132i,-0.0004295-0.0003654i,-9.3087e-05-5.4925e-05i,0.00029267-0.00036229i,0.00056606-8.8134e-05i,0.00034778+0.00025881i,0.0004184-0.0002478i
-0.00038489-0.0016616i,-0.0011478-0.0014081i,-0.0018255-0.00085782i,-0.00098156-0.0010736i,5.5924e-05-0.00087859i,-0.00051107+0.00031832i,-0.0007837+0.0010442i,-0.00034943+0.0010844i,-0.00048135+0.00087083i,-0.00049269-0.00028785i,-3.6474e-05-0.0009105i,0.00012283-0.00028893i,-0.0010211+0.00021952i,-0.00080587+0.00056963i,0.00071812+0.00013615i,0.00082344-0.00064211i,3.0325e-05-0.00021728i,-0.0011106+0.00018306i,-0.00084989+0.00032715i,1.1339e-05+0.00015664i,0.00063057-0.00014736i,0.00066931-0.0003338i,0.00057693-0.00068923i
0.0016823+0.0012924i,0.0012219-0.00012218i,0.0013541-0.0020513i,0.00098422-0.0017216i,-0.00019202-0.0001207i,-0.0010208+0.00040881i,-0.00049785+0.00068837i,0.0005465+0.00062438i,0.00060616-0.00011783i,0.00058134-0.00022255i,0.00053876+0.00035664i,0.00055904+0.0003484i,0.00088922-0.00029511i,0.001157-0.00017336i,0.0011559-0.00011693i,0.00038043-0.00043294i,-0.00044267-0.0011506i,-0.00053138-0.0014221i,-0.00033202-0.00052157i,-0.00025966+0.00028475i,0.00034876+0.00055515i,0.0006592+0.00042929i,-0.00018073+4.2042e-05i
-0.0022938-0.0024093i,-0.0017811-0.0011974i,-0.00076783-0.00019203i,-0.0015332+0.00021338i,-0.0020121+0.00015555i,-0.00039928-7.0671e-06i,0.00046876+8.4056e-05i,0.00077646-0.00027957i,0.00072963-0.00097179i,0.00020825-0.0010302i,-0.00033684-0.00041389i,-0.00084205-0.00043377i,-0.00054815-0.00085551i,0.00020774-0.0011984i,0.00036963-0.0020442i,0.0010658-0.0015574i,0.00029619-0.00041284i,-0.0012046-0.00026373i,-0.00079746+0.0003756i,2.3543e-05+0.00057163i,0.00027515+0.00031271i,-4.2159e-05+2.1989e-05i,-0.00024994+6.4133e-05i
0.00030111+0.0013106i,0.00024135+0.0019655i,0.00051223+0.0033579i,0.001267+0.0030201i,0.0013344+0.0013602i,0.00082882+8.062e-05i,0.00042539-0.00033374i,-0.0001019-0.00019389i,-0.00028301+0.00028754i,0.00077492+0.00035985i,0.0017246+0.00042403i,0.0010572+2.4009e-05i,0.0007004-0.0005138i,0.00054826-0.00022732i,-1.1524e-05+6.678e-06i,-0.00027881-0.00025143i,-0.00024913-4.6052e-05i,-0.00033553+5.5779e-05i,-0.000364-0.00022359i,-0.00096957-0.00010504i,-0.00062677+3.1682e-05i,-0.00021157-0.00018806i,-0.00016821-0.00022461i
4.5029e-05+0.00092076i,-0.00091358+0.0010496i,-0.00075763+7.8528e-05i,0.00053591-0.0010773i,0.00096508-0.00085183i,0.00013381+0.00014176i,-0.00022075+0.00071764i,-1.029e-05+0.00092717i,0.00084908+0.00080365i,0.00099187+0.0010716i,0.00069753+0.00043991i,0.0003066-5.0082e-05i,-0.00087789-0.00051158i,-0.0012224-0.00079575i,-0.0011103+7.8219e-05i,-0.0011739+0.00050386i,-0.00062805+0.00042117i,-0.00012753+0.00026042i,0.00035459+1.8544e-05i,0.0003424+0.00017391i,-0.00042257+0.00035991i,-0.00011718+0.00017275i,0.00027752-0.00022445i
0.00049057+0.00020037i,0.00057602-0.0018538i,0.0016964-0.00050174i,0.0020948-0.00046024i,0.0012828-0.0015933i,-0.00030627-0.001854i,5.495e-05-0.0011623i,0.0013952+8.1722e-05i,0.0018313+0.00056548i,0.0019215+0.00073516i,0.0014628+0.00015535i,0.00080412-0.00063866i,-0.00085235-0.00018701i,-0.00094644+0.0006269i,0.00052323+0.0010324i,0.00065899+0.00029121i,-0.00026523+8.3525e-05i,-0.00031024+0.00014391i,0.00017452-0.00038551i,-6.2985e-05-0.00059261i,3.9704e-05-0.00058565i,0.0006801-0.00064399i,0.00071014-0.00023096i
-8.7959e-05+0.0012945i,0.00089428+0.0018373i,0.0012434+0.0026287i,0.0017061+0.0020009i,0.0015701+0.00037368i,0.0010523-0.0018155i,0.00099595-0.0020392i,0.00081282-0.00050088i,0.00020916+9.1529e-05i,0.00061925+0.00015634i,0.001036-0.00013547i,0.00030067-0.00086161i,-0.00032017-0.00091894i,0.00013015-0.00036019i,0.00024481+9.6823e-05i,-0.0004686-0.00036494i,-0.00036567-0.00059644i,-0.00020257+9.3868e-05i,-0.00037858+0.00013082i,-0.00027007-0.00010427i,0.0001227-0.00036722i,0.00037819-0.00097163i,0.00025836-0.00074413i
0.00051386+0.0011233i,0.0011807-0.00028169i,0.0017923-0.0011007i,0.0024844-0.001829i,0.0013541-0.0025703i,-0.00032546-0.0022034i,0.000126-0.00069738i,0.0012651-0.00042088i,0.00099905-0.00017314i,0.000779+0.00017023i,0.00092908-0.00025871i,0.00069472-0.0010188i,0.00073288-0.00047917i,0.00035192+0.00040018i,0.00062274+0.00088234i,0.0013759+0.00018905i,0.00065656-0.00068836i,-0.00023646-0.00048486i,-0.00063299-0.00029744i,-0.0014431-1.3617e-05i,-0.0010584+0.00039371i,-0.0005944+0.00044383i,-0.00043048+0.00058981i
0.0010968-0.00047833i,0.0010362-0.0030153i,0.0020581-0.0032107i,0.0011367-0.0016198i,-0.00054173-0.0022084i,-0.00058549-0.0023635i,0.00046109-0.00063003i,0.0012458+0.00021403i,0.0015628-0.00015169i,0.0011597-1.5086e-05i,0.00035-0.00069857i,0.0001803-0.0014992i,0.00025599-0.000573i,0.00037838-1.6579e-05i,0.0003467-0.00062444i,0.00063999-0.0015652i,0.0012873-0.0010747i,0.00053689-0.00012976i,-0.0006498+7.0017e-05i,-0.00042599+0.00040269i,0.00049923+0.00030514i,0.00087714-0.00028429i,0.00041574+0.00045225i
0.0021001+0.00093182i,0.0018171-0.0006527i,0.002065-0.0019733i,0.0015858-0.0019137i,0.00034767-0.0014436i,-4.4893e-05-0.0014438i,-0.00010544-0.00031237i,3.3304e-05+0.00047381i,0.0010569+5.2905e-05i,0.0014006-0.00043558i,0.00094204-0.00037737i,-0.00038347-0.00037299i,-0.0010844-0.00044313i,-0.00028811-0.00039785i,0.00076919-0.00052223i,0.000585-0.00025628i,9.0793e-05+0.00021968i,5.9796e-05+0.00039835i,-0.00026282+0.00041035i,-0.00012255+0.00036788i,0.00057656+0.00040431i,0.00038738+0.00093356i,-5.2365e-05+0.00049897i
-0.0004519-0.0014545i,-0.00086318-1.8492e-05i,-0.00033738+0.00041309i,-0.0006309+0.00011631i,-0.00035614-0.00071377i,-0.00017134-0.00084446i,-0.00027677+1.9691e-05i,-0.00017454+0.00069755i,8.6136e-05+0.000544i,0.00028922-4.0124e-05i,9.3274e-05-0.00012387i,0.00020943-0.00030733i,0.00010588-0.00051238i,2.0833e-05-0.00052141i,0.00030861-0.00057514i,0.00034628-0.00071708i,2.7474e-05-0.00015085i,-0.00028453+0.00017656i,0.00024662-0.00053196i,0.00084019-0.00079161i,0.0012453-1.8305e-05i,0.00090804+0.00031737i,0.00075825-5.2068e-05i
0.0012643+0.0011594i,0.00088535+0.0012893i,-0.00043063+0.0011842i,-0.00085383+0.00030853i,-0.00020282-0.00016268i,0.00052105+0.00099744i,0.00042427+0.0016295i,0.00052216+0.00069628i,0.001536+0.00032169i,0.0021372+0.00010623i,0.0016462-0.00052928i,0.00023631-0.001127i,-9.7409e-05-0.0011907i,0.00018129-0.00073229i,0.00039188-0.00052658i,0.00040156-0.00032116i,-3.8314e-05-7.701e-05i,-0.00058188-0.00025445i,-0.00047021+0.00032923i,9.0429e-05+0.0015227i,-0.00084573+0.0016588i,-0.0011839+0.00090662i,0.00014107-0.00016446i
-0.001511-0.00069003i,-0.0010592-0.00024219i,-0.0011418-0.00036939i,-0.0010466-6.2876e-05i,-0.00079879+1.118e-05i,-0.0010027+0.00050928i,-0.00056753+0.00071417i,0.00044155-0.00012395i,0.00049873-0.00083387i,5.721e-05-0.00090918i,0.00056197-0.0003062i,0.00042862-0.00014048i,-8.0668e-05-0.00014092i,0.00026114+7.2088e-05i,0.00068426-0.00020401i,0.0010227-0.0003374i,0.00045001-0.00053915i,-0.00030825-0.00078374i,8.2398e-05-1.9771e-05i,-0.00013868+0.00072605i,-0.00047998+0.00045289i,-0.00028812+0.00026478i,0.00022932+2.3598e-05i
0.00061662-0.00064846i,0.00046413-0.00066779i,0.00060868+0.00028773i,0.00087378+0.00011858i,0.00071019-0.00033032i,-8.1712e-05-0.00024913i,-0.00044265+0.00017163i,0.00054705+0.00029349i,0.000904-0.00023689i,0.00054055-0.00061876i,0.00095374-0.00085995i,0.0011356-0.00090887i,0.0005171+0.00011394i,0.00030447+0.00060337i,0.00057661+0.00025538i,0.00040355+0.00027281i,-0.000195+1.9667e-05i,-0.00030509+0.0004202i,-0.00061188+0.00099381i,-0.00051691+0.00050389i,7.7057e-05+0.00020759i,-0.0002879-0.0001423i,-0.00086431-0.0001385i
-7.9087e-05+0.0021981i,0.00094561+0.0021132i,0.0015579+0.0013563i,0.00094821+0.00087859i,-0.00028757+0.00053469i,-0.00023098+0.0006735i,0.00059939+0.0010048i,0.00076564+0.001308i,2.8064e-06+0.0011447i,0.00045104+0.00020375i,0.00062075-0.00034259i,-0.00041577-0.00084126i,-0.001563-0.00059218i,-0.0010358-0.00021674i,0.0006545-0.00036096i,0.00091678+7.1915e-05i,0.00015558+0.00057142i,2.3752e-05+0.00063466i,0.00034804+8.8589e-06i,-5.6059e-05-0.00040817i,-0.00032751-0.00024679i,0.00015585+0.00036824i,0.0010739+0.00051872i
-0.0012442-0.00041666i,-0.0021406+0.0001191i,-0.0015422-7.8124e-05i,3.7303e-05-0.00043686i,0.0010008-4.9531e-05i,0.00044544+0.00039762i,-0.000162+0.0008633i,0.0005842+0.00097136i,0.0010437+0.00042979i,0.00098986-0.00012531i,0.00091005-0.00033204i,0.00067706-0.00029633i,0.00043165-0.00077918i,0.00051261-0.00074756i,0.00056669-4.0161e-05i,0.00060014+0.0002597i,0.00017605-9.1942e-05i,-0.0003593-0.00018359i,-0.00048869+0.00086587i,-0.00037463+0.0011053i,3.3789e-05+0.00075117i,1.8723e-05+0.00035963i,0.00010275+1.3832e-05i
-0.001033-0.0012537i,-0.0013293+5.2386e-05i,-0.00097706+0.0002075i,-0.00027531+0.000644i,6.8564e-05+0.00094536i,0.00082079+0.00074344i,0.0011649+0.00064822i,0.00060037+2.2826e-05i,0.00075142-0.00021692i,0.0013309-0.0004812i,0.00084595-0.00082223i,0.00018974-0.0014385i,-4.3902e-05-0.0014144i,-0.00017948-0.00056705i,-0.0005982-0.00013705i,-0.00078674-0.00036309i,-0.00033095-0.00080878i,-3.789e-05-0.00097006i,0.00023498-0.00078995i,0.00021807-0.00032871i,-0.0004236-8.8095e-05i,-0.00034008-0.00037982i,-0.00034672-0.00042139i
-9.4878e-05+0.0019822i,0.00042476+0.002952i,0.0018235+0.0024383i,0.0024428+0.0010241i,0.0015953-4.447e-05i,-0.00011963-8.375e-05i,0.00028764+0.00070003i,0.0022767+0.0012714i,0.0035335+0.00082138i,0.0033451+0.00036271i,0.0024247+0.0001862i,0.0010283-0.00053532i,0.0007333-0.0010389i,0.00072979-0.00057839i,-9.8382e-05-5.9928e-05i,-0.0002626+0.0001429i,4.5932e-06-0.00030665i,0.00020292-0.00016772i,0.00030972+0.00074928i,-0.00021373+0.00067288i,-0.0003412+0.00040443i,0.00089727+0.00034236i,0.00053015+0.00057944i
0.0012764+0.0014729i,0.0013686+0.00121i,0.0035681-6.6718e-05i,0.0039846-0.0016154i,0.0027077-0.0016517i,0.00090196-1.5632e-05i,0.00057798+0.0032471i,0.0033484+0.0049783i,0.0066558+0.0031672i,0.0074343+6.5899e-05i,0.0056049-0.0021385i,0.0027876-0.0031266i,0.00041013-0.0030233i,-0.00022128-0.0029314i,-0.00056304-0.0018554i,-0.0014156-2.3466e-07i,-0.00079476+0.00061501i,-0.00031177+0.0009301i,-0.00035954+0.00057626i,0.0001264-5.923e-06i,0.00032216-0.00056962i,0.00038566-0.0010998i,8.2539e-05-0.00087457i
-0.0010394+0.00057456i,-0.00033721+0.0010702i,0.00054759+0.00095993i,0.00025797+0.00094951i,-0.00067314+4.3201e-05i,-0.00070342-0.0011531i,-0.00074565-0.0019177i,-0.0010114-0.0016396i,-0.0015122-0.00087819i,-0.0014279+3.7195e-05i,-0.00059989+0.0011826i,-0.00047917+0.0012638i,-0.0011602+0.00061603i,-0.0004237+0.00045703i,0.00075163-5.0118e-05i,0.0010682-0.00040443i,0.00083031+0.00017239i,-0.00063842+0.00029915i,-0.0010241+2.2869e-06i,-0.00045136-0.00021476i,0.00010681-0.00019741i,3.2792e-05-0.00021827i,0.00011162-0.00051765i
-0.0007981-0.00091419i,-0.0015151-0.0020245i,-0.001882-0.0023662i,-0.0015587-0.0015344i,-0.0010381-0.00040878i,-0.00048553+0.00020605i,-0.00030238+0.00032786i,-0.00042166+6.989e-05i,-8.0429e-05+0.00026141i,-0.00049417+0.00039578i,-0.00089675-0.00028397i,-0.00068844-0.00091599i,-0.00030487-0.00066413i,0.00051751+0.0003323i,0.00089961+0.00098544i,0.00050786+0.00052067i,-0.0005446-0.00066296i,-0.00074141-0.0011396i,-0.00022733-0.00047564i,-0.00013099-6.9268e-05i,0.00013384+0.00012601i,0.00076996+0.00013466i,0.00023327-0.00072732i
-5.0871e-05-6.9015e-05i,-0.00010518-0.00040075i,0.0002629-0.00095596i,0.00043069+0.00026923i,-2.6116e-05+0.0016429i,-4.6842e-05+0.0012152i,-0.00018095+0.00016456i,-0.00075806-0.00051075i,-0.0013406-0.00077497i,-0.0016669-0.00049428i,-0.0011961-0.00037374i,-0.00067666-0.00036435i,-0.00038083-5.3978e-05i,-8.8364e-05+4.9731e-05i,-2.192e-05-3.4816e-05i,-0.00018664-0.00066407i,-0.00029357-0.00096413i,-0.00013856-0.00039838i,0.00030818+2.6564e-05i,0.00033352+0.00010692i,-0.00028471-0.0002362i,-0.00030775-0.00063341i,0.00027801-0.00034691i
-0.0012945+0.0012942i,-0.0010419+0.0011733i,-0.0012357+0.0018539i,-0.0012693+0.00088163i,-0.00074626-0.00010888i,-0.00078552-0.00044079i,-0.00072367-6.6297e-05i,-0.00075128+0.00045625i,-0.00031014+0.00067038i,-0.00017049+0.00064726i,-0.00037276+0.00067i,-0.00040232+0.00079582i,-0.00054511+0.00014124i,-0.0002512-0.00077972i,-0.00012463-0.00051919i,-0.00036012-0.00023072i,-0.00068216-0.00047363i,-0.00056628-0.00011133i,8.308e-05+4.74e-05i,0.00020926-0.00016187i,-0.00061124+9.3054e-05i,-0.0010564+0.00075185i,-0.00045707+0.00064181i
0.0034107-0.002186i,0.0028391-0.0025163i,0.0019705-0.0028842i,0.00057892-0.0026597i,-0.00041202-0.002955i,-0.00071991-0.0023494i,-0.00055682-0.0013354i,0.00022636-0.0012462i,0.00081393-0.00082193i,0.00074764-0.00021002i,-0.00041179+0.00048672i,-0.00097363+0.00043958i,-0.00017356+0.00011122i,0.00033566-9.6236e-05i,0.00098513+4.9783e-05i,0.0011122+3.1852e-05i,0.00051821-0.00054592i,0.00026941-0.00031499i,0.00063933+0.00054667i,0.00079672+0.00090971i,0.0013333+0.00066842i,0.0016312+0.00023974i,0.00096963+0.00011953i
0.00069958+0.0029815i,0.00088927+0.0036086i,0.0015818+0.0031917i,0.0022336+0.00080189i,0.0015982-0.0013294i,-7.4135e-05-0.0015035i,-4.7854e-06-0.00032318i,0.00042047+0.00064934i,0.00022+0.00068162i,0.00055628-0.00015847i,0.00047839-0.00044429i,-0.00042158-0.00025883i,-0.0014287-0.00028913i,-0.0015503+0.00061015i,-0.00087461+0.00095093i,-0.00074635+0.00027126i,-0.0009893-0.00011892i,-0.00042264+0.00034861i,0.00017705+0.00099559i,0.00013419+0.0010478i,-0.00022564+0.00056907i,0.0002234-7.151e-05i,0.00061844+0.00012503i
-0.0009958-0.00081443i,0.00058605-0.00066753i,0.0013129-0.0012242i,0.00047593-0.0019896i,-0.00062183-0.0011631i,-0.0010404-0.0005898i,-0.00021272-0.00058178i,0.00041069-0.00076351i,0.00046695-0.00075536i,0.00017744-0.00027118i,-0.00016403+8.9129e-05i,-4.0473e-07+0.00052939i,0.00011556+0.00079246i,0.00018576+0.00019898i,-7.7082e-05-0.00030656i,-0.0001861-0.00041294i,-3.8304e-05+0.00022047i,0.0005013-0.00028342i,0.00066912-0.00068123i,0.00015832+0.00052525i,-0.0005892+0.00030375i,-0.000354-0.00035534i,-1.9455e-05+3.5755e-05i
0.00028797-0.0016369i,0.0003491-0.00098349i,-0.00089154+0.00039443i,-0.0012352+0.0019485i,0.00027897+0.0015083i,0.00081271+0.0012327i,0.00042695+0.0015157i,0.00024136+0.001044i,-0.00023568+0.00054398i,-0.00041748+0.00082559i,-0.00022287+0.0010001i,-0.00013895+0.00088907i,-0.00024046+0.00072573i,-0.00067603-0.00024467i,-8.3985e-05-0.0012354i,0.00078316-0.0010533i,0.00091866-0.00058716i,0.00044773+0.0003261i,5.1283e-05+0.00075912i,-0.00021773+0.00023214i,-0.00043134-0.00014057i,0.00038023-0.00058436i,0.00088844-0.0012078i
-0.00077206+0.00077053i,-0.0012835+0.0014852i,-0.0017375+0.00093734i,-0.0019599+0.00038139i,-0.0024+3.2862e-06i,-0.0012265-2.5104e-06i,0.00035741-0.00058198i,0.0013801-0.0011426i,0.001448-0.00070253i,0.00021814+0.00014793i,-0.00055306+2.668e-06i,-1.0321e-05+1.5234e-05i,0.00029347+0.00038288i,0.00089088+0.00026978i,0.0010443-0.00050038i,0.00088559-0.0012197i,0.00046114-0.00096303i,-0.00015168-0.00027425i,0.00034453-0.00046768i,0.00066411+0.00022249i,0.00058057+0.001419i,0.00073241+0.0010519i,0.00083214+0.00053202i
-0.0030417-0.0029613i,-0.0025568-0.0027858i,-0.00030018-0.00083567i,0.0010167+9.2059e-05i,0.00054136-7.562e-05i,0.0004986-0.00073088i,0.00055807-0.0005601i,0.00033318+0.00017892i,0.00041723+0.00084381i,0.00062669+0.00094513i,0.00026962+0.00011417i,0.00011181-2.5039e-05i,0.00061724-0.00010164i,-1.1604e-05-0.00045962i,-0.00067571-0.000388i,-0.00030893-0.00019387i,-0.00036653-0.00020087i,-0.00035427-0.00060393i,0.00011016+2.1394e-05i,1.0687e-05+0.00091275i,1.2528e-05+0.00062074i,-0.00066067+0.00054194i,-0.00079114+0.00067903i
0.0041808-0.00094585i,0.0043232+0.00081649i,0.003511+0.00069192i,0.002116-0.00041587i,0.00073116-0.0007531i,0.00012025-0.00050009i,0.00040101-0.00010785i,0.00024606-0.00054276i,-7.6054e-05-0.00084772i,0.00034572-0.00064121i,-2.3789e-05-0.00031149i,-0.00060569-0.000549i,-0.0011077-0.00027488i,-0.00061541+0.0011805i,0.00081109+0.0011699i,0.0007915+0.00026505i,7.5029e-05+1.0138e-05i,-8.6511e-05-0.000232i,-0.00032258+1.7792e-05i,-0.00021741+0.00047006i,-0.00037734+0.00026004i,-3.8088e-05-0.00022877i,0.00033907-0.00010008i
-0.00084675+0.0041499i,-0.00051803+0.0028405i,0.00070551+0.00073134i,0.0014146-0.00029138i,0.00096437-0.00039605i,-0.0001406+9.5791e-05i,-0.00051797+0.0005042i,0.00040347+0.001067i,0.00057739+0.00072413i,2.1704e-05-0.00021065i,0.0006335-0.00016803i,0.00061769+0.00029101i,0.0003103+0.00024675i,0.00026589-2.043e-05i,-0.00014194-5.8404e-05i,-0.00056421+0.00064603i,-0.00060523+0.00090222i,0.00018756+0.00081513i,0.00020478+0.00119i,-0.0003309+0.0010782i,-0.00020235+0.00018765i,-0.00052884+0.00014118i,-0.0008794-0.00010497i
-0.00041216-0.0017705i,-0.00077171-0.0011438i,-0.00029899-3.9409e-06i,-5.1764e-05+0.00022006i,-0.0003699-0.00020664i,0.0006795-0.00042098i,0.0014134+0.00028359i,0.00095284+0.00066395i,7.187e-05+0.00038249i,-0.0002845-0.00018201i,-0.00018765-0.00042088i,-0.00024951-0.00021675i,4.1947e-05+0.00042598i,0.00054998+0.0004103i,0.00098854-0.00029472i,0.0010613-0.00075617i,0.00066713-0.00089445i,0.00059598-0.00078302i,0.00018704-0.00082726i,-0.00051855-0.00078642i,-0.0004814-0.00056979i,0.00018762-0.00020152i,0.00093895+0.00028225i
0.0010787+0.00022198i,0.00033631+0.00055999i,-0.00065491+0.00076018i,-0.00062038+0.00084677i,-0.00040456+0.00035349i,-2.1598e-05-0.00072679i,0.00010184-0.00090498i,0.0005291-9.4238e-05i,0.0006059+0.00036257i,0.00010358+0.0006869i,-0.0004702+0.00022252i,-0.00024995+0.00025589i,0.00025671+8.5824e-05i,-0.00021518-0.00010808i,-0.00018076+0.00058084i,0.00051376+0.00040822i,0.00038119-0.00044095i,-0.0002219-0.00078402i,-0.00011426-7.9145e-05i,0.00035144+0.00068942i,0.00021582-8.6069e-05i,-0.00016896-0.00044344i,-0.00034254-3.2755e-05i
-0.0022896+0.00042232i,-0.00115+0.0012998i,0.0003626+0.001417i,0.00062676+0.00082791i,0.00034278-0.00048457i,0.00029652-0.0010904i,0.0007589-0.0005335i,0.0003667+0.00015034i,0.00040311+0.00050547i,0.0006506+0.00072227i,0.0003405+2.2064e-05i,-0.00029145-0.00026272i,-4.1046e-05-0.00037085i,0.00047606+0.00011301i,0.00018809-1.1413e-05i,0.00014753-0.00065443i,7.1753e-05-0.00049678i,-0.00051234-0.00033706i,6.239e-05-4.4535e-05i,0.00070469-0.00020536i,0.00012655-0.00097178i,-6.6098e-05-0.00034087i,6.9316e-05+0.00091969i
-0.0012704-0.00093033i,-0.0011096+0.00069641i,-0.00043684+0.0019787i,0.00054632+0.0012148i,0.00080905+0.00033143i,0.0010378-6.6726e-05i,0.00048657-0.00059391i,-5.8575e-05-0.00036382i,0.00024959+4.6459e-05i,0.00066658+1.5012e-05i,0.00077993-8.5313e-05i,0.0010719-0.00012642i,0.00036929+0.00032406i,-7.1018e-05+0.00055165i,0.00034796+4.0386e-06i,-0.00036225-0.0004678i,-0.0010159-0.00051193i,-0.00026823+5.9776e-05i,0.0004161+0.00051348i,-1.8658e-05+0.00046953i,-9.8386e-05+0.00021313i,-0.00040656+0.0001756i,-0.00033544+1.2904e-05i
0.0019691+0.00080472i,0.0017767+0.00020169i,0.0011144-0.00022683i,0.00093906-0.0011101i,0.0008852-0.0016027i,-0.00010787-0.00070127i,-0.00032023+0.00017178i,0.00082815+5.0149e-05i,0.0010866-0.00052524i,0.00072844-0.00056435i,0.00023043-0.00037116i,-5.6749e-06-0.001087i,0.00028493-0.0010801i,0.00046138-0.00072694i,-8.4579e-05-0.00087348i,2.2988e-05-0.00062776i,0.00093668+0.00016943i,0.0011112+0.00064093i,0.00066718+0.00082325i,0.00057846+0.00083875i,0.00027882+0.0012502i,6.9581e-05+0.0013933i,0.00043956+0.00057391i
-0.00021434-0.0003686i,-0.0005058-0.0011703i,-0.0012536-0.00096677i,-0.0017274-0.0002523i,-0.0019255+0.00053014i,-0.001701+0.00093046i,-0.0011829+0.00035252i,-0.00040669+0.00049196i,0.00079155+0.00036197i,0.0011076-5.8047e-05i,0.0006162-0.00042689i,0.00010981-0.00080335i,-0.00025227-0.00033699i,7.1192e-05-0.00040209i,0.00069524-0.0012354i,0.0003043-0.0013679i,-0.00012499-0.00076207i,-4.2952e-05-3.1287e-05i,-0.00027156+0.00025149i,-0.00052678+0.00046491i,0.00055451+0.00071045i,0.0010069+0.00091968i,0.00017179+0.00046623i
-0.00026119-0.00075401i,-0.00032777-0.00066526i,-3.1325e-05+0.00020508i,0.0010026+0.0010257i,0.0016243+0.00046739i,0.00081744-0.0001794i,0.00019411-0.00039752i,-0.00040258-0.00034563i,-0.00064496+0.00023543i,-0.00037341+0.00021979i,0.00041726-0.00017736i,0.00067797-0.00092349i,1.6438e-05-0.00064722i,-0.00067256+0.00010181i,-0.00033103-0.00042337i,5.0229e-05-7.4934e-05i,-9.4873e-05+0.00065695i,0.00030831+0.00066467i,0.00050034-5.4737e-05i,0.00028286+0.00012295i,-2.9888e-05+0.00034639i,0.00037047-0.00084212i,0.00072404-0.0014777i
-0.0013038-0.00036035i,-0.0014477-0.0012361i,-0.00088496-0.0011154i,0.0007514+7.4978e-05i,0.00054526+0.00058525i,0.00036459+0.0002144i,0.00068681+0.00098974i,0.0004235+0.00053064i,0.00096475+0.00022691i,0.00069918+0.00062758i,0.00023606-0.00045608i,0.00048274-0.0014906i,0.00074453-0.0018569i,0.00038969-0.0014321i,0.00018902-0.00067561i,9.6558e-06-0.00060631i,-0.00013481+6.9208e-05i,-0.00019952+0.00048315i,-0.0002757+0.0002886i,-0.00048295-0.00014299i,-0.00031649-0.000471i,-0.00023423+0.00020287i,-0.00030952+0.0008262i
0.00021344-0.0002318i,0.00017682-0.00048933i,0.00037301-0.00025746i,0.00029354-9.9812e-05i,0.00036774-0.00040143i,0.00034237-0.00085065i,0.00088597-0.0006732i,0.0012145+0.00014433i,0.00093287+0.00032904i,0.00053831+0.00017034i,-0.0002994+0.00058782i,-0.0012339+0.00017672i,-0.001084-0.00097795i,-0.0003454-0.00062329i,2.1034e-05-0.00019674i,0.00018707-0.00026534i,-0.00015865-0.00022633i,-0.00051413+0.00011813i,-0.00052874+0.00063797i,-0.00030025+0.001019i,0.00027114+0.0011277i,0.0001564+0.00082514i,5.3335e-05+0.0007735i
-0.00055278-0.00019655i,0.00010753-0.00050443i,0.00088528-0.00083563i,-6.8084e-05-0.00072844i,-0.00080293+6.6827e-05i,-0.0010067+0.00010252i,-0.00016934-2.916e-05i,0.0011293-0.00043694i,0.0010017-0.0006351i,8.623e-05+0.00014596i,-0.00081121-0.00036563i,-0.00073117-0.001423i,-0.00012725-0.0011025i,0.00056565-0.00039526i,0.0010715-0.00015138i,0.0011306+0.00012099i,0.001008+0.00070928i,0.00012339+0.0004537i,-0.00075107-5.4309e-05i,-0.00017952+0.00035446i,0.0008902+0.00080186i,0.0015617+0.000787i,0.00080059+0.00085725i
