-0.0037129+0.00049996i,-0.0022605-0.00041054i,-0.0009799+0.001019i,-0.00074342+0.0027654i,-0.00047813+0.0028955i,-0.00043032+0.0012872i,-0.00030411+0.0011253i,0.00028072+0.0012452i,0.0003193+0.00081706i,0.00038598+0.0005i,0.00089199-0.00016877i,0.0007683-0.0015914i,0.00029839-0.0017352i,0.00039547-0.00091944i,-8.9956e-05-0.00054808i,-0.00016462-0.00011063i,5.67e-05+7.5782e-05i,5.6886e-05-0.00037649i,0.00032302-0.00088449i,0.00075993-0.00032549i,0.00091192+3.5424e-05i,1.4428e-05-0.0004204i,-0.00015638-0.00065135i
0.00089815+0.00048155i,-0.00026644+0.00032949i,-0.0001017+0.00019509i,0.00062782+0.00050071i,0.0011126+0.0016815i,0.0019518+0.0018423i,0.0020325+0.0011306i,0.0011269+0.00058675i,-0.00016565+7.0019e-05i,-0.0009059-0.00045732i,-0.00041947-0.00082186i,0.00073111-0.00068414i,0.0010343+0.00015035i,4.6039e-05+0.00024707i,-0.00024229-0.00032715i,-8.0252e-07+3.0295e-05i,7.1569e-06+0.00033959i,-0.00056405-0.00017998i,-0.00010308+2.5414e-05i,0.0016116+0.00097617i,0.001767+0.00068i,0.00078301+4.0456e-06i,0.0002083-0.00079237i
0.00059173-0.00026833i,0.00012019-0.00080974i,-1.8841e-05-0.0013539i,0.00015488-3.6009e-05i,0.00010701+0.0011182i,-0.00046741+0.00096067i,-0.0005285+0.00042888i,-1.7532e-05-0.00027414i,-0.00023874-0.00012794i,-0.00062379+0.00046615i,-0.00033385+5.4824e-05i,-0.00035094-0.0004744i,-0.00027204-0.0006837i,-0.00050984-0.0006045i,-0.00056704-0.00068147i,3.9991e-05-0.00055135i,0.0003096-0.00022985i,0.0001195-0.00097753i,-0.00017695-0.0014359i,5.181e-05-0.00038324i,0.00041772+0.00012153i,0.00083265+0.00026231i,0.00028072+0.00017845i
0.00017034+0.00018834i,0.00044525-0.00044697i,0.00054595-0.00032216i,0.00074202+0.00082339i,0.00052775+0.00061053i,-0.00017712+0.00015972i,0.00011073+0.00049156i,0.00054434+0.00056637i,0.00015995+0.00033792i,0.00013235-0.00057469i,2.2644e-05-0.00053302i,0.00010454+0.00059354i,0.00013694+0.00026156i,4.1011e-05-0.00038763i,0.00035576-0.00021214i,0.00041946+4.3924e-05i,0.00032626+0.00018415i,8.464e-06+0.00020086i,-0.00017902-8.5933e-05i,-0.00052522-0.00071104i,0.00015102-9.4766e-05i,0.00062923+0.00091865i,-8.0035e-05+0.00053144i
0.0020013+0.00041391i,0.0018262-0.00014742i,0.0017268-0.00043971i,0.00024147+0.000666i,-0.00066821+0.0015761i,-0.00016581+0.0012339i,0.00013127+0.0008772i,0.0002816+0.00041067i,0.00045999-4.5721e-05i,-0.00044011+0.00047969i,-0.00077625+0.00070323i,-0.00036715+0.0006269i,-0.00032646+0.0016638i,-0.00026433+0.0014281i,-0.00029828+0.00033151i,0.00012385-6.5833e-05i,0.00019197+0.00025808i,-0.00015374+0.00034222i,-2.8174e-05-0.00024317i,0.00026622-0.0004628i,0.00025634+7.5882e-05i,-0.00026985-0.00022306i,-0.00043922-0.00056465i
-0.00086912+0.0012765i,-0.0014276+0.0011246i,-0.00025226+0.0011681i,0.00094911+0.0010109i,0.0017842-0.00015952i,0.0018952-0.00040043i,0.0015532+0.00049474i,0.0010278+0.00091055i,0.0010866+0.00023024i,0.00062222+0.00011596i,-0.0001749+0.00032002i,0.00025587+0.00037777i,0.00041386+0.00028494i,0.001059-0.00039996i,0.0019175-0.00056499i,0.0011368-0.00029541i,0.00021686+0.00038387i,8.0882e-05+7.5056e-05i,-0.00022272-0.00041756i,-0.00038953-0.00069523i,0.00014748-0.00083796i,0.00053768-0.0005636i,7.1101e-05-0.00077044i
-0.00013501+0.00010569i,0.00051849+0.00039854i,0.00064173+0.0011694i,0.00038951+0.0017298i,0.00057056+0.0015198i,0.00071909+0.00094338i,0.00075407+0.00028338i,0.00070961+0.00048785i,-5.8743e-05+0.0001917i,-0.0010081-0.00058029i,-0.00091723-0.00050929i,-9.0056e-06-0.00027231i,-0.00012717+0.00035205i,-4.8954e-05+0.00059146i,0.00045111+0.00017672i,1.199e-05-0.00024705i,-0.00012003+6.4404e-05i,0.00026531+0.00063686i,0.00040141+0.00089478i,0.00024788+0.0013247i,-0.00038363+0.0012908i,-0.0007385+0.000983i,-7.3385e-05+0.00080997i
0.00083702+1.1515e-05i,0.0010336-4.1801e-05i,0.001241-0.00015072i,0.00041568-0.00032337i,0.00016184-0.00057765i,0.00061007-0.00024326i,0.00052082+0.00027278i,0.00051128-2.5365e-05i,0.00033556-0.00025867i,-0.00023545+9.5605e-05i,-0.0009108-0.00017538i,-0.00052111-0.00044481i,0.00032291-0.00027684i,-6.2575e-05-0.00021332i,3.1001e-05-0.0012038i,0.00021986-0.0016149i,-8.328e-05-0.00065763i,-3.8038e-05-0.00070287i,0.00075702-0.00088959i,0.0005043-0.00036433i,8.1569e-05+0.00014094i,0.0004886-9.2502e-05i,-0.00026527+8.0129e-06i
0.0011187+0.0021986i,0.00054772+0.0017223i,0.00043803+0.0010256i,0.0006604+0.00057038i,0.00073432+0.00065112i,0.00048714+0.00050583i,0.00037181+0.00053016i,0.00070794+0.00031892i,0.00064575+4.5686e-05i,0.00039826+4.3447e-05i,0.00050058+0.00024292i,0.00021171-0.00012145i,-0.00021562-0.00073146i,-0.00064027-0.00075754i,-0.00087884-0.00024079i,-0.00045669+0.00035188i,7.7419e-05-0.00010566i,0.00026058-0.00039888i,0.00053331-0.00012954i,-0.00032975-8.6381e-05i,-0.0007831+0.00065136i,-0.00079807+0.00074212i,-0.0008728-0.00010567i
0.0020016-0.00058535i,0.0021618-7.7712e-05i,0.001184+0.00089435i,0.0003508+0.0015158i,0.00034742+0.0024426i,0.00049118+0.0018815i,0.00045427+0.0008978i,0.00050822+0.0011077i,0.0002261+0.00091027i,0.00056281+0.00019252i,0.00049627-0.00014307i,0.00081321-0.00032578i,0.0009323-4.3555e-05i,0.00015048-4.9391e-05i,-3.9578e-05-0.00035179i,0.00011713-0.00082166i,0.00053835-0.0013083i,-4.4362e-05-0.0012522i,-0.0006882-0.00093943i,-1.3479e-05-0.00054466i,-0.00011145-0.0001368i,-0.00019223-0.00010889i,-3.4759e-05-9.9295e-05i
0.00093496-0.0020968i,0.0003231-0.0015593i,-4.1022e-05-0.00045023i,0.00044848-1.0839e-05i,0.0010897+3.3737e-05i,0.0010817+1.0318e-05i,5.903e-06+0.00025562i,-0.00043142-0.00033718i,-0.00046469-0.00076948i,-7.0229e-05-0.00020477i,-0.0001299+1.2273e-05i,-0.00052098+0.00050464i,-3.9985e-05+0.00049573i,0.00053069+0.00018835i,0.0011169-0.00020959i,0.0013672-0.00052013i,0.00090999-0.00038176i,0.00035683-0.00072576i,0.00069337-0.00041225i,0.00084304+0.00049936i,0.00022806-7.0962e-05i,0.00011012-0.00026989i,-0.00013413+0.00010506i
0.00040453-0.00087315i,0.00078522-0.0013666i,0.00090193-0.00070522i,-0.00052909-0.00020605i,-0.00066416-0.00023051i,-0.00013659+0.00036475i,0.00022685+0.0012965i,0.00027812+0.00098026i,0.00012664+0.00017555i,0.00015233-0.0002224i,-0.00079852-0.00034749i,-0.0015445-0.00035351i,-0.0012147-0.00015569i,-6.9205e-05+8.99e-05i,0.00050425+0.00019953i,0.00045501+0.00026176i,0.00026398+0.00034171i,-1.4085e-05+0.00039391i,-0.00030072+0.00027801i,-0.00019619+0.0002165i,0.00029751-0.00024238i,9.0981e-05-0.00052556i,-0.00061627+3.1617e-05i
-0.00072221-6.3715e-05i,-7.7805e-05+0.0011161i,-0.00010203+0.0019249i,5.1365e-06+0.0021833i,0.0002384+0.0018474i,0.00096239+0.00071378i,0.00079317+0.00055327i,0.00015393+0.00074814i,0.00033582+0.0006955i,-1.2695e-05+0.00082373i,-0.00014834+0.00056312i,0.00034836-0.00034502i,0.00067579-0.00068191i,0.00056201-0.00029981i,0.00041417-2.2117e-05i,0.00063463-0.00044334i,0.00081163-0.00018702i,0.00053911+0.00012284i,0.00058076-0.00049294i,0.00079283-0.00012579i,0.00027061+0.000474i,-0.0003374+0.00076956i,-0.00020743+0.00028027i
-0.00021351-0.0012767i,-0.001298-0.0011146i,-0.0022144-5.3605e-06i,-0.0017556+0.0014572i,-3.022e-05+0.0023214i,0.00171+0.0027528i,0.0018887+0.0017411i,0.0011831+0.00049667i,0.0001832+4.1341e-05i,-0.0011802-8.6898e-06i,-0.0012263+0.00045496i,-0.00094188+0.00034801i,-0.00096611-0.00062558i,-1.8964e-05-0.0011079i,0.00049897-3.9649e-05i,0.00024245+0.00076037i,0.00044119+0.00013743i,0.00038865-0.00040759i,-0.0003498-0.00066755i,-0.00052588-0.00090055i,-0.00030975-0.00059676i,0.00045934-0.00019597i,0.0004822-0.00012928i
0.0009465-0.00093267i,0.0012885-0.00089692i,0.0012648-0.00023523i,0.0014275+0.00063251i,0.0021742+0.0018264i,0.0019722+0.002026i,0.00078157+0.0011077i,2.4984e-06+0.00083965i,-0.00045148+0.0005333i,-0.00074212+0.00039269i,-0.00069509+0.00067574i,-0.00077726+0.00037419i,-0.00053394-0.00038054i,0.00056919-0.00056758i,0.00088507+0.00021078i,-0.00042033+0.00028784i,-0.00097716+0.00033929i,-2.0273e-05+0.00056811i,0.00047379-0.00011818i,0.00034661-0.00057874i,-0.00053823-0.00046401i,-0.00098611-5.7691e-05i,-0.0013582+0.00017563i
-0.0010129-0.00016964i,-0.00074021+0.00089771i,-0.00090051+0.00074555i,-0.0001788-0.00037013i,0.001004+2.7681e-05i,0.0019214+0.00091835i,0.0013343+0.0005588i,0.00025402-9.5561e-05i,0.00011459-6.9753e-05i,-9.237e-05+7.6244e-05i,0.00025861-2.825e-05i,0.0010522-4.4144e-05i,0.00068837-0.00025212i,0.00037101-0.00045194i,-0.00019392-0.00057584i,-0.00052442-0.0002228i,-0.0002334+0.00063421i,-0.00026435+0.00062971i,0.00016571+0.00020806i,4.0292e-05+0.00048281i,-0.00068619+0.00010884i,-0.00084653-0.00042436i,0.00029429-0.00082817i
-0.00036937-7.2614e-05i,-0.00087685-0.00022153i,-0.00081944+0.00045913i,0.00011994+0.001036i,-0.00042181+0.00057197i,-0.00083209-0.00039033i,0.00015874-0.00011353i,0.00028626+0.00022253i,-0.00020679-0.00015533i,-0.00058379+0.00024979i,-0.00098748+0.00089016i,9.6543e-05+0.00065479i,0.0010748+0.00059413i,0.00034886+0.00064657i,-0.00030888+0.00032637i,0.00019156-0.00018411i,0.00088878-0.00034943i,0.00017153-0.00020911i,-0.00053775-2.0633e-05i,-0.00030689+0.00055976i,0.00011979+0.00020929i,0.00099317-0.00036705i,0.00089151-0.00045237i
-0.0011153+0.001747i,-0.0015061+0.0013338i,-0.000518+0.0013594i,0.00085346+0.001449i,0.0018037+0.0014514i,0.0014745+0.00059855i,0.0006762-0.00035936i,7.7588e-05-0.001005i,0.00015157-0.00063905i,0.0010707+0.00066338i,0.0010674+0.00077793i,0.00091156+4.7037e-05i,0.00038615-0.00070021i,-0.00070157-0.00097102i,0.00012083-0.00096381i,0.00072411-0.0007381i,-7.3502e-05+4.985e-05i,-0.00083488+0.00029902i,-0.00098407-0.00012467i,-0.00012553-6.1324e-05i,0.00067353-0.00074604i,0.00029921-0.001019i,-0.00061279-0.00056621i
-0.0020931+0.00050277i,-0.0028332+0.00088739i,-0.0025616+0.002264i,-0.0011921+0.0036328i,-0.00022332+0.0036272i,0.0010837+0.0019045i,0.0014307+0.00033798i,0.00026798+9.1674e-05i,-0.00013034+0.00013699i,-0.00030009-0.00010576i,-0.0002929-0.00010863i,-0.00040986-0.00032574i,0.00010679+9.3105e-05i,0.00071682+0.00060552i,0.00041884+0.00047643i,0.00063284-0.00012204i,0.0011306-0.00051981i,0.00094275+0.00017087i,0.00045848+0.00015627i,-6.4693e-05-0.00035982i,-0.00033425-0.00031015i,-6.0851e-05-0.00013218i,0.00044868+0.00017675i
0.0015532-0.0010669i,0.0022881-0.00094623i,0.0026429-0.0012773i,0.0022917+0.000383i,0.0019963+0.0024384i,0.0018953+0.0024429i,0.0012748+0.0014948i,-0.00019171+0.00049815i,-0.00097099-0.00029709i,-0.00071522+6.9954e-05i,-0.00048004+0.00052953i,-0.0003804+0.00072202i,-3.5307e-05+0.0015515i,-0.00015064+0.0021024i,-0.00032479+0.0012897i,-6.4492e-05+0.00026783i,0.00023296-0.00010235i,0.0001121-0.00014531i,0.00039254-0.0001013i,0.00042733+3.8917e-05i,-0.00067021+0.00025202i,-0.00063651-0.00045084i,0.00031879-0.00090899i
0.0010355+0.0022415i,0.0016503+0.0017105i,0.0024362+0.00091699i,0.0022164-0.00071769i,0.0021384-0.0022712i,0.0012907-0.0018258i,0.00030346-0.00066332i,0.00047331-7.3806e-05i,0.00079621-0.00030992i,0.00052787-0.00063042i,0.00053623-0.00070252i,0.00081766-0.00089206i,0.00055837-0.00091651i,-0.00014429-0.0010888i,-0.00083694-0.0010205i,-0.0011324-0.00043311i,-0.00052946+0.00025517i,-0.00060019+0.00068254i,-0.00053813+0.00016855i,0.00011401+2.8455e-05i,9.3058e-05-1.5663e-05i,-0.00014831-0.00097655i,-0.00034364-0.0011404i
8.4673e-05-0.0015684i,-0.0010061-0.0013473i,-0.0015554-0.00032016i,-0.0026254+0.001873i,-0.0030586+0.0027789i,-0.0015409+0.0018994i,-0.0005092+0.00093413i,-0.0007347+0.00023358i,-0.00090786-0.0001304i,-0.0011442-6.7908e-05i,-0.00098493-4.9368e-05i,-0.00079269+0.00021123i,-0.00080635-0.00019532i,-0.00068601-0.00032481i,-0.00034015+0.00015803i,-0.00013822-0.00024386i,7.5e-05-0.00068611i,6.5281e-05-0.00092136i,-2.7764e-05-0.0011337i,0.0002392-0.00059367i,0.00032807-0.00031242i,0.00042092-0.00031751i,0.00043981-0.00033319i
0.00090066+6.6156e-05i,0.0010203-0.00010023i,0.001664-0.00019587i,0.0021382+0.00017809i,0.0026574+0.0019121i,0.0027269+0.0024274i,0.0018196+0.0010193i,0.00028087+0.00038644i,-0.00017749+0.00032709i,0.00045385+0.00024963i,0.00079801+0.00018102i,-0.00037004-1.8429e-05i,-0.00094556-0.00010422i,-9.7758e-05+0.00016254i,-1.339e-05-5.6601e-06i,-1.3609e-05-0.00039791i,-2.5599e-05-4.9633e-05i,6.1909e-05+4.8289e-05i,0.00031504+0.00020943i,0.00014354+0.00045558i,-0.00022517-1.6204e-05i,-0.00010474-0.00049845i,0.00024087-0.00075651i
-0.00084908-0.00092061i,-0.001132+0.0007908i,-0.0017366+0.0012803i,-0.00084474+0.0011891i,0.0007576+0.0010706i,0.00077921-0.00027288i,0.00069868-0.0011445i,0.00073434-0.00042046i,1.4689e-05-0.00017096i,-0.00046181-0.00058528i,-0.00039578-0.00092863i,0.00041296-0.00079258i,0.00073534-0.00089929i,0.00018731-0.0010974i,-0.00015185-0.0007328i,0.00010057-0.00086076i,0.00031067-0.0010155i,-0.00013121-0.00033217i,-0.00024038-0.00052777i,-0.00040157-0.00063735i,0.0005897-0.00043509i,0.0014865-0.00017855i,0.00050295+3.5937e-05i
0.00042789+0.00093236i,1.513e-05+0.00093099i,0.00086975+0.001565i,0.0018534+0.0020994i,0.0018796+0.0018222i,0.00030209+0.0009623i,-0.00036195+0.00047795i,8.8294e-05+0.00082556i,-0.00027549+0.0005326i,-0.00034697-0.0002601i,0.00031019-0.0004398i,0.00047002-0.00024067i,0.00066733+0.00023604i,8.8956e-06+0.0007312i,6.7111e-05+0.00017565i,0.00089836-0.00029783i,0.00025403-0.00055929i,-0.00036317-0.00029317i,8.6585e-05+0.00037522i,0.00017011+0.00041038i,0.00015493+0.00028652i,-0.00010036-9.5263e-05i,-0.00049144-0.00064295i
-0.0012041-0.00064323i,-0.0010816-7.488e-05i,-0.0010231-4.6717e-05i,-0.00058338-0.00044907i,0.00024959-0.00094906i,0.0013187-0.0006646i,0.0011405-0.0002877i,0.00052573-0.00079592i,0.00046862-0.00035987i,0.00023349+0.00047992i,-1.4066e-05+0.00033984i,0.00035428+0.00023208i,0.00041297+0.0002517i,0.00041989-0.00015172i,0.00086396-0.00040254i,0.00035234+8.8271e-05i,-0.00040805-8.8824e-06i,-0.00038813-0.00027987i,-0.00076228+0.00012666i,-6.226e-07+0.00021765i,0.00064066-2.918e-05i,3.3531e-05+0.00038679i,-0.00023629+0.00086848i
-0.0024389+0.0010314i,-0.0034103+0.001005i,-0.0032401+0.0020567i,-0.00058155+0.0031383i,0.00091666+0.0036272i,0.001803+0.0025435i,0.0019899+0.0010917i,0.00057731+0.00028052i,-0.00062958-0.00012044i,-0.00053577-0.00010717i,-1.7691e-05+7.4863e-05i,-0.00015875-0.00027325i,0.00032133-0.0011964i,0.0011389-0.0011954i,0.0006302-0.00078638i,0.00021462-0.00091788i,0.00034425-0.0008827i,5.0082e-05-0.00076477i,-0.00027459-0.00040299i,-0.00026189+0.00023989i,-0.00048766-0.00020592i,-0.00064626-0.00022789i,-0.00076566+0.00079973i
-0.0035752-0.00056452i,-0.0035648+1.1746e-05i,-0.0030665+0.0026471i,0.0004521+0.0033618i,0.0036059+0.0029936i,0.0036708+0.000976i,0.0016516-0.00026772i,0.00064767+0.0011421i,0.00070177+0.0016828i,0.00056472+0.0010815i,0.00094996+0.0007595i,0.0013128+0.0002134i,0.00028532-0.00020408i,-0.00068065-0.00045417i,-0.00084461-0.00027005i,-0.0010939-8.9162e-05i,-0.00069929+0.00040563i,-0.00028207+0.00072895i,-0.00090728+0.00053192i,-0.0013284+0.000223i,-0.0008455+0.00030064i,-0.00020925+0.00063683i,0.00014268+0.00038057i
-0.0092752-0.0042635i,-0.011331-0.0042156i,-0.012122+0.0039275i,-0.006518+0.0083065i,-6.6484e-05+0.0080526i,0.0034787+0.004714i,0.0022781+0.00098354i,0.0004155+0.00063686i,-0.001189+0.0012614i,-0.0012392+0.0018346i,0.001068+0.00201i,0.0021382+0.00091625i,0.0020239+0.00011964i,0.0027829-0.00036566i,0.0025413-0.0015549i,0.00012767-0.0015809i,-0.001186-0.00015747i,-0.00069544+0.00040295i,-0.0013666-0.00012315i,-0.0014932+3.5152e-05i,-7.4233e-05-2.3054e-05i,-0.00010471-0.0004331i,-0.00050567-0.00031392i
0.00032929+0.00012036i,0.00070614+0.00041452i,0.0017871-0.00035444i,0.0010493+7.7992e-05i,5.2006e-05+0.0016553i,-0.00020498+0.0018496i,0.00022966+0.0012205i,0.00078184+0.00021866i,0.0012275-0.00036797i,0.00046987+0.00010197i,-0.00040202+0.00030253i,-0.0002706+0.00022926i,-0.00082132-9.8216e-05i,-0.00066678-1.6462e-05i,0.00015422+0.00090261i,0.00011959+0.00053254i,0.00066258-0.0005423i,0.00050652-0.00063332i,-0.00023131-1.9684e-05i,0.00035103+0.00067884i,0.00046988+0.00041177i,7.2876e-05+5.2229e-05i,0.00013724+8.5721e-05i
0.0006182-0.00053983i,0.00069362+0.00082628i,8.1176e-05+0.0015377i,0.00052219+0.0013974i,0.0012415+0.00082079i,0.00078395+0.00077933i,0.00011138+0.00071284i,-0.000195+0.00044621i,-0.00056301-0.00018135i,-0.00047216-0.00068744i,-0.00036363-3.0832e-05i,-0.00050131+0.00014462i,-0.00062388-0.00041379i,-0.00015849-0.00065444i,0.00073752-0.00039496i,0.00079992-0.0005055i,0.00092924-0.0008684i,0.0012376-0.00018292i,0.00065036+0.00048543i,-0.00097033-0.00020617i,-0.00080144-0.0004317i,0.00048207+0.00011929i,3.9269e-05+0.00027373i
-0.00072436+0.00052387i,-0.00070412+0.0017513i,-0.00062807+0.0021844i,-0.0008935+0.001971i,-0.0007024+0.001657i,-0.00025687+0.0013695i,-2.0534e-05+0.0010221i,-0.00053983+0.00031972i,-0.00062511+0.00034546i,-0.0005015+0.0015827i,-0.00048229+0.0015776i,0.00021218+0.0009706i,0.00030438+0.000567i,0.00045585+0.00057871i,0.00083415+0.0010596i,0.00071594-5.7526e-05i,0.00038072-0.00083823i,1.8341e-05-0.00045228i,-0.00024652-0.00055801i,-0.00027657-0.000174i,0.00028984-0.00087376i,0.00066277-0.0010735i,0.00057105-0.00026301i
0.00076197+0.00023437i,0.0019095-0.00061761i,0.0020425-0.00095179i,0.00034328+0.00057004i,-0.00077101+0.0015479i,-0.00061241+0.0015612i,-2.5498e-05+0.00062184i,-0.00045568-6.34e-05i,-0.00090918-0.00049589i,-0.00063081-0.00079796i,-0.00061757-0.000819i,-0.00085344-0.00064462i,-0.00059307-0.00026536i,-0.00011684-0.00035323i,-0.00015692-0.00017473i,-0.00014749-9.2207e-05i,0.00018976-0.00094267i,0.00058819-0.00074526i,9.4434e-06-4.5941e-05i,-0.00020815-4.7308e-05i,0.00011638-7.95e-05i,-0.00018277-0.0005746i,-0.00030757-0.00057708i
0.0012488+0.0018975i,0.001559+0.0017608i,0.0021124+0.0016373i,0.0026726+0.0012412i,0.002877+0.0013157i,0.0021164+0.0016697i,0.00049887+0.0011896i,-0.00057511+0.00057281i,0.0002695-0.00036823i,0.00089399-0.00066731i,0.00031234-0.00021193i,-0.00023006-0.00011618i,-0.000779+3.7586e-05i,-0.00067811+0.0002399i,-0.00090717-0.00038443i,-0.00080976-0.00045641i,-0.00032703+0.00010224i,-0.00080956+0.00054814i,-0.00063575+0.00016134i,-0.00061235-4.8919e-05i,-0.00042733+8.9938e-05i,0.00015637+0.00019186i,0.00019553+4.4179e-05i
-0.0014449+7.0784e-05i,-0.0018822+0.00037337i,-0.00025907+0.00071036i,0.00090828+0.00021068i,0.0015072-0.0010566i,0.00099355-0.0014434i,0.00061462-0.00095127i,0.0010622-0.00026247i,0.0010917+0.00032167i,0.0003422+0.0004662i,6.5723e-05+0.00023353i,0.00027117+0.00045657i,0.00066839+0.00089103i,0.0010749+0.00064669i,0.00017107+8.3057e-05i,-0.0011169-7.9772e-05i,-0.0010666-8.1872e-05i,-0.00079824+0.00017172i,-0.00072489+0.00032142i,5.8103e-05+0.00024384i,0.00079146+0.00019644i,0.00071395-3.329e-05i,0.00047672-0.00017357i
0.0016653-0.0019078i,0.001228-0.002069i,-0.00045204-0.0014944i,-0.0022112+0.0003434i,-0.003204+0.0024799i,-0.0031974+0.0033531i,-0.0013917+0.0017636i,-0.00059441+3.2119e-05i,-0.0005782-0.000122i,-0.00046716+0.00040745i,-0.00026459+0.00034384i,0.00013941-6.0247e-05i,0.00012169+3.9786e-05i,-0.00034186+0.00029398i,-0.00040815-0.0004433i,-0.00028884-0.0010453i,-4.7708e-05-0.00072138i,8.8675e-05-0.00048984i,-0.00021725-0.00082561i,-0.00079255-0.00069372i,-0.00059487-0.00050092i,-0.00017261-0.00037501i,0.00011416+7.119e-05i
0.00073004+0.0010107i,0.00074345+0.00056541i,0.00080815+0.0011492i,0.0011634+0.0024817i,0.0028086+0.0027479i,0.0031938+0.0022209i,0.0021189+0.0012948i,0.0020145+0.00077778i,0.001608+0.0009258i,0.00085633+0.00060808i,-3.0313e-05+7.7675e-05i,-0.00027701-0.00023987i,0.00031526-0.00022474i,0.00060444-0.00028041i,0.00022059-0.00069053i,-0.00022408-0.00047795i,-0.00083014-0.00023581i,-0.0011272-0.00037694i,-0.00098369-6.7107e-05i,-0.00020864+4.5511e-05i,0.00028773+0.00021954i,-0.0001236-3.6681e-05i,-0.00026649+0.00019586i
-0.00053269-0.0015179i,-0.0005926-0.00092542i,-0.0017149-7.317e-05i,-0.0018751+0.0002279i,-0.0010522+0.00030843i,-0.00093792+0.00022138i,-0.0010663-0.00024877i,-0.00069221-0.00035968i,-0.00079377-2.9231e-05i,-0.00090996+0.00016598i,-0.00065146+3.4828e-05i,0.00015896-0.00042162i,0.0010856-0.00090244i,0.0012107-0.00057081i,0.00092328-0.00053411i,0.00054734-0.00076245i,0.00068004-0.00051749i,0.0009722+0.00035067i,0.00067008+0.00089982i,-0.00017905+0.00051845i,0.00026675+0.00011365i,0.00048446+7.6077e-05i,0.00013468+0.00024987i
0.00051811+0.0022275i,0.00042242+0.0024258i,0.0010014+0.0020905i,0.0010329+0.0020167i,0.00079325+0.0026518i,0.00047673+0.0026907i,9.202e-05+0.0014061i,0.0001743-0.00011i,5.5773e-05-0.0003397i,-0.00037942+0.00012556i,1.8906e-05+1.994e-05i,0.00049269-0.00027091i,0.00012548-0.00026035i,-0.00025036-0.00042383i,-0.00027018-0.00012262i,-0.00035518+0.00035353i,-0.00033251+0.0002376i,-0.00053888+1.7328e-05i,-0.00060727-0.00040842i,-0.00068467-0.00047528i,-0.00084363-3.5483e-06i,-0.00016343+0.00021762i,0.00015955+0.0002958i
1.7823e-05-0.00010725i,0.00059747-0.00029633i,0.00085848+0.00078828i,0.0005698+0.00052607i,0.0010769-0.0004933i,0.0015252-1.7566e-05i,0.00064956+0.0010552i,0.0001488+0.0011841i,0.00036932+0.00092705i,-0.0001116+0.001012i,-0.00050405+0.00029885i,0.0002351-0.00023007i,0.00050822+0.00023659i,0.00026589+6.474e-05i,0.00043931-0.0010996i,0.00039822-0.0011826i,-8.4217e-05+2.7012e-05i,-0.00022978+0.00040926i,-4.9842e-06-0.00025731i,0.00032206-0.00057344i,-0.00025437-0.00035407i,-0.000981+0.00043079i,-0.00065442+0.00051164i
0.00073834+0.00059201i,-0.00018607+7.5345e-05i,-0.00019355+0.00011436i,-0.00053759+0.00069682i,-0.00048501+0.0012259i,0.00043649+0.00097746i,0.00023854+0.0015646i,-0.00048817+0.0011879i,-5.035e-05+0.00014857i,0.00024539-0.00028018i,-0.00035375-0.00067235i,-0.00021039-0.0004331i,0.00044474+0.00019355i,0.00049187+0.00091387i,2.9986e-05+0.0012598i,-0.00037929+0.00050293i,-1.0487e-05-7.1665e-05i,9.5988e-05+0.00056985i,-0.0001079+0.00068492i,-0.00040237+0.00025464i,-0.00074221-0.00016649i,-0.00039208-0.00042739i,4.4926e-05-0.0004509i
0.0015612-0.0015456i,0.00086435-0.0016328i,5.1595e-05-0.00082689i,-0.00036055+0.00066567i,-0.00081645+0.0011136i,-0.00077128+0.00056285i,8.5097e-05-0.00031764i,0.00074413-0.00059701i,0.00076627-0.00035726i,-0.00025937+0.0001878i,-0.00051359+0.0003705i,0.0002062+0.00040135i,0.00058607+0.00051317i,0.00023689+0.0012407i,-0.00037766+0.00093588i,-0.00027619+2.9615e-05i,-7.4084e-05-0.00027778i,-0.0001832-0.00025896i,0.00022317+0.00055301i,0.00044787+0.0010061i,-0.00023846+0.00065323i,-0.00094692+0.00097538i,-0.00083487+0.0010345i
0.0010313+0.00098328i,0.001499-2.804e-05i,0.0015557+4.3249e-06i,0.00091278+8.7608e-05i,0.0004946-0.00025819i,-0.00060884+0.00010658i,-0.00056447+0.00064823i,0.00016941+0.00085936i,0.00022697+0.00040496i,0.00071563-0.00036i,0.00080331-3.954e-05i,-2.6449e-05+0.00025635i,-0.00079648-0.00057343i,-0.00067245-0.0011933i,0.0003106-0.00086402i,0.00072571-0.0006896i,0.00023679-0.0010482i,-0.00015957-0.00096801i,-0.00039808+9.0956e-05i,-5.6624e-05+0.00067622i,0.00033225+0.00048111i,3.3511e-05-3.6844e-05i,-0.00049983-0.0003785i
