0.00034691-0.00059808i,0.00033585-0.0011282i,-0.00080389-0.0013325i,-0.002174-5.4638e-05i,-0.0025211+0.0010069i,-0.0018039+0.0020602i,0.00023695+0.0022951i,0.0014801+0.0017083i,0.0014966+0.0012476i,0.00055384+0.00060398i,-0.00046509-0.00028885i,-0.00027391-0.0005419i,0.00047917-6.0106e-05i,2.7631e-05+0.00075642i,-0.00035932+0.00056148i,0.00054067-0.00021308i,0.00055457-0.00024155i,0.00041862-0.00049607i,0.00017636-4.3456e-05i,-0.00010993+0.00068959i,7.6633e-05+0.00066598i,0.00010404+0.00056244i,6.2445e-05+0.00047885i
-0.00088596-0.0025843i,-0.0010242-0.0023208i,-0.001569-0.00096825i,-0.0016817+0.000106i,-0.002184+0.0013351i,-0.0017733+0.0016798i,0.00034262+0.00072945i,0.0020739+6.3554e-05i,0.0019-9.1988e-05i,0.00078471+8.1684e-06i,0.00059532-0.00013009i,0.00075248-0.00020764i,0.00088746+0.00031122i,0.0016375+0.00060998i,0.0009782+0.00058624i,0.00037693+0.00036677i,0.0005059-0.0006854i,0.0004036-0.00051212i,-0.00028065-5.9965e-05i,-0.00021359-2.3606e-05i,0.00017575+0.00049619i,9.2985e-05+0.0009472i,0.00060095+0.0002984i
-0.001741-0.00033168i,-0.00094534-0.00066023i,-0.00095165+0.00029459i,4.2418e-05+0.0015232i,0.0027178+0.0031152i,0.0040941+0.0024342i,0.0033763-0.00040964i,0.0016383-0.0018747i,0.00050806-0.00074337i,-0.00019853-4.2922e-05i,-0.00055469-0.00061556i,3.0458e-05-0.00059404i,0.00089825-0.00072689i,0.00065054-0.0012983i,0.00066782-0.0013965i,0.00083617-0.00064825i,-0.00011968+3.7911e-05i,-0.00061307-0.00034461i,0.00058553-0.00057493i,0.0011059-0.00038617i,0.00071739-0.00070408i,0.00020023-0.00064254i,-0.00022488-0.00028648i
0.0004683-0.0020388i,-0.00070883-0.0011185i,-0.0019102-0.00096809i,-0.0017788-0.00049577i,-0.0010359-3.4832e-05i,0.00060026-0.0006568i,0.001261-0.0011195i,0.00051381-0.00080765i,0.00033081-0.00088624i,-7.6811e-05-0.00052901i,-0.00036597+9.0484e-05i,-0.00015733+0.00084187i,-0.0003334+0.0012645i,0.00021205+0.00016215i,0.00073736-0.00018697i,-0.00011492-4.9425e-05i,-0.00082513-0.00021678i,-0.00054444-4.2833e-06i,0.00037901+0.0001219i,0.00061356+0.00058222i,-0.00012628+0.00063723i,-0.00072455+0.00046419i,-0.00030028+0.00049241i
-0.003176+0.00019984i,-0.0021155+0.0012799i,-0.00012972+0.0027249i,0.00063481+0.0026745i,0.000386+0.0016708i,0.00022315+0.00063635i,0.00017336+0.00011175i,0.00047495+0.00099021i,0.00098824+0.001179i,0.0018996+0.00047634i,0.001505+7.5382e-05i,-7.3426e-05+0.00014137i,-0.0010325-0.00025585i,-0.0005393-0.00093122i,0.00037037-0.0014999i,0.00057982-0.0015283i,-0.0001501-0.00061724i,-0.00049602-0.00012611i,3.1262e-06+8.3274e-05i,-8.9037e-05+0.0002893i,2.658e-06+0.00055107i,3.6548e-05+0.0008166i,-5.4431e-05+0.00061191i
-0.0011941-0.00051224i,-0.00088022-0.00053718i,-0.0013211+0.00028139i,-0.00019958+0.00098372i,0.0013452+0.001091i,0.0017157+0.00099234i,0.0012057+0.0001304i,0.0003942-0.00039401i,-0.00010032-0.00036757i,-0.00036757-0.00089621i,-3.2135e-05-0.00094331i,0.00084358-0.00092876i,0.00070692-0.0015314i,0.00034435-0.0014091i,0.00051648-0.00015946i,0.00073692+0.00024026i,0.00062507-2.1955e-05i,0.00022964+0.00019123i,-0.00017576+0.00052957i,-0.00021321-6.4282e-06i,0.00043737-0.00079158i,0.00062719-0.00029263i,-0.00040537+0.00024425i
-0.0010289+0.0001927i,-0.00045792+0.00057442i,-1.5977e-05+0.00016877i,0.00034419-0.00059282i,0.00014008-0.00033458i,-0.00047993-0.00012777i,-0.0010093-0.00059732i,-0.00051304-0.0003581i,-0.0003734+0.00066204i,-0.00074395+0.00088364i,-0.00046133+0.00024479i,0.00014561+4.0819e-05i,0.00042815+0.00011896i,0.00028413-0.0004034i,-7.5558e-06-0.0010068i,-0.00020838-0.0012182i,-0.00072439-0.00053566i,-0.00067213+0.00032719i,0.00037777+0.00039672i,2.6696e-06+0.00043522i,-0.00063686+0.00034664i,-0.00026401-1.6317e-05i,-0.00026036-0.00012202i
-0.0013693-4.6901e-05i,-0.00090245+0.00074596i,-0.0012039+0.0016211i,-0.00031532+0.0024219i,0.0019893+0.001883i,0.002426+0.00065059i,0.0013506+0.00025959i,0.00098906+0.00033974i,0.0011664-0.0001902i,0.0011095-0.00072743i,0.0011299-0.00031138i,0.0010558+0.00029468i,0.0011595+0.00030467i,0.0013797-7.967e-05i,0.0010797-0.0004153i,0.00020406+0.00057742i,-0.00048292+0.0015248i,-0.00035222+0.00095174i,-0.00030279-5.9206e-05i,-0.00014403-0.00065738i,-5.0378e-06-0.00093628i,-0.00069381-0.0011443i,-0.00079232-0.001391i
0.00038511+0.00052807i,0.00028403+0.0013074i,-0.00055253+0.0013867i,-0.00058238+0.00085249i,-0.000241+0.00033189i,-0.00047185+0.00082636i,-0.00042537+0.00063364i,0.00013833+2.8504e-05i,-0.00028186+0.00043601i,-0.00041414+0.00037601i,0.00028093+0.00045735i,0.00011267+0.00036139i,-2.8773e-06-0.0005552i,0.00087237-0.0011103i,0.0017421-0.00022954i,0.0010902+0.00074434i,0.00024607+0.00054951i,0.00029131+0.00058506i,0.0002988+0.00064025i,-0.00036929+0.00055585i,0.00023506+0.00035019i,0.0011096-0.00037817i,0.0003601-0.0006128i
0.0024845+0.00065941i,0.0024023+1.7696e-05i,0.0024671-0.00062575i,0.0014341-0.00080487i,0.0008378-0.00075475i,0.00046038-9.5013e-05i,-3.6353e-05+0.00022676i,-2.621e-05+0.0007893i,0.00019395+0.0004542i,0.00026106-0.00039421i,-0.00026672-0.00046913i,-0.00016572+0.00013052i,8.3524e-06+0.00051782i,-0.00091165-0.00026445i,-0.00087913-0.00012089i,-0.00015769+0.0008019i,-0.00075645+0.00084074i,-0.0012394+0.00078162i,-0.00057014+0.0002427i,7.6452e-05+4.9888e-05i,0.00026522+0.00052104i,-2.1355e-05+0.00073338i,0.00017553+0.00037258i
0.001302-0.00088135i,0.00069109-0.0018162i,0.0001424-0.0014487i,-0.0007124-0.00049641i,-0.0010502+2.6692e-05i,-0.00018662+0.00059971i,0.00048631+0.00062735i,0.00056651-3.8088e-05i,0.00073858-0.00051968i,0.00064146-0.0002151i,0.00023967-0.00037269i,0.00036187-0.0002903i,0.00026373+0.000773i,0.00014939+0.00071999i,0.00045354+0.00063479i,0.00023003+0.00068221i,4.3939e-05+0.00038303i,0.00023739+0.00037028i,-1.4223e-05+0.0004694i,6.1853e-05-0.00029824i,0.0002883-0.00051618i,-9.9532e-05+0.00022152i,-0.00031518+0.00030316i
-0.0019379+0.0016987i,-0.00049686+0.0011448i,-2.3621e-05+0.0014596i,-6.1373e-05+0.0015227i,4.1932e-05+0.0017594i,0.00014535+0.0014497i,0.0003427+0.00025209i,-3.467e-05-0.00016972i,-5.868e-05+0.00011623i,0.00059605+0.00011155i,0.00013829-0.00076271i,-4.0527e-05-0.0015474i,0.0010671-0.0006989i,0.001204+0.00014584i,0.00046297+0.00019973i,5.2948e-05+0.00020889i,0.00017763+0.00018982i,-0.00024543+8.714e-05i,-0.00057837+0.00031423i,-0.00066586+0.00042197i,-0.00066968+0.00048549i,-0.0014812+0.00077083i,-0.00095033+0.00015369i
-0.00077386-3.3071e-05i,-0.0012358-0.00096424i,-0.00061558+0.00045455i,0.00024482+0.0011121i,5.4942e-05+0.00025511i,5.5962e-05-0.00048226i,0.00035425-9.8343e-05i,0.00048963+0.0002994i,0.00059026+0.00013586i,-0.00031517-0.00076752i,-0.00092352-0.0012569i,-0.00079133-0.00083446i,-0.00035179-0.00047777i,0.00035368-0.00059857i,-9.9535e-06-0.00097091i,-0.00020535-0.00035338i,0.00058553+0.00013784i,0.0002928-0.00026829i,-0.00024402-0.00039556i,-0.00037374-0.00029781i,-0.00071246-0.00034619i,-0.001043-0.00081952i,-0.00047929-0.00096768i
0.0016838-0.0013922i,0.0012638-0.0023255i,0.00099589-0.0029029i,-0.00024827-0.0017335i,-0.0011361-0.00026176i,-0.00084291+0.0005482i,-0.0005453+0.00024261i,0.00010723+0.00031475i,0.00056062+0.00059458i,0.00011213-0.00016663i,-0.00047543-0.00089274i,-0.0003343-9.4009e-05i,-0.00017864+0.00064981i,0.00032088+0.00083927i,0.00037234+0.00091559i,0.00031582+0.00062025i,0.00065156-0.00010615i,-9.1528e-05-4.1145e-05i,-0.00068809+0.00040821i,0.00032902+0.00028682i,0.00041238-0.00067175i,0.00024318-0.00085163i,-0.0001892+0.00012173i
0.00039165+0.0002506i,0.00090372+0.0014679i,0.00021426+0.0014312i,-0.0013264+0.0012981i,-0.0013409+0.0018026i,0.00078288+0.0017608i,0.0017826+0.0012527i,0.0011828+0.00074005i,0.00081019+2.1235e-05i,0.00053126-0.00078595i,-0.00037875-0.00078036i,-0.00032967-0.00019921i,0.00063234+0.00029945i,0.00045573-0.00016536i,0.00017257-0.00052502i,0.00074131-0.00014816i,0.0004504+7.9465e-05i,-0.00060504+0.00037791i,-0.00050051+0.00022898i,-0.00017622+0.00020882i,-0.00037804-7.7571e-05i,-4.5559e-05+0.00013722i,0.0007191+0.00053233i
-0.0015644-0.00057531i,-0.0010418+0.00025496i,-0.00061287+0.00050246i,-0.00045263+0.00084249i,0.00025379+0.0013656i,0.0016399+0.00061219i,0.0012281-0.00033023i,0.00037663-0.00084701i,0.00013816+5.3834e-06i,-6.8995e-05+0.00065664i,8.1413e-05+3.5305e-05i,0.00048952-0.0005427i,0.00016375-0.00040374i,-0.00058486-0.00046882i,-0.00032411-0.00077854i,6.5327e-05-0.00035231i,0.00018384+5.0641e-05i,0.00018231+3.4121e-05i,0.0010766+0.00080054i,0.00036949+0.0017561i,-0.00099945+0.0012612i,-0.00054762+0.0011727i,-0.00061258+0.00094778i
-0.0028725+0.001322i,-0.0019022+0.00075844i,-0.0019289+0.00098646i,-0.0012925+0.003181i,0.00013653+0.0031872i,0.001142+0.00055244i,0.00088916-0.00031045i,0.00021694-0.00054879i,0.00018125-5.9194e-05i,0.00033444+0.0010082i,0.000407+0.00041381i,0.00090259-0.00096547i,0.00093698-0.0015501i,0.00057709-0.00070242i,0.00071355+0.00042046i,0.00078933+0.00019996i,5.8842e-05+0.00012641i,-0.00062847+0.00076589i,-0.00036868+0.00096853i,-0.00023623+0.00044211i,-0.00056785-0.00068461i,0.00015853-0.0010405i,0.0010901+6.4169e-05i
0.0013473-0.0002414i,0.00053506-0.0015208i,-6.4202e-05-0.0011941i,0.0010213-0.00018771i,0.0013986+0.0010882i,0.0012143+0.0016776i,0.00099733+0.000233i,-0.00016458-0.00080577i,-0.0011444-0.0011239i,-0.00080438-0.0020304i,-3.1518e-05-0.0016015i,-0.00012729-0.00067854i,-9.6089e-05-0.0007177i,0.00031093-0.00068012i,0.00049581-0.00028531i,8.7325e-05-0.00022012i,-0.00032636-0.00017399i,-0.00076163+0.0001013i,-0.0014989+4.4645e-05i,-0.0014311-0.00087311i,-0.00029897-0.0010261i,0.0005349-0.00025803i,0.00046286+0.00038956i
-0.0011662+0.0010885i,8.2602e-05+0.0010039i,0.00072089+0.0019343i,0.00048978+0.0012937i,0.00013101+0.00032762i,-0.0002913+0.00017612i,8.6842e-05-0.00033704i,0.00018913-6.348e-05i,0.0005166-0.00010601i,0.0013039-0.00023824i,0.00086769+0.00015669i,-8.3365e-05-0.00036522i,-0.00075396-0.00018494i,-0.0010345-1.3143e-05i,-0.00048916-0.0007325i,-0.00016128-0.00088916i,-0.00013664-0.00131i,-0.00017506-0.0010819i,-0.00028695+3.7469e-05i,-0.00016842+0.00011375i,0.00033881-0.000149i,0.00045655+5.0189e-05i,1.7136e-05+0.00045985i
5.9167e-05-0.00070328i,-7.5628e-05-0.00013935i,-0.00026462+0.0001823i,0.00034222+0.00041227i,0.0011244+0.0003858i,0.0013662+0.00065561i,0.0012806+0.00089375i,0.00087391+0.00067723i,0.00057307-0.00029548i,0.00055471-0.0010798i,0.00076783-0.001287i,0.0010387-0.00047639i,0.00068675+0.00019466i,0.00056579+0.00035181i,0.0010482-0.00031093i,0.00080802-0.00028481i,0.00025061+0.00037858i,-3.7685e-05-5.7215e-05i,-0.00025445-0.00043485i,-0.00030641-1.8215e-05i,-0.00061589+0.00039591i,-0.00039271-0.0001836i,0.00027257-0.00076788i
-0.00070276+0.00015522i,-0.00045441+0.00059905i,-0.0013709+0.00014061i,-0.00053289+0.00037717i,0.0015359+0.0012805i,0.0024691+0.0018288i,0.0015106+0.00079203i,-0.00023835-0.0006105i,-0.001198-0.0005681i,-0.00069688-0.00037529i,-9.5554e-05-0.00059364i,-7.0938e-05-0.00054871i,8.3762e-05+1.6692e-05i,0.00041347+0.0001817i,0.00044472+0.00036879i,0.0002882+0.00057964i,0.00018655+0.00025885i,0.00037881+0.00041482i,0.00061665+0.00047355i,-6.1595e-05+0.00046493i,-0.00042773+5.9911e-05i,-0.00078087-8.1895e-05i,-0.00062402+0.00015117i
-0.0014121-0.00081772i,-0.00063438-6.7804e-05i,-0.001334+0.0011594i,-0.0017149+0.0018005i,-0.0010679+0.0018157i,-0.00052388+0.001427i,2.2787e-05+0.00017719i,0.00066938-0.00067646i,0.00078208-0.0005846i,0.00027098-0.00075518i,0.00022756+5.3002e-05i,0.00018956+0.00076539i,6.3381e-05+7.6039e-05i,0.00058574-0.0002897i,0.0007114-5.0859e-05i,-5.1957e-05+0.00010398i,-0.000134+0.00018049i,0.00028674-3.6829e-05i,5.8228e-05-0.00013147i,-0.00040041+0.00026842i,-0.00045777+0.0001873i,0.00050046+0.00015778i,0.0011544+0.00083564i
0.001438-0.00062992i,0.0012042-0.0007324i,0.00068058+7.9986e-05i,0.0007833+0.00041527i,0.00085129+0.00039318i,0.0007112+0.00014151i,0.00040706-0.00076732i,0.00043003-0.0009256i,8.2358e-05-0.00010049i,-0.00050621+0.00023515i,-0.0004747-0.00017729i,6.409e-05+0.0004324i,-2.1169e-05+0.00078653i,-0.00054594-0.00037234i,-0.0011575-0.0010234i,-0.0007311-0.00047857i,0.00032876-4.0912e-05i,0.00055418+0.0001127i,-0.0004363+0.00016391i,-0.00056408-0.00021865i,-0.00044249-3.4038e-05i,-0.00012857+0.00016908i,0.00028637+0.00021773i
0.00087791+0.0030803i,0.00051988+0.0024084i,-6.8597e-06+0.0013424i,0.00013839+0.00096723i,0.00059199+0.001197i,0.00033844+0.00084636i,-0.00027886+0.00014795i,-0.00061687-0.00037916i,-2.1922e-05-0.00067231i,0.00067773-0.00085231i,0.00078922-0.00093465i,0.00068749-1.9691e-05i,0.00014337+0.00023916i,-0.00025539-0.00092589i,-0.00022036-0.0014577i,9.4278e-05-0.0010497i,0.0002229-0.00074319i,0.00076734-0.00051732i,0.00074399-0.00087065i,-0.00030475-0.00094969i,-0.00025484+0.0001142i,0.00012335+0.00083095i,-0.00012191+0.00052528i
-0.0010227+0.00073345i,7.6638e-05+0.00025663i,0.001547+0.0010408i,0.0017455+0.00035274i,0.0012241+0.00018275i,-0.00024337-0.00016133i,-0.00039406-0.0011247i,-0.00018472-0.00071322i,-0.00060838-0.00042044i,-9.6742e-05-0.00015593i,0.00039145+0.00032561i,0.00091369-0.00015685i,0.0011794-0.00025041i,0.00078255-0.00048155i,0.00051592-0.00059579i,0.00016683+3.8286e-05i,-0.00020104+7.1224e-05i,-0.00069389+0.00052539i,-0.0011019+0.00023067i,-0.00076974+0.00040969i,-0.00074123+0.0010046i,-0.00087986+0.00030742i,-0.00075548-4.7491e-05i
-0.00071468+0.00077262i,-7.92e-05+0.0018117i,9.9195e-05+0.0026793i,0.00011671+0.0017657i,0.00039226+0.0011512i,0.00077762+0.0010287i,0.00058036+0.00059i,0.00052434+0.00027693i,0.00047301+0.00024481i,-0.00025139+0.00034401i,-0.00048855-0.00055756i,-0.00056135-0.0010625i,-0.00043398-0.0012732i,-0.00024192-0.0015513i,1.6725e-05-0.0014371i,-9.0359e-05-0.00014144i,-0.00040977-0.00019698i,-0.00096518-0.00069959i,-0.00073346-0.00043433i,-3.4172e-05+8.5934e-05i,-0.00077541+0.00081434i,-0.0010019+0.00051485i,-0.00038997-0.00016708i
-0.00023336-0.0010177i,0.00010613-0.0015167i,0.00025675-0.00098028i,0.00059048-0.00021198i,0.0006675+0.00025986i,0.00054874-0.00017623i,0.00085889-0.00032096i,0.0008056+0.00033506i,0.00087468+0.00035684i,0.00096182+9.6748e-05i,0.00049279+9.9534e-05i,-1.9398e-05+0.00020827i,-0.00058907+0.00012803i,-0.00014711+0.00051466i,0.00010154+0.0010493i,-0.00020799+0.00062075i,-0.00037099+8.5336e-05i,-0.00035258+0.00040029i,-0.00029005+0.00040534i,-0.00065684-0.00011381i,-0.00064077-0.00032227i,-0.00017605+0.00031498i,-0.00014062+0.00045576i
0.00061703-0.00056614i,0.00018721-0.0003768i,5.0438e-05+0.00016084i,-0.00046693+0.00043798i,-0.00010054+0.0012919i,0.00109+0.0012129i,0.001296-1.9925e-05i,0.001375-0.00080466i,0.00073165-0.00076362i,0.00040958-0.00064508i,0.00069053-0.00087191i,-4.3388e-05-0.00065096i,-0.00057127-0.00021726i,-0.00053007+7.9208e-05i,-0.00050534-0.00016003i,-5.5658e-05-0.00016925i,0.00043075+0.00030936i,0.00054756+0.00057779i,0.00022917+0.0007785i,-0.00056432+0.00037271i,-0.00085153+0.00029239i,3.5887e-05+0.00010319i,-7.3337e-05-0.0006932i
-0.0010671-0.00038183i,0.00049006-0.00079217i,0.0011978+0.00028249i,0.0016424+0.0008443i,0.0014294-7.5834e-05i,-5.6583e-05-0.00040629i,-0.00058801+0.00016325i,-0.00028207+0.00078078i,0.0002497+0.00061737i,0.00058995+0.00034015i,0.00060797+0.00034451i,0.0009783-0.00012951i,0.0010146+0.00051542i,0.00077786+0.00053783i,0.00076828-1.5196e-06i,0.00028418+0.00051712i,-0.00035563+9.696e-05i,-0.00047328-0.00055538i,-0.00039427+0.00023998i,0.00028055+0.00058665i,0.00066877+0.0002227i,0.0005226+0.00010533i,0.00041912+0.0011597i
0.00069613+0.00019875i,0.00095946-0.00050955i,0.00088972-0.0011174i,0.00018757-0.001423i,-1.1947e-05-0.00060269i,0.00054062+0.00033203i,0.00019408+0.00014333i,-0.0002345+7.3562e-05i,0.00037271-0.00027455i,0.00066628-0.00098196i,0.0005881-0.00093029i,0.00035529-0.00069498i,-0.00030221+0.0004915i,-0.0009336+0.0011415i,-0.00048969+0.00065595i,4.7257e-05+0.00078423i,0.00020774+0.00062704i,0.00054682+0.00023878i,0.00051552-0.00029801i,0.00095419-0.00053192i,0.00089615-3.148e-05i,0.00032296+0.00031012i,-0.00028322-0.00023208i
0.0014828+0.001396i,0.001169+0.0002022i,0.0011004-0.001495i,0.00086667-0.0014671i,0.00015041-0.0011587i,9.8083e-05-0.00075128i,0.0002797+7.382e-05i,-0.00029381+6.4118e-05i,-0.00048932-0.0002989i,-0.00026614-0.00026453i,-0.00052749-0.00067306i,-0.00057952-0.00045258i,-0.00029184-0.0001905i,0.00028275-0.00072557i,0.00025303-0.00026252i,-0.00066913+6.8987e-05i,-0.00091722-0.00052972i,-0.0004858-0.00074025i,-0.00017537-0.00020269i,0.00017317+0.00062425i,0.00028763+0.00054811i,0.00011182+0.00056667i,0.00028434+0.00083563i
-0.0019826-0.00044149i,-0.0016828-0.00026459i,-0.0018487+0.0005773i,-0.0014349+0.0013897i,0.00012539+0.0014214i,0.0014566+0.00024997i,0.0020243-0.00054521i,0.0020819+0.0001157i,0.0010735-0.00030051i,0.00055683-0.0010221i,0.000473-0.00016451i,0.00026742+0.00052956i,0.0012876+0.00038113i,0.001973+0.00044611i,0.0014867+0.000703i,0.00076128+0.00015929i,0.00054946-0.00087675i,0.0011483-0.0010431i,0.00073931-0.00080212i,-0.00062468-0.00040487i,-0.0010573-0.00015411i,-0.00037091-0.00065269i,-0.00017033-0.00053616i
-0.00051468-0.00063177i,4.5352e-05-0.0011168i,-0.00048908-0.0011861i,-0.0002052+0.00016617i,0.00057255+0.0015661i,0.00096301+0.00090255i,0.0010441-0.00027118i,0.00040279-0.0005543i,0.0002487-3.8701e-05i,0.00095083+0.00027638i,0.00090995-0.00034156i,0.00045687-1.7845e-05i,0.0008069+0.00010952i,0.0012302-0.00042676i,0.001693+0.00023294i,0.0010301+0.00070523i,0.00055343-0.0001252i,0.00033335-0.0012529i,0.00072776-0.00093727i,0.00071177+0.00040332i,-0.00019867+0.001091i,-0.00027707+0.00074029i,0.00041608+0.00055384i
0.0014054-0.00016332i,0.00059357-0.00015382i,0.0002476+0.0002242i,0.00024851+0.00042655i,-7.389e-05+0.00071917i,-0.00010792+0.0010128i,0.00043506+0.00038566i,0.00057703-0.00016097i,0.00047621-9.5723e-05i,0.00041791-0.00036859i,-2.1452e-05+0.00015708i,-0.00061282+0.0010485i,-0.00017431+0.0010798i,0.0001471-9.2217e-05i,-0.00017207-0.00081226i,0.00034389-0.00014629i,0.00024292+0.0002968i,-0.00057814+0.00021653i,-0.0011707+0.00010254i,-0.00086118+0.00053036i,-0.00019838+0.00071453i,-0.00029364+4.6042e-05i,-0.00015734-0.00014987i
0.0012468+0.0005066i,0.0016809-0.00028973i,0.00090416-0.00071132i,-0.00017976-0.00065474i,-0.0004934+0.00034815i,-0.00014548+0.0012771i,0.0010011+0.0012758i,0.0011635+0.0012095i,0.00091251+0.00062551i,0.00084163-0.00019358i,0.00016437-0.00029084i,-0.00039708+0.00090803i,-0.00083313+0.0016395i,-0.00041533+0.001416i,-7.0734e-05+0.0008456i,-0.00023494-0.00012743i,-0.00070562+9.6653e-05i,-0.00021695+0.0010515i,0.00047526+0.0004233i,-4.5019e-05-0.00024958i,-0.00019486-0.00059983i,0.00060134-0.00075177i,0.00038579-0.00029078i
-0.001108-0.00043208i,-0.00062261-0.00084406i,0.00012849+0.00024602i,-0.00019075+0.00062587i,-0.00016979-8.142e-05i,0.00016709-0.00026653i,0.00067361-0.00049508i,0.00032549-0.00057293i,-0.00068601-0.00014573i,-0.0008129-0.00019471i,-0.0008136+7.6564e-05i,-0.00072411+0.00048592i,-8.6234e-05+0.00058499i,0.00026389+0.00017315i,0.00050402+9.0565e-05i,0.00015088+0.00055519i,-0.00060984+0.00072867i,-0.000717+0.00029834i,-0.00016933-5.495e-05i,-6.0202e-05+6.3986e-05i,-7.1351e-05+0.00029123i,0.00034851+0.00039895i,0.0006074-0.00045676i
0.00028262+0.00053339i,-0.00084858-0.00043213i,-0.00073109+0.00098963i,0.00070426+0.0018246i,0.001287+0.0012142i,0.00097065+0.00055372i,0.00069663+0.00076394i,0.00028829+0.0010222i,0.00050906+0.0009887i,0.00058088+0.00022442i,0.0003011-0.00024715i,0.00019123-0.00013074i,-0.00030335-0.00030861i,-0.00059495-0.00062924i,-0.00042203-0.0009549i,-0.00043262+0.00012107i,-0.00038858+0.00056543i,-0.0003781-8.0426e-05i,-0.0011028+5.0951e-05i,-0.00098712+0.0010167i,4.5282e-05+0.0012941i,0.00056142+0.00085897i,0.00049807+0.00051525i
0.00033882+0.00092885i,0.00077382+0.00053207i,0.0012427+0.00011133i,0.0013529-0.00068822i,0.00061736-0.0014106i,0.00085389-0.00064989i,0.00088113-0.00047978i,0.00010445-0.00045305i,-0.00029423+0.00011947i,-0.00057299+0.00025248i,-0.00081272-1.4064e-05i,-0.00054474+0.00022815i,-0.00068343+0.00016548i,-0.0010064-0.00014603i,-0.00048361-0.00025869i,6.0567e-05+0.00018264i,0.00025856+0.00073928i,-0.00040476+0.00065409i,-0.0011708+0.00049208i,-0.00059209+0.00033348i,0.00053641+0.00022073i,0.00076066+0.00034497i,0.00069564+0.00085978i
0.0010575+0.00038281i,0.0010975+7.6427e-05i,0.0005389+0.00017782i,-0.00045137-1.0829e-05i,-0.00064996+0.00076901i,-0.00037825+0.0022247i,-0.00063715+0.0015565i,0.00024974+0.00045662i,0.0011972-0.00015411i,0.00090527-0.00070141i,0.00071463-0.0011568i,0.00029388-0.00081146i,-5.3751e-05+0.0003615i,-0.00015864+0.00083442i,0.00030804+0.00058667i,0.00015925+0.00024543i,-0.00011862-5.3735e-05i,0.0010401+0.00012388i,0.001405+0.00048696i,0.00083089+0.00075357i,0.00039885+0.00064619i,0.00010174+0.00020427i,-0.00012491-0.00030811i
-0.00019079-0.00038736i,-0.00080573-0.00024612i,-0.00095981+0.00014769i,-0.0012275-8.6797e-05i,-0.0009438+0.00013669i,-0.00022864+0.0001894i,-2.3534e-05-0.00016744i,-8.3295e-05-0.00067014i,0.00010774-5.2118e-06i,0.00032214+0.00066143i,-0.00042237+7.8009e-05i,-0.0010376-0.00047518i,-0.00092237-0.00041363i,-0.00090474-0.00025478i,-0.00023584-0.00028252i,-0.0003907-0.0003914i,-0.0014144-0.00055574i,-0.0010702-0.00037644i,-9.7068e-05-0.00019918i,0.00054937-0.00019707i,0.00050524+0.0004601i,-0.00013185+0.0010971i,-0.00029725+0.00028786i
0.000994+0.0001528i,0.0016929-0.000732i,0.0017934-0.0012029i,0.0015742-0.0011893i,0.00099784-0.0002854i,0.00063791+0.00089686i,0.0010786+0.00059592i,0.0010467-6.1817e-05i,0.00081717+0.00010691i,0.00051054+0.00027243i,-0.00025449+0.00017174i,-0.00032157-0.00013791i,-8.7566e-05-0.00034393i,-0.0002963-0.00057597i,-0.00036394-0.00094783i,-0.00036183-0.0011424i,-0.00023758-0.0012255i,-9.1218e-05-0.00041309i,0.00024421+0.00013066i,0.00024053+7.9092e-05i,-0.00039159-1.3901e-05i,-0.00042001-0.00038442i,-5.5764e-05-0.0006847i
0.0023301+0.00063289i,0.0021956+0.0001353i,0.0016368+0.00066515i,0.0011358+0.0013514i,0.00012627+0.00065011i,-2.4431e-05+0.00014212i,0.0008949-0.0001775i,0.00047714-0.00043922i,-8.9372e-05-0.00086976i,-0.00032486-0.0011177i,-0.00039728-0.00073719i,3.7319e-05-0.00047931i,0.00036995-3.6076e-05i,0.00058907+0.00025631i,0.00030661+0.00026119i,-2.2035e-05+0.00028595i,-1.6461e-05-1.8893e-05i,0.00097565-0.00041508i,0.00053731+0.00030146i,-0.00077552+0.00083853i,-0.00074484+0.00078891i,-0.00069081-0.0001434i,-0.00079377-0.00062625i
-0.0020811+0.00049693i,-0.0018464+0.00040444i,-0.00098763+0.0007527i,-0.0013688+0.00080479i,-0.00077949+0.00015571i,0.00065917-0.00022021i,0.00095022+2.0337e-06i,0.0012395+0.00053711i,0.001132+0.00072559i,7.4869e-05+0.00027977i,-4.9342e-05-0.00051167i,-0.00010049-0.00011637i,-0.00064191+0.00089142i,-0.00057873-3.4442e-05i,-0.00037415-0.0010805i,-0.0010602-0.00081341i,-0.00043903-0.00035437i,0.00029522+0.00082076i,-0.00027526+0.00039344i,-0.00034541-0.00017218i,0.00013973-0.00024924i,0.0012538+0.00010788i,0.0012971+0.00058341i
0.0004383-0.0011211i,0.0001925-0.00093054i,0.00016072-0.0013363i,-0.00032305-0.00062955i,0.00011087+0.00039488i,0.0012224+0.00045026i,0.0017414-0.0001261i,0.0017165-0.00043881i,0.0017851-0.00014343i,0.00067383+0.0005018i,-0.00039387+0.0010227i,0.00023454+0.00039445i,0.0012076-0.00075222i,0.00099612-0.0010895i,-2.0039e-05-0.00026027i,-0.00017485+0.00015222i,-0.00021203-0.00046738i,-0.0002817-0.00020892i,0.0001377-0.00038725i,0.00051188-0.0011481i,0.00081552-0.00039194i,0.00037072-3.4266e-06i,0.00026144-0.00031581i
