-0.00042956+0.00046992i,-0.0015747+0.00076232i,-0.0024929+0.00078363i,-0.0027779+0.00023841i,-0.0022118-0.00066242i,-0.0012885-0.00035358i,-0.0018771+0.00083395i,-0.0018283+0.0015744i,-0.00029611+0.00060167i,0.0011424-0.00045215i,0.0016706-0.00048532i,0.00068325-0.00086958i,0.00013263-0.00087204i,4.3657e-05-0.00044146i,0.00070135+9.8973e-05i,0.00040412+0.00038181i,-0.00094863+0.00031321i,-0.0015424+0.00014219i,-0.0009847+9.5848e-05i,-0.00035708-0.00013412i,-0.00012195-0.00028684i,2.8177e-05+3.819e-05i,-3.4135e-05-0.00012623i
-0.039533-0.014038i,-0.0582-0.032347i,-0.065576-0.056696i,-0.048561-0.071989i,-0.025704-0.071787i,-0.016178-0.05427i,-0.0033197-0.037222i,0.005129-0.028593i,0.0011922-0.016954i,-0.0027207-0.0058383i,-0.0040038-0.0020327i,-0.0044148-0.00013122i,-0.0028128-4.9264e-05i,-0.00070963-0.0038i,0.0016428-0.007435i,0.0041152-0.0073711i,0.005494-0.0031909i,0.0047877+0.00010784i,0.0047235+0.00056382i,0.0066947-0.00072971i,0.0071349-0.0017798i,0.0028323-0.001185i,-0.0044848+0.00011249i
0.028781-0.033989i,0.049441-0.046204i,0.076413-0.038376i,0.090545-0.0068778i,0.075669+0.021046i,0.043005+0.023643i,0.014558+0.024451i,0.0098075+0.023919i,0.010093+0.011674i,0.0042972+0.0030698i,0.0036598+0.0023705i,0.0046592+0.00080221i,0.0028699-0.00024155i,0.0030734+0.0014968i,0.0024244+0.0041889i,0.00037056+0.0053223i,-0.0014008+0.005406i,-0.0015829+0.0049523i,-0.00034081+0.003576i,0.0031277+0.0022487i,0.0066525+0.00071329i,0.0074665-0.00025991i,0.0082233+0.0018258i
0.0085477+0.047595i,0.018963+0.075222i,0.0037804+0.097529i,-0.030375+0.098252i,-0.041623+0.075458i,-0.025792+0.055329i,-0.017448+0.037662i,-0.019825+0.025852i,-0.010874+0.015854i,-0.0026789+0.0052082i,-0.0020602+0.0022546i,0.00087862+0.0014145i,0.0016281-0.00025797i,-0.0029669+0.0019336i,-0.0056321+0.0031348i,-0.0052127+0.00080804i,-0.00476-0.0022329i,-0.0061378-0.0044891i,-0.0083258-0.0035731i,-0.010274+0.00032587i,-0.0088089+0.0048469i,-0.0042469+0.0050177i,-0.0015101-0.00099106i
-0.043541-0.012201i,-0.079729-0.012618i,-0.08976-0.035428i,-0.065197-0.074335i,-0.030478-0.078998i,-0.0084235-0.056455i,0.0048469-0.037792i,0.0060544-0.032825i,-0.0016873-0.023282i,-0.0031667-0.010756i,-0.0024397-0.0060952i,-0.0019862-0.0016369i,0.0022661+0.002129i,0.0055562-0.0022107i,0.0050154-0.0062603i,0.0040428-0.0054809i,0.0041334-0.0051392i,0.0040304-0.0046427i,0.0028099-0.0036809i,0.0026216-0.0054838i,0.0020259-0.0072204i,0.00069252-0.003492i,-0.00043954+0.0042265i
0.031368-0.031207i,0.052625-0.068665i,0.072953-0.069744i,0.094677-0.032004i,0.088111-0.015181i,0.059934-0.024834i,0.038762-0.029093i,0.030318-0.019554i,0.019844-0.0096493i,0.0093319-0.0010873i,0.0064529+0.0028043i,0.0028928+0.001058i,-0.00031122+0.0017297i,0.0031362+0.0039541i,0.0062783+0.0016935i,0.0045635-0.0014426i,0.0021197+2.6484e-05i,0.00078537+0.0027222i,-0.00031934+0.0018955i,8.8865e-05+0.00058119i,-0.0003559-0.00070589i,-0.00026618-0.0047832i,0.0032153-0.0089357i
0.01203+0.041014i,0.034932+0.080255i,0.034886+0.097189i,-0.0060527+0.092219i,-0.029802+0.07846i,-0.026578+0.052518i,-0.022319+0.030963i,-0.016954+0.02494i,-0.006668+0.021376i,-0.0014683+0.013835i,-0.00089856+0.0077583i,-0.00032308+0.0018169i,-0.003898-0.0041287i,-0.008887-0.0045215i,-0.0087485-0.00056855i,-0.0063612+0.0015788i,-0.0062434+0.00050777i,-0.0054626+0.00076791i,-0.0040432+0.0040091i,-0.0026039+0.0087523i,-3.433e-05+0.01213i,-0.0004688+0.0089784i,-0.005673+0.0025208i
-0.041107-0.011393i,-0.081436-0.015361i,-0.095958-0.011911i,-0.073032-0.029894i,-0.052602-0.040225i,-0.044737-0.014419i,-0.039796+0.0072062i,-0.031273+0.0064838i,-0.017185-0.0018294i,-0.0050651-0.0095514i,-0.0017167-0.010481i,0.00022855-0.0058657i,0.0038871-0.0042659i,0.0030732-0.0053822i,-0.00055926-0.004314i,-0.001413-0.0014146i,0.00010558-8.2799e-05i,0.00089911-0.00083359i,0.00096474-0.0020719i,0.0007095-0.0040134i,0.00021606-0.0048461i,0.0029872-0.00031734i,0.0091528+0.0061728i
0.030448-0.033208i,0.047535-0.057193i,0.047186-0.07696i,0.051545-0.057335i,0.064568-0.026403i,0.05172-0.017509i,0.031789-0.015278i,0.023623-0.016063i,0.017334-0.017106i,0.011676-0.012825i,0.006445-0.0068074i,0.0019732+0.0029554i,0.0029907+0.013589i,0.0069417+0.015073i,0.0088364+0.0084759i,0.0071136+0.0015337i,0.0028079-0.0013376i,-0.00011343-0.002225i,-0.00070889-0.0023241i,-0.00039653-0.0028044i,-0.00064079-0.0034666i,-0.0025116-0.0050427i,-0.0051593-0.0073076i
0.010608+0.041166i,0.017243+0.055366i,0.037094+0.059211i,0.032459+0.052896i,0.011134+0.038408i,0.024917+0.013919i,0.041142-0.0064475i,0.032813-0.0063977i,0.0136+0.00080296i,-0.002949+0.0066219i,-0.0064373+0.0097668i,-0.0053469+0.0059868i,-0.0079509+0.0016124i,-0.0067688+0.0015171i,-0.0020605+0.0013286i,0.0010521-0.0010058i,0.0024882-0.0024895i,0.0020683-0.0024592i,0.0014007-0.00053753i,0.0030249+0.00042893i,0.0053469-9.7649e-05i,0.0040637+0.00045794i,-0.0011006+0.0037142i
-0.051852-0.014778i,-0.051571-0.0089293i,-0.055369+0.010966i,-0.051404+0.00924i,-0.032537-0.010716i,-0.025991-0.0066952i,-0.023113+0.0075996i,-0.018534+0.010303i,-0.015501+0.0085477i,-0.012314+0.0066044i,-0.0062448+0.0045126i,0.0032312-0.0018794i,0.0080971-0.013434i,0.0040152-0.019607i,-0.001579-0.01608i,-0.0032549-0.0071831i,-0.0022092-0.00054892i,-0.00011725+0.0011952i,-0.00013188+0.0006585i,-0.003668-0.00037558i,-0.0058659-0.00070213i,-5.5094e-05-0.0022641i,0.010788-0.0060677i
0.047051-0.037158i,0.033711-0.033096i,0.010493-0.033763i,0.0095559-0.024436i,0.0071803-0.00081054i,-0.018303+0.00020131i,-0.044978-0.0043115i,-0.038011+2.4135e-05i,-0.012194-0.00021933i,0.004622-0.0036232i,0.0083456-0.0036297i,0.0061291+0.00078963i,0.0066334+0.0069982i,0.0082944+0.007458i,0.0050009+0.0029787i,-0.0014733+0.00026841i,-0.0050773-0.00057728i,-0.0059629+0.00024424i,-0.0072212+0.0026401i,-0.0070225+0.0036527i,-0.0055296+0.004252i,-0.0068781+0.0042137i,-0.011159+0.0031811i
-0.010573+0.062867i,-0.0087846+0.045406i,-0.0045109+0.01221i,-0.0083674+0.0054824i,-0.0077071+0.006015i,0.011863+0.0025509i,0.026054-0.0077419i,0.021845-0.013138i,0.017047-0.0069167i,0.014752-0.0020097i,0.0085461-0.0034316i,-0.0019111-0.0012878i,-0.010781+0.0073644i,-0.012886+0.013602i,-0.007493+0.011239i,-0.00018744+0.0030533i,0.0012192-0.0044913i,-0.00028956-0.0074545i,0.0012392-0.0067067i,0.0042396-0.0047129i,0.0053702-0.0030347i,0.0048721+6.9468e-05i,0.0049606+0.0055138i
-0.051878-0.055562i,-0.037457-0.051396i,0.0069352-0.029495i,0.035496-0.027529i,0.042397-0.023586i,0.046051-0.0019846i,0.05286+0.015974i,0.047276+0.010555i,0.022852-0.0016403i,0.00054782-0.0031468i,-0.0053836+0.00115i,-0.0027388+0.00051425i,-0.00052948-0.0055351i,-5.127e-05-0.0083466i,-0.00044089-0.0050729i,0.00071039+0.00025935i,0.0046038+0.0023264i,0.0073836+0.0014946i,0.0064437+0.0015473i,0.0047409+0.0025361i,0.0041403+0.0013402i,0.0046405-0.0044942i,0.0037488-0.013211i
0.093964-0.0026564i,0.093871+0.01225i,0.046856+0.04904i,0.018989+0.072744i,0.010307+0.054223i,-0.0087311+0.021143i,-0.027362+0.0084122i,-0.02603+0.009862i,-0.015409+0.0042487i,-0.011409-0.0020921i,-0.0091517+0.00018974i,0.0003299+0.0032657i,0.012106+0.0018072i,0.01711-0.00020465i,0.012436-0.0012861i,0.0026332-0.00060367i,-0.0036006+0.0026914i,-0.0041892+0.0053356i,-0.0036902+0.0043997i,-0.0032634+0.0023026i,-0.002519+0.0033974i,-0.0032974+0.0074897i,-0.0056265+0.012596i
-0.056614+0.1026i,-0.083243+0.10725i,-0.089147+0.043372i,-0.088692-0.01262i,-0.072409-0.023465i,-0.050607-0.034712i,-0.043799-0.045622i,-0.039859-0.032389i,-0.021144-0.011198i,-0.00098634-0.004681i,0.0057771-0.0063705i,0.0013938-0.0043851i,-0.0069371+0.0018773i,-0.010552+0.006445i,-0.0072994+0.005661i,-0.0032538+0.00066504i,-0.0027567-0.0046673i,-0.0042502-0.0063804i,-0.0044082-0.0052122i,-0.0040625-0.0047574i,-0.0041281-0.0044774i,0.00039937-0.0035869i,0.0094892-0.0029192i
-0.063127-0.12201i,-0.054185-0.17123i,0.0059153-0.14916i,0.061465-0.10259i,0.06559-0.063972i,0.05195-0.020818i,0.047894+0.0011343i,0.038486-0.0035221i,0.020413-0.00328i,0.011069+0.005161i,0.0095046+0.0055221i,0.0036691-0.0011272i,-0.0037896-0.0065517i,-0.0079147-0.0087887i,-0.0075989-0.007324i,-0.0025719-0.0047216i,0.0038462-0.0040476i,0.0065044-0.0026776i,0.0050806+0.000252i,0.0042057+0.0019667i,0.0034913+0.00044399i,-0.00083086-0.004079i,-0.0088216-0.007475i
0.15849+0.010568i,0.21505+0.051242i,0.17621+0.089057i,0.1045+0.10508i,0.063641+0.09279i,0.034476+0.069159i,0.019691+0.058101i,0.024412+0.043759i,0.01942+0.01776i,-0.00031142+0.0033092i,-0.010933+0.0039413i,-0.0066909+0.0062281i,0.003507+0.0068589i,0.010698+0.0054912i,0.010341+0.0029635i,0.0039641+0.0018714i,-0.00092284+0.0019629i,-0.0021276+0.0018062i,-0.0042928+0.00059902i,-0.0052163+0.0030664i,-0.0021707+0.0073327i,0.0014503+0.010449i,0.0044634+0.012306i
-0.10619+0.15048i,-0.18175+0.19054i,-0.19754+0.15016i,-0.16326+0.07318i,-0.11647+0.01683i,-0.065204-0.014227i,-0.037391-0.025175i,-0.02911-0.015002i,-0.013866-0.0045795i,-0.0019921-0.0064051i,-0.0016279-0.0067854i,-0.0013845-0.0012982i,-0.001317+0.0042491i,-0.0024333+0.0085573i,-0.0021798+0.008895i,-0.0021042+0.0036902i,-0.0041052-0.00070385i,-0.0039366-0.0007239i,-0.0011772-0.00065599i,-0.0013865-0.0019511i,-0.0020723-0.0025405i,-0.00034314-0.0061729i,0.0016969-0.013379i
-0.092034-0.18588i,-0.09522-0.28189i,-0.062261-0.27806i,-0.015487-0.20222i,0.018899-0.1279i,0.02235-0.080239i,0.0092406-0.05812i,-0.0051077-0.043144i,-0.0082496-0.021075i,0.0027619-0.0026813i,0.011491+0.0025654i,0.010002-0.00033662i,0.0026991-0.004769i,-0.0046537-0.0069547i,-0.0064252-0.0046033i,-0.0026621-0.0006215i,0.002389-2.1153e-06i,0.0045354-0.00097789i,0.004533+0.0001254i,0.0063213-0.0015132i,0.0047641-0.0055558i,-0.0018278-0.0023159i,-0.0061866+0.0078521i
0.23008+0.016338i,0.3276+0.055386i,0.31635+0.077494i,0.22658+0.081795i,0.12825+0.081075i,0.061872+0.061672i,0.032272+0.034974i,0.02362+0.01349i,0.0143-0.0016384i,0.0026659-0.0050039i,-0.0016868-0.0026582i,-0.00037057-0.00058628i,0.0043556+0.0010646i,0.0094429-0.0024988i,0.0090389-0.0065215i,0.0040743-0.0049421i,-0.0015693-0.0010429i,-0.0058818+0.0023112i,-0.0080119+0.0046229i,-0.0065015+0.0084184i,-0.00018401+0.011364i,0.0076234+0.0092434i,0.012135+0.0033957i
-0.142+0.22725i,-0.21471+0.30426i,-0.20478+0.28482i,-0.14361+0.18886i,-0.091346+0.088497i,-0.055816+0.041076i,-0.027841+0.03625i,-0.0041804+0.034338i,0.0074434+0.01773i,0.0032572-0.00054035i,-0.0026842-0.0061444i,-0.0057359-0.0036849i,-0.0073084+0.0020587i,-0.0050909+0.008305i,-0.002797+0.0098365i,-0.0012387+0.0049041i,0.001147-0.0014673i,0.001945-0.0043552i,0.0013812-0.0036923i,-0.00013492-0.0022724i,-0.0030634-0.0026084i,-0.0072863-0.0058974i,-0.011432-0.010458i
-0.12996-0.25206i,-0.17714-0.3559i,-0.17383-0.3267i,-0.11391-0.22235i,-0.03561-0.13763i,0.0006068-0.08399i,-0.0030639-0.04476i,-0.013133-0.016973i,-0.01467+0.0019763i,-0.008296+0.01079i,-0.0043098+0.010284i,-0.0024906+0.0046648i,-0.0034263-0.0028042i,-0.0072494-0.005152i,-0.0060919-0.0021138i,-0.00011916-0.0004828i,0.004745-0.0010372i,0.007361-0.0017743i,0.0080677-0.0038732i,0.0050151-0.0072836i,0.0005323-0.0065329i,0.0012537+0.0014386i,0.0068501+0.010552i
0.31505+0.018568i,0.43185+0.013784i,0.38794-0.020343i,0.23891-0.028772i,0.11554+0.0020949i,0.059327+0.0072201i,0.030681-0.016377i,0.0093949-0.026463i,-0.00026127-0.018632i,-0.00098196-0.0088818i,-0.00043762-0.003711i,0.0010587+0.0002111i,0.004077+0.0023471i,0.004095-0.00089538i,0.0013852-0.0040346i,-0.0021607-0.0023554i,-0.0061437+0.0029923i,-0.0082821+0.0082908i,-0.0060956+0.011559i,0.0013666+0.012589i,0.0093502+0.0087965i,0.011623+0.00088831i,0.0079741-0.006438i
-0.19048+0.27141i,-0.23417+0.38525i,-0.15664+0.36587i,-0.061775+0.237i,-0.040626+0.11224i,-0.034801+0.054643i,-0.0049895+0.029395i,0.017057+0.0082851i,0.023233-0.0046642i,0.021708-0.0097341i,0.016124-0.008662i,0.0073351-0.00097939i,0.00014986+0.0089844i,0.00076881+0.012462i,0.001655+0.0077067i,-0.0012061-6.2863e-05i,-0.0022755-0.0073168i,-0.00093999-0.0096136i,-0.0018805-0.0084256i,-0.0054438-0.0062947i,-0.0077114-0.0038086i,-0.010899-0.00048087i,-0.013754+0.0045449i
-0.14019-0.32551i,-0.22546-0.41606i,-0.24655-0.31539i,-0.16165-0.14366i,-0.047501-0.057203i,-0.0099335-0.031574i,-0.016507+0.0011723i,-0.0054185+0.020086i,0.0033001+0.011342i,-0.0036622+0.0036036i,-0.006381+0.0065244i,-0.00083817+0.0049877i,0.0029536-0.0018104i,0.0031946-0.0037029i,0.0041451-0.0026868i,0.0059036-0.0032253i,0.0057761-0.0056176i,0.0010394-0.0082602i,-0.0041482-0.0083478i,-0.0054547-0.0054968i,-0.0042491-0.0004047i,0.0027574+0.0029108i,0.0124-7.1648e-05i
0.36287+0.059272i,0.48707+0.02031i,0.39908-0.064483i,0.2003-0.091615i,0.08252-0.044396i,0.053802-0.0172i,0.021238-0.023543i,-0.013238-0.018254i,-0.021733-0.0072902i,-0.020111-0.0035652i,-0.017138-0.0020803i,-0.0080545-0.0016056i,0.00055979-0.0035796i,6.6251e-05-0.0030782i,-0.0032818+0.0043651i,-0.0016989+0.011507i,0.0010552+0.016743i,0.004321+0.019391i,0.0091421+0.016106i,0.012018+0.0094896i,0.010829+0.0014876i,0.0026901-0.0063471i,-0.0080775-0.0090577i
-0.2555+0.28753i,-0.28197+0.41907i,-0.15533+0.37634i,-0.034224+0.19032i,-0.022419+0.04556i,-0.025431+0.0086726i,0.0016475-0.0032084i,0.006692-0.01887i,-0.0047451-0.012133i,0.0012856+0.00013614i,0.010844-0.0023705i,0.006461-0.0068481i,-0.001999-0.0050774i,-0.0056079-0.0023679i,-0.00616-0.0019605i,-0.0066543-0.00226i,-0.0076072-0.0052321i,-0.0074328-0.0076476i,-0.0059725-0.0064701i,-0.00602-0.0044473i,-0.006443+0.00037668i,-0.0034929+0.008457i,0.0029279+0.013052i
-0.11297-0.37938i,-0.21795-0.46577i,-0.24868-0.31353i,-0.15242-0.092517i,-0.048894-0.0079118i,-0.02498-0.0066717i,-0.017112+0.008631i,0.0065095+0.017277i,0.018452+0.0089925i,0.01674+0.0057771i,0.011322+0.0056642i,0.0050523+0.0034204i,0.0012969+0.00102i,0.0037612-0.0047464i,0.0070579-0.014686i,0.0046685-0.021939i,-0.00032503-0.018996i,-0.0053966-0.011265i,-0.0097814-0.0052623i,-0.008019+0.00013023i,0.00034266+0.0020299i,0.0072834-0.0023499i,0.007173-0.0076202i
0.38968+0.1071i,0.52092+0.057951i,0.40774-0.043607i,0.17422-0.048769i,0.058647+0.026101i,0.040953+0.042406i,0.012605+0.01945i,0.00033173+0.020285i,0.012521+0.016383i,0.0085728+0.0015259i,-0.0054135-0.00017663i,-0.0076717+0.0093946i,-0.00024808+0.01686i,0.0063698+0.020464i,0.0099451+0.022732i,0.014319+0.019766i,0.019036+0.0097721i,0.02023+0.00084608i,0.016664-0.0018646i,0.010584-0.0019796i,0.0017729-0.0028981i,-0.0093667-0.0022746i,-0.015111+0.0022075i
-0.30483+0.273i,-0.32413+0.4144i,-0.1594+0.36969i,-0.0071496+0.16264i,0.015552+0.015535i,0.015431+0.00097777i,0.024635+0.0016153i,0.0067308-0.011189i,-0.0096107-0.01009i,-0.011037-0.0064613i,-0.0079595-0.0044797i,-0.0033213-0.0042682i,-0.0033939-0.0070738i,-0.010649-0.0070932i,-0.018851-0.0023688i,-0.02085+0.0051708i,-0.0197+0.0083449i,-0.016594+0.0033231i,-0.012317-0.002603i,-0.010257-0.0031795i,-0.0049198+9.8246e-05i,0.0051795+0.0021436i,0.012121-0.001466i
-0.078716-0.41418i,-0.19887-0.49541i,-0.25831-0.33661i,-0.1564-0.13159i,-0.024296-0.077288i,0.0039859-0.080979i,-0.00016745-0.048277i,0.0084624-0.031935i,-0.00038432-0.031586i,-0.0054817-0.017505i,0.0064085-0.0067438i,0.016679-0.0082604i,0.017456-0.014915i,0.0098208-0.022252i,0.00029159-0.026202i,-0.0075612-0.022057i,-0.010946-0.010631i,-0.0109+0.0032498i,-0.0089305+0.010898i,-0.0018549+0.0079361i,0.0042706+0.00063121i,0.003158-0.0046426i,-0.00032893-0.004903i
0.37362+0.16034i,0.49884+0.085986i,0.38525-0.055777i,0.1349-0.074648i,-0.013398+0.0033021i,-0.025966+0.015075i,-0.016137-0.0092362i,-0.0068895-0.0014933i,0.0083633+0.0087799i,0.013272+0.0070149i,0.009777+0.0035408i,0.0031244+0.006275i,0.0036676+0.017066i,0.016585+0.022983i,0.031552+0.01686i,0.03491+0.0019268i,0.027115-0.014129i,0.018181-0.021149i,0.011146-0.016412i,0.00387-0.0058967i,-0.0033885+0.0033741i,-0.006968+0.011549i,-0.002755+0.016856i
-0.33598+0.22616i,-0.31614+0.37863i,-0.11913+0.38162i,0.017742+0.22234i,-0.0019326+0.10227i,-0.033409+0.086691i,-0.020149+0.064366i,-0.013858+0.033254i,-0.011926+0.02639i,-0.0076988+0.020268i,-0.012756+0.0089477i,-0.021346-0.00092141i,-0.028678-0.0051536i,-0.032363-0.00028323i,-0.029533+0.0082106i,-0.019971+0.015859i,-0.0099298+0.020138i,-0.0074022+0.017718i,-0.009463+0.010835i,-0.0097771+0.0062071i,-0.0042282+0.0016174i,0.0033591-0.0085358i,0.0016353-0.016276i
-0.0057562-0.37541i,-0.14825-0.41638i,-0.24054-0.22807i,-0.12522-0.021936i,0.043358+0.023417i,0.073179+0.0018403i,0.030306+0.0082277i,0.01066+0.0072796i,0.0064163-0.0082916i,-0.00092391-0.013534i,-0.0045992-0.0067552i,0.004466-0.0025385i,0.011381-0.01016i,0.0024399-0.017634i,-0.010223-0.016652i,-0.014314-0.0095127i,-0.006912+0.00083683i,0.0063713+0.0069205i,0.014502+0.0060605i,0.013312+0.00097127i,0.0054913-0.0034941i,-0.0021782-0.003826i,-0.0023229-0.0033612i
0.29707+0.20354i,0.39097+0.081159i,0.28227-0.13432i,0.085406-0.19105i,0.027817-0.11446i,0.066145-0.077144i,0.055388-0.065225i,0.027996-0.034024i,0.020769-0.013826i,0.017753-0.0071366i,0.018085+0.0022615i,0.019094+0.014697i,0.025202+0.021782i,0.034093+0.015087i,0.034253-0.00082058i,0.022001-0.017856i,0.0014377-0.030652i,-0.01433-0.032403i,-0.015819-0.02359i,-0.0098361-0.0094372i,-0.0035764+0.0049442i,0.0028783+0.013412i,0.0092931+0.013966i
-0.31531+0.10611i,-0.24362+0.23496i,-0.0097658+0.23602i,0.0928+0.06209i,-0.0089923-0.069086i,-0.076376-0.058126i,-0.034788-0.026319i,-0.0036393-0.021687i,-0.0060347-0.013242i,-0.006426-0.00033104i,-0.003409+0.0015304i,-0.010852-0.0048271i,-0.024705-0.0017522i,-0.026567+0.010386i,-0.019312+0.017755i,-0.0089374+0.018628i,0.0024536+0.016451i,0.0045202+0.013292i,-0.0016708+0.010389i,-0.0047706+0.0065669i,-0.0016132-0.00058848i,-0.0016806-0.007846i,-0.0085552-0.0063788i
0.1065-0.28129i,-0.037137-0.25824i,-0.17395-0.037672i,-0.12996+0.16024i,-0.048164+0.15915i,-0.066892+0.080883i,-0.074389+0.052668i,-0.030941+0.032823i,-0.0049247+0.0082559i,-0.0026913-0.0029706i,-0.0024131-0.0098819i,0.0024794-0.014203i,0.0061381-0.018574i,0.0043703-0.017175i,0.0046318-0.0083161i,0.008291-0.0016247i,0.010975-0.001185i,0.013492-0.0053646i,0.014281-0.0080702i,0.010642-0.0068977i,0.0047863-0.0035033i,0.0012896+0.00041019i,0.0013683-0.00097839i
0.13094+0.24117i,0.16559+0.11351i,0.066746-0.081954i,-0.063609-0.072808i,-0.035421+0.070228i,0.060826+0.10196i,0.051136+0.043366i,0.0020704+0.021088i,-0.0039975+0.022668i,0.0030917+0.013088i,-0.00035589+0.0089701i,-0.00058615+0.013428i,0.0066418+0.01164i,0.0075838+0.0001467i,0.00073907-0.0075468i,-0.0096901-0.0041763i,-0.022638+0.0073299i,-0.029404+0.01693i,-0.024153+0.015241i,-0.014615+0.0092895i,-0.0062903+0.0065402i,0.0034681+0.0024153i,0.011087-0.0017826i
-0.24602-0.072176i,-0.14306-0.0010275i,0.079784+9.7572e-05i,0.18628-0.12351i,0.15004-0.17464i,0.11639-0.098089i,0.097937-0.045478i,0.050244-0.037281i,0.010756-0.023905i,-0.0024744-0.010239i,-0.0075321-0.0020385i,-0.011615+0.0034872i,-0.014752+0.011072i,-0.01461+0.016366i,-0.011335+0.011549i,-0.0021782+0.0029246i,0.013421-0.0044713i,0.021733-0.0070401i,0.017228-0.0021606i,0.010127+0.0014805i,0.004137-0.0025169i,-0.0027357-0.0052738i,-0.0067553-0.00056134i
0.22439-0.11884i,0.12414-0.065796i,0.010069+0.061826i,0.039868+0.093512i,0.05654-0.03226i,-0.023128-0.1221i,-0.050177-0.075616i,-0.0056183-0.024347i,0.01878-0.019699i,0.012802-0.015395i,0.009681-0.0074494i,0.014926-0.0056618i,0.020691-0.0075877i,0.026026-0.011173i,0.02882-0.019252i,0.021148-0.028732i,0.0071786-0.035687i,-0.0023606-0.037661i,-0.0048998-0.030234i,-0.0016698-0.015836i,0.001749-0.0014365i,0.0032387+0.0061231i,0.0024323+0.0017868i
-0.09249+0.2358i,-0.10357+0.1364i,-0.15659+0.0058477i,-0.23574+0.036667i,-0.22771+0.10993i,-0.15629+0.077568i,-0.10592+0.025787i,-0.061035+0.018409i,-0.022928+0.018112i,-0.0058666+0.017432i,0.00083644+0.016783i,-0.0017755+0.011724i,-0.010392+0.0069523i,-0.018911+0.0096714i,-0.022568+0.024137i,-0.016673+0.039173i,-0.0092326+0.046757i,-0.0059576+0.045905i,-0.0037744+0.032588i,-0.0032079+0.017609i,-0.0025144+0.010195i,-0.00088032+0.0035498i,-0.0003768-0.00080904i
-0.10335-0.24828i,-0.016257-0.21006i,0.082221-0.12741i,0.060917-0.080566i,-0.0034386+0.020692i,0.012807+0.127i,0.044846+0.10476i,0.019411+0.0335i,-0.0084176+0.0051337i,-0.011505-0.0022219i,-0.010673-0.003152i,-0.006994-0.0010088i,-0.004976-0.0012778i,-0.0082586-0.00070484i,-0.0097921+0.00062218i,-0.0037429-0.0024361i,0.0036009-0.013727i,0.0050631-0.021547i,0.0037491-0.016893i,0.0043022-0.011604i,0.0052169-0.010917i,0.0045765-0.0065045i,0.0025195+0.001337i
0.27678+0.12659i,0.21438+0.18241i,0.1241+0.18463i,0.16761+0.11703i,0.23405+0.025835i,0.19798-0.014032i,0.12014-0.0055093i,0.064497+0.0020274i,0.033755+0.0032318i,0.021152-0.0036508i,0.014735-0.012954i,0.013974-0.012106i,0.020604-0.010603i,0.026388-0.020428i,0.02185-0.036352i,0.0021268-0.03855i,-0.019256-0.021365i,-0.027831-0.0047362i,-0.02548+0.0002643i,-0.017416+0.0028131i,-0.007053+0.0056049i,0.001348+0.0048185i,0.0051656+1.7601e-05i
-0.31835+0.13391i,-0.33177+0.047449i,-0.22304-0.047706i,-0.098908-0.065395i,-0.014171-0.098127i,0.0093352-0.15639i,-0.0095456-0.13656i,-0.0094941-0.063649i,0.0017294-0.021147i,0.0011039-0.0034566i,-0.0017241+0.0068615i,-0.0093009+0.01327i,-0.015725+0.025245i,-0.0096685+0.039129i,0.0073225+0.044369i,0.028426+0.036675i,0.044346+0.023531i,0.048326+0.014879i,0.036495+0.009173i,0.017529+0.0041498i,0.0046054+0.00097299i,-0.0017845-0.0019553i,-0.0033083-0.0032927i
0.12172-0.35878i,0.20601-0.33489i,0.18249-0.19251i,0.039535-0.10042i,-0.10011-0.064736i,-0.14523-0.032421i,-0.10227-0.0095007i,-0.036706-0.0095448i,-0.0022055-0.017694i,-0.00053383-0.013165i,-0.0033524-0.0046364i,-0.001247-0.0082247i,-0.0017988-0.017468i,-0.0091132-0.022078i,-0.018441-0.020559i,-0.022955-0.02058i,-0.027278-0.028376i,-0.031902-0.032488i,-0.024676-0.023402i,-0.010236-0.01342i,-0.0021159-0.010322i,8.4518e-05-0.0048425i,0.0014982+0.0018143i
0.22469+0.37442i,0.15819+0.44478i,0.02531+0.3435i,-0.047123+0.21917i,-0.06239+0.18642i,-0.042435+0.18512i,-0.013839+0.135i,-0.0090738+0.067297i,-0.008836+0.031098i,0.0020329+0.01226i,0.0070261+0.0016304i,0.0080112-0.0026071i,0.0065493-0.012377i,-0.0031151-0.021993i,-0.017216-0.017955i,-0.026501+0.0032325i,-0.022288+0.030372i,-0.010847+0.040676i,-0.0071558+0.031697i,-0.0082824+0.023664i,-0.0058971+0.02279i,-0.0024829+0.018246i,-0.0018482+0.0080215i
-0.4907-0.074453i,-0.52383-0.15966i,-0.34236-0.16663i,-0.11953-0.081806i,0.042806-0.0018271i,0.1188+0.017217i,0.098438-0.0073678i,0.031269-0.021608i,-0.011533-0.010131i,-0.015453-0.00057491i,-0.0081537+0.0027111i,-0.0032945+0.013846i,0.005254+0.031045i,0.020248+0.041822i,0.034685+0.032883i,0.040099+0.0046094i,0.036053-0.025696i,0.03019-0.039136i,0.023288-0.03498i,0.014742-0.025295i,0.0099635-0.017995i,0.0080042-0.01531i,0.0059882-0.010924i
