0.0018896-0.00054447i,0.00072525-0.0011443i,-0.00079556-0.0014663i,-0.00083956-0.0015141i,-0.001359-0.0006943i,-0.0018769+3.4031e-05i,-0.0016981+0.0013433i,-0.00024976+0.0022171i,0.0020515+0.0011741i,0.002924-0.00012226i,0.0016818-0.0011412i,0.00022101-0.0011975i,0.00019296-0.00047792i,0.00022392-0.00072373i,-0.00023859-0.00092569i,0.000113-0.00034868i,0.00010013+0.00046371i,5.8669e-05+0.00068587i,0.00061997+0.00089851i,0.00060874+0.00069932i,0.00057015+0.00012984i,-0.0002186-0.00044831i,-0.0012407-0.00041763i
4.8724e-05+0.00021773i,0.00016068+0.0002848i,0.00037505+0.00026504i,0.001947+0.0006594i,0.0029285-0.00035667i,0.0015072-0.0017099i,-0.00010362-0.0010784i,0.00063567+0.0011664i,0.0015201+0.0014368i,0.0011404-7.3545e-05i,0.00065041-0.00053992i,-1.7934e-06-0.00088912i,0.00051797-0.00088355i,0.0010135-0.00010169i,0.00074166-8.9474e-05i,0.00053403-0.00031148i,-6.8565e-05-4.1706e-05i,-0.00019893+0.00014731i,8.6513e-05-0.00012272i,-0.00034809-0.00035839i,-0.00032821-9.7566e-05i,-7.6181e-06-0.00015297i,-0.00020904-0.00065486i
-0.002093-0.0001924i,-0.0013431+0.00014067i,-0.0012958-0.00012376i,-0.00060281-0.00086409i,0.0015605-0.00075588i,0.0021398-0.00071362i,0.00072341+0.00022402i,0.0002933+0.0010556i,0.0011937+0.0018152i,0.0013637+0.0019424i,0.00060948+0.00049445i,-5.5161e-05+0.00029099i,-0.00027718+5.8819e-05i,-0.00039322-0.00071386i,-0.00048447-0.00038575i,-0.00011631+0.00012334i,0.00042748-5.2606e-05i,-6.0018e-06+4.2833e-05i,-0.00089337+0.00055707i,-0.00087898+0.00041573i,5.2342e-05-0.00022643i,0.0004013-0.0011009i,-8.3219e-05-9.8321e-05i
0.00038541-0.0001432i,-3.4629e-05+0.00029051i,-0.00039466+0.00050219i,0.00069538+0.00021884i,0.0020307+3.8562e-06i,0.00091181-0.00028601i,-0.00043086-1.1588e-05i,-0.0001096+0.0012228i,0.00080755+0.001308i,0.001426+0.00018576i,0.0014078-0.00027275i,0.00055028-0.00042957i,-5.8652e-05-0.00016211i,-0.00015488-0.00016656i,-0.00030755-3.7593e-05i,-0.00075969+0.0007368i,-0.0014531+0.00066521i,-0.0008468+3.1127e-05i,0.00029847+2.9933e-06i,9.9348e-05+0.00048347i,-0.00039468+0.00016729i,-0.0004138-9.318e-05i,-0.00077124+0.00024235i
0.0013616+0.0018488i,0.00073867+0.002016i,0.0017323+0.00088023i,0.0023837-0.00094606i,0.0025498-0.0013219i,0.0019487-0.00081187i,0.0010279-9.0522e-05i,0.00070748+0.00074893i,0.0011093+0.00094948i,0.0017567+0.00052318i,0.0014553+0.00015557i,0.00070723-0.00017707i,0.00017993+5.5521e-05i,0.00033897+0.00015819i,0.00025554-3.5676e-05i,2.2297e-06+1.1286e-05i,-0.0001086+0.00057697i,0.00023549+0.00072406i,0.00015971+0.00036221i,-4.2442e-05-0.00040633i,-7.7443e-05-0.00025134i,-0.00018745+0.00011869i,0.00027211-0.00022747i
0.0014021-0.00084984i,0.0016777-0.0018308i,0.0040834-0.0024341i,0.0038349-0.0017253i,0.0019729-0.00097836i,0.00083594-0.00021751i,0.0002522+0.00066366i,0.00072505+0.00071067i,0.001392+0.0009183i,0.0009306+0.00064469i,-2.117e-05-8.3166e-05i,0.0001945-0.0001695i,0.0004364-0.001259i,0.00061244-0.0017783i,0.0013062-0.00038734i,0.0015036+0.00081441i,0.00085444+0.00025792i,0.00026978-0.00064669i,-0.00028391-0.00093165i,-0.00015451-0.0011764i,0.00029131-0.00028998i,0.00072285+0.00014552i,0.00069661-0.00026146i
0.0019297+0.0014216i,0.0010628+0.00052831i,0.00055072+0.00036672i,0.0013361-0.00021725i,0.0013412-0.0012889i,0.00084693-0.00065831i,0.00016097+0.00040969i,0.00047136+0.0012947i,0.0010325+0.0016047i,0.0016017+0.0010032i,0.0014457-3.2922e-05i,0.00040497-0.00066017i,1.3406e-05-0.00080478i,-3.8759e-05-5.3287e-06i,-7.1884e-05+0.00029292i,-0.00051274-0.00016655i,-0.00065963+0.00076793i,-9.1225e-05+0.0010558i,0.00051023-1.1584e-05i,0.0006042-3.3687e-05i,0.0001671+8.58e-05i,0.00023806-0.00028173i,0.00019361+5.0109e-05i
0.0016233-0.00031648i,0.0019514-0.00035949i,0.002398-0.00039344i,0.0029015-0.0016161i,0.0024269-0.0024577i,0.0013127-0.0019385i,0.00096383-0.00053127i,0.001165+0.00076814i,0.0018808+0.00016273i,0.0019582-0.00062624i,0.0010941-0.00046023i,0.00059189+0.00013065i,0.00042816+0.00031881i,8.5505e-05+8.7508e-05i,-0.0004752-0.00026638i,0.00030293+9.419e-06i,0.00058611+0.0005897i,-5.7848e-05+0.00025902i,-5.2855e-05+1.4819e-05i,-0.00025497+0.00050566i,-0.00058159-0.00023994i,-3.13e-05-0.0010843i,0.0004337-0.00075609i
-0.00036046-0.0013941i,-0.00074886-0.0013409i,-0.0010197-0.0008662i,0.00020759+0.00057194i,0.0011684+0.001241i,0.0008818+0.00020954i,-7.0543e-06-0.00016428i,-0.0002666+0.00027776i,0.00053012+0.00087549i,0.00065467+0.0010806i,-0.00010466+7.6956e-06i,-0.00069063-0.0011218i,-0.00059566-0.0012701i,-0.00019542-0.0010086i,-0.00053492-0.00057283i,-0.00049421-0.00013821i,-0.0001547+0.00033508i,0.00036367+0.00078738i,0.00086137+0.00074532i,0.0007461-9.8784e-05i,-0.00053088-0.00039651i,-0.00099061-0.00015988i,-0.00024737-9.7938e-06i
-0.00065071-0.00050277i,-0.0011427-4.2181e-05i,-0.0010451-0.00027769i,1.2621e-06-0.0016141i,0.0010663-0.0022228i,0.0011926-0.0016305i,0.00078873-0.00046095i,0.00052271+0.0009986i,0.00095404+0.0012168i,0.0010158+0.00084245i,0.00059193+0.00022191i,0.00028382+6.7448e-06i,1.1475e-06+0.0004685i,-0.00018637-0.00017623i,0.00016424-0.00022976i,-0.00018723+0.00054599i,-0.00036707+0.00041319i,-0.00031215+0.00063912i,-0.0010725+0.0005554i,-0.00091644-0.00017532i,0.00017245+4.7349e-05i,0.00027833+0.00068946i,0.00048142+0.00043926i
0.00067557+2.0753e-05i,0.00048948-0.0011842i,0.00096359-0.00022694i,0.0017464-0.00018396i,0.0014143-0.0014255i,0.0014332-0.001238i,0.0011519-4.9131e-05i,0.0003499+0.0010947i,0.00037506+0.0013208i,0.0003967+0.00055997i,0.001102+0.00047785i,0.0012864+0.00057024i,0.0008671-0.00046889i,0.00011222-0.00083476i,-0.00039804-0.00044049i,0.00018322+3.713e-05i,0.00055902+0.0006951i,0.00056013+0.00094357i,0.00042121+0.00067631i,0.00012835-0.00039644i,0.00025998-0.0008207i,0.00068006-0.00058288i,-0.00019777+0.00014383i
0.00072388+0.00098588i,0.00063475+0.0010705i,0.00047602-0.00025178i,0.00054396-0.0012494i,0.00070149-0.001055i,0.001256-0.0011602i,0.00135-0.0011486i,0.0013507-0.00022511i,0.0013146+0.00033172i,0.00096194-0.00020193i,0.00045723-0.00052707i,0.00015515-0.00037185i,0.00024604-0.00043827i,-7.9172e-05-0.00043726i,0.00030542-0.00041372i,0.00031765-0.00026872i,-5.732e-05+0.00017563i,0.00043731+0.00015705i,0.00075645-0.00052633i,0.0012339-0.00033931i,0.001603+0.00039931i,0.00089241+0.00032132i,0.00033527-0.0002517i
0.0024746-0.0023019i,0.0014018-0.0019503i,0.00028206-0.0025813i,0.0007371-0.0024707i,0.0010782-0.0019053i,0.00040249-0.0016388i,-0.0001889-0.00065764i,-0.00015141+0.00063635i,0.0002217+0.001144i,0.00036112+0.00048616i,0.00081455-9.3904e-05i,0.00049416-8.6602e-05i,0.00038624-6.2155e-05i,0.00049875+4.2858e-05i,5.109e-05+2.676e-05i,-0.00051354+0.00021544i,-0.00023939-0.00042498i,0.00060511-0.00079453i,0.00065435-0.00016669i,0.00052429+8.5523e-05i,0.0001839-8.9702e-05i,-3.3807e-05-0.0003918i,-0.00019813-0.00055723i
-0.00016903+0.0018485i,-0.00036316+0.0018386i,-6.2412e-05+0.0011964i,0.0014825+0.00058995i,0.0025698+0.00026455i,0.0017821+3.5162e-05i,0.0010823+5.663e-05i,0.0013409+0.0010508i,0.0016831+0.0016222i,0.00097527+0.00020359i,0.00065786-0.00088958i,0.00085605-0.00044717i,0.00073001+0.00023744i,5.1362e-05+0.00014412i,-0.00061057+6.6692e-05i,0.00062086-0.00063264i,0.001344-0.00069694i,0.00014582+0.00056643i,-0.00062768+0.0011217i,-0.00091611+0.00052976i,-0.0013413-8.868e-05i,-0.00081167+6.6527e-05i,0.00036742+0.00060181i
-0.00026851-0.0019251i,-0.00018566-0.00074245i,2.2332e-05+0.00010002i,0.00074539-6.0472e-06i,0.00096049+2.8121e-05i,0.00092178-0.00044172i,0.0010171-0.00051036i,0.00097353+0.0010405i,0.00070568+0.0018199i,0.00035904+0.00089578i,0.00047489+0.00030192i,0.00098224+5.0302e-05i,0.00083903+0.00059629i,-6.1449e-05+0.0006999i,-0.00013936-0.00014717i,-7.2994e-05-0.00069177i,-4.4458e-05-0.00045071i,-0.00028318-9.7218e-05i,-0.00015272+0.00017988i,3.5917e-07-0.0001808i,7.736e-05-0.00089596i,0.00056239-0.0013111i,0.0005876-0.00085923i
-0.00017471+0.00073285i,-0.0013885+4.403e-05i,-0.001227-0.00059339i,0.00070217-0.0016605i,0.0019137-0.002229i,0.0012198-0.001482i,0.00054499+2.4783e-05i,0.00034614+0.0012537i,0.0005515+0.0013296i,0.00047188+0.0012263i,-2.4915e-08+0.00058711i,0.00077799-0.00020792i,0.0008702-0.0003972i,0.00041449-0.00048213i,0.00044279-7.2994e-06i,-0.0001886+0.00023659i,-0.00025046-0.00012329i,-0.0001096-0.00040104i,0.00023612-0.00028074i,0.00027552-3.3029e-05i,-0.00048103-0.00043492i,-0.00087195-0.0011414i,-0.00056748-0.0010922i
0.0019707-8.9249e-05i,0.0024358+0.00017929i,0.0032368-0.00045222i,0.0030053-0.00062891i,0.0029723-0.00067803i,0.0018724-0.0014558i,7.2668e-05-0.0010804i,-0.00031094+0.0008754i,0.0013027+0.0017939i,0.002337+0.0011436i,0.0010291+0.0007141i,-0.00017252+0.00040197i,4.9203e-05-0.00022746i,0.00080318-0.00069441i,0.00020336-0.00089577i,-0.00049538-0.00055323i,-3.4518e-05-0.0004091i,-6.1474e-05+0.00022641i,-0.00013822+0.00027016i,-0.00011231-0.00021707i,-0.00033071-8.3255e-05i,-0.00084461-7.3357e-05i,-0.00098691-0.00036748i
0.0012808+0.0010778i,0.0014748+0.0011761i,0.001971+0.0014121i,0.0025685+0.00090562i,0.0030241+0.0002132i,0.0020109-0.00045135i,0.00052237-4.737e-05i,0.00071008+0.00098575i,0.0011154+0.0011612i,0.0010908+0.00014402i,0.0012376-0.00066215i,0.0013349-0.00047457i,0.00083648+0.00047777i,0.0004553+0.00020043i,0.00055972-0.00053482i,0.00097497-0.00039247i,0.00087537-2.8937e-07i,-0.00019816-0.0001499i,-0.00080366-0.00058105i,-0.00010009-0.00043566i,0.0002406-0.00025784i,-0.00020652+0.00011909i,-0.00019054-5.4954e-05i
0.00044665-0.0012345i,-0.00039443-0.0020352i,0.00031162-0.0026638i,0.00076262-0.0017999i,0.00076878-0.0015043i,-6.516e-05-0.0011629i,-0.00080285-0.0002592i,-0.00012818+0.00059675i,0.0014395+0.00058361i,0.0018576-0.00025294i,0.00096764-0.0015061i,0.00099067-0.0012964i,0.00053643-0.00040381i,-0.00064047+0.00064363i,-0.00099094+0.0010887i,-0.00022766+0.00075711i,0.00042144+0.00031093i,0.00021365+0.00046654i,0.00012582+0.0013568i,0.00011628+0.001135i,0.00042563+0.00034351i,0.00027068+0.00017875i,-0.00013206-0.00021287i
-0.0014618+0.0012288i,-0.00040719+0.0015808i,-0.001169+0.0025531i,-0.00059729+0.0014869i,0.0010997+0.00048035i,0.0012164-0.00029925i,0.00023666-0.00011621i,-0.00050223+0.00080268i,-0.00054572+0.0010793i,-3.7127e-05+0.001312i,0.00049835+0.0012571i,0.00040988+0.00018428i,0.00023471-0.00020409i,0.00066345-0.00023865i,0.0010551+6.712e-05i,0.00044656+0.00028961i,-0.00062168+0.00018569i,-0.00064189+0.00029382i,4.0763e-05+0.00013366i,0.00035943+8.1584e-05i,9.3309e-05+0.00026946i,1.7159e-05+5.1519e-05i,-9.9508e-05+0.00031273i
0.00014922+0.002409i,-2.7589e-05+0.0024513i,0.00034702+0.0021159i,0.0016475+0.00094409i,0.0024553-0.0004113i,0.0011717-0.0011394i,1.6713e-05-0.00049208i,0.00019437+0.00013902i,0.0010766+0.00049741i,0.001591+0.00073628i,0.0012686-6.8239e-05i,0.0012051-0.00022716i,0.00025718+0.00062445i,-0.001243+0.00065021i,-0.0013726+0.00019911i,-0.00067655-0.00014407i,-2.8592e-05-0.00066463i,-0.0001555-0.00081655i,-0.00068976-0.00018607i,-0.00050166+0.0001564i,-4.6486e-05-0.00026412i,6.4944e-05-0.00057062i,2.9693e-05-0.00060744i
0.0008934-0.00065317i,0.0018621-0.00089914i,0.0017645-0.0009442i,0.0022599-0.001803i,0.002085-0.0027206i,0.0015909-0.0027798i,0.00085149-0.0010268i,-0.00012366+0.00075531i,0.00045345+0.0010432i,0.00067699+5.6561e-05i,0.0001745-0.00064165i,0.00067235-0.00037309i,0.00068709+0.00018594i,0.00013789+0.00020803i,0.00022873-0.00013655i,-0.00067481+0.00014192i,-0.00095353+0.00069237i,-0.00023644+0.00059709i,-0.00040926+0.00093346i,-2.5033e-05+0.00041187i,0.0005932-0.0004124i,6.1153e-05-0.00075286i,-0.00073486-0.00060334i
0.00051769+0.00083525i,-0.00013221+0.0016071i,-0.00047689+0.0018603i,0.00077395+0.0003634i,0.001902-2.9408e-05i,0.0010423+0.00053548i,-0.00017056+0.00086082i,-0.00045797+0.0016664i,8.2383e-05+0.0015058i,0.00067802+0.0005551i,0.00065735+0.00010992i,0.00016104+0.00013111i,-0.00045977-0.00033586i,-0.00051531-0.0010017i,-0.00029271-0.00084393i,0.00039442-8.7073e-05i,0.00019133-7.3443e-05i,-0.00044347-0.00018314i,1.704e-05-0.00054863i,0.00016534-0.00029332i,0.00013914+0.00031586i,0.00032273+0.0010222i,6.1237e-05+0.00083483i
0.00065572+0.00069419i,0.00025272+0.00022465i,0.00073887+0.0008501i,0.00181+0.0010329i,0.002267-0.00073622i,0.0017904-0.0020862i,0.00060379-0.0013537i,5.9719e-05+0.0002473i,0.00015191+0.00088328i,0.0007683-0.00013297i,0.001025-0.00027592i,0.00037497+0.00026754i,0.00071994-0.00019075i,0.0012742-0.00033008i,0.00045683-0.00026586i,-0.00034769-0.00065599i,-0.00094372-0.00080808i,-0.00092308-0.00048108i,-2.3171e-05+0.0002994i,0.00044565+0.00096243i,0.00082907+0.0011338i,0.00093394+0.00030846i,0.00065256-0.00054228i
0.00034073-0.00065846i,-0.00031471-0.0005372i,-0.00033034-0.00062685i,0.0010808-0.00086574i,0.0022737-0.001009i,0.0025811-0.00071388i,0.0016553+0.00038858i,0.0011442+0.0017064i,0.0004587+0.0016007i,0.00035962+0.00042294i,0.0010891-0.00013683i,0.00092604-0.00038236i,0.00038329-0.00042224i,0.00042849-0.00036713i,0.00030169-0.00027847i,0.00029073+0.00021644i,0.00058548+0.00035894i,0.0011118+0.0005188i,0.0015039+0.00030662i,0.00095145-0.00021738i,2.3891e-05-0.00016102i,-5.6709e-05+0.00012287i,8.1909e-05+0.00034622i
0.0017328+0.0011246i,0.0014613+0.001275i,0.00089147+0.001571i,7.7022e-05+0.00010099i,0.00067786-0.0016186i,0.00016694-0.0014031i,-0.00097379-5.3882e-05i,0.00019284+0.0012149i,0.0021155+0.001614i,0.0023679+0.00079002i,0.0014503-5.3725e-05i,0.0013193-0.00038741i,0.0012475-0.00054106i,5.5292e-05-0.00044916i,-0.00028667+9.7458e-05i,0.00015488+0.00028172i,7.8803e-05+6.8419e-05i,-0.00037255+0.00065653i,0.00021185+0.0012088i,0.00051625+0.00029592i,0.00019919-0.00062175i,-8.3025e-06-0.00057251i,-0.0001516+0.00033526i
0.00015805-0.0012061i,-0.00012254-0.0011973i,0.00015269-0.0010831i,0.00094147-0.0010532i,0.0020732-0.00087447i,0.0015788-0.00058225i,0.00015001+5.3239e-05i,0.00064885+0.0012035i,0.0019359+0.0010034i,0.0018827+0.00040648i,0.0013455-5.3123e-05i,-2.2248e-05-2.12e-05i,-0.00047496+1.1613e-05i,0.00057582-0.0013091i,0.00070809-0.0016401i,-0.00028093-0.00094996i,-0.00098718-0.00079555i,-0.00061473-0.00012664i,-0.00012892+0.00050108i,-3.5232e-05+0.00035319i,-0.00035891-0.00013145i,-0.00060598-0.0003871i,-0.00034311-0.00072508i
-0.00057568-0.0029693i,-0.00054819-0.0023625i,0.00084287-0.0020646i,0.0013349-0.0018283i,0.00077571-0.0011878i,0.0001155-0.00071374i,-0.00039641-8.4826e-05i,-0.00087137+0.00087753i,-0.00046773+0.0012844i,0.00072258+0.0012388i,-0.00032688+0.0012646i,-0.00092209+0.0004822i,-0.00021563-0.00060657i,-0.0003987-0.00059672i,-0.00062082+1.3766e-05i,-0.00011019+0.00023345i,0.00036314-0.00060726i,4.729e-05-0.001038i,7.1037e-05-0.00039966i,0.0010312+2.606e-05i,0.00058333-2.6735e-05i,-0.00056147-0.00084242i,0.000266-0.0011995i
7.7906e-05-0.00022566i,0.00012924-0.0002691i,0.0014076-0.00053164i,0.001465-0.00057172i,0.0012396-0.0010293i,0.0013585-0.001214i,0.00036169-0.00051463i,0.00033921+0.00069434i,0.001077+0.00068917i,0.00034402+0.00033166i,-8.8869e-05+6.4337e-05i,0.00064831+6.516e-05i,0.00035503+0.00045807i,-0.00042334+0.0010304i,-0.00065419+0.00066051i,0.00010646-0.00043797i,0.00096704-2.0982e-05i,0.00098962+0.00023674i,0.00081547-0.0002282i,0.00065387-0.00010155i,0.00035436+2.6999e-05i,-0.00019013-2.5303e-05i,-4.6587e-05+0.00040732i
-0.00081117+0.001528i,-0.00069513+0.0017694i,-0.00017128+0.00087132i,0.0011562+0.0004239i,0.0019682+0.00011946i,0.0019011-0.00025646i,0.00082261+2.2491e-05i,0.00053013+0.00023636i,0.00096627+0.00051813i,0.0013592+0.00071907i,0.0016671+0.00049179i,0.0009989+2.8984e-05i,0.00024549-4.6371e-05i,0.00010038+0.00025644i,-0.00010538-0.0002356i,-0.00055396-0.0009299i,-0.00081208-0.00073984i,6.2857e-05+0.00021335i,0.00056812+0.00045653i,-0.00039202+8.1583e-05i,-0.00092052-0.00024607i,-0.0011421+6.2317e-05i,-0.001132+0.0002699i
-0.00046383-0.0013068i,0.00048347-0.0013502i,0.0012861-0.00054025i,0.0020494-0.0015128i,0.0026553-0.0019069i,0.0014753-0.0011512i,0.00040554-0.0013677i,-0.0001163-5.6024e-05i,0.00010141+0.00093134i,0.00023346+0.00042209i,0.0004652-0.00010787i,0.00080384-0.00033124i,0.00099162-0.00054067i,0.0010675-0.0004174i,0.00026458-0.00057465i,-0.00036848-0.00051959i,0.00017909+0.00027582i,0.00042909-0.00052146i,-0.00023446-0.00091126i,-0.0005557-0.00035565i,-0.00010631-0.00017679i,-0.00019537-0.00021264i,1.1723e-05-0.00049858i
-0.0029926+0.0028524i,-0.001718+0.0034515i,-0.0012431+0.0027378i,-0.00016262+0.00095622i,0.00097804+9.8808e-05i,0.0013758-0.00054007i,0.00052224+7.3279e-05i,0.0003007+0.0016142i,0.0017382+0.0018585i,0.0014685+0.0013396i,0.00031516+0.00036166i,0.00042864-0.00065663i,0.00023209-0.00027037i,0.00019654-0.00023928i,0.0012191-0.00080173i,0.0018282-0.00028668i,0.00097345+0.00028818i,-0.00027285+0.00073031i,-0.00038926+0.00079909i,-0.00082279+0.00060662i,-0.00089365+0.00045829i,0.00060119+0.0001214i,0.0010761-0.00069428i
0.0016318+0.0007469i,0.002547+0.00094433i,0.0037203+0.00052568i,0.0030771+8.5615e-05i,0.0017812-0.00074099i,0.000977-0.0012498i,0.00020028-2.6987e-05i,0.00075253+0.00057498i,0.0012162+0.00084551i,0.00094364+0.00066856i,0.00084241+0.00017635i,0.00052163+7.1149e-06i,0.00022051+0.00015474i,0.00021082+0.00054719i,0.00015012+1.5716e-05i,-0.00045885-0.00059434i,-0.00089802-0.00053162i,-0.00068665+8.2914e-05i,-0.00034185+0.00026328i,1.0541e-05-5.21e-05i,2.3658e-05-0.00046319i,-0.0005062-0.0011973i,-0.00043671-0.0020188i
-0.00069257+0.00027549i,-0.00040258-0.00010202i,0.00018987-0.00032665i,0.00049905-0.0006887i,0.0015332-0.0014087i,0.0016444-0.00057732i,0.00091975+0.00071057i,0.00043677+0.0017399i,0.00065927+0.0019698i,0.0011288+0.0011497i,0.00064836+0.00079374i,0.00080006+0.0005206i,0.0010269+0.00032052i,0.00019775-0.00033944i,-0.00073723-0.0012891i,-0.00077362-0.00082718i,-0.0001409+0.0002545i,-0.00038788-0.00020652i,-0.00020662-0.0011247i,0.00038078-0.0015046i,0.00023026-0.0009875i,-0.00010507-0.00039474i,0.00036328+0.00016272i
-0.00032394+0.0024884i,-2.9476e-05+0.0029211i,0.0011528+0.0026297i,0.0026823+0.0013076i,0.0035406+0.00068996i,0.0030926-0.00040863i,0.0015588-0.00059195i,0.00067995+0.00096614i,0.001525+0.0014002i,0.0023327+0.0010212i,0.00093916+0.00045619i,-0.0003598-0.00089872i,0.00041419-0.0010408i,0.0010292+0.00020231i,0.0012186+0.00091583i,0.00045955+0.00053886i,-0.00024936-0.00014932i,-0.00034851-0.00039268i,-0.00022907-0.00080585i,0.00064707-0.0015327i,0.0014888-0.000535i,0.0007525+0.00061305i,-0.00029275+0.00029892i
0.00070808+1.1116e-05i,-0.00037676+0.00025429i,0.00024673+0.00038521i,0.0011268+0.00028409i,0.001318-0.00011692i,0.00023642-0.00044297i,-0.0010471+0.00048166i,-0.00075915+0.0015718i,0.00069346+0.0012194i,0.0016938+0.00054817i,0.0017825+0.00035114i,0.00094392+0.0006131i,1.5661e-05+0.00061128i,-9.2618e-05-7.8142e-05i,0.00043482-0.00044945i,0.0001282-0.00018474i,-0.00019934+0.00034171i,0.00038531+0.000566i,0.00024315+0.00024022i,-6.7211e-05-0.0010037i,0.00041438-0.00095708i,0.00073034+9.5749e-06i,0.00037508-0.00033221i
4.9014e-06+2.4504e-05i,-0.00011051+1.2598e-06i,0.00022192-0.0003306i,0.0010235-0.00018006i,0.0025268-0.0003387i,0.0026598-0.00095889i,0.0007894-0.00037064i,-0.00023683+0.00029335i,0.00019335+5.5921e-05i,0.0009887-0.00025537i,0.0007615+6.0685e-05i,0.00035557+3.671e-05i,0.00052162-7.069e-05i,0.00053342+0.00027232i,-0.00026464+0.00056879i,-0.00081292+0.00034151i,-0.00032601-0.00027692i,6.6943e-05-0.00063029i,4.67e-05-0.00071684i,-0.00018065+0.00020557i,-0.00051337+0.00087389i,-0.00017751-0.00025287i,0.00014459-0.00075149i
-0.0018416-0.0015069i,-0.002704-0.0018798i,-0.0014143-0.0014979i,0.00072901+5.0829e-05i,0.0016969+0.0010524i,0.0014265+0.00071025i,-0.00035094+0.00051305i,7.9539e-06+0.001492i,0.0013264+0.0020971i,0.0011644+0.00079223i,0.00087435-0.00044778i,0.0012615-0.00039781i,0.00031073-0.00034171i,-0.00088998-0.00047547i,-0.00051587-9.5865e-05i,0.00056224+8.8678e-05i,0.00039284-0.00032981i,0.00048168+0.00034228i,0.00077204+0.00075054i,0.00014771+0.00069823i,-0.00043501+0.0001826i,-0.0011486-0.00041697i,-0.00063463-0.00016221i
0.00061264+0.0010193i,-0.00028707+0.0010501i,0.0008832+0.0019256i,0.0019511+0.00082303i,0.0023009-0.0010215i,0.0017472-0.0018007i,0.00083635-0.0010253i,0.0012047+0.00081997i,0.0019924+0.0019405i,0.0014126+0.0011796i,0.00023772-0.00063685i,-4.1065e-05-0.0013902i,0.00049349-0.0013632i,0.00097702-0.0010459i,0.00070976-0.0004294i,0.00036141+0.00018344i,-2.7358e-05+0.00053232i,-0.00048462+0.00063555i,0.0004122+0.00060367i,0.0010244+0.00084395i,0.00037595+0.00054682i,-0.00010452+0.00034701i,-0.00021482+0.00066622i
0.0012206-0.0020803i,0.00091549-0.0011014i,0.00034753-0.0022795i,0.00069629-0.0037617i,0.0011993-0.0035169i,0.00085429-0.0015486i,0.00017981+0.00038437i,-6.6803e-05+0.00077423i,0.00027757+0.00063083i,0.00080517+0.00023629i,0.00094824-0.00025055i,0.0012551-0.00048474i,0.00045775-0.00066521i,-0.00046387-0.00061087i,-0.00076694-0.00016684i,-0.0011919+0.00018848i,-0.0006836+0.00052009i,0.00021788+0.0012899i,0.00070706+0.00081613i,0.0011349-0.00070956i,0.00083258-0.0012423i,0.00028306-0.00017794i,0.00013199+0.00088104i
0.00098598-0.00078326i,0.00065029-4.2603e-05i,0.0012458-0.00062378i,0.0017948-0.0013586i,0.0018135-0.0018142i,0.0017014-0.0016831i,0.00064587-0.0012889i,-0.00034734-0.0006069i,0.00091814-0.00033211i,0.0016002-0.00050889i,0.00061328-0.00051237i,0.00072498-0.001079i,0.00056993-0.0014003i,0.00015287-0.001312i,-4.5822e-06-0.00093961i,-0.0004127-0.00040938i,-0.00057286-0.00021858i,-0.00065981-0.00024484i,-0.00022323+0.00013763i,-9.978e-05+0.00045283i,-0.00035746+0.00013459i,-0.00038898-0.00045056i,-0.00060356-0.00088932i
-0.00069893-0.00084836i,-0.0004985-0.00074267i,-0.00043284-0.00030466i,0.00055401+0.00047162i,0.0015224+0.00062674i,0.0010673+0.0010882i,8.0841e-05+0.00087375i,0.00042491+0.00016847i,0.0014758+9.5087e-05i,0.0018083+0.000609i,0.00152+0.0007351i,0.00073781+0.00031324i,-0.00042-0.00030062i,-0.00070355-9.8948e-05i,-0.00034073+0.00048416i,-0.00054302+0.00049232i,-0.00064668+5.6245e-05i,-0.00070389-0.00034001i,-0.0012268-0.00060156i,-0.0008362-0.0011884i,-0.0002533-0.00089118i,5.2801e-05-0.00046311i,-0.00040835+0.00038948i
0.00098074+0.00055949i,0.0013998-0.00053753i,0.0025807-0.001062i,0.0030852-0.0015963i,0.0025327-0.0020215i,0.0013505-0.001526i,0.0010567-0.00031482i,0.0015248+0.00023488i,0.0015416+4.892e-05i,0.00063887-3.945e-05i,0.00031323-0.00063555i,0.00063772-0.0011528i,0.00027699-0.000368i,-0.00032775+9.9287e-05i,-0.00027036-0.00043368i,0.00023515+0.0001215i,0.00078925+0.00013184i,-0.00013352-0.00086368i,-0.00092522-0.00061896i,0.00013573-4.8496e-05i,0.0009389-0.00027083i,0.001016-0.00035999i,0.00087049-0.00017156i
-0.0014299+0.00029972i,-0.00067523-7.2975e-05i,-0.00097663-0.00070411i,-0.00050609-0.00082481i,0.00059086-0.00066121i,0.00053329-0.00094113i,1.0102e-05-0.00042931i,7.8084e-05+0.0010719i,0.00030747+0.0012386i,0.00043929+0.00026956i,0.00012517+0.00090535i,0.00010105+0.00089213i,0.00055751-0.00052462i,0.00071332-0.00059496i,4.2818e-05+0.0004648i,-0.0010068+0.00041224i,-0.00058162-0.00018858i,0.00039859+0.00012303i,0.00042907+0.00034655i,0.00077081-3.4201e-05i,0.001028+5.6201e-05i,0.00073098-0.00010143i,0.00057155-0.00054291i
