0.0027148+0.0010007i,0.0024026-0.00041483i,-4.7441e-05-0.0020944i,-0.0021742-0.0025472i,-0.0027772-0.0015767i,-0.0029683-0.00034935i,-0.0023193-1.0437e-05i,3.4905e-05-0.000443i,0.0019265-0.00080819i,0.0012874-0.0012402i,0.00014986-0.00074334i,0.00036282+3.4003e-05i,0.00089099+0.00030175i,-0.00013511-0.00014889i,-0.00077868-0.00023139i,-0.00068995+0.00071312i,-0.00068143+0.00075408i,8.6593e-05+0.00021223i,0.0010812+0.00032022i,0.00078799+0.00018537i,0.00024777-0.00052486i,-0.00021917-0.00047759i,-0.00069839+2.2114e-05i
-0.0035602-0.0011442i,-0.0033077+0.00050437i,-0.0028666+0.0025699i,-0.002051+0.0024809i,-0.0011005+0.0011284i,-0.0002994-0.00091628i,0.00029523-0.0020865i,-0.00048929-0.001834i,-0.00059136-0.0014284i,-0.00016396-0.00084996i,-4.3974e-06+0.00029177i,0.0007452+0.00050557i,0.0013676-0.00066712i,0.001379-0.0011524i,0.00096201-0.0010979i,0.00033868-0.0007449i,-0.00018052-0.00044941i,0.00019675-0.00038485i,0.0011493-0.00012107i,0.0011795+3.6787e-05i,0.00045775+0.0002523i,0.00024223-0.00018429i,0.00063015-0.00035841i
-0.0001029-0.0016769i,-0.00093823-0.0013489i,-0.0010034-0.0029201i,-0.00094485-0.0031611i,-0.0014442-0.0014059i,-0.0010184-0.00099425i,-0.00087753-0.0012336i,-0.00079743-0.00013031i,-0.00043443+0.00052072i,-4.8082e-05+7.1981e-05i,0.00017851+0.00025394i,0.00068702+0.00045974i,0.0010785-0.00039387i,0.00084645-0.00061306i,0.00071771+0.00047102i,0.00060464+0.0011316i,3.2822e-05+0.00070887i,-0.00013136-2.7303e-05i,-0.00059931-0.0002431i,-0.0012628-0.00045591i,-0.0002658-0.00039865i,0.00040132-1.8636e-05i,0.00019984+0.00042033i
0.00025578-0.00053782i,0.0011278-0.00076576i,0.00099289-0.00030582i,-0.00023581-0.0004048i,-0.0010458-0.0010694i,-0.0012725-0.0011755i,-0.0014535-0.00076516i,-0.00057764-0.00033802i,0.00033566-0.00056522i,0.0006409-0.00062811i,0.0005934-0.00021862i,0.00055117-0.0002538i,0.00084658-0.00082859i,0.00019981-0.0013653i,-0.00013522-0.00086053i,0.00020637+7.3049e-05i,0.00047134+0.00031248i,0.00090855+0.00060258i,0.0014246+0.00090317i,0.0015795+0.0002849i,0.00059854-0.00017846i,-0.00011679-0.00054451i,-0.00016147-0.00041572i
9.0379e-05-0.0024956i,-0.0012087-0.0018768i,-0.0018866-0.0017876i,-0.0021478-0.0015423i,-0.00095053-0.001265i,-0.00024872-0.0006599i,-0.00094102-0.00031678i,-0.00047587+0.00035941i,0.00065083+0.00077426i,0.00014384+0.00060622i,-0.00060837+0.00013795i,0.00044779-0.00056018i,0.0013442+3.4007e-05i,0.0013441+0.0011717i,0.0011367+0.00044889i,0.00097396-0.00033143i,0.00059308+0.00012499i,0.00044858+0.00015757i,0.00072187+4.5131e-05i,0.00028833-0.00015314i,0.00014335-0.00053606i,0.00058736-0.00069246i,0.00061005-0.00025879i
-0.0011664+0.00012974i,-0.00017512+0.000144i,2.5368e-05-7.8262e-05i,0.0007653-0.00045335i,0.0013049-0.00069412i,0.0010282-0.0013706i,-0.00018765-0.00085163i,-0.0011413+8.82e-05i,-0.0010851+0.00042089i,9.7074e-05+0.00099964i,0.0012319+0.00092695i,0.0020559-0.00053039i,0.0015695-0.0010229i,0.00090625-0.00050346i,0.00089869-0.00056745i,0.00033316-0.0008749i,-0.0005364+8.1576e-05i,-0.00064177+0.00097403i,-0.00029316+0.00097896i,-0.00017677+0.00048185i,-0.00041421-2.1018e-05i,-0.00077524-0.00019206i,-0.00091211-0.00042164i
0.0018027+0.0013144i,0.00078362+0.00015035i,0.00016275-0.00029552i,-0.0002565-0.00018482i,-0.00087097-0.0003526i,-0.0014607-0.00084307i,-0.001553-0.00071315i,-0.0010791-8.6953e-05i,-0.00047449-0.00042698i,-0.0001261-0.0017544i,-0.00054239-0.0020134i,-0.00095958-0.0013036i,-0.00076311-0.00076821i,-0.00062643-6.8517e-05i,-0.00056942+0.00022375i,0.00014458-0.00030086i,0.00083683-0.00053839i,0.0003824-0.00026642i,0.00018109-0.00021915i,-9.2161e-05-6.2987e-05i,-0.0012224+0.00085634i,-0.0015234+0.00095548i,-0.00029538+6.1087e-05i
-0.0018554-0.0033149i,-0.0029073-0.0030299i,-0.0034346-0.0028717i,-0.0034833-0.0014128i,-0.0027081+5.7861e-05i,-0.0018426-8.4494e-06i,-0.00090328-0.001048i,-0.00010812-0.0013729i,-0.00034798-0.0012763i,-0.00070144-0.0011349i,0.00030398-0.00028214i,0.0011456+0.00055267i,0.0012506+0.00079287i,0.0010232+0.0011302i,-3.9605e-05+0.0013761i,-0.00030421+0.0010661i,-0.00046212+0.00014225i,-0.00063217-0.00010018i,-1.3942e-05+0.00021073i,-0.0005353+0.00040414i,-0.0015825+3.8448e-05i,-0.0018074-0.00069643i,-0.0013939-0.00040345i
-0.00062568+0.0026898i,0.0009577+0.0032537i,0.0020866+0.0037657i,0.0027177+0.0015803i,0.0022636-0.00073824i,0.00025437-0.0014472i,-0.0017049-0.0017184i,-0.0015084-0.00020686i,-0.00037156+0.00079782i,-0.00031753+0.00046609i,-0.00032464+0.0011769i,-0.00034231+0.0010012i,-0.00027971-0.00058136i,6.9928e-05-0.0017118i,0.00020918-0.0015928i,-0.00011961-0.00095176i,-0.00028827-0.00048823i,-0.00045112+3.9619e-05i,-0.00064017-0.00023435i,-0.00068224-0.00049703i,-0.00081419+2.3724e-05i,-0.00045206+4.5198e-05i,2.1003e-05+0.00027901i
0.0013569-0.00035535i,0.00074077-0.00022168i,0.00034227+0.00024637i,0.00030768+0.00034017i,0.00011306-0.00045122i,-0.00076384-0.001149i,-0.0015115-0.0013172i,-0.00084087-0.00066471i,0.00018556-5.5898e-07i,0.00047237-0.00022296i,0.00056254-0.00083653i,0.00045675-0.00032491i,0.00077379+0.00048552i,0.0001065+3.9335e-05i,-0.00078065-0.00061878i,-0.00039939-0.00064944i,0.00021694-0.00076661i,0.00045603-0.001098i,0.00062288-0.00071316i,0.00059152-0.00020301i,0.00045875-0.0002466i,0.00011465-0.00016228i,-0.00025591+0.00061541i
0.0017864-0.0029018i,0.00054934-0.0044211i,-0.00091465-0.0044738i,-0.0014708-0.0026563i,-0.0016125-0.0011322i,-0.0019574+0.00038398i,-0.0015098+0.0010923i,4.2963e-05+0.00077101i,0.00055523-0.00016371i,-0.000145-0.0010631i,0.00014032-0.00056822i,0.00075316+0.00010872i,0.00030911+0.00020139i,-9.8352e-05+0.00014197i,-0.00030245+0.00021404i,-0.00013431+9.165e-05i,0.00020897-0.00024509i,-0.00016762+5.5911e-05i,-0.00067299+2.6042e-05i,-0.00041763-0.0006813i,0.00023536-0.00083352i,-0.0001965-0.00031547i,-0.00098957-0.00012935i
-0.00031059-0.00016742i,-0.00038511-0.0010645i,0.00058884-0.0013385i,0.00044807-0.0009271i,0.001044-0.00067464i,0.00054987-0.00081361i,-0.00097182-1.5282e-05i,-0.00072682+0.0011049i,-0.00041452+0.0013749i,-0.00029095+0.0010951i,0.00023207+0.00050802i,5.0879e-05+5.2368e-05i,-0.00032051+0.00021807i,-0.00028031-0.00022998i,-5.9657e-05-0.00086508i,0.00013072-0.00071255i,0.00033775-0.00059268i,0.00031214-0.0010113i,8.2541e-05-0.0011677i,-0.00038244-0.0003976i,-0.00029912+6.3583e-05i,0.00029841+0.00041014i,1.1818e-05-0.00020667i
-0.00077265-0.0014368i,-0.00093057-0.0011777i,-0.002011-0.00082502i,-0.0015696-0.00020847i,-0.00072337+0.00016946i,-0.00050511-9.3184e-07i,-0.0001822-0.00061173i,0.00031671-0.00077957i,0.00069934-0.0003305i,0.00097362-0.00015873i,0.0013653+0.00061498i,0.001276+0.00059033i,0.0012565-0.0003975i,0.0012638-0.0007691i,0.00065958+0.00040658i,-0.000228+0.00064928i,-0.00047654+0.00029427i,-0.0004467+0.00010618i,6.9713e-05-0.00054574i,0.00032042-0.00010085i,-0.00079308+0.00040457i,-0.00090576+0.00023766i,-0.00014306+8.3914e-05i
0.0017318-0.0017561i,0.0012222-0.0024739i,0.00032243-0.0026991i,-0.00026574-0.0014968i,-0.00040109-0.00020381i,-0.00070623+0.00029845i,-0.00061005+0.00037601i,0.00021088+0.00013302i,0.00019902+0.00044492i,-0.00013742+0.00063258i,-0.00016961+0.00045315i,-0.00067271-2.872e-05i,-0.0014313+5.8375e-05i,-0.00099114+0.00044186i,-0.00038432+0.00062395i,-0.00061382+0.0008029i,-0.00067557+0.00071546i,0.0002265+0.00061953i,0.00054507+0.00012587i,0.0002316-0.00040733i,0.00055397-0.00047492i,0.00092472+3.6773e-06i,0.000172-0.00012616i
-0.0016932-0.00085374i,-0.002624-0.00091533i,-0.002166-0.0010738i,-0.00077855-0.0012086i,-0.00021764-0.0012799i,-0.0012601-0.0010783i,-0.0025951-0.00052428i,-0.0020988+0.00034444i,-0.00037736+0.00043045i,0.00042596-0.00044945i,0.00016471-0.00018547i,0.00012125+0.00044605i,1.3562e-05-9.9656e-05i,-0.00014601+0.00033379i,0.00018177+0.0010357i,0.00055018+0.00083826i,0.00038013+0.00035253i,2.9458e-05+0.00048471i,-0.0002124+0.00070668i,6.6714e-05+0.00031789i,0.00036987-4.2346e-05i,-4.6666e-05+3.5377e-05i,-0.00062272+0.00025307i
-0.0009193-0.001178i,-0.00090717-0.00075988i,-0.0014604+0.00067446i,-0.0014626+0.00056506i,-0.0010416+0.00011676i,-0.0014171-0.00011691i,-0.0012529-0.0003052i,-0.0005998-8.8733e-05i,-0.00017141-0.00059073i,0.00030616-0.00079584i,-5.1829e-05-0.00020677i,-0.0009264-1.0623e-05i,-0.00093633-0.00020916i,-0.00049211-0.0004019i,-0.00086338-0.00080907i,-0.000381-0.00055518i,0.00016567-7.6952e-05i,-0.00077508-5.7948e-06i,-0.00097002-0.00037481i,-3.5052e-05-0.00086028i,0.0007431-0.0011528i,0.00039678-0.00059158i,0.00023931+0.00034548i
9.5332e-05-0.0017848i,-0.00022828-0.0014918i,-0.00108-0.0014383i,-0.00054221-0.0011497i,-0.00024315-0.0010757i,-0.00040337-0.001067i,-0.00075595-0.0012618i,-0.00094107-0.00090772i,-0.00087392-0.00023807i,-0.00075793-0.0004738i,-0.00038157-0.00030871i,-6.6274e-05-0.00011631i,0.00065353-0.00035291i,0.00040438-0.00073109i,9.9149e-05-0.000303i,-6.4034e-06+0.00027441i,-0.00012492+0.00012376i,4.4223e-07+8.0755e-05i,0.00024066+0.00025633i,0.00037617-0.00017037i,0.00032992-0.0010153i,0.0006666-0.0012076i,3.3132e-05-0.00076826i
0.0011568-0.0015705i,0.00085219-0.00088324i,-0.00077651-0.00041602i,-0.0017765-0.0009189i,-0.0018655-0.0012804i,-0.0013236-0.0017676i,-0.00089509-0.0014158i,-0.00062305-0.00099644i,-6.5364e-05-0.0018259i,-0.00056732-0.0013933i,-0.0010404-0.00012801i,-0.00031921+5.2193e-05i,0.00058356+5.074e-05i,0.00085791+4.3577e-05i,0.0001131+0.00023399i,-0.00054665+0.00033976i,-8.016e-05+0.00039751i,0.0003693+0.00010699i,0.00049279+2.4377e-05i,5.0414e-05-0.00014843i,-0.00015739-0.00083988i,-0.00038884-0.00028456i,-0.00066548-0.00027835i
0.00030637-0.0008045i,-0.00019028-0.0014021i,-0.0010929-0.00064277i,-0.00061221-0.00040452i,0.0012464-0.00067766i,0.001623-0.0010809i,-0.00011024-0.0014622i,-0.00022667-0.00077486i,-0.00023-4.7701e-05i,-0.00065598-0.00081077i,-3.8011e-05-0.00073155i,0.00066218-0.00035759i,0.001186-0.00026381i,0.0013244-0.00020261i,0.0012122-0.00026032i,0.00082963+0.00076926i,-0.00037481+0.00086067i,-0.00060788+0.00016753i,-0.00014111+0.00019706i,-0.00024417+0.00052282i,-0.00051699+0.00061355i,-0.00049736+0.00049723i,0.00029213+0.00012818i
0.00044748+0.0032568i,0.0010684+0.0029383i,0.0026801+0.0020981i,0.0031403+0.000439i,0.0028211-0.0017697i,0.0010654-0.0026375i,-0.00053767-0.0021182i,-0.00061191-0.0012113i,0.00012367-0.00051235i,0.0010523-0.0002098i,0.0012899-0.00032351i,0.0010984-0.00010271i,0.00074091-0.00064461i,0.00020157-0.0012859i,-0.000489-0.00093689i,-8.7185e-05-0.00072961i,0.00034507-0.00050708i,-0.00028526-0.00015587i,-0.00061769-0.00035534i,-0.00054887-0.0013795i,-0.00037156-0.00098062i,-0.00031369+0.00078253i,-0.00012332+0.00082568i
-3.235e-05+0.0022761i,0.00081778+0.00021708i,0.0015637-0.0019124i,0.00071893-0.0024639i,-0.0003458-0.0026864i,-0.0015134-0.0022877i,-0.0020858-0.0003532i,-0.0022067+0.00058194i,-0.00069286+0.00028079i,0.00070593-0.00018388i,0.00072244-0.00061785i,0.00058778-0.00082884i,0.00035562-0.001224i,-0.00057531-0.00069622i,-0.00017834-8.1368e-05i,0.00077859-0.00033185i,0.00068347-0.00020397i,7.0709e-05+4.1754e-05i,-0.00039554-0.0001471i,-0.00029851-0.00011057i,0.00023016+0.00038019i,0.00065214+0.0006759i,0.000467+0.0008257i
-0.0015239-0.0016139i,-0.0025547-0.0012356i,-0.0025262-0.0013177i,-0.0014293+0.00010934i,-0.00043553+0.0012195i,-0.00011932+0.00052421i,-2.1328e-05-0.00048198i,0.00022464-7.4031e-05i,-1.9992e-05+0.00032864i,-0.00039922+0.00015742i,-0.00020572+0.00051762i,-6.6528e-05+0.00085375i,1.8459e-05-3.0627e-07i,0.00016278-0.00057924i,0.00016553-0.00039654i,-5.3391e-05-0.00024515i,-2.6473e-05-0.00070419i,0.00027733-0.0010087i,0.0004812-0.00036861i,0.00023214-9.114e-06i,-0.00041204+0.00019371i,-0.00069091+0.00046246i,-0.00046512+0.00028981i
-0.00024204+0.00086272i,0.0016683+0.00066748i,0.001947+0.00046734i,0.0017893+0.000351i,0.0019759-0.00037955i,0.0016459-0.0013564i,0.00082896-0.0009837i,0.00070994+1.1027e-05i,0.00044829-1.2703e-05i,-8.4974e-05+0.00015442i,-0.00043575+0.00021931i,-0.0003894-0.00033156i,-0.00065914-0.00015693i,-0.0004242-0.00016866i,0.00033583-1.9362e-05i,0.00025915+0.00036353i,-0.00049078+0.00055999i,-0.00061498+0.0010771i,-0.00040767+0.00087054i,-0.00032571+0.00059935i,-0.00052187+0.00096489i,-0.00051983+0.00070643i,-1.8763e-05+9.073e-05i
-0.00011727-0.0020374i,-0.00090331-0.0023865i,-0.00277-0.0024263i,-0.003384-0.0018198i,-0.0019478-0.0010468i,-0.00052869-0.0011796i,-0.00025245-0.00087023i,1.9336e-06+0.00027304i,-6.9931e-05+0.0012881i,0.00016898+0.00092518i,2.9486e-05+0.00037855i,0.00072426+4.0932e-05i,0.0011846+2.3015e-05i,0.00092107-2.5822e-05i,0.00067976+0.00012024i,0.00034485-5.602e-05i,0.0010217-0.00013306i,0.001239-8.7823e-06i,0.00027582-0.00032505i,-5.243e-06-0.00028347i,0.00040585-0.00019132i,0.0011415+1.2303e-05i,0.0016755+0.00039694i
-0.0015784+0.0013804i,-0.0022841+0.0011854i,-0.0011388+0.0014179i,0.0001432+0.001188i,0.00032714+0.00052668i,-0.00080394-0.00062236i,-0.002554-0.0011631i,-0.0028225-0.00028891i,-0.0018833+0.0002317i,-0.00042597-0.00018142i,0.00034273-1.271e-05i,0.00037302+0.00034927i,0.00019402+8.9976e-05i,0.00047098-0.00029379i,0.0004015-0.00058722i,-5.0186e-05-0.00054671i,-0.00015541-0.0006879i,-4.5659e-05-0.0012164i,-8.5984e-05-0.0008859i,-0.0003938-0.000348i,-0.00030462-0.00069454i,-0.00057055-0.0005841i,-0.00084173+0.00033277i
0.0010642+0.0012637i,0.0010527+0.0010965i,0.00063836+0.001339i,0.00058832+0.00040982i,0.00075346-0.0012438i,-0.00065718-0.0021019i,-0.0015034-0.0016169i,-0.0008733-0.0011109i,-0.00030418-0.0008847i,-0.00027404-0.00068317i,-0.00053273-0.00071318i,-0.00020938-0.000231i,-0.00029017+0.00020428i,-0.00050009+0.00036353i,-0.00074502+0.00014612i,-0.0010754-8.7342e-05i,-0.00056772+0.00017145i,-5.1084e-05+0.00016942i,-0.00024552+0.0002393i,-0.00045338+0.00046966i,-0.00015814+0.0002008i,3.5748e-05-0.000567i,-0.00010986-0.00072123i
0.0037033-0.0013161i,0.0034303-0.0023123i,0.0023017-0.0034468i,-0.00052028-0.0040007i,-0.0024326-0.0035807i,-0.0030674-0.0025927i,-0.0024411-0.00079726i,-0.0010552+0.00032422i,-0.00021567-0.00029084i,0.00017036-0.00088597i,0.00084036-6.329e-05i,0.0010384-0.00018922i,0.00084994-0.00028085i,0.00026167+0.00020129i,-0.00022973+0.0010411i,-0.00015364+0.0011703i,-0.00025717+0.00028927i,-0.0006564-0.00014305i,-0.00051985-0.00018545i,0.00031329-0.00042871i,0.00018947-0.00042602i,-0.00033205-0.00068862i,0.00030078-0.00045076i
-0.0040142+0.00067064i,-0.0028996+0.00054764i,-0.0014498-0.00012562i,0.00041556-6.6736e-05i,0.0010651+6.9915e-05i,-4.704e-05-9.7728e-05i,-0.0012118+6.403e-05i,-0.0011399+0.00026532i,-0.00020344+2.2136e-05i,0.0010403-5.7592e-06i,0.0012589+0.00014026i,0.0012011-0.00031915i,0.0012669-0.0006661i,0.00064362-0.0014967i,0.00074682-0.0022072i,0.001077-0.0018723i,0.0007822-0.00088997i,-3.7849e-05-6.7673e-05i,-0.0010263-0.000473i,-0.0013809-0.000876i,-0.0008267-0.00056904i,-0.00062935-0.00020464i,-0.00032931-0.00018841i
-0.0014848+0.00020309i,-0.0012759+0.001313i,-0.00073376+0.0018406i,0.00045348+0.0015214i,0.001584+0.00039243i,0.001304-0.00072145i,-4.3731e-05-0.00062659i,-0.001059+0.00073093i,-0.0006775+0.00095344i,0.00014117+0.00022913i,0.00088859+0.00025442i,0.0016253-6.9365e-05i,0.0016193-0.001659i,0.0013725-0.0019181i,0.0011462-0.0012597i,0.00068103-0.0011959i,-0.00017508-0.00088257i,-0.00060796-0.00056192i,-0.00044412-0.00057558i,-0.00032651-0.000793i,-0.0008089-0.00086754i,-0.00091003-0.0010711i,-0.000261-0.0010082i
0.0056257-0.00066228i,0.0047538-0.0019468i,0.0023006-0.0036849i,0.00053537-0.0041695i,-0.00055111-0.0035665i,-0.0018747-0.002896i,-0.0015645-0.0015698i,-0.00082433-0.00042373i,-0.00024638+3.4794e-05i,0.00045271-0.00023817i,0.0004001-6.2042e-05i,0.00020503+4.4591e-05i,-0.00038642-1.0658e-05i,-0.00096883+0.00017538i,-0.0007572+0.00060161i,-0.00047162+0.0013036i,-0.00037492+0.0012561i,-0.00022039+0.00087089i,-0.00036235+0.00068793i,-0.00050818+0.00061239i,-0.00017312+0.00056819i,0.00063229+0.00020652i,0.00092862-5.7433e-05i
-0.0018614+0.00031484i,-0.0023475+0.0001426i,-0.00096174+0.0011471i,0.00076962+0.0013598i,0.0012736-0.00048686i,0.00043562-0.0021863i,-0.00082718-0.0015411i,-0.0010179-0.00028599i,-4.2928e-05+0.00053802i,3.8848e-05+0.0014371i,0.0004067+0.0011062i,0.0013358+0.00038899i,0.0010458+0.00030756i,0.00026463+0.00026825i,-0.00031027+1.3281e-05i,-0.00072426-8.8214e-05i,-0.00035375-0.00040931i,8.7163e-05-0.0002376i,-0.00031835-0.00021375i,-0.00058768-7.9759e-05i,-0.00066805+0.00024679i,-0.00027267+2.4898e-05i,-0.00020506-0.00065781i
-0.00098509+0.0025884i,-0.0005289+0.0021587i,-0.00025165+0.0023715i,-0.00039198+0.0021286i,-1.7016e-05+0.00013712i,-0.00037359-0.0019139i,-0.0011502-0.0017463i,-0.0011588+0.00030096i,-0.00063809+0.00090589i,0.00016326+0.00029646i,0.00062812+0.00042132i,0.0011957+0.00014878i,0.00070379+0.000139i,0.00016205-0.00053221i,0.00065683-0.0011035i,0.00063972-0.001146i,-2.8015e-05-0.0010296i,-0.00059864-0.00021621i,-0.00026692-0.00012255i,-4.7767e-05-0.0008781i,0.00013801-0.0010506i,0.00087523-0.00026271i,0.00034624+0.0003162i
0.0026705+0.00017497i,0.0038769-0.0021836i,0.003439-0.0032855i,0.0017015-0.0033611i,-0.00035413-0.0033438i,-0.0020331-0.0023034i,-0.0027677-0.00084377i,-0.0019008-0.00080268i,-0.00043941-0.00047923i,-0.00014264-0.00023664i,-0.00042899-0.0002016i,-0.00069172-3.8217e-06i,-0.0010434-0.00053336i,-0.0015921-0.000827i,-0.001052-0.00036542i,-0.00011719-0.00052785i,0.00088677-0.0011575i,0.0011842-0.0010612i,0.00021369-0.000313i,0.00018292-0.00010464i,0.00033284+0.0001006i,-0.0001623+0.00084435i,-0.00028394+0.00096965i
0.0013055-0.0034576i,0.00098354-0.0040513i,-0.0010515-0.0040638i,-0.00069178-0.0024914i,-0.00052184-0.0013802i,-0.0013537-0.00038333i,-0.0012141+8.0909e-05i,-0.00058857-0.00021525i,0.00057961-0.0006469i,0.00033604-0.0013627i,0.00017943-0.0010401i,0.00030102+0.0001155i,-0.00041646+0.00092874i,-0.00095697+0.00076416i,-0.00055551+0.00056577i,-0.00023908+0.00053206i,-0.00080249-2.0149e-05i,-0.00073799-0.00037497i,5.5283e-07-0.0003465i,0.00014471-0.00067594i,0.00033419-0.00061519i,-0.00036347+0.00016464i,-0.0010565+0.00050332i
-0.00010902+0.0037855i,0.00060911+0.0034504i,0.00083099+0.002346i,0.00068355+0.00039855i,0.00078106-0.00081697i,-0.00049568-0.0020341i,-0.002201-0.0012012i,-0.0011063+0.00052153i,0.00082332+0.00074493i,0.00072437-0.00025202i,-9.4739e-05-0.00069461i,-0.00047265-0.00053029i,-0.0003511-0.0010745i,-0.00058554-0.0012052i,-0.00095444-0.00086745i,-0.00037989+3.3596e-05i,0.00044498+0.00083921i,0.00026015+0.00082045i,-0.00020151+0.00016458i,-6.4447e-05+0.00060963i,0.00055584+0.0011272i,0.00070925+0.00012119i,0.0002165-0.00016951i
-0.0017854+0.00078959i,-0.001848+0.0006213i,-0.0018521-0.00026675i,-0.0010672-0.00089126i,-0.00051737-0.00073016i,-0.0011091-0.0012343i,-0.0011372-0.0012127i,-0.00066167-0.00033922i,-0.00066245-0.00045353i,0.00025499-0.00039524i,0.00068259+0.00055957i,-0.00019452+0.00088104i,-0.00051373+0.00052415i,0.00018462+0.00034509i,0.00070286-0.00022266i,0.00037015-0.00045603i,-0.00019794-0.00052998i,-0.00024226-0.00060616i,-0.00030786-0.00042442i,-0.00039183-0.00026624i,6.2589e-05+3.1137e-05i,0.0006976+0.00028289i,0.00075597+0.00072889i
-0.00013823-0.0019952i,-0.0013413-0.0018501i,-0.0015434-0.001663i,-0.0011691-0.0013906i,-0.00036989-0.00017671i,-0.00023544+0.00037286i,-0.00020731+0.00022974i,0.0005555+0.00048364i,0.0012479+0.00018274i,0.0011275-0.00041877i,0.00054497-0.00015211i,-0.00012678-7.5285e-05i,-0.00023228+0.00010505i,0.00063421+0.00016885i,0.00044802-0.00011058i,-2.2687e-05+4.5111e-05i,-0.00041329+0.00024562i,-0.00055907-0.00044797i,0.00044208-0.00068102i,0.00052738-0.00078059i,-0.00038886-0.00024608i,-0.0007522+0.00057659i,-0.00025422+0.00072758i
0.00050652-5.3533e-05i,-8.3124e-05+4.8279e-06i,-0.00010955-5.243e-05i,-0.00032666-0.00064772i,-0.0001306-0.0010563i,-0.00011262-0.00098934i,-0.00093637-0.0003783i,-0.00091775+8.3369e-05i,-0.00097338-3.8739e-05i,-0.00043309-0.00031973i,0.00026148-0.0006293i,0.00037865-0.00060423i,-0.00019253-0.00047273i,-0.00014269-0.00085919i,7.8486e-05-0.0010163i,0.00014636-0.00052246i,0.00026631+0.00031633i,-0.0003012+0.00021664i,-0.00050418-0.0012038i,-6.5955e-05-0.00088369i,0.00014982+0.00089032i,0.00013732+0.00097142i,0.00010352+0.00028584i
0.0011183+0.00019525i,0.00098049-0.00099385i,0.00016439-0.0014626i,0.00013691-0.00080454i,0.00054736-7.79e-05i,-0.00016178+0.00048276i,-0.00061993+0.00063116i,-0.00089443+0.00037698i,-0.0007723+0.00025241i,1.7879e-05+0.00059376i,0.00069172+0.0012372i,0.00060942+0.0012608i,4.2399e-05+0.00049079i,-4.2653e-05-1.0807e-05i,-1.4667e-05-0.00022283i,-0.0005315-0.00015839i,-0.00050467-0.00027899i,-0.0005472-0.00056149i,-0.00067785-0.00087577i,-0.00061104-0.0006304i,-0.00029903-6.8586e-05i,0.0004274-0.00010866i,0.00088962-0.00069335i
0.0011518+0.00044766i,0.00021748+6.8954e-05i,-0.00074739-5.0773e-05i,-0.0008968+0.0005061i,-0.00064733+0.00020374i,-0.0008264-0.00037568i,-0.0017797-0.00065455i,-0.0008287-0.00052309i,0.00054682-0.00034291i,0.00043943-0.00070114i,0.00032608-0.00036253i,0.00042096-1.2225e-05i,0.00068126-0.00032975i,0.0002916-0.00011411i,-0.00026514+0.00063239i,-0.0005104+0.00032695i,-0.0010379-0.00012063i,-0.00092617-1.1254e-05i,-0.00043785-0.00023802i,0.00017354-0.0001969i,0.00086072+0.00061108i,0.00067779+0.00023291i,-0.00085133-0.00030957i
-0.0017745-0.0012535i,-0.00078437-0.00092868i,0.00011378-0.00014793i,-0.0007955-0.00011438i,-0.00097573-0.00078935i,-0.00069111-0.0012395i,-0.0012476-0.0017011i,-0.0010827-0.0017078i,-0.00051839-0.00072203i,-0.00046579-0.00041017i,-0.00054938-0.00021252i,-0.0004997+0.00028521i,-0.00048195-0.00024598i,1.5077e-05-0.00068518i,0.00084677+3.9164e-05i,0.00028555-0.00015183i,-0.00087603-0.00032682i,-0.00045722+0.00054185i,0.00042242+0.00025335i,0.00083747-0.0009799i,0.00035515-0.00078611i,0.00023048+0.00068626i,0.00065706+0.00073031i
-0.0011568-0.0028769i,-0.0019108-0.0030367i,-0.0022066-0.0025504i,-0.0013419-0.0013849i,-0.00074496-0.00011157i,-0.00072255-0.00060588i,-0.0014262-0.00054899i,-0.001146+0.00064882i,9.3289e-05+0.00128i,0.00060332+0.0010617i,0.00087618+0.00041138i,0.0014562-7.2095e-05i,0.0014005+0.0001036i,0.00046894-0.000366i,0.00092039-0.0010958i,0.0013995-0.00027977i,0.00045956+0.00014932i,-0.00011968+0.00020893i,-0.0005106+0.00033997i,-0.00047953+0.00034946i,-0.00046073+0.00032207i,-0.00086175-0.00018521i,0.0003341-0.00018144i
2.1329e-05-0.0010991i,-3.2905e-05-0.0010134i,0.00062394+0.00046859i,-5.5122e-05+0.0013114i,-0.0013894+0.00014129i,-0.0013889-0.00026848i,-0.00099936-5.9683e-05i,0.00016546+1.3204e-05i,0.00099225+0.00016984i,0.00053337+0.0006522i,-0.00027263+0.0010617i,-0.00015787+0.00082821i,-0.00041263+0.00074728i,-0.00071709+0.00073851i,-0.0011319+0.00026084i,-0.0011788-0.00012511i,6.3683e-05+5.6513e-05i,0.00042636+0.00044318i,3.4967e-05+0.0007038i,0.00048248+0.00051436i,0.00053816+0.00020484i,-0.00022021-0.00020146i,-0.00033459-0.00062062i
