-0.002279-0.00057677i,-0.0026448-0.00037734i,-0.0039182+0.00061492i,-0.0032559+0.0014464i,-0.0013706+0.0027562i,-0.0011603+0.00244i,-0.0013613+0.0018987i,-0.00043117+0.0010975i,0.00071395-0.00017421i,0.00054821-0.00085794i,0.00043161-0.00076525i,0.00067465-0.00058574i,0.00069575-0.00084256i,0.00097297-0.00048637i,0.00035801+7.5489e-05i,0.00036504+2.3217e-05i,1.472e-05-0.00035867i,-0.00043827+8.5503e-05i,-0.00027397-0.00011521i,-5.3243e-05-0.00053928i,0.00017474-0.00021659i,0.00023044-0.000349i,0.00051331-0.00082972i
-0.0028293+0.00080992i,-0.0030465+0.001374i,-0.0020781+0.0021166i,-0.00087649+0.0021557i,0.00045164+0.0013418i,0.0013839+0.00047008i,0.0014204+0.00051258i,0.00023778+0.00047717i,-0.00084501+0.00030036i,-0.0011086+0.00074238i,-0.00064699+0.00096478i,-0.00018901+0.00052416i,-0.00068652-9.307e-05i,-0.00081908-0.00034454i,-0.00013954-2.7444e-05i,0.00024292+0.00023931i,0.00057354-0.0006601i,0.00013154-0.0011413i,-0.00028904-0.00086251i,-0.0006003-0.00030084i,-0.00069543+0.00061618i,0.00028091+0.00026007i,0.0012213-0.00035574i
0.0017741+0.00010204i,0.0010693+8.3779e-05i,0.0016889-0.00056725i,0.0030997-0.00052164i,0.0030947-0.00056515i,0.0017301-0.00091153i,-0.00017915-0.00094279i,-0.00062423-0.00083553i,-0.00076291-0.00093296i,-0.0014471-0.00095649i,-0.00032392-0.00059828i,0.0013473-0.00095957i,0.00096421-0.0014459i,0.00026322-0.0010752i,0.00048581-0.00054044i,-0.00017284+0.00013456i,-0.00093154+0.00025716i,-2.7015e-05+5.8412e-05i,0.00093276-5.9964e-05i,0.0010898-0.00037942i,0.00070098-0.00048699i,3.3827e-05-2.6542e-06i,-7.4028e-05+0.00084554i
0.0013154+0.00032138i,0.0017779-0.00038259i,0.0023783+6.8812e-05i,0.00096323+0.00011721i,0.00031641-0.00019114i,-2.987e-05-2.2825e-05i,-0.0016036+0.00068104i,-0.0017593+0.00081912i,-0.0012314+0.0004319i,-0.0017874+0.00069002i,-0.0019466+0.0017628i,-0.00088412+0.0018177i,-5.7738e-05+0.0003579i,0.00089114+0.00026143i,0.00073251+0.00024952i,8.0209e-05-0.00076451i,0.00043718-0.0012339i,0.00025487-0.00064682i,-0.00044862+0.00034854i,-0.0010926+0.0010109i,-0.0015737+0.0012743i,-0.0009411+0.00083004i,0.00056049-0.00014004i
-0.00092304+0.003464i,-0.0011295+0.0035026i,-0.00035721+0.003408i,0.00095449+0.0024597i,0.0020047+0.00091408i,0.0020692-0.00060218i,0.0012068-0.0018929i,0.00023178-0.0020635i,-0.0004477-0.0016577i,-0.0017242-0.0013605i,-0.0020836-0.00034211i,-0.00098767+0.00023453i,-6.0335e-05+0.00058998i,-0.00021761+0.00059605i,-0.000193+1.1507e-05i,5.4189e-05+3.7698e-05i,0.00034791+0.00059933i,0.00087323+0.00021435i,0.00089822-0.00089232i,0.00043491-0.001444i,-0.00013026-0.00073i,-0.00066907+0.00077555i,-0.00098313+0.0010662i
-0.00047214-0.0017198i,0.00048056-0.0016544i,-0.00038067-0.0012892i,-0.00038363-0.00042235i,0.00093668-0.00022689i,0.0022195-0.00022721i,0.0019592-0.00024236i,3.2378e-05-0.00057956i,-0.0010126-0.00075623i,-0.00092835-0.00021763i,-6.4334e-05+0.00081277i,0.00014687+0.0014943i,-0.00032468+0.0010255i,-0.00015485+0.00070432i,0.00044603+0.00052628i,0.00071548-1.0903e-05i,0.00064606-0.00057751i,0.00044029-0.00041097i,0.00020423+0.0006037i,1.9999e-05+0.0011697i,9.4539e-07+0.0012756i,0.00035989+0.0010466i,0.00052798+0.00041808i
-0.0015274+0.0020792i,-0.00084287+0.0018566i,-4.6722e-05+0.0027556i,0.00078601+0.0023977i,0.00092451+0.00032469i,0.00021636-0.0015884i,-0.00024193-0.0011047i,-0.00060189+0.00024269i,-0.0011424+0.00053805i,-0.0017372+0.00081094i,-0.0013984+0.00062034i,-9.812e-05+0.00038116i,0.00069666+0.0003298i,0.0006344+1.62e-05i,0.00018406-0.00012046i,-0.00028086-0.00018928i,-0.00010116+8.443e-05i,0.00028556+0.00027637i,0.00016705+0.00023265i,-0.0010043+0.00035254i,-0.0011041+0.00072268i,-0.00044425+0.00093354i,1.3512e-06+0.00063775i
0.001383-0.0027205i,0.0013668-0.0021641i,0.00074612-0.0020524i,0.0006126-0.0015721i,0.0013215-0.00085809i,0.0018016-0.00024116i,0.0015441-7.4383e-05i,0.00071912-0.00080024i,-0.00040162-0.0013337i,-0.00079741-0.0012417i,-0.00071916-0.00052747i,-0.00041486-0.00042679i,-0.00016761-0.0003655i,0.00041537+0.00017727i,0.0014386+0.00040883i,0.0018106+0.00047736i,0.0015406-8.1025e-05i,0.00038562-0.00014552i,-0.00043615+0.00069657i,-9.2885e-05+0.0011444i,9.6441e-05+0.00063352i,0.00047318-0.00023636i,0.00074706-5.5503e-05i
0.0023726-0.001182i,0.0032231-0.00054998i,0.0033318-0.0015395i,0.0017601-0.002097i,-5.8274e-05-0.0021593i,-0.0014517-0.0014689i,-0.0018332-0.00060196i,-0.0013373-0.00097801i,-0.00097726-0.0016827i,-0.0011277-0.0014749i,-0.001309-0.00041334i,-0.0011135+0.00070518i,-0.001226+0.00067096i,-0.0017131+0.00025899i,-0.00073108+0.00026894i,-7.9704e-05+0.00037937i,-0.00086694+0.00061343i,-0.00092733+0.0012685i,-3.5561e-05+0.00070392i,-1.4122e-05-0.00073059i,-0.00072386-0.00071182i,-0.00049148-4.4824e-06i,-0.00010236+3.707e-07i
0.00022875+0.00041704i,0.00048897-0.0005675i,0.00063895+0.0004927i,0.0010705+0.00085765i,0.0014808-0.0004853i,0.0014727-0.0019067i,0.001371-0.001132i,0.0006345-0.00040543i,-0.00047834-0.0015819i,-0.0010721-0.0019389i,-0.0010632-0.0015375i,-4.9472e-05-0.0017918i,0.00079743-0.0010948i,0.00023182-0.00037509i,6.9061e-05-0.0010444i,-0.00059528-0.0013725i,-0.0012073-0.00068151i,-0.00060277+0.00032901i,-0.00014788+0.00021508i,0.00038357-0.00042693i,0.00074907-0.00026911i,0.00084085-0.00049341i,0.0012414-0.00094222i
-0.00033687-0.00062183i,5.3049e-05-0.0010305i,0.00038024-0.0013876i,-0.00051134-0.00076029i,6.8332e-05+0.00011302i,0.0011996+0.00066366i,0.00092168+0.00026854i,5.2854e-05+0.00029928i,-0.00070008+0.00060872i,-0.0012805+0.00036926i,-0.0010358+0.0012446i,-0.00024885+0.0018789i,0.00046504+0.00094009i,0.00036035+0.00042077i,0.00017274+0.00026652i,0.00037363+0.0002012i,0.00065029-0.00014612i,0.00094142-0.00038829i,0.00060463-7.8993e-05i,-0.00041406+0.00055617i,-0.00057071+0.0011352i,-0.00014985+0.0010203i,-0.001179+0.00022853i
-0.00050721-0.00088577i,-0.00047334-0.0013162i,8.4246e-05-0.00093479i,0.00020654+3.5313e-05i,-0.0005653-0.00015343i,-0.0011338-0.0011336i,-0.00095561-0.00085987i,-0.00068709-0.00036274i,-0.0011112-0.00095031i,-0.0018972-0.0012983i,-0.0019467-0.0010407i,-0.00026068-0.0010271i,0.0009378-0.00059854i,0.00072847-0.0005493i,0.00054631-0.00084979i,0.00021008-0.00033182i,-1.7333e-05-0.00024951i,0.00018892-0.00068675i,-0.00021862-0.00054957i,-0.0004192-0.00023803i,0.00017772-0.00055913i,0.00052165-0.00093646i,0.00037176-0.0010575i
-1.0076e-05+0.0013356i,-0.0008183+0.0017541i,-0.00070595+0.0023407i,0.0012435+0.00128i,0.0028372-0.0006101i,0.0019913-0.0012324i,-0.0001043-0.0015606i,-0.00070603-0.0017015i,-0.00031606-0.0016002i,-0.00035488-0.00061742i,-7.1941e-05+0.00054437i,-0.00013793+0.00058244i,-0.000709+0.00099959i,8.6302e-05+0.0010146i,0.0014517+0.00022853i,0.00092373+0.00032882i,0.00035154+0.00046056i,0.0002608+9.7656e-05i,0.00053832+6.9829e-05i,0.00069468+0.00024108i,0.00058495+0.00040818i,0.00051424+0.00091791i,0.00070767+0.0013876i
-0.00075057+0.00028331i,-0.00035139+0.001599i,3.1951e-05+0.0016798i,0.00043056+0.001286i,0.0015102+0.00047332i,0.0020874-7.96e-05i,0.00085159+0.00054739i,0.00042054+0.00086047i,6.7821e-05-4.8556e-05i,-0.00062778-0.0012129i,-0.00038029-0.0013177i,9.2663e-05-0.0012289i,-7.9674e-05-0.00092397i,-0.00049072-0.00028305i,-0.00058672-0.00019241i,-0.0007729-0.00043732i,-0.00084691-0.00014076i,-0.00038472+0.00057929i,0.00030388+0.00055226i,-0.00052244-0.00037696i,-0.0014564-0.00099412i,-0.0016397-0.00053051i,-0.0013536-0.00031721i
0.0023998-0.0012014i,0.0021638-0.0018512i,0.0021186-0.0026812i,0.0016343-0.0024304i,0.00036199-0.0018995i,-0.00062554-0.0010646i,-0.00092053+0.00012501i,-0.00083716-0.00034882i,-0.0004396-0.0015325i,-0.00041271-0.0010522i,-0.00011478+0.00016203i,-0.00036781+0.00052847i,-0.00093347+0.00045091i,-0.00065822+0.00026286i,-0.00013607-0.00030085i,0.00033282-0.0008611i,0.00049867-0.00051377i,0.00053835+0.00016619i,0.0008004+0.0011185i,0.00088645+0.0010851i,0.00049442+0.00041896i,0.00041796+0.00077144i,0.0013112+0.0013271i
-0.002732-0.0017946i,-0.0023834-0.001436i,-0.0022516-0.00078686i,-0.00050132+0.00078815i,0.0010708+0.002228i,0.00080262+0.0012876i,-2.2292e-05-9.7366e-05i,-0.0015014-0.00044097i,-0.0025246-0.00058087i,-0.0026431-5.2774e-05i,-0.0021233+0.00031009i,-0.0011788+0.00060449i,-0.0010239+0.00077529i,-0.00055424+0.0011232i,0.0001689+0.0012639i,0.00059247+0.00075689i,0.00061549+0.00058347i,-0.0002258+5.1285e-05i,-0.0003-6.6241e-05i,-0.00039137-0.00081903i,-0.0012737-0.0012085i,-0.0019786+0.00025288i,-0.0018187+0.00089525i
-0.0011272+0.00033711i,-0.0010059+0.0013722i,-0.00085089+0.0027542i,-0.00070839+0.0022364i,0.00041909+0.0014679i,0.0019474-7.1541e-05i,0.0015426-0.0010392i,-0.00021071-0.00073344i,-0.0017702-0.00067279i,-0.0023509-0.0010081i,-0.0018188-0.00039411i,-0.00076474+0.00093235i,-0.00033334+0.0013349i,7.1021e-07+0.00027141i,0.00043809-0.00080278i,0.00033996-0.0014033i,0.0001397-0.00095979i,0.00045396-0.00030404i,0.0014253-0.00028841i,0.0019582+0.00026239i,0.0015931-2.7502e-05i,0.0015207-0.00017848i,0.0017932+0.00015432i
0.0010881+0.0014271i,0.0022231+0.0018303i,0.002317+0.0016011i,0.0021411+0.00014884i,0.0017991-0.00077475i,0.00053496-0.00010219i,-0.00020424-0.00010828i,-0.00012487-0.0008758i,-0.00010825-0.0010541i,-0.0009273-0.00090168i,-0.0015367-0.00029982i,-0.0012306+0.00042826i,-0.00060378+0.00027984i,-2.6562e-05+0.00022399i,0.00073786+6.7616e-05i,0.0014865-8.1651e-05i,0.0012783+0.00061579i,0.0004442+0.00070161i,0.00012888+0.0010547i,-0.00014872+0.0012457i,-0.00090326+0.00082698i,-0.00070514+0.0015037i,0.0001369+0.0021324i
0.00028094+0.0014309i,5.2405e-05+0.00039424i,0.0002871-0.00021804i,0.00075409-0.0013234i,-0.00016034-0.0019385i,-0.00084958-0.0015151i,-0.00079314-0.00079843i,-0.0015717-0.00052754i,-0.0017208-0.0010032i,-0.00086094-0.00081343i,-0.00058163-0.00078936i,-0.00025222-0.00098301i,0.00039778-0.00057231i,0.00077962-3.988e-07i,0.00078504+5.273e-07i,0.00061601-0.00054691i,-0.00034197-0.0010065i,-0.00045195-0.00041106i,9.9267e-05+0.00085735i,-0.00013066+0.00044655i,-2.3199e-05+0.00010657i,-1.3212e-05+9.9855e-05i,-4.2559e-05-0.00038335i
-0.0025351+0.00059029i,-0.0015663+0.0014937i,-0.00099225+0.0021133i,-0.00090779+0.0020146i,-0.00017935+0.0013718i,0.00042254+0.00024823i,-0.00021257-0.00076288i,-0.00041727-0.0013698i,-0.00068015-0.0016617i,-0.0011773-0.0010749i,-0.0010703+0.00032945i,-0.0012781+0.00087806i,-0.00081581+0.00051034i,-8.7314e-05+0.00091593i,0.00012673+0.0014139i,0.00094533+0.0011118i,0.0012629+0.00040007i,0.00089059-0.00042347i,0.00080935-0.00011775i,-9.6725e-05+0.00077772i,-0.00098784+0.0010509i,0.00020319+0.0011711i,0.001345+0.0015349i
-0.001345+0.0007136i,-0.0018221+0.00098931i,-0.0011298+0.0019262i,0.0016583+0.0023584i,0.0032464+0.0016508i,0.0028757+0.00088111i,0.0013645+0.00028554i,-3.3631e-05-0.00063551i,-0.0014859-0.0013533i,-0.0027864-0.0011871i,-0.0024047-0.00050292i,-0.0012036-0.00017161i,-0.0005666-0.00014861i,-0.00057978+0.00016774i,-0.00079845-0.00024251i,-0.00061354-7.9625e-05i,-0.001191-0.00044803i,-0.0013317-0.00075988i,-0.00075398+7.5954e-06i,-0.0001375-0.00053023i,-6.7529e-05-0.0012592i,-0.00082066-0.0011172i,-0.00081212-0.0016598i
-0.00070729-0.00097416i,-0.00092883-0.001648i,-0.0001779-0.0018255i,0.001349-0.00058891i,0.0018999+0.00069738i,0.00090526+0.00071287i,-0.00031304-0.0004563i,-0.00081883-0.00041451i,-0.0013045+0.00055807i,-0.0021896-0.00011632i,-0.0023062+9.8834e-05i,-0.0013267+0.0010222i,-0.00049667+0.0002605i,0.00059448+0.00013525i,0.00084096+0.00036711i,0.00011259-0.00011587i,0.0005844+0.00037646i,0.00095568+0.0011058i,0.00097115+0.0014032i,0.00011765+0.0012145i,-0.00026669+0.00033638i,5.0481e-05+0.00050372i,0.00026943+0.0015668i
-0.0015978+0.00018403i,-0.00077984+0.0010742i,-0.0007322+0.0009028i,-0.0010917+0.00096223i,-0.00049782+0.0012897i,0.00056282+0.00087202i,0.0010242-0.00038896i,0.00053699-0.0009189i,-0.00023148-0.0014311i,-0.00089465-0.0017863i,-0.0012838-0.00039208i,-0.00088374+0.00076057i,-0.00047941+0.00023378i,-0.00075375-0.00045934i,-0.00035236-0.00012721i,0.00039124+0.00026377i,0.00024818+8.114e-05i,4.2216e-05+0.00015752i,0.00034352+0.00016991i,0.00012103-7.1139e-05i,-3.3279e-05-0.00019424i,-6.159e-07+0.00017854i,-0.00023094+0.00029958i
-0.0016113-0.0043106i,-0.0020522-0.0037047i,-0.0020762-0.0029959i,-0.00089236-0.00091141i,4.7434e-05+0.0011307i,0.0014618+0.0018959i,0.0010433+0.0010243i,-0.00075034-0.00013277i,-0.0015706-0.00054243i,-0.0017032-0.00046571i,-0.0012829-0.00036081i,-0.00058363+0.00018117i,-0.00075446-0.00028546i,-0.00014176-0.0010566i,0.0012603-3.8565e-05i,0.0018412+0.00089795i,0.00093928+0.00032767i,2.3881e-05-0.00037383i,5.048e-05+3.0782e-05i,8.3542e-05+0.00064937i,-0.00011393+0.00096149i,0.0003313+0.0010782i,0.0013495+0.00040173i
0.0017714-0.0036934i,0.001104-0.0030798i,0.0002259-0.0034495i,-0.00030848-0.0018326i,-0.00058603+0.00037104i,-0.00078597+0.00040973i,-0.00054962-0.00031381i,-0.00062679-0.0010933i,-0.0016539-0.0018328i,-0.0023004-0.0017272i,-0.0019432-0.0011623i,-0.0014904-0.00036283i,-0.0013462+0.00020992i,-0.0015115+5.5101e-05i,-0.0011778+0.00047384i,-0.0003858+0.00074248i,-0.00031506+0.00060281i,-0.00046148+0.00071084i,-0.00044307+0.00049729i,-0.00011206-0.00060312i,-0.00045349-0.0012034i,-0.00079139-0.00013558i,-0.00085492+0.00059785i
0.00032543+0.00067046i,0.00047683+0.0013166i,-4.2859e-05+0.0013203i,-0.00073729+0.0010533i,-0.00043789+0.00046597i,-0.00018046-0.00024994i,-0.00035073-0.00026155i,-0.00028431-0.00024718i,-0.00022292-0.00084189i,-0.00049474-0.0017041i,-0.00083254-0.0017136i,-0.0012226-0.00065294i,-0.00075104-0.00034311i,-0.00025407-0.00023011i,-0.00027429-0.00016221i,-0.0002199-0.00059547i,-0.00017729-0.00058371i,-0.00038323-0.0010456i,-0.00082261-0.00085769i,-0.00076144-0.00023661i,9.0886e-05+0.00015009i,0.00057605+9.5864e-05i,0.00069652-0.00027161i
0.00050869+0.00096175i,0.00042363+0.0015415i,0.00083095+0.00063654i,0.0015569+0.00088369i,0.001396+0.0009288i,0.00075723+0.00025936i,0.0011827+0.0004772i,0.00066001+0.00073452i,-0.00059533+0.00033872i,-0.0012059+0.0003875i,-0.00081323+0.00088229i,-0.00010526+0.00058524i,0.00037496+0.00012641i,0.00045911-0.0003625i,0.0010462+8.9999e-05i,0.00077999+0.0003493i,-0.00039474+0.000174i,-0.00027971+0.00011564i,-9.8385e-05+0.00070717i,-0.00025839+0.00070261i,-0.00017629+0.00074433i,-0.00020447+0.0010305i,-0.00012303+0.0010424i
0.0023847-0.001105i,0.0029162-0.0014291i,0.0027962-0.0025252i,0.001856-0.0022527i,0.00027105-0.00066952i,-8.495e-06+1.4337e-05i,0.00087988-0.00030108i,0.00040281-0.00062651i,-4.1457e-05-0.0011612i,-0.00018501-0.0016411i,-0.00074066-0.00096381i,-0.00057188+0.00053125i,1.4181e-05+0.00091528i,-0.00030382+0.00052467i,-0.0012724+0.00022289i,-0.0010327-0.00037576i,-0.00048593-0.00062681i,-0.00026941-0.00080626i,-2.0637e-05-0.00092422i,6.6285e-05-0.0006414i,-0.00017709-0.00053393i,-0.00036723-0.00071568i,-0.00036756-0.0010758i
0.0012809-0.00057191i,0.00031098-0.00064147i,-0.00017604-0.00089917i,-0.00064883-0.0011471i,-0.00070156-0.0019253i,-0.00020579-0.0020778i,-0.00041427-0.0013732i,-0.00093003-0.00053645i,-0.0013067-0.00092232i,-0.001025-0.0018567i,-0.0013582-0.0013731i,-0.001159-0.00044888i,-4.6807e-05+0.00034539i,0.00052629+0.0007931i,0.00038478+0.00097862i,-0.00033011+0.001412i,-6.5117e-05+0.0011206i,-0.00014215+0.000224i,7.2452e-05-0.00091138i,0.00097391-0.00072065i,0.00091571+0.00075258i,0.00061839+0.0019146i,0.00083514+0.0015646i
0.00031537+0.0016643i,0.00059813+0.0026893i,0.0014041+0.0025213i,0.0015751+0.0010354i,0.0014739-0.00019747i,0.0012645-0.0011567i,0.0005877-0.0013551i,9.6501e-05-0.00051775i,-0.00069515-0.00018046i,-0.00099897-0.0014571i,-0.0005763-0.0015003i,-0.00036604-0.00038595i,-0.00036106-0.00069257i,-0.000922-0.00092742i,-0.00094893-4.8905e-05i,-0.00056062+0.0001959i,-0.00019107-0.00038746i,-0.00037118-0.0007233i,-0.00018431-0.00030499i,0.00062299+0.00016929i,0.00068206+0.00047077i,0.00026572-0.0003235i,-0.0010116-0.0014277i
-2.2135e-05+0.0018856i,0.00050967+0.00099373i,0.0015667+0.00091388i,0.0024297+0.00087599i,0.0027436-1.953e-05i,0.0019967-0.0010202i,0.00032887-0.0014723i,-0.00063396-0.001335i,-0.00054268-0.0011415i,-0.00031186-0.0013549i,0.00036663-0.00060895i,0.00036316+0.00039977i,0.00066222+0.00019017i,0.0011599-0.00039508i,0.0010845-0.00049375i,0.00039501+0.000198i,-0.00021559+0.00079935i,-3.6764e-05+0.00075917i,-0.00010643+0.00036838i,1.7455e-05+0.00017642i,0.0013672-5.8153e-05i,0.0015024+0.00035151i,0.00049282+0.0011335i
-0.0013224+0.00049225i,-0.00067506-0.00067147i,-0.00056892-0.00030384i,-0.00049591+0.00032226i,-6.4584e-05+0.00057405i,0.00029477+0.00070423i,0.0004227+0.00065786i,-0.00040238+0.00013402i,-0.0012847+6.2926e-05i,-0.001789+0.00042136i,-0.0017472+0.00062606i,-0.0015113+0.00064553i,-0.00060612+0.00045961i,0.00099065+0.0005183i,0.00092532+0.00037678i,0.00039024+0.00013409i,0.00045665-4.4493e-05i,0.00018875-4.901e-05i,-0.00013012+1.0858e-05i,-0.00026782-0.00029792i,-5.6616e-05-3.4897e-05i,-0.0005334-0.00021701i,-0.001088-0.0006375i
0.00013508+0.00012966i,0.00055343-0.00025833i,0.00049113+0.00087102i,0.001377+0.00085414i,0.0024317-0.0012788i,0.0027336-0.002488i,0.0012823-0.0020146i,-0.00044333-0.0015036i,-0.00074384-0.0013584i,-0.0012706-0.00087833i,-0.0016769-0.0005276i,-0.00086027-9.2237e-05i,-0.0006483+0.00095148i,-0.00057372+0.0010373i,0.00075815+0.00040069i,0.0009173+0.00097909i,0.00029402+0.0015058i,0.00060075+0.0012435i,0.00050856+0.00063286i,0.00040599+6.3674e-05i,0.0014564+0.00041951i,0.0019572+0.00065117i,0.0011875-0.00032948i
-0.00047784+0.00062871i,-0.00018256+0.00073107i,0.0015512+0.0010841i,0.0032049-0.00052612i,0.0031044-0.001224i,0.0021526+0.00044201i,0.00095488+0.000395i,-0.00033598-0.00097533i,-0.0010939-0.0012041i,-0.0013903-0.0011042i,-0.0013468-0.00062624i,-0.00044776-2.3356e-06i,-0.00028284-0.00072287i,-0.00095155-0.00068912i,-0.0010844+0.00046546i,-0.0008246+0.00037222i,-0.0008523+0.00025026i,-0.0006104+8.3083e-05i,0.00036372+6.3744e-06i,0.0007655+0.00051639i,0.00022788+0.00089413i,0.00022159+0.0011029i,0.00079345+0.0017574i
-0.0032079-0.0018817i,-0.0035242-0.0021616i,-0.004542-0.0012481i,-0.0038756+0.00046267i,-0.0018429+0.00083356i,-2.6894e-05-1.0931e-05i,-0.00017761-0.00033578i,-0.00076499-0.00011576i,-0.0012337-0.00050031i,-0.0011348-0.00085557i,-0.00035802-0.0006225i,0.00045203-6.8439e-05i,0.00072371+0.00016051i,0.0007217-0.00020625i,0.00036658-0.00054548i,-0.00019411-0.0005649i,7.8271e-05-0.000312i,0.00052721+0.00040973i,0.00013468+0.00042621i,-0.00029564-7.442e-05i,-0.00019082-0.00082137i,0.00091437-0.001431i,0.0016956-0.0010348i
0.001268-0.00082957i,0.0016548-0.0011661i,0.0011561-0.0016483i,0.0020959-0.0011501i,0.00289-0.00011135i,0.0019155+0.00023121i,0.00067245-0.00012967i,0.00026926-0.0010194i,-0.00076859-0.0019344i,-0.0022157-0.0018545i,-0.0023817-0.00064102i,-0.0019683+0.0004008i,-0.00099746+0.00047788i,0.0002608+0.00037541i,0.00055764+0.0012154i,0.00036839+0.0019094i,0.0004021+0.0015303i,0.00030764+0.0010264i,0.00033831+0.00042027i,-4.3816e-05+0.00045441i,0.00012723+0.0012451i,0.00054048+0.0010713i,-0.00021436+0.00075837i
0.0012875+0.0010402i,0.00079049+0.0010967i,0.0012454-0.00021692i,0.00085081-0.0015264i,-0.00012717-0.001201i,-0.00080929-0.00049417i,-0.0011697-3.5471e-05i,-0.0014947+0.0001284i,-0.0014268-0.0007046i,-0.0018296-0.0011807i,-0.0022399-0.00080362i,-0.0013686-0.00039208i,-0.00072133-0.00032422i,-0.00042606-0.00041589i,0.00013159-0.00012046i,0.00080204+0.00053511i,0.00087871+0.0004693i,-0.00015841-1.2613e-05i,-0.00080051+0.00016708i,-0.00040042+0.00090977i,0.00019064+0.00070799i,0.000662-0.0003429i,0.00045668-0.00063705i
0.00030613+0.00042151i,0.00030773+0.0014528i,0.00072287+0.0017174i,0.0018821+0.0018074i,0.0031696+0.0022792i,0.0025707+0.002094i,0.0015978+0.00085992i,0.00074255+0.0002333i,-0.00033138-0.00033675i,-0.00012849-0.0011323i,0.00023489-0.00078871i,0.00020016-0.00042225i,9.6974e-06-0.00088505i,0.00037961-0.00064115i,0.00093867+0.00024071i,0.00065054+0.00027469i,8.1722e-05+0.00034151i,0.00018765+0.000421i,0.00050722-0.00022814i,0.0005356-6.0852e-05i,0.00050396+0.00058865i,7.533e-06+0.0006518i,-3.1741e-05+0.00080595i
-0.0018167+0.00050674i,-0.00070544-0.0001741i,-0.0004494-0.00055708i,-0.00039885-0.00086432i,-0.00062742-0.00099634i,-8.5342e-05-0.0011283i,0.00039842-0.00072659i,7.2008e-05-0.00039253i,-0.0011344-0.00064705i,-0.0015516-0.00074262i,-0.00037904-0.000233i,0.00025803-8.694e-05i,0.00050051-6.974e-05i,0.00048466+6.5326e-05i,-0.0005885-6.8971e-05i,-0.00050038-0.00051085i,0.0002516-0.00045728i,0.00082332-0.00012431i,0.0006708+0.00027468i,0.00021046+0.00042043i,-0.00037969-9.2353e-05i,-0.00081637-0.00030888i,-0.00045771-6.2791e-06i
0.00033003+0.00052135i,0.0004085+0.00069713i,0.00031087+0.0010129i,0.00062291+0.0013602i,0.0019596+0.00082989i,0.0026678-0.00057145i,0.0012276-0.0016777i,0.00013766-0.0017009i,-0.0003128-0.0013552i,-0.00071208-0.00053288i,-0.0014199+0.00070275i,-0.0015415+0.0010722i,-0.0009478+0.00047226i,-0.00059341-0.00029023i,-0.00047524-0.00022981i,0.00019177+0.00082777i,0.00058922+0.0011707i,-9.2936e-05+0.00075871i,0.00055114+0.00087518i,0.00092457+0.00067118i,0.00060429+0.00025305i,0.0011404+0.00026279i,0.0012974+0.00028852i
0.0010646+0.00046094i,0.00071539+0.0012833i,0.00084031+0.00051439i,0.00018707-0.00021135i,-0.0012192+0.00034129i,-0.001067+0.00038541i,-0.00068084-0.00026368i,-0.00096393-0.00073654i,-0.00077209-0.00097832i,-0.00064227-0.00038292i,-0.00061661+8.0627e-05i,-0.00077191-0.00020323i,-0.0011008+8.4641e-05i,-0.00057977+0.00047932i,0.00070505+0.00031113i,0.0011011+0.00035226i,0.00047043+0.00045332i,0.00021689-3.4772e-06i,4.861e-05-0.00026548i,1.7556e-05+5.6777e-05i,0.00055605-4.4474e-05i,0.00028467-0.00047449i,-8.0553e-05-0.00012426i
-0.0015644-0.00019163i,-0.0018518-0.00047742i,-0.0017418+9.213e-05i,-0.00046722+0.0010987i,0.00095134+0.00078928i,0.0013845-0.00051165i,0.00050861-0.00087852i,-0.00075919-0.00040577i,-0.0018281-0.00024803i,-0.0016383-0.00047498i,-0.00087068-0.00012225i,-0.0002074+0.00046137i,0.0010715+0.00031879i,0.0016785+0.00040677i,0.0014873+0.00080292i,0.00037734+0.00040055i,-0.00061854-1.605e-05i,-0.0002856+0.00033164i,0.00044146+8.1455e-07i,0.00064713-0.00016309i,0.00085652+0.00037428i,0.0013721+0.0006475i,0.00092403+0.00062884i
0.0033987-0.0010831i,0.0029972-0.0020147i,0.0028411-0.0016034i,0.0023118-0.00073806i,0.0015394-0.00063324i,0.0010577-0.00015119i,0.00047049-0.00010067i,0.00015746-0.00056488i,0.00012784-0.00067835i,-0.00053857-0.0011984i,-0.0011469-0.0011611i,-0.00011622-0.00025392i,0.00064607+0.0002438i,0.00038783+0.00047643i,-0.00018025+0.00035612i,-0.00054056+0.00018038i,-0.00046727+0.00023484i,0.00031946-0.00036041i,0.00048832-0.00047967i,0.00058661-0.00029027i,0.0006883+0.00032049i,0.00051645+0.00085418i,0.00051035+0.00017768i
0.001892-0.00064405i,0.0017171-0.00023048i,0.0027449+0.00033613i,0.0022462-0.00083323i,0.0013597-0.0016122i,0.0002871-0.0011382i,-0.00078329-0.00020419i,-0.00049951-0.00076983i,-0.001002-0.0016781i,-0.001922-0.001215i,-0.0014308+2.8973e-05i,-0.00088067+0.00063669i,-0.00093975+0.00078361i,-0.00033136+0.00037901i,0.00037452-0.00030922i,0.000267-0.0008218i,0.00056879-0.00091929i,0.0010537-0.00022553i,0.00091113+0.00033198i,-3.5215e-05+7.2502e-06i,-0.00066662-0.00076735i,-0.00081207-0.0006914i,-0.00031963-0.00036557i
