-0.0021294+0.00014801i,-0.00074494-0.00055173i,-0.0015842-0.00022669i,-0.0024837+0.0015376i,-0.0016665+0.0034316i,-0.00060159+0.0032099i,-0.00028889+0.0014219i,-0.00028531+0.00047687i,-0.00017401+0.00060188i,0.00050796+0.0016876i,-6.573e-05+0.0010682i,-0.0003316+0.00011248i,-0.00042771+0.00023711i,-0.00073778+0.0003242i,-0.00031871+0.00062567i,-0.00024789+0.0010322i,1.5943e-05+0.00062638i,9.6446e-05+0.0005653i,-0.00025992+0.00030512i,0.00057062-0.00047703i,0.0011414-0.00027429i,0.00081093+4.7658e-05i,0.00014047+8.5861e-05i
-0.003146-0.0017787i,-0.0029431-0.00013223i,-0.0030697+0.0013498i,-0.0021752+0.0031154i,-0.00032275+0.0043196i,0.0012564+0.0032584i,0.0010972+0.001367i,1.3337e-05+0.00043416i,-0.00049084-0.00036781i,-0.00026489-0.00079612i,-0.00017743-0.00028701i,-0.0009746+0.00014377i,-0.0010519+0.00015937i,-5.8835e-05+0.00053792i,-6.9371e-05+0.00082652i,-0.0004722+0.00018109i,-1.7723e-05-0.0001608i,0.00081656+9.5211e-05i,0.0010467+4.6772e-05i,0.00076023+2.2433e-06i,3.7467e-05+0.00011041i,-7.3413e-05+0.00019777i,-0.00061969+0.0007759i
0.00032993-0.00032654i,0.0012643+0.00094177i,0.00029816+0.002063i,0.00040358+0.0023448i,0.00021466+0.0022915i,0.00049959+0.0013409i,0.0012733+0.00040261i,0.00078225-0.00043969i,-0.00029654-0.00016852i,-0.00088368+0.00044339i,-0.00065619+0.00077943i,4.8017e-05+0.00081165i,-8.9586e-05+0.00046879i,-0.00050118+0.00023153i,-0.0001089+0.0003668i,0.0002559+0.00020361i,0.00068618-1.5019e-05i,0.00071444-4.7681e-05i,0.00065608-0.00045167i,0.0005874-0.0008616i,0.00042557-0.0008476i,0.00037611-0.0005617i,-9.145e-05-0.00084606i
-0.00047772-0.00062484i,-0.0018717+0.00017612i,-0.0011248-0.00079025i,-0.00036581-0.0017323i,2.5293e-06-0.00080131i,0.00088182+0.0013326i,0.00064153+0.0012395i,-0.00014034-0.00044275i,-0.00033663-0.00091449i,-0.00015564-0.00070382i,-4.1333e-05-0.00026047i,-0.00039009+0.00032273i,-0.0002662+0.00040072i,-7.3934e-05+0.00049788i,-5.7715e-05+0.00059508i,-3.9246e-06+0.00029603i,-0.00044648-0.00028969i,-0.00023893-0.00082398i,0.00061797-0.0013523i,0.00067558-0.00077385i,-0.00026289-0.00029272i,-0.00028499-0.00038962i,-0.00017866+0.00014811i
0.0019354-0.0031449i,0.00063366-0.0041885i,-0.00021525-0.0039556i,-0.0014189-0.0017518i,-0.0019705-0.00031581i,-0.0010112+0.00075846i,-0.00011847+0.00078916i,-0.00012834-0.00024147i,-0.00046683-0.0012867i,-0.00094108-0.0012507i,-0.00094-6.2214e-05i,1.0409e-05+0.00096134i,0.00044478+0.0014556i,0.00044455+0.001057i,0.00047468+0.00056957i,0.00031696+0.00097674i,0.00053778+0.0010656i,0.00025041+0.00060364i,-0.00037257-0.00041138i,6.2224e-05-0.001529i,0.00083118-0.0010839i,0.00038219+6.3183e-05i,-0.00017859+0.00094191i
-0.0014612+0.0018608i,-0.0021701+0.002355i,-0.0027647+0.0023712i,-0.0023955+0.0029777i,-0.0010499+0.0027582i,-8.7511e-05+0.0017678i,6.4737e-05-8.3225e-05i,-0.00075569-0.0014814i,-0.0015768-0.00049448i,-0.0015483+0.00035076i,-0.00040645+0.00061673i,0.00078138+0.00053388i,0.00071581-0.00020849i,0.00035796-0.00082011i,1.5963e-05-0.0014981i,-0.00030525-0.0014012i,-0.00056501-0.0002487i,-0.00059995+0.00053197i,0.00031733+0.00036234i,0.00018482+0.00023777i,-0.00077067+1.5764e-05i,-0.0005995-0.00074084i,5.8005e-05-0.00046454i
0.00054082+0.0019014i,0.0016078+0.00094408i,0.002708+0.0012477i,0.0035405+0.00086654i,0.0036173-0.00026234i,0.0017354-0.0016911i,1.7758e-05-0.0018944i,-0.00054774-0.0011012i,-0.00075305-0.00060408i,-0.00067235-0.00029992i,-0.00065553+0.00067407i,-0.0005662+0.0009344i,-0.0004694+0.00034936i,-0.00091547+0.00022737i,-0.0004077+0.0012338i,0.00015499+0.00081297i,0.0005036-0.00044022i,0.0005962-0.0003892i,0.0011117-0.00065066i,0.0018109-0.0010898i,0.00068314-0.00029105i,0.00015046+0.00069088i,0.00053457+0.00085598i
0.0035503+0.0019158i,0.0047929+0.00084431i,0.0043631-0.00096565i,0.0030239-0.0024226i,0.002791-0.0028756i,0.0017211-0.0020069i,-7.1732e-06-0.0013396i,-0.00015397-0.00054561i,3.3354e-05+0.00025709i,-8.7702e-05+5.4949e-06i,0.00026522+0.00031612i,0.00046438+0.00083566i,-0.0001508+0.00079334i,-0.00048159+0.00041189i,-0.0011172+0.00042884i,-0.00038786+3.1967e-05i,0.00072089-8.0724e-05i,0.00082706-4.3171e-05i,0.0006211-0.00031908i,-2.5313e-05-0.00053078i,-0.00046878-3.1659e-06i,-0.00068513-4.3142e-05i,-0.0010325+0.00038735i
-0.00056971-0.00068267i,-0.0015258-0.00018433i,-0.0018991+3.4989e-05i,-0.0013984+0.00087036i,-0.00048607+0.0022822i,0.00041639+0.0022827i,0.00078362+0.0011518i,-0.00029032+0.0006795i,-0.00060174+0.00038862i,-0.00021174+0.0003362i,-9.5777e-05+0.00021873i,0.0014142+0.0006966i,0.0017612+0.0014437i,0.00015237+0.0015826i,-0.00067707+0.0010726i,-0.0004657+0.00055848i,-0.00024757+0.00064927i,-0.00013267+0.00083639i,0.00010618+0.00055988i,0.00090939-0.00059941i,0.00025629-0.00086664i,-0.00092623-0.00052424i,-0.00072567+0.00014372i
-0.0018058-0.00012298i,-0.0020246+0.00095536i,-0.0022332+0.0016882i,-0.0014171+0.0021853i,6.0995e-05+0.0032282i,0.0014436+0.0020149i,0.0010015-0.00045268i,0.00013116-0.0012374i,0.00020898-0.00066002i,0.00030377+6.953e-05i,0.00079727+0.00030028i,0.00068311+0.0003946i,0.00054124+0.00062686i,0.00087636+0.0004759i,0.00042858+0.00043282i,0.00010251+0.0005207i,-1.0589e-05+0.00040985i,-0.00015012+0.00040569i,0.00018042+0.00014199i,-4.6764e-05-0.00028377i,-0.00027623-0.00066725i,-0.00018662-0.00096392i,-0.00032146-0.00070869i
0.00083007-0.0021304i,0.00031356-0.0025452i,-0.00015247-0.0028759i,-0.00083796-0.0012191i,-0.0017053+0.0016756i,-0.00078412+0.0024304i,0.00068849+0.0013984i,0.0010918+0.00038301i,0.0001025-0.00032055i,-0.0010197-0.00038384i,-0.00079674+0.00023707i,-0.00012299+0.0005448i,0.00041523+0.00028501i,0.00073705-0.00044522i,0.00036701-0.00062815i,-0.00052357-0.00013208i,5.1651e-05-0.00031084i,0.00093264-0.00072015i,0.00062542-0.00048681i,0.00022815-0.00043697i,0.00024235-0.00057519i,-1.9123e-05-0.00062533i,-0.00020604-0.00035321i
0.0016763+0.00048391i,0.0022478-0.00017202i,0.001821-0.00046189i,0.001133-0.00026736i,0.00064603+0.00067871i,0.00043798+0.00051487i,-0.00011963-0.00049614i,-0.00089046-0.00094627i,-0.0011806-0.00035283i,-0.0010473+0.00026406i,-0.00053792+0.00027735i,-0.00039856+0.00038108i,-0.00055514+0.00057646i,-0.00059346+0.00064528i,-0.00043452+0.00032901i,-0.00028984-3.481e-06i,0.00023089-1.4407e-05i,0.0011183-0.00060424i,0.0006893-0.00078956i,-9.9571e-05-0.00053113i,0.00038333-0.0010376i,0.00024219-0.00072643i,-0.00035972+0.0004759i
0.001812+0.00031808i,0.00078326-0.00046586i,-0.00028406-0.0017626i,-0.0001647-0.0018754i,0.0010957-0.00049703i,0.0016553+0.00090242i,0.0011727+0.0005992i,-0.00045081-0.00013386i,-0.0013381-0.00040311i,-0.0010819-6.6077e-05i,-0.0011657+0.00075023i,-0.00034486+0.00084181i,0.00028172+0.00040399i,0.00027489+0.00069644i,0.00066335+0.0011494i,0.00088143+0.0014059i,0.00072655+0.0015955i,0.0003292+0.0011888i,0.00036609-6.6916e-05i,0.0011015-0.00035911i,0.0011551+0.00042311i,0.00026709+0.00096743i,-3.2048e-05+0.00079131i
-0.00082407+0.00059697i,-0.00086164-0.00089922i,-5.7296e-05-0.0020569i,0.00051501-0.0011906i,0.001333-0.00027174i,0.0011963-0.0012702i,8.1301e-05-0.0017017i,-9.1903e-05-0.0011182i,-0.00021761-0.00034756i,0.00013911+0.00016752i,0.00023778+0.00024224i,-0.00023878+6.1946e-05i,-0.00046764+0.00033119i,-0.00058625+0.0011297i,-0.00095429+0.0010574i,-0.00062909+0.00062677i,-5.1351e-06+0.00087348i,0.00016987+0.00067645i,0.00017854-0.00063457i,0.00023794-0.00088903i,7.429e-05-0.0011189i,-0.00011398-0.00090952i,0.00034252+0.00039099i
0.0010326+0.00057722i,0.00084785+0.001482i,0.00075548+0.0020716i,0.0011169+0.0016846i,0.0019174+0.0011515i,0.0019203+0.00059621i,0.00062311+0.00012674i,-0.0010432+0.00048874i,-0.0013026+0.0011226i,-0.00053064+0.0012302i,0.00036369+0.00072312i,0.0006593+0.00043197i,2.4589e-05+0.00054685i,-0.00081868-3.5214e-05i,-0.00096458-0.00028029i,-0.000615+0.00040709i,-9.5789e-05+0.0010214i,-0.00040606+0.00083259i,-0.00046942-0.00039499i,-0.000246-0.0010583i,-0.00025131-0.00055769i,-0.0010381-3.4486e-06i,-0.0015339-0.00014755i
0.0017545+0.0010243i,-0.000563+0.00041087i,-0.00073011-0.00073238i,1.2825e-06-0.0002711i,9.5006e-05+0.0003993i,0.00051097+0.00026293i,0.0011188-0.00072602i,0.0010831-0.0013791i,0.00060132-0.0014693i,-0.000148-0.00085818i,-0.0013096-9.5375e-06i,-0.0014307+0.00043976i,-0.00010466+0.00034954i,0.00072733-0.00011927i,0.00064456-1.4788e-05i,0.00059597+0.00061927i,0.00028125+0.0010188i,0.00087282+0.00070614i,0.0011365-8.3566e-05i,0.00041304-0.00030898i,0.00082347-0.00056211i,0.0015599-0.00082301i,0.0012999-0.00031094i
-0.0019227+0.00019074i,-0.0022161-8.7471e-05i,-0.0011953+0.00044134i,0.00049174+0.00072831i,0.0016475+0.00094311i,0.0016818+0.0011205i,0.00073028+0.00015129i,-0.00012466-2.2887e-05i,7.5804e-05+0.00063223i,0.00012081+0.00095023i,0.00029256+0.00046396i,0.00010909-0.0001209i,-0.00026032-0.00060509i,5.9849e-05-0.0005704i,0.00025144-0.00011548i,0.000375+0.0010288i,0.0002975+0.0012534i,-2.3918e-05+0.00033505i,0.00022683+7.3712e-05i,0.00051175-3.4378e-05i,0.00054598-0.00075828i,0.00064623-0.00040213i,5.2468e-05+2.4825e-05i
0.00012001-0.00084401i,0.00030782-1.7064e-05i,-0.00099199+0.0004824i,-0.0016751+0.0012117i,-0.00025983+0.0019876i,0.0018409+0.0013372i,0.0016477+0.00045292i,0.00010109-0.00057023i,-0.0006905-0.0011278i,-0.00052398-0.00014885i,-0.00055872+0.0009563i,-0.00049065+0.00082536i,0.00018853+0.00045094i,0.00017656+0.000387i,-0.00034255+0.00078569i,-0.00014612+0.00061627i,0.00042754-0.00053993i,0.00071121-0.0012976i,0.00046169-0.0011828i,-3.5014e-05-0.00059238i,-0.0001519+2.9657e-05i,-0.00058392+0.00012444i,-0.0010787+0.00010702i
-0.0012379+0.00037444i,-0.0019093+0.00087385i,-0.0012797+0.00068148i,0.00020727-0.00023809i,0.0016447+0.00022753i,0.00067354+0.0015732i,-0.00047901+0.0013259i,-0.00023428+0.00042898i,2.043e-05+0.00031159i,-0.00021146+0.00031812i,-0.00043539+9.3744e-05i,-0.00037339+1.7055e-06i,-0.00061462+0.00071467i,-0.00042691+0.00051029i,0.00028847-0.00021351i,-0.0001587-0.00062579i,-0.00061079-0.00095281i,0.00048486+2.0061e-05i,0.0012815+0.0010964i,0.00078241+0.00064363i,0.00044502-0.00023622i,5.506e-06-0.00020883i,-0.00036495+0.00080135i
0.0012375+0.0011939i,0.0011514+0.00044474i,0.00067539+0.00049796i,0.0016003+0.00044243i,0.0019882-0.00032612i,0.0012249-0.00095079i,0.0004713-0.0006954i,0.00012498+0.00068745i,0.00046694+0.0012608i,0.00080599+0.00060133i,0.00059508+0.00029594i,0.00041931+0.0007823i,0.00025331+0.00042285i,-0.00030952-0.00039611i,-0.0007375+6.6257e-05i,-0.00035034+0.00069294i,5.257e-05+0.0010202i,4.3203e-05+0.00049978i,9.0176e-05-8.0254e-05i,-0.00044921-0.00011833i,-0.00058768+1.6284e-05i,4.6282e-05+0.0002162i,-0.00011772-0.00030114i
0.0023353+0.00043431i,0.0039953+0.00039427i,0.003012+0.00029425i,0.0010263+0.00035449i,0.0010153+0.0010944i,0.0014542+0.0011298i,0.00040115+0.00024069i,-0.000753-0.00050791i,-0.00030312-6.8716e-05i,0.00074958+0.00029869i,0.00055101+0.00082453i,-6.2201e-05+0.0016051i,0.00024411+0.0015562i,0.00048993+0.0010324i,0.00066863+0.00031618i,0.00091416-0.00084691i,0.00079313-0.0011958i,0.00020727-0.001023i,0.00016968-0.00083666i,-1.7991e-05-0.00057314i,-0.00063034-0.00041845i,-0.00074005-0.00074589i,1.0569e-05-0.00012888i
-0.0022045-0.00051902i,-0.0028204+0.00077434i,-0.0036016+0.001437i,-0.0020193+0.0021801i,-0.00023162+0.0025069i,0.00088071+0.0011395i,0.0012813+0.00039764i,0.00020966+0.00019761i,-0.00053369+0.00046411i,-0.00070917+0.001724i,-0.00047106+0.0021837i,-0.00024181+0.0015786i,-0.0007973+0.0011946i,-0.0012276+0.00061461i,-0.00086093+8.3502e-05i,-0.0004429+0.00086417i,-0.00037628+0.0014001i,0.0001943+0.00033337i,0.0011616-0.00044271i,0.0011513+0.00013947i,0.00038363+0.00042099i,-0.00068106+0.00022272i,-0.00068505+0.000491i
-8.9334e-06-0.0023292i,-0.0014152-0.0026118i,-0.0011789-0.001653i,-0.00094061+0.00060249i,-0.00015016+0.0016086i,0.00036378+0.0010104i,0.0006738+0.00043425i,0.00041986+0.00027265i,-0.0011365+0.00046785i,-0.0011908+0.000294i,-0.00013722-0.00013604i,0.00035537-1.9468e-05i,-4.3191e-05+0.00014509i,-0.00036683-4.4114e-05i,-0.00072019-0.0001505i,7.8376e-07-0.00027535i,0.00049282+9.3415e-05i,0.00057836+0.00011171i,0.000743-0.00046963i,0.00013074-0.00027777i,-0.00048756+2.8509e-05i,-0.00010845-3.4194e-05i,0.00044474+0.00071179i
0.0010079+0.0013791i,-0.00016624+0.0021889i,-0.00073021+0.0017131i,-0.00042852+0.0011606i,-0.00011568+0.0008149i,0.00017532+0.00053323i,-0.00012492+4.0107e-05i,-0.00063373-0.00024835i,-0.00091127+5.8187e-05i,-0.00059583+0.0004194i,5.3545e-05+0.00055141i,6.7831e-05+0.00089238i,0.00060768+0.0011547i,0.0006814+0.00061824i,0.00047069+0.00015641i,-0.00010106-0.00019008i,-0.00046812-0.00040448i,0.0003974-0.00056403i,0.0012138-0.00031945i,0.00045699+5.7381e-05i,-0.00027449+4.4932e-05i,1.0823e-06+0.00014266i,0.00027908+0.00040079i
-0.001654+0.0025093i,-0.0015495+0.0032946i,-0.0010632+0.0032543i,0.00065066+0.0022645i,0.0022289+0.002225i,0.0028837+0.00054133i,0.0015998-0.001246i,0.00052677-0.0008678i,0.00024967+0.00043156i,0.0003122+0.0011169i,0.00070624+0.0015802i,0.00074159+0.0015979i,0.00046281+0.00038973i,0.00079288-0.00058317i,0.00094439-0.00014724i,0.0001097+0.001167i,-0.00062878+0.0010015i,0.00038623+0.00057013i,0.0009792+0.00067431i,0.00027454+0.00037996i,-0.00047205+0.00041171i,-0.0004464+0.00074913i,-0.00023364+0.0012273i
-0.00010218-0.00040583i,-0.00029375-0.001484i,-0.00053734-0.0002525i,-0.00012701+0.00083884i,0.0012305+0.0015536i,0.0022938+0.00092523i,0.0013493-0.0010276i,0.00023623-0.0013218i,-3.5623e-05-0.00060923i,-0.00051629-0.00036982i,-0.00045502+0.00011379i,2.7702e-05+0.00066248i,0.00039448+0.00054859i,0.00082605+0.00053895i,0.0003243+0.00033567i,-0.00025756-0.00054547i,9.9781e-05-0.00037384i,0.00054532+0.00029674i,0.0010912-0.00018065i,0.00090081-0.0010728i,0.00017524-0.0017781i,-0.00015174-0.0013146i,0.00020323+1.1889e-05i
-0.00023132+0.0004164i,0.00028431+0.0008619i,-0.00039399+0.00070328i,-0.00053047+0.00054299i,0.00036657+0.00062522i,0.00038621+0.00038607i,-0.00054617+0.00017966i,-0.00088142-6.9123e-05i,-0.00094514-3.7816e-05i,-0.0011113+0.00022649i,-0.00040063+0.0008143i,0.00042056+0.001182i,0.00060643+0.00048954i,0.0004099-5.4632e-05i,0.00045807-0.00066779i,0.00072046-0.00057445i,0.00063477+8.0232e-05i,0.00040348+0.00061909i,-0.00014452-0.00032621i,4.6737e-05-0.0010636i,4.5117e-05-0.0010176i,-0.00017741-0.00090789i,-0.00033436-0.001111i
-0.0027717+0.0012077i,-0.0012069+0.0018507i,-3.5502e-06+0.0021554i,0.00061487+0.0029627i,0.0015701+0.0031728i,0.0016704+0.0016898i,0.00067876-0.0003392i,-0.00023674-0.0009166i,-0.00057861-0.00056133i,-0.00017785-0.00037696i,0.00061229+0.00030019i,0.0012864+0.0015672i,0.0010857+0.001549i,0.00064909-0.00042833i,0.00088968-0.0014974i,0.00071337-0.0011598i,0.0004881-0.00043753i,0.00046424-2.0876e-06i,0.00027197+3.9217e-05i,0.00021751-0.00030689i,0.000135-0.00046597i,-0.00027075+0.00048689i,-0.00038395+0.0014928i
0.0021816-0.00077459i,0.0033555-0.00088i,0.0026304-0.00052319i,0.0011044+0.00051652i,0.0010394+0.00097515i,0.0013468+0.00092125i,0.00086481-0.00059562i,-0.00067965-0.0015096i,-0.0022156-0.00059164i,-0.0014613+0.00035931i,0.00078151+0.00088613i,0.0015571+0.00068128i,0.00091932+0.0011656i,0.0005863+0.0012263i,0.00025266+0.00055388i,-0.00034658+0.00055677i,-0.00010257+0.00016932i,0.00032465-0.00039113i,-0.00014132-0.00014618i,-0.00064738-0.00047315i,-0.00077614-0.00068456i,-0.00051676+0.00010331i,-0.00045342+0.0013351i
-0.00010592+0.001674i,-0.00094205+0.0016131i,-0.00090574+0.00032301i,0.00017954-0.0003696i,0.00092867+0.00036904i,0.0014842+0.00043199i,0.0014244-0.00054573i,0.00068161-0.00051837i,9.3329e-05-9.0656e-05i,-0.00033173-7.7142e-06i,-0.00062959+0.00048262i,-0.00080936+0.0011603i,-0.00079987+0.001192i,-0.00031389+0.00058909i,-0.00024125+0.00011791i,-0.00095373+0.00034084i,-0.00057539+0.0011791i,0.00046663+0.0016388i,0.00064563+0.0011799i,-1.4229e-05+0.00034013i,-0.00086159+8.4069e-05i,-0.00083081+0.00016826i,-0.00032571-0.00057876i
9.5648e-05-0.00093336i,-0.00014084-0.0010767i,-0.00076342-0.0007142i,-0.00024192-0.00022567i,0.00013265+0.00024928i,-0.00013073+0.00018735i,-0.00070655+0.00025408i,-0.00093866+0.0003033i,-0.00032305+0.00013898i,-8.1653e-05+0.00032517i,-0.00048328+0.00038701i,-0.00038722+0.0004852i,4.3066e-05-4.7178e-05i,0.00039122-0.00017369i,0.00019877+2.8465e-05i,0.00013887+0.00014568i,3.4719e-05+0.0004038i,0.00032316+0.00035434i,0.00037499+2.7569e-05i,6.1221e-05-0.00032368i,0.00026775-0.00013111i,0.00027963-0.00013094i,0.00012975-9.9799e-05i
7.5961e-05+0.00072523i,0.00035787-0.00010537i,-0.0001705-0.00014203i,-0.0004032+0.00098518i,2.8554e-05+0.0017659i,0.00031328+0.0014132i,3.2343e-05+0.00019654i,-0.0012472-0.00093107i,-0.0019766-0.00072157i,-0.0021664+0.00066168i,-0.0012381+0.0011684i,0.00036717+0.0013738i,0.00079834+0.0016753i,0.00033906+0.0014784i,-0.00057687+0.0011882i,-0.00086099+0.0012238i,0.00032398+0.00052687i,0.00075305+0.00043205i,-0.00014715+0.00059686i,-0.00031899-0.00020841i,8.4284e-05-0.00047838i,-0.00029978-0.00019987i,-0.00060169+0.00053446i
-0.00062852+0.0022949i,-0.00046183+0.001999i,0.00024721+0.0019064i,0.00084343+0.0020039i,0.0015926+0.0016087i,0.0012858+0.00068285i,0.00092438-0.00026782i,0.00074785-0.00076122i,-0.00012695-0.00015483i,-0.0005638+0.00055152i,-0.00051211+0.00020031i,-0.00086896+0.0002576i,-0.0012552+0.00071157i,-0.0006295+0.0012501i,0.00019631+0.00074712i,7.1372e-05+0.00023599i,-0.00034006+0.00062433i,-0.00047596+0.00072283i,-8.465e-05-6.506e-05i,-3.099e-05-0.00091494i,-3.3634e-05-0.00060407i,-0.00035982-7.0656e-05i,-0.00074482-6.2316e-05i
0.0010938-0.0024543i,-0.00011979-0.001102i,-0.0020011+0.0003416i,-0.0025217+0.0014565i,-0.00076954+0.0016199i,0.00081107+0.0012674i,0.0003788+0.00018147i,-0.00069816-0.00091877i,-0.0015299-0.0012236i,-0.0012514-0.00089132i,-0.00049806+0.0005815i,0.00010239+0.001911i,0.00049194+0.0015412i,0.00056168+0.0004305i,-0.00033546-0.00039589i,-0.00058042-0.00020783i,0.000457+0.00060258i,0.00062723+0.00062037i,0.00095345+0.00029528i,0.0010161+0.00036814i,0.0003007-0.00020704i,0.0002055-0.00040965i,0.00040531+3.792e-05i
0.0019495+0.0012783i,0.0016591+8.1801e-05i,0.0020442-0.001056i,0.0010194-0.0013493i,-0.00058399-0.00070021i,-0.00058261-0.00041362i,0.00055549-0.00050242i,0.0010931-0.00072872i,0.00039252-0.00057863i,-0.00063486+7.8601e-05i,-0.00046442+0.0003485i,9.1143e-05+0.00084782i,-0.00013835+0.00097595i,0.00040036+0.0004131i,0.00057384+0.00064549i,-0.00017994+0.0018312i,1.841e-06+0.0012778i,0.00019185-4.4997e-06i,0.00015695-0.00013271i,0.00010517+0.00021547i,-0.00093078-9.3785e-05i,-0.00085108-0.00053311i,-3.3522e-05+0.00026392i
0.00043142+4.5977e-05i,0.0012128-0.00086959i,0.00049237-0.0013066i,0.00086379-0.00015343i,0.0017107+0.00074125i,0.0024636+4.445e-05i,0.0013723-0.00082784i,-0.0011178-0.00075503i,-0.0017949+0.00023745i,-0.00083331+0.00071077i,-0.00044071+0.00068622i,-7.4748e-05+0.00026799i,0.00035881+0.0006547i,-0.00013103+0.0011381i,-0.00016599+0.00079453i,-0.00024786+2.5056e-05i,0.00016436+2.6359e-05i,0.00079351+9.903e-05i,0.00061128-0.0006025i,0.00056398-0.0015267i,0.00037652-0.0017386i,6.2468e-05-0.00056016i,0.00032581+0.0006638i
-0.00011181-0.0010295i,4.2961e-05-0.0014716i,-0.00085341-0.0014744i,-0.0022521+8.1578e-05i,-0.0016099+0.0013742i,0.00063566+0.00088993i,0.0012023-0.00036566i,-4.1008e-06-0.0013785i,-0.001146-0.0011039i,-0.0011028-2.8818e-05i,-0.00031204+3.545e-05i,-0.00023437+0.00014592i,-2.3968e-05+3.2108e-05i,0.00044621-0.00040032i,0.00076312-0.0005233i,0.00034605+0.00039077i,-0.00020916+0.00021132i,0.00034483-0.00038728i,0.00090248+9.1363e-05i,0.00043189+0.00022946i,-0.00036072+0.00056429i,-0.00029923+0.00075566i,0.00078105+0.00012929i
-0.0013267-0.00076005i,-0.0016151-0.00019036i,-0.00088935+0.00052007i,-0.00057678+0.0016291i,0.00022755+0.0018379i,0.00080163+0.0014097i,0.0013553+0.00057289i,0.00098706-0.00035804i,4.2267e-05-0.00049658i,-0.00045766-3.72e-05i,-0.00030796+0.00093675i,-0.00040354+0.0019087i,0.00014097+0.0017485i,0.00052334+0.0011917i,-6.7863e-05+0.00064562i,0.0004509+0.00071972i,0.00051965+0.0010036i,-1.4115e-05+0.00085104i,2.3994e-05+0.00050051i,-0.00031937-0.00020536i,-0.00039869-0.00064777i,-0.00065402-0.00060889i,-0.00044654+0.00050756i
-0.00020913-0.00086551i,0.00034414-0.00025465i,0.00046754-0.00032686i,0.00070925-2.1581e-06i,0.0012226+0.0010761i,0.0010315+0.00094816i,0.00045729-0.00014475i,6.2091e-05-0.00088222i,1.6124e-05-0.00087766i,0.00025207-0.00023164i,0.00016303-0.0001085i,0.00037589-0.00078972i,0.00057686-0.00068898i,0.00068479-0.00022979i,0.00030164+0.00020085i,-0.00052513+0.00052502i,-0.00026279+0.00042582i,0.00029721+9.9144e-05i,-0.00016947-0.00042219i,-0.00045946-0.00064989i,-0.00050705-0.0009401i,-0.0010427-0.00097561i,-0.00084516-0.00059102i
0.00023669+0.0025286i,0.0012193+0.0015817i,0.001206+0.0014039i,0.0016376+0.0010967i,0.0024552+0.0012542i,0.0021417+0.00048787i,0.00037141-0.001279i,-0.0011582-0.0017965i,-0.0016596-0.00055169i,-0.00090998+0.00032509i,-0.00012087+0.00050385i,0.00015719+0.00096642i,-0.00017167+0.0010268i,-0.00011653+0.00076403i,-0.0001356-0.00041159i,-0.00025011-0.00086062i,0.00051294-0.00068272i,0.0014149-0.00050023i,0.001046-0.00053893i,8.8642e-05-0.00069876i,-0.0001319-0.00039059i,-6.7775e-05+9.6145e-05i,0.00052933+0.00075074i
0.00017009+8.0126e-05i,0.00047114-0.00078531i,0.0011201-0.0010497i,0.00072551-0.00073128i,0.00076168-0.00091799i,0.00043171-0.00068299i,-0.00034344-0.00054752i,-0.0003149-0.00118i,-0.00025153-0.0013083i,-0.00077287-0.00069261i,-0.0014597+0.00030004i,-0.0014199+0.00090767i,-0.00027246+0.00097003i,0.00014478+0.0010732i,-0.00026229+0.00072585i,-4.2709e-05+0.00014171i,0.00067699+0.00017045i,0.00053854+8.1629e-05i,-5.6172e-05-0.00018491i,-0.00050126-0.00043788i,-0.00027404-0.00046771i,-0.0001479-0.00032793i,0.00011748-0.00067007i
-0.00091854-0.0012796i,-0.00021718-0.00071027i,-0.0008902-7.2476e-05i,-0.0016602+0.0013362i,-0.00090544+0.0024545i,0.0010006+0.002412i,0.00096212+0.0011923i,-0.000136+0.00037661i,-0.001006+0.00022839i,-0.001658+0.00048408i,-0.0012754+0.00072114i,-0.00049458+0.00025686i,-7.4724e-05+8.5561e-05i,0.00010654+0.00035325i,-0.00039366+3.4905e-05i,-0.00099083-0.00048563i,-0.00074809+1.4934e-05i,0.00027433+3.2482e-06i,0.00041884-0.00058373i,0.00038704-0.00081187i,0.0011808-0.0012907i,0.0018029-0.00091822i,0.00058482-2.522e-07i
0.00045366-0.0013352i,-0.00017197-0.0014389i,-0.00045252-0.0015193i,-0.0013491-0.00031816i,-0.0012182+0.00051426i,9.1313e-05+0.00051537i,0.0017737+6.9612e-05i,0.0015865-0.0010521i,0.00018183-0.0016123i,-0.00025103-0.001184i,-0.00061838+0.00017215i,-0.00041864+0.00067266i,0.000297+0.00016645i,0.00050349+0.00042218i,0.00083117+0.0001803i,0.00074793+0.00017578i,0.00046095+0.00051407i,0.00028527+0.00063444i,1.7078e-05+0.00053348i,0.00063577+0.00015859i,0.00013644-0.00028573i,-0.00083825+6.1426e-05i,-0.00071016+0.00026815i
-0.0018106-5.2574e-05i,0.00015997+0.00024211i,0.0010522+0.0014787i,0.0010512+0.0014161i,0.0016538+0.00105i,0.0016875+0.00061166i,0.00049623+9.1489e-05i,0.00014295-0.00074923i,4.1736e-05-0.0011463i,-0.0008306-0.0010121i,-0.00065966-0.00064887i,0.00030535+0.0005108i,-0.00018325+0.0010802i,-0.0006067+0.00067874i,-3.4027e-05+0.00076336i,0.00024307+0.00090934i,-0.00043689+0.000337i,-0.00067841-0.00031619i,-8.7657e-05-0.00082027i,0.00026375-0.00073283i,-0.00025187-0.00032935i,-0.00034759-0.00022989i,-2.2367e-05-7.6945e-05i
