-0.0010949-0.00026672i,0.00054569-0.0010621i,-0.00098659-0.00071654i,-0.0012665-0.00015394i,-0.00055747+0.0013447i,-0.00015005+0.0014159i,0.0002407+0.0013449i,0.00059741+0.0021183i,0.00081956+0.0018865i,0.00093247+0.0011648i,0.0009542+0.00014004i,0.001186-0.00044638i,9.6565e-05-8.3482e-05i,-0.0010311+0.00010528i,-0.00083084+0.00024997i,-0.0007181+0.00049564i,-0.00050094+0.0001994i,-0.00053801-0.00040578i,-0.0010109-0.0002685i,-0.00097225+0.00016946i,-0.00065051-0.00060825i,-0.00044411-0.0010633i,-0.00041318-0.00066034i
-0.00026496-0.00035575i,0.00018862-0.00045517i,0.0011338-0.00083357i,0.0014729-0.0014425i,0.0015094-0.0014554i,0.00070799-0.0003661i,1.0396e-05+0.0010693i,-0.0006099+0.00095389i,-0.00073228-6.6287e-05i,3.1811e-05-0.00031114i,0.0011271-0.00031932i,0.0019287-0.0011848i,0.0016013-0.00069486i,0.0015614+0.00078734i,0.0019945+0.00065554i,0.0014192-0.00035529i,-2.536e-05-0.00045237i,-0.00078883+0.00025902i,-0.00020403+0.0013941i,0.00039249+0.0015806i,0.00070786+0.0012878i,0.00065407+0.0011842i,-0.00010727+0.00078513i
0.00062619-0.0015565i,0.00040683-0.00081009i,3.1539e-05-0.00125i,-1.8082e-05-0.0011535i,0.00089927-0.0020206i,0.00018054-0.0028082i,-0.00035946-0.0013766i,0.00043836-3.7183e-05i,-9.4202e-05-1.9162e-05i,-0.00031724-0.00026473i,0.00044474+0.0002552i,-0.00031123-8.367e-05i,-0.00103-0.00099913i,-0.0010264-0.00060257i,-0.0012959+3.3504e-05i,-0.00081438-3.9165e-05i,-0.00026596-0.00049152i,-0.00030456-0.00071356i,-3.0258e-05-0.00055032i,-4.1989e-05+4.5781e-05i,-0.0006435+0.00036654i,-0.00081798-7.6576e-05i,-0.00026331-7.9979e-05i
0.00029023-0.0021165i,-0.00025087-0.0019195i,-0.0010017-0.0020499i,-0.0014112-0.0020821i,-0.0012351-0.0029295i,-0.00083688-0.0015352i,-0.00038805+0.00012791i,-3.2623e-05-0.00085348i,6.9519e-06-0.001261i,-0.0004237-0.00078929i,-0.00075893-0.00017144i,-0.00041356+0.00060709i,0.0015074+0.0003226i,0.0033377+6.9447e-05i,0.0025622-0.00070849i,0.0014118-0.0012235i,0.00060089-0.00069618i,-0.00021866-0.00063937i,-0.00020431-0.00044537i,1.7815e-05+8.4656e-05i,-0.00036142+0.00048434i,-0.00065528+0.00051507i,-3.1369e-05-0.00030717i
-0.0022338-0.00016342i,-0.0018474-0.00074359i,-0.0018459+0.00040068i,-0.00043326+0.00037297i,0.00081396-0.00011462i,0.0011544-0.00019817i,0.0004539-0.000161i,-0.00012375+3.2846e-05i,-0.000476+0.00031528i,-0.00021063+0.00081582i,-3.5563e-05+0.00096257i,-0.00016197+0.00085571i,-0.0009043+0.00035848i,-0.0018948-0.00024898i,-0.0016673-3.7954e-05i,-0.0010982+0.0001002i,-0.00095007+0.00024757i,-0.00064338+0.0010605i,-0.00038784+0.0013163i,8.9877e-06+0.00015277i,0.00072901-0.0011823i,0.00074942-0.00065997i,-0.00012704-0.00016292i
-5.1806e-05+0.00032658i,0.0008187+0.0009173i,0.0020835+0.00084774i,0.0024015-0.00042507i,0.0019363-0.00078502i,0.0012429-0.0012212i,0.0011781-0.0014279i,0.00042226-0.0012799i,-0.0005605-0.00085879i,-0.00074345-0.0007901i,-0.00029567-0.0014162i,0.00015277-0.0014494i,0.00010703-0.0015689i,0.00083472-0.0012853i,0.0015967-0.0011784i,0.0014759-0.00090941i,0.001142+0.00012713i,0.00050061-6.1673e-05i,0.0002935-0.00062287i,0.00017485+5.6796e-05i,0.00036117+0.00038725i,0.00039083-9.4467e-06i,-0.0001801-0.0001432i
-0.0002212+2.2545e-05i,-0.00086821-0.00081202i,-0.0017676-0.0011934i,-0.001306-0.0020013i,0.00062123-0.0014702i,0.00091471-0.00048387i,0.00015915+0.00028044i,-0.00043602+0.00010455i,-0.00018783-0.00011441i,0.00065979+0.00040943i,0.0009275+0.00087291i,-0.00028862+0.0012418i,-0.001067+0.0019218i,-0.0011626+0.0024497i,-0.0016097+0.0028684i,-0.0012652+0.0016567i,-0.00057278+5.3622e-05i,-0.00092017-0.00013668i,-0.00043687-0.00026864i,2.9272e-05-0.00016284i,-0.00055241-8.324e-05i,-0.00098481-0.00015188i,-0.00062286-0.00039091i
-0.0014904-0.001893i,-0.00031156-0.00092624i,0.00046114-0.00029728i,0.00057851+0.00059612i,0.0015831+0.00059647i,0.0018026+0.00026829i,0.00086291-0.00048909i,-7.8607e-05-0.0010155i,-0.0008145-0.00089308i,-0.0005408-0.00036522i,-0.00013437-0.00053261i,3.7501e-06-0.0013815i,0.0006449-0.0027629i,0.0012042-0.0031594i,0.00135-0.0024397i,0.00082617-0.0015988i,9.7952e-05-0.00063546i,0.0004686-0.00021753i,0.00084243+1.5501e-05i,0.00043459+0.00019764i,0.00015955+0.00055797i,-0.00068398+0.00069152i,-0.0011255+0.00035624i
-0.00085042+0.00018506i,-0.00095759+0.00030012i,-0.00056801+0.00073774i,0.00051789+0.0013831i,0.0012781+0.00042211i,0.00074332-0.0013685i,0.00043401-0.0014923i,0.00043038-0.00017776i,1.8987e-05+0.00022784i,-0.00010899+8.0733e-05i,0.00033176+0.00026964i,0.00019091+0.00031446i,-0.00088615+0.0011727i,-0.0010143+0.0029021i,-0.00068027+0.0032716i,-0.0012196+0.0021234i,-0.0014467+0.00074458i,-0.0014552-1.7549e-05i,-0.0016033-2.8269e-05i,-0.0012486+0.00070428i,-0.00095265+0.00084906i,-0.00085468+0.0004185i,-3.5932e-05+0.00035849i
-0.00044083+0.00028001i,-0.00036972-0.00035778i,0.0018448-0.00079117i,0.0031246-0.00074204i,0.001968-0.0012374i,0.0013986-0.0016782i,0.0014515-0.0010668i,0.0011806+0.0003559i,0.00077588+0.00067862i,0.00012936+0.000574i,-1.8445e-05+6.2739e-05i,-0.00033436-0.0014194i,-0.00092793-0.0021786i,-0.00055881-0.0025461i,-9.3617e-05-0.002299i,0.00032206-0.00091667i,0.00079187-0.00043572i,5.8175e-05-0.00050113i,-0.00070405-0.00069319i,-0.00073166-0.0011629i,-0.00084931-0.00085196i,-0.00031771-0.00019639i,8.755e-05+0.00072013i
-0.00065891+0.00083511i,-0.0013801+0.002138i,-0.00047317+0.0016946i,0.0011876-9.879e-05i,0.0021225-0.00082379i,0.0015049-0.0013291i,-0.00019868-0.001062i,-0.00091057-0.00026343i,-6.9606e-05-0.00042562i,0.0016093-0.00017437i,0.0020157+0.00047553i,0.0016803+0.00073393i,0.0014696+0.0017979i,0.00050449+0.0031891i,7.2765e-05+0.0026474i,0.00013456+0.0013952i,-0.00049193+0.00044729i,-0.00067625+0.00057303i,-0.00053443+0.0011019i,-0.00050013+0.0011041i,3.3614e-05+0.0012409i,0.0010117+0.0015045i,0.00080773+0.0013649i
0.00096987-0.0024668i,-0.00072363-0.0034394i,-0.0011168-0.0037212i,-0.001044-0.0027418i,-0.00059408-0.0020803i,-0.00068542-0.001643i,-0.00032687-0.0006464i,0.00050534-0.00023445i,-0.00013213+0.00013715i,-0.00067872+0.00088153i,-0.00032993+0.0005925i,-0.00030489-7.9341e-05i,-0.00032674-0.00065589i,-0.00012868-0.00146i,0.00023535-0.0020763i,0.00080052-0.0016426i,0.00089077-0.00061552i,0.00087594-0.00050621i,0.00067677-0.0008581i,-0.0009563-0.00077505i,-0.00089268-0.00058277i,0.00067244-0.00055906i,0.0001084-0.0003244i
-0.0012742+0.0010938i,-0.00059221+0.00086808i,0.00057569+0.0018441i,0.002636+0.0019006i,0.0043724-0.0002817i,0.0032137-0.0010454i,0.00054108-0.0008979i,-0.00023687-0.00097011i,0.00027276-0.00093151i,0.00041421-0.00090028i,0.00056798-0.00095561i,0.00089054-0.00062736i,0.00085108+0.00010174i,0.00037347+0.0014873i,0.00047649+0.0022741i,0.00068879+0.0018143i,0.00023176+0.0016671i,6.736e-05+0.0014813i,0.00026619+0.0012701i,-4.6762e-05+0.00077017i,-5.0254e-05+0.00080487i,-6.2708e-05+0.00166i,1.6794e-05+0.001138i
-0.00031204-0.0022637i,-0.00031512-0.0023427i,-0.0018835-0.0023273i,-0.0013895-0.0021083i,0.00013593-0.0019708i,0.00098361-0.0012523i,0.00026965-0.00016068i,-0.00095048+0.00010113i,-0.00031866-0.00042073i,7.2221e-05-6.4477e-05i,-0.0001321+0.0013986i,-0.00010241+0.00093865i,-0.0006972-0.00046065i,-0.00091458-0.00078925i,-0.00074375-0.0018423i,-9.0712e-05-0.0022387i,0.00097072-0.001168i,0.00081821-0.00064414i,0.00038218+3.4775e-05i,0.00056929+0.00043415i,0.0005951+0.00011425i,-0.00034957-3.5332e-05i,-0.00077337+0.00020225i
-0.0014953+0.00095678i,-0.00096374+0.0011334i,-0.00078489+0.0018316i,0.0006386+0.0013022i,0.00095018+0.00046002i,0.0003473-6.5757e-05i,-0.0001969-0.00029088i,-0.00065863-0.00025793i,-0.00067747-0.00041964i,-0.00090737-0.00051226i,-0.00021891-0.00088502i,0.0016964-0.0009655i,0.0026985+4.3731e-05i,0.0019353+0.00039077i,0.0009908+0.00045612i,0.00026845+0.0010482i,-0.00034856+0.00090389i,-8.9862e-05+0.00053695i,0.00046599+4.6733e-05i,0.00073503-0.00080859i,0.00040153-0.00040164i,-0.00055397+0.00076318i,-0.00011993+0.00068806i
-0.0011707-0.001823i,-0.0017115-0.00079032i,-0.0011558-0.00052223i,0.00050009-0.0012835i,0.001554-0.00017822i,0.0016683+0.00027693i,0.0012654-0.00067468i,0.00055694-0.00063667i,0.0001071+5.6167e-05i,-2.2686e-05+0.00096658i,-0.00036758+0.0012044i,-0.001295+0.0012446i,-0.0020135+0.00099244i,-0.0020419-0.00043137i,-0.0012907-0.001848i,-0.00029102-0.0019419i,0.00038125-0.00095644i,0.00073807-0.00018307i,0.001213+0.00027844i,0.00079013+0.0010187i,-0.00011256+0.00075871i,-0.00025846+0.00031188i,-0.00040095+0.00011752i
2.382e-05-0.00040912i,-7.7703e-05+0.00032819i,0.00089727+0.00057212i,0.0010682-0.00066979i,0.0021783-0.0013817i,0.0020454-0.0007213i,-0.00039618-0.00081424i,-0.0012025-0.0013717i,-0.00077769-0.00032645i,-0.00045841+0.00024195i,0.0001121-0.00071965i,0.00080796-0.0012969i,0.0020085-0.0014324i,0.002402-0.00086404i,0.0017542+0.00038509i,0.0013097+0.00096744i,0.00072464+0.0014132i,2.5878e-05+0.0013564i,-0.00021042+0.0015692i,2.1251e-06+0.0013394i,0.00064839+0.00084294i,0.0016579+0.0012361i,0.00081605+0.0012694i
-0.002368-0.00012554i,-0.0015917+0.00019813i,-0.00099561+0.00018684i,4.123e-05+0.0009441i,0.0015362+0.00020567i,0.0015179-0.00082979i,-0.00012142-0.00083224i,-0.00042815-0.00074597i,0.00063588-0.00046406i,0.0010199+0.00027205i,0.00056424+0.00068457i,-0.00027114+0.0011615i,-0.00067629+0.0016361i,-0.0015485+0.001036i,-0.0025045-0.00018126i,-0.0019756-0.0014965i,-0.00065976-0.0017524i,-0.00018601-0.0011037i,-0.0005402-0.00045393i,-0.00098295-0.00016896i,-0.00087257-7.2201e-05i,-0.00064023+0.00017983i,-0.00070132+5.699e-06i
0.000596-0.0022539i,2.6544e-05-0.0015979i,0.00086011-0.0008285i,0.0026058-0.0011427i,0.0018427-0.0015498i,0.00028517-0.001646i,8.9245e-06-0.00081241i,7.9874e-05+0.00039994i,-0.00029347+0.00043502i,-0.00081192+0.00022797i,-0.0010667+0.00054155i,-0.00029989-0.00027609i,0.00015452-0.0014151i,0.00065032-0.0010225i,0.0011369-0.00025642i,0.00073916+0.00045551i,0.0005462+0.00091136i,4.643e-05+0.0013083i,-0.00066076+0.0015425i,-0.00064865+0.00031704i,-2.2182e-05-0.00022599i,9.7678e-05+0.00056634i,1.5272e-05+0.00055732i
-0.0011756+0.00021792i,-0.0012689-0.00010939i,-5.6578e-05+0.00028234i,0.0016069+0.00011202i,0.0020525+0.00016177i,0.0015604-0.00055966i,0.00052822-0.0011774i,0.00086455-0.00072561i,0.0010119-0.00077514i,0.00082474-0.00086767i,0.0010361-0.00058998i,0.00039838+1.1072e-05i,-5.391e-05+0.00047379i,-0.00055137+0.001017i,-0.0011214+0.00079787i,-0.0005451-0.0005322i,0.00030758-0.00094726i,0.00032209-0.00061184i,-1.1847e-05-0.00023647i,-0.00054592+0.00030962i,-0.00089545+0.00015139i,-0.00037656-9.6409e-06i,0.00049621-0.0003708i
-0.0016881+0.00046334i,-0.00063761+0.00036794i,0.0014733-0.0002469i,0.00222-0.001185i,0.0013507-0.0013797i,0.0013057-0.0016491i,0.0010016-0.001351i,0.00033977-0.00029838i,0.00017497+0.00028799i,0.00012275-0.00028919i,0.00021373-0.000376i,-0.00024999-0.00014646i,-7.569e-05-0.0013691i,0.00049416-0.0027321i,0.00061163-0.0024194i,0.00076441-0.001003i,0.00041968-0.00026344i,2.6605e-05+0.00019356i,0.00013177+0.0010521i,0.00026744+0.00018238i,0.00025238-0.0012012i,0.00028021-0.00081526i,0.00028071-0.000301i
-0.00041388+0.00079939i,-0.00021546+0.0016869i,-0.0011988+0.00043685i,-0.0010859-0.00084757i,0.0011326-0.00084158i,0.0014798-0.0014898i,7.4417e-05-0.0015131i,0.0002563-0.00058213i,0.00028259+9.1322e-05i,0.00044814+0.0012241i,0.0014901+0.0021173i,0.0021891+0.0025253i,0.001554+0.0031595i,7.7226e-05+0.002199i,-0.0014093+0.001111i,-0.0019588+0.00082826i,-0.0013076+0.00015232i,-0.00052624-0.00077972i,-0.0005399-0.00036664i,-0.00010412+0.0005177i,-4.3166e-05+0.00083762i,-0.00073091+0.00044504i,-0.0010701+0.00051131i
-0.0011197+0.00064192i,0.0001405-0.0012763i,0.00012562-0.0011184i,-0.00021941-0.00023245i,0.0001164-0.0011807i,-0.00024508-0.00062883i,-0.00026952-1.5976e-05i,0.00093492-0.00012452i,0.00034784+0.00064786i,-0.0011851+0.001102i,-0.001416+0.00081159i,-0.00092893+0.00037845i,-0.0010553-0.00061615i,-0.00036847-0.0018934i,0.00052944-0.0021895i,0.000514-0.0015102i,9.6952e-05-0.00011962i,-0.00037658+0.00063158i,-0.00085149+0.00087676i,-0.00091321+0.00083082i,-0.00090282+0.00066759i,-0.00082302+0.00035768i,-0.00083823+3.0259e-05i
0.00016516-0.00028019i,0.00034416-0.0007412i,0.0010788+0.00049696i,0.0023483+0.0016916i,0.001756+0.0011976i,0.0012334-0.00030393i,0.0011844-0.0011468i,0.00069272-0.00086409i,0.00062579-0.00084582i,0.00045944-0.00085425i,0.00095291-0.000871i,0.0024158-0.00087979i,0.0022416+0.00076889i,0.0010136+0.0023193i,0.00074057+0.002513i,0.00018245+0.0014949i,0.00026872-0.00022243i,0.00087084-7.4248e-05i,0.00055989+0.0008117i,0.00020039+0.00036572i,0.00016798-0.00022906i,0.00031857-0.00012529i,5.998e-05+0.0002544i
-0.00042066-0.0010841i,-0.00099955-0.0018362i,1.4149e-05-0.0013747i,0.0012489-0.0015315i,0.00060094-0.0019881i,-0.00027098-0.002091i,-0.00048856-0.0016124i,-0.0010128-0.00063984i,-0.00046082-0.00021085i,-0.00021258+0.00018217i,-0.00048257+0.00084333i,-0.00052114+0.0010664i,-0.0014926-0.00042264i,-0.0019276-0.0021296i,-0.00058444-0.002235i,0.0009098-0.001682i,0.0009397-0.00068718i,0.00069862+6.223e-05i,0.00042425-0.00030285i,-0.00010138-0.00054627i,-0.0003383-8.5272e-05i,-0.00024844-0.00048447i,0.00016083-0.00070522i
-0.0022422+2.3831e-05i,-0.00070622+0.00031065i,0.00069893+4.7526e-05i,0.0013625+5.4992e-05i,0.0024994-1.3461e-05i,0.0024944-0.00031613i,0.00089169+0.00024628i,-0.00050284+0.00049964i,-0.00074645-9.2748e-05i,-0.00031654-1.1996e-05i,-0.0001216+0.00010154i,0.00062949-2.0994e-05i,0.0010079+1.923e-05i,0.00072503+0.00032791i,0.00022859+0.0011215i,-0.00094767+0.0007799i,-0.0014008-0.00035765i,-0.00053215-0.00067208i,-0.00041145-0.00032546i,-0.00021603+0.00033283i,0.00011281+0.00015165i,0.00022048-7.707e-05i,0.00033544+0.00031087i
-0.0017774-0.0015616i,-0.0024577+5.4185e-06i,-0.0025575+4.2043e-05i,-0.0020269-0.00032288i,-0.0010054-0.00061316i,0.00037613-0.00048219i,0.00057489-0.00021581i,5.1184e-05-3.012e-05i,-2.836e-05+0.00027696i,0.00038945+0.00069298i,0.00075304+0.00079091i,-0.0007097+0.00058057i,-0.0016733+9.3786e-05i,-0.0013451-0.00060804i,-0.0010613-0.0011488i,3.9265e-05-0.0009147i,0.00085706-0.00038266i,0.0004133+0.00022741i,-0.00020888+0.00049958i,-0.0004795+0.00019806i,-0.00047762-4.0098e-05i,-0.00065431-0.00063178i,4.5077e-06-0.0010334i
1.2065e-05+0.0012805i,0.00077469+6.5422e-05i,0.001785-0.0007255i,0.0019392-0.0012187i,0.0023177-0.00077958i,0.0014934-0.0012831i,-0.00059419-0.0015076i,-0.001079-0.00091701i,-0.00044376-5.3924e-06i,8.9106e-05+0.00040126i,0.00069278-0.00029951i,0.0015217-0.00064009i,0.0020568+2.7711e-05i,0.0015896+0.00060267i,0.00073202+0.00093048i,0.00017991+0.0015596i,-0.0010626+0.00092584i,-0.0017657+0.0002914i,-0.0013687+0.00068689i,-0.0011864+0.00092121i,-0.0011768+0.00076571i,-0.00079968+0.00041404i,0.00013052-1.2926e-05i
-0.0010686-0.00088427i,-0.0018171-0.00070805i,-0.0030005+7.485e-05i,-0.0024286-0.0002568i,-0.00020358-0.00082806i,0.001192+0.00046879i,0.0010625+0.00092819i,0.00077992+0.00033771i,-0.00010887-9.8284e-05i,-0.00074063+9.5814e-05i,-0.00051124+0.0009962i,-0.00041072+0.0015005i,-0.00050692+0.00046145i,-0.00045807-0.00045081i,-0.00051114-0.00083755i,-0.00020499-0.0010735i,0.00010117-0.00099359i,-0.00033417-0.0002575i,0.00036753+0.00056913i,0.0004348+0.0005847i,0.00016295+0.00046636i,0.00049282+0.00085974i,0.00017055+0.00061629i
0.00053925-0.0015777i,0.00023741-0.00092453i,0.00015223-0.0008391i,0.0017924-0.0010068i,0.0015788-0.0014293i,0.0004735-0.00072402i,0.0012463-0.00030972i,0.0014906-0.00041736i,0.00023903-0.00035589i,-0.00056631-0.0004393i,-0.00013938-0.0011097i,0.00080601-0.0021721i,0.0015553-0.0014946i,0.0017226-0.00049451i,0.0013336-0.00035952i,0.0010377+0.00015373i,0.00010779+0.00057513i,0.00022408+0.0003163i,0.00033805-0.00072626i,0.00041537-0.0010073i,0.00080984-0.00048054i,0.0001534+0.00014004i,-0.0002994+0.00044167i
0.0015259-7.4369e-05i,0.00077406-6.5814e-05i,0.0010027-0.0014352i,0.0010885-0.0026867i,0.00085228-0.0022962i,0.00030347-0.002274i,-0.00065271-0.0012342i,-0.0010412-0.00029171i,-0.0010768-0.00055718i,-0.00012279+2.2479e-05i,0.00019938+0.0010021i,0.0005361+0.00096769i,0.00032889+0.0012778i,-0.00076329+0.0015924i,-0.0017493+0.00063441i,-0.00087287-0.00072306i,0.00023501-0.00074478i,0.000185-0.00011468i,8.8062e-05+8.8258e-05i,0.00040928-0.00016868i,0.00081244-0.00058472i,-0.00031918-0.00014304i,-0.00068956-0.00039552i
-0.0014536+0.00014685i,-0.00075309+0.00021451i,0.00087406-0.00019306i,0.0019221-0.00029529i,0.0028351+0.00020447i,0.0016842+0.00056214i,-0.00021691+0.00011533i,-0.00061548-0.00036773i,0.000156-0.00012989i,0.00020348-0.00016052i,0.00013859-0.00057917i,0.00024294-0.00075895i,-0.00049193-0.00031127i,-0.00061891-6.1674e-05i,-0.00032742-1.7737e-06i,0.00012356+0.00032105i,0.00064171+0.00013146i,0.0002476+6.9483e-05i,-8.7864e-05-0.00038404i,3.4351e-05-0.00026016i,-3.5879e-05+2.5768e-05i,-0.00046504-0.00028888i,-0.0014295-0.0003238i
0.00047905+0.00021617i,0.0016777+0.00075805i,0.0016183+0.0010286i,0.00088436+0.0010618i,0.0015942-0.00072615i,0.0015505-0.0016525i,7.9719e-05-0.0012878i,-0.0012586-0.0012068i,-0.0015737-0.00045063i,-0.0011554+0.00032662i,-0.0005671+7.1193e-05i,-0.00030303+0.00016557i,-2.6263e-05+0.00077201i,-0.00062525+0.00026923i,-0.0012249-0.00069293i,-0.00074491-0.00103i,-0.00039071-0.00090421i,-0.000939-0.00076222i,-0.0008617-0.0011589i,-0.00040555-0.0010483i,-0.00015257-7.5494e-05i,-0.00019337+0.00045861i,6.1291e-05+0.00025037i
-0.00032613+0.0001829i,0.00012579-0.00069783i,0.00050133-0.0016751i,0.00085662-0.0013162i,0.00083537-0.0017126i,0.00097114-0.0013216i,0.00068451-0.00075363i,-0.00022631-0.00095626i,-0.00012258-5.3541e-05i,-7.8153e-05+0.00072623i,-0.00065252+0.00039565i,-0.00090684-0.0004377i,0.00031297-0.0010954i,0.0013383-0.0010246i,0.00076796-0.00030375i,0.00019101+0.00031364i,-0.0001391+0.00083702i,0.00012422+0.0011478i,0.00020865+0.00068323i,0.00019342+0.00019761i,-3.4482e-05+0.00074737i,-0.00024825+0.00048113i,-5.0348e-05-0.00014461i
-0.00019268-0.0011337i,-0.0012317-0.0020084i,-0.00070816-0.001386i,0.00030866-0.00015789i,-0.00049104-4.7499e-05i,-0.0010726-0.00028144i,-0.00061878-0.00090202i,-0.00021617-0.00090606i,-0.00028735-0.0012909i,-0.0005882-0.0014915i,-7.0441e-05-0.00096985i,0.0010431+0.00016398i,0.00054862+0.0016388i,-0.00048566+0.0018335i,-0.00063602+0.00099939i,-0.00088542+7.0119e-05i,-0.00049059-0.00012122i,-0.00026292+0.00044304i,0.00016401+0.00061937i,0.00087863+0.00056356i,0.00050415-0.00021062i,-1.8914e-05-0.00055778i,-0.00026937-0.00042395i
-0.00079357-0.00074437i,-0.00034972-0.001478i,0.0013492-0.0011576i,0.0021038-0.0017113i,0.0015675-0.0030637i,0.00057724-0.0030156i,-0.00096738-0.0020393i,-0.00092632-0.0010768i,-0.00043074+4.7906e-05i,-0.00034035+0.00083213i,7.1373e-05+0.0010199i,-0.00054906+0.0003854i,-0.0011187-3.0522e-05i,-0.0006841-8.1472e-05i,0.00049919+0.00048036i,0.0015964+0.001082i,0.00086441+0.00051971i,0.00012581-0.00041529i,-0.0002261-0.00019299i,-0.0002255-0.00018549i,0.00014816-9.8123e-05i,-0.00027336+0.00072163i,-0.00051615+0.00074617i
-0.0031791+0.00014836i,-0.002516+0.00065302i,-0.0007961+0.0023017i,0.00044913+0.002223i,0.00095472+0.0013867i,0.00087029+0.00010688i,0.00086486-0.00080763i,0.0002473-0.0013416i,-0.00064431-0.00074833i,-0.00057745+0.00063723i,0.00013281+0.0012803i,0.00041119+0.00052657i,0.00044206-0.00064213i,-0.0005731-0.00038231i,-0.0015162+0.00026006i,-0.0010533+7.3208e-05i,-0.00066035-0.00017575i,-0.00065561-0.0002016i,-0.00034865-0.00053984i,-0.00051294-0.00068978i,-0.00098195-0.00041649i,-0.00069853+0.00019477i,6.5357e-05-0.00039665i
-0.0013027+0.00096443i,0.00041063+0.0010225i,0.0013784+0.00054683i,0.001957-0.00066721i,0.003253-0.0013314i,0.0031004-0.0010448i,0.001167-0.00052091i,-0.00013762-0.00055486i,-0.00065249-0.0005501i,-0.00085026-0.0003955i,0.00068574-0.00045356i,0.0017289-0.00082088i,0.00046479-0.00098492i,-9.2338e-06-0.00061384i,0.00028353-7.7379e-05i,-0.0001714+0.0003833i,-0.0006978+8.5966e-05i,-0.00090445-0.00049881i,-0.0009112+5.2797e-05i,-0.00040642+0.00066501i,0.00022579-4.3479e-05i,0.00044159-0.00048616i,5.3036e-05-0.00031815i
-0.001862+0.00044967i,-0.0005789-0.000449i,0.00010766+0.00027663i,0.0010789+0.001257i,0.0020046+0.00072744i,0.0014469-0.00042196i,0.00012499-0.0013727i,-1.9908e-05-0.0010531i,7.9263e-05+0.00017822i,0.00019894+0.00058808i,3.5653e-05+0.00077647i,-0.00042963+0.00053079i,-0.00059798+6.3547e-05i,-0.0008987+0.0001509i,-0.00048521+0.00023682i,-0.00051628+0.00084686i,-0.0011619+0.00078984i,-0.0014308+0.00063622i,-0.00091363+0.0002886i,8.8443e-06-5.8622e-05i,0.00036548+6.8644e-05i,0.0003935+0.00010054i,-4.151e-05+6.1067e-05i
-0.00060581-0.0015874i,-0.0016329-0.0019096i,-0.0018362-0.0018433i,-0.0008893-0.0015641i,-0.00040704-0.0013197i,0.00025778-0.0017246i,0.00094779-0.001458i,0.00040907-0.00051877i,-0.00022747-0.00038535i,1.5216e-05-0.00029698i,0.00015633-0.00019369i,-5.7464e-05+0.00026048i,-0.00076108+0.0007292i,-0.00042428-0.00021981i,0.00055388-0.00067613i,0.00091674-0.00025461i,0.00070862+0.00025037i,-0.00018864+0.00024963i,-0.00048242-0.00028154i,-0.00023128-0.00020439i,-0.00024754+0.00039262i,-0.00035065+0.00075232i,-0.00060354+0.00059965i
-0.0020502+7.9583e-05i,-0.00089421+0.00061791i,4.8558e-05+0.0021551i,0.00088024+0.0027896i,0.0020993+0.0024396i,0.0024172+0.0012423i,0.00078025-0.00032131i,0.0002962+4.4361e-05i,-0.00015423+0.0010195i,-0.00081311+0.0008091i,-0.00019971+4.4189e-05i,0.00053188-0.00032747i,0.00079258-0.00033432i,0.00058981+5.725e-05i,-4.2661e-05+0.001168i,-0.00010932+0.00092657i,3.6349e-05+0.00030055i,2.1178e-05+0.00039714i,0.00031662+0.00020917i,0.00020633-2.0043e-05i,-0.00045731+0.00011411i,-0.00090683-0.00014415i,-0.00073891+7.6735e-05i
-0.0018288-0.0010655i,-0.0011085-0.00032769i,6.6976e-05-0.00016186i,0.00055393-0.00047544i,0.0008204+0.00030588i,0.00038965+0.00042254i,-5.0002e-05-0.00076439i,-0.00012096-0.0011958i,-0.0011796-9.6957e-05i,-0.0012901+0.00060682i,-6.8157e-05+0.00094279i,1.378e-05+0.0011538i,-0.0008112+0.00051525i,-0.0011695+0.00022901i,-0.00075974-2.8129e-05i,-3.3493e-05-0.00068174i,0.00068955-0.0010078i,0.0011069-0.00062642i,0.0001552+6.6453e-06i,-0.00051693+0.0003506i,-0.00024751+0.00033828i,-0.00013305-0.00015125i,-0.00038406-0.00038003i
0.00029798-0.00022124i,0.0011178-0.0011146i,0.002099-0.0027721i,0.0023967-0.0030631i,0.0021418-0.0022666i,0.00090936-0.0018199i,0.00033245-0.0010129i,8.9105e-05-0.00021536i,-6.4508e-05-0.00033053i,-2.8259e-05-0.0002417i,-0.00018073+6.8104e-05i,-0.0005384+0.00027553i,-0.00053282+0.00043131i,0.00023246+0.00010487i,0.00040824-0.00047344i,-0.00070459+0.00051506i,-0.0014058+0.00048721i,-0.00093636+0.00011419i,-0.00039246+0.00037473i,8.1683e-06+0.00051279i,8.8292e-05+0.00078612i,-0.00021688+0.0008785i,-0.00072788+0.00026814i
-0.0014199-0.00044325i,-0.00060076+0.00068571i,1.8185e-05+0.0021202i,-7.4925e-05+0.00076007i,0.00055872-0.00070867i,0.0013568-0.00082047i,0.0012932-0.00089324i,0.0010603-0.00056845i,0.00084137-0.00039205i,0.00069945-0.00057994i,0.000469-0.00051672i,-0.00012145+0.0003897i,-0.00081133+0.00057013i,-0.00072902+0.00032585i,0.00025387+7.3935e-05i,0.00047026-0.00020304i,0.00057077-0.00053928i,0.0014311-0.00036624i,0.00065309+4.3295e-05i,-0.00049583+3.4241e-05i,-0.0010394-0.00021044i,-0.00089841-0.00044554i,0.00029746-0.0006186i
