0.0017604+0.00092419i,0.0020723-0.00051563i,0.000733-0.0018677i,-0.0015199-0.0020374i,-0.0024734-0.00051957i,-0.0017658+0.0018262i,0.00037133+0.0028577i,0.0023025+0.0015747i,0.0028454+2.9921e-05i,0.002233-0.00075552i,0.00089731-0.0015787i,-0.00036747-0.0015889i,-0.00060505-0.00082693i,-0.0008655+0.00038893i,-0.0017787+0.00034186i,-0.0017967-0.00042319i,-0.0013709-0.00098377i,-0.0011258-0.00053926i,-0.00025079+0.0008857i,0.0007813+0.00061941i,0.00078902-0.00079267i,-0.00044614-0.001614i,-0.00078504-0.0010543i
0.00044262-0.0011447i,0.00057864-0.0013467i,0.00097469+5.4262e-05i,0.0012327+0.00097086i,0.0013279+0.0010568i,0.0012457+0.001465i,0.00086024+0.0013297i,0.000641+8.3592e-05i,0.00069648-0.00047636i,0.0004352-0.00017027i,0.00061663-0.00080974i,0.00084955-0.0010428i,-0.0003322+0.00028416i,-0.00064925+0.00053189i,-0.00014329+0.00024972i,-0.00093746+0.00052973i,-0.0018278+6.5846e-05i,-0.0010857-0.00023222i,0.00043074+0.00037577i,0.00027586+0.00035097i,0.00022544-0.00032652i,0.00073345-0.00031294i,-0.00020703-0.0002417i
0.00095697+0.00030194i,-3.7136e-05+0.00011955i,-0.0009161-0.00042157i,-0.00093063-0.0010329i,0.00018095-0.00056163i,0.0016633+0.00022021i,0.0019561-6.7469e-06i,0.001492-0.00084995i,0.00056309-0.00080239i,0.00045618-0.00020496i,0.00040813-0.00064991i,0.00052969-0.0011761i,0.0012693-0.00089435i,0.0012954-0.00046983i,0.00096026-0.00071032i,0.00072868-0.00067757i,-3.1821e-05-9.6225e-05i,-0.00091146+0.00029248i,-0.0012138+0.00040737i,-0.00043333+4.0107e-05i,0.00071577-0.00052774i,0.00044246-0.00030772i,-0.00025856-0.00014307i
-0.0030427-0.00011825i,-0.0017772+0.001389i,-0.00089241+0.0025641i,8.7487e-05+0.0022636i,0.0012976+0.0019141i,0.00202+0.0019431i,0.0015338+0.0018781i,2.6468e-05+0.0013607i,-0.00038601+0.0012548i,-0.00034911+0.0013443i,-0.00048165+0.00088731i,-0.00019486+0.00067986i,0.00016316+8.8658e-05i,0.00014745-0.00056362i,0.00027193-0.00034507i,0.00041051+0.00063264i,-0.00040956+7.1515e-05i,-0.00074722-0.00066361i,-0.00079569-7.1101e-05i,-0.0010917+0.00051347i,-0.0012594+0.00089935i,0.00027109-0.00027099i,0.00079221-0.00121i
0.0010296+0.00051708i,0.0016215+0.0004813i,0.001674+0.00075682i,0.00085523+0.00025595i,0.0010156+0.00077398i,0.0015706+0.0013667i,0.0019157+0.0007976i,0.0019986+0.00030868i,0.0011293+0.00026053i,0.0007149-4.3979e-05i,0.00093734-5.6427e-05i,0.00024259-0.0001395i,2.6234e-05-0.00052487i,0.00071524-0.00038527i,0.00079666-0.00076203i,0.00048143-0.00051668i,0.00031947+0.00068344i,-6.1034e-05+0.00064729i,0.00014849+3.716e-06i,-0.00026502+0.00055317i,-0.0004499+0.00029177i,0.00036525-0.00062517i,0.00015048-0.00041381i
0.00058142+0.0015923i,0.00069993+0.0010123i,0.00093504+0.00055943i,0.0001134+0.00097194i,-0.00035311+0.00080814i,0.00034511+0.00050126i,0.0017693+0.00051496i,0.0017303+0.00014698i,0.0003465+0.00015889i,0.00034759+0.00023191i,0.00067752-0.00026492i,0.00046779-0.000342i,0.00092955+0.00010733i,0.00098411-0.00022486i,0.00020522-0.00012154i,0.00011574-1.958e-05i,-0.00042167-0.0002327i,-0.00044273-0.00064202i,0.00026674-0.00031346i,-0.00010284-0.00015104i,-0.00051604+1.4343e-06i,-0.00053814+0.00020212i,-0.00018886-0.00052557i
-0.00087522-0.0012092i,-0.0010164-0.0019316i,-0.0013318-0.00056027i,-0.0010642+0.00082739i,0.00057138+0.00078246i,0.0029079+0.000525i,0.0033675+0.00085712i,0.0022924+0.00013848i,0.00085424-0.00099576i,-6.5056e-05-0.00063784i,-0.00023638-0.00041443i,3.4798e-05-0.00068509i,0.00066847-0.00031926i,0.00037559-0.00046627i,-0.00024437-0.0008761i,0.00030742-0.00075867i,0.00075342-0.00011476i,-1.377e-05+0.00054557i,-0.0011867-9.0154e-05i,-0.00072216-0.00097015i,0.00028339-0.00062006i,0.00078589-2.6953e-05i,0.00050497+0.00048415i
8.5179e-05+0.00057097i,-5.2152e-05+0.0011595i,0.0004226+0.0014676i,0.00082167+0.0026036i,0.00090547+0.0024689i,0.0013813+0.0018116i,0.001747+0.0018065i,0.001338+0.00083692i,0.00036682+0.0002089i,-0.00015971+0.00035322i,-0.00036708+1.7478e-05i,-0.0010469+0.00028184i,-0.00085252+0.00069051i,-0.0001402+0.00030909i,-0.00024856+9.4626e-05i,-0.0005379+0.0002621i,-0.0011042+0.00042168i,-0.0014648+0.0002603i,-0.00050159+0.00014063i,0.0004689-0.00034339i,0.00033998-0.0004648i,-0.00012983-0.00040497i,-0.00042503-0.00048011i
0.00013015-0.00064786i,0.0011115-0.0016396i,0.0011445-0.0013593i,0.00060086-0.00036656i,0.00072419+0.00013349i,0.0010571+0.0012605i,0.0020266+0.0015525i,0.0020981+0.00040827i,0.00036207-0.00027323i,-0.00025734-0.00027377i,0.00051803-8.6375e-05i,-1.0203e-06-0.00022766i,-0.00099687-0.00047997i,-0.0014217-0.00045419i,-0.0013069-0.001059i,-0.00027754-0.0013072i,0.0001865-0.00083805i,-0.00063638-0.00066039i,-0.00093383-8.2363e-05i,-0.00028755+0.0005898i,0.00052652+0.00023195i,0.00024257-0.00066502i,-0.00028791-0.001357i
0.00020545+7.4175e-05i,-0.00054585-0.00038235i,-0.0011453-0.00091506i,-0.00096363+0.00037171i,-0.00045253+0.0013475i,0.0005638+0.00099463i,0.0017295+0.00093706i,0.0013277+0.00060157i,1.1094e-05-4.5351e-06i,-0.00046493-0.00069659i,-0.0003556-0.0010271i,-0.00066052-0.00042469i,-0.00058506-0.00017362i,-0.00059554-0.00029721i,-0.0002277-0.00056129i,0.00023414-0.00042812i,-0.00010421-6.1368e-05i,7.6902e-05-1.3677e-06i,0.00021608+5.9417e-05i,0.00020372-8.5877e-05i,0.00029645-0.00010357i,0.00043716+0.00021697i,0.00096013-0.00018443i
0.00084289-1.5448e-05i,0.00013705-0.00013809i,5.9401e-05-0.00053424i,-0.00014696-0.00021003i,0.00018006+0.001324i,0.00051675+0.0027217i,0.00099857+0.001946i,0.0010502+0.00076886i,0.00050093+0.00051271i,-0.00036898+0.00051569i,-0.00013035-0.00011829i,-0.00050867-9.8987e-05i,-0.0010161-1.5754e-06i,-0.0006568-0.00022492i,-0.00059424+3.3546e-05i,-0.00058714+0.00078233i,-0.00073475+0.0010055i,-0.00084278+0.00047995i,-0.00052143+0.00037939i,6.2692e-05+2.8781e-05i,5.2189e-05-0.00030009i,0.00066484-0.00065802i,0.001143-0.0003624i
0.0016065-0.00023481i,0.0017516-0.00034404i,0.0010962-0.0002555i,0.00072177-0.00024248i,0.00083096+0.00015939i,0.0012164+0.00082856i,0.0012701+0.00098289i,0.0011271+0.00035696i,0.00046355+0.00027307i,0.00015697+9.5133e-05i,-4.6223e-05-0.00076846i,-7.4943e-05-0.0010721i,0.00025836-0.00018434i,0.00077684+0.00016964i,0.00094912-5.5267e-05i,0.0011819-0.00012736i,0.0013693-0.00056514i,0.0004642-0.00064287i,-0.0004668+4.7245e-05i,-0.00023593+0.0005318i,-0.00042163-0.00013801i,-0.0004326-0.00030706i,-0.00021572-0.00010489i
0.00037953-7.645e-05i,-2.7967e-05-0.00038249i,0.00039721+0.00041181i,0.0013334+0.001728i,0.0013605+0.0026501i,0.00084268+0.0023888i,0.00067462+0.0010322i,3.0424e-05-9.3504e-05i,-0.00028504-0.001142i,0.00049181-0.0015261i,0.00039281-0.0010441i,-0.00070838-0.00072169i,-0.0010302-0.00014474i,-0.00038025-0.00045896i,7.2058e-05-0.0016589i,0.00012051-0.0015147i,0.0010619-0.00042195i,0.0016383-0.00013593i,0.00068168-0.00052869i,-9.7949e-05-0.0007053i,0.00059228-0.00069851i,0.0013671-0.00059566i,0.00054511-0.00048909i
-0.00027144-0.00029906i,-5.5245e-05+0.001i,0.0006435+0.0018629i,0.0010284+0.0006881i,0.0012976-0.00020059i,0.0015879+0.00073675i,0.0016726+0.0014501i,0.0012541+0.001021i,0.00036082+0.00016849i,-0.00040665-0.000307i,-7.8527e-06-0.00067852i,0.00042936-0.00074266i,7.4023e-05-0.00045563i,-0.00072068+0.0002371i,-0.0012663+0.00074786i,-0.0006786+0.0004584i,-0.00015686+7.0306e-05i,-0.00010389-0.00028176i,0.00014576-0.00018209i,0.00016008-0.00012193i,0.00014617-2.6713e-05i,-0.0001689-0.00018372i,0.00017883-0.0010624i
0.00053757+0.0011558i,0.00084855+0.00027393i,0.00088642+8.875e-05i,0.00069911+0.00075315i,0.0010566+0.0016394i,0.0012733+0.0020226i,0.001893+0.0013578i,0.0019603+0.00018068i,0.00072536-0.00022952i,0.00054364-0.00033438i,0.00071417-0.00058077i,-0.00024153-0.00072052i,-0.0007221-0.0001171i,-0.00091332+0.00051784i,-0.0011852-0.00023889i,-0.0014506-0.00086228i,-0.00093896-0.0006099i,-0.00037631+0.00034285i,0.00018522+0.0011238i,0.00043966+0.00092143i,0.0005284-2.5698e-05i,0.00045831-0.00058194i,-0.00057003-0.00011265i
0.00025774-0.00058713i,0.0001609-0.0015871i,0.0010068-0.0018441i,0.00074844-0.0019785i,7.3855e-05-0.00098104i,0.00070742+0.00082935i,0.00094054+0.00074001i,0.0011085-0.00037175i,0.0013572-0.00052094i,0.00089022-0.0006767i,0.00014814-0.00065918i,-0.00042831-0.00041747i,-0.00026214+0.00019149i,-0.00020148+0.00037772i,-0.0011461+0.00034136i,-0.0013251+0.00047424i,-0.0004517+0.00027035i,-5.2573e-05-6.6513e-05i,-0.00052175+0.00095336i,-0.00042109+0.0009825i,0.00028766-0.00010161i,-0.00045083+0.00011334i,-0.0013653-0.00037525i
-0.00067209-0.00093697i,-0.0011382-0.0011825i,-0.0010501-0.00083127i,-0.00053152+0.00010877i,-0.00037678+0.00078458i,0.0009195+0.0013417i,0.0020675+0.0011533i,0.0011819+6.6661e-05i,-0.00023138-0.00011647i,-0.00022166+0.00047431i,0.00052084+0.00045338i,0.00083068+0.00013735i,0.00061033-0.00057723i,0.00048231-0.00098835i,0.00066094-0.00056506i,-0.0002-0.00074644i,-0.00057994-0.00025938i,-9.4411e-05-0.00028968i,-6.515e-05-0.00072644i,-0.0009759-8.2943e-06i,-0.00063716+0.00042455i,0.00043513+0.00026305i,0.00030362+0.00047949i
-0.001235+0.0025436i,-0.00082552+0.0027406i,0.0008981+0.0022981i,0.0013954+0.0010797i,0.0015501+0.00064522i,0.0013259+0.0012914i,0.001014+0.0011695i,0.00094104+0.00096353i,0.00098799+0.00056222i,0.00045962-0.00050157i,-0.00026115-0.0011404i,-0.00084242-0.00091522i,-0.0011967-0.0010183i,-0.00096332-0.0014291i,-0.0002553-0.00067359i,-0.00026993-0.00046555i,-0.0010703-0.00046121i,-0.00080015-3.6846e-05i,0.00039603-0.00017084i,0.00055467+0.00034736i,0.00063933+0.00051004i,0.00085197+0.00015212i,0.00035301+3.8655e-05i
0.0022498-0.00057292i,0.0018206-0.001093i,0.0017113-0.0019175i,0.0012471-0.0017866i,0.00049604-0.0017087i,0.00078764-0.0010994i,0.0012988-0.00017537i,0.0018201-0.00039831i,0.0013359-0.00034069i,1.7402e-05-0.00046402i,-0.00021772-0.0016312i,-0.00040636-0.0010385i,-0.00054899+0.00057587i,-0.00046431+0.00072476i,-0.0011678-3.207e-06i,-0.0010974+3.9925e-05i,-0.00032226+0.00058604i,-0.00013769+0.00055374i,-0.00050722+0.00041056i,-0.00013987+0.00016295i,0.00050477+0.00017741i,0.00030487+0.00022882i,-0.00026766-0.00032951i
-0.00072429-0.001632i,-0.00079477-0.00011721i,-0.0010979+0.00057923i,-0.0011385+0.0012894i,4.5678e-05+0.002683i,0.0022312+0.003178i,0.0031028+0.0017312i,0.0020616-0.00034487i,0.00060573-0.0015125i,-0.0002095-0.00097012i,-0.00018879+1.109e-05i,-0.00014906-3.804e-05i,0.00042236-0.00037583i,0.0010929-0.00014476i,0.00066355-4.8122e-05i,0.00052153+0.0002517i,0.0007272+0.00068656i,-6.9992e-05+0.00010666i,0.00023679-0.00028625i,0.00063321-0.00044287i,-5.0433e-05-0.0002243i,-0.00028482+0.00049433i,-0.00049813+0.00024516i
-0.00076592-0.00042808i,-0.00059867-0.00095097i,-0.00033508-0.0010991i,-0.00051269-0.00035275i,-0.00036368+0.0002449i,0.00074737+0.00049869i,0.0019533+0.001044i,0.0020735+0.0011578i,0.0011495+0.00079103i,0.00026508+0.00050404i,8.5483e-06+0.00024366i,-0.00027501+0.00086041i,-0.00066735+0.00080633i,-0.0009907+0.00028341i,-0.00015731+5.6745e-05i,0.00049242+1.1319e-05i,0.00026609+7.1732e-05i,-5.0116e-05-0.00015738i,-0.00030107-0.00030598i,0.00031698-9.8307e-05i,-8.2784e-05-0.0002628i,-0.00036135-0.00052675i,-0.00034497-0.0002603i
-0.00016759-0.00071665i,4.5928e-05-0.00068484i,-0.00024885-0.00067013i,8.2078e-05-3.0025e-05i,0.00096867+0.00062764i,0.0019349+0.0016537i,0.0019184+0.0011875i,0.0017449-0.00029972i,0.00059362-0.00034915i,-0.00070613-0.00061354i,-0.00033801-0.00058221i,0.00027026-0.00027403i,0.00052795-0.00055668i,0.00071264-0.00023277i,0.00057796+0.00022289i,1.6994e-05+0.00040221i,-1.5847e-06-0.00044129i,-0.00038537-0.00067956i,-6.2672e-05-7.7704e-05i,0.00057739+0.00045157i,0.00020989+0.00015858i,9.6904e-05-1.1251e-05i,-0.00035872+1.0357e-05i
0.00019887-0.0016501i,-0.00067275-0.0020028i,-0.0015796-0.0022909i,-0.00093664-0.0011642i,0.00024763+0.00079469i,0.00073192+0.0017255i,0.0015899+0.0025553i,0.0019045+0.002451i,0.0007481+0.0002158i,0.00016817-0.00085461i,-0.00059547-0.00049749i,-0.00064981-9.4258e-05i,6.518e-05+0.00024591i,0.0003553+0.00030804i,0.00047313+0.00043375i,-6.19e-05+0.00045711i,-0.00046751+0.00016023i,-0.00049521-3.1027e-05i,-0.00069326-0.00044713i,-0.0012773-0.00042847i,-0.0008893-0.00028553i,2.595e-06+1.9312e-05i,0.0007197+0.00044319i
0.00066829+0.00072518i,0.00043844+0.00070522i,0.00094288+0.00072547i,0.00103+0.00031957i,0.00067274+0.00045555i,0.00035056+0.0012854i,0.00093202+0.0013588i,0.00095547+0.00041898i,-0.00019609+0.000269i,-0.00024054+0.00021815i,0.00056162+9.1926e-05i,0.00062874+0.00010665i,-0.0001059-0.00020129i,-0.00048417-0.00061844i,9.5193e-05-0.00090512i,0.00045066-9.4835e-05i,0.00040358+0.00024227i,0.00090183-0.00014134i,0.0010986+0.00021007i,0.00029373+0.00026545i,0.00040124+7.1326e-05i,0.00067336+0.00055419i,5.5965e-05+0.00063228i
-0.0027487-0.00030364i,-0.0024579-0.00070732i,-0.0015552-0.00042755i,-0.00069498+0.00025294i,0.00098299+0.0011926i,0.0022035+0.0014589i,0.0015362+0.00049453i,0.00020863-0.00023907i,0.00011592-0.00014546i,0.00037084+0.00023727i,0.00016301+0.00014229i,0.0005962+0.00027719i,0.00082687+0.00069584i,-0.00022648-0.0004278i,-0.0010589-0.00096523i,-0.00082963+0.00011981i,-0.00013121+0.00028391i,0.00039837+0.00033233i,0.0001157+6.5204e-05i,0.00032104+0.00010595i,0.00067592+0.00041024i,0.00037808+7.4131e-05i,-0.00016261-0.00077354i
0.0021796-0.00023171i,0.0036414-0.00016435i,0.0038514-0.00050012i,0.0021635-0.00021291i,0.0014258+0.00082671i,0.0010542+0.00089579i,0.00092184+0.001153i,0.0014751+0.00084677i,0.0010947+0.00016408i,-0.00024061-0.00013777i,-0.00079542-0.00024694i,-0.00050622-4.4588e-05i,-0.00059064-2.7423e-05i,-0.00059575+0.00066029i,-0.00086033+0.0011074i,-0.00073019+0.00020756i,-0.0001578+0.00041342i,0.00024517+0.0005836i,0.00049792-8.7041e-05i,0.00032357-0.00052082i,0.0001089-0.00094188i,0.00018962-0.00081666i,9.546e-06-0.00091345i
-0.0011821+0.00033015i,-0.0011634+0.00091014i,-0.0010159+0.0010372i,-0.00098367+0.00026431i,1.784e-05+0.00077895i,0.00093317+0.0011969i,0.0013863+0.00038833i,0.0012555-0.00043398i,0.00025165-0.00026882i,0.00047706-6.5719e-05i,0.0011551-0.00057903i,0.00078679-0.00086689i,0.00012053-0.00088054i,-0.00058962-0.00081103i,-0.0009614-0.00075302i,-0.0013029-0.00080469i,-0.0007679-0.00050914i,0.00012666-0.00025406i,4.9865e-06+4.3354e-06i,0.00055984+0.00042395i,0.00090015+0.00018381i,0.00029977-0.00064123i,1.5283e-05-0.0013301i
-0.00075192-0.0019969i,0.00019439-0.001123i,0.00014735+0.00048832i,0.0008256+0.0009443i,0.0015686+0.00048097i,0.0020118+0.00011931i,0.0020758+0.00038128i,0.0015273+0.00052831i,0.00066484+9.9764e-05i,-0.00044824-0.00096759i,-0.0011901-0.0017021i,-0.00046732-0.0015836i,0.00035389-0.000805i,0.00045684-0.00069812i,0.0003198-0.0013345i,0.0002131-0.00042224i,0.00064302+0.00082297i,0.00075196+0.00063447i,0.00020864+0.00041971i,1.222e-06+0.00084902i,0.00015789+0.00035516i,-0.0002488-7.8692e-05i,-0.00059086+0.00015295i
0.00011271+0.0018073i,0.00016648+0.002677i,-0.00032969+0.0020751i,0.00028567+0.00089001i,0.0010201+0.0010459i,0.0010747+0.0015537i,0.0011501+0.0011883i,0.00088184+0.00012791i,0.0011152-3.9322e-05i,0.0016377+0.000309i,0.00044016-0.00034371i,-0.00063731-0.00037374i,0.00026806-0.00026408i,0.00097372-0.00073512i,0.00063378-0.00054983i,0.0004885-0.00055894i,-7.7583e-05-0.00020769i,-0.00057008-0.0002106i,0.00048973-0.00016588i,0.00035838-9.2284e-05i,-1.925e-05-0.00018873i,0.00024686+0.00013696i,-0.0005843-0.00026334i
-0.00048671+0.0012915i,-0.00020863+0.00066018i,0.00070881+0.00042574i,0.0011683+0.00018762i,0.00058616+0.00022105i,0.00071765+0.00091595i,0.001201+0.0015064i,0.0010003+0.00060318i,0.00091503-0.00069277i,0.00080309-0.00044021i,0.0002016-0.00076394i,-0.00012624-0.001329i,0.00029163-0.00032265i,-6.6024e-05+0.00021625i,-0.00083546-0.000154i,-0.00064672-0.00015012i,0.0001646+1.9398e-05i,0.00021978+0.00055896i,-0.00031863+0.00044048i,-3.2279e-05-0.00010877i,0.0007597+2.1024e-05i,0.00050263+0.00017792i,-0.00052088+6.3298e-05i
0.0012018-0.0014251i,0.00045882-0.0013105i,-0.00044432+0.00026777i,-0.00039203+0.0012484i,0.00089178+0.0018936i,0.0023019+0.0017657i,0.0023779+0.0017876i,0.0017272+0.0016361i,0.00042016+0.00091116i,-0.00018226-1.9972e-05i,0.00025497-0.0001953i,0.00023495+0.00028323i,-9.7714e-06+0.00024188i,0.00025009+4.3661e-05i,0.00018585-0.00019886i,9.4541e-05-0.00014259i,0.00052092-0.00020553i,0.00025701-0.00028394i,3.3173e-06-0.00036787i,-0.00011369-0.00036901i,-0.00014558-0.00015233i,-4.9249e-05+8.2315e-05i,-0.00095664-0.00044803i
-8.5498e-05+0.0023504i,-0.0011535+0.00175i,-0.0012065+0.00040019i,6.7847e-05+0.00031761i,0.0010546+0.00097049i,0.0013533+0.0015189i,0.0021559+0.0010648i,0.0020193-0.00020485i,0.0011112-0.00071704i,0.0010056+6.3959e-06i,0.00085284-3.0902e-05i,0.00074145-0.0011473i,-0.00011783-0.00089507i,-0.0011809+0.00017986i,-0.00083134+0.00022119i,-0.00034074-4.0992e-05i,-0.00038796-0.00047637i,-0.00025693-0.00056906i,-0.0004579-0.00028858i,-0.00025541-0.00017292i,-0.00028554-0.00021309i,-0.00021413-0.00020711i,7.6604e-05-0.00035789i
-0.0021039+0.0012398i,-0.00077866+0.00069865i,8.2874e-06+0.00063677i,7.7475e-07+0.00076853i,0.00072897+0.00067634i,0.0021775+0.00065658i,0.0024888+0.00032446i,0.0013629-0.00047278i,0.00077535-0.00043168i,-7.5708e-05-0.00035615i,-0.00083432-0.00051197i,-0.00040651+0.00036014i,-0.00036801+0.00070747i,-0.0002824-0.00031793i,2.9604e-05-0.00036577i,0.00034458-0.0001562i,0.00016729+0.00067276i,0.0002071+0.001105i,0.00036379+0.00018192i,-0.00022747-0.00020729i,-0.00013395-7.7878e-05i,0.00067996-0.00015138i,0.0003574-0.00067992i
0.0022421-0.0009533i,0.0018615-0.0015414i,0.0016097-0.00088984i,0.00082173+0.00020129i,0.00057213+0.00010398i,0.00051293-2.0127e-05i,0.0011266+0.00073903i,0.00078158+0.00056971i,-0.00038629+0.00057393i,-0.00063383+0.0007927i,-0.00076157+0.00037739i,-0.0013529-9.8637e-05i,-0.0012958+2.2097e-05i,-0.0012606+0.00029963i,-0.00069569-0.00013673i,0.00043063-0.00029215i,0.00031847-0.00031552i,-0.00031286-0.00051915i,-0.00022616-0.00058249i,6.7536e-05+0.00033155i,-0.00058537+0.00050438i,-0.00075997+7.0397e-05i,-0.0010361+7.2278e-05i
7.7799e-05+0.00065878i,0.00053881+0.0001999i,0.00073817+0.00089484i,0.0004045+0.001288i,0.00055929+0.0013207i,0.0011573+0.001162i,0.0014156+0.0013438i,0.00091493+0.00074307i,0.00013715+0.00030457i,-0.00066191+0.00045481i,-0.0010213+0.00022314i,-0.00059177-0.00036097i,9.2761e-05-0.00027822i,-3.1411e-05-0.00056815i,-0.00077232-0.0016731i,-0.00042156-0.0017229i,-0.00012817-0.00051208i,-8.11e-05-4.3036e-05i,0.00038231-0.00039346i,6.1514e-05-0.00042238i,-0.00014439-8.6771e-05i,-0.00027795+0.00025067i,-0.00010475+3.0118e-05i
-0.00098966-0.0017553i,-0.0011825-9.4807e-05i,-0.00018958+0.00065923i,0.00020735+0.00052835i,-0.00016863+0.0011069i,0.00090499+0.001504i,0.0017536+0.0013072i,0.00081658+0.00061405i,-0.00017152+0.0001752i,-0.00026335+0.00044199i,0.00012776+0.00059265i,0.00037985+0.00039238i,-0.00045787+0.00034759i,-0.0006923+0.00059512i,-5.2513e-05+2.5861e-05i,-0.00020489+0.00025166i,-0.00049153+0.00028586i,-0.00062681-0.00040693i,-0.00083102-0.00030042i,-0.00082794-0.00017628i,-0.0010414+0.00023798i,-0.0011796+0.00072119i,-0.0006034+0.00076092i
-0.00052197-0.0011816i,-0.00050554-0.00086488i,-0.0020356+1.605e-05i,-0.00162+0.0013866i,0.00037495+0.0018796i,0.0016752+0.0010579i,0.0021896+0.00081917i,0.0013793+0.0010164i,-4.1101e-07+0.00066496i,-7.7512e-06-6.6624e-05i,2.9905e-05-0.00060866i,8.5182e-07-0.00067451i,0.00072837-0.00013001i,0.00048788+0.00016214i,1.5059e-05-0.00015026i,4.8573e-05-0.0006346i,6.3949e-05-0.00061633i,0.00023884-0.00036623i,0.00018206-0.00050324i,-2.3873e-05-0.00013109i,-0.00030219+0.00073812i,-0.00080689+0.00084236i,-0.00056336+0.00053199i
0.001088+0.0018496i,0.0018113+0.0015691i,0.0023151+0.00036235i,0.0016906-0.0010356i,0.00084629-0.00025927i,0.0013274+0.0012603i,0.0015636+0.0015831i,0.00085533+0.00088767i,-6.9767e-05+0.00061444i,-0.00013325+0.00015397i,0.00019957-0.00086926i,2.0473e-05-0.00068689i,-5.0107e-05-0.00019572i,-0.0005321-0.00076977i,-0.0010219-0.0010091i,-0.00068232-0.0006901i,-0.00020343-0.00012985i,4.5136e-05+0.00039842i,-6.3713e-05+0.00074846i,0.00046764+8.3497e-05i,0.00080906-0.00025853i,0.00044593+3.5015e-06i,0.00027837+3.6424e-05i
-0.00015485+0.00056488i,-0.00076468+0.0001847i,-0.00061513-0.00039425i,0.00049149-0.0002302i,0.00061077+0.00062173i,0.00070971+0.0018561i,0.0015478+0.0017226i,0.0016473+0.0006349i,0.0010111+0.00069173i,0.00024264+0.00062116i,2.9552e-05+0.00034276i,-0.00027631-0.00011017i,-0.00064998-0.00065211i,1.2541e-05-0.00038934i,0.0010053+0.0002015i,0.00070855-0.00056105i,2.6509e-05-0.00077109i,-0.00011601+0.00012107i,-0.0002606+0.00075548i,-0.00085016+0.000721i,-0.00048891+0.00048617i,0.00061156+0.00052361i,0.0013204-0.00028086i
0.0015657+0.0017106i,0.001878+0.0015467i,0.0013376+0.00093581i,0.00063743+0.00012309i,-0.00013266-0.0001021i,2.5871e-05+0.00059434i,0.0013284+0.00097194i,0.0020722+0.00051071i,0.0010877-0.00020706i,-0.0001375-0.00079249i,-0.00045989-0.00074896i,-1.5671e-05-0.00019893i,0.00024605+0.0007033i,-0.00053679+0.00015121i,-0.0010699-0.00066972i,-0.0010811-0.00038081i,-0.0010004+0.00010374i,-0.001186-5.9461e-05i,-0.001088+6.8026e-05i,-0.00042682+0.00015533i,-6.583e-05-0.00080903i,-0.00017537-0.00078317i,-2.9089e-05-0.00094417i
-0.00034826+0.00035445i,-0.00035767+0.00025896i,-0.00027441+0.0001118i,0.00010209+0.00046812i,0.00083068+0.001096i,0.0015821+0.001442i,0.0018613+0.001116i,0.0013308+0.00028629i,0.00043506+0.00019114i,-0.00040543-0.00017891i,-0.00044783-0.0011857i,-0.00033157-0.00092961i,-0.00081616-0.00075899i,-0.0004481-0.0013036i,0.00015865-0.0012387i,-0.00012775-0.0007838i,-3.0661e-05-0.00011008i,0.00042312+0.00032966i,0.00017145+2.1436e-05i,0.0002538-1.3246e-05i,0.0008425+0.00036001i,0.00098483-3.9482e-05i,0.00043118-0.0008788i
-0.00085377+0.00086795i,-0.00023677+0.0013427i,0.00078966+0.0016806i,0.0019033+0.0011669i,0.0016817+0.0012544i,0.0015183+0.0011528i,0.002205+0.0003952i,0.0017475-0.00058218i,0.00040503-0.00019423i,-7.11e-05+0.00083336i,4.7567e-05+0.00040407i,-6.9266e-05-0.00019347i,-0.00021352-0.00018416i,-0.00040442-0.00062761i,2.552e-05-0.00079454i,0.00065328-0.0007716i,0.00028699-0.00037049i,0.00043706+0.00077016i,0.00074895+0.0015503i,-5.7423e-05+0.0010305i,-0.00028556-0.00027244i,0.00031075-0.0008673i,0.00071295-0.00056789i
0.00029784-0.0010023i,0.00070645-0.00085856i,0.00027383-0.00062237i,-0.00061095-0.00038437i,-0.0001782+0.00064537i,0.0014911+0.0017857i,0.00156+0.00082257i,0.00077984-0.00076209i,0.00030995-0.00085338i,-0.00019397-0.00039307i,-0.00038148-0.00017147i,-0.00054087+0.00043843i,-2.8083e-05+0.00076858i,0.00070766+0.0012271i,-0.00010493+0.0018543i,-0.0006495+0.0013648i,6.709e-05+0.00032576i,0.00063422-0.00022379i,-1.562e-05+0.00010264i,-0.00022191-3.9523e-05i,0.00043505-0.00015012i,0.00022912+0.00019323i,-0.00016035+5.5305e-05i
0.00049353-0.00021361i,0.00017788+0.0008358i,0.0006606+0.00036987i,0.00077658-0.00038907i,0.00050005-0.00037475i,0.0008313+0.00035175i,0.00093374+0.00096751i,0.00080654+0.0011158i,0.00028289+0.00099981i,-0.00031397+0.00054366i,-0.00012998-0.00044623i,-7.4111e-05-0.00020098i,-1.0913e-05+2.9036e-05i,-0.00016259-0.00036423i,-0.00092319+0.00017482i,-0.00053547+0.00048214i,0.00028399+0.0002695i,0.00071115-5.1224e-05i,0.00087259+6.2014e-07i,0.00047045+0.00033698i,0.00026503+4.5798e-05i,-3.6112e-06-0.00014873i,-0.00059371-0.00015895i
