-0.0029346+0.0001169i,-0.0030842-0.0012575i,-0.0033944-0.0018076i,-0.0024261-0.001196i,-0.0011676-0.00016985i,-0.00064082+0.001227i,-0.0003916+0.0022474i,0.00063304+0.0018489i,0.0011859+0.00039073i,0.00094932-0.00066106i,0.00043004-0.00063845i,7.6313e-05-0.00054313i,0.00063751-0.0011421i,0.00049609-0.00019158i,-4.7274e-05+0.00079412i,0.00059457+0.00068063i,0.00083798+0.0010289i,0.00055877+0.00054527i,0.00063015+8.7085e-05i,2.8389e-05-3.4787e-05i,-0.00018892-4.3749e-06i,-0.00038787+0.00035128i,-0.00026785+6.7286e-06i
-0.0010233-0.0010915i,-0.001869-0.0015208i,-0.00090508-0.0029958i,-0.00017973-0.0014665i,-0.000156-0.00063251i,-0.00033037+0.00010794i,-1.9809e-05+0.0015837i,0.00037435+0.0012002i,9.968e-05+0.00027409i,9.4723e-06-0.00017094i,-1.7085e-05-0.00046707i,2.983e-05-0.00047274i,-0.00013118-0.00024903i,-0.0012882+0.00012012i,-0.0018924+0.00053487i,-0.0013648+0.00058652i,-0.00094653+3.2976e-05i,-0.00045541-7.6088e-05i,0.00048885+8.4021e-05i,0.00013306+0.00069167i,-7.227e-05+0.00093514i,7.9387e-05+0.00056761i,6.588e-05+0.00030275i
0.0013228-0.0016408i,0.0018476-0.0011658i,0.00069236-0.0015973i,0.00042966-0.0020184i,-0.00010306-0.0018229i,-0.00072755-0.00089145i,0.00016942+0.00050096i,0.0011153+0.0011273i,0.0014203+0.0011588i,0.0013938+0.00028236i,0.00081184-0.00039137i,-0.00015452-7.4124e-05i,5.3901e-05-7.021e-05i,0.00037747-0.00068684i,0.00046089-9.071e-05i,0.00024134+0.00089382i,0.00013355+0.0010807i,0.0003864+0.0013185i,0.00055917+0.00068071i,0.00043814+0.00020142i,0.00015729-0.00022755i,0.0001644-0.00065337i,0.0002128-0.00053745i
0.00025629-0.0010916i,0.00012051-0.00098416i,-0.00051719-0.00096526i,-0.00036303-0.0012347i,0.00041122-0.0012973i,-0.00016969-0.0003563i,-0.000564+0.00073285i,0.00011209+0.0015657i,-5.9991e-06+0.0016116i,-0.00028652+0.00062749i,9.2898e-05+0.00013888i,-0.00042831+0.00035972i,-0.00098943-0.0001274i,4.4179e-05-2.6243e-05i,-0.00013769+0.00047145i,-0.00041925-0.00021753i,-0.00016333-0.000767i,-0.00042908-0.00056802i,-0.00012635-3.7289e-05i,0.00062812-0.00014333i,0.00066897+0.00034965i,0.00081919+0.00084453i,0.00036396+0.00086848i
0.00031253+0.00080691i,-0.00023732-0.00070022i,-0.00028499-0.00077068i,-0.00041299-0.00067514i,0.00011612-0.00041309i,0.00045693+5.741e-05i,0.00030283+0.00037611i,0.00079503+0.0010888i,0.00067193+0.0018938i,0.00024984+0.0015246i,0.00033032+0.001053i,0.00026167+0.00092565i,0.0001208+0.00084771i,-0.00013984+0.00081586i,-0.00017159-2.8918e-05i,-2.8217e-05-0.00062353i,0.00028554-8.2122e-05i,0.00017362-0.00035042i,0.00032072-0.0010648i,0.00064963-0.00091344i,0.00059867-0.00094783i,0.00023072-0.00040158i,0.00023002+0.00094841i
0.0013045+0.0014414i,0.0009879+0.0011122i,0.001908+0.0009833i,0.0025916-0.00026839i,0.0022449-0.0016376i,0.0011357-0.0013153i,0.00090941-0.00052176i,0.0013247-0.00033253i,0.0013137-0.00027984i,0.00080819-0.00054585i,0.00034212-0.00072427i,6.5099e-06-0.0006213i,-0.00018923-0.00030212i,0.00057788+0.00032344i,0.0010333+0.00073426i,0.00058995+0.00075925i,-5.7066e-05+0.00019796i,-0.00029721-0.00050677i,-0.0001111-0.00061282i,8.7604e-05-0.00057865i,0.00019131-0.00029294i,-0.00016423-0.00023444i,7.7123e-05-0.00067737i
0.001363-0.001136i,0.0006694-0.0020118i,0.002379-0.0044069i,0.0020516-0.0049872i,0.00018885-0.003195i,-0.00083272-0.001407i,-0.0012849-0.00059985i,-0.00037904-4.5696e-05i,0.00090764+0.00065928i,0.0017487+0.00028605i,0.001388-0.00044441i,0.00015197-0.00031345i,-7.7536e-05-0.00050724i,0.0001698-0.00050014i,-0.00031995-0.00016431i,-0.00093363-0.00066712i,-0.00094877-0.00047441i,-0.0001451+0.00014583i,-0.00015765+0.00033099i,-0.0010475+0.00050016i,-0.00072658-0.00023443i,-0.00053401-0.0011289i,-0.0009714-0.00094778i
0.00068892-0.0003474i,0.00044283-0.0010313i,0.00042311-0.00021718i,0.0004301-0.00059944i,0.00037574-0.0013127i,0.00017382-0.00024985i,0.00043439+0.00080037i,0.00050241+0.00039046i,0.00011561-0.00036223i,0.00035575-0.00021401i,-3.1951e-05+0.00042612i,-0.00021574+0.00082927i,-7.9361e-05+0.00065784i,-0.00046159+0.00021061i,-0.00040729-0.00027381i,0.0001009-0.00033068i,0.00029576-0.00016389i,-4.0914e-05-0.00011581i,-0.0006956+0.00036531i,-0.00048925+0.00049236i,6.7467e-05+0.00069292i,-0.00048231+0.00080545i,-0.00089636+0.00025932i
-0.0011837-0.00053319i,-0.0017958+0.00086749i,-0.0019935+0.00092622i,-0.00083137-0.00090907i,-5.5711e-05-0.0011703i,0.00091214-0.00035619i,0.00078093-3.5239e-05i,0.00044445+0.00085536i,0.00035732+0.0012391i,0.00055845+0.00089764i,0.00073434+0.00080547i,6.711e-05+0.00062343i,-0.00082996+0.00086218i,-0.0013782+0.00055611i,-0.00092716+3.5358e-05i,-0.00013128+6.5137e-05i,0.00042147-0.0003527i,0.00090034-0.00069501i,0.00017126-0.00081699i,-0.00038702-0.00061641i,-0.00047588-0.00013331i,-0.00020534+0.0001007i,6.768e-05+0.00034766i
-7.4407e-06-0.001116i,-0.00010098-0.0014742i,9.7086e-05-0.0019349i,0.00050053-0.0030356i,0.0007297-0.003312i,0.00059612-0.0019762i,0.0008475-0.00059074i,0.00081195-0.00013037i,0.00066793-0.00067008i,0.00065405-0.00063171i,0.00065454+0.00037343i,0.00024275+0.00071512i,-0.00022971+0.00024814i,-8.6598e-05+0.00020103i,-6.0358e-05-0.00026008i,-4.5052e-05-0.00049812i,-0.00025194+0.00048989i,-0.00043579+0.00028328i,-0.00054591-0.00045533i,-0.00047648-0.00047483i,-0.00035631-8.3471e-05i,-0.00049597+8.5514e-05i,-0.00068413+2.7275e-05i
0.00067415+0.00065839i,0.0012563+0.00064137i,0.00073741+0.00080354i,-0.00014841+0.00056821i,-0.0003182-0.00052444i,-4.2103e-06-0.00086646i,4.9663e-05-0.0001766i,-0.00020741+0.00025792i,-0.0001118-4.2912e-05i,0.0005801+0.00024231i,0.00088529+0.00076566i,0.00045577+0.00047803i,0.00024263-0.00050406i,0.00060392-0.00097081i,0.000578-0.00045361i,-0.00020087-0.00050017i,-0.00016548-0.0010413i,0.00022859-0.0010514i,0.00022891-0.00033184i,0.00052288+0.0004147i,0.0009006+0.0010583i,0.00044288+0.0013361i,0.00025924+0.00044934i
0.00065828+0.00027338i,0.00023956+0.00043274i,0.00086481+0.00042885i,0.0021487+2.9261e-05i,0.0021591-0.00081427i,0.0010447-0.00096269i,0.00014663-5.7073e-05i,0.00060871+0.0011474i,0.00097449+0.00081083i,1.7468e-05+0.00027356i,-0.00066205+0.00018905i,-0.00041995-3.9138e-05i,-0.0004827+8.1708e-05i,-0.00020876-1.7639e-05i,0.00051496-0.00035295i,1.4293e-05-0.00034178i,-0.00056465+0.00017481i,-0.00047067+0.00014228i,-0.00053814-0.00056064i,-0.00064458-0.00084935i,-0.00039122-0.00029767i,-0.00023155-0.00038981i,0.00040887-0.00060447i
-0.00013645-0.00068785i,-0.00021665-0.0017303i,0.00061156-0.00087301i,0.0016651-0.00033411i,0.0016605-0.00099176i,0.0005163-0.0019083i,-0.00043231-0.00099332i,-0.00088227+8.1204e-05i,-0.00072655+0.00015869i,-0.00035144+0.000415i,3.3945e-06-0.00011931i,0.0008576-0.00062511i,0.0011402+5.7087e-05i,0.00058588+0.00041826i,3.8716e-05+0.00040335i,9.5618e-06+0.00015465i,-0.00011868-0.00020543i,-0.0001808+8.9084e-05i,-0.00012127+0.00015302i,-0.00010726-0.00036286i,0.00055649+5.7621e-05i,0.00061415+0.00063595i,0.00028702+0.0005479i
-0.00060439-0.0015975i,-0.00078966-0.0015205i,-0.00041831-0.0012663i,-0.00065534-0.0011893i,-0.00072105-0.00088842i,-0.00091005+0.00017857i,-0.0010813+0.00055504i,-0.00037834-1.1271e-05i,0.00046829+0.00058844i,0.00040449+0.00049763i,-0.0002774-0.00029616i,-0.00076063-0.00089356i,-0.00069107-0.0010566i,-0.00048873-0.00036829i,-0.00045822+0.00021204i,-0.00017256+0.00028741i,-9.7659e-06-0.00012836i,-2.0828e-05-0.00051857i,-0.00062859-0.0004828i,-0.0012164-0.00043781i,-0.0011846+2.4512e-05i,-0.0011703+0.00012122i,-0.001029+0.00017186i
-0.00057159+0.00071166i,-0.001675+0.00094301i,-0.0012768+0.00066926i,0.000187-8.4192e-06i,0.0010525-0.00040464i,0.0012609-0.00029404i,0.0009467+0.00013202i,0.00072894+1.3006e-05i,0.00073314-7.8036e-05i,0.00081912+0.00048838i,0.00037609+0.00074721i,-0.00044965+0.00046958i,-0.000804-0.0008102i,-0.00021041-0.0014543i,-9.9247e-05-0.0005589i,-0.00072448+0.00047845i,-0.00052566+0.00048909i,-0.00044529+0.000508i,-0.00086726+0.00036609i,-0.00062049+2.1528e-05i,-0.00065402+0.000388i,-0.0011082+0.0012085i,-0.00031913+0.00099977i
0.00049254+0.0042669i,0.00077417+0.0042025i,0.00070684+0.0032432i,0.0013469+0.0014937i,0.0018142-4.0479e-05i,0.0015056+0.0001172i,0.00061993+0.00024886i,0.00055679+0.00027994i,0.0010086+0.00015954i,0.0010401-0.00021496i,0.00045871+0.00022848i,-0.00034136+0.00035837i,-0.00045004+0.0003582i,-2.7892e-05+0.00049235i,0.00022654-0.00023615i,0.0004413-0.00047866i,0.00038809-0.00024524i,-6.5432e-05+0.00025174i,-0.00022252+0.00021759i,-0.00036202+0.00031698i,-6.954e-05+0.00033267i,0.00045884+0.0002855i,-8.5291e-05+0.00033302i
-0.001286-0.0005316i,-0.00066496-0.00023753i,-0.0015658-0.00057041i,-0.0016973-9.6646e-05i,-0.00021654+0.00051841i,0.0012136-1.016e-05i,0.0012268+0.0004041i,0.0008457+0.00055803i,0.00080935+0.00037218i,0.00052406-6.2523e-05i,0.00043674-0.0009769i,0.00046619-0.00087829i,0.00098249-0.00060366i,0.00061069-0.00049781i,-0.00021731-0.0002365i,-0.00032127+0.00061567i,-0.00036261+0.00067879i,-7.7925e-05+0.00069421i,-9.9566e-05+0.00088328i,0.00013433+0.00055028i,0.00058342+0.0010396i,0.00043641+0.00084948i,0.00035215+0.00072744i
-0.0014052-0.0027426i,-0.00094421-0.0025617i,-0.00064214-0.002449i,0.00021724-0.0016926i,0.00045652-0.00052653i,-2.087e-05-0.00040707i,7.6045e-05-0.00044836i,0.0011105+0.00037758i,0.001315+0.00073324i,0.0011633+0.00057846i,0.00095133+0.00015351i,-1.6483e-05+0.00021102i,-0.00057365+0.00082506i,0.00014761+0.00033963i,0.00011513-1.5353e-05i,-0.00087028-5.0005e-05i,-0.00019347+0.00023532i,0.00085917+0.00064211i,0.00063482+0.00027348i,-4.8174e-05-0.00013758i,-0.00065585-0.00046886i,-0.00071957-0.00037622i,-0.00020535+8.7089e-05i
-4.6215e-05-0.0011764i,0.00018017-0.0010871i,0.0003124-0.0010762i,-0.00021549-0.0011911i,-0.00085574-0.00079532i,-0.00030345-5.9602e-05i,0.00075225+0.00010873i,0.00085982+0.00022939i,0.00086752+0.00017679i,0.0005431-8.8197e-05i,-0.00032108-0.00048233i,-0.0007114-0.00058203i,-0.00056208-0.0005287i,-0.00058766-0.00077317i,-0.0012404-0.0011464i,-0.00082416-0.00096211i,0.00074641-0.00022311i,0.00096398-0.0002041i,0.0005348-0.00050758i,0.00050522-0.00032537i,0.00013073-3.811e-05i,0.00011925-0.00038018i,0.0003737-0.00068141i
-0.0023444+0.00053896i,-0.00065099-0.00026573i,-0.00022274+0.00033076i,-5.4834e-06-0.00027583i,0.0010053-0.0020221i,0.0014245-0.0019385i,0.00074239+2.387e-05i,-0.00016121+0.00072757i,-0.00043137+0.00056057i,0.00036611+0.00091721i,0.0011502+0.00083648i,0.00077947+0.00015484i,0.00011186-0.0013132i,0.00026122-0.0018779i,0.00041779-0.00076821i,0.00011957-2.281e-05i,-2.5262e-05+3.3039e-05i,0.00053634-8.8819e-05i,0.00093091-0.00024365i,0.00057986-0.00071342i,0.00016442-0.00070928i,-0.00010081-0.000194i,-0.0001937-5.3413e-05i
-0.0013698-0.00081744i,-0.0014735-0.00077808i,-0.0020215-0.00082052i,-0.0016857+0.00059876i,-0.00040658+0.0010932i,0.00031351+0.00030862i,0.00062961+5.713e-05i,0.0005226+0.00023948i,0.00062492+0.00037491i,0.00096001+0.00056988i,0.00024777+0.001072i,-0.00065638+0.00070835i,-0.00033905+0.00034594i,0.00016473+0.00032418i,-0.00010959+0.00044456i,-9.4201e-05+0.00063231i,0.00025314+0.00096321i,3.5688e-05+0.00071713i,-0.00032067-0.00018743i,-0.0001726-0.00022769i,0.00018992+0.00028667i,0.0006021-0.00035123i,0.00013482-0.00040497i
0.00091304+0.0013391i,0.0011504+0.00063388i,0.0015697+0.00040256i,0.0017464-0.00090955i,0.0020528-0.0017292i,0.0014243-0.0018458i,0.0007348-0.0013886i,0.00055446-0.00057521i,0.00075181-5.6612e-05i,0.0013723+4.4488e-05i,0.0016429+0.00035783i,0.0010702+0.00032397i,0.00027411-3.6362e-05i,-0.0002238-0.0001747i,-0.00053574-0.00050099i,-0.00038888-0.0001606i,-0.00025858+0.0006236i,-0.00084724+0.00015928i,-0.00073029-2.587e-05i,-0.00063256+0.00057093i,-0.0008974+0.00026717i,-0.0011829-2.912e-05i,-0.0010274+0.00023211i
0.0019045+0.00063189i,0.0010842-7.7881e-05i,0.0014192-0.00020476i,0.0017476-0.00061617i,0.0010691-0.0012431i,-0.0001711-0.0012357i,-0.00055537-0.0002376i,0.00057715+0.0004568i,0.00087272+0.00022417i,-4.3067e-05+0.00040767i,0.00025362-0.00012283i,0.00056998-0.00070745i,9.5177e-05-0.00014324i,7.5385e-05+4.0428e-05i,-1.9816e-05+0.00043237i,-0.00038812+0.00039322i,-0.00050017-0.00027881i,-5.5789e-05-0.00076512i,0.00055349-0.00092767i,0.00062646-0.00037971i,0.00020169-0.0003802i,0.0002998-0.00018417i,0.00037168+3.2819e-05i
0.0011209+0.0012362i,0.0016188+0.0015278i,0.0017174+0.002013i,0.0013631+0.00059448i,-3.4482e-05-0.001086i,-0.00072747-0.0014825i,0.00011251-0.00030752i,0.00043194+0.0012509i,-7.0277e-06+0.00085255i,-0.00036835-0.00040807i,0.00015401-0.00032757i,0.00052434+0.00025785i,0.0013174+0.00011371i,0.0016784-0.00029835i,0.00086381-0.00023996i,0.00063335-0.00021976i,0.00070256+0.00030447i,0.0011739+1.0709e-05i,0.0018832-0.00030828i,0.0010289+0.00026698i,-2.4072e-05-8.27e-05i,0.00026303-0.00031104i,0.00063247-0.00023987i
4.2814e-05+0.0029678i,-0.00028291+0.002214i,0.00071916+0.0027551i,0.0015913+0.0014995i,0.0019558+0.00061405i,0.0015699+0.00050854i,0.00084528+0.0007901i,0.00061144+0.00067836i,0.00048838+9.2993e-06i,0.000564-0.0002436i,0.00032332+0.00016333i,-0.00020711+0.00091657i,0.00010104+0.00054664i,0.00097432+0.00027717i,0.0006281+0.00068638i,-0.00052569+8.689e-05i,-0.00051482-0.00016236i,-0.00069935+5.4951e-05i,-0.0012601-0.00052182i,-0.00037934-0.00050994i,-0.00010912-0.00027019i,-0.00034841-0.00010226i,0.00042692+0.00020708i
-0.0010653-0.0036643i,-0.0014773-0.0036406i,-0.0030033-0.003575i,-0.0020116-0.0036606i,0.00011728-0.0026988i,-0.00016959-0.0012626i,-0.00081153-0.00035634i,-0.00023786-5.5151e-05i,0.00049449-0.00013206i,0.00024679+0.00022358i,-0.00014351+5.4486e-05i,-0.00054071-0.00029852i,-0.00026267+0.0002527i,-0.00019234-0.00033369i,-0.00026245-0.0012138i,-0.00048909-0.0015535i,-0.00064756-0.00071771i,-0.00037523+0.00023617i,-0.00056303-0.00023702i,-0.001102+0.00047448i,-0.00074002+0.0012767i,-0.00062114+0.00067465i,-0.00068379+0.00041312i
-0.0011692-1.6621e-05i,-0.001195+0.00023858i,-0.0019118-7.947e-05i,-0.0013359+0.00010577i,0.0010965+0.00059151i,0.0016381+0.00069268i,0.0009579+0.0006707i,0.0009318+0.00077366i,0.0014334+0.00062806i,0.0011026+0.00031456i,-0.00024067+0.00057776i,-0.00031821+0.00027182i,0.00018621-0.00017518i,0.00017749-0.00012325i,-0.00012351+0.00025287i,-0.00075465+0.00049621i,-0.00097076-0.00024853i,-0.0010087-0.00045074i,-0.0012062-0.00029748i,-0.00071454-0.00025877i,-0.00053513+0.0010214i,-0.00041527+0.00094286i,4.9428e-05-0.00037325i
0.00046224+0.0017626i,-3.4215e-05+0.0032082i,-0.00090396+0.0014574i,-0.00027111-0.00030967i,0.00058231-0.0011776i,0.00074641-0.0014185i,0.00037627-0.00060746i,-3.8764e-06+0.00057857i,-0.00026878+0.00054533i,0.00021667+2.8519e-06i,0.00058636-0.0001477i,0.00028973-0.00050387i,-0.0003492+7.2086e-05i,-0.00029738+0.00048942i,-0.00038677-3.2935e-05i,-0.0011158-7.3877e-05i,-0.00091564-0.0005313i,2.0315e-06-0.00095661i,-0.00032664+4.2302e-06i,-0.00040211-5.3198e-05i,6.5771e-05-0.00030049i,-0.00030366+0.00060213i,-0.00047498+0.0012734i
-0.00073035+0.0016219i,0.00018589+0.00064886i,0.0024382-0.00027594i,0.0021248-0.00033903i,0.0021857-0.0008216i,0.0018612-0.0021224i,0.00090872-0.0017881i,0.0016892-0.00046196i,0.0024278-0.00015381i,0.0014492-0.00032053i,0.00021876-0.00090035i,-0.00020576-0.00078482i,-0.00039655+5.4672e-05i,-0.00016913-0.0002185i,0.00016905-0.00082602i,0.00072442+7.5265e-05i,0.0005301+0.00060403i,0.00030825+0.0005734i,0.00021305+0.0004312i,7.3506e-06+0.00058125i,0.00040207+0.00093772i,0.000623+0.00059933i,1.7164e-05+0.00015713i
0.00039501-0.0025323i,-0.00035771-0.0018944i,-0.0012179-0.0025906i,-0.0015358-0.0024529i,-0.0015563-0.0015591i,-0.0018726-0.0010899i,-0.0012639-0.00067055i,-1.637e-05-0.00020159i,0.00052768-0.00013314i,0.00028744-0.00013578i,-0.00041446-0.00081718i,-0.0010717-0.0014721i,-0.0010799-0.0012419i,-0.00086264-0.00073154i,-0.00072908+0.00040779i,2.9172e-05+0.0010103i,0.00033578+0.00062225i,0.00073579+0.00023217i,0.00062903-0.00012967i,-0.00068198-0.00018369i,-0.00092486+0.00026229i,-0.00030021+0.0006684i,-0.00028277+0.00012379i
-0.0011718-0.0013801i,-0.0014411-0.0018896i,-0.00082959-0.001839i,-0.00020126-0.00070632i,0.001031-0.00021208i,0.0013037+0.00047535i,0.001177+0.0017168i,0.0012583+0.0016701i,0.0010107+0.001246i,0.00078905+0.0011807i,0.00040478+0.00081347i,-0.00021578+0.0010902i,-0.00022489+0.00030941i,0.00078137-0.00037322i,0.00073804-0.00011308i,3.035e-06+0.00019471i,-0.00069848+0.00019402i,-0.00094521-0.0004147i,-0.0004183-0.00063981i,-0.00078792-0.00046588i,-0.001028-0.00044868i,-0.00037466-6.8138e-05i,-8.2854e-05+1.1079e-06i
-0.00026915+0.00030447i,0.00024651-0.00023499i,0.001138-0.00058292i,0.0022671-0.0012181i,0.0021603-0.0010661i,0.0014892-0.00037066i,0.0010164-0.00032262i,0.0014054-0.00022716i,0.0015008+0.00055563i,0.00050838+0.00079618i,-0.00035429+0.00015331i,-0.00023569+0.00031967i,7.648e-05+0.00033064i,-0.00049417-0.00011269i,-0.00069483-0.00010731i,-0.00063626-0.0004233i,-0.00076674-0.00033542i,-0.00071722+0.00020265i,-0.00097654-0.00025358i,-0.00040892-0.00044947i,0.00055958+0.00052707i,0.00041333+0.00092103i,2.4221e-05+0.00023676i
-0.0010686-0.0012657i,-0.00071642-0.0013491i,-0.00085673-0.0017087i,-0.0010806-0.0013374i,2.9479e-05-0.00084321i,0.00054971-0.00039569i,0.00092584+0.0001335i,0.00032377+0.00014685i,-6.2968e-05+0.00014685i,0.00062237+8.2332e-06i,0.00092321-0.00021941i,0.00048957+0.00019218i,7.0024e-05-3.7369e-05i,-0.00033379-0.00055452i,-0.00090053-5.3106e-05i,-0.0011583+0.00083481i,-0.00092319+0.00039819i,-0.00028785-0.0005057i,-8.8743e-05-0.00021844i,-0.00062855+5.5786e-05i,-0.00046524+0.00015083i,-0.00016052+0.00026214i,-8.0993e-05+0.00012051i
-0.0036149-0.00021178i,-0.0022699+0.00074334i,-0.00086868+0.0002058i,-9.5498e-06-0.00049952i,0.00067446-0.00064967i,0.0011968-0.00088328i,0.00085937-3.8165e-05i,6.7587e-05+0.00032886i,5.5746e-05+2.0878e-05i,0.00064928+0.00073285i,0.00025829+0.00096561i,-0.00019093+0.00057869i,-0.00051791+0.00050874i,-0.00066671+0.00025616i,-0.00031756+0.0002193i,-0.00079973+0.00029284i,-0.0011931+0.00014155i,-0.00023552-0.00034635i,0.00043753-0.00088857i,0.00014931-0.00061831i,-0.00025786+0.00044846i,0.00014512+0.00038738i,0.00048571+9.784e-05i
0.00048395-0.00045504i,9.9597e-05-0.0009434i,0.00034285-0.00025003i,-0.00029716+1.2019e-06i,-0.00062651-0.00046764i,-3.208e-05+0.00016605i,0.00013712+0.00050925i,0.00037378-0.00028856i,0.00091118-0.00012276i,0.00090142+8.4018e-05i,0.0011062-0.00064547i,0.0013694-0.00049463i,8.8193e-05-0.00050991i,-0.0013457-0.00024953i,-0.0014881+0.00014505i,-0.00084259-0.00043669i,-0.00072577-8.5242e-06i,-0.0012019+0.00017457i,-0.0014047-0.00038041i,-0.00067117+8.1569e-05i,0.00035119+0.00034931i,0.00040873+0.00016758i,-6.0214e-05-0.00021092i
0.00052287-0.00020107i,-0.00026806+0.00019677i,3.6022e-05-0.00065851i,0.00070195-0.0017327i,0.00098606-0.0015367i,0.00052546-0.0011449i,0.00014547-0.00084921i,0.00027722+2.1737e-05i,0.00012756+0.00074749i,0.00045918+0.00059266i,0.00097303+7.5669e-05i,0.00087186+0.00011149i,0.00014842+0.00036788i,-0.00025763+4.6874e-05i,-0.0005948-0.00048487i,-0.0010765-0.00015225i,-0.0012266+0.00064146i,-0.00092493+0.0004348i,4.631e-05-0.00041292i,0.0004325-0.00050323i,-0.00018117+0.0002471i,-0.00075793+0.00086658i,-0.0010008+0.0010725i
-0.0013204-0.00078184i,-0.0012625-0.0011516i,-0.0021203-0.00038252i,-0.0015381-0.00014394i,-0.00049465-0.00035338i,-0.00033415+0.00049356i,7.2472e-05+0.00033369i,0.00057007+7.6521e-05i,0.00023385+0.00046587i,-0.00022232+0.00099761i,-0.00031478+0.0011054i,-0.00073107+0.00060291i,-0.00049712-5.9095e-05i,-0.00028226+0.00040177i,-0.00046982+0.0010932i,-0.00024137+0.0010787i,-0.00015762+0.0010674i,-0.00035882+0.00092627i,-0.00062948+0.00040919i,-0.00055607-0.00023119i,-7.2045e-05-0.00018173i,-8.8321e-05+0.00013454i,-0.00097899+0.00028301i
-0.00085377+0.002004i,-0.0012683+0.001374i,0.00023058+0.00097006i,0.00082454+0.00062975i,0.0012657-0.00012976i,0.0013111-0.00080575i,0.00079211-0.0015631i,0.00075598-0.00095358i,0.001211+0.00010105i,0.0012453-0.00051416i,0.0012109-0.00031684i,0.0012234+0.00060393i,0.0015284+0.00051041i,0.0015978+0.00035996i,0.0011266-0.00010504i,7.9408e-05-0.0002464i,0.00019935+0.00013117i,0.00043571+0.00066574i,-0.00021105+0.00077184i,-0.0005931+0.00045007i,-0.00052712+0.00038683i,-0.00061279+9.2978e-05i,0.00027246-0.00029013i
0.00041413+0.0017113i,-1.9552e-05+0.0016258i,0.0007942+0.0014111i,0.00077593+0.00038243i,0.00016281-0.00078716i,0.0003285-0.00084043i,-0.00034376-0.00047535i,-0.00033405-0.00064625i,0.00094388+0.00014676i,0.0013727+0.00083545i,0.001197+0.00075345i,0.00061113+0.00018369i,-0.00010723-0.0006178i,-0.00050019-0.00062609i,-0.00047541-0.00042392i,-4.36e-05-0.00039589i,-3.9876e-05-0.0003482i,-0.00036863-0.00024962i,-0.00069626-7.0141e-07i,-0.00047786+7.1862e-05i,-0.00064095+0.00012845i,-0.0011597-0.00048329i,-0.00057949-0.00047801i
0.001105-0.0015931i,0.00053599-0.00073948i,-0.00081739-0.00049958i,-8.0478e-05-0.00041161i,0.0014678-0.0012166i,0.0013279-0.00080421i,0.00079701+0.00024143i,0.00068738+0.00088862i,0.00085451+0.00047189i,0.0001637+0.00025474i,-0.00040737+5.6291e-05i,-6.5431e-06-0.00053571i,0.0004919-0.00053028i,0.00049079-0.0002023i,0.00018223-0.00022477i,0.00014531-0.00021581i,0.00025595-0.00020505i,3.2233e-05-0.00052349i,-0.00026364-0.00044643i,-0.00048249-0.00041166i,-0.00019418-0.00076199i,0.00066002-0.00053922i,-7.1174e-06+0.00038768i
-0.0018311+0.002709i,-0.0018023+0.0029671i,-0.0013561+0.00221i,-0.00066511+0.00093589i,0.00070628-0.00011232i,0.0013888-0.00036452i,0.001068-0.00021823i,0.00065622-0.00017067i,0.00061742+0.00010547i,0.00037654+0.000215i,0.00036818+1.6884e-05i,0.00078777-0.00038458i,0.00069763-0.00019413i,-4.0391e-05+0.00064991i,-1.5083e-06+0.00083264i,3.0017e-05+0.00016228i,-5.9228e-05-0.00073795i,-0.00020628-0.00061491i,-0.00030146-0.00042228i,7.4237e-05-0.00017071i,-6.1649e-05+0.00034392i,-0.00025903+0.00073817i,0.00055924+0.00073923i
-0.00098339-0.0025408i,-0.00067817-0.0025364i,-3.5894e-05-0.0025782i,-0.00025438-0.0023147i,-0.00027057-0.0019015i,6.8291e-05-0.0014493i,0.0008968-0.000211i,0.00064836+0.0006043i,-0.00035704-0.00028871i,-8.5581e-05-0.00083065i,-1.5461e-05-0.00018952i,-0.00037748-0.00058052i,-0.00028138-0.00051245i,-0.00021305-3.7204e-05i,-0.00076604+6.4339e-06i,-0.00093673-3.8781e-05i,0.00021604-0.00045338i,0.001085-0.00013009i,0.0010631+0.00063394i,-7.316e-05+0.00092563i,-0.0014635+4.7796e-05i,-0.0010098-0.00032153i,-0.00029304-0.00018788i
0.002489-0.0024017i,0.0016392-0.0023864i,0.0021573-0.001974i,0.0021889-0.0023838i,0.00066658-0.0027402i,-0.00075199-0.0013858i,-0.00049376-0.00080453i,0.00018251-0.0010062i,0.00037021-0.00057745i,0.00060549-0.00031531i,5.3812e-05-0.00045251i,-0.00031069-0.00028085i,-2.0758e-07-0.00019324i,-0.00036685+0.00010243i,-0.00078686-2.74e-05i,-0.00012959-0.0005352i,9.2299e-06+0.00045289i,-0.00032158+0.0011402i,-0.00048588+0.00047021i,-0.00043564-0.00017326i,0.00028356+4.7433e-05i,0.00065616+8.8254e-05i,0.00066666-1.4338e-05i
