-0.0045294-0.00070519i,-0.0051468-0.00069731i,-0.0058067+0.0006856i,-0.0053892+0.0026609i,-0.0038424+0.0026095i,-0.001796+0.0033662i,-0.00061503+0.003438i,-0.00054211+0.0017991i,-0.00064192+0.0013539i,4.4147e-05+0.0016365i,0.0013961+0.00052256i,0.0018201-0.00067874i,0.0010499-0.0011313i,0.00020903-0.00086977i,-0.00038128-0.0012114i,-0.0003955-0.0010341i,-0.00050997+0.00038535i,-0.00020974+0.001195i,8.6381e-05+0.0010722i,-0.00071233+0.00041429i,-0.0014361-0.00052515i,-0.0006251-0.00045941i,0.00031801+0.00037794i
-9.1795e-05+0.001814i,0.00055331+0.0016966i,0.0011745+0.0018774i,0.00051463+0.00042256i,0.00028338-0.00073078i,0.00041749-0.0010529i,0.00045344-0.0016377i,0.00076556-0.0017676i,0.00016053-0.00027631i,-0.00072115+0.00083672i,-0.00034903+0.00029573i,0.00048647-0.00055602i,0.0011624-0.00061575i,0.00091746+0.00058754i,3.652e-05+0.0010645i,-0.0010126+0.00067461i,-0.0010407+0.00058424i,6.8705e-06+0.00072674i,1.7626e-05+0.00033137i,-0.00065065-0.00032606i,-0.00060218-0.00080395i,-0.00032952-0.00037884i,8.7935e-05+0.00048918i
0.00022755-0.0018138i,0.00035641-3.0538e-05i,0.00036157+0.0010264i,-0.00092197+0.00082063i,-0.0029835+0.0005862i,-0.0027444+0.0015485i,-0.00064327+0.0014643i,-0.00069366+0.00063097i,-0.0016833+0.00027299i,-0.0013388+0.00067031i,-0.00074991+0.00071025i,7.0444e-05+0.00056404i,0.0011806+0.00025954i,0.0019178-0.00011361i,0.00093876-0.00046999i,-0.00023463-0.00070953i,0.0004298-0.00023972i,0.00077477+0.00031526i,0.00090743-8.1326e-06i,0.00066429+2.3065e-05i,-0.00016602+0.00034053i,-0.00068701+0.00019639i,-0.0007068-0.00044256i
-0.00082315-0.0019223i,-0.00093265-0.0018707i,-0.0027412-0.0012317i,-0.004281-0.00031469i,-0.0033842+0.00025651i,-0.0018451-3.5758e-06i,-0.00038235-0.00029882i,-2.7195e-05-0.00079788i,-0.00039782-0.00091145i,-0.00016504-8.7817e-05i,0.00018879+0.00039861i,0.00026721+0.00040462i,0.00053763+0.00034058i,0.00091618-3.5829e-05i,0.0013218-0.00034585i,0.0010124-1.1855e-05i,0.00038094+0.00051735i,8.8655e-05+0.00060757i,0.00022562+0.00034205i,0.00034299-0.00012946i,0.0001203-0.00019988i,0.00050365+0.00041888i,0.00052408+0.0010186i
-0.0017022-0.00051932i,-0.0014384-0.00014994i,-0.0012613+0.00068187i,-0.0017297+0.001423i,-0.0016734+0.0013521i,-0.00056699+0.0011341i,0.00010747+0.00023766i,-0.00023358-0.00054744i,-0.00023148-1.4673e-06i,-4.2504e-05+0.00039332i,0.00028084+0.00034585i,0.00052629-0.00012194i,0.00028354-0.00048405i,-0.00037602+6.8344e-05i,-0.00058668-1.9818e-05i,-1.1483e-05-0.00033273i,0.00020632+0.00031142i,0.00030926+7.4617e-05i,0.00041216-0.00060212i,0.00043713-0.00040475i,0.00019402-0.00028444i,-0.00024625+0.00010777i,-5.429e-05+0.00082006i
-0.0017279+0.00065609i,-0.0012889+0.0005466i,-0.0018362+0.00082161i,-0.0019101+0.00083264i,-0.0020682+0.00083833i,-0.0019413+0.00055447i,-0.00055336+8.8416e-05i,0.00030055-0.00011226i,0.00015077+0.00024099i,0.00028324+0.00021552i,0.00048947+0.00053133i,0.00093436+0.00087462i,0.0012837+0.00087153i,0.00031044+0.00074325i,0.00036721+0.00051726i,0.0016469-0.000234i,0.0014701-0.0001615i,0.00040206+3.3628e-05i,0.00033433-0.00036867i,-1.9224e-05-4.5129e-05i,-0.00097795-0.00031668i,-0.0010991-0.00042443i,-0.00070829+6.9094e-05i
-0.0011869-0.00015963i,2.9663e-05+0.0010339i,-0.00052085+0.0012644i,-0.00053547+0.00045065i,-7.9868e-05+0.00052951i,-0.00041551-0.00011043i,0.00040765-0.0005518i,0.00054175-0.0005175i,0.0001313-0.00098286i,0.0008476+8.1368e-05i,0.0011669+0.0011843i,0.0016269+0.00099238i,0.0018447+0.0011197i,0.00092359+0.00077471i,0.00019632+0.0004792i,-0.00029487-1.6474e-05i,-0.00071288-0.00066934i,-0.00041358-0.00093454i,0.00052801-0.00086329i,0.0004795+0.00017295i,-0.00076842+0.00066188i,-0.00067144+2.2734e-05i,0.00045365-0.00070508i
0.0018385+0.00086632i,0.00046732+0.00097037i,0.00084003+0.00048346i,0.00058098-0.00073067i,-0.0016982-0.0011254i,-0.0018154-0.0008185i,-0.00070088-0.00040086i,-0.00044673-0.0007452i,-0.00051404-0.00062801i,-3.8555e-05+2.7577e-05i,0.00076858+0.00023581i,0.00020784+0.00044956i,-0.00070687+0.00087646i,-0.00081148+0.0014735i,-0.00049298+0.0015853i,-0.00038081+0.00093589i,-0.00017301+2.7008e-05i,0.00052836-0.00058515i,0.00037821-0.00062512i,-0.00024538-0.00049477i,-0.00043317-0.0003476i,-0.00055271-5.7465e-05i,-0.00015613+0.00010831i
-0.00076352+0.00039491i,0.00036635-0.00045618i,1.0926e-05-0.00017958i,-0.0013748+0.00056344i,-0.0015407+0.0010596i,-0.00033598+0.0011439i,0.000379+0.00051436i,0.00051576-0.00023501i,0.00037882-0.00052701i,0.00041205-0.000441i,0.00035871+0.0002698i,-7.2987e-05+0.00084178i,0.00016481+0.00046968i,0.00083367+0.00087333i,0.00041899+0.00057887i,-0.00051849+0.00040524i,-0.00010126+0.00073923i,0.00030424+0.00023453i,-0.00024959-0.00013968i,-0.000706-0.0009941i,-0.00085687-0.0011453i,-0.00015891-0.00049483i,2.0649e-05-0.00050048i
0.0016824+0.0011425i,0.0021554+0.0009299i,0.0025819-2.6312e-05i,0.0013792-0.001046i,0.00022765-0.00085406i,-9.4874e-07-0.00027991i,5.3369e-05+0.00050836i,-0.00013485+0.00016536i,-0.00019552-0.0005523i,-0.00060092-0.0006856i,-0.00022475-0.00013447i,0.00016844+0.00065256i,-0.00036429+0.00072723i,-0.00059887+0.00038611i,-9.7002e-05-8.7241e-05i,-8.4922e-06-0.00026764i,0.00023248-0.00063272i,0.00045444-0.00094579i,0.0010276-0.00046504i,0.00086946-0.0003664i,0.00042318-0.00097842i,0.00064495-0.00095309i,0.00052364-0.00047942i
0.0019388+0.0002162i,0.001352+0.0013071i,0.00060491-0.00071481i,-0.0010387-0.0021743i,-0.0030953-0.0017207i,-0.002549-0.00087312i,-0.00062027-0.00052532i,0.00031021-0.00060951i,0.00035866-0.00013521i,-0.00023375+0.00028053i,-0.00062779-0.00027461i,-0.00075143+0.00048276i,-0.00048272+0.001589i,1.2184e-05+0.00085792i,-2.0437e-05+0.00049156i,9.5572e-05+0.00052778i,3.3404e-05+0.00050591i,0.00035314+0.0004559i,0.00028741-0.00062066i,-0.00024674-0.0018205i,0.00018509-0.00097349i,0.00014777+0.00040319i,-0.00043328-6.92e-05i
-0.0011641-0.00091183i,-0.00054617-0.00083607i,-0.0010004+0.00029007i,-0.0013733+0.0014396i,-0.0011873+0.0014539i,-0.00034121+0.0012072i,0.00015163+0.0013562i,-0.00051043+0.00031493i,-0.0011639-0.00076615i,-0.00059073-0.00015867i,0.00067825+0.00032921i,0.00058274+0.00042945i,0.00044123+0.00033369i,0.00087326-0.00033083i,0.00056055-8.6562e-05i,0.00041803+0.00055297i,0.00033321+0.00041835i,0.00013415-0.00011091i,0.00032756+0.00017155i,1.9662e-05+0.00029158i,0.00013018-0.00038403i,2.5402e-05-0.00075415i,-0.00035263-0.00076889i
-9.5547e-05+0.00038703i,2.5576e-05+1.2993e-05i,-9.649e-05+5.312e-05i,-0.00036486+0.00018752i,-0.0011587-0.00022109i,-0.0012726-0.00012429i,-0.00057149-0.00062528i,-6.8421e-05-0.0013101i,-0.0002572-0.0014599i,-0.00065937-0.00039895i,9.7719e-05+0.00054866i,0.00131-5.9905e-05i,0.0015241-0.0005953i,0.00066734-0.00050506i,0.00045534-0.00074538i,0.001008-0.00079625i,0.0010806-0.00046897i,0.00020539+7.84e-05i,-6.9946e-05+0.00047056i,-0.00021594-0.00038264i,-0.00015913-0.00068505i,0.00020062-0.00057021i,0.00066313-0.00055675i
-0.00043782-0.00035495i,0.00066528-0.00068429i,-0.00026971-0.002057i,-0.0010122-0.0014624i,-0.000654+0.0003632i,-0.00047456+0.00093658i,-0.00020351+0.00035356i,9.4915e-05-0.00093536i,0.00024861-0.00093526i,0.00058256+9.1733e-05i,0.00045977-0.00017687i,0.00049692-0.00051861i,0.00081289-0.00041047i,0.00090873-0.00047068i,0.00026276-0.00052751i,-0.00033093-0.00030337i,-0.00075069+0.00079494i,-0.00064232+0.00057099i,-0.00038982-0.00026744i,-0.00054807+0.00025723i,-0.00071258+0.00016167i,4.5192e-05-0.00088746i,-3.9483e-06-0.0010121i
0.0017804-0.0019672i,0.0017919-0.00095478i,0.00081231-0.0012635i,-0.0015012-0.0015586i,-0.0031937-0.00063607i,-0.002346+0.00059629i,-0.00072987+0.00084232i,-0.00022182-4.0028e-05i,3.0939e-05-0.00052691i,0.00068497-0.00025338i,0.00093623+0.00028815i,0.00037169+0.00032459i,-0.00033529-0.0001132i,-8.6247e-05-6.9003e-05i,0.00085996+0.00031395i,0.00085918-0.00018317i,-0.00031272-1.1225e-05i,-0.0011188-0.0004746i,-0.00087929-0.0013533i,-8.1132e-05-0.00085538i,0.00053144-0.00078609i,0.00037366-0.00081603i,-6.7678e-05-0.00032765i
-0.00051293+0.0009153i,-0.00052969-4.9641e-05i,-0.00027712-0.00032978i,-0.00021927+0.00026445i,1.8549e-06-0.00050549i,-0.00028002-0.0012139i,-0.00013442-0.00090411i,-9.5049e-05+1.8633e-05i,-0.00052673+0.00054003i,-0.00050463+0.00042593i,-9.6306e-05+0.00066497i,0.0004544+0.00061153i,8.2062e-06-0.00031166i,-0.0010911-0.00033018i,-0.0014191-0.00025061i,-0.00063682-0.00058522i,0.00020193-0.00016103i,0.00043901+0.00055563i,0.00049002+0.00076482i,0.00070956+0.00043229i,0.00038669+0.00056003i,-0.00027907+0.00025371i,-0.00062049-0.00052109i
0.0012841+0.00012528i,0.0011431-0.0011341i,0.0015682-0.0010281i,0.00025836-5.4205e-05i,-0.00050988+0.00040791i,-0.00072392-0.0001687i,-0.00071061-0.00060184i,-0.00034826-0.0010059i,-6.2279e-05-0.0010519i,-0.00017348-0.00080998i,-0.00037005-0.00037999i,-9.0074e-05+1.1454e-05i,0.00038757+0.00030624i,0.00025478+7.7884e-05i,-1.038e-05-0.00028359i,0.00063007+0.00041958i,0.00063094+0.00061355i,-5.172e-06-0.00026664i,3.5625e-05-0.0010236i,0.00036547-0.00077165i,0.0004216-0.00024351i,7.7207e-05+0.00050135i,-9.7116e-05+0.00080041i
4.168e-06+0.0023968i,0.00096607+0.0019307i,0.0021023+0.001132i,0.0016424-0.0003136i,0.00062396-0.0017493i,0.00015069-0.0021584i,0.00061333-0.0012747i,0.00063921-0.00072062i,1.0708e-05-0.00046119i,-0.00041228-0.00066079i,6.3608e-05-0.00016095i,0.00025088+0.0009637i,-0.00037395+0.00079832i,-0.00073937+0.00026166i,-0.000681+6.1532e-05i,-0.00049116+0.0003286i,3.5702e-05-0.00011402i,0.00028806-0.00064344i,-0.00010149+0.00041116i,5.7529e-05+0.00093784i,0.00078527+0.0005121i,0.00063221+0.00055971i,0.0003411+0.00031607i
-0.0002093-0.00031643i,-0.00059395-0.00029618i,-0.0016701+0.00017533i,-0.00266+0.00047332i,-0.0026548-0.00016389i,-0.001784-0.00015196i,-0.00072171+0.00043178i,-0.00070985-0.00027884i,-0.0013588-0.0006501i,-0.00070807-4.7445e-05i,-0.00033316+0.00068598i,-0.0002508+0.00069343i,1.7501e-05+0.00063935i,6.3667e-06+0.00098281i,-0.00043681+0.00075422i,-0.00036941+0.00027021i,0.00079357+0.00012096i,0.0009178+0.00020674i,7.4754e-05+7.6284e-05i,0.0004119-0.0004321i,0.0012052-0.00030694i,0.0009829+9.1711e-05i,0.00040998+1.0774e-05i
-0.00038218+0.00014645i,-0.00028845+0.00032869i,0.00022724+0.001531i,7.0471e-05+0.0013644i,0.00026713+0.00051113i,-0.00018508+3.0719e-05i,-0.00060367-0.00046128i,0.00038651-0.00055394i,0.00047899+4.5014e-05i,-0.00045192+0.00059564i,0.00018899+0.00099326i,0.00067315+0.00093602i,0.00032938+0.00019138i,0.00053498-8.3573e-05i,0.0002364-0.00034256i,0.00028647-0.00080115i,0.00062574-0.00075761i,0.00057318-0.0004516i,0.00052456+0.00028674i,7.6103e-05+0.00040113i,7.6041e-05-0.00021428i,8.8497e-05-0.00018333i,-0.00036956-0.00012692i
0.00047054-0.00053614i,0.00074693-0.0006976i,0.00030252-0.0017931i,-0.00067483-0.0016664i,-0.00096751-0.00037524i,-0.0009471+0.00013166i,0.00018196-0.00028077i,0.00073215-3.6085e-05i,-8.6963e-05+1.0029e-05i,-3.8422e-05+0.00020153i,0.00024309+0.0002771i,-5.8608e-05+4.5767e-05i,0.00051853+0.00010685i,0.00079264+0.00047793i,0.00021123+0.00066601i,0.00028746+0.00037843i,0.0002136+0.00028205i,0.00021672+0.00040362i,0.0002627+0.0002335i,-9.9328e-05+0.00010796i,1.5833e-06+0.00093059i,3.5338e-05+0.0007935i,0.00016683-2.001e-05i
0.00011896-0.003155i,0.00085014-0.0028564i,-0.00012518-0.0029328i,-0.0025609-0.002844i,-0.0038309-0.0015126i,-0.0031648+0.00019701i,-0.0012178+0.00066786i,-0.0001418+7.2484e-05i,-0.0008565-0.00059092i,-0.0012688-0.00034424i,-0.00070645+0.00015133i,0.00045095+0.0005066i,0.0015271+0.00070702i,0.0012886+0.00028131i,0.00091783-0.00095911i,0.001105-0.0012486i,0.0010764-0.0007383i,0.00015261-0.00017941i,-0.00024125+0.00042589i,0.00093445+0.00065075i,0.001446+0.00041995i,0.0006197-0.00029637i,0.0002516-0.0008336i
-0.00094127+0.0021002i,-0.002215+0.0022989i,-0.0020278+0.0033001i,-0.00089261+0.0028904i,-0.0010549+0.0015589i,-0.00067972-0.00014683i,0.00059157-0.00063599i,0.00082195-0.0004396i,0.00065469-0.00012658i,0.00082674+0.00038534i,0.00044003+1.0714e-05i,0.00075365-0.00042267i,0.0007773-0.00030181i,0.00023133-0.00039838i,-0.0001305-0.00049921i,-0.00028106-0.00024626i,-0.00040872+0.00042096i,-0.00033579+0.00068602i,-0.00047491+0.00035568i,-0.000204+0.00029378i,0.00047462+0.00025997i,-0.00024949+5.1178e-05i,-0.0010415-6.6185e-05i
-0.0015661-0.00033922i,-0.0031561-0.003084i,-0.0029787-0.00099671i,-0.0030862+0.00060523i,-0.00288+0.00015258i,-0.0021398+4.8048e-05i,-0.0013522-0.00060647i,-0.0001223-0.0012599i,0.00040792-0.00074954i,0.0004055+0.000148i,0.00024734+0.00076528i,0.00033586+0.0010842i,0.00087412+0.00088311i,0.0016304+0.00054379i,0.0020097+0.00042929i,0.00061115+4.843e-05i,-0.00014104-0.00018455i,-9.4971e-05-0.00036899i,0.00021144-0.00038801i,-0.00027823+0.00016174i,-0.00094021-5.6709e-05i,-0.00062465-0.0014086i,0.00027411-0.0015788i
-0.00034809+0.0020037i,0.0007004+0.0023703i,0.0006551+0.00049158i,-0.00034462-9.8771e-05i,-0.00054712+0.00016699i,0.00080223+0.00026488i,0.0013846-0.00021937i,0.00098247-0.00066662i,0.00032177-0.00029367i,0.00025149+0.0005937i,0.0007962+0.00061765i,0.0013285+0.00010763i,0.00077027-0.00012941i,6.0941e-05-0.00033525i,0.00023287-0.00039332i,0.0011139-0.00083099i,0.0013608-0.0005832i,0.00055035+0.00017829i,0.00014431+0.0005266i,0.00035196+0.00023367i,0.00033064+0.00031388i,0.001251+0.00053619i,0.0017113-4.2443e-05i
0.00039244+0.00017588i,-0.00019099+0.0010304i,-0.0013378+0.00049185i,-0.0022104-0.00040693i,-0.0020176-0.00079029i,-0.001133-0.00073437i,-0.00051351-0.00010929i,-0.00034817-0.0001724i,-0.0014107-0.00045983i,-0.0016462-1.4837e-05i,-0.00022063+0.00058897i,0.00085545+0.00077831i,0.00046427+0.00036431i,-1.2612e-05-0.00035585i,-6.7741e-05-0.00038988i,-0.00053887+0.00027375i,-0.00040093+0.00069156i,0.00016718+0.0004911i,0.00026074+0.00017714i,0.00058729+3.0473e-05i,0.00080819-5.0868e-05i,-9.7798e-05+3.884e-05i,-0.00052705+4.2182e-05i
0.0034702+0.0004167i,0.003169-0.00022476i,0.0037885-0.0014838i,0.0019506-0.0017597i,-0.00048745-0.0012572i,-0.0011412-0.00036901i,-0.0003774-0.00065784i,0.000407-0.00114i,0.00011943-0.00027802i,-0.00022917+0.00075493i,-0.00019348+0.00056865i,0.00032325+0.00048411i,0.00056941+0.00093254i,0.00038074+0.00079541i,0.00020863+0.00020455i,0.00026777+0.00016246i,0.00063781+9.4313e-05i,0.00063885-0.00018934i,0.00021272-0.0006245i,-4.0237e-05-0.0010194i,0.00033842-0.00095738i,0.00093921-0.00078029i,0.00059304-0.00040352i
-0.003655-0.00036797i,-0.0041151+0.00078645i,-0.0038205+0.0018735i,-0.0028044+0.0030825i,-0.0015396+0.00299i,-0.00045359+0.0015106i,0.00052818-0.00018791i,0.00036031-0.0010484i,-0.00067191-0.00065143i,-0.00079374+0.000868i,-0.00051372+0.0014892i,4.6289e-05+0.00076857i,0.00066444-0.00024732i,0.00070767-0.00028184i,-8.5571e-05-0.000115i,-4.8932e-05+0.00030679i,0.00042416+0.00043408i,0.00064433+0.00024049i,0.00046631+0.0003976i,2.3942e-05-0.00012947i,-8.9184e-05-8.4865e-05i,0.0001624+0.00063251i,-0.00033562+0.00061766i
0.0023196-0.0022941i,0.0020478-0.0040678i,0.00068048-0.0057114i,-0.00098288-0.0049443i,-0.0025945-0.0024744i,-0.0028364-0.00051311i,-0.0012625+0.0001952i,-0.00058834+0.00049445i,-0.0010013+0.00049585i,-0.00048298+0.00020013i,1.6132e-05+0.00053421i,0.00032561+0.0012175i,0.00034149+0.0019384i,-0.00019504+0.0015889i,-0.00046963+0.00074011i,-8.4099e-05+0.00021642i,-6.7361e-07-0.00094891i,-0.00071538-0.0014184i,-0.00098854-0.0011703i,0.00010512-0.0018574i,5.2518e-05-0.001197i,-0.00027064-0.00039941i,0.00047538-0.00037454i
-0.00061522+0.0015335i,-0.00045861+0.0019447i,0.00065469+0.0018781i,0.00035866+0.0015855i,-6.7843e-05+0.0018725i,-0.00050801+0.0020004i,-0.00026614+0.001514i,0.00076329+0.00078689i,0.00079804-4.6741e-05i,0.00063351+0.00014346i,0.00013753+0.00053042i,-2.9394e-06+0.0005248i,0.00032141+0.00058947i,0.0002704+0.0010105i,-0.00038549+0.00048187i,-0.0007191+0.00019118i,2.3286e-05+0.0011337i,0.00038172+0.00084567i,-0.00026-0.00027743i,0.00026053-0.00043217i,0.0011148-0.00050712i,0.00046649+5.6975e-05i,1.7889e-06+0.00042747i
-0.0011286+0.0002565i,-0.0011258+0.00088808i,-0.00072258+0.00081574i,-0.00030846-0.00020708i,0.00019063-0.00057712i,-5.5079e-05-0.00035775i,0.00018282-0.00050312i,0.0001986-0.00057971i,-0.00039615-0.0008286i,-0.00058-0.00014949i,-0.00028467+0.00030396i,0.00070754-6.0795e-05i,0.00099703+0.00024983i,-0.00015417+0.00026436i,-0.00086075-0.00025514i,-0.00052015-0.00053376i,0.00065195-0.00083364i,0.001056-0.00081835i,0.00036194+0.00029202i,-0.00033211+0.00093644i,-0.00053579+0.0008701i,0.00045046+9.7658e-05i,0.00058678+8.7411e-06i
-0.00061732+0.00026061i,0.00016057+0.001375i,0.00020038+0.0019533i,-0.00040463+0.0016885i,-0.0005927+0.0011543i,7.7697e-05-9.3185e-05i,0.00067603-0.00035213i,0.00037479-0.00034582i,-0.00074532-3.225e-05i,-0.00096964+0.000755i,-8.047e-05+0.00091181i,0.00029904+0.00062926i,0.00021322+0.00041662i,0.00036294+0.00019794i,0.00028274+0.00069882i,-1.9442e-05+0.00061162i,1.5831e-05+0.00026988i,0.00036406+0.00060949i,5.2778e-05+0.00030602i,0.00017127-6.8247e-05i,0.00066118-0.00011072i,0.00056001-0.00021132i,0.00035452-0.00034383i
-0.00089798-0.00063341i,-0.00077199-6.7321e-05i,-0.0025649+0.00030073i,-0.003814+0.00070666i,-0.0025898+0.0015907i,-0.00091851+0.002227i,-0.00030204+0.0012672i,-0.00026084-0.00029445i,-0.00024442-0.0005071i,-0.00072119-8.627e-05i,-8.2015e-05+0.00017678i,0.0011029+0.00044112i,0.0011502+0.00024924i,0.00057781+0.0011258i,0.00022886+0.0009882i,-0.00019175+0.00029775i,-0.00035818+0.00042851i,0.00013769+6.1275e-05i,0.00025569-0.00026603i,6.7466e-06-0.00027185i,-0.00057684+6.4696e-05i,-0.00036128-7.8064e-05i,-0.00020448-0.00012401i
-0.00049648+0.00047142i,-0.00051692-0.00060113i,0.00039604-0.0011119i,0.0004584-0.0006577i,-0.00034466+0.00013848i,0.00014085+0.00085739i,0.00069272-0.0004212i,0.00054334-0.0013759i,0.00077596-0.00053304i,0.00071405-0.000192i,-0.00017876+4.5779e-06i,4.5002e-05+0.00017833i,0.00064126+0.0008454i,0.00015979+0.0012797i,-0.00056007+0.00093345i,-0.00035779+0.0005106i,-0.00017046+0.00035223i,-0.00065708+0.00062166i,-0.00025597-8.2083e-05i,0.00052457-0.0010702i,0.00031317-0.0011756i,-0.00021677-0.00049944i,8.8712e-05-0.00024456i
0.00013323+0.0025308i,0.00035848+0.0026243i,0.00064+0.0032789i,0.00076459+0.002259i,0.00054041+0.00082874i,-0.00040951-0.00049253i,-0.0010149-0.0014846i,-0.00053029-0.0012063i,0.00027742+2.3876e-05i,0.00098869+0.00068893i,0.00062484+0.00089728i,0.00059139+0.0010355i,0.0004367+0.00083409i,-0.00019353+0.00051603i,-0.00030446+6.4843e-05i,-0.00043258-0.0003265i,-0.00037782-9.3713e-06i,0.00037783-0.00012547i,0.0012035-0.0004765i,0.001296-0.00038896i,0.0003937+6.8058e-05i,-0.00026397+0.00015513i,0.00029183-0.0001797i
-0.00061824+0.0001565i,-0.00083675+0.00055675i,-0.001509+9.2681e-05i,-0.0014661+0.0003368i,-0.00073844+0.0014751i,-0.00042614+0.0016463i,-0.00036894+0.00022614i,2.1145e-05-0.00075187i,0.0006281-0.00057386i,0.00030987-4.4702e-05i,-0.00033419+0.00036353i,8.7282e-05+0.0013749i,0.00027996+0.0015379i,-0.0006514+0.0008531i,-0.0011261+0.00019913i,-0.00036085-0.00019334i,0.00021662-3.5284e-05i,-4.1747e-05+0.00052063i,-0.00021046+0.00081176i,0.00037535+0.00079278i,0.00072899+0.00065302i,-3.07e-05+0.00041583i,0.00024757+9.6373e-05i
-0.00055735-0.00053351i,-0.0009418-0.00069294i,-0.00068204-0.00039537i,-0.0018378+0.00034392i,-0.0028074+0.0014042i,-0.0018836+0.0018263i,-0.00079873+0.00035416i,-9.4299e-05-0.00056322i,0.00046498-0.0003749i,0.00054542+3.3336e-05i,0.00023254-0.00013957i,0.00044115+0.000257i,0.00033221+0.00062762i,-0.00010179-0.00012176i,1.813e-05-0.00038128i,0.00086904-0.00033373i,0.0013179+0.00032378i,0.00088747+0.0012267i,0.00036555+0.00099948i,-0.00056213+0.00028785i,-0.00085308-0.00050362i,-0.0001889-0.001174i,-0.00047028-0.001107i
0.00052816+0.00053303i,0.00031801-0.00064189i,0.00028697-0.0013243i,-0.00066672-0.0011118i,-0.0013827-0.00080884i,-0.0013665-0.00086767i,-0.00036503-0.00069852i,0.00046474-0.00043855i,0.00010059-0.00098106i,0.00034873-0.00060138i,0.00088359+0.0005414i,0.00050583-3.4935e-05i,0.00074512-4.2288e-05i,0.00097212+0.00036493i,0.00028866+9.5265e-06i,0.00054124+0.000294i,0.0004066+0.00034173i,0.00050575-6.6146e-05i,0.00094527+7.2404e-05i,0.00066952+0.00028519i,0.00051724-0.00020943i,0.00054834-0.00058639i,0.00015346-0.00035184i
0.00022379+0.0011309i,0.00025919+0.0016125i,0.00048684+0.00040969i,0.00092475+0.00013744i,0.00028243-3.1691e-05i,0.00011082-0.00052543i,0.00051786-0.00063422i,0.001183-0.00050882i,0.0009169+0.00028743i,7.7173e-05+0.00056914i,-0.00043939+0.0002653i,-0.00057621+0.00068855i,0.00028575+0.0010816i,0.00080781+0.00087855i,-8.1191e-05+0.00044618i,-0.00070053-0.00015447i,-0.00086651-0.00036079i,-0.0010694-0.00012584i,-0.00074185+0.00061412i,0.00012497+0.00093148i,0.00054733+0.00034079i,0.00086202+0.00010627i,0.0019867+0.00043819i
-0.0021945+0.0011544i,-0.0019508+0.00083184i,-0.0028719+0.0009119i,-0.0032703+0.0022883i,-0.0022761+0.0029885i,-0.001225+0.0015983i,-0.00057247+0.00060012i,-0.00052254+0.00011326i,-0.00067323-0.00046147i,-0.00047501+0.00013182i,8.0283e-05+0.00076162i,0.0010325+0.00071381i,0.0010105+0.00030137i,0.00020245-0.00040143i,0.00055774-0.00098349i,0.00096752-0.0012115i,0.00027824-0.0009738i,0.00019136-0.00034938i,0.0004325+0.0002198i,0.00024134+0.00048231i,-0.0003294+0.00072149i,-0.0010088+0.00026077i,-0.00033983+0.00012851i
-0.0007011-0.00059272i,-0.00050036+0.00027327i,-0.00058336-0.00028975i,-0.00038802-0.0011898i,-0.0003679-0.00032072i,-0.00051851+0.00052541i,-0.00031169+0.00052892i,-0.00025049+1.3843e-05i,-0.00043793+4.2004e-06i,-0.00038922+0.00035655i,0.00055264-0.00018483i,0.00094692-0.00014203i,0.00020052+0.00092842i,8.4562e-06+0.00058495i,-7.5817e-05-7.4455e-06i,-0.00037579-0.00023898i,-0.00011603-9.9031e-05i,7.8565e-06+0.00040487i,-9.6339e-05+0.00022724i,6.9194e-05+0.000254i,0.00059405-0.0003096i,0.00041258-0.00050919i,-0.00072314-8.7806e-05i
0.0022976+0.0012251i,0.0027598+0.0014046i,0.0021312+0.00098897i,0.0012029+0.0003706i,-0.00031248+0.00039297i,-0.0018117+0.00048911i,-0.00078276+0.00013533i,0.00030726-0.00017847i,0.00039145-0.00050011i,0.00090673-0.0009527i,0.00082159-0.00099849i,0.00081474-0.00033881i,0.0012182+0.00080808i,0.00084454+0.0012682i,0.0003159+0.00062337i,0.00067352-0.00024615i,0.0013149-0.00025763i,0.00080209+0.00021771i,-6.6542e-05+0.00035657i,0.00042734-4.2871e-05i,0.0011794-0.00099296i,0.00072153-0.0007161i,-0.0002362-0.00012008i
0.0024296-0.00026209i,0.0022935-0.00053088i,0.0013485-0.0025408i,-0.00051844-0.0027117i,-0.0020424-0.0019573i,-0.0020599-0.0011897i,-0.0008617-0.0004186i,-0.00062799-0.00050479i,-0.0010286-0.000977i,-0.00068995-0.00072643i,0.00015461+0.00051099i,0.00053811+0.0011672i,-3.8468e-05+0.00077275i,-0.00032439+0.00049423i,0.00030899+0.0001838i,0.00073786+0.00039068i,0.00081279+0.00046642i,0.00065565-0.00034953i,0.00070499-0.0012349i,0.00029249-0.0010432i,-0.00027326-0.00034204i,2.8022e-05+0.00022968i,0.00044327+0.00041351i
