-0.0025054-0.00028677i,-0.0024711-6.8736e-06i,-0.0019814+0.0011473i,-0.00057287+0.0003218i,-7.1995e-05-0.00051615i,-0.00027594-7.61e-05i,-0.00033415+0.0008017i,0.00031785+0.0010304i,0.00099017+0.0004726i,0.0015599-0.0011128i,0.0021317-0.00086904i,0.0013676+0.00032502i,0.00062632+0.00061845i,0.00080113+0.00090009i,0.0010693+0.00031845i,0.00031513-8.9625e-05i,-0.00010708+0.00015054i,0.00053514+0.00032604i,0.00078112+0.00028744i,-0.00024623+4.9201e-05i,-0.00042459-0.00018481i,-0.00019475-0.00028563i,-0.00047347-0.00050319i
-0.00058241-1.9793e-05i,0.00028489-8.5154e-06i,-2.8032e-05+0.00086748i,0.00013462+7.71e-05i,0.0010218-0.0013359i,0.0021501-0.0020661i,0.0016686-0.0015316i,0.0010439-0.00069622i,0.00066792-0.00067219i,-0.00016072-0.00019298i,-0.00017024+6.6558e-05i,5.7415e-05-9.7776e-05i,0.00041754-0.00013659i,0.0010109+0.00010839i,0.001151+0.00034994i,0.00023227+9.2815e-05i,-0.00054523-0.00030785i,-0.00060707-0.00017728i,0.0002446-0.00036468i,0.00064174-0.00080912i,-7.0723e-07+9.094e-05i,-0.00030678+0.00089846i,-0.00058206+0.00050458i
0.00056484+0.00020163i,-0.00043912-0.00016968i,-0.00036847-0.0015176i,-0.00053487-0.0022971i,-0.00098869-0.0027608i,-0.00032864-0.0020987i,8.5728e-05-0.00055812i,-3.1208e-05+0.00037769i,-0.00015804+0.00020655i,-0.00077254+3.7418e-05i,-0.0009719-0.000143i,-0.00021214-0.0010781i,0.00051401-0.00098047i,0.00034556+0.00011082i,-0.00011908+0.00049306i,-0.00028134+0.0002365i,0.00059331-0.00049013i,0.0010983-0.00057417i,0.00065315+0.0001955i,0.00028932+0.0001382i,-0.00013889+0.00020438i,-0.00071818+0.000116i,-0.00081124-0.00026649i
0.0018018-0.00021816i,0.0014264-0.00042566i,0.00076954-0.001426i,-0.00027311-0.00085848i,-0.00023823-0.00012895i,-9.6832e-05-0.00073364i,0.00036112-0.00089541i,0.0010564-0.00047395i,0.0004453-0.00033924i,-0.00054731+0.00019774i,-0.0010827+0.00015556i,-0.00076311-0.00022657i,8.6759e-05-0.00011971i,7.5875e-05+0.00031365i,-7.8263e-05+0.00063286i,0.00042041+4.998e-05i,0.00099659-0.00056047i,0.00080054-0.00086798i,0.00092421-0.0009862i,0.00045934-0.00041493i,-0.00053867+0.0001383i,-9.5505e-05+0.00033372i,0.00011178+0.00041481i
-0.001388-0.0022831i,-0.0015253-0.001527i,-0.0016771-0.00038456i,-0.00031181+0.0006122i,0.00079828+0.00041657i,0.00091187-0.00032676i,0.00049149-0.00057676i,0.00038067-0.00031247i,0.00096619-0.00062848i,0.0013664-0.00064318i,0.0014424-0.00027577i,0.0011465-6.0491e-05i,0.00058568-0.00027382i,0.00052868-0.00039512i,0.00015967+0.00037225i,-0.00052349+0.00074i,-0.00038749+0.00013314i,3.0151e-05-0.00020542i,1.1118e-05-0.00061364i,0.00029938-0.0011436i,0.00048202-0.0010303i,6.6081e-05-0.00042787i,-0.00033085+4.8217e-06i
0.0019358-5.4603e-05i,0.0018287-0.0012682i,0.00084836-0.00151i,-0.00016826-0.0010477i,0.00012048-0.0010681i,0.00058177-0.00038021i,0.00027036-3.5098e-05i,-4.312e-05-7.0383e-05i,-0.00064411-0.00054786i,-0.00069672-0.00095286i,-0.00096062-0.00073911i,-0.0014134-0.00030434i,-0.00088267-0.00056423i,4.1916e-05-0.00072064i,0.0003658-0.00036478i,-2.2524e-05-0.00032388i,-0.000479-0.00055307i,-0.0005766-0.00085402i,-0.00010611-0.0010849i,0.00018255-0.00041316i,0.00053899-0.00042127i,0.00086022-0.00044996i,0.00080822-6.7554e-05i
-0.00034445-0.0017329i,-2.2145e-05-0.0012868i,-0.00099306-0.0005083i,-0.0013592-0.000591i,0.00056448-0.00089953i,0.001263-0.00044146i,0.0010501-0.00042797i,0.0016871-1.0164e-05i,0.00066478+0.00050702i,-0.00025027+0.00026509i,-8.2031e-06-3.5206e-05i,4.3102e-05-0.00015066i,-0.00011239+0.00025318i,-0.0001836+0.00015352i,0.00041441-0.00027368i,0.00063043+0.00042997i,0.00025074+0.0010167i,-0.00018516+0.00047971i,-0.000814+3.725e-05i,-0.0012343-7.0703e-05i,-0.00097256-0.0002633i,-1.2553e-05-0.00014325i,0.00039461+5.8909e-05i
0.0019406+0.0013924i,0.0021207+0.00062767i,0.0019982-0.0017313i,0.0018391-0.0026459i,0.0017121-0.0014127i,0.00081122-0.00038857i,2.4857e-05+0.0004176i,0.00011961+0.00012298i,-6.3651e-05-0.00042928i,-0.00031375-0.00043743i,0.00026506-0.00092724i,0.00024173-0.001599i,-7.9431e-06-0.00096013i,-0.00039816+9.4255e-05i,-0.00060053+0.00034565i,-1.4418e-05-7.4701e-05i,0.00039415-0.00020631i,0.0010093-0.00044181i,0.0009562-0.00081986i,0.00012895-0.00075733i,0.00012499-0.00037895i,0.00014822-0.00014806i,0.00015014+0.0001605i
9.4883e-05+0.0007327i,9.8662e-05+0.00096274i,-0.00041601+0.0020467i,8.1017e-06+0.0015339i,0.0015835-6.0011e-05i,0.001406-0.0012559i,0.00056151-0.0011305i,0.00035016-0.00012241i,0.00024603+5.5223e-06i,0.00026337-0.00055486i,-6.7882e-05-0.00088062i,-0.00033311-0.00076883i,-0.00034756-1.2824e-05i,0.00015422-3.2784e-05i,0.00026878-0.00093979i,0.00055461-0.0010831i,0.00029868-0.00039061i,0.00031432-0.00036196i,0.0008231-0.00028602i,6.7946e-05-2.1757e-05i,-0.00016929+1.6189e-05i,4.6389e-05+0.00061915i,-5.7872e-05+0.00080536i
-0.00044012+0.0010715i,-7.357e-05+0.00034195i,0.00058147+0.00078373i,0.001183+0.00081322i,0.0026333-0.00089903i,0.0023096-0.0021536i,0.00035816-0.0020837i,0.00021024-0.00087868i,0.00055901-9.053e-05i,0.00030926+0.00028039i,8.0066e-05+0.00053145i,2.8875e-05+4.1212e-05i,6.7127e-05-0.00027771i,0.0003835-0.00013091i,0.00025311-0.00017863i,-3.6113e-05+4.5915e-05i,-2.2992e-06+0.00045768i,0.00013217+4.195e-05i,0.00026058-0.0006113i,-0.00013616-0.00018575i,-0.00057639-2.8371e-05i,-4.2466e-06-7.3803e-05i,2.9022e-05+0.00053574i
-0.0001613-0.00084055i,-0.00058632-0.00065007i,-0.0014136-6.0146e-05i,-0.00072382+0.00098397i,0.00059257+0.00038881i,0.00027635-0.00070087i,-0.00043176-0.00032796i,0.00019682+6.3687e-05i,0.00043213+0.00051321i,5.6038e-05+0.00079263i,-0.00017747+0.00089368i,-0.00033347+0.00047451i,-0.00048955-0.00032667i,-0.00047239-0.00084251i,1.0249e-05+0.00015864i,0.00049495+0.00069455i,0.00029106+0.00057281i,-0.00018404+0.00075948i,0.0001525+0.00022233i,-0.00010406+0.00029648i,-0.00078059+0.00045068i,-0.00077855+0.00058052i,-0.00022874+0.00043203i
0.00030623-0.0016994i,-0.00040366-0.0012676i,-0.0010701-0.00056452i,-0.00089631-0.00079393i,-0.00044046-0.00030812i,0.00032283-0.00019896i,0.001778-0.00070564i,0.0020852-0.00013289i,0.00078503+0.00019892i,-0.00085708+0.00089472i,-0.0012044+0.0010933i,-0.00063204-0.00046411i,0.00029451-0.00051614i,0.0017055+0.0001165i,0.0016733-0.00042107i,0.0010745-0.00088377i,0.00053886-0.000241i,-0.00012655+0.00050492i,-0.00019866+0.00023487i,-1.8812e-06-0.0003178i,0.00015053-0.00049713i,0.00042983+0.00026865i,0.00014289+0.00063904i
-0.0013399-0.0012543i,-0.00093728-0.00063133i,-0.001289-0.0010797i,-0.00070978-0.0011253i,0.00060478-0.00093447i,0.0014602-0.00084604i,0.0011474-0.00013379i,0.0008891+0.00028575i,0.00063075-0.00018254i,-7.7404e-05+0.00055942i,-0.00024923+0.0013118i,-0.00040429+0.00081175i,-0.00031169+3.8709e-05i,0.00038255+0.000125i,0.00060771+0.00042933i,3.153e-05+0.00017139i,-1.0425e-05+0.00043006i,0.00044997+0.00021786i,0.0004261-0.0001509i,-8.8242e-05+7.2986e-05i,-0.00017406+7.7608e-05i,-0.00011357-0.00015747i,-0.00036928-0.00017535i
-0.0016009+0.0016125i,-0.00022111+0.0014191i,-0.00012831+0.0013826i,-3.9568e-05+0.0010052i,0.00074154+0.00010632i,0.0013408-0.0011i,0.00090784-0.00094343i,0.00084243-6.7503e-05i,0.00068184-3.0569e-05i,0.00042275-0.0010158i,0.00043396-0.0013467i,-1.4269e-05-0.00093417i,-0.00082569-0.00030651i,-0.00081119-1.4854e-05i,-0.00028595+0.00034208i,0.00039793+0.00059218i,0.00059507+0.0006258i,0.00011991+0.00050545i,-0.00019106+0.00014377i,0.00024954-3.7071e-05i,0.00061689+7.0257e-06i,-5.1744e-05-3.8213e-05i,-0.00032684+1.7215e-05i
-0.00077855-9.491e-05i,-0.0010774-0.00015216i,-0.0020906-1.0281e-05i,-0.0018467-7.6874e-05i,-0.00051169-0.0001004i,0.00067676+5.6035e-05i,0.00068747+0.00067671i,0.00038131+0.00042365i,6.3546e-05-0.00011801i,-4.216e-05-0.00015248i,0.00052306+0.00017972i,0.00012043+0.00078299i,-7.9488e-05+0.0013808i,6.1569e-05+0.0010311i,7.8778e-05+0.00017779i,0.00039463-0.00014764i,9.557e-05-0.00073245i,-0.00042581-0.0010166i,-0.00046416-0.00044088i,-0.00060848+0.00027171i,-0.00072441+0.00076242i,0.00018191+0.00087302i,0.00032986+0.00063981i
0.00076638-0.0010038i,0.00060375-0.00077838i,0.00015392-0.00028615i,0.0009036-0.00019051i,0.0016931-0.00041654i,0.001045-0.001394i,8.8713e-05-0.0012877i,0.00042103-0.00049263i,0.00095602-0.0004113i,0.00070472-0.00040521i,0.00070176+0.00032044i,0.00096972+0.00037656i,0.00035798-0.00028377i,-3.7523e-05-0.00061832i,-2.1393e-05+3.4584e-05i,2.3968e-05+0.00047245i,-0.00027825-0.00027336i,-0.00076259-0.00040945i,-0.0010133-0.00024873i,-0.00052243-0.00041899i,0.00029361-0.00068777i,0.00011256-0.00054458i,5.9389e-05-9.0575e-05i
-0.00068541+0.002526i,2.342e-05+0.0016165i,0.00026738+0.0014664i,0.0015225+0.00057402i,0.0029459-0.0012921i,0.0014373-0.0022821i,0.00046579-0.0013839i,0.00075957-0.0010663i,0.0005913-0.00096767i,7.8543e-05-1.0611e-06i,-0.0002583+0.0005877i,-0.00014188+0.0003395i,-1.6682e-05+3.465e-05i,-0.0004446+0.00030567i,-0.00041098+5.6866e-05i,-0.0002457-0.00049318i,6.0063e-05+0.00019581i,-3.8373e-05+0.0010382i,-0.00018427+0.00061238i,0.00017203-0.00026546i,8.537e-05-0.00048022i,-8.9057e-05+8.6431e-05i,-7.4573e-05+0.00074939i
0.00070771-0.0006278i,-0.00026623-0.00089249i,-0.00088981-0.00092862i,-0.00017056-0.0016613i,0.00072921-0.0017942i,0.00091949-0.0014482i,0.0012352-0.00082055i,0.0011762-2.7369e-05i,0.00085751+0.00044865i,0.00014762+0.00083642i,0.00022309-9.4353e-06i,0.00075157-0.00071592i,0.00066904-0.00043307i,-0.00016824-0.00047111i,-0.0010716-2.608e-05i,-0.00090849+0.00032453i,-0.00053889-0.00019291i,0.00027847-0.0008319i,0.00088748-0.00026622i,0.0009053+0.00055188i,0.00027736+0.00046189i,-0.00015595+6.6842e-05i,0.00044483+0.00050961i
-0.00096312-0.0007464i,-0.00062274-0.00081301i,0.00039956-0.00085331i,0.00073975-0.00040493i,0.00086576-0.00026939i,0.00090107-0.00094705i,0.00048343-0.0014758i,0.00074804-0.0013204i,0.00060705-0.00090945i,0.00014455-0.00056724i,0.0001841+0.00010659i,0.00020588+0.00085161i,7.561e-05+0.00076204i,-0.00024882+0.00049822i,-0.00071408+0.00062191i,-0.00026917+0.00052923i,0.00030016+0.00064451i,0.00048463+0.0011222i,0.00093298+0.00043032i,0.00041441+0.00045877i,-0.0006497+0.00039826i,-0.0003444-0.00097199i,0.00049545-0.0015518i
0.00028709+0.0012101i,0.00032826+0.00099633i,0.0011499+0.00091934i,0.0012054-0.00018837i,0.00054703-0.0018402i,0.00068716-0.0020543i,0.00099709-0.00077457i,4.4166e-05-7.026e-06i,-0.00038717+0.00043574i,-0.00028988+1.2112e-05i,1.8933e-05-0.00013551i,-0.00010553-0.00026397i,-0.00056842-0.00062451i,-0.00029053+0.00033836i,1.8261e-05+0.0013827i,7.3425e-05+0.00084837i,0.0001674+9.4148e-06i,0.00077115-0.00049487i,0.0012116-0.00094735i,0.0010796-0.00011935i,0.0003421+0.00055689i,-9.4783e-05+0.00023686i,6.9637e-05+0.0001473i
0.00019253-0.00013242i,7.1614e-05+0.00028136i,-6.3072e-05-0.00027177i,0.00042875-0.001511i,0.0010643-0.001473i,0.0014935-0.0011062i,0.0015422-0.0012633i,0.00084818-0.0012422i,0.00017901-0.00063431i,-4.3178e-05+0.00024063i,-0.00011051+0.00081885i,0.00021668+0.00056541i,-0.00014609+0.00028124i,-0.00079632-0.00016916i,0.00015931-0.00023142i,0.00077456+0.0001363i,0.0012145-5.5245e-05i,0.00076639-8.2588e-05i,-2.476e-05-0.00014577i,0.00012375+2.1986e-05i,-6.0357e-05+0.00032181i,-4.2076e-05-0.00013587i,-0.00024092-0.00015529i
0.0010899+9.1818e-05i,0.0020554-5.8312e-05i,0.0020379-0.00079839i,0.0016978-0.0016044i,0.00061696-0.0021586i,0.00029802-0.0019415i,0.0006653-0.0015859i,0.00068952-0.0011603i,0.00072787-0.00052378i,0.00030709+0.00027432i,0.00040714+0.0007382i,2.1079e-05-2.7167e-05i,-0.00069661-0.00045554i,-0.00013403+0.00017944i,0.00057896+0.00010676i,0.00025684+0.0001728i,-0.00043327-0.00011998i,-0.00071195-3.9353e-05i,-0.00020489+0.0011081i,4.0533e-05+0.00064798i,0.00022357-0.00037889i,0.00056333+5.6238e-05i,0.00015884+0.00035913i
0.00022156+0.00022645i,0.00024574+9.4561e-05i,-0.00074849-0.00061666i,-0.00085549-0.00086799i,-0.00016077-0.00099666i,0.00092323-0.0015922i,0.0012018-0.0011772i,0.00046862-0.0004288i,0.00013791+3.0269e-05i,-0.00045679+0.00042456i,-0.00041403+0.00024434i,0.00028165-2.7587e-05i,0.00015246+8.9265e-05i,-1.9956e-05+0.00059205i,-0.00065407+0.0006362i,-0.0010083+0.00063043i,2.9248e-05+0.000978i,3.5097e-05+0.0007745i,0.00021026+0.00012664i,0.00062805+0.00022345i,9.4591e-05+0.00071762i,0.00011302+0.00016782i,0.00056214-0.00067441i
0.00067177-0.00082404i,0.00094785-0.0015127i,0.0011052-0.0015715i,0.0017162-0.0010254i,0.0014267-0.00057883i,0.00062043-0.00061822i,0.00016009-0.0003933i,0.00021313-0.00016352i,0.00055316+0.00010389i,0.00025688+0.00074862i,0.00051838+0.00040519i,0.0002457-0.00040596i,-0.00047078-0.00035179i,-0.00047746-0.00043972i,-0.00012638-0.00060488i,-0.00014928-0.00031453i,-1.1741e-05+0.00054259i,0.00073061+0.00045071i,0.00044645-9.4649e-05i,-0.00011248-0.00027562i,-5.9255e-05-0.00045578i,0.00056309+0.00013277i,0.0010409+0.00032941i
-0.00061976+0.0011671i,-0.00096221+0.00093277i,-0.00037014+0.00070665i,0.00051845+0.00013249i,0.0012696-0.00046549i,0.00080256-0.00092725i,0.00039593-0.0013235i,0.00033644-0.0010372i,0.00078976-0.001094i,0.001877-0.00071869i,0.0020209+0.00015663i,0.00063261+0.00033995i,3.7904e-05-0.0001354i,0.00089552+0.00024982i,0.0013178+0.0014407i,0.0011122+0.0016234i,0.0011956+0.00048084i,0.00098915+0.00040716i,0.00062987+0.0004804i,0.00029721-0.00035241i,-0.00042816-0.00019424i,-0.0006571+0.0004033i,-0.00056488-4.337e-05i
-0.0015717+0.00022407i,-0.0016399+0.00081234i,-0.00071135+0.0013913i,-0.00010069+0.0014762i,0.0010213-0.00051746i,0.002009-0.002702i,0.0013652-0.0024078i,0.0012094-0.001132i,0.0010323-0.00040208i,0.00073825+0.00028781i,0.00087521+0.00065832i,0.0006199+0.00031124i,0.00059426-0.00010615i,4.4918e-05-0.00013446i,-0.00056666-0.00021578i,-0.00070472+0.00049083i,0.00040749+0.00099518i,0.00082371+0.00021228i,-9.6764e-05-0.00059564i,-0.00042286-0.00079811i,-0.00041269-0.00011795i,2.3401e-05+0.00079149i,0.00050696+0.00062658i
-0.0015727-0.00020973i,-0.0013762-0.00038907i,-0.0014724+0.00025184i,-0.0012722+0.0014293i,-0.00013192+0.0013348i,0.00060028+0.0003999i,0.00043891-0.00069183i,0.0010647-0.0007475i,0.0012577-0.00048806i,0.00055772+3.8601e-05i,0.00028072+0.00050533i,0.0001469+0.00054343i,-0.00028033-1.068e-05i,-0.00039841-0.00074981i,-0.00065071-0.00078801i,-0.00041863+0.00021895i,8.6481e-05+0.00041828i,0.00046574-0.00047786i,0.00047734-0.00044142i,0.00049845-0.00017649i,0.00084176-0.00027482i,0.00045334+0.00056641i,-0.00062389+0.00078154i
0.00094563-4.3585e-05i,0.00058061+0.00012709i,0.00066052-0.00013938i,0.0010855-0.00047991i,0.0013434-0.00031228i,0.00070218+0.00050731i,0.00076408+0.0007827i,0.0006905+0.00051336i,0.00026963-0.00024473i,-0.00032025-4.6663e-05i,-0.00050345-9.0592e-05i,-0.00033085-0.00033348i,-0.00030716-0.00032414i,-0.00069867+0.00017416i,-0.00072693+0.00036126i,-0.00039059+0.00028492i,0.0001297+0.00056825i,0.00075404+0.00011683i,0.00080183-0.00042213i,0.00025318-8.9065e-05i,-0.00015465-0.0001685i,-0.00057988-0.00029996i,-0.00077119-0.00023053i
0.00018978+4.1352e-05i,0.00024753-0.00068421i,0.00077097-0.00055548i,0.001255-0.0010812i,0.00096943-0.002057i,0.00064828-0.0017347i,0.00025772-0.00051952i,-0.00011813-0.00041256i,-3.7428e-05-0.00088588i,0.00010381-9.2258e-06i,0.00070935+0.00054712i,0.00076268+1.6487e-05i,0.0002423+0.00032483i,-0.00050077+0.0010938i,-0.00051513+0.00084173i,0.00015692+0.00076892i,0.00012107+0.00070852i,0.00015598+2.0833e-05i,0.00079464-6.0881e-06i,0.00033104-0.0001724i,-0.0004205-0.00044341i,-0.0007927-0.00020424i,-0.0012715-0.00012503i
0.00022817-0.00027949i,-0.00079134-0.00044272i,-0.00054546-0.0003788i,-0.00032251+0.00041704i,-0.00048694+0.00029466i,-0.00035865-0.00077569i,0.00036565-0.00049957i,4.5527e-05+0.00018974i,-0.00055248-4.9094e-05i,-0.00040514-6.9757e-05i,-0.00016933+7.0019e-06i,2.1179e-05-0.00050335i,-0.00040076-0.00068196i,-0.00068023+4.1538e-06i,-0.00024627+4.1817e-05i,3.5528e-05-0.00031944i,-0.00036397-0.00076766i,6.5589e-06+3.1813e-05i,0.00053944+0.00074255i,0.00043481-0.00015768i,0.00026666-0.00016212i,0.00016062+0.00052772i,-0.00062583+4.4859e-05i
0.00031185-0.00029586i,0.00042247-0.00048251i,-0.00035633-0.00041997i,-0.00010697-0.00010256i,0.00042937+4.5807e-07i,0.00044467+3.8331e-05i,0.00044566-0.00013624i,0.00062921-0.00047998i,0.00045176-0.00093378i,-0.000816-0.0001684i,-0.00093496+0.0003143i,-0.00019704+3.7571e-05i,3.7988e-05-8.1891e-05i,-4.0437e-05+0.00035561i,0.00050907+0.000509i,0.00070645-0.00011296i,0.00014954-0.00010103i,-0.00020612-0.0002603i,-0.00028484-0.00065336i,6.3907e-05-0.00019271i,0.00031463+0.00028333i,0.00044906-8.6355e-05i,0.00065075-0.00035318i
-0.00075474-0.00055764i,-0.00034319+0.00062179i,0.00090495+0.0011673i,0.0014493+0.00063456i,0.0016478-0.00043755i,0.0017153-0.00090449i,0.0015118-0.00042639i,0.00088115+0.00033345i,0.00026139+9.604e-05i,-0.00034859-0.00053649i,-0.0004692-0.00021002i,0.00026934+0.00020043i,0.00022843+0.00051825i,-3.6844e-05+0.00034812i,0.00010383+0.00012013i,0.00012344-0.00036538i,-0.00020005-0.00018729i,-0.00075553+0.00036367i,-0.00061706+0.00043827i,0.00012552+0.00033043i,0.00085103-0.00030065i,-0.00024584-0.00037631i,-0.0010403+7.3851e-05i
9.91e-05+0.0010864i,0.00031292+0.0010405i,0.00070623+0.00032446i,0.0011438-0.0010991i,0.0011263-0.0018693i,0.001058-0.0016315i,0.00057616-0.00089081i,0.00071274-0.00024253i,0.0014751+4.5079e-05i,0.00067769+0.00073118i,9.1216e-05+0.00098051i,0.00032079+0.00048655i,-0.00040976+5.0652e-05i,-0.00084458+0.0001033i,-0.00072802+0.0003599i,-0.00069693+0.00032713i,-0.00012241-0.00012816i,-3.8125e-05-0.00048056i,-0.00030175-0.00093927i,0.00026318-0.000329i,0.00074695+0.00013831i,0.00054783-0.00069351i,-0.00022836-0.00073252i
-0.0013566-0.00038402i,-0.0014072-0.00047824i,-0.0014142+0.00024865i,-0.0010369+0.00099316i,7.5302e-05+0.00054637i,0.00049133-0.00061694i,0.0001741-0.00088425i,0.00051483-3.3297e-05i,0.00070001+0.00067909i,0.00062261+0.00044737i,0.0010218-0.00013388i,0.00072629-0.00034873i,0.00014482+4.5536e-06i,-2.3907e-05+0.00033054i,-0.00012865-0.00014369i,-0.00018316-0.00022922i,-2.2634e-05+0.00028846i,9.6952e-05+0.0003113i,-1.262e-05+0.00031133i,-0.00034087+0.00044922i,-8.4217e-05+0.00041656i,0.00024994+0.00023286i,0.00021012+0.00067734i
-0.00073928+9.5867e-05i,0.00020223+0.0010042i,-0.00029441+0.0010683i,-0.00023307+0.00047005i,0.0010477-0.00087395i,0.001627-0.0013255i,0.0012578-0.00032223i,0.0013992-3.4088e-05i,0.0013571-0.00037731i,0.00060755-0.00010645i,0.00032355+9.0158e-05i,0.00026679+0.0001682i,0.00025031+5.4537e-05i,0.0001383-0.00029181i,-0.00050957-0.00077515i,-0.0006348-0.0011866i,-0.00086236-0.00028061i,-0.00075934+0.00014841i,-0.00014711+0.00018437i,0.0002357-0.00057737i,0.0006948-0.0010541i,0.00030716-0.00065208i,-0.00036083-0.00054151i
-0.00084493-0.00056659i,-0.00076334-0.0014665i,-0.00084145-0.00062376i,-0.001387+0.00032803i,-0.0012926+0.0010079i,-6.2996e-05+0.00023447i,0.0013423-0.00053214i,0.0010577+0.00060383i,0.00020098+0.00089187i,-0.00053325+0.00013493i,-0.0015587-6.051e-05i,-0.0013491-8.3706e-05i,-0.00055273+0.00023409i,-0.00010565+0.00016641i,0.00028597-8.3066e-05i,0.00055809-0.00031092i,0.00043936-0.00081367i,-0.00047714+1.823e-05i,-0.0010348+0.00053888i,-0.0004187+0.00024122i,0.00019677-0.00035062i,-0.00011413-0.00054036i,-0.00063921+0.00045483i
-0.00035197-0.0011425i,-9.4062e-05-0.0007411i,0.00039269+0.00073443i,0.00072686-0.00025549i,0.0010117-0.00089503i,0.0011793-0.0010176i,0.0011661-0.00043688i,0.00086406+0.00013022i,1.7948e-05+0.00030138i,-0.00055911-0.00031603i,-3.4673e-05-0.001158i,0.00032167-0.001062i,-0.00017185-1.4514e-06i,-0.00071891+0.00076408i,-0.00050566+0.00090214i,0.00030328+2.5126e-05i,0.00034365-0.00050844i,8.449e-05+0.0005794i,4.7089e-05+0.00086769i,0.00018001+0.00068467i,0.0002075+2.7172e-05i,-4.5736e-05-0.00069582i,1.3752e-05-0.00044398i
0.0012141+0.00013184i,0.00067184-0.00025552i,-5.7271e-05-0.00089762i,4.8113e-05-0.0011101i,0.00050949-0.0016519i,0.00043531-0.0017734i,0.00075707-0.00086421i,0.00040867-0.00016482i,0.00032715-0.00087261i,5.2292e-05-0.0011223i,-0.00010264+7.3212e-05i,0.00079273+0.001028i,0.00070614+0.00061438i,6.0301e-05+0.0002409i,0.00044541+0.00036382i,0.00037361+3.8158e-05i,-0.00014916-0.0005139i,0.00075318-0.0010373i,0.0011223-0.00062684i,0.00092665+3.4505e-05i,0.00057233-0.00052561i,0.00017781-0.0010096i,0.00021934-0.00037174i
-0.00094841+0.00033789i,0.00014851+0.00056259i,0.0010743+0.00037278i,0.0018305+0.00034112i,0.0016766-0.00065595i,0.0012106-0.0011314i,0.0011404-0.00041746i,0.00041979-0.00015354i,-0.00036003-0.00036812i,-0.00038375-0.00034454i,0.00034006+0.00020274i,0.00066386+0.00046241i,0.00034684+0.00047808i,-0.00027854+0.00090722i,-0.00077091+0.0012479i,-0.00088714+0.000471i,-0.00069238-0.00024684i,0.00010873-0.00032506i,-0.00016522-0.00018253i,-0.0011188+7.1958e-05i,-0.001042+0.00042572i,-0.00039969+0.000742i,-6.7001e-05+0.00055499i
-0.0012873+0.00030309i,-0.0014892+0.00029272i,-0.0016369+0.0011369i,-0.0012767+0.0016283i,-0.00014378+0.00063069i,0.0010053-0.00072512i,0.00074356-0.0010475i,0.00022477-0.00038323i,-5.7371e-05+0.00019757i,-2.9286e-05+0.00070131i,0.00067+0.0007557i,0.0012411+0.00085252i,0.00038174+0.0015208i,-0.00012204+0.00063229i,0.00013868-0.00050314i,8.3969e-05-0.00012773i,0.00035377-0.00022948i,0.00044344-0.00031745i,0.00010092-9.621e-05i,8.6859e-05+0.000548i,5.9816e-05+0.00090193i,0.00053573+0.00038001i,1.4615e-05+0.00021455i
0.00038788+0.00042231i,-0.00029079+8.2333e-05i,-0.00063445-0.0001928i,-0.00011679-0.0014352i,0.00040164-0.0023652i,0.00089411-0.0021598i,0.0010321-0.001372i,0.00035261-0.00069525i,-0.00028288-0.00058618i,-0.00095156-0.00075273i,-0.0012681-0.00085466i,-0.00020632-0.00016112i,0.00011599+0.00091058i,-0.00028616+0.0010686i,-0.00011038+0.00071742i,-0.00041495+0.00067678i,-0.00033994+0.00044013i,7.8487e-05+0.00039705i,-9.6412e-05+0.00026871i,-0.00019523+0.00062536i,-0.00013297+0.00085604i,0.00041735+0.00026526i,0.00036651+0.00024486i
0.00073883-0.00026894i,0.0012147-5.0853e-05i,0.0016137-7.5656e-05i,0.0013589-0.00078708i,0.00063708-0.0013128i,0.00024367-0.0017735i,0.00034081-0.0017634i,0.00013614-0.0011451i,-0.00069841-0.00097416i,-0.0013013-0.00041646i,-0.00085508+2.174e-05i,-0.000383+0.00033614i,-0.00048675+0.00014219i,-8.8776e-05+7.898e-05i,0.0001698+0.00072739i,-6.5643e-05+0.00037354i,0.00034471-0.0002735i,0.00024279-8.5481e-05i,-0.00026258+0.00020424i,0.0004508+9.7231e-05i,0.00064532-2.5487e-05i,7.0986e-05+1.3096e-05i,0.00035558-0.00035003i
-0.0024872+0.00068736i,-0.0023945+0.00032364i,-0.0027391+0.00033852i,-0.0014507+0.0014251i,0.00079196+0.00032134i,0.0011709-0.0014963i,0.00065572-0.001506i,0.00072086-0.0009586i,0.00031831-8.1745e-05i,-7.088e-05+0.00016796i,0.00061642-9.3547e-05i,0.00050887-0.00011717i,-7.8777e-05+0.0001912i,-0.00049959-0.00010969i,-0.00075719-0.00023678i,0.00053695+7.0922e-05i,0.0012937+3.2273e-05i,0.0007174-1.0803e-05i,-0.00030477-1.3031e-05i,-0.00025047-0.00059036i,0.00047103-0.00027151i,0.00073764+0.00029728i,0.00091439+0.00037117i
