0.002016+0.0010606i,0.0019291-0.000309i,0.00040911-0.0025576i,-0.00067445-0.0030092i,-0.00093279-0.0014678i,-0.0018559+0.00061503i,-0.0019252+0.0019209i,-0.00060177+0.0023784i,0.00032716+0.0017943i,0.00080296+0.00091168i,0.0011095-4.6036e-05i,0.0011888-0.0012717i,0.00098631-0.0014768i,0.00071459-0.00062107i,0.00010598+8.7138e-05i,-0.00090368+0.00060441i,-0.00056307+0.00081334i,0.00054546+0.0013115i,0.00048661+0.0010164i,0.00072714-0.00044948i,0.00071827-0.0012979i,0.00022388-0.0014653i,-0.00016348-0.00080661i
-0.00052007+0.00014354i,-1.1949e-05+0.00014682i,0.00080716+0.00095482i,0.0013947+0.0017292i,0.0017672+0.0012948i,0.00075277+0.00079269i,0.00022505+0.00063955i,0.00055959+0.00049091i,0.00012693+0.0003625i,0.00025281+0.00025239i,0.00034151+3.2891e-05i,0.00017209-0.00037471i,0.00024826+0.00039099i,0.00010421+0.00039074i,-0.00046517-0.00054343i,-0.00023215-0.00038001i,-0.00024958+0.00011862i,-0.0001978+6.5535e-05i,0.00071219-8.9995e-05i,0.00070877-0.00046966i,0.00086606-0.00063139i,0.00060063-0.00058026i,-0.00051548-0.00053425i
0.00056042+0.0010405i,0.00026747+0.00094124i,0.0012779+0.0003155i,0.0021502-0.0010134i,0.0012133-0.0020717i,-0.00062183-0.0013106i,-0.00089346-0.0002077i,4.8673e-05-0.00038162i,0.00033416+0.00010465i,0.00057107+0.00057572i,0.00078987+0.00014003i,0.00037994-0.00082032i,0.00033001-0.0010986i,0.00067919-0.0005434i,4.0664e-05+0.00034364i,-0.00068516-9.4681e-05i,-0.00015462-0.00073992i,0.00035941-0.0010545i,0.00034023-0.00082496i,4.2826e-06-0.00030139i,-0.00053643-0.00030397i,-0.00037329-0.00016974i,-5.3613e-05+0.00026955i
-0.00051447-0.00047441i,-0.00041908-0.00085841i,-0.0010489-0.00037684i,-0.00044987-0.00045691i,0.00089805-0.00087887i,0.001208-0.00064526i,0.00083439-6.8398e-06i,0.0010047-0.0001677i,0.0014717+7.1703e-05i,0.001277+0.0007004i,0.00053253+0.00052373i,-0.00011014+0.00058004i,-0.00024275+0.00070476i,3.061e-05+0.00073579i,0.0001799+0.00079437i,-0.00012723+9.8449e-05i,-0.00052592-0.00037712i,-0.00053535-0.0006333i,-0.0007228-0.00053978i,-0.0007041-0.00035609i,-0.00033655+0.00020347i,-0.00061154+0.00037697i,-0.00030942-0.00047075i
0.00059921-0.0014236i,0.00084874-0.0010175i,0.00056041-0.00093108i,-0.00059795-0.00026258i,-0.0013293+0.0011845i,-0.00079135+0.0016108i,-0.00015729+0.0013864i,0.00026307+0.00078467i,0.0010274-8.8621e-05i,0.00094227+0.00061003i,0.00049559+0.0012826i,0.00028368+0.00023143i,0.00014014-0.00057817i,-4.869e-05-0.00051676i,0.00033669-0.0010788i,0.00034757-0.0010194i,0.00051447+0.00017374i,0.00099105+0.0002081i,0.00078001-0.00037252i,1.0923e-05-0.00015368i,-0.00028186-5.9751e-05i,-0.00054509-0.00016465i,-0.00066067-8.4742e-06i
-0.00037906-0.0016804i,-0.00053685-0.0013772i,-0.00028343-0.00086388i,0.00049592-0.00050129i,0.0016106-0.0013618i,0.0012504-0.0020676i,0.0003067-0.0008753i,-5.542e-05+0.00025434i,-0.00022366+0.00085512i,0.00041333+0.0017333i,0.00017465+0.00057604i,-0.0002134-0.00087184i,0.00012296-0.00077948i,8.7968e-05-0.00012781i,0.00017525-0.00013092i,0.00010251-0.00070796i,0.00044483-8.9944e-05i,0.00052575+0.00021097i,-0.00054515-0.00028879i,-0.0011642-0.00028732i,-0.0011446+0.00025044i,-0.00061334+0.00031233i,-0.00054882+0.00025946i
0.0011797-0.0019526i,0.0015961-0.0026816i,0.00084076-0.0025049i,-0.00017585-0.0014507i,-0.000531-0.00075698i,-0.0011738-0.00030123i,-0.0010044+0.00050286i,-0.00043332+0.00097088i,-7.7633e-05+0.00058952i,-0.0003202+0.00057741i,-4.6134e-05+0.00092415i,0.00036558+0.0004432i,-0.00013186-0.0002038i,-0.00024019-0.00028562i,-0.00038799-0.00046827i,-0.00073292-0.00027045i,-0.00091778+0.00049254i,-0.00024742+0.00020403i,8.7352e-05-0.0010385i,-8.6375e-05-0.0012046i,0.00022571-0.00039946i,0.00068116-2.7406e-05i,0.00053875-3.8158e-05i
0.0016602+0.00040679i,0.0019835+0.0011051i,0.0020329+0.00091495i,0.0020717-8.4189e-05i,0.0014898-0.00036648i,0.00067946+2.6348e-05i,0.00051203+4.25e-05i,0.00031142-0.00040231i,0.00016221+3.5873e-06i,0.00045669+0.0002373i,0.00044306-0.00010383i,0.00021608-0.00011888i,0.00034847-1.8535e-05i,-0.00021802+0.00011916i,-0.00082585+0.00028513i,-0.00087586+0.00063486i,-0.00058866+0.00049761i,-0.000339+0.0001766i,-0.00073953-0.00021008i,-0.0011097-0.00031856i,-0.00086543+2.379e-05i,-0.00028904+0.00053586i,0.00031958+0.00033441i
0.00044534+0.00044955i,0.00044592+0.00030186i,0.0010562-0.00011926i,0.0020343-0.00020132i,0.0010632-0.00024663i,-8.3584e-07-0.00045849i,-0.00034541-0.00014171i,-0.00030928+0.00054755i,0.00038081+0.0007863i,0.0011186-0.00020388i,0.0013726-0.0013976i,0.00075408-0.0014525i,0.00011716-0.0009013i,-0.00020601-4.4918e-05i,-0.00025966+0.00031169i,-0.0001773+0.00038102i,4.3122e-05+2.596e-05i,0.00043348-0.00048911i,0.00075608-0.00031401i,0.00027921+0.00037332i,-0.00015295+0.00054153i,-0.00011702+0.00019452i,3.0605e-06+0.00049596i
-0.00081955-4.9598e-05i,-0.00030634-0.00050952i,0.00041162-0.00045248i,0.00070697-5.0497e-05i,0.0015118+0.00032508i,0.001715+0.0007973i,0.00027309+0.00058044i,-0.00040634+0.00036038i,-0.00047003+0.00054409i,0.00030231+0.00054961i,0.00073865+0.00082798i,0.00013565+0.00063533i,-5.5455e-05+0.00035884i,-0.0004719-3.2755e-05i,-0.0011224-0.00041997i,-0.00092042+0.00035578i,-0.00056457+0.00078865i,9.6074e-05+0.00070082i,1.1504e-05+0.00027861i,-0.00014048+9.2812e-05i,6.5775e-05+0.00014206i,0.00025427+5.1995e-05i,0.00016203-0.00025317i
-0.00037697-0.00042535i,-0.00068284-0.00054302i,-0.00069487-0.00050127i,8.5253e-05-0.00046638i,-1.7428e-05-0.0015512i,-3.8508e-05-0.0016532i,0.00030634-0.00097902i,0.00060068-0.00015527i,0.0011452+0.00052655i,0.00082063+0.0001581i,0.00073952+0.00033132i,0.00091012+0.00051489i,0.00049954+0.0001309i,-0.00010715+0.00054305i,-0.00053111+0.0010986i,-8.1412e-05+0.00098838i,-0.00023054-3.6514e-05i,-0.00066077-0.00036926i,-0.00068279-0.00029081i,-8.6521e-05-0.0003221i,0.00064545-8.6219e-05i,-0.0004068-0.0001982i,-0.00090651+0.00029077i
-0.0003777+0.0017694i,-0.00048247+0.0019645i,-0.00098529+0.0015804i,-0.00056199+0.00065591i,0.00070815+6.8123e-05i,0.00094977-0.00091304i,-7.6876e-05-0.0010044i,-0.00028906+0.00030289i,-0.00056626+0.0014919i,-0.00017469+0.0018184i,0.0012831+0.0012909i,0.001853+0.00044606i,0.0010127+0.00014311i,0.00029949+0.00096811i,-0.00037124+0.0008084i,-0.0008999-0.00011617i,-0.00058362-8.1419e-05i,-0.00033665+0.0001827i,-0.00017071-0.00040984i,-4.6315e-05-0.00095477i,-0.00052534-0.0010935i,-0.00063784-0.00036549i,0.00030582+0.00067088i
0.00308+0.00078001i,0.0031868+0.00049694i,0.0027942+0.00029781i,0.0014836+0.0012549i,0.0003914+0.0014648i,-0.00015455+0.0011957i,-5.8642e-05+0.0013033i,0.00085306+0.00053247i,0.0014932+0.00035725i,0.00086931+8.301e-05i,0.00051092-0.00069748i,0.00013615-0.00074107i,-0.00016976-0.00025023i,0.00063-6.1732e-05i,0.00078372+0.00018311i,-0.00010134+0.00038396i,-0.0005759+9.6192e-05i,-0.00038009-0.00048568i,0.00017629-0.00096154i,0.0002622+2.0165e-05i,7.8881e-05-0.00020725i,-8.0453e-05-0.00075211i,-0.0004094-0.00010231i
0.0016713+0.00024144i,0.0013735+0.00037305i,0.0010284+0.0003873i,0.00088232+9.1544e-06i,0.00076142-0.0012756i,0.0008367-0.0015671i,0.00065386-0.00029424i,0.00013987+9.4259e-05i,-3.0839e-05+0.00018679i,0.00075739+0.00081415i,0.00073049+0.00092662i,-0.0001942+0.00020949i,-0.00061168-0.00033031i,-0.00033387-0.00078882i,0.00032883-0.00044597i,-0.00018893-3.187e-07i,-0.00063976-0.00020521i,0.00025837-0.00024084i,0.00092669+0.00018479i,0.00074084+0.00032634i,0.00047141+0.00042714i,-0.00032105+0.00031303i,-0.00081946-1.0623e-05i
-0.00034408-0.000419i,0.00024558-0.00050192i,0.0013139-0.0005304i,0.00021423-0.00036311i,-0.00022062-9.3721e-06i,6.2039e-05-0.00040368i,4.1296e-06-2.0316e-05i,5.7993e-05+0.00045315i,0.00046479+0.00022873i,0.00052384-0.00025871i,0.00041716-0.00032666i,0.00060019-0.00028787i,0.00052732-0.00031412i,4.9562e-05-0.00031746i,0.00033821-0.00051199i,0.00021516-0.00024264i,-0.00039814-0.00018235i,-0.00051722+0.00013219i,-0.0002545-4.7761e-05i,0.00046308-0.00029748i,-9.9001e-05-0.00029263i,-0.0011452-0.00044446i,-0.0012935-0.00029124i
-0.00021312+0.00051111i,-0.00031504+0.00062362i,0.00092571+0.00020752i,0.0019029+2.1953e-05i,0.0017859-0.0005596i,0.00081294-0.0004788i,0.00037466-0.00021879i,0.00096189+0.00023649i,0.0010289+0.00061401i,0.00059624+0.000904i,0.00049376+0.00099105i,0.00031853+0.00054868i,-0.00034875-0.00038282i,-0.00044913-0.0002807i,-0.00056333+0.00017087i,-0.00042888+7.9259e-06i,0.00010839+3.81e-06i,0.00048882+0.0012121i,0.00013079+0.0011881i,0.00011056+0.00034946i,0.00051143+0.00023526i,-6.4581e-05-0.00020542i,-6.3268e-05-0.00030468i
-0.00106+0.0011097i,-0.0010624+0.0015432i,-0.0014614+0.00056541i,-0.00036475-0.00092548i,0.00070668-0.0013291i,0.00055967-0.0013292i,-0.00019421-0.00056619i,-0.00047121+0.00025676i,-0.00041261+0.00030801i,0.00011878+0.00054975i,0.00091088+0.0004728i,0.00096596-0.00041922i,0.00083085-0.00057006i,0.00067553-0.00054099i,0.00037754-0.00042253i,-0.00028436+0.00015107i,-0.00069229+8.8332e-05i,-0.00049773+0.00035176i,-0.00042607+0.00050112i,-0.00028743+6.4176e-05i,-0.00047067-0.0003031i,0.00027327-0.00079187i,0.0011706-0.00075061i
0.001781+0.0003175i,0.0025388+0.00047118i,0.0014558+0.00057656i,0.0015048+0.00086294i,0.0019517+0.00079909i,0.0013407+0.000667i,0.00019013+0.00074559i,-0.00016395+7.3846e-05i,0.00078624-0.00017252i,0.0011902+0.00041902i,0.00064549+0.00041213i,5.4952e-05+0.00042025i,0.00044994+1.516e-05i,0.00071301-0.00038354i,0.00059189-0.00085762i,2.8067e-05-0.00039263i,-0.00089696+0.00024119i,-0.00070645-0.00041128i,0.00018637-0.00075659i,0.00030311-0.00033247i,-4.196e-05-0.00051078i,-8.8353e-05-0.00027946i,-0.00039854+7.6787e-06i
4.5719e-05+0.0017871i,-1.1659e-05+0.0021077i,0.00011311+0.0025933i,0.00098056+0.00085631i,0.001725-0.0011964i,0.00093639-0.0013715i,-0.00045048-0.00092201i,-0.00096815-0.00010492i,-0.00026846+0.00095906i,7.4806e-05+0.0014415i,0.00032632+0.00071464i,0.00030756-1.2659e-05i,-0.00034421-0.00065377i,-4.6492e-05-0.00039576i,0.00025608+0.0002494i,-0.00037749-0.00015137i,-0.00098657-0.00029998i,-0.00067672+4.8658e-05i,-0.00012422-0.00038634i,1.6098e-05-0.00027604i,0.00042574+0.00034909i,0.00033254+2.2756e-06i,0.00051282-0.0003922i
-0.00041161+0.00061113i,-0.00012442-0.00065614i,-9.3095e-05-0.00043106i,5.6275e-08+0.00010723i,0.0010065-0.00015656i,0.0013199-0.00031388i,0.00042176+0.00068428i,-0.00038603+0.0012757i,0.00044133+0.00062561i,0.0014473-0.00011781i,0.0016651-0.00010153i,0.0011663+0.00052973i,0.0012067+0.00092144i,0.00099815+0.00066809i,7.477e-05+0.00018872i,3.5011e-05-0.00051426i,-5.2511e-05-0.00052508i,-6.4633e-05-0.00010632i,0.00036007-0.00027664i,0.0002144-9.3727e-05i,0.00024372-8.4113e-05i,0.00075403-6.472e-05i,0.00055382+2.1259e-05i
0.00058056-0.00049546i,0.001795-0.001566i,0.0012185-0.00048657i,-0.00048265+0.00034293i,-0.00084831-0.00011744i,-0.0003927-0.00039384i,0.00024676-0.00086218i,0.00043596-0.0013687i,-1.526e-05-0.0011887i,-0.00010049-0.00026027i,0.00033614+0.00066001i,1.1855e-06+0.0007104i,-0.00023112+0.00010262i,5.1934e-05-0.00039116i,0.00038079-0.00035005i,-0.00032837-0.00011596i,-0.00084668-3.2882e-05i,-0.0008544+0.00023077i,-0.00062965-7.1739e-05i,-0.00025784-0.00026838i,-0.00046437-2.5973e-06i,-0.00055283+0.00046589i,-0.00056578+0.0008637i
0.00087631+0.0010418i,0.0003804+0.00048361i,0.00084695+0.001231i,0.0013923+0.00061078i,0.0013367-0.00051248i,0.00038719-0.00023487i,0.00028154-0.00034038i,0.0008386-0.00039022i,0.00011089-0.00023643i,-0.00021737-0.00080327i,0.000619-0.001583i,0.00084627-0.001297i,0.00085962-0.00098536i,0.00046098-0.00044143i,0.0004048+0.00019877i,0.00029958+0.0003565i,-0.00027831-0.00052925i,0.00010326-0.0014117i,0.00084927-0.0009376i,0.001159-5.0711e-05i,0.001196-7.0687e-05i,0.0010268-0.00054202i,0.00096558-0.00093041i
0.0016039-0.00096458i,0.0017149-0.0018626i,0.0018352-0.00233i,0.0015457-0.0012435i,0.00058965-0.0005142i,-0.00016947-0.0006062i,-0.0007744-0.0010059i,-0.00067745-0.00029565i,7.9518e-05+0.00105i,4.2132e-05+0.00097374i,-0.00050092-0.00033442i,-0.00065803-0.0010732i,-0.00089133-0.00099031i,-0.00068799-0.00045317i,-0.00062542-0.00037622i,-0.00092328-0.00087673i,-0.00059693-0.00089879i,4.0453e-06+0.00012655i,-1.0198e-05+0.00047033i,0.00034031+2.5117e-05i,0.00032844+0.00024424i,-0.00054019+0.0002243i,-0.00068179+0.00024049i
0.00074975+0.00087425i,0.00085189+0.002222i,0.00094567+0.0021964i,0.001258+0.00093345i,0.0020496-0.00036963i,0.0019472-0.00074124i,0.0010388-0.00059293i,0.00064666+2.5147e-06i,0.00065915+0.0008734i,0.0010899+0.00063711i,0.0010552+0.00037906i,0.00019918-3.3718e-06i,-0.00023425-0.00042174i,-6.8358e-05-0.00011157i,-0.00053935-0.00037308i,-0.0011017-0.0012404i,-0.0014906-0.0008722i,-0.0017005-0.00022556i,-0.0012398+0.00011992i,-0.0008233-8.0447e-05i,-0.00087991-0.00040982i,-0.00045465+5.2464e-05i,-0.00053936+0.00024711i
-0.00066998-1.6666e-05i,-0.0006393-0.00053996i,-0.0014215+0.00047458i,-0.00090044+0.00060381i,-0.00034681-0.00050007i,-0.0012175-0.0013884i,-0.0012776-0.0011687i,-0.00011201-0.00063077i,0.00055868-0.00039235i,0.00078649+0.00018765i,0.00028091-2.4825e-05i,-1.9392e-05-0.00096145i,0.00026852-8.2055e-05i,0.00053871+0.00064587i,0.00049164+0.00029126i,-0.00051158+0.00017813i,-0.00072963-0.00013935i,-0.00023645-0.00024723i,0.00035525-0.00021401i,0.0011149-0.00046691i,0.00098695-0.0001586i,0.00037322-2.2227e-05i,0.0003871-0.00048771i
0.0021193+0.0010994i,0.0025254+0.00044464i,0.0033251+0.00017554i,0.0026653-0.00053266i,0.0014952-0.001105i,0.00030763-0.00057523i,-0.00055954+0.00038131i,-0.00032613+0.0010825i,-9.2288e-05+0.0015141i,0.0002659+0.0011112i,0.00066838-8.9052e-05i,0.00042488-0.0009266i,0.00069984-0.00090282i,0.00035754-0.00040038i,3.5494e-05-0.00011158i,0.00036323+0.00030422i,0.00062138+0.000451i,0.00042978+1.5731e-05i,0.00055619-0.0011795i,0.00059935-0.0011098i,0.00050289-0.00056035i,0.00096627-0.00051424i,0.00096059-0.00057556i
-5.0377e-05+0.00081838i,0.00021641+0.0023907i,-0.00075753+0.0028957i,-0.00073869+0.0018006i,-0.00015017+0.00045914i,-0.00064956-7.1094e-05i,-0.00053038+1.8497e-05i,0.00023974+0.00021571i,0.0002474+0.00043614i,-0.00015898-2.3061e-05i,-6.111e-05-0.00016327i,0.00022929-0.00058636i,4.9337e-05-0.00033302i,-0.00029845+0.00035599i,-0.0001063+8.7046e-05i,-0.00030517-0.0003309i,-0.00099966-0.00072753i,-0.0015396-0.000214i,-0.0014542+0.00049158i,-0.0012839-0.00010182i,-0.001227-0.00078286i,-0.00079334-0.00068685i,-0.00014017-0.00051912i
0.00031242+0.00088231i,0.00090013+0.00062741i,0.0016725-5.7068e-05i,0.001518-0.00062489i,0.0013692-0.0010069i,0.00096179-0.0026835i,-0.00071524-0.0020815i,-0.000837-0.00017624i,0.00027855+0.00083502i,0.00036396+0.00099273i,-0.00030081+2.3778e-05i,-0.0011233-0.00053188i,-0.0010429-0.00018901i,-0.00048936+0.00025068i,0.00028412+0.00035037i,0.0007095+0.00065514i,0.00030805+0.00092482i,-9.1494e-05+0.00027838i,0.00042624-0.00023279i,0.00052277+7.4301e-05i,9.7607e-05+0.00028191i,0.00035487+0.00067775i,0.00081602+0.00090812i
-0.0010074-0.00079101i,-0.0010883-0.00052613i,-0.0014487-0.00010074i,0.0006507-0.00026346i,0.0024174-2.5367e-05i,0.0011006+0.00067148i,-0.00044791+0.00031073i,-0.00088124-0.00081342i,-0.00053641-0.00086944i,-0.00036282-4.3638e-06i,0.000194-0.00033328i,0.00020786-0.00055682i,-0.00031223+0.00037194i,-0.00018694+0.00067723i,-0.00011198+0.00048294i,-0.00035389+0.00091324i,-0.0003226+0.0011933i,0.00039558+0.00061926i,0.00010044-0.00015237i,-0.00011915-0.00017557i,-0.0001489+0.00023131i,-0.00095008+0.00039959i,-0.00134-0.00015113i
-0.0015684+2.2655e-05i,-0.0022808+4.7625e-06i,-0.0022098-0.00014938i,-0.0013747-0.00073159i,-0.00092936-0.0014913i,-0.0015186-0.001627i,-0.00053127-0.00045876i,0.00073125+0.00078671i,0.00035841+0.00092073i,-0.00034119+0.0012329i,-0.00032474+0.00021599i,0.00014621-0.00046502i,4.4536e-05+0.00017513i,0.00042367+0.00013819i,0.00089981-0.00021222i,0.00072433-0.0003379i,0.00057243+3.3707e-05i,0.0010467+0.00051305i,0.00089666+0.00055396i,0.00049543+0.00084484i,0.00097847+0.00065624i,0.00079998+0.00020235i,-0.00032476-8.2359e-05i
0.0005957-0.00075516i,0.0018651+0.00086251i,0.0023552+0.001815i,0.0023323+0.0015766i,0.0015245+0.00080031i,0.00092106-0.00048628i,0.00071426-0.00073519i,0.00017665+0.00017203i,-0.00013543+0.00022365i,0.00086785-0.00046935i,0.00067032-0.00047257i,-0.00078971+9.7058e-05i,-0.00092799+0.00068693i,-0.00038767+0.00069621i,3.1556e-05+0.00018532i,-1.2357e-05-0.00048559i,-0.00075294-0.00096144i,-0.00051517-0.00061462i,-8.8748e-05-0.00037084i,3.4299e-05-0.00060181i,0.00041354-0.00045024i,0.00047117+0.00042779i,0.00022908+0.00031649i
0.00018897-0.00090096i,-0.00098815-0.0011856i,0.00046246-0.0013744i,0.0012186-0.0009509i,0.0011924-0.0012912i,0.0010662-0.0015522i,0.00049067-0.00060122i,-0.00033942+0.00022618i,-0.00055894+0.00021123i,0.00074445-4.0835e-05i,0.0010272-0.00048563i,-0.00011291+8.5525e-05i,-0.00018999+0.00014319i,-7.3244e-05-0.00051534i,4.8424e-05-0.00031185i,0.00031502+0.00023936i,0.00078714+0.00012983i,0.00098128-0.00086827i,0.00041967-0.00093987i,-0.0005536-0.00056105i,-0.00042962-0.00087915i,8.1632e-05-0.00060776i,9.0068e-05+8.5718e-05i
-0.00072324+0.00069352i,0.00038432+0.0010521i,0.0014316+0.0015814i,0.0010944+0.00040792i,0.0011488-0.00086052i,0.00084546-0.00086277i,-0.00015371-2.2001e-05i,-0.00095694+0.00023768i,-0.00064984+3.4294e-05i,-0.00017113+5.2724e-05i,8.7713e-05-0.00025669i,0.00073536-0.00088612i,0.0015659-0.0010088i,0.0014917-0.00048203i,0.00036115+0.00060683i,-0.00044086+0.00084332i,-0.0010041-5.8945e-05i,-0.00065015-0.00065616i,0.00084893-0.00047506i,0.00071747-0.00018297i,-1.2479e-05-0.00030552i,-5.3985e-05-0.00014356i,-0.00061431+0.00038039i
0.00030136-0.0013451i,0.00043543-0.00091039i,0.00014859-0.00066065i,0.00010405-0.00048193i,-0.0009889-9.7243e-05i,-0.0008927-0.00021544i,-0.00028793+0.00025354i,-0.00021445+0.00048187i,0.00072584+0.00064417i,0.00084713+0.00077486i,0.00054728+0.00059916i,-6.3457e-06+0.00059668i,-0.00054574+0.0002555i,-0.00032077+0.00049706i,-0.00064193+0.00089279i,-0.00092166+1.3573e-05i,-1.6385e-05-0.0005502i,0.00015078+1.3977e-05i,-4.2531e-05+0.00013897i,0.00034803-0.000173i,-0.0002431-0.00033439i,-0.00071809-0.00016792i,-0.00028353-0.0003475i
0.0004864-0.00044537i,0.00047309-0.0010992i,0.00062352-0.0014329i,0.0011438-0.0011994i,0.0015438+1.0882e-05i,0.00070101+9.6282e-05i,-0.00066644-2.2846e-05i,-0.00041122+0.00012276i,0.00050908+0.00048992i,0.00050799+0.00068963i,0.00034018+5.7602e-05i,-9.8713e-06-0.00010882i,-0.00066315-0.00065213i,-0.0001281-0.0012561i,0.00064524-0.001273i,0.00029006-0.00051459i,0.00039217+0.00064526i,1.8749e-05+0.00097386i,-0.00032132-0.00038578i,-3.9619e-06-0.00072319i,0.00060368+0.00017058i,0.00077219+0.000338i,8.1632e-05+0.0001476i
0.001821-0.0024129i,0.002313-0.0012063i,0.0014271-0.0014368i,-0.00039925-0.0016386i,-0.0010216-0.00045512i,-0.00076879+0.00067106i,0.00024547+0.00034533i,0.00090093+0.00023374i,0.0005692+0.00060186i,0.0007632+0.00048216i,0.00027512-0.0001542i,-0.00076249-0.0006094i,-3.5073e-05-0.00023921i,0.00073336-0.00038016i,0.00027571-0.00072342i,8.3107e-05-0.00056524i,-0.00041434-0.00022936i,-0.00042568-0.00027488i,0.00019433+9.2292e-05i,0.00054142+0.00069147i,0.00048849+0.00070197i,0.00039052+8.5283e-05i,0.00036123-0.00067752i
0.00052215+0.00089773i,-0.00046027+0.0025052i,0.00025243+0.0016142i,0.0020014+0.00050748i,0.0026693-0.00016711i,0.00082843-0.00075871i,-0.0008124-0.00024807i,-0.00048234+0.0006981i,0.00019157+0.0010823i,0.00073884+0.00020708i,0.00088077-0.00075764i,0.00096837-0.00057616i,0.00079466+0.00021793i,-0.00011863+0.00056005i,-0.00019518+0.00028648i,0.00018376+0.00039577i,-0.00022845+3.8729e-05i,-0.00076149-0.0005605i,-0.0006903-0.0005085i,-0.00052443-0.00015313i,0.00017407-0.00033738i,0.00099355+8.339e-05i,0.00080853+0.00039215i
0.0020538+0.0010381i,0.0020786+0.00059985i,0.002991-0.0010171i,0.0027497-0.0022216i,0.0015931-0.0026593i,-0.00096709-0.002222i,-0.001934-0.00080542i,-0.0013087+0.00013144i,8.7161e-05-3.9573e-06i,0.0013933-9.3387e-05i,0.0010788-0.0010012i,0.00074391-0.0011841i,0.00093196-0.00035356i,0.00033098-0.00040863i,-0.00016082-0.00081535i,-0.00011939-0.00078445i,-0.00018048-2.787e-06i,-0.00016454+0.0003626i,8.5824e-05-0.00074248i,0.00026535-0.0009767i,0.0003974-0.00041337i,-0.00046103-0.00016832i,-0.0012909+0.00036582i
0.0012273+0.00028836i,-0.00010735+0.0015395i,-0.00046977+0.0011634i,0.00013801+0.00023829i,1.6435e-05+8.288e-06i,-0.00050058-9.4137e-05i,-0.00050957+0.00032826i,-8.3628e-05+0.0014544i,0.00020345+0.0015421i,0.00088981+0.00061897i,0.0009914+0.0001414i,0.00064805-4.2143e-06i,0.00048699-0.00029155i,0.000643-0.00041163i,0.00073973-0.00050394i,0.00023551-0.00095142i,0.00035896-0.0010591i,0.00045201-0.0010332i,-0.00010009-0.00078469i,-0.00084926+0.00019398i,-0.0013614+0.00041425i,-0.00033034-0.00021633i,0.00048386-0.00056514i
-0.0047142+0.0001377i,-0.0025246-0.0015709i,-0.0038998-0.00016392i,-0.0025509+0.00052311i,-0.00040218+0.00039558i,9.1371e-05+0.0005194i,0.00076313+4.5053e-05i,0.00057814-5.5398e-05i,-0.00016985+0.00018054i,0.00017979+0.0004895i,0.0003561+0.00087929i,-0.00041246+0.00075009i,9.5643e-06+0.00069267i,0.00021004+0.00093751i,-0.0010588+0.00030454i,-0.00095563-0.00044316i,0.00011178-0.00043474i,-0.00015762+0.00010602i,-0.00064536-0.00048111i,-0.00063202-0.00067085i,-0.00027789+0.00037226i,0.00037522-0.00016932i,0.0003114-0.0010159i
0.0016439+0.00056731i,0.0025121+0.0001661i,0.0020656+0.00027781i,0.0031171-0.00096731i,0.0034221-0.0015541i,0.0012104-0.0010563i,-0.0003918-0.00067283i,-4.1016e-05-4.5453e-05i,0.00029104+0.00051754i,0.00071752+0.00065889i,0.00076808-0.00022886i,9.1114e-06-0.0012652i,-0.00019371-0.0008562i,8.1639e-05-0.00027726i,0.00047954+2.7745e-05i,0.00049034-0.00019509i,-0.00016576-0.00017279i,-0.0001329+5.5338e-06i,0.00061796-0.00043648i,0.00048983-0.00094604i,0.00031879-0.001259i,0.00068429-0.0011994i,0.00044992-0.00080964i
-0.0011235-0.0015147i,8.9088e-05-0.0014844i,-0.00026953-0.0019725i,-0.00062617-0.0020717i,0.00034338-0.0010875i,0.00029621-7.5239e-05i,-0.00056555+0.00066483i,-0.00065212+0.00085847i,-0.00016229+0.00021494i,0.00068584+0.00018512i,0.00070468+0.00072352i,0.00025744+0.00055575i,-5.756e-05+0.00042536i,-0.00034432-0.00046724i,-0.00043717-0.0012343i,-0.00039123-0.00018395i,-0.00024543+0.00078909i,3.1686e-06+0.00033428i,-0.00032397-0.0003073i,-0.00033864-0.0001532i,-0.00030616-0.00039538i,-0.00032968-0.0012251i,0.00038847-0.00055637i
-7.8418e-05+0.00033818i,0.00089271-0.00014687i,0.00078217+0.00031316i,0.00096648+0.00067104i,0.0016258+0.0001937i,0.0011209-0.00064707i,0.00062568-0.00024176i,0.00072339+0.00063612i,0.00077154+0.00061675i,0.00053246+0.0005406i,0.00021415+0.00035346i,0.00020728+0.0002292i,-3.2896e-05+0.00040537i,-0.00057692+0.00044403i,-0.00052596+0.00046119i,-0.00019395+0.00031425i,-9.9792e-05+0.00047034i,0.00037466+0.00037257i,0.0003052-0.00060973i,0.00016245-0.00060807i,-0.00010307+0.00011911i,-0.00051654+0.00014167i,-0.00075109+0.00019268i
-0.00066978+0.0023218i,-0.00046184+0.0021594i,-0.00090684+0.0007915i,-6.8966e-05-0.00017373i,0.00024134+9.4863e-06i,-0.00017546+0.00033549i,-0.00031794-0.00027756i,-0.00037019-0.00018037i,-0.00014811+0.00048558i,0.000596+0.00082023i,0.00077078+0.0001663i,0.0002588-0.00087004i,-4.8366e-05-0.00011627i,-0.00046078+0.0010521i,-0.00085834+0.00082388i,-0.001146-0.00014033i,-0.0012243+0.00021541i,-0.00085171+0.00084121i,-0.00083084+0.00093315i,-0.0010049+0.00057181i,-0.00063935+0.00017908i,-0.00012255-0.00012682i,0.00079615-0.00025475i
