-0.0018255+0.00028196i,0.00034008-0.00023854i,0.00042375+0.00035158i,-0.00053715+0.00095349i,-0.00085792+0.0018792i,-0.00029692+0.0021022i,-0.00028941+0.001121i,0.00045654+0.00087352i,0.0010366+0.0013329i,0.0013047+0.0010983i,0.0018231+0.00090807i,0.0010121+0.00044965i,0.00011981-0.00048901i,0.00018916-0.0008002i,-0.00021398-0.00036114i,-0.00080062+0.00010163i,-0.00060183+0.0004765i,-0.00045534+0.00074669i,0.00013637+0.00036459i,-0.00014083+0.00030107i,0.00029451+0.00016473i,0.00082292-0.00066623i,6.1434e-05-0.00052337i
0.0010486-0.00063761i,0.0013331-0.00056424i,0.0014882-0.00063131i,0.00050272-0.00017332i,-0.00066766+0.00073137i,-0.00079767+0.0002016i,-0.00086975-1.3593e-05i,-0.0006887+0.00085507i,8.5434e-05+0.0016379i,0.00043249+0.0010981i,0.00012556+0.0006483i,-0.00027933+0.0003759i,-0.00047395-5.8566e-05i,-0.00052236-0.00064655i,-0.00043176-0.00084691i,-1.2504e-05+0.00018157i,0.00024053+0.00066277i,0.00023648+0.00059628i,-0.00067466+0.00065482i,-0.00074869+0.00054692i,0.0004193+0.00081862i,0.00064146+0.00069746i,0.00056847+0.00034685i
0.0016794+0.00057105i,0.001271+0.00038777i,0.0010284+0.00057682i,0.00058137+0.00086318i,-0.00032782+0.00067711i,-0.00036513+0.00025785i,-0.00014818-2.1053e-05i,-0.00029924-0.0005186i,-1.3449e-06+0.00022416i,0.0009625+0.00041554i,0.0018002-4.0547e-05i,0.0014833+0.00038047i,-3.5063e-05+0.00056922i,-0.0006284-1.4639e-05i,-0.00056828-0.00022583i,-0.00038017-2.992e-06i,0.00029721+0.00039887i,0.00043296+0.00033985i,-0.00062591-0.00016493i,-0.0008233-0.00052183i,-0.00054855-0.00027391i,-0.0001487-0.00020485i,0.00027939-0.00026113i
0.0010693-0.00026603i,0.0014475-0.00061098i,0.0003607-0.0003576i,-0.0010054+0.00052838i,-0.00044193+0.00079978i,0.00073291+3.7608e-05i,0.00033339-0.00028403i,0.00014027+0.00019882i,0.00077582+0.00069771i,0.0010173+0.00040377i,0.00063571-0.00013198i,0.00029141-0.00019344i,0.00083634-7.9142e-05i,0.00059814+6.9359e-05i,-0.00034522-1.4067e-05i,0.00012757-0.00014016i,0.00040144+0.00036516i,-0.00010018-5.3995e-05i,0.0004605-0.00048074i,0.00038794-0.00058691i,-3.6152e-05-0.00099393i,0.00028273-0.00076521i,0.00061379-0.00031411i
0.00084424+0.0013572i,0.00055777+0.0011722i,0.0013333+0.0001079i,0.0010661-0.00041954i,0.00042798-0.00011722i,0.00035676-0.00058763i,-0.00030041-0.0010173i,-0.00039984-0.00036346i,0.0003431+0.00045063i,0.00040377+0.00010561i,0.00093249-9.45e-05i,0.0014975+0.00048573i,0.00057269+0.00091614i,-0.00022917+0.00034596i,0.0002465+0.00026478i,0.00080411+5.6215e-05i,0.0011465-0.0004955i,0.0013449+0.00021076i,-0.00028755+0.00042766i,-0.0014833+0.0004253i,-0.0010461+0.0006407i,-0.00079155+0.00030775i,-0.00080194-0.00055669i
0.0016238+0.0013255i,0.0013213+0.0013731i,0.0013377+0.0012712i,0.00094634+0.00075727i,0.0005174+0.00046435i,0.0003967+0.00018936i,-0.00014912-0.00017963i,-0.00020873-0.00039061i,0.00039482-8.2623e-05i,0.00081254+0.00018261i,0.00094671+0.00022899i,0.00054591+0.00018851i,0.00015117+0.00091522i,0.00016347+0.0015485i,0.00066854+0.0010567i,0.00012285+0.0010803i,-0.00046916+0.00067832i,0.00025887-0.00011151i,0.00018572-0.00011073i,-0.00034244+0.00065291i,-0.00035064+0.0012525i,9.3014e-05+0.00061835i,0.00069413+4.9056e-05i
0.00026761-0.00030386i,0.0012229-0.00058138i,0.0011865-0.00077369i,0.00037411-0.0004778i,4.9538e-05-0.00025933i,-0.00015534+0.00041262i,-0.00014755+0.0010283i,-0.00020805+0.00045798i,1.6598e-05+0.00062909i,5.1374e-05+0.00096558i,0.00026407+0.00068739i,0.0002322+0.00055665i,0.00021484+0.00049972i,0.00052607+0.0003299i,0.00039798+0.00054296i,0.0004636+0.0007989i,0.0002213+0.0010352i,0.00018259+0.0011031i,0.00027583+0.00017562i,5.9398e-05-0.00036206i,0.00027724-7.4232e-05i,0.00027839+0.00041492i,5.3223e-05+0.00079915i
0.00066206+0.00096335i,0.00023999+0.0011575i,0.0002671+0.001245i,-0.00010431+0.0010811i,-9.395e-05+0.00056161i,0.00014174+0.00026545i,-0.00038628+9.0725e-05i,-0.00062452+0.00022278i,-0.0002772+0.00072452i,5.8352e-06+0.00089547i,8.7243e-05+0.00087723i,0.0001768+0.00096182i,-9.606e-06+2.1442e-05i,2.4083e-05-0.0005223i,0.00032262-0.00043207i,0.00023835-0.00079947i,-0.00027168-0.00027042i,-0.00043409+0.0010736i,-0.00040874+0.0011072i,-0.00078981-0.00017681i,-0.00162-0.00059192i,-0.0015964-0.00055752i,-0.00022781-0.00017872i
-0.00072561-0.0013672i,-0.00041111-0.0010263i,-0.000207-0.0010159i,-0.00012703-0.00052476i,-0.0002955+0.00033594i,-0.00056821+0.00036213i,-0.00070971-0.00014418i,-0.000325+0.00034204i,0.00038154+0.00098669i,0.00049175+0.00054711i,0.0002201-0.00027922i,-6.51e-05-0.00067711i,-0.00028927+4.3916e-05i,-0.00053074+0.00052103i,-0.00065323+9.5802e-05i,0.0002667+0.00023146i,0.0012229+0.00080651i,0.0012505+0.0011726i,0.0003172+0.00090568i,-0.00037065+0.00021609i,-0.00038798+7.0143e-05i,0.00033436-0.00039959i,0.00052874-0.00030758i
0.00084288+0.00012674i,0.0014977+0.00032799i,0.0018326+0.00050768i,0.00093195+0.00010835i,0.00052889-0.00034515i,0.00054166-0.00033772i,-4.0886e-05-0.00040733i,-0.00057657-0.00039699i,-9.2256e-05+7.6815e-05i,0.00040732+0.00076585i,-0.00023505+0.00067243i,-0.00083005+0.00054409i,-0.00053648+0.00053462i,-0.00072039+5.9551e-05i,-0.00061403+1.2112e-05i,0.00011257+0.00014066i,0.00056936+0.00016058i,0.00019415-0.00011797i,-0.00026593+5.4997e-05i,2.1784e-05+0.00031275i,1.6401e-05+0.00018657i,0.00042709+6.9831e-05i,0.00092064+0.00029916i
0.00049749+0.00054359i,0.00086287+0.00055791i,0.00087632-0.00032622i,0.00077819-0.00029457i,0.00052646+0.00058456i,0.00064104+0.00019132i,-7.115e-05-0.00068208i,-0.00058144-0.00089802i,0.0004244-0.00017105i,0.00086986+0.00058278i,0.00062341+0.00054615i,0.00022425+0.00046976i,0.00024946+0.00031668i,0.00018692+0.00013922i,-0.00028195-0.000195i,-0.00024031+0.00019276i,-0.0004779+0.0011685i,-0.0010692+0.0013356i,-0.00075366+0.000327i,0.00038529+0.0004295i,0.00072507+0.00046071i,-0.00011598-4.5879e-05i,-0.00036783+0.00032296i
0.0012123-0.001335i,0.0011554-0.0011335i,7.6628e-05-0.00060627i,7.7574e-05-0.00037137i,-0.00036556-4.5591e-05i,-0.00063879+0.00065151i,-0.00011231+0.0010433i,5.4843e-05+0.00082641i,0.00022584+0.00032545i,0.00018558+0.00017017i,0.00017563+0.00029314i,2.3969e-05+0.00070874i,-7.5386e-05+0.00070167i,-5.1199e-05-0.00030193i,4.3528e-05-0.00076594i,0.00028078-5.2873e-05i,-7.0367e-05+0.00027402i,-0.00063402-0.00011806i,-0.00036228-0.00048615i,-5.0234e-05-0.0012091i,-8.3284e-05-0.0017358i,-0.00016416-0.0011828i,-0.00011178-0.00079281i
0.00089742-0.00013483i,0.00098566+0.00069214i,0.00065062+0.00053008i,-0.00077042-0.00015248i,-0.00060369-0.00030372i,0.00050262-0.001048i,0.00027664-0.0012197i,-0.00030543-0.00018184i,-0.00035122+8.0023e-05i,8.7094e-05+0.0002967i,0.00053435+0.00071119i,0.00035825+0.00035412i,0.0004259+0.00027806i,0.00061099+0.00075688i,0.00035618+0.00034307i,7.9206e-05-0.00036003i,9.669e-05-0.00011923i,-9.0793e-05+0.00012561i,-0.00036552+7.7066e-05i,-0.00053786+0.00043417i,-0.00077374+0.00072296i,-0.00055467+0.00039378i,-0.00025179-1.443e-05i
0.00029345-0.00030616i,0.00047078-0.0012895i,4.8921e-05-0.0016469i,-0.00018419+0.00012301i,0.00011956+0.001893i,0.00074495+0.0018249i,0.00036756+0.00080016i,-0.00017008+7.5524e-06i,0.00024072+0.00020899i,0.00076266+0.000208i,0.00067475-3.7703e-06i,0.00089434+0.00027312i,0.0011584+0.00054931i,0.0006358+0.0005156i,0.00031429+0.00014857i,0.00038314-0.00022532i,2.1321e-05-0.000556i,-0.00029948-0.00055568i,-1.5053e-05-0.00053604i,-0.00018553-0.00041517i,-0.00016867-0.0002681i,-0.00026834-0.00029507i,-0.0002054+6.6729e-05i
0.00064366+0.00084118i,0.00061954+0.00083458i,0.00024677+0.00066287i,-0.00017156+0.0011715i,1.814e-05+0.0013997i,0.00018227+0.00035051i,-0.00017988-0.00072879i,-0.00045905-0.00027046i,-0.00030867+0.00057023i,-0.00037941+0.00076478i,0.00013384+0.00031138i,0.00099861-0.0001814i,0.00091979-0.00028903i,0.00075144-0.00045194i,0.00098071+0.00012643i,0.00073496+0.00065279i,0.00020683+0.00021107i,0.00017277-0.00019095i,0.00043764-0.00026924i,-1.9892e-05-0.0004377i,-0.000715+0.00012688i,-0.00019181+0.00054055i,0.00020551+0.000274i
0.0016613-0.0011912i,0.0014007-0.0008564i,0.00061814-0.00053601i,-0.00010106-0.00039066i,-0.00059777+0.0003914i,-0.00036309+0.00086291i,-0.00033036+0.00083549i,-0.00045344+0.00063539i,0.00019164+0.00015518i,0.00077299-0.00031582i,0.00033143-0.00028026i,-0.00010958+0.00014325i,-0.00040153+0.00045291i,0.00049479+0.00018812i,0.0011053-7.0664e-05i,0.00048929+1.4068e-06i,0.00020264+0.0006437i,0.00021858+0.0012414i,8.9918e-05+0.0010868i,7.6343e-05+0.00033256i,-8.7939e-05-9.659e-05i,-0.00014124+0.00018424i,-0.0003908-2.8579e-05i
0.00076346+0.00014727i,0.0005008+0.00061544i,0.00097187+0.00049202i,0.00076917+0.00065586i,7.7448e-06+1.7683e-05i,6.8076e-05-0.00039818i,-0.00038716-0.00060811i,-0.00049051-0.00034598i,-9.1917e-05+0.00080901i,1.4349e-05+0.00070307i,-0.00017626-2.537e-05i,2.4769e-05-0.00028923i,0.0010556-0.00027726i,0.00039254-0.00046093i,-0.00036992-0.00015538i,2.1537e-05-0.00016585i,0.0001298-0.00073823i,0.00058577+8.8446e-05i,0.00025451+0.00016804i,-0.00023944-1.249e-05i,-0.00055725+0.00087819i,-0.0006715+0.00090258i,-0.00013545+0.00058293i
8.9115e-05+0.00022036i,-6.6563e-05+0.00062823i,-0.0009298+0.00040079i,-0.0009061+0.00017154i,-0.00064496+0.00027665i,-6.7532e-05+0.00012699i,0.00083649-0.0008727i,0.00043209-0.00048583i,-3.7502e-05+0.00011858i,0.00088512+0.0007941i,0.001287+0.0015765i,0.00065615+0.0009843i,6.9228e-05-0.00030178i,-0.00054972-0.00059412i,-9.1027e-05+4.5978e-05i,0.00048597+0.00075592i,-4.6797e-05+0.0009018i,-0.00031772+0.00049036i,0.00040574+0.00013508i,-0.00014545-0.00039935i,-0.00043401-3.0356e-05i,-0.00054917+0.0010951i,-0.0011957+0.00051342i
-0.00019725-0.00038162i,0.0006262-0.00046205i,0.00084351-0.00011419i,0.00017472+0.00094766i,0.00030452+0.00098251i,0.00058472+0.00040192i,-1.8626e-06-0.00045089i,-0.00014151-0.001032i,0.00056179-0.00061843i,0.00016739-0.00067903i,-0.0013606-0.0011015i,-0.00098213-0.00092106i,-0.00033899+0.00010851i,-0.0005865+0.00042371i,-0.0002564-0.00022383i,-0.00010807-0.00059416i,-2.9186e-05-1.0281e-05i,-7.4205e-05+0.00068384i,-0.00085254+0.00056477i,-0.0013758+0.00040756i,-0.0012196-0.00015677i,-0.0012402-0.00021944i,-0.00073009+0.00028906i
0.0016403-0.0017372i,0.0020498-0.0012344i,0.00059367-0.001344i,-0.001139-0.00055272i,-0.00070026+0.0011864i,0.00035963+0.0013389i,0.00027374+0.00033957i,-7.7364e-06-0.0004409i,0.00045854-0.00070388i,0.00053855-0.00047861i,0.00034509+6.9872e-05i,0.00054622-0.00013499i,0.00075378-0.00014365i,0.00052401+5.8139e-05i,-0.00010355-0.00021618i,-0.00021572-0.00023416i,-0.00039679+3.2059e-05i,-0.00093754-0.00035752i,-0.00076239-0.00038581i,-0.00015644+0.0004702i,-8.2158e-06-9.6708e-06i,-0.00021015-0.0012525i,-0.0014722-0.0012197i
-0.0002297+0.0016118i,-0.00039046+0.00033566i,-0.00011155-0.00015437i,0.00029198+0.0011816i,0.00068232+0.0015818i,-0.00032125-0.00011901i,-0.0015302-0.00078688i,-0.0016554-3.5081e-05i,-0.00098741+0.0012003i,-7.5367e-05+0.0015152i,0.00033741+0.0011513i,-0.00044422+0.00097273i,-0.0009106+0.00063652i,-2.3938e-05+0.00045346i,0.00058741+0.00035435i,0.00068139-0.00024912i,-6.7658e-06+0.00033548i,2.7401e-05+0.0011428i,0.0001524+0.00046529i,-0.00029289-0.00033804i,-0.00019251-0.0003622i,-0.00042866-0.00012581i,-0.00069403+0.00021061i
0.00017392-0.00073169i,6.3879e-05-0.00078349i,-0.00047562-0.00040345i,-0.0017599-0.00022018i,-0.0014626+0.00053682i,-0.00022249+0.001493i,-0.00051351+0.0012466i,-0.00091642+0.00097953i,-6.666e-05+0.00077476i,0.00021526+0.00023235i,-0.00019471-0.00041372i,-0.00053809-0.0008337i,-0.00093766-0.00095205i,-0.00021399-0.00069388i,0.00025939-0.00078857i,-4.1308e-05-0.0012243i,-0.00017822-0.00054723i,0.00048372-0.00016954i,0.00082587-0.00051367i,0.0004102-0.00076582i,0.00011602-0.00087478i,-1.3178e-06-0.00029539i,-0.00037982+0.00043429i
0.00052229+0.0012748i,0.0010618+0.00081434i,0.0010801+0.00021924i,0.00031923+0.00047643i,-0.00019113+0.00094031i,-0.00039414+0.00054144i,-0.00091442-0.00011045i,-0.00067603-9.953e-05i,0.00029096+0.00075959i,0.00061567+0.00034012i,0.00017783-0.00027638i,0.00013562-9.7697e-06i,0.00015426+0.00087954i,0.00015056+0.00092179i,0.00021335-0.00045069i,-7.4886e-05-0.00070905i,-0.00017365-0.0010717i,-0.00014799-0.00075429i,-0.00017799+0.00021618i,-0.00034175+7.2676e-05i,-0.00073332-0.00093907i,-0.00069556-0.0012444i,-0.00013725-0.00052662i
0.00028174+0.0006381i,0.00087638-0.00065444i,0.0016426-0.00084736i,0.0013288+0.00068844i,0.00051136+0.0018392i,0.00041441+0.00076215i,0.00023504-0.0006346i,-0.0001124-0.00040544i,7.153e-06+0.00071383i,1.5452e-05+0.0008716i,0.00037897+0.0010558i,0.0009416+0.00070212i,0.00068491-0.00022732i,-0.00014291-0.00027595i,-0.0010427-6.9112e-06i,-0.00047204+0.0001116i,0.00082986+0.00041146i,0.0011735+0.00067953i,0.00069714+0.00022152i,-4.4978e-05-0.00032511i,-0.0006613+0.00011307i,0.00031477+0.0005491i,0.0010483+0.00070783i
-2.826e-05+0.00074589i,0.001181+0.0012329i,0.0010184+0.0017242i,0.00062189+0.0015365i,0.00088951+0.0012709i,0.00050998+0.00098125i,-0.00051746+0.00015622i,-0.00029163-9.698e-05i,0.00019527+0.00012996i,0.00032561+0.00077455i,0.0002636+0.00047051i,-0.00028145-0.00047605i,-0.00069797-0.00048343i,-0.0013466-0.00011296i,-0.00064209+0.00033453i,0.00034809+0.00081002i,0.00026935+0.0008939i,-0.00032908+4.7267e-05i,-0.00040271-0.0004422i,-0.00014094-0.00011506i,-0.00043851+0.0004096i,-0.00076972+0.00063758i,-0.00012617+0.00060971i
0.00076257+0.00023695i,0.0017491-9.6654e-05i,0.0014147+0.00018044i,0.00054166+0.00011983i,0.00060332-7.2551e-05i,0.00049605-0.00071142i,4.683e-05-0.0010102i,0.00015198-0.00032316i,0.00074365+0.00057356i,0.001166+0.0010678i,0.00050048+0.00015698i,-0.00048456-0.00022602i,-0.00064842+0.00031245i,-0.00038655+0.00062005i,0.0002091+0.00041915i,0.00022626+0.00058032i,-0.00021057+0.00073472i,-0.00045359+0.00027015i,-0.0002026-0.00063061i,-0.00036855-0.00025386i,-0.00063552+0.00039809i,-0.0006129+1.008e-05i,-0.000352+0.00035193i
-0.00046704-0.0010997i,7.1731e-05-0.00091939i,-0.00025031-0.00070322i,-0.00048887-8.1109e-05i,-0.0004345+0.0011112i,-0.0002528+0.00087623i,-0.00024271-0.00042963i,-0.00075991+3.0422e-05i,-0.0002937+0.00060952i,0.0008014+0.00022263i,0.00071097+0.00011105i,0.0002745+0.00032068i,-0.000191+0.00032822i,-0.00046056+0.00020603i,-0.00050559+0.00075809i,-0.00020106+0.0010826i,0.00039974+0.0009566i,0.00026722+0.00084866i,0.00020703+0.00053143i,0.00011103-3.1702e-06i,-0.0002493-0.00030119i,-0.00024416-8.38e-05i,-0.00026138-0.0003187i
-0.0012007-0.00022626i,-0.00030063+0.00050525i,-0.00047736+0.00068022i,-0.00048664+0.0008689i,0.00018278+0.0011714i,0.00029948+0.00056372i,-0.00049627-0.00055153i,-0.0013107-0.00034931i,-0.00039928+0.00092365i,0.00057324+0.00077586i,0.00034266+0.00027092i,0.0010882+0.0003405i,0.001099-2.3173e-05i,0.00066801-0.00011098i,0.00044828-7.3069e-05i,-0.00041426+6.8655e-06i,-0.00080197-0.00024713i,-0.00020696-0.00026962i,-0.00034649+3.4992e-05i,-0.0011353+3.7557e-05i,-0.0012624+8.6096e-05i,-0.0010935+0.0002636i,-0.0013206-0.00022162i
0.00093091+0.0002241i,0.00091737-7.8666e-05i,0.0013111+0.00025207i,0.00050916+0.00068723i,-0.0012675+0.00038814i,-0.0012982-0.00038348i,-0.00048712-0.00050286i,-6.7012e-05-0.00026741i,0.00041327-5.6953e-05i,0.00041331-0.00034291i,0.0009039-0.00072794i,0.0012305-0.00060519i,0.0010308-0.00065533i,0.0012066-0.00024786i,0.00055505+0.00058409i,7.9419e-05+0.00077469i,-0.0002766+0.00038744i,-0.00072158+3.82e-05i,-6.8784e-05-0.0006356i,0.0006555-0.00056354i,0.00043197+0.00018816i,5.2584e-05+0.00030917i,-0.00011291-0.00022383i
0.0007075+0.00059702i,0.00091358+0.0012986i,0.00072168+0.0012635i,0.00036266+1.7065e-05i,0.00076732-0.00031055i,0.00056826-0.00027659i,-0.00054858-0.00043607i,-0.00061792-0.00024804i,0.00047398-0.00012974i,0.0011696-0.0005052i,0.0011211-0.00017335i,0.0012278+0.00017976i,0.00039845-0.00032656i,-0.00044416-0.00031294i,-0.00019414-0.00054401i,0.00073111-7.9789e-06i,0.0010478+0.00087688i,0.00085984+0.00011685i,0.00031197-0.00048849i,-7.2365e-05-0.00027275i,-0.00082588-9.7487e-05i,-0.00072838-0.0001608i,-0.00037676-0.00048172i
1.0333e-05+0.00034512i,0.0006256+0.00080056i,0.00022329+0.0011282i,-0.00038771+0.00099851i,-0.00047932+0.0010967i,-0.00044807+0.0013897i,-0.00035441+0.0011055i,-0.00043791+0.00062341i,-0.00012157+0.00013924i,0.00090534-0.00018432i,0.00042969+0.0002104i,8.1513e-05+0.00076041i,-0.00054656+0.00041422i,-0.00094708-5.5196e-05i,-0.0011774+0.0004139i,-0.0014703+0.00067289i,-0.0005242+0.0006067i,0.00016984+0.00094879i,0.00018111+0.00084469i,-2.7673e-05-0.00052938i,-4.3495e-05-0.00043991i,-8.4719e-05-2.8953e-05i,0.00027646-0.0002828i
0.0011657+0.0012249i,0.00044776+0.0001963i,0.00060532+0.0008831i,0.00045882+0.0016726i,0.0015043+0.0010956i,0.0016975+0.00023734i,5.9927e-05-0.0002133i,1.1569e-05+5.068e-05i,0.00072383+0.0003181i,0.00057912-3.1736e-05i,0.00026833-0.00021728i,-0.00029981-0.00012196i,-0.00046211+0.00070044i,-0.00033724+0.0004979i,-0.00053769+0.00029928i,-0.00099567+0.00065921i,-0.00048296+0.00070461i,0.0001271+0.00064926i,0.00052792+0.00013387i,0.00052431+0.00043825i,0.00029566+0.00018106i,0.00060594-0.00030296i,0.00061289-0.00015015i
-0.00013726+1.7668e-05i,6.9634e-05-0.00036722i,0.00059754-0.0001906i,0.00020001+0.00020106i,-0.00027853+0.0011734i,0.0004329+0.0012413i,6.1395e-05+0.00057379i,-0.00019754-9.859e-05i,0.00070782+3.22e-06i,0.00028684+0.00025212i,-0.00041301-0.00010326i,-0.00079335+0.00030916i,-0.0011762-0.0001055i,-0.00094999-0.00079227i,-0.00030977-0.00023884i,0.00017682+3.2348e-05i,-0.00016253-2.4374e-05i,-0.00040912-0.00068452i,-1.5477e-05-0.00081018i,3.2679e-05-2.4718e-05i,0.00016935+7.9081e-05i,0.00032241+3.5142e-05i,-7.6711e-05+0.00030384i
-0.0007345+0.0019158i,0.0002149+0.0014251i,-0.00012144+0.00080631i,0.00019488+0.00065848i,0.0003232+0.00028978i,0.00040674-0.00054638i,0.00052614-0.0010804i,0.00010859+1.9091e-05i,0.00071175+0.0011615i,0.0014519+0.00099925i,0.00078505+0.00062338i,0.00043988+0.00042402i,-0.00012702+0.0001551i,-0.0010606-2.2068e-05i,-0.0010646-0.00019389i,-0.00028932+0.00012436i,0.0004038+0.00063906i,0.00036091+0.00010104i,7.1063e-05-0.00043415i,0.00029512-8.1314e-05i,0.00024668+7.6035e-05i,0.00013929-1.625e-05i,0.00015555-2.9202e-05i
0.0011504+3.4156e-05i,0.0010221-0.00010539i,0.0013738-0.00028552i,0.00096054-0.00050143i,0.00045751-0.0007958i,-0.00014812-0.0012843i,-0.00019201-0.00077129i,0.0005822+0.00069798i,0.001557+0.0012678i,0.0018429+0.0010745i,0.0017523+0.00097997i,0.0015212+0.00047244i,0.0011709-9.5148e-05i,-7.3482e-05+8.352e-05i,-0.00023148+0.00038549i,0.00072558+0.00096471i,0.0003031+0.0010354i,-9.9598e-05+0.00046327i,-0.0003821+8.3339e-06i,-0.00083924-8.4322e-05i,-0.00086339+9.5231e-05i,-0.00032481+0.0005135i,0.00032434+0.00087534i
0.00023254-0.00062843i,0.0004319+3.284e-05i,0.0010675-3.3795e-05i,0.0014305-0.00058244i,0.0014636+0.00015262i,0.00062776+0.00023889i,-3.9289e-06-0.00087774i,0.0001183-0.00066564i,0.00073612+0.00091079i,0.00076501+0.0016809i,9.1305e-05+0.0010889i,-4.5186e-05+0.00033922i,-7.3633e-05-0.00041316i,9.8263e-05-0.0010287i,0.00057895-0.00089352i,0.00058997+0.00015905i,0.00082254+0.00086574i,0.00068947+0.00034959i,-0.00057086-7.9678e-05i,-0.00073203+0.00033304i,0.00018812+0.00058789i,-1.5509e-05+0.00033362i,0.000277+0.00069208i
-0.00057516-0.00050644i,-0.00023822-0.00088002i,-0.00035471-0.00086712i,-0.00074912-0.0014303i,-0.000492-0.0010766i,-0.00035691-0.0015556i,-0.00085613-0.0014553i,-0.00057197+3.6539e-05i,-0.0001574+0.0010967i,-0.00041593+0.0012876i,-0.0009299+0.00072523i,-0.00066959-3.5093e-05i,-0.00010901-0.0003875i,-0.00022527-0.00040442i,2.2467e-05-6.1828e-05i,8.6505e-05-3.7535e-05i,-2.8446e-05+0.00021975i,9.2415e-06+0.00042007i,0.00011273-2.4831e-05i,-5.3654e-05-0.00018529i,-0.00064371+0.00058014i,-0.00053915+0.0014726i,5.5981e-05+0.0013687i
-0.00082302+0.00037371i,0.00015812-0.00020263i,0.00030259+0.00092154i,8.715e-05+0.0017152i,-0.00043671+0.0022796i,-0.00038938+0.0011875i,-0.0001872+3.6423e-05i,-0.00022644+0.00044109i,0.00025447+0.00074658i,0.00086366+0.00032213i,0.00078124+0.00030026i,7.0305e-05+0.00064685i,-0.00028505-0.00033339i,0.00022836-0.00092434i,0.00040528+7.9262e-05i,-6.9555e-05+0.0010842i,-0.00063386+0.0011498i,-0.00017669+0.001212i,0.00073557+0.00077825i,0.001308+6.2162e-05i,0.00082941-0.00017356i,0.00015984-0.00056156i,-9.5519e-05-0.00011982i
0.00085725-0.00091796i,0.00061606+7.7668e-05i,0.00040277+0.00088304i,0.00019213+0.00086863i,-6.3647e-05+0.00039679i,-0.00039142-0.00059873i,-0.00058846-0.00069079i,-0.00050969+0.00057771i,0.0006053+0.00091635i,0.00041284+0.00062129i,-0.0001282+0.00020206i,-8.201e-05-0.00039277i,0.00032079-0.00040937i,0.00065829+0.00013488i,4.9154e-06-0.00011097i,0.00024433-0.00070384i,0.00065693-0.00010176i,-4.3514e-05+0.00041803i,-0.00063921+0.00012291i,-0.0001006-0.00041304i,0.00056363-0.00043205i,-0.00032807-0.00067819i,-0.00047436-0.00083108i
0.0012069-0.00022615i,0.001959-3.1177e-05i,0.0016839-0.00038498i,8.7577e-05-7.5964e-05i,-0.00048032+0.00068722i,0.00046825+0.00070201i,0.00065959-5.2122e-06i,0.00028602+0.00017259i,0.00096887+0.0010449i,0.0011658+0.0012091i,-8.3098e-06+0.0013904i,-0.00011973+0.0014828i,0.00057957+0.00087592i,0.00067239-0.00022688i,0.00044734-0.00082967i,0.00039822-0.00046182i,-7.0639e-05+0.00067955i,-0.00010694+0.0004084i,0.00065728-0.00052022i,4.7903e-05-0.00060641i,-0.00040799-0.00049046i,-0.00022971-0.00023308i,0.00011759-0.00055484i
0.00033973+0.0007756i,-0.0001498-5.3953e-05i,-0.00084844-0.00053699i,-0.0011016-0.00030666i,-0.0010238-0.00019196i,-8.0588e-05-0.00014465i,0.00034089-0.00051982i,-0.00026651-0.00033849i,-0.00025481+0.00031301i,0.00027626+0.00070247i,0.00033168+0.00025156i,-0.00015591-0.00061504i,3.8407e-06-0.00089861i,0.00041862-0.0001578i,1.877e-05+0.00015506i,-0.00025549-2.5185e-05i,-0.00050124+0.0001791i,-0.00052426+0.00062385i,-0.00077137+0.00064949i,-0.0013086+0.00068695i,-0.0010367+0.00077502i,-0.00053189+2.823e-05i,-0.00033025-0.000467i
0.0004449+0.00018917i,0.0012242-0.00046576i,0.0017783-0.00034348i,0.0012043+0.00057264i,1.4993e-05+0.00097972i,-0.000513+0.00088614i,-0.00032478+0.00048806i,0.00026805+0.00011266i,0.00025509+0.00043897i,-7.8696e-05+0.00021175i,-0.00044809+0.00018809i,-0.00010312-1.675e-05i,0.00016445-0.00057848i,-0.00011112-0.00014571i,0.00042137+0.00010281i,0.00087582-0.00048167i,0.00046782-0.00010319i,-0.00012013+0.00028583i,-0.00018103+5.9533e-05i,-3.2063e-05-0.00010243i,-2.8877e-06-0.00021284i,0.00021276-0.0003402i,-0.00024027-0.00039477i
-0.0001441+0.0008764i,0.00020097+0.00037209i,6.4587e-06+0.00035651i,0.00095488+9.2866e-06i,0.0014657-0.00048564i,0.0005183-0.00050018i,-0.00052461-0.0006415i,-0.00097771-5.3416e-05i,-0.00044399+0.00081744i,0.00070995+0.00048294i,0.00050659+2.1507e-05i,-1.287e-05-0.00044694i,0.0003134-5.1841e-06i,-8.954e-05+0.0010184i,-0.00034724+0.00081809i,0.00079099+0.000268i,0.0012528-9.3332e-05i,0.00037865-0.00025517i,-0.00045702+0.00012502i,-0.00051892+1.7313e-06i,-0.0003183-0.00014701i,-0.00024155-3.621e-05i,0.00027179+0.0001387i
