0.0019771-0.00042526i,0.0016655-0.0012416i,0.00052373-0.0022045i,-0.0014878-0.0020955i,-0.0025049-0.00093808i,-0.0019533+0.00070556i,-0.0012065+0.0019496i,-0.00055881+0.0012413i,0.00033148-0.00023736i,0.00086546-0.00087098i,0.00099999-0.0013051i,0.00061018-0.00077501i,-0.00029302+0.00016075i,-0.0013658+0.00071707i,-0.0016115+0.00015143i,-0.00054868-0.00048127i,0.00031248-0.00032355i,-6.1806e-05-0.00045834i,-0.00018088-0.00065629i,0.00016525+0.00011747i,-0.00042596+5.3402e-05i,-0.00046368-0.00058034i,-0.00014819-0.00029277i
-0.00053918+0.00016834i,0.00034491-1.9733e-05i,0.0014836+0.0004984i,0.0019084+0.00043437i,0.0021119+0.00028244i,0.0013357+0.00031327i,-0.00014086+0.00058128i,-0.00069386+0.00015963i,-9.023e-05-0.00028292i,-7.663e-05+0.00047635i,-0.0004115+0.00025881i,6.6486e-05-0.00026604i,-8.7803e-05+0.00055389i,-0.00055299+0.00062918i,-3.8959e-05-0.00027536i,0.00051161-0.00046497i,0.00071979+0.00035831i,0.00036471+0.00086258i,-0.00047492+0.00073533i,-0.00071097+0.00071868i,-0.00020924+0.0009717i,-0.00030267+0.00067501i,-0.0011442+0.00013637i
0.0026743+0.0015757i,0.0030138+0.0012344i,0.0033318+0.00030823i,0.0018429-0.00079056i,-0.00042722-0.0014467i,-0.0011611-0.0009332i,-0.0008354+9.5665e-05i,-0.00017224+0.00025776i,0.00032779+0.00025576i,0.00011101+9.0642e-05i,-0.00040673-0.00028169i,-0.00014528-0.00047428i,3.1507e-05-0.00022305i,-0.0002247+9.7404e-06i,-0.00038212+0.00023832i,-0.00020013+0.00045032i,-0.00029075-3.3086e-05i,-0.00038408-0.00029916i,5.7599e-05-0.00041786i,0.00019331+3.6346e-05i,-0.00016023+0.00049727i,-0.00065628+0.00031571i,-0.00082345+0.00047547i
0.00013194+0.0012958i,-0.00069051+0.0010617i,-0.00077507+0.00087673i,-0.00076817+0.00062147i,-0.00020201+0.00049966i,-0.00052472+0.00083877i,-0.00074094+0.00089299i,-9.885e-05+0.00063387i,-6.3333e-05+1.6537e-05i,0.00036012-0.00014144i,0.00056783-0.00037742i,0.00013237+0.00025278i,-7.4737e-05+0.00071095i,-0.00040097+1.5178e-06i,-0.00043791-0.00020006i,-0.00044536+0.00055449i,0.00062924+0.00034533i,0.00093267-0.00018867i,-6.8678e-05-0.00039736i,-0.00018108+9.0692e-05i,0.00012509+0.0001304i,-0.00031015-0.00095669i,-0.00065414-0.001086i
0.00023154-0.00046212i,-0.00020203+0.00026927i,-0.0013541+0.0004372i,-0.00066787+0.00013798i,4.2294e-05-0.00030908i,0.00014214-0.00071187i,-0.00056416+1.2628e-05i,-0.0011074+0.00029886i,-0.0011653+0.00068822i,-0.0014733+0.00061876i,-0.00083201+0.00043341i,1.7477e-05+0.00055128i,-0.00028633+0.0007264i,-0.0008646+0.0010992i,-0.00080909+0.0010143i,-0.00016035+0.00089372i,0.0001457-7.6449e-05i,9.7674e-05-0.00075331i,9.7866e-05-0.00099868i,0.00018637-0.00088502i,0.00026391-0.00057522i,0.0003201-0.00046878i,0.00013829-0.00010522i
-0.00085556-0.0010197i,-0.00091403-0.00078135i,-0.0010364-0.00080679i,-0.00042214+0.00023152i,0.00034657+0.00080469i,0.00071895-4.8697e-05i,0.00071381-0.00035978i,2.3512e-05-0.00021671i,-0.00051287-0.00044699i,-0.00017352-0.00013877i,2.7646e-05+0.00036423i,-7.6594e-05+9.4951e-05i,-0.00027484-0.00060986i,0.00021713-0.00064222i,0.00090628-5.1035e-05i,0.00048616+0.00030677i,-0.00047366+0.00054156i,-0.0005257+0.00049484i,0.00029072+3.7987e-05i,0.0006234+0.00037555i,-4.8279e-05+0.00074464i,-0.00030234+0.00024977i,0.00032623+0.00034249i
-0.0019653+0.00089013i,-0.0016507+0.0011433i,-0.0011194+0.0012366i,7.7669e-05+0.00031668i,0.00063082-2.6645e-05i,0.00079621+0.00051258i,0.00031082+0.00030629i,-0.00021377-3.8542e-05i,-0.00028396+0.00032976i,0.00019915+0.0003111i,0.00065103+6.3346e-05i,0.00041897-0.00034222i,0.00014633-0.0010434i,0.00020698-0.0017933i,0.00078786-0.001405i,0.0012907-0.00011868i,0.0012478+0.00025567i,0.00034221-0.00036993i,1.7611e-05-0.00027948i,0.00045598+0.00039483i,0.00012249+0.00032131i,-0.00030298+0.00019928i,-0.00030064+0.00053965i
-0.00079227-0.00045903i,-0.0014444-9.7495e-05i,-0.0014904-0.00093611i,-0.0014082-0.00048629i,-0.00093121+0.001067i,-0.00059661+0.0012127i,-0.001158+0.00073893i,-0.0012079-9.1776e-05i,-0.0008373-0.00066976i,-0.00060547-0.00021773i,-0.00060282+0.0002813i,-0.00037859+0.00022686i,-4.1011e-05+5.7125e-05i,0.00027309+0.00015152i,-0.00038163-4.177e-05i,-0.0013499-0.00025285i,-0.00072933+0.0003493i,3.5352e-06+0.00096439i,0.00057163+0.00091965i,0.00042448+0.00012603i,7.7558e-06-2.4452e-05i,-0.00013261+8.589e-05i,-0.0012669+0.00032422i
9.9311e-05-0.00029276i,0.00019163-0.00049151i,0.00026747-2.7513e-05i,0.00032417-0.00025764i,-0.00021383-0.00043323i,-0.00092983-0.00022968i,-0.0013153+4.6143e-05i,-0.00087223+0.00023445i,-0.00032145-0.00024005i,-0.00054243-0.00092111i,-0.00049602-0.00086388i,9.5321e-07-0.00036421i,0.00061162+1.5122e-05i,0.0005732+4.2106e-05i,0.00056619-0.00012149i,0.0006255-0.00043825i,6.7291e-05-1.1968e-05i,-3.1134e-05+0.00075165i,0.00015983+0.0009516i,0.00012257+0.0005896i,-0.00017721-0.00011759i,-0.00029464-7.1981e-05i,-0.00017641+0.00088107i
0.00084625-0.00095907i,0.0012187-0.00085989i,0.0011858-0.00088883i,0.00017436+0.00022957i,-0.0010855+0.0014567i,-0.0013069+0.0016874i,-3.0737e-05+0.00096277i,0.0010268+0.00010224i,0.00098561+2.0163e-05i,0.00093858-0.00079433i,0.00086213-0.0011085i,0.00095782-4.5891e-05i,0.00092759+0.00055083i,0.00080987+0.0014236i,0.00056241+0.0018758i,0.00017917+0.00092197i,0.00097261+0.00031755i,0.0011878-0.00014953i,0.00093471-0.00021092i,0.00080052+3.472e-05i,0.0006696+8.6151e-05i,0.00022997+0.00059121i,-0.00049705+0.00073818i
-0.0016205-0.0014103i,-0.0020605-0.0016217i,-0.0025765-0.0011773i,-0.0015899-0.00034519i,0.00050746+0.00074379i,0.0014134+0.00073231i,0.00030936-6.9279e-05i,-0.00044639-0.0001262i,-0.00044314+0.00012084i,-8.7878e-05-4.5688e-05i,-1.5092e-05-0.00046904i,-0.000374-0.00051293i,-0.00058926-0.00048764i,-0.0006021-0.00087109i,-2.1333e-05-0.0009074i,0.00083937-0.00081216i,0.00020808-7.5162e-05i,-0.00078358+8.5711e-05i,-0.00068594-0.00079339i,0.00023032-0.00081975i,0.00049319-0.00043062i,-0.0002231+0.0001581i,-0.00047186+0.001056i
0.00096571-0.00022619i,0.0010035-0.00044394i,0.00025564+0.00049094i,-0.00037123+0.001049i,-0.00074898+1.6412e-05i,-0.00090108-0.00075448i,-0.00034635-0.00025074i,-0.00037+3.8032e-05i,-0.00053475-5.7096e-05i,-0.000325+0.0003766i,-0.00012043+0.00091408i,-4.0114e-05+0.00038175i,0.00026059-0.00069628i,0.0006836-0.0011228i,0.00057107-0.00045387i,9.9257e-05-0.00026967i,0.00049241-0.00022882i,0.0010798-4.1908e-05i,0.0010125-0.00033729i,0.0003911-0.00038706i,2.6913e-05-8.6142e-05i,8.8488e-05+0.00045379i,0.00033985+0.00073505i
-0.00023876-0.0019174i,-0.00058056-0.001898i,-0.00060751-0.00086509i,-0.0010576-0.00021772i,-0.00082339+0.00078414i,0.00030967+0.0012364i,0.00061147+0.0001572i,6.4777e-05-0.0010217i,0.00014764-0.00081079i,0.0002897-0.00011481i,7.0621e-05+0.00037749i,-0.00037633+0.00037717i,-0.00036315-4.4306e-05i,0.00014312-0.00035684i,3.3589e-05+0.0002361i,-0.00053171+0.00069815i,-0.00047389+0.00030876i,-0.00045431-0.00057234i,-0.00021963-0.00096092i,0.00016637-0.00023792i,7.5338e-05+0.00038476i,0.00060903+0.00045798i,0.00066473+7.4226e-05i
-0.003555-0.0013196i,-0.0036916+0.00048991i,-0.0028507+0.0014768i,-0.00090512+0.0023173i,-0.00011945+0.0015643i,-8.4346e-05+0.00078376i,-0.00045188+0.00084822i,0.00014617+0.00074295i,0.00053887+0.00066877i,0.00051151+0.00090042i,0.00027348+0.0005163i,0.0004776+0.00015075i,0.0010154+1.0541e-05i,0.0011441-0.00026612i,0.0011333+0.00011934i,0.0012336+0.00050183i,0.00084204+0.0011588i,-0.00016365+0.00072115i,-0.00046494-8.0788e-05i,-0.00032226+3.2993e-05i,-0.00053057-0.00067706i,-0.00050726-0.0010574i,0.00014936-0.00058971i
0.0012072-0.0010504i,0.00011932-0.0011102i,-0.00094712-0.0019396i,-0.00066557-0.0017218i,-0.00031769-0.00045903i,-0.00010291+0.00045359i,0.00056167+1.2558e-05i,0.00015745-0.00067385i,-1.8385e-05-0.00089217i,0.00039118-0.00086202i,0.00016658-0.00014617i,0.00021309-3.4997e-05i,0.00025791+0.00027386i,0.00036918+0.0005962i,0.00054011+0.00026594i,8.4697e-05-0.00052503i,0.00022363-0.00075742i,0.00032145-0.00073122i,-1.1009e-05-0.00078672i,-7.3223e-05-0.00082755i,-0.00018066-7.4547e-05i,0.00031382+0.00027938i,0.00016333-0.00029267i
0.0027917-0.00025492i,0.0020763-0.0013984i,0.0012125-0.0024908i,0.00086355-0.0018772i,0.00058622-0.00087202i,0.0009063+0.00014903i,0.00045081+0.00046287i,6.6696e-05+8.5249e-05i,0.00054338-0.00013756i,5.2326e-05-0.00037725i,-0.00013409-0.00011935i,0.0003045-0.00042845i,0.00066269-0.0006646i,0.00039481+0.00056245i,1.7938e-06+0.00114i,0.00031817+0.00042996i,8.9847e-05-0.0002683i,-0.00035298-0.0001411i,-0.00023644+0.00030567i,-0.00042938+0.0009558i,0.00012076+0.00036698i,9.7553e-05-0.00026138i,-0.00020919+0.00020477i
-0.0024015-0.0029625i,-0.003915-0.0026174i,-0.0046141-0.0014616i,-0.0032894+0.00078103i,-0.0021845+0.0028661i,-0.0011422+0.0026386i,-0.00020129+0.00072198i,2.7231e-05-0.00015315i,4.7691e-06-0.00044199i,7.0034e-05-0.00015825i,0.00039643+0.00036821i,0.00094541+0.0010474i,0.0016352+0.0010113i,0.0013957+0.0013536i,0.00097236+0.0020538i,0.00049177+0.0023939i,-0.00047693+0.0016171i,-0.00065876+0.00058128i,9.538e-05-1.4821e-05i,0.00016274-0.00058598i,-3.7532e-06-0.00065492i,-0.00022885+0.00029823i,-0.00028027+0.0011749i
-0.0012812-0.008606i,-0.0038302-0.0081108i,-0.0081773-0.0054503i,-0.0076961-0.00075481i,-0.004458+0.0042421i,0.00035594+0.0053573i,0.0028018+0.0015017i,0.0022001-0.0014862i,1.9501e-05-0.0019011i,-0.0019521-0.00032437i,-0.00075159+0.0016651i,0.0014853+0.0017971i,0.0027627+0.001519i,0.0041334+0.0023285i,0.0053257+0.002732i,0.0036458+0.0020355i,0.00029841+0.00032223i,-0.00080425-0.00041755i,-3.0892e-05-0.00028979i,0.00071296-0.00032418i,0.0002766-0.00017144i,-0.00047029+0.00041993i,-0.00060991+0.0012055i
0.0015044+0.0028173i,0.0030608+0.0017015i,0.0054089+0.001002i,0.0045115-0.00049653i,0.0023485-0.0021108i,-0.00032192-0.0019906i,-0.0020906-0.0010602i,-0.0018295-4.4179e-06i,-6.6703e-05+0.00050009i,0.00078952-4.0977e-05i,0.00086575-0.00016704i,0.00014699-0.00025019i,-0.0013636+0.00021907i,-0.0020012+0.00022736i,-0.0017297-4.99e-05i,-0.0012228+0.00077883i,-0.00082826+0.00054934i,6.8236e-05-6.2691e-05i,-2.5062e-05+3.9693e-05i,0.00010812-3.0083e-05i,0.0010947+0.00075605i,0.00075388+0.00051922i,0.00065423-0.00075561i
-0.00057794+0.0024349i,-0.00016316+0.0026424i,0.00027468+0.0023173i,0.00042671+0.00053046i,0.00023289-0.00094742i,-0.00076544-0.0017882i,-0.00044929-0.0018966i,6.5719e-05-0.00077759i,0.00036254+0.00030386i,0.0016463+0.00019386i,0.0014917-0.0002091i,5.0699e-05-0.00062153i,0.00033812-0.00081104i,0.00087589-0.00094666i,7.2188e-05-0.0013943i,-0.00072077-0.00083005i,-0.00033196+0.00056195i,-7.8636e-05+0.00081986i,-0.00087738+0.00074053i,-0.0011825+0.00057238i,-0.00020721+0.00035584i,0.00015109+0.00025678i,1.1427e-06-0.00022582i
-0.00095308+0.0018952i,-0.0017341+0.0020488i,-0.00018696+0.0022969i,0.00050558+0.0013373i,0.00017186+5.6723e-05i,-0.00044524+7.6897e-05i,-0.0002874+0.00060471i,0.00036134+0.00077849i,0.00081775+0.0008714i,0.00081881+0.00047227i,0.00043535-0.00013724i,0.00045769-0.00043162i,9.6538e-05-0.00098452i,-0.00091691-0.00053523i,-0.0012602-0.00022266i,-0.00093518-0.00076041i,-0.00029516-0.00043399i,0.0002337+0.00019902i,0.00048989-0.00011249i,0.00045376-0.00025948i,0.00040758+9.8838e-05i,0.00071617+0.0004014i,0.00049166-0.00031571i
-0.00061996-0.00042928i,-0.00064288+0.00025754i,-0.00091013+0.00082255i,0.00016215+0.00011103i,0.0012822-0.0010053i,0.0010529-0.00059932i,-8.0973e-05+0.00033733i,-0.00048267+0.0011499i,-0.00032968+0.0010037i,0.00023199-0.00054847i,0.00031235-0.001161i,-0.00039186-0.00092614i,-9.7218e-05-0.0011673i,0.00097001-0.00038962i,0.0013353+0.00037809i,0.0004604+0.00031356i,-0.00012679-0.0005667i,-1.8452e-05-0.00077214i,0.00068162-2.9139e-05i,0.00059358+0.00013585i,-0.00034161-0.00028659i,-0.00033053-0.00094657i,0.00010416-0.00084863i
0.0014898+0.001249i,0.0014467+0.00080739i,0.00061154+0.00033396i,-0.00026176-0.0001861i,-0.0007407+0.0001851i,-0.0011052+0.0013023i,-0.0011143+0.0015002i,-0.00075993+0.00050762i,-0.00017493-0.00027886i,0.00012237-0.00035579i,-1.5115e-05-0.00041532i,0.00010791+5.7861e-05i,-7.4375e-05+0.00011132i,-0.00025884+0.0007973i,0.00034847+0.00093376i,0.00013073+0.0003628i,-0.00022416+6.5407e-05i,0.00026668+0.00041487i,0.00041017+0.00084247i,0.00033001+0.00033529i,0.00052761-0.00039645i,7.634e-05-0.00021451i,-0.00019419-0.00011955i
-0.0022471+0.00043417i,-0.0018146+0.0010016i,-0.00078932+0.0010867i,0.00054345+0.0010714i,0.0016726+0.00046278i,0.0016784+0.0001352i,0.00036124+0.00087799i,-0.00052129+0.00092816i,-0.0010342-0.0003215i,-0.00072366-0.00058779i,0.00039344-0.00049258i,0.0012693-0.00042416i,0.00057051-6.4727e-06i,-0.00056635-0.00038597i,-0.00032411-0.0011087i,0.00010357-0.00076226i,-8.528e-06-2.9817e-05i,2.4164e-05-0.00037644i,0.00051701-0.00085948i,0.00046568-0.0012456i,-0.00011006-0.0011928i,-0.00027978-0.00022652i,-3.0151e-05+0.00034167i
0.00014731-0.0006125i,-0.00023654-0.00011251i,-0.00088137+0.00037137i,-0.00079416+0.00047946i,-0.00070267+0.00055866i,-0.0010296+0.00017551i,-0.00084921-0.00035812i,-0.00070764-0.00067577i,-0.00024842-0.00011229i,-0.00028935+0.00028694i,-0.00046676+0.00035465i,3.2718e-06+0.00032063i,7.8785e-05+0.00042721i,0.00060327+0.00050438i,0.00082151-0.00022419i,0.0004232-0.00037367i,0.00014362+0.00052931i,-0.0002944+0.00041958i,-0.00034111-7.6946e-06i,-0.00035573+2.0046e-05i,-0.00032211-0.00037095i,-0.00039942-0.0003295i,-0.0005403-5.9916e-05i
-0.00031866-0.0015409i,-0.00094993-0.001549i,-0.00097264-0.00049776i,-0.00067189+0.00032398i,-9.2909e-05+0.00033846i,0.00042792+0.00090415i,0.0003433+0.0010062i,-0.00028898+0.00028621i,-0.00026097-0.00030909i,9.7926e-05-0.00023686i,0.00053024+0.00017576i,0.00033621-5.6905e-05i,0.00042931-2.2457e-06i,0.00064823+0.00059013i,0.00021705+0.00054413i,-4.7269e-05+0.00080268i,-0.00038002+0.00053387i,-0.00076843-0.00033363i,-0.00066539-0.00044836i,-0.00037778+0.00036736i,5.6894e-05+0.00072853i,0.00047978+0.000374i,0.00017764+0.00024802i
-0.00097688+0.0012377i,-0.0015347+0.0010302i,-0.00076011+0.00121i,0.00065569+0.0014745i,0.00063704+0.0014034i,-0.00058481+0.0010369i,-0.0010684+0.0005505i,-0.0010249+0.00047974i,-0.0012506+0.00014222i,-0.00037909-5.892e-05i,0.00072303-0.00018539i,0.00055835-0.00056137i,0.00033227-0.0009528i,0.00041878-0.00091636i,0.0004551-0.00039276i,0.00047274+0.00011344i,0.00016501+0.00051459i,-0.00042752+0.00047215i,-0.00025093+0.00032028i,6.1622e-06+2.577e-05i,0.0001245-0.00074105i,0.00033492-0.0010196i,6.577e-05-0.0007656i
0.00017731+0.00079723i,0.00017231+0.00097811i,0.0013905+0.0012632i,0.0015744+0.00059263i,0.0010567-0.00035699i,0.00073727-0.00055516i,-1.0058e-06+0.0001257i,-0.00032424+0.0008418i,0.00029608+0.00073452i,0.00097044+0.00068202i,0.0010831+0.00060552i,0.00046776+0.0010704i,-0.00017732+0.0013534i,-0.00031784+0.0007145i,8.3237e-07-0.00036345i,0.00040243+1.3235e-05i,0.00031234+0.00056659i,0.0001727+0.0002611i,0.00015656+0.00041487i,-0.00084992-0.000107i,-0.0010194-0.00061859i,0.00018869-0.00011492i,0.00045208+0.00030358i
0.0011699+0.0014321i,0.0013783+0.0015627i,0.0012048+0.0009413i,0.00035335+0.00030609i,0.00022677-0.00020093i,2.4362e-05-0.00062402i,-0.00045584-0.00012261i,-0.00034379+6.4598e-05i,1.777e-05+8.5418e-05i,0.00023371-1.8176e-05i,0.00038945-0.00069991i,7.113e-05-0.00091658i,-0.00072549-0.00016876i,-0.0010313+0.0014578i,-0.00072092+0.0017868i,-0.00042649+0.00082915i,-0.00058914+0.00049835i,-0.00035478+0.00048351i,0.00063897+0.00072612i,0.0011375+0.0010497i,0.00088606+0.00061642i,0.00028971+0.00047848i,-0.00028302+0.00070919i
0.0005556+0.0018154i,0.00085231+0.00028701i,0.0013648+0.0002337i,0.00065307+0.00066004i,-0.00031651+0.0012697i,-0.00096227+0.001236i,-0.0010773+0.00050662i,-0.00081736+0.00062479i,-0.00048879+0.00088151i,0.00027882+0.00055099i,0.00098396-0.00045198i,0.00031999-0.00043403i,-0.0008921+0.00015451i,-0.0011774-0.0002919i,-0.00060957-7.0072e-05i,-0.00056388+0.00033043i,-0.00062599+0.00053024i,0.00028716+0.00080101i,0.00074972+0.0014736i,0.00027388+0.0022649i,0.00011775+0.0015903i,0.00014936+0.00029457i,6.7709e-05-0.00033396i
-0.0014476+0.00014704i,-0.0011386-0.00039635i,-0.00025661-0.00026022i,0.00041858-0.00012635i,0.00065529-0.00072637i,0.0010633-0.00056014i,0.00077264-0.00047072i,5.6796e-05-0.00024714i,-0.00040192-8.3447e-05i,-0.00016418-0.00024971i,0.00011754-0.00051605i,0.00045112-0.00014934i,0.00053459+0.00025915i,7.0197e-05+0.00028499i,-0.00082876+0.00034644i,-0.00080274+8.3884e-05i,-0.00012559-0.00026525i,-0.00011584-0.00065633i,-0.00029312-0.0014374i,-0.00027336-0.0010298i,-6.4675e-05+0.0003336i,-0.00027915+0.00040314i,-0.001493+5.2074e-05i
-0.00091062+0.0023652i,0.00037401+0.0023054i,0.00066699+0.0029814i,0.00068496+0.0020609i,0.0010189+0.0011386i,0.00070261+0.00058543i,8.9842e-05+0.00032148i,-0.00014132+0.00032569i,0.00013673-0.00055078i,0.00067587-0.0011927i,0.00031329-0.001373i,-0.00014609-0.00058364i,-0.00047844-0.00042238i,-0.00059843-0.0017225i,-0.00012483-0.0013826i,3.2335e-05-0.00039562i,-0.00014751-8.6058e-05i,-0.00032831+0.00022589i,-0.00067221+0.00044421i,-0.00077606-9.2526e-05i,-0.00023309-0.00054103i,-0.00019075+0.00010934i,-0.00011783+0.00085423i
-0.00054492-0.0006695i,-0.0011494-0.00076567i,-0.0016692-0.00035184i,-0.0019314+0.00018284i,-0.001848+0.00017143i,-0.00095794+0.00066594i,0.00016417+0.0011184i,0.0012332+0.00067929i,0.0010891+0.00026309i,-0.00011076-0.00011929i,-0.00043393+0.0001811i,-0.00029133+0.00011476i,-0.00015577-0.00027362i,-0.00018648+0.00022834i,-0.00031617+0.00052496i,-0.00049641+0.00029088i,-0.00044994+0.00016516i,-0.00024131-0.00081036i,-3.1606e-05-0.0012726i,0.00011426-0.00046828i,0.00035303+0.00053645i,-3.009e-05+0.00062647i,0.00025075-0.00028456i
0.00088716+0.0012076i,0.0012968+0.00078972i,0.0018193+0.0013021i,0.0026755+0.00081032i,0.0026083+8.7653e-05i,0.0012754+3.6444e-05i,-0.0001137-0.00047151i,-0.001204-0.0004424i,-0.00092341-0.00021466i,-0.00018755-0.00044625i,0.00027756-0.00043867i,0.00055534+0.0003695i,0.00022033+0.00065446i,-0.00036851+0.00014564i,-0.00012382-0.00015762i,-0.0004226+0.00015915i,-0.0011951+0.00088646i,-0.00092194+0.0012029i,0.00011668+0.0011514i,-8.0032e-05+0.00094565i,-4.3387e-05+0.00017472i,0.00031921+0.00038232i,0.0001676+0.00097142i
0.0012402-0.00054605i,0.00066844+0.00029866i,0.00022914+0.00059737i,0.00031947+8.7709e-05i,0.00045224-0.00023487i,0.00038841+0.00023696i,-0.00015927+0.00062349i,-0.00026757+0.00042607i,7.9435e-05+0.00019249i,0.00050289+0.00010493i,0.00064451-0.00051799i,-0.00015979-0.0011664i,-0.00035312-0.00069184i,-0.00044733+0.00017299i,-0.0008713+0.00071163i,-0.00048037+0.00044008i,1.4205e-06+0.00025361i,-0.00024239+0.00055727i,-0.00057083+0.00032154i,-0.00066537+0.00032204i,-0.00010892+9.6005e-05i,-0.00010985-0.00091406i,-0.00083893-0.001154i
-0.00029124-0.00092897i,-0.00077364-0.00036646i,-0.00081086-0.0003624i,0.00097454-0.00051002i,0.00109-0.00038955i,0.00045715-0.00027679i,0.00028444-0.0005341i,-0.00012708-0.00027587i,-0.00055463+0.0001493i,-0.00045239+0.00023877i,-8.8186e-05+0.00017679i,0.00028364-0.00031653i,0.00019012-0.00049562i,-0.00041115-0.00012379i,-0.00041543-0.00021487i,-1.2464e-05-0.00016461i,-8.4003e-05+0.00037444i,-0.00047238+0.0001284i,9.6723e-05-0.0001572i,0.00045877+0.00057562i,0.00037574+0.00086288i,0.00041475+0.00057566i,0.00028502+0.00021448i
0.00060813+0.00064049i,0.00093167-0.00066457i,0.00071692-0.00069218i,0.00025139-0.00023248i,0.00020443+0.00019034i,-0.00021155+0.00034149i,-0.0003859+0.00034295i,-0.0002156+0.00013122i,-0.00013236-5.6371e-05i,0.00024604-0.00037298i,3.8641e-05-0.00021038i,-0.00016637-0.00041019i,-0.0008299-0.0011646i,-0.0012525-0.0015447i,-0.00010829-0.0014172i,0.00011636-0.00083974i,-0.000745+0.00024745i,-0.00052428+0.00088685i,0.00031499+0.0011512i,9.1532e-05+0.00033068i,-0.00098329-0.00064733i,-0.00046336-0.00050203i,0.0008155-6.4179e-05i
-0.0019071+0.001194i,-0.0015053+0.0014371i,-0.00072377+0.001509i,0.00025935+0.0012248i,0.0007575+0.00039232i,0.0010579-0.00047814i,0.0005602-0.0010629i,-0.00027629-0.00092585i,-0.00066418-1.4035e-05i,-0.00038323+0.00095424i,0.00013943+0.00051472i,0.00070625-7.7731e-05i,0.00094628-0.00012849i,0.00026323-0.00022517i,-8.5212e-05-0.00037969i,0.00016469+0.00011581i,2.3743e-05+0.00024008i,0.00020879+6.727e-05i,-0.00063622-0.00032389i,-0.0014327-0.00017621i,-0.0014252-7.7316e-05i,-0.0014461-0.00030493i,-0.00042191-0.00054479i
-0.00021977-0.00035651i,-0.00049073+6.3031e-05i,-0.0010305+0.0013126i,-0.0010825+0.0013786i,-0.0016685+0.00048405i,-0.0016783+0.00034369i,-0.0010249+0.0015097i,-0.00076458+0.0013941i,-0.00026632+0.00086665i,0.00036359+0.00051524i,0.00070309-0.00055962i,0.00057579-0.00069882i,0.00034885-0.00014767i,-7.4009e-05-0.0002103i,-0.00010305-0.00082975i,9.0448e-06+0.00029637i,-0.00071099+0.00026454i,-0.00097908-0.0005025i,-0.00045299-0.00021277i,0.00014946+0.00066819i,0.00018218+0.00052431i,0.00020429-0.00045843i,-7.6571e-05-0.0001565i
-0.00013064-0.00092793i,-0.00085143-0.00064712i,-0.0012533+5.7792e-05i,0.00012411+0.00035528i,0.0011377-1.0101e-05i,0.0011621-0.00033459i,0.00068042-0.00049229i,0.00022058-0.00011323i,0.00053199-0.00034508i,0.00040891-0.00070242i,-4.8586e-05-0.00094689i,-0.00015245-0.0011385i,0.00044161-0.00012139i,0.00091788+0.00056753i,0.00030067+9.3824e-05i,7.5463e-05-0.0002291i,-1.2963e-05+0.0003933i,-1.6558e-05+0.00054317i,0.00025652+5.8495e-05i,0.00011899-0.00022568i,-0.00056009-0.00043116i,-0.0010631-0.00084436i,-0.00099637-0.00095766i
0.0011879+0.0010353i,0.00076099+0.0023262i,0.0014205+0.0029787i,0.0016602+0.001839i,0.001122+0.00052282i,4.5943e-05+0.00032028i,0.00010305+0.0015065i,-0.00017525+0.0019853i,-0.00034958+0.00066938i,-0.00012727-0.00054374i,-0.00036079-0.00036667i,-0.00028874+2.5349e-05i,0.00038657+0.00016707i,0.00076078+0.00037223i,0.00066107-0.00014319i,0.00057944-0.00052808i,0.0001711-0.00026357i,-2.142e-05+0.00084402i,-1.9063e-05+0.0010113i,9.7676e-05+9.2231e-05i,-0.00013521+0.00038242i,0.00048754+0.0010808i,0.00067958+0.00036233i
3.2844e-05+0.0006036i,-0.00040487+0.00014152i,-0.00024077+0.00033454i,-0.00026465+4.6051e-05i,-0.00018111-0.00026929i,-7.2524e-05+0.00042973i,-2.4441e-05+0.00073393i,-1.7131e-05+0.00050496i,-0.00032594+0.00044825i,-4.4116e-05+0.00067859i,-0.00017842+7.5513e-05i,-0.00039839-0.0011321i,-0.00067096-0.00084371i,-0.00034471-0.00029521i,-5.303e-06-0.00014246i,-0.00079551-6.3397e-05i,-0.0013304-0.00027139i,-0.00060966-0.0002131i,4.1313e-05-0.00040922i,0.00032172-0.00066516i,0.00020533-0.00013548i,0.00045035+0.00014365i,0.00095726-5.6239e-05i
0.00071779-0.00050625i,0.0011309-0.00060207i,0.0012854-0.00021089i,0.0009034+0.00034308i,0.00097496-6.4019e-05i,0.00046257-3.9253e-05i,0.00015523+8.0477e-05i,0.00053963-0.00038772i,0.00034296-0.00038766i,0.00024703+9.8639e-05i,0.00044174+0.00042003i,0.00011337+0.00059701i,-0.00054727-0.00011314i,-0.00017323-0.00035385i,2.5563e-05+0.00023007i,0.00017144+0.00019072i,0.00011777+0.00065684i,0.00011894+0.00070469i,0.00071277+0.00018576i,0.00073071+0.00011906i,6.875e-05+0.00024361i,-3.0362e-05+0.00074896i,-0.00025714+0.00089983i
