-6.3161e-06+3.4761e-05i,-1.6569e-05+0.00060212i,6.3692e-05-0.00028205i,-0.0006968-0.0003118i,-0.00195+0.00019802i,-0.0027952+0.0002753i,-0.0023485+0.00095352i,-0.0016334+0.0014662i,-0.0013553+0.00084275i,-0.00091748+0.00023397i,5.1724e-06-0.00040964i,0.00032939-0.00017929i,-0.00021462+0.00086571i,5.3482e-05+0.00089924i,0.00033611+0.00052926i,0.00048819-2.2034e-05i,0.00040441+0.00040547i,-2.5611e-05+0.00096986i,-0.00040943+0.0013357i,-0.00032044+0.0014475i,3.6581e-05+0.00046494i,0.00016199-0.00079621i,9.4093e-05-0.0005332i
0.020157-0.00033822i,0.050247+0.011499i,0.075498+0.027733i,0.069713+0.026666i,0.050967-0.0033817i,0.032264-0.04872i,0.0092455-0.074979i,-0.013857-0.060076i,-0.02125-0.026377i,-0.013966-0.0069901i,-0.0094671-0.0024171i,-0.0073551+0.00087068i,-0.0027537+0.0011522i,0.0010506-0.00038837i,0.0033595+0.00056097i,0.0043125+0.0009318i,0.0047679+0.00076717i,0.0040531+0.0024269i,0.0026275+0.0049233i,0.0023694+0.0060089i,0.001424+0.0040335i,-0.0012333+0.0025916i,-0.0036623+0.0016531i
-0.010183+0.021979i,-0.027172+0.054747i,-0.045372+0.087334i,-0.034168+0.094628i,0.0015817+0.089362i,0.04046+0.090866i,0.05489+0.074594i,0.030227+0.038641i,0.00054837+0.016523i,-0.0053394+0.0084188i,-0.0022391+0.00071766i,-0.0045329-0.0045187i,-0.0066631-0.0049315i,-0.0044624-0.0015254i,-0.0012877+0.00090674i,-0.0007205-0.0015549i,-0.0044256-0.0032422i,-0.0069524-0.00046324i,-0.0063436+0.0023034i,-0.0046778+0.0017403i,-0.0027571-0.00055365i,-0.0029635-0.0035365i,-0.0034537-0.0058903i
-0.023535-0.012259i,-0.051868-0.033765i,-0.079883-0.061185i,-0.084365-0.060578i,-0.068201-0.031449i,-0.067821-0.0017415i,-0.067798+0.025432i,-0.03798+0.038237i,-0.0078397+0.024104i,0.001502+0.0082473i,0.0063968+0.0059087i,0.010167+0.0047982i,0.0058555+0.0015942i,-0.0010459+0.00017256i,-0.0041347-0.0017027i,-0.0032392-0.0026737i,-0.00015882-0.0032345i,0.002194-0.0043915i,0.0022815-0.0054009i,0.0022091-0.0054445i,0.0027163-0.0022319i,0.0047808+0.00089247i,0.0068194+0.0023755i
0.016187-0.022507i,0.039857-0.043329i,0.072545-0.065133i,0.077779-0.083369i,0.04578-0.10394i,0.017516-0.11895i,0.0011597-0.10288i,-0.0032712-0.056422i,0.0057148-0.017759i,0.0071668-0.0023076i,0.0027984+0.0045712i,0.0029233+0.0076025i,0.0044545+0.0060612i,0.0055784+0.002208i,0.0039601-0.00036425i,0.00095498+0.0021284i,0.0019546+0.0057737i,0.0057451+0.0053889i,0.007029+0.0031921i,0.0048939+0.0019623i,0.0013398+0.0027746i,-0.0011973+0.0061819i,-0.0023349+0.0079175i
0.012861+0.021287i,0.031251+0.04928i,0.046991+0.082808i,0.055133+0.091403i,0.063709+0.077363i,0.070348+0.062848i,0.074944+0.035592i,0.057857+0.00091328i,0.024258-0.0091817i,0.007922-0.0039905i,0.0010384-0.0055076i,-0.0051662-0.0071578i,-0.0053856-0.0051388i,-0.0038468-0.0019079i,-0.0014932+0.0016857i,-4.9592e-05+0.0020143i,-0.0031677+0.0001654i,-0.0068821+0.00050384i,-0.0075795+0.0040746i,-0.0061328+0.0054322i,-0.0047155+0.0018249i,-0.0049677-0.0029154i,-0.0053732-0.0065399i
-0.021413+0.015544i,-0.052107+0.030592i,-0.077831+0.042433i,-0.083887+0.049268i,-0.08915+0.063904i,-0.090959+0.082715i,-0.065565+0.083993i,-0.030889+0.051565i,-0.013611+0.013483i,-0.0060826-0.0009325i,-0.00011326-0.0056517i,-0.00081827-0.0075178i,-0.0040529-0.0040203i,-0.0052231-0.0015087i,-0.0034799-0.0010497i,0.00084898-0.0036238i,0.002607-0.0075427i,0.0020149-0.0079734i,0.00014786-0.0055108i,-0.00062086-0.0026799i,0.0027652-0.0017289i,0.0065465-0.0029954i,0.0082945-0.0023146i
-0.0090212-0.013599i,-0.016699-0.04462i,-0.023605-0.072442i,-0.020805-0.083193i,-0.0018603-0.096493i,0.0033953-0.11614i,-0.025176-0.10248i,-0.04274-0.047625i,-0.026646-0.0071667i,-0.0093991-0.00061095i,-0.0033196+0.0036799i,0.0031411+0.0080685i,0.0066012+0.0076249i,0.006502+0.0062205i,0.0058052+0.0024651i,0.0039383+0.0028544i,0.0041853+0.0073298i,0.0069913+0.0077067i,0.0088841+0.0026885i,0.0074313-0.001541i,0.0036553+0.00030338i,0.00076547+0.0057875i,-0.0015213+0.009751i
0.012558+0.0009992i,0.041462+0.00074771i,0.069611-0.0059294i,0.084607-0.017786i,0.098286-0.020285i,0.11813-0.021785i,0.10718-0.034231i,0.055997-0.031823i,0.014251-0.00935i,-0.00037983+0.0040382i,-0.0035602+0.0042325i,-0.00104+0.0026238i,0.0026394-8.3343e-05i,0.004675-0.00018575i,0.0047835+0.0011806i,-0.00035598+0.0009869i,-0.0048709+0.0016999i,-0.0052532+0.0016942i,-0.0040804+0.001117i,-0.0035238+0.0010068i,-0.0056651+0.00046655i,-0.0091246-0.0009568i,-0.01021-0.0040893i
-0.003601+0.011501i,-0.010947+0.036804i,-0.0092162+0.060336i,-0.0080158+0.065127i,-0.035389+0.064042i,-0.070295+0.078837i,-0.051379+0.087939i,0.00098419+0.05673i,0.019132+0.017142i,0.010654+0.0067324i,0.0078724+0.0039i,0.0061662-0.0048649i,0.00068776-0.0097345i,-0.0047026-0.0092281i,-0.0057364-0.005955i,0.00024845-0.0064355i,0.003439-0.01214i,9.1197e-05-0.011701i,-0.003447-0.0042328i,-0.0035238-6.7911e-06i,0.00086471-0.0010782i,0.0069278-0.0044737i,0.010886-0.0066553i
-0.01424+0.0066023i,-0.025402-0.0010958i,-0.03177-0.002253i,-0.029827-0.0058882i,-0.041626-0.031668i,-0.070713-0.057369i,-0.082631-0.044816i,-0.053197-0.013121i,-0.010989-0.0001508i,0.009002+0.00083724i,0.010591+0.00092998i,0.0052401+0.0001205i,0.00028388+0.0012952i,-0.00091443+0.00036697i,-0.00034914-0.0015356i,0.003338+0.0013616i,0.0079992+0.0047103i,0.0085464+0.0039796i,0.0053567+0.00078934i,0.003447+0.00056285i,0.0050655+0.0038787i,0.006839+0.00686i,0.0060057+0.0097925i
0.00040531-0.0094058i,0.0054274-0.010618i,0.0042431-0.013161i,0.0079945-0.0081636i,0.051028+0.0051417i,0.10014+0.0014035i,0.087403-0.025666i,0.025879-0.033292i,-0.011219-0.013604i,-0.0082879-0.0052287i,-0.0035481-0.0063658i,-0.0041446+0.00063758i,-0.0021155+0.0086395i,0.002016+0.012728i,0.0032411+0.011329i,-0.0036175+0.0063038i,-0.010194+0.0054734i,-0.0078118+0.0050241i,-0.0013115+0.0019795i,0.0008155+0.0010521i,-0.0024717+0.00095461i,-0.0082478+0.0003337i,-0.013183-0.00012254i
0.0078384+0.0053574i,0.0012024+0.0055685i,-0.0062589-0.0032509i,-0.012823-0.011958i,-0.02478+0.0098857i,-0.015842+0.053144i,0.01326+0.064379i,0.016776+0.034101i,-0.0057457+0.0060635i,-0.017346-0.0020893i,-0.013094-0.004786i,-0.0057535-0.0059846i,-0.00034376-0.0062293i,-0.00041854-0.0042584i,-0.0013549-0.001013i,0.00010493-0.0031876i,0.00092687-0.0077706i,-4.8976e-05-0.0085036i,-0.0016406-0.0051071i,-0.0012763-0.0036218i,7.1696e-05-0.0069748i,0.0017606-0.010782i,0.0054099-0.013864i
-0.0064958+0.0035543i,-0.0018865-0.0046038i,0.013892-0.014444i,0.022009-0.025638i,0.002868-0.057455i,-0.042836-0.081938i,-0.0639-0.053249i,-0.027662-0.0071797i,0.0093657+0.0054735i,0.0074038+0.0028343i,5.0644e-05+0.0054092i,0.0019043+0.0029658i,0.0013523-0.0037303i,-0.0001086-0.0097282i,0.0013213-0.011193i,0.0066659-0.005166i,0.011704+0.0010794i,0.0080075+0.0027547i,0.0012207+0.0031736i,-0.001519+0.0027795i,-0.00030824+0.0011979i,0.0037209+0.0039089i,0.0074073+0.0094459i
0.0024118-0.010085i,0.012986+0.0082362i,0.030702+0.039833i,0.047336+0.0546i,0.062648+0.041346i,0.074374+0.0050685i,0.060956-0.031417i,0.0332-0.032251i,0.023648-0.0078573i,0.023625+0.0080088i,0.017671+0.011253i,0.009837+0.0096343i,0.003226+0.0067713i,0.00066868+0.0054667i,0.00017746+0.0031991i,-0.0037559+0.002357i,-0.0073697+0.0047349i,-0.0052045+0.0058457i,0.00027031+0.003346i,0.0016269+0.00169i,-0.0019787+0.0035562i,-0.0072266+0.0063417i,-0.012403+0.0082224i
0.0029234+0.014563i,-0.018036+0.03179i,-0.053702+0.038469i,-0.064539+0.035276i,-0.046942+0.045953i,-0.027506+0.070357i,-0.0046251+0.063694i,0.0022235+0.020647i,-0.0094413-0.0046487i,-0.0057724-0.0028658i,0.0029623-0.0017581i,0.0023024-0.0012267i,0.0024361+0.0024684i,0.00057794+0.0058504i,-0.0022519+0.006486i,-0.0021738+0.00095225i,-0.0010777-0.00704i,0.0020174-0.010442i,0.0040491-0.0082066i,0.002841-0.0038665i,0.001553-0.0027538i,0.0022002-0.008049i,0.0033019-0.015534i
-0.020955-0.005578i,-0.0407-0.042713i,-0.04055-0.095022i,-0.035186-0.11942i,-0.046248-0.11204i,-0.064494-0.091765i,-0.073792-0.049956i,-0.060744-0.011653i,-0.039277-0.0080532i,-0.027273-0.016602i,-0.017311-0.018005i,-0.011662-0.015475i,-0.009272-0.010636i,-0.0043203-0.0074318i,-0.00044378-0.0045529i,0.0041429+0.00068415i,0.0079996+0.0022743i,0.0042771+0.0013747i,-0.0029876+0.0019393i,-0.0054793+0.002969i,-0.00089243+0.0039924i,0.0056183+0.0058491i,0.011482+0.0089673i
0.02123-0.023868i,0.071171-0.032832i,0.11214-0.012509i,0.10109+0.0098895i,0.076446+0.0017322i,0.066772-0.021705i,0.041141-0.035673i,0.0096285-0.017643i,0.0032804+0.0080403i,0.0040313+0.0080541i,-0.00076282+0.0028223i,-0.00065666+0.00037227i,-0.0014899-0.0033491i,0.00027462-0.0021151i,0.006127-0.001621i,0.0033357-0.0020554i,-0.0037601+0.0024018i,-0.0077964+0.0057381i,-0.0068349+0.0045261i,-0.0018121+0.0014593i,0.00021929-0.00016506i,-0.0040524+0.0018219i,-0.011257+0.0069307i
0.015501+0.047016i,0.0088627+0.1196i,-0.018171+0.16793i,-0.030871+0.14734i,-0.027479+0.11773i,-0.01367+0.11142i,0.026075+0.089044i,0.049861+0.043404i,0.037566+0.018101i,0.021263+0.02088i,0.011565+0.023184i,0.0073687+0.022245i,0.0085802+0.016764i,0.0059032+0.0085438i,0.0011037+0.0033275i,-0.0015782-0.002519i,-0.0019905-0.0064466i,0.0021407-0.004851i,0.0075694-0.0022888i,0.0082664-0.0026534i,0.0031174-0.0071894i,-0.0029596-0.013124i,-0.0064467-0.018514i
-0.068106+0.0033426i,-0.13986-0.029987i,-0.15624-0.073272i,-0.079831-0.078434i,-0.0074986-0.062623i,-0.0060329-0.050956i,-0.021263-0.022428i,-0.0036973-0.0042798i,0.011305-0.012977i,0.0072435-0.014635i,0.0028281-0.0076003i,0.00072887-0.0038866i,0.0034342-0.0015745i,0.0033909-0.0038369i,-0.0049311-0.0048367i,-0.0053974-0.00022211i,0.003398+0.0024455i,0.0095652+0.0023737i,0.0088838+0.0019966i,0.003222+0.0025554i,0.00079368+0.0054749i,0.0070764+0.0083842i,0.016413+0.0090457i
0.017785-0.07634i,0.087243-0.14434i,0.14744-0.16302i,0.13535-0.11275i,0.1036-0.066475i,0.091168-0.068036i,0.046481-0.083385i,-0.013607-0.06247i,-0.02987-0.025484i,-0.012984-0.013144i,0.0020688-0.019042i,0.0030638-0.023838i,-0.0036921-0.019705i,-0.0042261-0.0094249i,0.0019488-0.0015832i,0.0043157+0.0013975i,-0.00087794+0.00036783i,-0.0072212-0.0030903i,-0.010933-0.0054407i,-0.011237-0.0044708i,-0.0085999-6.5319e-05i,-0.0071856+0.0063973i,-0.0080468+0.011804i
0.07711+0.061933i,0.1185+0.16134i,0.094181+0.22019i,0.0038851+0.15923i,-0.069454+0.071039i,-0.071819+0.040055i,-0.032943+0.021848i,-0.018876+0.0019426i,-0.025782+0.0056993i,-0.020511+0.01469i,-0.0093038+0.014051i,-0.0027615+0.010073i,-0.004018+0.0060738i,-0.0048981+0.0079289i,0.0024553+0.011142i,0.0076747+0.0049548i,0.0041972-0.0032251i,-0.0014034-0.003821i,-0.002616-0.00066836i,0.00072512+0.00028003i,0.0027444-0.0037015i,-0.0012071-0.0099079i,-0.0087329-0.014708i
-0.1015+0.061318i,-0.23018+0.081548i,-0.29622+0.055227i,-0.22372+0.0079813i,-0.1322-0.023144i,-0.10329-0.018164i,-0.074572+0.020943i,-0.02251+0.039343i,0.0082234+0.020843i,0.0029575+0.0069013i,-0.0089961+0.0085799i,-0.0092081+0.015644i,0.00031932+0.017947i,0.0045421+0.0083224i,-0.0023243-0.0030473i,-0.0073203-0.0032601i,-0.0015669+0.0023222i,0.0082334+0.005715i,0.012098+0.0060149i,0.010474+0.0049835i,0.0090497+0.0039715i,0.012163+0.0031174i,0.018694+0.00011119i
-0.025335-0.13409i,0.0044521-0.26873i,0.074326-0.30821i,0.13067-0.1826i,0.15047-0.035134i,0.12301+0.009655i,0.059823+0.0025686i,0.025497+0.0050201i,0.02813+0.0012583i,0.027681-0.012216i,0.01788-0.016107i,0.0098651-0.012813i,0.0062481-0.010071i,0.0062826-0.010939i,0.0029541-0.01344i,-0.0046763-0.0099944i,-0.0075515-0.0039992i,-0.0059922-0.002804i,-0.0050575-0.002612i,-0.0051057-0.001932i,-0.0071753+8.3906e-05i,-0.010164+0.0064533i,-0.011086+0.015039i
0.15348+0.034087i,0.29345+0.11234i,0.34225+0.17509i,0.24982+0.14393i,0.12912+0.078716i,0.078378+0.045325i,0.069166+0.010805i,0.040307-0.01878i,0.0053154-0.013821i,-0.0004885+0.003489i,0.010893+0.0036578i,0.012526-0.0061512i,0.0026439-0.012716i,-0.0047245-0.0061678i,0.0008358+0.0083143i,0.011679+0.010683i,0.011333+0.00078029i,0.0017127-0.0059667i,-0.0048526-0.0055182i,-0.0050592-0.0035219i,-0.0024596-0.0038808i,-0.0025597-0.0076976i,-0.0067599-0.011703i
-0.097376+0.14814i,-0.2348+0.25901i,-0.31867+0.26025i,-0.26182+0.12092i,-0.1552-0.034455i,-0.092196-0.086717i,-0.05266-0.050406i,-0.025505-0.014212i,-0.023167-0.0002599i,-0.027777+0.008665i,-0.021697+0.01212i,-0.012577+0.010895i,-0.0086204+0.011153i,-0.0072317+0.010558i,-0.004638+0.0087405i,-0.00014633+0.0070486i,0.0025484+0.0056708i,0.0016577+0.0064773i,0.0013078+0.0071155i,0.0027364+0.0045499i,0.0064426+0.0011571i,0.013132-0.0022312i,0.018026-0.0073877i
-0.11403-0.15866i,-0.18822-0.32963i,-0.20718-0.39863i,-0.17135-0.2772i,-0.11785-0.11524i,-0.070224-0.041065i,-0.05079-0.0226i,-0.040618-0.0087549i,-0.01595-0.00024332i,0.00094773-0.0045125i,-0.0015009-0.0079019i,-0.0050799-0.00015971i,-6.8191e-05+0.0076241i,0.0081466+0.0022133i,0.0070093-0.012564i,-0.0042633-0.018372i,-0.0095331-0.0091904i,-0.0045314+0.00084011i,0.0015259+0.002262i,0.0020355+0.00018376i,-0.0035537+0.0017995i,-0.008925+0.0097162i,-0.0090301+0.018866i
0.20293-0.041382i,0.3927-0.037915i,0.46207-0.0088892i,0.32508+0.026177i,0.13648+0.066636i,0.035855+0.07807i,0.011782+0.041901i,0.013317+0.0045663i,0.018243-0.0098642i,0.021461-0.012686i,0.019068-0.0089983i,0.013579-0.0075641i,0.0078974-0.010051i,0.0028848-0.0081076i,0.0016372-0.0027266i,0.0041251-0.001908i,0.0074627-0.006003i,0.0084184-0.010588i,0.0064857-0.010312i,0.0032409-0.0058868i,-0.00092736-0.0050691i,-0.0053113-0.0086246i,-0.0096581-0.01091i
-0.042901+0.21866i,-0.095876+0.39852i,-0.084972+0.45802i,0.027708+0.32343i,0.11472+0.13516i,0.10809+0.032615i,0.072679+0.01094i,0.04523+0.011188i,0.019302+0.0051101i,-0.00075309+0.0033358i,-0.0046212+0.0059882i,-0.00030239+0.0022608i,-0.001737-0.0041424i,-0.0086888-0.0026445i,-0.010359+0.010236i,-0.0029655+0.020894i,0.0021466+0.017325i,-0.00035705+0.007426i,-0.0049243+0.001963i,-0.0063522+0.0022402i,-0.00012063+0.003755i,0.0094293+0.001555i,0.01369-0.0046477i
-0.19704-0.12719i,-0.33689-0.24134i,-0.36863-0.27483i,-0.23937-0.1891i,-0.059201-0.10462i,0.022903-0.072076i,0.0066069-0.039401i,-0.018468-0.0041338i,-0.023212+0.014189i,-0.01846+0.013834i,-0.010507+0.0073337i,-0.0053824+0.0059978i,-0.0028199+0.0096899i,0.0037235+0.0085567i,0.0088696-0.00033051i,0.0049085-0.0066384i,-0.0025944-0.0041893i,-0.0061103+0.0034896i,-0.0042085+0.0072196i,-0.00053753+0.0041331i,-0.0005623+0.0021665i,-0.0035893+0.0057105i,-0.002752+0.012382i
0.19743-0.12789i,0.3316-0.2188i,0.31752-0.26458i,0.11144-0.23431i,-0.090376-0.15159i,-0.13077-0.075149i,-0.08179-0.040926i,-0.041739-0.027609i,-0.019218-0.010691i,-0.00020569+0.0027594i,0.0067616+0.0024335i,0.0018044+2.9478e-05i,0.0022333+0.0024888i,0.0070299+0.0015192i,0.0086696-0.0060332i,0.0065539-0.015026i,0.0052961-0.017173i,0.0065067-0.012385i,0.0075347-0.0076328i,0.005588-0.0042795i,0.00048291-0.0035633i,-0.0056019-0.005524i,-0.010644-0.0072423i
0.022297+0.23548i,0.048188+0.39923i,0.061887+0.41889i,0.039087+0.2716i,-0.01446+0.115i,-0.039918+0.047356i,-0.012848+0.025061i,0.015756+0.0043145i,0.020709-0.0081664i,0.012475-0.0088904i,0.0052645-0.0060138i,0.0065724-0.0072311i,0.0058416-0.010597i,-0.0023326-0.0099699i,-0.0098675-0.0034314i,-0.0088719+0.0055382i,-0.0028233+0.0074751i,0.0011147+0.0029628i,0.0015372+0.00071216i,0.0012744+0.0026904i,0.0040847+0.0060088i,0.010447+0.0080645i,0.014991+0.0066278i
-0.21121-0.072608i,-0.35872-0.092814i,-0.34347-0.035958i,-0.14907+0.071881i,0.034654+0.13279i,0.089011+0.11207i,0.062667+0.06519i,0.029228+0.031512i,0.0093088+0.010125i,-0.0029251-0.0022607i,-0.0085114-0.00033772i,-0.0055149+0.0062606i,-0.0032665+0.0051928i,-0.003561+0.004632i,-0.0016322+0.0065766i,-0.0019596+0.0062276i,-0.0043427+0.0055894i,-0.0047664+0.0058117i,-0.0042011+0.0047871i,-0.0040913+0.0015821i,-0.0042098-0.0015093i,-0.0041782-0.0020501i,-0.0036113-0.0010978i
0.14408-0.14558i,0.23979-0.25721i,0.23815-0.27846i,0.17617-0.19556i,0.13914-0.10918i,0.096618-0.07374i,0.033543-0.05825i,-0.0048044-0.035918i,-0.010384-0.014614i,-0.0026339-1.9551e-05i,0.0014687+0.0032891i,-0.0024644+0.0018526i,-0.0044742+0.0052258i,0.00029028+0.0099734i,0.0056383+0.0089292i,0.0077234+0.0019513i,0.0038471-0.0023273i,-0.0021711-0.0016037i,-0.0028351-0.0016911i,0.00040588-0.0030721i,0.0011811-0.0064084i,-0.002931-0.011952i,-0.0087558-0.013713i
0.051353+0.17785i,0.098433+0.28367i,0.12363+0.23243i,0.088158+0.048562i,0.024495-0.094038i,-0.0073588-0.12126i,-0.013181-0.080117i,-0.0091261-0.033842i,-0.0015628-0.0080751i,0.0038815+0.0032228i,0.011342+0.0013852i,0.012838-0.0069582i,0.0094043-0.0077425i,0.0060005-0.0083898i,0.00013934-0.0093135i,-0.00058044-0.0053424i,0.0047205-0.0022484i,0.009395-0.002498i,0.012061-0.0038436i,0.0095857-0.0032127i,0.0050164+0.0010799i,0.0071011+0.007552i,0.013561+0.011088i
-0.17696-0.027433i,-0.29066-0.027762i,-0.31329+0.013046i,-0.26137+0.050276i,-0.20924+0.052011i,-0.14327+0.058865i,-0.06666+0.061088i,-0.02628+0.042523i,-0.015573+0.024991i,-0.010027+0.010741i,-0.0077485+0.0041933i,-0.0011951+0.0048365i,0.0053833+0.00086058i,0.0069687-0.0031235i,0.0071557-0.0041608i,0.0046071-0.0045688i,0.0026854-0.0043326i,0.0028322-0.0029478i,0.00036404-0.0011779i,-0.0037356+0.001325i,-0.0072192+0.0066257i,-0.01124+0.011588i,-0.013452+0.010753i
0.096451-0.10428i,0.13575-0.16014i,0.090231-0.14422i,0.0018048-0.055252i,-0.044942+0.0358i,-0.051592+0.06365i,-0.032924+0.043811i,-0.011872+0.01487i,-0.010045+0.0015072i,-0.013641+0.00097788i,-0.016092+0.00058511i,-0.020745+0.0026086i,-0.020766+0.0042538i,-0.016343+0.0073477i,-0.0070489+0.011327i,-7.3351e-05+0.007975i,-0.0040977+0.0023107i,-0.011961+0.0011161i,-0.016462+0.0037796i,-0.011592+0.0066242i,-0.00051756+0.0025094i,0.0056357-0.0080563i,0.0053376-0.011896i
0.039057+0.1099i,0.073245+0.15935i,0.12893+0.13462i,0.19843+0.069632i,0.2265+0.018893i,0.18437-0.029835i,0.10604-0.059009i,0.054427-0.044875i,0.037195-0.023999i,0.026647-0.010585i,0.020912-0.00011628i,0.019972-0.0010857i,0.013273-0.0059357i,0.0023452-0.007447i,-0.0060617-0.0073698i,-0.00738-0.0034831i,-0.0029807+0.00044646i,0.00093057+0.00096673i,0.0041154-0.00087483i,0.0060588-0.0050821i,0.0059702-0.0062305i,0.0075805-0.0031801i,0.0085175-0.0026838i
-0.10027-0.014436i,-0.1279-0.029903i,-0.07284-0.017817i,0.022646-0.014826i,0.078614-0.044759i,0.069008-0.050668i,0.032613-0.026282i,0.0098065-0.0094373i,0.0064873-0.0014946i,0.011548+0.00068477i,0.015489+0.00088261i,0.017703+0.0045869i,0.018857+0.0078336i,0.020051+0.0040161i,0.017404-0.0032504i,0.0091268-0.0067016i,0.0053489-0.0063857i,0.0093614-0.0035306i,0.014603-0.0005921i,0.013921-0.0007958i,0.0042167+0.00019668i,-0.008927+0.0064131i,-0.015576+0.012846i
0.048865-0.04328i,0.057894-0.039905i,0.00041624-0.033749i,-0.093046-0.048295i,-0.14559-0.053587i,-0.13318-0.024847i,-0.089022+0.004845i,-0.05714+0.011995i,-0.044969+0.0088867i,-0.03297+0.0030842i,-0.024622-0.0065375i,-0.023516-0.0097635i,-0.018175-0.0031755i,-0.0086595+0.008212i,0.00034251+0.016328i,0.0051462+0.015598i,0.0035164+0.011402i,0.00050029+0.0083407i,-0.0013384+0.0064734i,-0.0023432+0.0050254i,0.00016521+0.0015419i,0.0056791-0.0066768i,0.010389-0.014246i
-0.01649+0.059597i,-0.054786+0.078676i,-0.085798+0.05541i,-0.094164+0.029298i,-0.086994+0.027363i,-0.051673+0.022845i,-0.013895+0.0085902i,-0.0046454-0.0011951i,-0.0061728+0.00035847i,-0.0053739+0.0044355i,9.103e-05+0.00053709i,0.0027406-0.011478i,-0.0028184-0.021584i,-0.009946-0.024756i,-0.012558-0.018893i,-0.010231-0.0091806i,-0.0072641-0.0052636i,-0.0073439-0.0075455i,-0.010999-0.0097183i,-0.014857-0.0064871i,-0.012023+0.0013742i,-0.0036848+0.0079193i,0.0006228+0.0098884i
0.010424-0.054903i,0.03098-0.1013i,0.058938-0.084499i,0.070707-0.011505i,0.071903+0.036119i,0.065249+0.025558i,0.047259-0.00046043i,0.033716+0.00019662i,0.031134+0.0111i,0.026261+0.014506i,0.015426+0.021812i,0.011739+0.029325i,0.012009+0.023047i,0.009509+0.0086583i,0.0042788-0.0039513i,-0.0003637-0.0089981i,-0.0011706-0.0097485i,-0.0014505-0.0079885i,-0.00087269-0.0028058i,0.0024255-0.00026581i,0.0012446-0.0017276i,-0.0045971+0.0004139i,-0.0073565+0.0046375i
0.032517+0.06082i,0.081691+0.1089i,0.11973+0.11268i,0.1283+0.049606i,0.1033-0.02376i,0.044555-0.049779i,0.0012748-0.03387i,-0.0029291-0.020533i,0.00048309-0.025074i,-0.0027398-0.029289i,-0.0089536-0.025153i,-0.014717-0.012292i,-0.012151+0.0068289i,-0.003032+0.022539i,0.0076113+0.027357i,0.013975+0.021832i,0.012543+0.016593i,0.010278+0.015432i,0.010885+0.013935i,0.013214+0.0094766i,0.015265+0.001225i,0.01295-0.0091637i,0.007589-0.01572i
-0.13863-0.016234i,-0.23624+0.0019242i,-0.22773+0.017952i,-0.11076+0.0067188i,-0.023064-0.016217i,-0.015146-0.016315i,-0.025422-0.0018771i,-0.025971-0.0013467i,-0.026923-0.0078781i,-0.019547-0.0073551i,-0.00053695-0.0096621i,0.011974-0.021261i,0.0085597-0.0286i,0.0018985-0.025356i,0.00022072-0.018937i,-0.00033275-0.013792i,-0.0020187-0.0098859i,-0.00060338-0.0067072i,0.0026049-0.0061669i,0.0011811-0.0063291i,-0.0022513-0.0010996i,-0.00085997+0.0083708i,0.0043075+0.015723i
0.11942-0.10432i,0.15016-0.181i,0.099133-0.19734i,0.015651-0.12011i,-0.0072923-0.022608i,0.021899+0.020239i,0.035875+0.01888i,0.027744+0.017834i,0.019406+0.033202i,0.013327+0.047807i,0.010531+0.050223i,0.014362+0.040751i,0.017727+0.020048i,0.012316-0.0028554i,0.0022875-0.014826i,-0.0035061-0.014601i,-0.0042021-0.011482i,-0.0052487-0.010239i,-0.0070752-0.0067411i,-0.0095214-0.0034893i,-0.013592-0.0032342i,-0.017459-0.0037358i,-0.017227-0.0064946i
0.08093+0.21627i,0.16557+0.29386i,0.18774+0.24499i,0.10367+0.11455i,0.01765+0.024832i,0.013316-0.010742i,0.024172-0.031355i,0.0048568-0.025321i,-0.0026971-0.0053235i,0.0064239-0.0047233i,-0.00094579-0.017771i,-0.020618-0.017597i,-0.026752+0.0015227i,-0.016302+0.017661i,-0.0052581+0.019902i,0.001031+0.015732i,0.0053828+0.010758i,0.0043145+0.0063709i,-0.001343+0.0047213i,-0.0027942+0.0050115i,0.0026493+0.0048991i,0.0078703+0.0034284i,0.0086371+0.0023367i
-0.28198-0.091185i,-0.40231-0.06124i,-0.36797+0.023711i,-0.22266+0.060933i,-0.12393+0.015356i,-0.10155-0.018682i,-0.071393-0.011959i,-0.031083-0.01648i,-0.010209-0.033969i,0.0022684-0.044375i,0.013845-0.045809i,0.016698-0.040999i,0.0079672-0.031414i,5.2242e-05-0.015022i,-0.0010971-0.002196i,-0.0041469+2.6379e-05i,-0.0076812+0.00038301i,-0.0048188+0.0007435i,0.0021698-0.0019508i,0.0065735-0.0046654i,0.0080947-0.0012876i,0.01124+0.0056516i,0.015396+0.0069985i
0.1822-0.25092i,0.16892-0.38857i,0.082146-0.36577i,0.032332-0.20141i,0.023957-0.067091i,-0.0091616-0.030379i,-0.035628-0.01678i,-0.019273-0.0067629i,-0.0077189-0.011528i,-0.019255+0.0012669i,-0.021302+0.03186i,-0.0017349+0.043938i,0.019043+0.0244i,0.022468-6.237e-05i,0.015722-0.0081525i,0.010284-0.0069858i,0.0074837-0.0049098i,0.0070608-0.00088941i,0.0091553+0.0057482i,0.012226+0.0081172i,0.0077177+0.0017782i,-0.0056464-0.0067457i,-0.020023-0.0087596i
