-0.00064576+0.00025138i,0.00061693-0.00094369i,0.00034377-0.0003163i,0.00011115-0.00081926i,-0.00043361-0.0011824i,-0.00023028-0.00062421i,0.00021812+0.00026036i,0.00077827+0.00041737i,0.0014256+0.0007481i,0.0015107+0.00030339i,0.00075564-0.00094539i,-3.4308e-05-0.00068018i,-3.4745e-05+0.00021768i,0.00037886+0.00035116i,0.0001336+0.00057127i,0.00042655+0.00041348i,0.0011589-0.00061663i,0.00068567-0.00096618i,-0.00039459-0.00031264i,-0.00067109-0.00056479i,0.00032863-0.0010737i,0.00048816-0.00034567i,-0.00034454-0.00046057i
-0.0012085+0.001267i,0.00027045+0.0023059i,0.0018744+0.0013085i,0.0027478+0.00037566i,0.0018602-0.00082706i,0.00056528-0.0020884i,-0.00056269-0.00201i,-0.0012203-0.00073451i,-0.0010763+0.00097876i,-0.00036499+0.00046429i,0.0003394-0.00070907i,0.00055226-0.00073396i,-2.8561e-05-0.00034004i,-0.0001052-0.00042487i,0.00061767-0.00021096i,0.00017943+0.00058952i,-0.00036663+0.00076583i,-0.00020618+0.00016557i,-7.5597e-05-7.11e-05i,-0.00010136-0.00050873i,-7.1419e-05-0.00040298i,-0.00021464+0.00042994i,-1.5772e-05+0.00044613i
0.00080736-0.00079278i,0.00069396-0.0010913i,0.00089411-0.00088338i,0.00034224-0.00094853i,-0.00040678-0.0010641i,-0.0012412-0.00083764i,-0.00099537-0.00074493i,0.00014055-0.00054304i,0.00063729-0.00018301i,6.4699e-05-0.0003834i,-2.9127e-05-0.0006326i,0.0005191+0.00017727i,0.00047914+0.00028718i,0.00034659-0.00028544i,0.00089992+0.000265i,0.00040515+0.00078325i,-0.00037062+0.00065518i,-9.4564e-06+0.00025918i,0.00024777-0.0002311i,0.0007362-0.00012188i,0.00098424+0.00026277i,-8.6026e-05+6.401e-05i,-0.00069698-0.00042823i
-0.0013031-0.0010565i,-0.0012916+9.6738e-05i,-0.0011341+0.00092759i,-0.0010819+0.00099095i,3.1387e-05+0.0013792i,0.0017263+0.0011304i,0.0018948+0.0011748i,0.0012064+0.0010842i,0.00033441+0.00024421i,-0.00014767+0.00010568i,-0.00041434+0.00022847i,0.00026816-0.00073064i,0.0013647-0.00096291i,0.00082993-0.00023419i,-2.4998e-05-0.00021576i,-0.00016526-0.00047129i,0.00015456-0.00066969i,0.00062619-0.00065755i,0.00061483-0.00026669i,0.00076421-0.00031288i,0.00026543-0.0010155i,-0.00044909-0.00078546i,-0.00036506-0.0010886i
0.00074539+0.0006888i,0.00059219-4.1342e-05i,0.0011001+0.000162i,0.0016313+0.00029705i,0.0022293-0.00021874i,0.0018408-0.0014744i,-2.7957e-05-0.0016815i,-0.0010005-0.00055119i,-0.00022291-0.00025307i,0.00070897-0.00012313i,0.00053945-0.00044048i,0.00053133-0.00081603i,0.00069018-0.00020962i,-0.00050977-0.00011945i,-0.00089194+0.00017667i,-0.00072768+0.00042105i,-0.0010708-0.00062864i,-0.00071576-0.0014806i,-0.00070222-0.00070984i,-0.00020016+0.00010973i,0.00024319+0.00030029i,-0.00065257+0.00048269i,-0.00089289-7.4632e-05i
-0.00080701+0.0010199i,0.00018195+0.0017395i,0.00049724+0.001793i,0.0010364+0.0009809i,0.0019148-0.00040279i,0.0016304-0.0014931i,-0.00032267-0.00094604i,-0.0015871-0.00012801i,-0.0010201-0.00020497i,-0.00065785-0.00070524i,-0.00037075-0.00079652i,-0.00016985-0.00010531i,0.00015062-0.0003029i,-1.3632e-05-0.00042922i,-0.0014279+9.5615e-05i,-0.0019537+7.3555e-05i,-0.0010624-0.00039738i,-3.3428e-05-0.0006878i,-1.6684e-06-0.00049418i,1.6383e-05-0.00032783i,-0.00045988+0.00054777i,-0.0014117+0.00048036i,-0.00024725+4.7895e-05i
0.00084126+0.00056054i,3.5605e-05+0.00044442i,-0.0010378-0.00014302i,-6.3399e-05+0.00014006i,-2.4501e-05+0.00010666i,-0.00067758-0.00044037i,-0.00099193-0.00073421i,-0.00065262-0.0003167i,0.00020909-4.8043e-05i,-4.9468e-05-4.5324e-05i,-0.00030098+0.00031244i,9.9296e-05+0.00039356i,0.00011208-0.00018222i,-0.00032691-0.00072516i,-0.00037588+5.843e-05i,4.2721e-05+0.0009463i,0.00014507+0.00026496i,-0.00041509-0.00059502i,-0.00047129-0.00052486i,0.0002965+0.00012553i,0.00031481+0.0012245i,-8.9521e-05+0.0013854i,-7.3657e-05+0.0010067i
-0.0010351-0.00020368i,-0.00028955+0.00016999i,-0.00010164+0.00013481i,-0.00041513-0.00093421i,0.00044711-0.0013631i,0.00027263-0.00077546i,-0.00071771+0.00010931i,-0.0009551+0.00050269i,-0.00059352+0.00024301i,-0.00024786+0.00051507i,9.8434e-05+0.00041565i,0.00077941+8.8919e-05i,0.0013217-9.8221e-05i,0.0016976-0.00036416i,0.0016832-0.00016975i,0.0017199+0.00012094i,0.0014308+0.00028796i,0.00077855+0.00019785i,0.00049107+0.00037545i,0.00098427-0.00010356i,0.0009926+0.00021304i,0.00098652+0.00033522i,0.00094256+2.3997e-05i
0.00042508+0.00065022i,0.0016573+0.00041057i,0.0017112+0.00036612i,0.00092753-0.0003178i,0.00042397-0.0010928i,0.00019217-0.00095202i,-0.00034339-0.0005956i,6.6845e-05-4.1576e-05i,0.0012817+0.0010902i,0.0020697+0.0011054i,0.0021068-0.00047266i,0.001277-0.00143i,0.00023259-0.0010866i,0.0001045-0.00056509i,0.00025973+0.00031858i,0.00035507+0.00010389i,0.00020186-0.00071456i,-0.0003644-0.00038208i,-0.00028843-3.7078e-06i,-9.439e-05+0.0001154i,-0.00031353-0.00055283i,5.5525e-05-0.0010942i,0.00040297-0.0010291i
-0.00062283+0.00022404i,5.63e-05+0.00080028i,-0.00016535+0.0010716i,-0.00045775+0.0014524i,0.00059461+0.0005128i,0.0018203-0.0004908i,0.0017737-0.0005108i,0.001237-8.4226e-05i,0.00021387+0.00083905i,-0.00071367+0.0004234i,-0.00088653-0.00079448i,-0.00029502-0.00096891i,0.00026312-0.0012576i,0.00037704-0.00094963i,0.00089869-0.00063274i,0.0011222-0.00039795i,0.0006242-0.00042882i,0.00033449-0.0007475i,-0.00025856-0.00069679i,-0.00059064-0.00067762i,-0.0002431-0.00029049i,7.0405e-05-0.00058105i,-0.00024222-0.00071027i
0.00038567-0.0028262i,-0.00030329-0.0031861i,-0.00033372-0.0029527i,-0.00092962-0.0021655i,-0.0017668-0.0014043i,-0.0014983-0.00052319i,-0.00085037-0.00012871i,-0.00017957-0.00051255i,0.00049181-0.0010541i,0.00025768-0.0007515i,-0.00014229+0.0007211i,0.00045422+0.0014456i,0.0012351+0.00032525i,0.0010502-0.00078491i,6.5853e-05-0.00040354i,7.14e-05+0.00017238i,0.00043435+5.7298e-05i,5.4942e-05-0.00028306i,-0.00038462-0.00037945i,-0.00065387-0.00027846i,-0.00096394+2.7998e-05i,-0.00046783+0.00084385i,-3.2364e-05+0.00192i
0.00044742-0.00078483i,0.00077819-0.0011258i,0.0015052-0.00080905i,0.0011501-0.00059184i,0.00091967-0.0012569i,0.00038917-0.0015021i,-0.00048312-0.0011798i,-0.00012006-0.0008031i,0.00073422+1.1909e-05i,0.00069611+0.00033678i,0.00058299+0.00012427i,0.0010271+0.00010304i,0.00087377+0.00065241i,0.00036473+0.00050051i,-0.00011209+0.00043223i,-0.00052227+0.0010749i,-0.00054823+0.00033782i,-0.00020355-9.8172e-05i,-0.00024156-0.00024706i,-0.0010833-0.00082273i,-0.0011226-0.00064796i,-0.00075375+0.00035469i,-0.00066506+0.0012085i
0.0013255-0.0016552i,0.0010001-0.001446i,0.00036131-0.0010577i,-0.00039163-0.0012973i,-0.00031046-0.0015453i,-0.00068246-0.0012818i,-0.0011249-0.00074735i,-0.0013451+0.0002849i,-0.00071419+0.00054171i,0.00055106-0.00037496i,0.00099131-0.00087616i,0.00018445+4.3652e-05i,-0.00012077+0.00073535i,0.00058927+0.0005111i,0.00025607+0.00041139i,0.00071544+0.00074387i,0.0012413+0.00064433i,0.0012284-0.00044024i,0.00074544-0.00065917i,0.0009155-0.00010063i,0.0011123+0.00037981i,0.00058357+0.00030174i,0.00023583-0.00031574i
0.00090065+0.00036051i,0.0013885-0.00037586i,0.0014792-0.00084263i,0.00095762-0.0010354i,0.00015257-0.00080767i,5.2825e-05-0.001534i,5.7483e-05-0.0012154i,-0.00091535+0.00019555i,-0.00082814-0.0001728i,0.000119-0.00091427i,0.00012678-0.00082059i,0.00030848-0.00056243i,0.00088528-0.00059718i,0.0011181-0.0007837i,0.001099-0.00054839i,0.00077858-0.0004508i,0.00036354-7.126e-05i,0.00072521-0.00040583i,0.00064523-0.00083663i,8.8659e-05-0.00085021i,-5.394e-05-0.0006912i,0.00046012-0.00022583i,0.00088873+0.00055967i
-0.0011275+0.00024582i,-0.00067474-0.00018246i,-0.00060977+0.00029961i,-0.00050196+0.00044516i,0.00019722-0.00045173i,0.00026328-0.00089462i,-0.00020351-0.00012437i,-8.0865e-05+0.0010056i,-2.6732e-06+0.0010227i,0.00024439-3.2817e-05i,0.00058701-0.00064754i,0.0010845-0.0004511i,0.0012573-0.00032297i,0.00093374+6.8451e-05i,0.00034491+0.00076808i,2.0735e-05+0.00025347i,0.0001523-0.001113i,0.00040478-0.0015964i,0.00052823-0.00067039i,0.00022158-7.5109e-05i,-0.00010073+0.0004521i,-0.00094047+0.00068486i,-0.0011346+0.00064071i
0.00061233+0.0012877i,0.001589+0.00090982i,0.0023197-9.2401e-05i,0.0031276-0.0012403i,0.0032156-0.0018379i,0.0015387-0.0019863i,0.00068945-0.001249i,0.0013657-0.00034756i,0.0015112+8.0215e-05i,0.00055802-0.00068677i,-0.00073392-0.0010264i,-0.0012047+7.243e-05i,-0.00085045+0.00070085i,-0.00068477+0.00057659i,-0.00034492+0.00022855i,-0.00030312-0.00021631i,-0.00026077-0.00012056i,0.00091297+0.0004316i,0.00055206+0.00093822i,-0.00097321+0.00023544i,-0.0014692-0.00021272i,-0.0013229+0.00024677i,-0.00077178+0.00028871i
-0.00042503+0.00011167i,-0.00057931-0.00032857i,-0.00051446-0.0017072i,0.00017807-0.0024836i,0.0010989-0.001838i,-0.00028479-0.00079193i,-0.00080658-0.0009907i,-0.00038782-0.0013997i,4.7703e-05-0.0010746i,0.00086887-0.0010679i,0.0011165-0.00089473i,0.0011398-0.00080456i,0.001193-0.00012207i,0.0010397+0.00020927i,0.00085925-0.00017198i,0.00015183+9.6533e-05i,-0.00043014+0.00043231i,-0.00040659+0.000441i,-0.00080853-7.7095e-07i,-0.00098255+0.00011308i,-9.0178e-05+7.328e-05i,0.00043631+0.00016456i,-0.00033925-0.00016593i
0.0017818-0.0002051i,0.00149+0.00029206i,0.001583+0.0011074i,0.0011379+0.00026246i,0.00027756-0.0013871i,-0.0001997-0.0027276i,-9.2756e-05-0.0021546i,-0.00015691-0.00089292i,-0.00019393-8.911e-05i,0.00025248+0.00034146i,0.00071335+0.00054432i,0.0006872+0.0010159i,0.00052404+0.0010381i,0.00051562+0.00049528i,0.00083568+0.00033458i,0.001219+0.00096055i,0.001477+0.00069663i,0.0011619-0.00037164i,0.00010056-0.00043099i,-0.00055878+0.0006651i,0.00019784+0.0012791i,0.00099631+0.0001051i,0.0012424-0.00035501i
-0.00065819-0.00018189i,-0.0011507-0.00033153i,-0.00059158+0.0003156i,-4.8174e-06+0.00033353i,-0.00015428+0.0002492i,-0.00096638+0.00025755i,-0.0015571-7.9704e-06i,-0.0018363+0.00047968i,-0.0013855-0.00014341i,-1.2766e-05-0.0013897i,0.00085112-0.00084081i,0.0010364+2.4852e-05i,0.00044147-0.00018769i,0.00040849-0.0007248i,0.00092186-0.00075814i,0.00091963-0.00053968i,0.00047549-0.001169i,0.00036882-0.001537i,0.00062625-0.00046236i,0.00033793-0.00011141i,-0.00026289-0.00038829i,-0.00017017-0.00073627i,-0.00016155-0.00039511i
-0.00083054+0.0032698i,0.00057956+0.0023423i,0.0015319+0.0015742i,0.001855+0.0012879i,0.0019891+0.00047778i,0.0015642-0.00037006i,0.00067361-4.7954e-05i,0.00067002+0.0012483i,0.0008187+0.0015064i,0.00032938+0.00086828i,0.00040742-0.00016748i,0.0013524-0.0013752i,0.00053168-0.0010127i,-0.00098221+0.0001421i,-0.00039192+0.00021218i,0.0005291-0.00043118i,0.00065678-0.00055317i,0.00060044-0.0003266i,0.00056369-0.00074309i,0.00025206-0.00052788i,-0.00043752-0.00072201i,-0.00070135-0.0006816i,-0.0012116-0.00037623i
-0.0015831+0.00084915i,-0.0012925-0.00026929i,-0.00010188-0.00059396i,0.0011594-0.00024033i,0.00098093-0.00079883i,0.0013429-0.0012766i,0.0014072-0.00056445i,0.00080046-5.6613e-06i,0.0010698+0.00030391i,0.0013916+0.00075472i,0.0006161+0.00040987i,-0.00042366+8.5584e-05i,-0.00066078+1.9999e-05i,-0.00051208-0.00056061i,-0.00040498-0.00036819i,-0.00028595-0.00039156i,-0.00019236-0.00096515i,-0.00041453-0.00080651i,-0.00097492-0.00056733i,-0.00066339-0.00041626i,-0.00051314-0.00028182i,-0.00069471-0.00011301i,-0.0011231-7.7027e-05i
0.000279+0.0014814i,0.0014327+0.0017009i,0.0010572+0.0016259i,0.0003608+0.00091619i,0.0013526+0.00011743i,0.0017173-0.00079845i,0.00098896-0.00073541i,0.00082519+6.1504e-05i,0.00089118-0.00010677i,0.0008097+0.00012293i,0.00028404+0.0002368i,0.00027199-0.00044704i,0.00026622-0.00051895i,-0.00071552+0.00077371i,-0.00076085+0.00096645i,-0.0003133+0.00050096i,0.00018508+0.00086972i,0.00097601+5.813e-05i,0.00050972-0.0007271i,-0.00038104+0.00018092i,-0.00073705+0.00084057i,-0.0003322+0.00012274i,3.7744e-05+0.00013114i
0.0014705-0.00061532i,6.8858e-05-0.00010361i,-0.00035559-0.0012055i,-8.4496e-05-0.002573i,-0.00052834-0.0032161i,-0.0012727-0.0030091i,-0.0012105-0.0021783i,-6.1758e-05-0.0011583i,0.00037301-0.00086571i,0.00024844-0.00073566i,0.00045194-0.00058095i,0.00056241-0.00013333i,0.0015524-0.00030898i,0.0017174-0.00052817i,0.00052678-0.00012023i,0.00057892+0.00012007i,0.0010228+0.00061574i,0.00096679+0.00064531i,-8.9517e-05-0.00021209i,-0.0011179-0.00022961i,-0.00094135-4.6943e-05i,-0.00013098-2.3613e-05i,0.00013873+0.00011922i
0.0011399-0.0017315i,0.0010449-0.00080597i,0.00017617-0.00061364i,-0.00067028-0.0005092i,-0.0010009+0.00047249i,-0.00066445+0.00039225i,-0.00099861-5.0334e-06i,-0.0021189+0.00022587i,-0.0018094+0.0001301i,-0.00038357-0.00075184i,-0.00036244-0.0014484i,-0.00025905-0.00058736i,0.00051576+0.00021015i,0.0006553-0.00031545i,0.00046379-0.0010037i,0.001215-0.0009506i,0.0018469-0.00064856i,0.001416-0.00057514i,0.0010378-0.00050231i,0.00079624-0.00016501i,0.0010826-0.0003707i,0.0015531-0.00016764i,0.00079344+0.00057392i
-0.0022097-0.0022682i,-0.0027314-0.00085677i,-0.0020337+0.0004908i,-0.00066029+0.0012149i,0.00010599+0.000317i,-7.2978e-05-0.00061517i,-0.00072197-2.0421e-05i,-0.001173+0.00016631i,-0.001198+0.00014001i,-0.0010416+4.9241e-05i,-0.00065231-0.00076577i,-0.00011112-0.0009305i,7.5842e-06-0.0011386i,-6.2543e-05-0.0020182i,-0.00013558-0.00096009i,-0.00015722-0.00020201i,1.9243e-05-0.00051865i,0.00021175-0.00059811i,-0.00020805-0.0010091i,-0.00068039-0.00090122i,-0.0010457+0.0003426i,-0.0013415+0.00057528i,-0.00064243+0.00021779i
-0.0006868-0.0019777i,-0.00044948-0.0010808i,3.9185e-05+0.00026437i,-0.00076896+0.00099099i,-0.001378+0.00018962i,0.00066838-0.0010736i,0.0011385-0.00066018i,0.00029213+0.00085089i,0.00027379+0.00060033i,0.00026107+0.00041275i,-0.00011347+0.0004183i,-0.000128+0.00023466i,0.00033093-0.00041967i,0.00095813-0.00094424i,0.00076956-0.00040322i,0.000623+0.00026263i,0.00010588+0.00016813i,-0.00028371+1.3728e-05i,0.0002454+0.00018588i,0.0006322-0.00038251i,1.5919e-05-0.00068275i,-0.00062171-0.00051097i,-0.0005412+0.00041366i
-0.00014699+0.0015283i,0.0012246+0.0014323i,0.0019009+0.001217i,0.0023219+8.9065e-05i,0.0022579-0.0016656i,0.0010436-0.0026777i,0.00031133-0.0017479i,0.00064035-0.00061173i,0.0011433+0.00012833i,0.00098178-1.7825e-05i,0.00013287-0.00020283i,-0.00016042+0.00066443i,-0.00019535+0.0010437i,-0.00052298+0.00068159i,-0.00071878+0.00063629i,-0.00023919+0.00081396i,0.00025773+0.00031814i,0.00053562-0.00026994i,0.00073081-0.00023458i,0.00054876+8.9945e-05i,-1.3911e-05+0.0001333i,-0.00052863-0.00014535i,-0.00036921+0.00052407i
0.0013411-0.00040733i,0.0015247-0.00078277i,0.0016963-0.00070651i,0.00177-0.00067294i,0.00096672-0.0014027i,-1.7068e-05-0.002289i,-0.00015618-0.002508i,0.00099204-0.0018561i,0.0022872-0.00091802i,0.0021352-0.00076865i,0.0015538-0.0011332i,0.0013138-0.00089362i,0.00067073-0.00010729i,-9.543e-06+0.00069838i,8.3901e-05+0.00076578i,-0.00012131+0.00048764i,-0.00022086+0.00046795i,0.00017409-0.00025542i,-0.00015959-0.00047414i,-0.00026789+0.00037087i,0.00052557+0.00045777i,0.0012706+3.5457e-05i,0.00076639+0.00024036i
0.00053425+0.00080581i,0.00057161+0.0010756i,0.00059748+0.00047964i,0.00097795-0.00084163i,0.0014758-0.0017399i,0.00111-0.0018952i,0.00049508-0.0013411i,-0.00013933-0.00044824i,-0.00062766+0.00023391i,-0.00033187-0.00032731i,0.00045504-0.00084259i,0.00074684-0.00056243i,0.0010029+0.00016876i,0.00092509+0.00041592i,0.00013419+0.0001865i,0.00055954+0.0003386i,0.00089469+0.00020886i,0.0003212-0.00022113i,2.962e-05-0.00074192i,0.00014772-0.00059016i,0.00021179-0.00052328i,0.00057499-0.00039385i,0.00033704+0.00037288i
-0.0010281-0.0018016i,-0.00087156-0.002068i,-0.00050605-0.00058542i,0.0007477-0.00048353i,0.0012607-0.0017267i,0.00022951-0.0025801i,-0.00080692-0.0015007i,-0.00079952+0.00017284i,-0.00057466+0.00063694i,-0.00057971-0.00045583i,-0.00088048-0.00085629i,-0.00024013-0.00049682i,0.0001183-0.0007759i,-0.00025643-0.00093867i,0.00046819-0.00079821i,0.0010111-0.0002993i,0.0010214-0.00033191i,0.00057839-0.0011156i,0.00031215-0.00085542i,6.2163e-05-0.00086131i,0.00031118-0.001106i,0.00020933-0.00084095i,-0.00054591-0.00047832i
0.00072128-0.00014067i,0.0010656-0.00039532i,0.0016354-1.0209e-05i,0.0021417-0.0005724i,0.0018992-0.00088181i,0.00046179-0.00063783i,-0.00091918-0.00033936i,-0.00086711+6.0886e-06i,-0.00040247+0.00019678i,-0.00034919+0.00018314i,-0.00026014+0.00041842i,-2.7382e-05+0.00093173i,4.4199e-05+0.00054055i,0.00053003-0.00033313i,0.0007286-0.00060752i,0.0003406-0.00072973i,0.00023729-0.00095939i,0.0003758-0.00060024i,0.00054266+0.00052104i,0.00067821+0.0010223i,0.00018249+0.00031751i,-0.00013758-0.00035051i,0.00011691-0.00011834i
-0.00011599+0.00171i,-0.00096403+0.00092466i,-0.00077625+4.8217e-05i,-0.00020356+0.00081122i,0.00010219+0.00021207i,0.00044055-0.0017695i,0.0009318-0.00062749i,0.0010056+0.00080697i,0.00081574+0.0010997i,0.0011281+0.00094138i,0.00085571+0.00059666i,0.0003614+0.00057708i,0.00016874-6.9846e-05i,2.9842e-05-0.00058377i,-0.000322-3.4152e-05i,-0.00083512+0.00014277i,-0.00065533+0.00018753i,9.0392e-05-0.00014104i,0.00014797-0.00076361i,1.7566e-05-0.0006922i,-0.00034822-0.0004572i,-0.00094472+5.6285e-05i,-0.00091904+0.00019867i
0.00212-0.00051783i,0.0021943-0.0013354i,0.0021692-0.0017728i,0.0020415-0.0020016i,0.001102-0.0021528i,-0.00013262-0.0022319i,-2.342e-05-0.0019344i,0.00088212-0.0008334i,0.0013862+0.00018692i,0.0012044+0.00024067i,0.0011443-7.0262e-06i,0.00077208-0.00044993i,0.00023286-0.00061011i,-0.00020872+0.00019593i,-0.00027133-0.00019523i,-9.3413e-05-0.00037025i,-3.8183e-05-0.00071989i,0.00033401-0.0010744i,0.00037108-0.00028228i,-0.00028368+0.00023911i,-0.00065331+0.00044702i,-0.00025351+0.00040717i,-0.00013708-9.3279e-05i
-1.8341e-05-0.00023159i,-0.0010656+0.00031703i,-0.00076967+0.00019845i,0.00028201-0.00048137i,0.00088666-0.00050656i,9.3145e-05-0.00065779i,-0.00040572-0.00057294i,-3.1784e-05-0.00069254i,-0.00015391-0.0017704i,-9.0355e-05-0.0023222i,0.00017799-0.0019067i,0.00024495-0.0013589i,0.0001781-0.0009222i,-0.00040532-0.00028294i,-0.0011286-1.9872e-05i,-0.00085129-0.00035312i,0.00011848+0.00028863i,-7.9768e-07+0.0008651i,-0.00042965+5.6452e-05i,-0.00028104-0.00048804i,-6.5466e-05-0.00014876i,0.00063986+0.00032738i,0.00064549+0.00012758i
-0.0010908-2.6971e-05i,0.00086968+0.00099766i,0.00050161+0.0026144i,0.00042261+0.001758i,0.0012227+0.00055289i,0.0013263-0.00022379i,0.00045891-0.0011574i,-0.00072426-0.00079767i,-0.0013443+5.8162e-06i,-0.0011506-0.0003859i,-0.00075977-0.0011041i,-0.0005523-0.00018638i,0.00075762+3e-05i,0.0013497-0.00018294i,0.0003568+0.00040852i,0.00071698-1.4185e-05i,0.0011586-0.00044824i,0.00044815-0.00066293i,-0.00013873-0.00026124i,-0.00010691+6.8941e-05i,0.00043431+4.2337e-05i,0.00053861+0.0008366i,-0.0002268+0.00091419i
-0.00078341+0.0012115i,-0.0012499-6.2171e-05i,-0.0012222-0.00061375i,6.5399e-05-0.00065203i,0.0012289-0.0011895i,0.00059823-0.0015218i,-0.00047206-0.00056127i,-0.00073252+0.00035274i,-0.00043588+0.0012099i,-0.00017707+0.0014846i,-0.00069701+0.0004155i,-0.00065848-0.00039313i,4.4429e-05-0.00027828i,0.00017436-0.00064969i,0.00064152-0.00069987i,0.0009123-0.00030934i,0.00060866-0.00081921i,0.00071816-0.00082738i,0.0007849-0.00045193i,0.00030858-1.9319e-05i,0.00031739+7.0186e-05i,0.00020961-0.00037028i,8.7311e-05-0.00050102i
-0.00094489-0.00047045i,-0.0011352+0.00051166i,0.00070325+0.0022213i,0.0016962+0.0025905i,0.0016461+0.0010472i,0.0011323-0.00038242i,0.00071531-0.00064354i,0.00071541+0.00015661i,0.00080249+0.0011447i,0.0004478+0.0018138i,5.7063e-05+0.0014412i,0.00057846+0.00087933i,0.0014989+0.00018107i,0.0014115-0.00050429i,0.00081218-0.00035084i,0.00015022-0.00068385i,0.00046952-0.00066007i,0.00093898-0.00028527i,0.00051329-0.00063597i,-0.00021901-4.6798e-05i,-0.00029846+0.0010695i,-0.00051339+0.0011966i,-0.0010948+0.0013536i
-0.0010097-0.001824i,-0.0017933-0.0016974i,-0.0015182-0.0021107i,-0.00077558-0.0019971i,-0.0010281-0.00096419i,-0.0010256+0.00093126i,-0.00010955+0.0015241i,0.00090857+0.00017126i,0.0013933-0.00045254i,0.0010477+0.00056332i,0.00019908+0.00091011i,-0.00025242+0.00057822i,0.00010918+0.00020848i,8.4572e-05-0.00035497i,-0.00031882-0.00065486i,-7.7846e-06-0.00064869i,0.000119-0.0001385i,0.0005258+0.00074231i,0.00069308+0.00080757i,-0.00017687+0.00012741i,-0.0010556-0.00046477i,-0.0015517-0.00059321i,-0.0010335-0.00042013i
0.00064727+0.00027684i,0.001459+0.00012561i,0.0024299-2.4544e-06i,0.0034314-8.5884e-05i,0.0029366-0.00047278i,0.0014659-0.0021241i,0.0010343-0.0022388i,0.0013977-0.0010546i,0.0017549-0.00036747i,0.0016712-0.00095764i,0.00089628-0.0014192i,0.0003013-0.0010691i,6.3704e-06-0.00037638i,-9.0281e-06+0.00032917i,0.00027058+0.00038375i,0.00055321-0.00016567i,0.00067898-0.00053217i,0.00017331-0.00076377i,-0.00056846-0.00025538i,-0.00048517+0.00035589i,0.0001008+0.00011467i,0.00029727-0.00010628i,0.00027841+0.00041277i
-9.4968e-05+0.0018201i,0.00064421+0.0019121i,0.00045011+0.0017907i,0.0017824+0.00036888i,0.0028232-0.0012496i,0.00089299-0.0017462i,-0.0010888-0.0018161i,-0.0015048-0.0015036i,-0.00037598-0.00055118i,0.000722+0.00059923i,0.00066221+0.00042994i,0.00017855-0.0004199i,-8.7984e-06-0.00048256i,0.00026571+0.00033165i,0.00034681+0.0012844i,0.00043128+0.0011566i,0.00038887+0.00020628i,8.2153e-06-0.00027698i,-0.00012162-0.00048609i,0.00060312-0.00063539i,0.00074058-0.00056509i,2.9156e-05-0.000255i,-0.0010238+8.2811e-05i
-0.0013458+0.0010786i,0.00044397+0.0011972i,0.0014604+0.0023886i,0.0017679+0.0026188i,0.0017616+0.00036656i,0.00036766-0.00093013i,-0.00068566-0.00082458i,-0.0013516-0.00070145i,-0.0017529+0.00032558i,-0.001913+0.00070224i,-0.0019332+0.00010844i,-0.00065005+0.00019197i,0.00096491+0.0001005i,0.00083105-1.8372e-05i,0.00031633+0.00056284i,0.00049531+0.00099854i,0.00021747+0.00047003i,-0.00015802-0.0003005i,0.00025641-0.00010253i,-0.00011328-0.0004164i,-0.00044106-0.0015508i,-0.00063237-0.0010804i,-0.00077693+0.00018884i
0.00058017+0.00052289i,0.0011815-0.00026139i,0.0028187-0.00041436i,0.0021725-0.00021398i,0.00034931-0.00066746i,-0.00089231-0.00096167i,-0.0012245-0.00074152i,-0.00073767+0.00044979i,-2.1499e-05+0.0015607i,9.7069e-07+0.0013438i,0.00042539+0.00052786i,0.00041951+0.00011233i,-0.00027314-0.00030193i,-3.4819e-05-0.00043885i,5.0341e-05-0.00067061i,0.00047969-0.00055586i,0.0012157-0.00028479i,0.00075701-4.4105e-05i,0.00034149-0.00010144i,-0.00036067-0.00062477i,-0.001093-0.00072484i,-0.00064566-0.00023725i,-0.00025443+0.00052365i
0.00039974+0.00072651i,-0.00030442+0.00057853i,0.00029131+0.0015831i,0.0011247+0.0010335i,0.0018429-0.00034041i,0.0012299-0.00065398i,0.00035665+8.9695e-05i,0.00074453+0.0010251i,0.0016378+0.0010295i,0.0017865+0.00050435i,0.0010963+0.00019612i,7.8655e-06-0.00047494i,2.6752e-05-0.00086574i,0.00026609-0.0010842i,0.0001509-0.00065792i,-0.00057493-6.3236e-05i,-0.00092576-0.00027973i,-0.00033637-9.1267e-05i,-0.00050048-0.00090402i,-0.0012052-0.0010809i,-0.00092144+0.00027343i,-0.00017993-0.00033674i,6.3182e-05-0.00070431i
0.0026182-0.00028564i,0.0011968-0.00069445i,0.0008152-0.0018988i,0.00097576-0.003233i,0.00020101-0.0036682i,-0.0010121-0.0028565i,-0.00099226-0.0016201i,2.153e-05-0.0014272i,0.0011927-0.001246i,0.0011608-0.00053179i,-7.3077e-05-0.00023128i,-0.00038976-0.00040419i,-2.9988e-05-7.9529e-05i,0.00039506+0.00028218i,0.00011452+9.5762e-05i,-0.00049391-0.00010188i,-0.00067415+3.9093e-05i,-7.6545e-05-0.00044076i,0.00047746-0.00051846i,0.00041859+0.00044079i,-6.2318e-06+0.00098932i,-0.00030243+0.00060214i,0.00013301-0.00027337i
