-1.3771e-05+0.0015015i,3.7375e-06-0.00044131i,0.00044397-0.00034649i,-0.00010396-0.00017759i,-0.00018599+0.00030157i,6.0027e-05+0.0016698i,0.00022469+0.0011989i,0.0005196+0.00080102i,0.00070701+0.0012202i,0.00076376+0.0001399i,0.00012747-0.00080157i,-0.00013686-0.00010865i,0.00049159+0.00074938i,0.00099677+0.00072815i,0.00046116+0.00021731i,0.00079664-0.00011993i,0.00077918+0.00026813i,-7.666e-05+0.00048239i,0.00014163+0.00024058i,0.0003546-0.00019005i,0.0001753-0.00039942i,-0.00014986-0.00067648i,-0.00033345-0.00070927i
0.0026929-0.0019248i,0.0037197-0.0035137i,0.0025507-0.0035151i,-0.00025628-0.0023999i,-0.00077804-0.0013888i,-0.00060188-0.000684i,-0.00056951-0.00058357i,1.637e-05-0.00036376i,0.00018006-0.00015222i,-0.00017338-0.00034726i,-0.0005308-0.00034763i,-0.00046175+0.00021732i,0.00047265+0.001033i,0.0005584+0.0017741i,-0.00070512+0.0019309i,-0.0012645+0.00071721i,-0.0011722-0.00045296i,-0.00066526+0.00031881i,0.00018446+0.0010159i,0.00097987+0.00092364i,0.00076854+0.0011513i,0.00050023+0.00055775i,0.00014781-0.0007111i
0.00075239-0.00037531i,0.00071809-0.0002359i,0.00026119+0.0011031i,-0.00012142+0.00050786i,-2.2414e-05-0.00027945i,0.00022202-0.000307i,-0.00010268-0.00012901i,-0.00014675-8.1324e-05i,0.0003021+0.00019935i,0.00032041-0.00013624i,0.00020701-1.7171e-05i,9.3708e-05+4.6552e-05i,-0.00026293+0.00012375i,-0.00017984+0.0002139i,0.00041512+0.00012159i,0.00022148-0.00047679i,0.00029537-0.00059539i,0.00010307+0.00014233i,-0.00049058+4.405e-06i,-0.00012859-0.00038294i,0.00032896-0.00017706i,0.00030807-0.000107i,0.00019826-5.2457e-05i
0.00049847-0.0010784i,0.0010122+0.00045545i,0.00096593+0.00059615i,0.0009226+0.00064463i,0.0012844+0.00082347i,0.00095548-7.3558e-06i,0.00056804-0.00062814i,0.00069858-0.00021489i,0.00067474-0.0002438i,0.0006317-1.7053e-05i,0.00023939+7.1668e-05i,-0.00025284+0.00023298i,3.2652e-05+0.00025017i,0.00039629+0.0007081i,0.00038716+0.0012719i,0.00038921+0.00037542i,-0.00017224-0.00082857i,-0.00046525-0.00072425i,-0.00011488-0.0003118i,-0.00020611-0.00062646i,0.00034108-0.00048028i,0.0010469+0.0003051i,0.00074256+0.00010892i
7.9989e-05-0.00049686i,-0.0007038-0.00029707i,-0.0013574+0.00036275i,-0.00082547+0.00030647i,-0.00048816-0.00040637i,-0.00050749-0.00095699i,0.00034459-0.00071679i,0.00073134+0.00025976i,0.00051501+0.0011851i,0.0004027+0.00097839i,0.00013816-5.2757e-05i,-0.00070848-0.00038819i,-0.001235-0.00039789i,-0.00012252-0.00021006i,0.00081163+0.00074848i,0.0010445+0.0014997i,0.00087219+0.00071676i,0.00026186-3.1072e-05i,-0.00051833+0.00024558i,-0.0005662+0.00018749i,-0.000554-0.00028581i,-0.00076153-0.00063399i,-0.00040733-0.00049947i
0.0010857-0.0011047i,0.001036-0.0012917i,-0.00027054-0.0015463i,-0.0013943-0.00070312i,-0.0013375-0.00035154i,0.00012552-0.00055233i,6.3798e-05-0.00010046i,-0.00041715+0.00047042i,0.00019956+0.00063373i,0.00079752-2.679e-05i,0.00067404-0.00059649i,-0.00030642+1.063e-05i,0.0001224+0.00021187i,0.00079905-0.00054025i,0.00038113-0.00083502i,0.00067519-4.2227e-05i,-8.2136e-05+0.00054864i,-0.0011539+0.00013023i,-0.00044374+7.9852e-05i,0.00054682-4.8791e-05i,0.0008922-0.00025429i,2.2868e-05+0.00068339i,-0.00018561+0.00097607i
0.0004701+0.00093011i,0.0016801+0.00048041i,0.00224-0.00010057i,0.002305-0.00077671i,0.0018864-0.0012353i,0.00095599-0.00093917i,-0.0002543-0.00052092i,-0.00060696-8.7265e-06i,0.00045831-0.00019863i,0.0010865-0.00049348i,0.00014863-0.00074544i,-0.0008073-0.00044293i,-0.00069613+0.00080093i,0.00042727+0.0013655i,0.00063018+0.00087893i,0.00012328+0.00020884i,0.00015999-7.8037e-05i,5.9339e-05+0.00046085i,0.00010062+0.00042095i,0.00048804-1.6784e-05i,-9.223e-05+0.00029166i,-0.000328-0.00018137i,0.0012282-0.00047533i
0.00010913+0.00027209i,-7.7054e-06-3.6979e-05i,-0.00084193+0.00058959i,-0.0010246+0.0010828i,-0.00017676+8.471e-05i,0.0010008+2.9315e-05i,0.0004664+0.00015738i,8.8674e-05-0.00015129i,0.00093331+0.00026518i,0.00088354-0.00031095i,-0.0001316-0.00041681i,-0.00042958-1.6867e-05i,0.00011368-0.00080775i,0.00060401-0.00085878i,0.00093377+7.731e-05i,0.00041009+0.00052441i,-0.00021481-0.00033919i,-0.00054028-0.00074134i,4.3796e-06-0.00066656i,0.00050507-0.00045476i,0.00033823+0.00020261i,0.00051564-9.8698e-05i,0.00061055-0.00064637i
0.0007628+0.0015277i,0.00084215+0.00092527i,0.00071108+0.0010134i,0.0012605+7.9514e-05i,0.0022714-0.0012268i,0.0012077-0.001313i,-0.00038266-0.00013941i,-0.00073487+0.00092286i,1.2232e-05+0.00083139i,0.00018207+0.00065558i,-0.00012095+0.00033345i,-0.000387-0.00035641i,-0.00075983-0.00052982i,-0.00070465-8.6606e-05i,-0.00036205+0.00019497i,-0.00036297+0.00015935i,-0.00015078-4.0836e-06i,0.0001218-0.00044043i,-0.00019029-0.00038208i,-0.00015241-0.00043906i,0.0010557-0.00034343i,0.001435+0.00036125i,9.8975e-06+0.00041591i
0.00051506-0.00050976i,0.00056644+0.00029925i,0.00034649-0.00011093i,-0.00032963-0.00045318i,-0.00042818+0.00018984i,0.00039698+0.00088687i,9.5694e-06+0.00057829i,-0.00080084+0.00031053i,-0.00012513+0.00022214i,0.00036311-0.00048741i,-0.00027339-0.00037437i,-0.00056239-0.00015594i,-0.00016533+0.0002483i,-0.00045384+0.00060909i,-6.2241e-05+0.00083536i,0.00090915+0.00028442i,0.0010225+0.00017176i,0.00044227+0.00030833i,-4.1312e-05+0.00033895i,-0.00030589+0.00013004i,-0.00042751+6.7991e-05i,-0.00023439-4.5326e-05i,0.00056118-0.00064703i
-0.00091938+0.00027753i,0.00011376-0.00063154i,0.00068233-0.00064128i,0.00097093-0.00077844i,0.0015783-0.0015537i,0.0020015-0.001563i,0.0019497-0.0012281i,0.0011772-0.00041278i,0.00073156+0.00024733i,0.00092317+0.00033096i,0.00067213-0.0001437i,-0.00076753-0.00097063i,-0.0015474-0.000995i,-0.00093641-0.00046832i,-0.00035177-0.00033628i,-0.00040215+0.00018345i,-4.5462e-05+0.00052272i,-5.3961e-05+0.00032751i,-0.00063138-0.0004959i,-0.00061986-0.00074491i,-0.00043019+9.4109e-05i,6.6972e-05+9.1377e-05i,0.00012409-3.7693e-05i
0.00084193+0.0015447i,0.001465+0.0014793i,0.0020565+0.00050871i,0.0020501-0.00074932i,0.0014188-0.00096579i,0.00092955-0.00018814i,0.0005046+0.00049996i,0.00036675+0.00056415i,4.0645e-05-4.9825e-05i,5.6817e-05-0.00090423i,0.00023009-0.00086632i,-0.0004571-0.00088408i,-0.00042009-0.00085936i,-0.00025668-0.00094701i,-0.00077963-0.0009045i,-0.00058387-0.00051343i,-0.00011972+0.0003088i,0.00027546+0.00087438i,-1.9718e-05+0.00036039i,-0.00014328+0.00033154i,0.00025662+0.00022055i,0.00024317-0.00075484i,2.4602e-05-0.0011913i
0.0010748-0.00048254i,0.0016397+0.00046766i,0.0011168+0.00050044i,-0.00045067-6.7865e-06i,-0.0010474-0.00049645i,0.00053992-0.0011209i,0.00098761-0.00091381i,0.00039206-0.00042746i,0.00031894-0.00031497i,0.00022172-0.00044601i,0.0001033-0.00030336i,-0.00049029-2.1364e-05i,-0.00027991+0.00017397i,-0.00025466+0.00022789i,1.934e-05+0.00060274i,0.00099659-8.537e-05i,0.00039724-0.00045682i,-0.00024953-0.00019296i,0.00096093-0.00062465i,0.0015751-0.00027584i,0.00055885+0.0010281i,-0.00052662+0.0013978i,-0.00062824+0.00038852i
-0.0015985+0.00076717i,-0.0015875+0.001416i,-0.0018996+0.0010216i,-0.00071988+0.00090893i,0.00035305+3.9688e-05i,0.00034197-0.0010847i,-3.7012e-05-0.0005211i,-0.00070422-0.00011098i,-0.00080209-0.00024575i,0.00028062+0.00019906i,0.00054845+0.00032228i,0.00038622+0.00021672i,0.00069267-0.00044165i,0.001106-0.001571i,0.00096824-0.00090196i,-8.4954e-05-0.0002201i,-0.00037801-0.0011063i,9.4963e-05-0.0010703i,0.0004171-0.00035383i,-1.6305e-05-6.0418e-05i,-0.00019685-0.00010964i,0.00019954+0.00015134i,0.00015568+0.00053388i
-0.00064062+0.0015902i,0.00048948+0.00013636i,0.00080459-0.0009434i,0.0012928-0.0013349i,0.0011026-0.00072312i,-0.00050162-0.00046133i,-0.00048555-0.00047429i,0.00033813-0.00070472i,0.0005929-0.00012408i,0.00019752+0.00087026i,-0.00052022+0.00049883i,-0.000727-0.00055757i,-0.00019721-0.00040063i,-0.0003216+0.0003972i,-0.000464+0.0002618i,-0.00020629-0.00010255i,0.00037943-0.00018242i,0.0001886+0.00023192i,-0.00092461+0.00036784i,-0.0012202+2.9862e-05i,-0.00043874-0.00028274i,0.00033905-0.0001793i,0.00025538-2.6183e-05i
-0.00076008+0.001441i,-0.00057093+0.00061641i,0.0010301-2.9673e-06i,0.0018579-0.0006407i,0.0023009-0.00086172i,0.0017862-0.0014817i,0.001791-0.001206i,0.0013323-0.00018925i,-9.1234e-05+6.8344e-05i,-0.00024998-0.00012737i,-0.0001842-0.0009186i,0.00021223-0.0011242i,0.00072667-0.0011061i,0.00068358-0.0012844i,3.4641e-05-0.0014126i,0.00026312-0.00094982i,0.00010623-0.00045791i,4.816e-05-0.00012025i,0.00013611-8.1066e-05i,-0.00048203-0.00054145i,-0.00011255-0.00065494i,0.00045506+0.00040284i,0.00047672+0.00054154i
0.0015956+0.00013852i,0.0023361+0.00010833i,0.0025399+0.00081865i,0.0019908-0.00010873i,0.001482-0.0017817i,0.00026345-0.0018856i,-0.00084035-0.00093075i,-0.0003731-0.00027604i,0.00043201-0.00011186i,0.00078193+0.00017785i,0.00033775+0.0004236i,0.00019098+0.00066225i,-0.00017096+0.00042638i,-0.00061052+0.00019931i,-4.9368e-05+0.00034653i,0.00062445+0.00082403i,0.00041057+0.00085188i,0.00024732-0.00029329i,0.00089024+1.4011e-05i,0.0015848+0.0011421i,0.00099729+0.00075218i,0.00027255+0.00016881i,0.00012758+0.00024749i
0.0009959+0.0011302i,0.0017304+0.00082838i,0.0022293+0.0011109i,0.0026164+0.00059647i,0.0026848+0.00060913i,0.0018856-0.00072772i,0.00065671-0.0017551i,0.00029447-0.00037097i,0.001077+0.00086948i,0.0020666+0.00035602i,0.0012072+0.00020484i,0.00020559-0.00018502i,0.00015758-0.00083928i,0.00040762-0.00069105i,0.00053777-0.00050093i,-0.00028951-0.00023582i,-0.00093059+4.5493e-05i,-0.00086425+0.00033376i,-0.0010352+0.00042886i,-0.00061722-0.00021879i,0.00048837-0.00042126i,0.00097107+0.0005055i,0.00079054+0.00084829i
-0.0015006-0.0013677i,-0.0019287-0.00056556i,-0.0021261+0.00096309i,-0.0018345+0.0013303i,-0.00068517+0.0012728i,0.00023456+0.00084035i,0.00053928-0.00012274i,0.00035789-0.00047474i,-0.00015035-2.1867e-05i,-0.00030671-0.00029158i,0.00055443-0.00037637i,0.0010814+0.00045221i,0.00082287-2.9079e-05i,0.0007681-6.0094e-05i,0.0013045+0.00043861i,0.0015199+0.00024403i,0.00084341+5.3756e-05i,0.00043084+2.1824e-05i,0.00052028+0.00022144i,0.00038712+0.00011894i,-0.00013809-0.00026692i,-0.00057086-9.8823e-05i,-2.4341e-05+0.00039122i
0.0020591+0.00028559i,0.0023747-0.0013842i,0.0020959-0.0014991i,0.0017098-0.0018915i,0.0015803-0.0017359i,0.0011848-0.00041436i,0.00080764-0.00021742i,0.00078733-0.00074873i,0.00052193-0.00030386i,0.00027056+5.6093e-05i,0.0004866+0.00045006i,0.00018222+1.8164e-06i,-0.00081379-0.0010928i,-0.00093723-0.0010066i,0.00036145+9.6133e-05i,0.00053424-2.1015e-05i,-0.00012425-0.0013282i,0.00021309-0.0011926i,0.0010944-0.00020358i,0.0016497+0.00046969i,0.00058849+0.00063858i,-0.00061822+0.00037014i,-0.00077817+0.00036882i
-0.00026311+6.8922e-05i,-0.00052972-0.00020545i,-0.00017524-5.8376e-05i,-0.00014167+0.00077342i,0.00055011+0.0009752i,0.001359+0.00082281i,0.0021679-0.00028486i,0.0013339-0.00069405i,-0.00039059-5.3991e-05i,-0.0004163+0.00073279i,0.00034489+0.0005869i,0.00025914-0.00031377i,0.00024958-0.00070167i,0.000454+0.00023159i,0.00048137+0.00061138i,0.00056576+0.00065348i,0.00062923+0.00050201i,0.00076515-0.00015113i,0.00026906+9.8491e-05i,-0.00055731+0.00067882i,-0.0006059+0.00054928i,-0.00033952+0.00034502i,0.0003084+0.00014045i
0.00072601-0.0013131i,0.0017371-0.00068641i,0.0018161-0.00047263i,0.00048224-0.00013182i,-6.9148e-05-3.3875e-05i,0.0013402+0.00055309i,0.0015771+0.00099846i,0.0012451+0.00038087i,0.00089041-2.7677e-05i,-0.00016901+0.00016858i,-0.00023284+0.00019456i,4.9775e-05+0.00047761i,0.00054241+0.00046164i,0.00044918+6.279e-05i,0.00054374-0.0002416i,0.00090701+0.00012261i,7.1338e-05-0.00022959i,-0.0004772-0.00058677i,-0.00065968+0.00021585i,-0.0007851+0.00083377i,-0.00088875+0.00078318i,-0.00077911+0.0005051i,-3.1042e-05+0.00015681i
-0.00037756-0.0016946i,-0.0012364-0.0011222i,-0.0010689-0.00011434i,-0.00025098+0.00024979i,0.0002714+0.00014462i,0.00029558+5.7107e-06i,-0.00013865-0.00060459i,-0.0003355-0.00019788i,-0.00029559+0.00024294i,-0.00020046-0.0006562i,-0.00019563-0.00072673i,-0.00034258-0.00014991i,-1.5467e-05+0.00045195i,0.0010786+0.00046272i,0.0010582+0.00067919i,9.587e-05+0.00026221i,3.3167e-05-0.00015274i,0.00076941+0.00039668i,0.00041903+0.00035202i,-0.00088773+8.9053e-05i,-0.00091408+0.00028849i,4.9322e-05-0.00021708i,0.00010649-0.00047206i
0.00052277-0.001741i,-2.5559e-05-0.0012237i,-0.00092851-0.0004074i,-0.00046324-0.00032907i,0.00040765-0.00014564i,0.00084193-0.00042174i,0.00096328-0.00094461i,0.0013613-0.001221i,0.0011671-0.00085153i,0.00056829-0.00060724i,0.00014416-0.00010296i,-0.00021135+0.00068056i,0.00019493+0.00018348i,0.00057594-0.00039671i,0.0005057-0.00029941i,0.00046371+0.00027929i,0.00082437+0.00034627i,0.0010024+0.0003735i,0.00038263+0.00032311i,0.0004207+0.00026097i,-2.5086e-05-2.4575e-05i,-0.00054462-0.00066337i,-0.00041806-0.00032282i
0.00080739-0.00031416i,0.00036511-0.00039639i,-0.00052367-0.00061077i,-0.00046595-0.0010278i,-0.00055523-0.00078783i,3.4196e-05+0.00027448i,0.00039557+0.00041812i,0.0003358-0.00041826i,0.00037613-0.00057298i,0.00046225-0.00044724i,0.00065925-0.000621i,0.00046066-0.00074868i,0.00039418+0.00031187i,0.00045006+0.00088178i,0.00012661+0.00057089i,-0.00046089+0.00027196i,-0.00030206+4.5044e-05i,0.00012888-0.00077109i,-0.00046172-0.00058261i,-0.00031723+0.00026593i,0.00031396+0.00014324i,0.00060148+0.00028912i,0.00034769+0.00030675i
0.00088782-0.0011256i,0.00035684-0.0019615i,0.00012686-0.0018583i,0.00033482-0.00099609i,0.00076552-0.00024645i,0.00072548+0.00060611i,0.00013214+0.00078667i,0.00040448+0.00038667i,0.00071621-6.2669e-05i,-0.00016235+0.00013294i,-0.00048522-0.00037796i,0.00017082-0.00045083i,0.0013297+0.00021064i,0.0010287+0.0006333i,-5.5322e-05+0.00073096i,7.8528e-05+0.00046045i,-2.3072e-05-0.00026586i,0.00023731-0.00037697i,0.00067637-0.00017269i,0.00070708-0.00085009i,-0.00025167-0.00095072i,-0.00097058-0.00041657i,-0.00044545+0.00025702i
0.0025475+0.00069466i,0.0024837-0.00022402i,0.0014533-0.00098496i,0.00074853-0.00099527i,0.0010872-0.00047668i,0.0012504+0.00041088i,0.0010461+0.0011098i,0.0010855+0.00077074i,0.00045073+0.0003797i,0.00033252+3.917e-05i,0.00048855-0.00038117i,0.00040039-0.00080759i,0.00024856+0.0001581i,0.00045191+0.0012039i,-6.28e-05+0.00032512i,-0.00071383-0.00010799i,-0.00012963-0.00016763i,8.8701e-05-0.00043799i,0.0001269+0.00015295i,0.00017162+0.0007519i,0.00043021+0.00030101i,0.00078672-0.00023961i,4.0823e-05+9.3051e-05i
0.0012655-0.0020996i,0.0010665-0.0022898i,0.0010588-0.0026032i,0.00062029-0.0015531i,0.00016901-1.3759e-05i,0.00016099+0.00066358i,-0.0002144+0.00054463i,-0.00017455+0.00050562i,0.00065153+0.00076846i,0.00085697+0.00083123i,5.9958e-06+0.00072306i,-0.00024273+0.00099282i,0.00050743+0.0010609i,0.00091536+0.0012456i,0.00055999+0.00144i,-9.7808e-05+0.00037059i,-0.00021441-0.00039575i,-0.00019004+2.0891e-05i,-0.00019725+0.00076906i,-0.0002549+0.00076484i,-0.00050072-4.48e-07i,-0.00091314-0.00029761i,-0.00083889-0.00072382i
0.0016535-0.00081882i,0.0019902-0.0011328i,0.0016203-0.00082942i,0.0014566-0.00010143i,0.0013012+0.0010546i,0.0011625+0.0006924i,0.001622-0.00020629i,0.00084601+0.00051565i,-0.00020579+0.0011633i,0.00022286+0.00073292i,0.00056247+0.00021102i,0.000495-0.00018269i,0.00059903-0.00049787i,0.0010608-0.00049042i,0.00091283-0.00078794i,0.00047368-0.00091558i,0.00014362-0.00095118i,0.00032552-0.00081596i,0.00048481-0.00080482i,9.2022e-05-0.00056611i,0.00010956+0.00047498i,-9.5798e-05+0.0010488i,-0.00010494+0.00059532i
0.00010333-0.00081764i,0.00021609-0.00066804i,-0.00032822-0.00028278i,-0.00041255-0.0001225i,0.00049127+0.00060678i,0.0015297+0.00080592i,0.0015311-9.4323e-05i,0.0010192-0.00062424i,0.00022475-0.00039236i,-0.00051084-3.646e-06i,-0.00026517-0.00044369i,-0.0002005-0.00036137i,0.00040239-0.00039786i,0.00093341-0.00017281i,0.00045817+0.00047541i,-9.9913e-05+0.00064362i,-0.00014621+0.0002339i,5.7166e-05-0.00023766i,0.00032319+0.0002597i,0.00054436+0.00030539i,0.00035876+9.7494e-05i,-0.00012658+0.000333i,-0.00041244-4.0347e-05i
0.0028341+0.0018067i,0.0016936+0.0016076i,0.0016427+5.638e-05i,0.0017536-0.00097706i,0.0010321-0.0013925i,-0.00061635-0.0014663i,-0.0016255-0.0011353i,-0.0012557-0.00044298i,-0.00021712-0.00033176i,5.6234e-05-0.00051641i,8.6421e-05-0.00051699i,0.000417-0.00062798i,-0.00012553-0.0005285i,-0.00068615-0.00078373i,-0.00037695-0.0010734i,-0.00036696-8.9664e-05i,-0.00044817-4.7918e-05i,6.8211e-07-0.00011267i,0.00039961+0.00018654i,0.00086557+0.00031434i,0.00056856+0.00028762i,0.00054301+1.3025e-05i,0.00043076-0.0003828i
0.0012033-0.0010312i,-0.00061139-0.00092266i,-0.0010575-0.0020451i,-0.00025371-0.0023687i,0.00081994-0.0010675i,0.00032912-0.00011669i,-0.00017856+0.0001939i,1.8933e-05+0.00034857i,-0.0001168+0.00029432i,4.4266e-05+9.0627e-05i,0.00038953-0.00094734i,0.00038302-0.0011195i,8.4122e-05+0.00032069i,-0.00025816+0.0014707i,-0.0010396+0.0011686i,-0.0011191+0.00044691i,-0.00032189+6.1786e-05i,-0.00043318+0.00037734i,-0.0014711+0.00074111i,-0.00071177+0.00081739i,0.00027538+0.00049805i,-7.3388e-05+0.00022793i,-0.00029387+0.00029912i
-0.0011342-0.0010176i,-0.00067416-0.00069132i,0.00039126-0.0012836i,0.0013451-0.00063656i,0.0016497+0.00045735i,0.0017298-0.00022315i,0.0006081-3.3236e-05i,-0.00025871+0.00028195i,0.00038773-0.00012183i,0.00077906-0.0003733i,5.3227e-05-0.00011313i,2.37e-05+0.00012916i,0.00018803+0.00047126i,0.00030772+0.00036064i,0.001613+0.0001052i,0.0014971+1.3938e-05i,0.00027244+1.2484e-05i,-0.00016961+0.00027564i,-0.00042471+0.00044665i,-0.00027215-4.4296e-05i,0.00036282-0.00019883i,0.00072224+0.00037884i,0.00029231+0.00054517i
0.0009047+0.0015149i,0.0012161+0.0017849i,0.0011353+0.0018122i,0.00098977+0.00056632i,0.0011731-0.00060144i,0.0010712-0.0010474i,0.00033202-0.00046829i,-0.00042896+0.00051356i,-0.00031334+0.00018754i,0.00047578+5.8003e-06i,0.00090866+0.00054648i,0.00042207+8.4513e-06i,0.0001729-0.00017561i,-0.00011336-0.000447i,-0.00020966-0.00075497i,0.00013088-0.00054539i,0.00025957-0.00052558i,-0.00034063-7.1518e-05i,-0.00060569+0.00074112i,-0.00054011+0.00071108i,-0.00071458+0.00072809i,-0.00055576+0.00037691i,-0.00026419-0.00019952i
-0.0010942-0.00021793i,0.00023329-0.00025066i,0.0012828+0.00069755i,0.001179+0.001268i,0.0010941+0.0013244i,0.0010448-6.938e-05i,0.00029057-0.0011143i,0.00041518-0.00098766i,0.001316-0.00056835i,0.0011189-3.4577e-05i,0.00026668-3.0135e-05i,-0.00028029-0.00054738i,0.00087184-0.0010838i,0.0017636-0.00084914i,0.0010295-0.0010393i,0.00057655-0.0017046i,0.00074221-0.00066704i,0.00046547+0.00048426i,5.3192e-05+0.00046716i,0.00027881-7.3575e-05i,0.00022927-0.00052708i,-0.0004883-0.00050829i,-0.00045539+0.00033533i
0.00063767-0.00029759i,0.00086517-0.00096072i,0.00035873-0.00018697i,0.0003127+0.0002633i,0.00085238-0.00095686i,0.00092256-0.0013627i,0.0010159-0.0014503i,0.00093949-0.00097904i,3.348e-05-0.00052548i,0.00052159-0.00092036i,0.00041256-0.00092791i,-0.00038792-0.00024815i,-0.0005712+0.00024043i,-0.00057844+0.000121i,-0.00047879+0.00014095i,5.9175e-05-0.00029238i,0.00049324-0.00071233i,0.00028452-0.00065535i,0.00053367-0.00015549i,0.0011293+2.2446e-05i,0.00072659+0.00010979i,-0.00013336+0.00020243i,9.0045e-05+0.00023257i
0.0014061-0.00081951i,0.0017013-0.0007498i,0.001397-0.00013557i,0.0011835-0.0014186i,0.00088563-0.0015855i,0.00028712-0.00065207i,0.00048941-0.0011459i,0.00036948-0.00071653i,-9.879e-06+6.2341e-05i,-0.00039564+9.4008e-05i,-0.00060451+7.3534e-05i,-0.00053428+0.00016523i,-0.00037294-7.1034e-05i,-8.303e-05-0.00026056i,-1.7495e-05+0.00062523i,1.2311e-06+0.00085432i,-0.00071556+0.00055167i,-0.00086279+0.00060024i,0.00013073+0.00051166i,0.00068442+0.00022108i,0.00045332+0.00037393i,8.8163e-05+8.6143e-05i,-0.000247-0.00043052i
-0.00095618+0.00034476i,-0.00034605+0.0010812i,0.00055254-0.0004221i,0.0019997-0.00093553i,0.0020542-0.00021716i,0.0017051-0.00094259i,0.0013668-0.0012962i,0.00084064-0.00077282i,0.0010838-0.00012817i,0.00084958+0.00017729i,-0.00017214-0.00013028i,-0.00048732-0.00053493i,-6.2101e-05-0.00046693i,-0.00010464-0.00020816i,0.00016698-0.00078438i,0.00093396-0.00088934i,0.00083427-0.000832i,0.00034099-0.00062064i,0.0003444+0.00063052i,0.0003204+0.0011452i,-0.0005882+0.00087957i,-0.0001238+0.0005566i,0.00035519+0.00039994i
0.0023356+0.00025358i,0.0024417+5.5986e-05i,0.0013967+0.00077761i,0.0003925+0.00093049i,0.00058516+0.0011851i,0.00053965+0.0011696i,-4.1214e-05+0.00044777i,-7.5322e-05+0.00016451i,-0.00068027+0.00088807i,-0.0006171+0.00027571i,0.00059513-0.00042046i,0.00089874+0.00026446i,0.0010055+0.00060497i,0.0007153+0.00070919i,0.0007584+0.00065014i,0.00061681+0.00043607i,-0.00054157+3.415e-05i,-0.00092596-0.00058827i,-0.0011109-0.00072253i,-0.00060414-0.00034342i,-0.0003454+0.00015289i,-0.00046281+0.0006122i,0.00019869+0.00052197i
0.00040785+0.00029355i,0.0018648+0.00040696i,0.0023048+0.00078707i,0.002212-3.7059e-05i,0.0017522-0.00057465i,0.00089159-0.00049105i,0.00040097-0.00047971i,0.0001328-0.00033241i,5.5584e-05-3.3973e-05i,-0.0001354+2.5586e-05i,-0.0011813-0.00025053i,-0.0015128-0.00048169i,-0.00071512-0.00020346i,-0.00051879-0.00011268i,-0.00018982-0.00024436i,0.00035749-0.00023614i,0.00052769-0.00026532i,0.00027769-0.00040555i,0.00024224-0.00055054i,0.0002347-0.00062229i,-0.00031444-0.00018172i,-4.5131e-05-0.00086233i,0.00078519-0.0010003i
0.00070434+0.0018298i,0.00060604+0.0018027i,0.00085693+0.0015165i,0.0010145+0.0010522i,0.0012982+0.00012825i,0.00091727-0.0007435i,0.00052924-0.00030835i,0.00015398+0.00029597i,0.00040328+0.00034627i,0.00075266+0.00041539i,0.00023412-0.00065355i,0.00050455-0.00075086i,0.00070176+3.7678e-05i,0.00040034+0.00013042i,-0.00027511+6.2956e-05i,-0.00018521-0.00067787i,0.00035181-0.00013679i,0.00078273+0.00045578i,0.00054223+0.00055135i,-0.00032461+0.001111i,-0.00025706+0.00047073i,0.00020491-0.0003479i,-0.00029625+0.00016132i
0.00020832+0.00063727i,0.0005007-0.00031522i,0.00055984-0.00058521i,3.8441e-05-0.00034543i,0.00055984-0.00074491i,0.00052308-0.00098197i,-5.5617e-05-0.00051012i,-0.00043282-0.00057838i,-0.00048034-0.00049242i,-0.00021275-0.00027555i,5.7861e-05+0.00013899i,0.00020013+0.00052902i,0.00042628+0.00010047i,3.447e-05-5.7711e-05i,-0.00023296-2.4952e-05i,0.00018937+7.5882e-05i,0.00023551+7.9479e-05i,-0.00030891+0.00074365i,-6.7688e-05+0.0012696i,0.00034532+0.0011017i,-0.00038101+0.00065366i,-0.00061195+3.9834e-05i,-0.00037684-0.0007933i
-0.00060109-0.0011428i,-0.0011047-0.0012415i,0.00026112-0.0008619i,0.00079295-0.00079884i,0.0006689-0.0011492i,3.7745e-05-0.0011054i,-5.2143e-05-0.0004386i,-0.00023558-1.963e-05i,-0.00027102-0.00038195i,0.00044055-0.00049662i,0.00059665-3.9655e-05i,6.1206e-06-0.0002555i,-0.0008587-0.00083156i,-0.00062575-0.00019799i,-0.00041515+0.00048416i,-0.00063178-0.00013913i,-0.00035247-0.00021904i,-0.00061125-0.00031438i,-0.00030857-9.3309e-05i,-7.1741e-08+0.00043611i,0.00034802+0.00036318i,0.00028559+0.00034728i,-0.00017376-0.00017637i
-0.00018852-0.00033557i,0.001141-0.00071331i,0.00025471-0.00041789i,0.00015305-0.00028633i,0.00079023+0.00037144i,0.0010495-0.00024481i,0.0010533-0.00057377i,0.0015103-0.00023726i,0.0014058+0.00077674i,0.00043299+0.00060155i,-0.00025141-0.00011317i,-0.000233-0.00047919i,0.00015631-0.00084066i,0.00051953-0.00035549i,0.00078142+0.00074708i,0.0003797+0.0008888i,-4.5021e-05+0.00031832i,6.6027e-05+0.00017004i,6.8141e-05+0.00036368i,-4.2107e-05+2.0372e-05i,-0.00054533-0.00039597i,-0.00059791-8.1116e-05i,-0.00035918-0.00040054i
