0.0014996-0.0011609i,0.0020154-0.0014397i,0.0014704-0.0026626i,-0.00030591-0.0014021i,-0.001399+0.0011438i,-0.0014859+0.0017377i,-0.00064784+0.0010409i,0.00061322+0.0012903i,0.0012613+0.00081513i,0.0010866-0.00049645i,0.0006099-0.0010454i,-9.84e-06-0.00032568i,-0.00045085-5.7697e-05i,-0.00051898-0.00040981i,-0.00028688-0.00040013i,-0.00013449-0.00070284i,0.00029645-0.00049297i,0.00053002-0.00036472i,-0.00056973-0.00059255i,-0.0013302-0.00070327i,-0.00036734-0.00049367i,0.00025064-0.00035394i,6.7365e-05-0.00020088i
-0.0004905+0.00012365i,-0.00082387-0.00042053i,-0.000522-0.00094025i,-0.00029624-0.00011393i,0.00046793+0.00013038i,0.0017001-0.00030598i,0.0014671-1.2582e-05i,0.0010073+0.00044088i,0.00060718+0.00060676i,2.3561e-05+0.0012918i,-1.0964e-05+0.00091597i,-7.8563e-05-9.8602e-05i,0.00011071-0.00014109i,0.00083225+0.00010866i,0.00094473+0.00036011i,0.00029149+0.00066809i,-8.3891e-05+0.00038588i,-0.00022235-0.00064916i,0.00017452-0.00045548i,0.00011859-0.00023828i,-9.5904e-05+6.7961e-05i,-0.00029684+0.0012851i,-0.00029588+0.0014055i
0.0019619-0.00052877i,0.0022246+0.00041281i,0.0017965+0.00042248i,0.0020278-0.00033378i,0.0026729-0.00063438i,0.0014414-3.7506e-05i,-0.00051565-9.791e-05i,-0.00099855-0.00065611i,-0.0011585-0.00073046i,-0.0011133-0.0007i,-0.0010307-0.00020843i,-0.0017496+0.0005229i,-0.0015439+5.9921e-05i,-0.00017583-0.00065685i,0.00074073-0.00041287i,0.00086207+4.314e-05i,0.00082991-0.00025261i,2.9425e-05-0.00029318i,-0.00083419-0.00011535i,-0.00064414-0.00054676i,-0.00026523-0.00059876i,0.00046681+0.0001549i,0.00093877+0.00088873i
-0.0012674+0.00034536i,-0.0015114+0.00055983i,-0.00037086+0.0014398i,0.0006672+0.0015964i,0.00070922+0.0012632i,0.00064123+0.0013632i,0.00054574+0.0012963i,-0.00052602+0.00040843i,-0.0011302-9.5023e-05i,-6.59e-05-0.00018142i,0.00048335-0.00080098i,-0.00061362-0.001366i,-0.001054-0.00081054i,-0.00051195-0.00026745i,0.00013078-0.00069643i,0.00044969-0.00043148i,0.00086466+0.00015466i,0.00080953+6.776e-05i,0.00077796-0.00035666i,0.00076579-0.0004225i,0.00067535+0.00026845i,0.0006026+0.00054921i,0.0003938-0.00014429i
-0.0031559-0.0001103i,-0.0034846+0.00015948i,-0.0021404+0.0012332i,-0.00037109+0.0026063i,0.0017367+0.0031178i,0.0026581+0.0022446i,0.0013947+0.0011337i,0.00075276+0.00056687i,0.00017786+0.00026844i,-0.0003298-0.00051776i,0.0002886-0.00028605i,0.0002725+0.00041795i,-5.2197e-05+0.00044627i,-0.00035071+0.00066199i,-0.00021262+0.00038245i,0.00060186+4.4258e-05i,0.00086828-0.00016983i,-0.00027591-0.00040454i,-0.00081999-0.00016441i,-0.00044349+9.968e-05i,0.00011952+0.00037471i,0.00059201+0.00052075i,0.00029152-8.0463e-06i
-5.6461e-05+0.00029491i,0.00014433+0.00089093i,0.00073166+0.00054867i,0.00086569+0.0010568i,0.00024428+0.001498i,0.00016103+0.00079851i,-0.00017837-0.00013941i,-0.00034127-0.00020657i,-0.00072196-4.834e-05i,-0.0011559+4.5907e-05i,-0.00039757-6.7175e-05i,0.00032174-0.00051918i,0.00020221-0.00050269i,0.00046781+0.00011527i,0.00061876+0.00044408i,-0.00055156-5.3532e-05i,-0.001081+0.00012774i,-0.00078152+9.7202e-05i,-0.0005515-0.0002099i,-0.00035753-2.4763e-05i,-8.3116e-05+2.5073e-05i,0.00036565-0.00061714i,-0.00014192-0.00070693i
-0.00052769+0.00091824i,-5.2516e-05+6.4243e-05i,0.0010314+6.3794e-06i,0.0014502+0.00095546i,0.0016596+0.00058166i,0.0014423-0.00048557i,0.00074171-0.00040053i,0.00044168+0.00062334i,0.00049845+0.00078314i,0.00060704-3.1285e-05i,7.2981e-05-7.3875e-05i,-4.1097e-05+0.00027099i,-0.00028277+0.00025354i,-0.0006293+6.7872e-05i,-0.0010683+0.00023204i,-0.0013633+0.00061693i,-0.00095917-0.00012042i,-0.00013034-0.00096513i,-0.00065824-0.00062905i,-0.00049582+0.00014686i,0.00085413+0.00018968i,0.00058939-0.00010328i,-0.00021479-8.5423e-05i
0.0019248+0.00096953i,0.0020405+0.00078555i,0.0016146+5.3951e-05i,0.00099069-0.00041247i,0.00035122-0.00014948i,0.0006192+3.6152e-06i,0.00062895-0.00026165i,0.0010371+0.00012299i,0.0015762+0.0011228i,0.00023136+0.0007737i,-0.00080493+0.00010058i,-0.00013894-0.00047899i,-0.00031723-0.00050956i,-0.00048116-0.00028697i,0.00025146+0.00021577i,0.00044894+0.001025i,0.00039651+0.0010538i,0.00073426+0.00049368i,0.00075869+0.00011027i,0.00057336+0.00033653i,0.00084264+0.00021767i,0.00095896-2.9877e-05i,0.001148+0.00043023i
0.0014773-0.0010562i,0.0010792-0.00095925i,0.00016949-0.0019042i,0.00020923-0.0011425i,-0.00013444+0.00028508i,0.00028884+0.00069838i,0.0008888+0.0012069i,0.00015925+0.0015233i,9.8264e-05+0.00086663i,5.6251e-05+0.00025243i,-0.00030047+0.00040044i,-0.00042897+0.0012505i,-8.605e-05+0.0012125i,0.00037766+0.00078747i,0.00064881+0.00050731i,0.00071508+0.00052631i,-0.00016392+0.00020847i,-0.00058842-0.00057104i,-3.5698e-05-0.0011011i,0.0003162-0.00034678i,0.00040081+5.5658e-06i,0.0007367-0.00095021i,0.00065378-0.0015102i
-0.00037594+0.00028225i,-0.0012056+0.00052968i,-0.00098215+0.00092521i,0.00017923+0.0012183i,0.00055949+0.00094142i,0.00057603+0.00048978i,0.00040673+0.00088308i,0.00076848+0.00084817i,0.00070922+0.00080781i,0.00047088+0.0010374i,0.00024834+0.0012184i,-0.00026077+0.00074761i,-0.0006983+0.00042016i,-0.0001675+0.00010532i,0.00062049-4.6867e-06i,6.9492e-05-0.00031164i,-0.0004098-0.00040669i,-0.00060724-8.015e-05i,-0.00021048-0.00017473i,0.00051673+0.00067015i,0.00018866+0.00099076i,-0.0001378-3.8377e-05i,0.00059323-0.00058275i
0.00036496-0.00073265i,0.00062512-0.0010737i,-0.00015261-0.00073133i,0.00020134-0.00018761i,0.0013064-0.00013951i,0.00082192-0.00024706i,-0.00049958+0.00028044i,-0.0010748-0.00026718i,-0.00034709-0.00079411i,-5.2247e-05-0.00049971i,0.00024541+0.00011645i,0.00058425+0.00066732i,-0.00035241+0.00051615i,-0.00085598-0.00013672i,-0.00021297-0.00051581i,0.0004039-0.0005637i,2.6242e-05-0.0010002i,2.8102e-05-0.0011162i,0.00022513-0.00055685i,-0.0005066+0.0001767i,-0.00091758+0.00051667i,-0.00013573+0.00020532i,0.00038441+0.00010766i
-0.001908-0.00046028i,-0.0015665+0.00046438i,-0.0016547+0.0012669i,-0.0012633+0.002116i,0.00097852+0.0030383i,0.002287+0.0021058i,0.001187+0.00084204i,0.00068205+0.00063995i,0.0011962+0.00025956i,0.00095921+0.00047335i,0.0011327+0.00087224i,0.00056919+5.5583e-05i,-0.00012445-0.00036522i,0.00020937-0.00025588i,0.00021204-0.00065443i,-0.00027246-0.00012012i,-0.00074385+0.00029551i,-0.00038552-0.00034524i,0.00058565-0.00065072i,0.00045306-0.00039825i,-0.00010449-0.00016507i,-0.00036816+0.00014865i,-0.00039564+0.00027385i
0.00043925-0.001707i,-0.00049213-0.0012961i,-0.0016532-0.00049706i,-0.0016953-0.00042731i,6.5195e-05+0.00034811i,0.00059501+0.0011446i,0.00028716+0.00053033i,0.00080561-2.7447e-05i,0.00076161-0.00017685i,0.00023637+2.9974e-05i,0.00031272+0.0006271i,-0.00020608+0.00086614i,-0.00079191+0.00014402i,-0.00033146+0.00035531i,8.3258e-05+0.0011482i,6.9229e-05+0.0012199i,-6.5197e-06+0.00028558i,0.00046333-0.00065454i,0.00078631-0.00012243i,0.00037197+0.00076508i,0.0010691+0.00045806i,0.00081037+0.00024995i,-4.523e-05+0.00015946i
0.00085857+0.00061421i,0.00040304-0.00029206i,-0.00021122-0.00083813i,0.0006455-1.939e-05i,0.00099059+0.00069311i,0.00036979-0.00017456i,0.00013625-0.00017401i,0.00062866-0.00032497i,0.00053046-0.00055558i,-0.00010244-0.00038408i,-0.0003742-0.00036293i,-0.00047223+5.0176e-05i,-0.00048756+0.00038092i,-0.00061875+9.0299e-05i,-0.00098664-0.00028004i,-0.00085436-0.0006563i,-0.00047128+2.9497e-05i,-0.0009076+0.0007079i,-0.00048127+0.00011592i,-3.638e-05-0.00022547i,3.4841e-05-0.00035511i,0.00029201-0.00018297i,0.00014624-0.00025063i
-0.00033353+0.00095582i,-0.0005001+0.0013823i,-0.00033544+0.0017653i,5.6748e-05+0.0012974i,0.001122+0.0010726i,0.0016157+0.00061696i,0.00066686+0.00045944i,-0.00016636+0.00041971i,1.6503e-05+0.0003099i,0.00020981-0.00033883i,0.00058709-0.00086067i,0.00087783-2.2561e-05i,-0.00022636+0.0006873i,-0.0012022-0.00015054i,-0.00085893-0.0011365i,-0.0006819-0.0010861i,9.8492e-05-0.0006117i,0.00095491-2.7435e-05i,0.00089185+0.00068644i,0.00037283+0.00047204i,-0.00028485-0.00039854i,-0.00025648-6.189e-05i,-4.3083e-05+0.00036137i
0.00046144-0.0024222i,-0.00044896-0.0027148i,-0.00046665-0.0024881i,-0.000842-0.0010517i,-5.7121e-05+0.00064819i,0.00063438+0.001298i,0.00013704+0.0007066i,-0.00032898+0.00069151i,-0.00080522+0.00034377i,-0.00096353-0.00044236i,-0.00085208-0.00034494i,-0.00080359+0.00087654i,-0.00064438+0.0012195i,-8.7804e-05+0.0006765i,0.00057257-0.00056698i,0.00038209-0.0010483i,0.00029012-0.00014022i,-0.00010726+0.00074058i,-0.00077399+0.001006i,4.9752e-05+8.8645e-05i,7.4293e-05-0.00042681i,-3.8094e-05-0.00022495i,0.00026372-0.00038692i
0.001946-0.00072314i,0.0020325-0.00053569i,0.0021037-0.0010398i,0.0011324-0.00051604i,0.00094083+0.00057482i,0.0015081+0.00072052i,0.00057417+0.00076494i,0.00015267+0.00091577i,0.00033488+0.00068162i,5.8759e-05-0.00045777i,0.00020489-0.00070513i,0.00050404+0.0003923i,-0.00034984+0.00010148i,-0.00079873-0.00063828i,-0.00033704-0.00047124i,-0.00014131-0.00062963i,-0.0002601-0.00052427i,-0.00038141-0.00023481i,-0.00034752+0.00013504i,-5.0561e-05+0.00035394i,-5.4357e-05+0.00073408i,-0.00053777+0.0010966i,-0.00041235+0.00052277i
-0.00077973+0.0017162i,-0.0016974+0.00071941i,-0.0010992-0.00038144i,0.0004055-0.0004224i,0.0008757-0.00027716i,0.00052449+0.00021434i,-9.8335e-05+0.00063697i,0.00038984+0.00064394i,0.001021+0.00058049i,0.00065193-5.4174e-05i,-0.00046621-8.8516e-05i,-0.0014131-3.7112e-05i,-0.00093871-0.00026642i,0.00050262-8.3888e-05i,0.001032-0.00036074i,0.0008522-0.00058197i,0.00062071+0.00024387i,0.00053154+0.00030121i,0.00077078-0.00015813i,0.0014843-0.00014156i,0.0017897-0.00027161i,0.00098836-0.0004956i,9.9354e-05-6.8169e-05i
0.0004156-0.00069958i,0.0006808-0.00063138i,0.0007994-0.0010077i,0.00058054-0.00043065i,0.00089523+0.00034172i,0.0010642+7.6929e-05i,0.00060187-0.00017452i,0.00033577+0.00027536i,2.9426e-05+0.0005928i,-0.00057591+0.00027259i,2.0245e-05+0.00066746i,0.00058663+0.00064719i,-0.00074391+0.00028861i,-0.0016514+0.00023864i,-0.0012262+0.00029535i,-0.00052866-5.3557e-05i,0.00042438-2.4744e-05i,0.00031187+0.00049658i,-8.5683e-05+0.00053107i,0.00062681+7.4863e-05i,0.0013048+0.00026133i,0.00064248+0.00036577i,0.00053505-1.5993e-05i
-0.002563+2.2728e-05i,-0.0020989+0.00090859i,-0.0012511+0.0026404i,-0.00049962+0.0035055i,0.00043783+0.0034407i,0.0012258+0.0020214i,0.00076372+0.0014709i,-0.00031752+0.0011382i,-0.00069616+5.3769e-05i,0.00024087-0.00033367i,0.0003658-0.00043296i,-0.00019737-0.00031898i,-0.00063514+9.6249e-05i,-0.00020994+0.00048396i,-3.397e-05+0.00066426i,-0.00042968-0.00029748i,-0.00082536-0.0005281i,-0.0013219+0.00029957i,-0.00037582-6.9298e-05i,0.00082718-0.00035468i,0.00030488+0.0001818i,-5.6265e-05-0.00034602i,0.00036088-0.0005438i
-0.0014496+9.8389e-06i,-0.0017287-0.00015439i,-0.0011651-0.00010342i,8.3992e-05+0.00048521i,0.0010996+0.0013062i,0.00087363+0.00093595i,0.00026175+0.00024278i,-0.00039623+0.00050812i,-0.00073827+0.00027884i,-0.00010964+4.9929e-05i,0.00034759+0.00057732i,-1.261e-05+0.00048805i,7.3743e-05+0.00019162i,0.00047699+0.00098152i,0.00050094+0.0007658i,0.00086745-2.0115e-05i,0.0015672+0.00077658i,0.0013727+0.00088076i,0.00053334+0.00032981i,0.00032105-0.0001399i,0.00029184+0.0001228i,0.00058928+0.00017414i,-0.00010986-0.00045498i
-0.00017487+0.00096255i,0.00010443-0.00086823i,0.00016769-0.00045464i,0.00060961+0.00069309i,0.001604+0.0020475i,0.0011808+0.0019748i,0.00036927+0.0010082i,-0.00028708+0.0013188i,-0.00049873+0.0012812i,-0.00023959+0.00095197i,-0.00030062+0.00027666i,-0.00014802-0.00062525i,0.00040223-0.00019009i,0.00079775+0.00020089i,0.0010554-0.00010564i,0.0011265-0.00043559i,0.00078506-0.00090494i,0.00024191-0.0011167i,7.3489e-05-0.00075421i,0.0003399-0.00054115i,4.4153e-05-0.00078703i,-0.00020319-0.00055207i,-0.00064592-0.00030077i
-0.00055776-0.0023284i,-0.00145-0.0021495i,-0.0018594-0.0012392i,-0.00098095+7.1024e-05i,0.00014385+0.0011243i,0.00071043+0.0016116i,0.00022109+0.00074575i,-0.0001178-2.3366e-05i,-0.00012078-0.00025108i,-0.00037627-5.1014e-05i,-0.00050323+0.00064462i,-0.0012111+0.00035008i,-0.0011783-0.00052968i,-0.00040643-0.00031886i,-0.00056502-0.00035644i,-0.00060536-0.00061307i,0.00011824-0.00070279i,0.00059232-0.00029691i,0.00036311+0.00042486i,0.00045848-0.00013541i,0.00055369-0.0004205i,0.00010173+0.000455i,-0.0002182+0.00028793i
0.0010209-0.00035985i,0.0013138+0.00040582i,0.00044998+0.00069911i,0.00039003+0.001099i,0.0012094+0.0017322i,0.0014675+0.0013653i,0.00067779-0.00019619i,-0.00041078-0.00079242i,-0.00054122-7.9051e-05i,-2.5121e-05+0.00026919i,0.0002693+6.1347e-05i,4.3361e-05-6.6835e-05i,-0.0010837+4.4937e-06i,-0.0010232-0.00021643i,-0.00017396-0.00035614i,-0.00033866+5.9991e-05i,-0.00055786+0.00096036i,7.4834e-05+0.00033112i,0.00036-0.00030989i,8.4862e-05+0.00050368i,0.0001773+0.00063468i,0.00027249+0.00021443i,0.00012247-0.00030543i
-0.0012348-0.00041643i,-0.0020202-0.00032412i,-0.0013573+0.00075145i,-0.0011994+0.0014163i,-0.00066604+0.0016918i,0.00087311+0.0011516i,0.00099303+0.00018777i,0.00076734+2.3083e-05i,0.00045081+0.0010606i,-0.00059181+0.0013319i,-0.00062646+0.00061566i,-4.6534e-05-0.00043588i,0.00039697-0.00085452i,-7.9142e-05-0.00080111i,-0.00029701-0.0011407i,0.0004828-0.0011915i,0.00029023-0.00095659i,-0.00039798-0.00036201i,-8.0323e-05-0.0001092i,0.00061269+0.00017227i,0.0008796+0.0003665i,0.00035399-0.00013591i,0.00011506-0.00032362i
0.00084249-0.00095035i,0.00023668-0.00072321i,0.00029688-0.001422i,0.00040082-0.0006417i,0.00063841+0.0004972i,0.00068382+0.00080971i,0.000225+0.00026311i,-6.307e-05-0.0006803i,1.5665e-07-0.0013135i,-0.00048546-0.0016088i,-0.0006612-0.00071746i,-0.00053762+0.00023986i,-0.00067614-0.00013723i,-0.00029169-0.00077255i,0.00024343-0.00027066i,0.00021602+0.00025974i,-7.6935e-07+0.00020795i,-0.00016456-0.00017362i,2.6043e-05+8.1903e-06i,0.00026231+0.00060589i,0.00024779+0.00039047i,-0.0003314-0.00018394i,-0.00020603+0.00068345i
0.00038561+0.00031396i,0.0012278+0.0011441i,0.00037834+0.00063135i,-0.00022487-0.00040183i,-0.0001116-0.00021825i,0.00057561+0.0010397i,0.00068463+0.00087059i,-0.00051205+0.00067303i,-0.00046454+0.00081045i,-0.00020549+0.00050961i,-0.00057357-0.00027509i,-0.00052814-0.0005009i,-0.00024117-4.0172e-05i,-0.0001061-0.00032295i,-0.00035027-0.00064792i,-0.00071798-0.0011051i,-0.0010008-0.00024429i,-0.00068329+0.00031103i,-0.00030867-1.0959e-05i,-4.0085e-06-0.00039261i,0.00025236-2.9191e-05i,0.00018418+0.00068844i,-0.00024324+0.00095842i
-0.0023312-5.4269e-05i,-0.0033932+0.0014629i,-0.0031826+0.0018685i,-0.0011614+0.0013596i,0.0015151+0.00093591i,0.0027109-0.00016544i,0.00071368-0.00049767i,-0.00041845-2.2266e-05i,-8.1798e-05+0.00044355i,-0.00075457+0.0010244i,-0.001147+0.00095408i,-0.00090692+0.00049154i,-0.00014767+0.000105i,0.00043015+0.00016361i,0.00088992+6.4028e-05i,0.00088068-0.00055103i,0.00017157-0.0003032i,-0.0003257-6.3583e-05i,-0.00024995+0.00043849i,-3.408e-05+0.00087941i,8.6814e-05+0.00024006i,0.00086143-0.00024809i,0.0010429+4.5933e-05i
0.00061319+0.00053036i,0.00061798-0.00016188i,0.00057457-0.00079118i,0.0012825-0.00085i,0.0012562+0.00030352i,-4.0355e-07+0.0005157i,-0.00077993+1.3718e-05i,-0.00068261-1.5785e-05i,0.00030783-0.00018091i,0.0006858-0.00076276i,-0.00030507-0.0010573i,7.4743e-05-0.00029683i,0.00028041+0.00026972i,-0.00070108+0.00039317i,-0.00075662+0.00064456i,4.5747e-05+0.00037483i,0.00043308+0.00035113i,0.00096889+0.00045593i,0.0013498+0.00024851i,0.0010764+3.4193e-05i,0.00043588-4.7875e-05i,0.00022129+0.00019756i,0.00035656+0.00020108i
-0.00019649-7.2637e-05i,-0.00050049+0.00037517i,-0.00075494+0.00051669i,-0.0003171+0.0013193i,0.0015701+0.0013221i,0.0023476+0.00075078i,0.0014071+0.00069705i,0.00087355+0.00039913i,0.00081671+9.4217e-05i,0.00093805+0.0005197i,0.00044595+0.00055117i,8.7553e-05+0.0007563i,-2.6809e-05+0.0002734i,0.00020103-0.00095716i,0.00018705-0.0012668i,-0.00024579-0.00060741i,0.00011471+0.00019638i,0.0005003+0.00010203i,-0.00025987-0.00050576i,-0.00085803-0.00011205i,-0.00069255+0.00063271i,-5.0449e-05+0.0005663i,0.00016187-0.00032841i
-0.0017825+0.0003076i,-0.0015427+0.0011138i,-0.0012312+0.0019075i,0.0002054+0.0031104i,0.0026022+0.002616i,0.0027322+0.0008316i,0.00063293-0.00045046i,-0.00019497-0.00058829i,0.00044081-0.0003227i,0.00079644+1.0072e-05i,3.3338e-05+0.00031026i,-0.00061268+0.0006153i,-0.00024469+0.0011084i,-0.00035332+0.0010071i,-0.00014974+0.00040957i,3.992e-05+0.00046267i,-0.00017223+0.00027027i,0.00015171-0.00033074i,0.00066238-0.00028045i,0.00029396-9.2487e-06i,5.2768e-05+0.00024679i,0.00042349-1.5799e-05i,0.00063005-0.00058721i
-0.0010459-7.661e-05i,-0.0007575-8.8218e-06i,-0.00055057+0.001083i,0.00033096+0.0010032i,0.0013162+0.00039618i,0.0016552+0.00060682i,0.0011334+0.0006929i,9.023e-05+2.7361e-05i,-0.00015785-0.00023496i,0.00025789-0.00025609i,0.00088529-0.00038488i,0.00080363+0.0001885i,-5.3208e-05+0.0001887i,-0.00013521-0.001491i,-0.00062754-0.0020543i,-7.3007e-05-0.00070274i,0.0001722+0.000231i,0.00044642-0.00031816i,0.00097523-0.00084393i,1.0045e-05+5.1315e-05i,-0.0010739+0.00058709i,-0.0010684+0.00022288i,-0.00042787-0.00037539i
0.00099219-0.00044518i,0.00047908-0.00025384i,-0.00044937+0.00061249i,-2.4532e-06+0.0012217i,0.0011117+0.0022591i,0.0014783+0.0019359i,0.00091566+0.00073453i,7.7332e-05+0.00041418i,-0.00036684-5.1972e-05i,-0.00052177-8.6903e-05i,-0.00049994+0.0005411i,-0.00019506+0.00048147i,-0.00019751+9.0388e-05i,-0.00045984-2.9069e-05i,-0.00071435-7.3011e-05i,-0.00041172+0.00036794i,0.00013951+0.00027622i,0.00051712-0.00060317i,0.00069711-0.00046166i,1.2573e-06+0.00058308i,-0.001128+0.00072676i,-0.001013+6.8296e-05i,-0.00026051-0.00031369i
0.0011385-0.0011189i,0.0018926-0.00071752i,0.00068266-0.001065i,-0.0012597-0.00095261i,-0.00060967+0.00020222i,0.00048257+0.0010307i,-0.00046713+0.00018593i,-0.0013009-0.00012823i,-0.00036574-1.983e-05i,0.0001963-0.00026042i,-0.0002503+9.1862e-05i,-0.00019933+0.00033194i,9.0953e-05+0.00079181i,-0.00048223+0.0011353i,-0.00089593+0.0011489i,-0.00010725+0.00034299i,0.00065007-0.00054952i,0.00038581-0.00068616i,0.00026087-0.00091228i,0.000239-0.00055072i,2.3159e-05-0.00010049i,-8.0539e-05-0.00026426i,-2.5852e-05-0.00015261i
-0.0018262-0.0020353i,-0.0020603-0.0007496i,-0.0012769+0.00082429i,0.00036304+0.0016291i,0.0022941+0.0020847i,0.0030152+0.0017093i,0.0016014+0.00063969i,0.00023263-8.4216e-05i,-0.00068146-0.00033133i,-0.00078409-0.00016334i,5.9685e-07+0.00050225i,0.00016338+0.00011685i,0.000376-0.00017042i,0.00066379+0.00058612i,0.00079257+0.00050575i,0.0013007+0.00024707i,0.0012688-0.00018781i,0.00094296-0.00076445i,0.00048621-0.00026091i,0.00013825+0.000443i,0.00013074+0.0011456i,0.00046486+0.00089946i,0.00067883+9.3254e-05i
0.00055941-0.00025117i,0.00078957-0.00013726i,-8.0962e-06-0.0002243i,0.0002774+0.0002233i,0.0004575+0.0012338i,6.198e-05+0.0015927i,-0.00078632+0.0010594i,-0.0012692+0.00045731i,-0.00059748+5.8154e-05i,0.0002376+0.00035i,5.5219e-05+0.0010844i,-7.4735e-05+0.0013142i,0.00038668+0.00033432i,-0.00016935-0.00095548i,-0.00084876-0.00059422i,-0.00061939+0.00044342i,-0.00047227+0.00026979i,-0.0002844-0.00071622i,0.0001787-0.00082575i,0.00021112-0.00053484i,-0.00017319-0.00042406i,-0.00047294+0.00011398i,-0.00061066-0.00034459i
-0.00017683-0.00071145i,-0.00089915-0.0014728i,-0.000523-0.0012804i,5.3411e-05-0.00031343i,0.0012271+6.5712e-05i,0.0013644+0.00048269i,0.00072319+0.00059851i,0.00027644+0.00028841i,0.00027558+0.00020693i,0.00022132+0.00032135i,0.00031876+0.00033424i,0.00042815+0.00043384i,-0.00016994+0.00013161i,-0.00023754-0.00077055i,-0.00045284-0.00024506i,-0.00044456+0.00064984i,0.00021286+4.6756e-05i,0.00068986-0.00031282i,0.00082721+0.00088451i,0.00031842+0.0012028i,-4.7523e-05+0.00025633i,-0.00031282+9.1726e-05i,-0.00033609+0.00015996i
-0.0008988+0.00055663i,-0.0016009+0.00073045i,-0.0019623+0.0009184i,-0.0016433+0.001228i,-0.00022258+0.0023089i,0.00099266+0.0016236i,0.00033111-0.00035573i,-0.00070347-0.00096636i,-0.0010666-0.00042915i,-0.00065744+0.00028471i,-4.0778e-05+0.00024765i,0.00024956-0.0002622i,7.5319e-05-0.00050062i,0.00016859-0.00052984i,0.00056297-0.00036131i,0.0011392+0.00028564i,0.0010083-5.3943e-05i,0.00065897-0.0011958i,6.0301e-05-0.00093341i,-0.0006118-0.00052588i,-0.00050009-0.00026387i,-2.0163e-05+0.00022377i,0.00056237+0.00023124i
0.00068998-0.0019416i,0.00073918-0.0027249i,0.00070569-0.0021065i,-0.00012964-0.0014326i,0.00014317-0.00051172i,0.00083288+0.00022484i,0.00050805-0.00010533i,-0.00012944+0.00016955i,-0.00027147+0.00029449i,-3.9161e-05-0.0003288i,-0.00048058-0.00029548i,-0.00067545+0.00011709i,4.5326e-05+0.00039099i,0.00037881+0.00052475i,3.5793e-05+0.00047803i,-0.00020766+0.00016143i,-0.00025106+0.00034395i,-0.00028077+0.00075868i,-0.00010713-0.00011079i,4.0187e-05-0.00073924i,-9.7586e-05-0.00034755i,-0.00060743-0.0001771i,-0.00072703-0.00013886i
0.0012852+0.0017105i,0.001322+0.0009121i,0.001749-0.0001656i,0.0019742+0.00096304i,0.0017695+0.002623i,0.00075147+0.0024494i,0.00020625+0.001148i,-1.3239e-05+0.00051597i,-0.00036574+0.00025883i,-0.00035942-0.00055556i,-0.00021284-0.00067558i,-3.875e-05+0.00015259i,-5.5782e-05+0.00050972i,-0.00012453-6.8939e-05i,0.00017732-0.00037597i,0.00037996+0.00024981i,-0.00027455+0.00073618i,-0.00057582+0.00078482i,-0.00028474+0.00040104i,9.7547e-05-1.2223e-05i,4.0534e-05+4.1504e-05i,0.00024488+0.00017576i,0.00083033-4.6727e-05i
-0.00023551+0.00041852i,-0.00056859+0.0010263i,-0.0012888-0.00045791i,-0.00063553-0.00065836i,-0.00016127+0.00037694i,0.00020864+0.00053998i,0.00037488-9.9805e-05i,-0.0003901-0.00080722i,-0.00047711-0.00052469i,2.9383e-05+0.00054542i,-0.00010765+0.00093536i,0.00024213+0.00075919i,-3.6127e-05+0.0011171i,-0.00053001+0.0016836i,-0.00034427+0.0011872i,0.00011135+0.00022187i,0.0004177-0.0005109i,0.0011088-0.00028447i,0.0018859+0.00032272i,0.00077231+0.00033086i,0.00017496+0.00034915i,0.00022084+0.00043202i,-0.00037395+2.2241e-05i
-0.0010739+0.00019967i,-0.00027227+0.00016397i,0.00018681-0.00015516i,0.00019852+0.0016853i,0.00086347+0.0024859i,0.0011403+0.0010947i,0.00037798+0.00011079i,-7.9418e-05-0.000518i,-0.00013456-0.00021174i,-0.001117+0.00030669i,-0.0014831-0.00021084i,-0.00037875-0.00011427i,0.00058866+0.00047229i,0.0012191+0.00026298i,0.001026-7.5565e-05i,0.00051631-0.00042081i,-2.6698e-05-0.00038304i,-0.00049138+0.0002428i,-0.00088122+0.00051362i,-0.0009632+0.00029032i,-0.00012844+0.00027386i,0.00067969+0.00026719i,0.0010515+0.00081646i
0.00055557-0.0010277i,0.0010382-0.00040253i,0.00044214-0.00016911i,4.3972e-05+0.00011417i,-0.00020196+0.00077407i,-0.00028244+0.00062506i,0.00044223+0.00023847i,0.00079394+8.7429e-05i,0.00031351+0.00044645i,-0.00083908+0.00015995i,-0.0010326-9.5229e-06i,-0.00019056-0.00018285i,-0.00066035-0.00019209i,-0.0010879-0.00036018i,-0.0010458-0.00068866i,-0.00030913-2.8613e-05i,0.00065694+0.00042424i,0.00095176-0.00048391i,0.00068252-0.00091643i,0.00019566-0.00035156i,0.00032616+0.00022997i,0.00074683+0.00059753i,0.0010999+0.00067597i
