-0.00041271-0.00042983i,-0.00056341+9.4662e-06i,-0.00096221+0.00094989i,-0.0015454+0.00086077i,-0.0011942+0.0011892i,0.00022082+0.0016955i,0.00073817+0.0021441i,1.4959e-05+0.0021341i,0.00036729+0.0017615i,0.00092559+0.0014289i,0.0011637+0.00048225i,0.00055191-0.00054146i,0.00024136-0.00075781i,0.00062155-6.057e-05i,0.00029333+0.00053952i,-5.0344e-05+0.00051055i,0.00064426-0.00054943i,0.00096208-0.00021514i,6.061e-05+0.00061657i,-0.00077556+0.00080917i,-0.00066011+0.00021663i,-0.00071982-0.00021364i,-0.00086103+0.00028238i
0.00084193-3.6376e-05i,-6.8529e-07+0.0015287i,0.00039031+0.0011152i,0.0010491-5.4754e-05i,0.00094551-0.0012828i,0.00079295-0.0013313i,0.000207-0.00039989i,-0.00085802+0.00030245i,-0.0012589+9.1101e-05i,-0.0013049+1.2263e-05i,-0.0010933+0.00062281i,-0.00087851+0.00127i,-5.452e-06+0.0012686i,0.00027447+0.0011367i,-0.00067117+0.0012445i,-0.0013047+0.00075568i,-0.00049352+9.6851e-05i,0.00071209-0.0003305i,0.00096489-0.00058256i,0.0014526-0.00041135i,0.0010635+0.00014225i,-0.00042348+0.00023871i,-0.00079625+0.00040683i
-0.0013809+0.00042456i,-0.0011008+0.000467i,-0.0003441+0.0010121i,0.00019172+0.00015104i,0.00064958-0.0014249i,0.0010411-0.0017539i,0.00021528-0.00081719i,4.7875e-05-0.00060505i,-1.3044e-05-0.00012512i,-0.00057717+6.4172e-05i,0.00023279-0.00061212i,0.00091438+0.00030389i,0.00052639+0.0011455i,0.00030397+0.00083362i,0.00061541+0.00022965i,0.00092118+0.0003091i,0.00066493+0.0006196i,0.00057147-0.00031058i,0.00085708-0.0008566i,0.00054495-0.0003216i,0.00079974+0.00033099i,0.00079956+0.00043302i,0.00018751+0.00029792i
0.00075453+0.0010716i,0.0011585+0.00013908i,0.0010179-0.00011688i,0.0015324+2.2291e-05i,0.0015396-0.0002151i,0.00044261-0.0010834i,-0.0006582-0.001204i,-0.0010665-0.00060277i,-0.00098551-0.00083631i,-0.0008597-0.00064638i,-0.0013362-7.4169e-05i,-0.002256+0.00031154i,-0.0021217+0.0010456i,-0.00069862+0.00079677i,0.00045257+0.00041626i,0.00022323+0.00014211i,0.00049422-0.00014237i,0.00065687-0.00014573i,0.0010198-0.00077547i,0.00076707-0.00066806i,-2.0612e-05-0.0002778i,-0.00017127-8.7822e-05i,-2.6225e-06+0.00046102i
9.0253e-05+2.8263e-05i,-0.00030113+0.00037654i,-0.00093756-0.0003987i,-0.00020029-0.00095422i,0.00046925-0.0009878i,0.00038062-0.00094762i,-0.00026796-0.00067638i,-0.00024-0.00040868i,-0.00070282-0.00035988i,-0.0011019-4.6172e-05i,-0.001417+0.0005684i,-0.0018588+0.00094609i,-0.00070809+0.0011052i,0.00053792+0.0010471i,0.0015198+0.00068369i,0.0022301-0.00021932i,0.0013152-0.00065358i,0.00046532-0.00020074i,0.00031555-0.00031998i,3.8962e-05-0.0010081i,0.0001572-0.0011875i,0.00065066-0.0014241i,0.00069872-0.00094202i
-0.0015918-0.0011158i,-0.0016925-0.00017172i,-0.0014511-0.00027585i,-0.00058494+9.9632e-05i,0.00053588+0.00010056i,0.00044009+0.00054822i,0.00040906+0.00044689i,0.00014138-0.000221i,-0.00028372-2.9486e-05i,-0.00014964+0.00013043i,-0.00039264+0.00022788i,-0.00056652+0.0015982i,-0.00010614+0.0010646i,0.0012592+0.00041573i,0.00088445+0.0010005i,7.92e-05+0.00064614i,0.00074583-0.00051551i,0.0013066-0.00096664i,0.00027544-0.00054467i,-0.00036651-0.00023769i,0.00019621-0.00022095i,0.00043927-0.00054134i,2.584e-05-0.00060212i
-0.00020821-0.00038903i,0.00070495+0.00067293i,0.00073897+0.0013069i,0.00065558-0.00049663i,0.001243-0.0026028i,0.0016309-0.0017663i,0.0012693-0.00062715i,0.00041327-0.001019i,-0.0001028-0.0008134i,-0.00016728-0.00037245i,-0.00034704-1.1938e-05i,-9.5603e-05+4.4488e-05i,0.00014328+0.00044292i,0.00018139+0.00086815i,0.00054387+0.00064752i,0.00092863+4.8973e-05i,0.00094067-0.00030009i,0.00060042-0.00029364i,0.0011001+2.8989e-05i,0.0016306-3.1417e-05i,0.0018264-0.00026201i,0.0013724-0.00013415i,0.00045007-0.00022308i
0.0021717+0.00036942i,0.001336+0.0003533i,0.00035419-0.00029055i,0.0010442-0.00082083i,0.0014951-0.0010607i,0.00066702-0.0011168i,-0.00030865-0.00067482i,-0.00034618-0.00025463i,-0.0002766-0.00072411i,-0.00042021-0.00096209i,-3.2654e-05+0.0002316i,-0.00049663+0.0010832i,-0.00084043+0.001719i,-0.00017172+0.0019461i,0.00078911+0.001283i,0.00076356+0.00090363i,-0.00020262+0.00022011i,-0.00057648-0.00040816i,0.0001618+4.7087e-05i,0.00026524-0.00021812i,0.00020001-0.00020845i,0.00061758+0.00033755i,0.00025884+0.00036679i
-8.7834e-07+0.00044273i,0.0015754-0.001142i,0.0034034-0.00062732i,0.0027048-0.00061394i,0.00082977-0.001325i,0.00049188-0.0012962i,-0.00045488-0.001079i,-0.0013481-0.00036101i,-0.0011338+1.2322e-05i,-0.001433-0.00021354i,-0.0014661+0.00023498i,-0.001782+0.00018376i,-0.0015043-0.00031397i,-0.00048764+0.00032621i,0.0002589+0.0010044i,0.00024758+6.7682e-05i,-0.00035804-0.00052653i,-0.00077686-0.00048076i,-0.00063124-0.00064316i,-0.00032947-0.00086345i,0.00021009-0.0010387i,-6.7602e-05-0.00033141i,-0.0013667+1.0907e-05i
0.00053305-0.0021073i,-0.00023289-0.0024449i,-0.00032926-0.0023288i,0.00062096-0.0018217i,0.0013695-0.0012362i,0.00047669-0.00092118i,0.00044323-0.00069407i,0.0013153-0.0003733i,0.00092234-2.3399e-05i,-0.00034171+0.00044155i,-0.00095413+0.00046227i,-0.00078803+0.00041693i,-0.00073692+0.0012856i,-0.00027878+0.0014241i,0.0008674+0.00067248i,0.0018779+0.00052523i,0.0017354+0.00075254i,0.00081882+0.00033013i,6.0974e-05+1.0494e-05i,-0.00012001-0.00018376i,0.00012294-0.00031741i,0.00075529+0.00019088i,0.0014415+0.00085479i
0.0028704+0.0026346i,0.0025331+0.001703i,0.0040126+0.00082912i,0.0042007-0.0012177i,0.0028953-0.0028058i,0.0010632-0.0028012i,-0.00043752-0.0024013i,-0.00043381-0.0011303i,7.5733e-05-0.00074423i,0.00027885-0.0011537i,-4.7354e-05-0.00078392i,-0.00043162+0.00013774i,-0.00040144+0.00044828i,-0.00040355+0.00096753i,-0.0005628+0.0014985i,-0.00042119+0.0007862i,-0.00038527+0.00048039i,-0.00014901-9.2241e-05i,0.00034889-0.0012102i,0.00029434-0.0011938i,-0.00028848-0.0010529i,-0.00025726-0.00065406i,-0.00042412-1.2784e-05i
0.00073571-0.0012718i,0.0013845-0.00089899i,0.0019708-0.0017314i,0.00075136-0.0020058i,0.00049511-0.0014829i,0.00028114-0.0008619i,-3.1202e-05-0.00014683i,7.5567e-05+3.2112e-05i,-0.00027538-0.00078099i,-0.0008785-0.0010974i,-0.00060324-0.0008905i,-0.00020893-0.00033149i,-0.00014984+0.0011032i,0.00027621+0.0010007i,0.00036611-0.00047584i,0.00062548-0.00077526i,0.00087798-0.00010449i,0.00038012+5.3254e-05i,0.00028663-0.00047512i,0.00054512-0.0008066i,4.4051e-05-0.00036296i,-0.00034122+0.00018078i,-0.00042331+0.00054774i
0.00022177+0.00018541i,0.00066174-0.00058567i,0.001893-0.00094963i,0.001476-0.0009859i,0.0010326-0.0017359i,0.00084078-0.0019667i,0.00060243-0.0012184i,2.4101e-05-0.00084256i,-0.00069805-0.00095566i,-0.0010777-0.00087964i,-0.0013316-0.00036968i,-0.00098681+0.00061804i,-0.00094351+0.0010328i,-0.0012545+0.00045702i,-0.0008161+0.00028326i,-1.3962e-05+0.0001372i,0.00049447-0.0004554i,0.00080442-2.3578e-05i,0.00052421+0.00084281i,0.00025626+0.00079089i,0.00016783+5.3341e-05i,-0.00026047-0.00069528i,9.1473e-05-0.0010239i
0.001885-0.0013276i,0.0024828-0.00050021i,0.001493-0.0013258i,0.00077401-0.0026622i,0.0010109-0.0026101i,0.00090613-0.0023924i,0.00031767-0.0022332i,-7.8863e-06-0.0011904i,-0.00010466-0.00071687i,-0.00075967-0.00083551i,-0.0016229-0.00047569i,-0.0010196+0.00064871i,-2.0688e-05+0.000809i,0.00060655+0.00063695i,0.0010104+0.0011754i,0.0011442+0.0009196i,0.00085002-8.7229e-05i,0.00043094-0.00098427i,0.00050139-0.00031076i,0.0004894+0.00037201i,0.00029367-0.00027513i,0.00027419-0.00037111i,0.0003318-0.00034538i
0.0010209+0.00062674i,0.0012227+0.00074665i,0.0013739-0.00048363i,0.0018258-0.0014597i,0.00107-0.0015169i,-0.00064923-0.0014411i,-0.0013597-0.0013114i,-0.0008143-0.00068553i,-0.00098213-0.0011989i,-0.001785-0.001147i,-0.0018938+7.5233e-05i,-0.0014168+0.00040739i,-0.00069557+0.00044871i,-0.00052271+0.00066802i,-0.00041901+0.00092869i,0.00013914+0.00021797i,0.00083294-0.00052694i,0.0004893-0.00033474i,0.00043516+0.0003254i,0.00091466+0.00079688i,0.00092561+0.00038803i,0.00055704+0.00019077i,-9.4026e-05+0.00036562i
-0.0012967-0.0031766i,-0.00060852-0.0035079i,-0.00038786-0.0028573i,5.3993e-05-0.0019765i,0.00088222-0.0016107i,0.00057826-0.0017352i,0.0001258-0.0012724i,-0.0003397+8.1806e-05i,-0.00095877+0.00032856i,-0.00092271+0.00053922i,-5.069e-05+0.0011421i,0.00060192+0.00084817i,0.00074986+0.00049962i,0.0007632+0.00041838i,0.0012689-0.00018366i,0.001117-0.00032594i,0.0010228-6.2926e-05i,0.00059987+0.00047334i,-0.00041473-1.9907e-05i,-0.0003327-2.6647e-05i,-0.0003393+0.0006274i,-2.0401e-05+0.00043225i,0.00032998+0.00017808i
0.00096806-0.0014356i,0.0020479-0.00016726i,0.0012505-0.00075573i,0.00024074-0.0025721i,-0.00031227-0.0028105i,-0.00026867-0.0016991i,-0.00017967-0.001215i,8.2929e-05-0.00096893i,0.00049237-0.00086507i,-0.00011059-0.0010025i,-0.0008915-0.00022652i,-0.0010686+0.00069369i,-0.00055964+0.0010527i,6.9338e-06+0.0012256i,-0.00031514+0.00075685i,-0.000988+1.5609e-05i,-0.00090068-0.00035778i,0.0001483+0.00025031i,0.00054156+0.00055929i,0.0003236+5.8491e-05i,0.00062302-8.8378e-05i,0.0007019+0.0003356i,-0.0001269+0.00038041i
-0.00034935-0.00058223i,-0.0012381-0.00066402i,-0.0022409-0.00115i,-0.0012745-0.00081985i,-2.5545e-05-0.00072057i,0.00068893-0.00157i,1.0023e-05-0.0021743i,-0.00048225-0.0015345i,-0.0010812-0.0007322i,-0.0016852-0.0003435i,-0.0012923-7.0565e-05i,-0.00058254+0.00045995i,-0.00061488+0.00095377i,-0.0004405+0.00083431i,0.00090118+0.00044689i,0.0015712-0.00020436i,0.0012448-0.00066184i,0.001021-0.00074159i,0.00041174-0.00083063i,0.00023469-0.001402i,0.0006636-0.0014619i,0.0004914-0.00059634i,-8.6992e-05+7.483e-05i
-0.0010853+7.9828e-05i,-0.00091536+0.00024333i,-0.00067126+0.0001082i,-2.1597e-05-0.00020262i,0.0010559+0.0002529i,0.00085457-0.00018929i,-9.173e-05-0.0003426i,-0.0009016-0.00039482i,-0.00084778-0.0013414i,-0.0013264-0.001574i,-0.00098493-0.000684i,-0.00031778-9.4218e-05i,-0.00051739+0.000951i,-0.00043985+0.0010921i,0.00017638+0.0005498i,0.0010228-5.1095e-05i,0.00057348-0.00087656i,-0.00019078-0.00025293i,0.00016234+0.00032514i,0.00030768-0.00042307i,0.00019978-0.00088863i,0.00044704-0.00044259i,0.00042333-6.2057e-05i
-0.001199-0.0014644i,-0.0016842+0.00015775i,-0.00083149+0.00082374i,0.00097975+0.00021026i,0.0021124-0.00077526i,0.0021548-0.0016287i,0.0014258-0.0012985i,0.00043409-0.00093932i,0.00037503-0.0011854i,0.00066549-0.00012404i,-1.5036e-05+0.00067465i,-0.00073146+0.00070493i,-0.00053279+0.00074771i,-0.00031435-0.0002026i,-0.00043622-0.00045694i,-0.00058116+0.00041564i,-0.00015353+0.00053827i,0.00056985+0.00021422i,0.00074472-0.0002342i,0.00018759+0.00017642i,-3.1834e-05+0.00087726i,-0.00014409+0.00098303i,-0.00042963+0.00064934i
0.00050374-9.1718e-05i,0.00078692-0.0018798i,0.0013378-0.002775i,0.0010926-0.001974i,0.0011706-0.0019022i,0.0010078-0.0019792i,0.00046108-0.0010033i,-0.00075605-0.0006448i,-0.0019374-0.0012762i,-0.0014436-0.00065236i,-0.00088918+0.00044105i,-0.00040369+0.0010145i,0.00014243+0.00091053i,-0.00023909+0.00054695i,9.8594e-05+0.00035979i,0.00033085+0.00029551i,0.00023385+0.00021168i,0.00038324-0.00015615i,0.00051805-0.00054939i,0.00093369-0.00079742i,0.0011493-0.00070623i,0.00040918-0.00027563i,7.8431e-05-0.00026894i
-0.0027897-0.00080448i,-0.0015953+8.0912e-05i,-0.0018085+0.0011943i,-0.00059904+0.0012719i,0.00067205+0.00061705i,0.00028296-0.0002488i,0.00022514-0.00050261i,0.00039481-0.0003302i,0.00013605-0.00051746i,-0.0008104-0.0010271i,-0.0015608-0.0010975i,-0.0012651+9.073e-05i,-0.0011814+0.00075892i,-0.0010689-0.00066318i,-0.00088368-0.0011639i,-0.0005288+0.0001574i,-5.9555e-05+0.00016025i,0.00066486-0.0010485i,0.00069764-0.00097736i,-8.4403e-06-0.00088702i,-0.00042452-0.0011524i,-0.00046114-0.00078028i,7.1903e-05-0.00064622i
0.00039971-0.00030924i,-0.00098703-0.00020235i,-0.00052705-0.000548i,0.00023263-0.0011999i,0.001047-0.0024788i,0.0010853-0.0025487i,0.00070838-0.0011101i,9.0407e-05-0.00011384i,-0.00012038-0.00038626i,0.00025246-0.00076805i,0.00015761-0.00082547i,-0.00070502+5.8356e-05i,-0.0010949+0.00056946i,-1.4302e-05+0.00059516i,0.00095231+0.00025969i,0.0013286+0.00024903i,0.00095869+0.0006883i,0.0007184-5.655e-05i,0.0012964-0.00036636i,0.0011134-8.0647e-05i,4.8733e-05-9.4909e-05i,-0.00061067+0.00034757i,-0.00074598+0.00011974i
0.0016753+0.00040176i,0.0016505-0.0012311i,0.0016917-0.0014359i,0.0019984-0.0018303i,0.0018089-0.0021331i,9.2258e-05-0.0021771i,-0.00045735-0.0018183i,0.00049636-0.00096416i,0.00019912-0.0010451i,-0.00052315-0.0010186i,-0.00018556-7.0886e-05i,-0.00015071+0.00071764i,-0.00035945+0.00088182i,3.9607e-05+0.0012109i,0.00024712+0.00084022i,0.00030125+0.00028032i,-0.00012197+0.00052051i,-0.00034287+0.00012571i,0.00055145-0.00059601i,0.00078952-0.00080888i,0.00021388-0.00035088i,-0.00052593-5.6636e-05i,-0.0007295+7.7415e-05i
-0.001819-0.001211i,-0.0014962-0.00045996i,-0.0011261-0.0008911i,-0.00021777-0.0004558i,0.00040708-0.00062222i,0.00043519-0.0016582i,-0.00012939-0.0014463i,-0.00017471-0.00035389i,-0.0002851-0.00021737i,-0.0006761-0.00043873i,-0.00053026+2.3272e-05i,-0.00064539+0.00023633i,-0.00043887+0.00098797i,0.0005181+0.0015895i,0.00068437+0.00068669i,-0.00012243-0.00045778i,-3.5269e-05-0.00074308i,0.00059664-0.00079082i,0.00034443-0.0010188i,3.931e-05-0.001318i,0.00032834-0.00096849i,0.00011108-0.00030224i,0.00031269-0.00012379i
-0.0019098+0.00012331i,-0.0013071+0.00013266i,-0.00061699+0.00086468i,0.00019161+0.00074052i,0.0020771-0.00048583i,0.0016512-0.0016493i,-0.00044407-0.0015103i,-0.00023149-0.0010179i,0.00034426-0.00043806i,-0.0003227-0.00010384i,-0.00050252-0.00048865i,-0.00087431-0.00089531i,-0.0018311-0.00012495i,-0.0018885+0.00047962i,-0.00091019+0.00010485i,-0.00027114+0.00018238i,-3.7641e-05+0.00043728i,0.00017251-0.00029411i,0.00070567-0.001249i,0.000761-0.0013107i,-0.00016019-0.00068401i,-0.00018135-0.0001284i,-0.00012775+0.00018504i
-0.0017179+0.0012494i,-0.00019781+0.00031841i,-0.00028733+0.00034732i,-0.00019813+0.00030864i,0.0014069-9.8886e-05i,0.0018002-0.00080654i,0.00099987-0.00080541i,0.00039557-0.00017293i,0.00014879+0.00022982i,0.00013989+0.00071824i,-0.00022528+0.00060163i,-0.001311-0.00019182i,-0.0014771-0.00075437i,-0.00029498-0.00074311i,0.00015424-0.00022118i,-0.000406-0.00092322i,-0.00042024-0.0010914i,-6.1982e-05-0.00075794i,0.00022517-0.00025197i,0.00059817-5.9771e-06i,0.00033278-0.00058607i,5.1779e-05-0.00059326i,-0.00040845-0.00022167i
0.00034645+0.00025038i,0.00017245+0.0011606i,0.0013518+0.0016471i,0.0013376+0.00066489i,0.00030658-0.0013457i,4.2852e-06-0.0018596i,3.6282e-05-0.00074475i,0.00027234-1.4624e-05i,0.00014514+6.7085e-05i,-0.00010928-0.00042012i,-0.00081526-0.00011768i,-0.0014423+0.00083564i,-0.00060704+0.0014393i,0.00024192+0.0015329i,0.0005842+0.00092436i,0.00043428+0.0011543i,0.00037515+0.001192i,1.3693e-05+0.00035543i,0.00011388+0.00018926i,0.00094428+5.0992e-05i,0.00061039-0.00046134i,-9.0129e-05-0.00048955i,0.00010802+1.7759e-05i
0.00057803+0.0019081i,0.0013927+0.0017512i,0.0025735+0.0023399i,0.0031145+0.0014174i,0.0029018-0.00095567i,0.0021126-0.0022744i,0.00090568-0.0017932i,-0.00015037-0.00077442i,-0.00080846+0.00042071i,-0.0012865+0.00056318i,-0.001567-0.00062711i,-0.0017935-0.00073862i,-0.0014601+0.00072401i,-0.00069297+0.0014468i,-0.00023744+0.00057219i,0.00015005-0.00023308i,0.00057365-0.00038754i,0.00090856-0.00052099i,0.00073037-0.00042123i,9.5754e-05+0.00013591i,0.00021189-1.0127e-05i,-0.00025266-0.00010765i,-0.00057364-0.00043699i
-7.8725e-06-0.0020726i,-0.00091332-0.0019173i,-0.00049822-0.0025442i,0.00017233-0.0024302i,0.00021378-0.00091358i,-0.00046268+0.00018577i,-0.0014953+0.00043916i,-0.00086129+0.00056528i,-0.00053986-0.00061023i,-0.0014335-0.0010143i,-0.00082657-0.00066828i,-4.3443e-05+0.00074873i,-0.00017249+0.0019859i,-6.9803e-05+0.0012835i,4.8868e-06+0.00038144i,-6.613e-05-0.00069653i,-0.0003063-0.00074163i,8.2073e-05-6.3352e-05i,0.0006753+0.00064407i,0.00035515+0.00010743i,5.7769e-05-0.00041863i,0.0004211-0.00036674i,0.00083778-0.00082808i
0.00039487-0.0038253i,0.0005966-0.0040843i,-0.00040847-0.0036391i,4.5069e-06-0.002751i,-0.00016113-0.0022411i,0.00046526-0.0015832i,0.00059259-0.00097631i,0.00019234-0.00021069i,-4.5366e-05-0.00068622i,-0.00094754-0.00093401i,-0.0012458-4.4968e-05i,-0.00071991-0.00011966i,-0.00013761-0.00090753i,0.00016443-0.0007841i,0.0002894-0.00051048i,0.00061734-0.0004497i,0.000306-0.00019572i,-0.00035092+0.000142i,-0.00025458+0.00080264i,-8.7391e-05+0.00034879i,0.00033521-0.00057472i,-0.00038706-0.0012035i,-0.0012017-0.001409i
-0.0014868+0.00082574i,-0.00061556+0.0014266i,-0.0010107+0.0013645i,-0.0013182+0.00088063i,-3.8851e-05+0.00063708i,0.0011557+0.00025666i,0.0012792+0.00058282i,0.0011212+0.00099637i,0.0010562+0.00084639i,0.00028614+0.00086109i,-3.97e-05+0.00064349i,0.00039108+0.00051708i,0.00087279+0.0003016i,0.00085252-0.00031344i,0.00058797-0.00063522i,0.00066135-0.0010336i,0.00067838-0.00093925i,0.00079065-0.00024807i,0.00050008-3.1867e-07i,-3.0253e-05+0.00012815i,-0.00027108+0.00031034i,-0.00011214+0.00044365i,5.6704e-05-0.00034513i
-0.0023129+7.4235e-05i,-0.0014869+0.00071435i,-0.00076343+0.0013789i,1.8826e-05+0.00051569i,0.00076453-0.0010799i,0.00064769-0.0019561i,0.00021203-0.0013443i,0.00022482-0.00066679i,-0.00015932-6.2892e-05i,-0.00046638+0.0003687i,-0.00044557+5.8849e-05i,-0.00058762+0.00010659i,-0.00086819+0.00021959i,-0.00099587+4.5168e-05i,-5.1577e-05-0.00096546i,0.00059559-0.0013308i,0.0009052-0.00019689i,0.0010628+0.00021652i,0.00063724-0.00014523i,0.0004413-0.00035305i,0.000681-0.00027837i,0.00046007-0.000659i,-0.0002987-0.00097777i
-0.00020716+0.0017573i,0.0010979+0.0013678i,0.0034359+0.0019101i,0.0038365+0.0023967i,0.0031414+0.00089191i,0.0020426-0.0010225i,0.0004925-0.0013003i,1.1629e-05-0.0010619i,-0.0002529-0.00063258i,-0.0004529-0.00036556i,-0.00090204-0.00076016i,-0.0013724-0.00058134i,-0.00092124+6.0231e-05i,-0.00098141+0.00012093i,-0.00084045+0.00022756i,-0.00034373-0.00011851i,-0.00037615-0.0006176i,-0.00037799-0.00052773i,-0.0004759+4.2035e-05i,-0.00016111+0.00036934i,0.00051954-0.00011112i,0.00073359-0.0011281i,0.00047007-0.001484i
-0.00025002+0.00026169i,3.3544e-05+0.00056708i,-8.1019e-05-0.00055669i,0.00045249-0.0014245i,5.8137e-05-0.0013512i,-0.00062972-0.0014492i,-1.6013e-05-0.0012425i,6.2658e-05-8.7932e-05i,-0.00028856-3.8312e-05i,-9.317e-05-0.00038665i,-0.00034722+0.00023295i,-0.00036649+0.000824i,-0.00013348+0.0010516i,-0.00034642+0.00045987i,2.5516e-05-0.00038006i,0.00032618-0.00080251i,0.00088403-0.0001021i,0.00091777+0.00066997i,0.00016215+0.00020688i,-0.0003381+0.00024968i,-0.00049827+0.00055388i,-0.0005089+0.00033337i,0.00048178-0.00014251i
0.00037497-0.0043887i,0.00080762-0.0044058i,0.0011757-0.003719i,0.00067341-0.0023569i,0.00055869-0.00060359i,0.00063939+0.00014633i,0.00010814-0.00075479i,-0.00041295-0.0017129i,-0.00025793-0.00085528i,5.3784e-05+0.00037381i,-0.00018263+0.000425i,-0.00044935+0.00029486i,8.2066e-05+0.00040177i,0.00051553+7.9691e-05i,0.0010894-0.00012461i,0.0017317-5.5936e-05i,0.00099148-3.3588e-05i,-4.0452e-05+0.00036254i,-0.00030354-0.00022236i,-0.00077456-0.00071409i,-0.00088829+5.2488e-05i,-0.00028561+0.00036535i,-7.3536e-05+4.2781e-06i
0.0013765+0.00028372i,0.0014352+0.00082819i,0.0017515+0.00066052i,0.0012626+0.00030099i,5.2424e-05+7.6518e-05i,-0.00021016-0.00027108i,-0.00085626-0.00061851i,-0.00098224-0.0008704i,-0.00076668-0.00069193i,-0.0009349-0.00027167i,-0.0017035+0.00048291i,-0.0019099+0.00085946i,-0.001433+0.0010547i,-0.00018724+0.00066851i,0.00052379-0.00011246i,0.00014611+8.6767e-05i,0.00035267+0.00078592i,0.00094251+0.00083824i,0.00091579+0.00094243i,0.00029131+0.0009453i,0.0005712+0.00043989i,0.0010115+3.0491e-05i,0.00034184+8.1116e-05i
-0.0010564+0.0020005i,-0.0017925+0.0016631i,-0.001331+0.0019883i,0.0017999+0.0020935i,0.0036886-0.00041785i,0.0032909-0.0023342i,0.0017442-0.0014329i,0.00089463-0.00025411i,0.00093638-0.00022359i,0.00069622-0.00078947i,0.00018753-0.000664i,-0.00043827-0.00031193i,-0.00072146-0.00070894i,-0.00064505-0.00022127i,-0.00058805+0.0004396i,-0.0003783+0.00049533i,0.00013215+0.00047094i,0.00057694-0.00038127i,-5.9713e-05-0.00017086i,-0.00052687+0.00087604i,-0.00057347+0.00087272i,-0.00048902+0.00016626i,-0.00025597-0.00052402i
-0.0006901+0.0010103i,-0.00027062+0.00036358i,0.00074642+0.001709i,0.00156+0.0017755i,0.0013499+0.00020334i,0.00028398-0.00095657i,-0.00036455-0.0011279i,2.9287e-06-0.0010289i,0.00089835-0.0010064i,0.00087935-0.00058195i,0.00063102-0.00012599i,0.00025671+7.0323e-05i,-0.0010108+0.00081899i,-0.0011703+0.0012677i,-0.00046443-3.4509e-05i,0.00031615-0.0010508i,0.00040575-0.00050669i,0.00042622-0.00073626i,0.00040611-0.00094332i,-0.00019807-0.00049245i,-0.00036215+0.0003717i,-4.5801e-05+0.00078981i,0.00013657+0.000184i
0.00011494-0.0016508i,-6.8975e-05-0.00091957i,-0.0011029-0.00030235i,-0.0005282-1.9253e-05i,0.00047885-0.00044603i,0.0005433-0.00061773i,0.00090895-0.00094484i,0.0015436-0.0012656i,0.00067745-0.00069245i,-0.00026205-0.00024678i,-4.8013e-05+0.0001443i,-5.9097e-05+0.00036384i,0.00040368+0.0008221i,0.00081969+0.00091771i,0.0011667+0.00011209i,0.0016121+5.6931e-05i,0.0012793+0.00050352i,0.00072301+0.00064527i,0.00012204+0.00041762i,-0.00028316+0.00045506i,7.8674e-06+0.00070853i,-0.00046491+0.0003902i,-0.0010852-7.2069e-05i
6.3769e-05-0.00012363i,0.00075903-0.0013948i,0.0025837-0.0014344i,0.0026271-0.0017559i,0.0018291-0.0026877i,0.0003775-0.0026383i,-0.00080088-0.0017762i,-0.00045016-0.00057283i,0.00017794-0.00043158i,8.1535e-05-0.00058697i,-0.00020786-0.00082999i,-0.00019011-0.0010456i,-0.00049846+3.1205e-05i,-0.00046676+0.0010454i,0.00012858+0.0014049i,7.9795e-05+0.00065375i,0.00023869-0.00089512i,0.00054231-0.0016957i,0.00028587-0.0011309i,0.00039118-0.00024942i,0.00048426-0.00019122i,0.00070893-0.00013238i,0.00091667+1.7228e-05i
0.0018794-0.0013748i,0.0015899-0.0023389i,0.00077639-0.0042708i,0.00020624-0.0041161i,0.00010322-0.0027109i,-0.00027744-0.00096092i,-0.0009697+0.00023612i,-0.00068821-1.9072e-05i,-0.0005203-0.00039014i,-0.0012244-0.00039244i,-0.0014177-0.0002611i,-0.00097536+4.1789e-05i,-0.00030284+0.00023437i,0.00026437+0.0007352i,0.00092871+0.0011902i,0.0010732+0.00042597i,0.0012693-0.00054198i,0.0012597+0.00077245i,0.0011149+0.0014142i,0.0012166+0.00023752i,0.0010231+0.00035141i,0.00060771+0.00028566i,5.6803e-05-0.00066351i
-0.0013732+0.0011752i,-0.0022138-5.5332e-05i,-0.0013688+0.00083423i,0.00081536+0.0014131i,0.0016847+0.00027605i,0.0015827-0.0010676i,0.00058182-0.0010675i,-0.00038454+6.8595e-05i,-0.00057567+7.663e-05i,0.00043968-0.00043731i,0.00077975-0.00052645i,0.00024131-0.00061833i,9.1164e-05+0.00054562i,-0.00053497+0.00054917i,-0.0010689-0.00019047i,-0.00042454+7.7524e-06i,0.00036069-4.1617e-05i,0.00045249-0.0002122i,0.00039211-0.00038261i,0.00036715-0.00055569i,0.00031277-0.00060786i,0.00024968-9.6071e-05i,-9.7157e-05-0.00046735i
0.00095703+0.00096223i,0.00096001+0.00087088i,0.0018124+0.0015071i,0.0032158+0.00075617i,0.0029999-0.00078372i,0.0017044-0.0019926i,0.00046726-0.0012817i,0.00097946-0.00044234i,0.0016227-0.00014977i,0.00053962-0.00034019i,-0.00049218-0.00072891i,-0.0010843-0.00028332i,-0.0014255-9.5818e-05i,-0.00090831+0.0001397i,-0.00065439+0.00011737i,-0.00061578-0.00047388i,-9.9486e-05-0.0005812i,0.00045378-0.00021707i,0.00054465+0.00024966i,1.5733e-07+0.00035076i,-5.4432e-05-9.9588e-05i,0.00068792+0.00014403i,0.00081343+0.00064684i
