-0.002567-0.00023634i,-0.0023964-0.00049275i,-0.0020384+0.00046376i,-0.00066792+0.0014501i,0.00012889+0.001836i,0.00039327+0.0017363i,0.0002323+0.0017649i,9.9464e-05+0.0016301i,0.00067887+0.0011029i,0.0010266+0.00027526i,0.00094438-0.0002979i,0.00080299-1.8552e-05i,0.00072523+0.0003865i,0.00030124+0.00059439i,0.00016308-0.00043149i,0.00056501-0.0014756i,0.00044705-0.00060324i,0.00064788+0.00061257i,0.00021787+0.00088219i,2.4321e-05+0.00049731i,0.00021252-0.00022056i,-0.00015216-0.00028515i,0.00029877+0.00051142i
0.0015802+0.00084535i,0.0013653-0.00053457i,0.00084795-0.00079226i,0.001047-0.00039768i,0.00011822-0.0011219i,-0.0010723-0.0018374i,-0.00073949-0.0010276i,-0.00015134+1.1647e-05i,0.00035417+0.00015106i,0.00018176-0.00022317i,-0.00055006-0.00034445i,-0.00059498-0.00019004i,-0.00050921-0.00010063i,-0.00074807+0.00019176i,-0.0011987-7.2236e-05i,-0.0011018-0.00021082i,-0.00076984+8.2995e-05i,-0.00038734-0.00021907i,-0.0006835+4.1025e-05i,-0.0011016+0.00027466i,-0.00017716-0.00056087i,0.00071909-0.0012135i,-0.00017795-0.00068879i
5.1752e-05+0.001203i,0.00049343+0.0024765i,0.00092987+0.002933i,0.0012511+0.0012253i,0.00098065+0.00028093i,0.00052978+0.00031719i,0.00016192+0.00025799i,0.00010604+0.00055329i,0.0001241+7.5161e-05i,0.00048802-0.00077828i,0.00062308-0.00080574i,-0.00011684-0.00073188i,0.00029986-0.0010187i,0.00081802-0.00066285i,0.00030824-0.00032686i,-0.00021389-0.00069661i,-6.6782e-06-0.0007094i,0.00058048-0.00062152i,0.00060132-0.00022274i,0.00023625-3.3566e-05i,8.0895e-05-2.6737e-05i,0.001215+0.00035562i,0.001173+0.00029768i
0.00062231+0.00081053i,-0.0002606+1.6971e-05i,-0.00082392-0.00028249i,-0.00025962+0.00072668i,3.0311e-05+0.0010424i,-7.4995e-05+0.00064468i,-6.5106e-05+0.00091554i,-0.00031868+0.00088961i,-0.00073093+0.00047737i,-0.00073714-0.00020609i,-0.00063686-0.00075418i,-0.00049695-0.00090827i,-0.00048217-0.00061728i,-0.00029813+0.000375i,0.00038612+0.00027838i,0.00075761+0.00066082i,0.0001824+0.0011843i,0.00023719+0.00041241i,0.00047546-0.00020551i,0.00020236-7.3785e-05i,-0.00019477+0.00056625i,-0.00063472+0.00059792i,-0.00073624-9.9277e-05i
0.00036203+1.897e-06i,0.0011207-0.00038929i,0.0010902-0.0003628i,-0.00039825-0.00065416i,-0.0008137-0.00054185i,-0.00026627+0.00052948i,0.00010306+0.00088643i,-0.00044513+0.00076081i,-0.0004505+0.00029881i,0.0002403+0.000219i,0.00014896+0.00041085i,0.00023055+0.00061415i,0.00023824+0.00065987i,0.00016341-0.00057639i,-7.8767e-05-0.0012515i,-7.5992e-06-0.0011048i,-0.00019005-0.0010083i,-0.00072491-0.00084896i,-0.0006747-0.0006154i,-0.00051282+1.5194e-05i,0.00019865+0.00050596i,0.00059485+0.00012678i,0.00072795-0.00024402i
0.00040043+0.00032601i,-0.00038461+0.00060081i,-0.00023634+0.0014913i,-0.00044746+0.00096913i,-0.00068001+0.00071989i,-0.0012121+0.00072507i,-0.0014939+0.00024406i,-0.0012756+0.00015938i,-0.0011897-3.1314e-05i,-0.00058841-0.00016102i,-0.00041686-0.00046565i,-0.00014038-0.00074403i,0.00060085-0.0010737i,0.00095195-0.0014356i,0.00048541-0.0013144i,-0.00035647-0.00066346i,-0.00067553-4.9391e-05i,-0.00077855-0.00045337i,-0.00023278-0.0013893i,0.00055305-0.0018976i,0.00051533-0.0011105i,0.00035561-0.00054641i,0.0011948-3.5175e-05i
-0.00053386-0.00035041i,-0.00080358-0.0012422i,-0.0012747-0.00010013i,-0.0012451+0.0008806i,-0.00062223+0.00073771i,-0.00021206+0.0010133i,-0.0004498+0.0011836i,-0.00055348-0.00048182i,-0.00041959-0.00072011i,-0.00018295+0.00066383i,-3.2836e-06+0.0011914i,0.0002739+0.00053063i,0.00056419+0.0003572i,0.00093486+0.00045436i,0.00116-0.00018602i,0.0008516-0.00037313i,0.00054239+7.0345e-05i,0.00055545-1.5968e-05i,-4.7778e-06-0.0012779i,-0.00018075-0.00084525i,0.0001731+0.00041837i,0.00021719+0.00065255i,0.00066909+0.00091039i
0.00021284+0.00079152i,0.00068726+0.00094096i,0.0020852+0.00073486i,0.0015812+0.0004943i,-0.0001905+0.00055006i,-0.0012859+0.00061182i,-0.0013148+0.00030346i,-0.0013662+0.00031057i,-0.0010753-9.0275e-05i,-0.00059419-0.00065528i,-0.00076465-0.00060911i,-0.00092308+0.00036773i,-0.00072242+0.00051972i,-3.7927e-05+6.3214e-05i,0.00019279+0.00026799i,-9.0519e-05+0.00021518i,-0.00063213-0.00020234i,-0.00085061-0.00052303i,1.965e-05-0.00035458i,0.00025893-0.00022441i,-0.00016447-0.0003268i,0.00013843-0.0006463i,-0.00033782-0.00081109i
-0.001951+0.00097788i,-0.0002673+0.00048698i,-0.00016504+0.00042976i,-0.00091918-0.00014303i,-0.00059042-9.4169e-05i,-0.0007594-7.2729e-05i,-0.00017882-0.00057431i,0.00023176-0.0006965i,-2.433e-05-0.00082188i,9.3589e-05-0.00096246i,-9.3602e-06-0.00056377i,-0.00071953-0.00023153i,-0.00062274-0.00056725i,-0.00031452-0.00086011i,-0.00028074-0.0011435i,-4.6758e-06-0.0015903i,-6.2266e-05-0.0013728i,8.0515e-06-0.00078231i,8.1659e-05-0.00049165i,0.00016916-0.00032455i,0.0001547-0.00015533i,9.4357e-05-0.00013871i,-0.000186+0.00015233i
0.00011347+0.0017056i,-0.00016592+0.001695i,0.00078173+0.00067804i,0.0011556-0.00056941i,-0.0002003-0.00038654i,-0.0010676+0.00053791i,-0.00057209+0.001255i,-0.00051422+0.0010791i,-0.000845+0.00082612i,-0.0012007+0.00086134i,-0.00097748+0.00059164i,-0.00056623+0.00048461i,-0.00093418+0.00041727i,-0.00058264+7.6327e-05i,-0.00013442+0.00015236i,-0.00046378-0.00020752i,-0.00026795+0.00013767i,0.00020859+0.00044995i,-9.705e-05+0.00032474i,-0.00032813+0.00033862i,-0.00020438-0.0001599i,-0.0002021-0.00070298i,-0.00015854-0.00083436i
-0.00061996-0.00080621i,-4.337e-05+0.00089428i,-0.00063608+0.0020942i,-0.0016929+0.0018501i,-0.0014519+0.00076908i,-0.0014065+0.00046609i,-0.001614+0.00043648i,-0.0010339-0.00040606i,-0.00062556-0.00052015i,-0.00052437-0.00075969i,-0.00023982-0.00038227i,-4.0435e-05-5.4791e-05i,-0.0002257-0.00026652i,-0.00022427-8.0416e-05i,0.00014947+0.0003801i,-0.00043184+0.00039808i,-0.0011966+0.00012028i,-0.0012117-0.00043544i,-0.00038347-0.0013311i,0.00014351-0.0017593i,0.00030738-0.0015256i,-0.00018255-0.001119i,-0.00067233-5.4584e-05i
0.0013292+0.00064018i,0.0022101-0.00077562i,0.0015377-0.0024425i,0.00050128-0.0022142i,0.00026481-0.00059529i,0.0001037+0.00073912i,0.00078722+0.00070146i,0.00049157-1.9695e-05i,1.8315e-05+8.8766e-06i,0.00047962-0.00015187i,0.00023431+0.00027433i,-0.00051055+0.00029682i,-0.00044046-0.00044045i,0.00024536+0.00018097i,0.00050159+0.001364i,0.00037621+0.0011763i,0.00035712+0.00063263i,0.0001714+0.00034336i,-0.00049506-0.00041862i,0.00015633-0.00035855i,0.00055959-3.2884e-06i,-0.00017614+0.00021551i,-0.00065794+0.00089644i
-7.3034e-05+0.0026412i,0.0006859+0.0025938i,0.00065617+0.0028927i,0.00054977+0.0028963i,0.00038968+0.0021737i,-0.00039274+0.00076604i,-0.00089015-0.00019997i,-0.00064971-0.00038077i,7.833e-05-0.00030407i,0.00036923-6.1817e-05i,0.00016702+0.00014036i,-0.00033895+0.00024374i,-0.00056688+6.0404e-05i,-0.00053993-0.00039892i,-0.00078177-0.0011107i,-0.0004188-0.0016744i,0.00025375-0.0013692i,0.00018669-0.00043741i,-0.00016113+0.00045592i,-0.00025211+0.00091976i,-0.00036591+0.00074398i,0.00035807+0.00046694i,0.00087822+0.00040533i
0.0005177-0.0010318i,-0.00041704-0.0014178i,-0.0015179-0.0016461i,-0.0018804-0.0013478i,-0.0019496-0.00047516i,-0.0012166-8.3645e-06i,-0.00086197-0.00017968i,-0.00046922-0.00010084i,-0.00019133+0.00026966i,5.992e-05+0.00053289i,-0.00010725+0.00052247i,-2.1319e-05-5.5377e-05i,0.00011337+8.9574e-06i,-0.00070368+0.00028029i,-0.0012339-0.00027822i,-0.00038275-7.1115e-05i,0.00060878+0.00014565i,0.00087781-5.8281e-05i,0.00059466-0.00060187i,-0.00014211-0.00049054i,-0.00050191-0.00026432i,7.262e-05-6.7686e-05i,0.00089884+0.00063203i
0.00062584+0.00052259i,0.0015559+0.00074251i,0.0012274+0.001496i,0.0011423+0.0013414i,0.0016229+0.0012711i,0.0009631+0.0018053i,-0.00012206+0.0022642i,-7.1854e-05+0.0012731i,0.00040784+0.00011291i,0.00039042+6.5807e-05i,0.00039451+2.2896e-05i,0.00036722-0.00026538i,0.00013599-0.00038805i,-0.00047006-0.0012334i,-0.00058585-0.0014403i,-0.00028842-0.00077077i,-0.00020132-0.00041906i,0.00011878+0.00028566i,-0.00013056+0.00039009i,0.00016719+8.2783e-05i,0.0006717-0.00029336i,0.00063016-0.00012827i,2.4965e-05+3.9912e-05i
-0.00049663+0.0017782i,-0.00030151+0.0017195i,5.1955e-06+0.0020638i,-1.0659e-05+0.0011854i,-0.00031372-0.00057141i,-0.00040138-0.0011383i,-0.00031357-0.0010355i,-0.00067395-0.00080831i,7.4546e-05-0.00057058i,0.0010402-0.0001071i,0.00089353+0.0002527i,0.00040933+0.00058207i,0.0001274+0.00026186i,-0.00063283-0.00044185i,-0.00042522-0.0010528i,0.00023781-0.00075164i,-0.00036205+0.00015545i,-0.0004198+0.00047203i,0.00056216+0.00014996i,0.0011409+7.6328e-05i,0.00027967+3.4613e-05i,-0.00024505-0.00061016i,-0.00010841-0.00092113i
-0.00032919-0.0011738i,-0.0003297-0.0013063i,-0.0014691-0.00048466i,-0.0019054-0.00014496i,-0.001131-0.00038836i,-0.0010316-0.00030942i,-0.00050118+8.6128e-06i,4.4183e-05+0.00020914i,6.7832e-05+0.00011968i,-0.00048973+0.00079336i,-0.00085388+0.00066772i,-0.00046709-0.00013939i,0.00021965+0.00026215i,0.00029318+0.00097352i,0.00037627+0.00088057i,4.9222e-05-0.00012229i,-0.00078954-0.00054152i,-0.00073982-0.00024576i,0.00036294-0.00029013i,0.0008495-0.00022657i,0.00011025+0.00060467i,-0.00078578+0.00048094i,-0.0005335-0.0003653i
0.00072209+0.0015819i,0.0013348+0.0008442i,0.0016047+0.00060528i,0.001274+0.0004781i,0.00023313+0.00024414i,-0.00053049+0.0002308i,-5.2248e-05+0.00038222i,-0.00031347+0.00040493i,-0.00080388+0.00071875i,-0.0011795+0.000599i,-0.0011311-0.00011151i,-0.00057622-0.0002236i,-0.00036472+0.00038175i,-0.0012909+0.0001444i,-0.0012006-0.00079561i,-0.00025567-0.00093477i,0.00036318-0.00035236i,0.00023755-0.00082001i,-0.00011072-0.00099338i,0.00024488-0.00064451i,0.00037124-0.00058946i,-0.00038953-0.00047116i,-0.0005575-0.00064399i
0.00041605-0.00072232i,-0.00069954-0.00064122i,-0.0014705+5.2586e-05i,-0.0013428+0.00028618i,-0.001538+0.00028023i,-0.0017249+0.00074969i,-0.0011139+0.0004134i,-0.00018816-0.00024207i,0.000306-0.00012297i,-0.00045973+0.00050272i,-0.001098+0.00076926i,-0.00048778-0.00039985i,0.00052253-0.00056757i,0.0004199+0.00012336i,-0.00058931+0.00013135i,-0.00066818-0.00026287i,-0.00010706-0.00041726i,-0.00023648-6.0893e-05i,0.0003126+0.00019434i,0.00049022-0.00010861i,0.00025575-0.00083119i,-0.00041862-0.00066513i,-0.0010157+3.5593e-06i
0.0016733-0.0027069i,0.0010846-0.0017731i,0.00061926-0.0011225i,-0.00013545-0.00048948i,-0.00082928-0.00019871i,-0.00095701-9.483e-06i,-0.0015331+0.00023358i,-0.0015251-0.00068264i,-0.00038016-0.00066462i,0.00041142+3.3794e-05i,0.00071466+0.00015722i,0.00025044+0.00047535i,-9.0686e-05+0.0010222i,1.1739e-05+0.0013725i,2.832e-05+0.00066824i,0.00024456-0.00020691i,7.1471e-05-3.845e-05i,-0.00032213-0.00026921i,0.00025124-0.00088692i,0.00046428-7.9453e-05i,-1.4031e-05+0.00055005i,6.8603e-05+0.00023007i,0.00051686-4.9037e-05i
-0.00016051+0.00022095i,-0.00042535+0.00075323i,-0.00085773-0.00045623i,-0.0019834-0.00058445i,-0.0022864+0.00034305i,-0.0017313-4.2485e-06i,-0.0006245-0.00058639i,0.00019035+0.00016894i,0.00036368+0.00033833i,-0.00023643-1.121e-05i,0.00025554+7.8907e-05i,0.00053842+0.000414i,0.00044179+0.00013709i,0.000681-0.0002115i,1.4948e-05-0.00043765i,-0.00029769-0.00045297i,-0.000297+0.00041947i,-0.00045382+0.00047658i,0.00016642-0.00043533i,0.00053206-0.00058004i,0.00055868-0.00034214i,-5.3844e-05-0.00051179i,-0.00060576-0.00087542i
-0.001216+0.00037665i,-0.0013693+0.00059031i,-0.00071651+0.00012052i,-0.00063213-6.782e-05i,-0.00072016-0.00011456i,0.0001714+0.00018506i,0.00027741+0.00026214i,-0.00049706+0.00011865i,0.00013831-0.00010373i,0.00055213+8.7195e-05i,-0.00016799+0.00043582i,-0.00012632+0.00010949i,0.00032135-0.00073368i,-0.00032743-0.0011282i,-0.0010652-0.00021711i,-0.00050249+0.00017306i,0.00016456-0.00051743i,0.0010471-0.00076229i,0.00093082-0.00027072i,-6.2847e-05+0.00021088i,-0.0010874+0.000339i,-0.0012966+0.00082177i,-0.00061519+0.00093574i
-0.0026142+0.00038902i,-0.001007+0.00067216i,0.00013413+0.0014299i,0.00026025+0.0021497i,-0.00012425+0.0011356i,-0.00014043-0.0010698i,-1.0566e-05-0.0013351i,-0.00032372-0.0002576i,-0.00070102+0.0002895i,0.00020419-0.00021875i,0.0010825-0.00078853i,0.00054601-0.00052375i,0.00034103-0.0007042i,0.00036075-0.0012964i,-0.00014408-0.00080293i,-9.0094e-05-0.00015861i,-0.00059287-0.00015899i,-0.00074141+8.2134e-05i,-0.00019198+0.00032343i,-0.00032199+6.7812e-05i,-0.00095035-0.00023115i,-0.00026946-0.00016769i,0.00030491-0.00055225i
-0.0010241+0.00029761i,-0.0012247-4.1581e-05i,1.7605e-05+0.00084168i,2.2305e-05+0.00149i,-0.00065739+0.0014715i,-0.0013778+0.00079505i,-0.00045048-0.00040215i,-0.00024423-0.00039904i,-0.0012184+0.00013101i,-0.00097362+0.00013347i,-0.0005805-1.8344e-05i,0.00028374+0.00015474i,0.00078034+0.00073136i,0.0003418+0.0005043i,-0.00027917-0.00017697i,3.5338e-05-0.00073584i,0.00061908-0.0010529i,0.00050786-0.00087184i,0.00024945-0.00070578i,0.000643-0.00044368i,0.00084612+8.361e-05i,0.00045606-0.00034072i,-7.6111e-06-0.0008783i
0.00010263+0.0013045i,-0.00015687+0.0020056i,-0.0009861+0.0015847i,-0.0015223+0.0016571i,-0.0011278+0.0010222i,-0.00071333+0.00031199i,-0.00050528+0.0011282i,-0.00039178+0.0012772i,-0.0005938+0.00048457i,-0.00049037-0.00039916i,0.00050448-0.00058673i,0.00078515-0.00027675i,-0.0001678-0.00020988i,-0.001134+0.00014295i,-0.0014267+0.00041663i,-0.00038137+2.719e-05i,0.00059478-0.00034205i,-0.00028421+0.000418i,-0.00088025+0.00096644i,-9.9731e-05+0.00043658i,0.00025838+0.0001059i,-0.00048664-0.00010932i,-0.00084332+1.5143e-05i
0.00021409+0.0001056i,0.00047005-2.6455e-05i,-2.815e-05-0.00024344i,2.0206e-05+4.7331e-05i,0.00030199-9.9091e-05i,-0.00018368-0.00045866i,-0.0004561-0.00056048i,-0.00037334-5.2594e-05i,0.00019837-0.00033562i,0.00074624-0.00078137i,0.00021975-0.00051084i,-0.00013822-0.00045287i,0.00037065+0.00025936i,0.00075451+0.00056485i,0.00055215+7.2699e-05i,0.0002011-0.00017557i,0.00046367+0.00013257i,0.00038036+0.00023068i,-0.00087763+2.2599e-05i,-0.0014676-1.4407e-05i,-0.00081377+0.00042485i,-0.0002952+0.00062646i,-0.00026257+0.00088444i
0.00083856+8.5444e-06i,0.0011468+0.00046631i,0.0017047+0.00011027i,0.0011008-0.00067737i,0.00034041-0.00062352i,-6.9604e-05+0.00016198i,-0.00055619+0.00082772i,-0.00089437+0.00012306i,-0.0009119-0.0004112i,-0.00082342-0.00042353i,-0.0010683-0.0002086i,-0.00058138+0.00038127i,3.5113e-05+0.0005577i,-0.00032576+0.00015668i,-0.00089312-0.00043416i,-0.00061551-0.00075666i,0.00027705-0.00033102i,0.00011577-0.0001165i,-0.00029463-4.7762e-05i,0.00029749+0.00065835i,0.00059031+0.00070838i,-0.00048516+0.00089475i,-0.0013459+0.00089898i
0.0023846-0.00065475i,0.00093768-0.0011071i,-0.00013738-0.0013415i,-0.00064226-0.0016134i,-0.0013129-0.0013526i,-0.0017-0.00094353i,-0.00078549-0.00065698i,-0.00074128-0.00078922i,-0.0010756-0.00081442i,-0.0010713-0.00045959i,-0.0012573-0.00031026i,-0.00077546+0.00017442i,-0.00025988+0.00026847i,-3.7882e-06+0.00013344i,-0.00048159+0.0004011i,-0.00060463+3.765e-05i,2.5525e-05-0.00041239i,0.00062508-0.00011395i,0.00069712+0.00020186i,0.00085572+0.00043489i,0.00021968+0.00019146i,-0.0010367-0.00045332i,-0.0011216-0.00039124i
-0.0032633-0.00026187i,-0.0027456+0.0003024i,-0.0025943+0.0012205i,-0.0016874+0.0019896i,-0.00052048+0.0021429i,0.00060637+0.0018806i,0.0011812+0.00089715i,0.00041943-0.00055515i,-0.00044874-0.00073103i,-4.4454e-05-8.1713e-05i,0.00041253+0.00040246i,3.8865e-05+0.00010328i,0.00049377-0.00050389i,0.0010429-0.00041194i,0.001541-0.00020302i,0.0015526-7.4432e-05i,0.00016669+0.00033225i,-0.00013602+0.00028273i,0.00018022+0.00010031i,-0.0008162-8.931e-05i,-0.0013685-0.00014371i,-0.00094652+1.6903e-05i,-0.00078289+0.00033859i
-0.00035372-0.00081195i,3.6158e-05+0.0003085i,-0.00076119+0.0012275i,-0.00078542+0.00090037i,0.00067574-6.3365e-05i,0.0012913-0.00065083i,0.00047948-0.00094363i,-0.00053035-0.00083402i,-0.001284-0.00044622i,-0.0014486+4.0923e-05i,-0.00055173+0.00026827i,0.00020885+0.00037802i,0.00051204-0.00048874i,0.0010995-0.00081303i,0.00097545-0.00040575i,5.4335e-05-0.00064313i,-0.00062475-0.0013061i,-0.00028607-0.0012096i,-0.00024452-0.0007756i,-0.00057582-0.00071183i,-0.00035183-0.00020719i,-0.00037763+2.1802e-05i,1.4255e-05-1.7371e-05i
-0.00050154+0.0014506i,-0.00069641+0.0014306i,-0.00075054+0.0013037i,-0.00060579+0.0014572i,-0.00061189+0.0012872i,-0.00058925+0.0004523i,-0.00090531+0.00022733i,-0.0013894+0.00079479i,-0.00051718+0.00033268i,0.00073492-0.000329i,0.0010746-3.3614e-05i,0.00060609-5.3832e-05i,-5.1117e-05-0.0010387i,0.00027005-0.00095781i,0.00014547-0.0007694i,-0.00017993-0.00028824i,0.00023994+0.00069276i,0.00087914+3.7423e-05i,0.00099658-0.0011666i,0.00065313-0.00085568i,0.00058928-0.00014257i,0.00064097+0.00027733i,2.7661e-05+0.00030545i
-0.0014801-0.0012732i,-0.00085176-0.00071252i,-0.0013309-0.00095576i,-0.001574-0.00043973i,0.00010233+0.0004533i,0.0011034+0.0010257i,-0.00036182+0.00067034i,-0.001451-0.00031126i,-0.0016585-0.00034687i,-0.0014149+0.00011953i,-0.00086039+0.00058012i,-0.00031747+0.00012542i,0.00031184-0.00074141i,0.00026992-0.001102i,0.0002111-0.00084776i,-0.00044461-0.00058824i,-0.00046145-0.00067072i,-5.4938e-06+3.0742e-05i,9.353e-05+0.00062504i,0.00021028+0.00079062i,0.00012649+0.00060853i,0.0004638+0.00017498i,0.0010765+0.00037078i
0.0011018-0.00035617i,0.00022315-0.0004029i,9.7743e-05+3.221e-05i,0.00027303+0.00040696i,-0.00053122+0.00053808i,-0.00096221+0.00020432i,-0.00075344-4.0417e-05i,-0.00048212+0.00020969i,-0.00017248+0.00019168i,-0.00043137+0.00020023i,-0.00088559+0.00043714i,-0.00089562+4.696e-05i,-0.00018284+0.0001603i,0.0004109-8.6547e-05i,0.00065857+0.00055454i,0.00054241+0.0010457i,8.142e-05+0.00066992i,0.00030352+2.3351e-05i,0.00053889-0.00031364i,4.9254e-05-0.000303i,-0.0002467-0.00037726i,-0.00010739+0.00036552i,0.00042268+0.00039237i
0.0017387+0.00014292i,0.0020186+9.5944e-05i,0.0015711+0.00036812i,-5.4523e-05+0.00058172i,-0.00094263+0.00061031i,-0.00046332+0.00020754i,0.00037727-0.00014669i,0.00085952-0.00094053i,0.00055593-0.0010846i,7.6762e-05-0.00021412i,-8.0574e-05+0.00019676i,-0.00045509+0.00013214i,-0.0004267+0.00079998i,-0.00050701+0.0014381i,-0.0010233+0.00068785i,-0.00071118+1.9897e-05i,-0.00069875+0.00027426i,-0.00035444+0.00011942i,0.00025095-0.00016417i,-0.00018929+0.00023381i,-0.00028834+0.0004042i,7.2583e-06+0.00012048i,-0.00016653-6.8957e-05i
0.0005604+0.0022556i,-0.00036134+0.0012167i,0.00061902+0.00062863i,0.0014877-0.00024874i,0.001017-0.00093405i,-0.00061073-3.8584e-05i,-0.0012018+0.000761i,-0.00091828+0.00090875i,-0.00084119+0.00015156i,-0.00073899-0.00064679i,-0.0010196-0.00064903i,-0.00051097-0.00040989i,0.00013999-0.00049198i,-0.00051281+0.00018029i,-0.0010407+0.00039013i,-0.00088083+0.0001386i,-0.00055017+0.00053214i,-0.00057406+0.00029584i,-0.00082035-0.00037014i,-0.00053447-0.00054966i,0.00032304-0.00052353i,6.4971e-05-0.00072452i,-0.00022094-0.0008146i
0.00090822-0.00023101i,-2.6013e-05-0.0004087i,-0.00056267-8.785e-05i,-0.00033041+0.00029497i,-0.00036328+0.0010293i,-0.00061733+0.00093402i,-0.00046325+0.00035366i,-3.1645e-05-0.00016487i,0.00015885-0.00025861i,-0.00021212+0.00022185i,-0.00028418+0.00028166i,-1.5378e-05-0.00022265i,9.9613e-05-0.00042956i,-0.00036391+0.00013363i,-0.0011995-2.6848e-05i,-0.00069284-0.00025149i,0.00018138+0.0005452i,0.00033457+0.00050198i,9.7471e-05-0.00062146i,-0.00017243-0.0010067i,-0.00063272-0.00038439i,-0.00055657+7.7281e-05i,0.00018303+1.2608e-05i
0.001083+0.0023026i,0.00075181+0.0027858i,0.0009474+0.0014113i,0.0018127+0.00078089i,0.0020477+0.0010764i,0.0011865+0.00083932i,0.0004203+0.00021787i,0.00091152-0.0003049i,0.0010725-0.00043316i,0.0002021-1.433e-06i,1.7016e-05-6.6616e-05i,0.00019087-3.0601e-05i,0.00029256+0.00020695i,-8.6728e-05+0.00019482i,-0.00038392-0.00031393i,-0.00046029-0.00094896i,-0.00042169-0.00091762i,-0.00018357-7.5927e-05i,-0.00013949-0.00035104i,0.00016571-0.00063052i,0.00026307+0.00034203i,-2.0706e-05+0.00073279i,3.2446e-05+0.00077363i
0.00077052+8.3971e-05i,-0.00052622-0.00095641i,-0.0014348-0.0012778i,-0.0011757-0.00033438i,-0.0014+0.00023827i,-0.0017899+0.00083284i,-0.0012958+0.00093525i,-0.0011301+0.00040556i,-0.00077414-0.0001597i,-0.00037657+0.00051992i,-0.00046535+0.0012741i,-0.00022503+0.0010262i,-2.1113e-05+0.00097462i,0.00066582+0.0018184i,0.00050077+0.0016613i,-0.00010577+0.00033183i,-0.00049574-0.001239i,-0.00030142-0.0011819i,0.00011663-1.2455e-05i,-0.00011507+0.00034731i,0.00029499+5.9039e-05i,0.00062673+0.00021911i,0.00018828-0.00024993i
-0.00116+0.00085403i,-0.00047681+0.0008768i,-9.0283e-05+0.00025912i,-0.00058461+1.5128e-05i,0.00018721-0.00033083i,0.0012625-0.00030928i,0.00048629-3.7723e-05i,-0.00060194-0.00025843i,-0.00063197-0.00032968i,0.00066809+6.4649e-05i,0.00079042+0.00018552i,-0.0004487-0.00059602i,-0.00039008-0.0011756i,0.00046084-0.00070008i,0.0006414-0.00019271i,9.7385e-05-0.00056315i,-3.2568e-05-0.00055977i,-1.8611e-05+0.00014988i,0.00016067+1.7458e-05i,0.00023409-0.00040525i,0.000142+0.0003467i,-0.0002929+0.00085038i,-0.00022118+0.00015476i
0.0014168+0.0013564i,0.0020718+0.0012887i,0.0027732+0.0019978i,0.0026936+0.0015416i,0.0012328+0.00033527i,-0.00085376-0.00074736i,-0.001844-0.00062714i,-0.0011975+7.9698e-06i,-0.00033797+0.0002244i,-0.00049699-0.00034057i,-0.00070211-0.00073495i,-0.00028964-0.00042272i,0.00037326+0.00020192i,0.0006724+0.00091024i,0.00010256+0.00095416i,-0.00087536-0.00019113i,-0.00047416-0.0013655i,0.00034357-0.0011313i,0.00015492-0.0003629i,2.9337e-05-0.00021668i,0.00046435-0.00051586i,0.00092355+0.00019568i,0.0009561+0.00087079i
-0.00082255+0.00091066i,-0.0010039+0.0010563i,-0.00099076+0.00098596i,-0.001338+0.0012295i,-0.0011661+0.0015238i,-0.00059175+0.00052339i,9.721e-05-6.4074e-07i,0.0001584-0.00035025i,-0.00054391-0.00073629i,-0.00081599-0.0007151i,-0.00036552-0.00033731i,0.00058664-0.00038272i,0.00027813+0.00010846i,-0.00036099+0.00084789i,-0.00063175+0.00094223i,-0.00057976+0.0005053i,-0.00057751+0.00027433i,-0.00061307+0.00066119i,-0.00043152+0.00068861i,-0.00014291+0.00042785i,0.0002064+0.00012469i,7.5032e-05+0.0003069i,-0.00031807+0.00044401i
0.00086397-0.00085888i,0.00083589-0.00083068i,0.00027717-0.0019851i,-0.00025537-0.0018753i,-0.0010674-0.0010956i,-0.00081532-0.00041131i,-0.00037996+0.00033642i,-0.00081767+0.00059061i,-0.001475+0.00016584i,-0.00090758-0.00016459i,-0.00014033+7.4878e-05i,-0.00010976+0.00074042i,0.00056427+0.0006162i,0.00082816+0.00058584i,-0.0001572+0.0011721i,-0.0001748+0.00081461i,0.00024686+0.0001999i,-0.00013959+3.3257e-05i,-0.00013804-0.0002265i,0.00040156-0.00078087i,0.00041607-0.00084605i,-0.00012365-4.4453e-05i,-0.00049059+0.00029067i
-0.0028261-0.00053021i,-0.0026794+0.00033345i,-0.0021252+0.0011579i,-0.0013928+0.0017971i,-0.00099543+0.0019657i,-0.00040074+0.0017443i,0.00029556+0.00059025i,-0.00022343-0.00096458i,-0.00094923-0.00076074i,-0.00040748+0.00045473i,0.00062233+0.00081885i,0.00043119+0.00047728i,-0.00059238-0.00038752i,-0.00033928-0.001326i,0.00048954-0.001581i,0.00040507-0.0011313i,-2.7922e-05-0.00066984i,3.2336e-05-0.00015735i,0.00027379+0.00039773i,-2.5927e-05+0.00038868i,-0.00039029-0.00028461i,-0.00059768-0.00044859i,-0.0005685+0.00055009i
