0.0029134+0.00041887i,0.002181-0.0002311i,0.00023087-0.0014254i,-0.00036451-0.0026315i,-0.00075731-0.0012137i,-0.001063+0.0013033i,-0.0013353+0.002623i,-0.00098701+0.0028939i,0.00038795+0.0018643i,0.0014265+0.00094771i,0.0013642-0.00031801i,0.00046157-0.0017399i,-0.00030898-0.0012077i,-0.00073488-0.000355i,-0.0012059-0.00023691i,-0.0008077-0.00046262i,0.00021365-0.00031161i,0.00078549+0.00068081i,0.00079536+0.0010008i,7.8202e-05+0.00034402i,0.0002708+0.0001933i,0.00031742+8.1327e-05i,-0.00020345-0.00081222i
-0.00022627+0.0005251i,-0.00027253-5.5881e-05i,0.00010609-0.00097448i,3.8886e-05-0.00098044i,-3.0201e-05-0.00020282i,8.925e-06+0.0009216i,-7.9969e-05+0.0013539i,-0.00040536+0.00077815i,-0.00053914+0.00024796i,-8.4661e-05+0.0003489i,0.00014352+0.00032508i,-0.00045454+0.00041038i,-0.00075499+6.0468e-05i,-0.00072694-0.00020397i,-0.00046521+0.00035508i,0.00026151+0.0011284i,0.00041905+0.00083536i,7.4313e-05-0.00037121i,-1.9635e-05-0.00061821i,-0.00019157-7.9537e-05i,-0.00011658-6.5853e-05i,-0.00037773-0.00034224i,3.9171e-05-5.9602e-05i
0.00030839-0.00086458i,0.0006138-0.00074941i,0.00087284-0.001665i,0.0005654-0.0022184i,-0.00041073-0.0012717i,-0.00057248+0.00022453i,-0.00038493+0.00023695i,-0.0007109-0.00045578i,0.00021871-0.00053628i,0.00067071-0.00039973i,0.00021922-0.00073264i,0.00048269-0.00067207i,0.00066597-0.00040696i,0.00047535-0.00047772i,3.9371e-05-0.00049174i,-0.00036307-0.0006845i,-0.00059769-0.00096912i,-0.00013527-0.00069438i,-0.00034431+0.0001074i,-0.001244-2.3996e-05i,-0.0004152-0.00067916i,0.00082195-0.0005343i,2.9463e-05-4.9886e-06i
0.00098598+7.3915e-05i,0.00098887-0.00078325i,0.00074516-0.0022182i,0.00061217-0.0021143i,0.00052159-0.0002729i,-0.0002886+0.0012351i,-0.00032479+0.00094221i,-0.0006102+0.00034733i,-0.00091802+0.00026322i,-4.1531e-05+2.1272e-05i,0.00036583+0.00023806i,0.00024429+0.00051365i,-0.00019059+0.00052259i,-0.00040669-0.00067395i,0.00052942-0.0011392i,0.00097399-0.00085018i,0.0011544-0.00078746i,0.00077972-0.00038084i,0.00020717-0.0002677i,-0.00010138-0.00044301i,0.00027404+0.00042495i,0.00041963+0.0011989i,0.00011242+0.00082107i
0.0017335+0.0023139i,0.0018372+0.0010568i,0.0024683-0.0017532i,0.0018774-0.0021844i,0.00098736-0.0011179i,0.00039401-0.00018897i,0.00013966+5.3359e-05i,0.00038203+0.0003894i,0.00060283+0.00013942i,0.00067126-0.00063168i,0.0011834-0.00056628i,0.0012635-0.00028263i,0.00071131-0.0003223i,0.00051521-6.8015e-05i,0.00079594+0.00034782i,0.001014+0.00051072i,0.00046122+0.00057869i,-7.6274e-06-2.7635e-05i,-0.0002592-0.0005774i,0.00016781-0.00049034i,0.00013255-0.00046004i,-0.00013825-0.00041464i,0.00064677-0.00035778i
-6.5202e-05+0.00049815i,0.00047188+0.00018898i,0.00045768-0.00020163i,0.00045399-0.00021802i,0.00027271+0.00021696i,-0.00059012+0.00098411i,-0.00064106+0.00031479i,-0.00024308-0.00020765i,0.00030891+0.00071522i,0.00074182+0.00081029i,0.00073955+1.5238e-05i,0.00087904-0.00020675i,0.00059701-0.00061059i,-0.0001954-0.0011155i,-0.00011318-5.9635e-05i,0.00019072+0.0010821i,0.00015301+0.0012203i,-3.9173e-05+0.00074766i,-0.00027071+0.0001576i,0.00032924-0.00038614i,0.00080613-0.00014524i,0.00078819+0.00028334i,0.00043039-5.1863e-05i
0.0022638-0.0018107i,0.0030975-0.0026732i,0.0022039-0.0039282i,0.0010201-0.003154i,-0.00014997-0.0014359i,-0.001412-4.3711e-05i,-0.0013781+8.1752e-05i,-0.00080741-0.00028159i,1.3917e-05-0.0003442i,0.00044568-0.00012816i,4.9583e-06-0.00024698i,-0.00026722-0.00042388i,-0.00028334-5.4265e-05i,-0.00041756+0.00050001i,0.00039259+0.00049898i,0.00045996-0.00011061i,-0.00036295-0.00052496i,0.00017342-0.00023998i,0.00047395+0.00011924i,0.00013685-0.000223i,-0.00028648-0.00030884i,-0.00083034+0.00053361i,-0.0012493+0.00062159i
-0.00031204-9.5824e-05i,-6.8425e-05-0.00079705i,0.00040494-0.00095992i,-0.00054229-8.3539e-05i,-0.0013518+0.00034686i,3.3539e-05+0.0009878i,0.00042082+0.001107i,-0.00031793+0.00019475i,-0.00021822-0.00010054i,0.00030201+0.00033483i,-0.00014782-0.00014224i,-0.00029147-0.0012932i,0.00040356-0.0010542i,0.00038723-0.00011293i,0.00028006+4.4582e-05i,8.7812e-05-0.00056408i,-9.3859e-05-0.00055863i,0.00010361-0.0002602i,0.00033679-0.00035865i,0.0002034-0.00082943i,0.00037232-0.0010619i,-7.7083e-05-0.00088712i,-0.00094742+7.0173e-05i
0.0016527-0.001387i,0.00035877-0.0025626i,-0.00013211-0.0034399i,-0.00069149-0.0027541i,-0.00093689-0.00092837i,-0.0007429+0.0010025i,-0.00099569+0.0012959i,-0.00063104+0.00036913i,0.0006097-0.00019568i,0.0011502-0.00054282i,0.00087174-0.00060888i,0.0001588+0.00046831i,-0.00040395+6.9467e-05i,-0.00018105-0.00087823i,-0.00026604-9.5963e-05i,-0.00048247+0.00082839i,0.00041006+0.00010214i,0.0010553-0.0009042i,0.00056741-0.00052625i,-2.5251e-05+0.00022703i,0.00018361+0.00038272i,-0.00015402+3.2268e-05i,-0.0001512+8.9785e-05i
0.00031195+0.00094908i,0.0015391+0.00046257i,0.002247-0.00027908i,0.00062776-0.00012604i,-0.00041322+0.00034457i,-0.00053169+0.00062594i,-0.00081172+0.00063844i,-0.00042355+0.00090037i,-0.00018068+0.0013013i,-0.00030301+0.00085742i,-0.00095298-0.00013123i,-0.0011745-0.0005387i,-0.00014396-0.00027502i,4.5566e-05+0.00030818i,-0.00055429+0.00045541i,-0.00088511-0.00013608i,-0.00079831-0.00055587i,-0.0011026-0.00029838i,-0.00097708-0.00042786i,0.00018925-0.00074182i,0.00019711-0.00047257i,0.00026441-0.00014242i,0.00096898+9.6543e-05i
0.00051535+0.0010795i,0.00038039+0.00059115i,0.0016569+0.0011405i,0.0014496+0.00036568i,0.00015324-0.0007652i,-0.00062996-0.00094622i,-0.00057656-0.00066051i,-0.00064464-0.00037989i,1.4404e-05+0.00059885i,0.00073922+0.00066362i,0.0003742-0.00054712i,0.00032277-0.00037231i,0.00086717-4.5485e-05i,0.0010851-0.00013477i,0.00010881-0.00035841i,-0.00037469-0.00040022i,0.0003315-0.00029306i,0.00071473-0.00040289i,0.00098253-0.00024047i,0.00033477-0.00016892i,-0.00017648+2.6449e-05i,0.00012262+0.00010136i,-0.00053515-0.00059918i
-0.00030234-0.00061788i,-0.00091335-0.00012411i,-0.0018358-0.00051099i,-0.0010604-0.0011226i,-0.00044039-0.00077344i,5.0422e-05+0.00015009i,0.00033394+0.00089617i,-0.00014722+0.0012552i,-0.00022138+0.0011476i,0.00039774+0.0010601i,0.00053169+0.00058646i,0.00025974+2.8941e-06i,-1.1387e-05-6.886e-05i,-0.00051285-0.00029444i,-0.00013123+6.8115e-05i,0.00018705+0.00065668i,-0.00041386+0.0010072i,-0.00072306+0.00041163i,-0.00056957-0.00026635i,-0.0001015-0.00024222i,0.00034471-0.00059563i,0.00072755-0.00025156i,0.00031415+0.00015736i
-0.00014938+0.00065438i,-0.00049231+0.0010549i,0.000191+0.00074569i,4.925e-05+0.00021452i,-0.00025814-0.00015559i,2.9383e-05+0.00037645i,-0.00024553+0.00084163i,-1.2469e-05+0.00040122i,0.00020319+0.00025828i,-0.00019578+0.00014024i,-0.00068376-0.00027698i,-0.00066671-6.6775e-05i,-0.00029656-5.501e-05i,0.00029866-6.0092e-05i,0.00038042+0.00024109i,-8.0009e-06+1.7189e-05i,3.5278e-05-6.149e-06i,0.0005904+0.00049991i,0.00057467+0.00050702i,0.00021465-0.00013679i,0.00031665-0.00026682i,4.7686e-05-9.6322e-05i,0.00078192-0.0004938i
-0.002264+0.0021676i,-0.00097777+0.0015241i,-0.00044532-0.00015066i,0.00045283-0.00037491i,0.00088097+4.5529e-05i,0.00013557-0.00030737i,-0.00028749-0.0007912i,-0.00062041-1.6818e-05i,-0.00080724+0.00081012i,-0.00080922+0.00054636i,-0.00031811-0.00034995i,0.00016243-0.00058455i,0.00051493-0.00027159i,0.00054204+0.00018681i,0.00039624+0.00041452i,0.00012808-9.4239e-05i,-5.3641e-05-0.00079672i,-0.00017037-0.0012669i,-0.00021781-0.00090602i,0.00017589+6.0004e-05i,-4.3808e-05-0.00017232i,-8.478e-05-0.00023897i,2.9711e-05+0.0001302i
-0.00024938-0.002056i,-0.0015501-0.00289i,-0.002916-0.0023217i,-0.0023543-0.0016742i,-0.001118-0.00091646i,-0.00060623+0.00096212i,-0.00089037+0.0015469i,-0.0012362+0.00056353i,-0.001092+0.00031717i,-0.0009365+0.00059945i,-0.0002521+0.00059828i,0.00082826+0.00092175i,0.00090035+0.0012332i,0.00062137+0.000104i,0.00034989-0.00025203i,-0.00043476+0.00045654i,-0.00033208+0.00068777i,0.00054992-0.00010628i,0.00033356-0.00030242i,2.3102e-05+3.6106e-05i,0.00022614-0.00030033i,-0.00016907-0.00055325i,-0.00010732-0.00083493i
0.0027091-0.00032987i,0.0041351-0.00049682i,0.0032318-0.0013177i,0.0016361-0.0012457i,0.00090757-0.00019221i,0.00066851+0.00023958i,0.00037022+0.00025696i,-0.00015118-0.00020175i,0.0001759-0.00017201i,0.00043801-5.3517e-06i,-0.00059569-0.00044587i,-0.0010928-6.6705e-05i,6.1825e-05-5.8937e-05i,0.00078545-0.0010123i,0.00071815-0.0006541i,0.00061402+0.00033678i,0.00055808+0.00053827i,0.00015465+0.00028153i,-0.00014551-0.00026597i,-0.00054564-0.00070456i,-0.0007376-0.00082116i,-0.00025447-0.00015818i,-8.2549e-05+0.00012386i
0.0015979-0.0025708i,0.0009768-0.003206i,0.00028208-0.0034144i,0.00022568-0.0028375i,0.00019208-0.0015715i,-0.00037315-0.00012822i,-0.00051877+0.00061205i,-0.0010327+0.0010651i,-0.00071311+0.00090426i,-0.00020335+0.00084529i,-0.00065289+0.000482i,-0.00061015-0.00010459i,-0.00017423-0.00049566i,0.00037472-0.00028097i,4.6795e-05+6.4628e-05i,-0.00038386-0.00053631i,0.00050473-0.00074122i,0.00093631+0.00025233i,9.2447e-05+0.00070807i,-0.00067827+0.00077156i,-0.0010766+0.00064332i,-0.00090423+8.1173e-06i,9.5305e-05-0.00053515i
0.00039374-0.0015684i,0.00083563-0.0012281i,0.0024099-0.002003i,0.00176-0.0024633i,0.00043617-0.0013452i,-0.00020961+0.00034291i,-0.00019454+0.00098651i,-0.0001439+0.00094631i,-0.00040176+0.00068439i,-0.00060693-0.00018033i,-0.00088885-0.00048846i,-0.00076468+0.00020718i,2.7148e-05+0.00029964i,-5.2569e-05+0.00010838i,-0.00059237-1.4123e-05i,-0.000208+0.00031563i,0.00023771+0.00057162i,-0.00013737-0.00014665i,-0.0003967-6.5535e-05i,-0.00054708+0.00061595i,-0.00047134+0.00080411i,-0.00031508+0.00067895i,-0.00052274+0.00067193i
-0.00072672+0.00047067i,-0.00018608+0.00060435i,0.00033343+0.0010992i,0.00038769+0.00099434i,0.00038807+0.00067755i,0.00036746+0.00022873i,0.00043643-0.00030703i,0.00012588-0.00014392i,0.00013747+0.00077113i,0.00086913+0.0015399i,0.0010235+0.0012098i,0.0011448+0.0004496i,0.00045767+6.126e-06i,-7.627e-05-4.8184e-05i,0.00020339-2.1489e-05i,4.8968e-05-0.00015031i,-7.7983e-05-0.00074111i,-0.00032508-0.00081614i,-0.00028694+4.1027e-05i,5.6065e-05+0.00045321i,2.42e-05+0.00047877i,-0.00017166+0.0010454i,0.00025558+0.0011132i
-0.0002213-0.00085988i,-0.00095481-0.00070889i,-0.00095526-0.0024047i,-0.0014573-0.0024223i,-0.0012027-0.00052782i,-0.0011048+0.00069783i,-0.0011761+0.00047787i,-0.00028073-0.00037424i,0.00021637-0.00020879i,5.2506e-05+0.0003983i,-0.00020033+0.00041011i,-0.0002245+0.00098342i,-0.00032542+0.0007197i,-1.2884e-05-0.0002863i,0.00011608+3.4034e-05i,0.00016047+0.0004387i,0.00024465+0.00056846i,-7.6998e-05+0.00071393i,-0.0003366+0.00051766i,-0.00050763-8.0051e-05i,-0.00026663-0.0006419i,0.00012207-0.00063113i,0.00049199-0.00048056i
0.0010163-0.00060935i,0.0012445+5.3933e-05i,0.0011175-0.00034971i,0.0010863-0.00088812i,0.0011157-0.00048729i,0.0012209+0.00092399i,0.00066298+0.0011964i,5.183e-06+0.001206i,0.00037965+0.0010339i,-0.00013397+0.0005417i,-0.00079053+0.00041196i,3.5285e-05+2.6513e-06i,0.00086365-0.00020892i,0.00068589-0.00033771i,0.00039617-0.00052982i,0.00046363+4.9564e-05i,0.00013549+0.00044593i,-0.00011344+0.00043221i,0.00027484+0.00027168i,0.00062431+6.3043e-05i,0.00012637+0.00036885i,-0.00021906+6.3349e-05i,0.0001236-0.00059046i
0.00054604-0.0018856i,0.00023715-0.0017235i,-9.3926e-05-0.0026624i,-5.584e-05-0.0025171i,-0.00084496-0.0006136i,-0.0018026+0.00039876i,-0.0014291-0.00019632i,-0.00094513-0.00043022i,-5.0358e-05+0.00011657i,-4.1925e-05-0.00021786i,-0.00023629-0.0012091i,8.1671e-05-0.0013196i,0.00040791-0.00095062i,0.00024797-0.00040617i,-0.00018486+0.00015323i,9.7569e-05+0.00037158i,-0.00035512+0.00051236i,-0.0010229+0.00038381i,-0.0014066-0.00042125i,-0.0011742-0.00085489i,-0.00080443-0.00045482i,-0.00098128-0.00052921i,-0.00028068-0.00076094i
-0.00066428+2.812e-05i,-0.0010436-0.00066349i,-0.00028038-0.0012777i,0.00086481-0.00091284i,0.0016861+0.00090415i,0.00099661+0.0023045i,-0.00016764+0.0018686i,-0.00017146+0.0003041i,0.00027465+0.00029432i,0.00029133+0.0014029i,-6.6586e-05+0.00082393i,-0.00026277-3.1197e-05i,9.6527e-05-0.00033275i,-0.00015743-3.8314e-05i,-0.00025611+1.6775e-05i,0.00040848-0.00025963i,0.00031008-0.00021902i,-0.00010898-0.00057606i,-2.6716e-05-0.00019928i,-4.1085e-05+9.234e-05i,-0.00037202-0.00037941i,-0.00057698-0.00032051i,-0.00056551-0.00037572i
0.0043288-0.0040311i,0.0034936-0.003994i,0.0035557-0.0057012i,0.0011488-0.0050416i,-0.0014019-0.0023936i,-0.0018622+0.00030587i,-0.0010846+0.00039318i,-0.00035334-0.00031385i,-0.00016754-0.00034223i,-0.00035955-0.00023531i,-0.0005963-0.00034894i,2.3758e-05-0.00034277i,0.00057111-0.00039847i,0.00065469-0.00074272i,0.00030292-0.00080718i,-3.4965e-06+8.2856e-05i,-0.00051536-0.00012163i,-0.00041208-0.00093741i,0.00016734-0.00030052i,0.00012744+2.6773e-05i,0.00047206-0.0003656i,0.00076585-0.00049816i,-0.0001273-0.00033864i
-0.00097025+0.0014578i,-0.0010373+0.00055383i,-0.00075541+0.00035407i,-0.00069794-1.2484e-05i,-0.00094009-0.00031101i,-0.00060605+0.00086772i,-0.00052919+0.00021241i,-0.00086362-0.0011719i,-0.00065767-0.00057402i,0.00030958+0.00097776i,0.00015252+0.0012236i,2.9139e-05+5.9041e-05i,0.00052235-0.00075919i,-0.0001686-0.00048553i,-0.00053854+0.00016062i,-0.00088583+0.00034839i,-0.0013435-4.9955e-05i,-0.0008571-0.00027681i,-0.00020961-0.00020086i,9.7326e-05-0.00057609i,0.00011554-0.00060254i,0.00014129+0.00062113i,0.00029599+0.00028995i
-0.002335-0.00092967i,-0.0026328-0.0023141i,-0.0020701-0.0019155i,-0.0011413-0.0010524i,-0.00037775-8.7973e-05i,-0.0006621+0.00069371i,-0.00084929+0.00039764i,-0.00074175-0.00040871i,-8.6994e-05-0.00015801i,0.00039619+0.00032976i,5.7176e-05+0.00010288i,-4.4997e-05+0.00055506i,0.00038611+0.00086037i,0.00076758+0.00069164i,0.00073938+0.00084097i,0.00095946+0.00078837i,0.0010608+0.00056614i,0.00057339+0.00078655i,1.4281e-05+0.00040247i,-0.00024368+2.9457e-05i,-0.00022449-0.00028769i,-2.3268e-05-0.00074766i,-0.00032307-0.00072663i
0.0009015-0.0009643i,0.0024671-0.0017222i,0.0028702-0.0026983i,0.0023447-0.0021935i,0.0011966-0.00039033i,0.00050738+0.00056091i,0.00093977+0.00046917i,0.00052301+0.00035685i,-0.00010696+0.00050861i,-0.00010625+0.00035526i,-0.00032907-0.00026101i,-1.1974e-05-0.00021004i,-0.00025637-0.00017054i,-0.00045554-0.0012318i,0.00037111-0.0014754i,0.00066519-0.00075306i,0.000541-0.00030069i,0.00038368-0.00052267i,-0.00039206-0.0004981i,-0.00058716-0.00043141i,-0.00068139-0.00087829i,-0.0010418-0.00089478i,-4.706e-05-0.00026935i
0.00098257-0.00057832i,0.00024226-0.00053844i,0.00055645-0.0012798i,-4.7322e-05-0.001515i,-0.0011729-0.00022386i,-0.0015564+0.00069113i,-0.0016833+0.0010568i,-0.0014526+0.001686i,-0.00026226+0.0010485i,0.00030186-9.3046e-05i,0.000515+8.6896e-05i,0.00023694+0.00078255i,0.00056042+0.00061228i,0.0010243+7.3143e-05i,0.00040031-0.00030981i,1.5711e-05-0.00083406i,0.00031272-0.00054562i,0.00041799+0.00013073i,8.7742e-05+0.00033147i,-0.00051124+0.00019826i,-0.00080712+0.00038843i,-0.00011402+0.00045996i,0.00039944-0.00011769i
0.00046769-8.3491e-05i,0.0011428-0.00029936i,0.0011637+0.00013419i,2.5363e-05-0.00043593i,-0.00054134-0.00060598i,0.00024856-0.00041276i,0.00045845-0.00052321i,0.00030296-0.00014683i,0.00011177+0.00048892i,0.00023943+0.00047838i,0.00013124+0.0005531i,-7.2167e-05-3.6835e-06i,0.0002853-0.00071815i,0.00065707-0.00045985i,0.00045545-0.00021435i,-0.00012158-0.00035918i,0.00034064-0.0004623i,0.0003929-0.00013027i,-0.00030668+0.00028306i,-0.00043979+0.00025048i,-0.00010709-0.0001326i,0.00013555+0.00018126i,0.00010048+0.0012241i
0.00041808+0.00015496i,0.0012497-0.00035655i,0.0012428-0.00071753i,0.0012826-0.00072858i,0.00044971-0.00036829i,-0.0003803+0.00091054i,-0.00055744+0.00046812i,-0.0013353-0.00016194i,-0.00099886+0.00033943i,0.00060866+0.00031506i,0.0010238+7.4659e-05i,0.00043282-0.00041016i,-4.0042e-05-0.00058271i,-0.00035038-0.00040174i,-0.00019109-0.0002315i,-0.00019159-5.1967e-06i,7.0106e-05+9.785e-05i,0.00046009-0.00030992i,0.00053887-0.00097003i,0.00032883-0.00038567i,-3.6356e-05+0.00017773i,0.00055884+0.00038736i,0.0010079+0.00020081i
0.0027301-0.00040761i,0.0035415-0.00089014i,0.0045282-0.00080255i,0.0030196-0.00058911i,0.00059823-0.00036i,0.0001087-0.00040241i,0.00063139-0.00012139i,2.7005e-05-0.00024186i,-0.00065253-0.00062348i,-6.9783e-05-0.00068537i,0.00050986-6.9025e-05i,0.00021874+0.00032645i,0.00033043-0.00036593i,0.00012817-0.0011423i,-0.00072699-0.0011284i,-0.00096977-0.0002061i,-0.00037688+0.00020406i,-0.00039949-0.00020189i,-0.0010221+0.00052016i,-0.00080065+0.00057702i,0.00018789+0.00015941i,0.00052715+0.00040269i,0.00017617-0.00028634i
0.0035998-0.00081016i,0.0019005-0.0015755i,0.0030157-0.0026468i,0.0036877-0.0023415i,0.0023843-0.0014108i,0.0007925-0.00051182i,-0.00073592+0.00040039i,-0.00083569+0.00029786i,0.00023501-0.00055897i,0.00073773-0.00059037i,0.00047505-0.00027528i,-0.00040238-0.00011351i,-0.0004976-0.00012162i,-7.3295e-05-0.00036895i,-0.00032447-0.00027486i,-0.00012287+0.00016192i,0.00058704+0.00041372i,0.0003267-0.00013521i,0.00039476-0.0005821i,0.00025806+8.3395e-05i,-0.00031095+0.00012869i,-0.00051342-0.00066421i,-9.7661e-05-0.00027342i
0.0023804-0.00090477i,0.0033385-0.0014289i,0.002492-0.0027966i,0.00052285-0.0029018i,-0.0012511-0.0015929i,-0.001391-0.00033317i,-0.00058733+6.7342e-05i,-0.0010829+0.0005818i,-0.00097814+0.0005641i,-7.6361e-05+0.00021329i,0.0004143-0.00019343i,0.00097024-0.00082201i,0.00087932-0.00048422i,0.00036895-0.00038249i,0.00042146-0.00072649i,0.00062828-0.00057321i,-0.00011449-0.00052496i,-0.00033948-0.00095279i,0.00025641-0.00098993i,-6.6022e-05-0.00030464i,-0.0010318+0.00024248i,-0.00093859+0.00064155i,-0.00024539+0.0011659i
0.001128-0.0015807i,0.0018656-0.0015104i,0.0022716-0.0023535i,0.0011502-0.0033379i,0.00072027-0.0017988i,0.00022663+0.000915i,-0.00042329+0.00085385i,-0.0004344+0.00034152i,-0.00013272+0.00057256i,0.00015681-0.00045515i,-1.6689e-05-0.0010854i,-0.00023865-0.0008007i,-0.00032454-0.00078077i,-0.00030702-0.00060431i,-0.00028198-0.00035906i,-0.00064627-2.7441e-05i,-0.00040167+0.00029102i,0.00037718-0.00017834i,0.00062282-0.00023411i,0.0011209+0.00026686i,0.0014439-0.00036457i,0.00058634-0.00045377i,0.00017772-7.2282e-05i
0.0004732-0.0026693i,0.00087001-0.0021351i,0.0013436-0.0024276i,0.00061312-0.0016254i,-0.00050508-0.0005856i,-0.00064347-0.00029575i,-0.0010954+9.5214e-05i,-0.0011257+0.0011415i,-0.00039222+0.00098593i,0.00019384-0.00030096i,2.0621e-06-0.00085431i,-0.00050892-0.0009245i,-0.00012748-0.00037523i,0.00019674-0.00039521i,-2.4984e-05-0.00045616i,-0.00023315-0.00021893i,2.7374e-05-0.00046015i,0.00026175-0.00063836i,0.00088039+3.8263e-05i,0.00076915+0.00055076i,-0.00017509+0.00023651i,7.5524e-05-0.00057042i,0.00053324-0.00044981i
0.00097093+0.0027427i,0.00093753+0.0026639i,0.0010219+0.00088475i,0.001618+0.00041759i,0.00086717+0.00072767i,0.00019415+0.00063766i,0.00017324+0.00050391i,-8.0005e-05-6.0895e-05i,-0.00010816+0.00018907i,0.00056468+0.00042015i,0.0010242+0.00057441i,0.00091059+0.00080908i,0.0008405-0.00027199i,0.00036755-0.0008525i,0.00037933-0.00018375i,0.00035761-6.7333e-05i,0.00011056-0.00055337i,-0.00011877-0.00031175i,-0.00040906+0.00058243i,-0.00057331+0.0006726i,-0.00073256+0.00026723i,-0.00033707-5.7464e-05i,0.0001458+0.00020232i
0.00017562-0.00060254i,-4.3458e-05-0.00077986i,-0.00060689-0.0013659i,0.00031728-0.0017306i,0.00082036-0.00016378i,-6.2178e-05+0.00026356i,-0.00054456-0.00030417i,0.0004005+8.532e-05i,0.001064+0.00023333i,0.00068696-5.7823e-05i,-0.00019152-0.00011738i,-0.00050857-0.00033702i,0.00011718-0.00016133i,-0.00016873+0.00050485i,-0.00040647+0.00035138i,0.0002155-0.00034894i,0.00077385-0.00018785i,0.00066712+0.00013264i,0.0002751+0.00041015i,0.00048717+0.00036304i,0.0008466-0.0002499i,0.00052914-0.0012812i,4.1746e-05-0.0018939i
-0.00042541-0.0018621i,0.00023411-0.0013854i,0.00062883-0.0016118i,0.00068802-0.00097784i,0.00046911+0.00033429i,-0.00060628+0.00050427i,-0.00082682-0.00040896i,-0.00075174-0.00032296i,-0.00088378+0.00039518i,-0.00083936+0.00093228i,-0.0018567+0.00087258i,-0.0011721+0.00031776i,0.00042916+3.1696e-05i,0.00041116-0.00038489i,-8.2203e-05-0.00033773i,0.00026559-0.0001273i,0.00055434+0.00025245i,-0.00017059+0.00035963i,-0.00035966-0.00013432i,-9.2911e-05-0.00038596i,-0.00021774-0.00050447i,-0.00035393-0.00069031i,-0.0001724-0.00054985i
0.00086158+0.0012292i,0.00063649+0.0018087i,0.00031781+0.0021604i,0.00067271+0.0013758i,0.0016324+0.00044933i,0.00075799+0.00061397i,-0.00074191+0.00030191i,-0.00075007+3.7573e-05i,-0.00022835+0.00051382i,0.0005349+6.0904e-06i,0.00082292-0.00048672i,0.00043244-0.00027213i,0.00052173-5.1035e-05i,0.00065371-0.00033854i,0.00071964-0.0001615i,0.00036117+0.00025901i,-0.00030099-4.7541e-05i,-0.00051028-0.00052408i,-0.00028836+0.00013283i,4.2191e-06+0.00041468i,0.00042321+0.00031744i,0.00022048+0.00096207i,-0.00078459+0.00085855i
-0.0010967+0.00010938i,0.00018056+0.00026387i,0.0012385+0.00084093i,0.0012645+0.00057089i,0.001182+0.00024116i,0.00046441+0.00036608i,-0.00035737+0.00071036i,-0.00013517+0.00083702i,0.00043408+0.00074844i,0.0005863-0.00011292i,0.00072693-0.00040197i,0.00059987+0.00017207i,1.2567e-05-0.00020448i,0.00033692-0.00049185i,0.00092055-0.00029429i,0.00083704-0.0003837i,0.00056684-0.00079724i,0.00060343-0.001086i,0.00060493-0.00042214i,0.00033955-8.7719e-05i,0.00093777-0.00038113i,0.00063802-0.00019918i,-0.00014105+0.00053022i
0.00065857-0.00064435i,0.0013523-0.00086986i,0.001578-0.0011918i,0.00078473-0.0018583i,0.00029001-0.0013715i,-0.00022813-9.1942e-05i,-0.00064631+0.00043574i,-0.0010992+0.00031318i,-0.0011634+2.464e-05i,-0.0010192-0.00010511i,-0.00079209+1.0379e-05i,-4.2055e-05+0.00023642i,0.00046018-6.1322e-05i,0.00011797-7.2388e-05i,-0.00031819+0.00039781i,-0.00036889+0.00067916i,-0.00062469+0.00014553i,-0.00069717-0.00019118i,-0.00052815+8.7146e-06i,-0.00018881-4.679e-05i,0.00020436-0.00062036i,0.00057054-0.00031045i,0.00079984-0.00036257i
-0.0002287+0.0010536i,0.00086256+0.00088274i,0.0019196+0.0007686i,0.0016476+0.00014861i,0.00039232-0.00020952i,-0.00089054-4.8469e-06i,-0.0016287-0.00010687i,-0.0010861-0.00091319i,-4.1657e-05-0.00076276i,0.00085085-0.00083113i,0.00074986-0.0013173i,0.00016018-0.00093202i,0.0006087-0.00014254i,0.00098706+7.2192e-05i,0.0011748+7.7506e-05i,0.00085097+0.00034638i,4.1425e-05+0.00016356i,-0.00026332+0.00019401i,0.00043684-0.0002223i,0.0011295-0.00069617i,0.00065463-0.00017031i,0.00013678-0.00015309i,-0.00038977-0.00057892i
-0.00050447-0.0019616i,-0.00091029-0.0021514i,-0.0012548-0.002672i,-0.00090527-0.0023125i,-0.00017191-0.00076048i,-0.00074543+0.00059522i,-0.00097921+0.0011275i,-0.0005026+0.00062672i,4.4078e-05-0.00015038i,0.00028861+3.7114e-05i,0.00026273+0.00028515i,-7.8642e-05+0.00029085i,-0.00057382+6.3909e-05i,-0.001018+0.00081849i,-0.00060687+0.00094883i,-6.3508e-05+0.00068059i,-0.00013189+0.00058494i,-0.0002954+0.00017366i,-0.00071382-0.00055978i,-0.00037497-0.0006268i,-0.00069403-5.6743e-05i,-0.0012409+0.00063214i,-0.000764+0.00096524i
