-0.0043028+0.00050501i,-0.0039782+0.00019543i,-0.0045585+0.0019251i,-0.0028908+0.0027963i,-0.00065156+0.0026038i,0.00047283+0.002143i,0.00052174+0.0022009i,0.0012602+0.0018641i,0.0024711+0.0014275i,0.0023418+0.0011143i,0.0012974+0.00071647i,0.00096184+0.00058584i,0.0003741+6.6261e-05i,-0.00071117-0.00032979i,-0.00049653-0.00026574i,0.00037638-0.00069487i,0.00092666-0.0007241i,0.00094166-0.00051813i,0.00025051-0.00056241i,-0.00022285-0.00029883i,-0.00014618-0.00013587i,0.00023518-0.00026571i,0.00060571+1.3829e-05i
-0.0017312+8.7813e-05i,-0.00058759+0.00027499i,-0.00045631+0.00034687i,-0.00027936+0.00098849i,-0.0002073+0.0010353i,0.0002268+0.00021456i,0.00015334+0.00062759i,0.00017287+0.00089064i,0.00049552+0.00056531i,0.00017567+0.00089146i,3.6574e-05+0.0012436i,0.00038377+0.00069174i,0.00048288+0.0006875i,-0.00016663+0.00061959i,-0.00035408-9.4075e-05i,-0.00022318-0.00020607i,-0.00076598-0.00019837i,-0.00097976+7.8084e-05i,-0.00049098+0.00064488i,0.00035518+0.00062997i,0.00061179-0.00020271i,1.0396e-05-0.00054685i,-0.0001704-0.00047665i
-0.0024422-0.00020229i,-0.0021048-0.00032788i,-0.0011593+0.00026153i,-0.001896+0.0010465i,-0.0017461+0.0014192i,-0.00083391+0.0015751i,-0.00012301+0.00073859i,0.00085844-0.00023363i,0.0010999-0.00045808i,0.00033853-0.00012763i,0.00033472+0.00059683i,1.8e-05+0.00088876i,-0.00049032+0.00080225i,0.00030522+0.00065695i,0.00090884+0.00039747i,0.0001795+0.00038676i,0.00027372+0.0001707i,0.001136+0.00012201i,0.0011522+0.0005054i,0.0010423+0.00039451i,0.00095884-8.3618e-05i,0.00084374-0.00048519i,0.00070441-0.00045869i
0.0020171-0.0030135i,0.0001686-0.0020495i,-0.0021042-0.0016552i,-0.0030942-0.0022634i,-0.0029675-0.0013147i,-0.0028208+0.00021432i,-0.0017729+0.00070978i,-0.00036357+0.00059111i,-0.00016434+1.5346e-05i,-0.00042271-6.7361e-05i,-0.00079572-0.00028076i,-0.00062956-0.00050063i,0.00023617+4.6153e-05i,0.00075486+3.6503e-05i,0.00028947-0.00015255i,-0.00011155-8.2621e-05i,-6.3061e-05-0.00015355i,0.00071471+0.00010575i,0.00070439+0.0005619i,-4.6969e-05+0.0012853i,-0.00012864+0.0012236i,0.00019087-0.00030772i,0.00033741-0.00088183i
0.00058861-0.002405i,-0.00058812-0.0017133i,-0.0027664-0.0014867i,-0.0035098-0.00063995i,-0.0025927+0.0010564i,-0.00064657+0.00152i,0.0010428+0.00018203i,0.0016812-0.0011097i,0.0010064-0.00053589i,0.00031682+0.00068752i,0.00097389+0.00097053i,0.00087708+0.00076896i,0.00013753+0.00084779i,0.00017899+7.1083e-05i,0.00019844-0.00056599i,7.1139e-05-0.00041265i,0.00036598-0.00047427i,0.00030242-0.00091365i,0.00051544-0.0006311i,0.00091093-7.6142e-05i,0.00066949-0.00028875i,0.00020832-0.0004118i,0.00036412-0.00052413i
-0.0010533+0.00052193i,-0.00017917+0.00022361i,0.00087658+0.00044266i,0.0010347-0.00077648i,-0.00019743-0.0013404i,-0.0011025-0.00084488i,-0.00056604-0.00069855i,0.00052266-0.00054737i,0.0011462+8.3797e-05i,0.00042599+0.000123i,5.8751e-05-0.00040747i,0.00020613-0.00054125i,9.7652e-06-0.0006486i,-0.00052658-0.00078666i,-0.00079104-0.00010464i,-0.00030404+0.00034494i,-0.00017106-0.00015852i,-0.00033095-0.0004868i,-0.00022157-0.00020306i,9.8082e-05+0.00033492i,0.00063299+0.00054822i,0.00045256+0.00033691i,3.8614e-05+0.00036191i
0.000285-0.0025844i,-0.0014484-0.0021467i,-0.0028861-0.0013012i,-0.0023635+0.0010093i,-0.00082293+0.0023754i,-4.048e-05+0.0022201i,0.00081583+0.0020235i,0.0015138+0.0013481i,0.0015008+0.00060557i,0.00051791+0.00012329i,-0.00046997+0.00049251i,-0.00073165+0.0002499i,-0.00077272-0.00032516i,-0.00034073-0.00022724i,0.00017527-0.00045002i,0.00014405-0.00088955i,-8.281e-05-0.0011862i,-0.00044065-0.0007492i,-0.0011355+0.00010999i,-0.00096091-3.9147e-05i,-0.00051984-0.00036656i,-0.00055361-0.0005627i,0.00016718-0.00010721i
-0.0009054+0.003365i,0.0011714+0.0034426i,0.0023705+0.0024616i,0.0024331+0.0011297i,0.0013383-0.00023262i,0.00022434-0.00091754i,-0.00049574-0.00091082i,-0.00028138-0.00068519i,0.00024258+0.00020032i,0.00078998+0.0005615i,0.00077089+6.2091e-05i,0.00039572+9.1503e-05i,2.2404e-05-5.1066e-05i,-0.0004956-0.00064602i,-0.0003801-0.00040937i,0.00033197-0.00017718i,0.00010517-0.00014268i,-0.00047636+9.2115e-05i,-0.00078385+0.00040277i,-0.00042905+0.00081988i,-8.4054e-05+0.00091448i,-0.00015335+0.00023587i,-1.91e-05-0.00045074i
-0.0014418-0.00021664i,-0.0030204+0.00034016i,-0.003012+0.0011976i,-0.0021428+0.0019133i,-0.001106+0.0016479i,8.3939e-05+0.0017008i,0.00081862+0.001725i,0.00071467+0.0011025i,0.00025003+0.00032988i,-9.9117e-05-0.00015939i,-0.00046449-0.00037437i,-0.00010944+0.00031205i,0.00057135+0.00053804i,0.0013706+3.5681e-05i,0.0012042+0.00017443i,0.00023259-0.00012097i,0.00016622-0.00025853i,-0.00024408+0.00063011i,-0.00066888+0.0010086i,-0.00043757+0.00087112i,-0.00016571+0.00012592i,-0.00033081-0.00020506i,-0.0002976-0.00032303i
0.0020291+5.1292e-06i,0.0019959-0.0017626i,0.001182-0.0024412i,0.00073295-0.0023858i,3.908e-05-0.0022527i,-7.6815e-05-0.00079866i,0.00064698+0.00025428i,0.0010891+0.00061189i,0.0012989+0.0004161i,0.00092059+0.00030857i,0.00052046+0.00060258i,0.00020916+0.00025078i,-0.00068178+0.00030009i,9.6931e-06+0.00059804i,0.00089964-0.00035815i,0.00055274-0.00086023i,0.00055063-7.6032e-05i,0.00024298+0.00024994i,9.8158e-05-0.00027751i,0.00071449-0.0004455i,0.00045853-6.8376e-05i,-0.0004083+0.0002651i,5.9525e-05+0.0002245i
0.00017097+0.0025263i,0.00036366+0.0023205i,0.00063329+0.00171i,0.00077799+0.0007637i,0.00052595+6.2542e-05i,0.00029046-0.00067335i,0.00046122-0.00046925i,0.0012782-0.00015763i,0.0016984-0.00018474i,0.00075169+0.00037749i,-9.8905e-05+0.00062011i,3.1249e-06+0.00013463i,-0.0002213-0.00041187i,-0.00072023-0.00037106i,-0.00096578-0.0009367i,-0.00091273-0.001667i,-0.00039342-0.0011077i,0.00041859-7.8958e-05i,-0.000164+5.5367e-05i,-0.00054871+0.00013186i,0.00020738+0.00036545i,0.00041839+0.00038165i,0.00021292+5.3763e-05i
-0.00070183-5.8749e-05i,-0.00053448-0.00039413i,-1.4341e-05-0.0011927i,-0.00027475-0.00088792i,-0.00076883-0.0004847i,-0.0001976-0.00014917i,0.00030097+4.1197e-05i,0.00048163+0.00020273i,0.00062983+0.00043611i,0.00033045+0.00043332i,0.00016848+5.0522e-05i,0.00089647-2.2315e-05i,0.0013003-5.6939e-06i,0.00082508+0.00013171i,0.00057193-4.6646e-05i,0.00067554+5.9644e-05i,0.00055124+0.0010512i,-1.1511e-05+0.00063294i,-0.00035494-0.0006687i,0.0002788-7.2589e-05i,5.5441e-05+0.0004801i,-0.00058222-0.000237i,-0.00010947-0.00042538i
-0.00080181+0.00079578i,0.00055705+0.0010571i,0.00098351+0.0019587i,0.00052063+0.001937i,0.0010314+0.00089993i,0.0013702+6.2504e-05i,0.0014178-0.00016284i,0.0017742-0.00023682i,0.00078123+0.00035832i,-0.0005401+0.00098716i,-0.0012421+0.0014198i,-0.00089131+0.00090151i,-0.00040841-0.00032148i,0.00027613-0.00071003i,0.00050976-0.00042747i,3.3274e-05+0.00039072i,0.00021672+0.0013354i,0.00044059+0.001087i,-0.00014485+0.0010584i,-0.00049248+0.00060351i,-0.00024083+0.00020258i,-0.00040141+0.00045672i,-0.0011016+0.00015832i
-0.00052083-0.0017925i,-0.0012866-0.0018251i,-0.0024936-0.0012425i,-0.0021504-0.0005049i,-0.00058459+0.00025425i,0.0005955+0.00034171i,0.0010153+0.00012493i,0.00099039+0.00031942i,0.00083501+0.00064032i,0.00015382+0.0011106i,-0.00045009+0.0012246i,-0.00084678+4.454e-05i,-0.00017256+7.7494e-05i,0.0012333+0.00054379i,0.0014233+0.00046471i,0.00087452+0.00060735i,0.00011628+0.00025593i,-0.00078599+0.00011451i,-0.00064633+0.00028625i,-0.00054538+0.00030482i,-0.00033717-7.0935e-06i,0.00015986-0.00029754i,-0.00021822-0.00013633i
0.0011902+0.0018455i,0.0014379+0.0011651i,0.00069216+0.00014215i,9.853e-05+7.2225e-05i,6.3172e-05+0.0001242i,0.00057143-0.00015657i,0.00085447-0.00046328i,0.00074008-8.2727e-05i,0.00077301+0.000904i,0.00099537+0.0010699i,0.0003786+0.00060411i,-0.00013992+0.00031484i,-0.00056621+0.00017802i,-0.00071877+0.0002918i,-0.001128+0.0007876i,-0.0007853+0.00093186i,0.00044588+0.00016315i,0.00085459-0.00041419i,0.00051487-0.00061233i,0.00046778+0.00012941i,0.00059341+0.00075632i,-0.00051392+0.00023304i,-0.00086729-0.00026807i
-9.872e-05+0.001005i,2.501e-05+0.00065568i,8.3906e-05+0.00080473i,0.00071656+0.00067202i,0.00088433+0.0010475i,0.00045894+0.000832i,0.0001676+0.00026272i,-0.00059987-4.1363e-05i,-0.00052+4.7481e-05i,0.00011328+0.00024524i,-1.4297e-05+5.0122e-05i,-0.00041694+8.5784e-05i,-0.00033515+0.00074652i,-0.00042136+0.00095087i,-0.00063109+0.00062497i,-0.00052521+0.00082549i,5.9515e-05+0.00032866i,-3.5559e-05-0.00019741i,0.0001841-0.00018742i,0.00051982+0.00048063i,-0.00021676+4.2765e-05i,-0.00066334-0.00079449i,-0.00044219-0.00030502i
-0.0010957-6.6937e-05i,-0.0006853+0.00086001i,-0.0013439+0.0010654i,-0.00051226+0.00086527i,2.2033e-05+0.00081981i,-0.00011328+0.00010761i,-0.00036736+0.00045147i,-0.00059216+0.0010452i,-0.00019952+0.00055449i,0.00046968+0.00027894i,0.00052224+0.00024529i,0.0005504-0.00011047i,0.0006713-6.3129e-06i,-0.00017551+0.00087065i,-0.00064651+0.00062781i,-3.2812e-05-2.2401e-05i,0.00093475-0.00013634i,0.001074+0.00070037i,0.00038006+0.0009783i,-0.00044304+0.00050234i,-0.00047701+4.907e-05i,0.0002151-0.00057956i,0.00013977-0.00042956i
0.0025285-7.0862e-05i,0.00095803+9.9672e-05i,-0.00056333-0.0002604i,-0.0015897-0.0015826i,-0.001972-0.001456i,-0.0015383-0.00025339i,-0.00061309+0.00020531i,0.00095637-5.258e-05i,0.0017541-0.0002013i,0.00089244+0.00029407i,0.00011724+0.00080984i,-0.00028517+0.00094736i,0.00015885+0.001412i,0.00057756+0.0020118i,0.0003778+0.001523i,1.8471e-05+0.00072234i,-0.00020265+7.5288e-05i,-1.1372e-05-1.9853e-05i,-0.00059472-0.00013746i,-2.0917e-05-0.00043671i,0.00043072-5.0392e-05i,-0.00029735+0.00028589i,-0.00065347+0.00039859i
0.0019799-8.4857e-05i,0.001691-0.00064515i,0.0015848-0.0011006i,0.0010191-0.0010363i,0.00021497-0.0010034i,-0.00018073-0.0019233i,-0.00039962-0.0017116i,-0.00052342-0.00076033i,7.1066e-05-0.00043548i,0.00070305-0.00011845i,0.0002519+0.00035255i,-0.00064004+0.0002173i,-0.0013843+0.0001558i,-0.0013395+0.00047608i,-0.00026769+0.00059338i,0.000128+0.00061153i,-0.00033366+0.00068488i,6.994e-05+0.00042011i,0.00020074+0.00072854i,0.00013626+0.00071094i,0.00041636-0.00020444i,0.00050054-0.00072228i,5.3263e-05-0.00044679i
-0.0001837-0.00087217i,-0.0017241-0.00044118i,-0.002311-2.8695e-05i,-0.0014428+0.00063103i,0.00020332+0.0010941i,0.00032619+0.0010669i,0.0001716+0.00031762i,0.00070158+0.00031931i,0.00060298+0.00081121i,0.0011171+9.8366e-05i,0.00070666+0.00039314i,-0.00021553+0.00035641i,0.00067767-0.00082456i,0.0012765-0.0010909i,0.00064074-0.0001303i,0.0002163+0.0007213i,-5.0303e-05+0.00048889i,-7.432e-05-0.00032302i,0.00029576-0.0010356i,0.00059161-0.0014546i,8.2687e-05-0.0010708i,-0.00052037-0.00042872i,0.0001028-0.00028956i
-0.0013475+0.0001846i,-0.0013538+0.00038527i,-0.00056116+0.00048655i,0.00027601+0.0010178i,0.00045038+0.0011254i,0.00076067+0.0004511i,0.00034844+4.8391e-05i,3.9186e-05+8.3001e-05i,0.00027706+0.0003082i,0.00052635-0.00025155i,0.0007605+0.00017008i,0.00041569+0.00066178i,-0.00012853+0.00085287i,-0.00013995+0.0010361i,-6.9439e-05+5.6365e-05i,-0.00020745-9.7056e-05i,-0.00065055+0.00078188i,-0.00051436+0.00038629i,-7.0819e-05-0.00059352i,-2.068e-05-0.00088051i,-0.00021016-0.0011095i,-0.0007214-0.00036591i,-0.00094086+0.00015566i
-0.0013693+0.0011049i,-0.001641+0.0019772i,-0.0015428+0.0028703i,-0.00046654+0.0021018i,0.0007242+0.0011351i,0.00083462+0.00059674i,0.00079736+0.00042112i,0.00097893+0.00025855i,0.00059189+0.0002462i,0.00038427+0.00026749i,0.0011126+0.00030843i,0.0013975+0.00070924i,0.0015218+0.0010075i,0.00096825+0.00056118i,0.0002314+0.00014076i,0.00010928-7.372e-05i,-0.00018171+0.00023127i,-5.0611e-05+0.00084146i,-5.6425e-05+0.00035668i,-0.00041156+0.00028834i,-4.4474e-05+0.00079569i,0.00023918+0.00056329i,0.00057423+0.00011907i
-0.0016029-0.0020637i,-0.0031451-0.0015713i,-0.0036326-0.00067025i,-0.0021078+6.5268e-05i,-0.00020994+0.00041899i,0.00057904+0.00069135i,0.00097779+0.0011321i,0.0010346+0.0011606i,0.00071148+0.00064027i,0.00016268+0.00033718i,-0.00016346+0.0010945i,7.4738e-05+0.00097905i,0.00029399+8.1385e-05i,0.0004476+0.0002742i,0.00020039-0.00022533i,-0.00032555-0.00090224i,6.3362e-05-3.7392e-05i,0.00019469+0.00035481i,-0.00056639+0.00056954i,-0.00096012+0.00054194i,-0.00047315-0.00022773i,0.00022886-0.00024111i,0.00024767+0.00012811i
0.001419-0.00093396i,0.0014989-0.001911i,0.00095003-0.0022235i,0.0010557-0.0017238i,0.00065383-0.00058509i,0.00031664-0.00045904i,0.00081775-0.00012992i,0.00036827+0.00012301i,0.00062773-0.00068808i,0.001295-0.00077943i,0.00094339-0.00023854i,-0.00012744+0.0002636i,-0.00082012+0.00052078i,-0.00034659+0.00034511i,0.00023497+0.00048777i,0.00018906+0.00088785i,-9.0276e-06+0.00064182i,0.00015522+0.00046875i,0.00029636+0.00076634i,0.00073484+0.00062888i,0.00074165+0.00064428i,0.00012356+0.0007904i,0.0001691+0.00063708i
0.00037714-0.00013979i,-0.00027224+0.00068012i,-0.0013206+0.00060936i,-0.0017914+0.00018322i,-0.0018445+0.00053685i,-0.0010837+0.0013007i,-0.00031162+0.0010346i,-8.3892e-05-0.00012556i,-0.00030759-0.00073471i,0.00027279-0.00071724i,0.00065186+0.00011983i,0.00025933+0.00023318i,0.00038489+0.00019662i,0.0002746+0.00039538i,-0.0001934+0.00020617i,-0.00058951-0.00013495i,-7.9956e-05-0.00031619i,0.00079167-0.00067652i,0.00032295-0.00039188i,-0.00011262+0.00077725i,-0.00017554+0.00075297i,-0.00030504+0.00016246i,0.00013825+0.00015695i
-0.0015049+0.00034067i,-0.0003076-0.0003815i,0.0011294-0.00065634i,0.001581-0.00041024i,0.0019227-0.00018877i,0.0016439-3.1341e-05i,0.00068739+0.00032856i,0.0004683+0.00067745i,0.0010357+0.0014889i,0.0014351+0.00126i,0.00070812+0.00014955i,-0.00036828-0.00026999i,-9.3874e-05-0.00057646i,-5.2421e-05-0.00074208i,-0.00057826-0.00044106i,-0.000477-0.00062778i,-0.0005252-0.00079472i,0.00018198-0.00032415i,0.0011046-1.5486e-05i,0.00097968-0.00012341i,0.00070263+0.00035684i,0.00062081+0.00033825i,-1.0097e-05+0.0005808i
0.0019004+0.00055837i,0.0022725+0.0011727i,0.0012741+0.0015921i,-0.00011402+0.00050574i,-0.00035732-0.0013345i,0.0005894-0.0013156i,0.00061583+1.8835e-05i,0.00022024+0.00086509i,0.0005623+0.00054616i,0.00056812-0.0001813i,0.00048178-0.00088178i,5.4222e-05-0.00014156i,-0.00033547+0.00055449i,0.00011264+0.00030458i,0.0004314+0.00030938i,0.00036886+0.0010868i,0.00050077+0.0015234i,0.00066467+0.0010991i,0.00025181+0.00075489i,-5.7562e-05+0.00035727i,-0.00033072+0.00020068i,-0.00080488+0.00029511i,-0.00042189+0.00010264i
-0.0020074+0.00054739i,-0.0022296+0.00034123i,-0.0020006+0.00061446i,-0.0013126+0.00062997i,-0.00037581+0.0011699i,0.00024781+0.0013184i,0.00028508+0.00118i,0.00052395+0.0018551i,0.00055838+0.0020227i,2.5757e-05+0.0017509i,0.00034543+0.0014193i,0.00099124+0.00045803i,0.00065766-0.00019011i,3.1696e-05-0.00077426i,-0.00071221-0.00070266i,-0.00094488+5.8725e-05i,-0.0012096+0.00082587i,-0.00069922+0.00041191i,0.00034614-7.5505e-05i,0.0006197+0.0001621i,0.00072473+0.00016394i,0.00044711+9.6435e-07i,9.138e-05+1.2061e-06i
-0.0020666-4.5296e-05i,-0.0018828+0.00056424i,-0.0023613+0.00065492i,-0.0020578+0.0012394i,-0.0013571+0.0018967i,-0.00037505+0.00081475i,0.00047617+0.00054784i,0.00055243+0.000936i,0.00061683+0.00064947i,0.00032248+0.00048372i,-0.00026928+0.00064954i,-0.00069002+0.00065906i,-0.00073978+0.00061307i,-0.00059778+0.00023828i,-0.0010986-9.088e-05i,-0.0014176+5.3467e-05i,-0.00071793+0.00063705i,-0.0005103+0.00072294i,1.9486e-05+0.00030249i,0.00097873+0.00011635i,0.0013225+0.00052188i,0.00046052+0.00084739i,-0.00012807+5.178e-05i
0.0015708-0.00057601i,0.00063783-0.00071122i,0.0003313-0.00029755i,0.00017838+0.00035076i,-0.00039659+0.0009831i,-0.0002889+0.00083955i,0.00041284+0.00045016i,0.00044613+0.00018239i,0.00064098-0.00036737i,0.0011121-0.0007001i,0.0009578-0.00024091i,0.00067176+0.00017216i,0.00046577+0.00063057i,0.000418+0.0005721i,0.000682-0.00025986i,0.00071918-0.00044083i,0.00039602+2.8657e-05i,-0.00017662-0.0003205i,-0.00016646+9.8985e-05i,8.0313e-05+0.00103i,0.0006583+0.00027147i,-1.2073e-05-0.00050612i,-0.00052275-0.000618i
0.0023029+0.0013536i,0.001813+0.0011844i,0.00033524-0.00028134i,-0.0010166-0.0011992i,-0.0016092-0.00056565i,-0.0014306-0.00010198i,-0.00085743-0.00022165i,-0.00010915-0.00042722i,0.00065914-0.00027402i,0.00032568+7.5224e-05i,-0.00032127+0.00048361i,-0.00061174+0.00033245i,-0.00031342-0.00030482i,-0.00044344-0.0005855i,-0.00056334-0.00015732i,-7.277e-05+0.00079464i,0.00038763+0.0021125i,0.00061769+0.0022599i,0.00039677+0.0010565i,0.00014252+8.5001e-05i,-0.0001477+0.0002342i,-0.00034738+0.00048152i,-0.000156+0.00036749i
-0.00056797+4.9097e-06i,-0.00071625-0.00054689i,-0.0011888-0.00052206i,-0.0003098-0.00026603i,0.0005001-0.0001016i,-4.3351e-05-0.00030428i,0.00020208-0.00024661i,0.00087204+0.0008752i,0.0010077+0.0011643i,0.00091328+0.00054892i,0.00033274+0.00067455i,-0.00031898+0.00056793i,-0.00066746+0.0006177i,-0.00073348+0.00068872i,-0.00027624+0.00032423i,-0.0006777+4.5161e-05i,-0.00037178-9.7225e-05i,-0.00014827+8.5413e-06i,-0.00016632+6.4892e-05i,0.00047615+0.00048124i,0.00013262+0.0011506i,-0.00030501+0.0010321i,0.00016573+0.00025663i
0.00046806-0.0016265i,0.00057902-0.0021987i,0.00010007-0.0013716i,-0.00035392-0.00078279i,-0.00069218-8.1936e-05i,-0.00028692+0.00096313i,0.00016564+0.00059371i,0.00033434+7.114e-05i,0.0001087+0.00071107i,-0.00045808+0.00044224i,-0.00038577+0.00020406i,-0.00021276-5.3031e-05i,-0.00012885-0.00037155i,2.2038e-05-0.00010249i,0.00045229+0.00042565i,0.00070391+0.0010485i,0.00059436+0.0006166i,0.0004755+0.0002402i,5.9115e-05+0.00046402i,-0.00039646+1.2079e-05i,-1.12e-05-0.0001972i,0.00055529+0.00017816i,0.00011581+0.00037542i
0.00016084+0.00085115i,-0.00051685+0.00093646i,-0.00051095+0.0015345i,-9.2781e-07+0.0016706i,0.00086427+0.0011153i,0.001617+0.00018565i,0.001727-0.00049583i,0.0015468+0.00032039i,0.0014348+0.00065873i,0.0012056+0.0003232i,0.00059068+0.00048406i,-0.00055197+0.00056712i,-0.0018474+0.00059981i,-0.0014625+0.00041123i,-0.00070117-0.00023623i,-0.0012087+0.00025636i,-0.00074665+0.00099559i,0.00048008+0.00088259i,-0.00041272+0.00095924i,-0.00079564+0.00080321i,-0.00030061+0.00052647i,-0.00073513+0.00014926i,-0.00056102-0.00030897i
0.00069383-0.00051745i,-0.00070372-0.00052433i,-0.0011391-0.00093688i,-0.0010474-0.00054095i,-0.0010667+0.00044904i,-0.00094992+0.0010917i,-0.00043986+0.00064333i,-4.5276e-05-0.00045332i,0.00070432-0.00063772i,0.00014312+6.6007e-05i,-0.00029601+0.00021287i,-5.1574e-05+0.00049169i,-0.00023581+0.00041916i,-0.0005141-0.00038064i,-0.00020674-0.00077017i,5.9025e-05-0.00062514i,-0.0002016+3.9283e-05i,9.0253e-05+0.00034886i,0.00020443-0.00015146i,-9.0893e-05-0.00017933i,3.8916e-05+9.2439e-05i,0.00039428+0.00033341i,-0.00023069-0.00036365i
-1.0362e-05+0.00025884i,0.0005735-7.4692e-05i,0.00077581-0.00065438i,0.00010857-0.00087854i,-9.4066e-06-0.0010373i,0.0007614-0.0013095i,0.00090296+0.00049184i,0.00010703+0.0021615i,0.00027334+0.001862i,0.00030083+0.00068444i,-0.00052325+6.8037e-05i,-0.0010744+0.00022972i,-0.00064514+0.00073042i,0.00032579+0.0004419i,-0.00015306-0.00025101i,-9.4199e-05-0.00036579i,0.00027951+0.0004591i,-0.0001948+0.000682i,7.9387e-05-0.00013345i,0.00021077+0.00015221i,-0.00041926+0.00041696i,-8.8918e-05+7.3373e-05i,-0.00013853+0.00050238i
-0.0018927+0.0026936i,-0.0021017+0.0045792i,-0.0013206+0.00428i,0.00033199+0.0031252i,0.0007954+0.0019494i,0.00059305+0.00033884i,0.00073643-7.2826e-05i,0.00069853+0.00041363i,0.00083323+0.001121i,0.00092266+0.0017313i,0.00055271+0.0011064i,0.00045878-0.0001099i,0.00040578-0.00044086i,0.00030315-0.00012785i,-2.4541e-05+0.00076652i,-0.00046455+0.0005862i,4.8343e-05-0.00011947i,0.0007644-5.7027e-05i,0.00034078-0.00029483i,2.9252e-06-0.00020925i,0.00023329-0.00044799i,0.00040734-0.00086759i,0.00012132-0.00022609i
0.0011004-0.00019348i,0.00095126-0.0011675i,0.00094888-0.0010235i,0.00057574-0.00067803i,-8.4811e-05-0.00023724i,-0.00023239-0.00044501i,-0.00039698-5.338e-06i,0.0004076+1.3319e-05i,0.0012052-7.0243e-05i,0.00015516+0.00032485i,-0.00083507+0.00022329i,-0.00055555+0.00070067i,-0.00075354+0.0012833i,-0.0012661+0.0007983i,-0.0012387+0.00025727i,-0.0011305+0.00047483i,-0.00052297+0.0013587i,0.00024111+0.0012546i,0.00029591-0.00015209i,-0.00013174-0.00060807i,0.00046171-0.00014381i,0.00097943+0.000123i,0.00088057+0.00039008i
0.00081461+0.00089341i,0.0023426+0.00012755i,0.0025646+0.00062245i,0.0014111+0.000842i,0.00070196+0.00048752i,0.00085101-0.00018194i,0.00037171-0.00066817i,0.00021545-0.00082718i,0.00054963-0.0006617i,0.00065017+0.00044694i,0.00020406+0.0012056i,-9.2505e-05+0.00076689i,0.00013353+0.00018134i,-0.00039044+0.00041952i,-0.00079328+3.4534e-05i,-0.00058595+0.0005942i,-0.00052137+0.0012592i,-0.00031157+0.00011717i,-0.00049265-0.00056257i,-0.00039668-0.00060032i,0.00011246-0.00026969i,0.00040225-0.00020473i,0.00036378-0.0002925i
0.0022052+0.0024644i,0.002045+0.0017446i,0.0031249-1.9583e-05i,0.0034221-0.00028485i,0.0023425+5.6499e-05i,0.00067574-0.0010352i,0.00024597-0.00036526i,0.00093649+0.0016924i,0.0012152+0.0019863i,0.00095631+0.00085819i,0.0002106-0.0004482i,-0.0005897-6.1163e-05i,-0.00099125+0.00086177i,-0.00036026+0.0005851i,0.00043914+0.00021395i,0.00045252-1.4342e-05i,-0.00038627+4.3005e-05i,-0.00025799+0.00040536i,-0.00046134+8.9255e-05i,-0.00076372-0.00045574i,-0.00019828-0.00031055i,4.5182e-05-0.00013319i,-0.00014637-0.00039455i
-0.00080183+0.00019446i,-0.00033457-0.001527i,-0.00038474-0.00099526i,-0.00092539-3.5835e-05i,-0.0013659+0.00022958i,-0.0011176+0.00046397i,0.0002687+0.00080017i,0.0012475+0.00054204i,0.0011948+0.00022552i,0.0011583-6.5268e-06i,0.0013348-7.658e-05i,0.0010371+0.00089582i,-0.00022369+0.001085i,-0.0010226+0.00024586i,-0.00060189-2.0248e-05i,3.2758e-05+0.00012462i,0.00040583+0.00013825i,1.9327e-06-9.8001e-05i,-0.00034883-6.0663e-05i,-6.5745e-05+0.0005084i,-0.00024706+0.00074992i,-0.0013512+0.00016885i,-0.0012145-0.00032133i
6.8995e-05-0.00105i,-0.0012191-0.001404i,-0.0020755-0.0010344i,-0.0024478+4.0457e-05i,-0.0023302+0.00078274i,-0.00050055+0.00056195i,0.00053633+0.00055893i,-1.6508e-05+0.00022224i,-0.00035418-0.00072063i,0.00049456-6.3707e-05i,0.00049113+0.00036337i,-0.00012501+1.1618e-05i,-0.00038863+0.00029833i,-2.8991e-05+0.00010654i,0.00073842-0.00051216i,0.00058503-0.00062956i,-3.2662e-06-0.00062173i,-5.9681e-05-0.00069967i,-0.00044494-0.00059458i,-0.00013299+0.00026756i,0.00096662+0.00068107i,0.0011457-8.1495e-05i,0.00031076+0.00018105i
-5.496e-05+0.0017563i,0.00059949+0.00097682i,0.00040333+0.0014292i,0.00063069+0.00063984i,0.00086066-0.00048022i,-0.00013939-0.00074262i,-0.00043333-0.00054906i,0.00055392+0.0005314i,0.0010118+0.0019445i,0.0008973+0.0020646i,0.00041247+0.00079458i,-0.00058877+0.00090522i,-0.0016946+0.0011368i,-0.0020432+0.00082096i,-0.0014388+0.00085079i,-0.00074438+0.0014214i,-3.9823e-05+0.0017146i,-1.7966e-05+0.00041416i,9.1514e-05-9.2139e-05i,0.00024105+0.00041916i,4.1414e-05+0.00046773i,-0.00039789+0.00017768i,-0.00065449+0.00011537i
0.00039084-0.0019394i,-0.00012349-0.0010195i,-0.00073424-0.00079561i,-0.0011685-0.00057393i,-0.0016014-0.00014889i,-0.00034907+0.00050891i,0.00086988+0.00016861i,0.00082791+0.00011555i,0.00030326+0.0007602i,-0.00011927+0.0010548i,-0.00019357+0.0011298i,-0.00054553+0.00091679i,-0.00063988+0.00099713i,-0.00019608+0.00083821i,0.00022035+0.00078249i,0.00016001+0.00083865i,-0.00028675+0.00037967i,-0.00049158+0.00014837i,-0.00069298+0.00030677i,-0.00078264+0.0011373i,0.00041732+0.00107i,0.00096398+0.00036424i,0.00079327+0.0001147i
