-0.00037003+0.0012501i,4.4866e-05+0.00031409i,-0.00071358-0.00045732i,-0.00036645-0.00018589i,-0.00010142+0.00064i,-0.00022701+0.0011444i,0.0002962+0.001364i,0.0015369+0.0011321i,0.0020697+0.0007026i,0.0024205-6.7432e-05i,0.0022842-0.00031805i,0.0014269-0.00028417i,0.00072426-0.00063965i,0.00064786-0.00094126i,-0.00012468-0.0010611i,-0.0011113-0.000692i,-0.00084822+4.6207e-05i,-0.00042185+0.00069349i,-0.00025439+0.0005887i,-0.00023974-0.00088123i,-0.00031012-0.0014761i,-0.00039371-0.0010203i,-0.0004181-0.00054601i
0.0016308-0.0035113i,0.0013463-0.0023287i,-0.00080823-0.0026084i,-0.0025816-0.0029295i,-0.0022322-0.0020353i,-0.0022447-0.00072511i,-0.0015178+1.18e-05i,1.8633e-05+0.00013282i,0.00044395-0.00052223i,-4.267e-05-0.0013221i,-0.00011417-0.0011071i,0.00017251-0.00049629i,-0.00040553-0.00041796i,-0.00064174-0.00059892i,-0.00041419-0.00016958i,-2.9009e-05-0.00018789i,0.0004731-0.00044555i,0.00071006+0.00029719i,0.00075377+0.00058876i,0.00091103+0.00040733i,0.00071917+3.4045e-05i,0.00031933-0.00016736i,0.00016194-0.00021545i
-0.0016277+0.00011301i,-0.0020569+0.0020913i,-0.0018006+0.0022752i,-0.0020249+0.0012701i,-0.0032676+0.00039111i,-0.0021813+9.7518e-05i,-0.00059041-0.00018948i,-0.00015821-0.0008728i,-0.00024349-0.0013275i,-0.00073941-0.0010342i,-0.00067775-0.0012079i,0.0010012-0.00077365i,0.001733-8.8203e-05i,0.00043157-0.00040225i,-0.00033521-0.00086673i,0.00012311-0.00035588i,0.00044301+0.00030721i,-1.3007e-05+0.0002357i,-3.162e-05+7.7007e-05i,0.00031723-0.00018725i,0.00019-0.00074247i,-0.00032448-0.00051174i,-0.00034757-1.0078e-05i
-0.00089655-0.00042471i,-0.00014521-0.001099i,0.00039278-5.0286e-05i,0.00016939+0.00086532i,-0.00017166+0.00048722i,0.00042648-0.00022913i,0.00036761-0.00045031i,-0.00038281+0.00016707i,-0.0010755-7.8089e-05i,-0.00091855-0.00072255i,-0.00022536-0.00040377i,-0.00052896-2.3064e-05i,-0.0013939-0.00017561i,-0.00081682-0.00028303i,4.9824e-05+0.00042364i,-0.00027732+0.00027261i,-0.00017138-6.9363e-05i,-0.0001697+0.00045604i,-0.00057714+0.00037316i,-0.00051571-0.00061322i,-0.00015424-0.0006653i,0.00033901+5.5242e-05i,0.00014923+0.00068877i
0.0017235+0.0013637i,0.0010865+0.0018708i,0.0016986+0.0014009i,0.00091108-0.00031903i,-0.00035842-0.0016927i,-0.00037624-0.0016119i,-3.3599e-05-0.00081258i,-0.00020581+1.2173e-05i,0.00011731-0.00041625i,0.00039928-0.0010872i,0.00064357-0.0009583i,0.0015802-0.00017803i,0.00081595+0.00034362i,-0.00050788+0.00068383i,-0.00012228+0.00036452i,0.00044188-0.00020626i,0.00056126+0.00026914i,0.00028568+0.00075576i,-0.00067971+0.00062836i,-0.0005228+7.4262e-05i,-2.863e-06-0.00013795i,-0.00013513-0.00012529i,0.00044382+0.00022447i
-0.0024003-0.0012725i,-0.0020401-0.0022239i,-0.0024949-0.0018606i,-0.0023189-0.0014459i,-0.0014509-0.00099313i,-0.0015988-0.00095498i,-0.001217-0.0013309i,-0.00028434-0.0012753i,0.00010162-0.00054662i,0.00032683+7.965e-06i,-5.6163e-05+7.032e-05i,-0.00041499+0.00028773i,-0.00034921+0.00045963i,-0.00053143+8.9704e-05i,-0.00082192-0.00050818i,-0.00085166-0.00082453i,-0.00010041-0.00052881i,0.00051803+0.00022959i,0.0013396+0.00047353i,0.00098086+0.00020791i,-0.00037391-0.00020136i,-0.00064074-0.000494i,-0.00055935-0.00028393i
0.0012916+0.0010992i,0.0011686+0.0016033i,0.00053877+0.00029467i,0.00052379-0.001174i,0.00071359-0.001544i,0.0012771-0.0011239i,0.00096166-0.00083889i,0.00016953-0.0011221i,-0.00026198-0.0012134i,-0.00035284-0.00054475i,0.00013033+0.00034445i,2.0048e-05+0.00071746i,-0.00015101+0.00088085i,-0.00023176+0.0004756i,-7.1855e-05+0.00025937i,-0.00015286+2.2042e-05i,-9.5428e-05-0.00067702i,2.9265e-05-0.00093979i,-0.0010361-0.00045014i,-0.00099945+0.0007924i,-0.00029322+0.00090649i,-0.00035959+5.9858e-07i,-0.00030037-0.0002061i
-0.0025944-0.0023474i,-0.0024497-0.0019176i,-0.0026889-0.0014304i,-0.0032107-0.00037009i,-0.0027062+0.0012219i,-0.0012255+0.00098766i,9.6537e-05-0.00067812i,0.00060233-0.00054345i,0.00034839-0.00021669i,-0.00033755-0.00055265i,-0.00095315-0.00038335i,-0.00076968-0.00045136i,-0.00050339-0.00076223i,-0.00032739-0.00074588i,-0.0004127-0.00041636i,-0.00059569-0.00021752i,-0.00025699+0.00011991i,0.00022194+0.00017188i,0.00034233+4.5041e-06i,0.00021769-3.5892e-06i,0.00088772+0.00045498i,0.00082642+0.00054361i,0.00061747-0.00025263i
0.0013353+0.0011214i,0.0015286+0.0023814i,0.0017305+0.0021898i,0.0015542+0.0001006i,0.0012-0.0017916i,0.00024936-0.0017751i,-0.00082584-0.00047296i,-0.00065729-0.00016342i,0.00022303-0.00077511i,0.00038202-7.6919e-05i,0.00028889+0.0006149i,0.00067994+0.00072183i,0.00052058+0.00092699i,0.00055385+0.00023885i,0.00053953-0.00012113i,5.4469e-06+0.00032965i,-0.00018985+0.00029124i,-0.00032805+4.9987e-05i,-0.00036021-4.1872e-05i,-0.00071884-5.6504e-05i,-0.00081485+0.00021075i,-0.0003116+0.00048317i,0.00016508+0.00057235i
0.00059794+0.00097723i,0.0020445-0.00027541i,0.0039765-0.0022292i,0.0028496-0.00229i,0.00039251-0.0018135i,-0.00059176-0.0020474i,-0.00033525-0.0017682i,0.00068879-0.001186i,0.00071614-0.00048276i,-0.00022835-0.00037599i,-0.00048825-0.00063607i,-0.00016182-0.00037746i,0.00024549-7.0798e-05i,0.00040484+0.00036884i,0.00018269+0.00043689i,-9.0273e-05+0.00039135i,0.00060879+0.0002423i,0.00085972+0.00062869i,0.00074715+0.00043314i,0.000178-0.00064083i,-0.00054911-0.00093952i,-0.00085627-0.00043569i,-0.00053489+0.00024727i
0.00084535-0.0019197i,-0.0011075-0.0011551i,-0.0020173-0.00078273i,-0.0010385-0.0019609i,0.00022552-0.002113i,-0.00015306-0.00088954i,-0.00042111-0.00058949i,0.00018515-0.00075843i,0.00048577-0.000837i,-0.00047582-0.00079052i,-0.00069937-0.00024771i,0.00036855-3.6321e-05i,0.001227-1.4412e-05i,0.0013412+0.00014079i,0.00067665-0.00020492i,0.00021877-0.00056917i,-0.00021314-0.00084303i,-0.00010229-0.00063328i,0.00057923+0.00050559i,0.00060447+0.00094261i,0.00032479+0.00094422i,0.00026259+0.00049193i,0.00050842-8.4793e-05i
0.00050418-0.00043754i,0.0010273-0.00055717i,0.00080367-0.0016133i,-0.00031287-0.0028355i,-0.0010442-0.0021807i,-0.0012279-0.00098514i,-0.00061837-0.00034278i,0.00025536-0.00016436i,0.00078818-0.00025087i,0.00096185-0.0004281i,0.00051081-0.00018968i,-0.00029344+0.00037454i,6.3706e-05-0.00065108i,0.0011022-0.0010354i,0.00076324-0.0010913i,5.3576e-05-0.0013409i,0.00035141-0.00079703i,0.00081078-1.6295e-05i,0.00096504+0.00068734i,0.0005932+0.00066856i,-5.2649e-05+0.00022182i,-0.00066441-0.00027915i,-0.00030897-0.0001005i
-0.0009753-0.002038i,-0.0014615-0.0013147i,-0.0027968-0.0011413i,-0.0024577-0.0013202i,-0.0012117-0.00061818i,-0.00039074-0.00018745i,-0.00010181-0.00048786i,-0.00090264-0.00013523i,-0.00051512-0.00082854i,7.8941e-05-0.0017124i,-0.00050142-0.0010828i,-0.00050909-3.1746e-05i,-0.00037188-3.1129e-05i,-6.2731e-05+0.00011798i,-0.00012766+0.00027363i,-0.00051363+0.0001824i,-0.0004222-1.3645e-05i,-0.00081533-0.0002027i,-0.0005173+6.1882e-05i,2.6408e-05+0.0004639i,-2.4416e-05+0.00085107i,-0.00026544+0.00010263i,-0.00019053-0.00052155i
0.00068744-0.0014038i,0.00036257-0.0010981i,-0.00037192-0.0009086i,-0.001043-0.00048024i,-0.0015626+7.8161e-05i,-0.0014237-0.00036851i,-0.00094053-0.00084871i,-0.00017672-0.0002461i,0.00052522-0.00053319i,-0.00012541-0.0010645i,-0.00085948-0.00036986i,7.8747e-05+0.00042639i,0.0011323-8.5048e-07i,0.00067584-0.00026455i,0.00027273+0.00014687i,-0.00038076+0.0008164i,-0.00082524+0.00080094i,-0.00050949+0.0003663i,5.6368e-05+7.2764e-05i,0.0005147+0.00040157i,0.0005988+0.00048629i,0.00084292+0.00013492i,0.00080186+0.00048045i
0.0015882+0.00067098i,0.00065498-0.00090992i,0.0020273-0.0025471i,0.0023464-0.0030241i,0.0011325-0.0021506i,-0.00069577-0.0013687i,-0.00058363-0.001005i,0.0002194-0.00045477i,0.00073824-0.00044385i,0.00094085-0.0014562i,0.0003102-0.0021338i,-0.0002226-0.0018542i,-0.00033189-0.0013027i,-0.00082617-0.00015182i,-0.00057332+6.8594e-05i,8.8561e-05-0.00020955i,0.00046706-5.3518e-05i,0.00068442+0.00019453i,0.00035682+0.00036442i,-8.5559e-06+0.00021551i,-0.0001595+7.2304e-05i,-1.4539e-05-0.00041939i,0.00031333-0.00043709i
-0.00053408+0.00075909i,0.0019681-0.00082506i,0.0037958-0.00046299i,0.0025507-0.0011546i,0.00016428-0.0023966i,-0.00020587-0.0020478i,-0.0004609-0.00099032i,-0.00066354-0.00062294i,0.00047343-0.00088287i,0.00087584-0.0015734i,7.0749e-05-0.00078799i,-5.7556e-05-0.0002131i,-0.00047032-0.00072796i,-0.0005718-0.0011828i,-0.00018931-0.0011449i,-0.00060774-0.00038273i,-0.0012808+0.00013901i,-0.0007615-0.00025022i,0.0001401+3.5347e-05i,0.00018386+8.1553e-06i,6.8371e-05-0.0003958i,-0.00053793-0.00088126i,-0.00038829-0.00026286i
0.001391-0.00093444i,-0.00040411-0.00054903i,-0.0021045-0.0015175i,-0.0022758-0.0026212i,-0.0016663-0.0032739i,-0.0010836-0.0016443i,-0.00096467-0.00014975i,-0.0010065-0.0010227i,-0.00015392-0.0010916i,-0.00027141-0.00048694i,-0.0011579-0.00048111i,-0.00092808+7.4483e-05i,9.643e-05+0.00098147i,0.00056829+0.00058898i,-2.881e-05-0.000335i,-0.00053305-0.00056309i,-0.00061233-7.7999e-05i,-0.00047926+0.00014739i,-0.00020485+5.265e-05i,-0.00013125+4.6395e-05i,0.00057495+6.0215e-05i,0.00073625+0.00047528i,0.00040754+0.00063964i
-0.002369-0.0049462i,-0.0026899-0.003331i,-0.0033522-0.0021076i,-0.0028121-0.0013308i,-0.0021071+7.2449e-05i,-0.0009813-2.9473e-05i,4.1025e-05-0.0011819i,-0.00048192-0.0010581i,-0.0005988-3.0938e-06i,-0.00085548+0.00035732i,-0.0010377+0.00049389i,-0.00034638+0.00029521i,0.00020952-0.00037758i,0.00051586-0.0011097i,0.00064384-0.001002i,-7.8412e-05+0.00044273i,-0.00035355+0.00098407i,4.0433e-05-5.2009e-05i,0.00061113-0.0001282i,0.0011398+0.00048248i,0.00077413+0.00051717i,0.0007837-9.2704e-05i,0.00037006-0.0002399i
0.0016029+0.00040642i,0.00052292-0.00080812i,-0.00022201-0.0012899i,-0.00073214-0.0012344i,-0.0012986-0.0013461i,-0.0012416-0.00063231i,-0.00051457+0.00039524i,7.5331e-06+0.00050467i,4.8366e-05+2.2486e-05i,-0.00021476-0.00086493i,-2.8885e-05-0.00073463i,0.00048903-0.00014684i,0.00037008+8.1166e-05i,-8.9331e-05+0.0008851i,-0.0001901+0.00085972i,-7.4121e-05+0.00017637i,-0.00061447+0.00021023i,-0.00066578+0.00055286i,-0.00054842+0.00081436i,-0.00058561+0.00043742i,-7.2279e-06-0.00046518i,0.00025118-0.00069123i,0.00049624-5.0644e-07i
-0.0017193-0.0017i,-0.0014209-0.0016758i,-0.0009572+0.0002203i,-0.00095796+0.00074208i,-0.00095747-0.00069536i,-0.00035053-0.0010777i,0.00019019-0.0009564i,-0.0001981-0.0014184i,-0.00089012-0.0014434i,-0.00048259-0.0011195i,0.00027074-0.0012052i,0.00037583-0.0012578i,-0.00026488-0.00047245i,-0.00021841+0.00017653i,-0.00020219+0.00041502i,-0.00046389+0.00023375i,0.00051615+9.8167e-05i,0.001133+0.00060805i,0.00053987+0.00061652i,-1.607e-05+8.02e-05i,-0.00020652-0.00018073i,-0.00025535-1.7471e-05i,-0.00072104-5.5634e-05i
0.00053844-0.00023684i,-0.00083852-0.00055102i,-0.00067801-0.00026624i,-0.00065701+7.0296e-05i,-0.00049702+0.00033069i,-0.0006235+0.00054894i,-0.0010406+0.00026608i,-0.00059819+0.00013009i,0.0005864-0.0013346i,0.00057427-0.0019325i,-0.00039823-0.00090608i,-0.00081771-0.0001794i,-0.0011064+9.1831e-05i,-0.00053478-3.2347e-05i,0.00023177+0.0003722i,0.00034965+0.0013014i,-4.9308e-05+0.0012219i,5.8302e-05+0.00051157i,4.4919e-05+0.00035406i,-0.00037251+0.00060538i,-0.00044797+0.00015538i,-0.00012916-1.9066e-05i,0.00043066+0.00030322i
-0.00041552-0.00075162i,-0.00073814-0.0011234i,7.6773e-05-0.0028994i,0.00018893-0.0032389i,-0.00051706-0.0021569i,-0.00024739-0.00095743i,0.0002321-7.1038e-06i,-1.3551e-05+0.00038464i,-0.00080281-0.00050937i,-0.0011228-0.0014441i,-0.00069496-0.0010246i,-0.00038115-0.00049446i,0.00024021+0.00042111i,0.00054314+0.00088959i,0.00015481+0.00039822i,-0.00033997-0.00022001i,-7.0585e-06-0.00049099i,0.00085314-0.00010969i,0.0011272+0.0002561i,0.00022552+0.0011527i,-0.00062473+0.0015673i,0.00031369+0.0013594i,0.00078258+0.001243i
-0.00028375+0.00013578i,3.3941e-05+0.00056131i,-0.0015027+0.00079116i,-0.0013824+0.0010288i,0.0005285+0.00086748i,0.0011926+7.1784e-05i,0.00012897-0.00080686i,-0.00084577-0.00079024i,-0.00080814-0.00035289i,-0.00033266+5.8269e-05i,0.00046611+0.00061436i,0.00045169+0.00061846i,0.0004193-0.00040288i,3.7966e-05-0.00070397i,-0.00055458+0.00012958i,-0.00017406-7.6352e-05i,0.00060488-0.00030861i,0.00088923+0.00034296i,0.00071516+0.00062133i,0.0005233+4.6451e-05i,0.00034911-0.00037839i,0.00027732-0.00023223i,0.00017162-8.4057e-06i
-0.00061552+0.00093209i,0.00062208+0.0011739i,0.00084433+0.0014829i,-0.0004625+0.00056575i,-0.00033424-4.5967e-05i,0.00056581+0.00018762i,0.00038352-3.0629e-05i,-5.8357e-05-0.00023562i,-1.0125e-05+0.00015068i,-0.00019416+0.00011553i,-4.2359e-05+0.00019418i,3.8447e-05+0.00068198i,-5.8173e-05+0.00045379i,0.00028253+0.00047799i,0.00035212+0.00069043i,-0.00010275+0.00059945i,-0.00044931+0.00062472i,-0.0002968+0.00044062i,0.00030803+9.4761e-05i,-2.9238e-05+0.00020041i,-3.2033e-05+0.00026132i,0.00072475-1.4314e-06i,0.00080548-0.00017031i
0.00093489-0.00030649i,0.00017115-0.00060866i,1.0964e-05-0.00099828i,-5.6879e-05-0.001981i,0.00023779-0.0024149i,0.00018678-0.0017498i,0.00029825-0.0010442i,0.00078266-0.0010532i,0.0011643-0.0011469i,0.00091277-0.0017604i,0.00078228-0.0015179i,0.00056799-0.00064433i,-0.00017985-0.00063836i,0.00040828-0.00077383i,0.00087594-0.00032194i,0.00031374-0.00018847i,-0.00030161-0.00033763i,-0.00027782-1.4346e-05i,0.00022666+0.00040551i,0.00065711-0.00011458i,0.00086707-0.00070151i,0.0008827-0.00030678i,0.00077395+0.00036083i
0.0012495+0.00040348i,0.001439+0.00080274i,0.0018134+0.00041549i,0.0010954+8.5865e-05i,-7.3377e-05-0.00026625i,-0.00051637-0.00026773i,-3.0734e-05-0.00041694i,0.00074594-0.00054096i,0.00036728-8.1447e-05i,0.00061103+0.00060218i,0.00062424+0.00023278i,0.00016448-0.00045528i,0.00050317+0.00021326i,0.00049871+0.00089461i,0.00037414-8.2755e-05i,0.00048462-0.00077517i,-9.3363e-05+8.2621e-05i,-0.00030017+0.00043468i,0.00048268-0.00027635i,0.00074209-0.00099646i,0.00020811-0.00064228i,-9.8775e-05-0.00014282i,-2.7791e-05-0.00016764i
0.00017745-0.00034712i,-0.0010159-0.0013278i,-0.0020921-0.001574i,-0.0011919-0.0012756i,-0.00031673-0.0007175i,-7.6676e-05+8.8628e-05i,-0.00037288-0.00016741i,-0.00036304-0.00036809i,-2.6955e-05-0.0001691i,-0.00068613-0.00051154i,-0.00076676-0.00064399i,-0.00031112-6.7751e-05i,-0.000706+0.0003381i,-0.00060781+5.0795e-05i,-0.00011909-0.00077407i,6.6188e-05-0.00080995i,0.000282-0.0004004i,0.0006554+0.00024102i,0.0017329+0.00024122i,0.0021502+2.9937e-05i,0.0012414+0.00054815i,0.00045903+0.00043585i,-0.0001889+0.00013992i
0.0013097+0.00051936i,0.00082343+0.00080172i,-0.00046916+0.00032203i,-0.00081606-8.5745e-05i,-1.8278e-06+3.1676e-05i,0.00046263-0.00021214i,0.0007336-0.00044034i,0.00092747-0.00034709i,0.00027981-0.00015108i,-0.00016849-0.00067069i,-0.00013158-0.00092184i,-7.5718e-05-0.00062521i,0.00041573+4.9344e-05i,0.0011219+0.00046752i,0.00057763+0.00012034i,-0.00035524+9.7023e-06i,-0.00092339-0.00017347i,-0.0015457+1.0133e-05i,-0.00053459+7.2984e-05i,0.000292+0.0003053i,-1.5701e-05+0.0007313i,-6.7231e-05+0.00042749i,-0.00061019-0.00018346i
-0.00060937-0.00062177i,0.00043607-0.00070411i,0.00099321+0.00039184i,0.00017441+0.0013649i,-0.00048754+0.00096458i,-0.00031126-5.4427e-05i,-0.00086771-0.00037966i,-0.0012646-0.00036979i,-0.00061064-0.00031171i,-6.5839e-05-0.00024866i,0.00025146-0.00029896i,0.0003802+3.5185e-05i,0.0003586-0.00069844i,0.00029025-0.0014324i,0.00040174-0.00077979i,0.00028581-0.00025276i,0.00020835-0.00072617i,-0.00024752-0.00033963i,-0.00077739+0.0003868i,-0.00035647-0.00023534i,-9.0045e-05-0.00081726i,-9.9797e-05-3.4694e-05i,1.4216e-05+0.00032307i
-0.00020231-0.0012135i,-0.00082548+0.0010708i,-0.00068077+0.0020724i,-0.0010398+0.0012462i,-0.00099284+0.00067271i,0.00015269+0.0011162i,0.0009338+0.0010217i,0.0011597+0.00011938i,0.0004351-0.00054916i,-0.00063534-0.00049948i,-0.0011057-0.00020873i,-0.00073008-0.00076302i,0.00070864-0.0010198i,0.0012954-0.00039937i,0.00048367-0.00039868i,0.00050444-0.0005629i,0.00074124+5.1314e-05i,0.00045691+0.0012036i,0.00035917+0.00076719i,0.00039832+8.1646e-05i,0.00023531-0.00027636i,8.9206e-05-5.4666e-05i,0.00027172+0.00033114i
-0.00033073-0.0012181i,-0.00033877-0.0012342i,-0.00071929-0.0016125i,-0.0010183-0.0014142i,-0.0013843-0.0012078i,-0.00046546-0.00086654i,0.00073541-0.0013043i,0.00059317-0.0017429i,0.00021732-0.0015919i,0.00045332-0.001607i,0.00017061-0.00136i,-0.00039619-0.00075618i,-0.00018876-0.0008034i,0.00023762-0.0012821i,0.0002749-0.0017651i,-2.9422e-05-0.0014065i,0.00015706-0.00053794i,-0.00011952+0.00023511i,-0.00054111+0.00058162i,-0.00041112+0.00033755i,-0.00026384+0.00037976i,-0.00019657+0.00078763i,-0.0004939+0.00035442i
-0.0016864+0.0002687i,-0.002097+0.0011636i,-0.0022622+0.0010427i,-0.0019219+0.0013323i,-0.0014944+0.00162i,-0.00013362+0.00068127i,0.00061448-0.00058302i,7.0907e-05-0.00080506i,-0.00034575-0.00077579i,-0.00014368-0.00090149i,3.7254e-05-0.0011349i,-0.00027061-0.00092379i,-0.00034722-0.00056791i,-0.00012723-0.00044123i,-0.00029402-0.00020121i,-0.00081541+0.00028126i,-0.0010473+0.00074873i,-0.00090812+0.00020646i,-0.00058749-0.00024014i,0.00039943-3.5003e-05i,0.00051374-0.00043593i,0.00033035-0.00056782i,0.00047721+0.00023882i
-0.0019607+0.001657i,-0.00096402+0.0016364i,-0.00041092+0.0017379i,0.00019741+0.0010859i,0.0010782-0.00016536i,0.0013435-0.0011081i,0.00040084-0.0014918i,1.7778e-06-0.00091412i,0.00023346-0.00012511i,3.9002e-05-6.3882e-05i,3.1456e-05-0.00027577i,0.00010901+9.0084e-05i,-0.0004922+0.00040595i,-0.00083041+0.00043147i,-0.00064543+0.00033615i,-0.0010083+4.577e-05i,-0.00071064-0.00011231i,-0.00047178-9.3798e-05i,-0.00040786-0.00068548i,-0.0002491-0.00055062i,5.2768e-05+0.000109i,-2.4413e-05+8.7142e-05i,-0.00054201+0.00027101i
-0.0017581+0.00052743i,-0.0012969+0.0016542i,-0.0012869+0.0017972i,-0.0023064+0.00082996i,-0.0023819+3.5494e-05i,-0.00056395+0.00013603i,0.00090081-0.0002703i,0.00037736-0.00013329i,0.00024688+0.00014386i,0.00021959-0.00024543i,0.00046253-0.0005719i,0.00086512-6.5832e-05i,0.00061363-0.00014045i,0.00068837-0.00057757i,0.0006143-7.8877e-05i,-4.0446e-05+0.00048292i,-2.3968e-05+0.00071853i,0.00044217+0.0017896i,0.0010765+0.0023086i,0.00071963+0.0013713i,-0.00031549+0.00032458i,-0.00049673-0.0004146i,-0.0010497-1.4715e-05i
-0.00069241+0.00076482i,0.00054268+0.00010981i,0.0010454+0.0005751i,0.00054749+0.0013098i,9.4996e-05+0.001366i,-0.00030199+0.00031057i,-0.00020149-0.00077007i,0.00043839-0.0010305i,0.0012618-0.00095218i,0.0012887-0.00067435i,0.00045108-0.00057259i,0.00059085+0.00013599i,0.00039901+0.00059883i,-0.00038871-0.00018264i,-0.00062326-0.00052284i,-0.00056548-0.00031504i,-0.00050993-0.0003669i,-0.00015728+0.00022945i,5.2668e-05+0.0005788i,0.00055749-0.00014586i,0.00064276-0.00041091i,-0.0003686+0.00028861i,-0.00093518-0.0003101i
0.00044868+0.0021855i,-0.0002873+0.0024004i,0.00022217+0.0010562i,0.0017155-0.00054529i,0.0022236-0.001054i,0.0015941-0.0018429i,0.0014808-0.0017267i,0.00089569-0.00092055i,0.00029826-0.00032299i,0.00017097-0.00023026i,-0.00028343-0.00054799i,-0.00016639-0.00081842i,0.00016269-6.2112e-05i,-0.00017711+0.0008729i,-0.00071912+0.00079002i,-0.00032952+0.00035133i,-5.8907e-05+0.00030407i,-0.0001459+0.00042207i,0.00040126+0.00064895i,8.9569e-05+0.00074156i,-0.00066219+0.0008144i,-0.00031387+0.0002771i,4.66e-05+9.4225e-05i
0.001585-0.00151i,0.0015777-0.0026652i,0.0012031-0.0027082i,0.00029237-0.0021398i,-0.0010798-0.002174i,-0.0012297-0.0017762i,0.00028583-0.0010918i,0.0011347-0.00085018i,0.00069997-0.00084799i,3.6967e-05-0.00077951i,-0.00043769-0.00029142i,0.00063138+0.00073468i,0.0013896+0.0010278i,0.000472+0.00012033i,-0.00070845+3.8529e-05i,-0.00053235-2.9404e-05i,0.0002615+0.00010336i,0.00014926+0.00069515i,-0.00034403+0.00027587i,0.0005345-3.8647e-06i,0.0012212+0.00055604i,0.00030003+0.00027361i,-0.00046503+2.9483e-05i
0.0008017+0.00046328i,-0.00019574+0.00085491i,-0.00027467+0.00062958i,0.00042877-0.00057922i,0.00066737-0.0016461i,0.00013348-0.0011736i,1.2425e-05-0.00073124i,9.1164e-05-0.00061757i,0.00055043-0.00087389i,0.0010479-0.0012477i,0.00091417-0.0011782i,0.00060329-0.00054099i,0.00030263-0.00017663i,0.00033212-0.00035176i,0.00031385+0.00049206i,-0.0002936+0.00092199i,-0.00040678-1.6968e-05i,3.9292e-05-0.00018134i,0.00038273-0.00045118i,0.00033734-0.0009028i,0.00037766-0.000698i,-9.6854e-05-0.0004575i,-0.00017723+0.00015551i
-0.0025276+0.0011807i,-0.0012779+0.0017381i,-0.00028835+0.0026461i,0.00019869+0.0019243i,0.0007523+0.00064184i,0.00092506-2.7916e-05i,0.00010982-0.00060193i,-0.000825-0.00070566i,-0.00069916-0.0010049i,-0.00067996-0.00015671i,-0.00034568+0.0007129i,1.4582e-05+0.00047534i,-0.00045977-0.00012659i,-0.00053146-0.00033046i,-0.0013434-9.9009e-05i,-0.0016583-0.00035454i,-0.0010084-0.00049006i,-0.0002539+1.1424e-05i,0.00063829+0.000231i,0.00074543+0.00012891i,0.00030931-0.00028394i,6.6402e-05-0.00022395i,-5.5787e-05+0.00093682i
-0.0016844-0.0013643i,-0.0031137-0.00044414i,-0.0043284+0.0010163i,-0.0036531+0.002244i,-0.0024814+0.0022047i,-0.00066692+0.00083493i,0.00045135-0.00022938i,0.00021891-0.00084064i,-7.3758e-05-0.0011314i,-0.00024534-0.00077146i,-0.00020823-0.00033973i,0.00013174-0.00036646i,0.00053203-0.0010538i,-5.0897e-05-0.0013248i,-0.00030255-0.0011151i,-0.00013126-0.0004895i,-0.00022619-7.5473e-05i,0.00013922-8.2596e-05i,-4.1302e-05-0.00045409i,-0.00047959-0.00060571i,-0.0005745-7.5941e-06i,-0.00069706+0.0004425i,-0.00091294+0.00035359i
-7.3024e-05+0.0014572i,0.0011217+0.00072904i,0.0023082+0.00019209i,0.0021441-0.00027561i,0.0010069-0.0011026i,0.0011395-0.0016567i,0.0011147-0.0014117i,7.3102e-05-0.00096984i,0.00014567-0.00089616i,0.0002216-0.001261i,-0.00016869-0.0013122i,-0.00039464-0.0010229i,-0.00014142-0.00099154i,0.00021109-0.00070718i,0.00055895-0.00032726i,0.00069951+0.00012549i,-4.7129e-05-0.00026939i,-0.00060366-0.0007598i,-0.00040194-4.0147e-05i,-0.00016525-6.9207e-05i,-2.9166e-05-0.00056967i,-0.00069554-0.00043802i,-0.00081457-0.00018359i
-0.00035954+0.001066i,-0.00086679+3.4696e-05i,0.00033247-0.00070709i,0.00078205-0.00060823i,0.00050934-0.00011327i,0.00015738+3.1558e-05i,-6.865e-05-0.00053919i,3.7769e-05-0.00034481i,-7.5933e-05+0.00034978i,0.00092762+0.00022574i,0.0018946-0.00029012i,0.0012243-0.00060294i,0.00010037-0.00076056i,-0.00083358-0.00033016i,-0.0010157+0.00031898i,-0.00067643+0.00023932i,-0.0002173+0.00014039i,0.00028611-0.0004184i,0.00044241-0.00024698i,0.00044266-0.00023337i,0.0003307-0.00020064i,-4.7652e-05+0.00021303i,0.00011952-0.00077453i
0.0010136-0.00074993i,0.0015957+0.00056715i,0.00097004+0.00046215i,0.0010466-0.00071263i,0.0014379-0.0012133i,0.00091565-0.0010899i,0.00057494-0.0011144i,0.00070462-0.00033293i,0.0001631+0.00026555i,-0.00050427+0.00045287i,-0.00073024+0.00016773i,-0.00046929-0.00075939i,0.00031801-0.0010292i,0.00056146-0.00032243i,-0.0002825-0.00029669i,-0.00084984-0.00044444i,-0.00038756-0.00037743i,2.7953e-06-0.00015192i,-0.00013752-5.1228e-05i,0.00039092-0.00029151i,0.00032136-0.00030847i,-0.00031803+2.953e-05i,-0.00024258-0.00015097i
