-0.0010106-0.0014519i,-0.0018382-0.0021772i,-0.0026313-0.0030907i,-0.0028104-0.0020593i,-0.0013926-0.0010789i,-5.2205e-05-0.00069945i,0.0003173+0.0001961i,0.0003718+0.00041747i,4.8362e-05+0.00023651i,0.0005476+0.00057291i,0.00060654-6.9864e-05i,-0.00074027-0.0005567i,-0.0015036-0.00023954i,-0.00087478+0.00013542i,4.6154e-05+0.00021878i,0.00045141-0.00042292i,0.00029442-0.00018194i,0.00042899+0.00046267i,0.00050577+0.00032475i,5.1354e-05-0.00017333i,6.2006e-05-0.00027582i,0.00018749+0.00010994i,0.00052519+0.00052396i
0.21618-0.16193i,0.31618-0.26116i,0.29507-0.29648i,0.15827-0.26392i,-0.0053831-0.2073i,-0.11974-0.14148i,-0.13423-0.032899i,-0.063003+0.074247i,0.0057813+0.11271i,0.034197+0.09748i,0.050513+0.065537i,0.073949+0.033315i,0.086224+0.0086384i,0.07222+0.00054793i,0.051817+0.0057997i,0.039243-0.00062584i,0.017151-0.020955i,-0.006691-0.023563i,-0.0020781-0.0048954i,0.021206+0.0091757i,0.034435+0.01002i,0.031625+0.0059148i,0.022421+0.004186i
0.0196+0.17973i,-0.0074274+0.22931i,-0.078527+0.17166i,-0.086167+0.11819i,0.05558+0.12263i,0.22181+0.080996i,0.21959-0.04233i,0.090947-0.13377i,0.0079215-0.13589i,-0.0054059-0.11281i,-0.021257-0.08142i,-0.047355-0.031126i,-0.050403+0.0093938i,-0.027929+0.020305i,-0.0025098+0.014791i,0.013513+0.014347i,0.023989+0.020091i,0.026521+0.015187i,0.015675-0.00024215i,0.0018426-0.012541i,-0.0034019-0.012159i,0.0010968-0.0035639i,0.0073408-0.0031449i
-0.25611-0.02262i,-0.34818-0.00084798i,-0.265+0.022814i,-0.1293-0.017576i,-0.14511-0.090555i,-0.23598-0.062241i,-0.1958+0.057931i,-0.054386+0.12645i,0.020467+0.12391i,0.02424+0.12701i,0.037587+0.11201i,0.051793+0.06348i,0.05119+0.022687i,0.045219-0.0016665i,0.030439-0.014239i,0.011592-0.014318i,0.00070237-0.0089631i,-0.0021627-0.0013073i,-0.003082+0.0081696i,-0.0074468+0.018455i,-0.014009+0.022012i,-0.021154+0.012758i,-0.02745+0.0028536i
0.12027-0.17233i,0.11934-0.20947i,0.049756-0.0978i,0.023861+0.049396i,0.073014+0.079401i,0.048885+0.034618i,-0.052146+0.024365i,-0.090982+0.020538i,-0.068757-0.03094i,-0.055983-0.070602i,-0.046048-0.054603i,-0.024147-0.034861i,-0.014785-0.029547i,-0.011773-0.013649i,-0.0026427-0.0007278i,-0.0021666-0.001998i,-0.011921-0.0031278i,-0.015644+0.001571i,-0.0063125+0.0031116i,0.011838-0.0043599i,0.02565-0.013034i,0.028427-0.014614i,0.026444-0.01092i
0.19602+0.18462i,0.32525+0.21117i,0.33527+0.080542i,0.18422-0.065788i,0.010644-0.070126i,-0.010664-0.017622i,0.069865-0.036681i,0.079724-0.078481i,0.031758-0.045834i,0.02189+0.0069727i,0.032076+0.0042293i,0.020166-0.0078895i,0.0071634+0.0026093i,-0.001835+0.0071366i,-0.0060638+0.0050156i,0.0041394+0.0006869i,0.014462-0.0090868i,0.014105-0.017981i,0.0022696-0.01754i,-0.017461-0.0070912i,-0.02979+0.0046538i,-0.024049+0.012108i,-0.0091263+0.013474i
-0.25664+0.052079i,-0.36596+0.11901i,-0.32332+0.16489i,-0.19569+0.15372i,-0.117+0.11i,-0.096858+0.075199i,-0.094063+0.04067i,-0.08722+0.01616i,-0.060439+0.011864i,-0.028182+0.0064658i,-0.019444+0.0026707i,-0.026189+0.0078359i,-0.029689+0.0054559i,-0.028951-0.00082515i,-0.027389+0.0029534i,-0.024559+0.016428i,-0.0095545+0.028346i,0.011599+0.028833i,0.024384+0.019876i,0.029499+0.0076323i,0.026146-0.0043469i,0.012329-0.014046i,-0.0044396-0.017679i
0.025661-0.28581i,-0.0070595-0.45425i,-0.064232-0.47612i,-0.099043-0.38063i,-0.10836-0.29614i,-0.13224-0.21849i,-0.13869-0.091103i,-0.082659+0.016849i,-0.024715+0.037679i,-0.013743+0.013175i,-0.015617-0.0029416i,-0.0038432-0.0085172i,0.007735-0.0098951i,0.01392-0.0081518i,0.017317-0.010462i,0.011129-0.018132i,-0.012381-0.022056i,-0.037138-0.015588i,-0.044542-0.0090554i,-0.041317-0.0072732i,-0.032842-0.00070064i,-0.016118+0.0067421i,-0.0030507+0.0061183i
0.22017+0.17388i,0.3275+0.25894i,0.3173+0.26694i,0.2548+0.2139i,0.25577+0.1511i,0.27921+0.077482i,0.21747+0.0086966i,0.10497-0.021242i,0.042294-0.029902i,0.029516-0.027146i,0.033457-0.0040229i,0.038692+0.016186i,0.028863+0.019153i,0.0073252+0.017652i,-0.0074936+0.022447i,-0.0014836+0.024196i,0.015926+0.011808i,0.022811-0.0032473i,0.016836-0.00055545i,0.012956+0.011442i,0.0102+0.010068i,0.0011325+0.0036031i,-0.00406+0.0065412i
-0.22109+0.14485i,-0.30655+0.22099i,-0.27583+0.18309i,-0.21465+0.085619i,-0.20654+0.06687i,-0.16999+0.10796i,-0.053395+0.0897i,0.046138+0.018846i,0.063332-0.0079136i,0.046913+0.011926i,0.018781+0.0075842i,-0.021257-0.0037424i,-0.029876+0.004882i,-0.0037072+0.0078169i,0.01749+0.00034859i,0.013279+0.00084807i,0.00071163+0.015761i,0.0022483+0.025714i,0.009738+0.012384i,0.0094219-0.0076569i,0.0058279-0.013214i,0.0042136-0.010208i,0.00079904-0.0092359i
-0.025874-0.24893i,-0.031922-0.33177i,0.021546-0.23436i,0.12767-0.11238i,0.16439-0.14781i,0.050384-0.20024i,-0.095973-0.11052i,-0.12975+0.019355i,-0.090044+0.061849i,-0.062872+0.044949i,-0.032715+0.031207i,0.0081271+0.0080183i,0.021299-0.02146i,0.012021-0.031431i,0.00263-0.030972i,-0.0037086-0.02846i,-0.0059867-0.023942i,-0.0068786-0.016564i,-0.0056306-0.0049906i,-0.0027498+0.0026875i,0.001329+0.0037321i,0.011054-0.002569i,0.018882-0.014432i
0.25198+0.045477i,0.33905-0.0095166i,0.22533-0.095741i,0.023195-0.086829i,-0.047744+0.01521i,0.0076013+0.050722i,0.048243-0.0095786i,0.031105-0.057704i,0.017074-0.05254i,0.025788-0.037747i,0.027821-0.027163i,0.027375-0.0023954i,0.034205+0.020253i,0.033124+0.030428i,0.027271+0.034761i,0.028366+0.024107i,0.026101+0.0068948i,0.015606-0.0006287i,0.0050356+0.0024735i,0.0011646+0.010984i,-0.00054461+0.014946i,-0.0075527+0.019461i,-0.012652+0.028742i
-0.18046+0.19252i,-0.20662+0.31241i,-0.090975+0.27691i,0.024362+0.11292i,0.016336+0.020621i,-0.0079831+0.051124i,0.021705+0.071855i,0.03672+0.032522i,0.0058893-0.0044102i,-0.019203+0.0018283i,-0.016936+0.014787i,-0.024166+0.0058533i,-0.042284-0.012801i,-0.045571-0.030891i,-0.041584-0.03419i,-0.035626-0.015202i,-0.02191+0.0020426i,-0.0083279+0.0029289i,-0.0007005-0.0041072i,0.0011636-0.013251i,-3.013e-05-0.018005i,0.00013613-0.017398i,-0.0024936-0.017269i
-0.14702-0.22408i,-0.30017-0.29312i,-0.395-0.18522i,-0.35035-0.037751i,-0.26471-0.027947i,-0.24966-0.067113i,-0.23082-0.039481i,-0.15337+0.0047491i,-0.072519+0.024309i,-0.027609+0.018142i,-0.019083-0.0026545i,-0.013345-0.012922i,0.0042949-0.00785i,0.017856+0.0066416i,0.022862+0.0096745i,0.01431-0.0049012i,-0.0030806-0.0077718i,-0.011545+0.0031094i,-0.014696+0.0076659i,-0.018531+0.0077279i,-0.015197+0.010441i,-0.0037312+0.0093906i,0.007507+0.0019054i
0.29531+0.039268i,0.48067-0.0050914i,0.48875-0.10257i,0.34377-0.15872i,0.25674-0.13501i,0.25683-0.11414i,0.20282-0.098412i,0.10029-0.052263i,0.046282-0.018691i,0.039858-0.014462i,0.048847-0.0087592i,0.048104+0.0011183i,0.025416+0.0065881i,-0.0028345+0.0026573i,-0.014874+0.0029903i,-0.0030623+0.010128i,0.010097+0.0049709i,0.0096489-0.0060964i,0.010397-0.0087708i,0.017202-0.0086611i,0.018017-0.01212i,0.0087448-0.015989i,-0.0023808-0.011971i
-0.14149+0.23542i,-0.17561+0.41238i,-0.12572+0.46828i,-0.066438+0.38983i,-0.067677+0.31247i,-0.063786+0.26891i,-0.014489+0.17969i,0.02216+0.068835i,0.021417+0.013895i,0.0055116+0.010261i,-0.016803+0.019333i,-0.030059+0.030536i,-0.021492+0.034881i,-0.002554+0.030983i,0.0070187+0.020558i,0.0026479+0.010538i,0.0023037+0.0068871i,0.0049957+0.0044642i,-0.0040111+0.0062969i,-0.012522+0.01375i,-0.011512+0.017817i,-0.0071752+0.015129i,-0.0043369+0.0069358i
-0.12063-0.26246i,-0.20421-0.42525i,-0.2016-0.43924i,-0.097846-0.34161i,-0.012726-0.29022i,-0.02405-0.25885i,-0.063851-0.16177i,-0.057023-0.058929i,-0.04104-0.01398i,-0.03236-0.0072241i,-0.010971-0.02199i,-0.0011323-0.044205i,-0.0099204-0.048481i,-0.015385-0.03567i,-0.010967-0.018158i,-0.0063079-0.0027892i,-0.00926+0.0074157i,-0.0076081+0.014059i,0.0056717+0.0098786i,0.011824-0.0012551i,0.0060166-0.0044329i,9.0891e-06+0.0004632i,0.00089302+0.0064421i
0.23549+0.0010093i,0.3519-0.007753i,0.32827+0.0069309i,0.22621+0.056873i,0.15861+0.10634i,0.10905+0.11382i,0.046953+0.094231i,0.0042233+0.076245i,0.0099131+0.056046i,0.019239+0.036016i,0.0069725+0.041718i,0.016506+0.053245i,0.040714+0.038354i,0.041717+0.0092171i,0.023677-0.012194i,0.0070803-0.018319i,0.00090251-0.016539i,-0.0055284-0.012382i,-0.015159-0.0018194i,-0.017532+0.0088653i,-0.010295+0.012854i,0.0023086+0.013016i,0.0095539+0.0087931i
-0.13787+0.19474i,-0.20145+0.2917i,-0.20545+0.20535i,-0.19064+0.022693i,-0.17762-0.054524i,-0.12659-0.048674i,-0.049069-0.049935i,-0.00017092-0.05998i,0.0032794-0.053803i,-0.00019264-0.033252i,0.001756-0.02951i,-0.01684-0.027952i,-0.036904-0.0051875i,-0.030434+0.014511i,-0.0080383+0.01893i,0.010643+0.013554i,0.017536+0.0060881i,0.018225-0.0019985i,0.013131-0.011796i,0.0048094-0.016594i,-0.0003712-0.01876i,-0.0073508-0.022677i,-0.014262-0.022307i
-0.1098-0.16009i,-0.18175-0.18349i,-0.14834-0.078513i,-0.0534+0.014841i,-0.035224+0.00442i,-0.068819+0.0024635i,-0.045377+0.019665i,0.0081051-0.0013559i,0.020914-0.024676i,0.0093084-0.0097657i,0.019221+0.013391i,0.042897-0.0038362i,0.042932-0.040554i,0.02517-0.046478i,0.009923-0.028992i,-0.00027616-0.013637i,-0.0059081-0.0037238i,-0.0056234+0.0071189i,0.0052606+0.015572i,0.018243+0.015268i,0.021606+0.011566i,0.018094+0.0078876i,0.01596+0.005945i
0.21374-0.025239i,0.281-0.10015i,0.16027-0.1362i,-0.0017757-0.091439i,-0.019434-0.07737i,0.012004-0.13042i,-0.040135-0.13486i,-0.10858-0.056057i,-0.10741+0.017619i,-0.066617+0.02079i,-0.047399-0.0011145i,-0.041008+0.016835i,-0.019525+0.049828i,-0.0012226+0.054067i,0.0044643+0.03471i,0.0040434+0.011918i,-0.00037194-0.0054201i,-0.007555-0.017619i,-0.017881-0.025747i,-0.026834-0.02652i,-0.02701-0.01901i,-0.021129-0.0063256i,-0.019633+0.0045685i
-0.048781+0.18911i,0.031202+0.30202i,0.17913+0.26298i,0.21991+0.1511i,0.14259+0.17175i,0.11987+0.24907i,0.14366+0.20056i,0.11192+0.08925i,0.064586+0.027369i,0.051099+0.010064i,0.044944-0.00071615i,0.018367-0.018616i,-0.015806-0.030276i,-0.030246-0.029418i,-0.026304-0.015986i,-0.015295+0.0043252i,-0.0012022+0.018467i,0.011448+0.023445i,0.019351+0.024412i,0.021426+0.023243i,0.017813+0.015288i,0.011574-0.0017769i,0.0082838-0.0171i
-0.15071-0.17146i,-0.31423-0.20942i,-0.38284-0.10599i,-0.26683-0.0061644i,-0.13839-0.068262i,-0.16239-0.14464i,-0.18144-0.064221i,-0.078329+0.037286i,0.0067297+0.037827i,-0.0043005+0.0078634i,-0.032752+0.009766i,-0.017952+0.025467i,0.017285+0.026707i,0.030413+0.020171i,0.020249+0.011548i,0.005701+0.0019639i,-0.0039688-0.0020947i,-0.011385-0.0030123i,-0.01936-0.0044066i,-0.021355-0.0039674i,-0.012574+0.0026167i,0.0030486+0.014156i,0.01367+0.021908i
0.20113-0.041643i,0.33052-0.16972i,0.31762-0.30876i,0.20313-0.28871i,0.18099-0.13246i,0.24078-0.051597i,0.20608-0.087968i,0.093251-0.10852i,0.025892-0.074579i,0.022866-0.037904i,0.031018-0.023823i,0.016162-0.019132i,-0.008923-0.0077649i,-0.018203+0.0036796i,-0.010563+0.0051816i,-0.0025968-0.00016748i,-0.00038565-0.0041225i,0.003807-0.00081478i,0.013627+0.0054393i,0.018244+0.0063585i,0.0062427-0.0003991i,-0.015168-0.0085424i,-0.028857-0.011907i
-0.10056+0.20206i,-0.13133+0.39948i,-0.064267+0.48127i,-0.012084+0.32628i,-0.11168+0.12172i,-0.21129+0.089538i,-0.15474+0.12017i,-0.066162+0.076868i,-0.045679+0.028461i,-0.044155+0.03167i,-0.022173+0.0422i,0.0083407+0.028248i,0.02536+0.001942i,0.024993-0.013876i,0.018917-0.012929i,0.0174-0.0063683i,0.014926-0.0044232i,0.004714-0.0054507i,-0.0067112-0.0059703i,-0.0086433-0.0055323i,0.0027171-0.0023048i,0.019109+0.001812i,0.029689+0.0023242i
-0.071972-0.173i,-0.18634-0.3072i,-0.29922-0.32884i,-0.27969-0.20415i,-0.11787-0.10559i,-0.0022634-0.13325i,-0.014248-0.15754i,-0.038903-0.10415i,-0.017546-0.048352i,0.0084962-0.034649i,0.0088926-0.033431i,-0.0078825-0.018052i,-0.015848+0.0033597i,-0.010093+0.01127i,-0.0048488+0.0094367i,-0.0064163+0.0098802i,-0.0053393+0.011801i,0.00094961+0.0073351i,0.0034414-0.0020384i,-0.0015694-0.0051678i,-0.0085421-0.00085376i,-0.013294+0.0032445i,-0.017339+0.0075503i
0.17469+0.063621i,0.35863+0.097688i,0.45215+0.070035i,0.32768+0.0041063i,0.10952+0.0057533i,0.0033929+0.064736i,0.012772+0.090186i,0.027172+0.074188i,0.015594+0.059822i,0.0045566+0.048106i,0.0024577+0.024167i,-0.0022653-0.0056742i,-0.015121-0.02587i,-0.02389-0.028343i,-0.019627-0.021274i,-0.0095525-0.017421i,-0.0055398-0.013223i,-0.0047452-0.0010102i,-0.0012661+0.012437i,0.0011599+0.015851i,0.0009559+0.0070399i,-0.001935-0.0075366i,-0.0038339-0.020491i
-0.12835+0.051581i,-0.2594+0.11122i,-0.29518+0.18241i,-0.15043+0.1986i,0.025065+0.12118i,0.068302+0.022356i,0.0039023-0.018917i,-0.043485-0.017609i,-0.031925-0.026815i,-0.014305-0.045519i,-0.012512-0.03582i,-0.0018403-0.0034259i,0.017079+0.015881i,0.02372+0.014956i,0.016241+0.007856i,0.0072811+0.0050273i,0.0056184+0.0010035i,0.0049151-0.0092645i,0.0012558-0.017377i,0.00011069-0.019019i,0.004675-0.014573i,0.011692-0.0042369i,0.016263+0.0063537i
0.044982-0.10548i,0.10228-0.23344i,0.11299-0.31599i,0.028509-0.2634i,-0.067702-0.11676i,-0.066313+0.0088294i,0.01357+0.048052i,0.072499+0.04083i,0.074761+0.038941i,0.052669+0.045822i,0.026965+0.042626i,0.0033199+0.030412i,-0.01338+0.021409i,-0.017736+0.019422i,-0.012397+0.017745i,-0.010061+0.010922i,-0.0095686+0.0096998i,-0.0041714+0.015357i,0.0020357+0.017321i,0.0023252+0.017735i,-0.0038683+0.019166i,-0.011375+0.017353i,-0.018312+0.013894i
-0.0046773+0.091485i,-0.0083951+0.20612i,0.0070228+0.26858i,0.069274+0.17707i,0.12528-0.00034288i,0.086918-0.094508i,0.0068934-0.061289i,-0.036507-0.0085812i,-0.051354+0.0011932i,-0.052624-0.007109i,-0.033222-0.012799i,-0.0061209-0.02229i,0.01316-0.032117i,0.018734-0.033986i,0.012811-0.024475i,0.0091381-0.010691i,0.005083-0.0052131i,-0.0045103-0.005448i,-0.0094807-0.0074928i,-0.0071155-0.01394i,-0.0023903-0.018521i,0.0034568-0.017402i,0.009601-0.017052i
-0.03513-0.057433i,-0.084618-0.14633i,-0.14476-0.20685i,-0.18795-0.13292i,-0.1767+0.024313i,-0.10105+0.088991i,-0.02596+0.02298i,-0.0018672-0.060151i,0.00078628-0.068597i,0.018971-0.032089i,0.034735-0.010435i,0.027516+0.0026668i,0.013908+0.02151i,0.012334+0.027282i,0.014133+0.015633i,0.010361+0.0048747i,0.0076126+0.0014354i,0.0062529+0.00054687i,0.0015029+0.0063626i,0.00019338+0.018247i,0.0039423+0.021097i,0.0056957+0.013278i,0.0046407+0.0081255i
0.062595+0.064846i,0.15882+0.14615i,0.2545+0.1761i,0.24559+0.067071i,0.12643-0.086671i,0.0085295-0.13274i,-0.04184-0.069378i,-0.034888+0.0071768i,-0.018842+0.028672i,-0.020585+0.018624i,-0.024891+0.011004i,-0.028477+0.0034075i,-0.036634-0.0051631i,-0.038234-0.0070245i,-0.026063-0.0011121i,-0.0096937+0.0048149i,-0.0003846+0.0078543i,0.0049016+0.0068111i,0.0091399-0.0028258i,0.0058431-0.013293i,-0.0015127-0.011993i,-0.0058052-0.0021443i,-0.0081135+0.0018041i
-0.094815-0.038955i,-0.22773-0.057222i,-0.32517-0.018916i,-0.25265+0.08562i,-0.074231+0.15735i,0.026258+0.13213i,0.019176+0.063799i,-0.0076883+0.023344i,-0.0062876+0.012203i,0.0059218+0.00047228i,0.0077092-0.0078162i,0.016801-0.008714i,0.032745-0.012098i,0.033853-0.013372i,0.019289-0.01265i,0.00092211-0.013126i,-0.010662-0.011978i,-0.014439-0.0072553i,-0.010131+0.00074381i,-0.00093988+0.0032964i,0.0039319-0.0020153i,0.0031129-0.0083724i,0.0023144-0.010653i
0.10831-0.050845i,0.24478-0.14094i,0.31103-0.2382i,0.20804-0.26304i,0.048724-0.21209i,-0.021131-0.1248i,-0.008922-0.04265i,0.016662-0.0028728i,0.018853+0.0039486i,0.0066016+0.0063178i,-0.00051093+0.011882i,-0.0048265+0.021261i,-0.009676+0.027215i,-0.012942+0.022398i,-0.0075888+0.016512i,0.0052322+0.0099306i,0.013977-0.00068415i,0.013724-0.010477i,0.0036056-0.013813i,-0.007308-0.0062772i,-0.006919+0.0043101i,0.00063515+0.0081639i,0.0058238+0.0091718i
-0.057664+0.12923i,-0.11654+0.29484i,-0.1167+0.39918i,-0.047765+0.33582i,0.0073092+0.21834i,0.032444+0.14586i,0.041558+0.082222i,0.023267+0.026981i,0.0092394+0.0081885i,0.012189+0.0082633i,0.0091648+0.0018203i,-0.0033978-0.012678i,-0.010347-0.023767i,-0.0079003-0.02595i,-0.008813-0.018085i,-0.01232-0.0012665i,-0.010167+0.013666i,-0.0026908+0.019925i,0.0062979+0.016584i,0.0085081+0.0066714i,0.0012669-0.00045868i,-0.0079391-0.001043i,-0.013069-0.0018956i
-0.06463-0.14726i,-0.15746-0.30379i,-0.23293-0.38125i,-0.2249-0.30729i,-0.17172-0.20425i,-0.13545-0.14968i,-0.10042-0.085876i,-0.047223-0.026285i,-0.024837-0.0079301i,-0.02658-0.0018112i,-0.014878+0.0025093i,0.003757+0.0011431i,0.012981+0.0038623i,0.013213+0.011622i,0.01317+0.0088082i,0.0082613-0.0050917i,-0.004284-0.013838i,-0.016478-0.01166i,-0.019299-0.00097167i,-0.011322+0.008696i,-0.0025784+0.0069658i,0.0016164-0.0018278i,0.0045358-0.0075234i
0.15648+0.065434i,0.3367+0.11805i,0.43416+0.14551i,0.37316+0.13104i,0.28447+0.098969i,0.21668+0.058763i,0.11983+0.0031485i,0.032188-0.022421i,0.0089391-0.01679i,0.018344-0.016649i,0.017641-0.01469i,0.0092286-0.0031418i,0.00394+0.0054797i,0.0010086+0.0033054i,-0.0010696+6.9186e-05i,0.0027127+0.0036859i,0.013522+0.0069097i,0.023422+0.0022217i,0.023004-0.0093184i,0.01272-0.017512i,0.0047761-0.012031i,0.0052041-0.00054081i,0.0055228+0.0071559i
-0.14142+0.080932i,-0.28308+0.16773i,-0.34962+0.19965i,-0.29221+0.12362i,-0.24073+0.020978i,-0.21924+0.0020569i,-0.13312+0.030824i,-0.041344+0.021032i,-0.014189+0.0052139i,-0.018338+0.011595i,-0.016466+0.014534i,-0.010416+0.0099522i,-0.004342+0.0066788i,0.0048141+0.0058789i,0.010473+0.0048483i,0.003737+0.0024245i,-0.0080908+0.0047846i,-0.013613+0.013351i,-0.010463+0.020226i,-0.0040036+0.018334i,-0.0028779+0.0099455i,-0.0063029+0.0025452i,-0.0077504-0.0023494i
0.027143-0.16342i,0.054917-0.31913i,0.083362-0.38704i,0.1118-0.28741i,0.16356-0.14937i,0.18241-0.10983i,0.098914-0.091968i,0.012071-0.031868i,-0.0037057+0.00094262i,0.0052139-0.0081952i,0.004371-0.014434i,0.0037233-0.011473i,0.0063131-0.012818i,0.00032315-0.010778i,-0.0057022+0.0020346i,0.00081863+0.0070167i,0.0074201-0.0063172i,0.0038286-0.021532i,-0.0047068-0.021652i,-0.0079008-0.011044i,-0.0019242-0.0047888i,0.0045744-0.0047012i,0.007332-0.0043345i
0.095752+0.11216i,0.1777+0.22241i,0.18384+0.26116i,0.052873+0.19761i,-0.10525+0.16485i,-0.13533+0.18067i,-0.055222+0.13303i,-0.002248+0.044648i,-0.010748+0.012627i,-0.014345+0.029436i,-0.0011673+0.032726i,0.0051475+0.023952i,0.0050141+0.020869i,0.0039812+0.011699i,-0.0012743-0.0033884i,-0.0052175-0.0058735i,-0.00092716+0.0036462i,0.0075681+0.010366i,0.013884+0.0089592i,0.012773+0.0041731i,0.0056245+0.004078i,0.0020583+0.0081286i,0.00079518+0.0098758i
-0.1363-0.0034659i,-0.26912-0.0080884i,-0.30039-0.0058926i,-0.15573-0.027873i,-0.00025727-0.11878i,0.018936-0.1668i,-0.012714-0.095143i,0.0070112-0.018325i,0.03398-0.015523i,0.019524-0.035265i,-0.0021321-0.030112i,-0.014904-0.017969i,-0.028226-0.010495i,-0.026142+0.0013312i,-0.0080842+0.0086549i,-0.00066435+0.003098i,-0.010232-0.0020434i,-0.019637+0.0021075i,-0.018334+0.0062157i,-0.0099342+0.0023903i,-0.0044957-0.0053376i,-0.0061229-0.0090824i,-0.0067036-0.0082817i
0.074247-0.090538i,0.14528-0.17952i,0.14818-0.1909i,0.06277-0.066588i,-0.00014054+0.09062i,0.014954+0.13821i,0.026979+0.074159i,-0.0033821+0.026292i,-0.010152+0.036859i,0.013407+0.043142i,0.023139+0.023278i,0.024096+0.0016503i,0.027508-0.012378i,0.017379-0.018188i,-0.0017626-0.013868i,-0.0069806-0.0060144i,0.0015978-0.0044147i,0.0080858-0.010024i,0.0052531-0.013689i,-4.9663e-05-0.0097071i,0.00023633-0.0025738i,0.0047157-0.00074595i,0.006035-0.0028117i
0.035677+0.10995i,0.068955+0.20563i,0.10411+0.19513i,0.10578+0.036347i,0.052976-0.11705i,-0.015293-0.15165i,-0.040936-0.096365i,-0.029267-0.052237i,-0.030585-0.054886i,-0.044812-0.052557i,-0.039269-0.027194i,-0.021321+0.0012308i,-0.0087399+0.020803i,0.0025299+0.020733i,0.010624+0.0071604i,0.0088812+0.0014868i,0.0058596+0.0081495i,0.0087646+0.015625i,0.010598+0.018474i,0.0066449+0.015736i,-7.322e-06+0.0099436i,-0.0044792+0.0084806i,-0.0027956+0.0087902i
-0.096215-0.037366i,-0.18314-0.062377i,-0.20776-0.032716i,-0.12477+0.058017i,-0.0022189+0.12578i,0.059824+0.10976i,0.045617+0.049663i,0.020486+0.016971i,0.028476+0.021651i,0.048519+0.020768i,0.042395+0.006868i,0.019233-0.0069412i,0.00044119-0.017795i,-0.0080523-0.013664i,-0.0053851+0.0023504i,0.00096257+0.0080793i,0.00015452+0.00019431i,-0.0077573-0.0059913i,-0.011338-0.0059637i,-0.0058128-0.0052275i,0.0014267-0.0046782i,0.0027859-0.0047627i,-0.0023389-0.0050431i
0.071934-0.052247i,0.13177-0.11201i,0.12177-0.16273i,0.021457-0.18434i,-0.086372-0.1788i,-0.11816-0.1208i,-0.074848-0.043186i,-0.037013-0.010141i,-0.050157+0.00065256i,-0.064836+0.022244i,-0.043668+0.031594i,-0.011371+0.024489i,0.013414+0.013947i,0.021038-0.00052028i,0.011868-0.0091455i,0.0044957-0.0063882i,0.0064791-0.0030092i,0.010063-0.0042294i,0.010931-0.0066857i,0.007117-0.0061662i,0.0021262-0.0015875i,0.0043633+0.0016161i,0.0098417+0.00090718i
0.00030651+0.081574i,0.010726+0.15976i,0.04732+0.19964i,0.099606+0.18317i,0.13522+0.1526i,0.13519+0.11169i,0.093104+0.055798i,0.055406+0.020393i,0.05965-0.0078978i,0.057596-0.037455i,0.029232-0.038725i,0.00070481-0.017602i,-0.01401+0.0052404i,-0.0092953+0.018218i,0.0031688+0.013174i,0.0039208+0.0027088i,-0.0048594+0.0033457i,-0.010607+0.012209i,-0.011078+0.016737i,-0.0082186+0.011178i,-0.0037332+0.0017671i,-0.003459-0.00068118i,-0.0054879+0.0038183i
-0.058396-0.044193i,-0.12712-0.074339i,-0.18211-0.076805i,-0.20289-0.059903i,-0.21124-0.049056i,-0.19633-0.030899i,-0.12512+0.0039637i,-0.050249+0.031696i,-0.022343+0.055715i,-0.0079893+0.066987i,0.007966+0.045731i,0.010096+0.012477i,-0.0032195-0.0092637i,-0.017928-0.012559i,-0.019428-0.0047448i,-0.011478-0.00075522i,-0.0049868-0.0059067i,-0.0042873-0.013082i,-0.0042143-0.012898i,-0.0018429-0.0060536i,0.00016987-0.0003496i,0.00038043-0.0011376i,-0.00073535-0.0069233i
0.066845-0.022255i,0.12964-0.059315i,0.1674-0.091899i,0.18959-0.081185i,0.22981-0.057304i,0.21332-0.071026i,0.10162-0.081279i,0.0044455-0.06406i,-0.028236-0.062852i,-0.034653-0.064689i,-0.026979-0.041637i,-0.0074046-0.018043i,0.011463-0.0089798i,0.017856-0.009237i,0.0090782-0.0089569i,-0.00095517-0.0026138i,0.0019403+0.0054449i,0.01035+0.0082903i,0.013+0.0071407i,0.010755+0.0038985i,0.0072662-0.00064417i,0.0046873-0.00060824i,0.0063293+0.0032116i
-0.016658+0.063568i,-0.024722+0.13001i,-0.028171+0.16257i,-0.073211+0.13319i,-0.15913+0.10774i,-0.16215+0.11233i,-0.068109+0.071964i,-0.0023315+0.010727i,0.019168-0.00046457i,0.031684+0.011724i,0.027601+0.012516i,0.012816+0.013366i,-4.7747e-05+0.020035i,-0.0051812+0.02324i,-0.0010041+0.016682i,0.0013372+0.0058705i,-0.0041426+0.00043947i,-0.010001+9.574e-05i,-0.011585-0.0031489i,-0.0092052-0.0053483i,-0.0059395-0.0015562i,-0.0059508+0.0023775i,-0.0090966+0.0029716i
-0.040208-0.045666i,-0.090116-0.089866i,-0.10604-0.10456i,-0.02384-0.11169i,0.085626-0.15983i,0.095474-0.18065i,0.040115-0.10099i,0.010379-0.016906i,-0.01127+0.001327i,-0.03496+0.00091467i,-0.035871+0.0054827i,-0.025708+0.00301i,-0.018185-0.01033i,-0.012682-0.019779i,-0.0056773-0.012387i,0.0028316-0.0017899i,0.0088862-0.00088171i,0.010935-0.0025066i,0.0088278-0.00064409i,0.0031972+3.0564e-05i,-0.0016274-0.00016682i,-0.0010945-0.0013334i,0.0033907-0.0043135i
