-0.006136-0.00071659i,-0.0045385+0.00045757i,-0.00368+0.0034139i,-0.0029934+0.0048644i,-0.0016672+0.0040211i,-0.00015687+0.0024645i,0.00074524+0.0019843i,0.0014941+0.0019942i,0.0010399+0.0017077i,0.00020509+0.0011779i,0.0020083+0.0007465i,0.0029486-0.00027918i,0.0021679-0.00067821i,0.0011521-0.00074911i,-0.00034532-0.00072548i,-0.00079493-6.791e-05i,0.00044766-0.00013643i,0.00097973-0.00038047i,-0.0001651+0.00017195i,-0.0011181+0.00065312i,-0.00071545+8.3322e-05i,0.00013146-0.00020563i,0.00017066+0.00048056i
0.0010652+0.00038861i,0.0014808+0.0011597i,0.0015991+0.0017088i,0.0010278+0.00056214i,0.00037216-0.00037537i,0.00057182-0.00017798i,0.0003767-0.0006398i,0.00052264-0.00099057i,0.0011915-0.00032138i,0.00091209+0.00049536i,0.00019022+0.00085112i,0.00043119+0.0011345i,0.00099278+0.00079742i,0.00062872-8.0816e-05i,3.4484e-05-0.000501i,-0.00019516-0.0001675i,-2.5169e-06+0.00010152i,0.00026444-0.00018084i,-0.00025864+0.0002052i,0.00022937+0.00022397i,0.00049205-4.9956e-05i,-0.00034129+0.00037958i,-0.00085061+0.00075809i
-0.0014341+0.00092797i,-0.001725+0.0011677i,-0.001823+0.00084813i,-0.00059523+0.00099954i,0.0005692+0.0012103i,0.00090015+0.00050228i,0.0007261-0.00010996i,0.00075633-0.00081015i,0.00063775-0.00017657i,0.00090246+0.00040565i,0.0016981-0.00034009i,0.0022999-0.00066886i,0.0014324-0.00026302i,0.00020111+1.3221e-05i,-0.00076201+0.00025193i,-0.00077616-8.8063e-05i,-5.3732e-05-0.00014323i,0.00039906+0.00014595i,0.00044999+0.00014722i,-3.1689e-05+0.00032779i,-0.00060431-0.00029315i,-0.00069002-0.00043004i,-0.00060274+5.9683e-05i
-0.00087974-0.00031881i,-0.00033949+0.0002828i,0.00060078+0.00025045i,0.0007586+0.00013981i,0.0011908+0.00028248i,0.0013772-0.00037089i,0.00037055-0.0014138i,0.00034548-0.0013483i,0.00062185-0.00032196i,-0.00021369-7.3968e-05i,5.8915e-05-0.00020254i,0.00085384+3.7274e-06i,0.001204-0.00015141i,0.0014347-0.00049955i,0.00076825-0.00091911i,0.00069509-0.00091316i,0.00029964-0.00053658i,-0.00058804-0.00068986i,-0.00042723-0.00062828i,-0.00024772-0.00058253i,0.00024722-0.00065992i,0.00048421-0.0006074i,0.00023675-0.00029096i
-0.0016199+0.00074963i,-0.00067883+0.002267i,-0.00080668+0.0027937i,0.00012801+0.0023127i,0.001051+0.0015161i,0.0012377+0.00015961i,0.0014254-0.00074343i,0.0011469-0.00060647i,0.00043861+5.8893e-05i,0.00033583+0.00029065i,0.00039236+0.00035063i,0.00032203+0.00023571i,0.00081119-0.00041099i,0.00085821-0.00068513i,0.00026511-0.00033648i,1.1303e-05+0.00068486i,-0.00013632+0.00053132i,1.8277e-05+0.00056374i,-0.00011601+0.00098475i,-0.0004889+0.00027295i,4.6908e-06-0.00038263i,0.00018457-0.00029228i,2.9165e-05-0.00037859i
0.00351-0.0026096i,0.0035006-0.0029845i,0.0026608-0.0028735i,0.0015423-0.0028168i,0.0012485-0.0028256i,0.00038833-0.0018298i,-0.00038278-0.001189i,5.3185e-05-0.0012449i,0.00039558-0.0012276i,-0.00028244-0.00035454i,-0.00047339+0.00091593i,-0.00017622+0.00066682i,0.00032309+0.0005371i,0.00063518+0.0014061i,0.0010355+0.0016664i,0.00090968+0.00075245i,8.8e-05+0.00057848i,-0.00024074+0.00040199i,-0.0010133+0.00031978i,-0.0015334+0.00047845i,-0.0003891+0.00010617i,-0.00042528-1.9147e-05i,-0.0010507-0.00019083i
0.0030653+0.00030515i,0.003526+0.0014077i,0.0039931+0.00075036i,0.0031924-0.00043584i,0.0021294-0.0009969i,0.00097961-0.0016742i,0.00044461-0.00062939i,0.00021382-2.2573e-05i,4.0799e-05-0.00080318i,0.00041053-0.00057325i,-6.0649e-05-9.0128e-05i,-0.00034459-0.00018708i,7.2535e-05-0.00069656i,0.00039618-8.5579e-05i,9.8609e-05+0.0007492i,-9.5836e-05+0.00059601i,-0.00037155+0.00061439i,-0.00084629+0.00063925i,-0.00017011+0.0001258i,0.00088604+0.00010188i,0.00075536+5.5082e-05i,-0.00039296-0.0001506i,-0.00062623-5.3485e-05i
-0.00012361+0.00028148i,-0.00063333+0.00032396i,-0.00065012+0.00020541i,-0.00049961-6.6538e-05i,-0.0003102-0.00066072i,0.00048599-0.00075073i,0.00066924-0.00010951i,-3.3898e-05+5.2038e-05i,0.00049174+0.00018612i,0.00038005+0.00062532i,-0.00043669-0.0002371i,0.00055195-0.00024229i,0.0010947-0.00013278i,0.00090323-0.00026443i,0.00045165+0.00034645i,-0.0001258+0.00051196i,-0.00067319-0.00077102i,-0.00038064-0.0010289i,9.3167e-05+4.0914e-05i,0.000158+0.00040262i,0.00070798+0.00047961i,0.0007791+0.00078139i,-0.00018163+0.00095675i
0.0011095-0.00091626i,-7.9748e-05-0.0020139i,0.00063702-0.002975i,0.0011883-0.0025622i,-0.00034861-0.001374i,-0.0017395-0.00076487i,-0.00057996-0.00061869i,0.00037987-0.00032226i,-0.00017639-0.00014147i,-8.6375e-05+0.00029043i,1.5089e-05+0.00054226i,0.0002347+0.00019658i,0.00071828+0.00026391i,0.00078255+0.00057254i,0.00026228+0.00028603i,0.00048692+0.00040983i,0.00069027-8.21e-05i,0.00051853-0.00023319i,0.00090147+0.00024276i,0.00071137+8.6748e-05i,-0.00032903-4.2639e-06i,-0.00044487+0.0003747i,3.1187e-05+0.0012741i
0.00067215+0.0024377i,0.00085131+0.0017337i,0.00053421+0.0024845i,0.00063714+0.0022367i,0.0019242+0.00052349i,0.002618-0.00063836i,0.0015088-0.00018756i,0.00053868-2.9382e-05i,0.00054578-0.00023837i,0.00063649-0.00053609i,0.00075759-0.00099063i,0.00075668-0.0012727i,0.00038633-0.0010129i,-0.00010013-0.0002243i,-0.00020443+4.6256e-05i,-0.00018274+0.00061495i,-0.00011651+0.00083994i,0.00021543+0.00066448i,8.9628e-05+0.00083244i,2.8805e-05+0.00041244i,-0.0003135+0.00036697i,-0.00052154+0.00060456i,-0.00023763+6.7221e-05i
-0.0013163-0.00072198i,-0.0014984-0.00088973i,-0.00034901-0.00056091i,0.00060179+0.00024841i,0.00092073+0.0004034i,0.0006043-0.00042049i,9.4744e-05-0.00094114i,-4.5689e-05-0.00080198i,-0.00021561+6.4702e-05i,-0.00042673+0.00020365i,-0.00019286-0.00025698i,0.00025299+8.0245e-05i,0.00091606+0.00059353i,0.00039161-0.00033278i,-0.00022446-0.00052671i,0.00024474+0.00033625i,0.00038207+0.0001643i,0.0011099-0.00070436i,0.0012147+1.0364e-06i,0.00010998+0.00087409i,-0.00035253+0.00042313i,-0.00061346+0.00040971i,-0.0006883-9.6256e-05i
0.00022139-0.00047932i,0.00063544+0.00027606i,0.00064252-0.00032127i,0.0010107-4.8977e-05i,0.0005914-5.4794e-05i,0.00024998-5.2707e-05i,0.00019642-2.2972e-05i,0.00030026-0.00045933i,0.00039965-0.00061423i,0.00026052-0.00082965i,0.0010001-0.00098126i,0.0014397+0.00017107i,0.00084357+0.00044654i,0.00061608+0.00013973i,0.00041583+0.00098999i,0.00052739+0.00099146i,2.3491e-05+0.00031679i,-0.00026535+0.00024868i,0.00032888+7.1532e-05i,0.00051469-0.00037077i,0.00083396-6.7391e-05i,0.00027863+0.00031158i,-0.00011864+0.00011471i
-0.00024605+0.000998i,-0.00087407+0.0016559i,-0.00018663+0.0013907i,0.00061151+0.0004015i,0.00039106-0.00041973i,-0.00012508-0.0010501i,-0.00018634-0.001133i,-8.9517e-05-0.00073075i,-8.803e-05-0.00037403i,0.00010315-0.00010442i,0.00022623+7.6032e-05i,0.00059909-0.00022554i,0.00055654-5.1932e-05i,5.9904e-05+0.00049893i,1.7864e-05+0.00020909i,0.0004071+0.00041525i,0.00065115+0.00083497i,0.00026752+0.00058634i,-8.5342e-05+0.00062012i,-0.00047085+0.00061199i,-0.00063827-0.00012677i,-0.0001671-0.0011598i,0.00025789-0.00065803i
-0.0027168-0.001079i,-0.0030643-0.00016153i,-0.002322+0.0013717i,-7.0026e-05+0.0016158i,0.00082303+0.0009984i,0.0011532+0.00023673i,0.0010907-0.00059698i,0.00033597-0.00090324i,0.0002924-0.00077372i,0.0010128-0.00032658i,0.0012731-8.0339e-05i,0.001042-0.00079142i,0.00059197-0.0014004i,-9.8716e-05-0.00088309i,-0.00030683-0.00010715i,-5.8391e-05+0.0001233i,-0.00017312-9.924e-05i,0.0001017-0.00037661i,0.00055761+0.00011845i,0.00035708+0.00055439i,0.00022437+0.00094808i,0.00025845+0.00068988i,0.00016504-0.00013231i
-0.00079204+3.9971e-06i,-0.0014007+0.0011036i,-0.0010184+0.0027304i,-0.00020227+0.0036228i,0.00038163+0.0021058i,0.0011168+9.403e-05i,0.00074819-0.00033733i,-0.00017616-0.0010337i,-0.00037503-0.0013635i,-0.00016114-0.00034115i,0.00020394+0.00048171i,0.00098712+0.00017926i,0.0010822-0.00070771i,0.0011645-0.00087536i,0.00080605-0.0005626i,0.00027276-0.00015399i,7.8734e-05+0.00012442i,0.00021983-5.63e-05i,0.00064721-0.00019908i,-0.00013866-0.00039694i,-0.00064934-0.00051616i,0.00048758+0.00023283i,0.00093211+0.0013156i
-0.0019254+0.002406i,-0.0010979+0.0026701i,-0.00028714+0.0016438i,0.0013352-0.00035942i,0.0020957-0.0020285i,0.001387-0.0022682i,0.00054982-0.0013005i,0.00043115-0.00045245i,0.00016258+0.00027478i,0.00051438+0.00012235i,0.00092631-0.00016461i,0.00042214-0.00070808i,0.00042277-0.0013471i,0.0004107-0.00055474i,-0.00024721-1.3063e-05i,0.00014369+0.00041849i,0.00089426+0.00070028i,0.00048872+0.00020781i,-0.00082881+9.3592e-05i,-0.00068838+6.8671e-05i,0.00032118-0.00017148i,0.00021381-7.9876e-05i,-0.00039068-9.3718e-05i
0.00024563-0.0020629i,0.00053122-0.0012403i,0.00032779-0.00046618i,0.00072154-0.00039548i,0.0006046-0.00047152i,0.00042594-0.00073802i,0.00042826-0.00029421i,0.00036149-0.00076575i,0.00094926-0.001205i,0.0011976-0.00056327i,0.00067342+3.431e-06i,0.00094621+0.00014694i,0.0010934+0.00055291i,7.0884e-05+0.00099721i,-0.00019465+0.00087209i,-0.00035014+0.0006372i,-0.00099086+0.00087949i,-0.00057195+0.00062597i,-0.00044268+0.00020094i,-0.00043982-0.00012173i,4.2062e-05+0.00010713i,7.7936e-05+0.00042139i,0.0005373+0.00021713i
0.00082398-0.00054148i,6.1392e-05-0.00058795i,-0.00032684-0.00025667i,0.00072549-1.0286e-07i,0.00090639+0.00018254i,0.0012413-8.2392e-05i,0.0019473-0.0008741i,0.0011372-0.0011768i,0.00023931-0.00052682i,-0.00024573-0.00056364i,-0.00034028-0.00040968i,2.7863e-05+0.00027436i,0.00064321+5.2134e-05i,0.00086535+0.00015305i,0.00055644+0.00071281i,9.1657e-05+0.00064347i,-1.4782e-05+0.00029784i,-7.2417e-06-0.00027508i,-8.0345e-05-0.00052732i,0.00017649-0.00033668i,1.7312e-05+0.00038325i,-0.00016461+9.1551e-06i,0.0004141-0.00034398i
-0.0008923+0.00067876i,-0.0017041+0.0017204i,-0.0008559+0.0022244i,0.0012551+0.0023543i,0.0024806+0.0015646i,0.0019054+0.00034511i,0.00032471-0.00044813i,0.00065288-0.00075126i,0.0016325-0.00038516i,0.0015089+9.0212e-05i,0.0014131-0.00012015i,0.001627+3.6345e-06i,0.0010884+8.839e-05i,0.00078538+2.6953e-05i,0.00038133+7.6417e-05i,0.00034913-2.9983e-05i,7.9057e-05-0.00010862i,-0.00051439-0.00049337i,0.00033567-0.00064052i,0.0011071-0.00063777i,0.0010313-0.00055966i,-0.00016285+0.00023143i,-0.00049344+0.00023662i
-0.0015522+0.00041554i,-0.0016262-0.00042223i,-0.0011885+9.6248e-05i,-0.00039231+0.00064847i,0.00053886+0.00016406i,0.00063557-0.00045399i,0.00069784-0.00066233i,0.00018265-0.00044615i,-0.00082224-0.00062215i,-0.00044933-0.00088567i,0.00030759-0.00047732i,0.00017686+0.00011996i,0.00061208-6.1003e-05i,0.00080558+0.00022471i,0.00031048-0.00015825i,-4.3844e-05-0.00049928i,-0.00065392-3.7972e-05i,-0.00073615-0.00013098i,-0.00070858-0.00042239i,-0.00032243+6.3074e-05i,0.00051735+0.00061674i,0.00046387+0.00074048i,-1.4469e-05+0.0011482i
-0.002105-0.0012747i,-0.0027048-0.00021537i,-0.0021637+0.00070786i,0.00015871+0.0020455i,0.0015254+0.001991i,0.0012727+0.00086648i,0.0010237+0.00022693i,0.00057383-9.0804e-06i,0.00037699+0.00034122i,0.00034082-0.00013252i,0.0012023-0.00054581i,0.0020698+0.00022206i,0.0014386+2.4548e-05i,0.00042874-0.00050987i,0.0001877-0.00061623i,0.00041616-0.00031515i,0.0001372-1.7821e-05i,-0.00048621+0.0001269i,-0.00010003+0.00075965i,9.8514e-05+0.0012907i,-0.00057466+0.00035818i,-0.00096967-8.4083e-05i,-0.0008523-7.5162e-05i
-0.0010419+0.0016765i,-0.0011167+0.00079651i,-0.0011769+0.00073915i,0.00022386+0.0016011i,0.0020071+0.0014919i,0.0019374-0.00022083i,0.0013743-0.0014178i,0.00052159-0.00084199i,-0.00069676-0.00024363i,-0.00035697-0.0001419i,0.00068066-0.00048791i,0.00076085-0.00076035i,0.00097449-0.00038943i,0.00077287+0.0004597i,8.6608e-05+9.7843e-05i,-0.00054307-0.00012842i,-0.00067652-3.6096e-07i,-0.0006643+0.00014583i,-0.00066931+0.00037241i,-0.0004293-7.1795e-05i,-0.00038845-0.00026605i,-0.0008061+0.00019186i,-0.00057085-0.00026805i
0.0024771-0.0011566i,0.0016452+0.00037903i,0.00088745-0.00022507i,0.00072621-0.0015474i,0.00046618-0.0013794i,-0.00020876-0.00051127i,-0.00024223-0.00074919i,0.00066699-0.0011939i,0.00076223-0.0012159i,-0.00024641-0.0012724i,-0.00039365-0.00055685i,-5.3068e-05+0.00054981i,0.00022665+0.00073699i,0.00062951+3.268e-05i,0.00093612-0.00011634i,0.00060549+0.00013216i,8.5532e-05+0.0001687i,0.00013381-0.00041736i,0.00062038-0.0012605i,0.00056616-0.0015238i,-6.9494e-05-0.0010469i,-0.00046223-0.00065033i,0.00020409-0.00042698i
-0.0013087+3.9799e-05i,-0.0013223+0.00071524i,-0.0009558+0.0015012i,-0.00052895+0.001358i,0.0002429+0.00059314i,0.00015334-0.0002351i,-0.00089789-0.00010402i,-0.00064922-0.0001363i,9.0958e-05-0.00026564i,0.00032244+0.00014832i,0.00047945+0.00054116i,0.0009445-7.2415e-05i,0.00094364-0.00090982i,0.00037153-0.00081362i,0.00013623-0.00074126i,-0.00043911-0.00040321i,-0.00095849-3.3627e-05i,-0.00064615-0.00028458i,7.5683e-06-0.0010095i,0.00035347-0.00071865i,8.8176e-05-0.00014798i,-0.00015906-0.00021095i,2.2262e-05-0.00056188i
0.0004691-0.00020285i,-0.00077544-0.0008309i,-0.0012851-0.0012095i,-0.00020273-0.0010106i,0.00069661-0.00053246i,0.00066444-0.0005481i,-7.2247e-05-0.001577i,0.0001434-0.0014962i,0.00036635-0.0014964i,0.0004806-0.00136i,0.0010447-0.00073205i,0.0017407-0.00087401i,0.0020521-0.0015889i,0.0016637-0.00081043i,0.00099917+0.00054535i,0.00098908+0.00032275i,0.00076409+0.00026363i,7.9144e-05+0.0010925i,0.00014845+0.0008537i,0.00045726+0.00032057i,0.00029688+0.00057068i,-6.5142e-05+0.000851i,0.00033713+0.00039096i
0.00068266+0.0017307i,0.00051154+0.0016382i,0.0018848+0.00060578i,0.0032977-0.00048497i,0.0025164-0.00091206i,0.00092705-0.00093828i,0.00010639+0.00013753i,-3.4749e-05+0.00068383i,0.00031283+4.5674e-05i,0.00021855+0.000492i,0.0002341+0.00021721i,0.00057962-0.00011553i,0.001638+0.00048369i,0.0013511+0.00080114i,0.00043466+0.00053304i,0.00065983+5.8453e-05i,0.00070769-5.5706e-05i,-6.7062e-06-0.00024842i,-0.00077868-0.00018375i,-0.00038101+0.0001582i,6.1899e-05+0.00026382i,-0.00089457+3.6536e-06i,-0.0014515-0.00014777i
-0.0022901+0.0016219i,-0.0018981+0.0025478i,-0.0014012+0.0025797i,-0.00046397+0.0016432i,0.00048695+0.0010064i,0.00087068+0.00039869i,0.00070408-8.4874e-05i,0.0010132-0.00036514i,0.00076055-0.00036396i,0.00040452-0.0007064i,0.00071843-0.00057872i,0.00024573-0.0003092i,-0.00041756-0.00050545i,-0.00028687-0.00018952i,-0.00013155+0.0004563i,-0.00021304+0.0010651i,-0.00044705+0.0010617i,-0.00074635+0.00051149i,-0.00070339+0.00023341i,-0.00064126+0.0003581i,-0.0006474+0.00064582i,-0.0001966+0.00040287i,0.00038554-2.2438e-05i
0.0019745-0.0033701i,0.001428-0.0031122i,0.00034726-0.0038506i,-0.00046041-0.0033812i,-0.0006899-0.0024791i,0.00012102-0.0016196i,0.00047454-0.00059919i,-3.0555e-05-0.00031106i,-0.00061741-0.00088475i,-0.00044447-0.00089951i,0.00015842-2.4977e-05i,0.00096831+0.0002334i,0.0014598-0.00057617i,0.00163-0.0012116i,0.0013266-0.00083992i,0.00092009-0.00023079i,0.0011013-0.00026054i,0.00097352-0.00072083i,0.0005669-0.00072966i,0.00033435-4.2883e-05i,0.00086981-0.0002114i,0.0011582-0.00016247i,0.00064886+0.00060312i
0.0021417+0.00171i,0.0020006+0.0015178i,0.0030333+0.0016106i,0.0027278+0.00083079i,0.0014156-0.00064522i,0.00044506-0.0016991i,3.1127e-06-0.0010605i,9.9452e-06-0.00033777i,0.00016031-0.00084373i,-7.2151e-05-0.00088244i,-0.00047392-0.00084627i,-5.566e-05-0.0010027i,-2.7052e-05-0.0004454i,-0.00019983+0.00054626i,0.00010645+0.0010667i,1.0876e-05+0.001229i,0.00037174+0.001i,0.00096381-0.00044055i,0.0011038-0.00065815i,0.00024091+0.00051677i,-0.00068606+0.00082747i,-0.00045368+0.00101i,5.7459e-05+0.00074016i
-0.0016185+0.00055394i,-0.002241+0.00076691i,-0.0017686+0.00019776i,-7.5968e-05-0.00053653i,0.0010241-0.0011247i,0.00099775-0.001319i,0.00065772-0.0016i,0.00055408-0.0012986i,0.00042327-0.00024127i,0.00018745+0.00039526i,0.00013135+0.00070029i,0.00026211+0.00069041i,0.00012888+4.203e-05i,0.00067909-0.00018676i,0.00059021-0.00038945i,-0.00028102-0.00038167i,0.00025435+0.00010246i,0.00093576+0.00033354i,0.00011348-6.003e-05i,-0.00043721-0.0008241i,7.2819e-05-0.00070688i,0.00018698-0.00069956i,0.00033564-0.0011355i
-0.00061275-0.0011553i,-0.00056292-0.0012603i,-0.00064074-0.00034278i,-0.00080246+0.00064761i,-0.0016367-0.00027269i,-0.0014043-0.0014538i,-0.00046491-0.00062855i,-0.00019576-0.00012751i,0.00034059-9.2501e-05i,0.00028969+0.00040966i,0.00060935+0.00068836i,0.0010139+0.00056598i,0.0010386+6.2176e-05i,0.0014282-0.00030752i,0.0015279-0.00026386i,0.00094445-0.0001723i,0.0007337-0.00020763i,-1.4041e-05-0.0006267i,-0.00083445-0.00075575i,-0.00089699-0.00076334i,-0.00061433-0.00060864i,-0.00071663+0.00010238i,-0.00019923+0.00093772i
0.00089629+3.5583e-05i,0.0010495-0.00040266i,0.00058757-7.3635e-05i,6.88e-05+0.0010201i,-0.00013273+0.00064607i,-0.00018518-0.00052138i,9.689e-05-0.00053135i,0.00012301-0.00092726i,-3.7019e-05-0.00083068i,-0.00010632+0.00039164i,0.00013926+0.00037808i,0.00019604-4.1164e-05i,0.00049673+1.359e-05i,0.0010059+0.00021365i,0.0005168+0.00023042i,-0.00046564-0.00010496i,-0.00085101+0.0001975i,4.2007e-05+9.721e-05i,0.00057336-0.00028386i,0.00033581-0.00011045i,0.00062787+0.00016668i,0.00027997+0.00090886i,-0.0001329+0.00080102i
0.001355+0.0011034i,0.0012901+0.00025913i,0.0018479-0.0008546i,0.0025922-0.0015591i,0.0026359-0.0019595i,0.0017831-0.001233i,0.0008704-1.1626e-05i,9.694e-05+0.00037042i,-8.5863e-06-0.00045271i,0.00036725-0.00083844i,0.0011173-0.00033232i,0.0011077+0.00040197i,0.00062316+0.0012074i,0.00056215+0.0016277i,0.00052602+0.00089845i,0.00019124+0.00058244i,-0.00061383+0.0010535i,-0.00036915+0.00063189i,7.2909e-05-0.00078983i,0.00045151-0.00066712i,0.00023604+0.00050742i,-3.7476e-05+0.00045454i,0.00034412-0.00036402i
0.00055011+0.0011353i,0.00020309+0.0017704i,0.0012063+0.00070758i,0.0016914+0.00016048i,0.0014455-0.00041765i,0.0011405-0.00095459i,0.00033468-0.00080955i,1.7902e-05-0.00063322i,0.00028827-0.00050586i,0.0005858-0.00072793i,0.00055783-0.00058107i,0.00057038-0.0004291i,0.00041595-0.00016436i,0.00014626+0.00039166i,8.5652e-05+0.00025282i,0.00020314-0.00048231i,0.00060735-0.0013024i,0.00071808-0.0016339i,-0.00060256-0.00071541i,-0.00060152+2.7549e-05i,0.00058127-0.00010588i,0.00060365+0.00010748i,0.00048563+0.00084532i
-0.002027-9.741e-05i,-0.0031035-1.3568e-05i,-0.0034594+0.0013624i,-0.0015633+0.001576i,0.00028765+0.0010864i,0.0005774+0.0010793i,0.00069104+0.00038435i,1.0931e-06-0.0001964i,-0.00060706+2.4847e-05i,-0.00051163-0.00014677i,0.00047389-8.8817e-05i,0.0013069+8.2243e-05i,0.0012101-0.00028592i,0.0016817-0.0003229i,0.0017102-0.00013346i,0.00018913+0.00025526i,-0.00074688+0.00041149i,-0.00073637-0.0003676i,-0.00027518-0.00059846i,-0.00016341+0.00032226i,-0.00016392+0.00075817i,-0.00022171+0.00056216i,-0.0012311-8.6772e-05i
0.0018596-0.0010645i,0.0016016-0.00058465i,0.0020285-0.00090546i,0.0021516-0.0015941i,0.00095145-0.0022828i,-0.00021396-0.0021524i,-0.00057011-0.0014743i,-0.00018728-0.0011399i,0.00070007-0.00080405i,0.00093911-0.00016087i,0.0005312+0.0005064i,-0.00016047+0.00014929i,-0.00070084+3.4057e-05i,-0.00019715+0.00077188i,0.00013319+0.0014206i,2.2399e-05+0.0015323i,0.00034043+0.00074989i,0.00031311-0.0001639i,-0.00038862-0.00015291i,-0.00063503+0.00051545i,-0.00065585+0.00071203i,-0.0003293+0.00059181i,0.00034542+0.00021077i
-0.00078912-0.00012299i,-0.00065402+0.00060085i,-0.00066798+0.00060715i,0.00036599+0.0011342i,0.00096269+0.0010949i,0.00072522-0.00041228i,0.0013132-0.0011783i,0.0011215-0.00070242i,0.00015506-0.00034704i,0.00028479-0.00034341i,0.00066836+0.00015789i,0.00072934-2.3573e-05i,0.00077702+0.0001816i,0.00014237+0.00095353i,-0.00032833+0.0004999i,-3.8157e-05+0.00033315i,0.00081611+0.00052535i,0.00089863+0.00063919i,0.00035033+0.00040712i,1.5698e-05-0.00015243i,0.00052469+9.3481e-06i,0.00093494+0.00050274i,-0.00037614+0.00012104i
-0.0005587-0.0015967i,0.00026937-0.0011712i,-0.00035976-0.0013624i,-0.00016071-9.836e-05i,0.0004917+0.0013658i,0.0004679+0.00081752i,-0.00042776+0.00027933i,-0.00042784+0.0001795i,2.4908e-05-0.00041752i,1.6704e-06-4.2972e-05i,0.00043773+0.00070985i,0.00071321+0.00064644i,0.00033231+0.00018413i,0.00018037+0.00029925i,0.00010957+0.00081473i,-4.4919e-06+0.0011036i,-0.00017504+0.00073839i,2.3799e-05+0.00029402i,0.00044161+0.00030648i,0.00077051+0.00046213i,0.00053158+0.00022802i,0.00080936-2.1922e-05i,0.00037059-0.00042062i
0.00021775+0.00031859i,0.00065289-0.00066148i,0.0013438-0.00065386i,0.0010626-0.00032862i,0.0010868-0.00070732i,0.0013512-0.00067766i,0.0011461-0.00080857i,0.00095805-0.0010696i,0.00053941-0.00087054i,0.00074737-0.00056386i,0.00083523-0.00057771i,0.00097-0.00020982i,0.0017231+0.00044934i,0.0011781+0.00072958i,-0.00017587+0.00081216i,-0.00044798+0.00058456i,5.3156e-05+0.00030463i,0.0003697+0.00078798i,0.00090164+0.00094207i,0.0012315+0.00049384i,0.00058853+7.2727e-05i,-2.9679e-05-0.000234i,-7.7832e-05-0.00049902i
0.00077909+3.1554e-07i,-0.001922-0.0012611i,-0.00025901-0.0012205i,0.00034866-0.00033394i,-0.00038414-0.00026653i,-0.00065945-9.6848e-09i,0.00037292+0.00011048i,0.00075594-0.00029475i,-0.00049863-0.00018892i,-0.00078958+0.00030137i,-0.00074314+0.00069139i,-0.00035287-0.00029642i,5.7837e-05-0.0008422i,5.6205e-05+7.8891e-05i,0.00047132-0.00031862i,0.00029119-0.00041655i,4.64e-05-0.00020589i,0.00027587-0.0002418i,-0.00034478-0.00028394i,-0.001199-0.00036559i,-0.00077806+9.007e-05i,-0.00111+0.00036111i,-0.0013097-0.00047618i
-0.00051615-0.0010205i,-0.001348-0.00040026i,-0.0011531-0.00020524i,-0.00029503-0.001257i,0.00011711-0.0019396i,0.00039351-0.0017947i,0.00068919-0.0013383i,0.00061715-0.00094015i,0.0010764-8.6315e-05i,0.0012671+0.00048137i,0.0013616+0.00043039i,0.0011483-1.633e-05i,0.0003626-0.00022071i,-0.00036895+0.00011361i,0.00023836+0.00032383i,0.0009763+0.00061023i,0.00050865+0.00015395i,-0.00039769-0.00073938i,-0.00011655-0.00049565i,0.00069429+0.0001149i,0.00060036-0.00012831i,0.00071903+0.00019594i,0.00066784+0.00051211i
-0.00035554+0.00085912i,-0.00048437-0.00089591i,-0.00088422-0.0010889i,-0.00070002+0.000379i,0.00031704+0.0010122i,0.00042341+0.00019554i,0.00074867-0.00058464i,0.00086485-0.00031787i,0.00049141-0.00035129i,0.00047228-0.00013334i,0.00072954+0.00039964i,0.001158+0.00038444i,0.0010137-0.00012253i,0.00024878-0.00056304i,0.0002783-0.00044733i,-0.00050724+2.5307e-05i,-0.00080022+0.00024408i,-0.00040953-1.9143e-05i,-0.00048066+6.7393e-05i,-0.00011779+3.7234e-05i,-0.00025977-0.00048101i,-0.00052472-0.00019511i,-0.00095376+0.00036526i
-0.0011298+0.0021689i,-4.7215e-05+0.0010035i,0.00048747+0.0016261i,0.00027656+0.0017601i,0.0012962+0.00049902i,0.0012033-0.00049208i,0.00079077-0.0011622i,0.00029256-0.0017405i,-0.00014629-0.0020063i,0.00049098-0.0014347i,0.0007545-0.00051246i,0.00045638-0.00061321i,-1.6765e-05-0.0010089i,-0.00067562+4.6346e-08i,-0.0011537+0.0011255i,-0.00064463+0.0016349i,-0.00027776+0.0015848i,-0.00019002+0.00077638i,-0.00015037+0.0005792i,0.00045999+0.00036135i,0.00063077+0.00054262i,9.2763e-05+0.00068798i,0.00018092-0.00025413i
-0.0011987+0.0014955i,-0.0010959+0.00082254i,0.00053216+0.00065139i,0.0024171+0.00038489i,0.0029291-4.7199e-05i,0.0016418-0.00081601i,0.00059748-0.00096682i,0.00050137-8.338e-05i,0.00040204+0.0004935i,0.00053059+0.00071091i,0.0013718+0.00021921i,0.0019776-0.00046009i,0.001311-0.00091587i,0.0003541-0.00053934i,0.00035787+0.00017052i,-5.7025e-05-0.00023087i,0.00011287-0.00053045i,0.00068307+0.00017789i,-5.1486e-05+0.00080839i,-0.00068484+0.00039633i,-0.00038011+0.00049172i,-0.00037233+0.00079814i,-0.00066811+0.00050182i
