0.0015696-0.00080173i,0.00097343-0.0012242i,-0.00012916-0.002321i,-0.0020679-0.0021937i,-0.0032766-0.00077987i,-0.0035263+0.00076641i,-0.0023345+0.0026768i,-0.00073705+0.0022915i,0.00070068+0.00056001i,0.0018116-0.00045847i,0.0013579-0.0014295i,2.1929e-05-0.0012045i,-0.00098467+9.6701e-05i,-0.0013678-0.00024256i,-0.0013902-0.001171i,-0.0012222-0.0013536i,-0.00041261-0.001424i,0.0004653-0.00091117i,0.00024857+0.00017801i,-0.00063203+0.00044472i,-0.00063445-4.1235e-05i,7.404e-05+1.0984e-05i,0.00044476+0.0005393i
0.0012944+0.0001071i,0.00056239+0.00031688i,0.00073745+0.00016389i,0.00050455-0.00069365i,-0.00026384-0.0010349i,-0.00085052+5.7694e-05i,-0.0005274+0.0018924i,0.00054616+0.0021551i,0.00062418+0.00081618i,0.0001842-0.00012377i,0.00027209-0.00046581i,0.00018352-0.00043943i,-0.0003503-0.00048207i,-0.00066861-0.00073397i,9.7652e-05-0.00045085i,0.00039711-0.00031419i,-0.00014984-0.00026389i,3.4825e-05-6.2338e-05i,0.00029298-1.7163e-05i,0.00021116-0.000186i,0.00043281+5.1802e-05i,0.00017831+0.00014601i,-0.00038337-6.77e-05i
0.00092801+0.00011828i,0.00094977-0.00061245i,0.0008064-0.00096593i,0.00041589-0.00082886i,-0.00061415-0.0014854i,-0.0013879-0.00025764i,-0.0010044+0.0015086i,-8.0537e-05+0.0010118i,0.00030101+7.6536e-05i,-0.00090247-4.8262e-05i,-0.0011253-0.00057548i,-0.00046396-0.0005196i,-0.00060494-0.00029115i,-0.00070495-0.00023456i,-0.00041513-0.00055818i,3.5108e-05-0.0010446i,0.00066124-0.0008777i,0.00063582-0.00070663i,-0.00012145-0.00065366i,-0.00014067-0.00081202i,0.00025508-0.0014562i,0.00047989-0.00099516i,0.00025228+0.00048615i
-0.0017417+0.00078093i,-0.0017155-3.0324e-06i,-0.00051473-8.4898e-05i,0.0002053-0.00047526i,-0.00071201-0.00037554i,-0.0012825+8.4604e-05i,-0.00064061+9.1962e-05i,-0.0004588-0.0003324i,-0.00085239-0.0001472i,-0.0010164-0.00030044i,-0.00045659-0.00083523i,0.00013274-8.4914e-05i,7.6738e-05+0.00045473i,6.0562e-05-0.00014366i,0.0007166-0.00079995i,0.0012149-0.00040043i,0.00062126+0.00026594i,-3.1589e-05+0.00060995i,-0.00051987-0.00018512i,-0.00067769-0.00083898i,-0.00031823-0.00072326i,-0.00018644-0.00022305i,-0.00031019+7.587e-05i
0.0016933-0.00036026i,0.001499-0.00014335i,0.00047076-0.00082956i,-0.00084309-0.00094645i,-0.0015468-0.0012547i,-0.0016131+0.00041482i,-0.00085364+0.0016049i,0.00024562+0.00083616i,0.00031984+0.00027072i,-0.00017049-0.00028483i,-0.00019221-0.00062477i,-0.0005174-0.00040483i,-0.00045338-0.00034387i,-0.00015873-0.00060498i,5.4498e-05-0.00045596i,0.00054011-0.00021863i,0.00037307+0.00014909i,0.00039648-2.7459e-05i,1.8233e-05-0.0007006i,-0.00021015-0.00034318i,-0.00055948+0.00021606i,-0.00084009-0.00036016i,-0.00073575-0.00020635i
-0.0011254-0.0011613i,-0.0013632-0.0010148i,-0.0015371-0.00022059i,-0.0016363+0.0012057i,-0.0018203+0.00074221i,-0.0012638+0.00052425i,-2.9729e-05+0.0013022i,0.00026014+0.00058351i,0.00016717-0.00066778i,9.2468e-05-0.00091154i,-2.7925e-06-0.00025163i,1.7716e-05-1.095e-09i,-0.00045182-0.00098898i,-0.00037344-0.0012845i,0.0001574-0.00055997i,0.00018294-0.00034488i,0.00017947-0.00073278i,0.00019473-0.0007864i,-9.6611e-05+5.381e-05i,-0.00094899+0.00038928i,-0.0014614-0.0006794i,-0.00089238-0.0010066i,-0.00014251+0.00010373i
-0.00026125-1.1377e-05i,-0.00020845-0.0010388i,0.00022377-0.00097122i,0.00041341-9.0694e-05i,-0.00062193+0.00014945i,-0.0011401-0.00019447i,-0.00052282-3.8865e-05i,0.00068057-0.00017044i,0.0013409-0.00035416i,0.0010648-1.8117e-06i,0.00066664-0.00025859i,0.00053701-0.00099381i,0.0002009-0.0010474i,-8.3097e-05-0.00045358i,-0.00062175+0.00029792i,-0.00083352+0.00028521i,-0.00055458-0.00049142i,-0.00032297-0.00050274i,-0.00060625-0.00047576i,-0.0014008-0.00039069i,-0.0010402+0.0005099i,-0.00040493+0.0011653i,-0.00073243+0.00064954i
-0.0012153-0.0011329i,-0.0035652-0.00080835i,-0.0033952+4.7056e-05i,-0.0023305+0.00040421i,-0.0020453+0.00040544i,-0.0009635+0.00084359i,-0.00039469+0.0012368i,-0.00051954+0.0011876i,-0.0005518+0.0001495i,-0.00013238-0.00048386i,0.00087559-3.223e-05i,0.0011341+0.00084366i,0.00030386+0.00062979i,-0.00065201+9.0124e-05i,-0.00045593-6.2727e-05i,-8.1074e-05-0.00036634i,-1.5733e-05-0.00063135i,0.00035662+3.9581e-05i,0.00070205+0.00077835i,0.00065216-0.00021597i,0.00087515-0.0011779i,0.00031082-0.00018625i,-0.0003155+9.9732e-05i
0.00063659+0.00111i,-0.00021645+0.00074202i,-0.00064804+0.00078531i,-0.00095455+5.395e-05i,-0.0016483-0.00040932i,-0.0017349+7.723e-05i,-0.00096147+0.00067872i,-0.00056587+0.00065243i,-0.00051993+0.0002319i,-6.427e-05-0.00040834i,0.00058652-0.0010252i,0.0006967-0.001118i,-0.00020987-0.00057584i,-0.00037274-0.00037227i,4.3957e-05-0.00042984i,0.00047575+0.0003203i,5.8541e-05+0.00016474i,-0.00034285+9.9161e-05i,-0.00033477+0.00013887i,-0.00029319-0.00051997i,5.3988e-05-0.0007391i,0.00050343+7.3365e-05i,0.00064191+0.00083658i
0.001011-0.0012069i,0.00031314-0.0013735i,-2.2688e-05-0.0020069i,-0.00053339-0.0018524i,-0.00076955-0.00072045i,-0.00053137+5.7458e-05i,-0.00027659+0.0010217i,0.00025222+0.0012358i,0.00099984+0.00063778i,0.00092625-5.8664e-05i,0.00037502-0.00052615i,0.00027708-0.00096052i,-0.00057011-0.00086045i,-0.00052036+0.00063182i,0.0003413+0.00147i,0.00027607+0.00035746i,2.499e-05-0.00039887i,-0.00014406-0.00019633i,-0.00029536-0.00077789i,-0.00038436-0.00067014i,0.00012785+0.00011405i,-7.6902e-05+0.00068977i,-0.00045926+0.00061419i
0.0014912+0.0018074i,0.00079749+0.00093928i,0.00070197+0.00024225i,0.00035352-0.00043578i,-0.00053828-0.00055726i,-0.0017189+0.00055132i,-0.001808+0.00086884i,-0.0010175+0.00054226i,-0.00090096+0.00031188i,-4.6844e-05-0.00034968i,0.00097837-0.00072137i,0.00038715-0.0011245i,7.2839e-05-0.0017888i,0.00058785-0.0013894i,0.00027906-0.00052099i,-0.00015034-0.00041937i,-0.00019331-0.00018977i,-0.00079952+0.00075375i,-0.00023648+0.00085272i,0.00090542+0.0013848i,0.00097249+0.0013239i,0.00053401+0.0001403i,9.2945e-06-0.00035435i
0.00033934+0.00072162i,6.8929e-05+0.0004837i,-6.7596e-05-0.00076646i,-0.00051893-0.0012867i,-0.00090285-0.00080438i,-0.001815+0.00045391i,-0.00076413+0.0016395i,0.0010227+0.0011807i,0.0013669+8.302e-05i,0.00095968-5.8355e-05i,-0.00021942+0.00051757i,-0.00046693+5.3514e-05i,-1.9392e-05-0.00078674i,-3.013e-06-0.0013224i,-0.00029202-0.00046176i,-0.00050122+0.00046592i,-0.00095523+0.00034124i,-0.0004974+0.00049347i,0.0003568+0.00080034i,0.00028277-0.00010684i,0.00010491-0.00082011i,0.00053837-0.00089647i,0.00014309-0.00072495i
7.2992e-05+0.00044769i,-0.00036762-0.00064364i,-0.0003911-0.0002673i,-0.0016239+0.0004488i,-0.0027843+0.00025229i,-0.0024308-5.6953e-05i,-0.0012238+0.00053042i,-0.00025333+0.00084124i,-0.0005479+6.8837e-05i,-0.00034522-2.8393e-05i,0.00055489-0.00024251i,0.00064868-0.00095416i,0.00013845-0.0010241i,-0.00061389-0.00067387i,-0.00055638-0.00077202i,-5.3255e-05-0.00021716i,0.00028315+0.0007962i,-0.00047905+0.0004158i,-6.1695e-05-7.7702e-06i,0.00063896-0.00045432i,-0.00019774-0.0007099i,-0.00019871-0.00075353i,-0.00015206-0.00098526i
0.00012325-0.0011568i,-0.00068875-0.00071456i,-0.00064267-0.00037495i,-0.00016258-0.00016568i,-0.00033879-0.00017969i,0.00021689-1.7484e-05i,0.00090975+6.8087e-05i,0.0013048+0.00022773i,0.00078892+0.00044i,3.0334e-05+0.00020486i,-0.00014065-0.00033696i,-8.7712e-05-0.00035435i,-0.00019067+4.0852e-06i,0.00036253+1.9569e-05i,0.00036095-0.00018443i,-0.00015469-0.00082593i,-0.00031617-0.0010461i,-0.00065426-0.00058358i,-0.00036577-0.00068158i,0.00043906-0.0008172i,0.0011647-0.00031508i,0.001178+0.00015011i,0.0011757+0.00016503i
-0.0016152+0.00051987i,-0.001867+0.0014172i,-0.0022108+0.0017064i,-0.00065804+0.0016642i,5.9768e-05+0.0015855i,-0.0010269+0.00069454i,-0.0011933-0.00023706i,-0.00086081-7.0441e-05i,-0.00067395+0.00059735i,-0.00062351+0.00059773i,-0.00038146-5.8404e-06i,-0.0002725-0.00086321i,-0.00017516-0.00053559i,-0.00034637-0.00048634i,6.5954e-05-0.001374i,0.00025284-0.00029971i,-0.00033056+0.00036453i,-0.00023942-2.3457e-05i,-0.00031406+0.00023966i,-0.00075549+0.0003169i,-0.00080336+0.00034043i,-0.00080519+0.0005687i,-0.00092455+0.00042324i
-0.00098033-0.00069173i,-0.0011786-0.00029291i,-0.00044806-0.00048316i,-0.00051016-0.00053491i,-0.00060291+0.00043255i,-0.00074416+0.0014067i,-0.00037758+0.0010064i,0.00061292+0.00039354i,0.0012896+4.6575e-05i,0.00071965-0.00030306i,-0.00012213-0.00012288i,0.00038175-0.00020163i,0.00017977-0.00035161i,-0.00034798-4.4636e-05i,-0.00012295+7.4404e-05i,-0.00024664-2.5811e-05i,-0.00054769-0.00039299i,-1.3185e-05-0.00014535i,0.00012723+0.00048989i,0.00040169+0.00028038i,0.00085031+0.00054237i,0.00060106+0.00082247i,0.00023636+0.00067924i
-0.00060032-0.00019001i,-0.00060349-0.0012504i,-0.0010723-0.0012744i,-0.0021211-0.00033257i,-0.0023331+0.00015815i,-0.0014025+0.0011416i,-0.00019855+0.0021073i,0.00013453+0.0010022i,0.00034259-0.00018046i,0.00013614-0.00051042i,-9.9456e-05-0.0014728i,8.3922e-05-0.0017838i,-0.00020611-0.00086705i,-0.00011938+0.00011836i,-0.00033247+0.00058126i,-0.0002693+0.00022405i,0.00049494+0.00023655i,0.00082852+0.00036859i,0.00068606+0.00025219i,0.00022235-0.00024483i,0.00052376-0.00042562i,0.00027398+0.00036199i,-0.00023362+0.00044289i
0.0004623+0.0019681i,0.00023493+0.0013327i,-0.00051493+0.00077904i,-0.00085585+0.00069487i,-0.00095618+0.00060998i,-0.00054331+0.00052663i,-0.00031874+0.00047824i,0.0002098+4.0619e-06i,0.00043602+2.0653e-05i,-9.701e-05+9.2783e-05i,-9.8731e-05-0.00041455i,-4.6905e-05-0.00080958i,-0.00027458-0.00028149i,-0.00080172+0.00056748i,-0.0010375+0.00081554i,-0.00045596+4.505e-05i,-0.00031451-0.0003661i,3.837e-05+0.00018742i,0.00010896+0.00062698i,-1.9872e-07+0.00037727i,0.00010274+0.00059182i,0.00071692+0.00048746i,0.00095037+7.2955e-05i
-0.0012623+0.0015447i,-0.0017494+0.0010553i,-0.00178+0.00097829i,-0.00015099+0.00057046i,0.0006035+0.00025223i,-0.00012226+0.00077385i,-0.0006109+0.0015867i,0.00026735+0.0016931i,0.00092883+0.00073423i,0.0010236+0.00022551i,0.00090595-0.00022871i,-0.00035207-0.00057081i,-0.0010039+0.00015283i,-0.00030285+0.00083436i,4.8974e-05+0.00076959i,-0.00011516+0.00038351i,-7.1793e-05+0.00036621i,0.00038908+0.00036514i,0.00039297-0.0002952i,-0.00094722-0.00080149i,-0.0016015-0.00052676i,-0.00046699-2.6411e-05i,0.00012348+0.0006861i
0.00026656-0.0013012i,-0.000305-0.0013213i,-0.00072578-0.0010617i,-0.0019499-0.0006145i,-0.0027538-0.0009451i,-0.0022174-0.00045832i,-0.00082836+0.00034999i,0.00081071-0.0005933i,0.00098453-0.0011145i,0.00035622-4.5356e-06i,-0.00048654+0.00063457i,-0.00078282+0.00021923i,-0.00096819-0.00061315i,-0.0012115-0.00030685i,-0.00026643+0.00011893i,0.00025717+0.00060406i,7.601e-05+0.00068418i,-0.00012004+0.00025366i,-0.00041366-0.00048569i,-0.0002927-0.00050313i,-7.0112e-05-1.9302e-05i,-0.0001094+0.00027897i,7.5006e-05+0.00031724i
0.0016769-0.0003216i,0.00077051+3.5138e-05i,-0.00018904-0.00027081i,-0.00088141-0.00013185i,-0.0019609+0.00075874i,-0.0026731+0.0014536i,-0.0012841+0.0017968i,-0.00050525+0.00088027i,-0.00020432-0.00022288i,-0.00076027-0.00059831i,-0.00096021+2.5253e-05i,-0.00071084+0.00041134i,-0.0010403+0.00034726i,-0.00092685+0.00019662i,-0.00043248-0.00013335i,0.00024044+0.00028091i,-4.1584e-05+0.00048496i,-0.00037178+0.00044372i,-0.00056371+0.00010608i,-0.00081811-0.00068039i,0.00016535-0.00056226i,0.00034382+0.00021435i,-0.00079152+0.00067129i
-0.00081933-0.00010108i,-0.0019219-0.00052507i,-0.0015883+8.9396e-05i,-0.0011074+0.00039546i,-0.001183-6.6407e-05i,-0.0013235+0.00038165i,-0.00025699+0.0010434i,0.00032992+0.0013065i,-0.00040426+0.00083371i,-0.00045387+0.00010514i,-0.00022013-0.00032178i,-1.496e-05-0.00037758i,-0.00035163-0.00012173i,-0.00022581+0.00012426i,0.00026619-0.00013748i,0.00053119-0.00014193i,0.00095504+0.00022583i,0.00079399+0.00010631i,-6.7907e-05-0.00023585i,-0.00019322-3.3316e-05i,-0.00055896+9.4013e-05i,-0.00062239-0.00032963i,-0.00018462-0.00032328i
-7.6845e-05-0.00011471i,0.00037679-0.00058247i,0.00035069-0.00074261i,-0.00020109-0.0012981i,-0.00080728-0.001387i,-0.00155-0.00052544i,-0.0013497+0.00037243i,-0.00013314+0.00030274i,0.00022358-0.00050144i,-0.00072337-0.0003781i,-0.0013847+7.1458e-05i,-0.00099624+0.00018324i,-0.00014713+0.00034632i,-0.00023393-0.00025643i,-0.00077503-0.00055619i,-0.00060871-0.00055419i,1.7817e-05-0.00053143i,0.00019161-9.9747e-05i,-0.00024298+0.00013249i,-0.00036364+4.6361e-05i,-0.00073239+0.00013435i,-0.00060641+0.00071051i,-0.00024981+0.00038078i
0.00037641-0.00015767i,-0.00090657-3.9601e-05i,-0.0019384+0.0011809i,-0.0021067+0.0016716i,-0.0013885+0.0014923i,-0.0010544+0.0014902i,-0.00085094+0.0013972i,-0.00086841+0.0011094i,-0.00045031+0.00014981i,-0.00040385-0.00033607i,-0.00049906-0.00049157i,0.00028863-0.00088726i,0.00050907-0.00031959i,0.00047383+0.00051387i,0.00034254+0.00054865i,-5.3491e-05+0.00016841i,-9.0404e-05+3.2507e-05i,-0.00019532-0.00050056i,-0.00025945-0.0010731i,0.00011878-0.00047771i,0.00044403-8.6065e-05i,-2.1693e-05-3.8762e-05i,-0.00020766+0.00025752i
0.00011166-0.0010875i,0.00028025-0.0011441i,-0.0004812-0.0015129i,-0.0012217-0.0022138i,-0.00069032-0.0017411i,-0.00048214-0.00020303i,-0.0006605+0.0007646i,-0.001047+0.00025549i,-0.00078369-0.00097219i,-0.00016565-0.00092284i,0.00016939-0.00022147i,0.00025847-0.00035816i,0.00013707-0.00049047i,3.7004e-05-0.00038189i,2.3755e-05-0.00034393i,7.4875e-05-3.2698e-05i,-0.00011638+0.00049907i,0.00022962+7.9793e-05i,0.00061554+0.00010585i,3.7634e-05+0.00065926i,-0.00030639+0.00016947i,-9.3344e-05-0.00028883i,5.8543e-05-0.0002681i
-0.001286+0.00071831i,-0.00050406+0.00080599i,0.00053949+0.0011174i,0.00085176+0.0012323i,-8.7243e-05+0.00080478i,-0.0011097+0.00021195i,-0.00098971+0.00096306i,-0.00040047+0.0015684i,0.0001614+0.0015078i,0.00056963+0.0010835i,0.00051433-1.7576e-05i,1.3574e-05-0.0012359i,0.00031626-0.00048654i,0.00048366-7.6751e-05i,-0.00020804-0.00039324i,-0.0003443-0.00035019i,-0.00014114+1.3829e-05i,-0.00021447+0.00032234i,-0.00052869+0.00018251i,-0.00064853+0.00020295i,-0.00026753+0.00052872i,0.00044375+0.00078459i,0.00067695+0.00020517i
-3.1528e-05-0.0015519i,-0.0010927-0.0024381i,-0.001171-0.0020537i,-0.0003611-0.00087821i,-0.00063076-0.00043237i,-0.0014744+0.00012653i,-0.0015988+0.00061706i,-0.00096552+0.00033438i,4.1234e-05+7.4994e-05i,0.00025217-0.00033285i,0.00011416-0.00069585i,-0.00030279-0.00016434i,-0.00024982+0.0002015i,-0.0003706-0.00049772i,-0.00025698-0.00094881i,0.00039887-0.00027098i,-4.1455e-06+0.001079i,-0.00036058+0.0010017i,0.00066471+0.00047733i,0.0014225+0.00022392i,0.00069118+6.2849e-05i,0.00029199+7.3612e-05i,0.00030302+0.00019616i
-0.00079365+0.00092968i,-0.0010749+0.00052615i,-0.00046468+0.00069555i,-0.00014596+0.001172i,-0.00087723+0.0016263i,-0.0021022+0.0016038i,-0.0022588+0.0010292i,-0.00078748+0.00086208i,0.00024502+0.0010416i,-0.00038091+0.00082288i,2.7854e-06-0.00013614i,0.00089924-0.0012507i,0.00068241-0.0013757i,-4.1487e-05-0.0011207i,-0.00030373-0.00089392i,-0.00019258-0.00077726i,0.00015599-0.00053401i,-0.00014462+0.00015072i,-0.00033488-4.8247e-05i,8.6512e-05-9.9462e-05i,0.00035591+7.291e-05i,0.00034449+0.00020915i,1.2068e-05+0.00076i
-0.0015263+3.6409e-05i,-0.0022552-9.7904e-05i,-0.0016927+6.8028e-05i,-0.0013614+0.00025172i,-0.0019707-0.00029221i,-0.0016275-0.00060449i,1.1542e-05-0.00020816i,0.001162+0.0001602i,0.0003323+0.00016311i,-0.00012826-0.00023768i,0.00060456-0.00061799i,0.00032182-0.0010734i,-0.00077842-0.0009605i,-0.001005-0.0012298i,1.3459e-05-0.0010931i,0.0004998-0.00012767i,-6.7389e-05+0.00046717i,-0.00019277+0.00013398i,0.00040558-2.8249e-06i,0.00066106+7.5173e-05i,0.00029896-0.00019237i,-1.1456e-05-0.00052979i,0.00017511-0.00060446i
0.00056395-0.00053838i,0.00010853-0.001063i,-9.8312e-05-0.0011729i,-0.00028633-0.0010957i,-0.00083582-4.7613e-06i,-0.00157+0.0018775i,-0.0011765+0.0019514i,0.00019298+0.00042939i,0.00062579-0.00011716i,-0.00017472+0.00024845i,-0.00051683-0.00036966i,-0.00054759-0.0011787i,-0.00081073-0.00055653i,-0.00081288+9.7815e-05i,-0.00050853-0.00012924i,-0.00022298+8.0045e-05i,-2.8299e-05+0.00013122i,-4.0652e-05+0.00013904i,-0.00035538+0.00015992i,-0.00035389-0.00012844i,0.00050909-2.4795e-05i,0.00019227+6.765e-05i,-0.00074399-0.00051828i
-0.0019301-0.0011121i,-0.00254+0.00080929i,-0.0027112+0.0016667i,-0.0021243+0.00040134i,-0.0012085-0.00098949i,-0.00054694-0.00066501i,0.00010635+0.00024855i,0.00012221-0.00027863i,-0.00079336-0.00083147i,-0.00089609-0.00056697i,-0.00053551+0.00019023i,-8.4129e-05+0.0010676i,-0.00012031+0.0005093i,-0.00054723-0.000332i,0.00010125-0.00051459i,0.00066687-0.00061835i,0.00044207-0.0010622i,0.00053012-0.00098791i,0.00024702-0.00014947i,-0.00068469+0.00025382i,-0.001018+3.5015e-05i,-0.00067222-0.00050325i,-0.00025988-6.3402e-06i
0.00034717+0.00024294i,-0.00012338-0.00050987i,-0.00060902-0.00047056i,-0.00098127-0.00021462i,-0.0010998-0.00019611i,-0.0017288-0.00026853i,-0.0011823+0.00016786i,-0.00053008+0.00081284i,-0.00026733+0.00070794i,0.00014417-0.00029809i,0.00033777-0.0010458i,0.00031595-0.00078139i,-0.00025499-0.00082867i,-0.0009981-0.00074299i,-0.00075141-0.00055037i,-0.00061401-0.00062i,-0.00057985-0.0010327i,-0.00025416-0.0011405i,-0.00014782-0.00058017i,-0.00021128-0.00017158i,6.7882e-05+0.00023284i,-0.00012167+0.00046917i,-0.00065761+5.0319e-05i
-0.00043739+0.0020409i,0.00054435+0.0020852i,0.00088727+0.0023711i,0.00049073+0.0011167i,3.7589e-05-0.00078534i,-0.0001878-0.00048561i,0.00019713+0.00059443i,0.00077534+0.00040939i,0.0010643-0.00012474i,0.0013371-0.00020409i,0.0013322+0.00010406i,0.00019989+1.9908e-05i,-0.00010056-0.00015039i,0.00026123+4.7751e-05i,-0.00022474-0.00026831i,-0.00030589+4.6485e-05i,-5.1468e-05+0.0010507i,-0.00030746+0.00049832i,6.9795e-05-0.00037579i,0.00022424-0.00029426i,2.6846e-05-0.00027303i,-5.2243e-06-0.00049492i,-4.2877e-07-0.00052775i
3.6975e-05+0.00036631i,-0.00080811-0.00055544i,-0.0016317-0.00078276i,-0.002659+0.00014942i,-0.0025393+0.00016011i,-0.0014547+0.00026823i,-0.00054647+0.00074816i,9.9815e-05+0.00033497i,0.00036425-0.0003201i,0.0002827-0.00012536i,0.00013422+2.0737e-05i,-7.9399e-05-0.00043431i,-0.00040316-0.0011201i,-0.0003903-0.001135i,-0.00028588-0.00063856i,-0.00071377-0.00032266i,-0.00034-0.0004843i,0.00028857-0.00092314i,-0.00030111-0.00073527i,-0.00086438-0.00030183i,-0.00031461-1.078e-05i,0.00023102+4.0673e-05i,0.00034792-0.00052407i
-2.3458e-05+0.0010897i,-2.7081e-05+0.0014356i,0.00018097+0.0016161i,0.00037162+0.00013216i,1.7543e-05-0.0010468i,-0.00081715-0.00036433i,-0.00058181+0.00089764i,0.0001302+0.0014129i,-0.00055735+0.001624i,-0.000889+0.0015108i,-0.00048898+0.00062817i,-9.0478e-05-0.00043409i,7.3021e-05-0.00075395i,-0.00018861-0.00093469i,-0.00038275-0.00040324i,0.00012553+0.00030734i,0.00093669+0.00022818i,0.0016628+3.4515e-05i,0.001247-0.00023787i,-5.0164e-05-0.00043202i,-0.00047678+0.0001617i,0.00037888+0.00043531i,0.00028473-0.00037418i
0.00068976+0.00068956i,-0.00076815-0.00028209i,-0.0017229-0.0001723i,-0.00078269+0.00016282i,-0.0009232-0.00039337i,-0.0020586-0.00083986i,-0.0015542-0.0003277i,5.4453e-05+0.00040273i,0.0008021+4.9086e-05i,0.00060309-0.00080602i,0.00014653-0.0012401i,0.00026019-0.0010401i,0.00073201-0.00095332i,0.00087014-0.00068151i,0.00040804-2.9519e-05i,0.00036961-9.8642e-05i,0.00019914-0.00019682i,-0.00047294+0.00013039i,-0.00010883-0.0001878i,0.00025858-0.000129i,0.00011422+0.00050621i,0.00032016-0.00010505i,0.00057169-0.00069243i
0.0023863+0.00012652i,0.00078076-0.00011787i,-6.9213e-05-0.00091187i,-0.00064716-0.001232i,-0.0013168-3.8779e-05i,-0.0014023+0.0015414i,-0.00053686+0.0012934i,-8.323e-05+0.00047779i,-0.00058096-0.00018665i,-0.00033303-0.0016276i,0.00020146-0.0019401i,-0.00055731-0.0013373i,-0.0006857-0.00098652i,0.00028-0.00056377i,0.00033801-0.00029188i,-0.00021758-0.00026946i,0.0001458-0.00022222i,3.6642e-05+0.00048633i,0.0007058+0.00057988i,0.00072641+0.00063038i,0.00052927+0.00013535i,0.00094213+0.00015157i,-0.00023123+0.0011342i
0.00035266+0.00085022i,-0.00065866+0.0012235i,-0.00041988+0.0013647i,7.03e-05-0.00048103i,-1.5584e-05-0.0015666i,2.4598e-06-0.00033405i,0.00059278+0.00043095i,0.0013924+0.00043298i,0.0014487+0.00068511i,0.00048272+7.0129e-05i,-0.00059069-0.0013345i,-0.00034261-0.00097527i,-0.00031416-0.00039359i,-0.00084913-0.00025467i,-0.00044447+2.0826e-05i,0.00020855-0.00056048i,0.00066738-1.5344e-05i,5.6445e-05+0.00067793i,-0.00078542+0.0005634i,-0.00063108-3.5347e-05i,-0.00036817-0.00060633i,-0.00031791+3.2941e-05i,-0.00047133+0.00081313i
0.0010271-0.00047239i,0.00040118-0.0014532i,-0.00017442-0.0025287i,-0.00038423-0.0026776i,-0.0017525-0.00093284i,-0.0026432+0.00065372i,-0.0022004+0.00072606i,-0.0015923+0.0003109i,-0.00048871+0.00010678i,0.00020405-0.00017866i,0.00024889-0.00048759i,-7.437e-05-0.001308i,3.0238e-05-0.0014274i,-0.00027208-0.0001004i,-0.00033733+0.00040171i,-0.00028885+8.4461e-05i,-0.00016573+0.00041478i,0.00018115+0.00047258i,-0.00034391-0.0002206i,-0.0011809+0.00011971i,-0.0010001+0.00061937i,-0.00074617+0.0007827i,-0.00051702+0.00075401i
0.00089696+0.0027159i,0.00014295+0.003128i,0.00080253+0.0028582i,0.002173+9.1121e-05i,0.0014955-0.001142i,-0.00049495+0.00031953i,1.3043e-05+0.001158i,0.0012715+0.0010127i,0.0010244+0.00017801i,0.00095494-0.00051176i,0.0015351-0.0006978i,0.00099965-0.00022647i,-0.00036397+5.6612e-05i,-0.00037871-0.00079513i,0.00019873-0.0010189i,0.00040107+5.9543e-05i,0.00010556+0.00048533i,-0.0003718+0.00060585i,4.3361e-05+0.00017257i,0.00078715-0.00019419i,0.00056028+0.00010172i,0.00010495-0.00017511i,-0.00012409-0.00020871i
-0.0020914-0.00085338i,-0.0027605-0.00061183i,-0.0029024+8.5271e-05i,-0.0021548+0.00031064i,-0.00049682-0.00043458i,8.7304e-05-0.0010401i,6.7407e-05-0.001294i,0.00023684-0.00079275i,0.00059236-0.00019071i,7.9642e-05-0.00063651i,-0.0003053-0.00099131i,-0.00060214-0.00027865i,-0.00035491+4.7127e-05i,-0.00034486-0.00011633i,-0.00062339-0.00050671i,-0.00071505+0.00010427i,0.00019746+0.00040472i,0.00085029+0.00047382i,0.00096381+0.00084679i,0.0010948-3.825e-06i,0.00026158-0.00079823i,-0.00029976-0.00047492i,-0.0006589+5.1698e-05i
-0.00019666+0.0019642i,-0.00033501+0.0016675i,0.00047127+0.00076697i,0.0013861-8.744e-05i,0.001043+0.00015385i,-0.00022279+0.00082648i,-0.00084692+0.0014683i,-0.00068744+0.0016693i,-0.00017145+0.0014826i,0.0005327+0.0010631i,0.00074997+0.00010377i,0.00051489-0.0011325i,0.00026698-0.001695i,-0.00064229-0.0012956i,-0.00086146-0.0010765i,-0.00017877-0.00026009i,-3.9645e-07+0.00036189i,-0.0001043-0.00028873i,-0.00051924-0.00051585i,-0.00072312-0.00015346i,-0.00062946-0.00032718i,-0.00071184-0.00072233i,-0.00087086-0.00012921i
-0.0010589+1.2452e-05i,-0.00095759+0.00044159i,-0.0015474+0.00079057i,-0.0024982+0.00035108i,-0.0022515+0.00021688i,-0.00061344+0.00031603i,0.00011663+0.00026062i,-0.00024256+0.00041138i,0.00013157+0.00018598i,-0.00013855-0.00069404i,0.00015653-0.0009011i,0.00043919+5.0925e-05i,0.00023422+0.00020422i,2.4444e-05+0.00043671i,-3.7808e-05+0.00086091i,0.00093438+0.00077036i,0.00035383+0.00054631i,-0.00033064+0.00012668i,-2.7209e-05-0.00043034i,-0.00045876-0.00053233i,-0.0010343+5.9477e-05i,-0.00068235+0.00064036i,8.458e-05+0.0011363i
