0.00059831+4.0684e-05i,0.0010591-0.00061485i,0.0007882-0.00060599i,-0.00032288-0.00094628i,-0.0023697-0.00035891i,-0.0030349+0.0010465i,-0.0018868+0.0015534i,-0.00061825+0.0013885i,0.0005661+0.0012989i,0.0015273+0.00029633i,0.0019011-0.0012989i,0.0011656-0.0015822i,-0.00024016-0.00077642i,-0.00048726-4.819e-05i,-0.00031866-0.00054265i,-0.0003052-0.00047661i,-0.0005964+0.00062618i,0.00010899+0.00095787i,0.00068222+0.0012172i,-0.00030841+0.0013176i,-0.0002796+0.00027889i,-0.00054563-0.0010598i,-0.00017715-0.0015303i
-0.0011715-0.0016008i,-0.00079414-0.00089264i,-0.00048112-0.00047109i,-0.0015094+0.00010141i,-0.0026164+0.00046692i,-0.0018425+0.0003167i,-0.00079274+0.00041635i,0.00042653+0.00068107i,0.00083337+0.00033839i,0.00051199+0.00013463i,0.00025588-0.00033595i,0.00031781-0.00063633i,0.0002409+0.00033497i,-0.00039902+0.00033923i,-0.00039356+0.00023842i,-0.00035344+0.00054703i,-0.00034783+4.0085e-05i,-4.4137e-06-0.0001644i,0.00017676+2.2765e-05i,0.00026118-0.00047776i,0.00081487-0.00083651i,0.00056721-0.00017879i,-0.00058375+0.00058914i
0.0039521-0.0022381i,0.0032252-0.0036885i,0.0012797-0.0044683i,-0.0015376-0.0031743i,-0.0027059-0.00074723i,-0.0023588+0.0007312i,-0.0012421+0.00131i,-0.00016731+0.0014363i,-2.8965e-05+0.00065243i,-9.6497e-05-0.0002907i,-0.00056648-0.00023089i,-0.00054498-0.00021272i,-0.00040034-0.00049717i,-9.4311e-05-0.0008474i,0.00024179-0.00064482i,0.00061503-0.00040123i,0.000422-0.00067182i,-0.00013096-0.00064019i,6.5241e-05+0.00021584i,1.3481e-05+0.00043164i,0.000617-0.00045148i,0.0010126-0.00061767i,0.00021292+0.00020448i
-0.0012323-0.00043039i,-0.00047716-0.001323i,-0.00030337-0.00088532i,-0.0010243+0.00015516i,-0.0016969+0.00035239i,-0.0018584+0.00054578i,-0.0014069+0.0011238i,-0.0010128+0.0015434i,-0.0008718+0.00085044i,8.1037e-05-0.00036382i,0.00032411-0.0009111i,-5.6722e-05-0.0010965i,-0.00051918-0.0015826i,-0.00046852-0.0012414i,-0.0002064-0.00028566i,-0.00066239+0.00017753i,-0.00064507+7.801e-05i,-0.00015499-0.00054393i,-0.00031571-0.00068373i,-0.00017708-0.00018352i,0.00015266+0.00050179i,-0.00020791+0.00065919i,3.4356e-05+0.00041291i
0.0025422+0.00047294i,0.0016828-0.0007952i,0.0020722-0.0018107i,0.0019117-0.0013987i,0.00047759-0.0012509i,-0.00053463-0.00098566i,-0.00036528+0.00037428i,0.00049646+0.0016568i,0.00038473+0.0017211i,0.00012618+0.00034906i,0.00010852-0.0011435i,0.00025387-0.0020954i,0.00062622-0.0016329i,0.00022668-0.00049593i,-0.00052193-0.00023785i,-0.0004986-0.00084164i,-4.0564e-05-0.00058286i,-0.00037013+0.00036639i,-0.0004811+0.00039314i,-0.00010885+0.00019175i,-2.9639e-06+0.00037606i,0.00052614+0.00071625i,0.00026049+0.00047865i
0.00087448-0.0015004i,0.00033068-0.0021561i,-0.001135-0.0016217i,-0.0019657-0.0007092i,-0.001269-4.051e-05i,-0.0011496+0.0003822i,-0.0017297+0.00078164i,-0.00084005+0.00064642i,0.00028741+0.00050902i,0.00012244+0.00013241i,-0.00017737-0.00061563i,-4.152e-05-0.00022781i,-0.00011533-7.5768e-06i,-0.00083725-0.00067083i,-0.00077131-5.3516e-05i,-0.00061719+0.00013473i,-0.00082374-0.00042011i,-0.00045521+0.00012808i,-0.00049946+0.00027214i,-0.00065263-0.00010303i,-0.0003259+0.00050463i,-0.00020509+0.0013933i,0.0002887+0.0012271i
-0.0022981+4.0604e-05i,-0.0019759+7.5052e-05i,-0.002411-0.00044447i,-0.003256-7.6348e-05i,-0.0025585+0.001005i,-0.00073286+0.0012046i,-0.00016826+0.0013105i,0.00010958+0.0011544i,0.00044468+0.00063934i,0.00031082+5.7116e-05i,-5.6761e-05-8.2955e-05i,4.7963e-05-0.00037853i,6.2804e-05-0.00028331i,-9.3195e-05-0.00012973i,-0.00033469-0.0005785i,-0.00050829-0.0008041i,-0.00048448-0.0010783i,-2.2353e-05-0.00057043i,0.00030406+0.00016196i,-0.00013347-0.00045982i,-0.00016203-0.00044938i,0.00035822-0.00014712i,0.00040403-0.00032428i
-0.0010621-0.0027814i,-0.0017685-0.0011811i,-0.0027726-0.00026181i,-0.0029117-0.00029746i,-0.0023836+0.00060537i,-0.0020674+0.0012339i,-0.0015362+0.0010257i,-0.0008033+0.00064654i,-0.00027554+0.00019658i,0.00029788-0.00069412i,-3.8178e-05-0.0004197i,-0.00016486+0.00048463i,0.00043227+3.779e-05i,0.00070654-0.00070887i,0.00037933-0.0012894i,-0.000225-0.00092421i,-5.1439e-05-0.0005034i,0.00070114-1.9819e-05i,0.0010553-0.00014465i,0.00072103-0.00076381i,0.00034369-0.00033046i,0.00020469+0.00028972i,-0.00020805+0.00012607i
0.00056785+0.00042232i,0.00097921-0.00031678i,0.0010341-0.00071926i,1.4716e-05-0.00016542i,-0.0011407+0.00034226i,-0.0013258+0.0003755i,-0.00082271+0.00065654i,-7.1561e-05+0.0012118i,0.0009754+0.0012017i,0.00106+0.00013649i,0.00025519-0.00104i,-0.00060408-0.0013913i,-0.00085194-0.0011865i,-0.00039649-0.00093686i,-0.00038297-0.0012312i,-0.00077037-0.0006414i,-0.00047171+0.00050574i,1.5288e-05+0.00066263i,5.9935e-05+0.00018251i,-0.00015218-0.00015923i,-0.00016028-0.00012341i,8.6403e-05+0.00037098i,3.7029e-05+0.00098426i
-0.0018762+4.3569e-05i,-0.0013296+0.00030042i,-0.00025796+0.00085699i,-0.0007693+0.001389i,-0.0021614+0.0016585i,-0.0020938+0.0013177i,-0.0013907+0.0010583i,-0.00058306+0.0013138i,-0.0006767+0.001496i,-0.001049+0.00076735i,-0.0002696-4.2149e-05i,0.00017225+0.00076434i,-0.00035145+0.00090416i,-0.00060325+0.0003417i,-0.00036973+0.00012809i,-3.9708e-05+0.00053844i,0.00056847+0.00079662i,0.0012851+0.00020765i,0.00058388-0.00036743i,5.2843e-05-0.00087871i,0.00067614-0.00038978i,0.0002857+5.353e-05i,0.00053473+0.00013411i
-0.0018691-0.00063665i,-0.0001137-0.00098437i,-0.0002811-0.00099176i,-0.00066221-6.5124e-05i,-0.00090291+0.00083018i,-0.00069027+0.0013053i,-1.5008e-05+0.0022503i,0.00018579+0.001933i,-0.00021505+0.0007528i,-0.0002842+0.00010536i,-0.00040237+0.00034574i,-0.0010263+0.00066795i,-0.00086339+0.00041084i,-0.00028286-0.00034165i,8.0354e-05-0.00069256i,0.0006061-0.00033357i,0.00031813-0.00020156i,-0.00022254+0.00053597i,-0.00014679+0.0007358i,0.0004276+0.00012943i,9.3296e-05-4.1468e-05i,-0.0004614+2.7667e-05i,-0.00057355+0.00031253i
-0.00098737+0.00057364i,-0.00092967+0.00058234i,-0.00062565+0.00071148i,-0.00023284+0.0016199i,-0.00038587+0.0023472i,-0.00063583+0.0010682i,-0.00044479+0.00080324i,0.00016527+0.0015272i,0.00033728+0.0012285i,0.00034462+0.00049305i,0.00016495-0.00038771i,-0.00025505-0.0011671i,-0.00035398-0.0012297i,-0.00021556-0.00036079i,-2.5492e-05+0.0004407i,-0.00031221+0.0003207i,-0.00075411-0.00012322i,-0.00045757-0.00026727i,9.3717e-05-2.893e-05i,0.00078195+0.00024456i,0.00065096+0.00083074i,-2.9804e-05+0.00079577i,-0.00023261+8.218e-06i
0.0010623-0.0011082i,0.00091806-0.0016558i,-0.0002722-0.0017073i,-0.0015889-0.0021034i,-0.0021389-0.0014638i,-0.0020247+0.00027149i,-0.001291+0.0012199i,-0.00035224+0.0014274i,0.00051049+0.00094334i,0.00081328+0.00054554i,-5.9114e-05+0.00019545i,-0.00024118-0.00033818i,-1.1898e-05-0.00065498i,1.2325e-05-0.00079052i,2.7147e-05-0.00021696i,-9.9018e-05-1.5947e-05i,0.00041335+0.00015127i,0.00035562+0.00011422i,-0.0001445-0.00050177i,0.00016156-0.00052965i,0.00033625-0.00052924i,-9.3313e-05-0.00034808i,-0.00022978-0.00012924i
-0.00085102-0.00014523i,-0.00097346-0.00035344i,-0.0016061+0.0010995i,-0.0018873+0.0014428i,-0.0017404+0.0014689i,-0.0014776+0.0015664i,-0.00073342+0.0011298i,-0.00023439+0.00098226i,-0.00052389+0.0010523i,-0.00059658+0.00031873i,-0.0003684-5.4889e-05i,-0.00016416-0.00025628i,0.00029315-0.0010934i,0.00041398-0.00086655i,0.00043778-0.00074945i,0.00035274-0.0010664i,3.2226e-05-0.00096024i,-0.00024946-0.00090971i,-0.00044876+1.0557e-05i,-0.00071679+0.00019053i,-3.9238e-05-0.00055382i,0.000379+5.6019e-05i,9.8437e-05+0.0010985i
-0.0020069+0.00014913i,-0.0020173-7.2991e-05i,-0.0020272-0.0010809i,-0.0013879-0.00086461i,-0.0012509+0.00055838i,-0.0022118+0.0013918i,-0.0022829+0.0011286i,-0.00048555+0.0009157i,0.001014+0.00023199i,0.0012737-0.00072735i,0.0014811-0.0011414i,0.0013666-0.00080663i,0.00011468-0.00032498i,-0.00079092-0.00032787i,-0.00038067+0.00016975i,-0.00020387+0.00060922i,-0.0001176+0.00020516i,7.1079e-05-0.00052876i,0.00037147-0.0010335i,0.00050633-0.00046931i,0.00039229+1.8977e-05i,0.00017798+0.00017885i,-0.00022334+0.00025466i
0.0013166-0.0037381i,-0.00037436-0.0044229i,-0.0013335-0.0038666i,-0.002602-0.0026668i,-0.0030374-0.0013781i,-0.0018699+0.00061883i,-0.00046941+0.0016165i,3.2324e-05+0.0010847i,9.1941e-05+0.0003861i,-0.00031664+0.00014864i,-0.0006441+0.00014252i,0.00012403+9.4956e-05i,0.00069544-0.00030137i,0.0004948-0.00075128i,0.00018781-0.00020058i,-0.0004642+0.00016225i,-0.001333+0.00023431i,-0.0012061+0.00019798i,-0.00058985-0.00045206i,-7.1253e-05-0.00065482i,-8.1779e-06-0.00033317i,-4.6077e-05-0.00064458i,-0.00044318-0.0001509i
-0.00046814-0.002657i,-0.0011856-0.0029381i,-0.0024548-0.0018586i,-0.0037816-0.0003014i,-0.0035522+0.00040934i,-0.0025358+0.00091485i,-0.0016534+0.0015083i,-0.00061378+0.00075433i,0.00072093+0.00067453i,0.00067936+0.00059678i,-0.00046008-0.00039926i,-0.00073826-0.00021037i,-8.2851e-05-0.00032029i,0.00060386-0.00025709i,0.00010036+0.00017772i,-2.3729e-05-0.00011395i,0.00041937-0.00046931i,0.00016323-0.00077391i,0.00039137-0.00059203i,0.00035599-0.00042032i,-2.1097e-06-0.0011688i,-0.00041023-0.001358i,-0.0011043-0.0003163i
0.0010227-0.00017141i,0.00074196-0.0010825i,-0.00041182-0.0019508i,-0.0017901-0.0013638i,-0.0019852+0.00014772i,-0.0015522+0.0011899i,-0.0012567+0.0019061i,-0.00020988+0.0018452i,0.00071131+0.0009494i,0.00050871-9.7056e-05i,-0.00070864-0.00089404i,-0.0012034-0.00099664i,-0.0011574-0.00034463i,-0.00063645-0.0002397i,-0.00019973-0.00047283i,-0.00066211-0.00030737i,-0.00030985+0.00024387i,0.00015297-9.4792e-05i,0.00031837+2.1348e-06i,2.2325e-05+0.00061112i,-0.0006433+0.00036141i,-0.00056023+0.00011928i,-0.00025735+0.00032046i
-0.00013342-0.00083929i,0.00044133-0.0011705i,-0.00073283-0.0012694i,-0.0017132-0.00053425i,-0.0019249+0.00030946i,-0.00097069+0.00056148i,-0.00091965+0.0016084i,-0.00080065+0.0013784i,0.00015271+0.00013711i,0.00066219-0.00030684i,0.00099073+0.00011867i,0.00067917+0.00021804i,-2.0977e-05-0.00026047i,-0.00093036+0.00010364i,-0.00078283+0.00075958i,0.00026381+0.00020263i,0.00069699-0.00048714i,0.0010511-1.3979e-05i,0.00095536-6.1667e-05i,0.00019282-0.00063343i,-0.00035906-1.6278e-05i,-0.00087336+0.00086431i,-0.00097924+0.0013925i
-0.00066073-0.0019269i,-0.0022252-0.0015775i,-0.0021934-0.0019038i,-0.0018387-0.0006965i,-0.0021568-0.0001266i,-0.0021622+0.00023117i,-0.0014889+0.00050395i,3.9363e-05-5.1613e-05i,0.00046719-0.00063569i,0.00048883-0.00045951i,0.00030729-8.794e-05i,9.1831e-05-2.674e-05i,0.00022802-0.0003546i,-0.00013182-0.00057247i,-0.00074249-0.00076475i,-0.0012182-0.00039384i,-0.0011897-0.0001975i,-0.00042649+8.8406e-06i,0.00020685+4.998e-05i,-0.00021448-0.00058827i,0.00019664-0.00055451i,0.00011997+0.00036945i,-0.00093623+0.00077181i
0.00017601-0.0019947i,5.5338e-05-0.0013565i,-0.0013185-0.00067404i,-0.0028874-0.00031779i,-0.0033493+0.00081811i,-0.0028443+0.00096629i,-0.0018098-0.00031898i,-0.00042005-0.00028203i,0.0005987+0.00022826i,0.00059845-0.00027306i,0.00040179-3.1874e-05i,0.00026292+0.000545i,0.00011938+0.00058293i,-0.000232+0.00049177i,-0.0001484+0.00072581i,-0.00048909+0.0011556i,-0.00044883+0.00060476i,0.00038217+0.00035908i,0.00060432+0.00087678i,0.00021913+0.00060017i,-1.6321e-05-4.5719e-05i,-0.00029848-0.00043486i,-4.7778e-05+0.0001787i
0.00038207+0.00013495i,0.00053535-0.0010994i,0.00045424-0.0011461i,0.00061746-0.00030663i,-0.00041872+0.00039197i,-0.0018068+0.00073634i,-0.0014894+0.0011043i,0.00043954+0.001586i,0.0013155+0.0014844i,0.0014836+0.00020909i,0.0012617-0.00029312i,0.00021678-0.00050454i,-0.00031028-0.0012363i,-1.2151e-05-0.0012001i,0.00034456-0.00048372i,0.00034701-0.00046271i,0.00059648+0.00026717i,0.0008005+0.00108i,0.0011948+0.00079485i,0.0013281+0.00033319i,0.00096075-0.00044207i,0.00086299-0.00072933i,0.00020531+0.00030314i
-0.0008032-0.0016133i,-0.00052829-0.002569i,4.6717e-05-0.0026485i,-0.00064938-0.0021266i,-0.0014683-0.0015436i,-0.0017882-0.0002173i,-0.0011946+0.00105i,-0.00020429+0.0020565i,0.00076618+0.0012594i,0.0004565-0.00023277i,-0.00054514-0.00059391i,-0.00095804-0.00055303i,-0.00053094-5.9596e-05i,-0.00047502+0.00011301i,-0.00021759-0.00034138i,0.00052829-0.00018945i,1.7237e-06+0.00068362i,-0.00026533+0.00076953i,0.00017544+0.00038189i,0.00028704-4.4732e-05i,-0.00041962-0.00013507i,-0.00093154-0.0001468i,-0.00098133-0.00017226i
0.00030836-0.0028605i,-0.00058329-0.0030407i,-0.0019081-0.0026634i,-0.002608-0.0010229i,-0.0029776+0.00016786i,-0.0027595+0.00060366i,-0.0016675+0.0010934i,-0.00040417+0.0011728i,0.00088554+0.00051344i,0.0012947+0.00014752i,0.000554+6.153e-05i,-6.71e-05-2.732e-05i,-3.4727e-05-5.157e-05i,0.00049537+0.00042133i,0.00077056+0.00031187i,0.00072434-9.3704e-05i,0.00073878-0.00035833i,-1.9699e-05-0.00050159i,-0.00074119-0.00034491i,-0.00069182-0.00034001i,-0.00028021-0.00021147i,-0.00031808-0.00013029i,0.0002958+0.00028481i
0.00070264+0.000423i,0.00075194-0.00076628i,0.00057049-0.0010231i,7.8455e-06-0.00060109i,-0.00086084-0.00017343i,-0.0012591+0.00075801i,-0.0013932+0.001051i,-0.00064923+0.0012638i,0.00018847+0.0010745i,0.00021158+0.00052005i,0.00010813-0.00025954i,0.0002635-0.0010698i,1.5465e-05-0.00089703i,-0.00032728-0.00044303i,-0.00060451-0.00060298i,-0.00050701-0.00085648i,-0.00019024-0.00028752i,-0.00081353+1.3835e-05i,-0.00084771-0.00022691i,-0.00040017-5.7154e-05i,0.00037539-3.2609e-05i,0.00062473-0.00010143i,6.412e-05-0.00055003i
-0.00030605-0.00032982i,-0.0004124-0.00044377i,-0.00067474-0.00069247i,-0.00079555-0.0015538i,-0.0013352-0.0013116i,-0.0018141-0.00033247i,-0.00068117+0.00071674i,0.00040142+0.0018389i,0.00031857+0.0010635i,0.00048497-0.0011518i,0.0001784-0.00093125i,-0.00037782-0.00025976i,-0.00010468-0.00081052i,0.00014769-0.00078963i,0.00055762-0.00062916i,0.00095044-0.00047022i,0.00077038+0.00018336i,0.00067226+0.00018337i,0.00049856-6.4803e-05i,0.00016886-0.00027739i,-0.00039853+6.656e-06i,-7.3805e-05-0.00010897i,0.00046105-0.00036112i
0.00094098+0.00030854i,0.00070333-0.001213i,0.00015167-0.0018209i,-0.00093738-0.0021421i,-0.0019107-0.0012596i,-0.0016622-0.00022114i,-0.00068889+0.0006319i,0.0004054+0.0016031i,0.0015287+0.0011117i,0.001021-0.00017544i,-0.00019534-0.00036785i,-0.00043142-0.0002636i,0.00020982-0.00015742i,-2.6496e-05+0.00010011i,-0.00068323+0.00019634i,-0.0002639-0.00019874i,0.00056244-0.00016558i,0.00013567-0.00062539i,4.9576e-05-0.00018029i,0.00038047+0.00071748i,0.00014301-0.00012448i,-6.4258e-05-0.00060401i,-0.00073657-0.00022948i
-5.4893e-05-0.0013338i,-0.00093563-0.0017882i,-0.0014198-0.0018841i,-0.0017369-0.00044846i,-0.002387+0.00019165i,-0.0024922+2.6919e-05i,-0.0014984+0.0010425i,-0.00030169+0.0017537i,0.00057544+0.00081594i,0.00039001-0.00027918i,-0.00052318-6.9675e-05i,-8.8554e-05+0.0007168i,0.00044777+0.00047041i,0.00080994+0.00018835i,0.00051138+0.00038756i,-0.00021021+0.00022805i,0.0002429-8.0076e-06i,0.00074486-1.9774e-05i,4.2598e-06+0.0005535i,-0.0003757+0.00064494i,0.00048861+0.00037819i,0.00035181+0.000522i,-0.00015809+0.00040994i
0.00086299+0.00014798i,0.0011446-0.00077015i,0.0015345-0.0018063i,0.0010289-0.0020543i,-0.00011117-0.00038359i,-0.0007128+0.00047709i,-0.00027623+0.00090169i,0.00036738+0.0015764i,0.0011023+0.0010308i,0.00091717-0.00024127i,-0.00015013-0.0013707i,-0.00058724-0.0014679i,-0.00045283-0.0012174i,0.00021702-0.00090092i,0.00064687-0.00066746i,-0.00013921-0.00042181i,-0.00024656-0.00012603i,0.0010806-0.00019049i,0.0012183-1.934e-05i,0.00068808+0.00034664i,0.0003124+0.00063821i,-0.00038764+0.0011471i,-0.00079807+0.0006831i
0.0010446-0.00026563i,0.00060459-0.0010146i,-0.00032914-0.0017094i,-0.00049049-0.0019296i,-0.00060256-0.00071769i,-0.0014185+0.00071972i,-0.0012603+0.0010348i,-0.00052607+0.0010469i,-0.00030854+0.00055323i,1.6818e-05-0.0004672i,0.00055736-0.0011912i,0.00031991-0.00098778i,4.943e-05-0.00084332i,0.00026379-0.00070703i,0.00067034-0.0009337i,0.00041817-0.0013284i,-0.0004478-0.00069404i,-0.00022524+0.000355i,-0.00024744+0.0001139i,-0.0010776-0.00060144i,-0.00093782-0.00010577i,0.00045257+0.00014582i,0.00085374-0.00023839i
-0.0016607+0.00034192i,-0.00055635-6.0409e-05i,-0.00042327-0.00067571i,-0.0008766-0.00078008i,-0.0012245-0.00031155i,-0.0013811+0.00030476i,-0.0006336+0.00086006i,0.00016117+0.0013348i,4.6622e-05+0.00092259i,0.00021489-1.7181e-05i,-4.6646e-05-0.00022327i,-0.00075387-0.00029138i,-0.00022674-7.9703e-05i,-0.00033029+0.00090923i,-0.00073165+0.00097423i,1.5344e-05+0.00041246i,0.00030762+0.00048389i,0.00014165+0.00071935i,0.00073696+0.00067264i,0.0012523+0.00024106i,0.00070337+4.9654e-05i,-0.00024141+0.00017926i,-0.00019954+0.00038938i
-0.00015516-0.00015461i,-0.00088387+0.00067966i,-0.00079002+0.0013313i,-0.0015499+0.0015767i,-0.0018782+0.001182i,-0.0014671+0.00097093i,-0.0012487+0.001363i,-0.00070232+0.0015844i,-2.4756e-05+0.00090724i,0.00046393+0.00047229i,0.00083463-0.00029727i,0.0002381-0.001035i,0.0001266-0.0011041i,0.00060785-0.0006859i,0.00095719-7.5082e-05i,0.00073178-0.00024662i,2.4582e-05+0.00018259i,0.00028024+0.00067668i,0.00086964+0.00086832i,1.0354e-05+0.00041437i,-0.00026136-0.00065142i,5.798e-05-0.00056521i,0.00011218-1.6736e-05i
0.0010964-0.0014787i,0.0014706-0.0025286i,0.00072307-0.0034166i,-0.0011425-0.0027141i,-0.0026786-0.0016179i,-0.0021254-0.0010561i,-0.00074067+0.00015237i,0.0003904+0.0011405i,0.00087205+0.001108i,0.00014413+0.00081798i,-0.00078568-9.5211e-05i,-0.00062958-0.00079062i,-3.8856e-05-0.00096779i,-2.6548e-05-0.00062285i,-0.00033428+1.1083e-05i,-0.00075027-4.718e-05i,-0.0012153-0.00077775i,-0.00070925-0.001158i,0.000125-0.00088175i,8.1809e-05-0.00057989i,0.00015024-0.00043745i,0.000524+0.00058788i,0.00032176+0.001068i
0.0012412+0.00043126i,0.00044603-2.1031e-06i,0.00025503-0.00039404i,-0.00034751-0.00082065i,-0.00097022-0.00056974i,-0.0016233+0.0010102i,-0.0011729+0.001881i,0.00048793+0.0017432i,0.0011186+0.00049262i,0.0014226-0.00024574i,0.00086387-0.00075347i,0.00031728-0.001447i,0.00076058-0.0011386i,0.00094602-0.00053908i,0.0002191+4.9691e-05i,-0.00038878-7.0574e-06i,-8.6901e-05+0.00059672i,-0.00064836+0.001235i,-0.0015097+0.00078524i,-0.0011515+0.00034588i,-0.000705-0.00095671i,-0.00016534-0.001839i,-0.00039674-0.00084478i
0.00044537-0.0011174i,0.00013287-0.00088471i,-0.00027205-0.00030012i,-0.0017976-3.1714e-05i,-0.0025289+0.00011536i,-0.0018838+0.00021909i,-0.00098329+0.00040529i,0.00025669+0.00062049i,0.00072088+0.00026317i,0.00086615-0.00064043i,0.00088976-0.0004032i,0.00011251+0.00037323i,-0.00072581+0.00012275i,-0.0009913-0.00073791i,-0.00036644-0.00082376i,-0.00029749-0.00086444i,-0.00095912-0.00016973i,-0.00036765+0.00014778i,0.00026443-3.7546e-05i,-0.00048288+0.00059699i,-0.00075828+0.00031178i,-2.1038e-05+7.5862e-05i,0.00014346+0.00012175i
-0.0016295+0.00037815i,-0.00044132+0.0012028i,-0.00045847+0.0016495i,-0.00091545+0.0013721i,-0.0015797+0.001382i,-0.0018706+0.0015774i,-0.001507+0.0013247i,-0.001388+0.0010586i,-0.00055777+0.0008996i,0.00025612+3.5839e-05i,0.00036256+0.00012954i,7.373e-05+0.00031576i,-0.00055741-0.00061306i,-0.00047019-0.000499i,-0.00018594+9.0199e-05i,0.00018771+0.00022202i,0.00023696+0.00038509i,0.00017272+0.00098326i,0.00029453+0.00079679i,-0.00032676-0.00093062i,-0.00018637-0.001284i,0.00085117-0.00051141i,0.00080467-4.2853e-06i
0.0012478-0.001871i,-0.00024549-0.002779i,-0.0010906-0.0022206i,-0.0018513-0.0021647i,-0.0019335-0.0016808i,-0.001619+0.00038944i,-0.00073357+0.0010847i,0.00084256+0.0013619i,0.0014973+0.0011606i,0.00079842-0.00040406i,-0.00073822-0.001508i,-0.001611-0.0014566i,-0.00067765-0.0012287i,-0.00023068-0.00058972i,-0.00042674-0.00010346i,-0.00014577-0.00074278i,0.00052763-0.00092587i,0.0010725+0.00046068i,0.00090742+0.0003329i,0.00068925-0.00043512i,0.00029622-0.00041721i,-0.00041657-0.00046035i,-0.00063785-0.00072537i
0.0013137-0.0013352i,0.00018829-0.0019071i,-0.0014778-0.0018685i,-0.0026581-0.0022141i,-0.0031778-0.0023761i,-0.0024334-0.0010802i,-0.0010933+0.00092204i,-0.00047206+0.0010306i,0.00058238+7.2589e-05i,0.0010833-4.9017e-05i,0.00050682-0.00024008i,-7.2632e-05-0.00056407i,0.00024895-0.00025862i,9.1631e-05+0.00037896i,-0.00055115+0.00020576i,-3.2324e-05-0.00050017i,-3.1089e-05-0.00023123i,-0.00051277-0.00011343i,-0.00032529-0.00019309i,-0.0006497+2.7712e-05i,-0.00099735-0.00042464i,-0.0001725-0.00078432i,-0.00014761-0.00020007i
0.0022218-0.00049249i,0.0018614-0.0010236i,0.0010794-0.0016005i,-5.5651e-05-0.0019638i,-0.0011275-0.0016318i,-0.0018806-0.00047762i,-0.0015226+0.00074107i,-0.00047915+0.00094345i,9.6393e-05+9.5533e-05i,0.00032284-0.00035993i,0.00013898+0.00020732i,-0.00028759+9.5653e-05i,-0.00030981-0.00011002i,-8.9445e-05+7.3897e-05i,0.00011962+7.8104e-05i,-1.3309e-05+1.3463e-05i,-0.00016143+4.8429e-05i,9.492e-05+0.00082562i,0.00065239+0.00088647i,0.00092894+0.00049135i,0.00021737+4.9636e-05i,-0.00061251-0.00033098i,-0.00063691+3.2399e-05i
-0.00018589-0.0020936i,-0.00016678-0.0015893i,-0.00079351-0.00058348i,-0.0012854+0.00015379i,-0.0024018+0.0007513i,-0.0027261+0.0014351i,-0.0016466+0.0020301i,-8.5479e-05+0.0021006i,0.00045863+0.0010807i,0.00095795+0.00018574i,0.00056101+0.00035486i,-8.0947e-05+0.00019139i,4.6635e-05-0.00049672i,-0.00029963-0.00022614i,2.6983e-05+0.000253i,0.00074999-0.00013547i,0.00046786-0.00053708i,0.00058519-0.00069835i,0.00011483+1.3862e-05i,-0.00099095+0.00040586i,-0.0010695+0.00020482i,-0.00031266+0.00018172i,-0.00055332+0.00013155i
-0.0017397-0.0026983i,-0.0015732-0.0017346i,-0.0019327-0.0014021i,-0.002064-0.00053393i,-0.0023464+0.00043167i,-0.0022308+0.00058153i,-0.00096966+7.9995e-05i,-0.00066238-5.7934e-05i,-0.00052365-1.8872e-05i,-4.7652e-05-0.00022292i,-0.00015172+0.00032551i,-4.0391e-05+0.00045564i,-3.0195e-05-0.00011687i,-0.00010013-0.00027223i,0.00054749-1.2706e-05i,3.1104e-05+0.00023394i,-0.00027998-5.5065e-05i,0.00013422+0.00022201i,-0.0001279+7.0516e-05i,0.00028465-0.00032449i,0.00031974-0.00014957i,-0.00033899-4.4581e-05i,-0.00093528-0.00019147i
1.4451e-05+0.00051345i,5.7782e-05+0.0013542i,-0.00013082+0.0010151i,-0.00037411+0.0010007i,-0.00070103+0.0015592i,-0.0008542+0.001263i,-0.00078488+0.00075611i,-0.00045406+0.00082759i,8.7286e-05+0.0010428i,0.0004901+0.00055112i,-0.00010786+3.5829e-05i,-0.00053969-4.9817e-05i,0.00012627-0.00051399i,0.00032594-0.00082585i,0.00055197-0.00063438i,0.00088022-0.00072713i,0.00079061-0.00010113i,0.00073673+5.0565e-05i,0.00024128-0.00042251i,-0.00061486+3.1085e-05i,-0.0010765+7.5099e-05i,-0.0012743+0.00015657i,-0.0013081+0.0004984i
-0.0013778+0.00022208i,-0.00046886-0.0010095i,-0.00050627-0.0013959i,-0.0012913-0.00058184i,-0.0015257+0.00036122i,-0.0019112+0.00066764i,-0.002093+0.0007881i,-0.0018154+0.00013743i,-0.00087685-6.7648e-05i,0.00014491+5.2395e-05i,0.00051523+4.7236e-05i,0.00034081-0.00030566i,0.00036223-0.00049693i,0.00036383-0.00042465i,6.5427e-05-0.00054634i,0.00031319-0.00078742i,0.00029873-0.00031138i,7.2781e-05+0.00061865i,0.00047484+0.00077935i,0.00048771+0.00044495i,0.00056379-9.0902e-05i,0.00043069+0.00011743i,7.4999e-05+0.00072389i
