-0.0012565+0.0008533i,-0.00043459+0.00040176i,-0.00075402+3.8287e-05i,-0.0010423+0.00010666i,-0.00089764+0.00090152i,-0.00063783+0.00074946i,-0.00069855+0.0010911i,0.00031426+0.0011258i,0.00078149+0.00048808i,0.00060203-5.8748e-05i,0.00072706-0.00078493i,1.4122e-05-0.001035i,0.00021536-0.00038569i,0.00024124+0.00029289i,7.3322e-05-0.00060834i,-5.7819e-05-0.0011072i,-8.1765e-05-7.6406e-05i,-0.00020529+0.00012417i,-0.00070866-0.00075149i,-0.00018811-0.00048859i,-0.00019576+0.0011713i,-0.00017894+0.0014852i,0.00031334+0.0004211i
0.0020606-7.5204e-06i,0.0018575+4.349e-05i,0.0022449-0.00030781i,0.0023802-0.0010647i,0.0009552-0.0019363i,0.0002905-0.0011788i,0.00022863-0.00019933i,0.0002564-0.0012528i,0.00036765-0.0015124i,-6.5926e-07-0.00083739i,-0.00018235-0.0015738i,-0.00046162-0.0020602i,-0.00058896-0.00091634i,-0.00033156-1.3783e-05i,2.5917e-05-3.9657e-05i,2.3432e-05-0.00035706i,7.2217e-05-0.00017328i,0.00035874+0.0002352i,0.0008113+0.00048392i,0.0011214+0.00036883i,0.00081418-4.0488e-05i,0.00048484+1.8183e-05i,0.00030107+0.00018122i
-0.00030527+0.00025397i,-0.00077971+0.00090785i,0.0010341+0.0010937i,0.0020386+0.00034716i,0.0015836+0.00017459i,0.0012991+5.3384e-05i,0.0013187-2.135e-05i,0.00082268-0.0001606i,0.0002996-0.00029294i,0.00070215-0.00074455i,0.0012472-0.0010796i,0.00074563-0.00034965i,-0.00016634+0.00030302i,2.7239e-05+4.3979e-05i,0.00096951-0.00047567i,0.0012874-0.00040454i,0.0007773+0.00013525i,0.00053454-0.00016129i,0.0011192-0.0011391i,0.00090382-0.00099487i,-0.00024786-0.00059794i,-0.00091541-0.00076196i,-0.00019202-0.00028017i
0.00096453-0.00037826i,0.0016206+0.00070558i,0.002636+0.00091959i,0.0019203+0.00021949i,0.0010784-0.00046873i,0.0012436-0.00017472i,0.00089309+0.00024104i,3.0053e-05-0.00037533i,-0.00028983-0.001557i,-3.8462e-05-0.0015191i,0.00020226-0.00050491i,-0.0001837-0.00033846i,-0.0005292-0.00091597i,-0.00014656-0.00052709i,9.2324e-05-4.3004e-05i,-0.00021917-0.0001351i,0.00028229-0.00011948i,0.00050194+0.00031597i,6.0841e-05+7.3931e-06i,-0.00033733-0.00030096i,-0.00045211-0.00051396i,-0.0005237-0.00078114i,-5.5381e-05-0.00046528i
-0.00088221+0.0017811i,-0.0010998+0.0014918i,-0.0001129+0.0013714i,0.0012865+0.00087352i,0.0020694+0.00085137i,0.001228+0.0013716i,0.00075466+0.00061963i,0.0014575-0.00055332i,0.00075367-0.00038022i,-0.00048886+0.00085321i,-0.0006462+0.0011015i,-0.00048449+0.00065031i,-0.00015666+0.00036433i,0.00071734-4.1759e-05i,0.00070062-0.00022068i,5.4363e-06-0.00050092i,-0.00068404-0.00066202i,-0.00055596-0.00014762i,-0.00012367-4.8484e-06i,-0.00027888-0.00070583i,-0.00048871-0.00043565i,-0.00055739-0.00020892i,-0.00011706-0.00067066i
-0.0015305+0.0004388i,-0.0010262-0.00039715i,-0.0006713+0.00060783i,0.00011772+0.0010364i,0.00061235+0.00045347i,0.00016902+0.0010289i,-0.00019844+0.0011414i,0.00030397+0.00042766i,0.00050816-0.00022709i,-0.00010891-0.00019296i,-0.00024271+0.00013398i,-0.00052276+0.00045537i,-0.00091056+0.00049738i,-6.5045e-05+0.00035883i,0.00038663+0.00018321i,0.0005999+0.00015936i,0.0013911+0.0003483i,0.0011168+0.00020862i,-0.00019062-0.00038614i,8.9155e-05-0.0012923i,0.0010775-0.0012539i,0.0013788-0.0006505i,0.00030474+0.00018237i
0.00084764-0.0007386i,0.0016969-0.0011644i,0.0019961-0.00057237i,0.0016248+0.00046694i,0.0016948+0.00048705i,0.00058202+0.00023722i,-0.00037584-1.9995e-05i,-0.0006515-0.00069481i,-0.00013569-0.0010215i,0.0011185-0.00064549i,0.001072-0.00069787i,0.0006797-0.0003861i,0.00061156+0.00066581i,0.00060596+0.00069566i,0.00054072+0.00059499i,0.0004032+0.00071221i,0.00084656+9.35e-05i,0.00075676-0.00071493i,0.00056443-0.00033967i,0.00019164+0.00010064i,-7.6594e-05-0.00037723i,0.00038702-0.00059534i,0.00055388-0.00060848i
0.0019161+0.001785i,0.0030777+0.0024094i,0.0044375+0.0020415i,0.0039078+0.00010181i,0.0015056-0.0012812i,0.00039047-0.0010427i,0.0013624-0.00029037i,0.0011025-0.0011511i,3.7243e-05-0.0019929i,-0.00029303-0.0011978i,-0.00076222-0.00088999i,-6.1372e-05-0.00080776i,0.00041281-0.00023472i,0.00031452+6.2589e-05i,0.00050562-4.6007e-05i,0.00065038-4.696e-05i,0.00038251-3.2903e-06i,0.00029106-0.00068491i,0.00016168-0.00042623i,-0.00062074+0.00011844i,-0.00039199+4.9712e-05i,0.00032694-0.00047599i,0.00012637-0.00070129i
0.00078759-0.0016415i,0.00084631-3.2702e-05i,0.00048575+3.691e-05i,4.4489e-05-0.0006872i,-0.00042943-4.0773e-05i,-6.4646e-05+0.00037479i,0.0010253+0.00045321i,0.00066887-0.00010193i,-0.00016051-0.00068124i,-0.00040398-0.00044267i,-0.00088532-8.766e-05i,-0.00092712+9.3243e-05i,-7.9428e-05+7.3201e-05i,9.7557e-05+0.000394i,0.00010144-3.7202e-05i,0.00015402-0.00075105i,9.4089e-05-0.00063517i,0.00064062-0.0012663i,0.00039964-0.0019588i,-0.00025021-0.0012567i,-8.0231e-05-0.00024261i,-7.2497e-05-0.00014685i,0.00035066-0.00034761i
0.00021695-0.00027222i,-0.00097768-0.00011274i,-0.00013442-0.00047094i,0.0011111-0.00076176i,0.0010102-0.00052329i,0.0008285+0.00016798i,0.00070441-0.00016131i,0.00020294-0.00085758i,-0.00033006-0.00096851i,-0.00050187-0.00085624i,-0.0001742-6.6036e-05i,-0.00084103+0.00020365i,-0.0014723-0.000466i,-0.00099648-0.00016328i,-0.00061708+0.00043777i,-0.00085239-7.4624e-05i,-0.00044635-0.000877i,0.00022635-0.00052419i,0.0010883-0.00029359i,0.00088879-0.0001446i,-0.00056558+0.00015563i,-0.0001374-4.2056e-05i,0.00080351-0.0002849i
0.00070199+0.0004892i,0.0014021+0.00077346i,0.0020717+0.00051913i,0.0022295+0.00011894i,0.0015587+1.6352e-05i,0.0010789-0.00032021i,0.0012672-0.00039063i,0.0011812-0.00043421i,0.00036952-0.00047059i,-0.00055135-0.00078171i,-0.00045759-0.00053723i,5.2583e-05+0.00052194i,8.4047e-05+0.0008098i,-6.0325e-05+0.00046501i,0.00010246+2.7099e-05i,-0.00026017-0.00040116i,-0.00023308-4.5074e-05i,6.4084e-05+0.00018259i,-0.00028043-0.00040734i,-0.00029489-0.00028281i,8.2011e-06-8.871e-05i,3.9977e-06-0.00023838i,-0.00018974-4.5993e-05i
0.00042564-0.00027569i,0.00075856-0.0013253i,0.0010713-0.0017609i,0.0011054-0.0017743i,0.00020159-0.0010253i,-0.00049241-0.00011251i,-0.00034182+8.4027e-05i,-0.00054279-0.00065827i,-0.00011257-0.0011602i,0.00037312-0.0010461i,-0.00030035-0.00073522i,-0.00093548+0.00020372i,-0.00076442+0.00017547i,-0.00017326-0.00011263i,0.00031273+0.00017908i,1.051e-05+1.0905e-06i,-2.2791e-05-0.00077503i,0.00018278-0.0013498i,0.00061711-0.00080129i,0.00057647-0.00014845i,0.00011695-9.525e-05i,-2.9235e-05+0.00011917i,-0.0002173+0.00014559i
0.0012629-0.00032686i,0.001046-0.00016137i,0.00080247-8.0511e-05i,0.0015154-7.0578e-05i,0.0016597-0.00048408i,0.00037765-7.5845e-05i,-0.00051634-0.00031467i,-4.4835e-05-0.0015031i,1.2521e-06-0.0012041i,-0.0003287-0.0010009i,-0.00044835-0.0013084i,-0.0004433-0.00078016i,-0.00049803-0.00050954i,-8.0086e-05-0.00099394i,0.00042573-0.00048691i,-8.4269e-05+0.00071418i,-0.00014501+1.4258e-05i,0.0004347-0.00064172i,0.00026401-0.00053601i,-0.00010731-0.00057207i,-3.0446e-05+5.9264e-05i,0.00016306+0.00033388i,0.00019067-8.6099e-05i
0.0022038+0.00070131i,0.0013222+0.0011622i,0.0010512+0.0012262i,0.0012483+0.00048012i,0.00058841-0.00025685i,0.00016261-0.00021554i,0.00079198+1.6849e-05i,0.0012572-0.00044703i,0.0010433-0.00049009i,0.00045478-0.00070621i,-6.3854e-05-0.00081925i,5.1299e-05-0.00029209i,0.00044886-3.9038e-05i,0.00096069-0.00052055i,0.00068058-0.00036797i,-0.00045019+3.3592e-05i,-0.00045472-0.00032324i,0.00033695-0.00098368i,0.00054576-0.0007248i,0.00043771-0.00079604i,0.00048068-0.0012607i,0.00040515-3.8021e-05i,-4.5812e-05+0.0010548i
-0.00039821+0.00098587i,0.00028662+0.00076142i,0.0012594+0.00056703i,0.0017099-0.00085719i,0.0016668-0.00093496i,0.00051288-9.4841e-05i,-0.00011692+0.00031251i,0.00017598-0.00028454i,-5.1888e-05-0.00053344i,-0.00016324-0.00048296i,-0.00031961-0.00034398i,-0.00056364+0.0001278i,-0.00010257-0.00011693i,0.00042258-0.00028159i,0.00043936+0.00010366i,9.2268e-05+0.00018487i,-0.00010764-0.00015097i,0.0002917-0.00052618i,0.00029258-0.0015914i,-0.00052799-0.0016405i,-0.0010379-0.00080677i,-0.00022084-0.00094289i,0.0005245-0.0012036i
7.6055e-05-0.0025028i,0.00066803-0.001982i,0.00024209-0.0017964i,-0.00025914-0.0010708i,-0.0004635-0.0010053i,-0.00039582-0.00012022i,8.4575e-05+0.00039541i,0.00042088-0.00064363i,0.00026096-0.0013857i,0.00021978-0.0007535i,-0.00027666-0.00063767i,-0.00055259-0.00083158i,0.00013533-5.3676e-05i,0.0004218-0.00015509i,0.00012155-7.6302e-05i,-0.00049852+0.0007579i,-0.00043462+0.00034922i,0.00038941-0.00062524i,0.00051009-0.0009839i,0.00052091-0.0010471i,0.00039879-0.00052276i,-2.9992e-05-0.00050202i,-0.00078282-0.00058928i
-0.00022926+0.0015907i,0.0005906+0.0012955i,0.0023766+0.0010917i,0.0031941+0.00026475i,0.0023671-0.00076278i,0.0013262-0.0010022i,0.00082882-0.00090741i,0.0014823-0.0010149i,0.0016532-0.00077953i,0.00052036+4.9288e-05i,-8.0499e-05-0.0005346i,8.9594e-05-0.0015088i,0.00041039-0.00074508i,0.00015081-0.00065589i,0.00010186-0.00014774i,0.00020066+0.00041574i,4.6447e-05-0.00039681i,-8.4892e-06-0.00059218i,-0.00027556-0.00042882i,-0.00080121+0.00024988i,-0.0013529+9.6625e-05i,-0.00096363-0.00081047i,-0.0006492-0.00070149i
2.8626e-05-7.0582e-05i,-0.00014691+0.00030831i,0.00032203-0.0008189i,0.0010193-0.00033456i,0.00024461+0.00062524i,-0.00076795+0.00064439i,-0.00053951+0.00075175i,-9.0736e-05+7.5646e-05i,-0.00048245-0.00038209i,-0.00028943-0.00022841i,0.00026875+0.00016643i,-2.9361e-05+0.0004469i,8.073e-05+0.00028248i,0.00052133-4.51e-06i,-0.0003486-0.00053846i,-0.0008836-0.0010908i,0.00015137-0.0010562i,0.00079673-0.00070368i,0.00060071-0.00082177i,6.7284e-05-0.00031865i,-0.00029413+0.00016906i,0.00068033+1.7904e-05i,0.00081008-0.00011046i
0.0016283+0.0026068i,0.0018828+0.0024722i,0.0028385+0.0026573i,0.0027357+0.0010621i,0.0011156-0.00069231i,0.00065263-0.00072912i,0.00078953-7.6685e-05i,0.0012322-0.00073992i,0.00095501-0.00068605i,-0.00057226+0.00016397i,-0.00064524-0.00014792i,8.7842e-05-0.0010862i,0.00029193-0.0013478i,8.3969e-05-0.0011854i,0.00025384-0.00052532i,8.0888e-06-0.00046612i,-0.0010061-0.0009475i,-0.00083745-0.00090197i,-0.00039187-0.00083346i,-0.001068-0.00085788i,-0.0011937-0.00056057i,-0.00045508-0.00028294i,0.00014941+0.00066023i
-0.00021021+0.0014577i,7.7671e-06+0.0019931i,0.0011827+0.0019056i,0.0024702+0.0010116i,0.0028409-0.00014559i,0.0016285-0.00093796i,0.0015839-0.00063676i,0.0021913-0.00031937i,0.001432-0.00053435i,0.00071462-0.0012392i,0.0002245-0.00080949i,-3.4911e-05-2.9448e-05i,0.00047499-9.4733e-05i,0.00091871+0.00025524i,0.0010167+0.00056638i,0.0009348+0.00056387i,0.00075525+0.00027975i,8.3729e-05-0.00055631i,-0.00037328-0.00085243i,-0.00016128-0.00027696i,-6.742e-05+0.00014055i,-0.00012991+0.00033891i,0.00056284+0.00028228i
0.0021951-0.00080256i,0.0018054-0.00054308i,0.0014558-0.00042629i,0.00041383-0.0011432i,-0.00038478-0.001365i,-0.001007-0.00081677i,-0.00029578-0.00075914i,0.00069988-0.00066613i,0.0005971-0.00054642i,0.00018318-0.00014289i,-0.0001358+0.00026693i,-3.4036e-05+0.00080234i,-0.00023455+0.00045871i,0.00026232-0.00053494i,0.00036236-0.00065928i,0.00033455-0.00028905i,0.00096787-5.047e-06i,0.0011624+0.0001043i,0.00074765-0.00021971i,0.00063776-0.00065126i,0.00015375-0.0009284i,-8.2056e-05-0.00070441i,-0.00022639-0.00016506i
0.0011177+0.0023191i,0.0012947+0.0016608i,0.0016433+0.0017333i,0.0020683+0.0014476i,0.00064115-0.00016149i,-0.00054027-0.00089312i,5.2456e-05-0.00088698i,0.00082823-0.0011145i,0.00053167-0.0018611i,0.00065264-0.0022045i,0.00058973-0.0014581i,-0.00028691-0.0010188i,-0.0006038-0.0010892i,-0.00021035-0.00081061i,0.00069185-0.00058837i,0.0016699-0.00058226i,0.001381-0.00030116i,0.00020184-0.00042474i,0.00028866-0.00062577i,0.00037666-0.0004398i,7.3567e-05+1.8905e-05i,-0.0004708+0.00056225i,-0.00097844+0.00052842i
0.00079115+0.0044078i,4.2238e-05+0.0021773i,0.0012326+0.0030619i,0.002379+0.0016582i,0.0012289-0.001087i,0.00036858-0.0019612i,0.0010467-0.0013683i,0.0011516-0.00064259i,0.00042465+3.7405e-05i,0.00014023+3.6808e-05i,0.00033874-0.00089821i,0.00065625-0.001471i,0.00094088-0.0018693i,0.00063217-0.0012069i,-5.2102e-05-0.00015566i,-9.3757e-05+0.00039874i,0.00045239+0.00041456i,0.00072443-0.00037627i,0.0010234-0.0011939i,0.00093507-0.0011026i,0.00057038-0.00040577i,0.00055019-0.00032932i,0.00025151+7.3129e-06i
-0.0022916-0.00013822i,-0.0023494+0.0011239i,-0.0023198+0.0015756i,2.1473e-05+0.0011895i,0.0015448+0.00041695i,0.00079646+2.529e-05i,0.00078566-0.00079359i,0.00095715-0.00075582i,0.00063192+0.00012259i,0.00014591+0.00052615i,8.573e-05+0.00010109i,0.00059863+7.4431e-05i,-3.3357e-06+5.4051e-05i,-0.00027237-0.00047082i,0.00012654-0.00022788i,0.00052926+0.00022018i,0.00048848+0.00052338i,0.00026876+0.00029195i,0.00051616-0.00054445i,0.0003095-0.0012414i,-0.00063608-0.0014916i,-0.00089832-0.00096601i,-0.00032311-0.00075234i
-0.0018121-0.0012318i,-0.0012157-0.00080209i,-0.00073385-0.0010243i,-0.00024364-0.00069751i,0.00040387-0.00055784i,0.00056311+6.6637e-06i,0.00041627-0.00019955i,0.00039228-0.00044497i,-0.00030078-0.0006217i,-0.00086468-0.00070308i,-0.00013091-0.00069557i,0.00011007-0.00077859i,-0.00023856-7.0183e-05i,0.00013377+0.00034441i,0.00019133+0.00053055i,-0.00047385+0.00050379i,-0.0003258+0.00018716i,0.00031205-0.00039291i,0.00078283-0.0004217i,0.00034875-0.00019104i,-0.0002803-0.00021307i,-9.0355e-05-0.00061723i,0.00032828-0.00077263i
-0.00018783-0.00017425i,-0.00045215+0.00042629i,0.0010716-4.0156e-05i,0.0021709-0.00030205i,0.0017474-0.00019533i,0.00051396-2.1797e-05i,0.00043074-0.0001981i,0.0009667-0.00098643i,0.00033795-0.0012953i,-4.0324e-05-0.0014117i,0.00011521-0.00050415i,-0.00036171+0.00022104i,-0.00078267+0.00047734i,-0.00024181+0.0010793i,0.00030386+0.00082922i,-0.00022709+0.00020977i,-0.00071025-0.0002215i,-0.00021486-0.00031254i,0.00056234-0.00075133i,0.00052065-0.0010617i,-0.0001234-0.00069099i,-0.00013379-3.652e-05i,0.00027352-0.00031354i
0.00097866-0.0018118i,6.5398e-05-0.00039378i,-0.00056491-0.0011248i,-3.1957e-05-0.0015006i,3.4691e-05-0.00093886i,-1.309e-05+4.8927e-06i,0.0001959+0.00068408i,0.00015743+2.0479e-05i,-0.00013056-0.0007508i,-0.00058569-0.0010152i,0.00034641-0.0014183i,0.00058497-0.0016293i,-0.00017942-0.001323i,-0.0010289-0.0001024i,-0.0011609+5.9761e-05i,-3.3055e-05-0.00090569i,0.001125-0.00070314i,0.00072574-0.00066717i,0.00022781-0.00067419i,-7.8347e-05-0.00048109i,-0.00068412-0.00018209i,-0.00054769+0.00059287i,-0.00017207-0.00021512i
-0.00082165+0.00065368i,-0.001529+0.0011921i,-0.0016633+0.001413i,9.5518e-05+0.0002351i,0.0022522-0.0004967i,0.0012931+0.0008542i,0.00069917+0.00060054i,0.00092391-0.00065668i,-0.0001259-0.00072606i,-0.00040592-0.0004094i,4.1755e-05-0.00070315i,-3.1562e-05-0.00014904i,-0.0003596+0.00060865i,-0.00016983+0.00038546i,0.00018854+0.0002662i,0.00037436-4.6196e-05i,0.00014727-0.00019584i,0.00045082-0.00028327i,0.00054502-0.00054905i,-0.00017091-1.5921e-05i,-0.00018271+0.00044649i,-0.0007733+0.00018127i,-0.0012777-0.00026542i
-0.0028665-0.00049236i,-0.0020111+0.00073768i,-0.00089477+0.00074842i,-0.00046079+0.00070957i,-0.00059773+0.0013735i,-0.00042136+0.0015056i,0.00037037+0.00018556i,0.00076534-0.00076305i,0.00014592-0.00096454i,-0.00061513-0.00031298i,-0.00058115+0.00040315i,0.00020098+0.00052587i,0.0001367+0.00049275i,-0.00023342+0.00054879i,4.7853e-05+0.00036054i,0.00035885+0.0005021i,0.00058978+0.00047139i,0.00099709+0.00028649i,0.001054-0.00012114i,0.00032932-0.001082i,-0.00016328-0.0011502i,-0.00015859-0.00022682i,0.00035968-0.00017845i
0.00038327+0.00020313i,0.00075753+0.00072841i,0.0011226+0.00096358i,0.0019011+0.00016557i,0.00166-0.00078326i,0.0009645-0.00034004i,0.00011094-0.00039925i,0.0001283-0.0013392i,0.0012965-0.0011765i,0.0013396-0.00083333i,0.00029779-0.00037963i,0.00034026-4.4983e-05i,0.00066372+0.000276i,0.00060309+0.00054462i,0.00022607+0.00028398i,-0.0004141+0.00014427i,-0.00055891-0.00012708i,-6.6522e-05-0.00021515i,-0.00033649-4.377e-05i,-0.00075369-0.00052741i,-0.00066129+0.00017302i,-0.00042092+0.00099551i,-0.00023437+0.00066743i
-0.0019387+0.0006855i,-0.0015055+0.001273i,-0.00067036+0.0024304i,0.0002865+0.0018268i,0.00087278+0.0006464i,0.00057762+0.00019583i,0.00063835+0.00024529i,0.00033534-0.00086298i,-0.00065518-0.0016686i,-0.00082146-0.00099122i,-0.00041282-0.00038493i,-0.00054654-0.00042173i,-0.00082234-0.00028254i,-0.0008106+0.00039714i,-0.00038909+7.9573e-05i,2.8487e-05-0.00019143i,0.00026919-0.00041507i,0.00018946-0.00073064i,7.8003e-05-0.0011302i,-9.5513e-05-0.00091709i,-0.00035925+6.5357e-05i,5.0621e-05-0.00045957i,0.00055851-0.0011767i
0.00052324-0.0012325i,-0.00030086-0.001359i,-0.00060398-0.0011754i,0.00048288-0.00030021i,0.0003006+0.00021287i,-0.00038067+0.00041662i,0.00054584+0.0005572i,0.00085848-4.9813e-05i,0.00067941-0.00085747i,0.00070802-0.00052313i,0.00050584+0.00053252i,0.00018209+0.0003285i,0.00027616-0.0010807i,0.00076179-0.00076822i,0.0010276+0.00020828i,0.00063233+0.0003099i,0.00046507+0.00043433i,-0.00015193-0.00013994i,-0.0012816-0.0010035i,-0.0004393-0.00066311i,0.00030518-2.0372e-06i,-0.00041709+0.00017308i,-0.00027905+9.8182e-05i
0.0025181-0.0026323i,0.0031022-0.0025176i,0.002174-0.0019145i,-0.00047225-0.0018638i,-0.0015017-0.0024133i,-0.00098579-0.0010807i,-0.00014165+0.00072074i,0.0010691+0.00079798i,0.0012102-0.00053365i,0.00017183-0.0014513i,-0.00066104-0.001388i,-0.00085929-0.00073628i,-0.0010544-0.00048944i,-0.00059247-0.00039781i,-0.00018435-0.00019693i,-0.00029519-0.00025854i,0.0001047-0.00066965i,0.00038081-0.00031153i,0.00036542-0.00060112i,-1.7142e-05-0.00082236i,-0.0004201-0.00043397i,-0.00028111+0.00034975i,-0.00058737+0.00017085i
-0.00028338+0.0019194i,-2.8767e-05+0.0028458i,0.0020431+0.0020696i,0.0022705+0.00043535i,0.0012906-0.00031946i,0.0010801-0.00037497i,0.0014828+0.00023609i,0.00088445-0.00040662i,-0.00051539-0.0010017i,-0.00066504-0.00051532i,1.2297e-05-0.0004125i,0.00033481-0.00059731i,0.00033903-0.0006001i,7.3396e-05-0.00011659i,0.00016393+0.00044254i,0.00034316+0.00021831i,0.00017657-8.7271e-05i,-0.0001611-0.00017974i,-0.00029142-0.00028367i,-0.00021459-0.00039035i,-0.00095965+0.00022727i,-0.0012028+0.00088895i,-0.00045406+0.00062877i
-0.00065449-0.0016377i,-0.00065268-0.001979i,-0.00063647-0.0014769i,-0.00038811-0.00030187i,-0.00061736-0.00016166i,-0.00056271-0.00022333i,0.00025902-0.00039398i,0.000159-0.00099021i,-0.00055678-0.00090557i,-0.00047225-0.00017318i,0.00010935-0.00010083i,0.00067074-0.00023419i,-0.00012557+0.00020582i,-0.00073429+0.00040373i,-0.00010743+0.00060257i,-8.4422e-06+0.00080193i,-3.4771e-06+0.00050703i,-0.00048463+0.00014071i,-0.00045915-0.00015216i,0.00049867-0.00029528i,0.00096159-9.7514e-05i,-1.6338e-06+0.00013569i,-0.0010364+7.2703e-05i
-0.0012839-0.00044457i,-0.0021871+0.00036555i,-0.001116+0.00071423i,0.00073801-0.00041345i,0.00091536-0.00063931i,-6.8229e-05+0.0011972i,0.000375+0.00044677i,0.0015238-0.0009986i,0.00082405-0.00078245i,-0.00014113+0.00013134i,7.5445e-05+0.00023513i,0.00050289-0.00023425i,0.0011595+0.00012558i,0.0014236+2.3229e-05i,0.0010609+0.00015313i,0.00059613+0.00098077i,0.00018582+0.00085525i,-0.00049177+0.00027832i,-0.0004796+0.00049357i,-7.9623e-05+1.5863e-05i,1.4709e-05-0.00075121i,0.00014298-0.00054328i,-0.00049715-0.0007718i
-0.0011187+0.00065135i,-0.00019387+0.0011683i,0.00053097+0.002426i,0.0013879+0.0021489i,0.00092251+0.00049546i,9.6057e-05+0.00013579i,-0.00041322-0.00010943i,4.1251e-05-0.0011247i,0.00036955-0.0011958i,0.00014162-0.00087235i,0.00032459-0.00028081i,0.00062097+0.0002927i,0.00085772+0.00091416i,0.00043749+0.0014024i,0.0001237+0.00095115i,0.00019821+0.00050828i,0.00043893+0.00034721i,0.00020405-0.00059086i,-0.00010594-0.0017658i,0.00014086-0.00087416i,0.00017243+7.7897e-06i,-0.00028157-9.6165e-06i,-0.00036579-0.00013595i
-0.00077445-0.00051198i,-0.00079366-0.00071132i,-0.0006268-0.00117i,-0.00019327-0.0010752i,5.2132e-05-0.00019704i,0.00088257+0.00038728i,0.0013799-0.00039123i,0.00083325-0.00055404i,0.00059998-1.3943e-05i,0.00039389+3.0569e-05i,0.00017241+0.00020025i,0.00042879+0.00012019i,0.00023007-0.00035744i,-0.00027036+0.00014453i,-0.00032968+0.00051645i,0.00021364+2.5917e-05i,0.00043815+0.00020175i,0.00021092+6.965e-05i,0.00037101-6.2992e-05i,0.00090035+0.00013839i,9.227e-05+0.00023499i,-0.0011484+4.9765e-05i,-0.00037262-0.00059137i
-0.002168-0.0018267i,-0.00089039-0.0014359i,-0.00021131+7.9327e-05i,0.00065846+0.0010483i,0.00095594+0.0010508i,0.0010167+0.001375i,0.00083338+0.0010673i,0.00076547-0.00025039i,-0.00010797-0.0008288i,-0.00015344-0.00027274i,0.00039202+0.00027018i,-3.5109e-05+0.00075333i,-1.9181e-05+0.0010031i,0.0001027-9.9479e-06i,0.00064145-0.0006359i,0.00082115-7.4818e-05i,0.00063717-0.00018268i,0.0006848-0.0005511i,0.00025286-0.0014469i,1.0385e-05-0.0014758i,0.00030912-0.00061066i,4.6503e-05-0.00049934i,-6.0472e-05-0.00017516i
-0.00046117-0.0024912i,-0.00033154-0.001727i,-0.00042286-0.0017121i,0.00065479-0.00082315i,0.00082116+0.00030804i,7.6957e-05+0.00051485i,-0.00025316+0.00016279i,0.00057631-0.00037177i,0.00050659-0.00032309i,-0.00054693+0.00019997i,-0.00025959+0.00014438i,0.00012179-0.00016387i,-0.00057655+0.00029973i,-0.00096676+0.00071933i,-0.00067778+0.00043843i,-0.00060791-0.00042767i,4.457e-05-0.00082372i,0.0012813-0.00060186i,0.0012621-0.00033737i,-7.2353e-05-0.00042482i,-0.00071286-0.00047644i,-0.0007668-0.00067876i,-0.00057129-0.00035472i
0.00029833-0.0014259i,-0.00083194-0.00046774i,-0.00073702-0.00052656i,0.00057488-0.00068086i,-0.00034717-1.2746e-05i,-0.0018998+0.00060096i,-0.0010158+0.00053294i,-0.00019919-0.00011202i,-0.00013801-0.00068031i,-0.00047716-0.0007887i,-0.0007844-0.0011525i,-0.00028697-0.0010355i,-0.00030655-0.00085952i,-0.00050004-0.00050951i,-0.0001773+7.6702e-05i,-0.00031503+1.2499e-05i,-0.00036754+4.6011e-05i,0.00025848+2.9072e-05i,0.00065576-0.00034302i,2.8719e-05-0.00035318i,-0.00011109-0.00054813i,0.0003601-0.000592i,0.00036952-0.00022219i
-0.0031616+0.0011624i,-0.0013898+0.0019599i,-0.00053067+0.0031977i,0.000824+0.0027511i,0.0024001+0.0013392i,0.0028651+0.00010596i,0.0018147-1.2864e-06i,0.00056171+4.2904e-05i,0.00013065-0.00049425i,0.00037671-0.00060014i,3.9192e-05-0.00037677i,-0.0005253-7.7603e-05i,0.00027928+0.0001305i,0.00092795+0.00049541i,0.00075478+0.0004096i,0.00049325-3.101e-05i,0.00039202-0.0002977i,0.00035261+0.00024816i,0.00021463+8.9074e-05i,-0.00054539-0.00040105i,-0.00068744-0.00017805i,-0.00076195+9.9134e-05i,-0.00038737-5.5431e-05i
0.0015015+0.0024363i,0.0015035+0.0022961i,0.0034278+0.002616i,0.0038611+0.0020131i,0.0018648-0.00066052i,-4.4889e-05-0.0013807i,0.00010027-0.00070867i,0.0010021-0.00085558i,0.001155-0.0012259i,0.0013909-0.001326i,0.0010561-0.0010151i,-0.0003196-0.00051175i,-0.00089157-0.00029094i,-0.00043588-0.00062369i,-0.00047344-0.00080983i,-0.00032136-0.00017443i,0.00028732+0.00016537i,0.00042608-0.0003822i,-3.3425e-05+0.00021331i,-0.00037153+0.00086213i,0.00031211+0.00044372i,0.000281+0.00013611i,0.00044184+0.00013597i
-0.00058427-0.00012451i,-0.00075398+0.0007175i,0.00017164+0.0021836i,0.0012714+0.0024867i,0.00048378+0.00064842i,0.00032535-0.00047876i,0.0012949+0.00040131i,0.0011451+0.00053416i,-8.3232e-05+0.0003215i,-0.00034135+0.0003973i,0.00022965-0.00014429i,0.00031424-0.00034153i,-0.00054947+0.00019984i,-0.00071464+0.00087493i,-1.9321e-05+0.0011664i,0.00060313+0.00060489i,0.00071442-0.00083849i,0.0007285-0.001427i,0.00085323-0.0004679i,0.0010832-0.00028249i,0.00054368-0.00049206i,0.00037824-0.0004067i,0.00055568-1.2173e-05i
