-0.0012151-0.0010687i,-0.0011739-0.0021901i,-0.00055494-0.0019679i,-0.00073476-0.00094725i,-0.00088794+0.0011425i,-0.00071884+0.0033391i,0.00031952+0.0029796i,0.0014771+0.0017884i,0.00085582+0.00062869i,0.00023191-0.00051541i,0.00051044-0.00054795i,0.00060139-0.00059434i,4.5783e-05-0.0010119i,-0.00054236-0.0010957i,-0.00063508-0.00043799i,-0.0003587+3.8043e-05i,2.7299e-05+2.7819e-05i,0.00036948+0.00073765i,0.0007377+0.00092089i,0.00074884-0.00034569i,0.00085977-0.00095143i,0.00060458-0.0005872i,-0.00033463+0.00029116i
-0.0034663+0.001766i,-0.0035919+0.0014989i,-0.0016989+0.001547i,-0.00032501+0.00077756i,8.5557e-05+0.00039423i,0.0010321+0.00055895i,0.0017648+0.00069694i,0.0010932+0.00085742i,7.9937e-05+0.00070867i,1.8556e-05+0.00075966i,0.00037722+0.0006685i,0.00082705-0.00018145i,0.00054493-0.00049569i,0.00068197-0.00072269i,0.0006521-0.000745i,0.00019589-8.8731e-05i,0.00047221-9.4636e-06i,0.00017682+0.00023644i,-8.2454e-05+0.00033599i,-0.00035085+0.00043349i,-0.00012743+0.00044007i,0.00040807+7.6606e-05i,0.00071148-8.5566e-05i
-0.0029731-0.00094943i,-0.002351-0.00062351i,-0.0027507+0.00012719i,-0.0016886+0.00083929i,3.5826e-05+0.0018459i,0.00064836+0.0013669i,0.00017577+0.00047702i,-0.00072872+0.00022853i,-0.00071923+7.1436e-05i,-0.00045047+0.00065887i,-7.087e-05+0.00047811i,0.00067318+0.00044694i,0.00068162+0.001087i,0.00056687+0.0012646i,0.00031355+0.00075592i,-0.00032935+0.0002469i,0.0003151-0.00050665i,0.00072712-0.00063921i,0.00028156-0.00019596i,0.00050691-0.00021051i,0.00057842-0.00012683i,7.3107e-05+0.00015654i,-0.00010878+2.8268e-05i
0.0010339+0.00010157i,0.0011652-1.2041e-05i,0.0013971-0.00023047i,0.0006262-0.00015463i,0.0002833+0.00074843i,0.00078844+0.0005197i,0.00089474-0.00012592i,0.00069058-0.00067751i,6.5298e-05-0.00079041i,-0.00010898-0.00083202i,-0.00012209-0.00092755i,-0.00015498-0.00014533i,-0.00037781+0.00028515i,-0.00020485+3.8615e-05i,0.00022804-1.0491e-05i,0.00035259-0.00029718i,-6.4974e-05-0.00052421i,-0.00062094+1.31e-05i,-0.00090269+0.00098801i,-0.00044129+5.0543e-05i,-0.00022224-0.00071423i,-0.0001509+0.00046882i,0.00022479+0.0010382i
-0.0028591-0.0025188i,-0.0033295-0.0011394i,-0.0029689+0.00044381i,-0.0022073+0.00099637i,-0.00074286+0.00076959i,0.00072162+0.0014329i,0.00099466+0.0013619i,0.00055788+0.00054403i,-0.00011467+0.00034224i,3.6819e-05-9.1527e-05i,0.00090192+0.00020636i,0.0012943+0.00088063i,0.0009649+0.00081135i,0.00083487+0.00010703i,-0.00029134-0.00035011i,-0.00072004-0.00038584i,0.00029863+1.5324e-05i,0.00096283+0.00088552i,0.00057331+0.00089477i,4.7539e-05+0.00037947i,-0.00025474-3.4131e-06i,-0.00029275-0.00069178i,-0.00017531-0.0012066i
0.0015177+0.00013522i,0.0015029+0.00030877i,0.0013091-0.00035136i,0.00043845-0.0010009i,-0.00048794-0.00061518i,-0.00066156+0.00019097i,0.00010682+6.3753e-05i,0.00041481-0.00073083i,0.00018659-0.0015707i,-0.00049387-0.0014806i,-0.00086089-0.00062815i,-0.000648-0.00035713i,-3.4858e-05-0.00020363i,0.00065904+9.3924e-06i,0.00059166-0.0002902i,0.00048776-0.00072377i,8.1653e-05-0.00039361i,-0.00012753+0.00011593i,0.00021417+0.00020693i,0.00019452-0.00028295i,-2.6953e-05-0.00095255i,-3.5569e-05-0.0012131i,0.00046968-0.0012676i
-0.0029923+0.0001607i,-0.0027374+0.00102i,-0.00035413+0.0019135i,0.00085108+0.0011515i,0.0005007-0.00048259i,0.00050822-0.00031682i,0.001269+0.00047346i,0.0017095+0.00076427i,0.00067649+0.00063064i,-0.00025394-0.00018635i,-0.00014266-0.00068706i,-7.0959e-05+0.00015225i,0.00011037+0.00032193i,0.00060827+0.00012025i,0.0005166+0.00028616i,0.00071809+0.00049905i,0.00074447+0.00070999i,0.00035771+0.00036191i,0.00022214+0.00026425i,0.00038737+0.00086048i,0.00033729+0.00080883i,-0.00025736+0.00041026i,-0.0002046+0.00047392i
0.001282-0.0015192i,-0.00012857-0.001666i,-0.0012328-0.0020174i,-0.0011756-0.0015256i,-0.0011785-0.00078628i,-0.00077769+0.00029907i,-1.2931e-05-0.00036121i,-0.00012163-0.0016641i,-0.00031587-0.00062924i,-0.00048224+0.00070029i,-0.0007104+0.00059855i,-0.00044858+0.00041498i,-0.00051161+0.00046472i,-0.00052611-6.5756e-05i,-0.00047663-0.00020308i,-0.00031898-8.7826e-05i,-0.00031292-0.00027267i,0.00025674-0.00017595i,0.0010434-0.00016024i,0.0010553+8.2854e-05i,0.00068379+0.00013015i,0.00029248+0.00012073i,-0.0005555-0.0003168i
-0.002008-0.00048694i,-0.0026991+0.0012261i,-0.0013234+0.002289i,-0.00022114+0.0012447i,0.00022544+0.0012031i,0.00073605+0.0011133i,0.00074578-0.00019275i,0.00081844-0.0006503i,0.00037578-0.00040914i,-0.00042166+0.00040422i,-0.00062601+0.0013717i,-0.0001473+0.0014375i,0.00041766+0.00096279i,0.00044454+0.00013374i,0.00059478-0.00020422i,0.00059774+7.7906e-05i,-0.00014145+0.00016235i,0.00019194+2.5044e-05i,0.00064181-0.00025361i,-0.00029002+0.00010025i,-0.0011553-0.00020272i,-0.00054642-0.00064086i,-3.7075e-05-0.00029865i
-0.00031788-0.0024688i,0.00032834-0.0020846i,-0.00070457-0.0002956i,-0.00081982+0.0016801i,0.00041701+0.0013338i,0.00081202-0.00010338i,0.00072045-0.00022849i,0.0003367-6.3028e-05i,-0.00047722-0.00011191i,-0.00045211-0.00011996i,0.00011638+0.00016646i,6.0436e-05+0.00052015i,-0.00065817+0.0006393i,-0.00058858+0.00024132i,9.8399e-05-0.00037705i,0.00065118-0.0001591i,0.0012131+0.00034712i,0.00082162+0.00028707i,-0.00057608+3.4307e-05i,-0.00082518-3.9628e-05i,-0.0002569-0.00068613i,-0.0001883-0.0010873i,-0.00027661-0.00091107i
-0.00092198+0.00076924i,-0.0010724+0.0015597i,-0.00082587+0.0010042i,8.0607e-05+0.00091224i,0.0012151+0.00071447i,0.0017164+0.00046073i,0.0012321-0.00021018i,-0.00033116-0.00085408i,-0.0012975-0.00063469i,-0.00085202+0.00012687i,0.00015862-7.7756e-05i,0.0014595-0.00028387i,0.0019783+4.1045e-05i,0.00047134+0.00017914i,-0.00064505-0.00030104i,-0.00040014-0.00012625i,-0.00061362+0.00056334i,-0.00088714+0.00027779i,-0.00018187-0.00071493i,9.2453e-05-0.00072982i,9.6854e-05-0.00054711i,0.0002039-8.5832e-05i,0.00050441+0.00031025i
0.00046705-0.0011441i,-0.0013396-0.001311i,-0.0011731-0.0013236i,-0.00013064-0.0014815i,0.00019154-0.0011604i,0.00071317+0.00031407i,0.0012958+0.0013386i,0.001316+0.0013817i,0.00083949+0.001147i,0.00048078+0.00028845i,7.8826e-05-0.00036141i,-0.0001001+5.5746e-05i,-0.00010389+0.00040646i,0.00032921+0.00062202i,0.00014832+0.00053476i,-0.00028692+0.00034451i,-0.00026612+0.00037153i,4.1465e-05+0.00010896i,0.0008608-0.00040166i,0.00063363-0.0008242i,-0.0002273-0.00048141i,-0.00054364+0.00016603i,-0.00042807-0.00016212i
-0.001084+0.0030586i,-8.3571e-06+0.0019061i,0.00089416+0.0017406i,0.001335+0.00074711i,0.0014244-0.00057662i,0.0016914-0.00070366i,0.0015728+0.0001073i,0.00089371+0.00061523i,0.00023645+0.00072124i,2.6214e-05+0.00013872i,0.00017764-0.0011162i,-0.00041327-0.0010065i,-0.0003783+1.4242e-05i,0.00020952+0.00023993i,0.00026272+0.0002656i,-5.9636e-05+7.295e-06i,-0.00028653-0.00011296i,0.00012292-0.00035734i,-0.00015589+0.00026233i,-0.00047684+0.00053696i,-1.7809e-05-0.00013837i,7.2351e-05-0.00067944i,-3.6443e-05-0.00080371i
0.0005927+0.0024532i,-0.00037313+0.00063049i,5.9775e-05-0.00031338i,0.00050357-0.00049477i,0.0011207-0.00073353i,0.00084488-0.001036i,0.0006768-0.0010365i,0.00095544-0.0010322i,0.00060034-0.00097225i,0.00044793-0.00046393i,-0.00010482+9.5299e-05i,-0.00054297-0.0002392i,-0.00011439-0.0008999i,6.0281e-05-0.0010139i,-0.00013777-0.00089427i,-0.00020766-0.00056129i,-5.2362e-05+5.9206e-05i,0.00053043+0.00040349i,0.00026324+0.00080662i,-0.00037143+0.0004508i,-0.00048605-0.00035088i,-0.0003314-0.00018367i,-0.00071179-0.00017798i
0.00055372+0.0019288i,0.00050381+0.0013564i,0.0012753+0.0011916i,0.0022537-0.00029026i,0.0025708-0.0010629i,0.0016434-0.00093675i,0.0012244-0.0001166i,0.0010327+0.00011231i,0.00024887+1.7609e-05i,0.00034619+0.00013923i,0.00065336+6.9731e-05i,0.00070404-0.00034603i,0.00072997-0.00020556i,-0.00013824+0.00044071i,-0.00064765-0.0002878i,-0.00021031-0.00089367i,0.00016249-0.00050755i,0.00020212+0.00030557i,-1.7045e-05+0.0010769i,0.00042241+0.00074182i,0.00029762-4.4617e-05i,-0.00024304-0.00034394i,0.0002304-0.00023543i
-0.0037966-0.00064878i,-0.0030091+0.00058292i,-0.0030791+0.0017657i,-0.0015502+0.0016919i,0.0002376+0.0009355i,0.0013048+4.8339e-05i,0.0015895-0.00041991i,0.00089979+0.00010014i,-0.00012057+0.00057967i,-0.00031902+0.00032227i,9.6119e-05+0.0002798i,0.00063931+7.5824e-05i,0.00059846-0.0007973i,-7.152e-06-0.0014415i,0.00042357-0.00050731i,0.0012503-0.00022844i,0.0012988-0.00056303i,0.001186-0.0003898i,0.001117-0.00064513i,0.00080396-0.00058042i,0.00048575-0.00024921i,0.00054961-0.00040603i,7.1777e-05-3.1026e-05i
-3.5662e-05-1.8229e-05i,0.00057335-0.00077811i,0.0010248-0.00032647i,3.7346e-05-0.00029292i,-0.0011912-0.00063106i,-0.00093877-0.00053158i,0.00021635-0.0002855i,0.0011412-0.00033758i,0.00069891-0.00081741i,-0.00011253-0.00040515i,-0.00031176-0.0003517i,0.00016485-0.00087033i,0.0006088-2.0743e-05i,0.00019099+0.00060586i,-0.00013754+0.00072139i,-0.00029501+0.00087199i,-0.00010865+0.00023272i,0.00025686-8.5402e-05i,3.3692e-05+1.4099e-05i,0.00034187+1.2128e-05i,0.00028087-0.00052992i,-0.00087629-7.9337e-05i,-0.00098016+0.00068894i
-0.0014638+0.0010931i,-0.0017507+0.0011786i,-0.00098887+0.00097415i,0.00011144+0.00026614i,0.00065366+0.00023414i,0.00069062+0.00084611i,0.0010034+0.00029977i,0.00077301+0.00015836i,0.00064594-2.5159e-05i,0.00069715-0.00016293i,0.00039431-4.7814e-05i,0.00049736+0.0002719i,2.5747e-05+0.00026268i,-0.00091983-0.00047453i,-0.00066736-0.00059781i,0.00035386-0.00040213i,0.00012318-0.00038114i,-0.00074557-0.00028644i,-0.00037046-0.00025393i,6.7474e-05-0.00040383i,-0.00037085+0.00080923i,-0.00057204+0.0015555i,-0.00065928+0.00048317i
-0.0015301+0.0011953i,0.00057108+0.0013956i,0.0016332+0.0012875i,0.0020629+0.00044696i,0.0020695-0.00019501i,0.0020487-0.00074649i,0.0023115-0.00019505i,0.0021139+0.00036239i,0.00076343-0.0003445i,1.2876e-05+1.4385e-05i,0.00044737+0.00048589i,0.00027448+0.00055016i,-0.0003491+0.00042164i,-0.00012601-5.6088e-05i,-4.9328e-05+0.00062406i,-0.00040096+0.0011724i,-0.00029333+0.00032564i,0.00032792-0.00037442i,0.00046485+0.00019392i,0.00059517+0.00041882i,0.00059387-0.00021169i,0.0010835+0.00026792i,0.0013624+0.0010441i
-0.00076671-0.00222i,-0.0019283-0.0012247i,-0.0033654+0.0004173i,-0.0022994-0.00015428i,-0.0011948-4.8086e-05i,-0.0014612+0.00086152i,-0.001197+0.00092668i,-0.00064195+0.00026636i,-0.00061065+0.00013753i,0.00014277+0.00027904i,0.00069265+0.00076485i,0.00022561+0.00075967i,0.00060061+0.00097909i,0.00084471+0.00091853i,6.8024e-05+0.00058323i,1.0291e-05+0.00056789i,0.00019168+0.00024628i,-0.00017378+4.5554e-05i,-4.1218e-05-0.00021975i,-0.00019412-0.00039878i,-0.00017627-0.00041528i,0.00029225+0.00025986i,0.00034198+0.0007777i
-0.00086916+0.00086276i,-0.00076392+0.0012968i,-0.00069904+0.0020726i,-7.1427e-05+0.0021827i,0.00088445+0.0015318i,0.0021457+0.0015922i,0.0022717+0.0012177i,0.0013459+4.6872e-05i,0.00027873-0.00065377i,-0.00078569+7.808e-05i,-0.00071678+0.0017261i,-0.00019701+0.0015608i,5.6689e-05-0.000184i,0.00016253-0.00030808i,4.8324e-05+0.00024425i,-0.00015376-8.9296e-05i,-0.00069936-0.00051413i,-0.00073625-0.00063528i,-0.00050877-0.00071321i,-0.00027901-0.00053592i,-4.0734e-05-0.00018034i,-0.00017409+7.0622e-05i,-9.8168e-05-7.2665e-05i
-0.0035535-0.00080594i,-0.0035639+0.00020412i,-0.003267+0.00068452i,-0.0011035+0.00085498i,0.00076719+0.0011582i,0.0019863+0.0013796i,0.0018679+0.0012874i,0.0011187+0.00032334i,0.00018017-0.0012788i,-0.00069936-0.0010825i,-0.00048098+0.00065684i,0.00014859+0.0005269i,-6.0219e-05+0.00044978i,-0.00047374+0.00087043i,-0.00053463+3.6338e-05i,-0.00072249+0.00018644i,-0.00032306+0.00081674i,0.00049923+0.00044257i,0.00051709-9.0923e-05i,-1.0103e-05-0.00023894i,-0.00027616-0.0004449i,6.8085e-05+0.00016047i,0.00049586+0.00048621i
0.00071709+0.0022903i,0.00076452+0.00032117i,0.00091303-8.2191e-05i,0.00070662-0.00054986i,0.00019311-0.0010848i,2.2418e-06-0.00041252i,0.00084847+0.00058022i,0.001302+5.8646e-05i,0.0005914-0.00071476i,-0.0010005-0.00041459i,-0.0014609+0.00035449i,-0.00022805+0.0001169i,0.00072876-0.00013736i,0.00063508+0.00046799i,0.00048877+0.000113i,0.00065347-0.00069119i,-2.003e-05-0.00011934i,-0.00041412-2.9118e-05i,-0.00022271-0.00064556i,-0.00019371-0.00037702i,-0.00013953+0.00034098i,0.00018632-0.00022406i,0.00077569-0.00070631i
-0.0022013-0.0010013i,-0.0035881+0.00084872i,-0.0031636+0.0013943i,-0.0013374+0.0010033i,-0.00024427+0.0010529i,0.0005733+0.0009801i,0.00084669-0.00019972i,0.00027586-0.00075127i,-0.00059795-0.0004089i,-0.00081023+0.00064644i,-0.00073489+0.00057812i,-0.00069653+0.0001312i,0.00027984+0.000294i,0.00023986-9.9781e-05i,-0.00050378+0.00021332i,-0.00056573-2.2479e-05i,-0.00064896-5.6416e-05i,-0.0011999+0.00069255i,-0.0014264+1.5266e-05i,-0.00047266-0.0002598i,5.8945e-05+0.00044514i,2.0657e-05+0.00051309i,9.198e-05+0.00059492i
-0.00049546-0.0015068i,0.00084319-0.0021905i,0.0018783-0.0014041i,0.0012371-0.0013753i,0.0011592-0.0012307i,0.0015097-0.00048318i,0.00029276-0.00049945i,-0.00028376-0.00082722i,0.0006884-0.00074883i,0.0011248-0.00011369i,0.00047278+0.00026418i,0.00013773+0.00013142i,3.6903e-05-0.00011892i,-4.7624e-05-0.00048376i,-0.00028584-0.00065088i,-7.0322e-05+3.7939e-05i,-0.00011995+0.00033749i,-0.00034495-0.00013094i,0.00017536-0.00065326i,0.00019495-0.0010025i,-6.5273e-05-0.00065792i,-0.00055416-0.00048173i,-0.00061758-0.00045532i
-0.0015573+0.0011197i,-0.0018135+0.0014432i,-0.0028207+0.0012812i,-0.0027859+0.00029672i,-0.0019451+0.00016264i,-0.00053769+0.00015154i,0.00068188-0.00047872i,0.00017589-0.00060082i,9.2433e-05-0.00068037i,0.00054437-6.8954e-05i,0.00036439+0.00056047i,0.00028492+0.00030295i,0.00012784+0.00031232i,-7.2498e-06+0.00053938i,0.00030954+0.00011385i,0.00040336+0.00064699i,0.00026017+0.0016836i,6.5736e-05+0.0012146i,-0.00018549+0.00035033i,-0.00035505-0.00013953i,-0.00066492-0.0004546i,-0.001177+0.00017587i,-7.1973e-06+0.0009664i
-0.0013525-0.00166i,-0.0009811-0.00035693i,-0.0013604+0.00036324i,-0.00063066+0.0014272i,-0.00036687+0.0029545i,-0.00052793+0.0032783i,-6.4143e-05+0.0020947i,0.0011684+0.00086094i,0.0016346+0.00073997i,-0.00019977+0.00051636i,-0.0011491+0.00023323i,-5.165e-05+9.1857e-05i,0.00079373-0.00041578i,0.00074872-0.00041611i,0.00043273-0.00045787i,0.0004296-0.00056196i,0.00053696-0.00042464i,0.00059601+9.1999e-05i,0.00056756-0.00017395i,0.00012402-0.0003252i,2.6817e-05+0.00028624i,0.00028336+0.00021995i,0.00052052+0.00010634i
-0.00012028+0.00027175i,0.00022968+0.00089748i,0.000162+0.0014685i,8.6217e-05+0.00049157i,0.0011922+0.00033111i,0.0022932+0.0001139i,0.0026993-0.00026216i,0.0013854-0.00023986i,0.00059816+0.00012828i,0.00057854+0.00066155i,0.00020526+0.00047579i,-9.6957e-05-0.00049788i,-5.2015e-05-0.00079663i,-0.00074415-0.00020157i,-0.00095408-0.00027014i,-7.3457e-06+0.00013415i,0.00021588+0.00040247i,-2.7264e-05+0.00023705i,-0.00053913+9.7664e-06i,-0.00053156+0.00012631i,7.9123e-05+0.00036668i,0.0004901+0.00032111i,0.00046385+0.00042446i
-0.0017874-0.0026956i,-0.0015729-0.0021555i,-0.0022461-0.00090564i,-0.0015855+0.00036972i,-0.00093108+4.4121e-05i,3.9659e-05-0.00052505i,0.00067128-0.00053761i,0.00061982-0.00073396i,0.0003625-0.00033028i,0.0006975+0.00015039i,0.001024+0.0005507i,0.0010955+0.00034612i,0.0010507+5.6279e-05i,0.00048908+0.00045596i,-0.00038897+0.00046759i,-0.00037248-0.00037491i,0.00055908-0.00071363i,0.00099618+4.7784e-06i,0.0008136+0.00083981i,0.00089195+0.00079097i,0.00044486-9.5321e-05i,-0.00017781-0.00099852i,8.3639e-05-0.00095157i
-0.0063631+0.0022773i,-0.0042878+0.0040039i,-0.0032259+0.0059404i,-0.0011649+0.0060129i,0.0018781+0.0052103i,0.0045084+0.0026875i,0.0037694-8.706e-05i,0.00088155-0.00081381i,-0.0013725+0.00024118i,-0.0013208+0.001648i,9.9579e-05+0.001846i,0.00052643+0.0010288i,0.00081025+0.00063614i,0.00067197+0.00043381i,0.0006706-9.2859e-05i,0.00067887-0.00077138i,0.00029492-0.0009505i,-0.00034726-0.00018693i,-3.647e-05+0.00020028i,0.00063329-0.00010234i,0.00031022-0.00078333i,-0.0006778-0.00077615i,-0.00060388+6.7864e-05i
-0.0096339-0.00073338i,-0.0093975-0.00045529i,-0.0087523+0.0052016i,-0.0040141+0.0082865i,5.6188e-05+0.008085i,0.0020968+0.0053639i,0.00078883+0.0023755i,-0.00026577+0.001553i,-0.001453+0.0010731i,-0.0014067+0.0019438i,0.00086376+0.0022075i,0.0024733+0.0005725i,0.0029537-0.00015346i,0.002637+0.00035989i,0.0021288+0.00098994i,0.0014814+0.00070865i,0.0005004-0.00011733i,0.000239-0.0003838i,0.00060377+6.0442e-05i,0.0010177+2.0266e-05i,0.00084087-0.00016024i,0.0010637+0.00037853i,0.0011162+0.0004269i
0.0074581+0.0003721i,0.0064146-0.00080725i,0.0062521-0.0055414i,0.002273-0.0075429i,-0.00090685-0.0069721i,-0.0012052-0.0030607i,0.0016548-0.00069034i,0.003131-0.0017166i,0.0023622-0.0020732i,0.00021919-0.0024058i,-0.0021039-0.0025485i,-0.0015767-0.0012672i,-0.0006448-0.0001612i,-0.0015547-0.00058681i,-0.0019261-0.00092561i,-0.0010679+2.7523e-05i,-0.00041122+0.00066261i,-0.00030606+0.00017146i,-0.00060561-0.00029309i,-0.00055258+0.00025363i,-0.00097349+0.00055983i,-0.0012526-2.4672e-05i,-0.0010642+0.00011573i
0.00079811+0.00061059i,-0.00096879+0.00070778i,0.00090059-0.00056964i,0.00049192-0.0015968i,-0.002009-0.0014641i,-0.0020141+3.7197e-05i,0.00092891+0.00071494i,0.0025269+0.00060387i,0.0021263-6.0435e-05i,0.00084434-0.0014354i,-0.00055443-0.001856i,-0.00084442-0.0015658i,-0.00077842-0.00047337i,-0.00038964-9.2414e-05i,-0.00030106-0.00026707i,-0.00049174-0.00019001i,-0.00064323+0.00032368i,-0.00068998+0.00099121i,-0.000895+0.000478i,-0.00073938+0.00070013i,-6.6441e-05+0.00055116i,-0.00045356+8.3056e-05i,-0.001433+7.6284e-05i
0.00089693+0.0013657i,0.0012478-0.00013226i,0.0020192-0.0019782i,0.0012251-0.003009i,0.0009345-0.0024992i,0.0014387-0.0011297i,0.0013719-0.00054515i,0.0010742-0.00028666i,0.00041102-0.00071794i,-0.00034471-0.00081392i,-0.00042074-0.00044271i,-0.00057728-0.00088581i,-0.00096086-0.00066971i,-0.00071224+0.00016042i,-2.0891e-05+0.00037309i,-0.00037968-0.00016837i,-0.00093919-0.00052801i,-0.00050506-0.00044556i,-0.00071306-0.00019563i,-0.00093036+0.0001046i,-0.00014226-1.0856e-05i,0.00052263+0.0002384i,0.00017674+0.00068i
-0.0020165-0.00018963i,-0.0018081+0.0011521i,-0.00096149+0.0010709i,-0.00062998+0.00064299i,-0.00023443-0.00044324i,-6.9188e-05-0.00093133i,0.00094303-0.00036975i,0.0016293+0.00018541i,0.0012575+4.163e-05i,0.00071827-9.6269e-05i,-3.7248e-05+0.00013194i,0.00017547-8.7641e-05i,0.00055732-0.00021856i,0.00023124-0.00046738i,3.5804e-05-0.00078679i,0.00017526-0.00070253i,0.00022678-8.9105e-05i,-0.00019276+0.00053351i,-0.00072126+0.00045556i,-0.00068638+0.0010189i,-0.00064098+0.0014904i,-0.00084846+0.00034072i,-0.00076202-0.00052598i
0.00045865-0.0014114i,-0.00043407-0.0011942i,-0.00046614-0.00095351i,-0.00019579-0.0014536i,-0.00047422-0.0015085i,-0.00074903-3.1676e-05i,-2.8384e-05+0.0011034i,0.00044497+2.5808e-05i,0.00079319-0.00024971i,0.00073773-0.00034176i,-0.0001486-7.8952e-05i,-0.0012355-1.9882e-05i,-0.00051893-0.00098374i,0.00064769-0.0010576i,0.00062905-0.00083481i,-0.00012405-0.00069976i,-5.8809e-05-0.00017267i,0.00042521+0.0002859i,5.2757e-05+0.00049326i,0.00014294+0.00028867i,0.00048056-0.00037217i,0.00039226-0.0013418i,-1.3046e-05-0.001462i
7.5646e-05+0.00099567i,-0.00023952+0.0022258i,0.00010468+0.0013059i,0.00017735-0.0001933i,0.00034812-0.00036761i,0.00056288+0.00045751i,0.0014412+0.00075975i,0.0020058+0.00034338i,0.0010398-0.00012841i,0.00060773-0.0003605i,0.0004065-0.00047053i,-4.8512e-05+0.00030415i,-0.00019337+0.00056546i,-0.00099656-0.00022381i,-0.00086942-0.0011325i,-0.00020305-0.0010161i,-0.00039019-5.5779e-05i,-0.00035977+6.4591e-06i,-0.00014859-0.00022197i,-0.00029691+0.00021366i,-0.00015916+0.00015701i,0.00099937-2.952e-05i,0.0012318-0.00055411i
0.00023345-0.00051217i,-0.0003278-0.00079766i,0.0014865-0.0011765i,0.0024407-0.00087017i,0.00071489-0.0015228i,-0.000537-0.0020784i,1.168e-05-0.0010337i,0.00052475-9.5837e-05i,-0.00022294-0.00020195i,-0.00062307-3.7682e-05i,-0.00024584+0.00030475i,-0.00035343-9.8455e-05i,-0.00030089+0.00021572i,3.3713e-05+0.00018178i,-0.00023602+0.00017886i,-0.00078171+0.0005877i,-0.00070589+0.00052383i,-0.00026447-3.8957e-05i,1.1159e-05-0.00049404i,0.00085604-0.0001124i,0.0014608+0.00041122i,0.00072952+0.00058014i,-0.00092558+0.0003993i
0.00018118-0.00054515i,-0.00079636-0.00019461i,-0.00059178+0.00032316i,-0.00026128-0.00041508i,2.4388e-06-0.0009601i,-0.00010864+0.00072687i,0.00040821+0.001162i,0.00098065+0.00050523i,0.0010987+0.00039109i,0.001062+5.7097e-05i,-0.00010299-0.00035054i,-0.0010927-0.00026494i,-0.001444-2.3365e-05i,-0.00096319+0.00042972i,-0.00020626+0.00055901i,3.8464e-05+0.00062233i,0.00040361+0.001036i,0.00027437+0.00054484i,0.00024713-3.7918e-05i,0.00044286-0.00015378i,0.00010084-0.00028359i,-0.00031573-0.00022815i,-0.00044614-0.00016299i
0.00056816+0.00066725i,0.00044534+0.00028264i,0.00051643-0.0010475i,0.000622-0.0014566i,0.00081421-0.0009431i,0.0010881+0.00051674i,0.001413+0.00091161i,0.001024-0.0004714i,0.00068253-0.00098021i,0.00045319-0.00072205i,-0.00047149-0.00013887i,-0.0011792+0.00043175i,-0.00085223+0.00033948i,0.00053987-0.00018267i,0.00086698-0.00035853i,0.00012414-0.00019082i,-0.00013923+0.00011298i,-0.00047341+7.1973e-05i,1.7788e-05-0.00029859i,0.00038353+6.4219e-05i,0.00034137+0.00028077i,0.00061279-0.00033206i,0.00039581-0.001079i
0.00022495-0.00059834i,-0.00036198-0.00045699i,-0.00033495+9.1416e-06i,-2.4691e-05+0.00039148i,-0.00033572+0.00030009i,-0.00025688+5.7298e-05i,0.00061062-8.264e-06i,0.00082728-0.00010642i,0.00038561-0.0003073i,-0.0007244-0.0005878i,-0.0012784-0.00014206i,-0.00032703+0.00034726i,0.00029885-0.00030824i,0.000295-0.00098014i,0.00026252-0.0011442i,5.6196e-05-0.00091296i,0.00025554-6.9001e-05i,0.00069789+0.00042545i,-9.1676e-05+0.00069935i,-0.00060909+0.00042463i,-0.00045163-0.00013675i,-0.00064056-0.00033261i,-0.00082773-0.00044945i
0.0022956-0.0025633i,0.0014814-0.002514i,0.00014298-0.0025106i,-0.0014033-0.0022259i,-0.0019793-0.001153i,-0.00079941+0.00057132i,0.00041338+0.00078299i,0.00097987+2.9435e-05i,0.00087625+0.00014828i,0.00011374+0.00081718i,-0.00037416+0.00068805i,0.00013922+0.00017709i,0.00028985+9.4663e-05i,-0.00032139+0.00034296i,-0.00037053+0.00013546i,-3.2465e-05-0.00039779i,0.00058061-0.00024271i,0.00081179-0.00059623i,0.0004288-0.00047465i,0.00019089+0.00037871i,4.3099e-06+0.00051253i,-0.00068594+0.0001562i,-0.00093512-0.00056442i
6.4426e-05-0.00093357i,0.0001343+3.7862e-05i,0.0011357-0.00016199i,0.00072671-3.8032e-05i,-7.6794e-05+8.1904e-06i,-8.1092e-05-2.6999e-05i,0.00091357+0.00040365i,0.00036494+0.00063116i,-0.00046859-0.00015117i,-0.00053003-0.00078663i,-0.00055878-0.00025992i,-0.00010252+9.1887e-05i,0.00061594-7.8355e-06i,-0.00031592+0.00020371i,-0.0013596-0.00020435i,-0.00086412-0.00024765i,-0.00030393-0.00036239i,-0.0002252-0.00074479i,-0.00034644-0.00085727i,-4.6322e-05-0.00064824i,5.0428e-05-0.00062745i,9.3127e-05-0.0011706i,5.1262e-05-0.00067149i
