0.0027993+0.00062908i,0.0027719-0.0014155i,0.0017364-0.0037988i,-0.00015233-0.0048503i,-0.0023409-0.0033219i,-0.0038079-0.00069392i,-0.0023172+0.000825i,3.4641e-05+0.0012722i,0.0010477+0.00057415i,0.0013325-0.00024539i,0.00032496+0.00027051i,-0.00076005+0.0011288i,-0.0012807+0.00084426i,-0.001813+0.00053194i,-0.0018459+0.001278i,-0.0011306+0.0014555i,-0.00033774+0.00063417i,-0.0004127-0.00014771i,-0.00046421+3.5012e-05i,0.00062568+0.00078222i,0.0011036+0.0009412i,0.00089667+0.00028237i,0.0013467-6.7684e-05i
-0.0014553-0.00045932i,-0.00045927+0.0011046i,-0.00012728+0.0018149i,-0.0013268+0.0012142i,-0.0013684+0.00081296i,-0.00031114+0.00012894i,-0.00021278-0.00043792i,3.2726e-05-0.00037509i,0.00014415+0.00027098i,0.00087266+0.00077322i,0.0011402+0.00093166i,0.00064817+0.00036788i,0.00075985-0.00064705i,0.00087347-0.001364i,0.00054972-0.0012986i,0.00022824-4.4474e-05i,0.00014901-4.194e-05i,9.2958e-06+0.0001769i,7.9939e-05+0.00015402i,0.00021355-0.00059843i,0.00049138-0.00039351i,-0.00028235+4.2024e-05i,-0.00090477+0.00020698i
-0.00066501+0.00074898i,-0.0010015+0.00052814i,-0.00082777+0.00096114i,-0.00065334+0.0002126i,-0.00052288-5.8501e-05i,-0.00070437-0.00041207i,-0.00094821-0.00074914i,-0.0007741-0.00030027i,-0.00041581-5.0537e-05i,-0.00058167+0.00043845i,3.9137e-06+0.00078175i,0.00079442+0.0012301i,0.0011073+0.0009695i,0.00082581-7.6082e-06i,0.00087869-0.00031011i,0.00058695+4.9494e-05i,-0.00030252+0.00039686i,-7.6287e-05+0.00062278i,0.00055731+0.00051586i,0.00051998-0.00013104i,0.00068252-0.00039823i,0.00057264+0.00056857i,0.00010371+0.00096957i
0.0012711-0.00039495i,0.0016086-0.00041794i,0.0011095-0.00033891i,0.00018165-0.00035009i,-0.00076358-5.6448e-06i,-0.00079155+0.00024856i,-0.00023892-0.00044089i,-0.00060043-0.00068152i,-0.00079557-9.1169e-05i,-0.00019104-0.00011821i,0.0004291-0.0001193i,0.00053935+0.00033341i,-0.00016755+0.00021634i,-0.00021375-0.00020533i,0.00056977+0.00067476i,0.00056078+0.00080584i,0.00099676+0.00067262i,0.0015031+0.00077657i,0.0010383+0.00027543i,0.00033259-8.1676e-07i,-0.00044728+0.00040387i,-0.00048382+0.0001073i,-0.0004636-0.0005758i
0.00015414+0.0013822i,0.0014436+0.0021417i,0.0026287+0.00085054i,0.0012393-0.00073415i,0.00042891-0.00029594i,-0.0004103+0.00015489i,-0.0014844-0.00037246i,-0.00059389-0.00057473i,0.00034219-4.4951e-05i,-0.00016329+1.028e-05i,-0.00038725-0.0004251i,-0.00017264-0.00033772i,4.036e-05-0.00010483i,5.4371e-05+5.1265e-05i,-4.9821e-05+0.00014743i,-7.7093e-05-0.00018202i,-2.0073e-05-0.00054078i,0.00042963+9.6174e-05i,0.00055115+0.00075088i,0.00025689+0.00037273i,-0.00023088+0.00014333i,-0.00045275+1.7479e-05i,-6.4078e-05+0.00017882i
-0.0014641-0.0010746i,-0.0016701-7.2938e-05i,-0.0020589+0.00082654i,-0.0024597+0.00079636i,-0.0020145-0.00041302i,-0.0012429-0.00082044i,-0.00080629-0.0004795i,-0.0002061-0.00058584i,0.00010821-0.00052642i,-0.00015428-0.00032178i,-0.00036928+0.00043232i,0.00043096+0.0012672i,0.00054194+0.0012591i,8.6958e-05+0.0010685i,0.00050583+0.00021757i,0.0009793-0.00025014i,0.0014853+0.00015054i,0.0013314+0.00075773i,0.00019145+0.0006482i,-0.00077171+9.621e-05i,-0.00035614-0.0004596i,0.00023448-0.00047335i,0.0005612+0.00022518i
-0.0011145+0.0010775i,-0.0015468+0.0019159i,-0.0016787+0.0013651i,-0.0016461+0.00082226i,-0.0010535+0.0004104i,-0.00026236-0.00015466i,-0.00050787-0.00015481i,-0.00040468+0.00050393i,0.00013892+0.00070192i,-0.00011749+3.6777e-05i,-0.00021058-0.00024874i,7.3551e-06-3.1532e-05i,-7.7409e-05-0.00032375i,0.00058944-0.00043227i,0.00088394+0.00021599i,0.00058756+0.00013078i,0.00067569-0.00020898i,0.00056422-0.00023431i,-1.2433e-05+0.00018275i,-0.00060985+0.00097107i,-0.0012548+0.0011619i,-0.00078465+0.00077003i,-0.00054419-0.0002516i
-0.00057844+0.0013898i,-0.00046585+0.0007885i,0.00011975-0.0001948i,0.00088216-0.00070738i,0.00051963-0.00072294i,-0.00019242-0.00087905i,-0.0011445-0.00085107i,-0.0010963-0.00056677i,-0.00028811-0.0004622i,6.2402e-05-0.00044766i,0.00052454+0.00044135i,0.0005726+0.00084301i,-0.00053279+0.00021773i,-0.00060708+0.00055202i,0.00048106+0.00012791i,0.00063475-0.00083179i,-0.00045172-0.00074596i,-0.00066223-0.00047797i,-0.00033681-0.00023944i,-0.00054691-0.00021302i,-0.0011339-5.7652e-06i,-0.0014609+0.00017737i,-0.0010476-0.00021071i
-0.00076917+0.00038706i,-0.00079243+0.0006808i,-0.00096383+0.00077715i,-0.0016604+0.00078763i,-0.00087281+0.00061894i,-0.00046761-0.00083944i,-0.0010484-0.0018311i,-0.00098881-0.00067271i,8.6824e-05+0.00051575i,0.00054623+0.00038308i,0.00025738-0.00038133i,-0.00032912-0.00027746i,-0.000376-5.9284e-05i,-0.00026938+9.3518e-05i,-0.00058676-3.9655e-05i,-0.00044083-0.00045602i,0.00015302-0.00042216i,0.00097859-0.00029338i,0.001219-0.0001291i,0.00072304+0.00023183i,-0.000544+0.00048999i,-0.0006893+4.1978e-05i,-0.00012587-3.9987e-05i
-4.331e-05+0.0028885i,0.0018148+0.0022805i,0.0020634+0.00093428i,0.00098527+0.00015639i,0.00073479-0.0005353i,0.0010038-0.0013999i,-0.00023039-0.0012552i,-0.0013064-0.00080874i,-0.0005194+2.2117e-06i,2.0097e-05+0.00054213i,-5.8962e-05+0.0005525i,-2.1494e-05-8.0236e-05i,-4.2495e-05-0.00063527i,-0.00049324-0.00072358i,-0.001149-0.0003962i,-0.001198-0.00013087i,-0.00056204-0.00015606i,-2.9187e-05-0.00073481i,8.8078e-05-0.00078459i,-0.00027176-0.00018093i,0.00036429-0.00043349i,0.0010452-0.00068058i,0.00033449+1.357e-05i
-0.0022371+0.00093921i,-0.0022096+0.0016662i,-0.0013194+0.0011342i,-0.0011536+9.359e-05i,-0.00077137+4.6117e-05i,-0.00018302-5.0143e-05i,0.00029736-0.0011023i,0.00015431-0.0012524i,0.00027585-0.00058919i,0.00043229+0.00019927i,6.0007e-05+0.00027552i,0.00020457-9.1089e-05i,1.3207e-05-0.00020503i,-0.00063669+0.00037661i,-0.00050589+0.00091315i,-7.0026e-05+0.00068516i,0.00036047-0.00033327i,0.00084285-0.00047212i,0.00050291+0.00037367i,0.0001455+0.001264i,0.00023193+0.00071175i,0.00028604-0.00029414i,0.00037799-0.00036235i
-0.0011663+0.00080637i,-0.00055872+0.00080305i,0.00023482+0.00069013i,-0.00028491-0.00065173i,-0.0013639-0.0013995i,-0.00090588-0.00057891i,0.00015161-0.00059899i,-0.00017366-0.00097274i,-5.5173e-05-0.00072902i,0.00051535-0.00088034i,0.00040595-0.00015299i,0.00018477+0.00056497i,0.00042577+0.00063218i,-8.0738e-05+0.0010258i,-0.00024684+0.00048568i,0.00082095-5.9715e-05i,0.0010037-0.00019419i,0.00022467-0.00023815i,-5.3664e-05-6.8089e-05i,0.00037366-4.0429e-05i,0.00023413-0.00010832i,0.00024189-0.00015428i,0.00020909-0.0002876i
-0.0015652-0.00031566i,-0.0010072-6.2264e-05i,9.9198e-05+0.0011105i,0.00060129+0.00098507i,0.00042615-0.00014234i,0.0010195-0.0017041i,0.00026666-0.0019534i,-0.00077977-0.0013024i,0.00031029-0.00059355i,0.0014835+0.00060111i,0.0010689+0.00071142i,0.0001681+0.00075821i,-9.8396e-05+0.0007102i,-0.00055328+0.00018567i,-0.00027812+4.4625e-05i,0.00081984-0.0003842i,0.00040805-0.00057992i,0.00020996+0.00010577i,9.4933e-05-0.0001708i,-8.1205e-05-0.0003119i,0.00028073+0.00044234i,0.00022607+0.00074733i,-0.00051604+0.00076824i
0.00096739-0.001512i,0.001728-0.0011338i,0.00062167-0.00081519i,-0.00083308+0.00046363i,-0.0017902+0.0011386i,-0.0015864+4.6779e-05i,-0.00047834-0.00065518i,5.5039e-05-0.00050149i,0.00010324-0.00051005i,9.063e-05-0.00040222i,0.00010283+0.00033208i,-6.6082e-05+0.00088265i,0.0003438+0.0010266i,0.00052582+0.0013272i,0.00036719+0.00054156i,0.00064383+7.1574e-05i,0.00018123+0.000406i,0.00032323+9.6931e-05i,0.00070326+0.00044742i,4.1471e-05+0.00033079i,-0.00052662-0.00079259i,-0.00048778-0.00097936i,-0.00048614-0.00039038i
0.00038518+0.0020055i,0.001623+0.0023495i,0.0010203+0.001035i,4.1636e-06+0.00063503i,-0.00034536+0.00093496i,0.00016098+0.00050182i,0.00087417-0.00038226i,0.00092499-0.00062511i,0.0014073+8.7659e-05i,0.00089882+0.00072519i,6.0187e-06+0.00012746i,0.00075086-0.00041423i,0.00096633-0.0003752i,2.7126e-05-0.00022147i,-0.00027497+5.1392e-05i,-3.1556e-05+0.00022404i,0.00011271+0.00084224i,3.0484e-05+0.0007112i,-0.00030357+0.00031811i,-0.00027431+0.00032951i,-0.00011464-0.00015782i,-0.00053401-0.00038618i,-0.00092651-0.00066743i
-0.00096617+0.0030116i,2.1597e-05+0.0034778i,0.00059031+0.0033492i,0.00042394+0.0010741i,0.00074122-0.0013957i,-0.0002945-0.0027462i,-0.0015117-0.0023167i,-0.0012037-0.00087626i,-0.00038517-0.00025125i,-3.5422e-06-0.00041919i,0.00016479-0.0004148i,0.0004079-0.00041863i,0.00024409-0.00060391i,-0.00022243-0.00018264i,-0.00049151+0.00020492i,-0.0001355-0.00041309i,2.782e-05-0.00022164i,-8.6761e-05+0.0004961i,-0.00030667+0.00025178i,-0.00040861-0.00015267i,0.0002274+0.0001485i,0.0002007-0.00010448i,-2.0051e-05-0.00063388i
-0.0012969-0.00038285i,-0.0023079+0.00043988i,-0.0023442+3.5999e-05i,-0.0010474-0.00097252i,-0.00058321-0.0012865i,-0.00089245-0.0012437i,-0.00053614-0.0015207i,-3.8209e-05-0.0011811i,0.00024673-0.00057284i,-0.00033856-0.0004146i,-0.00089382-5.1953e-05i,-0.00042314+0.00050035i,-0.00012525+0.00090074i,-0.00051051+0.0011091i,-0.00062889+0.00096329i,0.00027621+0.00052018i,0.00082465+0.00037548i,0.00093989-4.9502e-05i,0.0011432-0.00027098i,0.0013106-5.6662e-05i,0.00047748-0.00040788i,-0.00044572-0.00023383i,-0.00014098+0.00015534i
0.00013636-1.9476e-05i,0.0012793-0.00095333i,0.0007026-0.0012031i,4.2742e-05-0.00072105i,-4.0932e-05-0.00027105i,-0.00010843-0.00047975i,-0.00011715-0.0011536i,-0.00015112-0.0011411i,0.00011182-0.00066732i,-0.00020856+5.2195e-05i,-0.00044336+0.00086887i,4.2555e-05+0.0007863i,-0.00019778-0.00031642i,-0.00079837-0.0012488i,-0.00099272-0.00074935i,-0.00068119+0.00038361i,0.00024878+0.00081041i,0.00059169+0.00090809i,0.00032115+0.0001433i,-0.00012311-0.00084954i,-0.00039719-0.00098192i,-0.00081571-0.00047021i,-0.0010767+0.00011504i
0.0012754+0.00047478i,0.0022296+0.00018073i,0.0021166-0.00026799i,0.00083757-0.00067931i,-7.1769e-07-0.00064935i,0.00021164-0.00023258i,-0.00055721+0.00060169i,-0.00086717+0.00078615i,-0.00011517-8.6382e-05i,0.00048833-0.00012139i,0.00045618+0.00075336i,9.0117e-05+0.00085748i,6.7732e-05+0.00071961i,-0.00015202+0.00052691i,-0.00078566-0.0001983i,-0.0010475-0.00035735i,-0.00058234+2.4054e-05i,5.3356e-05+0.00053068i,-0.0004788+0.00021734i,-0.00056073-0.00044454i,0.00046614-0.00028957i,0.00092745-2.8958e-05i,0.00015534+0.0004238i
0.0018152+0.0019594i,0.0028033+0.0031316i,0.0030422+0.0027946i,0.0016503+0.00081158i,-6.4163e-05-0.00028866i,-0.00019135-0.00052278i,0.0001919-0.00052262i,-0.00013519-0.00023122i,0.00017605+6.4153e-05i,0.00026713+0.00014848i,-0.00018392+3.231e-05i,-0.0004187+7.1507e-05i,-0.00028131+0.00013912i,-0.00016198-0.00047415i,-0.00062129-0.00027829i,-0.00029017+0.00048711i,0.00033504+0.00060754i,0.00047875+0.00069179i,0.00045704+0.00029997i,0.00055692-5.8264e-05i,0.00019297-0.0002356i,-0.00047304-0.00067136i,-0.00063241-0.00035414i
0.00036451+0.00060533i,0.00092707+0.0015311i,9.3247e-05+0.00074145i,-0.00095792-0.0002818i,-0.00096018-0.00022291i,-0.00084598-0.00013048i,-0.00089131-0.00074649i,-0.00066902-0.00025711i,8.5449e-05+0.00016813i,0.00039384-0.00041683i,0.00012342-0.00060989i,-3.9008e-05-0.00025864i,0.00029412+4.1915e-05i,0.00051879+0.00038772i,0.00018358+0.00064356i,-2.8914e-05+0.00066738i,-4.0335e-06+0.00026835i,8.1617e-05+0.00017424i,0.00025201+0.00020332i,0.00024263-3.6979e-05i,0.00029562-0.000586i,0.00018391-0.00047905i,-0.00029714+0.00016478i
-0.0012324+0.00044755i,-0.00094684+0.00074651i,-0.00075374-0.0001255i,-0.00064476-0.0008031i,-0.0001014-3.2901e-05i,0.00019993+0.00012831i,-0.00063794-0.00039948i,-0.0010854-0.00042274i,-0.00099179-0.00087986i,-0.00019256-0.00091411i,-0.00022401-8.8084e-05i,2.847e-05+0.00012859i,0.00080376+4.7315e-05i,0.00057886-9.0877e-05i,-3.8287e-05-0.00039152i,-7.057e-05-0.00086186i,6.5253e-05-8.2132e-05i,6.4503e-06+0.00045032i,-0.0005159-0.00045505i,3.3208e-05-0.00011462i,0.00045516+0.00024878i,0.00034185-0.00041832i,8.5407e-05-0.00035334i
-0.0020242+0.0011996i,-0.0013748+0.0022104i,-0.00023674+0.0031534i,0.0011901+0.0018528i,0.00085123+0.00050031i,-0.0005777+9.0886e-06i,-0.001128-0.00048434i,-0.00065746-0.00067901i,0.00011629-0.00034773i,0.00017616+1.6527e-05i,0.00069565+0.00013878i,0.0012257+0.00019874i,0.00035664-0.00013926i,-0.00046451-0.0013666i,-0.00068502-0.0018122i,-0.0006272-0.00073331i,-0.00028035+0.00041491i,0.00016889+0.00054789i,0.0002823+4.0008e-05i,0.00082672-0.00020467i,0.00090932-0.00032493i,0.00052624-0.00066639i,0.00021141-6.8881e-05i
0.0014954+0.0017646i,-0.00011139+0.0018845i,0.00013055+0.001353i,0.0012157-0.00036292i,0.00074027-0.001433i,4.6514e-05-0.0016939i,-0.000726-0.0011753i,-0.0012696-0.0002412i,-0.0011752-0.00013946i,5.1454e-05-0.00056229i,0.000671-0.00055541i,-0.00013747-0.00036163i,-0.00038092-0.00056261i,-0.00022706-0.0005512i,-0.00081297-0.00028222i,-0.00115-0.00034557i,-0.0004956-0.00025289i,-1.3692e-05-4.3736e-05i,2.443e-05+0.00053796i,-0.00014294+0.00075931i,0.00012994-2.7457e-05i,0.00038071-0.0007347i,0.0003391-0.0013161i
-0.0019961+0.0015787i,-0.002124+0.00090589i,-0.0016014+0.00011233i,-0.001455+0.00047216i,-0.0016981+0.00046161i,-0.0015972-6.4501e-07i,-0.00081256-0.00032717i,-0.00016908-0.00056694i,0.00076052-0.00094123i,0.0013057-0.0012241i,0.0011894-0.0011481i,0.00023766-0.00069196i,-0.00048758-0.00048562i,-0.00033458-0.00022315i,3.1547e-05+0.00010086i,8.465e-05+0.00065457i,0.00079706+0.0004674i,0.00084338+6.1561e-06i,6.6731e-05-0.00034539i,0.00020762-0.00075831i,0.00093387-0.00075751i,0.00075984-0.000615i,-2.0064e-05-0.00057792i
5.1492e-05-7.6148e-05i,0.0012268-0.0016735i,0.0019056-0.002328i,0.00068494-0.0011992i,-0.00037781+0.00031496i,-0.00073929-0.00015934i,-0.00075737-0.00069013i,5.8386e-07-0.00022475i,0.00054848+0.00035643i,0.0004332+0.0003872i,0.00055738+0.00055959i,9.2927e-05+0.00084901i,-0.00012321+0.00076129i,-0.00039968+0.00067513i,-0.00065609+0.00029981i,-0.00058919+0.00021292i,-0.00041493+0.0006033i,0.00025984+0.00069974i,-0.00013628+0.0006017i,-0.00044494+0.00026883i,0.00014621+4.9746e-05i,-0.00016397-8.2865e-05i,-0.00039789+0.00059995i
0.0016039-0.00028341i,0.0022221+0.0012881i,0.0016191+0.00184i,0.00028844-6.1289e-05i,-0.00043087-0.00082277i,-0.00041824-0.0010309i,-0.00084541-0.0016068i,-0.0016104-0.00071275i,-0.0016915+0.00030792i,-0.0010856+0.0011332i,-0.00071469+0.0016577i,0.00044657+0.00069486i,0.00085235-0.00057495i,-9.9122e-05-0.00035257i,-0.00031088+0.0002909i,-0.00020911+0.00054324i,-0.00036339-0.00049838i,-0.00035338-0.0012046i,0.00024149-0.00061744i,0.00036355-2.2326e-05i,-0.0002806+5.887e-05i,-0.00066842-0.00014793i,-0.00042371+0.00015787i
-0.00090365+0.00084532i,-0.0011733+0.0018012i,-0.0017864+0.0018153i,-0.0015773+0.00051595i,-0.00075295-0.00060626i,-0.00045329-0.0011736i,-0.00049902-0.0012763i,-0.00082658-0.00088222i,-0.00022779-0.00030758i,0.0001029-0.00015632i,0.00012595-0.00063292i,-8.4822e-06-0.00031646i,-0.00039098+0.000362i,-0.0006165+0.00098741i,-0.00039632+0.00081387i,-0.00068027+0.0009537i,-0.00067141+0.00088432i,-0.00018113+0.0001776i,0.00015896-0.0001798i,2.3568e-05-0.00035615i,-0.00034504-0.00041522i,-0.00023489-0.00049068i,0.0005518-0.00069627i
-9.1151e-05+0.0019312i,-0.00051569+0.0022582i,6.9637e-05+0.002339i,0.00077908+0.00033867i,-0.00012565-0.00045468i,-0.001617-0.00040264i,-0.0010137-0.0006567i,-0.00031196+0.00018849i,-0.00064179+0.00074038i,-0.0003756+9.8718e-05i,9.1767e-05+0.00042818i,-0.00042693+0.0010674i,-0.0013308+0.00088938i,-0.001349+0.00080098i,-0.00073206+0.00048802i,-3.9397e-06-0.00011448i,3.7627e-05+3.1941e-05i,-0.00018842-0.00020009i,-0.00028918-0.00070523i,-0.00090548-0.00025431i,-0.00087586+8.233e-05i,-5.8012e-05-0.00017928i,2.1531e-05-0.00065198i
0.00081452+0.0015347i,9.9888e-05-0.00047076i,-0.0005576-0.0022436i,-0.0010088-0.0017614i,-0.00095526-0.00066655i,-0.00020131-0.00033575i,0.00062375-0.00040483i,0.00027395-0.00030923i,-4.1987e-05-0.00055818i,0.0001687-0.000562i,-0.00064202+3.1269e-05i,-0.0008795+0.0005444i,-0.00089157+0.00065298i,-0.001026+0.00042659i,-0.00073569+0.00024448i,-0.00012595+0.00059653i,0.0003225+0.00036408i,0.00059884-4.8968e-05i,0.001033-3.8849e-05i,0.00091786+0.00077525i,0.00094549+0.00055957i,0.0012398-0.00019521i,0.0012381-0.00018787i
-0.0021302+0.0016204i,-0.00036354+0.0016745i,-0.00018511+0.00078232i,-0.0012526+6.2768e-05i,-0.0014649+0.00011641i,-0.00044737-0.00050073i,-8.4971e-05-0.00093578i,0.00023503+0.00017156i,0.00046531+0.00092633i,0.00035041+0.00011672i,0.00023629-0.00012919i,-0.00040028+0.00040223i,-0.00086194+0.00030121i,-0.00017969-0.00035711i,9.3469e-05-0.00012776i,-0.00071423-0.00033231i,-0.00063105-0.00038185i,5.3711e-05-0.00065169i,0.00028382-0.0008663i,0.00022383-0.00032062i,-0.00017681-0.00022889i,0.00017457-0.00046708i,0.00019734-0.00027443i
0.00022192+0.0021485i,0.00062693+0.0022259i,0.0010624+0.0012397i,0.00069316+4.7829e-05i,0.00010555-0.001215i,-0.00026713-0.0018482i,-0.0013844-0.0016965i,-0.0019147-0.00087083i,-0.0011446-0.00027399i,-0.00067829+0.00022027i,-0.00073534+0.0010995i,-0.00094806+0.0010352i,-0.00068122+0.00070085i,-0.00050859+0.0009204i,-0.00061306-0.00023736i,-0.00027205-0.00071829i,0.0001435-1.6692e-05i,0.00032588+0.00071787i,-5.8981e-06+0.0011081i,-0.00029091+0.00095714i,-0.00057173+0.0010826i,-0.00041504+0.00064625i,0.00015579-0.00014375i
-0.0016438-0.0010457i,-0.0021363-0.00095982i,-0.0022335-0.00040259i,-0.001943+0.00018684i,-0.0017214+0.00013785i,-0.00053838-0.00031199i,0.00072722-0.00029358i,0.00046188+9.9553e-05i,-0.0003422-2.4398e-05i,-0.00021522-0.00037454i,0.00051689-0.00030098i,0.0011535+0.00013289i,0.00025634+0.001138i,-0.00030792+0.0013986i,0.00049484+0.00126i,-0.00013724+0.00083791i,-0.00047344-3.5334e-05i,-9.7338e-05+0.00038595i,-0.00027318+5.273e-05i,-0.00086421-0.00056639i,-0.001277-0.0006665i,-0.00041307-0.00066938i,0.00014018-0.00036392i
0.0011514+0.00014865i,-0.00014361-0.00051607i,-0.00095719-0.0013371i,-0.0013231-0.0016914i,-0.0014053-0.0013451i,-0.00071159-0.00095057i,-2.864e-05-0.00074757i,-0.00012803+7.6569e-05i,6.291e-06+0.00060457i,8.0161e-05+0.00020101i,-0.00016857+0.00015393i,7.1163e-05+0.00059672i,0.000507+0.0010186i,-0.00012114+0.00097856i,-0.0010166+0.00080796i,-0.0012094+0.00057466i,-0.0011053+0.00086776i,-0.00078062+0.0010468i,-0.00014727+0.00040037i,-0.00037877-0.00024567i,-0.00069233-0.00054822i,-0.00031694-0.00038685i,-0.00035065+9.4942e-06i
-0.00036572-0.0011975i,-0.00043355-0.0016107i,-0.0010228-0.0018687i,-0.0013716-0.0020644i,-0.00095104-0.00078401i,-0.00069912+0.00015616i,-0.00053315-0.00097449i,-0.00073027-0.001321i,-0.00050818-0.0008615i,0.0003424-7.7923e-05i,0.00046603+0.00054412i,0.00023282+0.00052682i,0.00024754-0.00017938i,0.00015092-0.00028952i,-0.00060474+0.00015047i,-0.0007912-0.00014225i,-0.00012641-0.00072561i,0.00022932-0.00014146i,0.00038321+0.00032638i,0.00014939-0.00022171i,-4.7487e-05-0.00064323i,-0.00048176-0.00067414i,-0.00052363-0.00030444i
0.0002772+0.00027046i,0.0014612-0.00013739i,0.0022393-0.001205i,0.00087173-0.00085889i,-0.00041001-0.00054416i,-0.0008068-0.0014291i,-0.0006121-0.0018751i,-0.00011434-0.0010082i,0.00038913-0.00014519i,0.00096816-0.0002242i,0.0010917-0.00039393i,0.0012111-0.00054131i,0.00068242-0.00079186i,-1.3594e-05-0.0012563i,0.00022079-0.00037429i,0.00040429+0.00042176i,0.00032942-0.00032221i,0.00016632-0.00042175i,-0.00023928-0.00026324i,6.4142e-05-0.00073712i,0.00058088-0.00025073i,-0.00022933+6.9885e-05i,-0.0012607-0.00024298i
0.0004678+0.0023278i,0.0010164+0.0026163i,0.0011287+0.0020139i,0.00046869+0.0012043i,-5.5188e-05+0.00046417i,0.00037456-0.00044681i,0.00058006-0.0010069i,-0.00061053-0.00036454i,-0.00061409-0.00016735i,0.00034655-0.00018569i,0.00089261-0.00014171i,0.00094679-0.00032952i,0.00058984-0.00012525i,-0.00018674+3.9596e-05i,-0.00049753-0.00016174i,-0.00045424-0.00026605i,-0.0004683+0.00058414i,-0.00056131+0.0007727i,-0.00073976-0.00072318i,-0.00085724-0.0013127i,-0.00098391-0.00043793i,-0.0012956+0.00071001i,-0.00092122+0.0008198i
-0.0017827+0.0014216i,-0.0013012+0.002722i,-0.0017993+0.0035853i,-0.0027169+0.0026932i,-0.0021626+0.0010137i,-0.00077314+0.00040429i,-0.00039103-0.00025308i,-0.00093178-0.00049744i,-0.00096861+0.00018344i,-0.00053084+0.0010241i,-4.915e-05+0.0010683i,0.00026019+0.00080594i,-0.00025363-6.7908e-05i,0.00024698-0.0010513i,0.00096263-0.00089946i,0.00039052+1.7771e-05i,0.00039848+0.0010639i,0.00012679-0.00013516i,-3.8304e-05-0.0010251i,0.00039538-0.00034752i,-0.00032846-0.00012709i,-0.00068128-0.00010654i,-0.00066396+0.00028936i
-0.0024528-0.00060112i,-0.0030538-0.0010336i,-0.0030661-0.0019584i,-0.0022993-0.0020154i,-0.0011929-0.0016489i,-0.00037082-0.0010699i,-0.00012796-0.00068625i,-0.00049077-0.00066776i,-0.0001257-0.00039202i,4.0915e-05-0.00037489i,-0.00011431-0.00018942i,-0.00058077+0.00059685i,-0.00036525+0.001287i,0.00035154+0.0007685i,7.0116e-05+0.00041441i,-0.00041686+0.00043763i,-0.00095303-9.7396e-05i,-0.00067457-0.00062628i,0.00018158-0.00041662i,0.00098278-0.00074156i,0.001025-0.0010955i,-3.8381e-05-0.0005872i,-0.0010701+4.9343e-05i
-0.0012008-0.00039075i,-0.0012829-0.0012042i,-0.0014204-0.0019269i,-0.00081579-0.00096124i,-0.00019765-2.8631e-05i,-2.6534e-05-0.00026953i,6.4145e-05-0.00084862i,-0.00014417-0.00085113i,-0.00081416-0.0009402i,-0.0005894-0.00089337i,-5.7835e-05-0.00038854i,-0.00027822-4.8101e-05i,-0.00030432-0.00016675i,0.00037094-0.00039813i,0.00083761-0.00020787i,-4.7003e-05+9.9233e-05i,1.4074e-05-0.00037196i,0.00065133-0.0011407i,0.00010171-0.0010973i,-0.00047585-0.00054277i,-0.00019439-0.0005789i,0.00040688-0.00082758i,0.00053423-0.00050781i
-0.00013285-8.6618e-05i,0.00035257-0.00029371i,0.0012889-0.00024159i,0.0017668-0.00040078i,0.0010701-0.00096484i,3.7997e-05-0.0013842i,-0.00087036-0.0014001i,-0.00089901-0.00041233i,-0.0010713+0.00089056i,-0.0010621+0.00066838i,-0.0002565-0.00023666i,0.00031513-0.00029556i,0.00048934-0.00056526i,0.00058649-0.00078655i,0.00043413-0.00069905i,0.00025552-0.00018463i,0.00075565-1.8543e-05i,0.00058027-0.00024935i,1.9511e-05-0.00080152i,-0.00019022-0.00092721i,-0.00098885-0.00040384i,-0.0011035-0.00033335i,-0.00037618-0.00040648i
-4.5128e-05+0.0025788i,0.00031905+0.0021467i,0.0013119+0.0015415i,0.00073803+0.00074231i,-0.00020659-0.00029406i,-0.00025912-0.0015141i,0.0002464-0.0016575i,-0.00040016-0.0007033i,-0.0011826+0.00027622i,-0.00061294+0.00072592i,-6.777e-05+0.00065723i,0.00011991+0.00044097i,-0.00037932+0.00019374i,-0.0012351-0.00015789i,-0.0010679+0.00025979i,-0.00081172+0.00062485i,-0.000903+0.00046859i,-0.00064106+0.00023094i,-0.00071351+0.00019969i,-0.0010671+0.00060898i,-0.0003536+0.0010473i,0.00032486+0.00066118i,-0.00074021+0.00011609i
0.00090962+0.0012078i,0.0010119+0.0020835i,0.00027059+0.0014363i,-0.0016165+0.00029795i,-0.0019659-0.00054843i,-0.0012987-0.00054057i,-0.00090223-0.00097452i,-0.00079963-0.0010614i,-0.0005735-0.0011715i,-0.00020581-0.0010803i,-0.00055043-0.00090525i,-4.2566e-05+7.325e-05i,0.00059505+0.0012506i,9.0782e-05+0.00087529i,-0.00060327+0.0003649i,-0.00056799+0.0004656i,-0.00029807+0.00065022i,2.8471e-05-0.0001228i,0.00023129-0.0011952i,0.00034594-0.00032313i,0.00053097+0.0004738i,0.00046884+0.00045314i,0.00075322-3.3324e-05i
