-0.0077186-0.00036062i,-0.0082694-0.00054374i,-0.0066182+0.0012907i,-0.0047228+0.0034481i,-0.0035062+0.0029197i,-0.0017834+0.0015193i,-0.00094554+0.0010745i,-0.00069643+0.0011483i,-7.5583e-05+0.00038415i,0.0010687+0.00060159i,0.0015744+0.0010728i,0.0012479-0.00025132i,0.00044178-0.0016969i,-0.00046487-0.0010608i,-0.0010281-0.00035874i,-0.0010984-0.00025883i,-0.00081302-0.0001217i,-0.00041722-0.00038957i,-0.00048663-0.00045574i,-0.00068077+0.0002729i,-0.0005816+0.00077193i,-0.00045126+0.00034859i,5.8815e-05+5.9307e-05i
-0.00025336+0.00048005i,-0.000413-0.0010863i,0.00017643-0.00073177i,0.00048841+0.00017548i,-0.00041158-0.00024633i,-0.0013094-0.00088031i,-0.0012592-0.0011289i,-0.00065369-0.0012495i,-0.00015979-0.00051885i,-6.2395e-05-0.00012095i,0.00067499+7.6824e-05i,0.00062546+0.0010789i,0.0001913+0.0015265i,0.00074089+0.0014224i,0.0014198+0.0013266i,0.00087954+0.00028947i,0.00063371-0.00082788i,0.00035058-0.0010035i,-0.00063064-0.00085857i,-0.00058918-0.00035726i,-0.00012619+0.00039125i,-0.00058531+2.5885e-05i,-0.00087898-0.00054747i
0.00058786+0.0013392i,0.00031998-0.00017025i,0.0012452-0.00094718i,0.0011917-0.0011252i,-0.00012106-0.00087765i,-0.0011561-0.00029193i,-0.0014698+0.0001381i,-0.00026878+0.00052433i,0.00085878+0.00025177i,0.00024613+0.00020627i,-0.0006455+0.0006985i,-0.00071641+0.001058i,-0.00015611+0.0016447i,-0.00018654+0.0017031i,-0.00048247+0.0005166i,-0.00038443+0.00025763i,-0.00067571+0.0007753i,-0.00057737+3.1964e-05i,-0.00014833-0.0010366i,-0.00043784-0.0013604i,-0.0003508-0.00095601i,0.00051933-0.00034434i,0.00079716-0.00048297i
0.00074447-0.0022i,-0.00038145-0.0017734i,-0.0007853-0.0012924i,-0.00080022+0.00042208i,-0.001535+0.00094058i,-0.0012047+0.00039557i,-0.00068459-4.6681e-05i,-0.00040761-0.0005992i,-0.00063227-0.00050136i,-0.00085647+0.00013788i,-4.8114e-05+0.0010513i,0.00011486+0.00099678i,-0.00058918+0.00035439i,0.00018579+0.00043477i,0.00077744+0.0004693i,5.499e-05+0.00072152i,-0.00035756+0.0007161i,-0.00064801-0.0002668i,-0.00060745-0.0011516i,-0.00070933-0.000822i,-0.00064582-0.00014231i,-0.00052297-0.00014784i,0.00030423-5.1002e-05i
-0.0022534+0.001145i,-0.0024832+0.00083547i,-0.0028532+0.0014746i,-0.0020808+0.0023628i,-0.001124+0.0021911i,-0.00017949+0.0012311i,0.00080283+0.00081528i,0.00048953+0.00055854i,-0.00031759+0.00032859i,-0.00052054-4.8972e-05i,-0.00010475-0.00014426i,-0.00016866-9.1312e-05i,-0.0010127-7.7382e-05i,-0.00039891-0.00046644i,0.00019292-0.0010552i,-0.00038267-0.00069599i,-0.00023803+0.00025218i,-0.00031872+0.00020734i,-0.00030893-0.00034788i,-0.00065066-0.00019414i,-0.00073803+0.00011637i,1.3264e-05-1.8776e-05i,0.00054525+8.7732e-05i
-0.00070063+0.0012563i,0.00026209+0.0019989i,0.0003501+0.0020645i,0.00021571+7.9695e-05i,-0.00011658-0.00015256i,-0.00063953+0.00012832i,-0.00025755-0.00029309i,-4.17e-05-0.0001532i,-0.00042498-0.00016913i,-0.00059483+0.00013041i,-0.00030112+0.00030693i,-0.00024299+0.00068762i,9.9095e-05+0.00076175i,0.00063571+0.00041086i,7.9983e-05+0.00059857i,-0.00056259+0.00068391i,-0.00065546+0.00084093i,-0.00077867+0.00036127i,-0.00074292+9.4652e-05i,-0.0010331+0.0004742i,-0.0011358+0.00089496i,-3.1868e-05+0.00091403i,0.00036484+0.00071761i
-0.00026068-0.00023402i,-0.0010443+0.00027027i,-0.0020976+0.001216i,-0.0018221+0.0016313i,-0.00089728+0.00069636i,-0.000582+0.00022634i,-0.00060844-0.00023986i,-0.00097021-5.9474e-05i,-0.0010424-8.2003e-05i,-0.0010538-0.00037145i,-0.0013736-2.4779e-06i,-0.00085348+0.00069712i,-8.053e-05+0.00058634i,0.00071211+0.00061448i,0.00059597+0.0012245i,-0.00016217+0.00085837i,8.9641e-05+0.00011356i,-5.7516e-05-0.00049447i,-0.00042395+4.2639e-05i,-0.00069249+0.00058667i,-0.0011092+0.00065852i,-0.0010651+0.00043929i,-7.363e-05+0.0005729i
-0.0010091-0.0014558i,-0.00035499-0.0021528i,-0.00048773-0.0015366i,-0.0012874-0.00012266i,-0.001143+0.00015898i,-0.00068953+0.0003565i,-0.00082062+0.0011217i,-0.0012443+0.0013373i,-0.0014083+0.00059958i,-0.0014114-6.9781e-05i,-0.00091266+9.0522e-05i,-0.00043327+0.00037921i,0.000586-0.00057104i,0.00061968-0.00078817i,-2.1242e-05-1.4867e-05i,-0.00011565+0.00027081i,-9.7744e-05+0.00035705i,-0.00027482+0.00089722i,0.0001024+0.00029445i,0.00047755-0.00047927i,0.00035303-0.00037492i,-0.00034962-0.0010616i,-0.00050631-0.000758i
-0.001713+0.0011851i,-0.0012227+0.0013148i,-0.00060536+0.00087557i,-0.00071527+0.00086517i,-0.0001472+0.00021619i,9.8647e-05-0.0011599i,-0.00039075-0.00070364i,-0.00090252+0.00027719i,-0.0013501+0.00056485i,-0.00099179+0.00089697i,0.00020738+0.0011497i,0.00059337+0.0014647i,0.00065537+0.0014394i,0.00073343+0.0011382i,-3.0873e-06+0.00081667i,-0.00053818+0.00017067i,6.6892e-06-0.00053502i,-0.00012283-0.00053659i,-0.00074853+3.2771e-05i,-0.00026448+0.00051639i,-8.2908e-05-1.2541e-05i,7.7374e-05-0.00058238i,0.00026468+0.00011908i
-0.0012542-0.0011202i,-0.00073631-0.0010737i,-0.00037156-0.00074474i,-0.00052744-0.0006658i,-0.00040012-0.00034341i,0.00031474-0.00025904i,-0.00032035-4.0558e-05i,-0.00094963-9.6995e-06i,-0.00094423+0.00023652i,-0.0011776+8.7609e-05i,-0.00046214+0.00014929i,-0.00037037+8.4525e-05i,-0.00082624-0.00023971i,-0.00064664-0.00021681i,0.00012559-0.00014101i,-3.3268e-05-0.00021284i,-0.00078217-3.8332e-07i,-0.0012894-0.00019075i,-0.0011143-0.00085066i,0.00023302-0.00062777i,0.0011256-0.00050635i,0.0015255-0.00087771i,0.0014871-0.00086679i
-0.00017239-0.0019684i,0.00075918-0.0020894i,1.1114e-05-0.00107i,-0.00030729-4.3443e-05i,-0.00047867+0.00036777i,-0.00077444+0.00048923i,-0.00081827+0.00046344i,-0.0014696+0.00036407i,-0.0017149+9.8272e-05i,-0.00072413+0.00043489i,-6.0797e-05+0.00052347i,4.1162e-05+0.00014368i,-0.00017482+0.00017305i,0.00016174+0.0004983i,0.0005673-7.6841e-05i,-0.00035873-0.00010556i,-0.0010389+4.4514e-05i,-0.00081584-0.00023101i,-0.00021438-0.00020954i,-0.00025197-0.00010601i,-0.00044573-3.3454e-05i,-0.00044361-0.00052288i,-0.00062096-0.0010886i
0.00043315+0.00045666i,0.001129+0.0014966i,0.00054797+0.00089455i,-0.00057125+0.00054784i,-0.00029509+0.0007787i,-0.00040089+0.00032002i,-0.00096994-2.3612e-05i,-0.0014494+5.1646e-05i,-0.0018458+0.00029568i,-0.0019327-0.00012366i,-0.0020286-0.00044992i,-0.0017633+0.00019664i,-0.00079561-4.3058e-05i,-8.3565e-05-0.00056625i,0.00013182+0.00015281i,0.0011527+0.00014431i,0.0015624-0.00082359i,0.00085718-0.00083521i,0.00019333-0.00048428i,-0.00021528-5.3254e-05i,-0.00034233+0.00079915i,-0.00055661+0.00078705i,-0.00074483-0.00028203i
-0.00025216-0.00028938i,-0.00034044-0.0008804i,6.4498e-05-0.00013089i,-0.00054067-0.00093525i,-0.0010435-0.0011801i,-0.0010735+9.9298e-05i,-0.0013728+0.00023217i,-0.0013207-0.00013152i,-0.00097277-0.00039121i,-0.0011146-0.00023497i,-0.00056457+0.0003428i,0.00037149+0.00041381i,-1.5824e-05+2.8191e-05i,-0.0007657+5.1005e-05i,-0.00022268-0.00022933i,0.00041988-0.00017076i,0.00054671-0.00012399i,0.00016065-9.5154e-06i,-0.00092185-0.00033249i,-0.00119-0.00025716i,-0.00054688+0.00047945i,-8.124e-05+0.00028639i,-6.6611e-05+0.00020227i
0.0015552+0.00043454i,0.0023333+0.00068393i,0.003107+0.00057798i,0.0027386+0.00012325i,0.0011058+0.00010723i,-0.00098767+0.00037098i,-0.0014016+0.00012495i,-0.00089022-0.0001056i,-0.00077984+4.2127e-06i,-0.00059239-0.00068683i,-0.00060203-0.00090079i,-0.0011546+1.6447e-05i,-0.00085568+0.00058569i,0.00016375+0.0011692i,-1.644e-05+0.0015267i,-0.00031798+0.0011401i,-0.00031682-0.00014078i,-0.00017634-0.00062359i,-8.3632e-05-0.00013359i,-0.00056451+0.00011534i,-0.0002733-0.00023158i,0.00020646+4.1009e-05i,0.00028038+0.00011341i
0.0003457+0.00072662i,0.00035966+0.00022889i,0.00065239+2.7775e-05i,0.00072855+6.3671e-05i,0.00018469+0.00074998i,-4.3275e-05+0.00094309i,-0.00035301-0.00077633i,-0.00036186-0.0015223i,-0.00076709-0.0010643i,-0.0016398-0.00048732i,-0.0012642+0.00024258i,-0.00023002+0.00022134i,0.00016929+0.00029446i,0.00042055+0.00073881i,-3.7825e-05+0.00039479i,8.8958e-05+9.5234e-05i,0.0003092+0.00010484i,-0.00037987+0.00031146i,-0.0010139+0.00028672i,-0.00086946-0.00016557i,-0.00065437-1.3094e-05i,-0.00035838-0.00018777i,-0.00019222-0.00010781i
-0.0010839+0.0005904i,-0.0010095+0.00082001i,0.00010955+0.0016779i,0.00015699+0.0014811i,0.00022301+0.00097159i,9.4603e-06+0.00066718i,-0.00086717+0.00058111i,-0.0013293+0.00018155i,-0.0013302-0.00016011i,-0.0014393+0.00067167i,-0.0012284+0.00079304i,-0.00022466-4.3587e-05i,0.00030509-0.00020856i,0.00033493-0.00055502i,-0.00026391-0.00045654i,-0.00090014-0.00015114i,-0.00077634+0.00043468i,-0.00073927+0.0010037i,-0.00096452+0.00076947i,-0.00054655+4.7802e-05i,-8.3456e-05-0.00088371i,-0.00077594-0.00027307i,-0.0012622+0.00045313i
0.00122-0.0012965i,0.00090463-0.001974i,0.0011341-0.00087294i,0.00095944+3.5514e-05i,-1.1214e-05-0.00041436i,-0.00081724-0.001343i,-0.00072116-0.0013652i,-0.00017196-0.00071996i,0.00031387-7.4849e-05i,-0.00011438+0.00054514i,-0.00041819+0.0002912i,-0.00033901+0.00061443i,-0.00063545+0.0010717i,-0.0009862+0.0006515i,-0.00052606+0.0012054i,1.8502e-06+0.0012285i,0.00030803+0.00033908i,0.00025815-0.00050688i,-2.6647e-05-0.00024203i,-2.9941e-05+0.00046844i,-3.476e-05+0.00069541i,-0.00022477+0.00040845i,-0.00025374-6.701e-05i
0.0013086-0.00016377i,0.0026508-0.00015969i,0.0018833-0.0013021i,0.00043103-0.00094874i,-0.00090739-0.00070179i,-0.0010358-0.0011212i,-0.00047437-0.00043253i,-0.00091596+1.2716e-06i,-0.0018995-4.2976e-05i,-0.0017529+0.00056579i,-0.00087933+0.0013225i,-0.0004461+0.0010157i,-5.8123e-05+0.0007378i,0.00038787+0.0011356i,0.00036971+0.0014429i,-0.00023523+0.0014958i,-0.00088505+0.00065101i,-0.001178-3.2597e-05i,-0.00071732-0.00025329i,-0.00061192-0.00057795i,-0.0003801-0.0008977i,0.00019838-0.00089484i,0.00061814-0.00024315i
-0.00044094+2.5858e-05i,0.00048332+1.7163e-05i,0.00053169+0.00036931i,-0.00028441+0.00030829i,-0.00098037+0.00058132i,-0.00057253+0.00015389i,-0.00065231-0.00064544i,-0.00116-0.00050458i,-0.0014011-0.00060177i,-0.0011769+0.00013407i,-0.00098397+0.00092285i,-0.00071245+0.00096931i,-0.00052708+0.00080567i,-0.00081061+0.00089701i,-0.00047832+0.0012898i,0.00037437+0.0012783i,0.00095559+2.8195e-05i,0.0009616-0.0010838i,0.00075766-0.0010875i,0.00030607-0.00020381i,-0.00026957+0.00013116i,-0.00070965-7.225e-05i,-0.00083977+4.871e-05i
-0.00061223-0.0024251i,-0.0016287-0.0014608i,-0.0016601-0.0013232i,-0.0012604-0.0011928i,-0.0010194-0.0011011i,-0.0011817-0.00080751i,-0.0010307-0.00024414i,-0.00056551-0.00073871i,-0.0011231-0.001047i,-0.001512-0.00052122i,-0.0010162-0.00035622i,-0.00056804-0.00060083i,-0.00041202-7.2566e-05i,0.0003515+0.0010774i,0.0010569+0.00080137i,0.0002751+0.00055676i,-0.00067004+0.00070673i,-0.0010174-0.00044131i,-0.00031456-0.00058857i,0.00069203-0.0005943i,0.00045627-0.00056372i,-0.00012605-0.00021453i,-0.00020266-0.00033089i
-0.00048748-0.0017826i,-0.00042748-0.0015154i,9.485e-05-0.00062548i,1.4205e-05+0.0010462i,-0.0009433+0.00091842i,-0.00056405-0.00025241i,0.00024488-0.00079089i,5.7522e-08-0.0007225i,-0.00074719-0.00092148i,-0.0016478-0.00028064i,-0.0015758+0.0011014i,-0.00052511+0.00092669i,0.00035279+0.00054934i,0.00056625+0.00077899i,0.00019735+0.0007391i,-0.00026391+0.0010064i,-5.365e-05+0.0010639i,-0.00022216+0.00054635i,-0.00085792+0.00041361i,-0.0008166+0.00044455i,0.0002347-0.00012663i,0.00081042-0.0004887i,0.00033593-0.00066868i
-0.0004024+0.0037127i,0.00066566+0.0039219i,0.00069712+0.0044669i,0.0010355+0.0039173i,0.001107+0.0022618i,0.00027945+0.00060805i,-0.00030925-0.0004036i,-5.3613e-05-0.00010141i,-0.00012025+0.00063757i,-0.00033572+0.0010142i,-0.00079156+0.00093355i,-0.001601+4.764e-05i,-0.0016698+9.3535e-05i,-0.0014373+0.00061221i,-0.0004958+0.00018366i,0.00047429+0.00026463i,0.00060089+0.00084842i,0.00028158+0.00099926i,-0.00052185+0.00080626i,-0.00065139+0.000482i,-0.00019062+0.00024504i,-0.00027966+0.00035252i,-0.00036012+0.00012375i
-0.00056903-0.0004105i,-0.00010093+0.00068227i,0.00069494+0.00034105i,0.0012016+0.00034576i,0.00044612+0.00059241i,-0.00054973+0.00046944i,7.7999e-05-2.1225e-06i,9.0264e-05-0.00057401i,-0.00032375-0.0010121i,-0.0010159-0.00090723i,-0.0010703+0.00018436i,-0.00020517+0.0012711i,0.00041627+0.00098401i,0.00019626+0.00091407i,-0.00062714+0.00151i,-0.00042557+0.0012787i,-0.00018438+0.0002165i,-0.00034932-0.00069434i,0.00011561-0.00096501i,0.00012498-0.0012912i,4.3048e-05-0.0007286i,0.00067842-0.00022662i,0.00069186-0.00080915i
-0.0023714-0.00075963i,-0.0025316-0.00093129i,-0.001833+0.00062084i,-0.00093513+0.0017551i,-9.0905e-05+0.0015975i,0.00029427+0.00091104i,-0.00054766+0.00028833i,-0.0011556+7.051e-05i,-0.00088547+0.00049267i,-0.00044153+0.0010048i,-0.00034498+0.00048312i,0.00034997+0.00037611i,0.0005196+0.0003585i,-0.00014317+0.00032934i,-0.00033312+6.4485e-05i,-0.00068936-3.4671e-05i,-0.00081149-0.00064531i,-0.00078789-0.00095038i,-0.00017311-0.00059443i,0.00018799-0.0006177i,-0.00038674-7.9089e-05i,7.1191e-06+0.00059188i,0.0002839+0.00052201i
0.00097078-0.0013646i,0.0010076-0.0010601i,8.7675e-05-0.00093072i,-0.00045557-0.0010078i,-0.0013447-0.00035485i,-0.0016295+0.00066167i,-0.00097328+0.00040082i,-0.0010677-0.00011163i,-0.0013218-0.00058482i,-0.001675-0.00092119i,-0.0014643-0.00026185i,-0.00061617+0.00052252i,-0.00010232+0.00072666i,0.00052281+5.8054e-05i,0.00084645-0.00025301i,0.00087703-6.2387e-05i,0.00044784-0.0001324i,3.441e-05+0.00025049i,-9.6707e-06+0.00081405i,-0.00028495+0.00086926i,-0.00038067+0.00010117i,-0.00018184-0.00057157i,-0.00010828-0.00043919i
0.00046772-0.00013369i,-0.00067803+0.00060407i,-0.0014134-0.0010503i,-0.0012556-0.0010608i,-0.0012307+0.00023362i,-0.0015138+0.00136i,-0.00094685+0.0019675i,-0.00032835+0.0011466i,-0.00079168-0.00026818i,-0.0012241-0.00051281i,-0.00083202+0.00018844i,-0.00010522+0.00027448i,0.00057146+8.9811e-05i,0.00093299+0.00040335i,0.00074837+1.1304e-05i,0.0009496-0.00056015i,0.00059143-0.0010038i,8.5779e-05-0.0012979i,2.429e-05-0.0011266i,2.6581e-05-5.2084e-05i,0.00060126+0.00096415i,0.00037936+4.461e-05i,0.00024139-0.00045779i
-0.0014472-0.00054805i,-0.0010277+0.00018316i,0.00014107+0.0014576i,0.00062268+0.00068664i,0.0002301+1.9816e-05i,0.00020655-6.6494e-05i,0.00026756+0.00050867i,-0.00040645+0.00052676i,-0.0010055+0.00018998i,-0.0014379+0.00020582i,-0.00055011+0.00040949i,0.00055599+0.00094016i,0.00069828+0.0012257i,8.3073e-05+0.00091688i,-0.00089954+0.00056448i,-0.00090772-6.9348e-05i,-0.00102-3.7724e-06i,-0.001374+0.00032502i,-0.0015045+0.00018943i,-0.00099159-6.6405e-05i,-0.00042949+0.00016774i,8.9198e-05-0.00027562i,-6.4122e-05-0.00084283i
0.0018567-0.00071437i,0.0018383-0.00042271i,0.0019131+0.0010345i,0.0023529+0.00074142i,0.0016584-0.00063428i,0.00054361-0.00045067i,-0.00055136+0.00027667i,-0.00097581+0.00010337i,-0.00038388-0.00037236i,-0.00012838-0.00070287i,-0.0010889-0.00081813i,-0.0014231+2.6267e-05i,-0.00063205+0.0010086i,-2.7542e-05+0.0018355i,9.2011e-05+0.0018745i,-0.00036473+0.0014879i,-0.00065412+0.00092391i,-0.00033435+1.2188e-05i,-0.00034551-0.00049351i,-0.00018321-0.00018782i,-0.00030558+3.0226e-05i,-8.6135e-05+0.00061722i,-4.9669e-05+0.00015655i
0.00036644-0.00055088i,0.00058197+0.00012682i,-0.00043105+8.5512e-05i,-0.0017355-0.00043098i,-0.0017561-0.00067488i,-0.001502+6.3446e-05i,-0.0016593-0.00018935i,-0.0013756-0.00030549i,-0.00060075+0.00044929i,-0.00079204+0.0008486i,-0.00061731+0.0009759i,-0.0003253+0.00094643i,-0.00019985+0.00046987i,0.0002031-0.00027354i,3.7854e-05-0.00023696i,-0.00020003-0.0001159i,-0.00065663-0.00013689i,-0.00024266-0.00042995i,0.00031782-0.00081127i,6.2142e-05-0.0009822i,-0.00046458-0.00040928i,-0.0011403-0.00044236i,-0.00086607-0.00083528i
0.00093088+0.0020185i,3.0948e-05+0.0020111i,-0.00014206+0.0016385i,0.00030745+0.00047232i,0.00069172-0.00085993i,0.00051052-0.00092705i,-2.8235e-06+0.00012148i,-0.0003308+0.00040383i,-0.00036767-0.00015153i,-0.00021298+2.2774e-06i,5.3209e-05+0.0011934i,-5.8021e-05+0.0016242i,-0.00031227+0.00083953i,-0.00049161+0.00037416i,-8.1387e-05+0.00098805i,0.00045789+0.00082294i,0.00056256-7.764e-05i,0.00058128-5.9747e-05i,0.00032923-0.00042212i,0.00028801-0.00032209i,0.00035871+0.00020793i,0.00042737+0.00022334i,0.00052129-8.933e-05i
0.00094878-0.00095188i,0.00063092-0.001606i,0.00070261-0.0015719i,-0.0002605-0.0010232i,-0.0005124-0.00087089i,-0.00082613-9.7368e-07i,-0.00090217+0.00025892i,-0.00089099-0.00075713i,-0.0016633-0.0013195i,-0.0014785-0.00047976i,-0.00026743+0.00085588i,-0.0004183+0.00097326i,-0.00071128+0.00044334i,0.00067492+0.00086919i,0.0019968+0.00079114i,0.0011981-6.7591e-05i,-0.00027946-0.00089054i,-0.00022832-0.0012261i,-0.00018904-0.0011607i,-0.00070736-0.00045071i,-0.00066578-0.00079617i,-5.7192e-05-0.0013135i,0.00013867-0.00058384i
0.00021421-0.00044558i,0.00045957-0.0014304i,-0.00042984-0.0017177i,-0.0008581-0.00079316i,-0.00097591-0.00033795i,-0.00097496+0.0002013i,-0.00029535+0.0010318i,-0.00052029+0.0010623i,-0.0013237+0.00067129i,-0.0010519+0.00013884i,-0.00057478+0.00018567i,-0.00053844+0.00053465i,-0.0004908+0.00046001i,-0.00021482+0.000488i,-2.0817e-05+0.000564i,-0.00049509+0.00020941i,-0.001094-0.00080777i,-0.00077517-0.00079059i,-0.0002775+0.00051686i,0.00011737+0.000582i,0.00065696-0.0002112i,0.00037348-0.0003429i,-0.00021964-0.00012381i
0.0013561-0.00037584i,-6.3753e-05-0.00079835i,0.0001022-0.0016851i,-0.00026113-0.0020892i,-0.001269-0.0014166i,-0.00051803-0.00094478i,0.00026173-0.0002109i,-5.0099e-05-1.3902e-05i,-0.00042474-0.00027402i,-0.00094607+0.00011213i,-0.00085522+0.00012436i,-0.00067103+0.00028204i,-0.00075493+0.0010736i,-0.00026766+0.00086078i,7.2063e-05+0.00038106i,0.0002372+0.00024122i,-0.00024622-7.1787e-05i,-0.0011335-0.00066207i,-0.0012226-0.00059763i,-0.0012796-0.00013388i,-0.00082753-0.00026874i,-5.7339e-05-7.5578e-05i,0.0003805+0.0004437i
-0.00079391+0.0022675i,-0.0016397+0.0025113i,-0.0020081+0.0019151i,-0.0019556+0.00082701i,-0.0016672-0.00031455i,-0.0018651+0.00017617i,-0.0017808+0.00059378i,-0.0011777-7.8262e-05i,-0.0012824+9.782e-05i,-0.0015437+0.0010383i,-0.00083214+0.00063021i,0.00011805+0.00017981i,9.5817e-05+0.00094248i,-0.00054762+0.0014974i,-0.00073791+0.0015204i,-0.00016309+0.0014889i,0.00074321+0.0014244i,0.00093987+0.0013037i,0.00054784+0.00062824i,0.0004901-0.00014366i,0.00040582+1.9465e-05i,-0.00026471+0.00019928i,-0.00079528-3.5197e-05i
0.00053888-0.00032071i,7.4547e-05-0.0012162i,-0.00061202-0.0019183i,-0.00032021-0.0013718i,-0.00018309-0.00036227i,-0.00061938-0.00027882i,-0.00068897+0.00015654i,-0.00034869+0.00033357i,-0.00049498+0.00013731i,-0.00079122+0.00025045i,-0.00036086+0.00098087i,0.00051287+0.0016009i,0.00023517+0.0013998i,-0.0003096+0.0011159i,-7.0821e-05+0.0011937i,0.00062542+0.00066461i,0.00054769-0.00037416i,-0.00061261-0.0003536i,-0.00097935-0.00026243i,-0.00032647-0.00091401i,-0.0001081-0.00048446i,-0.00057988-0.00010658i,-0.00017014+0.00021769i
0.00073996-0.0022085i,0.0010434-0.0017576i,-0.00065612-0.0012138i,-0.0015204-0.00093967i,-0.0019883-0.00072317i,-0.0020896-0.00029973i,-0.0012081+0.0012319i,-0.00079654+0.00090098i,-0.0012626-0.00046106i,-0.0017982+0.00047848i,-0.00092704+0.0013243i,0.00043392+0.00075632i,0.00069147+0.00031692i,0.0012253+0.00041903i,0.001629+0.00056725i,0.00068743+0.00094953i,0.00044261+0.0004381i,0.00031523-0.00031741i,-0.00029057-0.00043459i,-0.00057256-0.00047773i,-0.0010063-0.00037821i,-0.00085174-0.00022637i,-5.6485e-05-0.00011393i
-0.00050132+0.00079293i,-0.00049841-0.00094068i,-0.0010389-0.0014192i,-0.00091518-0.00050962i,-0.00042977+2.9821e-05i,0.00024078+0.00012059i,-0.000138+1.7007e-05i,-0.00059525-0.00048648i,-0.00054875-0.00066047i,-0.00060584-0.00017486i,-0.00036632+0.0006697i,0.00038373+0.00041062i,0.00045481+0.00045479i,-9.0715e-05+0.00028872i,-0.00038161+8.1015e-05i,7.8139e-05+0.00038696i,0.00016052+0.0002512i,-0.00078538+6.4343e-05i,-0.0010978-0.00022455i,-8.008e-05-0.00010516i,0.00059314+0.00025219i,0.00044064+0.0003728i,0.00051887-0.00017887i
-0.00055072+0.0006262i,0.00011035-0.00035231i,0.00041083-0.00061389i,0.00067104-0.00046208i,0.00045136-0.00041421i,-0.00080716-0.00058691i,-0.00025691-0.00076437i,-0.00010345-0.00055412i,-0.0010705-0.00037796i,-0.001135-0.00034182i,-0.00092563-0.00020675i,-0.00048683+0.00018334i,-2.5475e-05+0.00069756i,-0.0003426+0.0013358i,-0.00027545+0.0014545i,0.00010026+0.0014863i,-0.00045954+0.00084913i,-0.00010986-0.00028645i,0.00070127-0.00054827i,0.00037527-0.00042662i,-0.00035866-0.00038215i,-0.00052197-0.00045428i,-0.00032168-8.409e-05i
9.2711e-05-0.00057129i,-0.00016341-0.00017718i,-0.00018443+0.00012536i,0.00015434+0.00029383i,0.00011071+0.00059775i,-0.00041146+0.00046101i,-0.00046977+0.00020355i,-0.00042094+0.00050808i,-0.00050371-6.9504e-05i,-0.00025131-0.00069772i,-0.00032567-0.0003385i,-0.00057415+0.00013387i,0.00020636+0.00019573i,0.00051684+0.00055428i,6.1433e-05+0.00051689i,0.00010935-0.00036046i,-0.00067521-0.00087093i,-0.0010368-0.0006067i,0.00025331+0.00031804i,0.0002197+0.0011764i,-0.00068436+0.00098536i,-0.00052082+0.0002521i,-4.5494e-05+9.6275e-05i
0.001492-0.00046064i,0.0013013-0.0015536i,0.00086632-0.0026136i,-0.0004599-0.0024478i,-0.0012851-0.00066842i,-0.00098714+0.0006008i,-0.00022589+0.00016623i,-0.00030182-0.00050711i,-0.00079492-0.0014162i,-0.0010852-0.0010441i,-0.00097677+0.00032808i,-0.00060309+0.0011411i,-0.00052002+0.001319i,-0.00036307+0.0021484i,0.00017364+0.0020938i,0.00069008+0.00077382i,0.0005145+0.00015011i,-9.3422e-05+0.00061927i,-0.0005072+0.00047789i,-0.00080914-7.9226e-05i,-0.00028321-0.00035987i,0.00053321-0.0001072i,0.00048375-0.00028303i
-0.0021377+0.0011811i,-0.0019385+0.0022346i,-0.0015587+0.0036433i,-0.00084887+0.0024999i,-0.00015447+0.00021619i,-0.00034169-0.0010352i,-0.00084923-0.00082051i,-0.00046962-0.00011144i,-8.1659e-06+0.00027761i,-0.00016518+0.00082588i,-0.00015442+0.00073748i,0.00028817+9.2443e-05i,-0.0003498-0.00026142i,-0.00030871-0.00019594i,0.00012983+0.00028374i,-8.3612e-06-0.0002386i,-0.00010102-0.00078568i,-0.00054001-1.9904e-05i,-1.5059e-05+0.00084234i,0.00036646+0.0011427i,-0.00013261+0.00056043i,-0.00040166-0.00012615i,-0.00043589-3.739e-05i
0.0015368+0.0018429i,0.00048836+0.0013861i,0.0018477+0.00078487i,0.0030264-0.00045328i,0.001972-0.00088931i,-7.9873e-05-0.00039693i,-0.00063269+5.6171e-05i,0.0001353+0.00023335i,0.00013064+0.0005236i,-0.00023859+0.00022222i,-0.00051873-0.00034576i,-0.00083849-0.00031444i,-0.00075115+0.00066181i,-0.0006268+0.00124i,-4.7171e-05+0.0013544i,0.00033984+0.0011859i,-0.00015108+0.00071705i,0.00018324+0.00024569i,0.00036345-4.9998e-05i,5.2409e-05+0.00019997i,0.00018336+0.00028379i,-0.00037746+0.00018627i,-0.0007725+3.1311e-05i
-0.001459-7.2019e-05i,-0.0015815-0.00017102i,-0.00073389+0.0009922i,-0.00064219+0.0012908i,-0.00072855+0.00034607i,-0.00089657-0.00080848i,-0.0012141-0.0011316i,-0.0013978-0.00079996i,-0.00062987-0.00060329i,-0.00024669-1.199e-05i,-0.00052037+0.0007527i,-0.00024776+0.0009022i,0.00023089+0.00039067i,8.8999e-05+0.00020253i,-0.00014421+0.00053974i,-2.4173e-05+0.00082661i,-0.00034168-0.00016815i,-0.00075479-0.00059729i,-0.00051598+7.4972e-05i,-0.0001103+0.00029675i,0.00015838+0.00058305i,0.00015756+0.0010354i,-0.00052418+0.001008i
