-0.00042841+0.00021459i,0.00036672-0.0010758i,-0.0010006-0.00085348i,-0.0012822+0.00051437i,-0.0011326+0.002004i,-0.00068395+0.0022127i,0.00016298+0.0016404i,0.00096678+0.00089729i,0.0012893+0.00020041i,0.0016532-0.0004761i,0.001761-0.00048379i,0.00054726-0.00065008i,-0.00011496-0.0010591i,2.1024e-05-0.0013648i,-0.00039823-0.00049242i,-0.00048909+0.00026709i,-0.00015631+0.00028071i,-0.00038807+8.6022e-05i,-0.00048284-0.00027132i,-0.00047598-0.00016686i,-0.00058731+2.2632e-05i,-0.00020517+0.00068817i,0.00052017+0.00096893i
0.81081-0.50193i,0.71546-0.55978i,0.43486-0.46651i,0.18455-0.37172i,-0.014571-0.29144i,-0.12104-0.18091i,-0.10269-0.092901i,-0.055889-0.057915i,-0.042865-0.034283i,-0.037571-0.011611i,-0.018886-0.010856i,-0.0045418-0.030714i,-0.010719-0.037841i,-0.014046-0.020532i,0.0035495-0.012719i,0.013923-0.030398i,-0.0029694-0.042257i,-0.024957-0.033003i,-0.022249-0.02154i,0.0069469-0.017212i,0.03935-0.015976i,0.054038-0.013588i,0.045337-0.010342i
0.11198+0.89308i,0.12934+0.85592i,0.078642+0.64065i,0.078437+0.49102i,0.15631+0.36636i,0.1964+0.23072i,0.16277+0.13899i,0.10669+0.076862i,0.058547+0.026678i,0.029489+0.0073333i,0.023686+0.020711i,0.032096+0.039887i,0.029866+0.044385i,0.0067267+0.044335i,-0.017369+0.053936i,-0.012235+0.063351i,0.015999+0.051879i,0.028571+0.023365i,0.0098401-0.0012541i,-0.019201-0.0165i,-0.038765-0.022866i,-0.042475-0.021245i,-0.028913-0.015888i
-0.87771-0.072659i,-0.7474-0.11416i,-0.44286-0.20466i,-0.28917-0.21388i,-0.20257-0.11202i,-0.080849-0.054694i,-0.021447-0.069716i,-0.017433-0.052998i,-0.0050239-0.020048i,-0.00117-0.020737i,-0.021446-0.030804i,-0.044044-0.024726i,-0.041499-0.0083113i,-0.0081112-0.00061988i,0.029587-0.01507i,0.041652-0.03842i,0.038133-0.042956i,0.034874-0.023757i,0.025709+0.0059337i,0.016107+0.028063i,0.017548+0.023644i,0.019416-0.00046641i,0.00755-0.018863i
0.36779-0.68792i,0.3462-0.51703i,0.30132-0.17569i,0.27517-0.040427i,0.1997-0.067954i,0.10725-0.074283i,0.060772-0.046288i,0.047249-0.033082i,0.040854-0.046326i,0.026954-0.056531i,0.023407-0.042836i,0.041996-0.028985i,0.044612-0.032502i,0.019782-0.030303i,0.0078646-0.0020921i,0.025335+0.031395i,0.041668+0.038007i,0.038939+0.013403i,0.027551-0.020327i,0.015037-0.028616i,0.0064308-0.0036509i,0.0075366+0.01981i,0.010812+0.022208i
0.65243+0.41806i,0.47371+0.22591i,0.085867+0.0030483i,-0.10404-0.054847i,-0.086052-0.061197i,-0.068737-0.060139i,-0.069886-0.027509i,-0.051875-0.0024816i,-0.029042+0.027581i,-0.0051985+0.047706i,-0.0035615+0.040975i,-0.019118+0.039787i,-0.016122+0.040611i,-0.0040354+0.021242i,-0.013266-0.0070898i,-0.037996-0.014973i,-0.04744+0.0036653i,-0.043792+0.026658i,-0.041988+0.037422i,-0.036094+0.027684i,-0.026601+0.0050945i,-0.019172-0.0075561i,-0.011477-0.00018795i
-0.59739+0.41891i,-0.38332+0.39258i,-0.0304+0.22943i,0.12262+0.1173i,0.10886+0.10698i,0.087241+0.11766i,0.073678+0.092431i,0.031268+0.046621i,-0.023718+0.013498i,-0.030989+0.0091744i,-0.0034147-0.0050911i,0.0013297-0.033289i,-0.014899-0.032114i,-0.018931+0.0013134i,0.0024512+0.033631i,0.025898+0.036054i,0.02376+0.020697i,0.010808+0.014642i,0.007055+0.019393i,0.0051149+0.029072i,0.0020227+0.041643i,0.0040385+0.049905i,0.005576+0.043095i
-0.37299-0.7627i,-0.48906-0.55557i,-0.43144-0.18545i,-0.31146-0.028459i,-0.23596-0.018209i,-0.19051-0.011336i,-0.15039-0.0062396i,-0.094431+0.0042707i,-0.028841+0.0063222i,-0.0085593-0.0046823i,-0.016083+0.0065752i,-0.0075018+0.020499i,0.0034645+0.0054938i,-0.0033159-0.024504i,-0.031885-0.036638i,-0.058033-0.016273i,-0.054604+0.010164i,-0.026972+0.013058i,0.0041743-0.0068746i,0.015086-0.031653i,5.6343e-06-0.042995i,-0.017629-0.036339i,-0.017294-0.024206i
0.80503-0.010631i,0.76497-0.14012i,0.51301-0.20423i,0.33813-0.14373i,0.2554-0.085631i,0.17114-0.083601i,0.10577-0.087944i,0.051612-0.075571i,-0.0051235-0.045326i,-0.03478-0.022246i,-0.036648-0.017133i,-0.023078-0.014356i,-0.001836-0.0080349i,0.021721-0.0050597i,0.044524-0.020188i,0.050847-0.049407i,0.031952-0.062985i,0.0011954-0.050234i,-0.02277-0.027977i,-0.02509-0.013572i,-0.005968-0.0098818i,0.011914-0.011117i,0.010969-0.0086244i
-0.24634+0.91076i,-0.13374+0.92039i,-0.039223+0.62935i,-0.0557+0.34424i,-0.071942+0.16052i,-0.042623+0.055921i,-0.01719+0.04049i,0.01356+0.043244i,0.029168+0.011823i,0.017135+0.0086446i,0.024521+0.038891i,0.040013+0.050694i,0.02888+0.044829i,0.0022915+0.041632i,-0.014629+0.047068i,-0.011562+0.048232i,0.0034445+0.030452i,0.01492+0.0083199i,0.015756+0.0054749i,0.0043841+0.016659i,-0.014874+0.02317i,-0.027188+0.017189i,-0.027238-0.00010271i
-0.59476-0.57879i,-0.60368-0.55418i,-0.37582-0.40114i,-0.12747-0.27062i,0.030051-0.15619i,0.10211-0.083547i,0.08003-0.065083i,0.023845-0.03614i,0.011535-0.004769i,0.016226-0.0061506i,0.0003165-0.016179i,-0.017017-0.021993i,-0.017472-0.029857i,-0.001333-0.03747i,0.0092143-0.04606i,-0.0036862-0.04679i,-0.020825-0.035172i,-0.026868-0.021031i,-0.023983-0.013641i,-0.01023-0.012676i,0.011124-0.014982i,0.025052-0.016341i,0.022935-0.011097i
0.82316-0.46323i,0.76465-0.4572i,0.43707-0.23388i,0.13616-0.017537i,-0.034743+0.059162i,-0.10111+0.068892i,-0.074621+0.048742i,-0.033138+0.0027475i,-0.014206-0.016382i,0.0090323-0.021122i,0.026092-0.036326i,0.032118-0.038456i,0.034843-0.022118i,0.033375+0.00082463i,0.037125+0.02028i,0.045754+0.028111i,0.042973+0.025414i,0.028387+0.013623i,0.011767+0.00042958i,-0.0035475-0.0057424i,-0.018618+0.00038784i,-0.025571+0.011803i,-0.019853+0.012657i
0.053283+0.77622i,0.019794+0.68524i,-0.038933+0.35404i,-0.011051+0.091932i,0.07452-0.042345i,0.096566-0.094362i,0.051526-0.080864i,0.0023527-0.037468i,-0.02535-0.00025321i,-0.037716+0.016098i,-0.048064+0.022844i,-0.05528+0.031824i,-0.050458+0.03627i,-0.042631+0.027404i,-0.044485+0.012969i,-0.043245+0.0074434i,-0.024083+0.010426i,0.00037965+0.016975i,0.01558+0.022462i,0.023287+0.017463i,0.023131-0.00090226i,0.01304-0.01335i,0.0058085-0.0062559i
-0.86017-0.18215i,-0.7489-0.12398i,-0.36935-0.018774i,-0.148+0.10036i,-0.10957+0.23106i,-0.055492+0.26837i,-0.0049484+0.18091i,-0.0035777+0.076143i,-0.018598+0.015002i,-0.027254-0.0024901i,-0.023767-0.0058883i,-0.017101-0.015894i,-0.016788-0.018086i,-0.013635-0.0043139i,0.005858+0.0037845i,0.024655-0.010681i,0.019651-0.027257i,0.0048985-0.031897i,-0.0015249-0.02952i,-0.0023469-0.014888i,-0.00031933+0.0095094i,0.0024771+0.022547i,0.00029056+0.017647i
0.36044-0.63198i,0.27095-0.52287i,0.11104-0.2913i,0.019204-0.2658i,-0.043987-0.3482i,-0.085516-0.31978i,-0.062937-0.20315i,-0.016007-0.10304i,0.0099375-0.046478i,0.013105-0.013877i,0.019311+0.014469i,0.034098+0.028057i,0.036002+0.015019i,0.020704-0.0045416i,0.00093508-0.0055291i,-0.0062273+0.0039332i,0.0011753+0.0020392i,0.0067876-0.0042511i,0.0036484-0.0032111i,-0.0053089-0.0074962i,-0.017226-0.020641i,-0.019504-0.028448i,-0.0046581-0.026832i
0.56886+0.64014i,0.55484+0.49215i,0.3523+0.24671i,0.26157+0.19417i,0.30273+0.18136i,0.27825+0.10261i,0.17999+0.048989i,0.092913+0.016322i,0.033395-0.010448i,0.009292-0.021436i,0.0025771-0.027023i,-0.0060922-0.023342i,-0.0011477-0.014293i,0.016151-0.016894i,0.023594-0.028361i,0.01584-0.027824i,0.0056681-0.0079635i,0.0013141+0.010631i,-0.00033156+0.017142i,0.0030649+0.0216i,0.014854+0.025872i,0.02246+0.02342i,0.012639+0.01665i
-0.6588+0.32491i,-0.52062+0.33424i,-0.27863+0.17828i,-0.26929+0.02578i,-0.34749+0.00069277i,-0.31598+0.038176i,-0.21847+0.060095i,-0.11021+0.058898i,-0.037596+0.029251i,-0.014726+0.0094151i,-0.00076108+0.0071826i,0.0083614-0.0033343i,-0.0046617-0.007931i,-0.024248+0.0066473i,-0.025348+0.024581i,-0.011188+0.030963i,-0.00053334+0.022614i,0.001399+0.0071063i,-0.0034207-0.0054098i,-0.014898-0.0094795i,-0.026753-0.0045798i,-0.029276-0.00036119i,-0.022563-0.0027007i
-0.0568-0.88308i,-0.15961-0.77894i,-0.09846-0.39444i,0.12505-0.17603i,0.25832-0.14717i,0.22499-0.13455i,0.12655-0.10741i,0.032832-0.062965i,-0.0020056-0.015049i,-0.0055815-0.0033673i,-0.02025-0.0014981i,-0.024194+0.002673i,-0.015517-0.0094095i,-0.014178-0.025719i,-0.020854-0.027712i,-0.020272-0.01721i,-0.006615-0.0051234i,0.0049263+0.0020452i,0.0068476+0.00092284i,0.009161-0.009242i,0.014302-0.021346i,0.016059-0.021168i,0.013892-0.0066622i
0.78526+0.20888i,0.73659+0.086349i,0.35118+0.0020097i,0.019987+0.11738i,-0.060009+0.24216i,-0.020048+0.21714i,0.022258+0.11361i,0.037578+0.020171i,0.03081-0.0062153i,0.038574+0.0019524i,0.044978-0.0067041i,0.034337-0.010722i,0.033228+0.0065519i,0.050068+0.02392i,0.061259+0.02126i,0.045387+0.0084266i,0.014425+0.00748i,-0.0047224+0.014201i,-0.00372+0.020004i,0.0034491+0.023805i,0.0014624+0.02161i,-0.0083878+0.014335i,-0.014359+0.0055316i
-0.60331+0.69046i,-0.47763+0.73937i,-0.14463+0.42856i,0.031257+0.022491i,0.020539-0.19473i,-0.0071443-0.20724i,-0.018512-0.12515i,-0.012876-0.035649i,-0.0056543-0.0074827i,-0.020077-0.0037713i,-0.022676+0.015456i,-0.014597+0.025157i,-0.019021+0.022386i,-0.02759+0.018709i,-0.027313+0.015273i,-0.017618+0.0068966i,-0.012187-0.0095514i,-0.014682-0.018952i,-0.018555-0.014936i,-0.017401-0.0077687i,-0.0086954-0.0028242i,0.0029449-0.00088867i,0.011599-8.2339e-06i
-0.40053-0.77548i,-0.51447-0.71761i,-0.4128-0.29992i,-0.16514+0.063847i,0.017845+0.16359i,0.061431+0.12547i,0.028966+0.056217i,-0.013192+0.0076924i,-0.020644-0.0070154i,-0.015602-0.019786i,-0.025007-0.025966i,-0.023514-0.021001i,-0.0065467-0.024595i,0.0042164-0.038714i,0.0061939-0.048438i,0.0074258-0.039362i,0.012448-0.018201i,0.016713-0.0060813i,0.015155-0.0054859i,0.0081734-0.0043569i,-0.00032095+0.0037217i,-0.0062474+0.011462i,-0.0093581+0.010177i
0.93708+0.028693i,0.99162-0.081573i,0.59642-0.23593i,0.1206-0.26975i,-0.12141-0.17929i,-0.14985-0.085646i,-0.065284-0.031536i,0.011723-0.02103i,0.0096704-0.0090252i,-0.0010945+0.025935i,0.017598+0.039056i,0.030151+0.029127i,0.02551+0.025821i,0.021612+0.035603i,0.024672+0.041071i,0.020297+0.026211i,0.0055078+0.0049538i,-0.005443-0.0051682i,-0.0074769-0.004294i,-0.0043275-0.0026991i,0.0014191-0.011251i,0.0069327-0.022735i,0.0089337-0.02389i
-0.37609+0.78865i,-0.33212+0.9071i,-0.07021+0.68392i,0.1637+0.34941i,0.23205+0.12355i,0.19127+0.031184i,0.10174+0.030873i,0.036029+0.046427i,0.012814+0.022104i,-0.0065937-0.0031438i,-0.018093+0.0029013i,-0.018846+0.0097469i,-0.024492+0.0048351i,-0.036807+0.0040084i,-0.040776+0.010526i,-0.023275+0.01497i,0.0019953+0.0074618i,0.014197-0.0081356i,0.0071988-0.019633i,-0.0044189-0.017345i,-0.0070771+0.00056865i,-0.0042375+0.018195i,-0.0043271+0.024255i
-0.49287-0.74905i,-0.61392-0.83461i,-0.574-0.53303i,-0.43064-0.14419i,-0.26424+0.070632i,-0.12485+0.10923i,-0.060229+0.039717i,-0.058355-0.0074032i,-0.038532+0.0045121i,-0.00031879-0.002864i,0.0083959-0.031229i,0.0013236-0.043824i,-0.0010655-0.039838i,0.0029867-0.034533i,0.0050759-0.029704i,-0.0026668-0.011544i,-0.0068219+0.012909i,-0.0010721+0.026085i,0.0052976+0.023527i,0.0010232+0.011571i,-0.014989-0.002014i,-0.028126-0.012882i,-0.027837-0.01732i
0.80002-0.1246i,0.93317-0.14239i,0.72052-0.18098i,0.40475-0.2295i,0.16877-0.23289i,0.04782-0.16293i,0.039673-0.0692i,0.052316-0.032872i,0.01872-0.031252i,-0.015836-0.013863i,-0.016622+0.0053617i,-0.0033719+0.014482i,0.0066316+0.014407i,0.009681+0.01071i,0.011571+0.0079536i,0.012981-0.0014284i,0.007146-0.010103i,-0.00074529-0.0074325i,-0.00044347+0.0017308i,0.010444+0.0061651i,0.027176+0.0035173i,0.037052+0.002144i,0.034587+0.0036741i
-0.30788+0.72012i,-0.39414+0.84421i,-0.28511+0.68434i,-0.088205+0.44833i,0.055335+0.26068i,0.075365+0.12102i,0.011073+0.062525i,-0.0092118+0.058186i,0.019601+0.034509i,0.019182+0.0030044i,-0.0062015-0.00093256i,-0.020852+0.0087409i,-0.015125+0.014654i,-0.0035166+0.0093217i,-0.0018117+0.00080445i,-5.1775e-05+0.0026995i,0.0079404+0.0071056i,0.015056+0.0047024i,0.017164-0.00064363i,0.010909-0.0016947i,-0.0024946+0.0071992i,-0.013987+0.016853i,-0.016888+0.015124i
-0.4512-0.50392i,-0.46612-0.64462i,-0.34659-0.53854i,-0.26135-0.32102i,-0.22673-0.12944i,-0.16188-0.027895i,-0.088713-0.036242i,-0.072972-0.058004i,-0.069517-0.028384i,-0.030528+0.0010427i,0.0093723-0.0035208i,0.023603-0.018503i,0.016147-0.022096i,0.0082491-0.016355i,0.0066107-0.014259i,-0.00393-0.017803i,-0.018907-0.015121i,-0.025668-0.0044207i,-0.023137+0.0032939i,-0.01397-0.00071295i,-0.0067325-0.016242i,-0.0022638-0.028514i,0.0035179-0.027323i
0.61297-0.11702i,0.72357-0.047467i,0.5633+0.017504i,0.34419-0.017676i,0.18278-0.10537i,0.069529-0.12293i,0.033897-0.064649i,0.049237-0.041171i,0.038278-0.058251i,0.010358-0.046399i,0.005025-0.01374i,0.013723+0.0060389i,0.019726+0.0045086i,0.016528-0.0039916i,0.012511-0.0032024i,0.016116-0.0020982i,0.018097-0.0088366i,0.010306-0.017184i,0.0012644-0.017641i,-0.00090762-0.0060505i,0.0048825+0.0089461i,0.0099778+0.017358i,0.0069462+0.017552i
-0.11214+0.50087i,-0.22814+0.52469i,-0.23128+0.35178i,-0.12348+0.20609i,0.0058611+0.15162i,0.071164+0.092655i,0.042222+0.042008i,0.0059493+0.055169i,0.014704+0.071771i,0.017553+0.047505i,-0.0031565+0.017516i,-0.022797+0.004811i,-0.028415+0.010568i,-0.018687+0.021247i,-0.0081612+0.024175i,-0.004107+0.024206i,0.0012819+0.023019i,0.0075885+0.019309i,0.0088821+0.016205i,0.0023368+0.013102i,-0.0091213+0.0080296i,-0.018257+0.002499i,-0.018606+0.00055542i
-0.33625-0.2971i,-0.29005-0.38761i,-0.14495-0.29188i,-0.078425-0.13995i,-0.09461-0.049921i,-0.087668-0.0061058i,-0.042717-0.0083834i,-0.036002-0.038914i,-0.05816-0.038006i,-0.049344-0.011672i,-0.016686+0.0044921i,0.0070116-9.1809e-05i,0.0035215-0.012407i,-0.012429-0.013849i,-0.01671-0.012114i,-0.013381-0.014741i,-0.012672-0.015824i,-0.015203-0.011348i,-0.01802-0.005176i,-0.014807-0.0023568i,-0.0057497-0.001559i,0.0025766-0.0026147i,0.006359-0.0045241i
0.31335-0.16607i,0.34784-0.092382i,0.22312-0.022491i,0.12016-0.03391i,0.1202-0.079941i,0.11354-0.1007i,0.07528-0.068302i,0.071448-0.031683i,0.076795-0.03153i,0.051504-0.031426i,0.021495-0.010089i,0.0099436+0.011507i,0.016597+0.01616i,0.027606+0.0054205i,0.029552-0.0035286i,0.025176-0.0034894i,0.020934-0.00068552i,0.018835-0.00045097i,0.017698-0.0043973i,0.011839-0.0065513i,0.0033031-0.0033815i,0.00069551+0.0026268i,0.0024989+0.0049446i
0.018155+0.29938i,-0.044597+0.29904i,-0.016545+0.19438i,0.05409+0.13443i,0.0669+0.15192i,0.058292+0.15136i,0.036541+0.1005i,-0.0068564+0.072431i,-0.023606+0.073704i,-0.011657+0.049161i,-0.0069352+0.0096258i,-0.011814-0.0095221i,-0.016348-0.0062531i,-0.014549+0.0082982i,-0.0087312+0.018451i,-0.0051177+0.019417i,-0.0057766+0.017788i,-0.0072771+0.018231i,-0.0070853+0.019721i,-0.0029912+0.015182i,0.0027825+0.0057154i,0.00334-0.001038i,-2.3916e-06-0.0026968i
-0.23393-0.057337i,-0.21826-0.10748i,-0.18445-0.065472i,-0.19254-0.0094262i,-0.19354-0.029006i,-0.15996-0.052172i,-0.09557-0.042662i,-0.043068-0.051714i,-0.033575-0.063614i,-0.033573-0.043766i,-0.019865-0.015897i,-0.0031154-0.0037807i,0.0050007-0.010031i,0.00019626-0.022787i,-0.0056482-0.027978i,-0.0046942-0.027056i,-0.0032424-0.027257i,-0.0050968-0.028912i,-0.01062-0.029338i,-0.015248-0.023682i,-0.015356-0.013134i,-0.011547-0.0053658i,-0.0047875-0.0024955i
0.11066-0.16279i,0.16827-0.13466i,0.16121-0.14921i,0.13595-0.18531i,0.13865-0.13913i,0.13868-0.064721i,0.10827-0.024336i,0.078596-0.0016113i,0.064346+0.006215i,0.039971+0.0046335i,0.010445+0.009294i,-0.0031803+0.014504i,-0.00045638+0.017683i,0.01032+0.01863i,0.018948+0.014486i,0.020287+0.0067368i,0.018409+0.0015993i,0.018662-0.001193i,0.020899-0.006014i,0.019007-0.011684i,0.010976-0.014627i,0.0036532-0.0086455i,0.0010247+0.0026311i
0.12046+0.11426i,0.058171+0.16593i,0.037601+0.2251i,0.05121+0.25718i,-0.0022671+0.21888i,-0.071245+0.16057i,-0.078439+0.11112i,-0.064647+0.060995i,-0.061743+0.031948i,-0.044848+0.023055i,-0.019501+0.011921i,-0.0068828+0.0012155i,-0.0092953-0.0004997i,-0.018146+0.0052595i,-0.02296+0.013341i,-0.020451+0.017081i,-0.015252+0.014611i,-0.012063+0.011092i,-0.0092658+0.012784i,-0.0040883+0.017456i,0.00050108+0.019005i,-0.001261+0.013901i,-0.0062291+0.005494i
-0.11277+0.061352i,-0.1355-0.037333i,-0.19782-0.12748i,-0.24376-0.15189i,-0.17118-0.15835i,-0.072578-0.16296i,-0.04237-0.12591i,-0.026555-0.07378i,-0.0077116-0.052763i,-0.0057303-0.04169i,-0.004916-0.027923i,-0.0018479-0.019951i,0.001387-0.015305i,0.0067703-0.015208i,0.0078982-0.017861i,0.005879-0.015284i,0.0080042-0.0094036i,0.010978-0.0064175i,0.0067537-0.005157i,-0.0014884-0.0028021i,-0.006109-0.0014538i,-0.0030442-0.004734i,0.0021-0.0090215i
-0.058551-0.11529i,0.054637-0.066368i,0.21556-0.040103i,0.30099-0.054977i,0.25948-0.01566i,0.17854+0.048977i,0.11586+0.051844i,0.064843+0.035268i,0.041151+0.033835i,0.033438+0.02025i,0.022364+0.004273i,0.01513-0.0038668i,0.009126-0.0072149i,0.0054892-0.0022661i,0.0090924+0.0039665i,0.012939+0.006561i,0.010774+0.010376i,0.0086604+0.016237i,0.012296+0.017272i,0.017185+0.010823i,0.018509+0.0036942i,0.013946+0.0029542i,0.0058826+0.0060092i
0.11609-0.039065i,0.011215+0.019836i,-0.12254+0.14676i,-0.16598+0.23677i,-0.14669+0.17747i,-0.13418+0.058694i,-0.10466+0.01365i,-0.053822+0.010556i,-0.023209+0.0047331i,-0.01169+0.0050161i,-0.0066685+0.0091979i,-0.0052342+0.012646i,-0.0017022+0.010673i,-0.00076318+0.0017773i,-0.0050228-0.0049482i,-0.010707-0.0054243i,-0.014746-0.0051182i,-0.017493-0.0046079i,-0.01798+0.00021024i,-0.016879+0.0067934i,-0.015397+0.009172i,-0.01347+0.0045898i,-0.011968-0.0010801i
0.011997+0.13796i,0.035865+0.025907i,0.024504-0.17531i,-0.022648-0.28508i,-0.010445-0.22892i,0.058366-0.13909i,0.065668-0.099044i,0.023537-0.065729i,0.0017704-0.033202i,-0.0021505-0.01629i,0.00021495-0.0094141i,0.0026426-0.0097547i,-0.00042595-0.0061246i,0.00033639+0.00068655i,0.0045583-0.0017846i,0.0043822-0.0094733i,0.0036758-0.012751i,0.0013004-0.013183i,-0.0048274-0.014362i,-0.0099207-0.016527i,-0.011016-0.017768i,-0.0049194-0.014061i,0.0061118-0.0077407i
-0.15939-0.031372i,-0.11018+0.055317i,0.045114+0.17917i,0.174+0.21041i,0.14702+0.15564i,0.046918+0.11712i,0.011739+0.079164i,0.0085313+0.023097i,-0.0063091-0.0033296i,-0.0098836+0.0015026i,-0.0025276+0.013307i,0.0098425+0.018523i,0.017957+0.0077106i,0.014392-0.0016762i,0.011015+0.0014813i,0.011687+0.0057016i,0.0082179+0.0060463i,0.0034491+0.0036654i,0.0039965-0.00083169i,0.0054252-0.002542i,0.0059496+0.0020029i,0.0041902+0.0075019i,-0.00091356+0.0087687i
0.12762-0.14964i,0.048631-0.19019i,-0.13954-0.1584i,-0.25625-0.063313i,-0.19529-0.018371i,-0.093729-0.050938i,-0.050822-0.053031i,-0.027664-0.018492i,-0.010124-0.0026762i,-0.0096051+0.00047018i,-0.018501+0.0018967i,-0.026627+0.0053094i,-0.021329+0.012779i,-0.0097878+0.014392i,-0.004736+0.011172i,-0.0041374+0.0074652i,-0.0046039+0.00067395i,-0.0050098-0.0035885i,-0.0039932+0.00051218i,-0.0014258+0.0047051i,-0.0015904+0.00053563i,-0.0046572-0.0065902i,-0.0058491-0.0090274i
0.080392+0.20027i,0.1637+0.19314i,0.25535+0.056898i,0.25055-0.092456i,0.16246-0.098024i,0.10965-0.01577i,0.086384+0.011384i,0.044692-0.0036266i,0.010277-0.0065714i,0.0013444-0.0066957i,0.0065114-0.011458i,0.0086426-0.020202i,-0.0031424-0.025346i,-0.015389-0.019559i,-0.014063-0.012568i,-0.0044701-0.009966i,0.0049906-0.0064234i,0.0093126-0.0039482i,0.0070216-0.0047476i,0.0047119-0.0049011i,0.0079787-0.0029557i,0.011636+3.6569e-06i,0.010103+0.0030474i
-0.23414-0.035767i,-0.30767+0.01506i,-0.27509+0.14301i,-0.14268+0.22143i,-0.038997+0.1612i,-0.028421+0.07226i,-0.019449+0.048784i,0.0203+0.035588i,0.035554+0.0066724i,0.02447-0.0068593i,0.011064-0.00073874i,0.0086009+0.012092i,0.018658+0.01545i,0.024114+0.009536i,0.018117+0.0075168i,0.012046+0.011454i,0.0089084+0.014201i,0.0077891+0.013161i,0.0093287+0.0093318i,0.0070307+0.0060632i,-0.00076473+0.0069815i,-0.0067943+0.0085305i,-0.0082277+0.0084397i
0.16044-0.19086i,0.20004-0.27996i,0.13236-0.32914i,0.0065398-0.27332i,-0.03847-0.14i,-0.0011696-0.051266i,0.0055654-0.023335i,-0.010978+0.0063976i,-0.0065896+0.026563i,-0.0020698+0.018612i,-0.0064886+0.00048812i,-0.015489-0.0089119i,-0.021739+0.0011987i,-0.017128+0.012424i,-0.011501+0.0094477i,-0.012691+0.0012539i,-0.010942-0.0051643i,-0.006498-0.0077345i,-0.0049211-0.00465i,-0.0044147-0.0022883i,-0.003085-0.0047427i,-0.00099147-0.0061259i,0.00087925-0.0063007i
0.075303+0.24i,0.091459+0.34122i,0.13025+0.35352i,0.15757+0.23755i,0.095955+0.09099i,0.0022704+0.036372i,-0.024374+0.023466i,-0.022872-0.005215i,-0.031826-0.020213i,-0.029025-0.013817i,-0.010727-0.0024571i,0.0092987-0.0037202i,0.013965-0.020333i,0.007373-0.029619i,0.0077384-0.025311i,0.012599-0.019833i,0.013601-0.013695i,0.009986-0.0081728i,0.0032216-0.0069382i,-0.0019792-0.0038225i,-0.0011888+0.0028913i,0.0017771+0.0051343i,0.0024492+0.0026252i
-0.22769-0.056614i,-0.30695-0.14347i,-0.34502-0.17878i,-0.28888-0.10222i,-0.14179-0.027425i,-0.044001-0.034967i,-0.033383-0.033258i,-0.020517-0.0066723i,0.0055047-0.0025205i,0.011352-0.0049997i,0.0026682+0.0011852i,-0.0026105+0.012192i,0.0028548+0.020275i,0.0082391+0.019816i,0.0046948+0.017046i,-0.0024178+0.01774i,-0.0092047+0.018035i,-0.011259+0.016307i,-0.0065128+0.012496i,-0.0028857+0.0042958i,-0.0064966-0.0042039i,-0.010107-0.0074272i,-0.0070677-0.0060891i
0.15238-0.1517i,0.28762-0.12272i,0.38226-0.089051i,0.30908-0.094205i,0.13612-0.057301i,0.046902-0.0022012i,0.022915-0.0052999i,-0.0086201-0.011437i,-0.020613+0.010028i,-0.0094342+0.016711i,0.0020288+0.0043803i,0.0019838-0.0080568i,-0.011493-0.0096399i,-0.020781-0.0050411i,-0.018959-0.006024i,-0.015032-0.011222i,-0.009905-0.012633i,-0.004925-0.010263i,-0.0033409-0.0056262i,-0.00055817+0.00087857i,0.006082+0.0038268i,0.0084384+0.0018887i,0.0032662+0.0020286i
0.040112+0.16513i,-0.10364+0.24252i,-0.23998+0.30823i,-0.19592+0.27672i,-0.074815+0.12065i,-0.025251-0.0017145i,-0.0044088-0.021198i,0.013264-0.021812i,0.005642-0.028553i,-0.0039745-0.023401i,-0.002911-0.010244i,0.0058008+0.00022052i,0.017514-0.0018136i,0.023801-0.0075195i,0.025583-0.0049434i,0.026618+0.0012096i,0.024346+0.005218i,0.018344+0.0057758i,0.01126+0.0042004i,0.0039222+0.0039682i,-0.0033062+0.0067571i,-0.0055171+0.0092735i,-0.0025766+0.0064203i
-0.12774-0.028327i,-0.062333-0.20746i,0.00038045-0.39229i,-0.0056272-0.36064i,0.013962-0.17015i,0.060164-0.052285i,0.047793-0.030175i,0.016956-0.012006i,0.014928+0.0048486i,0.015614+0.0068159i,0.0063982+0.0032645i,-0.0047705+0.002403i,-0.0092229+0.0089768i,-0.009051+0.014439i,-0.010896+0.012455i,-0.012656+0.0077853i,-0.011451+0.00076849i,-0.0097503-0.0048693i,-0.0080829-0.0052817i,-0.0057467-0.005184i,-0.0032478-0.0073086i,0.00019909-0.0057464i,0.0036554-0.00039546i
0.042835-0.078969i,0.12625+0.11413i,0.23856+0.31695i,0.25023+0.29985i,0.12637+0.1638i,0.023772+0.089177i,0.018097+0.042664i,0.01514-0.0024078i,-0.012967-0.009669i,-0.025516+0.0050345i,-0.017449+0.013508i,-0.0037275+0.007628i,-0.00025344-0.0070807i,-0.0042266-0.017844i,-0.0016351-0.022811i,0.0036525-0.023864i,0.0059034-0.020065i,0.0072652-0.014263i,0.0056255-0.010549i,0.0010158-0.006554i,-0.0018931-0.0014721i,-0.0036329-0.00021273i,-0.0050172-0.0009923i
