0.0012513-0.00068483i,0.0011182-0.00085248i,-0.00032455-0.0018026i,-0.001578-0.0024991i,-0.0018231-0.0020389i,-0.0011991+0.00038858i,0.00077688+0.0017297i,0.0016495+0.0013044i,0.0020466-0.00034688i,0.0020278-0.0015095i,0.0014064-0.0011081i,0.00025123-0.0006145i,-0.00067808-3.7086e-05i,-0.001064+0.0012027i,-0.0012026+0.00094411i,-0.00060971-1.488e-05i,-0.00029803-0.00036322i,2.9853e-05-0.00014327i,-0.00042709+0.00073087i,-0.0003981+0.00058773i,0.00012122+0.00036946i,0.0001545+0.00012918i,0.00012344+0.00017804i
0.001464+8.9248e-05i,0.0019153-0.00026412i,0.0018064-0.0011124i,0.001984-0.0015564i,0.0019089-0.0015933i,0.0008117-0.0006642i,0.0001377+0.0008681i,-0.00026426+0.0015649i,-0.00089058+0.0005299i,-0.00051078-0.00029097i,8.4276e-05-0.00019248i,1.9124e-05+0.00025978i,-1.2077e-05+0.00050631i,2.206e-05+0.0010526i,-0.00016204+0.001692i,-0.0003027+0.0017355i,-0.00044512+0.0014669i,-0.00054852+0.00073059i,-0.00030504-0.00030127i,8.6826e-05-0.0006025i,4.7878e-05+0.00016541i,-0.00055188+0.00018232i,-0.00047165+6.0328e-05i
0.00093653+1.4726e-05i,0.001212-0.00018043i,0.00068633-0.001134i,-0.00027371-0.0020853i,-0.00050226-0.0013685i,-0.00060333+0.00018092i,-0.00040469+0.00060773i,-4.8849e-05+0.0007016i,-0.00028854+0.00016164i,-0.0002765-8.8504e-05i,-0.0001936+9.1512e-06i,0.00037581+8.1701e-05i,0.00057958+0.00066751i,-7.7718e-05+0.00095295i,-0.00074393+0.001259i,-0.00086148+0.00096683i,-0.00012988+0.00029037i,0.00017446+0.00027207i,-3.6536e-05+0.00048941i,-0.00012657+0.00038016i,-4.4516e-05+0.00021765i,-0.00013619-0.00019336i,-0.0005187-0.00076359i
-0.001615-0.0002215i,-0.0013642+0.00038395i,-0.0011033+0.0018441i,-0.00031277+0.0027176i,0.00072893+0.0027939i,0.0010578+0.0019096i,0.0012537+0.00017069i,0.00084296+0.00046971i,0.00039452+0.00098732i,0.00049798+0.00030417i,-9.2472e-05+0.00049036i,-0.00032744+0.00046233i,-0.00028874-9.5881e-05i,0.00038558+0.00012185i,0.00082545+0.00030519i,0.00013461+9.7514e-05i,8.8245e-05+1.817e-05i,0.00030097-0.00015931i,0.00079172+0.00012933i,0.0015427+8.8826e-05i,0.0011748-0.00084278i,0.00053293-0.00023983i,0.00068249+0.00022629i
-0.00088426-0.00093488i,-0.0015432-0.00086381i,-0.0010958-0.00067624i,-0.000348+0.00075062i,-0.00026826+0.00090921i,-0.00028917-7.8272e-05i,0.00048168+0.0002544i,0.0010297+0.00022569i,0.0012015-0.00022442i,0.0011946-0.00094908i,0.00077146-0.00098809i,0.00058705+0.000202i,0.00052314+0.00024266i,0.00029889-0.00016525i,-0.00045836-0.00011592i,-0.00041725-9.0236e-05i,-0.00050649-0.00048904i,-0.00018253-0.0011584i,0.00029166-0.0006944i,-0.00017656-7.2242e-05i,-0.0010339-0.00035881i,-0.0010367-0.00049408i,-0.00022545-4.3409e-05i
-0.00089899+0.0016724i,0.00012164+0.00065662i,0.0013566-0.00073883i,0.0010245-0.0012232i,0.0008402-0.001303i,0.0005117-0.0015002i,0.00058949-0.0011767i,0.00065267-0.00031813i,0.00029357+0.00028251i,0.00015485-0.00030298i,0.00025008-0.00030823i,0.00028824+0.00020007i,-1.7462e-05+0.00016i,-0.0006319-0.00022219i,-0.00034185-0.00036504i,0.00036764+0.00018635i,0.00043805+0.00026695i,0.0001346+0.00019296i,-0.00059255+0.00011718i,-0.00034864+5.9983e-06i,-0.00058411-0.00024674i,-0.00031296-0.00059958i,0.00026753+0.00026092i
0.0010767-0.00033083i,0.0012055-0.00032675i,0.0012217-0.00037766i,0.00010686-0.00076183i,-0.00076911-0.0006211i,-0.00078775-0.00094593i,-0.00026527-0.00095118i,0.00042615-0.00016225i,-0.00014779-0.00047204i,-0.00052624-0.00041014i,2.1063e-05+0.00026238i,0.00065872+0.00055242i,0.00086667+0.00080242i,-1.092e-05+0.00084319i,-0.0005931+0.00049007i,-0.00031847+9.6524e-05i,9.8935e-06+0.00040728i,5.1666e-05+0.00044444i,-0.00056821-6.8418e-05i,-0.00013745-0.00074163i,0.00018928-0.00071754i,-9.4778e-05+0.00012636i,8.4715e-05+0.00066239i
0.0011876-6.306e-05i,0.00072485-0.0016536i,-4.8431e-05-0.0016208i,-0.00079547-0.0014095i,-0.0011029-0.0012429i,-0.00064436-0.00043145i,0.00023858-0.00022919i,0.00053711-0.0010364i,0.00047364-0.0011854i,9.4304e-05-0.00047835i,-0.00023509-0.0002448i,-0.00055049-0.00062551i,-0.00046591-0.00080965i,-0.00034979+0.00015109i,-0.00080913+0.00085454i,-0.00044345+0.00046677i,0.00090621-0.0004939i,0.00072073-0.00067105i,-0.00016756+0.00013367i,-0.00016906+0.00081983i,-0.00058997+0.00076658i,-0.00041285+0.00010456i,0.00026258-0.00076152i
0.00082574-0.0013108i,0.00088275-0.0015904i,-0.00022573+9.2878e-05i,-0.00063737+0.0006536i,0.00015754+0.00030784i,0.00082375-0.00036803i,0.00016408-0.0013619i,-0.00050579-0.0010361i,-0.00058753-0.00032146i,-0.00016213+0.00038817i,0.00069379+0.00065376i,0.00043589+0.00057009i,-0.00021375+0.00049803i,0.00020248+9.553e-05i,0.0002346-0.00031571i,-0.00021831-0.00054818i,-0.00048146-0.0002554i,-0.0006376+0.00016468i,-0.0003878-0.00027724i,0.00041161-0.00072167i,0.00044572-7.1521e-05i,-0.00020208-5.7879e-05i,0.00050282-0.00050845i
0.0012192+0.00045716i,0.0010522-0.0002827i,0.00086478-0.0018318i,0.00081678-0.0019575i,0.00040394-0.001059i,-0.00043024-0.00031285i,-0.001097+0.00046097i,-0.00093949+0.0008552i,-0.00039021+0.001084i,-0.00044799+0.00031163i,-0.00084411-0.0004401i,-0.00065536+1.1199e-05i,-0.00032053+0.00042654i,-0.00015205+0.00027094i,0.00010729+0.00031563i,0.00039479+0.0004168i,0.00044449-9.4159e-05i,-2.8398e-05+0.00041488i,8.1253e-05+0.001038i,-0.00043+0.00031173i,-0.0015987-5.7044e-05i,-0.00067+0.00026053i,0.00047537+0.00015958i
-0.00022927-0.00016977i,0.00048511-0.00018733i,0.00076776-0.00073282i,0.00085112-0.0014013i,0.00065025-0.00092851i,0.00024155+0.0003441i,3.6756e-06+0.00050611i,8.717e-05+0.00072282i,0.00058025+0.00032651i,-8.8439e-05-0.00039347i,-0.00045223-0.00011201i,0.00025086-1.0845e-05i,0.00065282-0.00043212i,0.00029785-0.00014786i,-0.00025474+0.00056616i,-0.00068592+0.00039171i,-0.0010697-0.00012536i,-0.00070797-0.00036213i,0.00020929-0.0002335i,0.00071207-0.00027796i,0.0007254-0.00044793i,0.00044112-0.00040332i,0.00031758-0.00069158i
-0.00076993+0.00036845i,-0.0013471-0.00093485i,-0.0020544-0.0015193i,-0.0016074-0.00033922i,-0.0003321+0.00041699i,0.00040339+0.00021784i,0.00077292+0.00066993i,0.00041158+6.3317e-05i,1.6619e-05-0.00090136i,0.00031132-0.00017747i,0.00041535+0.00068559i,-0.00026836+0.00062969i,-0.0015789+0.0004228i,-0.001113+0.00029439i,0.00016992-0.00022062i,0.00026675-0.00019305i,0.0003748-6.7831e-05i,0.00043805-5.3946e-05i,2.2387e-05+0.00013322i,0.00020082-7.3589e-05i,0.00035585-0.00031046i,-5.4469e-05+0.00062052i,9.7974e-05+0.0011539i
-0.00152+0.00039494i,-0.000745-1.2331e-05i,3.4027e-05+0.00054068i,0.00068687+0.00047714i,0.00073684-0.001046i,0.00058307-0.0017804i,0.00055275-0.00087322i,-0.00030379-0.00024681i,-6.2043e-05-0.00034637i,0.0007207-0.00020896i,0.0008762-0.00055037i,0.0011013-0.00028722i,0.0013651-0.00048962i,0.00091428-0.0013743i,0.00039166-0.0011859i,0.00019434-0.00042173i,0.00045425-0.00031884i,0.00031839-0.00053322i,-0.00020992-0.00033013i,-0.00077815+3.5222e-05i,-0.00046558+0.00019779i,0.00051269-0.00016844i,0.00098093+9.9969e-05i
0.00087945+0.0014942i,-4.3601e-05+0.0015015i,-0.0011316+0.00034122i,-0.0013286-0.00035574i,-0.0011135-0.00041835i,-0.00064816-7.703e-05i,-0.00043443+3.0417e-05i,-0.00059403-3.3833e-05i,-0.00079031-0.00011236i,-0.00032113+0.00013018i,-8.2556e-05+0.0005735i,-0.00030722+0.00073795i,-0.00036745-0.00011574i,-0.00031814+0.00025818i,-0.00019025+0.0010694i,-8.8708e-05+0.00054344i,1.7066e-05-0.00023318i,0.00043848-0.0006183i,0.00091431-0.00048559i,0.0013991-0.00032733i,0.00099022+0.00028269i,8.7239e-05+0.00027581i,-0.00064483-0.00015983i
-0.00010371-0.0010872i,-0.00038405-0.002144i,-0.00018946-0.0024484i,0.00038791-0.0018564i,0.00011532-0.0010018i,0.0001102-0.0005834i,0.00062871+0.00055569i,0.00028445+0.001005i,-0.00034512+2.0181e-06i,-0.00042374-0.00038781i,-0.00018624+9.8677e-05i,-0.00024426+0.00011493i,-0.00064605-0.00056207i,-0.00077129-0.00031788i,-0.0005521+8.639e-05i,-0.00055104-0.00032762i,-0.00045644-0.00072873i,-0.00024383-0.00068446i,0.00040249-0.0004522i,0.00078761-0.00073917i,0.00034539-0.00081597i,-0.0001597-0.00056808i,-0.00040502-6.1892e-05i
-0.00037964-0.00031979i,0.00064272+2.6995e-05i,-8.6148e-05+0.00039742i,-0.0010682+0.00067438i,-0.0011708+0.00095808i,-0.00029763+0.0010319i,0.00020526+0.00035006i,0.00013042-0.0011552i,0.0001949-0.0010498i,0.00015665-3.4107e-05i,0.0007638+2.8209e-05i,0.00041336-0.0003469i,-0.00045636-0.00031718i,-0.00012758+0.00010222i,0.00057157-0.00019433i,0.00027087-0.00062796i,7.3913e-05+3.7633e-05i,0.00076292+0.00072055i,0.00099766+0.00058958i,0.00070094+6.8782e-05i,-0.00018052+6.881e-07i,-0.00083327-0.00018287i,-0.00095286-0.00031598i
0.0016934+6.4649e-05i,0.00093039-0.00084153i,0.0013016-0.0020707i,0.00070521-0.0023752i,-0.00039885-0.0014952i,-0.00026303-0.00029151i,0.0010027-0.00011286i,0.0019897-0.00040033i,0.0013859-0.00046346i,0.00044825-0.00088538i,-9.4419e-05-0.0010758i,-0.00063977-0.00036893i,-0.00099033+0.00029708i,-0.001115+0.00065418i,-0.0006349+0.0010373i,-0.00020618+0.00065757i,-0.00061299+0.00032262i,-0.00052025+0.00033186i,3.4305e-05-1.372e-05i,-0.000507+0.00023402i,-0.0011832+7.296e-05i,-0.0010596-0.0003993i,-0.00050115-0.00025496i
-0.0005709-0.00067264i,-0.00047765-0.0011053i,-0.0003987-0.00016013i,-0.00024087+0.00085052i,0.00021323+0.0011553i,0.00072817+0.0015241i,-0.00050564+0.0015157i,-0.0014838+0.00056771i,-0.00089196+0.00021021i,-0.0010531-0.00025518i,-0.0010645-0.00061957i,-0.00013436-0.00010323i,0.0010837+0.00023955i,0.001109-0.00013992i,8.9056e-05-5.7462e-06i,-0.00091284+0.00066496i,-0.00055654+0.00046132i,0.00012584+0.00068085i,-0.00022619+0.00040858i,-0.00029373-0.00033472i,-0.00040484-0.00032934i,-0.0010791-7.5388e-05i,-0.0013431-0.00022196i
0.00020692+3.3664e-05i,-4.496e-05-0.00032416i,0.00068631-0.00083834i,0.001474-0.00078494i,0.0012041-0.00076711i,0.00036271-0.001222i,-5.3032e-05-0.0012699i,-0.00013717-0.00086839i,-0.00088668-0.00043692i,-0.0010028+0.00029423i,-0.00017462+0.00064371i,0.00012648-0.00014453i,0.0005248-0.0010083i,0.00054374-0.0006574i,-0.00041478-0.00061105i,-0.00062687-0.00055735i,-0.00032261+6.912e-05i,-0.00053037+9.3744e-05i,-0.00029082-0.00053482i,0.00054249+0.00012702i,0.00088431+0.00039007i,0.00074905-6.3971e-05i,0.00063361-0.00043609i
-0.0026651-0.0012851i,-0.0016571+0.00037866i,-0.00070524+0.0012619i,0.00021267+0.001421i,0.0010487+0.0017671i,0.0017209+0.0014294i,0.0016387+0.00078469i,0.00066565+0.00027827i,0.00017041-0.00039668i,-1.3251e-06-0.00044545i,0.0001843-3.6974e-06i,0.0013122+8.7969e-05i,0.0019343+4.4687e-05i,0.00093178+1.1638e-06i,0.00039747-0.00092813i,0.00018352-0.001482i,-0.00030197-0.0008119i,-0.00062224-1.7994e-05i,-0.00053931+0.00020994i,-9.3747e-05-0.00099658i,0.00029367-0.0012081i,4.8943e-05-0.0010118i,-0.00040529-0.0012815i
0.00010186-0.00035075i,-0.00010215-0.0012082i,-0.00054516-0.0013542i,-6.8535e-05-0.00094028i,0.00010086-0.00067621i,9.2456e-05-0.0017801i,-0.00046129-0.0012788i,-0.00049727+0.00017628i,0.00065395+0.00062662i,0.00099881+0.00075404i,-0.00057608+0.00012595i,-0.00069056-0.00075606i,4.4968e-05-0.00031841i,-0.00046566+0.00013615i,-0.00069535-0.00031093i,-0.00037981-0.00051231i,0.00025002-6.0415e-05i,-0.000291+0.00017783i,-0.0003272+0.0002696i,0.00024122-0.00059627i,0.00039374-0.00073437i,0.00030675+0.00019281i,0.0003647+0.00024039i
0.00030326+0.0026126i,0.0016931+0.0028377i,0.0024952+0.0023341i,0.0017871+0.00076304i,0.00012852-3.7068e-05i,0.00018689-0.00071268i,0.00091342-0.00044467i,0.00047519+0.00029637i,0.00021171+0.00050503i,0.0005776+2.0524e-05i,0.0009457-0.00064888i,0.00055119-0.0013368i,0.00011681-0.00095857i,-3.0321e-05+0.00021888i,-0.00058031-2.5075e-05i,-0.00083408-0.00089946i,-0.00053534-0.0001075i,-0.00040307+0.00036607i,-0.00026748-0.00024804i,-0.00017508-0.00020377i,-0.00034897+0.00022104i,-0.00091967+0.00045573i,-0.00070061-9.5738e-05i
-0.00040975-0.00032189i,-0.0018047+0.00024073i,-0.0028719+0.00080953i,-0.0024426+0.00097211i,-0.00097471+0.00069633i,-0.00033187+5.0386e-05i,-0.0010775+3.5997e-05i,-0.00092045+0.00014468i,-0.00014053-0.00012894i,-0.00080114+9.4475e-05i,-0.00093128+0.00034622i,-0.00054929+8.8839e-05i,0.00022828+7.9189e-05i,0.00031515-0.00041071i,-0.00059473-7.4811e-05i,-0.00055592+0.00031832i,-0.00034183-6.0866e-05i,-9.6282e-05-4.7325e-05i,-0.00010971+0.00057309i,-0.00016784-6.3532e-05i,-7.7399e-05-0.00049364i,-1.6408e-05+0.00010889i,0.00012302+0.00047142i
0.0014511-0.0019463i,0.0019042-0.00071991i,0.002143-0.00094106i,0.001211-0.0013231i,0.0012364-0.00032502i,0.0016415+0.00024331i,0.0014409-0.00030697i,0.00096844-0.00073524i,0.00012279-0.000567i,2.4516e-05-0.00061204i,0.00040411-0.0010505i,0.00034546-0.00074564i,0.00094756-0.00056213i,0.0016217-0.00032452i,0.0010284-1.3454e-05i,0.00036779+0.00041268i,0.00028203+0.00069422i,0.00051559+0.00031056i,0.00035332-0.00020368i,-0.00010855-8.7087e-05i,-9.7651e-05+0.00061782i,-0.00042062+0.0008216i,-0.00021795+0.0010662i
-0.0013869+0.00024669i,-0.001734+0.00073261i,-0.0028749+0.00054711i,-0.0024612+0.00074195i,-0.00050599+0.00017595i,0.0004269-0.00056872i,4.3848e-05-0.000523i,-2.2228e-06-0.00039458i,-7.493e-05-0.00012272i,8.4417e-05+0.0002755i,0.00038869+0.0004404i,0.00036887+0.00038459i,6.2327e-05+7.1805e-05i,-0.00066056+0.00031128i,-0.00079061+9.2092e-05i,-0.00073214-0.00084347i,-0.00046329-0.00094884i,-0.00027066-1.8649e-05i,-0.00051413+0.00029502i,-0.00024779-0.00040498i,-0.00044586-0.00078147i,-0.00068921-0.00028401i,-0.00039205-0.00066356i
0.0025207-0.00039484i,0.0021352-0.001577i,0.00082509-0.0028513i,-0.00084798-0.0025521i,-0.0011132-0.0013762i,-0.00050937-0.00013883i,0.00050004+0.00080247i,0.0010555+0.00095193i,0.00098152+5.2358e-05i,0.00021771-0.0002058i,-0.00049733+0.00051001i,-0.00027687+0.00090854i,-0.00020536+0.00064121i,-0.0002297+6.7589e-05i,-0.00050003-0.00026026i,-0.00078088-6.6542e-05i,0.00014531+0.00023051i,-0.00027687+0.00037676i,-0.0010211+0.00011569i,-0.00018528-0.00026568i,0.00015613-0.00024301i,0.00042863-0.00071599i,0.0012594-0.00066617i
0.00030564-0.0020145i,-0.0013082-0.0015768i,-0.0021066-0.0012146i,-0.001388+0.0001499i,-0.00098244+0.0015064i,-0.00028755+0.001594i,0.00088602+0.0010947i,0.0010336+0.00080354i,0.00058349+0.00042315i,0.00022537+0.00047703i,-3.3528e-06+0.00024535i,-0.00012439+0.00021731i,8.1512e-05+0.0005146i,0.0008261+0.00069059i,0.0013769+0.00099822i,0.0009743+0.0008241i,0.00050544+0.00098018i,-0.00014064+0.00080425i,-0.00013058-0.00019196i,2.0382e-05-3.0642e-05i,-0.00048743+8.342e-05i,-0.00073811+0.00014462i,-0.00075739+0.00037359i
0.0010283+0.00075867i,0.00086328+0.00034113i,0.00099932-0.00082569i,-0.00024156-0.00065768i,-0.00064349-0.00080459i,0.00015574-0.00074705i,-0.00023878+0.00036368i,-0.00062011+0.00032899i,-0.00039077+2.5126e-06i,0.00014599+0.00020818i,0.00019924+0.00053433i,0.00034283+0.00021975i,0.00088176+0.00012381i,0.00042162+9.3324e-06i,-1.1877e-05+0.00031857i,-0.00014532+0.0011506i,-0.00019231+0.00091724i,-0.00013898+0.00051277i,-0.00042486+0.00069568i,3.2306e-05+0.00043886i,0.00032872+0.00027281i,0.00037094+5.1948e-05i,0.00063817+0.00022821i
0.0013095-0.0005597i,0.00123-0.0012137i,0.001668-0.0010123i,0.0018182-0.0010893i,0.0018217-0.00088861i,0.00084707+0.00040759i,0.0003243+0.0010042i,0.00077127+0.00078295i,0.00079124+0.00043627i,0.00028346+0.00017422i,-0.00025552+0.0001852i,-0.00012785+3.3064e-06i,-0.00015272+0.00033894i,-0.00080838+0.00054384i,-0.0003811+0.00025702i,0.00016933-0.00015307i,-6.7679e-05-0.00053898i,7.5299e-05+0.00018724i,0.00066569-4.5436e-05i,0.0010792-0.00096026i,0.0011253-0.00026752i,0.00070801+0.00030461i,-9.537e-05+3.763e-05i
-0.0019055+0.00035828i,-0.0014897-0.00035733i,-0.0011347-8.5508e-05i,-0.00048782+0.00047291i,0.00015414+0.0006776i,0.00052022-3.5332e-05i,0.00054641-0.00083078i,-0.00040613-0.00045655i,-0.00066459+0.00018049i,-0.00025229+0.0011336i,1.7319e-05+0.00090313i,0.00091498-0.00029985i,0.0015398-0.00083068i,0.00044273-0.0010521i,-0.00036655-0.00082599i,-0.00026137-0.0006782i,-0.00027393-3.5923e-05i,3.2198e-05+0.00049204i,0.00050285-0.00027331i,-6.9733e-06-0.00042192i,-0.00062119+0.00028878i,-2.9754e-05+0.00050494i,0.00014017+0.00031604i
0.00090369-0.0013897i,0.00053565-0.0014983i,-0.00012603-0.0011275i,0.00022253-0.0015768i,0.00066382-0.00086934i,0.00069664-0.00028417i,0.00066984-0.00065524i,0.00085209-0.00020594i,0.00048425+0.0001911i,-0.00060061+0.00059354i,-0.0013963+0.000887i,-0.0010852+0.000442i,0.00016861+4.6921e-05i,0.00089175+0.00023457i,0.00088288+0.00047492i,0.00051642+0.00067202i,-0.00078264+0.00080509i,-0.0015349+0.00046284i,-0.00043865-0.00019933i,0.00050928+2.7129e-05i,0.00080653+0.00058465i,0.0010268+0.00038473i,0.0011064+0.00035057i
-0.00010789-0.0016968i,-0.00066941-0.00092981i,-0.0013268-0.00061035i,-0.001881-0.0011161i,-0.0019799-0.00091963i,-0.0016665+5.8417e-05i,-0.001171-3.7886e-05i,9.121e-05-0.0014741i,0.00018238-0.0013975i,-0.00094867-0.00037163i,-0.00050498-0.00015931i,0.00050146-0.00013653i,0.00031318+0.00021249i,-0.00084164+0.00089931i,-0.00095988+0.00034196i,-0.00056494-0.00013603i,-0.0009548+0.00012728i,-0.00057116+0.00052803i,0.00017854+0.0008729i,0.00086602+0.0011762i,0.00097454+0.00079768i,0.0010031-0.0004605i,0.0009586-0.00068507i
0.00076264+0.0018546i,0.00096216+0.00013321i,0.0014027-0.0003864i,0.0010145+6.577e-05i,0.00083791-0.00011801i,0.0011253-0.00040374i,0.00048219-0.00014212i,-1.8157e-05-0.00015072i,6.8522e-05-0.0002311i,0.00025244-0.00012824i,0.00038263-0.00058776i,-3.2627e-05-0.00041542i,-0.00061066-3.9525e-05i,0.0001527+8.3986e-05i,0.00094016+0.00025407i,0.00087714-0.00015137i,0.00061307-5.7362e-05i,-2.8178e-05+0.00064883i,-0.00022413+0.00033186i,0.0003668-0.00046605i,0.00087748-0.00051062i,0.00096278+0.00018888i,0.00045003+0.00050091i
-0.0019062-0.00065058i,-0.0017577+0.00051945i,-0.0018443+0.0012112i,-0.00069842+0.0016328i,-0.00027861+0.0019456i,-0.00025474+0.0012537i,-1.5493e-05+0.00034942i,1.2226e-05+0.00050143i,-0.00025678+0.00087401i,0.00029143+0.0010625i,0.0006665+0.000277i,0.00017536-0.00068344i,-0.00013446-0.00041559i,2.5395e-05-0.00018419i,-2.2169e-05+0.00051505i,-4.0295e-05+0.0010736i,0.00027729+0.00097816i,-0.00034751+0.00047513i,-0.00031137-0.00028949i,0.00073973-4.4191e-05i,0.0011438+0.00026822i,0.00066467+0.0001168i,0.00025011-0.0004427i
-0.00068992-0.00061227i,0.00057215-0.00085419i,-0.00010051-0.00012054i,-0.00084917+5.3148e-05i,0.00016275-0.00066908i,0.00060036-0.0010188i,0.00056673-0.0011238i,0.00090028-0.0011915i,0.00066604-0.00055624i,0.00055017-0.00014093i,0.00039891-0.0005425i,-0.00020358-0.00014584i,-0.00022709-0.00019575i,0.00065351-0.00049761i,0.0010838+6.3104e-05i,0.00092037-0.00026356i,0.00055249-0.00073622i,3.0375e-05-0.00034467i,-0.00052117+0.00022383i,-0.00085739+0.00025007i,-0.00015546-0.0001603i,0.00031739-0.00031759i,-0.00030461-4.9624e-05i
2.6995e-05-0.0012391i,0.00050256-0.0016116i,-0.00059917-0.0016546i,-0.0014837-0.00035579i,-0.0015648+0.001004i,-0.00064726+0.00083048i,0.00046603+0.00084938i,1.735e-05+0.00038056i,-0.00031411-0.00018581i,-0.00029461+0.00060262i,-0.0007842+0.0013384i,-0.00033048+0.0010315i,0.0010065+0.00063471i,0.0012125+0.00033813i,0.0004754+0.00021183i,0.00018667+8.6089e-06i,0.00058198-0.0002779i,0.00083587-0.00026094i,0.0012408+9.6707e-05i,0.00065295+0.00026246i,-0.0005345-4.2975e-05i,-0.00074504-0.00024072i,-0.00045296-0.00025693i
-0.0024394-0.0015204i,-0.0033033-0.0012327i,-0.0024186-0.00026656i,-0.0010585+0.0008393i,0.00022036+0.0012659i,0.00048543+0.00074355i,0.0012043-0.00033118i,0.0020196-0.00031267i,0.0011916-0.0002362i,0.0010819-0.00027374i,0.00078415+0.00027987i,3.6442e-05+0.00051074i,0.0001708+0.00047864i,-9.7005e-05-0.00013218i,-0.00082922-0.00036969i,-0.00086192+0.00023963i,-1.0566e-05+0.00092774i,0.0011887+0.00084585i,0.0012863+0.00028844i,0.00094776+0.00036432i,0.00048428+0.00081977i,0.00027143+6.4464e-05i,0.00065841-0.00046625i
0.00061249+0.0007758i,0.001322+0.00034148i,0.0020025-0.00035423i,0.0021433-0.0009183i,0.0014855-0.001005i,-9.5616e-05-0.00074182i,-0.0010466-0.00018977i,-0.00080432+1.1338e-05i,-0.00053705-0.00034092i,-3.6523e-05-0.00035237i,0.00053286-0.00012243i,-2.002e-05-0.00026129i,3.6448e-05-0.00073817i,0.00033602-0.00067816i,-0.00018021-0.00035087i,-0.0001098-0.00063242i,0.00046604-0.0015627i,0.00053754-0.0010527i,0.00016706-0.00045633i,0.00023644-0.00067523i,0.00025509-0.00055242i,0.00061612-0.00047501i,0.00059896-0.0002497i
-3.2812e-05+0.0005735i,0.00020346+0.0011518i,0.00062715+0.0010677i,0.00040642+0.00014261i,0.00073283+6.6151e-05i,0.00055545-3.3658e-05i,0.00012939+5.1365e-05i,7.2708e-05+0.00026206i,-3.1707e-05+0.000396i,0.00029253+0.00025683i,0.00058837+5.3637e-05i,2.4935e-05+0.00040944i,-0.00036218+0.00078837i,-0.00015874+0.00067972i,-0.00030972+1.8694e-05i,-0.00023544-0.00053801i,-0.00020676-0.00051862i,-0.00022986-0.00067378i,-0.00012146-0.00012126i,-0.00014096+0.00019271i,0.00032398+7.1797e-05i,0.00084974+7.5435e-05i,0.00036207-0.00056102i
-0.00093825-0.00054047i,-0.0011818-0.00010125i,-0.0015545-0.00022822i,-0.001484-7.8544e-05i,-0.00059812+0.00045271i,-3.8933e-05+0.0004935i,1.152e-05+0.00035891i,0.0001146-0.00020719i,0.00033051-0.00090401i,-8.4994e-05-0.00085839i,-3.2242e-05-9.6699e-05i,0.00016763+0.00051516i,0.00030409+0.00023976i,0.0008413-0.0004577i,0.00091199-5.1438e-06i,8.8883e-05+0.00075671i,-0.00081368+0.00077946i,-0.00058296+0.0010614i,0.00015885+0.0010098i,0.00055782+0.00052485i,0.0014459+0.00090292i,0.0018074+0.000702i,0.0014244+0.00017206i
-0.0010343-0.0013736i,-0.00041038-0.0012012i,-0.00078044-0.00078796i,-0.0013096-0.00024869i,-0.00073608-0.00054724i,-0.00055162-0.0013047i,-0.00050208-0.0014004i,-0.00027236-0.00111i,-0.0005074-0.00061193i,-6.7055e-05-0.00026951i,0.00085649+0.00022575i,0.00051104+9.4532e-05i,-0.00051799-0.00090026i,-0.00028056-0.00059556i,9.6924e-05+0.00049767i,0.00029275+0.0010202i,-1.9637e-05+0.0011091i,-0.00047506+5.5298e-05i,-2.5756e-05-0.00035052i,0.00074731+0.00011304i,0.00073671-0.00048376i,-0.00010854-0.00066662i,9.54e-05-7.0476e-07i
-0.00059125+0.00017322i,-0.0003511-0.00091657i,-0.00017797-0.00057784i,-0.00077525+0.00044983i,-0.0012881+0.00071768i,-0.0010511+0.000864i,-0.00090177+0.00045521i,-0.00026002-9.9047e-05i,0.00055524+0.00044444i,0.00037089+0.00090044i,-0.00016938+0.00035514i,0.00027149-0.00031865i,0.00017354-0.00084802i,-9.0259e-05-0.0011588i,-0.00016472-0.00093245i,-9.3818e-05-0.00053309i,0.00013315-0.00047453i,0.00014703-0.00046461i,-0.00031762-0.00026451i,-5.6849e-05-0.00055148i,0.00096885-0.001073i,0.00070706-0.00028438i,-0.00015462+0.00065879i
0.0019921-1.4796e-06i,0.0014137-0.00074772i,0.0020046-0.0021952i,0.0017734-0.0025205i,0.0013976-0.0019107i,0.00098086-0.00057019i,0.0006583+0.00031388i,0.0011347-0.00013303i,0.0013424-0.00089881i,0.00057049-0.0014925i,-0.00022684-0.00035003i,-0.00041762+0.00077931i,-0.00071594+0.0010686i,-0.0013377+0.0011593i,-0.0015345+0.0010008i,-0.00084728+0.00043698i,-2.6353e-05-9.7325e-06i,-0.00017598+0.00060346i,-0.00052168+0.00076032i,5.872e-05+0.00012301i,0.00039965-0.00025465i,0.00035699+0.00018182i,1.061e-05+0.00083718i
