-0.0017603+0.0018119i,-0.0011351+0.0018028i,-0.0012538+0.00064822i,-0.0014225-0.0009799i,-0.0023237-0.0015157i,-0.0027576-0.00024773i,-0.0016503+0.0011352i,-0.00016956+0.0011495i,0.00047357+0.00063042i,0.00022298-8.747e-05i,-5.612e-06-0.00012389i,0.00024498+2.0878e-06i,0.00062284-0.00023433i,7.6912e-05-0.00026894i,-0.00028002+4.9679e-05i,-0.00038874+0.00054054i,-0.00050123+0.00050574i,-0.00047993-0.00010184i,-0.00017495-0.00073202i,-0.00020425-0.00059679i,-2.2619e-05+0.00020392i,0.00029268+0.0005647i,0.00025248+0.00029883i
0.0011295+0.0020542i,-0.00039468+0.0013411i,-0.00010491+0.00087155i,-0.00082244+0.00032673i,-0.0015915-0.00037109i,-0.00099033-0.00054816i,-0.0010369-4.5578e-05i,-0.00072588+0.00023998i,0.000285+0.0005986i,0.00055317+0.0010106i,0.0005771+0.00035801i,0.00095548+4.1901e-05i,0.00061429-5.0761e-05i,0.00056214-0.0004217i,0.0012755-0.00048645i,0.0010774+8.253e-05i,0.00011663+0.00087407i,-0.00017673+0.00089609i,-0.00033652+0.0004529i,3.8684e-05+0.00018911i,0.00011635-0.00020945i,0.00019585-0.00043615i,0.00066747+0.00032625i
-0.00038488-0.001133i,-0.00048627-0.0013907i,-0.0015683-0.0016333i,-0.0026598-0.0014612i,-0.0029561-0.0010921i,-0.0028642-0.00042227i,-0.0019791+0.00030454i,-0.0013481+0.00056156i,-0.00050777+0.00063769i,0.0004486+0.00068506i,0.00076098+0.00030451i,0.00094648-0.00047579i,0.00060427-0.00015391i,-1.9467e-05+0.00027576i,-0.00013553+0.00018705i,-0.00020194+0.00010297i,-0.00014139+0.00029236i,-0.00026229+0.00028032i,-0.00048064+0.00023902i,-0.00067571+0.00019406i,-0.00016078-0.00027148i,0.00026051-0.00062311i,0.00036921-0.00061974i
0.00019331-0.00092634i,3.3292e-05-0.00058022i,-0.00023038-0.00042393i,-0.0012832+4.9284e-05i,-0.0022316-0.00030125i,-0.0010653-0.0004236i,-0.00015667+2.9626e-05i,-0.00074102+0.00019272i,-0.00064133+0.00036535i,-0.000195+0.0005619i,3.8545e-05+0.00059962i,0.00031998+0.00057477i,0.00072827+0.00032819i,0.00022449-0.00013254i,-0.00053562-0.00017782i,-0.00060909+6.715e-05i,-0.00055093+0.00038116i,-0.00037985+0.00018317i,-0.0006491+0.00022565i,-0.00047491+0.00053521i,0.00019471+0.0010461i,0.00026809+0.0011891i,-0.00028851+0.00049929i
0.0034552-0.0011787i,0.0025506-0.0016283i,0.0015803-0.0027289i,-0.00047544-0.0028054i,-0.0022795-0.0024182i,-0.0020721-0.0016052i,-0.00096636-5.4408e-05i,-0.00052162+0.00053445i,-0.00053135+0.00055199i,-0.0005155+0.00034716i,-0.0006097-0.00042452i,-0.00071026-3.7493e-05i,-0.00045748+0.00052016i,-0.00028513-3.957e-05i,-9.4759e-05-0.00038916i,0.00041713-0.00053897i,0.00045815-0.00062327i,0.0006611-0.00014206i,0.0012503+0.00011152i,0.0014604+0.0003202i,0.0013274+0.00077491i,0.0008661+0.00048292i,0.0008924-0.00022028i
-0.00040778-0.0012523i,-0.0010402-0.00074458i,-0.0020001-0.0011499i,-0.0031539-0.0014028i,-0.0033343-0.0011053i,-0.0021736-0.00031753i,-0.00041611-0.00025815i,0.00093962-0.00052619i,0.00049305-0.00025627i,-0.00012911-0.00021291i,-0.00039138-0.00054274i,-0.0009682-0.00056859i,-0.00032119-7.6556e-05i,5.8693e-05+0.00038141i,-9.3124e-05+0.0003124i,7.2491e-05+0.00022642i,-0.00054795+0.00027214i,-0.00066289-6.2675e-05i,0.00034386-0.00061996i,0.00078302-0.000384i,5.8313e-05+0.00027262i,-0.00026223+1.7924e-05i,0.00013355+0.00013665i
-7.8318e-06-0.0030382i,-0.00048403-0.002337i,-0.0020215-0.001597i,-0.003189-0.001122i,-0.003223-0.00078867i,-0.002458-0.00051716i,-0.0016496-4.2897e-05i,-0.0011932+0.00065815i,-0.00054496+0.0010965i,-0.00012963+0.0010975i,-0.00056877+0.00043469i,-0.00069238-0.00019445i,-0.00028648-0.00056826i,0.00027279-0.00097452i,0.00023764-0.00073608i,9.2193e-05-0.00041185i,0.00034998-0.00097625i,0.00049798-0.0007281i,0.00046212+0.00038789i,0.00023196+0.0010016i,0.00012289+0.00056908i,-0.00018789-0.00038228i,-0.00081492-0.0007404i
0.0012918+0.00086062i,0.00045837+0.0007927i,-0.00062367+0.0010739i,-0.001579-9.2024e-05i,-0.0016582-0.00070584i,-0.0024332-8.9836e-05i,-0.0029331-0.00051466i,-0.0017196-0.00094476i,-0.00087352-0.0010777i,-0.00012967-0.00090245i,0.00052878+1.9967e-05i,1.4321e-05+0.00032301i,-0.00068007-0.00010794i,-0.00058135-0.00033363i,-8.9986e-05-0.00016247i,0.00063998+0.00055938i,0.00073526+0.0013709i,0.00051156+0.0010849i,0.00031437+0.0006747i,-0.00026476+0.00050278i,-1.9072e-05+0.00018019i,0.00035188+0.00045996i,-0.00025423+0.00039429i
-0.0012697-0.0013645i,-0.0025732-0.00072387i,-0.0027789-0.00046224i,-0.0027303-9.1669e-06i,-0.0036057+8.7845e-05i,-0.0031092-0.00068271i,-0.0011766-0.00090664i,-0.00012329-0.00027008i,0.00021385+0.00054063i,0.00038452+0.0010576i,0.00035851+0.00118i,0.00016752+0.0013151i,-2.675e-05+0.00074541i,7.0875e-05+1.4275e-05i,0.00051083-0.00056085i,0.00067536-0.00025588i,-5.4697e-06+0.00023598i,-0.00088105+0.00026738i,-0.00081748+0.00075513i,-0.00019234+0.00074976i,-0.00029485-0.00029832i,-0.00087196-0.0011624i,-0.00053496-0.00090072i
0.0011734+0.0014077i,0.00037369+0.0013874i,-8.171e-05+0.00053504i,-0.00068023-0.00098012i,-0.0021372-0.0012895i,-0.0014985-0.001441i,1.152e-05-0.0011789i,-9.1696e-05+9.0683e-06i,0.00014686+0.00038663i,0.00061371-3.7904e-05i,0.00038103+0.00035536i,0.0003715+0.00037666i,0.0010493-0.00019119i,0.0010059-0.0005725i,0.00040555-0.00096997i,-0.00026699-0.00061158i,-0.00016298+0.00084761i,0.00031518+0.0017707i,-0.00042797+0.0014776i,-0.00066977+0.00081549i,0.00032388+0.00049147i,0.00099554+0.00072462i,0.00092107+0.00062662i
0.0025559-9.6379e-06i,0.0031752-0.00043346i,0.0025655-0.00048531i,0.00040749-0.0010714i,-0.0013644-0.0010634i,-0.0019043-0.00049687i,-0.0016976-0.00011201i,-0.00065795-0.00039753i,0.00070137-0.00039559i,0.00069391-0.00010164i,-0.00037045-0.0004524i,-0.00051467-0.0010589i,-8.0135e-06-0.00062489i,-0.00022591+0.00022362i,-0.0006184+0.00063292i,5.3413e-05+0.00051789i,0.00035306+0.00084276i,0.00041953+0.0002253i,0.00083898-0.0010275i,0.0010223-0.00025573i,0.0010398+0.000255i,0.0011943+0.00070834i,0.0012686+0.0005937i
0.00033962+0.0029059i,0.00024756+0.0020711i,0.00079401+0.0014846i,0.0002514+5.5397e-05i,-0.00083475-0.00069314i,-0.0010185-0.0012848i,-0.00054994-0.0011906i,-0.00047473+0.00047752i,-0.00089926+0.0013427i,-1.6937e-06+0.00089959i,0.00072361+0.00039083i,0.00028083+0.00029351i,-0.00011982-0.00013871i,0.00018687-0.00071941i,0.00047102-0.0011663i,0.00055463-0.00048873i,0.00048946+0.00090117i,3.1272e-05+0.0011827i,1.2864e-05+0.0010398i,0.00043883+0.00085069i,0.00043081+0.00069561i,0.00016389+0.00014274i,-0.00014429-9.1361e-05i
0.00076946-0.0015709i,0.001159-0.0015861i,0.00020735-0.0014514i,-0.0014076-0.0014634i,-0.0020539-0.00065805i,-0.002102-0.00036076i,-0.0020381-0.00022706i,-0.00085478-0.00028451i,-0.0004084+2.3569e-05i,-0.00061491+0.00031362i,4.6252e-05+0.00031731i,0.00033072+0.0010408i,-4.808e-05+0.0016319i,0.00050928+0.0012821i,0.0016501+0.0005055i,0.0015697-0.00012504i,0.00042395-8.9949e-06i,-0.00036792-0.00031119i,-0.00064994-0.00085726i,-0.00028079-0.00038477i,6.3908e-05+6.9982e-05i,0.00021435-0.00015789i,0.00021582-0.00040058i
0.0018303-0.00037142i,0.0016294-0.00088506i,3.6329e-05-0.0015317i,-0.0017885-0.0016995i,-0.0029021-0.0014774i,-0.0025411-0.0010456i,-0.0015012-0.000944i,-0.00082684-0.0010658i,0.0001576-0.0016216i,0.00080928-0.0014282i,0.00069487-0.00021525i,0.00067184+0.00024993i,0.00076152+0.0003006i,0.00050473+0.00032408i,0.00019169+0.00024876i,-4.6471e-06+0.00026899i,-0.00059224+0.00068145i,-0.00030476+0.00092877i,5.5343e-05+0.00034174i,-0.00029091+0.00033994i,-5.1757e-05+4.0327e-06i,0.00060707-0.00072829i,0.00038316-0.0002595i
-0.00011355+0.0006032i,-0.00078611+0.0011113i,-0.001438+0.00079574i,-0.0019415+8.2505e-06i,-0.0019669+9.8434e-05i,-0.0017636-0.00027623i,-0.0015851-0.0009664i,-0.00042131-0.00049273i,0.00086102-0.0001197i,0.00065174-4.9819e-05i,0.00040745-6.5034e-05i,0.00033772-0.00053967i,5.0966e-05-0.0011622i,0.00034936-0.0011289i,0.00011006-0.00054495i,-0.00030084+0.00025437i,0.00018202+0.00088208i,9.7163e-05+0.00042856i,-0.00038893+0.00019367i,-0.0017426+0.00040639i,-0.0019676-7.7484e-05i,-0.00050609-0.00030955i,-0.00017558+0.00061597i
-0.00048108-0.0015338i,-0.0014527-0.0023666i,-0.0025061-0.0012198i,-0.0035744-5.0571e-05i,-0.0032855+6.3008e-05i,-0.0026414-0.00035964i,-0.0018796-0.0006844i,-0.00042656+4.3276e-05i,0.00029637+0.00054913i,0.00047534+0.00017807i,0.00079122+0.00018087i,0.00078483+0.00011691i,0.00089351+5.0567e-05i,0.00086513-0.00055864i,0.00046489-0.00095985i,0.00011536-0.00065965i,-0.00055627-0.00042819i,-0.0009234-0.00015628i,-0.0001839+0.00029059i,0.00068759-3.8396e-05i,0.00041544-0.0004117i,-0.00025055-5.9863e-05i,-0.00032174+0.00025395i
0.0021039-0.00071832i,0.002162-0.0014037i,0.00050561-0.0015123i,-0.0014852-0.0018515i,-0.0026573-0.0022169i,-0.0023312-0.0019491i,-0.00085396-0.0010501i,-0.00018766+0.00027862i,0.00029776+0.0010532i,0.00070693+0.001439i,0.00040707+0.0010364i,-0.00077243+0.00079905i,-0.00067153+0.00097428i,8.1037e-05+0.0011737i,8.2816e-05+0.00076626i,2.3441e-05+3.8654e-05i,-0.00032803+0.00017893i,-0.00044963+0.00037509i,0.00019553-0.00016792i,0.00024161-0.00033927i,0.00081804+0.00024978i,0.0010009-3.7471e-06i,4.275e-05-0.00054846i
0.00088041+0.0010341i,-4.0974e-05+0.00040742i,-0.00082623-0.00022611i,-0.0022571-0.00050161i,-0.0029111-0.001445i,-0.0016006-0.0012084i,-0.00058621-0.0003989i,-0.00041468-9.9665e-05i,-0.00047192-0.00044483i,5.0897e-06-0.00080787i,0.00036587-0.00059044i,0.0004513+0.00037429i,0.0004841+0.00060718i,0.00015688+0.00054537i,-0.00068279+0.00065799i,-0.00059004+0.00052689i,0.00024963-0.00013875i,0.00063168-0.00099472i,0.00027765-0.0010211i,-0.00055628+8.5692e-05i,-0.00079938+0.00084611i,-7.2972e-05+0.00042196i,-0.00011856-0.00063313i
0.00030649-0.00029685i,-0.00030263-0.00011865i,-0.00033444-3.3198e-05i,-0.00068503-0.00048881i,-0.0018538-0.00047191i,-0.0019554-0.00031714i,-0.0007438-0.0004323i,-1.3923e-05-0.00058298i,0.00056221-0.00073035i,0.00047083+3.1413e-05i,5.4252e-05+0.00039699i,-0.00010116-0.00038563i,0.00013008-0.0005382i,0.00058536-0.00053814i,0.00013835-0.00070039i,-0.00012153-0.00018195i,-0.00036271+0.00032964i,-0.0012005-0.00016209i,-0.0010266-0.00057488i,-0.00048856-0.00045348i,-0.00030298-0.00031601i,0.0002335-0.00060436i,0.00063497-0.0012932i
0.0026592+0.0016569i,0.0032964+0.00080342i,0.0026094-0.00090308i,0.00043522-0.0018489i,-0.0012498-0.0017603i,-0.0019019-0.0019266i,-0.0013109-0.0017625i,-0.00059055-0.00054895i,2.7788e-06+0.00018857i,0.00039413+0.0003473i,0.00034933-0.00011213i,-0.00013456-0.00062864i,5.8733e-05-0.00081485i,0.00046456-0.00048443i,0.0003696+0.00031618i,-4.1528e-05+0.00026096i,-0.00031022+0.0001419i,-0.00024473+0.00045729i,-0.00020202-0.00014816i,-0.00044128-0.00037484i,-0.00011279+0.00016086i,0.0005785+0.00012399i,0.00079146+3.7004e-05i
-0.00039164+0.001199i,0.0010193+0.0014591i,0.00064159+0.0013619i,-0.00085759+0.00062182i,-0.001628-0.0006862i,-0.00085384-0.0017118i,-0.00083201-0.001513i,-0.00069212-0.00080631i,2.5293e-06-0.000313i,-0.00013076+0.00016899i,-0.00029083+0.00019215i,-0.00017851-0.0003227i,-0.00053997-0.00036057i,-0.00031775-0.00042465i,0.00025715-0.00014983i,0.00081009-0.00026447i,0.00081298-0.001247i,0.00073389-0.00094326i,0.00073006-0.00053187i,0.00020303-0.00037461i,-0.00050036+0.0002313i,-2.1746e-05+0.00047185i,-0.00015238+0.00024687i
-0.0024242+0.0013571i,-0.0022853+0.0025108i,-0.0012417+0.001878i,-0.00097938+0.00072435i,-0.0012433-0.00036106i,-0.00070704-0.0011477i,-0.00073271-0.00081954i,-0.00026996+0.00030067i,4.484e-05+0.00016053i,0.0004012-0.00013902i,0.00071998-8.5867e-05i,0.00048051-0.00030347i,0.00017047-0.0007088i,8.516e-05-0.00047422i,0.00020944-0.0009799i,0.00012902-0.00095929i,0.00018257-0.00042694i,0.00023604-0.00046613i,-0.00019289-0.00036115i,-0.00021825-0.00015229i,5.4106e-06-3.5218e-05i,8.9906e-05+0.00024584i,-1.5876e-05-8.6187e-06i
-0.0010719-0.00050183i,-0.00028173-0.001105i,9.5811e-05+0.00053957i,-0.00050125+0.0009392i,-0.00084787-0.00031244i,-0.00071798-0.0011715i,-0.00041267-0.0010628i,-0.00014131-0.00079435i,2.2969e-06-0.00023992i,0.00055782+0.00014709i,0.00072359-7.3002e-05i,0.00055968-0.00073597i,0.00070925-0.00098083i,0.00066944-0.001187i,0.0010867-0.0010744i,0.0011555-0.00033266i,0.0009321-0.00042798i,0.0014331-0.00040974i,0.0012908-8.7669e-06i,0.00013523+0.00048408i,-0.00014554+0.00048584i,0.00040503+0.00026002i,0.00029163+0.00033711i
-0.00045138+0.0010875i,3.2007e-05+0.0011767i,0.00071772+0.0011261i,-0.00049816+0.00051446i,-0.0021601-0.00093334i,-0.0019572-0.0021626i,-0.00017796-0.0016944i,0.001015-0.0004591i,0.0012691+0.00030015i,0.0011905+0.00048038i,0.0012758+8.3341e-05i,0.00090139-0.00018478i,0.00044926-2.9099e-05i,0.00030801+0.00021017i,0.000563-0.00018443i,0.00072538-0.00035539i,4.0958e-05+0.00020377i,-0.00029735+0.00017481i,0.00019368+9.1748e-06i,0.00053615+0.00065732i,0.00011361+0.00011024i,-0.00034687-0.00054217i,-0.00084237-0.00034598i
-0.00046639-0.00043996i,-0.0019737-0.00048734i,-0.0038714-0.0018807i,-0.0039463-0.0019233i,-0.0035042-0.00071681i,-0.0031567-0.00011421i,-0.001822-0.0003758i,-0.00036708-0.00022514i,3.6711e-05+0.00036945i,-0.00046906+0.00028355i,-0.00063753-3.3302e-05i,-3.2388e-05+6.9359e-05i,0.00010419+0.00087502i,0.00050614+0.0015051i,0.0011621+0.0012713i,0.00050535+0.00032625i,-0.00031343-0.0001329i,-0.00084314-0.00023892i,-0.00064224-0.00051317i,-0.000321-0.00079951i,0.00014331-0.0010643i,0.00022818-0.00095824i,-0.00078957-0.00055158i
0.00013447-0.00054409i,0.00061344-0.0010672i,0.00032819-0.00050985i,-0.0011351-0.00024415i,-0.0022367-0.0012099i,-0.0019704-0.0024962i,-0.0013209-0.001845i,-0.001283-0.0011787i,-0.00095103-0.0011167i,0.00030087-0.00059567i,0.00029583+0.00074083i,-9.5002e-05+0.00070742i,0.00038258-0.00014459i,0.00071713-1.2847e-05i,0.00031752+0.00014872i,-0.00044812-0.00020071i,-0.00013359+0.00050812i,0.0007622+0.00089779i,0.00077576+0.00054556i,0.00079238+0.00024603i,0.00061764-3.7763e-05i,-0.00025269+0.00055211i,-0.0014982+0.00072894i
0.0014532-0.0012448i,0.00052243-0.000871i,-0.0013887-0.00058415i,-0.0021759-0.0010202i,-0.00242-0.00097581i,-0.002009+0.00020882i,-0.0012809+0.00073883i,-0.00079421+0.0009888i,-0.00013866+0.00058958i,0.00034045-0.00024896i,0.00067649+0.00012064i,0.00041707+0.00057546i,0.00058661+0.0006119i,0.00091804-0.00023706i,0.00050076-0.0014141i,-9.0039e-05-0.0012402i,-0.00046128-0.00018896i,-0.0004854+0.00098318i,0.00061879+0.0013262i,0.00121+0.00089299i,0.0010336+0.00026798i,0.00047439-0.00017328i,-0.00059168-0.00021917i
-0.0010989+0.00082925i,-0.00080169+0.0014006i,-0.001508+0.00093027i,-0.0022612+0.00070049i,-0.0024288+0.0005495i,-0.0018227+0.00024565i,-0.00055151-9.1148e-05i,-0.00017131-0.00080373i,-0.00031945-0.00070795i,0.00034594-0.00028259i,0.00099224+0.0001889i,0.00075207+6.4279e-05i,0.00049374-0.00027677i,0.00032704+0.00027394i,-0.00027351+0.0002907i,9.3377e-05+0.00030769i,0.0007602+0.00046309i,0.0010336+0.00036051i,0.00032422+0.0012655i,-0.00033274+0.0013719i,0.0002275+0.00051688i,-0.00010311+0.00059148i,-0.00060279+0.00057433i
9.1147e-05-0.003153i,-0.00039149-0.0024594i,-0.0025029-0.0014736i,-0.0041816-0.00049539i,-0.003817-5.4813e-05i,-0.0023347-0.00024403i,-0.00051139-8.856e-05i,0.00037417+0.00034176i,0.0008097+0.00060381i,0.0010213-8.6143e-05i,0.0004448-0.00038096i,0.0003716+0.00048713i,0.00020381+0.00099206i,-0.00048589-0.00010109i,-0.00080642-0.00051396i,-0.0012154+0.00020802i,-0.00089855+0.00097807i,-0.00049686+0.00071461i,-5.7253e-07+0.00052222i,0.00052945+0.00071566i,0.0012906+0.0010524i,0.00079814+0.0018108i,-6.8569e-05+0.0014464i
0.001887-0.00038081i,0.0020639-0.0013955i,0.00077207-0.0012572i,-0.0010742-0.00054022i,-0.0026249-0.0010625i,-0.00251-0.0016637i,-0.00075913-0.0014176i,9.9155e-05-0.00023562i,-0.00014003+0.00053233i,0.00058352+0.00042244i,0.00057252+9.2219e-05i,0.00059785-0.00020328i,0.00090238-4.4613e-05i,0.00088171+0.00019325i,0.00075659-6.7032e-07i,0.00031258-0.00026825i,-2.9473e-05+0.00011634i,-9.8861e-05+0.00070494i,9.7147e-05+0.00050463i,0.00047077+0.00061767i,0.00047745+0.0006965i,0.00090849+0.00014623i,0.00049525+7.3794e-05i
0.0010572+0.0015021i,0.00039688+0.001908i,0.00049163+0.0010945i,-0.00013125-0.00024357i,-0.0011984-0.00099099i,-0.0014031-0.00079932i,-0.0011732-9.6926e-05i,-0.00024087+7.9134e-05i,0.00015998-0.00026547i,0.0006312-0.00043247i,0.00068342-0.00089061i,0.000586-0.001199i,0.00022807-0.00020451i,-0.00094244+0.00045686i,-0.00081626+0.00024382i,-0.00063491-6.4707e-05i,-0.0007911+0.00012588i,-0.00064097+0.00077874i,6.1241e-05+0.00050141i,0.0011318-2.6238e-05i,0.00067183-0.00058315i,0.0006244-0.00055239i,0.00047753-0.00015689i
0.0018257-0.0013639i,-0.00032895-0.0027683i,-0.0010192-0.0034635i,-0.0014295-0.00305i,-0.0023135-0.0030414i,-0.0019813-0.0023522i,-0.001413-0.00097866i,-0.00082047-0.00045574i,0.00010991-0.00070644i,0.00026649-0.00031897i,-0.00064257+0.00036325i,-0.00065289+0.00053853i,-0.00016412+0.00028302i,0.0001431-0.00056511i,0.00018768-0.00064987i,2.9697e-05+5.7975e-05i,5.4366e-05+0.00050298i,0.00018699+0.00032682i,0.00040446-0.00026433i,-0.00017975-0.00029658i,-0.00055279+0.00016564i,-0.00038048+7.0252e-05i,-0.00058988-0.00034024i
0.0016351-0.0011369i,0.0025302-0.0013116i,0.0018553-0.001175i,-4.6186e-05-0.0012338i,-0.00090811-0.00061051i,-0.0007143-0.00014736i,-0.00038654+5.694e-05i,-0.00021159+0.00056573i,-0.00028649+0.00076971i,-0.00046844+0.00013145i,-0.00017178-0.00037927i,4.3496e-05+8.6999e-05i,-0.00026871+0.00045982i,-0.00015492-0.00029353i,-0.00021343-0.00090843i,0.00019908-0.0002359i,0.0012397+0.00040354i,0.0012677+0.00033787i,0.00035537+0.00020466i,-0.00022485+0.00034941i,1.7689e-05+0.00018692i,0.0002485-0.00056008i,0.00055824-0.0003014i
-0.00035036+0.0022919i,-0.0012781+0.0019243i,-0.0015561+0.00035686i,-0.0021447-0.00034331i,-0.0025782-0.0012527i,-0.0017605-0.0014795i,-0.0003587-0.0014644i,4.4494e-05-0.00073659i,-5.7496e-06-0.00016611i,0.00053588-0.00028982i,0.00059715+0.00023489i,0.0004685+9.8439e-05i,0.00067987-9.572e-06i,0.00096666+0.000274i,0.0012231-0.00035378i,0.0006943-0.00070128i,-0.00033164-8.5927e-05i,-0.00096486+9.5484e-05i,-0.0012536-0.00016194i,-0.00027712-0.00025282i,0.00033406+7.3993e-05i,0.00034309+0.00020436i,0.00047183+0.00016205i
4.2106e-06+0.00080369i,0.00022024-0.00085094i,0.0012864-0.0020166i,0.0012604-0.003049i,-0.00013462-0.0032545i,-0.0013874-0.0027218i,-0.0010283-0.0015508i,-0.00041156-0.00049963i,-0.00038275+0.00028547i,-0.00073896-0.000239i,-0.0007956-0.00091916i,-0.00041339-0.00044409i,-5.681e-05-0.00018528i,0.00015649-5.2237e-05i,8.1771e-05+0.00026691i,-0.00021323-0.00018308i,7.8806e-05-0.00058712i,0.00053009-0.00077726i,0.0008995-0.00038072i,0.0004095-0.00025395i,-0.00026837-0.00052325i,-0.00032271+6.1763e-05i,-9.0864e-05+0.0006438i
0.0026906+0.0001764i,0.00287-0.00020173i,0.0020441-0.0014822i,-0.00061976-0.001778i,-0.0023695-0.0014889i,-0.001965-0.0014308i,-0.0005478-0.00083633i,0.00043835-0.00051738i,0.00048255-0.00047455i,0.00065451-0.0008455i,0.0005885-0.00065598i,-0.00035723-0.00092031i,-0.00079853-0.00173i,-0.00010371-0.0016649i,0.00046553-0.0011259i,0.00067457-0.00013361i,0.00074025+0.00045959i,0.00038769+0.001289i,0.00023377+0.001264i,0.00073889+0.00073576i,0.00084393+0.0011985i,0.00043296+0.00054181i,0.00029827-0.00077414i
-7.431e-05-0.0010787i,-0.001465+4.7312e-05i,-0.002159+0.00072842i,-0.0029354+0.00046362i,-0.0034383-3.7255e-05i,-0.0024675+8.4785e-05i,-0.00071688-0.00011403i,0.00060242-0.0010117i,0.0011318-0.00087335i,0.0012264-1.7918e-05i,0.00023725+0.00050106i,-0.00071933+0.00043043i,0.00049443+0.00014053i,0.00081019-0.00031982i,0.00022811-0.00086771i,0.000415-0.00084946i,0.00064804-0.00044751i,0.00072554+0.0001697i,0.0005366+0.00041196i,0.00015789-0.0001098i,-4.4863e-05-0.00018595i,-0.00020415-0.00012686i,-0.00019482-0.00035898i
-0.00065704-0.00059983i,-0.0014808-0.00040934i,-0.0018929-0.0004497i,-0.0021321-0.00061311i,-0.0025579-0.00068906i,-0.0020849-0.00057334i,-0.0014945-0.0010068i,-0.00086676-0.00121i,-0.00019034-0.00043236i,0.00021303+0.00011144i,0.00022744-0.00016356i,0.00013412-0.00020077i,-6.4131e-05-3.4315e-06i,-9.0104e-05-0.00038641i,-0.0001458-0.00048421i,-0.00032604-0.00015682i,-0.00021796+0.00011512i,7.876e-05+0.00078931i,0.00065638+0.00034127i,0.00024189-0.00059123i,-0.00047415-0.00097483i,-0.00054764-0.0010377i,-0.00058547-0.00036328i
0.00038566+0.00094548i,0.0013171+0.0016525i,0.00082132+0.0020626i,-0.00088434+0.00083431i,-0.0016887+5.8417e-05i,-0.0020494-0.0010512i,-0.0018621-0.0016737i,-0.00057153-0.00043567i,0.00055803+0.00047498i,0.00051657+0.00077901i,0.00086417+0.00083183i,0.00079909+0.00050571i,0.00017786-0.00013807i,-0.00045227-0.00071256i,-0.00046388-0.00032817i,9.2264e-06-2.8534e-05i,0.00031405-0.00027428i,0.00035599-0.00040809i,0.00026297-0.00047981i,-0.00023603-0.00092527i,-0.00034775-0.00076393i,3.4656e-05+0.00011474i,-0.00035327+0.00012171i
6.0685e-05+0.0028639i,0.00013371+0.0029232i,0.00048921+0.002518i,0.00072742+0.00032395i,0.0010837-0.0013277i,0.00029502-0.0010341i,-0.001362-0.00018764i,-0.0015909-7.0961e-05i,-0.00044412+0.00051236i,0.0004445+0.00075756i,0.00075294+0.00046147i,0.00044962-0.00024781i,0.00074811-0.0012864i,0.0014593-0.0013987i,0.00071506-0.0001653i,0.00022502+0.00046269i,0.00034419+0.00064709i,-3.4603e-05+0.0008231i,-0.00033899+0.00046878i,-0.00037716+0.00039882i,-0.00015593-2.2468e-05i,0.00040813-0.00020571i,0.00051051-6.3267e-05i
0.0031892-0.0021152i,0.0023537-0.0024164i,0.00095597-0.0031422i,-0.00080092-0.0037471i,-0.0020948-0.0032379i,-0.0024868-0.0017863i,-0.0012829-0.0012371i,0.00018762-0.0010883i,0.00051121-0.00093774i,-0.00014288-0.00057174i,-0.00098587+4.1418e-05i,-0.00085407+0.0001202i,-0.00035936-5.4228e-05i,-0.00075068-3.9251e-05i,-0.0007897+9.3068e-05i,-7.9773e-05-3.3541e-05i,0.00022769+0.00010121i,0.00068307+7.7444e-06i,0.0007958-0.00022851i,0.00040097-0.00036804i,0.00023332-0.00023774i,0.00025917-0.0001591i,0.0003153-0.00043057i
0.0032257+0.00055622i,0.0035134-0.00012097i,0.0026856-0.00040979i,0.00079901-0.0017967i,-0.00084168-0.0029999i,-0.0018752-0.0026538i,-0.0011975-0.0010977i,-0.00012328+2.3502e-05i,0.00058188+0.00027259i,0.00090483-5.4381e-05i,0.00020412-0.00060484i,-0.0002445-0.00092i,-0.00056245-0.00084869i,-0.00049464-0.00034214i,0.00013976-0.00064113i,-1.2094e-05-0.00094608i,-0.00039652-9.7335e-05i,-0.00059994+0.0007156i,-0.00040934+0.00078178i,3.8692e-05+0.00065816i,0.00038288+0.00014184i,0.00043464+9.689e-05i,0.00012157-0.00018879i
-0.00081171+0.0011952i,0.00061529+0.0026996i,0.00045647+0.0023257i,-0.0011872+0.0016932i,-0.0023001+0.0010932i,-0.0016394-0.00068734i,-0.00045597-0.0014509i,-0.00080924-0.0011308i,-0.00042627-0.00071395i,0.00043521-0.00059242i,0.00091232-0.00084674i,0.0013385-0.0010752i,9.901e-05-0.00046362i,-0.00076165-0.00030116i,4.7221e-05-0.00030428i,0.00035763+0.00019789i,0.0001791+0.00061624i,-0.0002604+0.00078597i,-0.00062841+0.00051456i,-6.6558e-05+0.00078774i,0.00048726+0.0008838i,0.00049802+0.00020127i,2.7845e-05-0.00012478i
