-0.0030908-0.00017152i,-0.0029562-0.00052619i,-0.0036461-0.00021383i,-0.003891+0.0015241i,-0.0024336+0.0024945i,-0.00083269+0.0016612i,8.8641e-05+0.0012328i,0.0012072+0.0010419i,0.0015372+0.00084885i,0.0018567+0.00093961i,0.0021996+0.00037243i,0.0013555-0.0010993i,0.00075457-0.0017781i,0.00032664-0.001561i,-8.7068e-05-0.0016433i,-0.00022869-0.0011947i,-0.0003076-0.00027254i,-0.00054046+0.00010122i,-0.00063612-0.00010877i,-0.00042489-0.0003079i,-0.00032472+0.00044968i,-0.00064852+0.00097212i,-0.00092938+0.00044326i
-0.00012011-0.0033023i,-0.00021147-0.0029404i,-0.0014416-0.0032175i,-0.0022564-0.0026395i,-0.001923-0.0013144i,-0.00072869-4.3645e-05i,6.8418e-06-4.5597e-05i,0.00011442-4.5368e-05i,0.00015043+0.00050993i,0.00036113+0.00095319i,0.00061224+0.00072208i,0.00079179-2.8785e-05i,0.00025184+0.00014032i,9.6139e-05+0.00065871i,0.00075305+0.00071665i,0.0010149+0.00057777i,0.00041714+7.2373e-05i,-0.00047604-0.00038235i,2.8368e-05-0.00063866i,0.00028107-0.00041917i,-0.00028274+0.00032319i,-0.00023563-8.5043e-05i,-5.7375e-05-0.00054616i
-0.00063572+0.00016693i,0.00016949+0.00028664i,0.00037537+0.00096814i,0.00061759+0.0013477i,0.0010006+0.00073291i,0.00060345+0.00032904i,0.00014804+0.00087899i,0.00050247+0.0017188i,0.00083196+0.0016328i,0.0011433+0.0003206i,0.00052575-0.00098158i,-0.00032231-0.0020214i,-0.00061682-0.0021631i,-0.00042913-0.001125i,-0.00081553-0.00039337i,-0.001264-0.00061653i,-0.00097547-0.00047853i,-0.00050341+7.871e-05i,0.00050876-5.8531e-05i,0.00078323-0.00079595i,0.00014075-0.00089267i,-0.00012444-0.00014094i,9.4798e-05+0.00016119i
0.00030346+0.0026749i,0.00011858+0.002449i,0.0013715+0.0014452i,0.001288+0.0010231i,0.001036+0.0011685i,0.0016779+0.00044407i,0.0011801-0.00031667i,0.00061954+0.00047952i,0.00034785+0.0015051i,6.413e-05+0.0010152i,2.5941e-05+8.5876e-06i,-0.000233-0.00043732i,-0.00071023-0.00075999i,-0.00056074-0.00058692i,-0.0002521-0.00053551i,-0.00080759-0.00048673i,-0.00075579-8.4368e-05i,0.00029289-0.0001445i,0.00088379-0.00043307i,0.00087801+7.8482e-05i,0.00042773+0.00067832i,0.00046963+0.0012385i,0.0011418+0.0015748i
-0.00097109-0.00034734i,-0.00085789+0.00035485i,-0.002041+0.00032683i,-0.0022841+0.00032333i,-0.0013865+0.00045275i,-0.00062705+0.00046319i,-0.00057584-6.3163e-05i,-4.1268e-06+0.00010978i,0.00025998+0.00064393i,-0.00021604+0.00052583i,6.7445e-05-0.00022662i,0.00055438-0.00018437i,0.00081397-0.0002775i,0.00053473-0.00058051i,-0.0006086-0.00064306i,-0.00077497-0.00062571i,-0.00085642-0.0003i,-0.0006322-0.00023096i,8.0478e-06-0.00019205i,0.001006-4.6869e-05i,0.0010118+0.00024067i,0.0003775+0.00022817i,0.00035903-0.00022196i
0.0033915+0.00019313i,0.0028365-0.0016512i,0.0030118-0.0022758i,0.0018954-0.0011733i,0.00054401-0.0008525i,6.3026e-06-0.00087387i,0.00039323-0.00061692i,0.00069804-0.00012233i,0.00064765-0.00051645i,0.00055354-0.00050367i,-0.00014081+0.00011917i,-0.00020318+0.00038022i,-0.00077321+0.00043057i,-0.0013224+0.00094117i,-0.0010562+0.00068025i,-0.00046489+0.00033011i,-0.00033528+0.00024618i,-0.00041468+0.00028505i,-0.0002242+9.2274e-05i,-0.0001434-0.00071341i,-0.00027057-0.00066047i,-0.00024134+0.00048739i,9.2998e-05+0.00051899i
0.001654-0.00016618i,0.0023923+0.00053155i,0.0012803-0.00042088i,-0.00026259-0.0011403i,-0.00025002-0.0006885i,8.1943e-05+0.00015992i,0.00024429+0.00047616i,0.00037797+0.00082453i,-0.00010542+0.00054638i,-5.7419e-05+0.00077602i,0.00047751+0.0005271i,0.00058373-0.00096952i,-8.5587e-05-0.0015362i,-0.00012729-0.00091684i,4.027e-05-0.00076502i,0.00027573-0.00055584i,0.00018612+6.3589e-05i,3.1193e-05-0.00059927i,0.000479-0.0012981i,0.00043111-0.00028436i,0.00021089+0.00059902i,0.00031319-0.00014549i,-0.00071321-0.00037743i
-0.0024761+0.0022286i,-0.0021598+0.00204i,-0.00073219+0.0022423i,-0.00027605+0.0013056i,-5.4948e-05-0.00014157i,0.00029927-8.9653e-05i,0.00057435+0.00026479i,0.00057084+0.0006721i,0.00054237+0.0016072i,0.00085401+0.00080797i,0.00049022+0.00022135i,-0.00028624-5.2709e-05i,-0.001013-0.00031535i,-0.00086782-0.00055897i,-5.3544e-05-0.00040135i,0.00050492-0.00025651i,0.00069805-0.00082533i,0.00065334-0.00032939i,0.00033847+0.00025303i,0.00024075-0.00040429i,0.00038601-0.00070687i,0.0011871-0.00082144i,0.0012811-0.0012453i
-0.0019805-0.0012312i,-0.0023806-0.0017189i,-0.0021975-0.00076677i,-0.0012427+9.2517e-05i,0.00016833+0.00099567i,0.00020072+0.001367i,-0.00032854+0.00039681i,6.9325e-06+0.00053645i,0.0004869+0.0010781i,0.0010624+0.00074769i,0.001363+0.00018577i,0.0012277+0.00013198i,0.0009138+0.00030128i,8.7399e-05-8.5079e-05i,-0.00064446+9.0948e-05i,-0.00032479-0.00015413i,-0.00043136-0.00053312i,-0.00056251-0.0002375i,-1.6005e-05-0.00012956i,1.0245e-05-0.00078005i,-0.00091905-0.00092665i,-0.0014242-0.00072984i,-0.0010743-0.00052181i
1.3133e-05-0.0013308i,0.00062246-0.00090129i,-0.0001094+0.00036894i,-0.0014659+0.0013409i,-0.00097989+0.0018092i,0.00064328+0.0021484i,0.00052594+0.0011537i,-0.00084196+0.00013804i,-0.00073301+0.00023912i,9.5557e-05+0.00054509i,0.00068147+0.00024762i,0.0012617-0.00045947i,0.0005507-0.00055916i,-0.00017833-0.00045128i,0.00027447-0.00080466i,0.00099571-0.0009485i,0.00050493-0.00060104i,-0.00080724-0.00094466i,-0.00075439-0.0011343i,-0.00035701-0.00072659i,-2.7603e-05-0.00057078i,0.00011496-0.00078164i,0.00027363-0.00057208i
0.0021889+0.0017909i,0.0026966+0.0016847i,0.002299+0.00094556i,0.00029864+0.00037561i,-0.00091578-0.00031938i,-0.0013112-0.00024989i,-0.00098703-0.00021236i,0.00015096-0.00090183i,0.00090782-0.00020054i,0.00089583+0.00092686i,0.00030442+0.0010263i,0.00012192+0.00017177i,0.00010157-0.00026872i,0.00011889-0.00034185i,0.00037304-0.00041363i,1.0983e-05-0.00041206i,-0.00033867-0.00093161i,1.5164e-05-0.00094697i,0.0003984-0.0011233i,0.00024332-0.0013135i,-0.00015305-0.00045234i,-0.00012612-0.00017056i,0.00012566+0.00024068i
-0.0013651+0.0011272i,-0.00099122+0.0017656i,0.00012996+0.0021198i,0.00041088+0.0011423i,0.00050581+0.00071896i,0.0011167+0.00044409i,0.00098986+0.00049323i,-0.00014986+0.00060424i,-0.0010073+0.00062526i,-0.0006709+0.00035842i,-0.0004832-0.0001109i,-0.00079324-0.00068186i,-0.00098028-0.0014533i,-0.0007583-0.0017431i,-0.00051553-0.0011146i,-0.00018439+0.00013097i,-0.00032578+0.00021526i,-0.00051153-0.00022438i,-1.9524e-05-0.000146i,6.7727e-05-0.00033142i,-0.00022781-0.00043382i,-0.00025756-3.4431e-05i,-1.9936e-05-0.00014134i
-0.0005489+0.00081421i,-0.00022175+0.00069049i,-0.00099741+0.0019129i,-0.0011414+0.0021624i,0.00012267+0.0012706i,0.0011851+0.0009467i,0.00063505+0.0012931i,7.0267e-05+0.0012701i,7.9688e-05+0.001132i,0.00022586+0.0008756i,0.00078683-0.00035606i,0.00038666-0.00098793i,-0.00035319-0.00048585i,-0.00077756-0.00076605i,-0.0012647-0.0012346i,-0.0013793-0.00092376i,-0.00053856-0.00057008i,-0.00037489-0.00038359i,-0.0011235+6.0261e-05i,-0.00063352+9.2083e-06i,-0.0004047-0.00032184i,-0.0012341-0.00037664i,-0.0010657+0.00044208i
0.00083876+0.00051617i,0.00021325+0.00068677i,0.00096889-0.00049126i,0.0015033-0.00071977i,0.00067385-0.00026802i,0.00026374+0.00069122i,0.0010624+0.0010009i,0.00096623+0.00088586i,0.00089245+0.00072183i,0.00092172+0.00098577i,0.00045329+0.00050445i,0.0011194-0.00025219i,0.0011465+0.00013413i,0.00089636+0.00022619i,0.00047123+0.00020722i,-0.00026148+0.00053025i,-0.00038895+0.00061775i,-0.00045701-0.00013218i,-0.00065782-0.00055849i,6.2817e-05+0.00015626i,-0.00013176+0.00037271i,-0.00066404-9.7324e-05i,-0.00037928-0.00024553i
-0.00097822-0.00061863i,-0.00095055-0.00091493i,-0.0023001+0.00010669i,-0.0020687+0.00044033i,-0.001059+0.00013561i,0.000515+0.00080499i,0.0017535+0.00077663i,0.0012061+0.00052243i,0.00046372+0.00071422i,-4.2545e-05+0.00030681i,3.1626e-05+3.064e-05i,0.00052511+0.00011592i,0.00026136-0.00046892i,-0.00057471-0.00075546i,-0.00066967-0.00053798i,-0.00044612-0.00055784i,-0.00044626-0.00025503i,0.00025247+5.6049e-05i,0.0003143+0.00039057i,-0.00011979+0.00037035i,0.00046187+0.00021886i,0.0005374+0.00069616i,-0.00022098+0.00072885i
0.00018305+0.0022197i,0.00055851+0.0020576i,0.0007418+0.0012636i,0.00017681+0.0012481i,9.8549e-05+0.00088236i,9.0251e-05+9.2633e-05i,3.469e-05+0.00051185i,0.00019076+0.00081052i,0.00047185+0.00044606i,0.0010348-9.1722e-05i,0.0012081-0.00033359i,0.00081087-0.00010694i,0.00020265+3.1888e-05i,0.00027798+5.4446e-05i,0.00011692-0.00012637i,-0.0003363-0.00048172i,-0.0002909-0.00099172i,0.00041845-0.0013702i,0.00039979-0.00015738i,-0.00019317+1.2964e-06i,-0.00051341-0.00064137i,-0.00010049-0.00050233i,0.00018843-0.00051646i
-0.0013369+0.00059706i,-0.0011737+0.0011394i,-9.1509e-05+0.0010072i,-0.00031079+0.00046718i,-0.00071431-0.00060993i,-0.00014949-0.00036132i,-9.2739e-05+1.818e-05i,-0.00082762+1.0387e-06i,-0.00020941-1.784e-05i,0.00072145+0.00011824i,0.00072983+0.0002111i,0.00052286+2.2118e-05i,0.00045816-0.00065231i,0.00081246-0.0010975i,0.00067931-0.0010466i,2.5981e-05-0.00033641i,-0.0003199+0.00068183i,9.9145e-05+0.00084935i,0.00024916+0.00030918i,0.0001691-3.2203e-05i,0.00022491+0.00062538i,0.0001165+0.0010679i,5.0988e-05+0.00060918i
0.00024031-0.0013164i,-0.00074248+5.2985e-06i,-0.0017209-0.00023609i,-0.0016342-0.00042721i,-0.001205+0.00016529i,-0.0010527+0.00048896i,-0.00017149-0.00018896i,0.00047654-0.00029683i,-0.00032286+0.000435i,-0.00036144+0.00049573i,-8.8088e-05+0.000306i,-0.00027009+0.00013715i,-0.00081327-0.00072039i,-0.00013831-0.0013762i,0.0008046-0.0010041i,0.00023458-0.00050644i,-0.0003598-0.00052717i,-0.00033312-0.0014534i,0.00022703-0.0019237i,0.00058187-0.0013382i,0.00035257-0.0013962i,0.00027328-0.001367i,-0.00022762-0.00059498i
0.0029592+0.0021634i,0.0024943+0.00085582i,0.0018497-0.00050469i,0.00206-0.00053572i,0.0013825-0.00043891i,0.00014341-0.00048869i,-0.00071813-5.0934e-05i,-0.00084728+0.00067707i,0.00035128+0.0012885i,0.00075116+0.00091507i,7.0259e-05-0.00070059i,-0.00078105-0.0010776i,-0.00064937-0.0010157i,-0.0003361-0.00062034i,-0.00051214+0.00042968i,-0.00080495+0.00040808i,-0.00079341+0.00039767i,-0.00048783+0.00046538i,-0.00060206-0.00022071i,-0.00063803-0.00098166i,0.00010917-0.00071161i,0.00084682+0.00040125i,0.00077555+0.00040222i
-0.0011007+0.0013935i,-0.00042785+0.0014873i,-0.00091521+0.0018228i,-0.0011635+0.001256i,8.3303e-05+0.00074648i,0.0011467+0.00056155i,0.00071574+0.00024669i,-5.0009e-05+0.00047692i,-0.00047812+0.00051241i,-0.00049274+0.00010049i,0.00029732+0.00012404i,0.0015682-0.00013436i,0.001182-0.0015459i,-0.00022605-0.0018229i,-0.00041067-0.0011412i,0.00046531-0.00070455i,0.00033775-0.00047487i,-0.00018993-0.00025896i,-0.00047833+0.00041296i,-0.0009594-0.00045864i,-0.0012168-0.00097132i,-0.00066156-0.00033207i,-5.6055e-05+0.00026968i
-0.00041418+0.00061793i,4.0402e-05+0.0021907i,0.0011045+0.0023251i,0.00087228+0.00096654i,0.00023096+0.00022865i,0.00039402+0.00019186i,0.00072042-0.00017294i,0.00052305+0.0004406i,0.00085854+0.0010647i,0.00053455+9.2834e-05i,-1.1237e-05-0.0011071i,-0.00064272-0.0011099i,-0.0012143-0.00032885i,-0.00099102+0.00018337i,-0.00084661+0.00011833i,-0.00069639-0.00014456i,-0.00039046-0.00065208i,-0.00011308-0.0012058i,0.00041255-0.0012923i,0.0010445-0.00050042i,0.00072883+0.00022001i,0.00014301+0.0005789i,0.00052477+0.0010843i
-0.0011374-0.0032586i,-0.001084-0.0012522i,-0.002864-0.0011855i,-0.0022864-0.00075134i,-5.7456e-06+0.0015742i,0.00092416+0.0012728i,0.0010444-4.777e-05i,0.00049505-4.2575e-05i,0.00022891+0.00098729i,0.00088324+0.00088371i,0.00034293-0.00028107i,-0.00039689-0.00089305i,5.9982e-05-0.00082183i,0.0002455-0.00028795i,-8.3744e-06-0.00034963i,-2.3163e-05-0.0003279i,6.1223e-05-0.00028384i,0.00056483-0.00025256i,0.00081731+7.8396e-05i,-0.0002189-0.00051196i,-0.0012258-0.00049203i,-0.001182+0.00014599i,-0.00048936-0.00035262i
8.7795e-05+0.00087669i,5.1806e-05+0.0010567i,0.00027809+0.0004123i,0.00012742+4.4244e-05i,-0.00067985+0.00065589i,-0.00069373+0.00043571i,-0.00054827+0.00018394i,-0.00059562+0.0011538i,-0.00048286+0.0012432i,-0.00036256+0.00020276i,-0.00036467-0.00060598i,0.00015108-0.00094815i,0.00057104-0.0016924i,0.0010556-0.0017417i,0.0010623-0.00096147i,0.00031452-0.00076643i,-0.00061817-0.00046498i,-0.00062689+1.9559e-06i,4.4963e-05+0.00063249i,0.00090656+0.0009155i,0.0012484+0.00038235i,0.00058354+0.00031863i,-0.00072019+0.00012035i
1.5297e-05+0.0013579i,0.00058577+0.0026793i,0.001525-0.0015328i,0.0011588-0.0035622i,5.735e-05-0.0022179i,-0.00027069-0.0011671i,0.00036288-0.00048896i,0.0011147+0.00021079i,0.0013209+0.00098135i,0.00044277+0.00076935i,0.00028363-0.00023748i,0.00049317-0.00073662i,-0.00020266-0.00077135i,-0.00025636-0.00075709i,-0.00024053-5.8262e-05i,4.0013e-05+0.00021478i,7.2328e-05+8.2588e-05i,4.5766e-06-0.00027814i,0.00017479-0.00065668i,0.00050323-0.00081138i,0.0010534-0.0008424i,0.00037381-6.971e-05i,-4.3226e-05+4.9218e-05i
-0.0012645-0.0014182i,-0.00019981-0.0015909i,0.00024648+0.0002982i,-0.00097989+0.00058409i,-0.001089+0.00052971i,-0.00061556+0.00087811i,-0.00022444+0.00060368i,1.4541e-05+0.00067514i,-0.00021422+0.0012494i,-7.6289e-05+0.00084925i,9.4394e-05+0.00041944i,4.7446e-05-0.00029372i,0.00048617-0.00092023i,-0.000112-0.00063191i,-0.00032258-0.00057885i,2.6632e-05-0.00027747i,-0.00037649-0.0001048i,-0.00070642-0.00012074i,0.00018988+0.00027286i,0.00089965+0.00060465i,0.000136+0.00052898i,-0.00046363+0.00049741i,-0.00091091+0.00014828i
0.0012122+9.1168e-05i,0.00038988+0.00043887i,-7.676e-05+0.00064068i,-0.00079331-6.7917e-05i,-0.00086003-0.0008594i,-0.00025294-6.1864e-05i,9.9987e-05+0.0005653i,0.00025603+0.0006855i,0.00039981+0.00037464i,0.00034868-0.0001497i,0.00039667-0.00036977i,-0.00036469-0.0005221i,-0.00097745-0.00025611i,-0.00017779+0.00026287i,-0.00026269+0.00066404i,-0.00055845+0.00040506i,-0.00080219+0.00043866i,-0.00090763+0.00071218i,-0.00065286+0.00044526i,2.2079e-05-0.00011415i,9.2332e-05-2.7911e-05i,-0.00025958+0.00061819i,0.00025898+0.00049281i
0.001114+0.00055648i,0.00030169-5.9722e-05i,-0.00055191-0.0013402i,-0.0010157-0.0021289i,-0.00041784-0.0010986i,6.5504e-05+0.00052764i,0.00025302+0.00082861i,0.00039708+0.0010032i,0.00070838+0.0012276i,0.00027014+0.00023148i,-3.8157e-05-0.00044191i,0.00010977-0.00060321i,3.2153e-05-0.0003877i,-5.0225e-05+0.00038852i,-0.00031263+0.00055326i,-0.00036349-9.3763e-05i,-0.00057042-0.0008873i,-0.00019822-0.0011032i,0.00074613-0.00078918i,0.0011912-0.00068659i,0.00062565-0.00038507i,3.4942e-05-0.00048239i,0.00043122+3.2468e-05i
-0.0033683+0.0018631i,-0.0027348+0.0012412i,-0.0012183+0.0026408i,-0.00040984+0.0029569i,3.8682e-05+0.0018461i,0.00058351+0.00023116i,0.00098803-0.00011649i,0.00075023+0.00040514i,0.00059944+7.6215e-05i,0.00078394-0.00034073i,0.00069798-0.0006334i,0.00077466-0.0010311i,0.00029232-0.0010569i,-0.00070561-0.0012605i,-0.0008265-0.0007871i,-0.00093819+1.942e-05i,-0.0014134-0.00040968i,-0.00085222-0.0003118i,2.9597e-05+0.00055188i,0.00066384+0.00088433i,0.00022228+0.00031869i,-0.0007017-0.00031685i,-0.00089106-0.0001848i
0.0020111-0.0025125i,0.0020034-0.0021504i,0.0017991-0.00099988i,0.00039404-0.0010932i,-0.00064871-0.0013036i,-0.0012443+2.1765e-06i,-0.00030758+0.00068224i,0.0011212+0.00090467i,0.0011249+0.0012863i,0.00053118+0.00086621i,0.00062672+0.00030741i,0.0012795-5.8928e-05i,0.00074687-0.0004977i,-0.00052419-0.00041301i,-0.0008587+2.4369e-05i,-0.00061164+0.00047069i,7.7482e-05+0.0010632i,0.00010367+0.00091085i,0.00035076+0.00023161i,0.00029331+0.00034263i,-0.00037741-0.00010015i,0.00013474-0.00060951i,0.00093676-0.00075784i
0.0012069+0.00075676i,0.001154-7.7932e-05i,0.00033266+0.00056807i,0.00032119+0.00075262i,0.00043138+0.00056119i,0.00026442+0.00018833i,0.00035743-0.00016114i,-6.7505e-05-8.4459e-05i,-0.00013479+0.00031098i,0.00075615-0.00029497i,0.0012285-0.0011543i,0.00042694-0.0008589i,-0.00017081-0.00056312i,-0.00063174-0.0001316i,-0.0012463+0.00015077i,-0.0010602-0.00045566i,-0.00072814-0.00083949i,-0.00014634-0.0010678i,0.00095461-0.001561i,0.0011818-0.0010272i,0.00079552+0.00028547i,-0.00013502+0.00061722i,-0.00078638+0.00058094i
0.0018822+0.0019398i,0.0014597+0.001278i,-0.00012223+0.00063291i,-0.00016729+0.00084613i,0.00016683+0.0006437i,-0.00010429+0.00074032i,0.00039406+0.00083428i,0.0011088+0.0005394i,0.0019249+0.000145i,0.0015792-9.4249e-06i,0.00019485-0.00028522i,8.7491e-05-5.6083e-05i,0.00025969+8.1916e-05i,-0.000232-0.00056858i,-0.00048568-0.00053418i,3.9379e-05-0.000799i,-2.2346e-05-0.00046284i,4.805e-05+0.00038246i,0.00073677+0.00061172i,-0.00017844+5.8939e-05i,-0.0011567-0.00081897i,-0.00038653-0.00074423i,0.0007057-0.00048517i
0.00089127+0.0003106i,-5.2058e-05-0.00049707i,-0.00024361-0.00069333i,-6.8015e-05-0.0013164i,-0.0008431-0.0013204i,-0.0009114-0.00021841i,-0.00092479-0.00011757i,-0.0009464-0.00015249i,-9.7077e-05+0.00043975i,0.00034776-0.00015852i,-0.0004416-0.0011824i,-0.00091665-0.0014372i,-0.00044374-0.00072116i,-0.00033635+0.00065755i,0.0003053+0.0010461i,0.0011545+0.00046347i,0.00085528-0.00011008i,8.0559e-05-7.4124e-05i,-0.00022556-5.8145e-05i,-0.00011016-0.00032135i,-0.00023692+0.00010536i,-0.00044829+0.00058561i,-8.2952e-05-4.9415e-05i
-0.0018476+0.00037003i,-0.0017098-0.0010223i,-0.0022133+9.4244e-06i,-0.0012285+0.001286i,0.00059596+0.0013161i,0.00038112+0.00045681i,-0.00064631+0.00041965i,-0.00036549+0.0018067i,0.00014851+0.0020551i,0.00035922+0.0012662i,0.00073446+0.00066839i,0.00093882-0.00054105i,0.00036207-0.0015959i,-0.00048739-0.0019134i,-0.0005952-0.0018068i,-0.00080272-0.0014765i,-0.00056319-0.0017496i,4.0152e-05-0.0011421i,-0.00045586-0.0004895i,-0.00092025-0.0006647i,-0.0010663-0.00045286i,-0.00052069-0.00032743i,0.00070787+0.00025265i
0.0031363+0.00091389i,0.0036305+0.00016799i,0.0028941-0.00035277i,0.0013028-0.00045386i,-0.00024189-0.00023644i,-0.00057725+0.00044138i,-0.00049125+0.0010461i,-1.0288e-06+0.00085917i,0.0011468+0.00043423i,0.0011327-0.00012948i,0.00082215-0.00042566i,0.0004672-0.00033417i,0.00039168-3.3255e-05i,0.00038603+0.00083291i,0.00018908+0.00127i,-1.6038e-05+0.00066272i,-0.00029594-0.0001068i,-0.00041458-0.00065285i,-0.00053968-0.0010258i,-0.00063025-0.00082268i,-0.00060035-0.00045126i,1.5405e-05+0.00017452i,0.00051726+0.00058721i
-0.0015924+0.0011599i,-0.0018822+0.0018342i,-0.0019134+0.0020793i,-0.00073895+0.0012626i,0.0010457+0.00082312i,0.0011382+0.00074999i,0.00020346+9.5303e-05i,-0.000333+0.00020623i,-0.00025974+0.0011371i,-0.00032884+0.00074981i,-0.00054864-0.00012231i,-9.1321e-05-0.0008503i,0.00022211-0.00071653i,1.797e-05-9.6527e-05i,-0.0002231-0.00030746i,-0.00076174-4.8219e-05i,-0.00050657-0.00066449i,0.00055293-0.00079359i,0.0010356-0.00039697i,0.00059852-0.0010946i,-0.00077653-0.00082564i,-0.0008299-3.4545e-05i,-0.00041047-6.6828e-05i
-5.5896e-05-0.00089346i,-0.00012922-0.0006085i,-0.00045735+0.000503i,-0.00034897+0.0010144i,0.00056883-1.9658e-06i,0.0012641-0.00074642i,0.00072991-0.0003487i,0.00024767+0.00059631i,0.00077472+0.0012777i,0.00054868+0.0013923i,0.00024508+0.00094418i,0.00025796+0.00028716i,-0.00059559+0.00019002i,-0.00077494+0.00044736i,-0.00060826+5.9154e-05i,-0.00083719-0.00018199i,-0.000874-0.00016694i,-0.0010753+8.9167e-05i,-0.00052251-6.3086e-05i,-0.00023286+8.08e-05i,-0.0004174+0.00052509i,-0.00031061+0.00032969i,8.4895e-05+0.00010515i
0.004319-0.0025628i,0.0042022-0.0023297i,0.003186-0.0023823i,0.0017333-0.0022782i,7.3835e-05-0.00091913i,-0.00065519+0.00015999i,0.00030723-0.00012205i,0.00089274+0.00015481i,0.00047675+0.00010183i,-0.00078495-0.00097613i,-0.0013995-0.001082i,-0.001169-0.0006223i,-0.00035918-0.00066127i,0.00056888-0.0005081i,0.00020668+0.0002943i,-0.00025359+0.00059907i,-0.00033124+0.00023667i,-0.00012355-0.00029843i,-7.7538e-05-0.00020294i,-0.00012366-0.00043616i,0.00091724-0.00065267i,0.001609+0.00013879i,0.0011911+0.0010695i
0.00049602-0.00044678i,5.0615e-05+0.00040803i,0.00016209-0.00048604i,-0.00032751-0.00091388i,-0.00061181-0.00010087i,3.4497e-05+0.00059295i,0.00012023-3.668e-05i,0.00013474-4.9168e-05i,0.0010197+0.0012924i,0.00053878+0.0016429i,-1.4876e-05+0.0010723i,-0.00061256+0.00084439i,-0.0010084+0.00044165i,1.2583e-05+0.00029601i,0.00041882+0.00051301i,0.00025671+0.00047752i,0.0011028+0.00048312i,0.0014915-1.0368e-05i,0.00025628-0.00013149i,-0.00034246-0.0001376i,-0.00017158-0.00066066i,-0.00069202-0.000938i,-0.0008447-0.00066744i
0.00083485+0.0044542i,-0.00034383+0.0038729i,0.0013212+0.0026425i,0.00249+0.0007845i,0.0018852-0.00046131i,-9.5745e-05+0.00017208i,-0.0013849+0.00034273i,-0.0012697+8.1252e-05i,-0.000327+0.000523i,0.00048308-9.7532e-05i,0.00050589-0.0010838i,-7.1978e-05-0.00095219i,0.00021675-0.00089692i,0.00063793-0.00048595i,0.00053636+0.00021188i,9.745e-05+0.00033955i,-0.00033532+0.00030472i,0.00026035+0.00021124i,9.5907e-05+1.8798e-05i,-0.00010572+0.00037383i,-7.7701e-05+0.00086687i,0.00029641+0.00059282i,0.00082797+0.00037599i
-0.0029967-0.0021345i,-0.0027821-0.0019057i,-0.0025891-0.0010288i,-0.002291-0.00037241i,-0.0006959-0.00019377i,0.0010671+0.00047825i,0.00086857+0.00054992i,-2.1527e-05-7.9325e-05i,9.5637e-05+0.00012279i,0.00059583+0.00033416i,0.00078526+0.00010165i,0.00065297-0.0006423i,0.00065125-0.001383i,0.00066891-0.0014634i,0.00056932-0.0010537i,5.5831e-05-0.00079999i,-0.00052961-0.00069864i,-0.00016411-0.00083384i,-1.4914e-05-0.0010889i,-0.0002581-0.00072074i,-0.00029782+9.9584e-05i,0.00031435-0.00017594i,0.00062868+0.00028236i
0.0012742+0.0014062i,0.0012931+0.00087893i,0.00073423+0.0011228i,0.00014752+0.00094828i,-0.00011664+0.0005793i,-0.00061583+0.00015942i,-0.00033861-0.00022107i,-0.00025319+0.00043708i,-0.00020406+0.00072582i,0.00012679+0.00076317i,6.7966e-05+0.0013314i,-0.0001453+0.00089857i,-0.00057758-0.00083891i,-0.00021716-0.0015594i,0.00021446-0.0009428i,-0.00022577-0.00023453i,-4.9898e-05+0.00011681i,0.0001477+0.00023548i,-0.00046443-5.6372e-05i,-0.00050053-0.00071367i,-0.00015995-0.00099287i,-0.00040499-0.00033278i,-0.00035041+0.00035776i
0.00047997+0.00031914i,7.9414e-05+0.00055994i,-0.0002174+0.0002334i,2.0447e-05-0.00019579i,0.0012977+0.00060758i,0.0015914+0.0013301i,0.0012913+0.00065407i,0.00079205+0.00030325i,0.00054247+0.00040135i,0.0010116-0.00013046i,0.00096975-0.00035394i,0.00070047+0.00022682i,0.00043636-0.00020532i,0.00010509-0.00032319i,0.00042281-0.00023846i,3.2302e-05-0.00048237i,-0.00034359+8.2898e-06i,0.00038683+0.00032934i,0.00024439-0.00013356i,0.00051013-0.00093714i,0.00047562-0.0007755i,-0.00052839-0.00054374i,-0.0010957-0.00063699i
-0.0023601+0.0015546i,-0.0021496+0.0013852i,-0.0018175+0.0017207i,-0.0010266+0.0017584i,-0.00032678+0.0012308i,0.00036092+0.00032576i,0.00033259-0.00023405i,-0.00052236-0.00040742i,-0.00036803-0.00032622i,0.00031222+6.3704e-06i,0.00067035-1.71e-05i,0.00057972-0.00050963i,0.00034994-0.00082903i,9.9959e-05-0.00052632i,-0.00067537-0.00021606i,-0.00092463-0.00066523i,-0.00052256-0.00060098i,0.00035302-0.00025649i,0.00091453-0.00024182i,0.00053559+4.749e-05i,0.00036441+4.3448e-05i,0.00021856+3.3765e-05i,-0.00012834+0.000282i
0.0017088-0.0022411i,0.0019754-0.0024379i,0.0010481-0.0020087i,-0.000343-0.0013521i,-0.00075419-0.0011232i,-0.00032636-1.5161e-05i,0.00062685+0.00098148i,0.001274+0.00052144i,0.0013148-0.00025328i,0.00049604+0.00028014i,-0.00060416+0.0007722i,-0.0011323-6.7247e-05i,-0.00065607+0.00030542i,0.00010011+0.0011048i,-1.877e-05+0.00076944i,-0.00015832+0.00018564i,0.00028464+0.00059602i,0.00080655+0.0011006i,0.00096488+0.00022629i,0.00072437-0.00063057i,0.00046076-0.00066386i,0.00018773-0.00077481i,-7.1664e-05-0.00061429i
