-7.6072e-06-0.00041391i,0.00060238-0.0012143i,-0.00017727-0.0014457i,-0.0010846-0.0017167i,-0.00084493-0.0015596i,-0.00037494-0.00079418i,-0.00016133-0.00013162i,0.00077163-6.6488e-05i,0.00082012+1.3482e-05i,0.00065745-2.714e-05i,0.00084803-0.00037673i,0.00011478-0.00043554i,-0.0008228-5.2312e-05i,-0.00050885-4.6129e-05i,0.00034983+4.4904e-05i,8.279e-05+0.00075992i,0.00041254+0.00046073i,0.0011129-0.00020704i,0.00055187+0.00015646i,4.3629e-05+0.00073478i,0.00028746+0.00056912i,0.00053376+0.00015825i,0.00024817+4.8669e-05i
-0.001043+0.0021304i,-0.003407+0.0020698i,-0.002546+0.0014176i,-0.00057829+0.00017288i,0.00080124-0.0010792i,-0.00038451-0.002094i,-0.0018181-0.0015994i,-0.00138-0.00091535i,-5.7573e-05-0.00026262i,0.00047282+0.00076546i,-2.7009e-05+0.00089675i,-0.00056327+0.001083i,-0.0008771+0.00088695i,-0.00091595+0.00064215i,-0.0013261+0.00062483i,-0.00036993+0.00030412i,0.0012645+3.7586e-05i,0.00091992+0.00019527i,-0.00035375+0.00038325i,-0.00041452-5.6481e-05i,-0.00023837-6.6018e-05i,-7.3491e-05-0.00011456i,5.1237e-06-0.00061389i
-0.0014176-0.0011124i,0.00052511-0.00066324i,0.0016463+0.00086104i,0.0013707+0.00034589i,-7.4732e-05-0.0010657i,-0.0014267-0.0018516i,-0.0015773-0.0016072i,-0.0016616-0.00018076i,-0.0020951+0.00085113i,-0.0023529+0.0014584i,-0.0016165+0.0014639i,-0.00096152+0.00088342i,-0.00047608-9.3162e-05i,0.00032392-0.00053356i,0.0012043-0.00054835i,0.0016547-0.00012652i,0.0011544-0.00022794i,0.00088248-0.00089148i,0.00028729-0.0013175i,-0.00023694-0.001253i,6.7516e-05-0.00039035i,0.00068597-0.00023404i,0.00022147-0.00068758i
-0.00081305-0.00066076i,-0.002046-8.468e-05i,-0.0028964+0.00010611i,-0.0019656+0.0005288i,-0.00091508-0.00020683i,-0.0010591-0.0017696i,-0.00089584-0.0017047i,-0.00080007-0.00067119i,-0.00084189-0.0002704i,-0.00078384+0.000103i,-0.00033312+0.00039189i,-5.5213e-05+0.00043293i,-0.00015514+0.00017562i,-0.00034468+0.00075239i,-0.00040056+0.0005971i,3.1727e-05+0.00030756i,0.00035176+0.0010065i,0.00044897+0.0011176i,5.038e-05-7.8424e-05i,-0.00048892-0.00079139i,-0.00066123+0.00019549i,-0.00057589+0.00047595i,-0.00027291+9.8485e-05i
0.00147-0.00063119i,0.0016915-0.0010269i,0.0014437-0.0005731i,0.00052933-0.00097851i,-0.00049226-0.002876i,-0.0012982-0.0033282i,-0.00033561-0.0012692i,0.00095364-6.2952e-05i,4.0744e-05-0.00040102i,-0.00031754-0.00038965i,0.00036962+0.00011404i,0.00053896+0.00010329i,0.0002055-0.00024463i,8.627e-05-0.00053549i,0.00084823-0.00077395i,0.0014586-0.000297i,0.0010602+0.00035396i,0.00030893+0.00016982i,0.00041218-8.8957e-05i,0.0004769-0.00026365i,0.00031971-3.6116e-05i,0.00047654+4.3973e-05i,-0.00012505+0.00026104i
-0.0026809-0.00044175i,-0.0015+0.0011738i,-0.0021669+0.0019757i,-0.0021792+0.0010507i,-0.0013587-1.0351e-05i,-0.00064415+8.9379e-05i,-0.00039422-7.6938e-05i,-0.00058969-0.00030545i,-7.6669e-05+0.00057201i,0.00022881+0.00132i,0.0004082+0.0011843i,0.0014746+0.00080705i,0.00090693+0.00020025i,0.0003319-0.00012686i,-2.6388e-05+0.0006711i,-0.00018891+0.00018553i,5.7273e-08-0.00021096i,9.9463e-05+0.00052015i,9.6721e-05+0.00061576i,-0.00052303+0.00038333i,-0.001133-0.00013851i,-0.0014642-0.00088596i,-0.00090877-0.00081388i
0.0001405-0.00033167i,0.00057288-0.00066367i,0.00044843-0.0011281i,0.00027556-0.00086002i,9.9223e-05-0.0012505i,-0.00059187-0.0021245i,-0.0016716-0.0013998i,-0.0011575-0.00089388i,-0.00024575+1.327e-05i,-0.00028802+0.0014772i,-0.00011205+0.0018047i,-0.00023998+0.0010635i,-0.00023212-2.3062e-05i,0.00095502-0.00033617i,0.00096214+0.00020888i,0.00053641+0.00030123i,0.0010872+0.00025444i,0.00052972+0.00037556i,-0.00029975-0.00057705i,-0.00048823-0.00099284i,-0.00050623-0.00018288i,-8.4512e-05-7.7755e-05i,0.00016349+0.00067172i
0.00033692+0.0025984i,-0.00060384+0.0023533i,-0.00060128+0.0013565i,-0.00026409+8.8756e-05i,-0.0005249-0.00086949i,-0.0008999-0.0014287i,-0.0006588-0.0011406i,-0.0004755-0.00027448i,-0.00062875+0.00029273i,-0.0010611+0.0008329i,-0.00096396+0.00073875i,-4.5921e-05+0.00016907i,0.00069758-0.00022554i,0.00058435-9.6889e-05i,-0.00040875+1.5732e-05i,-0.00040973-0.00011367i,-0.00011758-5.2924e-05i,-0.00012438-0.00036891i,-0.00011224-0.00077702i,-0.00036995+3.6316e-06i,-0.00029277+0.00077497i,-1.1327e-05-0.00023504i,-0.00016494-0.00010964i
0.00029997-0.0024317i,-0.00094598-0.00087049i,-0.0019056-0.00037269i,-0.0020756-0.00088948i,-0.002173-0.0017855i,-0.0019319-0.0021334i,-0.0016104-0.0012589i,-0.00094346-0.00099278i,-0.00080008-0.0010669i,-0.0012677-0.00026647i,-0.0014827+0.00032235i,-0.0011808+0.00045832i,-0.00024957+0.00025258i,0.0008858-0.00067224i,0.0013346-0.00099044i,0.0003096-0.0002438i,-0.00061228+7.283e-06i,-0.00025347-0.00050096i,-0.00017374-0.00072326i,-0.00051037-0.00022135i,-0.00022054+0.00015877i,0.00046104+0.00035486i,9.8319e-05+0.00036781i
0.0020163-0.0010217i,0.0022654-0.00012375i,0.0017083-0.00023405i,0.00031197-0.0007472i,-0.00063954-0.0015347i,-0.00097513-0.0015581i,-0.00068405-0.001119i,-0.00038082-0.00095969i,-9.35e-05-0.0012428i,0.0006197-0.00082944i,6.2838e-05-0.00032419i,-0.00030978-0.00074881i,-0.00025717-0.00029927i,-0.00035974+0.0007814i,0.00039969+0.0017485i,0.00067687+0.001736i,0.00088477+0.0010491i,0.0012604+0.0001779i,0.00082743-0.0005428i,-8.9318e-05-4.5358e-05i,-0.0011378-1.9545e-06i,-0.0011293+0.00048122i,-0.00039387+0.0013003i
-0.0026929+0.0023911i,-0.0024962+0.0015253i,-0.0014195+0.0013851i,9.648e-06+0.00035261i,0.00053407-0.0011619i,-0.00066515-0.0019579i,-0.0017319-0.0013634i,-0.00098341+0.00022512i,-0.00035112+0.0015211i,-0.00057591+0.0016128i,-0.00061349+0.00080909i,-0.00030904-7.1702e-05i,-0.00065865-0.00061143i,-0.0011563-0.00062063i,-0.0011481-0.00047902i,-0.00028494-0.00059262i,0.00048992-0.00086787i,0.00040984-0.0012267i,0.00047192-0.00085219i,5.9316e-05-0.00055277i,0.00019163-0.00058145i,0.00096267+5.0868e-05i,0.0010375+0.00032348i
-0.00055288-0.00076983i,-0.00071299-0.00095376i,-0.00048802+9.7469e-05i,0.00011527+0.00051968i,8.3981e-05-6.0789e-05i,-0.00065093-0.0010664i,-0.0012144-0.0010756i,-0.00063744-0.00050276i,-0.0004211+0.0001426i,-0.00060364+0.00050018i,-0.00043012+0.00047847i,0.00071605+0.00034863i,3.5937e-05-0.00044889i,-0.00047895-0.00042655i,0.00040749+0.00027451i,0.00025903+2.4803e-05i,0.00033658+0.00010802i,0.00071335+9.2083e-05i,0.00098365-2.9221e-05i,0.00061594+0.00018239i,-0.00028814+0.00014748i,-0.00026586+8.3789e-05i,-0.00041821-3.6849e-05i
0.00086304+0.00069011i,-0.0010615+0.00047799i,-0.0012238+0.00065537i,-0.00031601-0.00012001i,3.2345e-05-0.0017854i,-0.0011719-0.0021882i,-0.0011357-0.0012267i,-0.0008198-0.00069021i,-0.0010878+0.00028273i,-0.00080983+0.0011143i,-0.00047856+0.00078738i,-0.00042077+0.00044068i,-0.00026264+0.00055283i,-7.893e-07+0.00040717i,0.00040847+0.00024849i,0.0014483+6.5217e-05i,0.0013883+0.0001637i,0.00030243-0.00011742i,-0.00072415-0.00069281i,-0.0013798-0.00043264i,-0.001054-1.4775e-05i,-0.00056854+0.00028567i,-0.00012043-0.00024248i
0.00053669+0.0022907i,0.00048583+0.00093278i,0.0022335+8.9009e-05i,0.0019016+0.00019718i,0.0011062-0.00036227i,0.00065281-0.0020451i,-0.00080065-0.0023246i,-0.0014875-0.00067567i,-0.00090713-0.00019085i,-0.00011496-0.00089919i,-0.00028488-0.0012224i,-0.00032692-0.0014528i,0.00014267-0.00036757i,-9.8256e-05+0.00046211i,-0.0002826+0.00021515i,-0.00047047+0.00028639i,0.00019808+0.00071766i,0.0017338+0.0001906i,0.0016987-0.00085801i,0.00074321-0.00071015i,-4.9754e-05-5.4647e-05i,-0.00038768+0.00031132i,-0.00085371+0.00083948i
-0.0014773-0.00042175i,-0.0020233+0.0010134i,-0.0011912+0.001834i,-0.00015733+0.00084336i,0.00043343-0.00054118i,-0.00058431-0.0016199i,-0.0018584-0.0014217i,-0.0011685-0.00066057i,-9.7941e-05-0.00020203i,0.00028716+0.0003339i,0.00025683-3.9642e-05i,-0.00039419-0.00065346i,-0.00098565-0.00066098i,-0.00028391-0.00012091i,0.00013032+0.00034075i,-6.0838e-06+0.0004186i,0.00066502+0.00018073i,0.0010358-0.00011561i,-0.00024535+0.00051113i,-0.001674+0.0002276i,-0.0013224-0.0002525i,-0.00032871+0.00017541i,-7.9105e-05+7.0846e-06i
-0.00051078+0.00021624i,-0.00049952-0.0014839i,-0.00096748-0.00088939i,-9.533e-05+0.00012687i,0.001011+0.00049662i,0.0011447-0.00057199i,0.00032811-0.0012036i,-8.347e-05+5.6831e-05i,-0.00027605+0.0010902i,-0.00066672+0.0012376i,-0.00033655+0.0011095i,0.00032194+0.00039936i,0.00016186+0.00036774i,-0.00069174+0.00037764i,-0.0008256+0.00048833i,-0.00062559+0.00071934i,-0.00043803+0.00018203i,0.00047943-0.00082697i,0.00059457-0.0009255i,0.0001173-0.00047464i,0.0005141-8.8884e-05i,0.00094094-0.00027589i,0.00037996-0.00025218i
-0.0023226+0.0027998i,-0.0011475+0.003056i,0.00099391+0.0027756i,0.0018221+0.0011697i,0.0008659-0.00092042i,0.0002481-0.0022743i,-0.00079296-0.0020699i,-0.0015835-0.00069781i,-0.001707-5.9008e-05i,-0.0014552-0.00013643i,-0.00088307+0.00022252i,-0.00047101+4.0321e-05i,-0.00013969-0.0008514i,0.00017833-0.0006409i,0.00061753+0.00023183i,-6.6865e-05+0.0010332i,-0.00029783+0.00071607i,0.00027702+5.1251e-05i,-6.0222e-05-0.00026051i,-0.0004326-0.00048432i,0.00038613-0.00033033i,0.0010621+4.502e-05i,0.00069043+0.00037516i
0.00050453-0.0015709i,-0.00039191-0.0038052i,-0.00047144-0.0028452i,-0.00037198-0.0011853i,-0.0006966-0.0017643i,-0.0010897-0.0025454i,-0.0014017-0.0019408i,-0.0015968-0.00098724i,-0.0018121-0.00036421i,-0.00084129-0.00025709i,0.00012716-0.00028821i,-1.5513e-05-0.0001551i,0.00040075-0.00056668i,0.00058478-0.00075295i,0.00035513+7.2066e-05i,-0.00030959+0.00081282i,2.5536e-05+0.00023121i,0.00096548-0.00047231i,0.00087468-0.0007772i,-1.4109e-05-0.00075589i,-0.00044467-0.00077896i,-0.00023946-9.0402e-05i,-6.0175e-05+0.00086201i
0.00067868+0.0016753i,0.0017692+0.0024421i,0.0011426+0.00073528i,0.00049739-0.00086723i,-0.00020548-0.0015528i,-0.00092974-0.0016742i,-0.00086474-0.001524i,-0.00072992-0.00085588i,-0.00011452-0.00065746i,0.0002861-0.00031807i,0.0011781-0.00019125i,0.0013646-0.00034225i,0.00066498+0.00056616i,-0.00036931+0.0014381i,-0.00060353+0.00021126i,-1.9096e-05-0.00028473i,-0.00017796+0.00038063i,-0.00011828+0.00065717i,8.0924e-05+0.0011434i,-7.7059e-05+0.0013557i,0.00016955+0.00088025i,0.00034977+0.0008181i,-0.00016262+0.000266i
4.1086e-05-0.0017911i,-0.0018293-0.00099553i,-0.0018637-0.00075548i,-0.0017205-0.0016506i,-0.0027943-0.0019016i,-0.0032191-0.0011851i,-0.0025562-0.00047105i,-0.0014723-0.00022976i,-6.0869e-05+0.00040817i,-2.5225e-05+0.0017231i,-6.7795e-05+0.0014275i,0.00042665+0.00043586i,0.00014057+0.0001061i,3.8687e-05-0.00041423i,0.00019303-0.00073115i,0.00061209-0.00063191i,0.0011985-0.00060976i,0.0013187-0.00024847i,0.00095572+0.00043371i,0.00024931+0.00048643i,0.00020928-0.00012373i,0.00073202-0.00021395i,0.00055091+0.0002165i
0.001589-0.00010891i,0.0015734-0.000181i,0.00069158-0.0014545i,0.00012023-0.0021369i,-0.00042934-0.0027826i,-0.00086969-0.0025125i,-0.0010928-0.00096516i,-0.0010382-0.00027515i,-0.0017114-0.00013169i,-0.0024939+0.00058037i,-0.0009864+0.001176i,0.00023448+0.00055604i,0.00021335-0.00021297i,0.00041297+0.00016602i,0.00027825+0.00086667i,-0.00011705+0.00075143i,-0.00010444-9.7802e-05i,0.00095836-0.00053208i,0.0011556-0.0005594i,-6.661e-05-0.00058661i,-0.00041897-0.00063515i,-8.3987e-05-0.0001443i,1.3109e-05+0.00042291i
-0.0022388+0.00043648i,-0.0026685+0.0019316i,-0.0017286+0.0012085i,-0.00035008-0.00034949i,-0.00056328-0.0014292i,-0.002115-0.0015819i,-0.0021604-0.00065789i,-0.0016178-0.00017792i,-0.0018182-0.00034816i,-0.0022906+0.00064653i,-0.0016351+0.0012624i,-0.00033827+0.00032485i,0.00052619+0.00016672i,0.001044+0.00012173i,0.00072094-0.0001513i,0.00028938+5.1888e-05i,0.00061605-0.00057709i,0.00033944-0.00081529i,-0.00022086-0.00042791i,-0.00050992-0.00021537i,-0.00062716-0.00022775i,-0.00012021+0.00040241i,-0.00040726+0.00076304i
0.00070166-0.0027509i,0.0015397-0.0030775i,0.00067227-0.0014267i,8.5004e-05-0.00015056i,-0.00028842-0.00082209i,-0.00064135-0.00068773i,-0.0013248+0.00015312i,-0.00088075+2.7423e-05i,-0.00020158+0.00013928i,-0.00085112+0.00032149i,-0.00061405+0.00026333i,9.7326e-05-0.00021876i,0.00036724-0.00060215i,-0.00044051+0.0001755i,-0.00078068+0.001024i,-0.00010531+0.0014114i,9.7091e-05+0.0013918i,0.00054182+0.0014185i,0.0004243+0.0011025i,-0.00026474-9.2316e-05i,-0.00012942-0.00050211i,0.0002311-7.5853e-05i,-8.0126e-05+0.00036083i
0.00044364+0.00035559i,0.00032474+0.00080233i,-0.00068014+4.682e-05i,-0.00094529-0.0011907i,-0.0008779-0.002223i,-0.0011505-0.002222i,-0.001002-0.0018745i,-0.0011035-0.0011427i,-0.00086039-0.00057037i,6.9161e-05+0.00036011i,0.00060578+0.0012943i,0.00070072+0.00062556i,0.000395-0.00064785i,0.00016698-0.00071862i,0.00020974+0.00021994i,0.00028103+0.00012878i,0.00044319-0.00049207i,0.00064515-0.00074605i,0.00025693-0.0006059i,0.0004278-0.00046386i,0.00080132-0.00018298i,0.0004521+0.00054352i,0.00019182+0.0008536i
-0.00084265-0.0037301i,-0.0003254-0.0028883i,-0.00055546-0.0021824i,-0.00020933-0.0016456i,0.00014247-0.0015138i,-0.000282-0.00091344i,-0.00067903-0.00059686i,-0.00032769-0.00042988i,-0.00057039-0.00025487i,-0.0013788+0.00012038i,-0.00075338+0.00046017i,-0.00010509+0.0005536i,-0.00027283+0.0001007i,8.1599e-05-0.00081572i,0.00050399-0.0010048i,0.00082257+0.0002028i,0.00058784+0.00052833i,0.00020698+0.00026514i,0.00028914-3.6358e-05i,8.5497e-05-0.00048204i,-4.3509e-05-0.00034734i,-0.00032519-2.9371e-06i,-0.00022603+0.00013696i
0.0018512+0.00068575i,0.0020968+0.0019399i,0.0011827+0.0017214i,0.00032729+0.00017172i,-0.00032548-0.00094825i,-0.00088711-0.00099718i,-0.00040299-0.0011081i,0.000325-0.00098673i,-0.0010186-0.00072143i,-0.0014925-0.00020611i,-0.0004982+0.00074675i,-0.00010454+0.00056519i,0.00033884-0.00070487i,0.00047329-0.00049348i,8.6342e-05+0.0004505i,-2.705e-05+0.00045405i,-0.00024416+0.00037285i,-0.00033578+0.00039143i,-0.00019933-0.00030477i,0.00046916-0.00058493i,0.00039958-5.5938e-05i,0.00054601+0.00028883i,0.00054666+0.00019614i
-0.0035155+0.00015335i,-0.0035004-0.00059113i,-0.002434-0.00029263i,-0.0012557+0.00078739i,-0.00065203+0.00087072i,-0.00026162+0.00022382i,-0.00036317-0.00057813i,-0.00090947+7.8371e-05i,-0.00096588+0.00080578i,-0.00072165+0.00096254i,-0.00082974+0.0012138i,-0.00044199+0.001064i,0.00034672+0.0011364i,0.00047539+0.00051668i,0.00085847+3.4677e-05i,0.0012921+0.00045666i,0.00085326+1.5647e-05i,0.00092495-0.00017053i,0.00082103-0.00038356i,0.0010369-0.00021936i,0.0013076+4.4164e-05i,0.00045806-0.00039948i,0.00010707-0.00047364i
-0.00042316-0.0014406i,0.00025909-0.00021564i,0.00011595-0.00010831i,-0.00062037-0.00091563i,-0.0017768-0.0018044i,-0.0013707-0.0014493i,-0.00055432-0.0010889i,0.0001738-0.00018172i,0.00036614-0.00034277i,4.1855e-05-0.00047617i,0.00033725+0.00036448i,0.00031638+0.00060212i,-0.00057622+0.00040904i,-0.00059383-0.00041699i,-5.0917e-05-0.00044753i,0.00033414-0.0001981i,-1.9036e-05-0.00017263i,-0.00096807-7.4245e-05i,-0.00091725-9.8319e-05i,-0.00031892+0.00016101i,0.00020554+4.9419e-05i,0.00044765-0.00011447i,0.00050091-0.00023332i
-0.00048684-0.0010926i,-0.00090925-0.00044814i,-0.0013624+4.278e-05i,-0.0012062-8.0086e-05i,-0.00039504-0.00056337i,-0.00029337-0.00083744i,-0.00084176-0.00077362i,-0.00035435-0.00074393i,5.5406e-05-0.00073551i,0.00012522+4.8234e-05i,0.0001389+0.00041014i,0.00052082+8.9399e-05i,0.00033794+0.00034648i,2.2849e-05+0.00030898i,-7.171e-05+0.00018861i,1.1208e-05+0.0006054i,0.00067513+0.00061802i,0.00074127-0.00027826i,0.0001083-0.00093955i,0.00057478-0.00037637i,0.00082107+0.00043068i,0.0007307+0.00077294i,-7.051e-05+0.00077808i
-0.00089442-0.00086991i,0.00025534-0.00054458i,7.5771e-05-0.00018071i,0.0002799-0.00046308i,0.00067776+2.5579e-05i,0.00094181+0.00016523i,0.00015247-0.00026488i,-0.00036763+1.5215e-06i,-0.00016895+0.00044681i,-0.00029642+0.00062332i,7.5089e-05+0.0008018i,0.00050232+0.00070283i,0.00063222+4.3768e-05i,0.0008049-0.00031579i,0.00057897+0.00016787i,5.368e-05+0.00056862i,7.1733e-05+5.3262e-06i,0.00029752-0.00042895i,7.3802e-05-0.00045809i,-0.00035695-0.00069236i,-0.00065774-0.0003569i,-0.00086693-4.5077e-05i,-0.00047126-2.3463e-05i
-0.0019929+0.0007586i,-0.0029903+0.0013262i,-0.0027361+0.001455i,-0.0013534+0.00073127i,-0.0002143-0.00025217i,-0.00015975-0.0010397i,-0.00064971-0.00076591i,-0.00047672-0.00037456i,-0.001038+0.00022755i,-0.0018943+0.0008728i,-0.0010285+0.0010306i,0.00035617+0.0005537i,0.00087625+0.00057294i,0.00032947+0.0011752i,-0.00029274+0.00075971i,-3.2288e-05-0.00014126i,0.00033262-0.00045272i,0.00047858-0.00035739i,-0.00057031-0.00025432i,-0.001485-0.0005705i,-0.0012089-0.00033592i,-0.00088623+0.00034542i,-0.00042147+0.00042803i
0.0014683+0.00071836i,0.0014519-0.00047323i,0.00098001-0.00034018i,0.00047555-0.00093955i,-0.00059114-0.0025392i,-0.0014302-0.0032426i,-0.0015759-0.0015742i,-0.0017991-0.0001625i,-0.0016338-0.00076324i,-0.00071659-0.00083066i,-0.0003772+0.00014595i,-0.00067481+1.2548e-05i,-0.00024211-0.00022835i,0.00087953+0.00045447i,0.0013633+0.00098251i,0.00089596+0.00025965i,0.00083996-0.00063192i,0.00043847+0.00027837i,-0.00030808+0.0010227i,-0.0010051+0.00032007i,-0.0014856-0.00080339i,-0.00096555-0.00038072i,0.00032043+0.0001917i
-8.9969e-05+0.00050766i,-0.00095234+0.0023513i,-0.0019745+0.0018156i,-0.0010833+0.0007842i,-0.00064124-9.1884e-05i,-0.0012797-0.0011596i,-0.00068423-0.0010873i,2.7485e-05-0.00099401i,-0.00018589-0.00060556i,0.00042222-0.00034378i,0.00092198-0.00027121i,0.00080266-0.00047129i,0.00030112-0.00026778i,0.0005493+6.6714e-05i,0.00076326+0.0006115i,0.00092005+0.00097755i,0.00082001+0.00084892i,0.00052453+8.6886e-05i,0.00020006-0.00019751i,1.1037e-05+0.00029906i,-2.7593e-05+0.00050004i,-0.00020763+0.00059574i,-0.00048502+0.00047929i
0.00039686-0.0023077i,-0.00028556-0.0020775i,-0.00086481-0.0013635i,-0.00058142-0.001159i,-0.00070776-0.0020433i,-0.0013863-0.0020712i,-0.0015911-0.0010732i,-0.00070081-0.00086602i,-0.00023652-0.00028571i,-7.8701e-05+0.00091023i,-0.000398+0.0013428i,-0.00056409+0.0007075i,-0.00018578+0.00022029i,0.00024382+0.0003521i,0.00016749+0.00079777i,-0.00021599+0.00079661i,0.00016736+0.00011119i,-7.0586e-05-0.00033588i,-1.4555e-05-0.00017336i,0.00045442+0.00059607i,5.6675e-05+0.00086618i,7.5427e-05+0.00023979i,0.0008625+0.00037417i
-0.00037692+0.0023839i,-0.00026745+0.0019628i,-0.0010279+0.0014823i,-0.00066085-0.00031777i,0.00022629-0.0020818i,0.00028335-0.0015677i,-0.00097923-0.00055537i,-0.001801-0.00035384i,-0.0013511-0.00034061i,-0.00045526-0.00030699i,-0.00014896+0.00021506i,-4.4458e-06+0.00046071i,0.00031183-0.00039462i,0.00010412-0.00074931i,-0.00082702-0.00062081i,-0.00069174-0.00026263i,9.5476e-05-0.00047096i,-1.9403e-05-0.001315i,-0.00027477-0.00079987i,-7.9949e-05-0.00014553i,-0.00052763-0.00043575i,-0.0003203-0.00064098i,0.00032641-0.00059223i
-0.0030374+0.00033176i,-0.0030235-0.00062612i,-0.00088759-2.0394e-05i,0.00071191+0.00026381i,0.00058313-0.00046169i,0.00027251-0.0026547i,-0.0008354-0.0029082i,-0.0013266-0.00089878i,-9.2333e-05+0.00017226i,0.00083643+0.00046923i,0.00072957+0.00088062i,-9.8695e-05+0.00055242i,-0.00022698+0.00013244i,-0.00011342+0.0011945i,-0.00059041+0.00097675i,-0.00031739+0.00065465i,0.00030115+0.00057478i,-1.8951e-05-0.00042733i,-0.00036001-0.00070289i,-0.00097766+0.00013435i,-0.001198+0.00016069i,-0.00056654-0.00030518i,-0.00054011+0.00016994i
0.0012434-0.00030167i,0.0017267-0.00040319i,0.00063264+0.00045798i,-0.0010597+0.00015135i,-0.0016567-0.0013956i,-0.0014814-0.0019545i,-0.0015118-0.0012301i,-0.00092566-0.00022166i,-0.00030235-8.2594e-05i,-0.00084522-0.00039602i,-0.001502-0.00014316i,-0.0011333+0.00031353i,-0.00022657+0.00051457i,0.00016435+8.2753e-05i,0.00046365+0.00055192i,0.00013926+0.001371i,0.00036352+0.0011003i,0.00075525+0.00068517i,0.00013771+0.00072472i,-8.1945e-05+0.00089772i,2.9668e-05+0.00075857i,0.00035877-4.6244e-05i,0.00062317-0.00031743i
-0.0011425+0.00089336i,-0.0018098+0.00049501i,-0.0015779-0.00064222i,-0.0003501-0.00092958i,-0.00021788-0.00088417i,-0.0011904-0.0010547i,-0.0011654-0.00045737i,-0.00069274+0.00033985i,-0.0004224+0.00028802i,-0.0002684+0.00034558i,0.00065825+0.00043493i,0.00088792-0.00072025i,-0.00011195-0.0020595i,0.00041667-0.0017761i,0.00064463-0.0015414i,0.00013096-0.0017725i,0.00037365-0.00093522i,0.00075872-0.00031444i,0.00081871-0.00025612i,0.00048051-0.00013767i,0.00076482-0.00011468i,0.0010968+0.00018059i,0.00069237+0.00081935i
-0.00073039-0.00030513i,-0.00020476-0.000393i,-0.00010348+0.00033286i,-0.00050087+0.00015334i,-0.00070236-0.00099336i,-0.00027002-0.00091457i,-0.00093059-0.00011054i,-0.002046-0.00030643i,-0.0019124-0.00045161i,-0.0007201+0.0007662i,0.00032421+0.0010623i,0.00085047+0.00039004i,0.00047776-7.3798e-05i,-0.00042618+0.00013366i,-0.0010907+4.7516e-05i,-0.00071906-0.00030418i,-0.00048721-4.3661e-05i,-0.00060815+0.00081268i,-0.00064752+0.00085745i,-0.00027106+0.00019852i,0.00042916-0.00051371i,0.00033706-0.00018365i,-0.00018912+0.00078007i
-0.0011835+0.00047394i,-0.0014611+0.0011551i,-0.0014283+0.0007826i,-0.00075267-0.00059749i,-3.6117e-06-0.0010934i,-6.5628e-05-0.0011698i,-0.000302-0.0017191i,-0.00052959-0.0011647i,-0.0009757-5.1316e-06i,-0.0013277+0.00060804i,-0.001077+0.00090638i,-0.00029712+0.00080185i,-8.6858e-05-0.00017144i,-0.00036578-0.00059829i,-8.7492e-05-0.00025062i,8.0359e-06-0.00035119i,-9.5263e-05-0.00019525i,-0.00017904-0.0003461i,-0.00047124-0.00058348i,-0.00035971-0.00090218i,-7.7774e-05-0.00027228i,0.00027744+0.00054012i,0.0004278+0.00078156i
-0.00087001-0.00062336i,-0.0010225-5.8687e-05i,0.00039469+0.00087042i,0.00046672-9.0431e-05i,-0.00040596-0.00078798i,-0.00098783-0.00049974i,-0.001547-0.0004291i,-0.0014702-0.00043872i,-0.0010367-0.00040651i,-0.0012758+9.4946e-05i,-0.0010977-0.00013267i,-0.00041953-0.00066243i,-0.00018038-0.00076889i,-0.00027161-0.00046891i,-5.7874e-05+0.00026421i,0.00044172+0.000436i,0.00056343-0.00047396i,0.00038809-0.00061586i,0.00046778-0.00036079i,0.0004019-0.00042392i,0.00032579-9.0158e-05i,-0.00021453+0.0004528i,-0.00079491+0.00097912i
0.00030603+0.0009952i,-0.00022343+0.00051816i,-0.00083986-6.7783e-05i,-0.00083911-0.00085556i,-0.00059311-0.0015876i,-0.001126-0.002035i,-0.0014762-0.0018829i,-0.00047564-0.00067815i,0.00025457+0.00020208i,0.00032733+0.00021358i,0.00032835-0.00011315i,0.00061176-0.00096243i,1.3003e-05-0.00062277i,-0.001248+0.00011981i,-0.0012344+0.00027797i,-3.3913e-05-4.3807e-05i,0.00032544-0.00051189i,3.8228e-05-0.00017723i,-0.00015574+0.00049634i,-0.00017316+0.00030389i,-0.00084272-0.00048007i,-0.0010227-0.00011686i,-0.00035441+0.0004669i
-0.0016327-0.00032859i,-0.0010284-0.00024453i,0.00014657+0.00022856i,0.00024869-3.4517e-05i,-0.00064201-0.0011027i,-0.0010794-0.0013211i,-0.0010293-0.0012278i,-0.0006459-0.0015119i,-5.4499e-05-0.00091178i,-0.00045564+0.00027522i,-0.00076699+0.00074001i,-0.00067136+0.00057442i,-0.00027727-1.384e-05i,8.2424e-06-0.00057921i,-0.00028255-0.0010591i,9.9372e-05-0.00089682i,0.00047926+1.4143e-05i,0.00014493-6.9648e-05i,-8.6148e-05-7.2631e-05i,-0.00038685-0.00023995i,-0.0001859-0.00013331i,0.0003016+0.0006508i,0.00063741+0.000483i
