0.0043953-0.00049247i,0.0050561-0.0013943i,0.0037516-0.0034515i,0.00011254-0.0027868i,-0.002862-0.00043137i,-0.0032422+0.0014066i,-0.0014119+0.0015957i,-0.00048368+0.0011214i,-0.00018897+8.9799e-05i,-8.6245e-05-0.0011646i,9.239e-05-0.0014636i,4.94e-05-0.00041778i,0.00026907+0.00058977i,0.00063683+0.0012176i,-0.00019635+0.0011418i,-0.00069117+0.000853i,-0.00065273+0.00052065i,0.00057075-0.00062603i,0.0012802-0.00048231i,0.00072736+0.00058868i,0.00039621+0.0012087i,0.00034343+0.00092767i,0.00082222+0.00055107i
-0.00086456+0.0015237i,-0.0004571+0.0019549i,-5.2033e-05+0.0015972i,0.00080311+4.4389e-05i,0.0020732-0.00091072i,0.0024977-0.00058653i,0.0017013-0.0012391i,0.00050374-0.0013915i,3.9214e-05-0.00016681i,0.00026504+0.00011575i,-0.0001382+0.00010723i,-0.00065417+0.00012979i,-0.00038821-0.00091621i,0.000102-0.00091405i,0.000152+0.00020183i,-0.00020453+0.00049825i,-7.6711e-05+0.00058503i,0.00025695+0.00071052i,0.00048168-0.00029968i,0.00057015-0.00084931i,-0.00016395-6.8208e-05i,0.00018522+0.00018458i,0.0005789-0.00018515i
-0.00046863+0.00013474i,-0.00041418+0.00011383i,8.3873e-05-8.7904e-05i,9.1737e-05-0.0008084i,-0.0001921-0.0019126i,0.0002739-0.0023499i,0.00025171-0.0013369i,5.136e-05+0.00014827i,1.5058e-05+0.00062657i,-0.00029851+0.00028165i,0.00031393+0.00015693i,0.00084248+0.00020157i,0.0012367+0.00020483i,0.0009303-7.236e-05i,0.00034613-5.3606e-05i,-2.601e-05+0.00050828i,0.00015859+0.00050985i,2.2424e-06+1.8867e-05i,-0.00047089+0.00029294i,-0.0006472+0.00034869i,-0.00075714-0.00035655i,-6.469e-05-0.00034733i,-0.0002972-0.0002231i
-0.0010025-0.00072976i,-0.00010384-0.00062892i,2.0363e-05+0.00052339i,0.00063401+0.0015854i,0.001539+0.0019203i,0.00095512+0.0012362i,4.8367e-05-0.00033277i,-0.00050478-0.00087426i,-0.00091501-0.00013515i,-0.00079417+0.00055446i,6.1901e-05+0.00021632i,0.00025525-0.0002517i,-0.0008304-0.00084351i,-0.00098404-0.00097667i,0.00021983-0.00020918i,0.00021676-6.3696e-05i,-0.00063964-0.00017939i,-0.00055596+0.00020325i,-0.00059595+0.00067733i,-0.0010632+0.00062928i,-0.00086761-0.00021849i,-0.00053286-0.00046142i,-0.00043178-6.4272e-05i
0.00062228-0.0023491i,0.0009096-0.0026771i,0.00032707-0.0031145i,6.4329e-05-0.0021889i,8.6267e-05-0.00088209i,0.0010523-0.00018861i,0.0012568+0.00049188i,0.00061605+0.00049772i,-0.00044887-0.00026815i,-0.00045077-0.00037318i,-0.00040602-0.00024446i,-0.0002793+0.00014988i,0.00037849+0.0012545i,-3.1534e-05+0.00099883i,-0.00018698+0.00094418i,-0.00010877+0.0011978i,0.00029382+0.00016276i,0.00070672-0.0010257i,0.00022464-0.00060658i,-0.0002415-0.00017711i,-1.4971e-05-0.00030131i,-0.00035817+1.6596e-05i,-0.00035266+0.00028778i
0.0010185+0.0014955i,0.00087336+0.0018814i,0.00094682+0.0015435i,0.0014503+0.00043216i,0.0012969-0.00088507i,0.0010667-0.0019528i,0.00015534-0.0015475i,-0.00057628-0.00065418i,-0.00036466-0.00057654i,-5.7527e-06-0.00061393i,-0.0001943-0.00061499i,-0.00024222-0.00051323i,-4.9179e-05-3.7475e-05i,-0.00035285-7.6778e-05i,-0.00037469-0.00030786i,-5.9069e-06-0.0002341i,-0.00012392+7.6497e-05i,-0.00043213+6.5276e-06i,-0.00013297+0.00031036i,-0.00034263+0.00045825i,0.00024948+5.3653e-05i,0.00058318-0.0003349i,0.00018772-0.00047561i
0.00059738-0.0014017i,0.00066575-0.0019788i,0.00071706-0.0034011i,9.2905e-05-0.0025131i,-0.0011508-0.0010811i,-0.00019556-0.00091968i,0.00014178-0.0012289i,-0.0011187-0.00033577i,-0.0010535+0.00033593i,-0.00049432+0.00018357i,-0.00032987-0.00012079i,-2.8116e-05+6.1387e-05i,0.00018994+0.00036805i,0.00035698+0.00021162i,-4.0208e-05-6.0094e-05i,-0.00073342+1.8612e-05i,-0.0010231+0.0005979i,-0.00064583+0.0010798i,0.00013961+0.00042764i,-0.00013079-0.00014119i,-0.00094718+0.00020281i,-0.00057212+0.00014168i,-0.00043748-0.00010598i
0.0012594+0.00015398i,0.0011978+0.00053008i,0.00039444+0.00053168i,0.00017789-0.00033097i,0.0010015-0.00029062i,0.0013159+0.00057444i,0.00051909+0.0011156i,-0.00021864+0.00051481i,-8.6649e-05-0.00051599i,0.00012223-0.00054199i,-2.2655e-05-0.00058929i,-0.00060146-0.00078509i,-0.00043069-0.00059481i,0.00066886-0.0005751i,0.00052346-0.00022756i,0.00011302+0.00012794i,0.00016305+0.00023395i,-0.00023541+0.00091249i,-0.00030936+0.00057025i,-0.00021564-0.00055736i,-0.00048725-0.00063428i,-6.5645e-05-0.00022588i,0.00017536-0.00013405i
0.0016012+0.00099897i,0.0029214-0.00031921i,0.0033705-0.0017663i,0.0027802-0.0018882i,0.0018857-0.002266i,0.00098103-0.0020676i,0.0010219-0.001317i,0.00033159-0.0011615i,-0.00022054-0.00098363i,-0.00026301-0.0002506i,-0.00028907-3.0475e-06i,0.00022478-6.4047e-05i,0.00027617+0.00040697i,-0.00040621+0.00046768i,-0.00095423+0.00045593i,-0.0012078+0.00013446i,-0.00033486-0.00030457i,0.000241+8.4416e-05i,-0.0003396-0.00019088i,-2.2053e-05-0.00053737i,0.0010178+5.2612e-05i,0.00090726-8.575e-05i,0.00016267-8.5191e-05i
-0.0016144-0.0012319i,-0.00077429-0.0021878i,-0.00022289-0.0017231i,-0.0010784+0.00014336i,-0.00092566+0.00062175i,0.00086048-0.00073809i,0.0011243-0.00028968i,0.0004064+0.00068589i,-0.00059315+0.00056883i,-0.00097818+0.00055215i,-0.00097882+0.00056151i,-0.0011217-0.0002624i,-0.00042035-0.00059176i,0.00062808+8.1766e-05i,0.00074193+0.000479i,0.00039182+0.00040529i,0.00018738+0.000405i,0.00042702-8.3148e-05i,0.0006359-0.00022317i,0.00046789+5.812e-05i,0.00012317+0.00040572i,-0.00050298+0.00011654i,-0.00039247-0.00045524i
0.0018491-0.00058507i,0.0012342-0.00031753i,0.0010065-0.00082564i,0.00047955-0.00085571i,-5.7243e-05+0.00017251i,0.00016904+0.00075463i,0.00045512-9.5179e-05i,-8.6034e-05-0.001178i,-0.00022826-0.0013949i,2.8706e-05-0.0013386i,9.7147e-05-0.0012086i,7.8167e-05-0.00028173i,-2.5969e-05+0.00034074i,-5.3575e-05+0.00028152i,-6.387e-07-0.00024335i,0.00010293-0.00057986i,0.00021024+0.00021764i,-3.1511e-05+0.0010333i,-0.00091618+0.00099317i,-0.00081934+0.0004131i,-0.0002229-0.00022619i,-0.0001448-0.00047277i,0.00031263-0.00064214i
-0.00081098+0.001422i,-6.6907e-05+0.0012409i,0.0010232+0.00082729i,0.0019795+0.00045587i,0.0019764-0.00058624i,0.0013443-0.00085519i,0.00054155-0.00080148i,-0.00015538-0.00096665i,-0.00048389-0.0001321i,-0.00031971+0.000466i,-0.00049504+0.00025676i,-0.00066301+0.00027969i,-0.00062414+2.5577e-05i,-0.00016339-0.00084621i,0.0002065-0.0011113i,0.00033648-0.00049379i,0.00065932+0.00029171i,6.2072e-05+0.00071793i,-0.00047494+0.00035578i,-0.00014747-0.00023393i,-6.5054e-05-0.00038559i,0.00036781-0.00017197i,0.0006841+0.00016444i
0.00093896+0.0015428i,0.0009919+0.000776i,0.0014524-0.00033147i,0.0012978-0.00039188i,0.00075711-0.00083302i,0.0011383-0.0015414i,0.0011541-0.0011121i,0.00028962-0.00023237i,-0.00071991-0.00015945i,-0.0005486-0.00025889i,-0.00020174+0.00063836i,-2.4853e-05+0.00051435i,1.1777e-05+0.00011627i,-0.00012292+0.00032023i,-0.00015995+0.00019934i,-0.00012328-0.00046498i,0.00010916-0.00015881i,0.00074292+0.00072359i,0.00072011+0.00026764i,-0.00020148-0.00026288i,-0.00035548-0.00013386i,0.00019239-0.00037601i,0.00039907-0.00014783i
-0.00014174-0.0014993i,-0.00055348-0.00061979i,-0.00051649-2.8959e-05i,-0.00017357-0.00060563i,0.00048234-0.00024974i,0.0013691+0.00051512i,0.0014455+0.00013839i,0.00029426-0.00043299i,-0.00050927-0.00059076i,-0.0008792-0.00068501i,5.2032e-06-0.00068166i,0.0010096+0.00010271i,0.00045407+0.00081754i,7.5017e-05+0.00077018i,0.00013963+0.00029585i,0.000318+0.00030233i,0.0004073+6.0337e-05i,0.00024742-0.00063826i,-0.00056209-0.00022672i,-0.00098389-3.9452e-05i,-0.00050079+0.00023424i,-0.00045894+0.00053489i,-0.00052971-0.00016656i
0.0016866+0.00070856i,0.0020686+0.00050603i,0.0023707-7.9091e-05i,0.0018436-0.001027i,0.00095972-0.0013886i,0.0007585-0.0014694i,0.00036618-0.0010005i,9.7648e-06-0.00084182i,-0.00037008-0.00053512i,-0.00053861-0.00059826i,-0.00033011-0.00099471i,0.00011867-0.0006972i,0.00025888-5.9279e-06i,-0.00028796+0.00029466i,-0.00029875+0.00041209i,0.00023181-0.00020933i,5.081e-05-0.00097095i,-0.00050623-0.00092028i,-0.00058899-0.0005295i,-0.00046328+0.00047306i,-9.3556e-05+0.00066945i,0.00081542+0.00099074i,0.0006876+0.00084794i
0.0014397+0.00091163i,0.0014248+0.00080999i,0.00092036+0.00013478i,0.00088139-0.00063432i,0.0011913-0.00039916i,0.0010298+0.00017114i,0.00084431+1.4661e-05i,0.00069085-0.00014291i,0.00057415-6.1896e-05i,-5.5702e-06+0.00010361i,-0.0002794+0.00010965i,-0.0007399+0.00053034i,-0.00091076+9.2023e-05i,-0.00052779-0.00055662i,-0.00012172-0.00036395i,-0.00019442-0.00056148i,-0.00032787-0.00060196i,-8.5943e-05-0.00048555i,-0.00033729-0.00040527i,-0.0001705-4.1132e-05i,-0.00033257+0.00016758i,-0.00032522-0.00011238i,-0.00039238+8.7635e-05i
0.00040673+0.00062484i,0.0013063-0.00046888i,0.0028993-0.00045725i,0.0025444-0.0012241i,0.002015-0.0031778i,0.0015521-0.0031668i,0.00066618-0.0019568i,0.00063637-0.00084929i,0.00075648+7.9049e-05i,0.00098345-0.00024486i,0.0015493-0.00076546i,0.0011509-0.0012957i,0.0002917-0.0011102i,0.00013465-0.00016216i,-0.00061665+3.6579e-05i,-0.00081591-9.1995e-05i,0.00029536+0.0001572i,0.00037519+0.00028004i,-0.0004395+0.00045239i,-0.00039536+0.00079792i,-4.757e-05+0.00068082i,0.00025833+0.00064924i,-0.00020684+0.00071188i
0.0013375+0.00059998i,0.0010006+0.00046549i,0.00066419-0.00082814i,0.00094521-0.0010642i,0.00082744-0.00039248i,0.00038808+5.6576e-05i,-0.00015747-8.226e-05i,-0.00053114-0.00011631i,-0.00062761+0.00018562i,-0.0008018+6.7055e-05i,-0.00055105-0.0007463i,-0.00022617-0.00080711i,-2.6059e-05+0.00065736i,-0.0001686+0.001042i,-0.00048597+0.0003543i,-0.00037628+0.00040006i,-0.00047707-9.0849e-05i,-0.00058903-0.00058904i,-0.00019312-0.00040331i,-7.8592e-05+0.00017548i,-0.0006432+0.00013402i,-0.00045793+6.659e-05i,8.0485e-05-0.00012233i
0.00070633-0.00090482i,0.0014515-0.0014634i,0.001944-0.001633i,0.0014164-0.00081131i,0.00089637-0.00065259i,0.00064366-0.00083328i,0.00014879-0.0009174i,-0.00024998-0.0011596i,-0.00036487-0.00050969i,-0.00012633-0.00023673i,-0.00057009-0.00054138i,-0.00062252-0.00082058i,0.00038566-0.00045181i,0.00050097+7.2469e-05i,4.926e-05-0.0003324i,0.00039305-0.00080557i,0.00077107-0.00043382i,0.00069927+0.00014454i,0.00075231-0.00037464i,0.00077279-0.00050209i,0.0001568-0.00018544i,-0.00091128+8.3554e-05i,-0.0011893+0.00019121i
-0.0019833+0.00060184i,-0.0013762+0.0017184i,-0.0012422+0.0022324i,-0.00066062+0.0016197i,0.00042008+0.00063852i,0.0012867-0.00026539i,0.0010477-0.00040147i,0.00036001-0.00069571i,0.0002602-0.00054104i,0.00012812+0.00072446i,-6.3548e-05+0.0009358i,0.00011274+6.4921e-05i,-9.1052e-07+4.8204e-05i,-0.00064592-9.46e-06i,-0.00064367-0.00037614i,-0.00057601-0.00017558i,-0.00027019-0.00019368i,-2.5772e-05+3.1516e-05i,-0.00033434+0.0008777i,-0.00035362+0.00093521i,-0.00022818+0.00043012i,-0.00040631-1.3459e-05i,-0.00070821-0.00012565i
0.00078866+0.00079903i,0.00023595+0.00086281i,3.9908e-05-0.00046841i,-0.00024312-0.0020945i,0.00012901-0.0027496i,0.00022827-0.0026295i,-0.00027979-0.0015653i,-0.00043279-0.00075422i,-0.00026176-0.00040118i,9.934e-05+0.00014709i,0.00036015+0.00036642i,5.672e-05-9.3563e-06i,-0.00015592-0.00045645i,-0.00012906-0.0009226i,-0.00037246-0.00043234i,-0.00095625-0.00029936i,-0.000672-0.00055699i,-0.00045148+0.00036077i,-0.0001369+0.00071273i,0.00011422-0.00031712i,-0.00010676-0.00047914i,-0.00038067-0.00013058i,-0.00088531+6.5016e-05i
-0.00060201+0.00081059i,-0.000101+0.00074316i,-0.00088172+0.001308i,-0.001119+0.001678i,-0.00044244+0.0022023i,-8.814e-05+0.0014223i,2.6687e-05+0.00025359i,0.00025164+0.00054111i,0.00044568+0.0004158i,0.00025641-0.00023534i,-1.0749e-05-0.00043308i,0.00033909-0.00017109i,0.00027535+0.0001079i,0.0002244-0.00022536i,0.00018028-6.6779e-05i,9.6483e-05-1.1223e-06i,0.00026139-0.00075203i,0.00039533-0.0011963i,0.00043825-0.00047068i,-1.4781e-05+0.00036064i,-8.6056e-05+0.00058246i,0.00027332+0.00027189i,2.4137e-05+0.00099886i
-9.4593e-05+0.0020591i,0.0010611+0.0023402i,0.0026141+0.001991i,0.0036767+0.0013207i,0.0033662+0.0010714i,0.0022203-1.2952e-06i,0.0013517-0.00074783i,0.00029067-0.000467i,-0.00022523-0.00011388i,-0.00041269+5.6971e-06i,-0.00077293-0.0002027i,-0.00095219-0.000519i,-0.00051027-0.00018521i,-0.00044142-9.0018e-05i,-0.00057857+0.00010204i,-0.00022618+0.00061768i,-0.00014584+0.00090269i,-0.00016212+0.00053501i,-0.00010118-0.00018755i,0.00030505-0.00059226i,0.00042618-0.00082787i,0.00020821-0.00055915i,0.00032804+0.00049825i
-0.0007446-0.00045139i,-0.00096802-0.00027487i,-0.00044026-0.00065688i,0.00071683-0.00077205i,0.0015222-0.0018003i,0.0011732-0.0018691i,0.00065122-0.00094415i,0.00059728+0.00021556i,0.00023014+0.00049314i,9.9305e-05-0.0001019i,-0.00015358+0.00011424i,-0.00018398+0.00060453i,-0.00054984+0.00060412i,-0.0011947+0.00035611i,-0.00064909-0.00014719i,0.00044973-0.00025481i,0.00060718+2.0816e-05i,0.00069911+0.00042004i,0.00060302+0.00057417i,0.00022557-0.00021863i,-0.000194-0.00048895i,-9.2188e-05-0.00024948i,-0.000122-0.00046456i
0.0014023-0.0002548i,0.0012202-0.00094944i,0.00025689-0.002277i,-0.0012599-0.0021335i,-0.0015654-0.0008676i,-0.00074239+8.7836e-05i,-2.7909e-05-0.00037818i,-0.00054992-0.00067774i,-0.0015751-0.00011358i,-0.001664+0.00043301i,-0.00062349+0.0004933i,0.00039117+0.00035238i,0.00095711+0.00017825i,0.00062913+0.00018949i,-2.2164e-05+0.00010567i,4.8408e-05-6.8341e-05i,-7.1998e-05+3.4164e-05i,9.5313e-05+0.00041705i,0.00029877+0.00017752i,0.00020077-6.6215e-05i,0.00027405-0.0001604i,4.9552e-05-0.00075217i,-1.837e-05-0.00033214i
-0.00099588-0.00043926i,-0.00049032-0.00066801i,-0.00049422-0.0012462i,-6.3544e-05+0.00057167i,0.0014839+0.0031167i,0.0021125+0.0024547i,0.0010462-0.00042744i,0.00047577-0.0015368i,-0.00027121-0.00071603i,-0.00085978-0.00038707i,-2.8456e-05+0.00013344i,0.00013273+0.00021441i,-0.00017155+0.00028207i,0.00048645+0.00059354i,0.0013344+0.00095221i,0.00043656+0.0014206i,-0.00047733+0.0010574i,-0.00071038+0.00040322i,-0.0017556-0.00018747i,-0.0013535-0.00036416i,-0.0001225-0.00074311i,0.00076016-0.00038128i,9.9969e-05-9.5055e-06i
-0.00065449+0.00036937i,-0.0012073+5.5864e-05i,-0.0011024-0.000293i,-0.00063417+0.00034466i,-4.0147e-05+0.00019118i,0.0001557-0.0011139i,-0.00043087-0.0015758i,-0.0010985-0.0011906i,-0.0011664-0.00038954i,0.0002074+0.00019983i,0.00075218+3.9311e-05i,-7.5662e-06-0.00014565i,-0.00078663-0.00013608i,-0.0011932+0.00042798i,-0.0005444+0.0004921i,0.0005471+8.7019e-05i,0.001245+0.00094181i,0.00075019+0.00097168i,-0.00064278-0.00033964i,-0.00052754-0.00052179i,0.00013441+0.00019432i,0.0002941+0.00045613i,0.00013201+0.00081924i
-0.0010772-0.00086966i,-4.3001e-05-0.0010333i,0.00010779+0.00036396i,0.00045005+0.0020838i,0.0014405+0.003304i,0.0024442+0.0027036i,0.0011822+0.0010114i,-0.00049542-4.1667e-05i,-0.0013691+0.00024028i,-0.0013043+0.00066512i,-0.00039132+0.00098093i,0.00012779+0.00078761i,0.00022315+0.00020911i,0.00052518-0.00041846i,0.00092258-0.00049023i,0.00085038-0.00010468i,0.00076085+8.2291e-05i,0.00074665+1.4934e-05i,0.00093719-0.00029026i,0.00034668-0.00020579i,-0.00045276+0.0002299i,0.00020522+0.00051448i,0.00036541+0.0010099i
-0.00015215+0.0016245i,0.00059253+0.0013862i,0.00034542-8.9604e-05i,3.7566e-05-0.001383i,0.0013896-0.0025378i,0.0023272-0.0027042i,0.00094041-0.0019181i,-0.00063809-0.0016531i,-0.00071876-0.0017759i,-2.0298e-05-0.00052197i,0.00030882-0.00056788i,0.0002306-0.0013486i,-7.5819e-05-0.0011531i,-0.00054824-0.0007331i,-0.00045864-0.00019336i,-3.0827e-05+0.00029577i,0.00021759+0.000371i,-0.00016526+0.00031288i,-0.00091769+9.1132e-06i,-0.00053056-0.00072081i,-2.3881e-05-0.00059017i,-0.00064602-0.00029109i,-0.00069606-0.00034367i
-0.00136+0.00019369i,-0.0015159+0.00054861i,-0.00074581+0.0021009i,-0.00016012+0.0025974i,-0.00023551+0.0025498i,-0.00067948+0.0028807i,-0.00059632+0.001445i,-0.00046059-0.00010298i,-0.00090803+0.00039797i,-0.00092574+0.00067751i,-0.00053221+0.00047104i,-1.8127e-05+0.00040954i,-0.00017846+0.00040113i,-0.0006183-5.5858e-05i,-0.00054646+6.0539e-06i,-0.00024608-0.00013487i,4.6396e-05-0.00025865i,0.00047526-0.00045121i,0.00092055-0.00033168i,0.00069042-1.0081e-06i,0.00037971+0.00049586i,0.00043443+0.0012017i,0.00015325+0.0012119i
0.0019845+0.00035049i,0.0019088-0.00036407i,0.001587-0.0016627i,0.00080193-0.0024077i,0.0014157-0.0021979i,0.0024445-0.0011371i,0.0015636-0.00056429i,-0.00022302-0.00092979i,0.00021112-0.0010441i,0.0015678-0.0012793i,0.0013365-0.00079899i,0.00070504+0.00053129i,5.7372e-05+0.00044422i,0.00020248-6.8856e-05i,0.00020045+0.00041314i,-9.8755e-05+0.0008103i,-0.00027251+0.0005234i,-0.00015549-0.00029603i,0.00011167-9.9932e-05i,0.00046156+0.00037802i,-0.00013153+0.00032506i,-0.00043653+0.00031755i,8.4406e-05-4.3479e-05i
0.0020237+0.0019431i,0.0014191+0.0012408i,0.00098495-0.00093312i,0.00028053-0.0017256i,-0.0002069-0.0015142i,-0.00044576-0.0012597i,-0.00025008-0.0013135i,-0.00019014-0.00086178i,-0.00068496-2.7071e-05i,-0.0012367-0.00012978i,-0.0010544-0.00058428i,-0.00040314-2.9743e-06i,-0.00052809+0.00018306i,-0.00095624+0.00021599i,-0.00082258+0.0002179i,-0.00064952-0.00036457i,-0.00084789-0.00088042i,-0.00050561-0.00038864i,-1.1824e-05+0.00029661i,0.00061891+0.00087669i,0.00093711+0.00064697i,0.00090624-0.00036139i,0.00029689-0.00073088i
0.0038632-0.0012645i,0.0041262-0.0018669i,0.0039602-0.0021946i,0.0033534-0.0014636i,0.0034172-0.00075945i,0.0027977-0.0006343i,0.0019153-0.00036377i,0.00065648+0.00025014i,0.00013659-0.00060127i,-7.9012e-05-0.0012648i,-0.00080575-0.0003574i,-0.00089306+3.5292e-05i,-0.00013427+0.00020955i,4.0001e-05+0.0010822i,-0.00059901+0.0012031i,-0.00082311+0.0004391i,-0.0005291+1.172e-05i,-3.832e-05-9.1523e-05i,-0.00036325-0.00040148i,-0.00066557-0.00053028i,-0.00022246-0.00066596i,0.00054611+0.00035005i,0.00079875+0.0010489i
-0.00015467+0.00037322i,6.0433e-06-0.00013932i,-0.00042132-0.00082844i,-0.00090117-0.0016993i,-0.0015197-0.0022603i,-0.001506-0.0017335i,-0.0012344-0.00065154i,-0.0004078-0.00044044i,0.00017432-0.00044921i,5.3028e-06-0.00014315i,-0.00014901+3.9796e-06i,-0.00052214-0.0001407i,-0.00070351-0.00056857i,-0.00028527-0.00024865i,-3.3026e-05+0.00023142i,-0.00020484+4.4228e-05i,-0.00025513+0.00031535i,-0.00032507+5.8051e-05i,-0.00066196-0.00044877i,-0.0002971-7.5356e-05i,0.00013426+3.716e-06i,4.1185e-05+6.9808e-06i,-0.00029356+7.1066e-05i
-0.0019887+0.00018687i,-0.0021183+0.00088904i,-0.00090579+0.0030295i,-0.00047384+0.00412i,0.00026013+0.003751i,0.00064758+0.0018158i,-0.00052477-0.00019723i,-0.00099088-0.00029208i,0.00011594+0.00064633i,0.00046009+0.0012581i,-0.00026508+0.0012327i,-0.0003613+0.00024838i,-0.00094029-0.00022624i,-0.00083112-0.00063801i,-0.00016342-0.00048384i,2.9209e-05+7.3632e-05i,0.00012567+0.00029733i,0.00035257+0.00049662i,0.00054348+0.00060355i,0.00053425-0.00013598i,0.00072274-0.00044713i,0.00021372+0.0005456i,-0.00028206+0.00094175i
-0.0024378+0.00017068i,-0.00069851-0.00036296i,0.00047829+0.00010207i,0.0019998+0.00011217i,0.0039846+0.00037341i,0.0041347+0.00021788i,0.002408-2.4587e-05i,0.0010629-0.00042897i,0.00056384-0.00064813i,0.00040108+0.00012832i,0.00077911+7.4287e-05i,0.00078852-0.00045399i,0.00061144-0.00061331i,0.00054539-0.00053026i,0.00039725-0.00029351i,-0.00039059-0.00038943i,-0.0010468-0.00029932i,-0.00061064-0.00040184i,-0.00082492-0.00042894i,-0.00045849-3.2905e-05i,0.00055246+0.00019168i,0.00053289+0.00041522i,-7.9901e-05+0.00047153i
0.00061965+0.0033622i,-0.00027999+0.003061i,0.00069517+0.0021846i,0.0012693+5.3278e-05i,0.00062743-0.002685i,-0.00023817-0.0031351i,-0.00044426-0.0020679i,-0.00043574-0.00083613i,-0.00080742+0.00034538i,-0.00081749+0.00047938i,-0.00023487-0.00038977i,-8.1006e-05-0.00042719i,-0.00043225+0.00019152i,9.1498e-05+0.00022649i,0.00056301-5.4259e-05i,0.0001256+0.00030343i,0.0005039+0.00033949i,0.0010784-0.00062308i,0.00053658-0.00070295i,-0.00072418-0.00014341i,-0.00094188-0.0002225i,-0.00066824+0.00012352i,-0.00057945+0.00059108i
-0.00065782+0.0021164i,-0.00010578+0.0014554i,0.0021341+0.0016021i,0.0030398+0.0011801i,0.0022003+0.00017217i,0.0017093-0.0013855i,0.0014301-0.0010028i,0.00054257+0.00082882i,7.6285e-06+0.0015505i,0.00018305+0.00062858i,0.00042905-0.00021587i,0.00031446-9.8898e-05i,0.00028173+0.00033577i,0.00057971-0.00016925i,0.00017733-0.00097683i,-0.00027324-0.00072438i,4.8197e-05+0.00031165i,3.5568e-05+0.00064696i,8.9972e-06+0.00038702i,-2.9543e-05-0.00038136i,-0.00050846-0.00035096i,-0.00069242+1.2298e-06i,-0.00066368-7.5769e-05i
-0.00024896+0.00090001i,-0.0001252+0.00040535i,0.00016956-0.00040033i,0.00084944-0.0011879i,0.00030537-0.00068426i,-0.0010573-0.0007326i,-0.00049532-0.0017918i,2.8258e-05-0.001755i,-0.00077953-0.00075996i,-0.00046643-0.00038892i,0.00019015-0.0011338i,0.00095952-0.0015254i,0.00078715-0.00069954i,-0.0009804+0.00032622i,-0.0012528+0.00032377i,-0.00083393+0.00045918i,-7.7963e-05+0.00025925i,0.00041487-0.000847i,9.2688e-05-0.0010543i,0.00034215-0.00035708i,0.00040592+0.0003239i,7.9111e-06+0.0010099i,-0.00020871+0.00050217i
-0.00076764+0.0010812i,-0.00037838+0.0021999i,0.001228+0.0032399i,0.0027056+0.0031212i,0.0034669+0.0031815i,0.0030337+0.0022082i,0.0015622+0.0010256i,0.00045133+6.7054e-05i,8.5675e-05-0.00049646i,0.00030288-0.00037485i,8.1163e-05-0.00016694i,-7.7236e-06-0.00051334i,0.00036565-0.00045892i,0.00023404-0.00031315i,0.00020538-0.00026572i,-0.00016583-0.00044989i,-0.00071462-0.00061643i,-0.00053855-0.00066175i,-0.00031158-0.00015162i,-1.2767e-05+0.00053173i,4.3634e-05-2.6228e-05i,-0.00055021-0.00058288i,-0.0005066-0.00067127i
-0.00065028+0.00073606i,-0.00068605-0.00029381i,0.00012911-0.002139i,0.001128-0.0037586i,0.0016007-0.0053576i,0.0014056-0.0048993i,0.00076925-0.0026824i,0.00079299-0.001429i,0.00031226-0.00086022i,-2.7159e-05-0.00038369i,-0.00018737-0.00023485i,-0.00069827-0.00062435i,-0.00048231-0.001046i,9.2839e-05-0.00079142i,0.00050172+5.7934e-05i,0.00027916-0.00024775i,0.00026013-0.00024703i,0.00051572+0.0002708i,0.00063805+0.00014744i,0.0006029-0.00072995i,-0.00022845-0.00073627i,-0.00025096-0.00011156i,0.00019552+0.00013252i
-2.0307e-05+0.00079i,-0.00054906+0.00089348i,-0.0008262+0.0025373i,-0.0015567+0.0031677i,-0.0019852+0.0034093i,-0.0010839+0.0030191i,0.00042297+0.0013914i,-0.00023364+0.00043935i,-0.001383+0.00028754i,-0.00032383-0.00043974i,0.00066944-0.00079689i,0.00044396-0.00033603i,0.00020501+5.8848e-06i,0.00071367-0.00029718i,0.00071729-0.00038405i,-0.00034147+0.00018544i,-0.00024129+0.00052658i,0.00032081+0.00014417i,0.00039001-0.00019307i,0.00061658+0.00036022i,0.0001273+0.00095665i,-0.00011077+0.001403i,-0.00037572+0.001295i
-0.00094558+0.0022443i,-0.00089041+0.002411i,0.00055864+0.001855i,0.0029656+0.0011251i,0.0040621+0.00042913i,0.0035525-0.00075949i,0.0019491-0.001038i,0.00097529-0.001298i,0.00099323-0.0004603i,0.00083763+0.00037489i,0.00055843-0.00045146i,0.00016731-0.000418i,0.00048774-0.00026502i,0.00073715-0.00057384i,-0.00042656-0.0012379i,-0.0012021-0.0013283i,-0.00087179-0.0004906i,-0.00034714-4.4876e-05i,0.00013708-0.00042785i,2.0069e-05-0.00028745i,-0.00086243-4.7407e-05i,-0.00039974+0.00029207i,0.00045475+0.0006973i
