-0.0031166+0.0002554i,-0.0032695-9.7925e-05i,-0.0020543+0.0014098i,-0.00017164+0.00060025i,0.0012656-0.00080508i,0.0015131-0.00072293i,0.00028785+0.00012105i,8.3375e-05+0.00066103i,0.0012672+0.00077225i,0.0013067+0.0011881i,0.00074557+0.0011881i,0.00053255+0.00041731i,0.00088369-0.00028962i,0.0012671-0.00049474i,0.00081162-0.00069772i,0.00016182-7.8748e-05i,-0.00031214+0.00089807i,-0.00071525+0.00065394i,-0.00060167-2.6023e-05i,-0.00063005-0.00041218i,-0.00065067+6.4757e-06i,-0.00033107-9.4319e-05i,-0.00015865-0.00012474i
8.3187e-05+0.00011447i,-0.00015045-0.00033245i,0.00015622-0.00036789i,0.0013589-0.00070593i,0.0015467-0.0013571i,0.00026494-0.0010452i,-0.00025804+0.00026882i,0.0002882+0.00051762i,0.0006384-0.00016698i,0.00045685-0.00065424i,0.00035533-0.00044307i,0.00030313-0.00032531i,0.00023404-6.8348e-05i,0.00065573-0.00028338i,0.00081976-0.00032021i,0.00043007-1.2975e-05i,0.00045602-0.0004441i,0.00041844+3.5049e-06i,0.00085938+0.0006841i,0.0010109+5.6077e-05i,0.00036861-0.00035946i,0.0002488-0.00023785i,0.00012172-0.00048861i
0.0013867-0.00014487i,0.0011505-0.00073106i,0.0014063-0.00057304i,0.0022991-0.00070577i,0.0035231-0.00033976i,0.0026083+0.00014126i,0.00074663+0.00047408i,0.00019863+0.00057832i,9.6162e-05-0.00029674i,0.00014125-0.0013742i,0.00020688-0.0011109i,-0.00036315-0.00021452i,-0.00042041+0.00053146i,-0.0001537+0.00012153i,0.00014923-0.00061948i,0.00049862-0.00038112i,0.00047377+0.00028934i,-4.1331e-05-2.2757e-05i,0.00042256-0.00015797i,0.00045024-3.8905e-05i,-0.00021081-0.00013403i,-0.00037404+0.00017623i,6.7355e-06+0.00039262i
0.0012934+0.0019228i,0.001405+0.0011488i,0.0020935-0.00086318i,0.002381-0.0023736i,0.0017404-0.0022729i,0.00069987-0.0013589i,-0.00035328-0.00097128i,-0.00069213-0.00087301i,1.5092e-05-0.00061362i,0.000354-0.0007712i,5.4614e-05-0.00091503i,-7.2245e-05-0.00076744i,-0.00060128-0.00087584i,-0.00057301-0.0004843i,-0.00039405+0.00042276i,-0.00049947+0.00029583i,-0.00033305+0.00044045i,-0.00024545+0.0003437i,-0.00027913+0.00052828i,-0.00045815+0.001398i,0.00045892+0.0015775i,0.00057933+0.001236i,0.00040084+0.00013376i
-0.0020287-0.0016125i,-0.0023881-0.0007393i,-0.0014387+0.00030091i,0.00067327+0.00091548i,0.0014193+0.0010066i,0.0017138-9.3676e-05i,0.00076283+0.00018211i,-9.5304e-05+0.00053302i,1.8028e-05-0.00036134i,0.00040663-0.00035036i,0.00035501-3.7623e-05i,-0.00043944-0.00049935i,-0.00071458-0.000763i,-9.0586e-05-0.0010392i,0.00041699-0.0010071i,-0.00020312-0.00073946i,0.00012626-0.00012251i,0.00048148+0.00075746i,0.00053439+0.00074642i,0.00039799+0.00042457i,5.9722e-05+0.00044273i,-0.00014178+0.00021996i,8.722e-05-0.00027342i
0.00075355+0.00073257i,0.001421+0.00060537i,0.0014515+0.00019017i,0.0022665-0.00015103i,0.0028747-0.0010319i,0.00242-0.0010235i,0.0015348+3.3194e-05i,0.00057985+0.0010044i,0.00028362+0.00055668i,0.00015532-0.0009546i,-2.1584e-05-0.001366i,0.00014021-0.00073374i,0.00044941-0.00063625i,0.0003971-0.00047124i,-0.00031112-0.00059823i,-0.00047575-0.00057886i,-0.00061655-0.00055996i,-0.00037558-0.00084856i,-0.00033171-0.0004714i,-0.00055837-0.00010332i,-0.00074425-0.00011606i,-0.0011768+0.00036432i,-0.0011593+0.00084068i
0.00081327-0.0023525i,-0.00021769-0.0024628i,-0.00059513-0.0022397i,0.00053593-0.0015436i,0.0006593-6.9913e-05i,0.00069085+0.0011304i,0.00023761+0.0006928i,-0.00055145+0.00061767i,-0.0012284+0.00057568i,-0.0011685+0.00054144i,-0.00077158+0.00078849i,4.7277e-06+0.00081605i,0.0011187+0.00061796i,0.0013084+0.00045744i,0.00085841+0.00072324i,0.00044077+0.0004205i,6.4682e-05-0.00049255i,0.00022527-0.00066941i,0.00026678+9.2456e-06i,-3.2355e-06+0.00035578i,0.00034479+8.0755e-05i,0.00011967+0.00060934i,-0.00042677+0.0011071i
0.0007836-3.0874e-06i,0.00059656-0.00020799i,0.001833-0.00081579i,0.0031745-0.0020185i,0.0023919-0.002542i,0.0012099-0.0019486i,0.00074115-0.00099021i,0.00025393-0.00035993i,-1.7882e-05-0.00011899i,0.00087515-0.00021272i,0.00089062-0.00051908i,0.0006774-0.00071883i,0.00096262+3.7465e-06i,0.0001983+0.00063022i,-0.00051058-0.00037726i,-0.00033551-0.000616i,0.00019045-0.00017971i,0.0002812-0.00019651i,0.00043773-0.00043208i,-0.00013392-0.00053792i,-0.00052298-8.4505e-05i,-0.00027806+0.00052113i,0.00029938+0.00027594i
0.00065425-0.0010025i,0.0013124-0.0011223i,0.0011994-0.0010384i,0.0023029+9.6934e-05i,0.0031816-3.3828e-05i,0.0020694-0.00086034i,0.00066482-0.00029327i,-4.7142e-05+0.00047519i,-0.00036972+0.00013417i,-0.00021238-0.0002068i,0.00010406-0.0002269i,0.00015259-2.1845e-05i,0.00012328-6.0725e-05i,6.8876e-05+0.00016981i,3.5408e-05+0.00049406i,8.2394e-05+0.00092338i,0.00015849+0.00066971i,-0.00019988-0.00011492i,-0.00031821-0.0009155i,0.00050856-0.00093664i,0.00087272+0.00071854i,0.00021024+0.0014351i,-1.816e-05+0.0010245i
0.0016693-0.0013168i,0.0025979-0.00030469i,0.0026412-0.00082406i,0.001557-0.0014385i,0.00049623-0.0011772i,9.4918e-05-0.00034247i,1.3095e-05+0.00014422i,0.00017677-0.00045373i,0.0011357-0.00019605i,0.0013763+0.00047916i,0.00068788-0.00053602i,0.00021748-0.0011918i,-0.00026557-0.00043495i,-0.00011966+0.00032053i,0.00020441+0.00025648i,-4.4126e-05-0.0007325i,0.00019558-0.0013089i,-1.0712e-06-0.00021393i,-0.00064039+0.0011244i,-0.0013444+0.00087542i,-0.0010265+6.3827e-05i,2.8036e-05-0.00065327i,6.5967e-05-0.00089326i
-0.0001945-0.00083046i,-0.00049072-0.0003038i,-0.00046015-0.00021044i,0.00017933+0.0003358i,0.00063313+0.00021404i,0.00052036-0.00022712i,1.8987e-05+7.2373e-05i,-0.00034018+0.00054614i,0.00017484+0.00023083i,0.00058719-0.00072592i,0.00044113-0.0012197i,-6.057e-05-0.00090404i,-0.00011048-0.00034036i,-2.4202e-05-0.00051256i,-0.00091591-0.00048814i,-0.00069021-0.00072179i,0.00023973-0.0010346i,0.00033944-0.0001484i,2.6868e-05+0.00023032i,6.301e-05+0.00043553i,4.4867e-05+0.00083726i,-0.00013745+0.001024i,0.00010274+0.00081447i
0.00017384-0.00022332i,0.00080594-0.00019412i,0.00063014-0.00042796i,0.0021105-0.00029389i,0.0028513-0.00052767i,0.0017858-0.00060095i,0.00042603-0.00036916i,-4.1609e-05-0.00049663i,-9.668e-05-0.00081863i,-0.0005039-0.001334i,-0.00048535-0.00082337i,0.00015477+0.0001689i,0.00019834+0.00016217i,-0.00059145+0.00028165i,-0.00040983+0.00034024i,0.00047931+0.00038082i,0.00080059+0.00070747i,0.00025849+0.00038334i,-9.4857e-05+5.8935e-05i,-0.00015007+0.00070268i,-0.00030028+0.0011391i,-5.313e-05+0.00095192i,0.00063684+0.00062078i
0.0012257+0.0018834i,0.0017455+0.0016539i,0.0018561+0.00044795i,0.0016401-0.0012337i,0.0014041-0.0013559i,0.0010574-0.00051225i,0.00041066+7.8973e-05i,-5.9034e-05+0.00019752i,0.00059203-0.00064808i,0.00098064-0.00073674i,0.00054765+0.0001016i,-0.00015419+0.00097014i,-0.00027032+0.0014874i,0.00015269+0.0009228i,0.00039743+0.0004664i,9.5303e-05+0.00053245i,2.8573e-05+0.00029115i,0.00012796-0.0001275i,-0.0004987+4.5981e-05i,-0.00093229-2.542e-05i,-0.00030059-0.0003987i,0.00013146-0.00026594i,0.00053603-0.00037885i
0.0013174+0.00021821i,0.0013682+0.00018266i,0.0012931-0.0005853i,0.0016253-0.00057872i,0.0019332+4.5665e-05i,0.00085731-0.0003903i,-0.00020795-0.00098392i,2.5871e-05-0.00040278i,-0.00031529+0.0005922i,-0.00031932+0.00059726i,-0.00025956+4.877e-05i,-0.00083234+0.00013943i,-0.00048788+0.00019943i,-0.0002971+0.00066951i,-0.00023013+0.0011242i,3.5347e-05+0.0007637i,0.00045531-9.8729e-05i,-0.00015385-0.00044622i,-0.0011667+6.0527e-05i,-0.0013456+0.00089335i,-0.00092638+0.0012115i,-0.00014223+0.00069529i,0.00033706+8.0378e-05i
-0.00015939-0.0012816i,0.00075861-0.00077398i,0.00071473+0.00015536i,0.0011413+0.00053736i,0.0015559-0.00073913i,0.0012215-0.0015857i,0.00076889-0.0002761i,0.00011799+0.00032679i,0.00044159-0.00016113i,0.0011666-0.00028201i,0.0010287-0.00028152i,0.0009884+0.00042775i,0.00092807+0.00067268i,0.00075411-0.00014753i,6.3967e-05-0.00044648i,-0.0006973-0.00031378i,-0.00066382-0.00021952i,0.00012148-0.00037465i,-1.4027e-06-0.00020249i,-0.00053263+0.00011036i,-0.00062046+0.00024889i,-0.00039572+0.00036288i,7.1419e-05-0.00064961i
-0.00020602-0.00013792i,0.0010607+0.00034582i,0.0012755+0.0013656i,0.0013981+0.0011669i,0.0015905+0.00030189i,0.0013646-0.00082758i,0.0012375-0.0013922i,0.0011087-0.0010762i,0.00062906-0.00050668i,0.00043486-0.00010209i,0.00020702-9.3197e-05i,-0.00053343-0.00040944i,-7.2173e-05+1.9083e-05i,0.00033823+0.00024331i,0.00022145-0.00050144i,0.00053595-0.00073876i,0.00077787-0.00063678i,9.1712e-05-0.00062661i,-0.00049338-0.00098229i,-0.00062011-0.00076898i,-0.0010339+8.4766e-05i,-0.00065653-0.00048688i,0.00016305-0.0007865i
-0.00029979+0.0019381i,2.3201e-05+0.00066638i,0.0015833-0.00036044i,0.0028521-0.0006718i,0.0029472-0.0014022i,0.001731-0.0014681i,0.0004613-0.00033234i,0.00031638+0.00074591i,0.00074998+0.00012442i,0.00059299-0.000434i,0.00036028-0.0004246i,0.00084422-0.0012261i,0.00076696-0.00095917i,4.8133e-05-0.00044138i,-6.4369e-05-0.00069601i,0.00044672-0.00014118i,0.00061582+4.5524e-05i,0.00015852-0.00018053i,0.00030021+0.00046156i,0.00063568+0.00089622i,-1.812e-05-0.00037883i,-0.00064626-0.00079909i,0.00014012-0.00077436i
-6.2984e-05-0.00070572i,0.00090527-0.00093029i,0.00082124-0.0019423i,0.0013084-0.0017757i,0.0017899-0.0010705i,0.0015563-0.0011356i,0.00034899-0.00081684i,-0.00046218-0.00016841i,0.00039325-0.00034233i,0.00035041-0.00034575i,-5.3258e-05+0.00020605i,0.00082909+0.00067284i,0.00073651+0.00085343i,4.9288e-05+0.00090161i,0.00015352+0.00035746i,0.00072113-0.00021104i,0.00029246+0.00037698i,-0.00035252+0.0012047i,-0.00017496+0.0010342i,-0.00025337+0.0011799i,-0.00043347+0.0012928i,0.00017022+0.00033286i,0.00072323-0.00012151i
0.0015051-0.00086247i,0.002644-0.00042278i,0.0022173-0.0013311i,0.0016192-0.0016095i,0.00058004-0.0014973i,-0.00030243-0.001588i,0.00036043-0.0016005i,0.00050966-0.0012343i,0.00023816-0.00094622i,0.00027477-0.00030429i,-0.00014796+0.00024864i,0.00027702-4.5276e-05i,0.00031429+0.00031638i,-0.00012689+0.00068799i,-0.00027342+0.00050788i,-0.00032088-0.00028743i,-0.00050495-0.0011898i,-0.00083312-0.00069075i,-0.00084572-9.0669e-05i,-8.5816e-05+0.00021228i,7.2775e-06+0.00020383i,-3.2719e-05-0.0003214i,0.00013581-0.00037331i
-0.00025964+3.3133e-05i,0.00057088+0.00037336i,0.0011586+0.0018831i,0.0021494+0.0017379i,0.003024+0.00055977i,0.0024707-0.00035334i,0.00078115-0.00036437i,0.00035751+0.00085927i,0.00017252+0.0011213i,0.00034456+0.00048932i,0.0001904-0.00011457i,0.00036192-0.00059364i,0.00058144-0.00057746i,-0.0003609-0.00037512i,-0.0010413-8.0608e-05i,-0.00070168-0.00020887i,-0.00035909-0.00050353i,-0.0002932-0.00063672i,-0.00011263-0.00083837i,7.0074e-05-0.00069821i,-0.00021632+7.4924e-05i,-0.0008795+0.00076298i,-0.0011521+0.00023071i
-0.00095522-0.0010085i,-0.00038176-0.0006613i,0.00014564-0.00033596i,0.0010527-0.00021627i,0.0010495-0.00021913i,0.0016146-0.0010274i,0.0010487-0.00067268i,-0.0001178-0.00064602i,-0.0001006-0.00042229i,-1.5453e-05+0.00025369i,0.00017873-0.00046126i,0.00067745-0.00078018i,0.00020147-0.00042466i,-0.00089902-0.00038769i,-0.0012821-0.00028161i,-0.0010231+2.238e-05i,-0.00031146-0.00036447i,0.00034488-5.2866e-05i,-9.692e-05+0.00084124i,-0.00056806+0.00099819i,-0.00035559+0.00075878i,-0.00035978+0.00038867i,5.9895e-05-0.00017561i
0.00062465+0.00038202i,0.0014377+7.9061e-05i,0.0014429-0.00025388i,0.0016063-0.0011881i,0.0017257-0.0015673i,0.0010215-0.00030436i,0.00038401+0.00081694i,0.00062735+0.0004522i,0.00055422-0.00042492i,0.00032307-0.00094405i,0.00018993-0.0013145i,0.00013925-0.00082136i,8.0938e-05+0.00017833i,0.00033073+0.00029134i,0.00039246+0.00025993i,-7.572e-05+0.00021903i,-0.00023247+0.00021676i,-0.00015598+8.2941e-05i,-0.00034666-0.00014174i,-0.00052198-0.00010414i,0.00011786-0.00014261i,0.00077377-0.00036839i,0.00041239-0.00015592i
0.00043498-0.00025832i,0.0016869+0.00014376i,0.0016401+0.00051994i,0.0022845+0.00023754i,0.0016078-0.00067902i,0.00031641-0.0009897i,0.00033517-0.00039453i,0.00046971-1.4848e-05i,8.7305e-05-0.00029311i,-0.0001279-0.0004259i,5.4959e-05-0.00030995i,0.00037944-0.0006248i,0.00066358-0.0002409i,8.5603e-05-0.00043791i,-0.00013075-0.0011922i,0.0005138-0.0012643i,0.00065678-0.00085074i,0.00039896+0.0001143i,0.00034448+0.00052534i,0.00055195+0.00042533i,0.0003981+6.5462e-05i,-0.00014824+0.00026617i,0.00023011+0.00126i
-0.00058121+4.0868e-05i,-4.4119e-05-0.00074744i,0.00033869+0.00050159i,0.0011924+0.0012617i,0.0025564+1.9183e-05i,0.0035626-0.0005055i,0.0023269+0.00021323i,0.00093296+0.00055337i,0.00061651+0.00056877i,0.00036938+0.00065825i,0.00035396+0.00040009i,0.00068984-0.00011953i,0.00061376-0.00047967i,0.00012706-0.00030041i,-0.00020157-0.00047627i,-0.00083389-0.00089731i,-0.00050764-0.0010533i,6.5214e-05-0.00077985i,-8.0259e-05-0.00015552i,2.9563e-05+0.0005921i,0.00022305+0.0011474i,0.00013186+0.001746i,0.00025341+0.0014078i
0.0010532-0.00091701i,0.00078288-0.0010025i,0.00092718-0.0013381i,0.00092952-0.00078917i,0.00089474-0.00086736i,0.00051123-0.00094782i,7.7794e-05-0.00058547i,8.8365e-05-3.9296e-05i,0.00019196-0.00054192i,0.00037043-0.0012185i,-0.00014114-0.00025759i,-0.0011669+0.00075277i,-0.00069625+0.0001305i,0.00026076-0.00072486i,0.00081295-0.00077036i,0.0012078-0.00082618i,0.0010807-0.00082695i,0.00073632-0.0002529i,0.00082405-0.00023752i,0.00070543-0.00054643i,0.00057263+0.00021764i,0.00011124+0.00062731i,0.00019756-0.00020388i
0.0010077-0.0014818i,0.0010076-0.0015077i,0.00048088-0.0012131i,0.00081683-0.00089531i,0.0013661-0.00077615i,0.0016593-0.00020869i,0.0015136+0.0001283i,0.00054855-0.00016208i,-0.00075572-0.0009157i,-0.0011968-0.0012131i,-0.00093483-0.00076404i,-0.00082004-0.0003188i,6.9027e-05+0.00059691i,0.00087145+0.001071i,0.0002299+6.0561e-05i,-0.00033185-0.00079979i,-0.00073171-0.00071462i,-0.00075031-0.00055989i,0.00026326-0.00091492i,0.00035075+0.00017059i,-0.00022429+0.0015044i,-0.00062052+0.00097638i,-0.00062881+0.00029567i
0.0010105+0.00053772i,0.00045216+0.00033368i,0.00094675-0.00063694i,0.0015084-0.0011452i,0.0010155-0.0015185i,0.0013316-0.0014719i,0.0014306-0.00053388i,0.0013133+0.00090576i,0.0011609+0.00086771i,0.00047386-1.2781e-05i,0.00011279+0.00011271i,-0.00055419-7.1219e-05i,-0.00015743-0.00066193i,0.00055805-0.00024364i,-0.00010502-0.00021257i,-0.0009915-0.00012521i,-0.00054745+0.00030732i,3.9396e-05+0.00026887i,0.00029232-0.00011122i,0.00018618-0.00051648i,0.00013586-0.00049853i,-0.00013756-0.00040531i,-7.58e-05-0.00039791i
0.00011581+0.0011256i,0.0011313+0.00086858i,0.0021983-0.00031298i,0.0037405-0.00072212i,0.0034386-0.00065621i,0.0024662-0.0003424i,0.0015326+0.00051831i,0.001163+0.00036847i,0.0014859-3.2184e-05i,0.00071463-0.00044606i,-0.00024118-0.0011295i,0.00014923-0.00078381i,0.0008017-0.00027132i,0.00046114-0.00056979i,0.00043296-0.0010503i,0.00069182-0.00067039i,0.00030116-0.00038855i,0.0002429-0.00014335i,0.00051105+0.00048357i,0.00042755+0.0002148i,0.00032673+0.00032421i,0.00049142+0.001248i,0.00042455+0.0010441i
-0.0010362-0.0014598i,-0.00063964-0.0029274i,0.00040503-0.0023342i,0.0013384-0.0016847i,0.0017327-0.0016902i,0.0017398-0.00095642i,0.00069224+0.00048085i,0.00026161+0.00084778i,0.00038958+0.00021408i,-0.00017407-0.00026087i,-0.00034828-0.00017297i,-9.2849e-05-0.0001405i,0.00052101+1.4595e-05i,0.00065263+0.00019001i,0.00081117-0.00058027i,2.6779e-05-0.0010954i,-0.00036186-0.00043785i,-0.00016453+0.00029499i,-0.00060395+2.6741e-05i,-0.0011913-6.4999e-07i,-0.00073002+1.5625e-05i,5.5339e-05-1.4152e-05i,0.0001036+0.00027733i
0.0011609-0.0014997i,0.0012454-0.00043554i,0.00043314+0.00022291i,0.00084058-0.00049923i,0.0020809-0.0014136i,0.0012452-0.00067597i,7.3072e-05+0.00041176i,-0.00027456+8.9627e-05i,-0.00057157-0.00066019i,-0.00061851-0.0012883i,-0.00010686-0.0016779i,0.00025657-0.00050583i,0.00037668+0.00081651i,0.00048476+0.00038571i,0.00033828-0.00028896i,-0.00097388-0.00021259i,-0.0016607-0.00071939i,-0.00053372-0.0010005i,2.1633e-05-0.00097345i,-8.4295e-05-0.00095002i,-0.00016394-0.00057409i,-0.00037066-0.00028801i,-0.00075151-0.00058217i
0.00035857+0.0012678i,0.0011718+0.0003134i,0.002485+0.00010639i,0.0032532-0.00081221i,0.0026986-0.0017753i,0.0016302-0.0014072i,0.00064548-0.000491i,-0.00055762-0.00015508i,-0.00093879+9.7408e-06i,0.00019975+0.0002985i,0.0011382+0.00019806i,0.0010863+0.00023165i,-3.8147e-05+0.00035349i,-0.00033628+0.00045363i,0.00012547+0.00037288i,5.1836e-05+2.9738e-05i,0.00038604-0.00042604i,0.00056442-0.00027488i,-0.00049376-8.4911e-05i,-0.0012271-0.00015654i,-0.0010458-0.00026205i,-0.00052244-0.0006862i,-0.00015386-0.00071082i
0.0010427+0.00029767i,0.0021694+0.00077414i,0.0025973+0.00037362i,0.0020109-0.00054137i,0.0012258-0.0013955i,0.00097073-0.0015701i,-0.00038427-0.0011341i,-0.0012068-0.00056836i,0.00016718-0.00069745i,0.00032658-0.00052818i,-0.00049302+0.0002698i,-0.00021351+0.00044603i,0.00093682+0.00047876i,0.0010099+0.00036998i,4.2644e-05+8.3415e-06i,-0.00067261-0.00019312i,-0.00019011+0.00010681i,-0.00023981-0.00025365i,-8.1849e-05-0.00044841i,0.00077194+7.1829e-05i,0.00065385+0.0007767i,0.00028218+0.00085525i,0.00018906+0.0005592i
0.001703-0.0011018i,0.0017337-0.00090333i,0.0011184-0.0019033i,0.0004632-0.0023175i,0.0002815-0.0013417i,0.00080456+0.00021816i,0.00058373+0.0011232i,-0.00033438+0.00090626i,-0.00059568+6.7489e-05i,-9.8866e-05-0.00012345i,-3.0244e-05-0.00010425i,-0.00076797-0.00077987i,-0.0011727-0.00074285i,1.3414e-05-0.001446i,0.0011092-0.001495i,0.00082412-0.0001078i,-0.00029881+0.00029118i,-0.00096144+0.0001389i,-0.0009092-3.5312e-05i,-0.00034828+0.00029563i,-0.0001697+0.00016758i,-0.00020722-0.00064921i,0.00026549-0.00037468i
0.0017269-0.0027517i,0.0020481-0.0018776i,0.0018345-0.00099694i,0.0018812-0.00049049i,0.0016758-0.0002107i,0.0013616-0.00018643i,0.00089335+0.00045877i,0.00050666+0.00064433i,0.00090483+0.0002044i,0.00073767-0.00029356i,6.3667e-05-0.00076361i,-0.0002331-0.00078317i,-0.00019244-0.00094306i,0.00028653-0.00076311i,0.00057672-0.00031889i,0.00025374-2.7178e-05i,-4.4547e-05+0.00022789i,1.8199e-05+0.00067491i,0.00013441+0.00077988i,-0.00034425-1.5888e-05i,-0.00038688-0.00037901i,0.00014186+0.00013483i,0.00068903+0.00072656i
0.0014768+0.0011037i,0.0017285+0.0015547i,0.0028902+0.00086864i,0.0032358-0.00063174i,0.0011853-0.0012913i,-0.0007252-0.0010742i,-0.0003638-5.4916e-05i,-0.0007891+0.0002975i,-0.00087339-0.00034302i,0.00011275+7.15e-06i,0.00010851+1.9723e-05i,0.00028351-0.00026106i,0.00061726+0.00026381i,0.00036455+0.00056388i,-0.00021307+0.00045692i,-0.00054353+4.8283e-05i,-7.5283e-05-0.00048587i,-0.00010881-0.00085599i,-0.00053654-0.0011358i,-7.0015e-05-0.00052293i,0.00013986+0.00011413i,-3.1012e-05+0.00044781i,-0.00048627+0.00013964i
0.00022532+0.0005693i,0.00097802+0.0003353i,0.0017307+0.0011281i,0.002433+0.0011059i,0.0030071+7.5362e-06i,0.0017949-0.00071806i,0.00054252-0.00086527i,0.0004966-0.00050949i,-8.6682e-05+1.2871e-05i,-0.00020039-0.00056147i,0.00037563-0.00072972i,0.00033481+5.143e-05i,1.0708e-05+0.00020703i,-0.0002381-0.00073967i,-0.00022295-0.0012857i,9.7481e-05-0.0011787i,0.00073845-0.00090135i,0.00074157-0.00063539i,0.00086159-0.00051507i,0.00099737-0.00051048i,0.00026595-0.00063134i,0.00016903-0.00012234i,-5.4857e-05+0.0010412i
0.001515+0.00038414i,0.0023293-0.00028505i,0.0026945-3.0487e-06i,0.0020969-0.00068239i,0.0014758-0.0019955i,0.00056528-0.0016394i,7.9288e-05-0.00013626i,0.00043076+0.00024231i,0.0012522+8.5654e-05i,0.001182-2.6087e-05i,0.00012213-0.00049451i,-0.00070082-0.00033001i,-0.00086074+1.5146e-05i,-0.00043651-0.00012569i,0.00036173-0.00053038i,0.00090852-0.0009055i,0.0005079-0.00070307i,-0.00018841-0.00059931i,0.00014508-0.00050927i,0.00037469-0.00016925i,7.7215e-05-1.7956e-05i,0.00018629+6.3179e-06i,0.00066383-0.00023941i
0.0001337+0.00045062i,0.0010531+0.00096232i,0.0020596+0.0005386i,0.002004+0.00036649i,0.0016975-0.00015987i,0.0010353-0.00062426i,0.00034255-0.00039586i,0.00074041+0.00018795i,0.00041007+2.901e-05i,-4.934e-05-0.00016561i,0.00014547+0.00044983i,0.00015022+5.6981e-05i,-0.00070619-0.00059122i,-0.0012135-0.00065308i,-0.00058566-0.00075031i,-1.6217e-05-0.0010166i,0.00010653-0.00073668i,-0.00014505-0.000223i,-0.00033624-0.00018123i,-0.00036241-0.00049953i,-0.00028823-0.00041275i,9.1611e-05+5.6049e-05i,0.0007122-3.0759e-05i
-0.0016507+0.0011013i,-0.00097457+0.0017028i,0.00099637+0.0011299i,0.0025784+0.0001507i,0.0038239-0.00029852i,0.0027204-0.00051681i,0.00052998-0.00079038i,0.00065976-0.00045696i,0.0010048+0.00068635i,0.00058331+0.00084696i,0.00010178+9.3022e-05i,-0.00026133-7.2788e-05i,-0.00061451+0.00010831i,-0.00017396-0.00038009i,0.00045272-0.00074338i,1.6078e-05-0.00079954i,-0.00056516-3.6458e-05i,-0.00044694+0.00048212i,5.8703e-05-1.2574e-05i,0.00020678-0.00026672i,-0.00042575+0.00018242i,-0.00097386+0.00064448i,-0.00048808+0.00063536i
0.0012177+0.00086208i,0.0017351+0.00059022i,0.0013283+0.00076771i,0.0014706-0.00016254i,0.0018632-0.0012096i,0.0016514-0.0014722i,0.00082066-0.0013479i,0.00046107-0.00074726i,7.8733e-05-0.00052805i,-0.00016847-0.00021493i,-0.00027593-0.00012655i,-0.00035957-0.00053387i,-0.001019-0.00064913i,-0.00092494+0.00015038i,-0.00015729+0.00079828i,-0.00013792+0.00025948i,-0.00010975-0.00028497i,0.00042581-0.00017568i,0.00049283-0.00049587i,0.00022168-0.00034154i,0.00044997+0.00024776i,0.00075572+0.00042775i,-0.00022839+0.0006099i
-0.0013362+0.0017066i,-0.00056891+0.0021956i,0.00089437+0.001925i,0.0027131+0.001436i,0.0036258+0.00056838i,0.0028366-0.00025447i,0.0014765+4.8044e-05i,0.00088267-5.44e-05i,-0.00031821-0.00024449i,-0.0010897-0.00027214i,-0.00044569-0.00089269i,1.2016e-05-0.0007005i,0.00014754-3.3799e-05i,0.00035705-0.00030271i,0.00031904-0.00085218i,-2.7665e-05-0.00053661i,-0.00032824+0.00014816i,-0.0001688+0.00078861i,0.00034193+0.00099433i,0.00081125+0.00097461i,0.00024564+6.2467e-05i,-0.00033452-0.0013153i,-8.8671e-05-0.0013271i
0.0010754-0.00010918i,0.00026923-0.00038822i,-2.8573e-05-0.0010578i,0.00090215-0.00087264i,0.0011725-0.00096425i,0.0002538-0.00080253i,0.0004687-9.123e-05i,0.00084682+0.00036995i,7.9809e-05+0.00065733i,-0.00012631+0.00038369i,7.0956e-05+5.2847e-05i,-0.00013444+3.8177e-05i,7.1624e-05+0.0003744i,-0.00038738+0.0004342i,-0.00097933+6.5501e-05i,-0.0002463-0.00033895i,0.0010603-0.00068766i,0.0010297-0.00036676i,-7.6266e-05-4.2406e-05i,-0.00055144+0.00026536i,-0.00036786+5.5868e-05i,4.1054e-05-0.00079761i,-2.8598e-06-0.00037628i
-0.0013825-0.00061681i,-0.0010321-0.0012082i,0.00017424-0.001255i,0.0018253-0.00056471i,0.001586-0.00066288i,0.0011313-0.00087903i,0.00073295-0.00052675i,0.00035833-6.1159e-05i,8.083e-05+4.7099e-05i,-0.00049724-7.8891e-05i,-0.0010039+0.00010387i,-0.00062781+0.00063939i,0.00066074+0.00024603i,0.0014897-0.00067325i,0.0012324-0.0009383i,-0.00014696-0.0011894i,-0.00051225-0.0011342i,-0.00022264-0.00046935i,-0.00055331-0.00016206i,-8.5259e-05-0.00039976i,0.00028327-0.00031539i,0.00012204+6.9327e-05i,0.00048422+0.00011732i
0.0018593+0.0014596i,0.0016978+0.0019321i,0.002303+0.00094434i,0.0026134-8.7068e-05i,0.0023044+0.00023685i,0.0011376+0.00041375i,0.00024178-0.00037765i,-5.0874e-05-0.00045644i,2.211e-05+3.5938e-05i,0.00054325-0.00046674i,0.00094141-8.0458e-05i,-7.1824e-05+0.00042413i,-0.00079998+0.00017283i,0.00013354-0.0002611i,0.00079483-0.00072884i,-0.00010594-0.00086791i,-0.0006214-0.00076591i,-0.00077133-0.00037898i,-0.00042515+6.7593e-05i,3.7449e-07+0.00043263i,-0.00050922+0.00090219i,-0.00092582+0.0014136i,-0.0010262+0.0014812i
