-0.0022064+0.00097204i,-0.00034964+0.00027688i,-0.00055789+0.00038416i,-0.00010955+0.00010457i,0.00050369+0.00061829i,-0.00025431+0.0017905i,-0.00071674+0.0012i,0.00025853-2.8923e-05i,0.0015284-6.5358e-05i,0.0016253+3.9692e-05i,0.00081863-0.00074056i,0.00040842-0.0017674i,-1.0559e-05-0.0018972i,-0.00072741-0.0014574i,-0.0012826-0.001385i,-0.00058095-0.00074806i,0.00045331+0.00010643i,0.00037802+0.00016369i,0.00016369-0.00032681i,3.1315e-05-0.00061326i,0.00027441-0.00030899i,0.00081649+8.2178e-05i,0.00026449+3.7246e-05i
-0.00089054+0.0001118i,0.0006836-0.00018615i,0.0008822-0.0011056i,-0.00025393-0.0020242i,7.3114e-05-0.0017141i,0.0010433-0.00058567i,0.0014871-0.00051244i,0.00024061-0.00076496i,-0.0013036-0.0011954i,-0.0014325-0.0013299i,-0.0016086-0.00010963i,-0.0010595+0.00030959i,-0.00036558+2.5382e-05i,-0.0003937+3.9502e-05i,0.00018431-0.00022838i,0.00073514-8.5793e-05i,0.00024443+0.00057129i,-6.5849e-05+0.00075011i,0.00040085+0.00037237i,0.00085477+0.00049709i,0.00098066+0.00098193i,0.00060119+0.00067734i,0.00059077+0.00081336i
-0.00074139+0.00060068i,-0.00019813+0.00030232i,0.0018478+0.0013338i,0.0031059+0.0010357i,0.0025532-0.00031248i,0.0007883-0.00060276i,0.0002998+1.6022e-05i,0.00029674-0.00032883i,-5.4975e-05-0.0008755i,0.00016674-0.0013735i,0.00029633-0.0015177i,-0.00050248-0.00054573i,-0.00080701+6.911e-05i,-3.4102e-05+0.00057635i,0.00036585+0.0013784i,0.00025979+0.0013032i,0.0010039+0.00079511i,0.0010922+0.00035672i,4.567e-05-0.00048027i,9.5296e-05-0.00050957i,0.00044733+7.3374e-06i,0.00094349+0.0005369i,0.00091399+0.00089765i
0.001255+0.0012658i,0.00056273+0.000836i,0.00063822+0.00016872i,0.00073673-0.0014416i,0.00030566-0.0013255i,-0.0010211-0.00053371i,-0.00051304+0.00023489i,0.00047081-0.00010252i,0.00065019-0.0011165i,0.00041815-0.0017752i,-0.00024921-0.0016763i,-0.00027618-0.0011571i,-0.00018333-0.00011024i,-0.00088807+0.0012931i,-0.00078659+0.0015281i,-0.00073233+0.0011765i,-0.00042588+0.00013595i,0.0003389-0.0007308i,0.00036401-0.00021564i,-0.0002595+0.00030815i,-0.00039136+0.00048834i,3.8324e-05+0.00049605i,4.5572e-05+0.00015009i
0.0014489+0.0012848i,0.00081135+0.0016184i,0.00059445+0.0010025i,0.0014272-0.00063377i,0.0023217-0.00080694i,0.0023722-0.00036302i,0.0013333+0.00015246i,0.00048146-8.1851e-06i,-4.418e-05-0.00043658i,-0.00024727-0.0011068i,5.5926e-05-0.00080835i,0.00070526-0.0001536i,0.00081937+0.00020045i,-0.0001781+0.00056449i,-0.00018734+0.00060007i,0.0006009+0.00021546i,0.00080658-0.000335i,0.0008112+9.6161e-05i,0.0005022+0.00045849i,0.00019169-5.2764e-06i,0.00063684+9.234e-05i,0.00045673+0.00038448i,0.00019802+6.1086e-05i
-0.00076954+0.00025915i,-0.00082156-0.00050869i,-0.00065091+0.00015494i,0.00019655-0.00054066i,0.0012689-0.0012917i,0.0012485-0.0011781i,0.0012916-0.0005451i,0.0012599+0.00023494i,0.00063317-0.00026118i,-0.00020431-0.00046301i,-0.0003793-6.9161e-05i,-0.00061103-3.7536e-05i,-0.00082157+1.6226e-05i,-0.00025855+0.00012496i,-0.00046556+0.00050972i,-0.00066387+0.00047214i,0.0001743+0.00032551i,0.00063574-0.00024623i,0.00024162-0.00013547i,0.00055959+0.00043628i,0.00090906+0.00027113i,0.00018728-2.1797e-05i,-3.4558e-05-0.00056997i
0.0013943-0.0018963i,0.00088962-0.0017915i,0.00036711-0.0016722i,0.00027835-0.0016087i,0.0007751-0.00093329i,0.00096302+0.00036417i,0.00069376+0.00022908i,0.00016723-0.00048587i,-0.00025669-0.00096437i,-0.00058659-0.00026205i,-0.0011536+0.0010602i,-0.00090855+0.00047402i,-0.00026485-0.00025459i,-0.00047671+0.00044142i,-0.00064264+0.00091144i,-9.0075e-05+9.5802e-06i,0.00045167-0.0010159i,0.00034848-0.0010166i,0.00086636-0.00044995i,0.00086942+3.3899e-06i,0.00053028-0.00039068i,0.000952-0.00045213i,0.00022069+0.00050121i
0.0017553+4.5135e-05i,0.0021574+0.001117i,0.0013657+0.00026605i,0.00016377-0.00016033i,-0.00075129+0.00016378i,-0.001064+0.00049216i,0.00028568+0.00050037i,0.0008352+1.9152e-05i,-6.4026e-05-0.00086922i,-0.0010599-0.0017789i,-0.0015076-0.0011885i,-0.0013311-0.00077597i,-0.00094477-0.0010752i,0.00017893-0.00042793i,0.0015784+0.00038139i,0.0013686+0.00028172i,0.00080173-0.00086694i,-0.00029472-0.00087395i,-0.00093702-0.00039404i,-0.00035499-0.00056063i,0.00035066-0.00063366i,0.00054043-0.00049617i,0.00080104-0.00011616i
0.00013193-0.0014057i,0.00017381-0.0010705i,0.00038016-0.00061414i,5.7953e-06-0.00053126i,0.00070819-0.00087568i,0.0023066-0.0003446i,0.0019752+0.00054875i,0.00034204+0.0003092i,-0.00033405-0.00077359i,-0.00026913-0.0016408i,0.00020496-0.0018823i,-4.6377e-05-0.0010494i,-0.00031852-0.00029737i,-6.7673e-05-2.148e-05i,0.00037809+0.00038537i,0.00010369+0.00057578i,0.00011107+0.00083921i,0.00082733+0.00035493i,0.00098499-1.0625e-05i,0.00030147+6.1168e-05i,-0.00046294-0.00026331i,-0.00018783-0.00051291i,0.00021096-0.00029327i
-0.00026329+0.0011075i,-6.7485e-05+0.000127i,0.00040078-7.8401e-05i,0.00099656+0.00028188i,0.00087851+0.00036391i,0.001194+0.00037834i,0.0014089+0.00054659i,0.0011884+0.00036517i,0.00092778-0.0011313i,0.0003973-0.0020274i,4.5727e-05-0.0021547i,5.1477e-05-0.001351i,0.00056968+0.00029941i,0.00018149+0.00063285i,-0.00036792+0.00077286i,0.0001345+0.0004273i,0.00068247-0.00033354i,0.0010571-0.00024055i,0.0011465+0.00011336i,0.00084909-4.2609e-05i,0.00051721-1.7673e-05i,7.5907e-05+7.7324e-06i,0.00024443+0.00014059i
-4.9066e-05+0.0021399i,-0.00072395+0.0013257i,0.00031536+0.0012188i,0.0015445+0.00056476i,0.0015533-8.7878e-05i,0.0012957-0.00061869i,0.0016133-0.00097164i,0.0018209-0.001004i,0.0015953-0.00087711i,0.0016895-3.3609e-05i,0.0015643+0.00031415i,0.00075315+0.00072523i,0.00084088+0.00083919i,0.0010135+0.00035423i,0.00061813+0.00043247i,0.00051238+0.00038107i,0.00043421+0.00023019i,0.00054052+0.00035662i,0.00041117+0.00034707i,4.0932e-05-5.2719e-05i,7.82e-05-0.00037282i,0.00066317-0.00018872i,0.00060743-4.4788e-05i
-0.00013986+0.00070419i,0.00087755+0.00028019i,0.0023314+0.00015489i,0.0022462-0.00043327i,0.0017765-0.0003361i,0.0017573+6.4762e-05i,0.0017634-0.00039788i,0.0010208-0.00052819i,0.00035963-0.00019525i,0.00024171-0.00027172i,-1.7409e-05-0.00037384i,3.2195e-05-0.00035522i,-0.00024744+0.00048144i,-7.8361e-05+0.0016002i,0.0010104+0.0016547i,0.001722+0.0012329i,0.0020688+0.00069972i,0.0014633-6.2306e-05i,0.0012311+0.00022082i,0.0013282+0.00012672i,0.00096636-0.00066477i,0.000496-0.00059217i,0.00010731+2.9104e-05i
0.0020541+0.00048452i,0.00075746+0.00091154i,0.0015512-9.4448e-05i,0.0022001-0.0012044i,0.0020085-0.0010655i,0.0013424-6.1654e-05i,0.0012108+0.0003439i,0.00066378-0.00030985i,-0.0004917-0.0015504i,-0.0011516-0.0023056i,-0.0010379-0.0016339i,-0.0005965-0.0011463i,-0.00027103-0.0011334i,0.00064734-0.00018196i,0.0009257+0.00079838i,0.0008258+0.0011243i,0.00070328+0.001061i,0.00033037+0.00048231i,0.00016535+0.00021903i,-0.00020936+0.00017254i,-0.00046677-0.00042759i,-0.00048964-0.00094094i,-0.00010774-0.00082904i
-0.00043508-0.00077468i,0.00061153-0.00076484i,-0.00015923-0.0001634i,-0.0012105-0.00012897i,-0.00050157+0.00017583i,0.00014643+0.0012246i,-0.00020028+0.00097968i,-0.00024247-1.3761e-07i,-0.0003547-0.00086932i,-9.746e-05-0.0017115i,-0.00049428-0.0013303i,-0.00061722+0.00018825i,-5.1027e-06+0.00071762i,0.00032575+0.00072316i,0.00029414+0.00070711i,5.1075e-05+0.0006981i,0.0005128+0.00014412i,0.00034135+0.00026035i,-0.00023883+0.00072936i,0.0002246+0.00067709i,0.00010358+0.00045527i,-0.00026803-3.3507e-05i,0.00012177-0.00034526i
7.6987e-05-0.00039833i,-0.00039595+0.00060145i,0.00029918+0.00054904i,0.00088628-0.00093939i,0.00069605-0.00071717i,0.00021867+0.00085259i,0.00072834+0.00087699i,0.00068053-0.00028759i,-0.00017078-0.00078107i,-2.5215e-05-0.0012393i,0.0004638-0.0017292i,0.00059299-0.0013757i,0.00031449-0.0014183i,-0.00023108-0.0011305i,-0.00048937-8.3946e-05i,-9.1146e-06+0.00095499i,0.00020702+0.0014246i,0.00020934+0.0015999i,0.00045098+0.0013759i,-9.8351e-06-0.00021518i,-0.00028629-0.0012704i,0.00032903-0.00057005i,0.00059844+0.00036251i
0.00050061-0.00027622i,0.0001813-0.0012164i,0.00027534-0.00014278i,0.001022+0.00079693i,0.0016744+0.00082668i,0.0016667+0.00056246i,0.001227+0.0007867i,0.0012366+0.00022268i,0.00080842-0.00092425i,-9.5619e-06-0.0010325i,-0.000266-0.00076439i,0.0006396-7.3456e-05i,0.0014672+0.00033896i,0.0013781-7.4308e-08i,0.0010377+0.00058275i,0.00075421+0.00084312i,0.00063904+7.9944e-05i,0.00046358-0.00018894i,0.00071706-0.00013023i,0.00088001-0.00052179i,0.00014233-0.00048994i,-0.00028754+3.0499e-06i,-4.0399e-05+0.00023605i
-0.00024265-0.00054916i,0.00041325-0.00016021i,0.00018978-0.0012851i,0.00022213-0.0016343i,-0.00024686-0.0011638i,-8.0845e-05-0.00074617i,0.0011018-0.0006007i,0.0018147-0.00064802i,0.00056999-0.00071956i,-0.00097582-0.00096182i,-0.00089141-0.0004039i,-0.00027355+0.0006415i,-6.0618e-05+0.00051286i,0.00066156+6.2295e-05i,0.0012669+0.00019871i,0.001173-0.00014318i,0.0010619-0.00050268i,0.00047896-9.9413e-05i,0.00038888+0.00022517i,0.00079852+0.00059195i,0.00048291+0.0009106i,0.00032143+0.00025884i,-7.3943e-05-0.00033469i
-0.0021762+0.00021619i,-0.0021754+0.00022453i,-0.00065922+0.00074405i,0.0019556+0.00059383i,0.0029945-0.00045391i,0.0022565-0.001098i,0.0014429-0.0009891i,0.00031483-0.00069724i,-0.00055844-0.00059787i,-0.00025143-0.00053989i,0.00012358+0.00016148i,-0.00024616+0.00068441i,-0.00037514+0.00024453i,0.00018464+0.00020126i,1.0816e-05+0.00091489i,-0.00045452+0.00089085i,4.4676e-06+1.8108e-05i,0.00036595-0.0010836i,0.00035186-0.0013267i,4.0493e-05-0.00044251i,-0.00025917-0.00021249i,0.00043061-8.7919e-05i,0.0012497+0.0001775i
0.00041373+0.0012787i,0.00046121+0.0002844i,0.00070499-0.00028994i,0.00059787-0.00088804i,0.0006916-0.0013281i,0.0015364-0.00061672i,0.0017088+0.0011447i,0.00070087+0.00098342i,-0.00026498+2.6411e-05i,-0.0012466-0.00081245i,-0.0019679-0.0015984i,-0.0020894-0.001185i,-0.0015815+0.00013307i,-0.0010135+0.00092048i,-0.00049609+0.00092373i,-0.00013607+0.00083041i,-5.8042e-05+0.00098851i,-0.00030821+0.00082976i,-0.00060026+0.00045145i,6.3757e-05-4.8099e-05i,0.000612-0.00012726i,0.00037029+1.0062e-05i,-0.00035904+7.5601e-05i
8.5901e-05+0.0011608i,-0.00034084+0.0014613i,0.00030963+0.0011997i,0.0008794+0.0005036i,0.0014451-0.00053902i,0.0017133-0.00018947i,0.0012761+0.0010953i,0.00084359+0.00036063i,0.00035969-0.0008689i,-0.00029938-0.0011594i,-0.00047996-0.0011223i,-0.0002031-0.00024732i,-0.00019915+0.00012314i,3.3166e-06+0.00029251i,0.00059657+0.00033832i,0.00062212+0.00021504i,0.00063513+0.00014443i,0.0004891-0.00045247i,0.00037814-0.00017643i,0.00060817+0.00012437i,0.00014987-0.00037067i,-9.2531e-05+0.00011918i,-0.00018494+0.00055807i
-0.00067879-0.00074309i,-0.0010527-0.0011485i,-0.0010725-0.0016454i,5.3466e-05-0.0011362i,0.00028446+0.00018607i,0.00022388+0.00078502i,0.0011628+0.00070129i,0.0011994-0.00077584i,1.6239e-05-0.0015535i,-0.00088612-0.0010632i,-0.00047992-0.00050131i,0.00019854+0.00060905i,0.00040082+0.00098916i,0.00094781+0.00052675i,0.00081212+0.00045402i,0.0001116+0.00049364i,-0.00043086-0.00064347i,-0.00080468-0.0010054i,-0.0010488-0.00024915i,-0.00093135+0.00034251i,0.00011684-0.00041903i,0.0010801-0.00028792i,0.00057561+0.00020463i
0.00037301+0.0007488i,0.00075329+0.00096264i,0.0014153+0.00030366i,0.0016932-0.00059218i,0.0014145-0.00070728i,0.0014769-0.00020792i,0.0012146+7.3217e-05i,0.00066263+0.00030178i,0.00042921-0.00020317i,3.9528e-05-0.00048768i,-0.00034889+8.0875e-05i,-0.00055167+0.00073596i,-0.00033766+0.00047931i,6.7144e-05-3.1629e-05i,0.00036233-5.5814e-05i,0.0007842-0.00031273i,0.00091528-0.00012338i,0.00061395+0.00038631i,0.00019472+0.000428i,0.00077407+0.00057851i,0.0012589+0.00029238i,0.0003226-3.0764e-05i,7.8035e-05-8.3709e-05i
-0.0011686-0.00029566i,-0.001218+0.00085861i,-0.00079207+0.0019268i,0.00079832+0.0012007i,0.0013773+0.00069265i,0.0011414+0.00057142i,0.00089196+0.00070597i,0.00036404+0.00057181i,0.0002248-0.00021688i,2.0843e-05-0.00053519i,-0.0010185-0.00074408i,-0.00076553-0.0005222i,-0.00017025+0.00010661i,0.00022693-0.00016962i,0.0011518-0.00019396i,0.0012594+0.00016879i,0.00076281+0.00056452i,0.00022088+0.00038229i,0.00012888-0.00010515i,0.00022919-0.00060125i,0.00080507-0.0011572i,0.00071684-0.00064638i,-0.00020949+2.42e-05i
0.0015033-0.00069561i,0.00062731-0.0011959i,-3.0522e-05-0.00096925i,0.00037383-0.00087411i,0.00091912-0.001279i,0.00069559-0.0011066i,0.00082447-0.00077531i,0.00069087-0.00014967i,0.00017269-0.00067053i,-0.00049832-0.0014844i,-0.00037362-0.001233i,-4.7361e-05-0.00033211i,-0.00036717+0.00025315i,-0.00067295+0.00011654i,-0.00064703+0.00029693i,0.00040126+0.00079926i,0.0009926+0.00095916i,0.00047165+0.00043269i,0.00016986-0.00033892i,-1.1721e-05-0.00010764i,-0.00019139+0.00037521i,-5.6783e-05-0.00031267i,-0.00012654-0.00059958i
-0.0016608+0.0012264i,1.615e-06+0.0013164i,0.00084709+0.0011058i,0.0016274+0.0012814i,0.0019978+0.00070703i,0.0019871-0.0005591i,0.0010727-0.00064007i,-0.00017712+0.00043566i,-0.00069518+0.0003357i,-0.00037429-0.00030081i,-0.00054894-0.00016925i,-0.00052223+4.0556e-05i,-0.00037354-0.00067462i,-0.00069232-0.00056882i,-0.00038956+0.00070379i,-4.0234e-05+0.0011597i,-9.4117e-05+0.00091904i,0.0004219+0.00013205i,0.0010513+0.00041624i,0.00071756+0.00089498i,0.00047558-0.00037416i,0.0004363-0.0012183i,0.00046069-0.00096368i
-0.0017922+8.3284e-05i,-0.0017964+0.00013378i,-0.0012574-0.00010432i,8.2774e-05-0.00075215i,0.0012479-0.0011792i,0.0014847+0.00021742i,0.0010257+0.00043581i,0.00029903-0.0011154i,-0.00031008-0.0021007i,-0.00016569-0.0014146i,0.00021671-0.00042539i,0.00041336-0.0002912i,0.00019761-0.00044576i,-0.00050797-0.0004468i,-0.0011276+0.00011324i,-0.0007398+0.00042508i,0.0005073+0.00025516i,0.00089201+0.00021141i,0.00080756+0.00023328i,0.0010581+0.00074272i,0.0004878+0.0010271i,-0.00012349+0.00070039i,-0.00034641+0.00091107i
-0.0002857-0.00026222i,-7.4752e-05-0.00036321i,0.00052312+0.00040456i,0.0001776+0.00094051i,-0.00015985+0.00069379i,0.00014186+0.00099928i,0.00050574+0.0013827i,0.00059737+0.0004196i,0.00044156-0.00091245i,-0.00015171-0.0010499i,-0.00014298-0.00059316i,0.00082155+0.00024016i,0.0004946+0.00091019i,-0.00045529+0.00048767i,0.00032856+0.00062614i,0.0005021+0.0011624i,-0.0006188+0.00061673i,-0.0013221-0.00052354i,-0.00093361-0.0008041i,-7.8221e-05-0.00028549i,-0.0002064-0.00022658i,-0.000433-0.00050963i,-0.00052735-8.2695e-05i
0.0020998-0.00048306i,0.0022414-8.0077e-06i,0.0014862-0.00090121i,0.00081868-0.00083707i,0.0005055+3.6192e-05i,0.00053084+0.0005047i,0.0019299+0.00069868i,0.002171+3.2805e-05i,0.00037348-0.0010108i,-0.00039472-0.0014141i,-0.00049617-0.00088263i,-0.00025738+0.0003129i,0.00059274+0.00065962i,0.0010371+0.00022779i,0.00093187-0.00035507i,0.00056454-0.00020282i,0.00033001+0.00049751i,0.00024258+0.0005998i,0.00014992+0.00012268i,0.00041982-0.00022222i,3.5965e-05-0.00041824i,-0.0001906-0.00045641i,0.0007067-0.00043736i
0.00077627+0.00044119i,0.0005507-0.00074157i,0.0012144-0.001938i,0.00023813-0.0025493i,-0.00091531-0.0024737i,-0.00087423-0.00091995i,-0.00029858+0.00024397i,0.00040152-0.00059977i,0.00046487-0.0021056i,0.00033965-0.0020012i,0.0004288-0.0009947i,0.00075553-0.00028035i,0.00034551-0.00019611i,-8.6854e-05-0.00056532i,0.00083555-0.0013809i,0.00093827-0.00092195i,0.00043708+1.1768e-05i,0.00099497-4.2836e-05i,0.0010388-0.00042597i,0.00015273-0.00014282i,-0.00055135-7.3827e-05i,-0.00042819+0.00039464i,-0.00039858+0.00031385i
0.00061271+0.001357i,0.00067254+0.002166i,0.001325+0.0014142i,0.0010622-0.00074463i,0.00043657-0.0021323i,-0.00012365-0.0018125i,0.00016711-0.00010813i,0.00091059+0.00066174i,0.00075605+0.00031138i,-0.00030316+1.8991e-05i,-0.00099972-0.00057537i,-0.00015833-0.00069213i,0.00047622-9.1083e-05i,0.00053529+0.00025145i,0.0003027+0.00017589i,-2.9256e-05-0.00044714i,1.6741e-05-0.00060377i,-4.9572e-05-0.0003553i,-0.00040238+3.6425e-05i,-0.00036737-8.7474e-05i,0.00016021-9.4506e-05i,7.8135e-05-7.4753e-05i,-3.4633e-05-5.746e-05i
-0.00035434+0.0003578i,-0.00038999-0.00077295i,0.00015166-0.0010014i,0.00041735-0.00066613i,0.00061151+6.0039e-05i,0.00085513+7.4448e-05i,0.00077484+0.00018539i,0.00073753-0.00016748i,0.0010687-0.0010746i,0.0011209-0.0010724i,0.00036525-0.0011163i,-0.00027883-0.00069321i,-0.00024738-3.8374e-05i,-6.3001e-05+0.00034686i,1.0412e-05+0.00071352i,0.00045247+0.00050148i,0.00081734+6.2551e-05i,0.00063247-0.00047786i,0.00034098-0.00059745i,0.00075009+7.0295e-05i,0.00089705+0.00065274i,0.00060524+0.00034989i,0.00021525+0.00023247i
-0.00079155-0.0011606i,4.0651e-05-0.00062391i,-0.00020897-0.0010767i,-0.00062095-0.0010105i,-0.00010836-5.7444e-05i,0.00062808+0.00059979i,0.00040681+0.00048177i,7.1589e-05+0.00027505i,-0.00062399-0.00037481i,-0.0011272-0.00094089i,-0.00068526-0.00060211i,-0.00035551-0.00041953i,3.5979e-05-0.0010518i,0.00020727-0.001201i,-6.9959e-05-0.00022524i,-0.00034874+0.00055573i,-0.00043921+0.00035738i,2.8231e-05-7.2706e-05i,0.0001692-0.00047247i,0.00027436-0.00066864i,0.00026284-0.00074984i,-6.1959e-05-0.00082183i,0.00018659-0.00067294i
0.00059122+0.0012678i,-0.00057502+0.0010964i,-0.00016102+0.00015215i,0.00043244-0.00039452i,-0.00021695+0.00011136i,-0.00048799+0.00047454i,0.00018872+0.00076883i,3.991e-05+0.00028367i,0.00011921-0.00097152i,4.65e-05-0.0010674i,-0.00033227+0.00015136i,-0.0003407+0.00062553i,-4.2977e-05-0.00026648i,-0.00055577-0.00010073i,-0.00047242+0.00069585i,0.00067199+0.0009113i,0.001319-0.00029571i,0.00088488-0.00019037i,0.00052588+0.00096199i,0.00013768+0.00079294i,-0.00010806+0.00037477i,-5.2822e-05+0.00013006i,-0.0003821-0.00029214i
0.0009903+0.00067993i,0.0012563+0.00020184i,0.0021959-0.00012576i,0.0017746+4.7953e-05i,0.0001284+0.0007806i,0.0004133+0.00071467i,0.00091853-0.00031888i,-0.00021242-0.00073983i,-0.00050357-0.00078315i,-0.00011327-0.00086271i,-3.326e-05-0.00028136i,-0.00051329+0.00036959i,-0.00049608+0.0012399i,-0.00027729+0.0015203i,-0.00059645+0.00049738i,-0.00021281+0.0005i,0.00015842+0.0010996i,4.5154e-05+0.00093743i,-0.00016902+0.0009951i,6.7366e-05+0.0011982i,0.00069125+0.00073038i,0.0010683+4.4057e-05i,0.0002928-0.00048623i
-0.0012806+0.0013044i,-0.00051136+0.00049587i,-0.00045721+0.00026942i,-0.00045836-0.00068106i,-0.00031103-0.00033221i,0.00023919-0.00018023i,0.001254-0.00050404i,0.0012364+9.7408e-05i,0.00021407+0.00051688i,-5.6314e-05+0.00010771i,0.00029165-0.00079713i,0.00049211-0.0015793i,0.00035748-0.0008513i,-0.00011711+3.5473e-06i,0.00015156+0.00059969i,-3.365e-05+0.00041523i,-0.0007466-0.00054851i,-0.00071825-0.00079431i,-0.00022032-0.0004231i,0.00021669-0.00040486i,-0.00013501-0.00039802i,-0.00018747+0.0002289i,0.00019395-1.2632e-05i
0.00011872-0.0020676i,0.00044889-0.0006076i,0.00035685-0.00091604i,0.00034249-0.0013523i,0.00012303-0.0014496i,0.00039883-0.00093384i,0.00098264-0.00029123i,0.0013067-0.00085604i,0.0011786-0.0015464i,0.0012092-0.0017336i,0.00098901-0.0010265i,0.00031482-0.00063476i,0.00010521-0.00057989i,0.00056872-0.00020203i,0.00089205-0.00065393i,0.00052423-0.00085693i,0.00031517+3.0904e-05i,0.00033305+0.0006648i,0.00053481+0.00078521i,0.00091971+0.00024459i,0.00089334-0.00079215i,0.00039061-0.0005065i,-0.0002308+0.00017891i
0.0021345-0.00033584i,0.00089415+0.00011413i,0.0013147+0.00052696i,0.0021765-0.0003206i,0.0012393-0.0014912i,-0.00020165-0.0010966i,-8.8938e-06+0.00016287i,0.00030313+0.00026821i,0.0004664-0.00082098i,0.0005278-0.0010201i,-0.0002574-0.00039008i,-0.0010599+0.00055212i,-0.00094232+0.0013009i,-0.00076851+0.0014315i,0.00021759+0.0014587i,0.00068514+0.001106i,0.00087829-3.5738e-05i,0.0016844-0.00015782i,0.0013212+0.00048651i,0.00077414+0.00060727i,0.001025+0.00036234i,0.00085779-0.00016403i,-0.00044053-0.00077676i
-0.00045451+0.00074476i,-0.00069343+0.0012583i,-0.00079136+0.00083414i,-0.00044001-0.00024198i,-0.00022356-1.3841e-05i,-0.00023294+0.00086592i,0.00036987+0.0010615i,0.00099281+0.00033127i,0.00038609-0.00063296i,-0.00029177-0.00084798i,-0.00042188-0.000935i,-0.00012253-0.00061813i,0.00015343-0.00014918i,-0.00023085-0.00041228i,-0.00061587-0.00065419i,-0.00038834-0.00036721i,0.00064848-0.00022007i,0.001394+0.00017188i,0.00083955-8.8318e-05i,-0.000205-0.0010035i,-3.575e-05-0.0012831i,0.00078097-0.0011984i,0.00042261-0.00028096i
0.0018147-0.00083807i,0.00099444-0.00014249i,0.0010158+7.9167e-05i,0.0010957+1.1164e-05i,0.00055092-0.00029217i,-0.00027466-0.000151i,0.00019444+0.00063508i,0.00087848+0.00070664i,0.00030941-0.00027336i,-0.0004708-0.00074836i,-0.00032611-0.00030126i,-0.00034287-0.00047245i,4.3256e-05-4.4955e-05i,0.000223+0.00027814i,-0.00014725+0.00043234i,-3.3334e-05+0.0014654i,0.00086805+0.0017257i,0.0013812+0.00049453i,0.00066755+7.0085e-05i,0.00061986+0.00042628i,0.0012331+0.00028926i,0.0010009+0.00045262i,0.00024846-5.616e-06i
-0.00055366-0.0010162i,0.0010042-0.00027048i,0.0010075-0.00048963i,0.00043774-0.0011436i,0.00042877-0.00010489i,0.00073664+0.00019195i,0.0015886-1.1763e-05i,0.0012616-0.0002279i,0.00021586-0.00049849i,-0.00044426-7.0742e-05i,-0.0008944+5.9382e-05i,-0.00050953+0.00038761i,0.00022121+0.00078563i,2.0064e-05+0.00052722i,-0.0006181+0.00088823i,-0.00048405+0.0010157i,-0.00031587+0.00075495i,-0.00052607+0.00026671i,-0.00027052-0.00026421i,0.00022398-0.00060692i,0.00035553-0.0011873i,-0.00031492-0.00056722i,-0.00042572-0.00024959i
-0.00011423+0.0012318i,-0.000544+0.0013866i,-0.00021118-0.00020663i,0.00066121-0.0013871i,0.0013111-0.00094374i,0.0016462-0.00030515i,0.0012312+0.00039201i,0.00031219+0.00013043i,0.00021734-0.00081121i,0.00050288-0.00070387i,0.00035534-0.00020868i,-0.00054058-0.00019697i,-0.00070611-0.00027163i,-7.0744e-05+0.00030674i,-8.8656e-05+0.00087717i,-0.00025024+0.0007345i,0.00076285+0.00045983i,0.0015204+9.4479e-05i,0.00092755-0.00052736i,0.00032167-0.00040244i,-0.00014518+6.5264e-05i,-0.00012907+0.00027848i,-0.00050417+0.00036782i
0.00024748-0.00049711i,0.00043898+8.079e-05i,0.001351-0.00061007i,0.001088-0.0011246i,0.00012593-8.3122e-05i,0.00034512+0.0011709i,0.001707+0.0013972i,0.0019628+0.00047797i,0.0010293-0.0007853i,-0.00031109-0.0012141i,-0.0014343-0.00032872i,-0.0012319+0.00073248i,-0.00038932+0.001601i,9.0369e-06+0.0015658i,0.00015714+0.00066818i,9.553e-05+0.00022956i,-0.00014665-0.000206i,0.00081856-0.00048761i,0.0010978-0.00048021i,0.00055347-0.00024283i,0.00012584+0.00064479i,-0.00034445+0.00050957i,5.345e-05-0.00012351i
-8.219e-05+0.0011942i,-0.00055378+0.00019812i,-0.00046968-0.00034933i,0.0006466-0.00026815i,0.00080874+0.00015293i,0.00099475+0.00025449i,0.001264-0.00016754i,0.0010999-0.00052587i,0.00065204-0.00096503i,0.00050402-0.00087725i,0.00057087-0.00040687i,0.00036508-9.3369e-05i,0.00017669+2.8928e-05i,-0.00040318-0.00029167i,-0.00083716-0.00015628i,7.851e-05-3.6652e-05i,0.00066229+0.00050744i,0.00036777+0.0010907i,0.00093582+0.00058234i,0.0012518+7.4862e-05i,0.00077568+0.00010677i,0.00080563-0.00043464i,0.0010404-0.00064027i
-0.00059996+0.00066416i,0.00018897+0.00017183i,0.0019137+0.00062074i,0.0019216+0.00037333i,0.0016707-0.00050509i,0.0019199-0.0012693i,0.0014734-0.0009436i,0.0015565-0.00057206i,0.0015168-0.00042612i,-3.9955e-05-0.00085718i,-0.00085638-0.0012567i,-0.0011153-0.00085716i,-0.0006291+0.00012361i,-0.00020084+0.00056299i,-0.00057526+0.00038478i,-0.00030496+0.00019781i,-3.8592e-06+1.3488e-06i,0.0006141-0.0008288i,0.00066852-0.0013414i,0.0004455-0.00061442i,0.00090955-0.0001294i,0.00099072-0.00039857i,1.5622e-05-0.00025156i
