0.0012382-0.00075481i,0.00070466-0.0024314i,-0.00066823-0.0025581i,-0.0016151-0.00077157i,-0.0022359+0.0013621i,-0.0017068+0.0020745i,0.00037846+0.0020161i,0.0017744+0.0018849i,0.0016793+0.00081203i,0.00077338-0.00033892i,7.2018e-05-0.00053001i,-0.00013373-0.00066619i,0.00025706-0.00062588i,0.00018473-0.00030496i,-0.00065534-0.00028854i,-0.00071422+0.0002901i,-0.00010994+0.0005695i,0.00059582+0.0001327i,0.00079839-0.00030423i,0.00074477-0.00068379i,0.0013084-0.00042182i,0.001109-0.0002456i,0.00046247-0.00026204i
-0.0024571-0.0026199i,-0.0030114-0.0024692i,-0.0023973-0.0011337i,-0.0012157-0.00027945i,-0.00077719-0.0003377i,-0.0003844-4.3851e-05i,-6.6977e-05+0.00028453i,0.00024998+6.1297e-05i,0.00047518-0.0001748i,-6.7522e-05-0.00020108i,-0.00018279+7.2651e-05i,0.00093669+0.00014702i,0.00098297+0.0003565i,0.00081147+0.00013725i,0.0010925-0.00031423i,-8.1428e-05-0.00044079i,-0.0010459-0.00030401i,-0.0002719+0.00052375i,0.00063036+0.00081353i,2.4674e-05+2.4478e-06i,-0.00051294-0.00098918i,4.5585e-05-0.00096942i,0.00024196-0.00059196i
-0.0014838-0.0022361i,-0.0011974-0.0017875i,-0.0019967-0.0013027i,-0.001914-0.00060868i,-0.00033509-8.9537e-05i,0.00046482-3.8785e-05i,0.00036982-0.00038307i,0.00048169-0.00070122i,0.0003195-0.00019868i,2.5862e-05-0.00024764i,0.00013082-0.00091391i,-0.00027948-0.00083275i,-0.00056302-0.00086835i,0.00024334-0.00091094i,0.00072648-0.00091366i,-0.00022324-0.00056549i,-0.0003642+1.6573e-07i,0.00071525-0.00015291i,0.0010585-0.00068551i,0.0010278-0.00039693i,0.0013367+0.00058171i,0.00050849+0.00024527i,-0.00014472-0.00054642i
-0.00049028-0.0019986i,1.303e-05-0.0015732i,-0.00022307-0.0017999i,3.2829e-05-0.001175i,0.0008176+3.7117e-05i,0.0010469+0.00064208i,0.0013028+0.0009307i,0.001422+0.00054561i,0.00076787+0.00013663i,0.0005706+0.00087086i,0.00014804+0.00045426i,-0.00056197-0.00030842i,3.6941e-05-0.00027415i,0.00064334-0.0004767i,0.00095085-0.0001253i,0.00035124+0.00014939i,-0.00017475+0.00041163i,-0.00019294+0.00059774i,5.2139e-05+0.00054529i,0.00073722+0.00058794i,0.00060218+0.00032289i,0.00019592+0.00027584i,0.00034671+0.00011357i
0.0034741-0.0018368i,0.0025866-0.0020414i,0.0013979-0.0025663i,0.00027287-0.0030253i,-5.3377e-05-0.0018293i,-0.00050935-0.00025389i,-0.00067217+0.00022326i,-0.00018073+0.00013201i,-0.00033094+9.4563e-05i,-0.00095803+4.3979e-06i,-0.0012376-4.0427e-05i,-0.00059288+0.00046596i,0.00023724+0.00050216i,-0.0001068+0.00012508i,-0.00028657+0.00013893i,-0.0001382+0.0005791i,0.00027093-1.5277e-05i,0.0009442-0.00045367i,0.00059712+0.00021057i,2.261e-05+0.00031525i,0.0004721+2.6742e-05i,0.00036253+0.00027335i,-0.00025852-8.1878e-05i
0.00074058+0.0010826i,0.00055168+0.0016679i,0.0014122+0.0026561i,0.0010976+0.0023038i,0.00058733+0.00068601i,0.00096907-0.0006091i,0.0018089-0.00079893i,0.0020016-0.00046981i,0.0013611-0.00091756i,0.0001725-0.00097419i,-0.00043295-0.0005441i,-0.00046029-0.0002358i,-0.00042058-0.00055878i,-0.00010916-0.0011467i,-0.00018106-0.00072325i,6.5682e-05-0.00032272i,0.00011968-0.00065281i,-0.000217-0.00038465i,-0.00025257+4.9077e-05i,-4.8234e-05+0.00020404i,0.00055678+0.00017701i,0.0007404-0.00068174i,0.00068421-0.00066422i
-0.00056528+0.00066182i,-0.0017577+0.00021544i,-0.0014668-6.7524e-05i,-0.00058708+0.00066368i,0.00012049+0.000545i,5.7261e-05+0.00040694i,0.00024709+0.0008916i,0.00079422+0.00098067i,0.00058172+0.0012153i,-0.00049325+0.00061717i,-0.0012274-0.0001967i,-0.00047221-1.1117e-06i,0.00034799-0.0001068i,-0.0003517+0.00067672i,-0.00080876+0.00046283i,-0.00026691+1.3832e-05i,-3.1963e-05-7.5107e-05i,-0.0001369-0.00080828i,-0.00039833-0.00087576i,-0.0010359-0.00075487i,-0.00078827-0.00074177i,6.785e-05-0.00064808i,0.00046203-0.00027855i
-0.00085141+0.00065423i,-0.00134+0.00068896i,-0.0027875-0.00017655i,-0.0018389-0.00075464i,-0.00014519-0.00045197i,6.9869e-05-0.0001627i,0.00064911+0.00027628i,0.00099303+0.00070767i,0.00017532+0.00021748i,-0.00027334-0.00039723i,-0.00015622-0.00075218i,-0.00016525-0.00080734i,-3.1722e-05-0.00030721i,-7.3296e-05-0.00017936i,-6.6902e-05-0.00040513i,-0.00048829-0.00042305i,-0.00056678-0.00069827i,7.907e-05-0.0010629i,-0.00010747-0.0014995i,-0.00069913-0.0012118i,-0.00065704-0.00047929i,0.00010646-0.00020676i,0.00020169+0.00013808i
-0.00058049-0.0011092i,-0.00092198-0.0023363i,-0.00027055-0.0013119i,0.00013311-0.00054078i,0.00086871-0.0015369i,0.0016128-0.0017646i,0.00073998-0.00071252i,0.00023575+0.00014187i,-6.5508e-05-0.0002998i,0.00023793-0.00062439i,-6.6765e-05+0.00020882i,-0.00074214+0.00039482i,0.00032748+3.2036e-05i,0.0009885-0.00071291i,0.00042587-0.0014461i,-0.00035895-0.0012927i,-0.00076473-0.0012942i,-0.00027275-0.00114i,0.00054875-0.00025153i,0.00039293+0.00050295i,-0.00027427+0.0008908i,-0.00031765+0.00056566i,0.00024586+8.4099e-05i
-0.0012182-0.0027911i,-0.00080368-0.0022359i,-0.00025638-0.0012481i,-0.0002273+0.00031569i,2.0428e-05+0.0011848i,0.0005151+0.00028955i,0.00037011-0.00081246i,0.00017536-0.0012118i,7.7364e-05-0.00091349i,-0.00042689-4.9216e-05i,-0.00020745+0.00056467i,0.00024122+0.00050455i,0.00095693+0.00035802i,0.0012566+0.00036801i,-1.3114e-05+0.00024412i,-0.00020245-0.00015531i,0.00022015-0.0010746i,0.00037985-0.00085351i,0.00043182-0.00084963i,0.00040811-0.0012687i,3.8708e-06-0.00053866i,0.00012525-8.5443e-05i,0.00047941+7.2615e-05i
-0.00029466-0.00054987i,0.00076336+0.00023586i,0.00063845+0.00065601i,0.00010941+0.00034103i,0.00036463-0.0006769i,0.0012502-0.00050687i,0.0016404-0.00036471i,0.0017993-0.00072989i,0.0018397-0.00036888i,0.00076317-0.00040145i,-0.00018473-0.00093322i,-0.00012161-0.00061021i,0.00012575-0.00024998i,0.00090906-0.00043701i,0.0012551-0.00048373i,0.00058977-0.0005743i,2.856e-05+4.5834e-05i,0.00052443-3.2524e-05i,0.00053998-0.00020251i,-0.00019658+0.00020841i,-0.0001157-9.6456e-05i,-8.0862e-05-0.00077084i,-0.00022596-0.00062539i
-0.00058186-0.001812i,-0.00017912-0.002228i,-0.0010077-0.0012714i,-0.00086946+0.00052799i,0.0004849+0.00086274i,0.0012074+6.6348e-05i,0.00046768-0.00037318i,-0.00039586-0.00085425i,-0.00021246-0.00073998i,-0.00069563+2.6056e-05i,-0.0012604+0.00058677i,-0.0010594-1.1229e-05i,-0.00036781-9.0647e-05i,0.00081993+0.00078735i,0.0013101+0.00024529i,0.00021925-0.00027364i,-0.00062589+4.3958e-05i,1.1522e-05-0.00035927i,0.00069083-0.00066486i,0.00074025+0.00029182i,4.8929e-05+0.0010202i,-3.8815e-06+0.00052964i,0.00026843+0.0003219i
-0.00030202-0.0018731i,-0.0017439-0.0017433i,-0.0019414-0.001742i,-0.0015968-0.00016506i,-0.0011116+0.00089703i,-9.7477e-05+0.00041015i,0.00067703+0.00034956i,0.0010672-2.7407e-05i,0.00072646-0.00033677i,-0.00015784-0.00027973i,-0.00054423-4.4185e-05i,-0.00053659+0.00031117i,-0.00069097+0.00045983i,-0.00047544+1.3221e-05i,5.2577e-05-0.00010335i,-0.00060905+0.00067504i,-0.0010263+0.00066769i,-0.00083594+0.0002658i,-0.00065361-0.00034037i,0.00033734-0.00071653i,0.00033756-1.4606e-05i,-0.000308+0.00054179i,-0.00092238+0.00050917i
-0.00067017+0.00077691i,-0.00083635+0.000963i,4.2777e-05+0.00079634i,0.00078029+0.00017102i,0.001017-0.0011105i,0.0010569-0.0011974i,0.0012801-0.00037568i,0.0015019+0.00013915i,0.00038319+0.00028992i,-0.00088201-0.00014078i,-0.00017142-0.000184i,0.00038805-0.00060178i,0.00014782-0.0015086i,-3.8508e-05-0.0013813i,-0.00044534-0.0012467i,-9.6808e-05-0.0010886i,6.4184e-05-0.00084461i,0.00028608-0.00086111i,0.00071574-0.00043138i,0.0003791+0.00016204i,-9.7329e-05+0.00040156i,-0.00033421+0.00020478i,-0.00067347-0.00045721i
-0.00032113-0.0013063i,-0.0010582-0.00061523i,-0.00011051+0.0002628i,0.00048583+0.00058267i,0.00079265+0.0003238i,0.00072254+0.0001308i,0.00098082+9.0113e-05i,0.0018013+0.00010107i,0.0015259-9.8083e-06i,0.00098202-0.00053897i,0.00041822-0.00044193i,-0.00064007-0.00010853i,-0.00092973+0.00023521i,-0.00012936-0.00019871i,0.00044577-0.00077466i,0.00024345-0.00015729i,5.1087e-05+0.00026705i,0.00037873-6.733e-05i,0.00098038+0.00020676i,0.00074889+0.00033647i,-0.00033168-0.00094721i,-0.00022438-0.00071929i,-0.00017008+0.00038002i
0.00047669+6.0079e-05i,0.00017751-0.0014909i,2.5574e-05-0.0016807i,-0.00049764-0.00043424i,-0.00072498+0.0006292i,-0.00027916+0.00047502i,0.00047788+0.00016914i,0.00075695-0.00013991i,0.00065833-0.00028294i,0.00087266-0.00041856i,8.2363e-05-0.00065537i,-0.0010372-0.0011534i,-0.00083898-0.0010506i,-0.00030709-0.00024261i,-0.00041266-0.00013556i,-0.00023665+2.9396e-05i,-8.3993e-05+0.00061052i,-8.845e-05+0.00067192i,-0.00025569+0.00078467i,-0.00022518+0.00040384i,0.00028693-0.00021843i,0.00094444-0.00032749i,0.0010769-0.00014904i
-0.001306-0.00055404i,-0.0014856-0.00051893i,-0.0015829+0.00060861i,-0.00081275+0.0016937i,0.0002891+0.0013135i,0.00075653+0.0011843i,0.00044081+0.00089258i,0.00022671+9.5771e-05i,0.0001126-8.5801e-06i,0.00020046+0.00020807i,0.00065006+0.00035371i,-0.0001786+0.00024939i,-0.00022131-0.00012301i,0.00048048-0.00016798i,0.00039387-0.00010841i,0.00067765+8.6852e-05i,0.00033235+0.00053083i,0.00031036+0.00054625i,0.00059901+0.0011123i,0.00013347+0.0010918i,-0.00023088+0.0003947i,-8.8527e-05+0.00016236i,0.00063452+0.0002418i
0.00077187+0.00026766i,-0.0006897-0.0012952i,-0.00015807-0.0019197i,0.00069364-0.002026i,-0.00010605-0.0023849i,-0.00027605-0.0012232i,-0.00011598-0.00019904i,-0.00010372-9.5861e-06i,0.00059927+0.00014633i,0.00078488-0.00036313i,0.00030492-0.00083086i,-0.00033295-0.00043376i,-0.00042888+0.00013819i,-0.00025924-1.3913e-07i,-0.00087917-0.00046286i,-0.0011608-0.00058593i,-0.00045001-0.00035064i,0.00063517+0.00098249i,0.00052988+0.0015699i,6.3085e-05+0.00077161i,-0.00033769+0.00084695i,-0.00090083+0.00093038i,-0.00073363+0.00060395i
7.2534e-05-0.0011356i,-0.00052624-0.0014267i,0.00013449-0.0011627i,0.00040359-0.00078468i,0.00073162-0.00077337i,0.00088268-0.00012311i,0.00054179-5.3174e-05i,0.00038999-0.0008333i,-2.3433e-05-0.00067627i,7.8982e-05-0.00055896i,-0.00016418-0.00064673i,-0.00065638-0.00099081i,0.00017387-0.0012803i,0.00059134-0.00077132i,0.00037721-0.00013438i,0.00078756-9.3292e-05i,0.00082234-0.00047657i,0.00038068+1.8082e-05i,-1.076e-06+0.00051145i,-0.00019129+0.00028559i,0.00029739-8.0947e-05i,0.00019518+0.0002168i,-0.0002346+0.00022426i
0.0002058+0.00091897i,0.001474+0.00058699i,0.0028188+0.00067129i,0.0025429+0.00026267i,0.0021682-0.00052915i,0.0016349-0.0016474i,0.0011024-0.0017451i,0.00095418-0.0012235i,0.00062566-0.00044965i,0.0010503-0.0001187i,0.001401-2.1298e-05i,0.0011588-0.00045164i,0.00068816-0.0013987i,-0.00016975-0.0016046i,-0.00041828-0.00060545i,-0.00041807-4.8315e-05i,-0.00037903-8.3841e-05i,-0.0002246+0.00022334i,-0.00099802-0.00035361i,-0.001284-0.00077858i,-0.00052692-9.7642e-05i,0.00023594+0.00023118i,0.00050151+0.00060323i
0.00073774+0.00022643i,0.00092567+0.0012263i,0.00021904+0.0012784i,-0.00014558+0.00092792i,-0.00020104+0.00063646i,0.0004308+0.00028757i,0.0013571-0.00027836i,0.0015728-0.00053238i,0.0012609-0.00023149i,0.00099804-0.00050086i,0.00024857-0.00066724i,-0.00010512-6.8266e-05i,-0.00010601-0.00017003i,-0.00050226-0.0011564i,-0.00072051-0.0010772i,-0.00020195-0.00043928i,0.00019984-0.0003558i,0.0004602-0.00026942i,0.00064152-0.00032069i,0.00042612+0.00055691i,-0.00021994+0.0011315i,-9.7064e-05+0.0010472i,0.0001672+0.00090707i
-0.00045322-0.0014712i,-0.00089233-0.0021379i,-0.0011219-0.0020511i,-0.0015526-0.00053445i,-0.00069127+9.9919e-05i,-1.3863e-05+0.00024958i,0.00012267+0.00033372i,0.00032697-0.00033185i,0.00087029-0.00051256i,0.00041397+0.00019728i,0.00010317+0.00042593i,0.00061612+0.00049561i,0.00067155+0.0007934i,0.00077882+0.00054908i,9.584e-05+0.00020883i,-0.00090279-0.00072517i,-0.0005272-0.00074526i,-5.9656e-05-4.9483e-05i,-0.00020563-0.00028662i,-0.00072852-0.00046843i,-0.00056173-0.00028483i,0.00015376+0.00016134i,-0.00018268+0.00064743i
0.00036862-0.0025057i,-0.0013032-0.0032556i,-0.0012861-0.0027845i,-0.0010793-0.0017632i,-0.0005807-0.00073054i,0.00012893+0.00027664i,-9.0101e-05+0.00046476i,-5.9679e-05+0.0008426i,-4.8901e-05+0.00076885i,0.00013392+0.00032304i,-0.00031691+0.000494i,-0.00091981+0.00088849i,-0.0011094+0.00093021i,-0.0004372+0.00056786i,-0.00013624+0.00021854i,-7.5308e-06+0.00027932i,0.00022557+0.00038016i,0.00021068+1.9295e-05i,0.00068133-0.00027556i,0.00081664+0.00026882i,0.00048872+0.0006133i,-1.0474e-05-0.00020167i,-0.00024589-0.00059251i
0.00090784-0.00074464i,0.00060437-0.00068321i,-0.00051147-0.001035i,-0.0012407-0.00053206i,-0.00080098-6.135e-05i,-7.3053e-05-0.00027617i,0.00052461-0.00047049i,0.00063266-0.00029814i,0.00012246-0.00034976i,-0.00035818+0.00010219i,0.00012433+0.0005198i,0.00078923-0.00011286i,-0.00024016-0.0013282i,-0.00076412-0.0017949i,0.00030821-0.00070379i,0.001034+0.00057054i,0.00084752+0.0011725i,0.00015837+0.0014774i,-0.00039691+0.0012413i,-0.00048024+0.00043928i,-0.00074684-0.00016187i,-0.00077135-0.00091516i,-0.0002741-0.00052647i
6.1236e-05-0.00090987i,-0.00080575-0.0015276i,-0.0015664-0.0020564i,-0.0016449-0.0012925i,-0.00036418-0.00075403i,-0.00011286-3.0649e-05i,0.00017657+0.00036018i,0.00039886+0.00037148i,-0.00065206+0.00044439i,-0.0013644+8.2999e-05i,-0.0011573+1.9849e-05i,-0.00025402-0.0002321i,0.00027309-0.00051504i,0.0002059-0.00051004i,-0.00014945-0.00080408i,-0.0001194-0.00073127i,0.0002029-1.1174e-05i,0.00025873+0.00082992i,0.00028584+0.00037033i,0.00014785-0.00038192i,-0.00015801-0.00085244i,-0.00018473-0.0010385i,-0.00027035-0.00050346i
-0.00018675+0.00066904i,0.00086013+0.0004966i,0.00048525-0.00032001i,0.00036887-0.00040007i,0.0012077-2.6611e-05i,0.0014423+6.7131e-05i,0.0010054-0.00079412i,0.0011181-0.0010385i,0.00046709-0.00055356i,-5.3317e-05-0.00049632i,0.00032728-0.00023441i,0.00073531-0.00043733i,0.00081952-0.00034927i,0.0004259-0.00035558i,9.7371e-05-0.00071915i,-0.00073115-0.0007807i,-0.00018414-0.0004757i,0.00055616+0.00024859i,-0.00045591+0.00037794i,-0.0012217+0.00013686i,-0.00060706+0.00089319i,-0.0002003+0.0010572i,-0.00031093-0.00032909i
-0.0010875-0.0021804i,-0.00023616-0.0015784i,-0.00012844-0.00012526i,-0.00046331+0.00015127i,-0.00010018-0.00018685i,0.00099131+5.3191e-05i,0.0014101-0.00011763i,0.00068445-0.00032507i,-0.0004497-0.00019063i,-0.00045232-0.00023684i,0.00032933-3.4012e-05i,0.00030042+0.00030195i,0.00066176-0.0002446i,0.0011354-0.00074699i,0.00089775-0.0010104i,0.00021871-0.0010877i,-0.00052309-0.00040606i,-0.00011702+0.00019046i,0.00026497+1.8529e-05i,0.00044524-0.001042i,0.00023079-0.00075682i,-0.00014857+0.00064116i,0.00028971+0.0010174i
-0.00027744+0.0010504i,-0.00019401+0.00020166i,0.0011683+0.00030111i,0.0017443+0.00076681i,0.00046913-0.00037134i,-0.00032931-0.00064211i,3.6005e-05+0.00026018i,0.00042629+0.00054423i,0.00072568+0.00060441i,0.00058919-5.3451e-05i,0.00012023-0.00093395i,2.553e-05-0.00068723i,-0.00077755-0.00016315i,-0.0012785+0.00026158i,-0.0006728+8.0534e-05i,0.00051912-4.3524e-05i,0.00068984+0.0002921i,0.00061843+0.00081617i,-0.00017909+0.00057832i,-0.00031629-0.00015864i,0.00077916-0.00017703i,0.00054592-0.0010588i,0.00011273-0.0017722i
0.0011241-0.00021714i,-0.00029533-0.00020042i,0.00047406-0.0004995i,0.0016958-0.00052145i,0.0020507+0.00016313i,0.0016827+0.00065968i,0.00081751+0.00012037i,0.0011222-0.00051109i,0.0011411-0.00063017i,0.00053136+2.3107e-05i,0.00048366+9.4578e-05i,0.00023466-0.00081252i,4.2141e-05-0.00049401i,0.00047341-4.1197e-05i,8.7133e-05-5.8389e-05i,-3.508e-05-0.00020854i,0.00030908-8.5254e-05i,-0.00013309+0.00018802i,-0.0005721-0.00016228i,-6.7098e-05-0.0005058i,0.00028442-0.00035038i,0.00029035-5.2392e-05i,-0.00014809-0.00036561i
0.0017475-0.0010378i,0.0019612-0.0014581i,0.0021227-0.0012123i,0.002159-0.00047922i,0.0016718-8.0758e-07i,0.00091801+0.0010818i,0.00037738+0.0013063i,-3.1899e-05+0.00072195i,0.00013145+4.5932e-05i,0.00055272-0.0010665i,0.00077962-0.00098202i,-4.8955e-05+0.00016955i,-0.00051728+7.3599e-05i,0.00021178+0.00025323i,-2.8444e-05+0.00017287i,-0.00070507-5.5652e-05i,-0.00073023+0.00038142i,-0.00032193-5.3738e-05i,-3.8156e-05-0.00024405i,6.4333e-06+0.0006818i,0.00014+0.00048939i,5.3795e-05-6.1951e-05i,0.00023256+0.00046843i
0.002052+2.9456e-05i,0.0016236-0.00083378i,0.0010836-0.00068963i,5.1793e-05-0.00030681i,-0.00093855-0.00098627i,-0.0006377-0.00058147i,0.00020931-0.00010733i,0.00056001-0.0004881i,0.00082019-0.00036512i,0.0003552+0.00048662i,0.00022509+0.0001086i,0.0002924-0.00049223i,9.4804e-05-0.00025516i,-0.00011552+0.0001235i,-0.00033773+7.8797e-05i,-0.00019005-0.00050761i,0.00013168-0.00061056i,0.00052028-0.0004751i,0.00045011+0.00019389i,-8.9521e-05+0.00089971i,0.00049295+0.00067246i,0.0008123+0.00034424i,0.00015496+0.00033071i
0.0015356+0.00074721i,2.2438e-05+0.0010684i,-0.00020474+0.00058892i,0.0007624-0.00014219i,0.00041408-0.00025701i,0.00029832+0.00027135i,0.0012454+0.00028112i,0.0011301+0.00011592i,5.5118e-05-0.00035677i,-0.00056787-0.00039503i,-0.00061283+0.00057215i,-0.00033924+0.00041467i,3.7494e-05-0.00083447i,0.000192-0.0011531i,-0.00037637-0.0001887i,-0.0005956+0.00018231i,-0.00037037-0.00024869i,0.00012842-0.00031514i,0.00069538-0.00037881i,0.00018926+0.00013389i,-0.00029529+0.00052234i,-0.00043864+0.0002217i,-7.869e-05-5.8894e-05i
-0.00085022-0.0011091i,-0.0023004-0.0010051i,-0.0029443-0.00093068i,-0.0021864-0.00071858i,-0.0011058-0.0009889i,-0.00029967-0.00031327i,0.0012295+0.00070617i,0.0012714+0.00028634i,-3.4705e-06-0.0006196i,-0.00031442+4.5736e-05i,-0.00025025-6.6687e-05i,-0.00055161-0.00063654i,-0.00039084-0.00073837i,-0.00030758+9.005e-05i,-0.0010572+0.00097043i,-0.0012194+0.00073251i,-0.00053484+0.0002391i,0.00049941+0.00049425i,0.0013788+0.0011177i,0.001274+0.00063471i,0.00072835-0.00025029i,-0.00028063-0.00017602i,-0.0011549-7.8702e-05i
-0.0020714-0.0017881i,-0.0018824-0.0021105i,-0.0021864-0.00031195i,-0.0018067-2.0319e-05i,-0.00025462-0.00069006i,0.00037636-0.00038939i,0.00062971-0.00063676i,0.0010793-0.0001451i,0.00050837+0.00022805i,0.00013926-0.00033413i,0.0003517-0.00015616i,0.0002809+5.183e-05i,-0.00016605-2.425e-05i,0.00010314-0.00042286i,0.00039562-0.00089162i,0.00038106-0.00080574i,0.00051557-0.00032713i,-0.00022697-7.6925e-05i,0.00028595+0.0004825i,0.0011705+0.0012338i,-9.0102e-06+0.0010907i,-0.00068149+0.00072858i,-0.00024315+0.00065306i
-0.00054438-0.0024153i,-0.00098601-0.0026272i,-0.0013814-0.0016354i,-0.0014853-0.00037447i,-0.00093718+0.00052274i,-9.8998e-05+0.00067027i,0.00024293+0.00010728i,3.1468e-05-0.00089677i,0.00027952-0.0021813i,0.00054894-0.0022302i,0.00039569-0.0010127i,0.00048558+0.00022406i,0.0009666+0.00045288i,0.0015144-0.0002212i,0.0008792-0.00049382i,-0.00013953-0.0005294i,-0.00064922-0.00038285i,-0.00057314-0.00021128i,-8.1973e-05-0.00011274i,0.00019888-0.00013019i,8.6685e-05+0.00030238i,-0.00053814+0.00057737i,-0.00037851+0.00018986i
0.0010675-0.0026212i,0.0012664-0.002432i,0.00040642-0.001999i,-0.00064086-0.0021916i,-0.0011493-0.0014794i,-0.00022525+7.1377e-05i,0.00096293+0.0012651i,0.0016817+0.0011949i,0.0013352+0.00038586i,0.00040792-0.00051556i,0.00013533-0.00083381i,0.00019276-0.00017877i,-0.00017565+0.00078213i,-0.00027787+0.00068325i,-7.017e-05-0.00054164i,-0.00023765-0.00042901i,-0.00061089+0.00031984i,-0.0004527-1.7208e-06i,-9.029e-05-8.196e-05i,0.00048774+0.00013916i,0.00075126+0.00047794i,0.00069922+0.00026358i,0.00054397-0.00030112i
0.00037582+0.00049234i,0.0011032-0.00015817i,0.0012004+0.00041857i,0.001621+0.0013243i,0.0019841+0.00050884i,0.0010795-0.00046722i,0.00090533-0.0011514i,0.00065887-0.0016792i,0.0001442-0.001651i,-2.1123e-06-0.0015104i,-6.6022e-05-0.0013062i,-3.9756e-05-0.00064726i,0.00014977-5.3129e-05i,0.00014511+0.00014836i,-0.00012299-0.0004483i,-0.00041519-0.00086781i,4.4704e-05-0.00076648i,0.00034115-0.00076126i,0.00014071-0.00052488i,0.00014419-0.00013004i,6.521e-05+0.00099188i,0.00027738+0.0014004i,0.00030008+0.00093774i
0.0018397-0.0026343i,0.0012144-0.0018281i,0.00042133-0.00049272i,-0.00076367+0.00058694i,-0.00068809+0.00045108i,-0.00039219-0.00018421i,0.0001372-4.4036e-05i,0.00054109-0.0006596i,0.00064393-0.0012153i,0.00033717-0.00087113i,-0.00053909-0.00060268i,-0.00048335-9.6627e-05i,0.00070846+0.00018061i,0.00067179+0.00061101i,-4.3113e-06+0.00046672i,-0.00046001+0.00047834i,-0.0002128+0.0005056i,-0.00018711-0.00023664i,-0.00031704-0.00081451i,0.00051108-0.00065603i,0.00063701-0.00030863i,-0.00031605-0.00063466i,-0.00072472-0.00062228i
0.0015607-5.4708e-05i,0.0013878+0.00090888i,0.00070154+0.00025329i,-0.00027917-3.79e-05i,-0.000616-0.00013849i,0.00078962-0.00010197i,0.0012406-0.00031016i,0.00041745-0.0006546i,0.00084397-0.00098268i,0.00034291-0.00063714i,-0.0011451-0.00029744i,-0.0016901-0.00044762i,-0.0015728-0.00072313i,-0.0011007-0.0010289i,-0.00088316-0.0010524i,-0.0010384-0.00024615i,-0.00067149+0.00012325i,-0.00043565+5.0708e-05i,-0.00014846+0.00059461i,0.00012278+0.00039887i,-0.00057798-0.00037413i,-0.0011714-0.00053114i,-0.00087853-2.9528e-05i
0.00087384+0.0003926i,0.00064883-0.00012621i,0.00066705+0.00019621i,0.00095789+0.00043925i,0.0010123-0.00085695i,0.0020771-0.0010606i,0.0022076-0.00044131i,0.00072426-0.00064515i,-0.00051416-0.0003998i,-0.00031679-4.6328e-05i,2.296e-05-0.00053131i,-0.00031846-0.00083619i,-0.0010566-0.00028943i,-0.00087578-5.1876e-05i,-9.8295e-05-0.00019372i,-0.00027448-0.00032467i,-0.00097923-0.00054236i,-0.00077813-0.00046214i,-0.00073851-0.00042532i,-0.00067428-0.00046626i,-0.00031321-0.00064471i,-6.2404e-05-0.00053545i,-2.2518e-05+0.00029982i
0.00022559+0.0020752i,-0.00012864+0.0026956i,0.00055459+0.0029233i,0.0018575+0.0027338i,0.0021574+0.0017713i,0.0015933+0.00061409i,0.0012171+0.00059188i,0.0012444+0.00064948i,0.0012108+0.00026051i,0.0010425+0.0001026i,0.00056194-0.00038872i,-0.00020194-0.00095973i,-0.00072517-0.0007536i,-0.00063228-0.00043599i,-7.2343e-05-0.00048855i,0.00069624-0.00041712i,0.00063824+0.00013691i,1.949e-05-0.00015552i,-0.00042761-0.00061652i,-0.00061066+0.00018583i,-0.00035032+0.00074842i,0.00029405+0.00027217i,0.00062852-8.216e-05i
-0.0011339-0.0023135i,-0.0021101-0.0024866i,-0.0032954-0.0024697i,-0.0030963-0.00061736i,-0.0010102+0.0010093i,0.0011447+0.00071895i,0.0019169+0.00030052i,0.0013652+0.00052415i,7.152e-06+0.00060635i,-0.00044717+0.0001126i,-5.2767e-05+8.0868e-05i,-0.00014176-6.9424e-05i,-0.00078936-0.00049286i,-0.0007053-0.00036605i,-1.0128e-05+9.5745e-05i,0.00033657-0.00021093i,0.00059984-0.00027063i,0.00022401+0.00020691i,-0.00083486+0.00018176i,-0.00044719-0.00026521i,0.00053936+9.1497e-05i,0.00093369+0.00054427i,-8.2085e-05+0.00058671i
-0.00051573-0.0014739i,-0.0017829-0.0020929i,-0.0015797-0.0016373i,-0.00028502-0.00093401i,-0.00013337-0.00056352i,-0.00076187+0.00025078i,-1.7044e-05+0.0010943i,0.00081377+0.0011452i,0.00024544+0.00076458i,-0.00057054+0.0005143i,-0.00067555+0.00012787i,-0.00040402+0.00017703i,-0.0004627+0.00093314i,-0.0006376+0.001075i,-0.00039902+0.00037187i,-0.00012312+9.3335e-05i,0.00010312+2.3334e-05i,-0.00028112+8.587e-05i,0.00010924-5.7903e-07i,0.00073072-0.00025689i,0.00076989-0.00015573i,0.00047156+2.5477e-06i,0.00021132-0.00036193i
