-0.0015136-7.8962e-05i,0.00031015-0.0011796i,-0.0014845-0.0010509i,-0.0025471-0.00015619i,-0.0021904+0.0013781i,-0.0012829+0.0016197i,-0.0006546+0.0010825i,-0.00017031+0.00083588i,0.00057779+0.0004936i,0.00094278-0.00059695i,0.00026927-0.00061086i,0.00029322+3.3176e-05i,0.0011751+0.00018233i,0.0012834-0.00049177i,0.00087655-0.00038122i,-0.0004359+0.00074192i,-0.00082475+0.00043554i,0.00012694-0.00018592i,0.00049488+2.6222e-05i,0.00022027+9.3055e-05i,0.00017857-2.2592e-05i,5.7298e-05-0.00048903i,0.00054575-0.00055043i
0.3858-0.30979i,0.34006-0.41908i,0.27519-0.54748i,0.20695-0.6102i,0.10404-0.46563i,0.037627-0.18295i,0.059632+0.063324i,0.087666+0.18192i,0.089857+0.16663i,0.13837+0.054068i,0.20699-0.081738i,0.20295-0.18209i,0.11082-0.18756i,0.013297-0.051178i,-0.0089389+0.11843i,0.011218+0.17796i,0.02044+0.14931i,0.017652+0.11096i,0.0041108+0.084591i,-0.0045904+0.075645i,0.010834+0.069923i,0.035015+0.037624i,0.047859-0.0070854i
-0.1116+0.3705i,-0.079722+0.27426i,-0.14951+0.17074i,-0.28126+0.10441i,-0.36434-0.045558i,-0.41207-0.20438i,-0.39825-0.2037i,-0.29236-0.10874i,-0.2044-0.073983i,-0.19897-0.113i,-0.20168-0.16592i,-0.18762-0.22868i,-0.19399-0.24689i,-0.17561-0.16275i,-0.082587-0.07277i,-0.0068802-0.050583i,-0.00044439-0.024173i,0.0072528+0.016501i,0.020716+0.02353i,-0.0092453+0.0047877i,-0.046254+0.0059503i,-0.025812+0.040216i,0.03084+0.060693i
0.88902+6.9777i,3.724+6.2643i,6.8621+5.1496i,7.4207+1.9744i,5.9891-1.2321i,3.2269-2.8622i,0.55059-1.8272i,-0.29967+0.24034i,0.5476+1.2412i,1.3546+0.66086i,0.90037-0.31308i,-0.083815-0.6263i,-0.83584-0.40042i,-1.2905+0.16959i,-1.1984+0.74235i,-0.67205+0.89155i,-0.15715+0.6099i,0.04058+0.1495i,-0.10506-0.14572i,-0.32184-0.13861i,-0.38216-0.059587i,-0.31001-0.017545i,-0.1537+0.0099576i
0.27839+0.30232i,0.12736+0.3337i,-0.043291+0.39319i,0.02584+0.31608i,0.26759-0.026043i,0.36259-0.38298i,0.2435-0.45956i,0.058189-0.29609i,-0.085941-0.081929i,-0.10712+0.066581i,-0.025024+0.098012i,0.03771+0.047103i,0.017241+0.0045065i,-0.043742+0.0088135i,-0.059567+0.052271i,-0.019887+0.075615i,0.00848+0.053326i,0.0033874+0.031211i,-0.018273+0.020349i,-0.051034-0.0088023i,-0.074917-0.034778i,-0.052072-0.01896i,0.010765+0.013525i
-0.33911+0.045053i,-0.11988+0.085317i,0.11863+0.025104i,0.1058-0.10148i,-0.13003-0.19333i,-0.32897-0.17886i,-0.3615-0.087961i,-0.26847-0.0065866i,-0.16541+0.034502i,-0.10593+0.083343i,-0.029556+0.14373i,0.066778+0.15791i,0.097151+0.10774i,0.029656+0.044687i,-0.055303+0.02066i,-0.080737+0.023312i,-0.062691+0.024288i,-0.039313+0.015743i,-0.020893-0.0061477i,-0.031892-0.023717i,-0.059001-0.0097117i,-0.050112+0.010981i,-0.019465+0.009128i
0.31288-0.26083i,0.13787-0.25346i,-0.10624-0.19214i,-0.27247-0.10018i,-0.29043+0.022563i,-0.22703+0.086114i,-0.23121+0.058622i,-0.28443+0.0048691i,-0.23323-0.021422i,-0.059168-0.0024333i,0.12508+0.013087i,0.23663-0.0022169i,0.24067-0.035599i,0.14747-0.059055i,0.055922-0.021492i,0.051562+0.021826i,0.078961+0.014467i,0.077656+0.0086407i,0.055069+0.024786i,0.028774+0.032046i,0.010051+0.026788i,-0.0042285+0.027256i,-0.014508+0.046657i
-0.083306+0.36463i,0.059314+0.28615i,0.16426+0.20658i,0.17725+0.21577i,0.15803+0.20281i,0.11103+0.12344i,0.037098+0.078409i,-0.075145+0.10644i,-0.18656+0.1376i,-0.18923+0.11931i,-0.096671+0.072703i,-0.019401+0.030823i,-0.0060868+0.010432i,-0.023355+0.0093149i,-0.021487+0.0053701i,-0.0048292-0.016679i,-0.015502-0.051274i,-0.051243-0.08207i,-0.0753-0.084202i,-0.064512-0.048935i,-0.030644-0.016217i,-0.0053232-0.0064543i,0.0099449+0.0035466i
-0.17567-0.43315i,-0.27787-0.43185i,-0.33417-0.37458i,-0.27124-0.25957i,-0.10035-0.11007i,0.054923-0.0096491i,0.11123+0.032128i,0.15016+0.08909i,0.19461+0.15415i,0.17829+0.15722i,0.11191+0.10673i,0.066128+0.062482i,0.063479+0.036134i,0.055783+0.023881i,0.029326+0.0287i,0.017188+0.039813i,0.01914+0.051525i,0.016062+0.058681i,0.0047943+0.043172i,-0.0099269-6.9294e-05i,-0.022546-0.0337i,-0.016878-0.035329i,0.0061535-0.028163i
0.24789+0.31557i,0.1233+0.40732i,-0.016673+0.53192i,-0.030439+0.51312i,0.0031051+0.25389i,-0.017239-0.033166i,-0.062303-0.14234i,-0.062093-0.1465i,0.0080963-0.11791i,0.079832-0.053147i,0.099895+0.0060368i,0.086514+0.021946i,0.058222+0.0084041i,0.033262-0.0045652i,0.026194-0.0032234i,0.043148-0.0020043i,0.065192-0.019517i,0.054766-0.040595i,0.016764-0.031594i,-0.016753-0.00010307i,-0.032979+0.017273i,-0.038413+0.017661i,-0.040796+0.016971i
-0.31638-0.010869i,-0.096507-0.00035437i,0.18044-0.055659i,0.27036-0.10125i,0.13765-0.07594i,-0.062412-0.0026823i,-0.1589+0.069928i,-0.16238+0.08032i,-0.15472+0.0092131i,-0.11968-0.044738i,-0.0437-0.040703i,0.013725-0.019168i,0.031039+0.0052477i,0.035819+0.021959i,0.039681+0.03578i,0.038752+0.045589i,0.024051+0.040174i,-0.00060659+0.035751i,-0.010158+0.037604i,-0.0049149+0.03362i,-0.00056967+0.022858i,-0.0018297+0.0072589i,-0.0075563+0.00059852i
0.32785-0.17815i,0.186-0.13552i,0.0012383-0.048078i,-0.10803-0.022639i,-0.12598-0.0086247i,-0.04072+0.059156i,0.063669+0.12131i,0.074465+0.16484i,0.012188+0.19579i,-0.02398+0.16422i,-0.025248+0.085503i,-0.022265+0.038334i,-0.012963+0.030233i,-0.0008739+0.0172i,0.019867-0.009005i,0.039892-0.040734i,0.030041-0.062369i,0.001253-0.057526i,-0.014795-0.027886i,-0.010671+0.0040047i,-0.0052778+0.014084i,-0.010271+0.016221i,-0.0060595+0.022143i
-0.11391+0.29322i,0.047705+0.18139i,0.18172+0.034731i,0.17224+0.043941i,0.10004+0.15379i,0.065997+0.15854i,0.085765+0.066734i,0.1311-0.010027i,0.1432-0.022534i,0.088181+0.0080007i,0.021718+0.042576i,0.01104+0.052464i,0.032137+0.02552i,0.033901-0.011749i,0.018777-0.036773i,0.0097798-0.048226i,0.012308-0.034303i,0.02086-0.0072914i,0.028106+0.00045407i,0.027375-0.0094159i,0.020396-0.0090487i,0.019778+0.0046369i,0.019778+0.010293i
-0.11428-0.40831i,-0.24397-0.36935i,-0.33409-0.24693i,-0.24813-0.12119i,-0.023539-0.068918i,0.091856-0.084424i,0.041687-0.11314i,-0.029286-0.12305i,-0.018647-0.096509i,0.05226-0.033063i,0.11578+0.010768i,0.12673+0.00041476i,0.086591-0.021252i,0.036121-0.023241i,-0.0027796-0.018423i,-0.026166-0.014387i,-0.030099-0.015082i,-0.028464-0.016672i,-0.023583-0.010304i,-0.011214-0.0065925i,-0.0028282-0.010161i,-0.00046242-0.01008i,0.0020346-0.0015244i
0.23496+0.33239i,0.21747+0.34192i,0.21898+0.3585i,0.24006+0.2723i,0.14614+0.056222i,0.010272-0.088706i,-0.054819-0.095446i,-0.081042-0.054282i,-0.097097-0.029981i,-0.079236-0.03347i,-0.045384-0.039733i,-0.034765-0.020376i,-0.026682+0.0129i,-0.0015858+0.022708i,0.016303+0.0093583i,0.019075-0.0056681i,0.014229-0.012942i,0.005644-0.002431i,-0.0015573+0.014352i,-0.0088578+0.01725i,-0.016285+0.0078912i,-0.018224-0.0053933i,-0.011826-0.016216i
-0.35678-0.093728i,-0.26593-0.079437i,-0.10555-0.16149i,-0.022843-0.23034i,-0.024419-0.12989i,-0.039106+0.026988i,-0.026999+0.11228i,-0.0041746+0.10561i,-0.012802+0.054669i,-0.024653+0.017646i,-0.006925-0.0039061i,0.019948-0.009704i,0.037823-0.010901i,0.029711-0.028456i,0.0054429-0.031953i,-0.0024904-0.011382i,0.0042108+0.00088567i,0.013092+8.5336e-05i,0.020426-0.0067107i,0.019121-0.0097593i,0.012319+0.00054507i,0.0064436+0.013227i,0.0005983+0.015795i
0.37475-0.064423i,0.31067+0.007939i,0.16823+0.094383i,0.014507+0.064527i,-0.083059-0.030582i,-0.078369-0.071906i,-0.013277-0.078059i,0.012907-0.046744i,0.0090556+0.034467i,0.010688+0.086061i,0.0048991+0.077267i,0.011797+0.045794i,0.028356+0.0077562i,0.017785-0.024742i,0.00062637-0.044329i,-0.0041689-0.059108i,-0.011632-0.060316i,-0.012559-0.040448i,0.002487-0.020913i,0.013916-0.017267i,0.0072398-0.016558i,-0.0018592-0.0038761i,-0.00049027+0.013393i
-0.17999+0.21574i,-0.040954+0.031069i,0.034568-0.17742i,-0.0057885-0.14068i,-0.033194+0.055123i,-0.014485+0.13172i,-0.025882+0.04383i,-0.059792-0.043875i,-0.046863-0.043634i,0.0082796-0.0015493i,0.048472+0.018702i,0.046208+0.0042602i,0.013097-0.014951i,-0.025312-0.01526i,-0.056301+0.00052467i,-0.066566+0.02051i,-0.050261+0.027419i,-0.032792+0.0089131i,-0.034038-0.015104i,-0.03408-0.018906i,-0.013508-0.012517i,0.010041-0.018806i,0.016034-0.029499i
-0.02719-0.36723i,-0.19459-0.24669i,-0.30664-0.029754i,-0.25345+0.080656i,-0.10272+0.040809i,0.005149-0.021906i,0.0074754-0.023614i,-0.024107+0.01451i,-0.0098593+0.024997i,0.032037-0.010312i,0.043393-0.041802i,0.017596-0.035866i,-0.0080983-0.00067847i,-0.0096174+0.03572i,0.00057447+0.05449i,0.0060011+0.052417i,0.0074036+0.037397i,0.0097589+0.025968i,0.010438+0.020024i,0.0021106+0.0078308i,-0.016781-0.0068866i,-0.032183-0.0075576i,-0.027427+0.0010966i
0.16857+0.31142i,0.19984+0.21577i,0.20685+0.10542i,0.18845+0.07616i,0.11198+0.075842i,0.011393+0.050293i,-0.049594+0.053237i,-0.041719+0.077842i,-0.016373+0.057413i,-0.027714+0.012479i,-0.046431+0.0012457i,-0.039138+0.021809i,-0.015601+0.036372i,0.0056513+0.030121i,0.020756+0.022423i,0.033794+0.022555i,0.03775+0.015838i,0.025126+0.0020141i,0.0055387-0.00030389i,-0.0049878+0.012448i,-0.0032727+0.023224i,-0.00020258+0.020479i,-0.0058523+0.01011i
-0.35898-0.15124i,-0.38053-0.026433i,-0.32306+0.053423i,-0.20263+0.031762i,-0.048656-0.0098535i,0.030562-0.012079i,0.047795+0.012548i,0.053069+0.012472i,0.03388-0.0045709i,0.0096302-0.0079912i,0.0055293-0.0050435i,0.022965-0.004014i,0.049249-0.0076366i,0.061888-0.013362i,0.063652-0.016092i,0.061084-0.018326i,0.047079-0.017677i,0.03016-0.012452i,0.026854-0.013589i,0.02882-0.024648i,0.018594-0.028586i,0.003791-0.014719i,4.1927e-05+0.0046559i
0.43815+0.035155i,0.4641+0.034027i,0.41206+0.066095i,0.25826+0.057011i,0.042312+0.0014147i,-0.061941-0.020112i,-0.038989-0.037885i,-0.020161-0.048635i,-0.027507-0.012302i,-0.026765+0.041957i,-0.015813+0.072703i,-0.0040296+0.064472i,0.00095327+0.02807i,-0.0078242-0.013632i,-0.022684-0.044323i,-0.028066-0.062548i,-0.03316-0.072346i,-0.048873-0.067524i,-0.062817-0.045341i,-0.057838-0.015755i,-0.030796+0.004526i,-0.00093444+0.0051222i,0.012384-0.0022895i
-0.31193+0.15483i,-0.25481+0.065737i,-0.1981-0.057385i,-0.12995-0.038577i,-0.010381+0.074631i,0.067068+0.11225i,0.051514+0.084494i,0.022837+0.051343i,0.018438+0.021132i,0.029274+0.0071607i,0.05173-0.001206i,0.058926-0.013101i,0.039272-0.016442i,0.015957-0.0062037i,0.00072277+0.009372i,-0.0080239+0.024986i,-0.0044301+0.044393i,0.0065787+0.056577i,0.01129+0.049662i,0.0034102+0.026002i,-0.012921+0.00064717i,-0.023824-0.0093288i,-0.021744-0.0074691i
0.18497-0.32808i,0.1381-0.21605i,0.13214-0.032932i,0.12457+0.015991i,0.067008-0.061206i,0.01369-0.12353i,-0.019299-0.10811i,-0.036913-0.039352i,-0.01948+0.0071415i,0.0055-0.0033111i,0.0067363-0.018888i,-0.0013639-0.014293i,-0.0097496-0.0033216i,-0.012505+0.0083484i,-0.0046056+0.011043i,0.0022154-0.002567i,-0.00068862-0.018366i,-0.0088087-0.013402i,-0.007841+0.011716i,0.0021946+0.031127i,0.0049323+0.031862i,-0.0014912+0.023812i,-0.0057465+0.017398i
0.0032616+0.32294i,-0.0010103+0.14053i,-0.04715-0.053493i,-0.0302-0.052273i,0.037573+0.039571i,0.036731+0.075951i,0.013506+0.06877i,0.026625+0.022192i,0.021199-0.024537i,0.0035655-0.021751i,0.0039963-0.015128i,0.0056034-0.016012i,0.011252-0.0039914i,0.019167-0.0014345i,0.019123-0.0023937i,0.018051+0.0087995i,0.021417+0.017631i,0.032272+0.017236i,0.042094+0.0023324i,0.036271-0.015856i,0.025-0.013307i,0.020235+0.00075316i,0.01458+0.0087472i
-0.26138-0.23744i,-0.25171-0.025868i,-0.12213+0.14283i,-0.008648+0.052182i,-0.0054755-0.13443i,-0.033005-0.1685i,-0.010706-0.096969i,0.0056197-0.03885i,-0.010676-0.00089717i,-0.019793+0.022873i,-0.013476+0.0294i,0.0011225+0.022107i,0.017885+0.0043208i,0.021711-0.019651i,0.010921-0.042813i,-0.0028241-0.054539i,-0.010861-0.055653i,-0.012-0.055578i,-0.0091257-0.051079i,-0.0051038-0.035218i,-0.0031909-0.018267i,-0.0015712-0.0092022i,0.0041813-0.0049486i
0.39727+0.12445i,0.36619-0.02978i,0.21856-0.17094i,0.029153-0.14858i,-0.11966+0.0099968i,-0.13751+0.12323i,-0.089177+0.092876i,-0.065378+0.024846i,-0.049142+0.012121i,-0.024551+0.027694i,-0.0098261+0.038918i,-0.0048243+0.039122i,-0.0040446+0.025588i,-0.013977+0.0099509i,-0.029341+0.00371i,-0.03616+0.005342i,-0.032109+0.012899i,-0.026712+0.01909i,-0.0288+0.017108i,-0.03093+0.0085583i,-0.020695-0.00034592i,-0.0063295-0.0079089i,-0.0013477-0.011858i
-0.40885+0.099344i,-0.33849+0.20078i,-0.2213+0.23049i,-0.12136+0.17079i,-0.0020154+0.087426i,0.085024+0.019625i,0.081712-0.021413i,0.028783-0.020828i,0.0095929-0.00093313i,0.033949-0.0092314i,0.047169-0.035807i,0.035366-0.04447i,0.0146-0.03828i,-0.0076198-0.020196i,-0.01887+0.013183i,-0.0092141+0.03851i,0.0091783+0.038314i,0.018178+0.020899i,0.015369+0.0072491i,0.0095597+0.0039301i,0.0024437-0.00048515i,-0.0079194-0.0045665i,-0.011769-0.0030134i
0.37983-0.31041i,0.34448-0.36967i,0.22474-0.32488i,0.057146-0.17004i,-0.055336+0.0013433i,-0.055775+0.055749i,-0.038973+0.031512i,-0.022385+0.030691i,0.011332+0.031917i,0.018973+0.024477i,0.012287+0.033071i,0.0075568+0.037669i,-0.0061822+0.038239i,-0.010198+0.04186i,-0.00026334+0.035981i,0.0060236+0.022282i,0.0025038+0.0088642i,-0.0064625+0.0056581i,-0.0072718+0.013947i,0.0019181+0.020035i,0.0067842+0.019025i,0.0043691+0.0175i,0.00024814+0.016306i
-0.22045+0.38319i,-0.25344+0.35025i,-0.23853+0.30394i,-0.058174+0.27345i,0.16648+0.14281i,0.19119-0.005914i,0.090182-0.031525i,0.030582-0.011393i,0.0048617-0.022829i,-0.015634-0.038009i,-0.024775-0.039594i,-0.017288-0.021283i,0.0073986+0.0021859i,0.032444+0.008376i,0.049978+0.0048897i,0.063997+0.0016692i,0.06782-0.0099155i,0.054345-0.028266i,0.03144-0.039106i,0.01153-0.039397i,-0.0012422-0.032994i,-0.005122-0.023733i,-0.0012618-0.016844i
-0.023902-0.41749i,0.028568-0.33827i,0.12721-0.24423i,0.09541-0.23564i,-0.072676-0.21613i,-0.17584-0.13731i,-0.14426-0.063285i,-0.072046-0.023169i,-0.036839-0.0029412i,-0.028481+0.016897i,-0.013273+0.03185i,0.0046064+0.030031i,0.019307+0.021252i,0.028376+0.0059117i,0.024701-0.019883i,0.0080878-0.045313i,-0.018955-0.050392i,-0.042429-0.027685i,-0.041335-0.00031045i,-0.026197+0.0090087i,-0.017222+0.0092153i,-0.011487+0.014126i,-0.0043563+0.017308i
0.20293+0.34758i,0.074068+0.287i,-0.076229+0.21933i,-0.045798+0.18637i,0.064062+0.14652i,0.094706+0.12016i,0.087431+0.101i,0.067549+0.043094i,0.031723+0.0015668i,0.02075+0.0033791i,0.026505+0.0056713i,0.029706+0.0013745i,0.031436-0.013523i,0.01981-0.035129i,0.00053322-0.039633i,-0.0081458-0.026688i,-0.0056034-0.0095782i,0.0033075+0.001752i,0.0076243+0.0041095i,0.0035343+0.0039949i,0.0035053+0.0057016i,0.0077707+0.004623i,0.0050819+0.00046677i
-0.32422-0.11444i,-0.12398-0.036724i,0.10612-0.055717i,0.082126-0.16607i,-0.074533-0.18626i,-0.1161-0.10381i,-0.072418-0.051322i,-0.051737-0.018414i,-0.038013+0.022974i,-0.015981+0.040961i,0.001933+0.034428i,0.010152+0.0094357i,-0.00021457-0.018114i,-0.019474-0.026094i,-0.034272-0.021698i,-0.045835-0.017148i,-0.048952-0.0062128i,-0.037693+0.0091021i,-0.018585+0.016116i,-0.0037341+0.013592i,0.00024356+0.0057877i,-0.00075079-0.0025419i,0.0011009-0.0051734i
0.39005-0.10612i,0.20374-0.15939i,-0.068926-0.09484i,-0.15668+0.076672i,-0.045791+0.19607i,0.077123+0.16207i,0.086992+0.06314i,0.030952+0.0045494i,0.0058479-0.0083847i,0.015743-0.017653i,0.015431-0.025658i,0.00025268-0.017506i,-0.017962-0.0017993i,-0.032408+0.010283i,-0.037021+0.024262i,-0.0305+0.039117i,-0.011245+0.03985i,0.010557+0.021121i,0.014647-0.0011078i,0.004028-0.0093003i,0.00011651-0.0071119i,0.0031483-0.0035108i,0.0029895-0.001385i
-0.28401+0.30138i,-0.091832+0.29626i,0.12917+0.18497i,0.17986+0.028457i,0.09662-0.11585i,-0.0035825-0.18192i,-0.055294-0.14042i,-0.040619-0.051184i,-0.011122-0.0068461i,-0.0065555-0.0068836i,-0.0070942-0.011549i,-0.0075762-0.011083i,-0.01072+0.004854i,-0.0048245+0.027235i,0.0092532+0.037487i,0.025026+0.035416i,0.031718+0.020189i,0.020132+0.0024801i,0.0048238-0.0042004i,-0.00043345-0.005692i,-0.0087921-0.0097733i,-0.021955-0.010785i,-0.02261-0.006702i
0.11771-0.47388i,-0.050901-0.47234i,-0.21694-0.30955i,-0.23724-0.061326i,-0.14941+0.1323i,-0.067179+0.17977i,-0.02662+0.14076i,0.0014711+0.084579i,0.017011+0.041771i,0.015312+0.028682i,0.010522+0.029518i,0.0097539+0.032938i,0.019112+0.034897i,0.029002+0.025612i,0.030965+0.014249i,0.028432+0.0094034i,0.019617+0.008199i,0.010141+0.0088794i,0.0065407+0.01238i,0.0069901+0.017371i,0.0094423+0.023143i,0.011424+0.028402i,0.0087131+0.026748i
0.051329+0.5092i,0.13479+0.50996i,0.23916+0.38734i,0.31574+0.17584i,0.26028-0.036483i,0.10274-0.10699i,0.0093199-0.062434i,-0.0026375-0.028294i,-0.01338-0.019718i,-0.027614-0.0078396i,-0.028996+0.0013725i,-0.014687+0.0069165i,0.012496+0.004811i,0.035997-0.0060012i,0.0463-0.01919i,0.051364-0.03096i,0.046044-0.037145i,0.024335-0.034364i,0.0044768-0.024547i,-0.0022893-0.014294i,-0.0018536-0.0084852i,0.0024072-0.0071664i,0.0073319-0.0078116i
-0.26853-0.41476i,-0.29215-0.40375i,-0.27479-0.33917i,-0.27163-0.21798i,-0.21401-0.016247i,-0.070458+0.12182i,0.030618+0.098386i,0.031303+0.026391i,0.01803+0.0087573i,0.035943+0.017854i,0.049631+0.016835i,0.043361+0.0061008i,0.024707-0.014804i,1.6662e-06-0.033534i,-0.017655-0.039315i,-0.02835-0.040213i,-0.033713-0.032513i,-0.023681-0.014746i,-0.0033845-0.0055528i,0.011444-0.010137i,0.016145-0.014575i,0.015871-0.012138i,0.014281-0.0060336i
0.41652+0.29074i,0.40208+0.33239i,0.33551+0.32785i,0.3233+0.19322i,0.29085-0.035655i,0.18926-0.1654i,0.092304-0.14372i,0.03167-0.076912i,0.0026631-0.038508i,-0.0077393-0.028827i,-0.012865-0.01809i,-0.0071198-0.0030636i,-0.002366-0.00094421i,-0.0095966-0.010439i,-0.022517-0.018526i,-0.025467-0.018588i,-0.016279-0.016426i,-0.014851-0.018107i,-0.022106-0.015386i,-0.025123-0.0083322i,-0.022489-0.0075062i,-0.020375-0.014002i,-0.019426-0.018566i
-0.43409-0.073916i,-0.34013-0.17288i,-0.24402-0.30825i,-0.30257-0.29254i,-0.33086-0.10682i,-0.22614+0.02449i,-0.12972+0.029583i,-0.078241+0.023342i,-0.03372+0.031514i,-0.0025781+0.028224i,0.018559+0.013854i,0.020737-0.0080883i,-0.0023655-0.014406i,-0.021737+0.001201i,-0.026881+0.016233i,-0.032571+0.022446i,-0.033602+0.025807i,-0.020302+0.028478i,-0.0026517+0.022257i,0.0034449+0.0069861i,-0.0054663-0.001941i,-0.015834+0.0033197i,-0.016636+0.011306i
0.3961-0.16746i,0.27587-0.057268i,0.1296+0.15846i,0.12902+0.24263i,0.14631+0.11355i,0.073315-0.031687i,0.0077477-0.049346i,0.0013265-0.023114i,0.0026371-0.028743i,-0.013548-0.038193i,-0.025244-0.025885i,-0.01932+0.00088361i,-0.0017952+0.027715i,0.0084206+0.038636i,0.0070519+0.039442i,0.0087873+0.040921i,0.0092628+0.034242i,0.0023829+0.019721i,-0.0043797+0.011754i,-0.0090021+0.018176i,-0.0053236+0.029311i,0.0064662+0.030711i,0.010886+0.022233i
-0.25914+0.32322i,-0.16232+0.15322i,-0.083384-0.11769i,-0.1427-0.18294i,-0.20302-0.024422i,-0.16197+0.11638i,-0.09041+0.11778i,-0.044207+0.061591i,-0.026551+0.040346i,-0.0061305+0.050588i,0.017873+0.035127i,0.01636-0.0015477i,0.0061885-0.018038i,0.011267-0.011516i,0.02663+0.00027611i,0.039257+0.0029349i,0.042688-0.00042007i,0.037367-0.0024017i,0.028084-0.0065968i,0.020696-0.013019i,0.013114-0.017721i,0.0047773-0.018515i,0.00039625-0.014226i
0.019309-0.41737i,-0.11008-0.21312i,-0.15699+0.15381i,-0.0046781+0.32573i,0.16994+0.22083i,0.20755+0.068941i,0.16036+0.014806i,0.087179+0.0049289i,0.030341-0.0062413i,0.0028131-0.014707i,-0.015769-0.0042311i,-0.013662+0.021531i,0.0094536+0.028881i,0.022433+0.0087425i,0.014447-0.01337i,0.0038451-0.017359i,0.00070467-0.012727i,-0.0026333-0.012876i,-0.007116-0.011203i,-0.0046413-0.00086148i,0.006021+0.00907i,0.016015+0.010357i,0.016606+0.0071093i
0.19129+0.45602i,0.30668+0.30771i,0.33703-0.0085399i,0.22012-0.18973i,0.059198-0.15426i,-0.028826-0.0733i,-0.05683-0.044074i,-0.058687-0.023586i,-0.041207+0.013756i,-0.0073198+0.034886i,0.015104+0.021488i,0.011351-0.00092169i,-0.0024952-0.016424i,-0.0077424-0.022191i,0.0034358-0.023824i,0.0158-0.035835i,0.01408-0.043629i,0.0033019-0.032987i,-0.0058724-0.016702i,-0.010289-0.014153i,-0.018067-0.025966i,-0.029277-0.031651i,-0.029797-0.022469i
-0.38416-0.34252i,-0.45953-0.18382i,-0.37778+0.10425i,-0.16601+0.21033i,0.024173+0.094644i,0.090739-0.029641i,0.073932-0.054744i,0.046738-0.019816i,0.042166-0.0058371i,0.031903-0.024906i,0.014526-0.022912i,0.013585-0.0029997i,0.013084+0.0033364i,-0.0048308-0.0037914i,-0.034997-0.0084069i,-0.055818+0.0037822i,-0.053255+0.019004i,-0.034366+0.022298i,-0.010084+0.018093i,0.0035657+0.012405i,0.0049098+0.014922i,0.0082569+0.02282i,0.012568+0.020361i
0.56799+0.20323i,0.71315+0.063196i,0.64477-0.20766i,0.37369-0.34408i,0.064-0.2587i,-0.12721-0.11217i,-0.15404-0.022128i,-0.086714+0.0059961i,-0.034846+0.011201i,-0.012925+0.026111i,0.007524+0.031614i,0.016979+0.017934i,0.0086228+0.010172i,0.0024625+0.01799i,0.011863+0.0264i,0.024363+0.018693i,0.025307+0.0038773i,0.014108-0.0018442i,5.6955e-05+0.0024617i,-0.009287+0.0091682i,-0.013238+0.0096148i,-0.01151+0.0059212i,-0.0083005+0.0030457i
-0.62614-0.043145i,-0.76815+0.024309i,-0.68834+0.14395i,-0.45858+0.18893i,-0.208+0.16208i,-0.012363+0.14404i,0.07231+0.11933i,0.068982+0.069485i,0.044846+0.015903i,0.014052-0.0192i,-0.012809-0.02397i,-0.017954-0.011891i,-0.0087323-0.0015112i,-0.0047042-0.00075172i,-0.014934+0.0004492i,-0.022456+0.014358i,-0.01412+0.026302i,0.0062613+0.018727i,0.02286-0.0027914i,0.02369-0.016688i,0.019026-0.012511i,0.016972-0.0053479i,0.014382-0.0042386i
0.60847-0.18433i,0.74011-0.28842i,0.60239-0.35288i,0.3182-0.27947i,0.086162-0.14276i,-0.027315-0.05963i,-0.039269-0.040459i,-0.023357-0.050416i,-0.031345-0.037926i,-0.023765+0.0029397i,0.004809+0.019832i,0.018523+0.011036i,0.020092+0.0051004i,0.025386+0.0086916i,0.041187+0.010824i,0.054565-0.0039596i,0.044606-0.023371i,0.013528-0.02515i,-0.01401-0.0080216i,-0.017216+0.011799i,-0.0038032+0.014983i,0.0031797+0.0041786i,-0.0023538-0.0021946i
-0.55362+0.33549i,-0.76056+0.42789i,-0.72487+0.43124i,-0.48083+0.34825i,-0.16729+0.24207i,0.08042+0.13206i,0.14837+0.032337i,0.085154-0.0091636i,0.035077-0.0074939i,0.019389-0.013224i,0.0047959-0.01816i,-0.0041844-0.013401i,-0.0052222-0.013248i,-0.0074555-0.025154i,-0.01677-0.036751i,-0.026013-0.032219i,-0.022799-0.019478i,-0.0086742-0.012981i,0.0043072-0.018593i,0.0084738-0.030511i,0.0022289-0.037415i,-0.0093454-0.031665i,-0.011815-0.01749i
0.40331-0.42888i,0.58002-0.48254i,0.56099-0.35472i,0.397-0.16776i,0.18393-0.10792i,-0.016223-0.14987i,-0.11215-0.14362i,-0.10013-0.081829i,-0.063562-0.026101i,-0.025745+0.013221i,0.0097187+0.027661i,0.024495+0.023223i,0.021473+0.016568i,0.013714+0.017028i,0.012686+0.018521i,0.01175+0.0098306i,0.00027663+0.0027511i,-0.015879+0.0085113i,-0.02376+0.024571i,-0.018768+0.035563i,-0.0095104+0.035429i,0.00012792+0.032009i,0.0065474+0.024569i
