-0.00065902+0.00024617i,-0.00048356-0.00087427i,0.00010278-0.00093885i,5.7882e-05-0.0010834i,-0.00056827-0.00061087i,-0.00097007+0.00048206i,-7.8522e-05+0.0010376i,0.00078761+0.0012938i,0.001053+0.0011274i,0.0013132-7.9598e-05i,0.0011249-0.0010809i,0.00053757-0.00076547i,-0.00041693-0.00029732i,-0.00048252-0.00039489i,7.9492e-05-0.000238i,0.0011067+9.1726e-05i,0.001115+1.6954e-05i,0.00032059-0.00015748i,-0.00021461+9.2282e-06i,-0.00035354+0.00026672i,-0.00013444+0.00015973i,1.8098e-05-9.9452e-05i,0.00032952-0.0002647i
-0.00029821-0.002753i,-0.00050359-0.0019555i,-0.0012887-0.0021823i,-0.0016606-0.0023231i,-0.00097317-0.0020019i,-0.0008276-0.00088856i,-0.00032282-0.00038446i,0.00031807-0.00058576i,0.0001769-0.00067147i,-0.00087032-9.4629e-05i,-0.0019057+0.00069759i,-0.0025801+0.001093i,-0.0027654+0.00054542i,-0.0022341-0.00024521i,-0.0012134-0.00076378i,-1.5092e-05-0.00056911i,9.7907e-05-0.00026292i,-0.00028904+0.00014232i,0.00021848+0.00091723i,-2.1569e-06+0.0014894i,-0.0012228+0.0014872i,-0.0019067+0.00080884i,-0.002289-0.00017361i
0.00058809-0.00033108i,0.0004979-0.00052519i,-0.00051669+0.00047014i,-0.00056489+0.0007348i,-0.00036994+6.2305e-05i,0.00020842-0.00069712i,0.0012726-0.0013524i,0.0011523-0.0010192i,0.00086631-0.0008649i,0.0005976-0.00068365i,-0.00012709-0.00020405i,-0.00044567-0.00025275i,-0.00029343-0.00028272i,-6.0451e-06+0.00031113i,0.00040908+0.00085217i,0.0003178+0.0013783i,-0.00017764+0.00179i,4.7084e-05+0.0018928i,0.00059062+0.0015329i,0.00075452+0.00044759i,0.00082602-0.00094332i,0.0013946-0.0014881i,0.0010548-0.0012869i
-0.0026082-0.00041596i,-0.0029874-0.0003444i,-0.0037338+0.0016765i,-0.0027032+0.0032599i,-0.00072203+0.0027886i,0.00014962+0.0011141i,0.00039532-0.00036721i,0.00019375-0.00083139i,-9.5171e-06-0.00080774i,0.00060765-0.00040303i,0.0009799-1.8473e-05i,0.0013462-0.00054679i,0.00064668-0.0011899i,-0.00048379-0.00072637i,-0.0012362+0.00017747i,-0.0013576+0.0003904i,-0.00042845+0.00012486i,0.00027219-0.00010812i,0.00035598-0.00014927i,0.00039155+0.00041897i,0.00030525+0.0011725i,0.0001113+0.0013319i,5.7879e-05+0.00085875i
-0.00021967+0.001998i,-0.0014816+0.0019075i,-0.00087923+0.0019521i,0.00023422+0.0022023i,0.0015122+0.00059022i,0.002012-0.0012397i,0.00081283-0.001181i,0.00020722+1.279e-05i,-0.00016454+0.00097248i,-0.00043326+0.00083032i,0.00025686+0.00077695i,0.0010841+0.0010714i,0.00094372+0.001164i,0.00015306+0.0008857i,0.00016088+0.00031307i,0.00027503-0.00015266i,0.00016714+0.0004548i,0.00027257+0.00069997i,-0.00028281+0.00025428i,-0.00093483+1.0634e-05i,-0.00061934-0.00059577i,-0.0005898-0.00074915i,-0.00079289-0.00030143i
0.0018529-0.00021687i,0.0017169+0.0010084i,0.0021836+0.002549i,0.0016433+0.0011682i,0.00074038-0.00032069i,-0.00057944-0.00072225i,-0.00077309-0.0010719i,-0.00023579-0.00073643i,-0.0004082+0.00030435i,-0.00035029+0.00057519i,0.00013843+0.00061067i,-0.00025703+0.00050598i,-0.0001463+0.00021926i,-4.5816e-05-6.141e-05i,-0.00039863+0.00013087i,0.00035024+0.00027389i,-3.8191e-05-0.00025455i,-0.00091691-0.0005228i,-0.00028618-2.6538e-05i,0.00093649+0.00047837i,0.001303+7.7493e-05i,0.0012906-0.00032636i,0.0013997+0.00018447i
0.0007072-6.8579e-05i,-0.00010116+0.00044252i,-0.00098733+0.00044291i,-0.0011702-0.0002455i,-0.0004153-0.0012198i,-7.4023e-05-0.0012695i,-0.0010797-0.00039197i,-0.0014948+0.00026055i,-0.00098309+0.0003208i,-0.00076419+0.00028678i,-9.6092e-05+0.00018115i,-0.00049629-4.9883e-05i,-0.0011935+0.00022397i,-0.00093628+0.0004847i,-0.0010416-7.4459e-05i,-0.00042907-0.00087501i,0.00093427-0.00052362i,0.0011036+0.00092363i,0.00024066+0.0016845i,9.5831e-05+0.0018595i,-0.00069285+0.0015152i,-0.002119+0.00074191i,-0.0018354+0.00039233i
-0.00054067-1.9316e-05i,-0.00079681-0.0016879i,-0.0015632-0.0018625i,-0.0014738-0.000244i,-0.00034775+0.00029986i,4.2587e-06+9.196e-05i,-0.00068666-1.7831e-05i,-0.00039469-0.00041754i,-0.00052375-0.0014251i,-0.0013084-0.0021302i,-0.00024344-0.0018652i,0.0006586-0.0012102i,0.00010315-0.00032793i,-2.7837e-05+0.00061261i,0.0002275+0.0013723i,-0.00014963+0.00091194i,-0.00032679+0.00054601i,-7.9818e-05+0.00081985i,-0.00012056+0.00088451i,0.00029696-1.6399e-05i,0.0011191-0.0013789i,0.001233-0.0019703i,0.00087494-0.00094667i
-0.0015528+0.0014953i,-0.0019383+0.0026839i,-0.0018826+0.0034883i,-0.00026291+0.0032101i,0.0010593+0.001257i,0.0024435-0.0010291i,0.002803-0.00061199i,0.0021856-0.00017755i,0.0017778-0.00038659i,0.0011507+4.7231e-05i,0.00061582+0.00085882i,0.00035977+0.0012816i,0.00020895+0.0010163i,0.00028016+0.00065839i,-0.00042774+0.00018158i,-0.0014822-0.00030662i,-0.00071206-0.0005315i,-0.00070838+2.2209e-05i,-9.2417e-05+0.00062635i,0.0013657+0.00078592i,0.0013439+0.00081436i,0.00072924+0.00031134i,0.00065255+0.00012221i
0.00048473+0.0017417i,0.00051664+0.0025385i,0.00014288+0.0021543i,0.00036647+0.0014446i,0.00091934+0.00051557i,-0.00032218-0.00055389i,-0.00043405-0.00065711i,0.00095869-0.00047104i,0.0013846-0.0010712i,0.00045643-0.00058379i,-0.00027661+0.00058165i,7.6063e-05+0.0010444i,0.00078075+0.0010007i,0.00037096+7.8784e-05i,-0.0002247-0.00076909i,-0.00042975-0.0010798i,-7.3694e-05-0.00037643i,0.00044903+0.00045991i,9.9358e-06+0.00045925i,-0.00025163+0.00039766i,-0.00080882-0.00045662i,-0.001331-0.0017572i,-0.00070954-0.0012618i
0.0023437-0.00042195i,0.0027289-0.00026472i,0.0034589-0.00022407i,0.0027769-0.00065426i,0.0012341-0.0015013i,0.00020747-0.0016433i,-0.00012176-4.5565e-06i,0.00046711+0.001583i,0.00095565+0.0016804i,0.00039827+0.0008741i,0.00024264+0.00053788i,0.00040155+0.00044237i,-0.00031436+3.0853e-05i,1.2184e-05-0.0003932i,0.00083777+2.0383e-05i,0.00050085+0.00085879i,-0.00048294+0.00058465i,-0.00060964+0.00035749i,-0.00056063-6.879e-05i,0.00061722-0.0012864i,0.0020379-0.00092054i,0.0015398+0.00028149i,0.0007934+0.00068404i
-0.000768+0.0018026i,-0.0017814+0.0027998i,-0.0024618+0.003188i,-0.0014127+0.0021306i,0.0009587-0.00024346i,0.0017241-0.0014035i,-0.0002595-0.0011296i,-0.00055558-0.00057958i,0.00053162+0.00055951i,0.00070739+0.00059324i,-0.00023171-1.7647e-05i,-0.00078743+2.4076e-05i,-0.00066367-0.00010599i,0.00015639-0.00063308i,0.00084252-0.00017513i,0.00093984+0.00023608i,0.00029393-9.777e-05i,-0.00021835+0.00018004i,0.0003456+0.00066847i,0.00057254+0.00083221i,-0.00019535+0.00056673i,-0.00071579+0.00048459i,-0.00058592+0.00034302i
-0.00064771-0.0014941i,0.00025437-0.0011921i,-0.00080539-0.0013129i,-0.00178-0.00088936i,-0.0011215+0.00033125i,-0.00024501+0.00061916i,4.3855e-05-0.00026807i,-3.7305e-05-0.00055586i,-0.00052405-4.5897e-05i,-0.00057515+0.00031511i,-1.6765e-05-3.4632e-05i,0.00045952-0.00037669i,0.00023662+6.2042e-05i,-0.00058924+0.00069879i,-0.00038235+0.00052757i,0.00052488+0.00017508i,0.00091382+0.00035713i,0.00040627+0.00065695i,-0.00025466+0.00065019i,-9.106e-05+0.00018711i,0.00048061-0.0010657i,0.00081-0.0014592i,0.00075032-0.00020117i
-0.0030994-0.0016521i,-0.003311-0.00070035i,-0.0033255+0.0012676i,-0.0012721+0.0020276i,0.00095903+0.0010811i,0.0024049-0.00032959i,0.0017352-0.0012425i,0.00062254-0.001128i,-0.00037266+3.4912e-05i,-0.00099752+0.00099056i,-0.00028112+0.0012383i,0.00047169+0.0014745i,0.00021482+0.0010267i,0.00065589+0.00066514i,0.00056812+0.0012213i,-0.00027279+0.00058754i,-0.00025531-0.00043042i,-0.00057916-0.0002327i,6.8426e-05-0.00028311i,0.00074796-0.00047575i,0.00075032-0.00022723i,0.00031111-8.29e-05i,-0.00024173-1.3758e-05i
0.00058318+0.0028748i,0.0010556+0.0022645i,0.00082823+0.0018288i,0.00069857+0.0011059i,0.00016059+0.00033746i,-0.00085946-0.00086832i,-0.00043813-0.00074757i,0.00075878-0.00020244i,0.00027413-0.0010109i,-0.0007448-0.0013469i,-0.00057019-0.00053086i,-1.1779e-05+0.0001472i,0.00032177+4.0063e-06i,0.00055209+0.00023128i,-0.00037495+0.00029378i,-0.00081939+0.00016548i,-9.917e-05+0.00077205i,-0.00010232+0.00040678i,-9.4455e-05+8.5409e-05i,-0.00036396+1.6684e-05i,-0.00061766-0.00065137i,-4.187e-05-0.00091125i,0.00044735-0.00087824i
-0.0013232+0.00029773i,-0.002213+0.001149i,-0.003346+0.0022663i,-0.0020668+0.0026523i,-0.00061261+0.0017877i,0.00085763+0.00065996i,0.0015424+8.3961e-05i,0.0009796+0.00057164i,0.00048806+0.00058594i,-6.555e-05+0.00036031i,-0.00049352+0.00028373i,-0.00046324+0.00050623i,-0.00038256+0.00077486i,-3.5388e-05+0.00030965i,0.00090467+0.00066542i,0.0014879+0.00031765i,0.0013455-0.00024168i,0.00043201+6.8791e-06i,-0.00036262-0.00033108i,-0.00032525-0.00061408i,-0.00039581-0.00096341i,0.00033271-0.0010465i,0.0010408+0.00012749i
0.0037035+0.00020313i,0.0034873+0.00083111i,0.0017923+0.0010185i,0.00046453+0.0010434i,0.00047089+1.2705e-05i,0.00056472-0.0010443i,0.00077104-0.00089338i,0.00080586-0.00037722i,-0.00019651-0.00037076i,-0.00091523-0.00036677i,-0.00063526-0.00119i,-3.3843e-05-0.0019448i,0.00011217-0.00029071i,4.5008e-05+0.00094453i,0.00012141+0.00054192i,0.00031219+0.00021566i,0.0002549+0.00053287i,-4.2259e-05+0.00076323i,0.00056192+0.00040245i,0.0013627-8.4314e-05i,0.00078187-0.00016695i,-0.00076256+0.00054056i,-0.0012771+0.00078042i
-0.0011442+0.00078948i,-0.0007503+0.00052445i,-0.00073296+0.00087554i,-0.0011081+0.0013638i,-0.0012111+0.0011944i,-0.0010115+0.00014881i,-0.00011679-0.00027579i,0.00078548-0.00040115i,0.00049917-0.00067392i,-0.00018075-0.00056707i,0.00050566-0.00052528i,0.00041312+0.00036304i,-0.00083941+0.0010482i,-0.0011647+0.0011414i,0.00015676+0.00067601i,0.0011424+0.00031393i,0.0010592+0.0006207i,0.00087641+0.00042244i,6.4958e-05-0.00011431i,-0.00081896-0.00010711i,-0.00073416-0.00069371i,-0.00014989-0.0010462i,0.00018275-0.0011552i
0.00088017-7.1248e-05i,0.0012105-0.0011166i,0.00035268-0.0011164i,-0.00035203-0.0006651i,-0.00050495-0.00054611i,-0.00058378+0.00024102i,-0.00059375+0.00038354i,-9.0161e-05-0.00013655i,-0.00039335-0.0001129i,-0.0010241+0.00010525i,-0.00058994+0.00044411i,0.00048044+0.00011831i,0.00086422+0.00014767i,0.00018442-4.7269e-05i,-0.00034181-0.00032419i,-0.00057587-0.0011776i,3.8728e-05-0.00137i,0.00063736-0.00036305i,0.00029198-0.00023174i,0.00028944+0.0003131i,0.00024513+0.00064742i,0.00013651+0.00029113i,-0.0001122-0.00017458i
-0.0019588-0.00053129i,-0.0012158-0.0012212i,-0.0016006-0.0017933i,-0.00072464-0.00086647i,0.00073931-0.00039826i,0.00076953-0.0011594i,0.00028897-0.00092886i,0.00036245+8.4581e-06i,0.00056787-8.2941e-05i,0.000243-0.00059484i,-0.001131+0.0003409i,-0.0012977+0.001316i,-0.0010164+0.00063719i,-0.00069453+0.00018668i,-0.00049929+0.0003707i,-0.00066176-0.00052112i,-0.00058943-0.0010678i,-0.00065072-0.00069593i,-0.00099415-0.00030535i,-3.4449e-05-0.00031592i,0.00048388-0.00016767i,-0.00072978-0.00029091i,-0.0010171-0.00048455i
0.0002719-0.0019784i,0.00023588-0.00022834i,0.00033492+0.00078541i,0.00017605+0.00034608i,0.00063067-8.3684e-05i,0.0008283+0.00020096i,0.0001125+0.00051908i,9.1325e-05+0.00096257i,0.0006624-0.0002937i,0.00062479-0.0018407i,0.00022074-0.00123i,-0.00039152-5.3493e-05i,-0.0006889+9.8458e-05i,-8.9184e-05-0.00022657i,8.3188e-05+5.7362e-05i,-0.00045983+0.0010695i,-0.00062871+0.00025464i,5.28e-05-0.00024044i,0.00054838+0.00022186i,5.8268e-05+1.8263e-05i,-0.00021463-0.00074401i,-0.00018639-0.0014414i,-0.00038532-0.00026265i
-0.0014139+0.0029614i,-0.0027986+0.0029414i,-0.0026874+0.0028979i,-0.00094156+0.0022413i,0.00025007+0.0012216i,-0.00070749-1.6856e-05i,-0.001258-7.4854e-05i,0.00037591+0.0010209i,0.0015128+0.00083464i,0.0011736-0.00047557i,0.00036775-0.00069115i,-0.0002056-0.00013198i,-0.00039218+5.9937e-05i,-0.00086945+0.00050839i,-0.00077133+0.0013676i,-0.0001959+0.0012825i,0.00032266-3.2302e-05i,0.00040543+3.1944e-06i,-0.00015804+0.0012587i,-0.00058068+0.00084614i,-0.0006246+8.667e-05i,-5.4641e-05+0.00041967i,0.00024011+0.00086622i
0.00059291-0.0016017i,0.00077248-0.0011795i,0.0015837-0.0014893i,0.00071268-0.00015233i,-7.3547e-05+0.0009008i,0.00035899+0.00012534i,0.00063015-0.0004344i,0.00051651+0.00041996i,0.00018568+0.00074802i,-0.00022+0.00069584i,0.00014455+0.00056669i,0.00067537+0.00011431i,0.00070843-0.00040307i,0.00046367-0.00045872i,0.00010741+0.00064708i,0.00014441+0.00054658i,0.00016403+0.00013687i,-4.6617e-05+0.0013518i,9.5637e-07+0.0019266i,-0.00017041+0.0010916i,-0.00038144+0.00010118i,-0.00068725-0.00023717i,-0.00087248+0.0001255i
0.00085341+0.00031761i,0.00058793+0.00052882i,5.9168e-06+0.00061627i,7.3262e-06+0.00087963i,0.00062289+4.4391e-05i,0.00039555-0.00083338i,-0.00041529-0.00132i,-0.0010889-0.0015575i,-0.001291-0.00063679i,-0.00090538+0.00095715i,-0.00023749+0.0017725i,0.00043875+0.0013626i,-0.00022543+0.0005148i,-0.00087904-5.5584e-05i,-0.00028148-2.7739e-05i,-0.0003162-0.00026998i,-0.00067167-0.00044058i,-0.001404-0.00021602i,-0.0010681-0.00038945i,0.00037851-0.00068663i,0.00041276-0.00047492i,-0.00027851-8.8894e-05i,-0.00047917-0.00020111i
-0.0021777+0.0010013i,-0.0031157+0.00088826i,-0.0032617+0.0014843i,-0.0018388+0.0012437i,0.00058886+0.00050257i,0.0011265-0.00015982i,0.00052888+0.0001311i,0.0003204+0.00060575i,6.7111e-05+0.00041647i,-0.00013123-0.00028757i,-0.0004473-0.00057384i,-0.00035579+3.0814e-05i,0.00091615+0.00047595i,0.00085638+0.00026663i,-0.00023806-8.2759e-05i,-0.00035308+0.00033371i,0.00079289+0.00037079i,0.0012988-0.00049201i,0.00027408-0.00063845i,0.00020414+0.00017429i,0.00057614+0.00083391i,0.00054989+0.00041806i,0.00053414-0.00011495i
-0.00032637-0.00024181i,0.00021068-0.0010125i,-0.00027992-0.0011553i,0.00018827-0.00070064i,0.00074286-0.00094084i,0.00015849-0.0011579i,-0.00035228-0.00086634i,-2.8891e-05-0.00018041i,-4.1978e-05-0.00020272i,-0.00040114-0.0010112i,-0.00049509-0.00048039i,-0.00097243-4.9476e-05i,-0.00080593+0.00034693i,-0.00047386+0.0011751i,-0.000374+0.00091648i,-0.00018354-1.1918e-05i,0.00040466-0.00081792i,0.0013139-0.0010196i,0.0013485-0.00033576i,0.00060043-0.00057508i,0.00074526-0.0012973i,0.0014596-0.00056365i,0.0012022+0.00024788i
-0.0011784-0.00061302i,-0.001962+5.3792e-05i,-0.0035923+0.00087886i,-0.0022576+0.0016459i,0.00040113+0.001781i,0.0014345+0.0008291i,0.0011603+0.00013692i,0.00062345+0.00042142i,0.00022903+0.00026055i,0.00016647-3.4206e-06i,-0.00024175-0.00013995i,-0.00037351-0.0007271i,-0.00015366-0.00061545i,-2.1327e-05-0.00056613i,0.00022366-0.00078248i,6.1584e-05-0.00030131i,-0.00016988-0.00061698i,-0.0002863-0.00085817i,-0.00082086-0.00083804i,-0.00034037+8.0855e-05i,0.00027287+0.00059006i,0.00026211+0.00044755i,-0.00034162+0.00089131i
-0.0024707+0.00056059i,-0.002531+0.00050737i,-0.0017301+0.0015987i,-0.00067332+0.0020157i,7.708e-05+0.0010617i,0.00033519+1.3965e-05i,0.00020561+0.00014945i,-8.5156e-05+0.00057192i,0.00022375-7.0799e-05i,0.00059166+0.00031207i,0.00057692+0.00087035i,0.00056352-0.00022326i,0.00024133-0.00089341i,0.00011073-0.00029562i,0.00029435+3.684e-05i,-0.00018527+0.00043338i,8.2966e-05+0.00095972i,0.00078418+0.00056887i,0.00043391+0.00032377i,-0.0002824+0.00042103i,-0.000574-0.00013421i,-0.001195-0.00050757i,-0.0011137-3.7537e-05i
0.0017956+0.00097465i,0.0014214+0.0021296i,0.001483+0.0025385i,0.0012798+0.0010358i,0.00070662-0.00051551i,0.00011741-0.0012288i,0.00038517-0.00024011i,0.00086989+0.00033011i,0.00011594-0.00041357i,-0.0013475-0.00080183i,-0.0012675+1.0453e-05i,7.4955e-05+0.00067152i,0.00089635+0.00033455i,0.00036041+4.4336e-05i,-0.00047889+0.00056299i,-0.0011758+0.0013965i,-0.0010495+0.0011553i,-0.0014007+0.00053694i,-0.0013617-3.5712e-05i,-0.00032671-0.0010369i,0.00048261-0.0014597i,0.00098241-0.0011396i,0.0005739-0.000397i
0.00064817-0.0013745i,0.00057144-0.00074634i,0.0011989+0.00025253i,0.00091251+0.00047553i,0.0007782-0.00054721i,0.00037141-0.0011328i,-0.0004134-0.00067086i,7.6809e-06-0.00028196i,0.00058744-0.00022808i,-0.00022667-0.00050369i,-0.001121-0.00066305i,-0.00058569+8.6973e-05i,0.00036393+0.00099483i,0.00104+0.00050123i,0.00062583-0.0004604i,-0.00016122-0.00080884i,3.5521e-06-0.0011563i,0.00053919-0.0010983i,0.00038683-0.00051889i,-0.00067686-9.8847e-05i,-0.00057405-0.0003965i,0.00030289-0.00057185i,0.00030015-0.00027376i
0.00024869-0.0011852i,0.00010798-0.002162i,7.1172e-05-0.0034723i,-0.00072719-0.0019522i,-0.0010555-0.00065806i,-0.00087427-0.00097379i,-0.0010228-0.00084469i,-0.00054721-0.00037883i,-0.00018361-0.00073519i,-0.00020576-0.00081648i,-0.00066518-6.392e-05i,-0.0016541+0.00059797i,-0.0018276+0.0003921i,-0.0013213-8.4345e-05i,-0.00087589+0.00039677i,-0.000293+0.00046035i,-3.4657e-05+0.0010729i,-0.00018708+0.001713i,-0.00025023+0.0011841i,5.193e-05+0.00030037i,0.00044487-0.00020622i,-6.6392e-05-0.00051231i,-0.00027942-0.0002767i
-0.0017052+0.0022381i,-0.0016715+0.002767i,-0.0016427+0.0031555i,-0.00043092+0.002795i,0.00075594+0.0015126i,0.0014827+4.7762e-05i,0.001659-0.00055988i,0.0014145-0.00071361i,0.00022877-0.00096837i,-5.0222e-05-0.00060903i,0.0006162+9.5244e-05i,0.00034172-7.3591e-05i,-0.00037755-0.00035123i,0.00019198-0.00049564i,0.00066936-0.00014668i,0.00011382+0.0001765i,-6.9611e-06+0.00011821i,-0.00024652+0.00039625i,-0.00010891+0.00052772i,0.00064863+0.00052038i,0.00073391-2.4064e-05i,0.00048621+0.00024967i,0.00012189+0.0003412i
0.00099452-5.7356e-05i,0.0011154+0.0011497i,0.00081674+0.0013223i,0.00088622+0.0013376i,0.0010176+0.00013421i,0.00047757-0.0018293i,-0.00024258-0.002183i,8.6615e-05-0.0010216i,-4.0165e-05+9.1368e-05i,-0.00094427+0.00048349i,-0.00042911+0.0005402i,6.8022e-05-0.00031131i,-0.000224-0.00062585i,-0.00052125-0.00017751i,-0.00034818+0.00034255i,4.4069e-05+0.00083288i,-0.00019826+0.0010813i,-1.0746e-05+0.001055i,0.00042865+0.00082299i,0.00036209+0.00049757i,5.462e-05+0.00020988i,0.00024672-0.00031671i,0.00021184-0.00025908i
-0.0014422+0.0011542i,-0.00092952+0.0014198i,-0.0009844+0.0021995i,0.00013408+0.0019598i,0.00090943+0.0014766i,3.6974e-05+0.00081097i,-0.0010476+0.0008187i,-0.0012029+0.00087381i,-0.00041301+0.00065381i,0.00011098+0.0011061i,0.00058266+0.0014816i,0.0010568+0.00071632i,0.00072193+0.00071356i,0.00086129+0.000516i,0.00029698+0.00027631i,-0.0002411+0.00064344i,-0.00022656-2.5161e-05i,0.00012372-0.00058489i,0.0008141-0.00022013i,0.00097212-0.00011519i,0.00053332-9.9992e-05i,0.00028347-0.00018025i,-0.00043234+0.00018058i
0.00017539-0.0030304i,-0.0010626-0.0017758i,-0.0019878-0.0011733i,-0.0017502+0.00069519i,-0.00086449+0.0011715i,8.5588e-05+0.001148i,0.00015211+0.0015152i,-0.00034577+0.001254i,-0.0010571+0.00050271i,-0.0016477+0.0003162i,-0.0018587-0.00010355i,-0.00099701-0.00033894i,0.00029311+0.00091834i,0.00039791+0.0009695i,-4.8617e-05+0.00017198i,-7.2792e-05+0.0002365i,-0.00018269+0.00096491i,8.1462e-05+0.00088309i,0.00096307-4.0122e-05i,0.0010024-0.00013944i,3.1944e-05+0.00029624i,-0.00086463+0.00030033i,-0.00063066-8.6411e-05i
-0.00040566+0.0038874i,-0.00065624+0.0038805i,0.000606+0.0034355i,0.0014243+0.0022454i,0.0016714+0.00024613i,0.00083015-0.001457i,0.00020667-0.0018148i,0.00019923-0.001004i,0.0010345-0.00066905i,0.001413-0.00054373i,0.00087871+0.00025935i,0.00053962+0.00074192i,0.00032235+0.0007648i,0.00028213+0.00021499i,0.00055349-0.00055222i,0.00036399-0.00035354i,0.00025838-7.7589e-05i,0.00060231+9.7852e-05i,0.00069848+0.00031596i,0.00040222+0.00076207i,0.0001309+0.00062289i,0.0003576+0.00014211i,0.00040669-0.00019009i
3.9477e-05-0.0023551i,0.00014613-0.0025164i,-0.00015103-0.0024906i,-0.0014337-0.0016181i,-0.001268-0.00098881i,0.00092549-6.1901e-05i,0.001411+0.00018292i,0.00038149-7.6143e-06i,9.9212e-05-0.00044329i,-0.00040963-0.00046251i,-0.00065932+0.00019776i,-0.00068265+0.00015203i,-0.00074201-7.5372e-05i,-0.0010946+0.0001834i,-0.0006943+0.00039698i,0.0004145+0.00051782i,7.7847e-05+0.00013884i,-0.00014091+0.00014211i,0.00031674+0.00024687i,0.00043944-0.00012835i,0.00029291-0.00017879i,4.3025e-05+0.00016684i,0.00023629+0.00087789i
0.0024782+0.0017664i,0.0018212+0.002126i,0.0025067+0.0023958i,0.0019701+0.0017783i,0.00075608-0.00023903i,-8.3036e-05-0.0016066i,-0.00015662-0.0013839i,0.00073775-0.00063473i,0.00081073-0.000657i,0.00046693-0.00069649i,0.00021405-0.00061766i,0.00028604-0.00097432i,0.00050852-0.0010313i,0.00049983-0.0003953i,0.00017757+6.3777e-05i,-9.5595e-05+0.00037149i,-0.00037943-0.00014526i,-0.00036208-0.00099245i,0.0001492-0.0013255i,-0.00061456-0.00098382i,-0.0014223-0.00065414i,-0.0010363-0.001104i,-0.00028949-0.00086294i
-0.00046752-0.00046886i,-0.00017025+0.00063479i,-0.00058965+0.0004479i,-0.0014892-0.00069841i,-0.0012013-0.00089474i,-0.00036102-6.9584e-05i,0.00032835+0.0015236i,0.00014678+0.0026075i,0.00017728+0.0018407i,0.00065401+0.00072213i,0.0005821+0.00042203i,0.00024545+8.4335e-05i,0.00068023-0.00017494i,0.00042691-0.00015253i,-0.00029029+0.00056737i,-0.00030504+0.0018302i,5.3578e-05+0.0017213i,2.715e-05+0.00093643i,-0.00027241+0.00068025i,-9.7925e-05+5.0005e-05i,0.0001628-0.00016638i,0.00037183+5.0886e-05i,5.5826e-05+0.00016438i
-0.00084992-0.0011739i,-0.0012179-0.00040741i,-0.0017362-0.00017946i,0.00012103+0.00062393i,0.0027995+0.00078305i,0.003096+0.00030275i,0.0012651-0.00012947i,0.00026764-0.0004285i,-0.00046473-0.00010663i,-0.0011736-0.00010541i,-0.00044258+0.00069341i,0.00033816+0.0015458i,0.00044272+0.0011193i,0.00053508+0.00038291i,6.6189e-05-8.7582e-05i,-0.00044428-0.00019981i,1.9947e-05-0.00037006i,0.00011608-0.00035382i,-0.00050128-0.00022769i,-0.00046483-0.00022183i,-0.00059395+5.2304e-05i,-8.7944e-05+0.0004417i,0.00062773+9.0076e-05i
-0.00058661-0.00012875i,0.00014099+0.00063453i,2.019e-05+0.00077407i,-0.0002349+0.00079006i,-0.00034987+0.00058051i,1.8334e-05-0.00024593i,0.00065864-0.00044278i,-4.1578e-05-0.00029117i,-0.0007264-0.00029699i,-0.00050647-6.8069e-05i,-0.00038203+0.00040987i,-0.00089136+6.58e-05i,-0.0015783-0.00013791i,-0.0010284+0.00047064i,0.00028962+0.00084614i,4.664e-05+0.00042721i,-0.00016295+0.00014716i,0.00016863+0.00052325i,0.00053934-8.0175e-05i,0.00027175-0.00081311i,0.0001134-0.00062417i,0.00076282-0.0011029i,0.00105-0.0015883i
0.0014916+0.0020042i,0.00098946+0.002747i,0.0016232+0.0031735i,0.0011001+0.0025168i,0.00025001+0.00099413i,8.8507e-06-0.00027383i,-0.00033791-0.00030114i,-0.0008701+0.00014892i,-0.00054862-0.00032252i,-0.00034714-0.00064178i,-0.00065853-0.00019544i,-0.00069456-0.00012597i,-0.00041928-0.0005018i,-0.00059529-0.00059041i,-0.00025333+0.00013101i,-2.6123e-05+0.00048743i,-0.00082035-2.086e-05i,-0.00055884-0.00014995i,-0.00015873+0.00047909i,-0.00095881+0.00035413i,-0.00062171+0.00013837i,3.2747e-05-9.2517e-05i,-0.00027532-0.00044458i
-0.0029496+0.0021813i,-0.00272+0.0030656i,-0.0024208+0.0045973i,-0.0014337+0.0045432i,-0.00038452+0.0028038i,4.5148e-05+0.00053263i,0.00038421-0.00053841i,0.00058226+9.9375e-05i,0.00014211+0.00042658i,0.00059979+0.00010767i,0.0018404+0.00069736i,0.001333+0.00087458i,1.617e-06+0.00032683i,-0.0010542+0.00046158i,-0.0013158+0.00094118i,-0.00031705+0.00059158i,0.00026456-5.2919e-05i,1.956e-05+0.00029041i,0.00078857+0.00034445i,0.0010013-0.00011426i,0.00026922+0.00038911i,3.644e-05+0.0005066i,0.00024366-0.00010402i
0.00044195+0.00093552i,0.00016355+0.001176i,-0.00020022+0.0013365i,0.00044785+0.0012478i,0.0011897+0.0005462i,0.0016167-0.00015545i,0.0009357-0.00041795i,0.00033621-0.00021429i,0.00057263-0.00038589i,0.00036171-0.00051215i,-9.2733e-05+0.00030407i,-0.00060525+0.00054542i,-0.00072904+0.00014078i,-9.0424e-05+0.00027464i,-0.00034171+0.00088297i,-0.00075991+0.0010136i,-0.00070186+0.00074739i,-0.00057038+0.00073708i,0.00018901+0.00054224i,0.00045548+0.00043223i,0.00021793+4.6497e-05i,0.00052662-0.00035013i,0.00036391+5.1351e-05i
