-0.0025002+0.00259i,-0.0033279+0.0020477i,-0.0028348+0.0014253i,-0.00087372-2.2254e-05i,-0.0002618-0.00075325i,0.00014573-4.8074e-06i,0.0006928+8.7589e-05i,0.00080488-9.6406e-05i,0.00082022-0.00039483i,0.0010335-0.001025i,0.0010655-0.00056662i,0.00078544-0.00013821i,0.00029918+0.00010385i,0.00026673+0.00061567i,-0.00023439+0.0004438i,-0.00038286-0.00047651i,-0.00035277-0.00042058i,-0.00094703+2.9161e-05i,-0.0011382+0.0004929i,-0.0007768+0.00012784i,-0.00042492-0.00025354i,-0.00086885+4.9107e-05i,-0.00070358+0.00033169i
0.00039184+0.00020808i,-0.00086655+0.00030575i,-0.0003852-3.6319e-05i,0.00050462-0.00075465i,0.00056193-0.0016518i,0.00078391-0.0012087i,0.0011962-0.00040642i,0.00072035-0.0003366i,-1.0323e-05-0.00054248i,-0.00045454-0.00010047i,-0.00090672-0.00029951i,-0.00070852-0.00065377i,-0.00015737+0.00027767i,0.00069533+0.00046133i,0.00056366-0.00021244i,-0.00012591-0.00024759i,-0.00054313-0.00037745i,-0.00065855-0.0010897i,0.00011717-0.0010071i,0.00087061-1.5056e-06i,0.00082315+8.071e-05i,0.00038028-0.00088277i,9.2982e-05-0.00083296i
0.0010475+0.001195i,0.0017425+3.0473e-05i,0.0014007-7.2177e-05i,0.00044018+0.00045966i,-0.0005584-0.00056829i,-0.00050917-0.0017445i,0.00020279-0.0014896i,0.00096277-0.00072985i,0.00081564-0.00070452i,5.0136e-05-0.00066747i,-8.8153e-05+2.5141e-05i,0.00051045+0.00028569i,0.00060748+0.00018647i,-2.6281e-05-0.00019872i,0.00047499-0.00050383i,0.00075708-0.00089475i,-1.9265e-05-0.00075055i,-0.0008029-0.00052794i,-0.0012156-0.00041345i,-0.00068295+0.00086713i,-0.00029946+0.00081752i,7.5958e-05+0.00010069i,0.00051507+0.00029368i
0.0010431+0.00026749i,0.0015941+0.0012227i,0.0032569+4.6547e-06i,0.0025782-0.0010822i,0.00062088-0.0012124i,-0.00013952-0.00085861i,0.00041628-0.00012292i,0.00047074-0.0002819i,-0.00018342-0.0012677i,-0.00050895-0.0016366i,-0.00054192-0.00090685i,-0.00071742+0.00059557i,-0.00076466+0.00034139i,-0.00050569-0.00024074i,-0.00022784-0.00039198i,-0.00045678-0.00044837i,-0.00031873-3.8918e-06i,8.6356e-05+9.8367e-05i,0.00082358+0.00021076i,0.0006289-4.835e-05i,0.00036922-0.00044725i,0.00065887+0.00033745i,0.00048683+0.00053433i
-5.1452e-05-0.00059315i,0.00074446-0.00077929i,0.0017672-0.00046917i,0.0019589+2.8606e-05i,0.00066516-0.00065242i,0.0001601-0.0012043i,0.00095214-0.00039481i,0.0013754-0.00024842i,0.00016985-0.00041512i,-0.0008141-8.4107e-05i,-0.00040418+0.0002741i,0.00015737+0.00082626i,-0.00053661+0.00077775i,-0.0012542+0.0006024i,-0.0013013-4.607e-05i,-0.00096609-0.00034688i,-0.00087073-0.00035709i,-0.0010872-0.00076057i,-0.00073762-0.0003102i,-0.00020869-0.00046412i,0.00019424-0.00071597i,1.1346e-05+0.000278i,-0.00019646+0.00048555i
0.00041305-0.0020915i,0.00013056-0.0018266i,-0.00048292-0.0028286i,-0.00086702-0.0027583i,-0.0011832-0.0015224i,-0.00091526+0.00010971i,0.00047182+0.00018226i,0.00089151-0.00072397i,-6.1988e-05-0.0011803i,-0.00083529-0.00026132i,-0.00062504+0.00081459i,-0.00074806+0.0013381i,-0.0013049+0.0013373i,-0.00050129+0.00058804i,0.00031715+0.00016586i,-0.00051969-0.00029445i,-0.0009542-0.00073829i,-0.00044298-0.00026864i,-3.2158e-06+0.00055426i,0.00018566+0.00082166i,-0.0005279+0.0010553i,-0.00016864+0.00093852i,0.001248+0.00056811i
0.00079795-0.00071495i,0.0010993-0.00045603i,-1.1561e-06-0.00026514i,-0.00056155-0.00035124i,-2.0394e-05-0.00053477i,0.00097657-0.00075354i,0.001048-0.00034226i,0.00080866-0.00085863i,0.00012449-0.0013641i,-0.00043085-0.0012861i,-0.0002046-0.00068981i,0.00033727+0.00018156i,0.00049661+5.4334e-05i,0.00025423-2.1964e-05i,-0.00084027+0.00065763i,-0.001115+0.0007442i,-0.00030889+0.00080006i,0.00010117+0.00038597i,0.00071926+7.6507e-05i,0.00055857-6.5081e-05i,0.00051699-0.00010324i,-9.2601e-05+0.00034565i,-0.00064863+4.4488e-05i
0.00095492-0.00094824i,0.0010503+0.00029502i,0.00088185+0.00082008i,0.00097772-5.0966e-05i,0.00021516-0.0015392i,-5.0873e-05-0.0017958i,0.00070132-0.0016304i,0.0010902-0.0019498i,0.00010547-0.0014222i,-0.00044456-0.00066185i,-0.00024885-0.0010651i,-0.00055772-0.0019475i,-0.00068989-0.0013216i,-0.00073648-0.00066395i,-0.00052817-0.00063662i,-4.0404e-06+1.2654e-05i,-0.00030894+0.00044395i,-0.00054045+0.0004004i,0.0004034+8.3515e-05i,0.0011108-0.00047483i,0.00099941-0.00078247i,0.00072334-0.00093094i,0.00051357-0.00046465i
-0.00019728-0.0024731i,-0.0008309-0.002577i,-0.00038769-0.0025922i,0.00016277-0.0010938i,-0.00024526-0.00053047i,-0.00016776-0.00065266i,0.00066265-0.00029336i,0.0011013-0.00053012i,0.00054919-0.00081713i,-0.00046189-0.00096742i,-0.0010869-0.00066049i,7.9068e-05-0.00014158i,0.0005648-0.00016425i,-0.00055613-0.00075233i,-0.0007132-0.00057797i,-0.00014009-0.00021839i,4.3747e-05+0.00025859i,0.0002046+0.00027549i,0.00035094-0.00010199i,0.00017713+8.2253e-05i,0.00020206-0.00036958i,0.00031452-0.00040426i,-0.00026804+0.00022785i
0.00041311+0.0010488i,0.00016861+0.0011452i,0.00040743+0.001629i,0.00083276+0.0004006i,0.00062108-0.00060597i,0.00038218-0.00085213i,0.00023008-0.0010036i,0.00030015-0.00092538i,0.00031708-0.00059918i,-0.00061046-0.0003361i,-0.00093984-0.00036631i,-0.00026612-0.00071675i,0.00056616-0.00068689i,0.00093195+1.9411e-05i,0.00034148+0.00013132i,-0.00033431-0.00013904i,7.0739e-05-0.0001758i,0.00031545-0.0002605i,-9.015e-05-0.00082248i,2.0499e-05-0.0010995i,0.00028174-0.00036457i,0.00071378-1.8562e-05i,0.00062846-0.00051329i
0.0009834-4.5168e-05i,0.00015591+0.00025987i,0.00036762+0.00039209i,0.00055499+0.00082386i,0.00036016+0.0011862i,0.00064924+0.00027814i,0.0007515-0.0011586i,0.00051941-0.0016011i,0.00061959-0.001494i,0.0002186-0.00087243i,-0.00071013-0.00062649i,-0.00087127-0.00073587i,7.7014e-05-0.0005034i,0.00022387-0.00072043i,0.00010046-0.0005656i,-0.00033856-0.00033768i,-0.00039424+0.00018097i,0.00010795+0.00043929i,0.00071757+0.00035592i,0.00084636+0.00014069i,3.3774e-05-0.00022775i,-0.00065351-0.00055299i,-0.0005936-0.00093082i
0.0010932-0.0010721i,0.00084216-0.001034i,0.0013397-0.0012741i,0.0014915-0.0017908i,0.0014897-0.0015469i,0.00086455-0.00038395i,4.0787e-05+8.0214e-05i,-0.00022416-0.00073111i,-7.6483e-05-0.0014664i,0.00016269-0.00088521i,0.00021216-0.00016575i,-0.00017167-0.000162i,-0.00036453-2.3341e-05i,1.1191e-05+0.00035842i,2.5568e-05+0.00055292i,-9.8191e-05+0.00031404i,0.00027013-0.00024732i,0.00055694-0.00042015i,0.00068898+0.00013055i,-0.00037343+0.00040015i,-0.00038284-0.00020619i,-0.00015954-0.00076659i,0.00021272-0.0005158i
-0.00031019-0.002565i,6.7405e-05-0.00099766i,-0.00035853-0.0016565i,-0.0012157-0.0018146i,-0.0011183-0.0010083i,-0.00031799+0.0003332i,0.00022326+0.00071277i,-0.00010815-0.00072151i,-0.0010386-0.0012317i,-0.001493-0.00042281i,-0.0011257-0.00012966i,-0.00090725-0.00074229i,-0.0014544-0.00076377i,-0.00075764-0.00058408i,0.00034774-0.00032636i,0.00019954+8.0626e-05i,-0.00013283-0.00025331i,0.00031201+2.2429e-05i,0.00031582+0.00056492i,-9.3068e-05+0.00055067i,-0.00057523+0.00018123i,-0.00071803-0.00012839i,0.0001622-6.4367e-05i
0.00033191+0.00015144i,0.00013905+0.00096487i,-0.00052798+0.0015411i,0.00036432+0.00041492i,0.00065137-0.00028718i,0.00043277+0.00051994i,0.0014878+0.00044718i,0.0018596-0.00081874i,0.0010698-0.00098239i,0.00070718-0.001075i,0.00034386-0.0011829i,-0.0003013-0.0004297i,-0.00036449+0.00063806i,0.00015744+0.0003374i,0.0004359-1.4772e-06i,-1.6467e-05+8.7755e-05i,-0.00021964-0.00023891i,-1.2272e-05-0.00023873i,0.00027352+9.0417e-05i,-0.00021465+0.00077765i,-0.0006308+0.00045804i,-0.00062023-0.00048779i,-0.0005785-0.00056596i
-0.0019348-0.00024544i,-0.0019795-0.0004647i,-0.001444-0.0011894i,-0.0012545-0.0010838i,-0.0012325-0.0017204i,3.8671e-05-0.0019227i,0.0014072-0.0018386i,0.00098414-0.0012637i,0.00014713-0.00055754i,-0.0002926-0.00053803i,-2.1303e-05-5.1327e-05i,0.0002817+0.00059894i,-0.00060307+0.00059699i,-0.0007469+0.00030978i,-0.00013063+0.00020732i,2.8499e-05+4.6794e-05i,2.3428e-05-0.00041274i,0.00082549-0.0005231i,0.0014281-0.00024861i,0.00081304+9.0345e-05i,0.00028727+0.0002658i,-5.8213e-05+4.5009e-05i,-0.00015088-0.0002247i
-0.0006158+0.0012955i,2.3908e-05+0.0004127i,0.00055957+0.00022592i,0.00064952-0.00065048i,0.00042861-0.0018929i,-0.000378-0.0013747i,0.00031082-0.00044024i,0.00081578-3.5326e-05i,-0.00022019-0.00067998i,0.00014027-0.00054965i,0.00014726-3.1375e-05i,-0.00023686-0.0013501i,8.5531e-05-0.0017678i,-2.0896e-05-0.00065135i,3.9703e-05-0.00033897i,0.00013282-7.6311e-05i,-6.0265e-05+0.00022914i,-0.00049696-0.00011265i,-0.0005697-0.00037253i,-0.00062651-0.00040608i,-0.00027232+9.0581e-05i,0.00032118+6.8271e-05i,9.1793e-05-0.00028002i
-0.0020455+0.0015985i,-0.0020934+0.0019622i,-0.0028926+0.0032412i,-0.0015731+0.0030535i,0.00047488+0.0011874i,0.00066815-0.00046056i,0.0006578-0.00066867i,0.0010251-0.00046904i,0.00066452-0.00034946i,0.00031402+7.8849e-05i,0.00061098+0.00081275i,0.00046922+0.00013934i,0.00059644-0.00048611i,0.00065414+0.00014383i,0.00022655+0.00010401i,-0.00014737-0.00026262i,1.5194e-05+0.00016034i,-4.4831e-05+0.00038602i,-0.00024553+0.00065859i,0.0004167+0.00067558i,0.00060024+0.00036066i,-4.269e-05+0.00093636i,-0.00027375+0.00091648i
0.00062176-0.00079737i,0.00090465-0.00078794i,0.00048263-0.0012558i,0.00019683-0.001206i,-0.0003786-0.00077792i,-0.00059227-0.0010904i,-5.2561e-05-0.00097309i,0.00036204-0.00032596i,-0.00054705-0.00047211i,-0.0013717-0.0008694i,-0.0012318-0.00042821i,-0.00099148-8.2407e-05i,-0.0007208-5.9515e-05i,-0.00048018+8.3988e-05i,-0.001192-1.3522e-05i,-0.00098432+0.00028584i,0.00062259+0.00046998i,0.0012564+7.8895e-05i,0.00081579-1.2254e-05i,0.0002554+4.2318e-05i,-0.00024261+0.00014557i,-0.00034241+0.00055813i,-5.4781e-05+0.0010599i
0.001281+0.00016458i,0.0022665-0.00027471i,0.0028283-0.00060778i,0.00090037-0.00040954i,-0.0003274-0.00073504i,0.0005187-0.00046271i,0.0012565-0.00014934i,0.00046838-0.0003686i,-0.00071832-0.00078846i,-0.00080971-0.00097413i,-0.00046249-0.000823i,-0.00017042-0.00090974i,-0.00043329-0.00077006i,-0.00012994-2.8837e-05i,0.00065186-9.43e-05i,0.00093985-0.0006994i,0.0012645-0.0004532i,0.0010989-0.00048928i,0.00024352-0.00065166i,6.8654e-05-0.00083909i,0.00050871-0.00043716i,0.00030322-0.00010786i,0.00016725-0.00039278i
-0.00042198+0.00025333i,-0.0010684+0.0020188i,-0.00040653+0.0018484i,0.00095522+0.00034696i,0.0013522-0.000762i,0.00057306-7.6624e-05i,9.6033e-05+0.00015737i,0.00026891-0.00058523i,6.3539e-05-0.0011764i,-0.00081553-0.00082712i,-0.00051053+5.2038e-05i,0.0011584+0.00045863i,0.001433-4.8285e-05i,0.0010137-0.00071084i,0.00065258-0.0011102i,0.0005268-0.0014835i,0.00013356-0.0011244i,-0.00011506-0.00051852i,0.00010784+8.2677e-05i,0.0001104-0.00013211i,0.00054754-6.1984e-05i,8.9441e-05+0.00031327i,-0.0009199+0.00033844i
-0.0016045+0.00047551i,-0.0016777+0.00031931i,-0.001199+0.00060704i,-0.0010503+0.0010191i,-0.00092478+0.00089302i,-0.00066292+0.0002962i,7.6922e-06-0.00023348i,0.00075267-0.00077733i,0.00055119-0.00023493i,1.7473e-06+0.00048572i,-0.00020528-9.6783e-06i,-0.00034904-0.00037336i,4.5825e-05+0.00051008i,-9.7803e-05+0.00074511i,0.00016691-1.3544e-05i,0.00043788-0.00059956i,-5.0508e-05-0.00059013i,-0.00063379-0.00020911i,-0.00093236+2.4394e-05i,-0.00095063+0.00029834i,-0.00062935+0.00081594i,0.00030553+0.00069789i,0.00043071+0.00085071i
-0.0016635-0.0010194i,-0.0015798-0.00097265i,-0.0017794-0.0017959i,-0.00021142-0.0014811i,0.00045409-0.0011057i,2.3726e-05-0.00095123i,-0.00023486-0.0010208i,-9.4039e-05-0.001873i,-0.00028938-0.0017366i,-0.00085566-0.001101i,-0.001293-0.00072159i,-0.0013751+0.00032121i,-0.0008889+0.00089244i,5.6902e-05+0.00073947i,-0.00017795+0.00053087i,-0.00013597+0.00054124i,0.0001564+0.00044744i,-0.00016415+0.00063401i,-6.8446e-05+0.00046426i,0.00053166-0.00053327i,0.00090999-0.0002924i,0.00015403+0.0010264i,-0.00051815+0.00032776i
-0.0053064-0.0016189i,-0.0040897+0.00076179i,-0.0041094+2.2692e-05i,-0.0024282-0.00050298i,-7.797e-05-0.00070756i,0.00097954-0.0014493i,0.001008-0.0016209i,0.00019105-0.0018982i,-0.00054813-0.0021908i,-0.00022307-0.00093575i,-0.00038323+0.00069029i,-0.00054593+0.00105i,-0.00060921+0.00094098i,-0.0011352+0.00014821i,-0.0010671-0.00038297i,-0.00065559-0.00020506i,3.5159e-05-6.5326e-05i,0.00044506+0.00021079i,-0.00015116+0.00027289i,-0.0005675-0.00014005i,-0.00036818-0.00025295i,8.7891e-05+0.00029547i,0.0004642-0.00030381i
0.0023833+0.0017895i,0.0017943+0.0010415i,0.0013245+0.00018478i,0.0012324-0.00079954i,0.0017552-0.0017804i,0.0014237-0.0020017i,0.0017415-0.00098565i,0.0014683-0.0003451i,-0.00022788-0.00097122i,-0.00065088-0.00061469i,-0.00033008-8.8579e-05i,-0.00016208+1.125e-05i,0.00013105+0.00021585i,2.1094e-05+0.00014089i,0.00010715-8.3252e-05i,-4.1395e-05-0.00050345i,-0.0005763-0.0010546i,-3.7994e-05-0.00074715i,0.00050322+3.9199e-05i,0.00079209+0.00080823i,0.0013791+0.00099787i,0.00067506+0.0012685i,-0.00070081+0.00058608i
-0.00060656+0.0019526i,-0.00090703+0.0020702i,0.00051109+0.0021537i,0.0011577+0.0009507i,0.00014397+0.00020385i,-0.00058098-0.00087458i,-0.00059525-0.0017632i,-0.00031869-0.00098318i,-0.00036916+0.00011858i,-0.00042353+0.00056975i,-1.9645e-05+0.00028625i,-0.00034836-0.00061542i,-0.0014283-0.00076621i,-0.0018302-0.00080474i,-0.00048997-0.0004941i,0.00031429+0.00047384i,-0.00021765+0.00048667i,-0.00058322-3.4439e-05i,-0.00014413-4.0605e-05i,0.00046653+0.00027621i,0.00035238+0.00018456i,0.00047292-0.00024685i,0.00068088-0.00057924i
0.0045942+0.00062821i,0.003607+0.00069126i,0.0033326+0.00013117i,0.0019151-0.00061102i,0.00029462-0.0015011i,-0.00068645-0.0017058i,-0.00010155-0.00091178i,0.0005137-0.00061715i,-0.00035854-0.0010719i,-0.0010515-0.0011271i,-1.5322e-05-0.0010591i,0.00053697-0.0013044i,-8.2337e-05-0.0014186i,-0.00040958-0.0012568i,-4.0963e-06-0.00074881i,0.00034521-0.00030733i,0.00067223-0.00046617i,0.0003592-0.00033616i,-0.00019672+0.00033609i,-4.6339e-05+6.9398e-05i,0.00028626-6.9903e-05i,0.00034066+0.00024691i,0.00010223+0.00056837i
0.00065384+0.0012469i,0.000496+0.0011351i,0.0018336+0.00082642i,0.0025743+2.8651e-05i,0.0012576-0.00048021i,0.00023971-0.00086679i,0.00022648-0.0010727i,-0.0002896-0.00088136i,-0.00059181-0.00080907i,-0.00079754-0.00064928i,-0.00071569-0.00037769i,4.9745e-05-0.00015833i,0.00030591+1.6269e-05i,0.00039094-0.00019369i,0.00052098-0.00091583i,0.00036858-0.0016277i,0.00036566-0.0013062i,0.00014132-0.00081473i,-0.00014152-0.00080691i,-0.00082207-0.00026561i,-0.00058165+0.00046985i,0.0004177+0.00064641i,0.00055772+0.00021861i
0.00093013-0.0002257i,0.00048576+0.00023864i,0.00029904-0.00058714i,0.00025985-0.001687i,-0.00063223-0.0025258i,-0.00010385-0.0018685i,0.0012871-0.00022556i,0.001139+0.00020341i,6.7579e-05-0.00048154i,-0.00073313-0.0014444i,-0.00070946-0.0010072i,-0.00051581+0.0002646i,-0.00050063+0.00040456i,0.00047256+0.0002875i,0.00015348+0.00053615i,-0.00042039-0.00010066i,-0.00051095-0.00098868i,-0.00087463-0.00080087i,0.00018229+0.00017601i,0.0010589+0.00031359i,0.00078125-0.00052824i,-0.00030861-0.00076355i,-0.00025082-0.00021213i
0.0013394+0.001322i,0.0014998+0.00056146i,0.0022618+0.00060017i,0.0021886+0.00084983i,0.0011926+0.00062044i,0.00024601+0.0002119i,0.00067704-0.00032621i,0.0015199-0.00058275i,0.0012677-0.00094347i,0.00030518-0.0012093i,0.00013816-0.0011931i,0.00038745-0.00054439i,-5.7284e-05+0.00032725i,-0.00061716+0.00024863i,-0.0011458-0.00011423i,-0.0012755-0.00050243i,-0.0011258-0.00096613i,-0.00098481-0.00073838i,-0.00068125-0.00048659i,-0.00020995-0.00034341i,0.00061532-9.1546e-05i,0.00034703+0.00056107i,-0.00027376+0.0009422i
-0.00094116+0.00077732i,-0.00026205+0.0011148i,-0.00071563+0.00031163i,-0.0016282-0.00093593i,-0.0018027-0.001132i,-0.00061578-0.0010364i,0.00064408-0.00049179i,0.0013848-0.00060983i,0.00061618-0.0010802i,-0.0011488-0.001416i,-0.0011111-0.0012447i,-0.00043306-0.00082319i,-0.00018756-0.00071233i,0.00033044-0.00067824i,0.00072337+7.3635e-05i,0.00097274+0.00057505i,0.00089492+0.00077611i,8.9546e-05+0.0006845i,7.9977e-05-8.9659e-05i,0.00076164+0.00020178i,0.00056892+0.0010566i,0.00033073+0.00075959i,0.0001363+0.00026058i
0.000573-0.0015496i,0.0014512-0.00094184i,0.0015056+0.00031311i,0.0015603+0.00015063i,0.00074634-0.00062515i,1.024e-05-0.00030997i,0.0009553+4.649e-05i,0.0014905-0.00051378i,0.00051604-0.00081683i,-0.00053863-0.00011143i,-0.00028157+0.00072354i,0.00085057+0.00051932i,0.00096789+0.00036488i,0.00042611+0.00021653i,0.00051124+0.00041882i,0.00067312+0.00015562i,0.00045777-0.00016421i,-0.0001194+0.0010556i,-0.00034208+0.0015464i,4.7046e-05+0.0007314i,0.00031308+0.0006508i,0.00027353+0.00051017i,-5.8449e-05-0.00038246i
0.001442+0.00013822i,0.0010581+0.00013604i,0.00085672-0.0005314i,-0.00012582-0.00097183i,-0.00032934-0.0015895i,0.00011987-0.00096384i,0.00010916+0.00010418i,0.00012545+0.00013309i,-0.00031988-0.00023988i,-0.00097737-0.00061896i,-0.00090024+5.5098e-05i,-0.00042+0.00089456i,-7.585e-05+0.00052626i,0.00024182+4.2904e-05i,0.0007614-2.779e-05i,0.0011117-0.00015583i,0.0014373-0.00069763i,0.00087173-0.00098831i,0.00047556-0.00055614i,0.00060503+0.00015067i,8.5799e-05+7.0733e-05i,1.0848e-06+0.00011011i,0.00023271+0.00043139i
-0.0020816-0.00027958i,-0.0015866+0.00024692i,-0.00069038+0.0015891i,-0.00010978+0.0018613i,0.00015948+0.00020168i,0.00017391-0.00057743i,-0.00011421-0.00081123i,-0.00036674-0.00051061i,-0.00059061+0.0001612i,-0.00078868+0.00017912i,-0.00055585-0.00027212i,-9.6549e-05-0.00082715i,-0.00026412-0.00026064i,-0.00027581-2.2605e-05i,-7.3717e-05+1.1496e-05i,0.00027553+6.8209e-05i,0.00042975+0.00035475i,0.00069373+0.00050622i,0.001168-0.00034369i,0.00079535-0.00023549i,0.00012818+0.00019394i,9.9565e-05+0.0003156i,0.00041605+0.00054153i
0.0017343-0.00078079i,0.0025472-0.0011043i,0.00099832-0.00071151i,0.0004336-0.00061392i,0.0011938-0.0012362i,0.0010849-0.001114i,0.00054686-0.0010244i,0.00046402-0.0011493i,0.00019312-0.0015211i,-0.0002323-0.0014716i,-0.00092276-0.0014712i,-0.00071559-0.00059255i,-0.00073139+9.633e-05i,-0.00041427+0.00014391i,-0.0002675+0.00031068i,-0.0011702-0.00033443i,-0.0013121-0.00076163i,-0.00054288-0.00063907i,0.00046983-0.00049412i,0.00020117-0.00052312i,-0.00033118-0.00046199i,3.647e-05-1.8734e-05i,-9.0614e-05+0.00078351i
-0.00031095+0.002975i,-0.00017423+0.0035875i,0.00088425+0.0030613i,0.0016278+0.0012608i,0.0014558-0.00067417i,0.00069017-0.0013667i,-0.00027878-0.00073478i,-0.00033699+0.00045443i,0.00020375+0.00025984i,-0.00017638-7.8088e-05i,2.6359e-05+3.1923e-05i,0.00068139+0.00017171i,0.00059343+3.0331e-05i,6.0072e-05-0.00021856i,4.6316e-05-0.00012793i,-9.5829e-05-6.9377e-05i,-0.00014502+0.00014418i,0.00055275+0.00059489i,0.00047295-0.00014085i,-0.0004064-0.00031654i,-0.00046616+0.001156i,0.00017606+0.0015116i,0.00044026+0.001034i
-0.00062422-0.00011489i,-0.00053855-0.001082i,-0.00098532-0.0018351i,-0.00087128-0.0016857i,-0.00065597-0.0013398i,-0.00010114-0.00099941i,0.0008591-0.00042488i,0.00034624-0.00037446i,-0.00028523-0.00079997i,-0.00058181-0.00037711i,-0.00053861+0.00053595i,-0.00020269+0.00052641i,-0.00039541-0.00020703i,-0.00041704-0.0003453i,0.00055267+0.0005513i,0.00054788+0.00030257i,-2.121e-05-0.00011829i,-3.638e-05+0.0005031i,0.00060211+0.0012101i,0.00089578+0.0012536i,0.00021713+0.00098733i,4.9118e-05+0.00070148i,0.00014788+0.00071536i
0.00074197-0.00018972i,0.00065894+0.00037083i,0.00069468-0.00048366i,4.3052e-05-4.0345e-05i,-0.00032354+0.0011948i,0.0006353+0.0013088i,0.0014249+8.7016e-05i,0.00082608-0.0010107i,0.00016724-8.7179e-05i,-0.00017535+0.00024799i,-0.00056976-0.00031375i,-0.00063277-0.00020701i,-0.00042418+0.00023519i,-0.00034437+0.00065314i,-0.00037352+0.00058059i,-0.00063645-0.00040251i,-0.00068155-0.00088916i,-0.00092816-0.00064486i,-0.00021489-0.00071543i,0.00030858-0.00040709i,0.00024851+0.00021147i,0.00033866+0.00023395i,1.196e-06-0.0007614i
0.0010779-0.00033265i,0.00044799-0.0012835i,0.0013118-0.00171i,0.0015675-0.0017847i,0.0011131-0.0025834i,0.0019428-0.0019724i,0.0018464-0.00074928i,0.0010351-0.00067253i,6.1178e-05-0.0013772i,-0.00098435-0.0015823i,-0.0010079-0.00050564i,-0.00060876+0.00014985i,-0.00022074+0.00014144i,-0.0003345+3.3216e-05i,0.00032829-0.00038287i,0.00082857-0.00095157i,0.00027265-0.00047942i,2.9722e-05+0.00084951i,0.00041188+0.0011918i,6.1716e-05+0.0003064i,-0.00073637-0.00015249i,-0.00051959-0.00026534i,-8.4736e-05+0.00015519i
0.0012826-0.0022615i,0.00096607-0.0014357i,0.0017844-0.00066047i,0.0010097-0.0011773i,-0.00051264-0.0015516i,-0.0006638-0.0011287i,-0.0002018-0.00096986i,0.000797-0.0012604i,0.0011498-0.0011453i,0.00017476-0.00036114i,-0.00036412+0.0002175i,0.00027726+0.00048975i,0.0002411+0.00046247i,0.00027539+0.00045366i,-0.00014887-5.5894e-05i,-0.00071693-0.001257i,-0.00027542-0.0015659i,-0.0002166-0.001194i,-0.00050031-2.8157e-05i,-0.00067127-6.3209e-05i,-0.00054301-0.00067053i,-0.00038258-0.00060289i,-0.00017425-0.00026423i
-0.0017191+0.0012922i,-0.0010024+0.002526i,-0.0012765+0.0021699i,-0.0011476+0.001738i,-0.0013949+0.0018149i,-0.00081304+0.0010437i,-0.00018835-0.00025603i,-0.00033547-0.00068292i,-0.0011138-0.00058532i,-0.0015312+7.5079e-05i,-0.0013219+0.00054717i,-0.00058669-6.43e-05i,-0.00039354-0.00026346i,-0.00043101-5.7532e-05i,-0.00051671-0.00023894i,-0.00050936+0.00037864i,-0.00017156+0.00075235i,0.00021246+0.00045825i,0.00041644+0.00052293i,0.00072609+0.001118i,0.00041663+0.00076834i,-7.9725e-05+5.343e-05i,-0.0001469+0.00032648i
-0.00141-0.00085824i,-0.00058745+0.00047722i,0.00016484+0.00047166i,0.00058647+0.00027845i,0.0018515+0.00016443i,0.0022647-0.00080738i,0.0016185-0.0012727i,0.001559-0.0007484i,0.0014505-0.00028278i,0.00066304-0.00030266i,8.4811e-05-0.00048471i,-0.00014629-0.0008683i,3.0842e-05-0.00071256i,0.00039588+0.00015769i,0.00040877-0.00017036i,6.5205e-06-0.00065945i,-5.1081e-05-0.00052592i,0.00056735-0.00019484i,0.00050786-1.8999e-07i,-0.00015789+0.00012877i,-0.00021095+0.00032379i,-0.00033266-1.8285e-05i,-0.00045265-0.00011547i
0.0010441-0.00050908i,0.0010535-0.00026539i,0.0018539+4.0177e-06i,0.0017583-0.00055616i,0.0011737-0.00155i,0.0011979-0.0018309i,0.0010805-0.00067548i,0.00026509-0.00052239i,-0.00010633-0.00038845i,0.0002592+0.0004023i,0.00031502+0.00096426i,0.00030409+0.00086187i,0.00022217+0.00010882i,-0.00016631-0.0002974i,-0.00035612-0.00028387i,-0.00056314-0.00063807i,-2.5231e-05-0.00074035i,0.0011878-7.0259e-05i,0.0012469+0.00043228i,0.00029443+0.00022355i,-0.0006138-0.00022162i,-0.00055552+3.3089e-05i,-0.00061891+0.00012251i
0.0004059+0.0024862i,-0.0002659+0.001858i,0.00093099+0.00094331i,0.0015467+1.0827e-05i,0.0013492-0.0015011i,0.0011692-0.002427i,0.0016166-0.0019015i,0.001225-0.0012855i,-0.00013025-0.0015252i,-1.1869e-05-0.0018075i,0.00046368-0.0013729i,0.00091633-0.00032899i,0.00078086-0.00013741i,0.00029493-0.00081829i,0.00033573-0.00013078i,0.00042522+0.00056545i,-2.4107e-05+5.9214e-05i,-0.0005047-0.00024649i,-0.0010757-0.00038479i,-0.00027634-0.000435i,0.00014919-0.00065699i,-0.00020911-0.00067796i,5.3881e-05-0.00029095i
