-0.0017486-0.00070043i,-0.0019668-0.00050618i,-0.0019061+0.00090569i,-0.0026017+0.00244i,-0.0023422+0.0028812i,-0.0016215+0.0030133i,-0.0014248+0.0026418i,-0.0008011+0.0023894i,5.0304e-05+0.002073i,0.0007294+0.0012989i,0.00093593+0.00016099i,-0.00033492-0.00088099i,-0.0007417-0.0011395i,-0.00053671-0.00027752i,-0.001158+0.0011425i,-0.00080914+0.0013155i,0.00017378+0.00047604i,0.00097644+0.00073627i,0.00084544+0.00099244i,0.0003517+0.00051614i,4.8975e-05+0.00022365i,-0.00044697+0.00042512i,1.9481e-05-8.4944e-05i
-0.0010334-0.00047962i,0.00025551+0.0018588i,3.7563e-05+0.0035177i,0.001007+0.0029919i,0.0015142+0.0018751i,0.00086597+0.0017699i,0.0001048+0.0019948i,-0.00054121+0.0018709i,-0.0010619+0.0020834i,-0.00065501+0.0019686i,-5.2338e-05+0.0019724i,-0.00018395+0.0014663i,1.5548e-05+0.00047208i,0.000218+0.00014346i,-6.8847e-06+0.00017769i,-1.1314e-06-5.8341e-05i,-1.6978e-05+0.00066378i,0.00030921+0.0011701i,0.00078901+0.00071136i,0.00059823+0.00045417i,-0.00051872+0.00015191i,-0.0012105+6.0397e-05i,-0.00080678+0.00026654i
-0.00072689-0.0013962i,-0.00050343-0.00052933i,-0.0017396-0.0011647i,-0.0021907-0.0002909i,-0.0015348+0.001708i,-0.00036398+0.0026221i,0.00097946+0.0031226i,0.0012755+0.0030816i,0.00078378+0.0020792i,0.00012961+0.0014911i,-0.00059883+0.00087731i,-0.00061715+0.00053502i,-0.00054798+0.00073391i,-0.00030141+0.00015642i,0.00062515+3.8543e-05i,0.00087335+0.00077241i,0.00028201+0.00020673i,0.00030953-0.00078697i,0.00059593-0.0014669i,0.000111-0.00097336i,-0.00030331-0.000334i,3.6267e-05-0.0002004i,0.00016688+9.391e-05i
0.0019045-0.0020305i,0.0023355-0.0013699i,0.0021255-0.0023487i,0.0013717-0.0018626i,0.0005048+0.00049607i,-0.0010575+0.0015809i,-0.0012771+0.0018044i,-2.208e-05+0.0013557i,0.0001103+0.00069789i,-0.0001531+0.00010297i,-0.00013846-0.00035649i,0.00025835+8.432e-05i,0.00060715+0.00074691i,-1.3838e-05+0.00092272i,-0.0011994+0.00043811i,-0.0014175-6.1374e-05i,-0.00043349+0.00035345i,0.00022598+0.00039548i,0.00021228-3.6532e-06i,0.00020101-0.00022746i,-5.9213e-05-0.00018549i,-0.00021748-0.00015471i,6.4056e-05-0.00020894i
0.00065722+7.9164e-05i,1.7048e-05+0.00032227i,-0.00042563-0.00043777i,1.1466e-05-0.00027963i,0.00051523+0.0012864i,-0.0004814+0.0019014i,-0.001461+0.0023638i,-0.0013342+0.0024484i,-0.00084168+0.0016341i,-0.0004454+0.00089796i,-0.00029418+0.00080743i,7.2726e-06+0.0010704i,-0.00058418+0.0011675i,-0.0011829+0.00079169i,-0.0006164+0.00017277i,0.00016045+0.00026255i,0.0005413+0.0006734i,0.00043605+0.00017786i,-0.00037196-0.00012898i,-0.00050024+0.00014984i,-0.00028108+8.5259e-05i,-0.00027744+0.00011372i,0.00025194+0.00045659i
0.0003689+0.0017129i,0.00093852+0.0020523i,0.00062821+0.0015932i,-7.5763e-05+0.0010056i,4.0026e-05+0.00084785i,0.00032598+0.00055542i,0.00018016+0.00024798i,8.046e-05+0.00054423i,7.9286e-05+0.00056734i,0.00027168+0.00045308i,0.0006119+0.00064616i,0.00011854+0.00053673i,-8.6788e-05+0.00091163i,0.00010049+0.0010994i,0.00040175+0.00058038i,0.00080697-0.00011536i,0.00073294-0.00051256i,0.00060334+0.00022234i,0.00056261-4.8912e-05i,0.00018923-0.00028425i,0.00015211+0.00025717i,0.00058622-0.00038208i,0.00059969-0.00074487i
-0.00083366-0.00015852i,-0.00013037+0.00049981i,-0.00044136+0.00010556i,0.00027981-0.00017983i,0.00027377+0.0006139i,-0.00053411+0.0010296i,-0.0013346+0.0014992i,-0.00152+0.0015544i,-0.00082191+0.0016552i,0.00038946+0.0015952i,0.00044576+0.00089536i,8.7276e-05+0.00032437i,-0.00011806+0.00026866i,0.00027869+0.00035438i,0.00072754-9.1283e-05i,0.00066417-0.00022589i,0.00030926-0.00054833i,-0.00023945-0.00036739i,-0.00042872+0.00077384i,-0.00010726+0.00046254i,0.00084392+2.7453e-05i,0.00095731+0.00017902i,0.0004525-3.1048e-05i
-0.00090287+0.00013482i,0.00036641+0.00077731i,0.00018496+0.0019294i,-0.00023118+0.002756i,5.1739e-05+0.0021037i,0.00049864+0.0012428i,0.00030685+0.0011298i,0.00032755+0.0014376i,0.00046958+0.0019221i,0.00021859+0.0019379i,-0.00027715+0.0011817i,-0.00063435+0.00059537i,-0.00050326+0.0007333i,-5.0266e-05+0.00044758i,0.00048184+0.00019332i,0.00064312+0.0003537i,0.00073263+0.00030715i,0.00039015+0.00017324i,2.6884e-06+0.00051135i,9.9837e-05+0.0007382i,0.00011603+0.00043664i,0.00019999+0.00028602i,0.0002794+0.00043456i
-4.665e-05+0.00059409i,-0.00015129+0.0017258i,0.00062144+0.002416i,0.00061923+0.0027178i,0.00096703+0.0022816i,0.00071955+0.0011508i,-0.00030492+0.00103i,-0.00041239+0.0014651i,-0.00029753+0.0013051i,-0.00084998+0.00094688i,-0.00079207+0.00038564i,-0.00044001+4.028e-05i,-0.00052472+0.00026124i,-0.00024907+0.0006246i,0.0004393+0.00068237i,0.00095464+0.00065149i,0.00049853+0.0007743i,-0.00010584+0.00064428i,-0.00051218-3.1871e-05i,-0.00027009-0.00072009i,8.5208e-05-7.0203e-05i,0.00014564+0.00064667i,-0.00046598-0.00030947i
-0.0013774-0.00026099i,-0.0014298-0.00021847i,-0.00091588+0.0012763i,0.00045392+0.0022446i,0.0016485+0.0016942i,0.0021711+0.00053928i,0.0011455+0.00020038i,-0.00042937+0.00089198i,-0.00042477+0.0014427i,-0.00012952+0.0010574i,-0.0006416+0.00078789i,-0.001239+0.00037093i,-0.00089855+0.0004552i,-0.000493+0.00073298i,-0.00027351+0.0004633i,-0.00015172+0.00088605i,-0.0001891+0.0013632i,0.00024521+0.00049217i,-2.5475e-05-0.00063667i,-0.00028236-0.00076529i,0.00022157+0.0004985i,4.6525e-05+0.0013981i,-1.1981e-06+0.00066274i
0.00025025-0.0024138i,-0.0014027-0.0010428i,-0.002267-0.00054184i,-0.0022008+0.00095559i,-0.001586+0.0021649i,-0.00088764+0.0016778i,-0.0013873+0.0013091i,-0.0017536+0.0013358i,-0.0014994+0.0010143i,-0.0011495+0.0012595i,-0.00085973+0.0020329i,-0.00097086+0.0016084i,-0.00071529+0.00076577i,-0.00057617+0.0011261i,-0.00097742+0.00088565i,-0.00076447-0.00011215i,-0.00029493+3.1086e-05i,0.00020288+0.00070584i,0.00099165+0.00050592i,0.00072604-0.00040587i,-0.00055194-0.0010123i,-0.0011258-0.00056422i,-0.0010727-0.00025247i
9.5143e-05+0.0016748i,0.00014108+0.0022323i,0.00064962+0.002892i,0.0017966+0.0026736i,0.0024018+0.0021438i,0.0017513+0.0017153i,0.00059059+0.001685i,8.9771e-05+0.0013732i,0.00068457+0.00077785i,0.0011965+0.0010694i,0.00091668+0.0017125i,0.00053358+0.0012567i,0.0003763+0.00053043i,3.3325e-06+7.4257e-05i,-0.00066278-8.5391e-05i,-0.00066196-7.4857e-05i,0.00030485+0.00063339i,0.00031034+0.00093736i,-0.00027752+0.00031436i,-0.00050258+0.00036682i,-0.0002863-5.6463e-05i,0.00057547+2.848e-06i,0.00074803+8.3905e-05i
-0.00083455+0.0021991i,0.00034201+0.00077374i,0.0019081+0.0013828i,0.0018884+0.0022404i,0.0023701+0.0019736i,0.0013406+0.0014838i,-0.00072627+0.0014163i,-0.00021356+0.0010133i,0.00091028+0.00076864i,0.00040963+0.00097871i,-0.00051157+0.00089806i,-0.00077692+0.00066336i,-0.0001556+0.0003818i,-0.00043715-6.4674e-05i,-0.00050874-0.00031008i,0.0002699+0.0005358i,0.00073197+0.00071556i,0.00065002-0.00018799i,-0.00013187-0.00052762i,-0.00018531+7.8553e-05i,-0.00056073+0.00061754i,-0.00092351-4.9097e-05i,-0.00014138-6.0165e-05i
0.0010678+0.0014019i,0.00064427+0.0014448i,2.2251e-05+0.0015229i,0.0004902+0.0015384i,0.0010018+0.0011918i,0.00041148+0.00086128i,1.8179e-05+0.0011071i,-2.5002e-05+0.0013753i,-0.00024645+0.00094604i,-0.00062169+0.00045039i,-0.0011215+0.00040312i,-0.00131+0.00038277i,-0.00087041-0.00029706i,-0.00050461-0.0008247i,-0.00034416-0.00013119i,0.0001994+0.00062524i,0.00078872+0.00029584i,0.00044103+8.7523e-05i,-3.9577e-05+0.00053925i,-0.00020842+0.00055175i,-0.00081558-0.00019123i,-0.0011278-0.00017523i,-0.0010568+0.00023405i
0.0013147-0.00013073i,0.0019993+0.0004004i,0.0022781-0.00024044i,0.0019961-0.00086297i,0.00084565+9.6785e-06i,0.0001198+0.00143i,0.00040615+0.0016684i,-0.00029794+0.00099915i,-0.0006661+0.0009138i,-0.00054107+0.0016987i,-0.00039704+0.0014786i,-0.00076363+7.6647e-05i,-0.00064488-0.00070067i,-0.00030113-0.00059427i,0.00018276-0.00031382i,0.00040454-0.00021257i,-1.882e-05-0.00014111i,0.00031085-0.00030949i,-8.0979e-05-0.00011941i,-0.00065528+0.00058364i,-0.00055732+0.00091104i,-0.00011942+7.3852e-05i,-0.00027518-0.00032204i
0.0006504-0.00091079i,0.00011629-0.0010269i,-0.00037773-0.0005604i,-0.0017124+0.0004305i,-0.0019597+0.0005482i,-0.0002128+0.00087413i,0.00080256+0.0019217i,-2.9599e-05+0.0027784i,-0.00080359+0.0022256i,-0.00067089+0.0017263i,-0.00080801+0.0011964i,-0.00066176+0.00039066i,-0.00018728+0.00061379i,-0.00066139+0.00071439i,-0.00046522+0.00062957i,-0.00028207+0.00094487i,-0.00040085+0.00031604i,-0.00025556+0.00048348i,-5.1887e-05+0.00036964i,0.00037493-0.0003985i,0.0001403-0.00059288i,-0.00059666-0.00024001i,-0.0006934+0.00014298i
-0.00061415+0.0020752i,0.00021086+0.0011678i,0.0012188+0.0014456i,0.0012359+0.0019322i,0.0015656+0.0017969i,0.0012402+0.001284i,0.00082899+0.0010443i,0.00025905+0.00064154i,0.00041102+0.00086273i,0.000865+0.002084i,0.00056912+0.0019458i,0.00034311+0.00074612i,0.00045979+0.00042922i,0.00078897+0.00053667i,0.00068256+0.00017785i,0.00049887-0.00011258i,0.00068043-0.00036578i,0.0011237-0.00070039i,0.0011101-0.00094934i,0.0004514-0.00045816i,-0.00041651+0.00026456i,-0.00065826-5.0871e-05i,0.00017653-0.00040998i
0.00035158-0.00035939i,0.00027149+0.0002292i,0.00055434+0.0016607i,0.0011663+0.0022482i,0.0017103+0.0015415i,0.0011022+0.0016858i,0.00054821+0.0019014i,0.00061887+0.0012919i,-0.00037196+0.00075985i,-0.0009178+0.00084933i,-0.00036648+0.00088003i,-5.5267e-05+0.00024541i,-9.6528e-05+0.00042566i,-1.9516e-05+0.00048067i,0.00017001+0.00079514i,0.0001056+0.0011409i,0.00033375+0.00024261i,0.00051573+0.00028975i,-7.4749e-05+0.00023008i,-0.00097749-0.00046001i,-0.00065963-0.00061629i,-0.00068355-0.00024842i,-0.00084936+0.00028481i
-0.0026838+0.00079993i,-0.0019536+0.001485i,-0.0010985+0.0020035i,-0.00014757+0.0019125i,0.00053333+0.0024403i,0.00072756+0.0020741i,0.00020865+0.0013746i,-0.00010502+0.0016477i,0.00014832+0.0017047i,-7.5067e-05+0.0017287i,0.00030189+0.0013466i,0.00056388+0.0009326i,-0.00031125+0.0011788i,-0.0012265+0.0016455i,-0.00096374+0.00084868i,-0.00035498+0.00036915i,0.0003598+0.00024515i,0.00023176-0.0001173i,-0.00051194+0.00046314i,-0.00075134+0.0003488i,-0.00095794+3.038e-05i,-0.00030958+0.00032945i,0.00034093+0.00039535i
0.0020953-0.0007921i,0.0014268-0.00064274i,0.0013274-0.00064984i,0.0014131-0.00090705i,0.00037739-0.00072077i,-0.0011822+0.00034194i,-0.0016465+0.001645i,-0.0011648+0.001967i,-0.00022108+0.0014028i,0.00040797+0.00036631i,0.0001449+0.00017034i,-0.00072722+0.0007322i,-0.001473+0.000629i,-0.0012815+0.00042412i,-0.00064482+0.00022365i,-0.00012035+4.247e-05i,0.00029186-0.00032597i,0.0005785-0.000488i,0.00040495-0.00066565i,7.446e-05-0.00060577i,0.00055587-0.00033342i,0.00037593-0.00060213i,-0.00023436-0.00066725i
-0.00098069+0.00012141i,-0.00026456+0.00060733i,-0.00086365+0.0011914i,-0.00073924+0.0012726i,0.00060337+0.0014188i,0.00086235+0.0016198i,0.00041049+0.0016173i,-0.00033706+0.0020251i,-0.00084607+0.0018839i,-0.00029613+0.001233i,-0.00069926+0.00090652i,-0.0015147+0.00093216i,-0.0011796+0.00031497i,2.2228e-05-0.00058676i,0.00013603-0.00036957i,0.00026381+0.00042737i,0.0011041+0.00036204i,0.0002615+0.00048573i,-3.7605e-05+0.00010429i,0.00044616-0.00047953i,-0.00026716-0.00017702i,-0.0002981+0.00024541i,-2.5574e-05+0.00074588i
-0.00060373+0.00014026i,-0.00012421+0.0016347i,6.8345e-05+0.0015879i,0.00017946+0.0013595i,0.00059422+0.0017066i,-7.5536e-05+0.001703i,-0.00034258+0.0010888i,0.00033638+0.00082995i,0.00047486+0.0016323i,0.00014319+0.0021571i,-0.0004646+0.0010627i,-0.00014459-0.00014911i,0.00012993-0.00059504i,-0.00048748-0.0001961i,-4.9952e-05+0.00052567i,0.00082725+0.00072998i,0.00084387+0.00052182i,0.0010135+0.00032451i,0.0005116-6.7678e-05i,0.00037227-0.00089812i,0.00045785-0.0006967i,0.00040666-0.00011041i,0.00030666-0.00048329i
-0.00064274-0.00023517i,-0.00094403-0.00025775i,-0.0015142+0.00028244i,-0.00087636+0.0015696i,0.00047968+0.0024707i,0.00028329+0.0030361i,-0.0009291+0.0023677i,-0.0011985+0.0015837i,-0.00095913+0.0011637i,-0.0011644+0.00056327i,-0.00095706+5.417e-05i,-0.00025537-0.00014644i,-0.00028692-8.5229e-05i,-0.00085211-0.00015686i,-0.00059064-0.0001392i,0.00016911+0.0002295i,0.00010313+0.00027395i,-9.2759e-05+0.00028138i,7.2887e-05+0.00013892i,0.00022692-0.00034499i,-0.00081254+0.00053054i,-0.0011938+0.0013196i,-0.00013145+0.00047442i
-0.0010353-0.00012829i,6.1839e-05-0.00093626i,0.00049347-0.0011826i,0.00040221-0.00038652i,-0.00050835+0.00068242i,-0.00079014+0.0018753i,-0.00070243+0.002318i,-0.00097665+0.0019612i,-0.00022558+0.0015949i,0.00047356+0.0013029i,-0.00060974+0.0012479i,-0.00096006+0.00079012i,-0.00029207+0.00012924i,0.0004466+0.00058768i,0.00037621+0.001208i,-0.00049132+0.0008639i,-0.00061548+0.0005871i,-0.00035443+0.00091424i,0.00060723+0.00093722i,0.0015084+0.0003949i,0.00034064+9.9257e-06i,-0.0011666+0.00056493i,-0.00081141+0.00033005i
0.00021709+0.001415i,0.00027204+0.00096285i,0.00087226+0.00073002i,0.0017424+0.0011124i,0.001971+0.00070876i,0.0014212-2.3705e-05i,0.000259+0.00054178i,-0.00068398+0.0010926i,-0.00079312+0.0015213i,0.00042714+0.0014179i,0.0011263+0.00084384i,0.00043188-5.7365e-06i,0.00029779+0.00013586i,0.00046351-0.00019801i,-6.6423e-05-0.00072135i,-0.00026678-0.00060295i,4.9622e-05-0.00066691i,0.00036085-0.00084338i,0.00043457-0.00063669i,0.00020689-0.00028295i,0.00015526-0.00042277i,5.7461e-05-0.00048797i,-7.6489e-05+2.6065e-05i
0.0021687+0.00055504i,0.0014834+0.00067003i,0.00081707+0.00023487i,0.0012299+0.00010533i,0.00070679+0.0014602i,-5.6889e-06+0.0023977i,-0.0010738+0.0020439i,-0.0016254+0.0015095i,-0.0005314+0.001026i,0.00071652+0.00058352i,0.00045397+0.00077296i,-0.0005205+0.00041688i,-0.00079822-0.00018623i,-0.0008451-0.00034444i,-0.00056617-0.00014236i,-0.00097902+0.00036241i,-0.00093331+0.00051905i,-0.00016059+0.00015969i,0.00040408+0.00015656i,0.00089513+0.00013412i,-2.4061e-05+0.00029889i,-0.00040101+0.00026356i,0.00022723-0.00048913i
0.00012801-0.001016i,-2.2971e-05-0.0013032i,0.00017972-0.0011286i,0.0007561-0.00031966i,0.0018061+0.00069604i,0.0016747+0.0012983i,-0.00023239+0.0016949i,-0.00080457+0.0011436i,-0.00023644+0.00029258i,-0.00062276+0.00070652i,-6.5628e-05+0.00075304i,0.00037926-0.00031872i,-0.00026616-0.00020802i,-0.00064821-6.0931e-05i,-0.00034079-0.00024885i,8.3343e-05+0.00019084i,0.00069777+0.00020744i,0.0011473+0.00024508i,0.0010372+0.00050487i,0.00085534+0.00068915i,3.5867e-05+0.00067139i,1.6977e-05+0.00077685i,0.00069208+0.00097262i
0.00010044+0.0014078i,-0.00020346+0.0018795i,0.00018857+0.0028572i,0.00024081+0.0025974i,-0.00025704+0.0016346i,-0.00055463+0.0018492i,-0.00063125+0.0012646i,-0.00055485+0.00067128i,-0.00011722+0.0014091i,-0.00034772+0.0021307i,-0.0002349+0.0016499i,5.7218e-05+0.00060493i,0.00049636+0.00044401i,0.00042419+0.00078754i,-6.0034e-05+0.00054916i,0.00023179-2.7725e-06i,0.00020437-0.00050137i,-0.00021613-0.00044586i,-3.0874e-05-0.00064957i,0.00014204-0.00042036i,0.00040485+0.00052557i,0.00034797+0.00069151i,0.00043509+0.00037016i
0.00033989+0.00092329i,0.0003633+0.00012261i,0.0013547+0.00056105i,0.0015184+0.0001871i,0.00052854-0.00021562i,-0.00030426+0.00067924i,-0.00080885+0.00088419i,-0.0010951+0.0010254i,-0.0010493+0.0015011i,-0.00090849+0.0010855i,-0.00027094-0.00041342i,0.00051267-0.0014908i,0.00059-0.0012246i,-0.00017947-0.00048217i,-0.00071348-0.00029138i,-0.00098167-0.00038417i,-0.00065789-0.00018839i,-0.00055568+0.00029501i,-0.00070554+0.00067924i,6.8294e-05+0.00045483i,0.00034585-0.00013779i,9.1908e-05-0.00023031i,5.3973e-05+6.6908e-05i
0.0010009+3.3211e-05i,0.0005039+0.0011378i,0.001097+0.00034163i,0.00081601+0.00051902i,-0.00048535+0.0017724i,-0.0011103+0.0016898i,-0.00073511+0.0017414i,-0.0003359+0.0016476i,-9.9951e-06+0.00098735i,0.00040516+0.0012501i,-6.4452e-05+0.0013947i,-0.00051793+0.00052319i,-0.00052702+0.00023215i,-2.668e-05+0.0005382i,-5.2621e-06+0.0004519i,-0.00050863-0.00019561i,-7.1567e-05-0.00074721i,4.686e-05-0.00036652i,-0.00013547-0.00028558i,0.00030775-0.00056808i,0.00084996-0.00019341i,0.00061355+0.00037529i,-0.00054149+0.00069699i
-0.00030325+0.001215i,-6.2544e-05+0.00011898i,0.00025128+0.00035829i,0.0019046+0.0015619i,0.002468+0.0014846i,0.0010212+0.00053108i,-0.00087579+0.00013694i,-0.0012411+0.00027592i,-0.0003379+0.0010297i,0.00025332+0.0014469i,0.00049908+0.0010348i,0.00019124+2.6437e-05i,0.00039046-0.00062802i,6.366e-05+0.0004446i,-0.00037191+0.0010001i,0.00017465+0.00047449i,0.0010866+7.286e-05i,0.0015011+0.00037678i,0.0012915+0.00043807i,0.00053263+4.6155e-05i,0.0003033-0.00024355i,0.00032432-0.00016025i,-0.00011289-0.00016675i
6.5062e-05-0.0022215i,0.00043759-0.0025777i,-8.8248e-05-0.0016887i,-0.0011115-0.00033717i,-0.0014041+0.00096258i,-0.00087694+0.0018339i,-0.001072+0.002526i,-0.00075235+0.0028917i,-0.00028662+0.002325i,-0.00015202+0.0013578i,-0.00016677+0.00065708i,-0.00014644+0.00033627i,-0.00012489+0.00092214i,-0.00012451+0.00054783i,-5.077e-05-0.00032624i,-3.0054e-05+4.1511e-05i,-6.4107e-06+0.00039246i,0.00061451+6.5043e-05i,0.00046819-0.00030302i,-0.00066207-0.00027743i,-0.0011361-0.00020876i,-0.00092081-0.00043242i,-0.00093352+0.00028166i
0.00079241+0.0021596i,0.001547+0.0020393i,0.0026455+0.0027395i,0.0035443+0.0028316i,0.0030413+0.002141i,0.0018877+0.00064071i,0.0013009+1.7681e-06i,0.00033309+0.00091998i,-0.00060767+0.00121i,0.00022716+0.0015113i,0.0012435+0.00069845i,0.0013267-0.00011552i,0.0010073+9.6015e-05i,0.00051428-2.8067e-05i,-6.563e-05-0.00061619i,-0.00036235-0.00044682i,9.3028e-05+0.00068045i,-0.00016573+0.0013188i,-0.00033385+0.00062588i,-0.00044716+0.00072166i,-0.00061087+2.1152e-05i,0.00081912-0.00096681i,0.0011362-0.00037559i
-0.0010111-0.001136i,-0.00057401-0.00099874i,0.00011963-0.00067876i,0.00031299+0.00057665i,-0.0002094+0.0015461i,-0.00063504+0.0017649i,-0.00051508+0.0010875i,-0.00042735+0.0012549i,-0.00073645+0.0017174i,-0.00082804+0.0013457i,-0.0001973+0.00093883i,-0.00025926+0.00045488i,-0.0011988+0.00036397i,-0.0013756+0.00012309i,-0.00068946+0.00034985i,-1.2487e-06+0.00069295i,0.00086239+0.00034151i,0.000804-8.3571e-05i,0.00042166-5.5751e-05i,8.9932e-05+0.00061078i,0.00010276+0.00084863i,1.7059e-05+0.00038705i,-0.000325-0.00038345i
-0.0013402+8.2536e-05i,-0.0019096+0.0011588i,-0.0012986+0.0020479i,0.00023658+0.001902i,0.0010034+0.001025i,0.0006817+0.00040328i,0.00024052+0.0012421i,0.00019915+0.0024055i,-0.00012334+0.0023625i,-0.0009989+0.0020252i,-0.0010579+0.0013355i,-0.00040684+0.00047458i,0.00012806+0.000248i,9.937e-05+0.00017928i,0.00025454+0.00016i,9.3462e-05+0.00085327i,0.00020789+0.0011735i,0.00066774+0.0005601i,-0.0001216-9.0343e-05i,-0.00055152-0.00016699i,4.0184e-05+0.00018472i,0.00023422+0.00095486i,-0.00043197+0.0010732i
0.00050317+0.00055627i,0.0010497+0.00074974i,0.00067171+0.0010428i,-0.00013721+0.0014227i,-5.7259e-05+0.00064339i,-0.00042417+0.00054463i,-0.0012606+0.00052247i,-0.00082802+0.00063105i,-0.00042845+0.00087819i,-0.00020719+0.00072635i,0.00014081+0.00075629i,-9.6127e-06+0.00053938i,-0.00019473+0.00053826i,-0.00013239+0.00057398i,-0.00029037+0.0008591i,-0.00094004+0.00059124i,-0.00039577+6.7807e-05i,0.00090508-0.00039486i,0.00095309-0.00027251i,0.0007788-0.00024381i,-8.1233e-05-0.00060328i,-0.0012464-0.00052029i,-0.0011693-0.00050767i
-0.00090547+0.00020707i,-0.00060409+0.0014279i,-0.00011448+0.0030609i,0.00029766+0.0029296i,0.0010974+0.0015993i,0.0011136+0.0015929i,0.00011676+0.0021018i,-0.00052511+0.0014436i,-0.00031836+0.0010455i,0.00041227+0.00024162i,0.001098+0.00043314i,0.0011244+0.001067i,0.00071156+0.00050009i,0.00020067-1.1257e-05i,0.00013596+0.00070393i,0.00010116+0.0010234i,0.00064188+0.00023883i,0.00065045-0.00089858i,-0.00030267-0.0013638i,-0.00020034-0.0011203i,-5.4943e-05-0.00021813i,-0.00060468-0.00038462i,-0.00068155-0.00044078i
-0.00058372+0.0015095i,6.6421e-06+0.0015443i,0.0002308+0.0028741i,0.0004508+0.0029333i,0.0010504+0.0022019i,0.00078291+0.0014932i,7.2818e-05+0.00052554i,-1.6203e-05+0.00068278i,-6.4151e-05+0.0014329i,-0.0001752+0.00074231i,0.00018021+0.00072719i,-0.00023775+0.00036389i,-0.000369-0.00026343i,0.00040867+0.00024238i,0.00071663+0.0003776i,3.5089e-06+0.0011584i,-0.00023283+0.0021563i,-0.00022291+0.0010992i,-0.00036276+7.4052e-05i,-0.00036563+1.578e-05i,-0.0011783+7.7914e-05i,-0.0016411-0.00033361i,-0.0011671-0.00039889i
-8.8313e-05-0.0019836i,0.0011613-0.0013533i,0.0010134-0.00042719i,0.00011026+0.00052666i,0.00018916+0.00026604i,0.00071294+0.00071991i,0.00044587+0.00127i,-0.00036722+0.0011137i,-0.00075785+0.00087053i,-0.00048513+0.00069569i,-0.00019596+0.00071333i,-0.00018879+0.0011883i,-0.00069582+0.001063i,-0.00094699+0.00060668i,-0.00028749+0.00058836i,0.00057826+0.00068134i,0.00061395+0.00026026i,0.00074068-0.00020896i,0.00077478-0.00066097i,0.00033496-0.00066348i,-0.00019447-0.00035279i,-0.00049641-0.00017276i,-9.508e-05+0.00035071i
0.00085066+0.0011699i,0.0011774+0.00078529i,0.0013884+0.00010596i,0.0013709-9.8958e-05i,0.0020998+0.00077719i,0.0018529+0.0020055i,0.00081567+0.0022933i,0.00016099+0.002102i,-0.0004643+0.0023026i,2.2354e-05+0.0017362i,0.00047274+0.0010058i,4.47e-05+0.00023418i,-0.00057773-0.00025412i,-0.0007708+0.00031524i,-6.3692e-05+8.8734e-05i,0.00057309-0.00042173i,0.00041187-0.00049621i,-0.0001629-0.00026267i,-0.00031985-8.9691e-05i,-0.00025804+0.00025112i,-9.8501e-05+0.00061663i,0.0005592+6.9754e-05i,0.00069285-0.00052428i
-0.00015398+0.00024231i,-0.00030086+0.00058373i,-0.0004812+0.0011094i,0.00016387+0.0013795i,0.00089144+0.0013884i,6.3555e-06+0.0010453i,-0.0010169+0.0010581i,-0.00093159+0.0015138i,-0.00065988+0.0019732i,-0.00023832+0.0017017i,8.0603e-05+0.0014135i,-0.00017069+0.0012916i,-0.00023464+0.00093238i,0.00018957+0.00066906i,0.0012494+0.00052272i,0.0009079+0.00011652i,-0.00023664-0.0007149i,-0.00021239-0.00086941i,-0.00032424+0.00034191i,-0.00016661+0.00096203i,0.00052808+0.00074277i,0.0006355+0.00024699i,0.00048348-0.00049882i
-2.0899e-05+0.00026759i,0.00022875-0.00014159i,0.0011115-2.0778e-05i,0.0007195+0.00061997i,-0.00063667+0.0015452i,-0.00092301+0.0016505i,-0.0011714+0.0015069i,-0.00088276+0.0013923i,8.9856e-05+0.001256i,0.00076078+0.0013199i,0.00091906+0.00097345i,2.432e-05+0.00018472i,-0.00051016+0.00014459i,0.00055908+0.00051784i,0.00051647+0.0005144i,-0.00017888+0.000484i,0.00052551+0.00084585i,0.0009949+0.00088716i,0.00057315+0.00019014i,7.3989e-05+1.5171e-05i,0.00065988+0.00018034i,0.00089037-0.00015368i,0.00026567-0.00046931i
0.00047038+8.3342e-05i,0.0015143-0.00019081i,0.0014253+0.00048025i,0.00097292+0.00046589i,0.001177+0.00062899i,0.00075218+0.00073385i,-0.00055269+0.00071175i,-0.00040385+0.0012332i,-8.1172e-06+0.0015166i,5.4979e-05+0.000826i,0.00021057+0.00034674i,0.00030783+0.00041665i,-0.00034583+0.00048486i,-0.0009219+0.00023176i,-0.0003042-7.4091e-05i,2.8571e-05+0.00046134i,0.00014398+0.00071668i,0.00058034+0.00045474i,0.00048007+0.00029693i,-4.4451e-05+0.0002517i,-0.00030853+0.00047885i,-0.00031758+0.00047398i,-0.00026231+0.00056764i
0.00082967+5.8898e-05i,0.00063932+0.000388i,0.0002073+0.001185i,-0.00033092+0.0014052i,-0.00043055+0.00041811i,-0.00059969+0.00095917i,-4.6475e-05+0.0018459i,-0.00028564+0.0018192i,-0.0010466+0.0010401i,-0.00089953+0.00062764i,-3.3168e-05+0.00057237i,2.104e-05+0.0013321i,-0.00091329+0.0025069i,-0.001046+0.0014679i,-9.1825e-05-0.00036244i,0.0012289-0.00039024i,0.0014721+0.00021863i,0.0011148+0.00033558i,0.00051905+0.00028801i,0.00040117+0.00024248i,0.00021688+0.00029883i,-1.8133e-05-0.00015724i,0.00017071-0.00035735i
