-0.00063872+0.00042383i,0.00020141-0.0008542i,-0.00044623-0.00033985i,0.00027947+0.00046474i,8.2047e-05+0.0023744i,-0.00091979+0.0031343i,-0.0011637+0.0025763i,-0.0011764+0.0025696i,-0.00051558+0.0014498i,-0.00010806-6.8389e-05i,0.00036859-0.0010952i,0.0001305-0.001104i,-0.0014411-0.00057212i,-0.001272-0.00083598i,-0.00048886+0.00039359i,-0.00075688+0.00098522i,-0.00075696+0.00021624i,-0.00041141+0.00044585i,-8.1846e-05+0.00047355i,-0.00012731-0.00014749i,-0.00048985-0.0007793i,7.8852e-06-0.00079953i,0.00087679-0.00019888i
0.0012811-0.0010765i,-0.00055-0.0019779i,-0.00077416-0.0019352i,0.00018618-0.0017926i,0.00038282-0.0011255i,-0.00053975+0.00084547i,-0.00078094+0.0019349i,9.0326e-05+0.0017854i,0.00077802+0.0012468i,-4.5206e-06-4.8037e-05i,-0.00076338-0.00095418i,-0.00026918-0.00042479i,0.00050173+0.00023079i,0.00046035+0.00048546i,0.00054552+0.00050698i,0.0002203+0.00065745i,-0.00097054+0.00038058i,-0.0013027-0.00010988i,-0.00039924+0.00065285i,-2.7561e-05+0.00108i,-3.4749e-06+0.00088017i,0.00087045+0.00078262i,0.00083919+0.00025961i
0.0007889-0.00021706i,0.00060516-0.00047317i,0.00034659-6.1076e-05i,0.00064707-0.000262i,0.00085358-0.0001635i,0.0002947+0.00084092i,0.00059892+0.0013178i,0.0011814+0.00045009i,0.00058671-0.00087413i,-3.2559e-06-0.0010882i,-4.8566e-05-0.00057482i,-9.8362e-06-0.00048623i,-4.8891e-05+2.7846e-05i,-0.00020171+0.0003426i,-0.00086095+0.00065477i,-0.0012864+0.00028163i,-0.000941-0.00026373i,-0.0010039+0.000418i,-0.0011915+0.00081591i,-0.00071679-0.00012808i,0.00030804-0.00034746i,0.00059536-7.6079e-06i,0.00028062-0.00060666i
-0.0010273+0.00037628i,0.00027678+0.0003475i,0.00075172+0.00036974i,-0.00019468+0.00090402i,-0.00049755+0.002063i,-0.00010449+0.0023385i,0.00052005+0.0017739i,0.00054105+0.0012458i,-0.00039471+0.0010547i,-0.00095038+0.00072517i,-0.00025485+5.3316e-06i,0.00078793+0.00049454i,0.00082267+0.00046441i,0.00042442-0.0007539i,0.00070445-0.0011781i,0.00034325-0.00071826i,-0.00026098-0.00019981i,0.00050153+0.00025294i,0.00082275+0.00094892i,-0.00040069+0.0013889i,-0.00060683+0.00035821i,-0.0001205+9.0933e-05i,-0.00047164+0.00045126i
-0.0024224-0.00062364i,-0.0028744-0.00066337i,-0.0023494+3.3937e-05i,-0.00052555+0.00084754i,0.00057793+0.00060892i,0.00055252-0.00067809i,0.00042477-4.4903e-05i,-0.00042419+0.00053043i,-0.0010926+0.00028691i,-0.00069192+0.00060532i,-0.00015206+0.00082754i,-0.00025043+8.6802e-05i,-0.00024743-0.00062311i,-0.00087304-0.00027414i,-0.0015303+0.00024075i,-0.00098748+0.0003611i,-0.0003373+7.069e-05i,9.9034e-05-0.00038348i,0.00063632-0.00060999i,0.0010494-0.00054527i,0.00050891-0.00011733i,-0.00025868+0.00025248i,-0.00030988-0.0004485i
0.00029488-0.00012994i,-0.00029747-0.0004238i,-0.0010237-0.00053264i,-0.001197+0.00025544i,-0.00028829+0.00018058i,0.00048726+0.00065275i,0.00025788+0.0012842i,-0.00021194+0.0010246i,-0.00039918+0.00034721i,-0.00032237+6.1263e-05i,-0.00044372-0.00030225i,-0.00026824-0.00099778i,7.5983e-05-0.00094098i,-6.2783e-05-0.00026759i,-0.00073993+0.00051558i,-0.00086354+0.00082539i,-0.00092663+0.00052251i,-0.00042046+0.00031437i,0.00035954+0.00011382i,0.00066762-7.1289e-06i,0.00052356+4.9241e-05i,0.0007272+0.00075141i,0.00056396+0.0012879i
-0.0001859-0.0012574i,2.9539e-06-0.00089682i,-0.00058465-0.00044735i,-0.00054486-0.0012178i,0.00035364-0.0010602i,0.00018716-0.00014474i,-0.0004711+0.00018385i,0.00011377+0.00045117i,-0.00015195+0.0003468i,-0.00080292-9.4931e-05i,-0.0010558-0.00040495i,-0.0009705-0.0005884i,-0.00025853-0.00076756i,0.00030557-0.00061389i,0.00035814+3.3989e-06i,0.00033782+0.00014383i,0.00023075+0.00010342i,0.00012748+0.0006077i,4.7443e-05+0.0008309i,0.00024147+3.4993e-05i,0.00069796-0.0005649i,0.00094564+0.00022789i,0.00091077+0.00099526i
-0.00070921+0.0016757i,-0.00060749+0.0013335i,-0.00096836+0.0024866i,0.00047824+0.0029622i,0.0026434+0.0024236i,0.0023548+0.0015201i,0.00043482+0.00074775i,5.4352e-05+5.6707e-05i,0.00071556-0.00023352i,0.0011943-0.00020064i,0.0012987-0.00060607i,0.00058866-0.00074558i,-0.00052967-0.00045858i,-0.0013802-0.0010796i,-0.0014411-0.0015335i,-0.0011377-0.0011003i,-0.00045416-0.00021772i,-0.00041351+0.00027033i,-0.00017515+0.00071251i,0.00046595+0.0010809i,0.00043993+0.00072973i,1.666e-06+0.00021197i,-0.00028863-0.00019118i
-0.00019577-0.00031999i,-0.00013736-0.0011697i,-0.0008264-0.0010674i,-0.00089588-0.00030395i,-0.00080948+0.00067633i,-0.00046077+0.0020295i,-3.7009e-05+0.0022547i,0.00061766+0.0012907i,1.1748e-05+0.00071402i,-0.00083578+0.00047082i,0.00021544+0.00072649i,0.0010179+0.0010125i,0.00073563+0.00070731i,0.00021149+0.00038274i,0.00059689+0.00036557i,0.0010862+0.00049494i,0.00078144-5.927e-05i,0.00076486-0.00068083i,0.00020368-0.0008065i,-0.00082557-0.0005777i,-0.0010018+0.00017723i,-0.00043202+0.00070088i,0.00030675+0.00051042i
0.00013848+0.0013717i,-0.00070162+0.00049132i,0.00063515+0.00040079i,0.0018188+2.4045e-05i,0.0015731-0.00041478i,0.00071989-0.00015123i,-2.1519e-05+0.0014638i,-0.00077085+0.0021143i,-0.00095011+0.00097561i,-0.00059413-0.00020171i,0.00011775-0.00076817i,0.00057658-0.0011208i,2.7809e-05-0.00032828i,-0.00045252+0.00072831i,-0.00059164+0.00086627i,-0.00050456+0.00062959i,-7.6343e-05-9.3919e-06i,-0.00044675-0.00016518i,-0.00057158+0.00014566i,-0.00022912-7.5829e-05i,-5.1713e-05-0.00034792i,0.00076447-0.00040851i,0.00068445-0.00013042i
-0.0001407-0.00072511i,-0.00011693-0.00099332i,-0.00014925-0.00066422i,0.00052455+0.00024243i,0.0011104+0.00045113i,0.0008406+0.00059048i,0.00046655+0.0013983i,0.00043836+0.0013997i,0.00086575+0.00047795i,0.00048999+0.00026001i,7.8276e-05+0.00061037i,1.924e-05+0.0013142i,-5.1724e-05+0.00075868i,0.00040803-0.00020506i,0.00084168-0.00014222i,0.00020595-5.761e-05i,-0.00060334-0.00074786i,-0.0004148-0.00056454i,0.00027407+8.3165e-05i,0.00083135+1.3792e-05i,0.0009644+0.00016166i,0.00031717+0.0001222i,0.00033321-0.00032574i
-0.00024905+5.9596e-05i,-0.00051433-0.00026729i,0.00046674-0.00046163i,0.00098538-8.3266e-05i,0.00055318+5.0791e-05i,-0.00030643+0.00059638i,-0.00029348+0.0015606i,0.00067434+0.0014075i,0.00065977+0.00014469i,0.00017198-0.00031582i,0.00032029+0.00013773i,0.00030351+0.00059468i,-8.2584e-05+0.00036268i,-0.00014603-0.00028744i,0.00067612+0.00016007i,0.0012768+0.0011137i,0.00069567+0.0011379i,0.00023559+2.9613e-05i,-0.00016182-0.00090791i,0.00010827-0.00065865i,0.00018292-0.00015813i,-0.00031347-0.00082462i,-0.00041378-0.00092737i
0.00056814-0.00057337i,-0.00031946-0.00047961i,2.5846e-05-0.00077382i,0.0002182+0.00058379i,3.5752e-05+0.0018685i,-0.00067131+0.0019598i,-0.00049099+0.0018065i,-1.7913e-05+0.0015066i,-0.00082362+0.00051076i,-0.00073235-5.147e-06i,0.00040286+0.00033029i,0.0006663+0.00042864i,0.00081139+3.241e-05i,0.00073427-0.00053488i,0.00018694-0.00060506i,0.00010459+0.0001499i,-0.00018773+0.00075599i,-0.00074776+0.00095703i,-0.00086766+0.00042674i,8.7689e-05-4.9057e-05i,0.00049574-0.0002467i,6.1587e-06-0.000506i,6.783e-05-0.00070335i
8.1225e-05-0.0022485i,-0.0001015-0.0021454i,0.00012909-0.0012915i,0.00054551-0.00015703i,0.00033405-0.0002092i,0.00021417+1.5622e-05i,0.00022745+0.00074343i,0.0007678+0.00044311i,0.00026156-0.00026018i,-0.00027167+6.1507e-05i,0.0001046+0.00087034i,7.506e-05+0.00090339i,0.00020388+0.00073083i,0.00048069+0.0001236i,2.6658e-05-0.00018612i,-0.00014146-0.00013058i,-0.00035249-1.5424e-05i,-0.00032529+0.00031667i,0.00037692+0.00043221i,0.00067519+0.00034829i,0.00079597+0.00013699i,0.00067335+0.00018495i,8.8819e-05+0.00016205i
0.00057517+0.0014619i,0.00093343+0.0018111i,0.0014793+0.0017014i,0.0018577+0.0014931i,0.0013109+0.0017021i,0.0006202+0.0014559i,-6.5018e-05+0.00098917i,-0.00040883+0.00027727i,-0.00010613-0.00010105i,3.208e-05+0.00019066i,-0.00042458+0.0007551i,-0.00033623+0.00021771i,0.00024578-0.00012797i,0.00097756-9.1456e-05i,0.00089992+0.00047854i,0.00027008+0.00084507i,-0.00064056+0.00071229i,-0.0011228+0.00090751i,2.4836e-05+0.0010232i,0.00054015-4.4051e-05i,-0.000248-0.0009345i,-0.0010368-0.00062681i,-0.00054158+0.00022286i
-0.0010469+0.0012516i,-0.00055016+0.0022539i,-0.00034404+0.0024959i,0.00060106+0.0017978i,0.0015932+0.0017628i,0.00062429+0.0017524i,-2.4741e-05+0.00088948i,0.00071034-6.2226e-05i,0.00069135+0.00014943i,0.00030067+0.00055791i,0.00033811+0.00040404i,-0.0001273-0.00024137i,7.0204e-06-0.00077416i,0.00082308-0.00068084i,0.00030151-0.00048515i,-0.00063799-0.0010913i,-0.00078235-0.0011489i,-0.00044775-0.00047329i,-6.2922e-05-5.0952e-05i,-0.00027955+0.00021881i,7.2301e-05+0.00057626i,-9.4607e-05+0.00010363i,-0.00045292-0.00073512i
-0.0013909-0.0023701i,-0.0020682-0.0025763i,-0.0023097-0.0020394i,-0.0022356-0.0011256i,-0.0020983+1.1027e-05i,-0.00086307+0.0020577i,0.00046502+0.0021074i,0.00023485+0.00087269i,-0.00018219-0.00031461i,-0.00044587-0.00028951i,-0.00051741+0.00043021i,0.00020488+0.0004322i,0.00086249-0.00022474i,0.00099852-0.00063816i,0.0007754+1.9181e-05i,-5.7488e-05-2.3586e-05i,-8.85e-05-0.00091832i,9.949e-05-0.00030786i,-0.0001548-1.2495e-05i,-0.00041036-0.00066909i,-0.00078339-0.00037015i,-0.00083303-4.7809e-05i,-0.00029479+0.00042769i
0.00063531+0.0005507i,0.00040901+0.00058812i,2.3545e-05+0.00068732i,0.00047124+0.00036926i,0.00097226+0.00080278i,0.00031266+0.0011987i,6.4341e-05+0.0009439i,0.00021001+0.00082271i,0.00014542+0.00045344i,-0.00037087+7.8766e-05i,-0.00044583-0.00051428i,-0.0004982-0.00088753i,-0.0010933-0.00047362i,-0.0011709+2.9796e-05i,-0.00091678-5.5779e-05i,-0.0017039+0.00019i,-0.0020407+0.00055947i,-0.0012402+0.00081745i,-0.00069082+0.00086513i,0.00016558+0.00088807i,0.00016601+0.00092588i,3.1206e-05+0.00087348i,0.00056445+0.00077621i
-0.00022046-0.0019996i,-0.0010621-0.002265i,-0.0019417-0.0026553i,-0.001489-0.0016619i,-0.0015988-0.00061306i,-0.0010636-0.00016361i,-0.00020649-0.00031653i,-0.00036782-0.00044655i,-0.00097486+0.00036891i,-0.0014434+0.0012142i,-0.0012211+0.00087495i,-0.00041046+0.00070998i,0.00099389+0.00046554i,0.0018337+3.0129e-05i,0.00055663-0.0001694i,-0.00041257+5.1399e-05i,-0.00023992+9.8097e-05i,-0.00046975-9.6958e-06i,-0.00059377+0.00066484i,-0.00031769+0.0010488i,-4.5737e-05+0.00098787i,0.00015554+0.00098294i,0.00074085+0.00028636i
-0.00068304-0.00086761i,-0.00040653+1.164e-05i,-0.00054558+0.00031105i,2.464e-06-5.7827e-05i,0.00028239-0.00016471i,0.00031955+0.00067935i,8.2732e-05+0.0010997i,-0.00054054+0.00067585i,-0.0003541-5.5718e-05i,0.00040705-0.00029015i,0.00050766-0.00016869i,0.00036643-1.4914e-05i,-5.7414e-05-0.00011759i,-0.00029865-0.00020001i,-0.00035921+0.00045989i,-0.00076245+0.00052598i,-0.00039432-0.00022773i,0.00034314-0.00022571i,0.00057992+7.4733e-05i,0.00083087+0.00016831i,0.0004014+0.00062994i,-0.00036876+0.00083299i,-0.00064388+0.00023679i
-0.00020119+0.00055794i,2.6092e-05+0.00019947i,-0.00035357+0.00029582i,0.00096927+0.0005788i,0.0022978+0.0011351i,0.0015051+0.001307i,0.00038976+0.0009726i,0.00054636+0.00056846i,0.00092017+4.2512e-05i,0.00070289-2.1122e-05i,-3.038e-05+8.8664e-05i,-0.00038491-0.00063423i,-0.00030697-0.00089358i,-0.00013912-0.00060441i,-0.00022098-0.00032282i,-0.00038937+2.5071e-05i,-0.00023016+0.00056795i,-0.00026046+0.0012332i,-0.00038065+0.0012358i,-0.00027711+0.00079428i,-0.00063443+0.00057166i,-0.00075084+0.0004043i,-0.00065412+2.9269e-05i
-0.0011761-0.0025086i,-0.0021065-0.0017119i,-0.0031966-0.00075564i,-0.0033716+0.00047731i,-0.0025841+0.00099373i,-0.00059871+0.0023096i,0.000245+0.0023378i,-0.00027596+0.00010315i,-0.00047357-0.00067999i,-0.00023666-0.00011604i,0.00091066-0.00022632i,0.0019435-0.00032339i,0.0010821+0.00011739i,0.00046441-0.00047104i,0.0003028-0.00071488i,-0.00067429-0.00022744i,-0.00071882-0.00054218i,-0.00025964-0.00088716i,-0.0004117-0.00033308i,-0.00051609-0.00061919i,-0.00013516-0.00042834i,0.00049472+0.00017613i,0.00066542+0.00031212i
-0.00025953+0.00042804i,-0.00098671-0.00068863i,-0.00042903-0.0010642i,0.0016958-1.7945e-05i,0.002774+0.00057481i,0.0020422+0.0010939i,0.0015431+0.001045i,0.00064363+0.00028657i,-0.00040359-0.0010496i,-0.00020669-0.0010925i,0.00024344-0.00066334i,3.2886e-05+2.6185e-06i,-0.00026516+0.00047561i,0.00011133+0.00015662i,0.00023043+0.00033729i,-6.8812e-05+0.00098053i,-0.00056901+0.00096237i,-0.00047336+0.00063694i,0.00046517+0.00045982i,0.00055414+4.2746e-05i,0.00050241+0.00012656i,0.00041156+0.00026887i,0.00048385-0.00078437i
0.00097106+0.0012581i,0.00094548+0.00049752i,0.00107-0.00063203i,0.00097497-0.00066563i,0.00077848+5.2273e-05i,-0.00014953+0.00011691i,-0.00074605+0.00041026i,1.5738e-05+0.00084998i,0.00026222+0.000345i,-9.1346e-05-0.00011059i,-0.00050867-0.00062443i,-0.00072522-0.0007467i,-0.00042998+0.00010328i,-0.00013808+0.00078933i,-0.00049853+0.00064117i,-0.00053275+0.00016804i,-0.00023475-0.00011378i,-0.00047979-0.00036418i,-0.00011416-0.00046406i,-9.0204e-05-0.00039573i,4.2041e-05-0.00041759i,0.00091461-9.744e-05i,0.00082277-0.00028861i
-0.0016614+0.00060815i,-0.0014128+0.00048566i,-0.0013397+0.00012803i,-0.00040062+5.4224e-05i,-8.1766e-05+0.0010356i,-0.00079036+0.0024009i,-0.0008311+0.002166i,-0.00066605+0.00089661i,-0.0004308+0.00046831i,8.6737e-05+0.00014961i,0.00010492-0.00039812i,-0.00022572+0.00035594i,-0.00034752+0.00082731i,-6.4062e-05+0.00031671i,0.00029378+0.0002565i,0.00039443+0.0003299i,0.00072076+0.00028785i,0.00039976+0.0010054i,-0.00033307+0.00099249i,-0.00043517+1.6322e-05i,-0.00015672-0.00070868i,6.4801e-05-0.00058739i,-7.3588e-05-0.00044079i
0.0006968-0.0019864i,-0.00029821-0.00074467i,-0.001658-0.00071086i,-0.0015064-0.00048502i,5.306e-05+0.0002382i,0.0017272+0.00036053i,0.0016948+0.00021727i,0.00085887+8.3299e-05i,0.00016656-0.00017267i,-0.00096085+0.00046072i,-0.0007627+0.00083152i,-3.5003e-05+0.00092232i,0.0002045+0.00040741i,-5.1321e-05-0.00015652i,-0.00055002-0.00041264i,-0.00099095+0.00010147i,-0.0014024+0.00094885i,-0.00082487+0.001117i,-0.00030726+0.00077445i,-7.9046e-05+0.00029321i,0.0001795+0.00016262i,0.00030965+0.00041392i,0.00011303+0.00069238i
-0.0016426+0.00028162i,-0.0016596+0.001315i,-0.0030122+0.0014552i,-0.0033998+0.0016514i,-0.0016088+0.00183i,-0.0006306+0.0013652i,-0.00079509+0.0013468i,-0.00038583+0.0012348i,-1.2539e-05+0.00047392i,0.0002478+7.9378e-05i,4.5733e-05-2.1399e-05i,0.00019119-0.00084264i,0.00041136-0.0011477i,-0.0005903-0.0011869i,-0.00069187-0.00088353i,-0.00045707-0.00032956i,-0.00011696-0.00068732i,0.00020641-0.00073817i,5.4549e-05-3.4478e-05i,-0.00028464+0.00037475i,-0.00016523+0.00047601i,0.00028676+0.00053866i,0.00068187-0.0003233i
-0.0012634+0.00044577i,-0.0011048+0.00046787i,5.7174e-05+0.00048066i,0.0014134+0.00015561i,0.001598+0.00019771i,0.00093553+0.00036742i,0.00046826-0.00032559i,0.00038366-4.7196e-05i,-4.8933e-05+0.00059974i,-0.00088924+0.000565i,-0.00084336+0.0011272i,7.2421e-06+0.00082578i,0.00042033-3.4142e-05i,0.0001707-0.00040658i,-0.00025689-0.00065838i,0.00010919-0.00033056i,0.0010229-0.00023197i,0.00074574-0.00023764i,0.00027806-7.7485e-05i,-0.00043667-4.9134e-07i,-0.00036721+5.5093e-05i,-0.00016256+0.00012752i,-0.00054406-0.00044101i
0.00034291-0.00045966i,-0.00071165-0.00060632i,-0.0019694-0.00080461i,-0.0020652-0.00042346i,-0.00060915+4.366e-05i,-0.00046403+0.0010696i,-0.0007482+0.0015667i,0.00012326+0.0008884i,0.00033099+0.00057644i,0.00029224+0.00049494i,0.00042272+0.00012156i,0.00025387-2.4553e-05i,0.00044863+6.4066e-05i,0.00081239-0.00068206i,0.0007687-0.00084526i,0.00034189-0.00063148i,-0.00031049-0.00044775i,-7.8742e-05+0.00070303i,0.00033433+0.0018148i,0.00023406+0.0013238i,0.00020357+0.00033264i,0.00018707-0.00044885i,0.00022695-0.00091601i
0.00029092+0.00056692i,-2.2991e-05-0.00067543i,-0.00058132-0.0012553i,-0.00050281-0.0006524i,-0.00020394+0.00021941i,8.313e-05+0.00058114i,7.3634e-05+0.0006428i,-0.00019547+0.00052743i,-0.00012405+0.0001592i,1.6798e-05-7.3136e-05i,0.00019794-0.00035111i,-0.00018996-0.00081419i,-0.00043264-0.0001989i,8.3754e-05+0.00029971i,0.0005353+0.00029149i,0.00021719-4.2598e-05i,2.4223e-05-6.72e-05i,0.00012264-0.00035823i,0.0001626-0.000823i,0.00026486-0.00030023i,0.00078371+0.00022544i,0.00051788+4.6259e-05i,-0.00053602-0.00033126i
-0.00030969+0.0010021i,0.0011583+0.0011945i,0.002683+0.0013691i,0.0026623+0.0014573i,0.0019594+0.0014644i,0.00099573+0.0022878i,0.00062721+0.0018135i,0.0004972+0.00035701i,0.0004183-0.00021145i,0.00046768-0.0003144i,0.00027481-0.00042099i,-0.00015455-0.0002592i,-0.0007636-6.2955e-05i,-0.00056033+0.00019588i,-0.00025748+0.00013422i,-1.4056e-05+0.00076944i,-0.0001994+0.0012051i,-0.00082559+0.0012001i,-0.0010367+0.00064331i,-0.00050481+9.818e-05i,0.00063862+0.00062014i,0.00033163+0.00035432i,-0.00027613-0.00076212i
0.0002382+0.00052667i,-0.00024172+0.00020093i,-0.00097868+0.0014197i,-0.00072208+0.0019259i,0.0004029+0.0014592i,0.00060613+0.00069029i,0.00010724+0.00030254i,-0.00032473-1.7406e-05i,-0.00033485-0.00015238i,-1.141e-05-6.8093e-06i,-2.2831e-05+0.00012527i,-0.00018485-2.7554e-05i,-0.00061522-0.00061761i,-0.00054597-0.0016346i,-0.00018497-0.0012348i,-0.00096726+0.00036081i,-0.0013146+0.00078981i,-0.00029008+0.00087286i,0.00034841+0.00046973i,-0.00023951-0.00058646i,-0.00033192-0.00058955i,-0.00018136-0.0003141i,-0.00049667-0.00039463i
-0.00048712-0.0003899i,-0.0022363-0.00089307i,-0.0014337-0.0012174i,0.00040371-0.00081592i,0.0012112+3.0375e-05i,0.00068151+0.000453i,-0.00040517+0.00070016i,-0.00082494+0.00047124i,-0.001047+0.00044694i,-6.3083e-05+0.001005i,0.00099868+0.00086048i,-0.00018591+0.00012327i,-0.00073845-0.00026433i,-0.00050709-0.00034883i,-0.00045041-0.00054209i,-8.8314e-05-0.00037374i,3.9912e-05+5.7656e-05i,-0.00016162+0.00084432i,-3.5801e-05+0.001189i,0.00017786+0.0002248i,0.0004-0.0005598i,0.00020663-0.00038201i,0.0003376-2.5296e-05i
-9.2918e-05-0.00090679i,-0.00037433-0.00039465i,9.8037e-05+0.00081921i,0.00081726+0.001246i,0.00096043+0.0010818i,0.00012351+0.00068981i,-0.00043389+0.0010245i,-2.2974e-06+0.0010004i,-0.0004388+0.00032789i,-0.00055073+6.4902e-05i,-3.636e-05+0.00076548i,-0.00027414+0.0011715i,-0.00050087+0.00022043i,-0.00014233-0.00052879i,-2.9082e-05+9.4502e-05i,-6.7924e-05+0.00023596i,0.00023426+0.00013162i,0.00055367-9.9079e-05i,0.00055567+0.00026997i,-0.00025278+0.00047298i,-0.00047274+0.0005553i,8.7566e-05+0.00059704i,0.00048557+0.000817i
-0.0011319-0.00071094i,-0.0014755-0.0012565i,-0.001492-0.00066897i,-0.0017389+0.00037807i,-0.0012175+0.0014076i,0.00031699+0.0023936i,0.00076334+0.0014779i,0.00016667+0.00032867i,-0.00034897-6.3748e-05i,-0.00045082+0.00012299i,-0.00077958+0.00031555i,-0.00054331+0.0003272i,-0.00025064+0.00033253i,-0.0002255-0.00014258i,-0.00046514-0.00063203i,-0.00083644-0.00028963i,-0.00049791-0.00042851i,-0.00071025-0.00036028i,-0.0008196+1.9017e-05i,-0.00017973-0.00022649i,0.000591-0.00017294i,0.00032962-7.0517e-05i,-0.00030872-0.00037536i
-0.00028107-0.00094377i,8.072e-05-0.0010411i,0.00024264-0.00092491i,0.00086439-0.0009473i,0.0006891-0.00055786i,8.9417e-05+0.00014443i,0.00013416+0.0011883i,0.00052082+0.00064072i,0.00031505-0.00022758i,-0.00063433+0.00032808i,-0.00075755+0.00069256i,-0.00037602+0.00051457i,-0.00063079+0.00031894i,-0.00034806+8.1447e-05i,-1.8603e-05-0.00023975i,0.00045801-0.00025228i,0.00017849-0.00019793i,-0.00039094-3.4277e-05i,8.4051e-05+0.00027366i,0.00058102+0.0002534i,0.00087205+0.00022591i,0.00019139+0.0005427i,5.0269e-05+0.00031202i
-0.0023682-0.0014551i,-0.0035373-0.00079822i,-0.0037845+0.00059858i,-0.0026341+0.0017844i,-0.0012129+0.0027887i,-0.00030409+0.0028236i,-3.5095e-05+0.0016098i,-0.00030096+0.00058072i,-0.00092458+0.00065158i,-0.00012463+0.0011922i,0.00080584+0.0012228i,0.00019725+0.00022365i,-0.00093087-0.00056527i,-0.00097787-0.00069595i,-0.00033058-0.0005942i,-0.00036142-0.00036827i,-0.00063554-0.00040085i,-0.00081804-0.00093353i,-0.00027472-0.00065577i,-0.00035095+0.00016023i,-0.0007484-2.0189e-05i,9.566e-05-8.3589e-05i,0.00047159-7.8407e-05i
-0.0010358-0.00064495i,-0.0016202-0.00050333i,-0.0025673-0.00016618i,-0.0014079+0.00084476i,0.00017766+0.0023068i,0.00064005+0.0025272i,0.00083971+0.0015651i,0.00033528+0.0004246i,-0.00077881-0.00039702i,-0.00053717+0.00046308i,-0.00021838+0.0011181i,0.00032115+0.00021824i,0.00087926-0.00029297i,0.00078073-0.00029265i,0.00043122+0.00019964i,-7.2982e-05+0.00042783i,-0.00024566-0.0005838i,-0.00050559-0.000717i,-0.00033571-0.00047628i,0.00050949-0.00063257i,0.00026264-0.00035098i,-0.00023688-0.00077322i,-0.00021458-0.0016689i
-0.0010895-0.00034344i,-0.00043158+6.9037e-05i,-0.00033316+0.0007158i,8.4566e-05+0.0013484i,0.0004625+0.001665i,0.0001305+0.000481i,-0.00015839+5.3466e-05i,0.00047251+0.00055071i,0.00055432+0.00039833i,-0.00039144+0.0008323i,-0.00048895+0.00064922i,0.00025322-0.00059892i,0.00049352-0.0014994i,3.8159e-05-0.00083086i,-0.00062885+0.00041476i,-0.0010364+0.00071456i,-0.00085936+0.00060367i,-0.00050023+0.00034848i,-0.00030426+0.00033958i,-1.0359e-05+0.0008414i,-0.00022279+0.00042297i,0.00028529-7.5764e-05i,0.0010859-0.00010268i
-0.00016014-0.00069311i,-0.0014518-0.0012115i,-0.0026374-0.0025703i,-0.0020897-0.0015814i,-0.0017916+0.0005308i,-0.0016189+0.0023068i,-0.0010602+0.0023969i,-0.00053995+0.0014429i,-0.00060838+0.00059247i,-0.00031731-2.8944e-05i,0.00036045-0.00031573i,0.00026364+0.0003584i,-0.00028915+0.00081568i,0.00014142+0.00035155i,0.00014975-3.1575e-05i,0.00019833+6.2823e-05i,0.00048544+0.00045312i,-0.00013913+0.00063018i,-0.00025122+0.00040108i,-0.0001325-6.0486e-06i,-0.00015516+4.6064e-05i,0.00033283+0.00047129i,0.00055131+0.00045699i
0.0010424-0.0015534i,0.00037031-0.0021282i,-0.00080247-0.002416i,-0.00053112-0.0018745i,-4.5623e-05-0.00039414i,0.00017211+0.00091242i,-0.00059998+0.0017412i,-0.00027203+0.0009282i,0.00065808-0.00011897i,0.00013324-0.00052211i,-0.00011769-0.00045084i,0.00021413-4.1041e-05i,4.9829e-05-0.00022677i,-0.00035967+0.00017186i,-0.0002031+0.00033949i,-0.00020477-0.00062242i,-0.00032223-0.00078492i,-0.00047659-0.00021094i,0.00034333-0.00023613i,0.00093505+0.00017045i,0.00054537+0.00052243i,-0.0001479+0.00019992i,-0.00065042-0.00059166i
0.00012275-0.001645i,-0.00013963-0.00067978i,-0.0013709+4.9667e-06i,-0.0013308+0.00074115i,-0.00095154+0.0013316i,-0.00060798+0.00095585i,-0.00033313+0.00081385i,-1.8465e-05+0.00086757i,0.00016935+0.00046931i,0.00012382+0.00014777i,0.00030807-9.543e-05i,0.00058481-0.00055041i,0.00042683-0.00059642i,0.00011585-0.00068572i,-0.00037554-0.0010437i,-0.00048031-0.0012718i,-0.00058941-0.00039943i,-0.00086408-0.00062921i,-0.00023445-0.00095497i,-0.00032221-0.00016804i,-0.00035148-0.00019349i,-0.0001819-0.00029839i,-0.00037919-0.0007824i
0.0016672-0.00067811i,0.0011328-0.00079378i,0.0015625-0.0014038i,0.0018355-0.0015627i,0.0009163-0.00063229i,-0.00098176+0.00087226i,-0.0012998+0.0021577i,0.00071818+0.0019722i,0.00073862+0.00056726i,-0.00034408-0.00069366i,6.9516e-05-0.0010707i,0.00021683-0.00095193i,0.0004975-0.00037079i,0.00074921-0.00029352i,-9.1679e-05-0.00043892i,-0.00041525+0.00029074i,-0.0001629+0.00089364i,-1.3876e-05+0.00071595i,9.3427e-05+0.00024284i,-0.00020648-0.00016247i,-0.00056256+0.0004089i,0.00037263+0.0010501i,0.00074212+0.0007784i
