-0.00048361-0.00059655i,-0.0016777-0.0010141i,-0.0023184-0.00078369i,-0.0019455+0.0004048i,-0.0016812+0.0015501i,-0.0017486+0.0019551i,-0.00050563+0.0014841i,0.00032801+0.0010645i,0.00082753+0.00069083i,0.0013037+0.00020373i,0.0011705-0.00038356i,0.00052695-0.00030156i,6.7178e-05-0.00015242i,-9.2776e-05+0.00015449i,-0.00057527+0.00045551i,-0.00081199+0.00034515i,-0.00080913+0.0004112i,-0.00012702-0.00033233i,0.00016413-0.00070573i,-2.1714e-05+6.5184e-05i,-0.00035587+9.2856e-05i,-0.00086004-0.00022535i,-0.00091244+0.00040195i
0.0011525+0.00068126i,0.0011322+0.00047828i,0.0010595+0.00089967i,0.00026346+0.0012965i,-0.00081739+0.00059458i,-0.00071328+0.00065481i,-0.00049463+0.00079067i,0.00027111+0.00017962i,0.00052303+0.0003162i,0.00043394+0.00029708i,8.3161e-05-3.1516e-05i,-0.00042266-0.0003476i,-0.00089386-0.00023861i,-0.001028-0.0006892i,-0.00015185-0.00083081i,0.00042137-0.00019769i,0.00067622+2.6565e-05i,0.00048046-0.00022505i,0.00053526-0.00074812i,0.00097656-0.0004496i,1.6859e-05+0.00012745i,-0.00068338+0.00041317i,-0.00075157+0.00041133i
-1.1533e-05+0.0012357i,0.00065267+0.00091847i,0.00029637+0.0007207i,-0.00039296-0.00024579i,-0.00096561-0.00031205i,-0.00095376+0.00069407i,-0.00041044+0.00087148i,-0.00061306+0.00036197i,-0.00065507-8.0159e-05i,0.00023802+0.00051984i,0.00036792+0.0014906i,-0.00020315+0.0013952i,-0.00032719+0.00042656i,-9.331e-05-0.00039573i,2.5624e-05-0.00011944i,-5.5615e-05+0.00027288i,0.00058395+0.00025887i,0.00082184-0.00010903i,0.00054953-0.00038558i,0.00062196+0.00019602i,0.00054798-0.00014859i,0.00023311-0.0011417i,1.2744e-05-0.00084112i
0.00035174-0.0010099i,0.00074384-0.0013384i,0.00037694-0.00092475i,-0.00064919-0.0011004i,-0.00074798-0.0011291i,-0.00067162-0.00015086i,9.4107e-05+0.00010816i,0.00014102-0.00021238i,-0.00056814-0.00014971i,-0.00020257+0.00024712i,-5.8182e-05+0.00029653i,1.9132e-05-0.00033819i,3.9366e-05+0.00016773i,0.0001325+0.00030866i,0.00016754-0.00042311i,-0.0004404-0.00024168i,-0.00078493+0.00026243i,-0.00070621+0.00038265i,-0.00036827+0.00024592i,2.0236e-05+1.0101e-05i,0.0001398+7.4184e-05i,-0.00030185+0.0002248i,-0.0007515-4.6125e-05i
0.00063269+0.0017246i,0.0007243+0.00042472i,0.00057731-0.0012363i,-0.00069261-0.0027006i,-0.0024895-0.0024493i,-0.0028422-0.0014337i,-0.0015485-1.6654e-05i,-2.9245e-05+0.00086192i,0.00033222+0.00020988i,6.6423e-05-0.00074772i,-0.00023531-0.00056046i,-0.00030473-0.00012593i,-0.00020537-0.00026397i,-8.4552e-05-0.00036453i,-0.00046643+0.00029225i,-0.00058028+0.00050308i,-0.00057213-0.00028084i,-0.00099146-0.00017179i,-0.00050763+0.00067784i,-0.00091521+0.00022969i,-0.00073539-0.00064597i,7.1984e-05-0.00046717i,-0.00026647-7.3745e-05i
0.0012746+0.0029397i,0.0013976+0.0025499i,0.0012275+0.0011407i,0.00042919+0.0010186i,-0.00044511+0.00018064i,-0.0016355-0.00080443i,-0.001735+0.00015316i,-0.00097762+0.00089096i,3.8538e-05-3.0512e-05i,0.00071312-0.00055735i,0.00013876-0.00064927i,-0.00023483-0.00041456i,-0.00017558-0.00070064i,-0.00096451-0.0012466i,-0.001175-0.0010062i,0.00025966-0.00012207i,0.0011958-0.0001032i,0.0011063-0.00026486i,0.00038391+0.00024733i,3.6657e-06-0.00018308i,0.00025239-0.00042206i,-0.00030112-0.00081288i,-6.2993e-05-0.00070309i
0.00084633+0.0013228i,0.0011525+0.00099335i,0.0009891+0.00059466i,-3.7645e-05+0.000256i,-0.00065124+0.00018597i,-0.00091053+0.00030705i,-0.00025818+0.00032903i,0.00025466-0.00018755i,-0.00051279-0.0005423i,-0.00077183-0.0001395i,0.00033081+2.0745e-05i,-0.00017779+0.00053151i,-0.0018189+0.0013023i,-0.001835+0.00095733i,-0.0010278-0.00015563i,-1.6764e-05-0.00023527i,-0.00010583-5.4978e-05i,-0.00063577+0.00043488i,-0.00014142+0.0011322i,-0.0004973+0.00091902i,-0.0010075+0.00042541i,-0.0004354+0.00044158i,-0.00052398+0.00041703i
0.00059629+0.0012804i,0.000865+0.0006537i,0.00062619+0.00030326i,0.0011228-3.3305e-05i,0.00078224-0.00020908i,-0.00024239+0.00020969i,4.5193e-05+0.00040228i,0.00081367+0.00099855i,0.00054666+0.00071539i,9.8147e-06-0.00032778i,-0.00018324-0.00012122i,-0.00032861+0.0007008i,-0.00085081+0.00061347i,-0.00080865+0.00016738i,0.00015157-0.00020102i,6.0282e-06-3.3291e-06i,-0.00031655+1.6506e-05i,1.7951e-05+0.00027917i,9.1837e-05-0.00020077i,0.00039187-0.0012113i,0.00071271-0.0010595i,2.139e-05-0.00050655i,-0.00028436+1.7519e-05i
0.00022886-0.0018188i,-0.00056259-0.00097257i,-0.0012969-0.00054622i,-0.0014318-0.00060137i,-0.00055335-0.00030335i,0.00021845+0.00011219i,-0.00022911-0.00016021i,-0.00013677-0.0009747i,-0.00010639-0.00077961i,-2.4951e-05-0.00045535i,0.00011464-0.00024967i,0.000303-0.00035204i,0.00029599-0.00080665i,0.00023958-0.00027307i,0.00063731+0.00014372i,0.00076531-0.00011274i,0.00022438-0.00042724i,-0.00042011-1.6371e-05i,0.0002652+0.00053978i,0.00055333+2.5825e-05i,0.00084007-0.00092456i,0.00098848-0.00013098i,0.00029527+0.00064497i
0.0016947-0.00045511i,0.00028813-0.00029975i,-0.00080956-0.0012204i,-0.0016511-0.00043362i,-0.0016123+0.00035369i,-0.001231+0.0003049i,-0.00044213+0.00075859i,-6.6739e-06+0.0009472i,0.00042384+2.9128e-06i,0.00073581-0.00031588i,0.00028962-0.00037884i,0.00032519-0.0003967i,7.6498e-06+0.00016063i,-0.00054093+0.00061164i,-0.00083741-0.00011776i,-0.0004029-0.0003691i,-0.00043742-1.6474e-05i,-0.00016216+4.2304e-05i,0.00066556+0.00036923i,0.00058007+4.999e-05i,0.00013977-0.00031958i,0.00016862-0.00032859i,4.5667e-05+0.00016612i
0.00038154+0.00059461i,0.00067223-0.00047615i,0.00053298-0.0013149i,-0.00068553-0.001138i,-0.0017586-0.00040887i,-0.0018419-5.2959e-05i,-0.00084641-0.00033007i,0.00060601-0.00025071i,0.00075714+0.00023241i,-2.1136e-05-2.4821e-05i,-0.00013749+9.2944e-05i,-9.6188e-05+0.00043216i,-0.00014538+0.00072651i,-6.1239e-05+7.0666e-05i,0.00028392-0.0015821i,0.00096682-0.00086018i,0.00070161+0.00090247i,-0.00047096+0.00047647i,-0.00097854-2.7288e-05i,-0.00069931+0.00029938i,-2.9501e-07+0.00056612i,-0.00055578+0.00084317i,-0.00059693+0.00041554i
0.0003737+0.00057898i,0.00020028+0.00024089i,0.0001054+0.00013735i,-0.0003646-0.0005282i,-0.00063817-0.0010961i,-0.00035088-0.0013301i,-8.8184e-05-0.00088216i,0.00040522+0.00039271i,0.00027654+0.00051686i,-0.00033862-0.00023523i,-0.00065012-0.00038003i,-0.00091747-0.00028222i,-0.0008473+0.00025286i,-0.00019289+0.00047082i,3.3481e-05+0.00057864i,-2.1025e-05+0.00033803i,0.00085415-8.6076e-05i,0.0011534+0.00010655i,-0.00014741+0.00010883i,-0.00079772+9.2653e-05i,2.6316e-05+0.00055693i,-9.9614e-05-8.3424e-05i,-0.00086061-0.00060634i
7.6444e-06-0.00037205i,0.001114-0.0016536i,0.0008335-0.0018911i,-0.00058888-0.0017715i,-7.9087e-05-0.00067538i,0.00097072+0.00042257i,0.0010588+0.00031212i,0.00042061-0.00069967i,0.0002352-0.0015313i,0.0002386-0.00098857i,-0.00026869+0.0005336i,-0.00048802+0.0013023i,0.00021674+0.00088181i,0.00049099+1.1026e-05i,0.00019708-7.2998e-05i,-0.00015214+0.00019845i,-9.94e-05+0.00078334i,0.00085968+0.0010753i,0.00081764+0.00076509i,0.00015171+0.00097203i,-0.00017292+0.00055131i,-0.00054689-0.00060944i,-0.00048626-0.00065471i
0.00036502+0.00036371i,6.4919e-05+0.00066271i,-0.00034227+0.00034446i,-0.0002028-0.00039663i,-0.00043295-0.00058236i,-0.00061474-0.00017031i,-0.00064368-3.1133e-05i,-0.0003926+0.00036479i,-0.00012181+0.0003305i,0.00013395-0.00024315i,-0.00037244+0.00018309i,-0.00031601+0.00070428i,8.1873e-05+0.00018741i,-6.6178e-05-0.00062227i,0.00055214-0.00096109i,0.0010094-0.001064i,0.00098879-0.0006436i,0.00041892-0.00038981i,0.00016894-0.00020592i,0.00012094-0.00021504i,-0.00025769-0.00010236i,-0.00010723+0.00021904i,0.0002668+0.00057789i
0.00091594+0.00012143i,0.0020765-0.00058537i,0.00050112-0.0014648i,-0.0015353-0.00099994i,-0.0022106-0.0002241i,-0.0013891-0.000526i,-0.00035027-0.00076774i,0.00042905-0.00019328i,0.00022155-0.0002526i,-0.00037635-0.0006658i,-0.0004302-0.00050674i,0.00010469+0.00036803i,0.00056752+0.00092301i,0.00063898+0.00031094i,0.00057894-6.1911e-05i,-0.00036405+9.0457e-05i,-0.00078908+0.00023256i,0.00036478+0.00010394i,0.0007069-7.596e-05i,0.00021224-0.00026632i,9.0091e-05-0.00025405i,-5.2123e-05-0.00039099i,-0.00027039+6.5173e-05i
0.00068308-0.00043619i,0.0011376+0.00068436i,-0.00010776+0.0010271i,-0.0015838+0.0010073i,-0.0016057+0.00091785i,-0.00073131+0.00039785i,0.00036014-4.9328e-05i,0.0016024+0.00042583i,0.0010326+0.00072306i,0.00062741+0.00030578i,0.00090926-0.00029291i,0.0011995-0.00012388i,0.00069475+0.0002094i,0.00032189-0.00023576i,0.00070061+2.8417e-05i,0.00032581-8.6095e-05i,-8.2932e-05-0.00045674i,-6.1475e-05-5.2186e-05i,-0.00020484+0.00060058i,-0.00010079+0.00067597i,0.00057436+7.9863e-05i,0.00038607-0.00047555i,-0.00064015-6.9489e-05i
0.00036622-0.00074901i,1.9715e-05-0.00035501i,2.5737e-06-0.00076993i,0.00014667-0.0013832i,0.00012061-0.0012826i,-0.0011812-0.0011728i,-0.0011109-0.00079835i,0.00011189-0.00021154i,0.00025477-0.00011934i,0.00014716-0.00046468i,-0.00023964-0.00054653i,-0.0005208-0.00028521i,-0.0005645-0.00024876i,-0.00018466-0.0004651i,-0.00023649+2.4494e-05i,-0.00033723+0.00088698i,-0.00018034+0.0010709i,0.00025944+0.00090917i,0.00064637+0.00081235i,3.2602e-05-2.3076e-05i,-0.00086549-0.00036643i,-0.00093409-4.877e-05i,-0.00080505-0.0006149i
0.001148+0.002542i,0.0014651+0.0020074i,0.00052831+0.00031197i,-0.00057101-0.0012762i,-0.00031798-0.0012451i,-0.00033402-0.00059607i,0.00023592+6.9565e-05i,0.0006181+0.00026206i,0.00061257+0.00053787i,0.00040903+6.4169e-05i,0.00030272-0.0010268i,0.00056752-0.00034632i,0.00044829+0.00029841i,-0.00040289-0.00018193i,-0.0013586-0.00031537i,-0.0011136-0.00030496i,-0.00014689-0.00046584i,0.00017556+3.3928e-05i,-5.5015e-05+0.00042008i,6.954e-05-2.6941e-05i,0.00067451-0.00025257i,0.00091294-0.00016316i,0.00054696+9.126e-06i
0.0011473+0.00033207i,0.00044712+0.00028931i,-0.00031975-0.00060759i,-0.00071382-0.00094565i,-0.0011626-0.00012595i,-0.0016595+0.00047859i,-0.0011545+0.00013843i,-0.0001698+1.4379e-05i,-0.00037791+0.00023639i,-0.00080452+2.4686e-05i,-0.00027237-3.7724e-05i,-0.00017791-0.00044056i,9.6495e-05-0.00049777i,0.00038889+0.0002296i,0.00019473+0.00079631i,5.415e-06+0.00040796i,-0.00030566-3.5293e-05i,-0.00030327+0.0001987i,-0.00039223-0.00031014i,-0.00044287-0.00084724i,-0.00053307-0.00035457i,-0.00049863+0.00036429i,-0.00092162+0.00074596i
-0.00070688-0.00013565i,-0.00039966-0.00039667i,-0.00031639-0.00023134i,-0.00063076-0.0003695i,-0.00029496+2.9597e-05i,0.00011719+0.00063212i,-0.00018189+0.00017144i,0.00029996+0.00044353i,0.00044094+0.00051256i,-0.00013237+0.0002506i,-0.0001896+0.00023227i,0.00036566-0.00018997i,0.00053158-0.00059363i,0.00033757-0.00068369i,0.00061392+0.00010497i,3.0772e-05+0.0003061i,-0.00011895-0.00020531i,0.00016388+0.00010615i,-8.3243e-05+0.00021522i,-0.0002376-0.00047677i,-0.00016067-0.00088125i,2.8148e-05-0.00080212i,8.0765e-05-0.00062684i
0.00045863+0.00031307i,0.00054975-0.00034506i,0.0011667-0.00088378i,0.0010461-0.00091201i,0.00042355-0.00027757i,-2.6588e-05+0.00019067i,0.00048213+0.00091687i,0.00078226+0.00065889i,0.00027729+0.00013458i,0.00044641-0.00064039i,-5.1971e-05-0.0014396i,-0.00069629-0.0010677i,-0.00073269-0.00090481i,2.5536e-05-0.00053366i,0.00041723-7.8286e-05i,-0.00041398-0.00017325i,-0.00064692+0.00021389i,-0.0002457+0.00017604i,0.00012676+0.00072199i,-0.00013278+0.00087555i,-0.0005626+0.00030822i,-0.00015754-1.4277e-05i,-0.00015024-0.00057566i
0.001172-0.00039767i,0.0010615-0.0016325i,0.00024646-0.0020015i,-0.0011156-0.0012672i,-0.001918-0.0015169i,-0.0014239-0.00083098i,-0.00056116+0.0001544i,0.00030438+0.00023334i,0.00073067+8.2964e-05i,0.00058581-0.00036302i,-0.00021253-0.00018389i,-0.00044854+0.00019399i,-4.5818e-05+0.00050819i,-7.9974e-05+0.0010001i,-6.5681e-05+0.0009014i,0.00034279-0.00023685i,0.00092872-0.00093311i,0.0012186-0.00049672i,0.00149-0.00056677i,0.0014517-0.00064458i,0.00095947-0.00020778i,0.00041398-0.00011742i,0.00011704-0.00011649i
-0.00016024+0.0012225i,-0.00049888+0.0015467i,-0.0018046+0.00065154i,-0.0020291+7.0261e-05i,-0.0023581+0.00028176i,-0.0023664+0.00061568i,-0.001165+3.764e-05i,0.000334-0.00051904i,0.00086078+4.0514e-05i,-0.00026585+0.00019126i,-0.00024967+0.00015608i,0.00014111+6.3085e-05i,-0.00038413+6.9342e-06i,-0.0001057+0.00010697i,0.00056028+1.3665e-05i,0.00091349+0.000671i,0.0012786+0.00071908i,0.0010481+0.00021104i,0.00025957+0.00023117i,-0.0003578-3.7637e-05i,-0.00020253+0.00047892i,-9.8697e-05+0.00098881i,-0.00061093+0.00081172i
-0.00039287+0.0015081i,-0.00098972+0.0015741i,-0.0012794+0.00021659i,-0.0013943+0.0012297i,-0.00099057+0.0016714i,5.4905e-05+0.0012765i,0.00053356+0.0011733i,0.00081158+0.00062934i,0.0005848-0.0002056i,0.00029379-0.00028688i,-5.4081e-05-0.00018352i,-0.00036338-0.00023635i,-0.00093853-0.00042349i,-6.5683e-06-1.4214e-06i,0.00031058+0.00088969i,-4.0838e-05+0.00092043i,0.00017429+0.00049197i,-0.00036673-0.00010793i,-0.00036101-0.00023522i,-4.1653e-05-0.00030983i,-0.0003118-0.00071466i,-0.00064045-0.00062859i,-0.00038266+6.3367e-05i
-0.0030738+0.00093956i,-0.001354-0.00029725i,-0.00016652-0.00040572i,0.00082547-0.00039009i,0.0010051-0.00032991i,5.0777e-05-0.0008849i,-0.00035335-0.00081097i,-0.00049671-0.00075705i,-0.00070075-0.00029951i,0.00016276+0.00076373i,0.001177+0.00046584i,0.00069302+4.3687e-05i,-0.00034964-0.00019065i,-0.00092828-0.00061305i,-0.00021245-0.00033478i,0.0011135+0.00013127i,0.0011877+0.00021686i,0.00069018-5.8903e-05i,-1.0629e-05-7.0276e-05i,-0.00057625-7.4692e-05i,-0.00097114+0.00025649i,-0.00094703+0.00074504i,-0.00026923+0.00044355i
0.00035024-0.002182i,-0.0010253-0.0014074i,-0.0017276-0.00069275i,-0.0015772-0.00036974i,-0.0010289-0.00067528i,-0.00058657-0.0005238i,1.6106e-05-0.00011943i,0.00072783-0.00019558i,0.00033602-0.00042488i,0.00011998-0.00026794i,-0.00021389-0.0002195i,-0.00044812-0.00037927i,-0.00016082-0.000233i,-0.00024897-0.00020474i,0.00049505+0.00025486i,0.00014679+0.00061133i,-0.0004804+0.00021847i,-0.00027728-0.00063837i,-4.1393e-05-0.00074311i,-5.6873e-05-6.3723e-05i,0.00020651+0.00084938i,0.00046224+0.00076981i,6.5365e-05+1.1051e-05i
0.00033283-0.0009491i,7.2013e-06-0.00084956i,-0.0013562-0.00051709i,-0.0017847-0.00079273i,-0.0015615-0.00062665i,-0.0011264+0.00050581i,-0.0006672+0.0011962i,-0.00068149+6.7689e-05i,-0.00048381-0.00018947i,8.1962e-05+0.00078915i,-0.0001652+0.00071463i,-0.00082679+6.1754e-05i,2.8979e-05-0.0001162i,0.0009135+0.0005852i,0.00052066+0.00032027i,0.00066773-0.00026741i,0.00076927-0.00044631i,0.00050338-0.00015916i,0.00017675+0.00012708i,-0.00046688+0.00040634i,-0.00053474+0.00078712i,-0.00013901+0.00016928i,0.00022419-0.0011249i
-0.00065143-0.00044084i,-0.00085335+0.0010363i,-9.546e-05+0.0017472i,-0.00025108+0.00098071i,-0.0009277+5.9798e-06i,-0.00022411-0.00060312i,0.00013422-0.00041002i,-0.00014363-5.9534e-05i,4.4974e-05+0.00047788i,0.00049344+0.0012958i,0.0006753+0.0005366i,0.00032624-0.00076133i,-0.00020892-0.00072892i,-0.00030589-0.00050297i,0.00033405-0.0010072i,0.00068487-0.00072757i,0.00042944-3.144e-07i,-0.0001213+0.00015084i,-0.00019452+5.0927e-06i,8.0484e-05+0.00018262i,-0.00019597-8.2463e-05i,-0.00064646-9.7783e-05i,-0.00083171+0.00044523i
0.00050114+0.0011959i,0.00042496+0.00018481i,0.00037645+0.00085026i,0.0010926+0.00089039i,0.0010268-0.00016068i,-0.00021337-0.0003967i,-0.00042776-0.00018438i,2.0023e-05+0.00025264i,7.419e-06+0.0006168i,-0.00011523+0.00053529i,0.00040896-0.00010414i,0.0004349-0.00025593i,-0.00017746-0.00081729i,-0.00035241-0.00028963i,-0.00048114+0.0007102i,-0.00026387+0.00054157i,-0.00018821+0.00032809i,-0.00028654+0.00019035i,7.272e-07-0.00027028i,-1.8009e-05-0.00017459i,-0.0001718+3.2847e-05i,-0.00032416+4.0225e-06i,-0.00039338-0.001272i
-0.00071175+0.0016218i,-0.00015269+0.00072503i,0.00068402+0.0003159i,0.00059582-0.00087614i,-4.4208e-05-0.0016034i,-0.00015126-0.001055i,-0.00039465-0.0008981i,-0.00036205-0.00044465i,0.00019188-0.00020089i,0.00054926-0.00018652i,0.0003392-0.00016973i,0.00044807-0.00058578i,0.00060582-0.00095282i,0.00038643-0.0014591i,0.00025982-0.00080511i,0.00033245+0.00081452i,1.1537e-05+0.00096652i,-0.00043247-0.00011228i,-0.00012578-8.8065e-05i,-6.5801e-05+0.00011272i,-0.00025879-0.00046268i,-0.00031779-0.00083931i,-0.0002843-0.00060659i
0.00062596-6.013e-05i,0.00082269-0.00020788i,0.00011144-0.00057338i,-0.00080966-0.0015112i,-0.00028157-0.0016321i,-0.00026738-0.00043559i,-0.00096969+0.00061833i,-0.00052759+0.00062818i,0.00050248+0.00018616i,0.00068491-2.2821e-05i,0.00043963-0.00039352i,0.00048702-0.00065127i,0.00028055+6.4346e-05i,-0.00021029+0.00078204i,-0.00013336+0.00069128i,-0.00033098+0.00034401i,-0.00039151+0.00030433i,2.8988e-05+0.00055755i,0.00022802-0.00013406i,-0.00026249-0.00084001i,-0.00099424-0.00062041i,-0.0003533-0.00054996i,0.00032931-0.00051664i
0.00071861+1.2612e-05i,0.0014043+0.0010456i,0.0014819+0.0012009i,0.00043157+0.0015269i,0.00021377+0.0014611i,0.00089863+0.0012628i,0.0010349+0.0012082i,0.00011466+0.0011678i,-0.00021727+0.00043964i,0.00051112+7.4543e-06i,0.00045923+0.00060271i,0.00011304+0.00041488i,0.00072764+0.00010281i,0.0010179-8.7868e-05i,0.0001041-0.00029371i,1.6788e-05-0.0002127i,0.00024435-0.00051822i,-0.00011574-0.00063942i,-0.00014278-0.00041013i,-0.00012587+7.2464e-05i,0.00013513+0.00087863i,2.4358e-05+0.001283i,-0.00023978+0.00049681i
-0.0021664-6.5671e-06i,-0.0019753+0.00015902i,-0.0015458+0.00076096i,-0.00095889+0.001311i,-0.00032316-0.00037664i,0.00021141-0.0011994i,0.00048325-0.00051405i,0.00041868-0.0006399i,-0.00052384-0.00071128i,-0.00084445-0.00031429i,-0.00028754-0.0001791i,0.00014035+4.6574e-05i,0.0001578-0.00030138i,0.0001349-0.00076762i,0.00060684-0.00095548i,0.00039008-0.0011198i,-5.4525e-05-0.00058909i,0.00053385+0.00022767i,0.00057473+0.00039564i,0.00048004-0.00031531i,6.35e-06-0.00022204i,-0.00040557+0.00028543i,-4.2914e-06+0.00043244i
-0.00044659-2.1983e-05i,-0.00091794-0.00024828i,-0.0015429+0.00016495i,-0.0015306+0.00077477i,-0.00090135+0.00016574i,-0.00060204-0.00037463i,-0.00011655+0.00027106i,0.00037031+0.00071619i,-0.00015612+0.0005875i,-0.00046294-0.00015759i,-0.00051611-0.00043562i,-0.0010836-0.00061664i,-0.00092136-0.00068042i,-0.00039829-0.00043653i,-9.2389e-05-6.494e-05i,0.00051428+0.00024119i,0.00074978-0.00011901i,0.00029628-8.8267e-05i,-0.00016369+0.00075664i,8.9445e-05+0.001651i,0.00030345+0.0017508i,0.00022384+0.00071594i,0.0004063+0.00027388i
-0.0011882-0.0021915i,-0.00089311-0.0018141i,-0.0016483-0.00030083i,-0.0023442-0.00080572i,-0.00098334-0.0012062i,0.00058068+0.00019109i,0.0010655+0.00070821i,0.0011452+0.00030155i,0.00076361+0.00061494i,0.0002143+0.00016778i,-0.00036183+0.00014162i,-0.00092665+0.00030546i,-0.0012304-4.3885e-05i,-0.00056737+0.00040881i,-0.00012345+0.0011775i,-0.00029936+0.00034089i,3.1034e-06-0.00017536i,0.00048677+0.00074558i,0.00046063+0.00066284i,5.7525e-05+6.2986e-05i,-0.00049693-2.8218e-05i,3.7315e-05+0.00023426i,0.00018879+0.00040039i
0.00011249+0.00060413i,0.00014286+0.00094049i,-0.00024113+0.00083561i,-0.00069447+0.00023219i,-0.00080927-0.0005582i,-0.00076015-0.0004417i,-6.6111e-06+0.00058993i,0.00022317+0.00087901i,0.00048036+0.00035799i,0.0008248+0.00014992i,0.00018418-0.00015084i,-0.00033407-0.00042999i,1.051e-05-7.1345e-05i,-0.00017484+1.9147e-05i,-4.3222e-05+9.6681e-06i,-0.00026733-0.00074593i,-0.00016135-0.00053888i,0.00081348+0.0003795i,0.00070915+0.000462i,0.00010138+0.00030204i,-0.000366-0.00023838i,-0.00010709-0.00020069i,0.00045304+8.5047e-06i
0.0010814-0.0010629i,0.0012178-0.0012487i,-0.00018059-0.00098978i,-0.00095285-6.8135e-05i,-0.0010395+0.00059725i,-0.00090442-0.00022293i,5.9714e-05-0.00050842i,0.00044334-0.00019373i,0.00034933+4.1889e-05i,-2.8313e-05-0.00013956i,-0.00076396+1.7472e-05i,-0.00046838+0.00043314i,0.00019186-0.00016713i,3.8279e-05-0.00016487i,0.00045206+0.00016958i,0.00051323+0.00013698i,0.00015474+0.00014405i,-2.1338e-05+0.00056583i,0.00033927+0.0001526i,0.00031178-0.00061261i,-0.0005267-0.00070148i,-0.0010641-0.00039276i,-0.00029058+0.00049369i
0.00050135+0.00012495i,0.00013548-0.0002099i,-0.00089816+2.661e-06i,-0.0015661+0.00018832i,-0.0007283-0.00013439i,-0.00052138-0.00050776i,7.868e-05-0.0002583i,9.9089e-05+5.8595e-06i,-0.00052574+0.00012486i,-0.00050017+0.00018231i,-0.00074662-9.8405e-05i,-0.00066116-5.2976e-05i,-0.00069225-0.00017309i,-0.00041218-0.00027157i,-0.00032458-0.00015192i,-4.9362e-05-0.000289i,0.00020765-0.00075177i,0.00016941-0.0012358i,0.00034509-0.00019784i,8.7794e-05+0.00068827i,1.6548e-06+0.00019019i,0.0003782+0.00022884i,0.00019437+0.00052447i
0.00016449-0.0018526i,-0.00013573-0.002288i,-0.00020199-0.0033094i,-0.00083139-0.0023082i,-0.0011023-0.0005912i,-0.0012265-0.00028163i,-0.00040822-0.0004504i,-2.7515e-05-0.00023903i,-0.00054125-0.0006257i,1.7413e-05-0.00086645i,0.00014007-0.000439i,1.9561e-05-0.00028099i,0.00012036+1.0628e-06i,-0.00029212+0.0011794i,0.00014993+0.0011834i,0.00031976+0.00084i,-0.00033982+0.00057905i,-0.00025634-0.00012002i,-0.00071111-0.00024912i,-0.00095019-0.00048157i,-0.00027451-0.00091172i,6.0513e-05-0.00053785i,-0.00021062-0.00015474i
0.00032392+0.0011668i,9.6548e-05+0.00085301i,-0.00028111+0.0002422i,-0.00090275+0.00036147i,-0.00031249+8.9747e-05i,-0.00012583+5.7583e-06i,-0.00036113+6.1127e-05i,9.9216e-05+9.3126e-05i,0.00012289+0.00028808i,-0.00022018+0.00041505i,-0.00028593+0.00079343i,-0.00010629+0.00035977i,-0.0001321+0.00020176i,-0.0005593-4.5081e-05i,-0.0010806+0.00017478i,-0.00097424+0.00015701i,-2.0872e-05-0.00062146i,0.00089489-0.00041319i,0.00066915+0.00013439i,0.00019745-0.00039261i,0.00027343-0.00044232i,0.00065725+2.2697e-05i,0.0005602+0.00010459i
-0.001285-0.0024489i,-0.0010606-0.00080955i,-0.0011486-0.00042162i,8.7691e-06-0.00072175i,0.00083816+0.00079377i,0.00069408+0.001384i,0.00046071+0.00070623i,0.0005104-8.3635e-05i,0.00033737-0.00020941i,0.00059135+0.00069628i,0.0010226+0.0007582i,0.001293+0.00047964i,0.0018781+0.00026422i,0.001857+0.00064683i,0.0011613+0.0011753i,0.0006851+0.00025689i,3.2389e-05-0.00087294i,-0.00012079-0.00046769i,-0.0004648+0.00042675i,-0.00044962+0.00029753i,0.00073019+3.9237e-05i,0.0016271+0.00096666i,0.0015605+0.0014001i
-0.00041196-0.0008765i,-0.00029018-0.0008191i,-0.00040476-0.00035369i,-0.00083198+8.2154e-05i,-0.00068874-0.00019371i,-0.00027587-0.00062278i,0.0001359-0.00035417i,0.00050913+1.9402e-05i,-0.00047343+0.00024625i,-0.0015435-0.00011416i,-0.00092171-0.00048245i,-0.00074348-0.00058389i,-0.00068837-0.00039238i,0.0002077-2.5401e-05i,0.001265+0.0002005i,0.0010256+0.00056175i,-0.00056522+9.1262e-05i,-0.001081-0.00043396i,-0.00019366-0.00029234i,0.00013671+7.7494e-05i,-0.00054415-3.908e-05i,-0.0006534-0.00022788i,6.0657e-05+4.2917e-05i
0.0002616+0.00035709i,-8.1842e-05+0.00011892i,-9.4649e-05-0.00076689i,-0.0011324-0.00093881i,-0.0011231-0.00027729i,-0.0010512+0.00019421i,-0.0010526+0.00083756i,-0.00085011+0.0010495i,-0.00035093+0.00069841i,0.00023075-0.00019923i,0.0002708-0.00034184i,0.00082508-2.6281e-05i,0.0013931-0.00013712i,0.0007894-0.00024959i,-0.00039108-0.00017466i,-0.00040158-0.00037091i,0.00029463-0.00033959i,0.00072066+0.00044146i,8.4613e-05+0.00022549i,9.9383e-05-0.00016894i,0.00054458-0.00042569i,-0.00066987-0.00036937i,-0.00044205+0.00023192i
