-0.0035667-0.00099943i,-0.003515-0.0001319i,-0.0039776+0.00092942i,-0.0039898+0.0015702i,-0.0024414+0.0022023i,-0.0010714+0.0023477i,5.7967e-05+0.0019193i,0.0012806+0.001412i,0.0018273+0.00042554i,0.0011531-0.00038146i,0.00018471-2.4652e-05i,-6.6883e-06+0.00010916i,0.00054692-0.00027222i,0.00058644+3.7232e-06i,0.00014823-2.6355e-05i,7.3442e-05-0.00023215i,-0.00039461+0.00035939i,-0.00084517+0.00036269i,-0.00027285+0.00020679i,-0.00048798+0.00057001i,-0.00089688+0.0012768i,-0.0009248+0.00022193i,-0.00051051-0.00041017i
0.00044606-0.00028005i,-0.0014493-0.00041357i,-0.0010797-0.001064i,-0.00099897-0.0022525i,-0.00078897-0.0022888i,0.00064973-0.0020606i,0.0015276-0.0021469i,0.0011342-0.0018695i,0.00056094-0.0018154i,0.00030578-0.0015266i,0.00012236-0.00074408i,-4.0942e-05-0.00039908i,-0.00071994-0.00052086i,-0.00074929-0.00091034i,-0.00015514-0.00031812i,-0.00028928+0.00064636i,-0.00014869+0.00030569i,-0.00016242-8.9938e-05i,-0.0011186+0.00041947i,-0.00093967+0.0007321i,-0.00073896+0.00014899i,-0.0011477-0.00055596i,-0.00094261-0.00081517i
-0.002071-0.0012169i,-0.0022108-0.0018791i,-0.0024556-0.0018907i,-0.0016184-0.0013679i,-0.00034881+0.00012283i,0.00085194+0.00016947i,0.0015111-0.0015989i,0.0012742-0.0016468i,0.00063847-0.00020607i,0.00013726+0.00048145i,-3.2231e-05-0.00028445i,8.1112e-05-4.1859e-05i,0.0003371+0.00039742i,0.001077+0.00047372i,0.00058371+0.00044319i,-0.00040495-0.00041159i,-0.00077715-0.00044033i,-0.0012913+0.00021187i,-0.0010607+0.00055652i,-0.0002969+0.0003564i,0.00032866+0.00013033i,0.00064449+0.00025915i,4.6286e-05-4.4434e-05i
-0.00068949+0.0007461i,-0.0011022+0.0016294i,-0.0011116+0.0016575i,-0.00056248+0.00094314i,-0.0003889+7.954e-05i,0.00030323-0.00016304i,0.00066774-0.00049966i,0.00029154-0.00050934i,0.00022786+0.00024702i,0.00040826+0.00015075i,0.00035766-0.00031239i,0.00051627-9.4312e-05i,4.4526e-06-0.00090166i,-0.00023002-0.00097065i,0.00033316-0.00019975i,-0.000174-0.00011422i,-0.00095529-0.00032585i,-0.00077186+0.00015803i,-0.00020281+0.00018131i,0.00010505-4.8543e-05i,0.00067644-0.00012924i,0.00078811+5.2819e-06i,0.00020262-6.7559e-05i
-0.00095283-0.00013933i,-0.00023753-0.00031092i,-0.00084322-0.0015718i,-0.0017319-0.0020413i,-0.0018089-0.0011932i,-0.00031041-0.00031757i,0.0020956-0.00090913i,0.0020195-0.0010504i,0.00038468-0.001012i,0.00012204-0.001052i,0.00021244-0.00047889i,-0.00034948-0.0004035i,-0.00061286-0.00079137i,-0.00072027-0.00096845i,-0.0012148-0.0008882i,-0.0011536-0.00041482i,-0.00090342-0.00036346i,-0.0005904-0.0001641i,0.00013393+0.00021842i,0.00064266+0.0005382i,1.1747e-05+0.00087228i,-0.00060467+0.00033032i,-0.00093316-0.00028527i
0.0016677-0.00056489i,0.0014782-0.00069636i,0.0018984-0.00084197i,0.00053561-0.0015544i,-0.0010289-0.0022619i,-0.00047273-0.0011614i,0.00082069+2.3264e-05i,0.00090674-0.00010409i,0.00018596-0.0004401i,-4.3163e-05-0.00068286i,-0.00029615-0.0009579i,-0.0003549-0.00012043i,-0.00023641+0.00045104i,-0.00055755+0.00010172i,-0.0010271+0.00012464i,-0.00070242-0.0002234i,-0.00043862+2.53e-05i,-0.0011192+0.00026113i,-0.0014277-0.00080237i,-0.00053145-0.0011764i,0.00022058-0.00030032i,-0.00049106+0.00023325i,-0.00079631-5.8755e-05i
-0.0011731-0.00015815i,-0.0018655-0.00018016i,-0.0023852-0.0017504i,-0.0019959-0.0017238i,-0.0010869+0.00044063i,0.00026598+0.0014595i,0.0014885+0.00015798i,0.0013225-0.00086051i,0.00038581-0.00024682i,-0.00017767+0.00021131i,-0.00033219-0.00049853i,-0.00022035-0.00048703i,0.00026825-0.00013792i,0.00048213+0.00010995i,-8.2715e-05+0.00011232i,-0.0005316-0.00039668i,-0.00064594-0.00028506i,-0.0010312-0.00042648i,-0.00060902-0.00061892i,-2.4248e-06-0.00044929i,-2.4673e-05-0.00030031i,-7.8893e-05+0.00028463i,-0.00030853+0.00075188i
-0.0013521+6.9309e-05i,-0.00025998+0.00045753i,-0.001022+0.00035912i,-0.0024663+3.7932e-05i,-0.0019005-0.00083449i,-0.00029168-0.0010522i,0.00044451-0.0011884i,0.00044255-0.0014184i,0.00014008-0.0010644i,0.0010219-0.00087502i,0.0014435-0.00025206i,0.0011224+0.00018806i,0.0010622-0.00010895i,0.00023262-5.4912e-05i,-1.7546e-05+0.00028289i,-9.9808e-05+0.00017663i,-0.0011104+5.8599e-05i,-0.00099983+6.4009e-05i,-0.00057431+0.00050923i,-0.00054205+0.0002778i,0.00022348-0.00013843i,0.00049101+0.00040612i,0.00051679+0.0012575i
-0.00077109+0.00014155i,-0.00082212-0.00051933i,0.00012392-0.00040941i,0.00080548-0.0011443i,0.0012139-0.00099853i,0.0016345-0.00037699i,0.0022402-0.00052211i,0.0014451-0.00052121i,5.3328e-05-5.4501e-05i,0.00053317+8.0257e-05i,0.0010898-0.00033235i,-1.7661e-05-0.0004591i,-0.00055791-0.00027565i,-0.00023436+0.00032078i,-0.00063129+0.00081441i,-0.00034252+0.00082207i,-0.00024693+0.00033157i,-0.00099171-0.00042705i,-0.0010317-0.00076497i,-0.00043519+0.00034893i,-0.00042446+0.0016508i,-0.00031331+0.001033i,0.00067017+0.00019219i
0.00048275+0.00071818i,0.0013149+0.00095022i,0.0024208-4.7211e-05i,0.0014208-0.001801i,-0.00071996-0.00307i,-0.00097787-0.0021201i,0.0011193-0.0013503i,0.0020604-0.0016357i,0.00079013-0.0011649i,-1.997e-05-0.00010831i,0.00029067+1.2697e-05i,0.00015091-0.00014309i,-6.4832e-05+8.7604e-05i,-0.00021773-0.00038229i,-0.00022966-0.00041784i,-0.00041655-0.00027357i,-0.00075948-5.6214e-05i,-0.0012681+0.00046825i,-0.00084015+0.0006796i,-0.00022353+0.00022173i,0.00014144-0.00029833i,0.00064279-5.7258e-06i,0.0005635+7.4131e-05i
0.0017081+0.0015666i,0.0007593+0.00055375i,0.0019681-0.00087555i,0.0020578-0.0017526i,0.0017358-0.0009257i,0.0020965+0.00014595i,0.0019252+0.00083931i,0.0011725+0.00020655i,0.00087154-0.00088901i,0.00091091-0.0008821i,0.00099868-0.00088909i,0.0011863-0.0011879i,0.00095459-0.0017912i,0.00034156-0.001182i,9.7396e-05-0.00044031i,0.0002577-0.00075783i,-0.00055798-0.001112i,-0.0011736-0.00078806i,-0.00069201+9.2324e-05i,-3.6285e-05+0.00070166i,0.00055784+0.00023839i,0.00065368-0.00030264i,0.00057857+5.8549e-06i
-0.00033812+0.002048i,0.00015129+0.0012969i,0.0008743-0.00047164i,6.4282e-05-0.0012372i,-0.00070203-0.00098223i,0.00046735-0.00057185i,0.0017184-0.00050609i,0.0014885-0.0014811i,0.00082404-0.0014234i,0.00085891-0.00073119i,0.001056-0.00016381i,0.0015098-0.00011547i,0.0014847-0.00016065i,0.00065617-0.00027276i,-0.00025677-0.00057573i,-0.001249-0.00065309i,-0.0013567-0.00011029i,-0.00053609+0.00059924i,-0.00037652+0.00056254i,-0.00049058+0.00058059i,0.00017977+0.0011162i,0.00079306+0.001247i,0.00087362+0.00093885i
0.00082898-0.0021809i,-0.00046854-0.0024652i,-0.0019385-0.00398i,-0.002809-0.0039999i,-0.0020308-0.001565i,-0.00073821+0.00057472i,0.0004628-0.00026251i,0.00083807-0.0017052i,0.00060169-0.0015553i,0.00035853-0.0014098i,0.0005394-0.0011229i,0.00048533-0.00051134i,-4.8832e-05+0.00034039i,-1.1438e-06+0.00065181i,-7.2519e-05+0.00033702i,-0.00062503-8.5778e-05i,-0.0009519-0.00047638i,-0.00093823+0.00017567i,-0.0008904+0.00011564i,-0.00057147-0.00056124i,-0.00032364-0.001436i,-0.00048334-0.0017183i,-0.00014652-0.00055745i
0.00097355+0.00069138i,0.0010398-0.00083442i,0.00050243-0.0026831i,-0.00022354-0.0020035i,-0.00046499-0.0009147i,0.00055374-0.0006221i,0.0018443-0.00065691i,0.0022588-0.00077555i,0.0017846-0.00099163i,0.0003429-0.00098773i,-0.00067653-0.00077243i,-0.00056503-0.00038001i,-0.00065321+0.00065212i,-0.00095211+0.00062616i,-0.0010304-0.00030716i,-0.00061578-0.00060724i,6.9345e-05+0.0002137i,-0.00062024+0.00057919i,-0.00072935+0.00081918i,0.00021463+0.00044471i,0.00062932+0.00021663i,-8.7474e-06+0.00076792i,-0.0010609+0.00056083i
-0.0026438-0.00018416i,-0.0023697-0.00051047i,-0.00060773-0.0004984i,-2.2453e-05+0.00013371i,-0.00099156-0.0001591i,-0.00054233-0.00081325i,0.00084963-0.00066594i,0.0012967-0.00061192i,0.00086266-0.00036875i,0.00035024-0.0006778i,0.00078144-0.00059772i,0.0015189-1.9905e-06i,0.0014459-0.00023239i,0.00090315-0.00070995i,0.00010659-0.000452i,-0.00032718-0.00027344i,-0.0005912-0.00030235i,-0.0011127-0.00047944i,-0.0011788-0.00062037i,-0.00098995-0.00041075i,-0.00058346-0.00029072i,8.265e-06+3.6498e-05i,0.00024911+0.00010648i
-0.0015859+0.0001789i,-0.00094426+0.00054929i,-0.00068674+0.00050819i,-0.0013091+0.00080295i,-0.0018217+0.00092611i,-0.0012209+0.00081019i,0.00048365-0.00018189i,0.0013409-0.0013304i,0.00089085-0.00091551i,0.00062243+0.00027525i,0.00064867+1.9473e-05i,0.00074445-0.00033919i,0.00084951-0.0002361i,-8.3554e-05-0.00036015i,-0.00030245-0.00017227i,-0.00029445+0.00038543i,-0.00061902+0.0003679i,-0.00056728-1.9744e-05i,0.00015422+0.00038997i,0.00083422+0.00077267i,0.00052142+0.00084208i,-0.00012336+0.0010431i,0.00040331+0.00061489i
-0.0026862+0.0017913i,-0.0027771+0.0019278i,-0.002619+0.0022784i,-0.0013888+0.0018805i,0.00052571+0.0021764i,0.0025001+0.0021536i,0.002781+0.00083245i,0.0015751-0.00016464i,0.00094296+0.00010095i,0.001147+0.00062347i,0.00099984-0.00017294i,0.00076825-0.0012757i,0.00048326-0.0010705i,-6.3856e-05-0.00034353i,-0.00023696-0.00039291i,-0.00044467-8.4862e-05i,1.3677e-05+0.00039656i,0.00027515+0.00019103i,0.00042599-0.00026476i,0.00089723-0.00037084i,0.00086283-0.00013996i,0.00064765+5.8852e-05i,0.00011098+0.00022933i
-0.0010873-0.00041429i,-0.00094689+0.0003896i,-0.0008994-0.00020846i,-0.00062048-0.00082325i,-0.00078623-0.00060788i,-0.00027481-0.00028621i,0.00094607-0.00030915i,0.0013143-0.00025175i,0.0005349-0.00037944i,0.00056668+9.9894e-05i,0.00092103+0.00052199i,0.00041842+0.00013482i,0.00046371-0.00050606i,0.00087159-0.00054187i,0.00086332-0.00079733i,0.00040261-0.0010017i,-0.00033418-0.00085342i,-0.00088466-0.00081949i,-0.00074785-0.00020692i,-0.00024619+0.00026707i,-0.00013038+6.6705e-05i,-0.00078331-3.4345e-05i,-0.00078575-0.00032193i
0.0010506+0.0031858i,0.0015072+0.0021131i,0.0021773+9.9484e-05i,0.0027466-0.0014859i,0.0019874-0.0014947i,0.00082347-0.00066487i,0.0011214-0.00076377i,0.00095216-0.0015625i,0.00031519-0.0020941i,0.00054971-0.0020547i,0.00093713-0.0014913i,0.00064994-0.0011409i,-0.00015135-0.0019256i,0.00019593-0.0016494i,0.00037292-0.0010496i,0.00020174-0.00091575i,7.8787e-05-0.00039771i,-0.0002483-0.00037564i,0.00017356-0.00073694i,-0.00022229-0.00053871i,-0.00062096-0.00069806i,-0.00081986-0.00092921i,-0.00089776-0.0005317i
-0.00013363+0.00048518i,-0.00038094-5.1517e-05i,0.00065094-0.0013301i,0.00074828-0.0017884i,-7.757e-05-0.0013365i,-0.00050421+6.2888e-05i,-0.00044476+0.00027269i,-0.00017107-0.0012529i,0.00046548-0.00053742i,0.0015109+0.0008542i,0.0021677+0.00087979i,0.0013437+4.2547e-05i,0.00021946-0.00062542i,8.6005e-05-0.00026867i,-0.00012563+0.00022613i,-0.00021159+0.00063534i,2.1644e-05+0.00062129i,0.00060338+0.00084826i,0.0013826+0.00070702i,0.0010436-0.00011673i,0.00042195-0.00084055i,0.00042689-0.0010326i,0.0003363-0.00080517i
0.00059036+0.0005308i,0.00049819+0.00059191i,-9.5009e-05-6.2704e-05i,-0.00098795-0.00096589i,-0.0010334-0.00082929i,0.00026144-0.00017255i,0.00097291-0.00069989i,0.00085762-0.0015504i,0.00028572-0.0013687i,-0.0002851-0.00048818i,2.8809e-05-0.00030925i,0.0007217-0.00026413i,0.00042878+2.4164e-05i,0.00068784-0.00013578i,0.0010352-0.00040599i,0.00044432+0.00017549i,0.00026208+0.00080217i,3.6083e-05+0.00096528i,-0.00035065+0.0010522i,0.0003699+0.00019189i,0.00099304-0.00052622i,0.00025791+8.2326e-05i,-0.00059936+0.00042671i
-0.003634-0.00013694i,-0.0035199+0.00053488i,-0.0038674+0.0010684i,-0.0031777+0.0010705i,-0.0017314+0.00061504i,0.00055125+0.0014398i,0.0020193+0.00097213i,0.0018644-0.00015073i,0.0011683-0.00020341i,0.00042516+5.0097e-06i,-4.3899e-05+2.2894e-05i,0.00065095+1.3516e-05i,0.0014827-0.00030003i,0.0011912-0.00035377i,0.00031151-0.00033804i,8.2035e-06+0.00011247i,-0.00023631+0.00038313i,-0.00015017+0.00027095i,0.00056414+0.00059686i,0.00010631+0.00054349i,-0.00089419+8.17e-05i,-0.00082108+0.00018813i,-0.00016294-0.00016546i
-0.0012651-0.0018107i,-0.0010932-0.00068943i,-0.0011698+0.00062103i,-0.00084732+0.0012102i,-0.00084694+0.0015332i,6.0794e-07+0.0012661i,0.001097-0.00023577i,0.00060657-0.0012293i,-0.0003008-0.00098394i,0.00022628-0.00016209i,0.00046262-1.8493e-05i,-0.00039803-0.00055684i,0.00028214-8.9449e-06i,0.00027555+0.00061162i,-0.0010192+0.00010753i,-0.00075422-0.00015764i,-0.00059883+0.00019346i,-0.00094211+0.00069223i,-0.0004265-4.8244e-05i,0.00016708-0.00017787i,-0.000238+0.0012348i,-0.00047862+0.0017134i,-0.00059173+0.00057031i
-0.0021513+0.00087158i,-0.0028453+0.0018412i,-0.003251+0.00079995i,-0.0022148+0.00020868i,-0.0011799+7.7858e-05i,0.00073137-0.00044016i,0.001984-0.0014023i,0.0012383-0.0017049i,0.0008474-0.0013535i,0.0015865-0.00070535i,0.0020174-0.00047386i,0.0014652-0.00030015i,0.0012599-0.00032787i,0.0007848-0.00042955i,-0.00038951+9.475e-05i,-0.0010754-2.3018e-05i,-0.0008714-0.00046272i,-0.00022721-0.0005691i,0.00036737-0.0003502i,0.0010998-0.00045163i,0.0013091-0.00012154i,0.00017486+0.00052122i,0.00013188+5.0544e-05i
-0.0027829-0.00040768i,-0.0021731+0.00016648i,-0.0016898+0.0002841i,-0.0020866+0.00050895i,-0.0014525+0.0014824i,0.00020616+0.0014882i,0.0016297+0.00076297i,0.0013641-6.7464e-06i,0.00054789-0.00048803i,0.001429-0.00043688i,0.0017795-2.1805e-05i,0.0013851+0.00080031i,0.0020458+0.0013873i,0.0016488+0.00064652i,0.00067318-0.00037526i,-2.7538e-05+2.5078e-06i,0.0004094-0.00045795i,0.0010369-0.0013992i,0.0010666-0.00059173i,0.00045413+0.00013139i,6.9074e-06+0.00015773i,0.00028838+2.3932e-05i,0.00085843-0.0003696i
-0.0019536-0.00028893i,-0.0012277-0.00017002i,-0.0022256+0.00014379i,-0.0024737+0.00055244i,-0.00093391+0.0011582i,0.00061267+0.00048086i,0.00062328-0.0011088i,-0.00016787-0.0011971i,0.00028647-9.7423e-05i,0.0010476+0.00011937i,0.0013322+0.00033007i,0.0014374+0.0011792i,0.0013636+0.00048694i,0.00096271-0.00058205i,0.00037602-1.4061e-05i,-0.00050105+0.00020125i,-0.00046966+0.00028949i,-0.00064702+0.00065423i,-0.00062971+0.001016i,7.3308e-06+0.001174i,0.00033718+0.00089941i,0.00017133+0.00089925i,0.00020442+0.00087277i
0.00025928+9.8298e-05i,-0.00010991-0.00035552i,0.00063986-0.0012878i,0.00025146-0.0017811i,-0.00035704-0.00063088i,0.00050151+0.00071044i,0.0014886+0.00066893i,0.00099495+0.00068105i,0.00059402+0.00063234i,0.0013915+0.00037675i,0.0012888+0.00076523i,-0.00011159+0.00084996i,-0.00033804+0.00027058i,6.5854e-05-0.00039647i,-0.00013003-2.7044e-05i,-0.00056752+0.00064758i,-0.00094828+0.00068419i,-0.00046201+0.00023385i,0.00021593+6.4531e-05i,0.0002596-0.00067923i,0.00064643-0.0014538i,0.00051796-0.00050512i,-0.00018503+0.00066074i
-0.0010185-0.00086256i,-0.0017057-0.0006104i,-0.0028921-0.0019269i,-0.0042298-0.0021955i,-0.0037447-0.00083276i,-0.0017831+3.2e-05i,0.00015233-0.0004223i,0.00083211-0.00038108i,0.00022899+0.00061448i,0.00016183+0.0015125i,0.0011364+0.0012314i,0.0017557+0.00027436i,0.0012006+0.00010625i,0.00024912-0.00041567i,-0.0001854-0.0011887i,2.8226e-05-0.00053952i,-0.00026823+0.00066552i,-0.0010361+0.0011694i,-0.00078757+0.0010237i,0.00059343+0.00053935i,0.00060242-4.2227e-05i,8.794e-05+0.00015564i,-3.793e-06+0.0004919i
0.0017882-0.0022983i,0.00099967-0.0038154i,-1.7451e-06-0.0065759i,-0.0014069-0.0065119i,-0.0032109-0.0051057i,-0.0033855-0.0026834i,-0.0029658+0.0005417i,-0.0034422+0.0029011i,-0.0029251+0.0041245i,-0.00095126+0.0042409i,0.0014165+0.0031567i,0.0025592+0.0027121i,0.0021775+0.0022074i,0.0014601+0.00043525i,0.00023311-0.0009984i,-0.0013263-0.00079971i,-0.0019507-0.00016004i,-0.0015675-0.00023352i,-0.00049654-0.00023461i,0.00033093-0.00081706i,-5.0644e-05-0.0015486i,-0.00072972-0.0011512i,-0.0011425-0.00016114i
3.8046e-05+0.000355i,-0.00042293+0.00087406i,-0.00060301+7.4574e-05i,-0.00078468-0.00046296i,-0.00046575-0.00013142i,0.0010708-0.00055856i,0.0027955-0.0011852i,0.002899-0.0029758i,0.0016784-0.0042266i,0.00042664-0.0039104i,-0.00045708-0.0028845i,-0.00069295-0.0013572i,-0.00094497-0.00014659i,-0.0015175-0.00050885i,-0.0018542-0.0014932i,-0.00076639-0.0010067i,0.00017241-0.00038159i,0.00046592+9.5095e-05i,0.0010137+0.00040729i,0.00084755+0.00044588i,0.00085358+0.00029423i,0.00030839+0.00013708i,-0.00072956+0.00045832i
-6.4795e-05+0.00017976i,-0.00024783+1.3317e-05i,0.00039257-0.00090174i,0.00024124-0.0019732i,-0.00052747-0.0012448i,5.128e-05-3.1891e-05i,0.0013214-0.00021444i,0.0017531-0.0020959i,0.0016927-0.0026126i,0.00081044-0.001541i,-0.00032771-0.00080187i,-0.0011389-0.00078564i,-0.0012232-0.00011743i,-0.00073474+0.00020279i,-0.00076016-0.00036997i,-0.00059834-0.0001799i,-0.0001935+0.00067617i,-0.00028969+0.0010823i,3.7576e-05+0.00040785i,8.5616e-05-0.00067809i,0.00054082-0.00083988i,0.00019775-0.00021997i,-0.00038049+4.908e-05i
-0.0023104+0.00046402i,-0.0016876+0.00038702i,-0.00058645-0.00030117i,0.00010823-0.00041046i,0.00071702+0.00033047i,0.0020558+0.00054989i,0.0019251-0.00058509i,0.00099769-0.0018707i,0.0007641-0.0016909i,0.00077826-0.0011349i,6.0296e-05-0.00079855i,-0.00036251-0.00028416i,-0.00059605+0.00020329i,-0.0004255+5.1269e-05i,0.00062472-0.00049349i,0.00048273-0.0012946i,-0.00056661-0.0011104i,-0.00063129-0.00024706i,-0.00023833+0.0002481i,0.00015324+0.00062009i,0.00070729+0.00066182i,0.00023937+0.00013349i,-8.6412e-05+0.00054213i
0.00065776+0.00062411i,0.00049598+8.1385e-05i,0.00020015-0.00042504i,-0.00035031-0.001362i,-0.00065724-0.0016313i,0.00084799+0.00016377i,0.0024096+0.0010642i,0.0028111-4.1235e-05i,0.0022368-0.0012084i,0.0012632-0.0011368i,0.00063563-0.00066065i,0.00010012-0.00049669i,0.00041681-0.00068506i,0.00047752-0.00022779i,-0.00022991+0.00048404i,-0.00064303+0.00019903i,-0.00019671+6.8424e-05i,-0.00012897+0.00046163i,-0.00079001+0.00039527i,-0.00061934-0.00015569i,-0.00010532-0.00034524i,0.00085381-0.00033689i,0.0010798-0.00070674i
-0.0043917-0.00031964i,-0.003242-4.6056e-05i,-0.0019532+0.00012311i,-0.0014391+0.00071578i,-0.00068774+0.0011089i,0.00082865+0.00062359i,0.0020044-0.00021306i,0.0016086-0.0009309i,0.00072006-0.00099197i,0.0007362-0.00038514i,0.00053992+0.00015751i,8.7018e-05+6.7807e-05i,0.00012382+3.7891e-06i,0.00028504-0.00013026i,0.00039449+0.00014454i,-0.00031402-0.00040658i,-0.00099263-0.001149i,-0.00019787-0.00084991i,0.00068032-3.187e-05i,0.00035374+0.00036824i,0.00012133+0.00033429i,0.0004527+0.00073138i,-0.00027724+0.001065i
0.001924-0.0019366i,0.0019976-0.0014335i,0.0016353-0.0026669i,-0.00049339-0.0025356i,-0.0014718-0.0013006i,-0.00017162-0.00064705i,0.00087424-0.0012812i,0.00082376-0.002009i,4.9822e-05-0.0016055i,-0.00017219-0.0013626i,0.00030303-0.00041041i,0.00054782+0.00039883i,0.00094685+0.00062902i,0.00074288+0.00044892i,0.00025097-0.00044495i,-8.1584e-05-0.00096036i,-0.00092279-4.1765e-05i,-0.0011703+0.00042442i,-0.0005141-0.00023303i,-0.00022922-0.00045621i,0.00012148+0.00016485i,-0.00023551+0.0010504i,-0.00062706+0.00044531i
0.00020959+0.00047536i,-0.00025133+0.00023397i,1.8116e-05-0.0015923i,0.00022294-0.0031134i,0.00031343-0.0030052i,0.00048685-0.0014778i,0.0013147-0.00053059i,0.0011936-0.00076397i,0.0011935-0.00077451i,0.001494-0.00072686i,0.00091343-0.00095909i,0.00041988-0.0013336i,-0.00051337-0.00098403i,-0.0012454-0.00023515i,-0.00058313-0.00041955i,0.00060018-0.00091306i,-0.00019942-0.00050508i,-0.0008552+2.3391e-05i,-0.00029428+0.0011674i,-2.898e-05+0.0013288i,0.0001168+0.00033472i,-0.00030753-6.3252e-05i,-4.5867e-05-0.0004202i
0.00033316-0.00096257i,0.0006246-0.00072975i,7.9724e-05+0.00012623i,-0.00064318-5.1484e-05i,-5.7789e-06-0.00011268i,0.0012757+0.000791i,0.0010215+0.00049528i,0.00052503-6.7367e-05i,0.00075839-0.00049294i,0.0010617-0.00043111i,0.001127-0.00053413i,0.00071089-0.00013783i,-8.0762e-05+0.00023209i,-0.00047968-0.00037707i,-0.00027386-0.00048731i,-0.00031473+4.9578e-08i,-0.00073906-9.5206e-05i,-0.00017895-0.00059065i,0.00031782-0.00050008i,-0.00025912-0.00023524i,-0.00027528-0.00016555i,-0.00032+0.00018334i,-0.00028236+4.1135e-05i
0.00072415+0.0016094i,0.00099072+0.00060036i,0.001305-0.0009316i,0.00011161-0.00084222i,-0.00015462-0.00011961i,0.00083163-0.00025484i,0.0019662-0.0012175i,0.002467-0.0014097i,0.0017808-0.0011306i,0.0013995-0.00064428i,0.00090529+0.00016665i,0.0001856+0.00010477i,0.00019361-0.00029106i,-9.5735e-05-0.00070414i,6.3679e-05-0.0010427i,0.00064491-0.00070382i,0.00043634-0.00044957i,-2.7039e-05-3.3492e-05i,-0.00045387+0.00044551i,-0.00078153-0.00011948i,-0.00042582-0.00088987i,2.028e-05-0.00042243i,0.00052388+0.00029344i
-0.00062022-0.0014271i,-0.00020813-0.0027426i,0.00057152-0.0027984i,-0.0008826-0.0027151i,-0.0014426-0.0019062i,-0.00066314-0.0011955i,0.00011031-0.0013259i,0.00076035-0.0012131i,0.00090786-0.0013751i,0.00080734-0.00078703i,0.00041956-0.0009821i,0.00021712-0.00078018i,0.00033415-0.00012803i,0.00033222-0.00016371i,-1.6029e-05-0.00062658i,-0.0008426-0.00088903i,-0.0010443-0.00086151i,-0.00082825-0.00089634i,-0.00057204-0.00075258i,7.3712e-05-0.00056329i,0.00019402-0.00068819i,0.00030279-0.0006151i,0.00051482+0.00018367i
-0.0008193-0.0012757i,-0.0015974-0.00034667i,-0.0021784-0.00098063i,-0.0014515-6.3342e-05i,0.00024806+0.0009475i,0.0018224+0.00059123i,0.002692-0.00041514i,0.002025-0.0012329i,0.0015643-0.0015256i,0.0013592-0.0011588i,0.00051081-0.00069271i,0.0002213-0.00094547i,0.00039996-0.00076358i,0.0001497-0.00038374i,-0.00048583-0.00013039i,-0.0012409+0.00014245i,-0.0012177-0.00010261i,2.5926e-05-0.00032542i,0.0010123+0.00033174i,0.0008202+0.00066805i,0.00040443+0.00024797i,0.00023363+0.00010005i,0.0002014+0.00018064i
-0.0053649+0.0030415i,-0.0038611+0.003325i,-0.0022606+0.0043086i,-0.00024493+0.0047471i,0.00098155+0.0036855i,0.0024171+0.0014636i,0.0029618-0.00054234i,0.0016011-0.0010258i,0.00026747-0.0007645i,0.00071146+0.0004803i,0.0012405+0.00020528i,0.0011541-0.00069572i,0.0016251-0.00045425i,0.001175+0.00047746i,0.00048233+0.00078911i,0.00095836+0.00058691i,0.00096469-0.00027494i,0.00019528-0.00065254i,-1.517e-06-0.00017844i,7.5621e-07-0.00028261i,0.00039507-0.00093169i,0.00032079-0.00061219i,0.00023377+0.00037368i
-0.0010216+0.0025405i,-0.0017034+0.0027253i,-0.00099169+0.0023535i,0.00019405+0.001714i,0.00021332+0.00032037i,0.00061764-0.00046281i,0.00069479-0.0014615i,0.00065581-0.0025207i,0.00077605-0.0014036i,0.00036686+7.9126e-05i,-0.00018003+9.7104e-05i,-0.00012912+0.00067266i,0.0001879+0.00072681i,-0.00023142+0.00030706i,-0.00034924-6.5635e-05i,7.1002e-05-0.00082793i,-1.243e-05-0.0011896i,-0.00068243-0.00022809i,-0.0012137+0.00060825i,-0.0004106+0.00051842i,0.00016948+0.00097746i,-0.00015943+0.0012827i,-0.00033806+0.00064205i
0.00060146+0.0011678i,0.0012039+0.00014093i,0.0017022-0.0014111i,0.00075846-0.0010748i,-0.00066119+0.00046208i,-0.00017309+0.0011357i,0.0014169+0.00049753i,0.0013933-0.00038484i,0.00040293-0.00054627i,0.00016259-0.00077608i,-0.00063319-0.0011407i,-0.00082955-0.0009412i,-0.00017215-0.00028384i,2.7404e-05-0.00041554i,0.0003541-0.00099347i,9.2238e-05-0.00041604i,-0.00034221+0.00042887i,-5.2762e-05+0.00035819i,0.00032329+3.5181e-05i,0.00047167+0.00016293i,-2.0253e-05-0.00024834i,0.0003238-0.00046857i,0.00061218+0.00023137i
-0.00097333-0.0031835i,-0.0012339-0.0030666i,-0.0024501-0.0030287i,-0.002764-0.00096853i,-0.0015665+0.00036685i,-2.4676e-05+0.0006582i,0.0012535+0.00035881i,0.0017833-0.00042796i,0.001213-1.4195e-05i,0.00079076+0.00016618i,0.00054261-0.00042251i,0.00015199-0.00010158i,0.00012607+9.0638e-05i,0.00010989+0.00022217i,-0.00058803+0.00050136i,-0.00067578+0.00052932i,-0.00048555+0.00022306i,-0.00027891-0.00014364i,-0.00036309-0.00061603i,-0.000445-0.00097103i,0.00033639-7.1525e-05i,0.00041567+0.00051746i,-0.00043302+0.00011382i
