0.0010862+8.3481e-05i,0.00057134-0.00015285i,0.0011018-0.00093791i,6.3121e-05-0.001738i,-0.0022616-0.00071773i,-0.0025946+0.0011997i,-0.0010157+0.0027006i,0.00066354+0.0016533i,0.0010844-0.00030003i,0.00081897-0.0013719i,0.00025822-0.0016896i,-0.00029253-0.0013049i,-0.00091738-0.0010316i,-0.00098937-0.00028621i,-0.00085416+0.00038168i,-0.0011616+1.6356e-05i,-0.0012847-0.00048796i,-0.00099961-0.00031i,-0.00038492+0.00032375i,0.00026828+0.00087016i,0.00019118+0.00036593i,-0.00044037-0.00020143i,-0.00045592-0.00012648i
0.00086643-5.1085e-05i,0.00076635-0.0011682i,0.00076368-0.0018114i,0.00034862-0.0017166i,-0.00028908-0.00061108i,-0.00094626-0.00028381i,-0.00066564-0.00028582i,-1.7706e-05-0.00097025i,0.00014833-0.0013301i,-0.00042122-0.00089787i,-0.00061374-0.00061079i,-0.0011254-0.00088374i,-0.001367-0.00027925i,-0.00035623+0.00041292i,0.00044932-0.00036001i,0.00055463-0.00062289i,0.00020974+0.00025693i,0.00026857-4.9949e-06i,-0.00019975-0.00035901i,-0.00030031-3.2095e-05i,0.00016828+0.00052564i,-2.7507e-05+0.00085974i,-0.00088798-0.00022952i
-6.5515e-05+0.0015442i,-0.0003754+0.0022916i,-0.00088081+0.0027441i,-0.0015652+0.00072397i,-0.0017956-0.00075857i,-0.00077008-0.00046665i,0.00095244+0.00029394i,0.0010803-0.00040811i,7.6346e-07-0.0016888i,-0.00067119-0.0014066i,-0.00058663-0.00097291i,0.00044894-0.00068705i,0.00035973+2.4082e-05i,-0.0006199+0.00022335i,-0.00057311+0.00072798i,-0.00042939+0.00056935i,0.00029056-0.00029337i,0.00045773-0.00077677i,0.00041091-0.00040065i,0.0007078+7.2046e-05i,-0.00010843+0.00050768i,-0.00051418+0.00022799i,-0.00026989-0.00019827i
0.00012627-0.00027606i,-0.0004943-0.0015039i,-0.00062296-0.0014455i,-0.00056007-0.00038027i,-0.0012432+0.00044665i,-0.001586+0.0011459i,-0.00076438+0.00062289i,-0.00019253-0.00097977i,4.1155e-05-0.0019797i,-0.00057402-0.0011345i,-0.00097813-0.00020895i,-0.00045486-0.00039935i,-0.00067693-0.00030639i,-0.00079606-0.00034883i,-0.00034584-0.00041361i,0.00017682+7.991e-05i,0.00024307+0.00012781i,-0.00025157-0.00012037i,8.0478e-05-0.00072943i,-5.2401e-05-0.00081493i,-0.00036273-0.00087895i,-0.00035143-0.0013229i,-0.00078885-0.0010152i
-0.0012552+0.00039274i,-0.00010022+0.0012067i,-0.00019974+0.0014884i,-0.0012597+0.00074771i,-0.0020047+0.00050331i,-0.0022492+0.0011976i,-0.00081844+0.0011518i,-0.00018629+0.00049822i,-0.0008674-0.00055528i,8.0207e-05-0.00043165i,0.00013805+0.00014166i,-4.92e-05+0.0010159i,-0.00012764+0.00065457i,-0.00023925-0.00060037i,0.00086938-1.2941e-05i,0.00091029+0.00067106i,-5.9174e-05+0.00056629i,-0.00020167+0.00042674i,-0.00014341-0.00020773i,-0.00038813-0.00040144i,-0.00032729+0.0002609i,-0.00035649+0.00075267i,-0.00015162+0.00024446i
-0.0022836+0.0029173i,-0.0015106+0.0025815i,-0.001604+0.0019566i,-0.0018396+0.0016871i,-0.0020292+0.0010298i,-0.0016086+0.00024786i,9.5532e-05-9.7295e-05i,0.00060145-0.0011312i,0.00030012-0.0019459i,-0.00036415-0.0010464i,-0.00075508-6.8187e-05i,-0.00063813+0.00032608i,-0.00071424+0.00022192i,-0.00063923-1.999e-06i,0.00010125+5.4877e-05i,0.00077856+0.00016192i,0.00079242+0.00028506i,0.00078992+7.6515e-05i,0.00015902-6.3708e-05i,-0.00044759-0.00024395i,0.00049402-1.138e-05i,0.00070918+0.00023297i,0.00018926-0.00011927i
-0.0012401-0.00026477i,-0.00095375-0.00064743i,-0.0014063-0.00053398i,-0.001791+0.00017214i,-0.0017057+0.00029797i,-0.00084401+0.00051795i,-7.6564e-05+0.00064909i,-9.5685e-06-0.00013125i,-0.0006995-0.0012544i,-0.001059-0.0008836i,-0.00033752+5.5028e-05i,0.00034084+0.00030509i,-5.315e-06+0.00042816i,-0.00019732+0.00022138i,0.00012074+6.9924e-05i,-2.6243e-05-0.00026889i,-0.00027334-0.00034896i,-0.00035384+5.1083e-05i,-0.00046597-6.1422e-05i,0.00012443-0.00031502i,0.00043161-0.00059412i,0.00067728-0.00034989i,0.00075646+9.7524e-05i
0.00059191+0.0013951i,-0.00080226+0.0017155i,-0.0022633+0.00058509i,-0.0019591+0.00038328i,-0.0008451-3.5848e-05i,-0.0011084-0.00061891i,-0.0016497-0.00055538i,-0.00089799-0.0013935i,-0.00034171-0.0023278i,-0.0004821-0.0022027i,-0.00027832-0.0012923i,1.5668e-05+0.00028469i,-0.00019683+0.00054619i,-0.00015179-0.0002758i,0.00010422-0.00097437i,0.00019091-0.0012194i,0.00061542-0.0004502i,0.00068178+0.00017869i,0.00065498+6.6239e-05i,0.00062518+0.00045731i,0.00027886+0.0005788i,0.00061063+5.9932e-05i,0.00083025-7.6806e-05i
0.0011186+0.0013789i,0.00096182+0.00077041i,0.0010247+0.0016547i,0.00055717+0.0015574i,-0.00031331+0.0011588i,-0.00062202+0.0012539i,8.9832e-05+0.00072601i,-0.00022768-0.00063827i,-0.00077424-0.0015691i,-0.00075967-0.00095589i,-0.00068702-0.00048655i,0.00016405+0.00021691i,0.00023883+0.0010678i,8.7665e-06+0.0010624i,0.00021836+0.00069471i,0.00019977+0.00020513i,0.00018853-0.00044242i,4.9569e-05-0.00066122i,-0.00017449-8.8187e-05i,-8.6557e-05-0.00034536i,-0.00026436-0.00066551i,-0.00012605-0.00015885i,3.3033e-05+0.00048006i
0.0019766+0.0012846i,0.0019388+0.0017522i,0.0018811+0.00072716i,-9.2086e-05-0.00063265i,-0.002297-0.001021i,-0.0026405-0.00031258i,-0.00064204+0.0010197i,0.00055238+0.00054105i,3.7538e-05-0.00099051i,-8.4066e-05-0.0011148i,-0.00052213-0.00076484i,-0.0005543-0.00080617i,-3.4453e-05-0.00047775i,0.00011515-0.00043295i,0.00075786-0.00081627i,0.00070901-0.00032947i,0.0001254+2.5643e-05i,0.0001077+0.00041475i,0.00059319+0.00029489i,0.00089324-0.00060004i,0.00024441-0.0005911i,-0.00025617-0.000327i,0.00043582-9.1737e-05i
0.0021228+0.00082207i,0.0015903+0.00027891i,0.0016089+0.00017994i,0.0012073-6.1406e-06i,0.00018046+0.0001599i,-0.00071471+0.00062668i,5.0364e-05+7.3494e-05i,0.00019543-0.001589i,-0.00084445-0.0028257i,-0.0011201-0.0030488i,-0.00091979-0.0014791i,-0.0013781-0.00028135i,-0.0014366-0.0008945i,-0.0010719-0.0013785i,-0.00071086-0.00044225i,0.00024968+0.00091883i,0.00030223+0.00072748i,-0.00064586+0.00063963i,-0.00031873+0.00035249i,0.00026396+0.00016056i,-6.4549e-05+0.00027224i,-0.00013668+0.00045979i,-0.00012382+0.00013991i
-0.0016293+0.0010547i,-0.0022428+0.001415i,-0.0014753+0.0020493i,-0.0015531+0.0021443i,-0.0015323+0.0014139i,-0.00098865+0.0012846i,-0.0003363+0.00067155i,0.00029621-0.00070908i,0.00016291-0.0014162i,-0.0010543-0.00081695i,-0.0013329-0.00058066i,-0.00034419-0.00055847i,-5.1923e-05-9.8155e-05i,-0.00025797+0.00026353i,3.9307e-05+0.00010462i,0.000484+0.00021731i,0.00028721+0.0008574i,-1.8191e-05+0.00059346i,-9.2425e-05-5.3002e-05i,-0.00067833+2.9105e-05i,-0.00089443+7.4704e-05i,-0.00028849-5.2335e-05i,-0.00022869+0.00027895i
0.0010405-0.00049786i,0.001407+1.052e-05i,0.00017031-0.00059846i,-0.0022967-0.00081569i,-0.002882+0.00016826i,-0.0026327+0.00025811i,-0.001423-0.00012189i,-0.00063424-0.00085834i,-0.0011879-0.0020668i,-0.0015949-0.0018362i,-0.0008516-0.0004611i,-0.000823+0.00016291i,-0.0016534+3.52e-05i,-0.0010474-0.00036256i,-4.838e-07-0.00012382i,-3.7956e-05+0.00010828i,-0.00029388-0.00020403i,0.00012058-0.00055695i,4.7843e-05-0.00037996i,-0.00027473-0.0001535i,-0.00057821-0.00042689i,0.00019211+0.00011755i,0.00069945+0.000746i
0.001039-0.0012702i,0.00081608+0.00016097i,0.00018779+0.00030674i,-0.00068908-0.00054567i,-0.0021612-2.2508e-05i,-0.0028772-1.1197e-05i,-0.0015675-0.00058522i,-0.00066884-0.0009479i,-0.001202-0.0010597i,-0.00078134-0.0008859i,1.5898e-05-0.0010155i,0.00022586-0.0012581i,-0.00017762-0.0002119i,-0.00059319+0.00034283i,-0.00098982+0.00021614i,-0.0011961+0.00058442i,-0.00027879+0.00037243i,0.00061183+0.00021633i,0.00062627+0.00080423i,0.00065823+0.0010028i,0.00037741+0.00048535i,-0.00031884+0.00049468i,-0.00022645+0.00066126i
0.00049453-0.0017198i,0.00050224-0.0011543i,-0.00033887-0.0010489i,-0.0012556-0.00037579i,-0.0019083+9.02e-05i,-0.0016248+0.00042031i,-0.00015957+0.00045829i,0.00010131-0.0013139i,-5.3158e-05-0.0023219i,1.992e-05-0.0013274i,-0.00012675-0.00094748i,-0.00042392-0.00034985i,-0.0010131-0.00023232i,-0.00070957-0.00068194i,0.00060919-0.0005413i,0.00094861+0.00013529i,0.00056908-0.00010116i,0.00053564-5.0184e-05i,0.00071506-0.00033211i,0.00047033-0.00082379i,-0.00022495-0.00066348i,-0.00081434-0.0007713i,-0.00095192-0.00041173i
-0.00063191-0.00029375i,0.00069194-0.0015676i,0.00047964-0.0022796i,-0.0015089-0.0014931i,-0.0025891-0.0006542i,-0.0025708-0.00014352i,-0.001275-0.00013866i,0.00014837-0.0010091i,-0.00060716-0.0014295i,-0.0012398-0.00070081i,-0.00086776+0.00071537i,-0.0011766+0.00028811i,-0.0009111-0.00049124i,-0.0002189-0.0002106i,-0.00021148-1.3341e-06i,-0.00010948+0.00015259i,0.0003919+3.933e-06i,0.00059316-0.0002925i,0.00065881-0.00065088i,-0.00026494-0.00034749i,-0.0011164-0.00022879i,-0.00028187+0.00029898i,0.00048331+0.00092076i
-0.00038145+0.0013558i,-0.00026673+0.0014464i,-0.00068969+0.00095341i,-0.00049651+0.0014439i,-0.0002975+0.0020079i,-0.00031254+0.00090239i,0.00047965-0.00035478i,0.00050712-0.0011737i,-0.00046731-0.0017793i,-0.0011041-0.0010378i,-0.0015339+0.00075188i,-0.0007913+0.00097655i,0.00016644+0.00070529i,-0.00018001+0.00051574i,-0.00055551-1.1872e-05i,1.9759e-05-0.00047321i,0.0002185-0.00014046i,0.00025887+0.00011333i,3.4093e-05-0.0005056i,0.00048827-0.00052271i,0.0005681+0.001194i,3.5279e-05+0.002104i,0.00059437+0.0010506i
0.00099478-0.00062857i,0.0015985-0.00020704i,0.00093149+4.1387e-06i,-0.00041465+3.1446e-07i,-0.0025749+0.00035341i,-0.002789+0.0013937i,-0.00066003+0.0015023i,-0.00013875+0.00010086i,-0.00061297-0.0016198i,-0.00088385-0.0018078i,-0.00095874-0.0014313i,-0.00025484-0.0010164i,-0.00038258-0.00037664i,-0.0006184-0.00043555i,-0.00021342+0.0002279i,-0.00064638+0.00039956i,-0.00066168+0.00043853i,0.00014672+0.00041558i,0.00030701+0.0001811i,0.0001776+6.5167e-05i,0.00067701+0.00010561i,0.0010927+0.00056196i,0.00094744+0.00053208i
0.00087561-0.0014848i,0.00021858-0.0019015i,-0.0004545-0.0021426i,-0.0015739-0.0016261i,-0.0024812-0.00079521i,-0.0021679-0.00041613i,-0.00025109-0.0003638i,0.00089592-0.00052247i,0.00067863-0.0014436i,-7.6476e-05-0.001693i,-0.00096208-0.0013494i,-0.00088824-0.0014835i,-0.0004392-0.001089i,4.1343e-05+4.9659e-05i,5.3409e-06+0.00087913i,-0.00042382+0.00052089i,-0.00046811+0.00025673i,9.1525e-05+0.00021649i,0.00012921-0.00043416i,-4.1279e-05-0.00092368i,-0.0006914-0.00014524i,-0.0017285+0.001117i,-0.0015916+0.00089577i
0.00092949+0.002311i,-0.00030316+0.0014569i,0.00093562+0.00061344i,0.0015744+0.00042344i,0.00022591+0.00063666i,-0.00072986+0.0007259i,-0.0009923+0.00030638i,-0.00089721-0.00059378i,-0.00040537-0.0014074i,-0.0007044-0.0014218i,-0.00088463-0.00071587i,-0.00034606-0.00040579i,-0.00019512-0.00098341i,-4.6208e-05-0.0012353i,-1.0104e-05-0.0012094i,-0.0002137-0.00092976i,-9.2544e-05-0.00071693i,-0.00013888-0.00081735i,-0.00011874-0.00043192i,-0.00071599-1.8307e-05i,-0.00060048+7.0797e-05i,-0.00012977-3.8155e-05i,-0.0005175+1.7447e-05i
-0.0013171-0.0024171i,-0.0019577-0.00082483i,-0.0016201+0.00052929i,-0.0022468+0.00024387i,-0.0032732-0.00038746i,-0.0022635+0.00048256i,0.00016292+0.00041972i,0.00072516-0.00060176i,-0.00033923-0.0007511i,-0.00072163+4.7264e-05i,-0.00043414+0.00052235i,7.2487e-05+0.00095339i,-3.1567e-05+0.00062111i,0.00040396+0.00022056i,0.00071435-0.00011195i,0.00033567+5.8286e-05i,0.00037963+0.00071635i,0.00047998+0.00058563i,0.00042091+0.00068461i,0.00024797+0.0013125i,-2.6574e-06+0.0013687i,-0.00050095+0.00086603i,-0.00046477+0.00021696i
0.0017353-0.00031272i,0.0014359+0.00015254i,0.0015002-0.0011966i,0.00024006-0.0014249i,-0.0016168-0.0008097i,-0.0016065-0.0008215i,-0.00046393-0.00058088i,-7.9405e-05-0.0010431i,-3.0605e-05-0.0016328i,-0.00025601-0.0015063i,-0.00055038-0.0012638i,-0.00062349-0.00052728i,-0.0012878-1.7527e-05i,-0.0021507+2.4525e-05i,-0.0016041-0.00037453i,0.00046336-0.00047251i,0.0011953-0.00023132i,0.00051011-0.00050683i,-1.5527e-05-0.00079926i,-0.00062924-0.00034007i,-0.00087718+0.00039831i,0.00012123+0.00052117i,0.00066006+0.00029643i
-0.0017991-0.00034333i,-0.0017003+0.00076754i,-0.00074636+0.00094312i,-0.00064188+0.00093982i,-0.00099706+0.00076755i,-0.00087833+0.00062468i,-0.0003124+8.6624e-05i,0.00011135-0.0010854i,-0.00012267-0.0010521i,-0.00057899-0.00035981i,-0.00038866+9.261e-05i,-0.00025155+0.00091163i,-0.0002162+0.00090328i,-0.0001872+0.00056994i,-0.00013693+0.00049173i,0.00081327+0.00025196i,0.0012193-0.00032007i,0.00030845-0.00057877i,-0.00058486-0.00039176i,-0.00068617-1.7692e-05i,0.00035618+0.00039254i,0.00070593+0.0002819i,0.00048573-9.4642e-06i
-0.00032515-0.00067895i,-0.00087615-0.00032988i,-0.0011464+0.00050644i,-0.0017075+0.0013962i,-0.0021278+0.0012192i,-0.0018797+0.0011353i,-0.0011659+0.00084313i,-0.00019992-0.0007311i,-1.014e-05-0.0019655i,-0.00056811-0.0015336i,-0.00089998-0.0014482i,-0.00082331-0.0020768i,-0.0007412-0.0018139i,-0.00021629-0.00098971i,-3.2909e-05-0.00021411i,-0.00014549+0.00068014i,-0.00044647+0.00074171i,-5.1589e-05+0.00060849i,0.00025338+0.00059082i,-0.00036365+1.9905e-05i,-0.00050543+0.00014318i,-0.00020281+0.00036175i,-0.00037804+6.4817e-05i
-0.0009876-0.00049883i,-0.0010931-0.00075362i,-0.0010204+0.0002855i,-0.0013923+0.00029356i,-0.0010722-0.0004574i,-0.00013218-0.00050015i,0.00020118-0.00067456i,-2.7208e-05-0.0017019i,-0.00051524-0.0015065i,-0.00015353-0.00068698i,0.00041421-0.00010049i,1.4626e-05-0.0002081i,-0.00018721+0.00015197i,-0.00022539+0.00046799i,-0.00035661+7.4838e-05i,-9.837e-05-3.3562e-05i,0.00035056-9.1108e-06i,0.00069363-9.4587e-05i,0.00063649-0.00044187i,0.00063369-0.00021593i,0.00048401+0.00032587i,-0.00017854+0.00072212i,-0.00079722+0.00054402i
0.00059997+0.0014608i,0.00094663+0.0012455i,0.00059671+0.0020166i,-0.00016482+0.0017234i,-0.00035389+0.0010956i,0.00062795+0.00058486i,0.0014404-8.7993e-05i,0.00096562-0.00069621i,-0.00033348-0.00066552i,-0.00069401-0.00079748i,-0.00017894-0.00033465i,7.6663e-05+0.00040336i,0.0003374+0.00026026i,0.00071702-0.00013745i,0.00060042-0.00064395i,-0.0004926-0.0013225i,-0.00086443-0.00079031i,-0.00042525+0.0001255i,-1.2778e-05+0.0002839i,0.00017201+0.00012591i,-0.00024866+8.7748e-05i,-0.00065108+0.00031451i,-0.00059754+0.00046603i
-0.00016485-0.0014458i,-0.00061047-0.00092922i,-0.0007077-0.0017614i,-0.0012409-0.001034i,-0.0028224-0.00017818i,-0.003113-0.00024609i,-0.001209-2.1839e-05i,0.00030117-0.0010464i,0.00033674-0.0022636i,-7.0196e-05-0.0020673i,0.00025094-0.00063611i,0.00061637-1.9735e-05i,1.9519e-05-0.00052515i,0.00019083-3.4069e-05i,0.00063166+0.00053256i,0.00016596+0.00043337i,0.00026601+0.000251i,0.00023846-8.8722e-05i,-0.00052519-0.00064464i,-0.00027809-0.00099657i,0.00012442-0.00074706i,-0.00034118-0.00032447i,-0.0010017+6.679e-05i
0.001988-0.00011148i,0.0019115+0.00028714i,0.00048797+0.00036558i,-0.00093454-0.0007313i,-0.0016316-0.0010452i,-0.0015773-0.0010313i,0.00021758-0.00042816i,0.00047658-0.00054473i,9.1198e-05-0.0017476i,0.00020591-0.0012556i,0.00063124-0.00032127i,0.00085634+0.00021309i,0.00061023+0.00054968i,0.00028812+0.00059315i,-0.00038481+0.00091766i,-0.0006248+0.00042189i,-0.00039714-5.9466e-05i,-0.00023111+0.00020935i,-0.00031715-0.0002032i,-0.00028947-0.00052612i,0.00026079-5.593e-05i,0.00035653+0.00025495i,-0.0001913+6.3679e-05i
-0.0024069+0.00019595i,-0.0019005+0.00082354i,-0.0012206+0.00080513i,-0.0021343+0.00063442i,-0.0027225+0.00045642i,-0.0014835+0.0011401i,-0.00040127+0.00098465i,-0.00064035-0.00034056i,-0.00066585-0.0010605i,-0.00053484-0.00078665i,-0.00060563-0.0001966i,-1.2191e-05+0.0002221i,-1.25e-05+0.00047223i,-0.0004476+0.0005234i,-0.0010049+0.00061785i,-0.0010851+8.9629e-05i,-0.00012106-0.00057555i,0.00018002-0.0012342i,-0.00022878-0.00067647i,-0.00078121+0.00013654i,-0.0010499-0.00020529i,-0.00052976-0.00051105i,-3.005e-05+0.00021466i
0.00065384-0.00093448i,0.00012756-0.00096791i,-4.1764e-05-0.00019139i,-0.00045896+0.0010297i,-0.001279+0.0011293i,-0.001503+0.0010769i,-0.00066647+0.00097757i,8.2354e-05-0.00043647i,-0.00027656-0.0013944i,-0.00067287-0.0010995i,-0.00040174-0.00040463i,0.00016251-1.6635e-05i,0.00041612-0.00020832i,-0.00051982-0.00046313i,-0.00086821-0.00049765i,-0.00019113-0.00099694i,0.00085828-0.0011391i,0.00080894-0.00023072i,-5.89e-06-0.00025767i,-0.00028492-8.375e-05i,-0.00014313+5.7764e-06i,3.89e-07-0.00022788i,-0.00027541+0.00078008i
0.0005948+0.0017907i,0.00019205+0.0017808i,0.00059421-8.9747e-05i,0.0011257-0.0015324i,-0.00020273-0.0016703i,-0.0016807-0.00017596i,-0.0015853+5.113e-05i,-0.00073069-0.001241i,-0.00020024-0.0014371i,-0.00066509-0.0011852i,-0.0010009-0.0010918i,-0.00057858+0.0003678i,0.00026224+0.001158i,0.00050057+0.00072065i,0.00026162+0.00042361i,0.00061027+0.00025377i,0.00080889-0.0001522i,0.00037382+6.7267e-05i,-0.00011871+0.0010001i,-0.00024301+0.0007402i,-6.8947e-05-0.00024967i,3.4137e-05-0.00030564i,-0.0001871+0.00014772i
0.00028027-0.0011341i,0.00075405-0.00011876i,-0.00014679-0.00021412i,-0.002184+0.00044398i,-0.0030229+0.00080566i,-0.0024776+0.00078578i,-0.0011467+0.00049696i,-0.0005474-0.00033876i,-0.00074184-0.0012889i,-0.00083102-0.0015177i,-0.00078243-0.0010353i,-0.0001392-0.00055588i,5.9608e-05+0.00032985i,-0.00047462+0.00056394i,-0.00095992+0.00016506i,-0.00061262-9.4886e-05i,-0.00036812-8.259e-05i,-0.00013139+0.00040088i,0.00057974-0.00038479i,0.00017584-0.00079547i,-0.00056735-0.00057111i,-0.00027087-0.00072383i,-0.00017651-0.00061083i
-0.00080156-0.0019521i,-0.0013356-0.0017904i,-0.0022782-0.0018465i,-0.0025008+7.4892e-05i,-0.0024677+0.0024145i,-0.0014481+0.0025129i,0.00077547+0.00079315i,0.0016195-0.00043188i,0.00081974-0.0010484i,0.00056512-0.001128i,0.0006337-0.00029292i,0.00095347-0.0004905i,0.00050371-0.00069932i,0.00023285-0.00011071i,0.00052757+0.00016321i,0.00052355+0.00057778i,0.00052733+0.00045193i,0.00021412-0.00081131i,-0.000282-0.0010469i,0.00076807-0.00023479i,0.0013879+0.00016595i,0.00082955+0.0002091i,3.8424e-05+0.0012237i
0.0035488-0.00087671i,0.0037154-0.0010342i,0.0037842-0.0022394i,0.0019043-0.0032185i,-0.00077204-0.0020029i,-0.0014098-0.00050248i,-0.00030302-0.00047635i,0.00037697-0.0014774i,-0.00032125-0.0022227i,-0.0010424-0.0021189i,-0.00078471-0.0013919i,0.00016769-0.0011828i,0.00062808-0.0011858i,0.00084957-0.00074931i,0.0007808-0.00017584i,1.0717e-05-0.00028449i,-0.00065494-6.6616e-09i,-0.00013231+1.5168e-05i,0.00035158+9.7722e-05i,-0.00015816+0.0003342i,-0.00016295+0.00013746i,-3.3878e-05+6.8521e-06i,-0.00011345-0.00031324i
0.0012288+0.00053634i,0.00097389+0.00060353i,0.0010003+0.00011619i,-0.00062796-0.00093723i,-0.001576-0.0014221i,-0.00092041-0.00037801i,-0.00023195+0.00012471i,9.7363e-05-0.00080722i,0.00048708-0.0012184i,0.00037343-0.00093387i,-5.0184e-05-0.00057979i,-0.00029364+0.00039905i,-0.00032745+0.00065443i,-6.9333e-05-0.00030489i,-8.9828e-05-0.0011064i,0.00085558-0.0006479i,0.00062614+0.00022739i,-0.00033184+0.00035494i,-0.00084559+0.00015167i,-0.0010583-0.00013706i,-0.00042377+0.00015936i,0.00019811+0.00060995i,-6.3427e-05+0.00023673i
-0.00032334-0.0020034i,-0.0014418-0.0014301i,-0.0030278-0.00084226i,-0.0032642-0.00015919i,-0.0036161+0.00028547i,-0.0026973+0.0008418i,-0.00041399+0.00090666i,0.0006269-0.00019001i,0.0001755-0.00094111i,-0.0005092-0.00037981i,-0.00087256-0.00042316i,-4.4123e-06-0.00084658i,0.0003087-0.0003354i,-0.0003933-0.00053678i,-0.00070708-0.00029623i,-0.00096759+0.00078601i,-0.0012062+0.00091617i,-0.00069459+0.00057016i,-0.00065373+0.00011983i,-0.00057307-0.00062977i,-0.0002349-0.00066271i,-0.0003974-8.2495e-05i,-0.00055634-0.00015302i
0.002485+0.00050956i,0.0036885+0.0016254i,0.004103+0.00019891i,0.0022082-0.0017654i,-0.00040209-0.0014423i,-0.0017679+3.3823e-05i,-0.00069256-0.00024823i,0.00098514-0.0014285i,0.00010165-0.0013406i,-0.0014936-0.0008259i,-0.0013432-0.00070314i,-0.00026122-0.00084163i,-4.5881e-05-0.00057228i,0.00029574-0.00080193i,0.0002789-0.00037226i,0.00035939+0.00027648i,-2.3584e-05-0.00020865i,-0.00012304-4.3837e-05i,0.00012072+0.00071244i,5.4266e-05+0.00073526i,0.00021223+0.00040019i,-0.00066809+0.00028213i,-0.00086979+4.2067e-05i
-0.0031169+0.0022944i,-0.003275+0.0002381i,-0.0038278+0.0023012i,-0.0033548+0.0025176i,-0.0018775+0.0012849i,-0.00089662+0.0005354i,-0.00035172-0.00037319i,-0.00012237-0.00057788i,2.1304e-05-0.00071213i,4.2344e-05-0.00056769i,-0.00038611-0.00048986i,-0.00028692+7.7774e-06i,0.00053949+0.0005565i,0.0009439+0.00047422i,0.00044435+0.00040279i,0.00014689+0.00032611i,0.00022027+0.00043451i,-0.00041148+0.00035562i,7.8669e-05-0.00012022i,0.00083787-0.00045511i,-7.7934e-06-0.00018159i,-0.00016271-6.1178e-05i,0.00061419-0.00031496i
0.0015434-0.00082344i,0.0015079-0.0013692i,0.00050387-0.00024566i,-0.00068388+0.00021753i,-0.0012845-0.00039956i,-0.0017031-0.00017732i,-0.0013871-0.00015188i,-5.7768e-05-0.0014464i,0.000329-0.0018672i,-0.00049224-0.00089605i,-0.00080319-6.8021e-06i,-0.00050123+0.00062893i,-0.00063444+0.00064615i,-0.00067641+0.0003748i,-0.00094568+0.00019232i,-0.0011426-0.00017764i,-0.00042136+2.7372e-05i,-5.7916e-05+6.1711e-05i,0.0002972+5.9598e-05i,0.00057031+0.00028416i,0.00020779-0.00021286i,9.2183e-05-0.0004756i,-0.00023824+0.00018044i
0.0019538+0.0026118i,0.0022079+0.0029617i,0.0020481+0.0023986i,-6.3863e-06+0.00099684i,-0.0018093-0.0010723i,-0.0012676-0.0012854i,-0.00026269+6.5282e-05i,-0.0001624+7.849e-05i,0.00071221-0.00063447i,0.00038566-0.00062446i,-0.00064762-0.00017504i,-0.000595+7.1404e-05i,-6.1697e-05-0.00043474i,0.00025275-0.00043798i,0.00030118-0.0003116i,0.00085223-0.00063993i,0.00098171-0.00057908i,0.00057557-0.00070056i,0.00022901-0.00010921i,-0.00020697+0.00027361i,0.00019697+2.6391e-05i,0.0010273+0.0003566i,0.0012333-0.00028481i
-0.00034884-0.0013927i,-0.00032158-0.0019993i,-0.00067724-0.0016045i,-0.0017487-0.00063621i,-0.0029002+0.00061173i,-0.0031462+0.0014309i,-0.0016431+0.00078987i,-0.00052698-0.00030786i,-0.00061493-0.0015902i,-0.00072044-0.0019845i,-0.00075784-0.001461i,-0.0003009-0.00014623i,0.00014083+0.00028367i,0.00011157-0.0002087i,-0.00015193-0.00047913i,4.8145e-05-0.0003943i,-9.4775e-05-0.00049791i,-0.00013419-0.00038248i,3.6146e-05-0.00041089i,-0.00025723-0.00085304i,-9.4138e-05-0.00027166i,0.00027746+8.5449e-05i,0.00038226-0.0005039i
-3.2355e-05+0.00017317i,-0.00058326+0.00013404i,0.00047787+0.00017264i,0.0002363+0.00027281i,-0.00095713+0.00050577i,-0.00070488+0.00024421i,-0.00013796-0.00016644i,-2.8235e-05-0.00056837i,6.0546e-05-0.001074i,-0.00032136-0.00094588i,-0.0011057-0.0013666i,-0.0013166-0.0012496i,-0.00071108+5.3032e-05i,0.0001425+0.00054111i,0.00051566+0.00078271i,0.00010656+0.00055999i,-3.87e-05-7.8839e-05i,-0.00021377-0.00061259i,-0.00063015-0.00069709i,-0.00082835-0.0001148i,-0.0010567+6.6698e-05i,-0.00079927-9.6791e-05i,-4.9584e-05+0.00035287i
-0.0022708+0.00096055i,-0.0017201+0.0012729i,-0.0013664+0.0010725i,-0.00057643+0.00075233i,-0.00027284+0.0006457i,-7.1581e-05+0.00063105i,7.6497e-05+0.00059466i,0.00028709-9.4426e-05i,1.8638e-05-0.00074791i,-0.00056209-0.00036273i,-0.0003808-0.00013415i,-0.00015785-0.00088776i,0.00010723-0.0010817i,0.00017237-0.0004769i,-0.00034649+0.00012881i,-5.8646e-05+0.00041433i,0.00019312+5.4453e-05i,-0.00045398-4.3644e-05i,-0.00038749+0.00022453i,7.209e-05-0.00040106i,9.2156e-05-0.0011283i,-0.0001124-0.00095528i,0.00067559-0.00057953i
