-0.0016773+0.0013466i,-0.0011186+0.0013747i,-0.0020949+0.00079411i,-0.0021019+0.00097023i,-0.0017445+0.0008416i,-0.0019371+0.00048791i,-0.0013368+0.0012824i,-8.5076e-05+0.0018657i,0.00017521+0.00090042i,1.8244e-05+8.5637e-06i,0.00027195-5.9506e-05i,0.00059892-0.00018535i,0.00022707-0.00011732i,-0.00098945+0.00015694i,-0.0013795+0.00022729i,-0.00059013-0.0002562i,0.00015886+0.00022886i,0.0001592+0.0007471i,-0.00026951+6.7631e-05i,-0.00013746+0.00069593i,0.00039944+0.0011909i,0.00056277+6.448e-05i,-0.00034567-0.00037464i
0.0017672-0.00025778i,0.0019619+0.00046451i,0.0005436+0.00060769i,0.00076201-0.00060623i,0.0003366-0.0016514i,-0.0013943-0.001346i,-0.0020415-0.00039686i,-0.00063441+0.00078005i,0.00023141+0.0015301i,-8.1176e-05+0.0006943i,6.1662e-05-0.00021228i,0.00045904+6.7544e-05i,0.00040332+0.00055665i,-7.3993e-05+0.00059776i,-0.0001352+0.00080989i,0.00038836+0.0011083i,0.00016826+0.0010292i,2.1136e-05+0.00038393i,-6.2631e-05-0.00042699i,0.00015407-0.00024123i,0.0012319+0.00029288i,0.0013808+8.0737e-05i,0.00090824-0.0002863i
-0.00048912+0.001764i,0.00088444+0.00048011i,0.0020121-0.001014i,0.0019097-0.0019246i,0.0015805-0.0020908i,0.00047349-0.0010817i,-0.0016098+7.9298e-05i,-0.0017409+0.0010606i,-0.00017117+0.0018026i,0.00050484+0.0016894i,0.00041648+0.0010365i,5.2563e-05+0.00055937i,0.00036995+0.0002098i,0.0003535+0.00013168i,0.00028415+0.00037113i,0.00060264+0.00085644i,0.00052701+0.0011411i,0.00020328+0.0013929i,-2.4472e-05+0.00055741i,0.00034194-0.0006821i,0.00068395-0.00041023i,0.0008083-0.00046871i,0.00095922-0.00019863i
0.00088503-0.0014138i,0.00012237-0.0011474i,0.00031597-0.00039276i,0.00077485-0.0013283i,0.00067837-0.0025583i,-0.00041784-0.0013339i,-0.0014373-6.4858e-08i,-0.0013111+0.00069518i,-0.00041714+0.00062905i,0.00058276-0.00059225i,0.00095273-0.00075831i,5.4584e-05+9.1344e-06i,-0.00069788+0.00081043i,-0.00044039+0.0012991i,-0.00014369+0.00083252i,-0.00018537+2.6549e-05i,-0.00041885+8.6737e-05i,-0.00067959+0.0011196i,-0.0013901+0.0012741i,-0.001638+0.00021022i,-0.00051109-0.00023154i,0.00057408+7.0209e-05i,0.00020389-0.00012594i
0.00051296+0.0013272i,0.0012358+0.00013452i,0.0020835-0.00081639i,0.0018916-0.0021508i,0.00036548-0.0029257i,-0.00051901-0.0015556i,-0.00036249+0.00043184i,-0.00058034+0.0012718i,-0.00045485+0.00095943i,0.00052388+0.00054123i,0.00090852+0.00064924i,0.00073201+0.00049786i,0.00032321+0.00011097i,0.00012684+0.00048221i,-0.0003291+0.0010258i,-0.00072253+0.00077683i,-0.00046534+0.00043834i,-0.00046979+0.00032304i,-0.00052961+8.6144e-05i,-0.00032419+0.00038482i,-0.0004458+0.00095024i,-0.00054325+0.00088615i,-0.00031522-6.5067e-05i
-0.0016556-0.0017183i,-0.00042668-0.00052246i,3.262e-05-0.00057594i,3.1109e-06-0.0013486i,2.4805e-05-0.0019046i,-0.00019193-0.0017798i,-0.00042896+2.6013e-05i,3.3617e-05+0.0017609i,0.00044625+0.0014517i,0.00019697+0.0004788i,-8.2125e-05+0.00046669i,0.00028678+0.00066034i,0.00061549+0.00016148i,-0.00034788+0.00057734i,-0.0004319+0.00096894i,3.9784e-05+0.0003617i,2.3824e-05+4.5138e-05i,0.00029536+0.00016211i,0.00043357+0.0003263i,0.0001464+5.2496e-06i,0.00056161-0.00042486i,0.00082238+0.00035462i,0.0010131+0.00061593i
0.001729-0.00099936i,0.0016507-0.0011073i,0.00035799-0.0011113i,-0.00016855-0.0022594i,-5.1226e-05-0.002538i,-0.0010214-0.0011166i,-0.0015262+0.00079299i,-0.00061932+0.0018378i,0.000608+0.00085529i,0.00082571+0.00057439i,0.00076677+0.0010318i,0.00075884+0.00053222i,0.0010704+0.00035026i,0.00034564+0.00084222i,-0.000329+0.0012127i,-1.0983e-05+0.001092i,-0.00013048+0.00047143i,-7.9103e-05-0.00052321i,0.00040749-0.0006866i,0.00025332-0.00018341i,0.00010958+0.00028298i,0.00019686+0.00045061i,7.0409e-05+0.00027686i
-0.0023859+0.00088119i,-0.0025309-0.00035963i,-0.00084497-0.0014776i,0.00082009-0.001876i,0.00058706-0.001486i,-0.0004492-0.00067704i,-0.00078974+7.5325e-05i,-0.00043298+0.00013617i,0.00042924+0.00020245i,0.0011619+0.00059592i,0.0011655+0.00048874i,0.0011003+7.7478e-05i,0.00059583-0.00019099i,0.00021245-0.00010197i,2.849e-06-0.00024345i,-0.00067277-0.00080882i,-0.0010385-0.0013119i,-0.00034046-0.00059753i,0.00048229+0.00022491i,0.00034118+0.00018856i,-3.812e-05-1.2185e-05i,0.00032025+0.00036393i,0.00044623+0.00072946i
0.0019276-0.0035228i,0.0013551-0.0029798i,0.00074428-0.0023917i,0.00017289-0.0030385i,-0.00089996-0.0034031i,-0.001138-0.0021856i,-0.00076069-0.00011503i,-0.00049477+0.0019861i,0.00031219+0.0019395i,0.00069532+0.00079712i,0.00057589+7.8661e-05i,0.00058557+2.6333e-05i,0.00026531+0.00065225i,-0.00027421+0.00063052i,9.9108e-05+0.00035563i,0.00044924+0.00052899i,0.00067611+0.00089087i,0.00029846+0.00079755i,-0.00025064+0.00075947i,-0.0001875+0.00081192i,-0.00038576+0.0005604i,-0.00088269-6.3935e-05i,-0.00045277-0.00057493i
-0.00020718+0.0011336i,-0.0007117+0.0006366i,-0.00044282-0.00026924i,2.8375e-06-0.0013665i,-0.00048373-0.0020128i,-0.00092667-0.0017531i,-0.00087709+0.00033611i,-0.00011907+0.0020794i,0.00055907+0.0015993i,-3.6927e-05-0.00029529i,-0.00033368-0.0011339i,-6.6673e-05-2.8178e-05i,0.00043319+0.00027951i,0.00032191-0.0001317i,-0.00039652+6.7834e-05i,-0.00067149+0.00078217i,-0.00036717+0.0008898i,-0.0002245-9.0799e-05i,-2.877e-05-0.00049968i,-8.4186e-05-0.00010697i,-0.00014062-5.7632e-05i,0.00018174+0.00030467i,0.00062743+0.00044549i
-0.0014231+0.00012629i,0.00017394+0.0006741i,0.0012073+0.00079684i,0.0013749-0.00033411i,0.0012433-0.0015993i,0.00071756-0.0019295i,-4.0545e-05-0.00070473i,-0.0013635+0.0011801i,-0.001572+0.001021i,-0.00035959+0.00027046i,0.00023422+0.0003036i,0.00038152+0.00023688i,0.00013019+0.00024241i,-0.00065585+0.0006462i,-0.00060195+0.00023643i,-0.00051776-0.00067656i,-0.00088038-0.0011361i,-1.221e-05-0.0010518i,0.00030957-0.00049995i,-7.7897e-05-0.00010186i,7.4561e-05-0.00019406i,0.00036959-0.00054013i,0.00031559-0.00052472i
0.0019807+0.00081906i,0.0020329-0.00040014i,0.0010564-0.0019656i,0.00011708-0.0028755i,-0.00019799-0.0032731i,-0.0013684-0.0025405i,-0.0019559-0.00045854i,-0.00089819+0.00082273i,-0.00011491+0.00069525i,5.5211e-05+3.3599e-05i,5.9256e-05-0.00044182i,-5.3328e-05-0.00048928i,-0.00040723+0.0002022i,-0.0004214+0.00081952i,0.00021524+0.00054608i,-0.00010575+0.00065234i,-0.00091299+0.0012957i,-0.001119+0.0013902i,-0.00077305+0.0012637i,-0.00061398+0.00091726i,-0.00083317-0.00016258i,-0.00042271-0.0012083i,0.00060372-0.0015365i
-0.00068078+0.0005065i,-0.00032102-0.00017149i,0.0004279-0.00042652i,0.00070328-0.0014537i,0.00066858-0.0022702i,9.6813e-05-0.0010654i,-0.00049627+5.2112e-06i,3.4049e-05+5.1982e-05i,0.0006877+0.00031251i,0.00075207+0.000292i,0.00063009+0.00051491i,-0.00024124+0.00011767i,-0.00046203-0.0001622i,-0.00077577+0.00026481i,-0.00026456+0.00012703i,0.0010766-3.8679e-05i,0.0014255+3.7834e-05i,0.00065909+0.00041941i,-0.00016871+0.00033789i,0.00021198+0.00028705i,0.00047486+0.00058943i,-0.00064379-0.0002751i,-0.00080602-0.00055287i
-0.00070256-0.0015015i,-0.0011903-0.00039815i,-0.0013911-0.00030786i,-0.0011879-0.0014061i,-0.00065743-0.0020516i,-0.00056432-0.00090074i,-0.00075659+0.00092812i,-0.00023377+0.0010662i,0.00014711+0.00035182i,-0.0004564+0.0003007i,-0.00062698+0.0012016i,-6.7552e-05+0.0015793i,0.00059084+0.00039376i,0.00074933-9.4914e-05i,0.00039288+0.00054888i,0.00010419+0.0008492i,-7.565e-05+0.00087383i,0.00031415+0.00085773i,0.00054544+0.00065872i,0.00074068-0.00022209i,0.0010052-0.00025402i,0.00011048+0.00063017i,-0.00077023+0.00093728i
-0.00037822+0.00027174i,-0.00061203+0.0007843i,-0.00062351+0.0015427i,0.00040558+0.00082168i,0.00066287-0.0008428i,2.3193e-05-0.0010463i,-0.00048133-0.00032483i,-0.00055806+0.00046919i,-0.00031181+0.00060606i,0.00036288-6.0416e-05i,0.00085281-6.924e-05i,0.0011238-0.00017958i,0.00087429+0.00023217i,0.00050895+0.00065004i,0.00046677-0.00016017i,0.00077443-0.00030014i,0.00056851-0.00067646i,-0.00014824-0.0010681i,-4.2714e-06-0.0003094i,0.00050967+0.00018161i,0.00052563+6.3263e-05i,0.0008877+0.00026399i,0.00039302+0.00097721i
0.0020617-0.00043339i,0.0010345-0.0015129i,0.00064622-0.0024169i,0.00032085-0.0025471i,-4.5687e-05-0.0026315i,-0.0010314-0.0021507i,-0.0020143-0.00033076i,-0.00048905+0.0012303i,0.00056853+0.001206i,0.00019903+0.00050651i,0.00061077-0.00019517i,0.00097055-0.00015753i,-0.00010165+2.1396e-05i,-0.00069162+0.00057764i,-0.00084249+0.0009243i,-0.00087336+0.00066434i,-0.00034064+0.0010683i,0.00025541+0.00095452i,0.00045067+0.00052141i,0.00044383+0.00034009i,0.00036724+0.00045737i,-0.00017909+0.0007405i,-5.9817e-05-0.00018143i
0.00017439-0.0023622i,-0.00046476-0.0017501i,0.00019915-0.0022661i,0.0010436-0.0033385i,0.00087426-0.0024289i,-4.1652e-06-0.00048188i,-0.00038603+0.00087575i,-2.6415e-05+0.0011666i,0.0003521+0.00096515i,0.00074889+0.00089283i,0.00084033+0.00033145i,0.00068099+2.903e-05i,-6.6477e-05-4.3617e-05i,0.00026858+0.00041462i,0.00059892+0.00096094i,-0.00064824+0.00071553i,-0.00058889+0.00043709i,-0.00043502+0.00039064i,-0.00076349-3.3341e-05i,0.00034294+4.3447e-05i,0.00057193+8.088e-05i,0.00016476-0.00086489i,-0.00032237-0.00057776i
0.0028256-0.0012319i,0.002226-0.0020436i,0.0010712-0.0027197i,0.00073422-0.004155i,-0.00056752-0.0043219i,-0.0014687-0.0023496i,-0.00081523-0.00011127i,0.00011477+0.00058608i,0.00056014+0.00048424i,0.00069821-8.4968e-05i,0.0002063-0.00034263i,-0.00065778+0.00052603i,-0.00084814+0.0007962i,-0.00093775+0.00060145i,-0.00097432+0.00051964i,1.5049e-05+0.0010106i,0.00042827+0.0013875i,-0.0004152+0.00087216i,-0.00020108+0.00082583i,6.7595e-05+0.00055509i,7.6972e-05-0.00029226i,0.00074972-0.00074142i,0.0007586-0.0012781i
-9.5245e-05+0.0010212i,0.0004058+0.00064097i,0.0011217-0.00037505i,0.0010143-0.0019221i,0.00020179-0.0027488i,-0.00030354-0.0018874i,-0.00072687-0.00035032i,-0.00060336+0.0007112i,9.6174e-05+0.00099597i,0.00032416+0.0010107i,0.00022745+0.00077745i,0.00038522-2.3017e-05i,0.00030909-1.9129e-05i,0.00033443+0.0001536i,0.00054002+0.00032953i,-0.00015483+0.00087749i,-0.00084979+0.0005924i,0.00018582-0.00047811i,0.0010902-0.00089778i,0.00056754-4.8651e-05i,0.00013615+0.00058215i,-0.00032568+0.00061804i,-0.00079325+0.00034593i
0.0027314-0.0017949i,0.0027365-0.0027637i,0.002938-0.0028669i,0.0028876-0.003324i,0.0016798-0.0033516i,0.00060159-0.0020989i,-0.00037659-9.7602e-06i,-0.001289+0.0011111i,-0.00046665+0.0011723i,0.00046846+0.0008201i,0.0004135+0.0005285i,0.00010754+0.00058222i,0.00025142+0.00084273i,0.00068172+0.00076813i,0.00095438+0.00067352i,0.00039762+0.00077433i,-5.1577e-05-0.00011654i,5.9701e-05+0.0001474i,-0.00030382+0.00063677i,-0.00089768+0.00090486i,-0.00048141+0.0004908i,-0.00036669-6.2174e-05i,-0.00044772-0.00042053i
0.0010177+0.000709i,0.0010988+0.0013986i,0.001533+0.00049487i,0.0018424-0.0014297i,0.00093043-0.0022939i,-0.00016823-0.0015853i,0.00020398+0.00058233i,0.001051+0.002153i,0.00083857+0.0019659i,0.0002346+0.0013462i,6.0542e-06+0.0011073i,-3.1327e-05+0.00054853i,-0.00026651+0.0002797i,-5.1219e-05-6.2091e-05i,8.0753e-05-0.00012132i,0.00016392+0.00078174i,-2.8264e-05+0.0010624i,-0.00025215+0.00034506i,0.00022232-0.00027277i,0.00077447-1.8425e-06i,0.00096843+0.00053958i,0.0010814+0.00042825i,0.0003752+0.00012332i
-0.00096942+0.0010987i,-6.8278e-05+0.0012838i,0.0009081+0.00070289i,0.001306-0.00077974i,0.00060648-0.0012837i,-0.00016632-0.0012443i,-0.00088192+0.00051603i,-0.0011502+0.0016221i,0.00012445+0.001385i,0.00046309+0.001068i,-6.3803e-05+0.0013486i,-5.8399e-05+0.00092947i,-6.3593e-06+0.00052853i,-2.7919e-05+0.00079087i,-0.00020532+0.00051367i,2.8474e-05+0.00026236i,8.9382e-05+0.00047926i,-6.9386e-05+0.00098487i,-0.00023038+0.00088853i,-0.00083799+0.00039479i,-0.00016081+0.0010007i,0.00058737+0.0013652i,-0.0001112+0.00072047i
0.0020043-0.00017599i,0.0016822+9.3311e-06i,0.00071401-0.00047046i,-0.00034053-0.0011432i,-0.0004034-0.0018321i,-0.0012372-0.0015118i,-0.0016121+5.17e-05i,-0.00095694+0.00065998i,-0.00017539+0.00050844i,0.00048802+0.00018799i,0.00040481-0.0001823i,0.00044573-0.00012634i,0.00016032+7.4938e-05i,-0.00022292+0.00017529i,-0.00026648+0.00035339i,-0.00029074-0.00020267i,-0.00028569-0.0010615i,0.000295-0.0010732i,0.0010432-7.7557e-05i,0.00030618+0.00079876i,0.00014728+0.00071442i,0.00037286+0.00081061i,-0.00014139+0.0010552i
0.0019196-0.00024533i,0.002436-0.0015344i,0.0030293-0.0018473i,0.0021748-0.002241i,0.0014079-0.0028167i,0.00082748-0.0017085i,1.5426e-05-0.0001227i,-0.00010371+0.00027359i,0.00030841-4.043e-06i,0.00062151+3.5938e-05i,5.9415e-06+0.00046251i,-0.00067768+0.00053547i,-0.00040041+0.00040187i,-9.8249e-05+0.0003528i,0.00027482+7.6001e-05i,0.00071697+0.00040097i,0.00054476+0.00070122i,0.00026976+0.00062458i,-6.8464e-05-0.0003274i,0.00013588-0.0009683i,0.00046221+0.00018492i,1.0124e-06+0.0011682i,-7.7259e-05+0.0012911i
-0.0010618+0.00069312i,-0.00062922+0.0015148i,-0.00010919+0.00046264i,0.00021359-0.0014815i,0.00022225-0.0021396i,-0.00038594-0.0020846i,-0.00088243-0.00060375i,7.612e-05+0.0013868i,0.0010026+0.0015545i,0.00030459+0.00057961i,-0.00026781+0.00016041i,0.00023627+0.000139i,0.00068853+6.0952e-05i,0.00031461+0.00011016i,-0.00035757+0.00049921i,-0.00026297+0.00096383i,-0.00013436+0.00051875i,-0.00011875+0.0006159i,-0.00014952+0.0012168i,0.00027375+0.00078242i,0.00096478+7.4234e-06i,0.0010864-0.00040981i,0.00084956-0.00024154i
0.0011318-0.0014383i,0.00085527-0.00051279i,0.00077021-0.0013107i,0.00042282-0.0027115i,-0.00041146-0.0034624i,-0.0010305-0.0022281i,-0.0013258+0.00049243i,-0.0011429+0.0016096i,-0.00048365+0.000765i,9.165e-05-1.7357e-05i,0.00041335+0.00027157i,0.0004471+0.00050702i,0.00082932+0.0004355i,0.00097977+0.00037462i,0.00057523+0.00048131i,0.00011951+0.0004161i,4.6227e-05+0.00043422i,4.5322e-05-0.00011376i,-0.00055421-0.00055135i,0.00036274-2.2858e-05i,0.0010177+5.0281e-05i,0.00059602+0.00022945i,-0.00011628+0.0008358i
0.00080999+0.001338i,0.0014011+0.0018363i,0.00071721+0.0010173i,0.00023463-0.00060041i,0.00025589-0.0017135i,-0.00019248-0.0014891i,-0.00059813-0.00012617i,-0.00068523+0.00030662i,-0.0005665+1.4951e-05i,-0.00030248-0.0005054i,0.00039314-0.00044878i,0.00039135-0.00020221i,0.00067638-8.8242e-05i,0.0011254-0.00019102i,0.00076739+5.7217e-05i,5.754e-06+0.00075659i,-0.0004766+0.0006239i,-0.00017771-6.7612e-06i,0.00044709-0.0001816i,0.0008644-0.00020156i,0.00037562-0.00044464i,-2.1028e-05-1.3588e-05i,0.00033545+0.00060117i
-0.00039987-6.5283e-05i,0.00086352-0.0012476i,0.001219-0.0017275i,0.0016009-0.0016453i,0.00081612-0.0022431i,-0.00066651-0.0015236i,-0.00047989-0.00029587i,0.00027227+0.0005154i,-0.00012589+0.0002941i,-0.00013581-1.4945e-05i,-6.294e-05+0.00010418i,-0.00011092-0.00032708i,-4.323e-05-0.000421i,-0.0005296+0.00029983i,-0.0007953+0.0003193i,0.00012345+0.00041829i,0.00043677+0.0010331i,0.00026216+0.00080651i,0.00045199+0.00055107i,-0.00019053+0.00020352i,-0.0004032+0.00014637i,0.00022967+0.000668i,0.00027088+0.00036039i
-0.0023097-0.00031288i,-0.0026558+9.0995e-05i,-0.0032896+0.00087924i,-0.0018135+0.00074776i,7.7409e-05-8.4598e-05i,-0.00038576-0.00054744i,-0.00087831-0.000277i,-0.0004786+0.00066608i,1.5415e-05+0.00069436i,0.00045427+2.1398e-05i,0.00060243+6.8365e-05i,0.00050501+8.8316e-05i,0.00026019-0.00037419i,-0.00015382-0.00039507i,-7.4992e-05+0.00050325i,-0.00022514+0.0014762i,-0.00054014+0.001133i,-0.00039227+0.00052262i,-9.5334e-05+0.00014439i,-0.00064328+9.9777e-05i,-0.0007778+9.2822e-05i,-1.6935e-05-0.00041995i,0.00016343-0.00034795i
-0.00073424-0.00042646i,0.00021411+0.00059313i,0.00086782-0.00014585i,0.001413-0.0019775i,0.00086707-0.0019983i,-0.00030145-0.0015262i,-0.00063814-0.00040711i,0.0001389+0.00094992i,0.00024156+0.0012482i,-0.00025484+0.0010545i,-0.00027383+0.00066147i,-5.9316e-05+0.0008742i,-0.00056189+0.00065857i,-0.0012931-0.00031255i,-0.0011962-0.00035705i,-0.00070761+0.000195i,-0.00021158+0.00074571i,0.00010877+0.00080879i,0.00029386+0.00091877i,0.00016644+0.00092202i,0.00044841+0.00024715i,0.00033603+7.9009e-05i,0.00040751+0.00023014i
-0.0017437+0.0015203i,6.7598e-05+0.0019544i,0.0016953+0.0021566i,0.00087468+0.00094387i,0.00043419-0.0013597i,0.00012893-0.0015783i,-0.0012712-0.0004525i,-0.0011275-5.3515e-05i,7.3554e-05+0.00038113i,0.00065342+0.0010102i,0.00075863+0.00074304i,0.0004197-0.00078479i,0.00016837-0.0010691i,-0.00076596+1.7147e-05i,-0.0010938+0.0009023i,-6.0967e-05+0.00076473i,0.00034468-0.00039381i,-9.418e-05-0.00018819i,0.00013638+0.00028837i,0.000162+0.00031697i,0.0002277+0.00056499i,0.00040996+0.00055733i,-0.00028212+0.00054297i
0.0041687-0.00073814i,0.0033411-0.0024971i,0.0029986-0.0038885i,0.0025283-0.0049127i,0.001075-0.0051711i,-0.00035058-0.0034322i,-0.00018753-0.00035i,0.00077479+0.0018321i,0.0012893+0.0019522i,0.00053496+0.00092133i,-0.00071745+0.00053326i,-0.0012841+0.00093054i,-0.00058523+0.00065568i,0.00026555+0.00019068i,-3.3741e-05+6.429e-05i,-0.00075-1.8722e-05i,-0.00036293-0.00024988i,8.7492e-05+6.8982e-05i,-0.00040056+0.00030071i,-0.00035694-0.00027103i,-9.7419e-05-0.00011447i,-6.8516e-05-4.8719e-05i,0.00018465+1.3675e-05i
0.00062374+0.0025296i,0.0012084+0.0019948i,0.0012952+0.0013912i,0.0014163-0.0001744i,0.0007237-0.0019165i,-0.0004419-0.0019702i,-0.0011127-0.00094944i,-0.00087484+0.00033675i,-0.00051834+0.00095492i,0.00043656+0.0010142i,0.0012059+0.00046558i,0.0012593+0.00016334i,0.00019333+0.0003423i,0.00027505+0.00016085i,0.0012871+1.8936e-05i,0.0012234-0.00077666i,0.00037635-0.00083988i,-0.00071285-0.00095949i,-0.00070633-0.00089379i,0.00025208-7.5629e-05i,0.00094991+0.00065895i,0.00075182+0.00088802i,0.00027747+0.00052037i
-0.0012165-0.0008792i,-0.0020073-0.00076727i,-0.0013255+0.0002906i,0.00049084-0.00024251i,0.00097792-0.0020135i,0.0003664-0.0021557i,-0.00028251-0.0012491i,-0.00044917-0.0003409i,-0.00015744+0.00025968i,-0.00016279-2.6739e-06i,-0.00052874+4.7658e-05i,-0.00020249-0.00039333i,0.00012148-0.00071556i,-0.0003099+0.00012851i,-0.00070899+0.00036271i,-0.00011113+0.00024505i,0.00075106+0.0002132i,0.0002424+0.00020633i,-0.00013576+0.00011101i,-0.00014304-0.00038613i,-0.00053723-0.00066536i,-0.00084777-0.00079651i,-0.00059639-0.00057891i
0.00014038+0.0005441i,0.0015029-0.00010535i,0.0010179+0.00020672i,0.00015861-1.9063e-05i,0.00014682-0.0010814i,0.00014844-0.0013552i,-0.00073232-0.00038054i,-0.0012006+0.00085343i,-0.00049641+0.0013749i,-3.3565e-05+0.00095914i,0.00012712+0.00080915i,0.00013051+0.00091576i,-0.00020229+0.0002239i,-0.00025553-0.00034367i,0.00028022-2.2189e-05i,0.00035636+0.00077123i,-0.00036985+0.0011333i,-0.00025216+0.00086928i,0.00036683+0.00070335i,0.00011704+0.00017685i,0.00072009-0.00012187i,0.00089593+0.00047873i,-0.00059663+0.00027644i
-0.0021658-0.0005787i,-0.0015084+0.00070458i,-0.00039647+0.00034078i,0.00042911-0.000678i,-5.9466e-05-0.0002842i,-0.0012713+0.00059042i,-0.0014347+0.0010364i,-0.00080007+0.0015643i,-0.00030462+0.0012888i,-0.00012102+0.00058049i,0.00027417-1.6214e-05i,3.5057e-05-4.1903e-05i,-0.00083672+0.00051855i,-0.0007146+0.00088496i,-0.00029487+0.00011026i,0.00091419-0.00022671i,0.0017105+0.00038334i,0.0010739+0.00037419i,0.00054552-5.0033e-05i,0.00017896+0.00044746i,0.00017104-0.0001049i,0.0003439-0.0012222i,0.0002897-0.00091037i
0.000137-0.0011094i,-0.00058566-0.0014624i,-0.0017143-0.0016404i,-0.0010983-0.0018777i,-0.00067322-0.0024458i,-0.0013013-0.00216i,-0.0012386-0.0012215i,-0.0007263-0.00040817i,-0.00050165-0.00065518i,-0.00037545-0.00084343i,-8.6495e-05-0.00016123i,-0.00031682+0.00048458i,-7.305e-05+0.00022183i,0.00010117+0.00044399i,-0.00017589-0.00023871i,-8.5916e-05-0.00097173i,-0.00041821+7.1051e-05i,1.0479e-05+0.00077131i,0.00087003+0.00076298i,0.00091793+0.00097965i,0.00034162+0.00086352i,-0.00011254+0.00036669i,-7.3674e-05+6.9906e-05i
0.00059853+0.0019449i,-0.00017242+0.0009155i,-0.00032959-0.0001616i,0.00029848-0.0023186i,0.00093619-0.0040474i,-3.1012e-05-0.0027526i,-0.0010987-0.00092012i,-0.00076449-9.8355e-05i,-0.00044758+0.00032475i,-0.00023129+0.00031859i,-7.1513e-05+0.00044571i,7.3234e-05+0.0014804i,0.00036645+0.00090749i,0.00014579+1.085e-05i,-0.00017399-0.00030147i,-0.0010323-0.00040895i,-0.001149+3.5119e-05i,0.00017618+0.00032959i,0.0010393+0.00028761i,0.00036065-0.00031892i,-1.7387e-05-6.2626e-05i,0.00043743+0.00020863i,5.0421e-05-0.000498i
0.0010232-0.00074803i,0.0016975-0.0010547i,0.0026585-0.0022061i,0.002882-0.0031437i,0.0019751-0.0028884i,0.00030015-0.0016976i,-0.0012437+0.00040986i,-0.0014358+0.0017213i,-9.029e-05+0.0020214i,0.0013574+0.0012938i,0.0020277+9.928e-05i,0.0015874+0.00021414i,0.00039883+0.00038868i,-9.9607e-05-0.00012398i,0.00021578-0.00010731i,0.00026767+8.7916e-05i,0.00035587-2.841e-05i,0.00060568+0.00043787i,0.00033665+0.0010595i,-4.1186e-06+0.00095257i,-6.5207e-05+0.00041195i,0.00013945+0.00051803i,0.00042365+0.0011997i
0.0019018+0.00062214i,0.0015501+0.00010341i,0.00050879-0.001056i,7.7997e-05-0.0019763i,-0.00069231-0.0019244i,-0.0016994-0.0017868i,-0.0013285-0.0001433i,0.00027831+0.0012797i,0.00039967+0.0011075i,-0.00019744+0.00036979i,-0.00020906+1.3804e-05i,-0.00041077+0.00046369i,-0.00084577+0.00030082i,-0.0010834-0.00010579i,-0.00064402+0.00039463i,-0.00048962+0.00068007i,-8.7152e-05+0.0005274i,0.00029259+0.00053217i,-0.00040998+0.00035189i,-0.00055521+0.00011716i,0.00050706+0.00018155i,0.00051627-0.00013405i,-0.00032613-0.00030106i
0.00029564-0.0018552i,0.00057931-0.0031101i,0.00166-0.0043852i,0.00088107-0.0051746i,0.00034145-0.0044486i,0.00024343-0.0026287i,0.00027508-0.00046707i,0.00097517+0.00097591i,0.0013371+0.00093074i,0.000625-0.00021272i,-0.00022264-0.00046541i,-0.00061335+0.00014596i,-0.00026339-5.365e-06i,3.9072e-05+0.00027711i,0.00019438+0.00046193i,0.00036621+0.00024639i,-0.00040492+0.00045205i,-0.00075567+0.00015824i,-0.00015132-0.00020083i,0.00015449+0.00010158i,0.00039813-0.00012673i,0.00067638-0.00011644i,0.00027707-0.00062667i
0.0017298-0.0015947i,0.00079888-0.00092111i,-0.00020913-0.0011317i,-0.00024884-0.0021853i,-0.00087064-0.0023221i,-0.0013508-0.0018183i,-0.00020446-0.00071729i,0.00075258+0.00066873i,0.00098913+0.0010209i,0.00089061+0.00032545i,0.00038633+0.0005861i,0.00044023+0.0007748i,0.0004213-0.00039715i,0.00017523-0.00056972i,-0.00031964+0.00052303i,-0.00024507+0.00055039i,0.00053119+0.00021251i,0.00035347-9.1801e-05i,-3.8959e-05-0.00019581i,-0.00046871-6.9894e-06i,-0.00066392-9.8954e-05i,-0.00031602-0.00010883i,0.00011322+0.0002986i
-0.0021946-0.00027261i,-0.00056072-0.00036002i,-0.00033459-0.00040656i,-0.0010998-0.0011723i,-0.00053145-0.0015023i,-1.0057e-05-0.00094906i,-0.00049826-0.00010901i,-0.00076958+0.00069488i,-1.1194e-05+0.00087122i,0.00022477+0.00057793i,-0.00025638+0.0001309i,0.00016524-0.00015897i,0.000256-0.00026595i,-0.00025868+0.00031548i,-0.00044703+0.0012667i,-0.00049251+0.0011193i,-7.8695e-05+0.0003601i,0.00050191+7.8441e-05i,-1.424e-05+0.00038465i,-0.00032455+0.0004194i,0.00053193+0.00078136i,0.00025169+0.0011147i,-0.0010045+0.00052868i
