-0.004678-0.0015498i,-0.0048503-0.0012032i,-0.0040567+0.0011014i,-0.00070116+0.0015295i,0.0017964+0.0020775i,0.0017222+0.0012518i,0.00044211-0.00024065i,-0.00038787-0.00058811i,-0.00022034-0.00066165i,0.0012666+6.5291e-05i,0.0020566+0.00018106i,0.0017089-0.00069883i,0.0016751-0.00092237i,0.0012572-0.00091361i,0.001069-0.00094643i,0.00077837-0.00047694i,0.00010709-0.00016768i,0.00035309-0.0003141i,0.00031006-0.00080441i,0.00030026-0.00094361i,0.0005182-0.00033289i,0.00061531-9.9997e-05i,0.00081366-0.00013567i
0.010962-0.00074424i,0.01015-0.0034564i,0.008044-0.0080997i,0.002906-0.0071078i,-0.0023525-0.0038869i,-0.0044122+0.00092301i,-0.0017479+0.0040887i,0.00083619+0.003126i,0.00093378+0.00017799i,-0.00074884-0.0024118i,-0.0027565-0.0021336i,-0.003418-0.0003151i,-0.0026655+0.0015732i,-0.0022442+0.0042335i,-0.0028474+0.005199i,-0.0025359+0.003138i,-0.00070638-0.00025451i,0.0003945-0.0015606i,0.0007811-0.00014594i,0.00049073+0.00049657i,-0.00018565-0.00069989i,-0.00031215-0.0019052i,-0.0006233-0.001015i
-0.0043145-0.00055481i,-0.003541+0.00037803i,-0.0030545+0.0010354i,-0.0016953+0.00072052i,0.00056439-0.0001683i,0.001119-0.00125i,-0.00013936-0.0023415i,-0.0012182-0.0030974i,-0.00093558-0.0020714i,0.00071156-0.00021384i,0.0013856+0.00061395i,0.00064024+0.00078347i,7.3379e-05+0.00053732i,0.00056672-0.00076024i,0.00078432-0.0011796i,6.3146e-05-0.0011672i,-0.00027885-0.0012974i,-0.00023403-0.0010188i,-0.00035867-0.00094133i,-0.00023755-0.0010889i,-0.00048449+0.00015077i,-0.00096313+0.00080789i,-0.00060989-2.0467e-05i
-0.0013528-9.6093e-05i,-0.00017171+0.00068507i,0.00091968+0.0025245i,0.0010439+0.0028083i,0.00053576+0.0012865i,0.0010247+0.00015072i,0.0011262+0.0001268i,0.0005354-0.00025658i,0.00038218-0.00053658i,0.00056725-0.00056548i,0.00096222-0.00049845i,0.0014414-0.00030789i,0.0016433+0.00017175i,0.0011027+0.00059177i,0.0007614+0.00040616i,0.00035987+0.00046119i,2.3091e-05+0.00037732i,0.00024527-0.00019356i,0.00016407-0.00043621i,-0.00032066+0.00017761i,-0.00022725+0.00079196i,0.00046957+0.0007795i,0.00037612+0.0003578i
-0.0016978+0.00086458i,-0.0016013+0.0011801i,-0.0013038+0.001837i,-0.0007332+0.0015907i,0.00020127+0.0011022i,0.00071037+0.00041918i,0.00057796-0.0007607i,-8.8576e-05-0.0011521i,-0.00047611-0.00035546i,-0.00013608+0.00020847i,0.00021314+1.3497e-05i,0.00060432+0.0002028i,0.00085356+0.00054673i,0.00059663-0.00066983i,0.00085228-0.0012016i,9.953e-05-0.00023572i,-0.0010717-0.00013775i,-0.00070144-0.00013677i,-5.6742e-05+0.00035637i,-0.00023872+0.00048864i,-1.8065e-05+0.00038583i,0.00039918+0.00043932i,0.00013212+0.00035118i
-0.00021722+0.00047469i,-0.00095307-0.00050949i,0.00021065-0.00097175i,0.0027066-0.00043056i,0.0036271-0.00034183i,0.001973-0.00036713i,0.00021377-0.00038897i,-0.00039496+0.00024834i,-0.00031846+0.0004482i,7.8082e-05-0.0008246i,-0.0005604-0.00099583i,-0.00099344+0.00043422i,-0.00094272+0.00087138i,-0.0007129+0.00032615i,-0.0010514+0.00022496i,-0.00085753+0.00051105i,-1.9652e-05+0.00052872i,-0.00033803+0.00077558i,-0.0002238+0.00092079i,0.0004649+0.00074064i,0.00030615-1.0317e-05i,-0.000288-0.00077516i,5.9847e-05-0.00035811i
0.0013771+0.0011354i,0.001023+0.00085322i,0.0011473+0.00086271i,0.00062801+3.7398e-05i,-0.001244-0.0018197i,-0.0015669-0.0015964i,-0.0013137-0.00035429i,-0.00085734+0.00023394i,-0.00053499+0.00036697i,-0.00093304-0.00012228i,-0.00066137-0.00072822i,-0.00029615-0.001087i,-0.00044086-0.00058578i,-0.00079545-0.00057974i,7.2892e-05-0.00021207i,0.00085285+0.0003405i,0.00025841+0.00015238i,0.00010767-0.00028862i,0.00056105-0.0015143i,-0.00019481-0.0012098i,-0.00030769-0.00098356i,0.00011387-0.00076048i,0.00040174+5.1819e-05i
-0.00073562+0.0025219i,-0.0011912+0.0021533i,-0.0010163+0.0020393i,0.00044866+0.0014828i,0.0011309+0.0016104i,0.001414+0.0012676i,0.0011172+0.00054824i,0.00021308+0.00024364i,0.00057513+0.00050642i,0.0011343+0.00033759i,0.0011003-0.00048288i,0.00073202+0.00027229i,-0.00025525+0.00044491i,-0.00079774-0.00022168i,-0.00072801-0.00016405i,-0.00022791+6.287e-05i,-5.7593e-06+0.00022869i,-0.00053608-1.5714e-06i,-0.0015038-6.9522e-05i,-0.001629+0.0004852i,-0.00051763+0.0010198i,0.00031983+0.0010707i,0.00026369+0.00072001i
-0.001313-0.0023151i,-0.0015654-0.0024645i,-0.00090301-0.0017553i,1.4634e-05-0.00043461i,0.00063959-0.00013654i,0.00094575-0.00043147i,0.00084641-6.2505e-05i,0.00097881+0.00026344i,-1.0977e-05-0.00019269i,-0.00084305-0.00042257i,-0.00053361+9.5269e-05i,-0.00018301+0.00030766i,9.1077e-05+0.00024061i,0.00045172+0.0002568i,0.00059617-8.0759e-05i,0.00035928-0.00031003i,0.00011595+0.00011471i,-0.00025824+0.0005317i,-0.00033614+0.00077229i,0.00032542+0.00077947i,0.00065339+0.00017512i,0.00068399-0.00028135i,0.00034742+0.00010809i
0.0014327-0.00037509i,0.0017492+0.00070426i,0.00096031+0.0012911i,8.1886e-05+0.0006675i,0.00089509+0.00056588i,0.0012204+0.00027315i,0.0001567+0.0002223i,-0.00083152+0.00034713i,-0.00028661-7.5085e-05i,0.00024913+0.00018091i,0.00044954+0.0004801i,0.0007707+5.3089e-05i,0.00049414-0.00033651i,0.00073125-0.00077816i,0.00060683-0.00072609i,-0.00039197+0.00045835i,-0.00085839+0.00060311i,-0.00047157-6.9173e-05i,-0.00015635-0.00071821i,0.00023383-0.0010166i,0.00075239-0.00022409i,0.00056952+0.00047608i,-0.00013529-0.0001139i
-0.001129+0.00039203i,-0.0014299+0.0017647i,-0.00088872+0.0011567i,-0.0011409-0.0012496i,-0.0018182-0.0021293i,-0.0013091-0.00054728i,-0.00039991+0.00077144i,7.8662e-05-0.00048357i,0.00050251-0.0011086i,0.00051569-0.00022479i,0.00030972+0.00025849i,0.000437+3.1329e-05i,0.00044226-0.00035145i,0.00015529+0.00042655i,-9.0171e-05+0.00052218i,0.00020174-0.00023811i,-0.00032963-0.00025303i,-0.0012732-0.00024283i,-0.00029406-0.00040475i,0.00069924-0.00028091i,0.00043533-2.2692e-05i,-8.4944e-05+2.2177e-05i,-8.6857e-06+1.6515e-05i
-0.00017-0.0012554i,2.6529e-05-0.0018453i,0.00080613-0.00061279i,0.00068418+0.00088905i,0.0007358+0.001321i,0.00084454+0.0009567i,0.00045109+0.00053146i,0.00071884+0.00034972i,0.0010304-9.603e-05i,0.00027378-0.00067621i,-0.00037462-0.0015916i,-0.00044398-0.0013842i,-0.00021782-0.00025351i,-0.00018403-7.2207e-05i,-0.00023873-0.0004493i,0.0002101-0.00034885i,9.0304e-05+0.00051933i,-0.00056813+0.0013273i,0.0001546+0.00093134i,0.00139-3.5758e-05i,0.00083781-0.00027759i,-0.00024968-0.00054883i,-0.00053786-2.3308e-05i
0.0010067+0.00088455i,0.0017582+0.0011523i,0.0019814+0.0010034i,0.0018887-0.0014006i,0.0016139-0.0030073i,0.00075323-0.0025708i,0.0001341-0.0012472i,-0.00023936-0.0002765i,-0.0012039-0.00015639i,-0.0011066-0.00032283i,0.00016785-0.00098906i,0.00048797-0.00087872i,0.00048989+7.9294e-05i,0.00055277-1.4871e-06i,0.00020714-0.00020788i,-0.00024032-0.000527i,-0.00044757-0.00069918i,-0.00081189-0.00061489i,-0.00064355-0.00090862i,-0.00055382-0.00046755i,-0.00018152-0.00025175i,0.0002148-0.00075029i,0.0001269-0.00071981i
0.00026021+0.00035263i,-0.00050183+0.0010509i,-0.00078752+0.00057269i,-0.00041074+0.00047325i,-0.00052825+0.001984i,-0.00056887+0.0032384i,-0.00021793+0.0024136i,-0.00011151+0.0010594i,3.5154e-05+0.00020691i,0.00029797+0.00074369i,0.00019441+0.00080582i,-0.00071614+0.00056574i,-0.00053144+0.00069414i,0.00077772+0.00014655i,0.00088614+1.5942e-05i,-5.8562e-05+0.00055164i,-0.00056527+0.00038393i,-0.0004533-0.00041995i,0.00023314-0.00053895i,0.00012791-2.474e-05i,-0.00023195+0.00035146i,0.00033099+0.00045216i,0.00011148+0.00015527i
0.001045-0.00039879i,0.00088574-0.0013114i,0.0020623-0.0028141i,0.0024608-0.0025877i,0.0011551-0.0020294i,0.00051087-0.0012391i,-5.6886e-05+0.00016436i,-0.00022716-0.00015414i,-0.00042934-0.00088203i,-0.00043123-0.0012877i,0.00062658-0.0013147i,0.00080293-0.00022082i,0.00022777+0.00051482i,-4.0096e-05+0.0004558i,0.00013917-0.00027506i,-0.00028161-0.00097835i,-0.00043256-0.00068774i,-5.1162e-05+5.9558e-06i,0.00027058+0.00038284i,0.00037958+0.00033698i,0.00057207-6.9596e-05i,0.00084205-0.00035915i,0.0005874-0.00041331i
-5.8294e-05+0.00027326i,0.00056056+0.0019755i,0.0010147+0.0031117i,0.00042793+0.0024337i,0.00056041+0.001311i,0.00053839+0.00056288i,-0.00014317-0.00020755i,-1.7842e-05-0.00084532i,0.00052023-0.00085819i,0.00085076-1.5876e-05i,0.00052044+0.00028727i,0.00045158-1.995e-05i,0.00087646-0.00053478i,0.00064767-0.00063373i,0.0004104-0.00036103i,0.00027511-0.00020879i,-0.00010329-0.00033391i,-0.0007708-0.0001633i,-0.00073239-0.00011343i,-0.00022823-0.00052236i,-0.00054745-0.00035971i,-0.00058748+0.00013486i,-0.00052231+0.00041988i
-0.0015677+9.2072e-05i,-0.0015405+0.0010501i,-0.0022032+0.0012441i,-0.00020671+0.0011351i,0.0017557+0.0011381i,0.0013441+0.00016541i,0.00038033-9.9702e-05i,-3.5029e-05+4.9263e-05i,-6.1769e-05+0.00021024i,-3.0353e-05-0.00047359i,0.00027083-0.0015329i,0.00040486-0.00028821i,-0.00010885+0.00083562i,0.00033456+0.00014082i,0.0013372-0.0006839i,0.00090035-0.00018904i,-1.522e-05+0.00018624i,-0.00016974-0.00025585i,-0.00056396-3.3421e-06i,-0.00092955+0.00019944i,-0.00038303-0.000833i,2.9982e-05-0.001105i,-0.0003455-0.000615i
0.0017052-0.0022441i,0.0011599-0.0030591i,0.00023358-0.0032951i,-0.0012011-0.0017048i,-0.0017666+0.00049315i,-0.0011098+0.0015382i,-0.00035877+0.0021003i,0.00052979+0.0018783i,0.00081892+0.00086095i,0.00046003+0.00029205i,-0.00021867-0.00034453i,-0.00065944-0.00043083i,-0.00011336+0.00041247i,-0.00026534+0.00063752i,-0.00029193+0.00048142i,3.2061e-05+0.00020635i,-4.1764e-05-0.00049132i,7.0709e-05+3.5684e-05i,-0.00041305+0.00085072i,-0.00031766+0.00043341i,0.00014518+0.00020137i,-0.00034609+0.0001787i,-9.708e-05+0.00028342i
-0.0015536+0.0021066i,-0.00080201+0.0033161i,0.00046332+0.0040169i,0.0017234+0.0029339i,0.0021274+0.00046927i,0.0012173-0.0011276i,0.00024127-0.0010384i,0.00023965-0.00093109i,0.00033702-0.00034925i,4.913e-05-0.00022877i,8.3054e-05+2.2134e-05i,0.00022756+0.00094871i,0.00082156+0.00090974i,0.00050272-0.00023026i,-0.0002095-0.0012601i,-0.00024695-0.00066307i,-1.1492e-05-7.9865e-08i,0.00060781-0.00095094i,0.00025102-0.0012472i,-8.5192e-05-0.00051951i,-0.00060025-0.00017241i,-0.00020644+0.00088618i,0.000801+0.0016379i
-0.0029231+0.00027814i,-0.0027096+0.00054706i,-0.0017284+0.0021612i,-0.00025937+0.0026162i,0.00037161+0.0015482i,0.00072613+0.0001218i,0.00014554-0.00053935i,4.864e-05+0.00014314i,0.00021556+0.00045305i,-0.000155+0.00011695i,4.1424e-05+0.00064095i,0.00056075-0.00016649i,0.00056967-0.00072125i,0.00045273+0.00015761i,7.2372e-05-0.00012838i,-0.00022036-0.00040816i,-2.8861e-06+0.00013593i,0.00017096+0.00012588i,7.9264e-05-0.00024011i,-0.00054159+0.00026854i,-0.0004487+0.00058429i,-0.00035395+0.00042115i,-0.00047492-0.00016952i
0.0003776-0.0003861i,0.00092943-0.00066148i,0.00093405-0.00044586i,0.0014889+0.00023877i,0.0018893+0.00056438i,0.001528+1.994e-05i,0.00062226-0.00062864i,0.00015187-0.00070707i,5.5678e-05-0.00034475i,-0.00079195+0.00013549i,-0.00052968+0.00019283i,0.00042161+0.00033905i,0.00058157+0.00059617i,0.00057516+0.00040139i,0.00075374+0.00017785i,0.0003902+6.2489e-05i,-0.00016545+0.00054868i,-0.0004217+0.00066632i,-0.0003797-1.3901e-05i,-0.00041584+0.0002467i,-9.1683e-05+0.00054977i,0.0005169-6.1771e-05i,0.0011915-0.00021448i
-0.00047129+0.00095072i,-0.00039019+0.00080788i,-0.00030696+0.0010115i,0.00011047+0.00061224i,0.00061997+0.00055924i,-0.00014818+0.00028143i,-0.0012428-0.0003821i,-0.00095894-0.00025648i,0.00014263-0.00039148i,0.00070481-0.00020543i,0.00097751-8.9668e-05i,0.00066284-0.00014985i,0.00012549-5.3571e-05i,2.8447e-05-0.00045825i,0.00059683+0.00020352i,1.5794e-05+0.001239i,-0.00026669+0.00079523i,-0.00017569+3.332e-05i,-0.00030228-0.00010143i,-4.5908e-05+0.00049934i,0.00011502+0.00067048i,-0.00019055+6.6843e-05i,-0.00040766-5.1913e-05i
9.0948e-05+8.1123e-05i,-2.6096e-05-0.00044835i,-0.00032891+0.00031164i,1.111e-05+0.0008036i,0.0015386-0.00027101i,0.0013164-0.00121i,0.00021194-0.0013429i,2.1826e-05-0.0013664i,0.00042275-0.0010155i,0.00043459-0.00016955i,-0.0002715+0.00038017i,-0.00044543+0.00082824i,-0.00035038+0.00031686i,-0.00068717-0.00011176i,-0.00060323+0.00039649i,0.00025445+0.0005571i,-7.7499e-05+0.00028686i,-0.00061748-6.7492e-05i,-0.00017248-0.00016361i,0.00038884+3.6956e-05i,0.00074677+0.00025813i,0.00050864+0.00065392i,0.00043495+0.00095152i
-0.00086243+0.00099177i,-0.00072745+0.002166i,-0.00029175+0.0025855i,-0.00084023+0.0019141i,-0.0012578+0.00085845i,-0.00010705+0.0002783i,0.00062741+6.9383e-06i,-8.9728e-05-0.00026852i,-0.00073371+0.00054628i,-0.00035024+0.0010396i,0.00074202+0.00061094i,0.0011673+0.00028657i,0.00083802-0.00036046i,0.00064992-0.00085074i,0.00085255-0.00081686i,0.00082439-0.00054626i,0.00020268-0.0007336i,-0.0002837-0.00064922i,-0.00024735-0.00020315i,-0.00026068+0.00010986i,-0.00046566+0.00020568i,-3.2097e-05-6.188e-05i,0.00060227+8.2533e-05i
-0.0014787-0.00017609i,-0.0021871+0.0003652i,-0.0017803+0.00099652i,3.975e-05+0.0014678i,0.00095075+0.0016816i,0.00098842+0.0014698i,0.00065766-4.2834e-06i,-0.00037866-0.00085594i,-0.00030986+6.6147e-05i,-1.7997e-06+0.00046199i,0.00047838-0.00038883i,0.00056315-0.00012545i,0.00030851+0.00064053i,0.00048434+0.00094432i,0.0011835+0.00093851i,0.0011091-3.4194e-05i,-3.8977e-05-0.0006427i,-0.00064539-0.0003476i,-0.00035496-0.00040808i,9.0947e-05-0.0006006i,0.0010094-0.00043133i,0.00085028-0.00011406i,-0.00029147+3.8439e-05i
0.0010964+0.00084228i,0.0012219+0.00078486i,0.0015159+0.00029867i,0.0021938+0.00041681i,0.0014812+0.00028686i,-0.00041501+9.4952e-05i,-0.000982+0.00039357i,-0.00063596+0.00038604i,-5.6624e-05-0.00028864i,0.00033957-0.00061207i,-5.0364e-05-0.00032142i,-3.9327e-05-0.00015438i,0.00014171-5.6646e-05i,-2.3736e-05+0.00011455i,0.00018757-0.00055641i,0.00016065-0.00049702i,0.00024601+0.00069692i,0.00032149+0.001068i,0.00042888-0.00025975i,-0.00018585-0.0008148i,-0.00096737-0.00022586i,-0.00083837+0.00033415i,-0.00030325+0.00022582i
-0.0023453+0.0013497i,-0.0021281+0.0027808i,-0.000146+0.0023175i,0.001168+0.0016072i,0.00073531+0.0010351i,0.00066057+0.0004039i,6.4975e-05-0.00046131i,-0.00061555-0.0003384i,-0.00047475-0.00026022i,-0.00026891-0.00025539i,-0.0007461-0.00044241i,-0.00083462-0.00050516i,-0.00086162+7.9215e-05i,-0.00062937+2.5366e-05i,0.00014921+0.00026941i,0.00041594+0.00096263i,-0.00029125+0.00059642i,-0.00053288+0.00070472i,-0.00040079+0.00088112i,-0.00060701+0.00028846i,-0.00089034-6.6802e-06i,-0.00039134+0.00023109i,-0.00035002-0.00039982i
0.00043689-0.0013458i,-0.00017688-0.0011714i,-0.00098891-0.00062273i,-0.0018959-0.00030424i,-0.0015371-0.00075188i,-0.00096067-0.0016629i,-0.00078271-0.0017973i,-3.0104e-06-0.00086262i,0.00053801+0.00035709i,0.00066729+0.0010049i,0.00051449+0.0010203i,-3.5647e-05+0.00089716i,-0.00056309-0.00013136i,-0.0011121-0.00089223i,-0.0012246-0.0012977i,-0.00061287-0.00073752i,0.0001213-0.00018157i,-7.8337e-05-0.00052365i,-0.00064655-0.00042396i,-0.00011851-0.00038672i,0.0010499-0.00066142i,0.00099692-0.00013854i,0.00013067-9.7761e-05i
-0.00017935+0.00033039i,0.0012137-4.1831e-05i,0.0021842+0.00046119i,0.001385+0.00039754i,0.00086627+0.00053305i,0.0010715+0.00069941i,0.0013906+0.00081209i,0.0010982+0.00050737i,0.00097702-0.00018191i,0.0010195-0.00078503i,0.00081741-0.00040981i,0.00020966+0.00057693i,-0.00052601-0.00019616i,-0.00032321-0.00064306i,-4.9415e-05-0.00030485i,-0.00026555-0.00036925i,0.0003376-0.00059687i,0.0006059+0.00010967i,5.2691e-05+0.0012845i,0.00013131+0.00086134i,0.0003895-0.00031466i,-0.00017467-0.00071264i,-0.00031217-0.00051866i
-0.0022562+0.00063598i,-0.0021218+0.0017902i,-0.0017329+0.0025045i,-3.9316e-05+0.0012557i,0.0015267-0.00071813i,0.00058426-0.00080852i,-0.00057409-4.573e-05i,-0.0006779+0.00033866i,-0.00032587+0.00061874i,0.00050374+0.00035901i,0.0015821+0.00012062i,0.0015023+0.00021095i,0.00072407-0.00037916i,0.00046425-0.00070009i,0.00038257-0.00057256i,0.00063752-0.00028973i,0.00037869-0.00033576i,-3.2013e-06-0.00080006i,-0.0001385-0.00046045i,4.3177e-06-0.00063529i,-9.0872e-06-0.00086898i,-0.00063759-0.00071873i,-0.00024579+0.00029666i
0.0021825-0.0028314i,0.0024288-0.0036909i,0.0012555-0.0044312i,0.00048133-0.0029259i,0.0014095-0.00033405i,0.002676+0.00084814i,0.0019596+0.00034732i,0.0013397-0.00015287i,0.00081198-0.00039886i,-0.00017835-0.00026401i,-0.00048251+0.00031499i,-0.00011355-6.0028e-05i,0.00012512+0.00030305i,-8.0845e-05+0.0011903i,-0.00027918+0.0012342i,0.00035534+0.0006151i,0.00075916+0.0007852i,0.0007302+0.00085033i,0.00078358-6.6062e-05i,0.00091046-0.00025632i,0.00069338-0.00027582i,-0.00012092+0.00015558i,-0.00022212+0.00055633i
-0.00049354+0.0030354i,4.9841e-05+0.0045723i,0.00035509+0.0040866i,0.00071554+0.0011906i,0.00025028-0.0015863i,-0.0012311-0.0017669i,-0.001261-0.00076629i,3.0874e-05-0.00025957i,0.0001167+0.00073411i,-0.00029393+0.00046825i,-0.00026043-0.0003912i,-0.0006608-0.0010038i,-0.0011802-0.001383i,-0.00057259-0.0013231i,0.0002454-0.0011401i,-0.00069692-0.000908i,-0.0011402-0.00056194i,0.0002067+0.00023224i,0.00030925-0.00054372i,-4.7696e-05-0.0016797i,0.00052153-0.00056921i,0.00035072+0.0003412i,-0.00033187-9.4234e-07i
-0.00073597+0.00083968i,-0.00091115-0.00026592i,-0.00084799+0.00015225i,-0.00066415+0.0011803i,-0.00038253+0.00073671i,-0.00030843-0.0005249i,-7.2062e-05-0.0011577i,0.00017079-0.00082951i,-1.6449e-05-0.00061947i,-6.2558e-05-0.00011307i,0.00020379+7.116e-05i,0.000873+0.00019575i,0.0016033+0.00074212i,0.00087103+0.00046476i,3.7984e-05-0.00059846i,-0.00052314-0.0005836i,-0.00093347-5.7067e-05i,-0.00035444-4.8605e-05i,-0.00010017-0.00034474i,-0.00038804-0.00030562i,-6.8812e-05+0.00099671i,0.00057012+0.0013282i,0.00061818+0.00057808i
0.0013737+0.00027985i,0.0012551-0.0005016i,0.0018972-0.00088437i,0.0014983-0.00031737i,0.00060632+0.00042274i,0.0011303+0.00022114i,0.00027128-0.00024472i,-0.00044578-0.00033006i,0.00021539-0.0001034i,0.00027439+0.0005299i,-0.00022318+0.00083772i,-4.4372e-05+0.00029809i,-0.00016066-1.7345e-05i,-0.0008124+8.7392e-05i,-0.00080299+6.4917e-05i,0.0002408-0.00011158i,0.0001634+3.6139e-05i,-5.3238e-05+0.00036945i,0.0010188+6.5243e-05i,0.001127-0.00036408i,0.00013978-6.53e-05i,-0.00064005+0.00010132i,-0.00047423-0.00028559i
-0.0025167-0.00077775i,-0.0024412-0.00025235i,-0.0013627+0.0007458i,0.00069088+0.0012628i,0.0024029+0.0004979i,0.0023583+5.1156e-05i,0.0016249-0.00019736i,0.00077317-0.00061766i,-0.00018303+9.4498e-05i,-0.00031145+0.00039191i,-0.00034217+7.2453e-05i,-0.0004268-0.00015616i,0.0001501+0.00022373i,0.0004675+0.00064028i,0.00097452+0.00063487i,0.0010931-1.3384e-05i,0.00024098-0.00034537i,-0.00034437+0.00037035i,0.00065306+0.0011695i,0.00048656+0.001812i,-0.00078309+0.0016717i,2.8722e-05+0.0007692i,0.00067131+0.00086077i
-0.0024278-4.6312e-05i,-0.0021048+0.00062453i,-0.00091198+0.0015296i,-0.00097598+0.0018535i,-0.0017333+0.0015723i,-0.0018289+0.00057289i,-0.0012641-0.00019391i,-3.9636e-05+5.037e-05i,-0.00024748+0.0002324i,-0.00072378-9.9787e-05i,0.00054801+0.00050421i,0.001359+0.00086869i,0.00060136+0.00060951i,0.00056034+3.7533e-05i,0.0010059-0.00042488i,0.00080288-0.00015572i,0.00058048+7.2659e-05i,9.5116e-05-0.00015384i,0.00015946-0.00029497i,0.00062814-0.00015302i,0.00068165-0.00011515i,0.00034069+0.00039601i,-9.612e-05+0.00085914i
0.0017882+0.00023998i,0.0015839+0.00078764i,0.0019052+0.00085817i,0.0027069+0.0010511i,0.0028368+0.0012723i,0.0014973-0.0001732i,-0.00037624-0.00057549i,-0.00097834+0.00092004i,-0.00058417+0.00078155i,-0.00055556-0.00090832i,-0.00022592-0.0013038i,-0.00034289-0.00085443i,-0.00051748-0.00090639i,0.00016203-0.00051141i,0.0002642-2.77e-05i,-8.7529e-05+0.00040558i,-0.00027368+0.00056519i,6.9255e-05+6.5222e-05i,0.00062368+0.00034307i,0.00098331+0.00048246i,0.00064305+3.8452e-06i,-0.0001695+0.00036731i,-0.00077273+0.00013188i
-0.00059505+8.0897e-05i,-0.0005555+0.0008046i,-0.00092633+0.0010812i,-0.00041487+0.00035452i,0.00017271-0.0016226i,-4.808e-06-0.0024148i,0.00043867-0.0014557i,0.0006717-0.001058i,0.00026945-0.00072892i,0.00024342+0.00026748i,0.0003929+0.00072093i,7.3844e-05+0.00087575i,2.7645e-05+0.0012286i,0.00077293+0.00056688i,0.001183-6.0794e-05i,0.00047253+0.00019876i,5.2973e-05+0.00010261i,0.0002814-0.00014528i,0.00055035-0.00035415i,0.0011272-0.00048415i,0.00074569-0.00081479i,0.00028504-0.00063612i,-0.00019802-0.00061091i
0.0015513+0.0018454i,0.0018838+0.0015619i,0.0021117+0.00056869i,0.001667-7.8452e-05i,0.0014494-7.0808e-05i,0.00023426-0.0001327i,-0.0012096+0.00019325i,-0.0012742+0.00078366i,-0.001028+0.00048783i,-0.00034772-0.00038028i,0.00059499-0.00048126i,0.00064167-0.00030798i,-0.00042901-0.00079848i,-0.00080937-0.00051677i,-0.00058051-0.00057658i,-0.00084681-0.00054302i,-0.000943-0.00018991i,-0.00061428+7.6581e-05i,-0.00058212+0.0010243i,-0.00089017+0.0011669i,-0.00021914+0.00036695i,0.00088514+1.718e-05i,0.00052109-0.00012678i
0.0012989-0.00070231i,0.0019135-0.00077071i,0.0013189-0.0001173i,0.0004867+0.00057548i,0.00037151+0.00046601i,0.00021516+0.00050211i,0.00013874+0.00039259i,0.0005638+0.00015985i,-2.0958e-07-9.435e-05i,-0.00049702-0.00078985i,-0.00030232-0.00084052i,-0.00016834-0.000251i,8.3392e-05+0.0002214i,6.2731e-06+0.00036631i,0.00040717+0.00028941i,-0.00026971+0.00033294i,-0.0002647+0.00036928i,0.00036876+6.3725e-05i,2.6035e-05-0.00037184i,-0.00015053+0.00014293i,0.00040564+0.00088447i,0.00089689+0.00095435i,0.0003648+0.00071976i
-0.0010522+0.0011869i,-0.00065156+0.00094081i,-0.00051371+0.0011662i,0.00031233+0.00064822i,0.0018998-0.00037679i,0.00092402-0.001266i,9.6662e-05-0.00097387i,0.00055091-0.00022561i,0.000615-0.00034801i,-0.00010246-0.00091957i,-6.248e-05-0.00038342i,0.0012519+6.9767e-05i,0.001191-0.00025994i,0.00019697-0.00052762i,-0.0011493-2.0405e-05i,-0.0006467+0.00042981i,0.00062136+0.00068099i,0.00028691+0.00040779i,-0.0001749+0.0002063i,0.00041747+0.00025794i,5.0764e-05-0.00028521i,-0.00028714+0.00032779i,-0.00074422+0.0003446i
0.0011416+0.0022312i,0.0018192+0.0011579i,0.0024878+0.00041407i,0.0022524-0.00077888i,0.00095774-0.0010188i,-0.00049794-0.00052459i,-0.00032024-0.00079884i,-0.00028788-0.00078688i,-0.00039798-0.00020323i,0.00011313-1.2785e-05i,4.395e-05-4.3946e-05i,-0.00014154+0.00012516i,-0.00030054+0.00060275i,-0.0008564+0.00034281i,-0.00058612-0.00036232i,-0.0005675-0.00040397i,-0.0010251-5.8612e-05i,-0.00028911+0.00038417i,-8.7979e-05+0.000512i,-0.00054691+0.00031969i,-0.000481+0.00085227i,-0.0005223+0.00077427i,-0.00040902-0.00028096i
-0.00037245+0.00057457i,-9.8614e-05+0.0013289i,0.00055852+0.0015035i,0.00092348+0.0013755i,0.0010428+0.0012709i,0.0013821+0.00029954i,0.00061173-0.00066652i,-0.00067433-0.00062227i,-0.00067071+0.00025939i,-0.00026707+0.00065057i,0.00031037+0.000682i,0.00011347+0.00052095i,0.00017025+0.0001206i,2.4608e-05-0.00017406i,-0.000603+2.9486e-05i,8.5169e-05+0.0003718i,0.0002741+0.00040898i,-0.00013043-4.4686e-05i,-0.00051387+7.947e-06i,-0.00094632-9.1246e-05i,-0.00069642+4.0467e-05i,-0.00050005-7.3847e-05i,0.00013913-0.0010865i
-0.0010262-0.0018199i,-0.00043249+4.5997e-05i,-0.0012019+0.00088968i,-0.00086409+0.00052266i,0.00025924-0.00052131i,0.0002887-0.0008033i,0.00013688-7.0871e-05i,0.00034422+6.085e-05i,-0.00012942+0.00029227i,-0.00062581+0.00025002i,-0.00047861+0.00012341i,-0.00020073+0.00033384i,0.00031918+0.00023932i,0.0009357+0.00017975i,0.00099085+0.00076838i,0.00089876+0.00084935i,0.0011134+0.00079881i,0.00099485+0.0011396i,0.00034773+0.00057998i,-0.00055777+0.00051188i,-0.00060794+0.001055i,-0.00019107+0.00055758i,9.8732e-05-4.0629e-07i
