0.00066866+0.00095214i,-0.00027635+6.4493e-05i,-0.0024449-0.00017949i,-0.0027541+0.00011856i,-0.001937+0.0013573i,-0.00038295+0.0020418i,0.0008155+0.0021324i,0.001121+0.00099503i,0.0016346-0.00078762i,0.0018443-0.0016158i,0.0010567-0.0014621i,0.00067197-0.0011129i,0.00088708-0.00071579i,3.2711e-05-0.00083764i,-0.00093821+0.00040514i,-0.0011778+0.0018093i,-0.0010546+0.00098083i,-0.00071109-3.0823e-05i,0.00030475+9.1313e-05i,1.4986e-05+0.00047486i,0.00014795+0.00067963i,0.00032018+0.00061541i,-9.2377e-05+0.00040048i
-0.0023947-0.0020752i,-0.0023506-0.0018017i,-0.00095311-0.00080488i,-8.8274e-05-0.00066435i,0.00030546-0.00066098i,0.0007768-0.00038724i,0.0013481-0.00054024i,0.00061186+0.00023773i,-0.00040614+0.00050401i,-0.00015957+2.3485e-05i,-3.074e-05-0.0001302i,4.4512e-05-0.00037145i,0.00062392+9.7832e-05i,0.00036257+0.00053579i,-9.2981e-05+0.00074705i,-0.00022778+0.00027115i,-0.0001609+3.8356e-05i,-6.5482e-07+0.00012891i,-0.00031835-8.6521e-05i,-0.0002145+0.00015965i,0.00051741+0.00046521i,0.00096775-1.6654e-05i,0.0011639-0.00017483i
-0.00071638-0.001172i,-0.00095037+0.00026406i,-0.0018618+0.0014613i,-0.0011834+0.001864i,0.00071457+0.00099737i,0.0014963+0.00043733i,0.0015655-0.00053343i,0.00089111-0.001543i,1.4506e-05-0.0017404i,-0.00072925-0.0011095i,-0.0011945-0.00049858i,-0.00080241-0.00069297i,0.00038468-0.0010978i,0.00088212-0.0010421i,0.00042154+6.8452e-05i,0.00039961+0.00085778i,1.9654e-06+0.0006193i,0.00015842+0.00022522i,0.00044229+0.00022561i,0.00030646-0.00035747i,7.1685e-05-0.0011312i,-0.00026085-0.0006857i,0.00011912+5.9433e-05i
0.0011632-0.00026683i,0.0015836-0.00054007i,0.0013489-0.00038975i,0.00089366-1.1518e-05i,0.00017789+0.00027372i,0.00016237+0.00063463i,0.00052244+0.00051115i,1.6959e-05-0.00068602i,-0.00020135-0.0009134i,-0.00030203-8.2005e-05i,-0.00017027-9.2051e-05i,3.3443e-05-0.00034948i,0.00010182+0.00080099i,-2.228e-05+0.0018552i,-0.00024969+0.0014794i,-0.00023645+0.00084682i,0.00027832+5.8994e-05i,0.00028531+0.00023099i,0.00045711+0.00028438i,0.0008089-2.5945e-05i,0.00051547+0.00031834i,0.00012155+0.00073536i,-0.00012752+0.00093486i
-0.0018861+0.00040012i,-0.0007433+0.00015922i,0.00035911+0.00066318i,0.0011205+0.00062876i,0.00091636+0.0001845i,0.0013721-0.00051624i,0.0018907-0.0010634i,0.0013803-0.001334i,0.00056542-0.00078622i,0.00012991+0.00017014i,9.2758e-05+0.00060985i,0.00046068+0.00012729i,0.0010099-0.00035692i,0.00070459-1.5801e-05i,0.00013627+0.00069407i,0.00081655-4.3402e-05i,0.0012545-0.00098796i,0.00013525-0.00089657i,-0.0003459-0.00033395i,0.00046637+1.1758e-05i,0.00090846-0.00021814i,0.00013342-0.00041364i,-3.4504e-05+4.2469e-05i
-0.0025553-4.7593e-06i,-0.0022022+0.0001614i,-0.0021541+0.00049261i,-0.0013242+0.00077263i,0.00078234+0.0003483i,0.0017203-0.00090692i,0.00056614-0.0010999i,-0.00062618-0.00071864i,-0.00087415-0.00027793i,-0.00036102-0.0002366i,-0.00022241+0.00017057i,-0.0002279+0.00080096i,-0.00034525+0.00092746i,-0.00099045+0.00017999i,-0.00033317+0.0002002i,-2.7143e-07+0.00014686i,0.00011993+0.00027833i,0.00062615+0.0011386i,-0.0002877+0.0014897i,-0.00092334+0.00090616i,-0.00032871+0.001209i,-0.00019356+0.0015581i,-0.00019585+0.00045501i
-0.00074738+0.00017721i,-0.001087-0.00082279i,-0.0011161-0.00082447i,6.2455e-05-3.009e-05i,0.00091069+0.00014899i,0.00082201-0.0002546i,0.0015019-0.00027004i,0.0013601+0.00045748i,0.0004515+0.00089705i,-0.000734+0.00064963i,-0.0010518+0.00051059i,-0.00023671+4.5965e-06i,-0.00016115-0.0010078i,-0.00027175-0.0010324i,0.00019366-0.00016809i,0.00042778+0.00053766i,6.8685e-05+0.00054494i,0.0003247+0.000578i,0.00054907+0.00039703i,0.00043525-0.00028972i,0.00019168-0.00029919i,7.9135e-05-3.1451e-05i,0.00018001+5.2872e-05i
0.00050085-0.00099483i,0.0017328-0.00049854i,0.0023691-0.00036101i,0.0022189-0.00037222i,0.0013113-0.00015893i,0.00091683+0.00022559i,0.0008836-0.00038591i,0.00028417-0.0016488i,-0.00011379-0.0010604i,0.00034589-0.00034925i,0.00054773-0.00049438i,-8.0062e-05+3.632e-05i,-0.00039489+0.0005529i,-0.00034863+0.00073725i,-0.00029594+0.00032524i,-0.00024319+0.0003667i,-0.00056274+0.0012768i,-0.00097238+0.0010666i,8.3774e-05-3.4336e-05i,0.00091462+0.00014661i,0.00010934+0.00024462i,-0.00012712-2.3386e-06i,0.00015697+1.3561e-05i
-0.0022968-0.00048716i,-0.0025642+0.0010563i,-0.002843+0.0014345i,-0.0020168+0.0016125i,-0.00018473+0.0017341i,0.0017428+0.0016124i,0.0019052+0.00088438i,0.0011334-0.00022793i,0.00049066-0.001247i,-0.00023784-0.0011207i,-6.2104e-05-5.3242e-05i,0.0010262+1.7787e-05i,0.00096815+0.00020087i,0.00039747+0.0010219i,0.00067775+0.0014909i,0.00055688+0.00058325i,-0.00028621-0.00024087i,-0.00058535-0.00071704i,0.00018545-0.00092338i,0.00024291-0.00013286i,-0.00041453+0.0007009i,-0.00054038+0.0011285i,-0.00042445-0.0002023i
-0.00098122-0.0023382i,-0.0015277-0.001614i,-0.0028569-0.00059731i,-0.0024467+0.00020608i,-0.0012677+0.0006611i,-0.00029869+0.00077697i,0.00055228-0.00027778i,0.00084569-0.0016782i,0.00036607-0.0011503i,4.7876e-05-0.00036644i,0.00052396-0.00014679i,1.219e-05+0.00037557i,-0.00051998+0.00096825i,0.00012645+0.001089i,0.00078339+0.00088616i,-0.00021925+0.00028278i,-0.001125-0.00033473i,-0.0011272+3.7956e-07i,-0.00013826+0.00041308i,0.00042627+0.00068276i,6.3441e-05+0.00043086i,0.00017355-0.00026398i,0.00013564-0.00029879i
-0.00017961-7.2458e-05i,-0.00021778-0.00058077i,0.00058663-0.00087007i,0.0012454-0.0010348i,0.0011397-0.00057874i,0.0015445-0.00028076i,0.0015652-0.00055739i,0.00072693-0.00077287i,-3.7172e-05-0.00044841i,-0.00014338-0.00051308i,-0.00029315-0.00031148i,-0.00088537-0.00010731i,-0.00089499-0.00025116i,-0.0011012-0.0002135i,-0.00077768-0.00012969i,-0.00047099-0.00032758i,-0.00079816+0.00012423i,-0.0001208+3.8392e-05i,0.00051834-0.00015217i,0.00045369-2.3288e-06i,0.00036962-0.00049153i,0.0002073-0.00073208i,3.003e-05-0.00077553i
-0.00047725+0.00079616i,-0.00061587+0.00037612i,-8.9826e-05+0.00034021i,0.00039488+0.0001481i,-6.7582e-05+0.00096931i,-0.00020383+0.0011734i,0.00066067-0.00013798i,0.0010184-0.0015682i,0.00025626-0.0017044i,-0.00058506-0.0013619i,-0.00052234-0.00033455i,-0.00069726+0.00040425i,-0.00070276-8.4966e-05i,-0.00029962-0.00055244i,-8.8188e-05-0.00038313i,-0.00044877-1.3667e-05i,9.1915e-06-0.00055397i,0.00045669-0.00075883i,0.00029309-0.00046304i,0.00032023-0.00052003i,6.5644e-05-0.00032678i,-0.00035636-5.5732e-05i,0.00012876-1.1239e-05i
-0.00066869+0.00052401i,-0.00079315+0.00058506i,-6.4154e-05+0.0010174i,0.00019663+0.00068454i,0.00068384+0.00012985i,0.0014016-0.00024073i,0.0014154-0.00045625i,0.00040821-0.00021011i,8.2079e-06+0.00018639i,0.00028989+8.1077e-05i,-3.1958e-06+0.0001269i,-0.00052476+0.00062088i,-0.00041692+0.00041112i,-0.00044114+0.0003264i,-0.0012156+0.0013365i,-0.0010372+0.0014526i,-0.00027206+0.0010523i,0.00055439+0.0007526i,0.00078999+0.00032142i,-1.4562e-05+0.00042871i,-0.0003473+0.00079628i,-0.00020324+0.00048752i,9.0291e-05-0.0004231i
-0.0020752+1.9537e-05i,-0.0023278+0.00039472i,-0.0018076+0.001033i,-0.0013081+0.0016327i,-3.0049e-05+0.0024885i,0.0010592+0.0026531i,0.00079498+0.0011974i,-1.7074e-05-0.00017206i,-0.00090958-0.00053788i,-0.00069793-0.00065511i,-0.00010394-0.0010246i,0.00021031-0.00060092i,0.000656+0.00013888i,0.001014-0.00034735i,0.00065135+1.0966e-05i,0.00051996+0.00090545i,1.3585e-05+0.00084897i,-0.00021055+0.00043221i,0.00017933-6.3645e-05i,0.00063647-0.00028457i,0.00131-0.00022898i,0.0010235+0.00033384i,1.3426e-05+0.00034064i
-0.002406-0.0024179i,-0.0031606-0.0016526i,-0.0034063-0.00049428i,-0.0031421+0.00047637i,-0.0026155+0.00033365i,-6.5005e-05-0.00013969i,0.0022076-0.00060098i,0.0016636-0.00099692i,7.4931e-05-0.00079755i,0.0002734-0.00019341i,0.00044239+0.00022895i,-0.00016701+0.00047271i,-0.00023621+0.00089217i,0.00044893+0.0012245i,0.00082773+0.0012138i,3.3038e-05+0.00047502i,-0.00040206+0.00011579i,-8.4331e-05-0.00017295i,-7.363e-05-0.00050862i,0.00014766+1.7831e-05i,4.9689e-05+5.4911e-05i,0.00043499+1.7043e-05i,0.0015044+0.00063652i
-0.0030074-0.0025768i,-0.0033868-0.0011033i,-0.0029699+4.6578e-05i,-0.0021485+0.00073481i,-0.00055388+3.4391e-05i,0.0014267-0.00051472i,0.0028015-0.00053511i,0.0015286-0.00049383i,-0.00029687-0.00026783i,-0.00047309-0.0006886i,-0.00014696-0.00051944i,-0.00012896+0.00010319i,0.00019539+0.00022054i,0.0015028+0.00013354i,0.0018709+0.00032194i,0.00131-6.8138e-05i,0.00076812-6.8724e-05i,0.00055308+0.00082324i,0.00048255+0.00079279i,0.00025022+0.00045647i,4.8781e-05+0.00047117i,-0.0003526+0.00018835i,-0.00012972+0.00078602i
-0.00017889-0.00013333i,0.00023173+0.00078096i,0.00034432+0.0013856i,-0.00015038+0.0016905i,0.00027085+0.0011217i,0.001355+0.00051918i,0.0017583+0.00081488i,0.00073269+0.00070733i,-1.938e-05+8.5469e-06i,-0.00021158+2.1912e-05i,-6.4331e-05+0.00043427i,-0.00018746+0.00069472i,-0.00019282+0.00027176i,0.00077746+0.00015135i,0.0014674+0.00062021i,0.001035+0.00057884i,0.00014488+0.00076441i,0.00021993+0.00081003i,0.00093956+0.00027673i,0.0012951-0.00016453i,0.0014797-0.00011346i,-2.3245e-05-0.00010868i,-0.0007032-0.0003618i
-0.0001226-0.00054421i,-0.001403-0.00092895i,-0.0015323-0.0007566i,-0.0021647-0.00015289i,-0.0021612-7.8261e-05i,-0.00072841-0.00023872i,0.00010291-0.00074431i,0.0012832-0.00054872i,0.0013381+0.00040232i,0.00042628+0.00037797i,-3.4858e-05-0.00036434i,-0.00013103-0.00051146i,0.00025038-0.00029186i,0.00020841+0.00017738i,-4.5943e-05-0.00029706i,-0.00099228-0.00027859i,-0.0010302+0.00089778i,-8.1671e-05+0.0011698i,0.0003944+0.00073908i,0.00087726+0.00015509i,0.001097-0.00044862i,0.00077005-0.00081685i,-7.9745e-05-0.00095481i
-0.0021853-0.00059755i,-0.0024116+0.00017564i,-0.0017056+0.00083061i,-0.00076986+0.0008234i,-0.00013564+0.0012305i,0.0010919+0.00057065i,0.0014703-0.00064765i,0.00019527-0.00031683i,-0.00048435+0.00058779i,-0.0002334-5.2343e-05i,-0.00031954-0.00073521i,-0.00025907-0.00051568i,0.0002473-7.3553e-05i,0.00035815+0.00021158i,0.00032295+0.00033053i,0.0010214+0.00042335i,0.0013041+0.00045669i,0.00081721+0.0010218i,-0.00018694+0.0010433i,-0.00040835-3.9562e-05i,-0.00011298-0.00029497i,-0.00015457+0.0002041i,0.00049311+4.7634e-05i
-0.00074524-0.00064146i,-5.5151e-05-0.00072852i,0.00040919+0.0005065i,-0.00031909+0.0010948i,-0.00026623+0.00095016i,0.00018518-0.00013846i,0.0010858-0.001199i,0.001506-0.00080827i,0.0012554-0.0010678i,0.00054675-0.001046i,-1.3893e-05-0.00022629i,-0.00045778-0.00057666i,-0.00025245-0.0004683i,-0.000484+0.00048263i,-0.00030919+0.00033229i,0.00034125+0.00011517i,0.00026875+0.00035113i,0.00011578+0.0001791i,-0.00039772+9.1517e-05i,-0.0006446+0.00020791i,-0.00032351+0.00019923i,0.00026218+0.00025448i,0.00071538-0.00013805i
4.121e-05+0.00084985i,-0.00047203+0.001249i,-0.001751+0.0010519i,-0.0015533+0.0010883i,-0.00067353+0.00042498i,0.00064004+8.227e-05i,0.00076904+0.0002486i,-9.2797e-05-0.00053113i,0.00035149-0.00055378i,0.0010021-4.2067e-05i,0.00047532+0.0006169i,6.3107e-05+0.00070895i,-5.0609e-05+0.00032394i,-0.00096207-0.00034745i,-0.0010089-5.0995e-05i,-0.00045452+0.0003142i,-4.0054e-05-0.00027641i,0.00033353-0.00044032i,0.00038986-5.3253e-05i,0.00047348-0.00021605i,0.00024374-0.00068314i,-0.00026358-0.00030152i,-1.4222e-05+0.0006475i
0.0017204-0.0029206i,0.0012109-0.0028232i,-0.00023581-0.0021971i,-0.00082106-0.00074939i,-5.7741e-05-1.0131e-05i,0.001219+0.00031883i,0.0020728+0.00063064i,0.0019218+0.0001438i,0.00040963+9.2322e-06i,-0.00064237+0.00016471i,-0.00089875+0.00038145i,-0.00050166+0.00066768i,0.00039957+0.00017331i,0.00095252+5.7093e-05i,0.0008549+0.00096804i,0.00082881+0.0016775i,0.0003568+0.0012076i,-0.00050136+0.00062185i,-0.00050541-0.0002244i,-1.6286e-05-0.00063124i,0.0002932-0.00044577i,5.6412e-05-0.00058583i,-0.00034687-0.00035164i
-0.0012012-0.0003821i,-0.0016158-0.00049287i,-0.00061811-0.00012653i,0.00050175+0.00017718i,0.000579+0.00050031i,0.0004211+0.00021949i,5.4071e-05-0.0011403i,-0.00084125-0.0015305i,-0.00080804-0.00070735i,-1.8543e-05-0.00024108i,-4.3065e-05-7.2526e-05i,-0.001233-1.8958e-05i,-0.0016306+0.00031797i,-0.00072663+0.00084105i,-0.00030573+0.0011063i,2.8347e-05+0.00092185i,-0.00037626+0.00027223i,-0.00060718+0.00056822i,3.4539e-05+0.0013369i,-0.00024524+0.00053464i,-0.00058706-0.00069985i,7.0797e-05-0.00044062i,0.00039884+7.3272e-05i
-0.0046587-0.00034015i,-0.0040749+0.00099597i,-0.0024043+0.0027459i,-0.0012747+0.0026163i,-0.00018938+0.00064065i,0.0016565-0.0012404i,0.0021133-0.0015792i,0.00084591-0.0012616i,0.00022294-0.00088137i,0.00032473-4.3157e-05i,-0.0002026+3.7664e-05i,-0.00053926-8.7421e-05i,-0.00049264-0.00013474i,-0.00032642-0.0008177i,-7.626e-05-0.0013405i,0.0002124-0.00062591i,-0.00033149-0.00057221i,-0.00034472-0.00061016i,0.00025875+6.5249e-05i,0.00014556-0.00023134i,0.00073628-0.0001566i,0.0009449+0.00029861i,0.00058328+0.0002111i
0.0015456-0.0011689i,0.00048537-0.00070498i,-8.5008e-05+1.2572e-05i,-0.00085346+0.00012595i,-0.00042877+0.00055656i,0.00029425+0.00060422i,0.00091486+0.00022906i,0.00082605+0.0001943i,6.1726e-06-0.00030299i,-0.00041753-0.00085843i,-6.5884e-05-0.00087059i,-0.00017966-0.00016731i,-0.00057011+0.00045782i,-0.00075386+0.00068828i,0.00012206+0.00066336i,0.00030967+8.2354e-05i,-0.00019988-0.00029218i,-0.00063145-0.00031469i,-0.00050352-0.00010647i,0.00021747+0.00018285i,0.00035579+0.00013939i,-0.00015001+5.846e-05i,5.2936e-05-0.00017239i
-0.0010889-0.0022929i,-0.00074223-0.00139i,-0.0012558+0.00044297i,-0.0023389+0.00075886i,-0.00093498+0.0004519i,0.0011264+0.00065778i,0.0011413+0.00032943i,0.00086011+0.00010146i,0.00014333-0.00053502i,-0.00070896-0.00076602i,-0.0011048-0.0001381i,-0.00095572+0.0005134i,-0.00026506+0.00054253i,0.0002441+0.00065085i,0.0004149+0.00073346i,0.00046007+0.00037516i,0.00018684+0.00055006i,-0.00024407+0.00038044i,-2.3289e-06-0.00029183i,0.00011305-0.00076253i,0.00033814-0.0010608i,-0.00065064-0.0008826i,-0.0016686-0.00064851i
-0.0025242+0.0015055i,-0.0015069+0.0025196i,-0.0010937+0.0021616i,-0.00031913+0.0012864i,0.0001581+0.0011014i,-0.00016238+0.00025019i,-0.00024798-0.00087439i,-0.00042342-0.0010319i,-0.00067359-0.00011863i,-0.00061813+0.00057037i,-0.0012461+7.088e-05i,-0.0012417-0.00093081i,-7.0217e-05-0.00091993i,0.00028927-0.00077276i,0.00025711-0.00090823i,-0.00028951-0.00098441i,7.9813e-06-0.00021301i,0.0011321+0.0003183i,0.00081026+0.00016836i,-0.00032162+0.00017759i,-0.00034025-0.00011809i,0.00018198-3.0607e-05i,0.00041653+3.668e-05i
-0.0014565+0.0016519i,-0.0017259+0.0026064i,-0.00099414+0.0036958i,0.00036034+0.002687i,0.00060805+0.001621i,0.00035161+0.00077545i,-0.00019509+0.00019568i,-0.00056419-8.5274e-05i,-0.00058564+0.00039239i,-0.0004729+0.00059336i,0.00014066-0.00028396i,-5.5825e-06-0.00091997i,-0.00027636-0.00083611i,-7.1832e-05-0.0004973i,-9.8182e-05-0.00016836i,-0.00030594-0.0001901i,-0.00092155-0.00056981i,-0.0015104-0.00020213i,-0.0011656-9.2326e-05i,-0.00057507-0.00032771i,-0.00042088+0.00074646i,-0.00028054+0.0015299i,0.00032249+0.00074215i
-0.0011503-0.00054816i,-0.0019318+0.0002617i,-0.0020821+0.0016371i,-0.0020296+0.0018986i,-0.0011265+0.00043411i,0.00046029-0.0010768i,0.0016661-0.0012382i,0.00070462-0.000569i,-0.00031151-0.00025114i,0.00021468-0.0004567i,0.00053597-0.0011043i,1.1884e-05-0.0015653i,-0.00013824-0.00038217i,-0.00040141+0.00050624i,-0.00020152-0.00031958i,0.0006929-0.00048327i,0.00068619+0.00033141i,0.0002322+0.00048841i,0.00042323+0.00019388i,0.00086764+5.6393e-05i,0.001292+0.00037641i,0.00092739+0.00040534i,1.9825e-05-5.5501e-05i
0.0016579-0.00043045i,0.00083981-0.00099865i,0.00071326-0.0016922i,-0.00036447-0.00077776i,-0.00070151-0.00020467i,0.0003374+0.00025541i,0.00084164+0.00063667i,-0.00014434+7.9956e-05i,7.8332e-05-0.00011903i,0.0012211+0.00032801i,0.00089651+0.00077402i,0.00050208+0.0010183i,-0.00051544+0.0013214i,-0.00046878+0.00084852i,0.00050254+0.00077658i,0.00031381+0.0010211i,-5.4182e-05+0.00031208i,0.00019191-0.00036327i,0.00031103-0.00058423i,0.0003523-0.00049182i,0.00027217-8.9734e-05i,-0.00072108+0.00011704i,-0.00059806-0.00021836i
-0.0015819+0.0012653i,-0.0013191+0.0018682i,0.00015284+0.002526i,0.0007194+0.0027837i,0.0012245+0.001941i,0.0017138+3.7941e-05i,0.0015343-0.00070985i,0.00050449-6.7668e-05i,-0.00058003+2.8609e-05i,-0.001147-0.0012346i,-0.00091614-0.0016951i,-0.00012631-0.00099973i,-0.00062922-0.0005663i,-0.0014744-2.1706e-05i,-0.0010798-0.00018198i,-0.00062561-0.00033621i,-0.00020235-0.00022633i,0.00042184-0.00020824i,0.00018244-0.00046174i,0.00022349+0.00012688i,0.00031573+0.0001581i,9.8259e-05-0.0003069i,0.00050618-0.00037324i
-0.0010125+2.6122e-05i,-0.0013777-2.2037e-06i,-0.00063094+0.00049206i,-0.00026382+0.00090409i,-0.00068446+0.00092064i,-0.00017145+9.6047e-05i,0.0011301-0.00098835i,0.0010591-0.0014277i,0.00033211-0.0014104i,0.00018598-0.001508i,0.00014261-0.0010051i,-4.3201e-05-9.473e-05i,-8.0902e-05-0.00022723i,-3.8803e-05+6.7924e-05i,-0.00044027+0.00075995i,-0.00033708+0.00074129i,0.00046449-4.3278e-05i,0.00069142-0.00018033i,0.0002753-7.9004e-05i,9.5722e-05-0.00036632i,1.1009e-05-0.00011241i,0.0003646+0.00020187i,0.00062553-0.00015122i
-0.0031013-0.0011409i,-0.0019632-0.0010063i,-0.00084217+0.00023865i,9.7387e-05+0.0012826i,0.0010099+0.00132i,0.0021686+0.00028066i,0.0018771-0.001165i,0.0009017-0.001664i,0.00035366-0.00083707i,-5.2858e-05-0.00060873i,2.3025e-05-0.00061644i,0.0002322+0.00019274i,0.00057616+0.00026791i,0.00076571+0.00032367i,0.00097127+0.00034752i,0.00082629-2.7864e-05i,0.00071+0.00026018i,0.00016669+0.00021941i,-0.00030292-0.00073627i,-3.0383e-05-0.00089245i,-0.00035175-0.00039395i,-0.0007178+0.00035968i,-0.00041463+0.00019896i
0.00047929+0.00028096i,0.00035064+0.0010858i,-0.00043933+0.0012784i,-0.00073696+0.0012886i,-0.00012155+0.00084894i,0.00091202+0.00036721i,0.0015246-0.00034563i,0.00081333-0.0010901i,0.00016965-0.00094597i,-7.9941e-05-0.00047597i,-0.00044396-0.00016356i,-0.00042471+0.0002277i,0.00013292+0.0009802i,0.00051908+0.00093541i,0.00081144+0.00063294i,0.00051155+0.00064252i,-1.2607e-06-0.00076879i,-0.00054995-0.00095157i,-0.00088043+0.00021769i,-0.00079258+0.00049283i,0.00017324-0.00036837i,0.00071136-0.00029597i,-8.2899e-05-0.00028416i
-0.002557+8.1874e-05i,-0.0028291+0.0011214i,-0.0028291+0.0020352i,-0.0012731+0.0012066i,0.00063543+0.0010488i,0.0015075+0.0010295i,0.0015591+0.00013381i,0.001113-0.00085323i,0.00076469-0.00070312i,-1.1247e-05+0.00031419i,0.00018615-0.00013126i,0.00071634-0.00020331i,0.00062415+0.0002784i,0.0002965+0.00076121i,-4.211e-06+0.0010527i,-0.00047771+0.00090044i,-0.00068558+0.00031476i,0.0007121-0.00011859i,0.0017439-9.7457e-06i,0.0012621+0.00011255i,0.00025159+0.00032919i,-0.00037258+0.00079803i,0.00022231+0.00032365i
-0.003048+0.0012995i,-0.0035989+0.0010323i,-0.0035208+0.00099484i,-0.0012425+0.0012723i,0.0012961+0.00084851i,0.0020796-0.00071135i,0.0012908-0.0015497i,-0.00024969-0.0005069i,-0.0011121+0.00054078i,-0.00043768+0.00025797i,0.00019048+0.00022776i,0.00059882+0.0007204i,0.00070346+0.00036697i,0.00036378+0.00032373i,-0.00024081+0.00027181i,-0.00025897+0.00060291i,-0.00033029+0.00083907i,-0.0003444+0.00023296i,3.8197e-05+0.00028435i,-0.00051794+0.0004244i,-0.00028+0.00015511i,0.00055648+0.00034921i,0.00092313+0.00066588i
-0.0021938-0.00203i,-0.0028387-0.0016881i,-0.0023308-0.00046326i,-0.00094888+0.00082789i,0.0010812+0.00087261i,0.001705+0.00035329i,0.0012287-8.0219e-05i,0.00063122-0.0011006i,0.00036157-0.001302i,0.00066389-0.00090893i,0.00033744-0.00014978i,-0.00017535+0.00026422i,0.00036725+0.00015435i,0.0007426-8.5943e-06i,0.00062367+9.1346e-05i,0.00078481+0.00045971i,0.0010817+0.00034101i,0.0010362+4.5393e-05i,4.8345e-06-0.00029938i,-0.00017969-0.00045873i,0.0001043+0.00015278i,4.1155e-08+0.00037737i,-0.00019913+0.00019102i
0.00079169-0.0018015i,0.00083482-0.00097056i,-0.00022672-0.0004292i,-0.0011217+7.1133e-05i,-0.00092913+0.00032936i,0.00053189-0.00041794i,0.0020825-0.0013267i,0.00095703-0.0012076i,0.00012506-0.0002487i,0.00012607+7.9675e-05i,-0.00034869-0.00013697i,-8.4299e-05+5.506e-05i,-0.00025189+0.0004075i,-0.00032237+0.0007476i,0.00013417+0.00079916i,0.00049712+0.00074226i,0.00017154+0.0008827i,-0.00013285+0.00016393i,0.00058392-0.00057394i,0.00048007-0.00049979i,-0.00046009-2.3599e-05i,-0.00034004+0.00046638i,0.00025065+0.00024303i
-0.0020386+0.00044306i,-0.0020102+0.0015622i,-0.002618+0.0027908i,-0.0013577+0.0027119i,0.00048848+0.0021037i,0.0017519+0.0016394i,0.0016938-0.00034894i,0.00030202-0.0013414i,-0.00091437-0.00039858i,-0.00074328-0.00021324i,0.00016298-0.00071764i,0.00061614-0.00087003i,0.00031218-0.00068144i,0.00053115-0.00039727i,0.0011529-0.00027797i,0.001393-5.8069e-05i,0.00090017+0.00026745i,0.00035149+0.00089879i,-0.00019681+0.0011234i,-0.00025781+0.0004921i,0.00016916-0.00014211i,0.00062376-0.00047325i,0.00091866-0.00080497i
-0.0025611-0.00031152i,-0.0012691-0.00026871i,-0.00031094+0.00083222i,-0.000503+0.0010676i,-0.00053731+0.00049871i,0.0004528-0.00040499i,0.0015854-0.0011848i,0.0013448-0.0015136i,-3.457e-06-0.0015492i,-0.00035337-0.00095882i,-0.00029838-0.00052801i,-0.00045137-0.00057001i,0.0002346-0.00025023i,0.0007802-2.4219e-05i,0.0012869+9.0901e-05i,0.0015364+0.00058023i,0.00052592+0.00057043i,-0.00031963-0.00026193i,-0.00071645-0.00091207i,-0.00065081-0.0010773i,-1.9507e-05-0.00070842i,5.5709e-05+0.00018424i,0.00063297+0.00032468i
-0.00084578+0.00024051i,-0.00068541+0.00057789i,0.00014861+0.00028743i,-1.1875e-05-0.00014076i,0.00023206-0.00049362i,0.0011786-0.00080013i,0.0014699-0.0011776i,0.0011537-0.00086969i,0.00096952-0.0002241i,8.3003e-05+0.00041932i,-0.0007615+0.00062475i,-0.00048419+0.00036303i,1.5533e-05+0.00047118i,-0.00024131+0.00041965i,-0.00047535+0.00039795i,-3.6588e-05+0.00038649i,-0.00014376+0.0013258i,-0.001022+0.0019228i,-0.00057963+0.0007954i,0.0004882-0.00061553i,0.00057504-0.0010487i,0.00032244-0.00037463i,5.4562e-05+0.00061138i
-0.0020259+0.00071866i,-0.0023567+0.0010375i,-0.0019579+0.00104i,-0.0001244+0.00090024i,0.00087044+0.001317i,0.00059997+0.0015077i,0.0009746+0.0013037i,0.00043654+0.00036002i,-0.0003638+2.3e-05i,-1.143e-05+0.00095974i,0.00016553+0.00045522i,-0.00025631+0.00025847i,-0.00042468+0.00046543i,6.6317e-05+0.00041584i,9.6338e-05+0.00044273i,-0.0003491-0.00028735i,-0.00055588-0.00063351i,-0.00084695-0.00010594i,-0.00028353+0.00016011i,0.00032802-0.00023723i,0.00038294-0.00079434i,2.2612e-05-0.00019768i,-0.00043958+0.00068996i
-0.00096427-0.0024216i,-0.0018479-0.0020083i,-0.0022122-0.00073355i,-0.0014389-0.00010547i,-0.0004086-0.00031377i,0.00026837-0.00019061i,0.0003888-0.00023461i,0.00084608-0.00062784i,0.00077584+0.00014634i,0.00023887+0.00069016i,-0.00032951+0.00011683i,-0.00039944-0.00025567i,0.00024086+5.6618e-05i,-0.0005458+0.0007322i,-0.00055874+0.00073629i,0.00027333+0.00025069i,0.00019324-4.8044e-05i,0.00032035+0.00060907i,0.00023295+0.0010029i,-0.00016089+0.0006923i,-0.0001185+0.00042176i,0.00031964-0.00015911i,0.000126-0.0010983i
