0.00033851+0.0011932i,0.00044851+0.00013092i,-0.00060915-0.00065043i,-0.0010337-0.00066675i,-0.0016744+0.0006868i,-0.0019798+0.0023222i,-0.0017347+0.0037099i,-0.00069096+0.0036687i,0.0014823+0.0016839i,0.0020347+0.00031141i,0.0018442-0.00025209i,0.0015855-0.0011835i,0.00099691-0.0013277i,0.00019631-0.0011222i,-0.00055582-0.00086174i,-0.00041332+0.00022716i,-3.3802e-05+0.00079406i,0.0002893+0.00055695i,0.0004053+0.00039582i,0.00042239+0.00020894i,0.00052073-0.00016251i,5.8748e-05-5.8043e-05i,-0.0007233+0.00010856i
-0.00082745+0.0012886i,-0.00060613+0.00042871i,-0.00070443+0.00045055i,4.0827e-05+0.0011337i,0.00062322+0.0011506i,-0.00024994+0.0013344i,-0.0007356+0.0014726i,-0.00021602+0.0010272i,0.00043928-0.00020222i,0.00084413-0.0010304i,0.00062112-0.00024732i,0.0003956+9.5702e-05i,0.00088217+0.00053701i,0.00096176+0.00083325i,0.00071762+9.1407e-05i,0.00041247-0.00072967i,-1.3857e-05-0.00080461i,-0.00018234+5.4652e-05i,-3.9617e-06+0.0007082i,0.00011446+0.0012794i,0.00032513+0.0011471i,0.00095435+0.00052435i,0.0012989+0.00034273i
-0.0017167-0.00083617i,-0.00052106-0.0011726i,-0.00051235+0.0002654i,-0.00012447+0.0012132i,-6.6307e-05+0.00086382i,-0.00099415+0.00072829i,-0.00052537+0.00032234i,0.00068344+0.00039711i,0.0010329+0.00069949i,0.00044284+0.00084087i,-0.00024829+0.00091042i,-0.00051355+0.00060813i,-0.00056175+0.00058725i,-0.0005235-0.0002257i,-0.00022093-0.00075183i,-0.00038068-0.00035828i,-0.00060917+0.00012653i,-0.00041455-0.00015377i,-0.00018533-0.00045239i,-8.6985e-06-0.00032616i,-0.00027934-0.0010821i,-0.00068971-0.0014038i,-0.00054963-0.00077046i
0.00038426-0.002284i,-8.2911e-05-0.0016306i,-0.0006908-0.00082613i,-0.0012596-0.00034463i,-0.00098002+0.00020248i,-0.00060511+0.00067859i,-0.00092066+0.00020408i,-0.00097784+0.00020816i,-0.00068833+0.00030502i,-0.00044132-1.813e-05i,-9.0533e-06+0.00028819i,5.873e-05+4.9973e-05i,0.00030158-0.00051948i,0.00063807-0.00036639i,0.0003973-0.00067127i,7.3125e-05-0.0012487i,2.5207e-05-0.00040319i,0.00046472+0.00044885i,0.00070493+0.00047638i,-7.9508e-05+0.00026712i,-0.00041742+0.00056615i,0.00026055+0.00067978i,0.00027117+0.00059217i
0.00026435-0.0006755i,0.00055854-0.00069002i,-0.00082173-0.0011303i,-0.0013548-0.00019059i,-0.00072446+0.0012584i,0.00020284+0.0017285i,0.00044665+0.0012467i,0.00029544+0.00060326i,5.9212e-05+0.00075342i,-0.0009381+0.0006468i,-0.00036931+0.0003536i,0.00094945+0.00018631i,0.0010097-0.00019049i,0.00039525-6.7806e-05i,0.00053581-0.00011097i,0.00074404-0.00016537i,0.00029856-4.132e-05i,0.00055877+7.4797e-05i,0.0010112+0.00063028i,9.0979e-05+0.0010172i,-0.00013055+0.00041932i,0.00027277-0.00012436i,0.00056683-0.00028976i
0.0013554+0.0015945i,0.0021672+0.0005672i,0.0020213-0.00091708i,0.00049352-0.00048562i,-0.00032527-4.0435e-05i,-0.00095518+0.00023671i,-0.0012278+0.00060911i,-0.0006464+0.00058681i,0.00030411+0.0007343i,6.8729e-05+0.00040899i,-0.00015102-0.00022442i,0.00033207-0.0008532i,-0.00051971-0.0015226i,-0.0019037-0.00078212i,-0.0012941+0.00049811i,0.00039216+0.00040088i,0.00044701+0.00032208i,-0.00036568+0.0010835i,-0.0005649+0.0011338i,-0.00035694+0.00059493i,-0.00033434-0.00039457i,-0.0004094-0.00027274i,-7.167e-05+0.00038253i
0.0017509-0.00037807i,0.00055746-0.00042673i,0.00026815-0.00031709i,0.00036794+0.00029751i,-0.00048029+0.00040722i,-0.0018785+0.00024636i,-0.0020602+0.00091065i,-0.0012128+0.0010788i,-0.00063788-0.00013162i,-0.00027103-0.00068148i,0.00028405-0.00097969i,0.00055595-0.00125i,0.00073223-0.0011544i,0.00068945-0.00058877i,0.00025189-0.00037108i,-0.0002133-0.00030332i,-0.00017347-0.00011295i,1.4331e-05+1.9319e-06i,0.00034246-6.7983e-05i,0.00046371+0.00049766i,0.0010224+0.0007974i,0.0014868+5.8711e-05i,0.0011972-0.00029488i
-0.00058126-0.0019054i,-0.00079113-0.0022862i,-0.00071403-0.0016711i,-0.00081583-0.0007701i,-0.0007018-0.00019037i,-0.0005124+0.00038711i,-0.00099206+0.00063691i,-0.000916+0.00081067i,-0.00048813+0.0010522i,-0.00014167+0.00043421i,0.00026342+3.5666e-06i,0.00024489-6.6176e-05i,-0.00071881-0.00020369i,-0.001052+0.00027252i,0.00041305+0.00054461i,0.00058753+0.00018439i,-0.00043931-0.0002431i,-5.9102e-05-0.00019236i,0.0010692-0.00023489i,0.0014112-0.00017469i,0.00098664-0.00019647i,0.00029317-0.00034646i,0.00036243-0.00015319i
4.4915e-05+0.00022873i,0.00050634+0.00015595i,0.00017894+0.00032666i,-0.00022524-0.00017326i,-0.00026259-0.00051652i,-0.0014414-0.00031492i,-0.0020602+0.00096925i,-0.00099955+0.001414i,-4.3519e-05+0.0012545i,-0.00029679+0.00059303i,-0.00060032-0.00011631i,-0.00026901-0.0003625i,-0.00029143-0.00028333i,-1.9353e-05+0.00014006i,0.00019631-0.00032338i,-4.4539e-05-8.2641e-05i,-0.00027029+0.00059019i,-0.00019173-0.00045572i,0.00043385-0.00068647i,0.000194-0.00013189i,-0.00056183+0.00012404i,-0.00060641+0.00022326i,-0.00018717-0.00015221i
0.00018002-0.0004727i,0.00039554-0.00079381i,0.00050629-6.1914e-05i,0.00017957+0.00117i,-0.00040118+0.0011156i,-0.00046381+0.00054109i,-0.001206+0.00041951i,-0.00090891+0.00093572i,-0.00029278+0.0010141i,-0.00036502+0.00030573i,-0.00055846-0.0001854i,-0.00012429-0.00063332i,0.00035623-0.00011872i,-2.3164e-05+0.00033444i,-0.00046969-0.0001966i,-0.00067289+8.7342e-05i,-0.00055251-5.1832e-05i,0.00011204-0.00056607i,9.5888e-05-0.0009451i,-0.0002604-0.00066747i,-0.00050486-1.3629e-05i,-0.00043804-4.8761e-05i,0.00019765+0.00036998i
0.00053375-0.00094355i,-2.0376e-05-0.0012857i,-0.00016625-0.0012712i,-0.0007148-0.00040991i,-0.0010169+0.00098552i,-0.00055328+0.00057207i,-0.00035052-6.157e-05i,-0.00076729+0.00032691i,-0.00078361+0.00027219i,-0.00026488-0.0001903i,0.00038711-0.00029516i,0.00030825-0.00053467i,0.0002029-0.00048558i,0.00023551+0.00027783i,0.00042022+0.00014056i,0.00033401-0.00012976i,-0.00031063-3.5068e-05i,-0.00048011+0.00033191i,-6.0631e-05+0.00039002i,0.00061857-0.00042977i,0.001087-0.00074237i,0.00097212-0.00088295i,0.00047581-0.00042624i
-0.00050748-0.0017894i,-0.00076836-0.00055006i,-0.0011748+0.00039467i,-0.0015599+0.00067148i,-0.0010011+0.00021788i,-0.000828+0.00022022i,-0.0012791+0.00047086i,-0.00078499+0.00045414i,-0.00045257-0.00033557i,-0.00046026-0.0010122i,-0.00024504-0.00089658i,0.00027812-0.00078479i,0.0001047-0.000544i,-0.00019292+0.00029154i,-0.00015857+7.9065e-05i,-4.3922e-05-0.00011618i,-0.00078102+2.0107e-05i,-0.0013974-0.00011598i,-0.0010394+0.00010342i,-0.00089025+9.3801e-05i,-0.00095249-3.2403e-05i,-0.00052502-0.00046779i,-0.00021791-3.9068e-05i
-0.00089225-0.0014005i,-0.0016274-0.00024087i,-0.0019972+0.00031162i,-0.0022508+0.00042734i,-0.0024547+0.00068567i,-0.0017643+0.0010462i,-0.00072264+0.00096563i,-0.00058631+0.00053151i,0.00012277+0.00025687i,0.00058634+0.00015035i,0.00061055-2.7985e-05i,0.00049112+0.00012215i,-4.0022e-05+0.00016563i,-0.00053155+0.00045545i,-0.0002028+0.00088916i,0.00027561+0.0004495i,-0.0002747-0.00054789i,-0.00054815-0.00074538i,-0.00018869+6.8469e-06i,-4.4074e-05-3.2112e-05i,0.00017384-0.00059286i,-0.00025026-0.00089648i,-0.00049986-0.00041451i
4.4498e-05-7.5147e-05i,-0.00011002-0.00065547i,-0.001197-0.00062978i,-0.00032897+0.00018533i,0.00048426+0.00040009i,0.00022462-0.00012977i,-0.00038361+3.61e-05i,-0.00055918-0.00054743i,-0.00050216-0.00076442i,-0.00031181+7.75e-05i,0.00012522+7.322e-05i,0.00065394-0.00022673i,0.00067205-0.00011126i,0.00071971+0.00033567i,0.0016803+0.00018186i,0.0014647+2.4845e-05i,0.00096261-0.00016715i,0.00092197+0.00012005i,0.00069014+0.00016333i,0.00039693-0.0004721i,-1.2264e-05-0.0011465i,-8.9285e-06-0.00080389i,0.00040224+0.00010613i
0.0021799-0.00013592i,0.002449-0.00065128i,0.0021266-0.0008083i,0.0014459-0.00083748i,0.00032744-0.00085089i,-0.0012031-0.00042721i,-0.001707+0.00078321i,-0.0014119+0.0016457i,-0.00075993+0.00046662i,0.00040204-0.00040411i,0.0012858-0.00027327i,0.0010924-0.00042448i,0.00024304+9.5751e-06i,-7.5376e-05+0.00065967i,-0.00016459-0.00015859i,-0.00020275-0.00065801i,7.9558e-05+0.0005469i,0.00058468+0.00082111i,0.00072412+0.00011751i,0.0010849-0.00014999i,0.00075633+0.00019473i,0.00034718+0.00042505i,4.5706e-05+0.00037005i
-0.00085778+0.0010384i,-0.00035977+0.0012497i,0.00040504+0.0012902i,0.0012384+0.0014144i,0.00089309+0.0008135i,-0.00032961-0.00012273i,-0.0014304-6.0413e-05i,-0.00086168+0.00063057i,-0.00015504+0.00034928i,0.00021745-0.00045698i,0.00029997-0.00037333i,-0.0001607-3.3868e-05i,-0.00073965+0.00014165i,-0.00054789+9.1159e-05i,-0.00027347-0.00050048i,-0.00092222-0.00074597i,-0.00096205-0.00056261i,-0.00042261-0.00012452i,-0.00047986-0.00019461i,-0.00057383-0.00072196i,-0.0004106-0.00054965i,-0.00028531-0.00030338i,-0.00018225-0.00030166i
-0.00057363-0.00079196i,-6.97e-05-0.00038187i,-0.00084561-8.4131e-05i,-0.0011753+0.00056125i,-0.001012+0.0010597i,-0.0005134+0.0010544i,-0.00045233+0.00035483i,-0.00064386-0.000135i,0.00020146+4.3788e-05i,0.00054437+0.0002386i,0.00038833+0.00063017i,0.00042178+0.0010013i,0.00027458+0.0010622i,0.00027338+0.00071948i,-5.9906e-06+0.00032997i,2.6739e-05+0.00073629i,-0.00029676+0.0013885i,-0.00037238+0.00084344i,0.0012011-0.00016912i,0.0016448-0.00030444i,-0.00020013+0.00030016i,-0.00094755-0.00032238i,-0.00046933-0.0010378i
0.00035454-0.00069403i,-0.00029011+5.5136e-05i,0.00015382+0.00077277i,-0.00010367+1.6863e-05i,-0.0005655-0.00040631i,-0.0012708+0.00041193i,-0.0013364+0.00092877i,-0.00046125+0.00083957i,-0.00053421+0.00045416i,-0.00012697-0.0001179i,0.0005083-0.00047452i,0.00044965+0.00020107i,-8.6035e-05+0.0011621i,-0.00037473+0.00047623i,-0.00022098-0.00082234i,-1.9576e-05-0.00068743i,0.0001693+0.00014976i,0.00048511+5.6433e-05i,-0.00015067-0.00041606i,-0.00073263-0.00053992i,-0.00043587-0.00030485i,0.0003768-0.00035176i,0.00037387-0.0010479i
0.001674+0.00098654i,0.0016675+0.0010686i,0.0011224-3.7156e-05i,-0.00028862-0.00047631i,-0.0019053-0.00013903i,-0.002391+0.00033252i,-0.0022113+0.00014736i,-0.0010203-0.00041279i,0.00040752-0.00059943i,0.00060855-0.00037826i,0.00017262-0.00084779i,-0.00032364-0.0006667i,-0.00085169-0.00057105i,-0.0010447-0.0010822i,-0.00069026-0.00046037i,-0.00081755+8.1633e-05i,-0.00087575+0.00073698i,-0.00093578+0.0019221i,-0.00061932+0.0013152i,9.2911e-05+0.00088307i,8.2166e-05+0.0013907i,2.6418e-05+0.0010447i,0.00022636+0.00046097i
-0.00063269-0.0017951i,-0.0010913-0.0016899i,-0.0011314-0.00087484i,-0.0011054-0.00010016i,-0.00094116+0.00050674i,-0.0013695+0.00076242i,-0.0016747+0.00037321i,-0.00096891+0.00083531i,-0.00023239+0.0012349i,0.00056751+0.00056688i,0.00084809+0.00034226i,0.00071398+0.0010128i,0.00037513+0.00030793i,0.00049316-0.00081563i,0.00069329-0.00046604i,0.00022183+0.0001876i,0.0004089+0.00022422i,0.00063229-0.00033068i,3.5994e-05-0.00056498i,-0.00035466-7.3474e-05i,-6.2022e-05+0.00048726i,-6.3317e-05+0.00031828i,0.00053915-0.00011087i
0.0009452-0.00053756i,0.00046367-0.0015271i,-0.00091928-0.001552i,-0.0016406-0.00042974i,-0.0016817+0.00025959i,-0.0016476+0.00010013i,-0.0010897-0.0004266i,-0.00068927-0.00046987i,-0.00044718-0.00037455i,-0.00049676-4.5967e-05i,-0.00038499+0.00058639i,-0.00011256+0.00045612i,0.00010893+0.00019064i,0.00027521+0.0002082i,9.4459e-07-0.00025826i,0.00052327-0.00058914i,0.00049673+5.5026e-05i,-0.00058882+0.00035191i,-0.0010948-0.00048297i,-0.00096793-0.00029233i,-0.00090658+0.00011829i,-0.00056534-0.00022893i,-0.00020061-2.3685e-05i
0.001001-0.00030767i,-0.00024333-0.00044394i,-0.00025738-0.00047851i,-0.00061049+0.00024714i,-0.00097613+0.0013322i,-0.0014667+0.0010403i,-0.0019172+0.00092863i,-0.00092781+0.00073104i,-0.00062078+6.3043e-05i,-0.00074745+0.00039669i,-1.0763e-05+0.00021849i,0.0006464-0.00052045i,0.00070433-0.00051743i,0.00079913+0.00049379i,0.00048282+0.000737i,-0.00022888-0.00044666i,-0.0001686-0.00064344i,0.00013879-0.00049525i,0.00061384-0.00058451i,0.00071173-0.00012312i,0.00020657-2.2374e-06i,-0.00047793-2.0919e-05i,-0.00013344+4.5572e-05i
-0.00068503-0.00062418i,-0.0010224+7.9199e-05i,-0.00096408+0.00060157i,-0.00060088+0.00049569i,-0.00062838+0.00054894i,-0.0010288+0.00035093i,-0.0016922+0.000991i,-0.0016107+0.0014741i,-0.00065146+0.00067822i,0.00012494+0.000444i,-0.00047208+0.00039736i,-0.00087337-0.0005065i,-0.00070018-0.00043788i,-9.0064e-05+0.00027687i,0.0002638+0.00058465i,0.00010798+0.00058474i,0.00024147+0.00094611i,0.00026957+0.00081707i,-4.0713e-05-0.0008751i,-3.8267e-05-0.0013716i,0.0005613-0.00017106i,0.00011522+0.00066329i,-2.6746e-05+0.00044021i
-0.00021915-0.0017476i,-0.00066058-0.0017387i,-0.00071553-0.00028319i,-0.0012618-3.428e-05i,-0.001376+0.00012867i,-0.0014869+0.00050867i,-0.0017571+0.00045097i,-0.0011187+0.00041659i,-0.00018619+0.00030119i,0.00013413+0.0007301i,0.00017808+0.00035123i,0.00014132+0.00024505i,-0.00045311+0.00058406i,-0.0004826+0.00046109i,-0.00036971-0.00018286i,-0.00037584-0.0008711i,0.00038109-0.00047533i,0.00087557-2.6905e-05i,-1.3807e-06-0.00034543i,-7.8548e-05-2.5785e-05i,0.00066065-0.00021835i,0.00050368-0.0010448i,5.3774e-05-0.00079657i
0.00071488-0.00084975i,0.0013039-0.0019392i,0.00085427-0.0016999i,-0.00014708-0.00046782i,-0.00023546-7.5699e-05i,-0.00055417-0.0001585i,-0.00087599+7.9276e-06i,-0.0011982+0.00031349i,-0.0011439+4.4098e-05i,-0.00048472+1.9126e-05i,0.00034613-9.6677e-05i,0.00037325-0.00050991i,5.3848e-05-0.00020419i,0.00014374-0.00014106i,0.00049568-0.00019142i,0.00077799+0.00019307i,0.0003942-8.0575e-05i,-8.5175e-05+0.00041615i,0.00053497+0.0010634i,0.0012563+0.00031446i,0.00041015-0.00031428i,-0.00071649-0.0001397i,-0.00061927-0.00057909i
0.00028187+0.00028749i,0.0011124+0.00038631i,0.0012475+0.00065526i,0.00028473+0.00093649i,-0.00050508+0.00061267i,-0.00082943-8.4017e-05i,-0.0010641+8.1172e-05i,-0.0013407+0.00060486i,-0.00085596+0.00035034i,-0.0004516-0.00059776i,-0.00033962-0.00099636i,0.0005362-0.0003932i,7.692e-05+0.00015335i,-0.00070069+0.00018235i,0.00017688+3.4237e-05i,0.0010049-0.0004725i,0.00044882-0.00044872i,2.0284e-05+0.00013584i,-0.00064889+0.00087643i,-0.00084553+0.0013223i,-0.00036675+0.00057788i,-9.7436e-05-0.00025437i,0.00027629+0.00011772i
0.0004702+0.0010429i,-0.00086452+0.0018156i,-0.0011589+0.0012196i,-0.00010854-0.00036274i,5.3344e-05-0.0010337i,-0.00024798-0.00056574i,-0.0005634-0.00045982i,-0.0010686-0.0010297i,-0.00034067-0.0012983i,0.00070433-0.0001566i,0.00047706+0.00097054i,0.00021923+0.0006213i,4.0266e-05-0.00017808i,-0.00021197+0.00014306i,-0.00043031+0.00022993i,-0.00027533-0.00040741i,-0.00015933-0.00030947i,-9.1383e-05-0.000397i,0.00015737-0.00086804i,-0.00052381-0.00060603i,-0.00074001+0.0001385i,-4.0462e-05+0.00066896i,0.00013351+0.00037772i
0.00073379+3.9898e-05i,0.00052625-0.00023453i,2.8727e-05-0.00048543i,0.00024552+0.00045594i,0.00050663+0.00031281i,-0.00057706+2.6427e-05i,-0.00086297+0.00049684i,-0.00037754+0.0011341i,-0.00055609+0.0007615i,-0.00070852+0.00025879i,-0.00047202-0.00016202i,-0.00068212-0.00062912i,-0.00058173-0.00018863i,-0.00068565-0.00012985i,-0.00074993-5.7516e-05i,0.00017714+1.4407e-05i,0.00056044+0.00017124i,1.8811e-05+0.00053618i,-0.00028199+0.00067888i,-0.00039861+0.00043892i,-0.00064822-0.00028862i,-0.00083216-0.00064472i,-0.00075311+0.00017426i
0.0021308+0.00056348i,0.001594+0.00073703i,0.00018298+0.00027519i,-0.00069578-0.0003106i,-0.00057189-0.00066749i,-0.00091606-0.00063518i,-0.0015215+0.0002236i,-0.00079627+0.00093272i,-0.0001765+0.00084517i,-0.00017468+0.00011518i,0.00010601-0.00036555i,0.001058-0.00032695i,0.00044797+0.00034206i,-0.0010339+0.00045094i,-0.00084801+3.7267e-06i,-4.8715e-05+0.00023363i,0.00010434+0.00026574i,-0.0004341+9.5338e-05i,-9.1855e-05-7.8819e-05i,0.00036087-0.00018577i,0.00050401+0.00037395i,3.784e-05+0.00088896i,-0.00062309+0.00065157i
-0.0032201-0.0006392i,-0.0026191-0.00050739i,-0.0025976+0.00015192i,-0.0020716+0.0012514i,-0.00085617+0.0020135i,-0.00053011+0.0013868i,-0.0015701+0.00054594i,-0.0014437+0.00017734i,-0.0002394+0.00013046i,9.3177e-05+4.0307e-05i,0.00032991-0.00011894i,0.00057997-0.00062059i,0.00019283-0.0005801i,3.4695e-05-0.00014276i,0.00018228-0.00049043i,0.00030042-0.00073584i,0.00025708-0.0007564i,0.00021239-0.0006915i,0.00041004-0.00079005i,0.00023341-0.0011773i,9.6987e-05-0.00061411i,6.8842e-05+0.00015895i,-0.00038896-0.00012513i
1.769e-05-0.0015538i,-0.00022914-0.0020751i,-1.7635e-05-0.0023659i,-0.00033345-0.0013804i,-0.00078239-0.00058272i,-0.001495-0.00059213i,-0.00094571-0.00054291i,-0.00025907-0.00036093i,0.00023251-0.00040072i,0.00062916-0.00046042i,0.00034154-0.00034998i,-0.00022019-0.00018947i,-0.00058691+3.3583e-05i,-0.00021413+0.00028219i,0.00020416+0.00063057i,0.00056836+0.00055347i,0.00058576-0.00031564i,-0.00026792-0.00051147i,-0.0010148+0.00022025i,-0.00030956+0.00082615i,7.5237e-05+0.00079798i,-1.6013e-05+0.00023458i,0.00012321+3.2001e-05i
0.0007397-0.00077258i,0.0011878-0.0022244i,0.00066738-0.0018466i,5.3272e-05-0.0010038i,-5.4439e-05-0.00058321i,-0.0010472-0.00074546i,-0.0015315-0.00036937i,-0.00062544+6.5096e-05i,0.00047773+9.2278e-05i,0.00058497+0.00028998i,8.4255e-05-0.00013413i,-0.00010788-9.4679e-05i,-2.5999e-06+0.00015101i,0.00016885+0.00057266i,-0.00033162+0.00078432i,-0.0009861+6.5222e-05i,-0.00035272-0.00017792i,0.00050041-8.6737e-05i,0.00062368-0.00010792i,0.00031888+0.00015025i,-0.00039162+0.00027946i,2.0734e-05+0.00015615i,0.0003982+0.00018622i
-0.00098066-0.0012859i,-0.0010508-0.0008947i,-0.0013345-0.0009001i,-0.0016215+0.00068181i,-0.0014149+0.0020486i,-0.00065723+0.0020067i,-0.0010428+0.0008918i,-0.0011767+0.00025126i,-0.00045038+0.00036591i,-8.6563e-05+0.00068941i,8.5717e-05+0.00053808i,0.00047931-0.00029357i,0.0010117+7.37e-05i,0.0014365+0.00081733i,0.00095835+0.00092413i,0.00025595+0.00053716i,-0.00014416+0.00034118i,-0.00016793-0.00028242i,-0.0002885-0.0013036i,-7.1501e-05-0.0016968i,0.00059945-0.00085485i,-0.00014212-0.00019846i,-0.0010913-0.00037082i
-0.0019572-0.00086281i,-0.0018443-0.00039092i,-0.0013595+0.00061445i,-0.0012176+0.00095868i,7.5061e-05+0.00094195i,-0.00026386+0.00066662i,-0.0013083+0.00087795i,-0.00079689+0.0017442i,-0.00046542+0.001482i,-0.00047805+0.0010565i,-0.00032538+0.00088559i,-0.00060629+0.00069482i,-0.0012083+0.0003659i,-0.00027392-0.00045953i,0.00080892-0.00041844i,0.001092+0.00023123i,0.00041474+0.0007771i,-9.0035e-05+0.00083426i,0.00024255+0.00040907i,0.00025307+0.00012933i,-0.00030766-0.00018234i,7.4579e-05-0.00073503i,0.00043023-0.00052034i
6.5181e-05+0.0013134i,0.00037364+0.00054721i,0.00086627-0.00035677i,0.00055096-0.00046832i,-0.00029609-0.0007085i,-0.0017236-7.5397e-05i,-0.0023049+0.00031152i,-0.0016129+9.0392e-05i,-0.00043053+0.00015571i,-0.00027163+9.0771e-05i,-0.00057441-0.0002498i,-0.0004884-0.00026208i,-0.00036355-0.00020258i,-0.00031444-0.00017076i,-0.00043649-5.5019e-05i,-0.00031966+0.00021664i,6.5427e-05+0.0001421i,0.00011624+9.0918e-05i,-0.00040431+0.00013897i,-0.00064189-0.00046291i,0.00035626-0.00086784i,0.00092451-0.00061854i,0.00030689-0.00047956i
-0.00066672-0.00081338i,7.7736e-05-0.0015459i,-0.00023056-0.00099512i,-0.00045022-0.00010357i,4.9278e-05+0.0009282i,-0.00016776+0.0010712i,-0.00031932+0.00092694i,-0.00019797+0.00099238i,0.00044341+0.00064133i,1.6799e-05+0.00015435i,-0.0006763-5.7012e-05i,-0.00064884-0.00064598i,-0.00031082-0.00074911i,0.00072408-0.00089584i,0.0013998-0.0003539i,0.00093602+0.0011237i,0.0001766+0.0011759i,2.2523e-05-0.00011843i,0.00045276-0.00095211i,0.00029283-0.00064071i,-0.00028691+0.00013844i,-0.00085246-2.6311e-06i,-0.00070751-0.00066644i
-0.000486+0.0010668i,-8.6533e-05+0.00039723i,-0.00015729-8.1572e-05i,-0.0003083+0.00016233i,5.0213e-05+0.00046485i,-0.0008059+0.00012363i,-0.0012356-0.00015103i,-0.00070018+0.0002258i,0.00036314-6.0859e-07i,0.00060854+0.00010353i,0.00034311+0.00049294i,0.0010189+0.00043327i,0.0010067+9.2812e-05i,0.00038723-0.0002237i,0.0001648-0.0005171i,0.00013225-0.0011453i,0.00022764-0.001367i,5.4614e-05-0.00097115i,-0.00020242+8.7417e-05i,-5.4665e-05+0.00080737i,-0.0001249+0.0004753i,7.3166e-05-9.6252e-05i,-3.2812e-05-2.6773e-05i
-0.002566-5.9292e-05i,-0.001348+0.00032095i,-0.00034797+0.00052189i,6.5856e-05+0.00075398i,-0.00038883+0.00090102i,-0.0015151+0.0010054i,-0.0025131+0.00092934i,-0.002421+1.4121e-05i,-0.0017805-0.00022139i,-0.00092193-0.00017596i,0.00070729-0.00063851i,0.0012752-0.00067981i,0.00080497-0.00047364i,0.00083079-0.00052907i,0.0003505-0.00028376i,-0.0003596+4.0807e-05i,-0.00065416-7.4214e-05i,-0.00053861-0.00024084i,-5.5293e-05-0.00080766i,0.00011289-0.00075902i,-0.00052106+0.00029791i,-0.00084563+0.00066378i,-0.00032299+0.00058526i
-0.0023712-0.0019279i,-0.002501-0.001012i,-0.0010931-0.00034722i,-6.185e-05+3.2717e-05i,-0.00028131+0.00063052i,-0.00075377+0.0011451i,-0.0015163+0.00076845i,-0.0019386+0.00068918i,-0.00073612+0.00051935i,0.00044816+0.0001763i,0.0004281+0.00039403i,0.00068209+0.0002036i,0.0013589-0.00034756i,0.0014358+7.5013e-05i,0.0010014+0.0010951i,0.00061656+0.00063588i,0.00010962+0.00018488i,-9.6645e-05+0.00031394i,0.00020419+6.9755e-05i,-2.6913e-05-0.00021701i,-0.00051469-0.00052362i,-0.00020961-0.00065425i,0.00018458-0.00065705i
0.00021669-0.00045445i,-0.0010773-0.00011925i,-0.0013175+0.00018263i,-0.00031967-0.0001013i,0.00011926-0.00023965i,-0.00089436+0.00046598i,-0.0021395+0.00078924i,-0.0016549-1.2621e-05i,7.9636e-05-0.0007134i,0.0003946-0.00081371i,-0.00035984-0.00020768i,-0.00029955+0.00035408i,0.0005659+0.00014735i,0.00081442-0.00026797i,-0.00020843-0.0003228i,-0.00043215-0.00060248i,2.8833e-05-0.00091074i,8.9681e-05-0.00032099i,-0.00063511+0.00066932i,-0.0011072+0.00022511i,-0.00038165+0.00022472i,0.00039778+0.0008671i,0.00065332+0.0010991i
0.001207-2.6334e-05i,0.0014263-0.00058338i,0.0014137+3.3661e-05i,0.00063767+0.00022665i,-0.00035492-0.0003051i,-0.0010111-0.00062522i,-0.001381-0.00053903i,-0.00056128+4.0713e-05i,-0.00033899+0.00064021i,-0.0010467+0.00049435i,-0.00049284+0.00024898i,0.00029212+0.00062484i,0.00029445+0.00055634i,0.00050907+0.00061058i,0.00039391+4.0838e-05i,0.00034985-0.0003824i,0.00074584-0.0002629i,0.00054028+0.00046252i,-6.0064e-06+9.491e-05i,-0.00067705-0.0002278i,-0.0010603+0.00011536i,-0.00034364-0.00012118i,0.00036991-0.00057314i
0.00056983+0.001915i,0.00082003+0.00095897i,0.00024354+0.00093965i,-0.00033242+0.00067289i,-9.9129e-05+0.00026634i,-0.00087756-0.00023252i,-0.0016353-2.2359e-05i,-0.00072153+0.00065348i,0.00035944+0.00066155i,0.0010419+0.00040983i,0.00093081+0.00014602i,-0.00025782-0.00069424i,-0.00057584-0.00082451i,-0.0005851-0.00076217i,-0.00035816-0.0008233i,-0.00011229-0.00029513i,8.5973e-05-0.00012881i,0.00035563-0.00016305i,-3.0938e-05-0.00030257i,-0.00037133-0.00012726i,-0.00026892-0.00024348i,-0.0005177-0.00012332i,-0.00087845+0.00013984i
-0.001239-0.0010809i,-0.0010442-0.0021208i,-0.00097454-0.0019394i,-0.00062863+0.00012636i,-2.5532e-05+0.0018679i,-0.00036842+0.0015834i,-0.001359+0.0013091i,-0.0011263+0.0010892i,-3.2097e-05+0.0004078i,0.00022906+0.00060619i,-1.1047e-05+0.00028149i,-0.00021614-0.00045981i,0.00017979-0.00010416i,0.00048034-0.0001319i,0.00089277-9.035e-05i,0.00070898+0.00088702i,-0.00032333+0.00061882i,-0.00043918-0.0004969i,4.4811e-05-0.00078386i,0.00031318-6.3246e-05i,4.8467e-05+0.00052559i,-0.00044475+0.0008708i,-0.00037258+0.00056907i
